
[00:00:00.000 --> 00:00:06.460]  人生是不是就像旅遊一樣呢 是嗎 是嗎
[00:02:51.240 --> 00:02:56.120]  只有第一句話可以跟他這個背景relate
[00:02:56.120 --> 00:02:59.400]  他說 神啊 求你怎麼樣
[00:02:59.400 --> 00:03:04.040]  保佑我 因為我投靠你
[00:03:04.040 --> 00:03:06.920]  這句話點明了掃羅被追殺的時候
[00:03:06.920 --> 00:03:09.240]  他心中發出這樣子的一個禱告
[00:03:09.240 --> 00:03:12.680]  神啊 求你保佑我 因為我投靠你
[00:03:12.680 --> 00:03:14.800]  但是接下來你可以看見
[00:03:14.800 --> 00:03:17.560]  他一直在強調這件事 強調什麼呢
[00:03:17.560 --> 00:03:20.960]  強調神對他這一個重要性
[00:03:20.960 --> 00:03:23.680]  神怎麼樣子的保守他 神怎麼樣子的帶領他
[00:03:23.680 --> 00:03:28.200]  神賜給他的是一個什麼樣子的一個人生
[00:03:28.200 --> 00:03:30.200]  第二節接著說 他說我的心啊
[00:03:30.200 --> 00:03:33.040]  你曾對耶和華說 你是我的主
[00:03:33.040 --> 00:03:42.440]  我的好處不在你以外 Amen
[00:03:42.440 --> 00:03:48.320]  大衛說我的好處不在你以外 這個你是誰
[00:03:48.320 --> 00:03:50.760]  不在誰你以外
[00:03:50.760 --> 00:03:54.560]  接著問什麼 你可不渴望好處啊
[00:03:54.560 --> 00:03:59.360]  還是你喜歡壞處
[00:03:59.360 --> 00:04:01.440]  我們都希望好處 對不對
[00:04:01.440 --> 00:04:05.080]  但是大衛說我的好處不在你以外
[00:04:05.080 --> 00:04:07.480]  換句話說 我的好處在哪裡
[00:04:07.480 --> 00:04:12.440]  就在耶穌基督的裡面 就在神的裡面
[00:04:12.440 --> 00:04:13.880]  所以大衛在這裡讓我們看見
[00:04:13.880 --> 00:04:16.840]  什麼是一個福樂的人生呢
[00:04:16.840 --> 00:04:20.160]  我們來看看
[00:04:20.160 --> 00:04:23.320]  在第五節到第七節
[00:04:23.320 --> 00:04:26.400]  我們先看第五節到第七節
[00:04:26.400 --> 00:04:31.520]  大衛說耶和華是我的產業 是我杯中的糞
[00:04:31.520 --> 00:04:35.320]  我所得的你又為我持守
[00:04:35.320 --> 00:04:39.160]  用神量給我的地界 坐落在加美之處
[00:04:39.160 --> 00:04:42.400]  我的產業實在美好
[00:04:42.400 --> 00:04:44.040]  所以大衛在這裡講說
[00:04:44.040 --> 00:04:47.160]  耶和華是他的什麼 產業
[00:04:47.160 --> 00:04:49.600]  前六十輩 你在這邊有沒有產業
[00:04:49.600 --> 00:04:51.000]  有沒有產業
[00:04:51.000 --> 00:04:52.960]  沒產業舉下手好不好
[00:04:52.960 --> 00:04:54.320]  我們特別為你禱告
[00:04:54.320 --> 00:04:56.640]  希望你也能夠趕快擁有產業
[00:04:56.640 --> 00:04:59.240]  我們今天講產業比較有點
[00:04:59.240 --> 00:05:00.680]  我們講產業就講
[00:05:00.680 --> 00:05:03.160]  有沒有房地產 有沒有
[00:05:03.160 --> 00:05:05.680]  有沒有房子 有沒有
[00:05:05.680 --> 00:05:07.080]  沒有啊
[00:05:07.080 --> 00:05:09.840]  我剛剛叫你舉手 你不舉手
[00:05:09.840 --> 00:05:11.560]  你怕我陷害你啊
[00:05:11.560 --> 00:05:14.440]  我要為你祝福啊 是不是
[00:05:14.440 --> 00:05:15.840]  前六十輩
[00:05:15.840 --> 00:05:17.440]  在美國現在要買一棟房子
[00:05:17.440 --> 00:05:19.360]  越來越不容易了 是不是
[00:05:19.360 --> 00:05:20.680]  特別我們年輕的下一代
[00:05:20.680 --> 00:05:21.640]  沒有父母親幫忙
[00:05:21.640 --> 00:05:23.480]  可能根本買不了房子了
[00:05:23.480 --> 00:05:25.200]  所以現在一堆人都往德州搬
[00:05:25.200 --> 00:05:26.920]  你知道嗎 為什麼
[00:05:26.920 --> 00:05:29.320]  加州太貴了 是不是
[00:05:29.320 --> 00:05:34.000]  但是他說我的產業實在美好
[00:05:34.000 --> 00:05:36.920]  所以大衛在這裡讓我們看見一些事情
[00:05:36.920 --> 00:05:40.920]  他說什麼是一個福了人生啊
[00:05:40.920 --> 00:05:43.560]  就是有產業
[00:05:43.560 --> 00:05:46.400]  有產業
[00:05:46.400 --> 00:05:52.520]  產業代表了一個物質的生活的滿足
[00:05:52.520 --> 00:05:55.440]  在早期大衛那個時代
[00:05:55.440 --> 00:05:58.240]  在《舊約》裡面講到產業的時候呢
[00:05:58.240 --> 00:06:01.160]  它代表的是那個是最重要的
[00:06:01.160 --> 00:06:03.000]  就像剛剛我們講田地一樣
[00:06:03.000 --> 00:06:05.360]  你有了產業 你有了地
[00:06:05.360 --> 00:06:12.680]  你才可以擁有你一切的安居樂業 是不是
[00:06:12.680 --> 00:06:14.160]  但是親愛的同志們
[00:06:14.160 --> 00:06:16.200]  在古希臘時代
[00:06:16.200 --> 00:06:19.920]  在馬其頓亡國的時候
[00:06:19.920 --> 00:06:21.800]  曾經出現了哲學家
[00:06:21.800 --> 00:06:24.800]  出現了兩派的一個哲學家
[00:06:24.800 --> 00:06:29.960]  一個就是伊比鳩魯 聽過嗎
[00:06:29.960 --> 00:06:38.200]  那麼伊比鳩魯另外一個是什麼
[00:06:38.200 --> 00:06:45.160]  大家好像讀書時代都已經忘光了
[00:06:45.160 --> 00:06:49.320]  伊比鳩魯的學派它強調的
[00:06:49.320 --> 00:06:53.720]  簡單的說就是享樂主義
[00:06:53.720 --> 00:06:58.040]  所以伊比鳩魯他說的一個很經典的話
[00:06:58.040 --> 00:07:07.240]  他說人生的目的就是尋求快樂避免痛苦
[00:07:07.240 --> 00:07:09.600]  伊比鳩魯他曾經寫的這一句話
[00:07:09.600 --> 00:07:14.600]  他說如果把口腹之樂 性愛之歡 悅耳之語
[00:07:14.600 --> 00:07:18.520]  見窈窕倩影而柔情蕩漾
[00:07:18.520 --> 00:07:25.400]  一概撇棄那我將無法想像善為何物
[00:07:25.400 --> 00:07:28.240]  所以你看這一個伊比鳩魯
[00:07:28.240 --> 00:07:30.600]  這一個他所說的
[00:07:30.600 --> 00:07:35.200]  這個哲學家他今天所帶出來的
[00:07:35.200 --> 00:07:38.680]  也就是今天我們大家所知道的
[00:07:38.680 --> 00:07:43.160]  叫做享樂主義
[00:07:43.160 --> 00:07:45.080]  但是親愛的同志們
[00:07:45.080 --> 00:07:49.080]  吃好 穿好 擁有這一切
[00:07:49.080 --> 00:07:52.080]  你所擁有的這些物質的東西
[00:07:52.080 --> 00:07:55.720]  你覺得你就快樂了嗎
[00:07:55.720 --> 00:07:59.400]  快樂嗎
[00:07:59.400 --> 00:08:05.560]  美國曾經是首富的比爾蓋茨
[00:08:05.560 --> 00:08:10.360]  他說最快樂的是怎麼樣
[00:08:10.360 --> 00:08:12.040]  跟錢無關
[00:08:12.040 --> 00:08:18.280]  跟你旁邊說最快樂的是跟錢無關
[00:08:18.280 --> 00:08:21.560]  你說哎呀 他有錢他講這句話
[00:08:21.560 --> 00:08:25.520]  是不是 他的錢給我我也可以講這句話
[00:08:25.520 --> 00:08:30.800]  是吧 我就知道你會這樣想
[00:08:30.800 --> 00:08:33.520]  但是比爾蓋茨直到今天
[00:08:33.520 --> 00:08:39.480]  我們也看見在幾年前他跟他太太離婚 是嗎
[00:08:39.480 --> 00:08:42.880]  他講的一點都沒有錯
[00:08:42.880 --> 00:08:45.080]  他這麼有錢
[00:08:45.080 --> 00:08:48.480]  他能夠有一個美滿的婚姻嗎
[00:08:48.480 --> 00:08:52.560]  他這麼有錢他影響了全世界多少的人
[00:08:52.560 --> 00:08:54.280]  可是你知道嗎
[00:08:54.280 --> 00:08:55.480]  今天因著他的離婚
[00:08:55.480 --> 00:08:56.520]  他的太太跟他
[00:08:56.520 --> 00:08:58.080]  他太太比他做得更厲害
[00:08:58.080 --> 00:09:02.080]  他太太幾乎把這離婚的錢偷來做什麼
[00:09:02.080 --> 00:09:04.640]  做慈善事業
[00:09:04.640 --> 00:09:06.840]  有這麼多錢做什麼用
[00:09:06.840 --> 00:09:08.840]  已經六十幾歲了
[00:09:08.840 --> 00:09:12.520]  不知道再過幾年可能就離開這個世界了
[00:09:12.520 --> 00:09:15.840]  你還能夠帶走多少錢呢
[00:09:15.840 --> 00:09:17.440]  親愛的公子妹
[00:09:17.440 --> 00:09:21.920]  所以比爾蓋茨雖然不太屬靈
[00:09:21.920 --> 00:09:24.880]  他說他是天主教徒
[00:09:24.880 --> 00:09:30.200]  但是至少他的經驗告訴我們一件事情
[00:09:30.200 --> 00:09:33.520]  快樂跟什麼 跟錢有關係嗎
[00:09:33.520 --> 00:09:36.360]  跟錢無關
[00:09:36.360 --> 00:09:43.400]  親愛的公子妹
[00:09:43.400 --> 00:09:48.440]  好 看來你們對錢財很有興趣
[00:09:48.440 --> 00:09:50.240]  但是我要問公子妹
[00:09:50.240 --> 00:09:54.440]  今天我們生活的比以前更好 是嗎
[00:09:54.440 --> 00:09:56.200]  當我們提起我們 特別我們這一輩
[00:09:56.200 --> 00:09:58.000]  當我們提起我們年輕的時候
[00:09:58.000 --> 00:09:59.840]  小的時候我們都會講到說
[00:09:59.840 --> 00:10:03.320]  我們吃過醬油拌飯 吃過嗎
[00:10:03.320 --> 00:10:06.520]  有沒有吃過豬油拌飯
[00:10:06.520 --> 00:10:11.320]  有沒有吃過那些甘蔬 是嗎
[00:10:11.320 --> 00:10:15.080]  那叫什麼 地瓜 吃過嗎
[00:10:15.080 --> 00:10:20.640]  現在地瓜大家當作是健康食品啊 是不是
[00:10:20.640 --> 00:10:23.080]  以前我們那個年代就是什麼
[00:10:23.080 --> 00:10:25.520]  那是沒錢吃 別好吃了
[00:10:25.520 --> 00:10:27.080]  只有吃那個東西了
[00:10:27.080 --> 00:10:28.040]  親愛的公子妹
[00:10:28.040 --> 00:10:33.760]  現在你給年輕人吃這些東西他吃嗎
[00:10:33.760 --> 00:10:36.440]  吃啊
[00:10:36.440 --> 00:10:38.040]  為了他的健康啊
[00:10:38.040 --> 00:10:40.720]  媽媽吃你也跟著吃
[00:10:40.720 --> 00:10:43.520]  親愛的公子妹
[00:10:43.520 --> 00:10:47.200]  你講吃 你給他吃醬油拌飯嗎
[00:10:47.200 --> 00:10:50.800]  你給他吃豬油拌飯嗎
[00:10:50.800 --> 00:10:53.520]  大概可能台灣來的比較有這個概念
[00:10:53.520 --> 00:10:58.240]  我不曉得在國內你們小時候有吃過豬油拌飯嗎
[00:10:58.240 --> 00:10:59.560]  尾動搖頭
[00:10:59.560 --> 00:11:05.440]  那你們都吃什麼
[00:11:05.440 --> 00:11:11.480]  怎麼樣來形容窮的那個吃什麼東西啊
[00:11:11.480 --> 00:11:13.000]  怎樣
[00:11:13.000 --> 00:11:18.840]  窩窩頭啊 哎呦 窩窩頭
[00:11:18.840 --> 00:11:23.640]  窩窩頭我在臺北的山區吃過
[00:11:23.640 --> 00:11:27.120]  那就是很貧窮地方的人吃的東西
[00:11:27.120 --> 00:11:28.360]  但是現在六子妹
[00:11:28.360 --> 00:11:29.720]  現在我們吃得好
[00:11:29.720 --> 00:11:32.920]  我們現在每天還在想說吃什麼
[00:11:32.920 --> 00:11:34.320]  有沒有這個問題
[00:11:34.320 --> 00:11:34.880]  有沒有
[00:11:34.880 --> 00:11:38.240]  去餐館吃飯的時候會想說要去哪一家餐廳
[00:11:38.240 --> 00:11:39.040]  有沒有
[00:11:39.040 --> 00:11:41.960]  會不會有選擇的困難 會不會
[00:11:41.960 --> 00:11:47.000]  要吃韓餐還是中餐還是西餐還是墨西哥餐
[00:11:47.000 --> 00:11:49.160]  還是什麼 日本餐
[00:11:49.160 --> 00:11:51.600]  哎呦 太多選擇到最後了
[00:11:51.600 --> 00:11:56.440]  大家真是傷腦筋 是不是
[00:11:56.440 --> 00:12:01.080]  我記得我們家有時候全家出去吃飯的時候
[00:12:01.080 --> 00:12:02.680]  意見搞不定
[00:12:02.680 --> 00:12:06.720]  先出去再說吧
[00:12:06.720 --> 00:12:11.280]  真的 先出去再說啊
[00:12:11.280 --> 00:12:14.720]  然後在這個途中還是去這家那家
[00:12:14.720 --> 00:12:23.280]  到最後去的那家跟起初完全想像的不一樣
[00:12:23.280 --> 00:12:24.960]  所以我們現在有一個簡單的方法
[00:12:24.960 --> 00:12:31.120]  誰過生日就生日壽星決定去哪一家
[00:12:31.120 --> 00:12:34.600]  前六子妹我們太多的豐富的物質生活
[00:12:34.600 --> 00:12:37.880]  但是我們的心裡面不滿足
[00:12:37.880 --> 00:12:44.040]  我們的心裡面沒有真正的快樂
[00:12:44.040 --> 00:12:48.080]  所以大衛說
[00:12:48.080 --> 00:12:51.840]  我們的好處不在你以外
[00:12:51.840 --> 00:12:53.920]  神才是我們的產業
[00:12:53.920 --> 00:12:56.520]  耶和華是我們的產業
[00:12:56.520 --> 00:12:59.240]  如果我們把其耶和華以外的這些東西
[00:12:59.240 --> 00:13:00.680]  當作我們的產業
[00:13:00.680 --> 00:13:03.760]  我們的心中當然不會快樂
[00:13:03.760 --> 00:13:08.080]  有的人是以兒女做他的產業
[00:13:08.080 --> 00:13:13.080]  以兒女做他人生的中心
[00:13:13.080 --> 00:13:14.560]  這兩個漫畫圖
[00:13:14.560 --> 00:13:20.080]  我覺得左邊的代表是今天在中國標準的
[00:13:20.080 --> 00:13:26.560]  這個所謂的小霸王 小霸女 小公主
[00:13:26.560 --> 00:13:29.720]  是不是
[00:13:29.720 --> 00:13:31.200]  六個人 這裡有幾個人
[00:13:31.200 --> 00:13:34.160]  一二三四五六
[00:13:34.160 --> 00:13:35.200]  哪六個人啊
[00:13:35.200 --> 00:13:40.560]  爸爸媽媽 爺爺奶奶 外公外婆
[00:13:40.560 --> 00:13:42.920]  六個人寵著他
[00:13:42.920 --> 00:13:44.400]  像小皇帝一樣
[00:13:44.400 --> 00:13:49.120]  像小公主一樣 是吧
[00:13:49.120 --> 00:13:51.040]  那右邊這個是我們核心家庭
[00:13:51.040 --> 00:13:53.800]  就是只有父母親跟孩子在一起的時候
[00:13:53.800 --> 00:13:58.320]  你可以看見兩個人就是 哎呀 有
[00:13:58.320 --> 00:14:03.120]  媽媽都試過了 味道還可以
[00:14:03.120 --> 00:14:08.720]  我多年前到上海去那邊做培訓 教神學
[00:14:08.720 --> 00:14:13.640]  住在一個家庭裡面
[00:14:13.640 --> 00:14:18.040]  這個家庭的家主很有錢
[00:14:18.040 --> 00:14:20.320]  他有一個寶貝兒子
[00:14:20.320 --> 00:14:23.760]  大概那時候可能才不兩三歲吧
[00:14:23.760 --> 00:14:25.760]  我也搞不清楚
[00:14:25.760 --> 00:14:27.640]  就是已經可以走路
[00:14:27.640 --> 00:14:28.840]  大概個子這樣子
[00:14:28.840 --> 00:14:30.760]  不曉得是四五歲 五六歲
[00:14:30.760 --> 00:14:31.640]  總之有一個兒子
[00:14:31.640 --> 00:14:35.360]  哎呀 我看他寵的真的是到一個地步
[00:14:35.360 --> 00:14:37.280]  追著他
[00:14:37.280 --> 00:14:40.200]  吃飯的時候要追著他去吃飯啊
[00:14:40.200 --> 00:14:45.320]  為什麼 因為他不喜歡吃飯
[00:14:45.320 --> 00:14:47.080]  親愛的公子妹
[00:14:47.080 --> 00:14:51.280]  不知不覺的很多時候我們就特別做母親的
[00:14:51.280 --> 00:14:58.880]  很容易把兒女作為你自己的偶像 是不是
[00:14:58.880 --> 00:15:01.000]  所以大衛在這裡說
[00:15:01.000 --> 00:15:11.080]  他說 以別神代替耶和華的 他們的愁苦必加贈
[00:15:11.080 --> 00:15:14.840]  以別神代替耶和華的
[00:15:14.840 --> 00:15:19.200]  其實原文裡面沒有神這個字
[00:15:19.200 --> 00:15:21.640]  換句話說 如果用直接翻譯就說
[00:15:21.640 --> 00:15:23.160]  以別的代替耶和華
[00:15:23.160 --> 00:15:25.440]  什麼叫做以別的代替耶和華呢
[00:15:25.440 --> 00:15:26.560]  別的是什麼呢
[00:15:26.560 --> 00:15:28.920]  別的可能是人 別的可能是事
[00:15:28.920 --> 00:15:30.280]  別人可能是金錢
[00:15:30.280 --> 00:15:31.720]  別人可能是兒女
[00:15:31.720 --> 00:15:36.240]  別人可能是哪一個人
[00:15:36.240 --> 00:15:39.080]  有任何人事物代替了上帝的
[00:15:39.080 --> 00:15:43.440]  這個人事物就叫做偶像
[00:15:43.440 --> 00:15:45.240]  親愛的公子妹
[00:15:45.240 --> 00:15:49.480]  當我們用別的來代替神的時候
[00:15:49.480 --> 00:15:52.760]  意思就是說當我們崇拜任何的人事物
[00:15:52.760 --> 00:15:55.840]  當我們看重任何的人事物
[00:15:55.840 --> 00:15:57.600]  超過了神的時候
[00:15:57.600 --> 00:16:03.800]  他帶來的結果就是愁苦必加贈
[00:16:03.800 --> 00:16:06.760]  請你把這句話背出來
[00:16:06.760 --> 00:16:12.920]  以別的代替耶和華的 他們的愁苦必加贈
[00:16:12.920 --> 00:16:16.240]  求主幫助我們
[00:16:16.240 --> 00:16:21.120]  我們的福樂 我們的產業
[00:16:21.120 --> 00:16:25.240]  都不在這個世界上短暫的人事物身上
[00:16:25.240 --> 00:16:28.320]  我們真正要得到的這一個福樂的人生
[00:16:28.320 --> 00:16:29.320]  你可以看見
[00:16:29.320 --> 00:16:33.840]  世界上人認為說有錢 有房子 有車子
[00:16:33.840 --> 00:16:36.320]  過好的生活 這個就會快樂
[00:16:36.320 --> 00:16:39.160]  這個就是他們所羨慕的福樂人生
[00:16:39.160 --> 00:16:41.360]  但是神讓我們看見一件事情
[00:16:41.360 --> 00:16:45.160]  這些東西如果代替了上帝在我們心中的地位
[00:16:45.160 --> 00:16:49.520]  它只會讓你更愁苦
[00:16:49.520 --> 00:16:54.280]  在2019年曾經做過的一個調查
[00:16:54.280 --> 00:17:01.760]  說全球有十億的人是有精神方面的疾病
[00:17:01.760 --> 00:17:07.000]  請問現在全世界有多少人
[00:17:07.000 --> 00:17:11.280]  去年十一月已經達到了八十億
[00:17:11.280 --> 00:17:16.800]  所以有八分之一的人有精神方面的問題
[00:17:16.800 --> 00:17:18.520]  精神障礙
[00:17:18.520 --> 00:17:27.200]  2022年全球佔第二名的這個疾病
[00:17:27.200 --> 00:17:29.320]  是什麼 你知道嗎
[00:17:29.320 --> 00:17:33.560]  叫做憂鬱症
[00:17:33.560 --> 00:17:42.320]  美國每一天美國人吃安眠藥
[00:17:42.320 --> 00:17:44.400]  要靠安眠藥入睡的
[00:17:44.400 --> 00:17:49.720]  吃了多少呢 吃了一千九百萬顆
[00:17:49.720 --> 00:17:51.200]  如果一人算一顆的話
[00:17:51.200 --> 00:17:54.400]  那就是有一千九百萬的人
[00:17:54.400 --> 00:17:58.960]  每天要靠吃安眠藥睡覺
[00:17:58.960 --> 00:18:06.560]  中國有兩億的人口有精神方面的疾病
[00:18:06.560 --> 00:18:09.800]  抑鬱等等這些的
[00:18:09.800 --> 00:18:15.960]  上海有一百萬人每一天要吃安眠藥過日子
[00:18:15.960 --> 00:18:18.520]  睡覺
[00:18:18.520 --> 00:18:20.520]  親愛的兄弟妹
[00:18:20.520 --> 00:18:24.560]  我們看見這個世界越來越多的這些抑鬱
[00:18:24.560 --> 00:18:29.560]  不僅僅是在事業打拼的人會抑鬱
[00:18:29.560 --> 00:18:32.160]  也不僅僅是那些老年人會抑鬱
[00:18:32.160 --> 00:18:37.320]  我告訴你青少年抑鬱的更多
[00:18:37.320 --> 00:18:42.840]  青少年抑鬱而帶來的自殺
[00:18:42.840 --> 00:18:49.120]  是十五歲到十九歲人群的第二大的死亡原因
[00:18:49.120 --> 00:18:52.360]  為什麼這麼多的人抑鬱啊
[00:18:52.360 --> 00:18:54.720]  美國不是一個很富庶的社會嗎
[00:18:54.720 --> 00:18:56.320]  為什麼這麼多的青少年
[00:18:56.320 --> 00:18:59.000]  我們在成都會裡面也曾經提過
[00:18:59.000 --> 00:19:01.520]  在成都會裡面也曾經為這些青少年禱告過
[00:19:01.520 --> 00:19:04.520]  很多人抑鬱啊 為什麼
[00:19:04.520 --> 00:19:07.200]  他們也沒有吃醬油拌飯啊
[00:19:07.200 --> 00:19:10.280]  他們從來也沒有吃過豬油拌飯啊
[00:19:10.280 --> 00:19:14.800]  他們吃的都是什麼啊
[00:19:14.800 --> 00:19:17.080]  麥當勞
[00:19:17.080 --> 00:19:19.480]  他們吃的都是這些steak
[00:19:19.480 --> 00:19:24.720]  吃的東西很好的東西啊 很豐富的
[00:19:24.720 --> 00:19:28.680]  可是幹嘛他們會depress
[00:19:28.680 --> 00:19:31.280]  親愛的兄弟妹 你可以看見一件事情
[00:19:31.280 --> 00:19:37.320]  這些外在的東西不能夠讓我們真正的滿足
[00:19:37.320 --> 00:19:43.480]  所以在第九節到十一節裡面
[00:19:43.480 --> 00:19:46.480]  在第九節到十一節裡面你注意看
[00:19:46.480 --> 00:19:48.480]  這段事情經歷我們再來看
[00:19:48.480 --> 00:19:49.880]  他說什麼呢
[00:19:49.880 --> 00:19:55.560]  他說因此我的心歡喜我的靈快樂
[00:19:55.560 --> 00:19:58.240]  我的肉身也要安然居住
[00:19:58.240 --> 00:20:00.720]  因為你並不將我的靈魂撇在陰間
[00:20:00.720 --> 00:20:03.200]  也不叫你的聖者見守壞
[00:20:03.200 --> 00:20:05.240]  你必將生命的道路指示我
[00:20:05.240 --> 00:20:06.840]  在你面前有滿足的喜樂
[00:20:06.840 --> 00:20:08.440]  在你右手中有永遠的福樂
[00:20:08.440 --> 00:20:11.560]  哇 你越練就越喜樂 有沒有
[00:20:11.560 --> 00:20:13.600]  親愛的兄弟妹 他說
[00:20:13.600 --> 00:20:18.680]  我的心歡喜我的靈快樂
[00:20:18.680 --> 00:20:20.800]  我的肉身也要安然居住
[00:20:20.800 --> 00:20:25.080]  簡單的說就是身心靈怎麼樣
[00:20:25.080 --> 00:20:28.160]  身心靈都健康啊
[00:20:28.160 --> 00:20:30.360]  親愛的兄弟妹
[00:20:30.360 --> 00:20:36.120]  也許我們的身體吃了一頓好吃的東西很快樂
[00:20:36.120 --> 00:20:41.600]  但是呢 天天都叫你吃
[00:20:41.600 --> 00:20:44.400]  我們去過旅遊的人都知道
[00:20:44.400 --> 00:20:50.760]  天天吃自助餐好不好吃啊
[00:20:50.760 --> 00:20:57.640]  我算是比較能夠適應各國食物的啦
[00:20:57.640 --> 00:21:02.480]  但是現在看到 哇 又是一堆起司
[00:21:02.480 --> 00:21:04.520]  又是一堆橄欖
[00:21:04.520 --> 00:21:08.000]  黑色的 綠色的 紅色的
[00:21:08.000 --> 00:21:10.840]  各式各樣的 各種做法的橄欖
[00:21:10.840 --> 00:21:15.080]  你到中東去吃的很多都是橄欖
[00:21:15.080 --> 00:21:17.720]  哎 喜不喜歡吃啊
[00:21:17.720 --> 00:21:22.240]  喜歡啊 天天吃
[00:21:22.240 --> 00:21:25.880]  早餐也有 中餐也有 晚餐也有
[00:21:25.880 --> 00:21:29.120]  現在你說吃完了之後你就怎麼樣
[00:21:29.120 --> 00:21:30.640]  Come on OK
[00:21:30.640 --> 00:21:40.120]  回來之後 昨天我跟師母我們就去了吃
[00:21:40.120 --> 00:21:47.440]  去了一家中國的麵館去吃這個炒碼麵去吃了
[00:21:47.440 --> 00:21:50.280]  還有生煎包
[00:21:50.280 --> 00:21:56.160]  大家肚子餓了
[00:21:56.160 --> 00:22:00.920]  大衛在這裡說 主啊 我把你擺在我的面前
[00:22:00.920 --> 00:22:04.560]  因你在我右邊帶來一個結果是什麼呢
[00:22:04.560 --> 00:22:07.480]  他說我的心歡喜 我的靈快樂
[00:22:07.480 --> 00:22:11.000]  我的肉身也要安然居住
[00:22:11.000 --> 00:22:15.240]  我晚上睡覺不會失眠
[00:22:15.240 --> 00:22:19.520]  我身體健康 我心情愉快
[00:22:19.520 --> 00:22:22.320]  而且我的靈也歡喜啊
[00:22:22.320 --> 00:22:24.840]  那個靈就是上帝在創造的時候
[00:22:24.840 --> 00:22:30.080]  只有神能夠滿足的那個靈非常重要
[00:22:30.080 --> 00:22:31.040]  親愛的同志們
[00:22:31.040 --> 00:22:33.600]  但是今天很多的人他不認識神
[00:22:33.600 --> 00:22:35.280]  他只看到身體的需要
[00:22:35.280 --> 00:22:38.960]  他只看見 甚至也只頂多能夠看到心裡的需要
[00:22:38.960 --> 00:22:40.480]  是不是
[00:22:40.480 --> 00:22:45.840]  所以現在在美國有很多這些所謂的心理醫師
[00:22:45.840 --> 00:22:47.880]  或者心理的專家
[00:22:47.880 --> 00:22:51.680]  你去看他一次收費多少錢
[00:22:51.680 --> 00:22:53.160]  他可以聽你講
[00:22:53.160 --> 00:22:54.600]  他可以給你一些的安慰
[00:22:54.600 --> 00:22:56.080]  給你一些的指示
[00:22:56.080 --> 00:22:59.400]  但是我告訴你啊
