
[00:00:00.000 --> 00:00:07.000]  有很多教會在一年的統計數字裏有這樣的現象
[00:07:21.000 --> 00:07:24.000]  我們是帶著一種什麼樣的態度去面對呢?
[00:07:24.000 --> 00:07:25.000]  我們狂歡之後
[00:07:25.000 --> 00:07:28.000]  是不是等待看看明天又如何呢?
[00:07:28.000 --> 00:07:34.000]  實際上如果我們能夠有一個屬靈的眼光
[00:07:34.000 --> 00:07:36.000]  一個心態
[00:07:36.000 --> 00:07:40.000]  我們每當我們能夠去與耶穌基督相遇的時候
[00:07:40.000 --> 00:07:46.000]  我們都能夠在裡面得著給我們靈明的蘇醒
[00:07:46.000 --> 00:07:52.000]  我相信這個是帶給我們一個更大的益處在裡面
[00:07:52.000 --> 00:07:54.000]  其實我自己記得
[00:07:54.000 --> 00:07:58.000]  我很喜歡在主餐禮拜裡面
[00:07:58.000 --> 00:08:04.000]  當一些餅、杯準備派到你的身邊的時候
[00:08:04.000 --> 00:08:05.000]  我們有一段的默想
[00:08:05.000 --> 00:08:06.000]  因為默想的時候
[00:08:06.000 --> 00:08:09.000]  也是我們自己同神相遇的時候
[00:08:09.000 --> 00:08:11.000]  那段時間是很美麗
[00:08:11.000 --> 00:08:15.000]  你詩歌等待著杯和餅
[00:08:15.000 --> 00:08:19.000]  但是在裡面也是一個好好與神親近的時候
[00:08:19.000 --> 00:08:24.000]  我記得我經常想在樓上三樓的地方坐中間
[00:08:24.000 --> 00:08:26.000]  我覺得這個時刻是一個很神聖的時刻
[00:08:26.000 --> 00:08:29.000]  一個好像與神擁抱的時刻
[00:08:29.000 --> 00:08:31.000]  等待著主餐
[00:08:31.000 --> 00:08:35.000]  等待著能夠分享主的愛在裡面
[00:08:35.000 --> 00:08:37.000]  每一次崇拜離開的時候
[00:08:37.000 --> 00:08:40.000]  都帶著滿足感在裡面
[00:08:40.000 --> 00:08:44.000]  所以當我們今天來到神的面前
[00:08:44.000 --> 00:08:49.000]  我們能夠去慶祝我們的救主降生
[00:08:49.000 --> 00:08:51.000]  慶祝我們的救主復活
[00:08:51.000 --> 00:08:54.000]  我們每一次來到這個敬拜裡面
[00:08:54.000 --> 00:08:58.000]  我們會不會提升我們屬靈的生命呢?
[00:08:58.000 --> 00:08:59.000]  會不會提升我們屬靈的生命呢?
[00:08:59.000 --> 00:09:02.000]  當我們回到家的時候
[00:09:02.000 --> 00:09:05.000]  我們感受到我們是被神的愛激勵我們
[00:09:05.000 --> 00:09:11.000]  被主餐裡面耶穌基督的愛和犧牲激勵我們
[00:09:11.000 --> 00:09:14.000]  以致我們有力量走前面的路
[00:09:14.000 --> 00:09:17.000]  以致我們好像博士一樣
[00:09:17.000 --> 00:09:20.000]  得著靈命的復甦
[00:09:20.000 --> 00:09:23.000]  得著靈命的甦醒
[00:09:23.000 --> 00:09:29.000]  他們有能力繼續走前面的道路
[00:09:29.000 --> 00:09:35.000]  所以趁著我們今年已經在一月第一個主日裡面
[00:09:35.000 --> 00:09:36.000]  我們都可以思想
[00:09:36.000 --> 00:09:40.000]  新的一年裡面我們仍然是帶著很戰驚的心
[00:09:40.000 --> 00:09:42.000]  究竟今年如何呢?
[00:09:42.000 --> 00:09:44.000]  今年的生活情況如何呢?
[00:09:44.000 --> 00:09:47.000]  或者今年我們會面對什麼呢?
[00:09:47.000 --> 00:09:51.000]  但是其實我們每一次得著耶穌基督的擁抱
[00:09:51.000 --> 00:09:55.000]  每一次我們得著耶穌基督的相遇的時候
[00:09:55.000 --> 00:09:57.000]  我們真的不需要懼怕
[00:09:57.000 --> 00:10:01.000]  我們能夠帶著這種甦醒的靈明
[00:10:01.000 --> 00:10:03.000]  能夠走我們前面的路
[00:10:03.000 --> 00:10:05.000]  第二方面我想說
[00:10:05.000 --> 00:10:10.000]  當博士從另一條路離開的時候
[00:10:10.000 --> 00:10:12.000]  他們會怎樣的情況
[00:10:12.000 --> 00:10:13.000]  或者我要補充一樣東西
[00:10:13.000 --> 00:10:16.000]  為什麼要從另一條路回去呢?
[00:10:16.000 --> 00:10:17.000]  可能大家都知道
[00:10:17.000 --> 00:10:23.000]  就是因為希律王都很想知道
[00:10:23.000 --> 00:10:28.000]  一路引領景星、一路引領博士從東方來到
[00:10:28.000 --> 00:10:30.000]  究竟是想怎樣呢?
[00:10:30.000 --> 00:10:35.000]  是不是真的一個偉人誕生過來呢?
[00:10:35.000 --> 00:10:37.000]  最後他就跟博士說
[00:10:37.000 --> 00:10:40.000]  你看到之後都要告訴我
[00:10:40.000 --> 00:10:43.000]  讓我也可以去拜祭他
[00:10:43.000 --> 00:10:48.000]  大家都知道希律王的外號叫狐狸
[00:10:48.000 --> 00:10:54.000]  其實目的他都是很希望知道
[00:10:54.000 --> 00:10:58.000]  是不是真的將來成為猶太的王
[00:10:58.000 --> 00:11:00.000]  會不會成為一個威脅
[00:11:00.000 --> 00:11:06.000]  無論如何他心裡面已經有一個決定
[00:11:06.000 --> 00:11:11.000]  知道了哪個特別的英雄誕生的時候
[00:11:11.000 --> 00:11:14.000]  他就要去將他除滅
[00:11:14.000 --> 00:11:19.000]  當然神讓博士去知道了解
[00:11:19.000 --> 00:11:22.000]  這個是耶穌基督
[00:11:22.000 --> 00:11:26.000]  祂不會將這件事告訴希律王
[00:11:26.000 --> 00:11:29.000]  又怕祂會追殺他
[00:11:29.000 --> 00:11:32.000]  所以從另一條路回去
[00:11:32.000 --> 00:11:33.000]  補充這個之後
[00:11:33.000 --> 00:11:34.000]  我講第二方面
[00:11:34.000 --> 00:11:36.000]  這條是什麼路呢?
[00:11:36.000 --> 00:11:40.000]  就是更新的路
[00:11:40.000 --> 00:11:45.000]  是博士帶著一個改變了的價值觀
[00:11:45.000 --> 00:11:49.000]  回到他們的家鄉裡面
[00:11:49.000 --> 00:11:54.000]  其實當博士來到一個地方
[00:11:54.000 --> 00:11:56.000]  我一直都在想
[00:11:56.000 --> 00:11:59.000]  究竟博士去哪裡找到耶穌基督
[00:11:59.000 --> 00:12:02.000]  一直那個警星帶領他
[00:12:02.000 --> 00:12:03.000]  其實帶領他的時候
[00:12:03.000 --> 00:12:07.000]  可能他已經去過希律王那裡
[00:12:07.000 --> 00:12:08.000]  去過一個王宮
[00:12:08.000 --> 00:12:12.000]  那個地方本來是耶路撒冷
[00:12:12.000 --> 00:12:15.000]  本來是王宮
[00:12:15.000 --> 00:12:19.000]  但是似乎那顆星仍然要繼續向前行
[00:12:19.000 --> 00:12:23.000]  他覺得好像有點不對勁
[00:12:23.000 --> 00:12:25.000]  終於他停下來
[00:12:25.000 --> 00:12:28.000]  就找到藥室一家
[00:12:28.000 --> 00:12:31.000]  你想想他們找到藥室一家的時候
[00:12:31.000 --> 00:12:34.000]  他們的反應是如何呢?
[00:12:34.000 --> 00:12:38.000]  原來是一個平平無奇的家庭
[00:12:38.000 --> 00:12:40.000]  是一個木匠的家庭
[00:12:40.000 --> 00:12:47.000]  可能他家裡更加不是一個富貴的家庭
[00:12:47.000 --> 00:12:49.000]  是一個很簡陋的家庭
[00:12:49.000 --> 00:12:51.000]  究竟有沒有走錯路呢?
[00:12:51.000 --> 00:12:52.000]  究竟那個警星
[00:12:52.000 --> 00:12:55.000]  是不是好像我們這些GPS都出了問題
[00:12:55.000 --> 00:12:57.000]  帶錯了路
[00:12:57.000 --> 00:12:59.000]  帶入錯了這個家庭裡面
[00:12:59.000 --> 00:13:06.000]  究竟是不是敬拜一個這麼普通的嬰孩呢?
[00:13:06.000 --> 00:13:08.000]  他們帶著什麼物品呢?
[00:13:08.000 --> 00:13:11.000]  大家知道嗎?
[00:13:11.000 --> 00:13:15.000]  黃金、乳香、抹藥
[00:13:15.000 --> 00:13:16.000]  無論如何
[00:13:16.000 --> 00:13:17.000]  這三樣東西
[00:13:17.000 --> 00:13:19.000]  不要說它是一個屬靈的意義
[00:13:19.000 --> 00:13:22.000]  代表著耶穌的尊貴身份
[00:13:22.000 --> 00:13:25.000]  代表著耶穌是一個救贖主
[00:13:25.000 --> 00:13:31.000]  代表著耶穌是不同的一個受高者的身份
[00:13:31.000 --> 00:13:34.000]  但是本身這幾樣東西都是很名貴的東西
[00:13:34.000 --> 00:13:37.000]  當時來說都是很貴重的東西
[00:13:37.000 --> 00:13:38.000]  他們帶著很貴重的東西
[00:13:38.000 --> 00:13:39.000]  是要給什麼呢?
[00:13:39.000 --> 00:13:41.000]  尊貴的人物
[00:13:41.000 --> 00:13:44.000]  給一些他們覺得景仰的人物
[00:13:44.000 --> 00:13:47.000]  或者他們覺得這是帝王的身份
[00:13:47.000 --> 00:13:48.000]  但是首先去到希律王那裡
[00:13:48.000 --> 00:13:49.000]  發覺不是的
[00:13:49.000 --> 00:13:52.000]  沒有這個嬰孩誕生
[00:13:52.000 --> 00:13:54.000]  已經心知不妙
[00:13:54.000 --> 00:13:55.000]  我想他們去到以後
[00:13:55.000 --> 00:13:57.000]  都拿著那幾個禮物
[00:13:57.000 --> 00:14:00.000]  究竟會不會送給耶穌呢?
[00:14:00.000 --> 00:14:03.000]  有些猶豫之間
[00:14:03.000 --> 00:14:05.000]  因為這麼貴重
[00:14:05.000 --> 00:14:07.000]  只是給一個這麼普通的家庭
[00:14:07.000 --> 00:14:09.000]  是不是真的這樣呢?
[00:14:09.000 --> 00:14:10.000]  但是我相信
[00:14:10.000 --> 00:14:15.000]  他們從一個神的帶領
[00:14:15.000 --> 00:14:16.000]  他們來到的時候
[00:14:16.000 --> 00:14:18.000]  他們再思想
[00:14:18.000 --> 00:14:24.000]  博士始終是一些當時來說是有學識的人
[00:14:24.000 --> 00:14:27.000]  雖然我們翻譯是叫做博士
[00:14:27.000 --> 00:14:28.000]  一般來說
[00:14:28.000 --> 00:14:31.000]  其實在中東一帶來說
[00:14:31.000 --> 00:14:35.000]  就是一些對天文
[00:14:35.000 --> 00:14:38.000]  對一些占卜
[00:14:38.000 --> 00:14:40.000]  一些學文的人
[00:14:40.000 --> 00:14:43.000]  不過如果我們說得比較好像
[00:14:43.000 --> 00:14:45.000]  他們比較低莊的
[00:14:45.000 --> 00:14:47.000]  就好像一些術士
[00:14:47.000 --> 00:14:50.000]  好像扮鬼扮馬那些
[00:14:50.000 --> 00:14:51.000]  不過他們不是那種
[00:14:51.000 --> 00:14:53.000]  而是一種對天文
[00:14:53.000 --> 00:14:55.000]  對一些未來
[00:14:55.000 --> 00:14:59.000]  對一些節旗
[00:14:59.000 --> 00:15:00.000]  都有研究的人
[00:15:00.000 --> 00:15:01.000]  某程度來說
[00:15:01.000 --> 00:15:05.000]  仍然是一些很有學術的人
[00:15:05.000 --> 00:15:07.000]  很有智慧的人
[00:15:07.000 --> 00:15:11.000]  他們去看到一個情景的時候
[00:15:11.000 --> 00:15:12.000]  他們都會思想
[00:15:12.000 --> 00:15:14.000]  為什麼會這樣呢?
[00:15:14.000 --> 00:15:16.000]  我相信他們慢慢會發覺到
[00:15:16.000 --> 00:15:19.000]  咦!有點不同
[00:15:19.000 --> 00:15:21.000]  不是一般他們所想像
[00:15:21.000 --> 00:15:26.000]  在帝王之家出現一個偉人的出現
[00:15:26.000 --> 00:15:28.000]  他們會看到他們
[00:15:28.000 --> 00:15:32.000]  耶穌只不過是一個很貧窮的家庭
[00:15:32.000 --> 00:15:33.000]  他們在思想的時候
[00:15:33.000 --> 00:15:35.000]  我相信他們想到
[00:15:35.000 --> 00:15:38.000]  不是一般人用金錢
[00:15:38.000 --> 00:15:41.000]  用很多的精力
[00:15:41.000 --> 00:15:43.000]  他們試圖去看到
[00:15:43.000 --> 00:15:45.000]  好像今天的聖誕節
[00:15:45.000 --> 00:15:48.000]  我們好像已經覺得
[00:15:48.000 --> 00:15:50.000]  用很多華麗的裝飾
[00:15:50.000 --> 00:15:52.000]  有很多輝煌的裝飾
[00:15:52.000 --> 00:15:55.000]  才配合到今次的聖誕節
[00:15:55.000 --> 00:15:57.000]  無論你看到很多的商場
[00:15:57.000 --> 00:15:59.000]  很多的佈置
[00:15:59.000 --> 00:16:00.000]  很多的地方
[00:16:00.000 --> 00:16:03.000]  很多都是用很多的佈置
[00:16:03.000 --> 00:16:05.000]  用很漂亮的佈置
[00:16:05.000 --> 00:16:06.000]  去吸引很多的人
[00:16:06.000 --> 00:16:09.000]  去改這個節日
[00:16:09.000 --> 00:16:11.000]  但是博士他們明白到
[00:16:11.000 --> 00:16:13.000]  原來不是這樣
[00:16:13.000 --> 00:16:14.000]  原來不是這樣
[00:16:14.000 --> 00:16:17.000]  因為知道原來主耶穌基督
[00:16:17.000 --> 00:16:19.000]  就是要那麼卑微
[00:16:19.000 --> 00:16:23.000]  去降生在人世間裡面
[00:16:23.000 --> 00:16:27.000]  所以他們體會到
[00:16:27.000 --> 00:16:30.000]  耶穌基督那種卑微降生
[00:16:30.000 --> 00:16:35.000]  讓他們能夠改變了他們的價值觀
[00:16:35.000 --> 00:16:37.000]  所以在《羅馬書》十二章二節
[00:16:37.000 --> 00:16:40.000]  他說不要效法這個世界
[00:16:40.000 --> 00:16:42.000]  要心意更新而變化
[00:16:42.000 --> 00:16:45.000]  測驗何謂神的善良
[00:16:45.000 --> 00:16:47.000]  純全可喜悅的旨意
[00:16:47.000 --> 00:16:50.000]  原來神的旨意在裡面
[00:16:50.000 --> 00:16:52.000]  不是我們一般人所想的那種
[00:16:52.000 --> 00:16:54.000]  世俗化的觀念
[00:16:54.000 --> 00:16:57.000]  不是說一個救贖主來到的時候
[00:16:57.000 --> 00:16:59.000]  是高高在上
[00:16:59.000 --> 00:17:01.000]  是一個雍容華貴
[00:17:01.000 --> 00:17:03.000]  是一個用權力
[00:17:03.000 --> 00:17:05.000]  用金錢可以收買人心
[00:17:05.000 --> 00:17:06.000]  不是這樣的情況
[00:17:06.000 --> 00:17:08.000]  只不過相反
[00:17:08.000 --> 00:17:13.000]  是一個很謙卑的形象
[00:17:13.000 --> 00:17:15.000]  因為更加體會到
[00:17:15.000 --> 00:17:20.000]  原來一個神能夠降生在人間
[00:17:20.000 --> 00:17:25.000]  這是一個珠孫降貴的表達
[00:17:25.000 --> 00:17:28.000]  已經是一個卑微的表達
[00:17:28.000 --> 00:17:30.000]  所以他們開始領會到
[00:17:30.000 --> 00:17:32.000]  這是以馬來的神
[00:17:32.000 --> 00:17:34.000]  這是以馬來的神
[00:17:34.000 --> 00:17:36.000]  就是一個神與人同在的神
[00:17:36.000 --> 00:17:39.000]  他們會去體會到這一點
[00:17:39.000 --> 00:17:43.000]  所以他們的價值觀已經不同了
[00:17:43.000 --> 00:17:47.000]  起初他們帶來那種物品
[00:17:47.000 --> 00:17:50.000]  他們想著是一種很名貴的
[00:17:50.000 --> 00:17:52.000]  但是後來他們明白
[00:17:52.000 --> 00:17:54.000]  沒錯,這是大君王
[00:17:54.000 --> 00:17:57.000]  但是他是神的受高者
[00:17:57.000 --> 00:18:00.000]  更加知道他要為人可犧牲
[00:18:00.000 --> 00:18:04.000]  所以他帶來黃金與香活躍
[00:18:04.000 --> 00:18:07.000]  從另一個角度去體會到
[00:18:07.000 --> 00:18:10.000]  神的心意在裏面
[00:18:10.000 --> 00:18:15.000]  所以在今年聖誕文告裏
[00:18:15.000 --> 00:18:17.000]  教宗呼籲信徒
[00:18:17.000 --> 00:18:20.000]  我們要拒絕消費過度
[00:18:20.000 --> 00:18:22.000]  現在的社會裏面
[00:18:22.000 --> 00:18:24.000]  太多消費主義
[00:18:24.000 --> 00:18:26.000]  太多享樂主義
[00:18:26.000 --> 00:18:29.000]  財富和輝煌過度
[00:18:29.000 --> 00:18:31.000]  以及很多自我表現
[00:18:31.000 --> 00:18:33.000]  充滿在世界裏面
[00:18:33.000 --> 00:18:36.000]  他再呼籲所有基督徒
[00:18:36.000 --> 00:18:43.000]  回歸當初耶穌基督降生的那種情境
[00:18:43.000 --> 00:18:47.000]  簡單、平衡、協調
[00:18:47.000 --> 00:18:50.000]  我們知道這樣的生活
[00:18:50.000 --> 00:18:53.000]  以致我們更加能夠體會到
[00:18:53.000 --> 00:18:57.000]  當博士離開的時候
[00:18:57.000 --> 00:19:00.000]  回到他要歸家的路程裏
[00:19:00.000 --> 00:19:04.000]  去改變了他人生的價值觀
[00:19:04.000 --> 00:19:06.000]  不知你過了一個節慶之後
[00:19:06.000 --> 00:19:09.000]  經過了你和人相遇之後
[00:19:09.000 --> 00:19:11.000]  你的人生價值觀有沒有改變呢?
[00:19:11.000 --> 00:19:15.000]  你自己有沒有在你生活裏面
[00:19:15.000 --> 00:19:19.000]  你會發覺能夠去追求謙卑
[00:19:19.000 --> 00:19:21.000]  能夠追求一個簡單
[00:19:21.000 --> 00:19:25.000]  追求一個能夠與神同行的生活
[00:19:25.000 --> 00:19:28.000]  就是一個最美好的生活呢?
[00:19:28.000 --> 00:19:31.000]  第三方面我想說的是
[00:19:31.000 --> 00:19:38.000]  當博士回到一個歸家的路程的時候
[00:19:38.000 --> 00:19:40.000]  究竟這條是甚麼路呢?
[00:19:40.000 --> 00:19:45.000]  除了剛才說的一條成長的路
[00:19:45.000 --> 00:19:50.000]  能夠去復甦他們的靈魂
[00:19:50.000 --> 00:19:52.000]  亦是一條更新的路
[00:19:52.000 --> 00:19:54.000]  讓他們的價值觀有改變
[00:19:54.000 --> 00:19:57.000]  同樣是一條有智慧的路
[00:19:57.000 --> 00:19:59.000]  雖然很有智慧
[00:19:59.000 --> 00:20:02.000]  但我相信也是人間的智慧
[00:20:02.000 --> 00:20:05.000]  但他這次再一次經歷神的時候
[00:20:05.000 --> 00:20:11.000]  他會發覺更加有屬天的智慧在裏面
[00:20:11.000 --> 00:20:13.000]  為甚麼這樣說呢?
[00:20:13.000 --> 00:20:17.000]  因為在《針研》第九章第十節說
[00:20:17.000 --> 00:20:20.000]  敬威耶和華是甚麼呢?
[00:20:20.000 --> 00:20:22.000]  智慧的開端
[00:20:22.000 --> 00:20:25.000]  認識至聖者便是聰明
[00:20:25.000 --> 00:20:28.000]  原來博士他們來到這個地方
[00:20:28.000 --> 00:20:32.000]  他們看到一個景星帶領他們來到
[00:20:32.000 --> 00:20:36.000]  知道好像世上有一個偉人出現
[00:20:36.000 --> 00:20:39.000]  他心裏面已經帶著一個景仰的心
[00:20:39.000 --> 00:20:43.000]  帶著一個敬畏的心在裏面
[00:20:43.000 --> 00:20:45.000]  當神的靈一直引導他們
[00:20:45.000 --> 00:20:52.000]  而他們發覺到這個是神子
[00:20:52.000 --> 00:20:55.000]  這個原來是從神自己
[00:20:55.000 --> 00:21:00.000]  道成肉身的人來到這個世界
[00:21:00.000 --> 00:21:04.000]  從一個嬰孩開始來到這個世界
[00:21:04.000 --> 00:21:06.000]  他帶著一種很大的敬畏
[00:21:06.000 --> 00:21:08.000]  敬畏神的心
[00:21:08.000 --> 00:21:10.000]  當有敬畏神的心
[00:21:10.000 --> 00:21:12.000]  人便有智慧的開始
