
[00:00:00.000 --> 00:00:04.440]  今天是西方傳統宗教禮儀年曆的第一天
[00:07:53.840 --> 00:07:55.760]  耶穌以嬰兒的樣式
[00:07:55.760 --> 00:07:57.840]  從天上落到地上
[00:07:57.840 --> 00:07:59.680]  而且死在十字架上
[00:07:59.680 --> 00:08:01.760]  埋葬到地底下
[00:08:01.760 --> 00:08:03.160]  作為代價
[00:08:03.160 --> 00:08:05.480]  救贖你和我的靈魂
[00:08:05.480 --> 00:08:06.320]  為什麼
[00:08:06.320 --> 00:08:08.120]  因為你和我
[00:08:08.120 --> 00:08:12.120]  就是天父天上積聚的寶貝
[00:08:12.120 --> 00:08:15.000]  這不是死後才有的價值
[00:08:15.000 --> 00:08:16.640]  靈界天
[00:08:16.640 --> 00:08:18.640]  是今天已經有的現實
[00:08:18.640 --> 00:08:20.800]  一開始已經創造了
[00:08:20.800 --> 00:08:23.920]  當你成為了天父的兒女
[00:08:23.920 --> 00:08:28.560]  你今天已經是天父的寶貝了
[00:08:28.560 --> 00:08:32.600]  讓我用三點來分析我們今天的經文
[00:08:32.600 --> 00:08:34.200]  第一點
[00:08:34.200 --> 00:08:36.560]  地上的榮華富貴
[00:08:36.560 --> 00:08:39.200]  都是過眼雲煙
[00:08:39.200 --> 00:08:40.400]  所以耶穌怎樣說
[00:08:40.400 --> 00:08:43.200]  不要為自己在地上積蓄財寶
[00:08:43.200 --> 00:08:45.480]  地上有蟲子咬能受壞
[00:08:45.480 --> 00:08:48.080]  也有賊蛙動來偷
[00:08:48.080 --> 00:08:50.000]  地上的榮華富貴
[00:08:50.000 --> 00:08:51.400]  都是短暫的
[00:08:51.400 --> 00:08:53.280]  你很努力地積蓄
[00:08:53.280 --> 00:08:55.160]  到有時間用的時候
[00:08:55.160 --> 00:08:57.200]  它可能已經不在了
[00:08:57.200 --> 00:08:58.280]  更加有可能的是
[00:08:58.280 --> 00:08:59.720]  你都沒有時間用的時候
[00:08:59.720 --> 00:09:01.960]  你自己都不在了
[00:09:01.960 --> 00:09:04.240]  所以耶穌說不要為明天憂慮
[00:09:04.240 --> 00:09:06.080]  不要擔憂明天
[00:09:06.080 --> 00:09:07.640]  祂其實言下之意就是
[00:09:07.640 --> 00:09:10.760]  你今天就有機會好用了它
[00:09:10.760 --> 00:09:12.440]  好享受一下
[00:09:12.440 --> 00:09:14.000]  你說是嗎
[00:09:14.000 --> 00:09:15.800]  中國人我們說儲蓄
[00:09:15.800 --> 00:09:16.680]  節儉
[00:09:16.680 --> 00:09:18.960]  但其實聖經裡面經常提醒我們
[00:09:18.960 --> 00:09:20.920]  要懂得
[00:09:20.920 --> 00:09:23.760]  今天就用我們有的財富
[00:09:23.760 --> 00:09:25.840]  傳道書第九章第七到九節說
[00:09:25.840 --> 00:09:28.760]  你只管歡歡喜喜吃你的飯
[00:09:28.760 --> 00:09:31.440]  心中快樂喝你的酒
[00:09:31.440 --> 00:09:33.760]  因為神已經閱立你的作為
[00:09:33.760 --> 00:09:36.920]  因為那是你一生中在日光之下
[00:09:36.920 --> 00:09:38.640]  勞碌所得的補償
[00:09:38.640 --> 00:09:39.880]  所以快點報名
[00:09:39.880 --> 00:09:42.160]  十月二十五號
[00:09:42.160 --> 00:09:44.080]  花開堪節直須節
[00:09:44.080 --> 00:09:46.840]  莫待無花空節之
[00:09:46.840 --> 00:09:49.600]  不要將你的安全感
[00:09:49.600 --> 00:09:52.440]  只是寄居在明天的夢想裡面
[00:09:52.440 --> 00:09:53.720]  建立在一些
[00:09:53.720 --> 00:09:55.040]  你可能還沒有得到
[00:09:55.040 --> 00:09:58.920]  已經過眼雲煙的榮華富貴當中
[00:09:58.920 --> 00:10:00.280]  我記得
[00:10:00.280 --> 00:10:03.880]  第一次在明天我們舉辦這個香港節
[00:10:03.880 --> 00:10:09.080]  很多人就去珍寶海鮮房這幅照片前面拍照
[00:10:09.080 --> 00:10:12.720]  因為那年珍寶海鮮房沉到水底
[00:10:12.720 --> 00:10:15.240]  其實我是香港人長大的
[00:10:15.240 --> 00:10:18.440]  對珍寶有特別多美麗的回憶
[00:10:18.440 --> 00:10:22.320]  尤其是那些焗芝士海鮮飯
[00:10:22.320 --> 00:10:25.400]  當我第一次聽到珍寶沉了的時候
[00:10:25.400 --> 00:10:28.000]  真的有點唏噓
[00:10:28.000 --> 00:10:31.960]  無論在地上還是在海上
[00:10:31.960 --> 00:10:33.480]  世上的珍寶
[00:10:33.480 --> 00:10:35.360]  都是有消失的一天
[00:10:35.360 --> 00:10:38.000]  英文翻譯的那些
[00:10:38.000 --> 00:10:40.240]  中文是珍寶
[00:10:40.240 --> 00:10:41.600]  是treasure的意思
[00:10:41.600 --> 00:10:44.120]  如果聽不懂
[00:10:44.120 --> 00:10:46.920]  2000年的時候
[00:10:46.920 --> 00:10:48.280]  這個.com bubble
[00:10:48.280 --> 00:10:49.960]  可以說Irene和我
[00:10:49.960 --> 00:10:51.800]  第一次親身體驗到
[00:10:51.800 --> 00:10:54.760]  財富原來是這麼容易消失的
[00:10:54.760 --> 00:10:58.240]  我和她都不是什麼富豪世家長大的
[00:10:58.240 --> 00:11:00.160]  雖然也不能說是貧窮的
[00:11:00.160 --> 00:11:03.400]  我爸爸做傳道人之前是教書的
[00:11:03.400 --> 00:11:05.920]  母親是護士
[00:11:05.920 --> 00:11:07.960]  Irene的父母也是教書的
[00:11:07.960 --> 00:11:09.560]  成長過程當中
[00:11:09.560 --> 00:11:12.760]  我們其實都沒有想什麼關於錢的問題
[00:11:12.760 --> 00:11:16.160]  但是當然我們有些家境非常富裕的同學
[00:11:16.160 --> 00:11:19.040]  MIT有些同學畢業一兩年
[00:11:19.040 --> 00:11:20.200]  就在Wall Street
[00:11:20.200 --> 00:11:23.960]  來到灣區搞到風生水起
[00:11:23.960 --> 00:11:26.240]  我們畢業前兩年
[00:11:26.240 --> 00:11:28.960]  都在大科技公司工作
[00:11:28.960 --> 00:11:31.040]  那時候都沒有特別想錢的
[00:11:31.040 --> 00:11:33.720]  都已經積極參與教會直堂試工
[00:11:33.720 --> 00:11:37.680]  並且我已經兼職在神學院讀書
[00:11:37.680 --> 00:11:39.200]  頭一份工作之後
[00:11:39.200 --> 00:11:41.080]  Irene和我都在internet
[00:11:41.080 --> 00:11:43.080]  記不記得當時internet是這樣的
[00:11:43.080 --> 00:11:44.880]  最初沒有寫這個Netscape
[00:11:44.880 --> 00:11:46.000]  不知道大家知不知道
[00:11:46.000 --> 00:11:47.520]  頭一份工作之後
[00:11:47.520 --> 00:11:49.880]  我們就在這些internet的創業公司
[00:11:49.880 --> 00:11:51.280]  這個是28.8K modem
[00:11:51.280 --> 00:11:53.240]  那時候是這樣上網的
[00:11:53.240 --> 00:11:57.440]  就在internet做這個創業公司的工作
[00:11:57.440 --> 00:12:00.880]  我們叫做開國元老Founding Members
[00:12:00.880 --> 00:12:02.840]  不少股權stock option
[00:12:02.840 --> 00:12:04.840]  就是我們現在經常叫人捐的那些
[00:12:04.840 --> 00:12:06.600]  十二月尤其是
[00:12:06.600 --> 00:12:10.520]  結婚之後決定全時間讀神學院
[00:12:10.520 --> 00:12:12.600]  必須要放棄
[00:12:12.600 --> 00:12:16.720]  頗大數目的投資的stock option
[00:12:16.720 --> 00:12:18.600]  但是當時年紀少
[00:12:18.600 --> 00:12:19.840]  沒有兒女
[00:12:19.840 --> 00:12:21.440]  又沒有父母需要照顧
[00:12:21.440 --> 00:12:22.960]  已經有阿姐頭了
[00:12:22.960 --> 00:12:25.160]  我覺得放棄了股權算得了什麼
[00:12:25.160 --> 00:12:26.960]  只是數字而已
[00:12:26.960 --> 00:12:29.120]  到了1999年
[00:12:29.120 --> 00:12:30.960]  到了2000年的時候
[00:12:30.960 --> 00:12:33.040]  我們做過的公司上市
[00:12:33.040 --> 00:12:36.320]  那個市場開始發神經的時候
[00:12:36.320 --> 00:12:37.640]  我們才感受到
[00:12:37.640 --> 00:12:38.280]  嘩
[00:12:38.280 --> 00:12:41.000]  原來不是數字
[00:12:41.000 --> 00:12:43.680]  Netscape在2000年的時候
[00:12:43.680 --> 00:12:45.560]  三月就上升到5000點
[00:12:45.560 --> 00:12:46.960]  大家如果那時候還在
[00:12:46.960 --> 00:12:48.960]  大部分的人應該知道
[00:12:48.960 --> 00:12:52.880]  突然之間我們兩個好像paper millionaire
[00:12:52.880 --> 00:12:55.360]  當時我打算讀完碩士
[00:12:55.360 --> 00:12:58.560]  一兩年去英國讀博士
[00:12:58.560 --> 00:12:59.360]  Cambridge也好
[00:12:59.360 --> 00:13:00.640]  Oxford也好
[00:13:00.640 --> 00:13:02.920]  有些錢傍身也不錯
[00:13:02.920 --> 00:13:03.840]  但是
[00:13:03.840 --> 00:13:06.080]  股票市場這家公司
[00:13:06.080 --> 00:13:07.320]  高飛曲墜
[00:13:07.320 --> 00:13:09.000]  升得快跌得快
[00:13:09.000 --> 00:13:11.400]  股票很快就跌力
[00:13:11.400 --> 00:13:13.960]  那時候有些廁紙是用這樣的包裝
[00:13:13.960 --> 00:13:15.320]  Juniper就是這樣
[00:13:15.320 --> 00:13:17.800]  股票變廁紙
[00:13:17.800 --> 00:13:18.960]  那麼
[00:13:18.960 --> 00:13:20.760]  很多時候
[00:13:20.760 --> 00:13:22.520]  我記得有幾次
[00:13:22.520 --> 00:13:23.960]  Irene下班回來了
[00:13:23.960 --> 00:13:25.280]  我跟她說
[00:13:25.280 --> 00:13:27.720]  我們今天又跌了多少架Steinway
[00:13:27.720 --> 00:13:29.520]  那時候Steinway的Baby grand
[00:13:29.520 --> 00:13:30.840]  那些三角琴
[00:13:30.840 --> 00:13:32.960]  5萬人報
[00:13:32.960 --> 00:13:34.960]  我們才真正體會到
[00:13:34.960 --> 00:13:37.440]  原來所謂紙上的財富
[00:13:37.440 --> 00:13:40.880]  是多麼稍縱即逝
[00:13:40.880 --> 00:13:43.000]  所以難怪做科技的人
[00:13:43.000 --> 00:13:45.680]  經常慨嘆這句話
[00:13:45.680 --> 00:13:47.440]  昨日的雪在那裡
[00:13:47.440 --> 00:13:49.960]  Where are the stones of yesteryear
[00:13:49.960 --> 00:13:51.920]  簡單的意思是很快融化
[00:13:51.920 --> 00:13:53.280]  最後都沒有去英國
[00:13:53.280 --> 00:13:55.880]  很多年之後才去讀PhD
[00:13:55.880 --> 00:13:57.480]  其實跟錢無關
[00:13:57.480 --> 00:13:59.880]  反而是跟911有關
[00:13:59.880 --> 00:14:01.200]  詳細沒有時間說
[00:14:01.200 --> 00:14:02.520]  下次有機會
[00:14:02.520 --> 00:14:04.040]  但是911
[00:14:04.040 --> 00:14:08.640]  都可以說是給我們同樣有一個親身的體驗
[00:14:08.640 --> 00:14:11.680]  原來不單止是紙上的財富
[00:14:11.680 --> 00:14:14.280]  明明今天在你面前的東西
[00:14:14.280 --> 00:14:17.040]  明天可能就沒有了
[00:14:17.040 --> 00:14:18.680]  如果你將你的生命
[00:14:18.680 --> 00:14:22.120]  投資在地上暫時的財寶
[00:14:22.120 --> 00:14:24.960]  而不注意天上永恆的財寶
[00:14:24.960 --> 00:14:26.760]  結果會是怎樣呢
[00:14:26.760 --> 00:14:28.840]  耶穌接著在後面繼續說
[00:14:28.840 --> 00:14:32.640]  你的人生就必定充滿黑暗
[00:14:32.640 --> 00:14:34.960]  眼睛是身體的燈
[00:14:34.960 --> 00:14:37.240]  你裡面的光若黑暗了
[00:14:37.240 --> 00:14:40.960]  那黑暗是何等大呢
[00:14:40.960 --> 00:14:43.280]  眼睛是我們靈魂之窗
[00:14:43.280 --> 00:14:44.360]  如果你的注意力
[00:14:44.360 --> 00:14:48.080]  經常放在追逐世俗事物的時候
[00:14:48.080 --> 00:14:51.400]  你就看不到天上來的真光
[00:14:51.400 --> 00:14:55.160]  當你只是追逐地上的榮華富貴的時候
[00:14:55.160 --> 00:14:56.920]  你必定會怎樣
[00:14:56.920 --> 00:15:00.480]  你會繼續用很多世俗的方法去追求它
[00:15:00.480 --> 00:15:05.120]  甚至你的良知都會被掩蓋
[00:15:05.120 --> 00:15:08.840]  很多時候就會將錯誤的事情正常化
[00:15:08.840 --> 00:15:11.520]  自私 自理 合理化
[00:15:11.520 --> 00:15:14.120]  人不為己 天誅地滅
[00:15:14.120 --> 00:15:16.840]  結果你做事就算是合法的
[00:15:16.840 --> 00:15:20.320]  心術都可能變成像賊一樣
[00:15:20.320 --> 00:15:24.800]  你的人格甚至會被世俗的慾望所蠶食
[00:15:24.800 --> 00:15:27.160]  就好像被蟲蛀一樣
[00:15:27.160 --> 00:15:31.160]  你就可能會被魔鬼闖入你的生命
[00:15:31.160 --> 00:15:33.520]  偷走你的靈魂
[00:15:33.520 --> 00:15:35.360]  這就是耶穌怎樣說
[00:15:35.360 --> 00:15:37.520]  一個人不能服侍兩個主
[00:15:37.520 --> 00:15:39.600]  你們不能又服侍神
[00:15:39.600 --> 00:15:42.960]  又服侍錢財
[00:15:42.960 --> 00:15:45.000]  當你追逐地上的名利
[00:15:45.000 --> 00:15:48.000]  你就沒有辦法專心去侍奉神
[00:15:48.000 --> 00:15:50.200]  當一切是你自當頭的時候
[00:15:50.200 --> 00:15:52.880]  賺錢本身就成為你的人生目標
[00:15:52.880 --> 00:15:57.280]  名利就變成你的主宰
[00:15:57.280 --> 00:15:59.520]  我記得中學和大學的時候
[00:15:59.520 --> 00:16:03.560]  團契經常唱的就是之前我們唱的那首心曲
[00:16:03.560 --> 00:16:07.320]  每當我覺得自己受到名利的試探的時候
[00:16:07.320 --> 00:16:09.840]  我就會想到他的歌詞
[00:16:09.840 --> 00:16:12.440]  求你洗淨我心中思念
[00:16:12.440 --> 00:16:16.560]  俗世多險惡 我不堪抵抗
[00:16:16.560 --> 00:16:18.800]  其實即使做教會的侍功
[00:16:18.800 --> 00:16:22.160]  有時候都會面對名利的試探
[00:16:22.160 --> 00:16:23.920]  唯一可以做的是什麼
[00:16:23.920 --> 00:16:30.080]  就是讓聖靈用我們心裡面那個說不出無言的嘆息
[00:16:30.080 --> 00:16:32.280]  為我們的靈魂去代討
[00:16:32.280 --> 00:16:34.520]  就好像這首歌這樣說
[00:16:34.520 --> 00:16:36.920]  求你因光普照引導
[00:16:36.920 --> 00:16:39.920]  使我得遠離罪惡
[00:16:42.560 --> 00:16:44.880]  所以耶穌就這樣說
[00:16:44.880 --> 00:16:48.400]  他說要在天上積蓄財寶
[00:16:48.400 --> 00:16:50.600]  天上是沒有蟲子咬的
[00:16:50.600 --> 00:16:52.000]  不會受壞的
[00:16:52.000 --> 00:16:57.280]  也沒有賊可以挖洞來偷
[00:16:57.280 --> 00:17:01.560]  因為人永恆的靈魂才是天父的寶貝
[00:17:01.560 --> 00:17:06.160]  我不知道你聽到積蓄財寶在天上聯想到什麼
[00:17:06.160 --> 00:17:07.680]  我就是大人
[00:17:07.680 --> 00:17:09.160]  很多人拜神的
[00:17:09.160 --> 00:17:10.200]  經常聯想到
[00:17:10.200 --> 00:17:14.760]  我聽到積財於天就想起人們為祖先燒冥鈔
[00:17:14.760 --> 00:17:17.560]  就是所謂的陰獅子
[00:17:17.560 --> 00:17:20.680]  我經常想問那些孝子兒孫
[00:17:20.680 --> 00:17:24.080]  是否真的相信他燒了一疊這些陰獅子
