
[00:00:00.000 --> 00:00:04.000]  頂智慧,今天可能有很多教會的傳統
[00:02:07.800 --> 00:02:10.160]  因為第一間教會就發生了
[00:02:10.160 --> 00:02:13.560]  所以那個五旬節的意思
[00:02:13.560 --> 00:02:15.800]  本來是由農作物豐收
[00:02:15.800 --> 00:02:20.400]  今天就成為神的國度、屬靈的國度大豐收
[00:02:20.400 --> 00:02:21.920]  其實五旬節、聖靈降臨節
[00:02:21.920 --> 00:02:25.000]  對於同福堂也有非常重要的意思
[00:02:25.000 --> 00:02:28.360]  因為我們同福堂神
[00:02:28.360 --> 00:02:31.600]  當年都是降臨聖靈在我們當中
[00:02:31.600 --> 00:02:34.480]  讓教會一路一路的發展
[00:02:34.480 --> 00:02:35.920]  所以頂姐妹
[00:02:35.920 --> 00:02:39.280]  聖靈降臨不是停了
[00:02:39.280 --> 00:02:41.320]  不是一些歷史的事蹟
[00:02:41.320 --> 00:02:44.480]  今天聖靈都觸動教會
[00:02:44.480 --> 00:02:46.560]  今天聖靈都在教會裡
[00:02:46.560 --> 00:02:48.240]  更新我們的生命
[00:02:48.240 --> 00:02:49.400]  所以耶穌說
[00:02:49.400 --> 00:02:52.800]  凡是渴慕的人
[00:02:52.800 --> 00:02:56.400]  都有活水江河從他們腹中湧流
[00:02:56.400 --> 00:02:59.640]  這就是聖靈今天仍然在教會裡的工作
[00:02:59.640 --> 00:03:00.720]  所以頂姐妹
[00:03:00.720 --> 00:03:04.600]  讓我們用一首詩歌去敬拜我們的主的時候
[00:03:04.600 --> 00:03:06.400]  我們頂姐妹都為我們自己禱告
[00:03:06.400 --> 00:03:09.360]  有一個對神的靈的渴慕的心
[00:03:09.360 --> 00:03:11.200]  讓聖靈繼續更新教會
[00:03:11.200 --> 00:03:13.600]  更新我們的生命
[00:03:13.600 --> 00:03:18.040]  最後讓聖靈如水的臨到我們當中
[00:03:18.040 --> 00:03:25.040]  你拿走一切和你攔阻我們親近你的一切
[00:03:25.040 --> 00:03:28.240]  拿走一切的泥巴牆壁
[00:03:28.240 --> 00:03:32.640]  拿走一切心裡面的愁水情緒
[00:03:32.640 --> 00:03:36.000]  最後幫助我們有一個清潔的心
[00:03:36.000 --> 00:03:39.840]  幫助我們有一個清晰的眼光
[00:03:39.840 --> 00:03:41.480]  可以見到耶穌的動力
[00:03:41.480 --> 00:03:43.680]  最後打開我們心靈的眼
[00:03:43.680 --> 00:03:45.920]  打開我們的耳朵
[00:03:45.920 --> 00:03:48.160]  最後拿走我們的搏抑
[00:03:48.160 --> 00:03:51.520]  讓我們可以聽得見看得見
[00:03:51.520 --> 00:03:53.880]  感受到聖靈在我們當中
[00:03:53.880 --> 00:03:56.560]  最後你跟我們說話
[00:03:56.560 --> 00:03:58.840]  最後多謝你聽我們的禱告
[00:03:58.840 --> 00:04:00.840]  奉耶穌基督得勝人民
[00:04:00.840 --> 00:04:01.320]  Amen
[00:04:01.320 --> 00:04:02.320]  頂姐妹請坐
[00:04:02.320 --> 00:04:07.720]  我們會在不同的媒體那裡
[00:04:07.720 --> 00:04:10.480]  看見很多震撼的場面
[00:04:10.480 --> 00:04:11.520]  舉些例子
[00:04:11.520 --> 00:04:16.360]  最近在印度新冠疫情一發不可收拾
[00:04:16.360 --> 00:04:18.280]  好像災難性一樣
[00:04:18.280 --> 00:04:22.760]  當我見到印度火葬場那麼震撼的場面
[00:04:22.760 --> 00:04:24.760]  我都嚇了一跳
[00:04:24.760 --> 00:04:26.320]  以巴衝突
[00:04:26.320 --> 00:04:29.080]  以色列狂炸加沙
[00:04:29.080 --> 00:04:29.920]  當然已經停火了
[00:04:29.920 --> 00:04:32.280]  但是這幾天聖殿那裡
[00:04:32.280 --> 00:04:35.160]  聖殿山那裡仍然在打架
[00:04:35.160 --> 00:04:37.200]  超級颶風
[00:04:37.200 --> 00:04:40.760]  愈來愈多愈來愈強
[00:04:40.760 --> 00:04:43.000]  非洲動物大遷徙
[00:04:43.000 --> 00:04:46.360]  我見到幾千萬隻動物一齊
[00:04:46.360 --> 00:04:48.040]  很震撼的場面
[00:04:48.040 --> 00:04:49.040]  又或者
[00:04:49.040 --> 00:04:51.520]  你去中國的甘肅省
[00:04:51.520 --> 00:04:53.640]  張役的丹霞山
[00:04:53.640 --> 00:04:55.400]  那裡你一看
[00:04:55.400 --> 00:04:56.240]  好像彩虹
[00:04:56.240 --> 00:04:59.640]  真的那裡的花名叫彩虹山
[00:04:59.640 --> 00:05:02.240]  其實這些那麼震撼的場面
[00:05:02.240 --> 00:05:05.120]  其實可能是在傳達一些訊息
[00:05:05.120 --> 00:05:06.040]  就好像印度那樣
[00:05:06.040 --> 00:05:11.320]  專家說印度可能低估了變種病毒
[00:05:11.320 --> 00:05:16.120]  太早去消除防疫的措施
[00:05:16.120 --> 00:05:17.600]  或者以巴衝突
[00:05:17.600 --> 00:05:20.400]  為什麼以色列狂炸加沙
[00:05:20.400 --> 00:05:23.280]  因為可能美國是以色列的靠山
[00:05:23.280 --> 00:05:25.800]  美國遲遲都沒有出聲去阻止
[00:05:25.800 --> 00:05:27.040]  出了聲了
[00:05:27.040 --> 00:05:29.120]  所以就停了
[00:05:29.120 --> 00:05:31.520]  超級颶風其實代表一些東西
[00:05:31.520 --> 00:05:36.520]  代表地球暖化的現象越來越嚴重
[00:05:36.520 --> 00:05:38.200]  當你看見動物大遷徙
[00:05:38.200 --> 00:05:41.720]  當你看見丹霞山這個彩虹山的時候
[00:05:41.720 --> 00:05:43.920]  可能在傳達一些訊息
[00:05:43.920 --> 00:05:47.280]  就是我們要愛護大自然
[00:05:47.280 --> 00:05:50.320]  其實在《仕途行傳》裡面
[00:05:50.320 --> 00:05:52.680]  都有一些震撼的場面發生過
[00:05:52.680 --> 00:05:54.720]  讓我們一起看《仕途行傳》
[00:05:54.720 --> 00:05:56.440]  二章六至七節
[00:05:56.440 --> 00:05:57.880]  等一會見到我們一起讀
[00:05:57.880 --> 00:05:59.520]  一二三
[00:05:59.520 --> 00:06:03.200]  「這聲音一響,眾人都來聚集
[00:06:03.200 --> 00:06:07.760]  各人聽見門徒用眾人的香談說話
[00:06:07.760 --> 00:06:11.720]  就甚納悶,都驚訝稀奇說
[00:06:11.720 --> 00:06:16.680]  盼呀,這說話的不是加利耶人嗎?」
[00:06:16.680 --> 00:06:18.320]  納悶
[00:06:18.320 --> 00:06:21.320]  原文是困惑迷惘
[00:06:21.320 --> 00:06:23.040]  不單止困惑迷惘
[00:06:23.040 --> 00:06:25.040]  還驚訝震驚
[00:06:25.040 --> 00:06:26.160]  為什麼震驚呢
[00:06:26.160 --> 00:06:28.920]  因為有一些不尋常的事發生
[00:06:28.920 --> 00:06:29.680]  是什麼呢?
[00:06:29.680 --> 00:06:31.120]  我們看回之前
[00:06:31.120 --> 00:06:33.040]  《仕途行傳》二章一至四節
[00:06:33.040 --> 00:06:33.760]  等一會我們一起讀
[00:06:33.760 --> 00:06:35.120]  一二三
[00:06:35.120 --> 00:06:38.600]  「五盡之到了,門徒都聚集在一處
[00:06:38.600 --> 00:06:41.640]  忽然從天上有響聲下來
[00:06:41.640 --> 00:06:44.360]  好像一陣大風吹過
[00:06:44.360 --> 00:06:47.280]  充滿了他們所坐的房子
[00:06:47.280 --> 00:06:50.960]  又有舌頭如火焰顯現出來
[00:06:50.960 --> 00:06:54.440]  分開落在他們各人頭上
[00:06:54.440 --> 00:06:57.240]  他們就都被聖靈充滿
[00:06:57.240 --> 00:06:59.840]  按著聖靈所賜的口才
[00:06:59.840 --> 00:07:02.920]  說起別國的話來」
[00:07:02.920 --> 00:07:05.680]  耶穌其實在《仕途行傳》一章一至四節
[00:07:05.680 --> 00:07:08.960]  吩咐當時在場那一百二十個門徒
[00:07:08.960 --> 00:07:09.440]  跟他們說
[00:07:09.440 --> 00:07:12.120]  「你們回去耶路撒冷那裡
[00:07:12.120 --> 00:07:13.840]  禱告等候」
[00:07:13.840 --> 00:07:15.640]  這一百二十人就很聽話
[00:07:15.640 --> 00:07:17.320]  馬上回去耶路撒冷那裡
[00:07:17.320 --> 00:07:18.600]  是一個公共的設施
[00:07:18.600 --> 00:07:20.000]  為什麼是公共設施呢?
[00:07:20.000 --> 00:07:21.880]  因為附近有一個廣場
[00:07:21.880 --> 00:07:25.400]  那些人聽到當時發生的事
[00:07:25.400 --> 00:07:27.040]  所以不是一個密室
[00:07:27.040 --> 00:07:29.960]  他們在公共設施那裡禱告等候
[00:07:29.960 --> 00:07:31.600]  去到五旬節的時候
[00:07:31.600 --> 00:07:33.880]  就有震撼的場面發生
[00:07:33.880 --> 00:07:36.720]  震撼的場面有三個特點
[00:07:36.720 --> 00:07:37.600]  第一個
[00:07:37.600 --> 00:07:39.400]  從天而來的
[00:07:39.400 --> 00:07:42.200]  很大很大的響聲
[00:07:42.200 --> 00:07:43.560]  我在想像
[00:07:43.560 --> 00:07:45.160]  從天而來
[00:07:45.160 --> 00:07:47.640]  很大很大的響聲是什麼呢?
[00:07:47.640 --> 00:07:50.120]  可能大家以前去過九龍城
[00:07:50.120 --> 00:07:52.320]  那時候啟德機場還沒搬的時候
[00:07:52.320 --> 00:07:54.320]  你跟朋友講一下
[00:07:54.320 --> 00:07:55.520]  突然間大飛機飛過
[00:07:55.520 --> 00:07:56.920]  嘩!那時候
[00:07:56.920 --> 00:07:58.160]  大家都聽不到大家在說什麼
[00:07:58.160 --> 00:07:59.960]  總之從天而降
[00:07:59.960 --> 00:08:02.000]  我覺得是差不多的
[00:08:02.000 --> 00:08:03.400]  很大聲
[00:08:03.400 --> 00:08:05.800]  這些聲響好像風一樣
[00:08:05.800 --> 00:08:08.320]  充滿了當時的公共設施
[00:08:08.320 --> 00:08:10.920]  並且這一聲大到
[00:08:10.920 --> 00:08:12.600]  附近的廣場那裡
[00:08:12.600 --> 00:08:14.240]  成千上萬的人
[00:08:14.240 --> 00:08:15.840]  都聽得很清楚
[00:08:15.840 --> 00:08:17.040]  接著這群人湧過來
[00:08:17.040 --> 00:08:18.680]  喂!究竟發生什麼事
[00:08:18.680 --> 00:08:20.640]  於是就湧過來這個公共設施
[00:08:20.640 --> 00:08:22.360]  這是第一個特點
[00:08:22.360 --> 00:08:23.720]  第二個特點
[00:08:23.720 --> 00:08:26.160]  就是聖靈如火舌林
[00:08:26.160 --> 00:08:27.200]  真的有舌頭
[00:08:27.200 --> 00:08:28.520]  不是真的有一些火
[00:08:28.520 --> 00:08:29.800]  如火舌一樣
[00:08:29.800 --> 00:08:30.720]  好像火的形狀
[00:08:30.720 --> 00:08:31.920]  好像舌頭的形狀
[00:08:31.920 --> 00:08:36.080]  分別降在120個門徒的頭上
[00:08:36.080 --> 00:08:37.320]  這是第二個特點
[00:08:37.320 --> 00:08:38.640]  第三個特點
[00:08:38.640 --> 00:08:39.920]  這些門徒不知道為什麼
[00:08:39.920 --> 00:08:41.240]  他們會說出一些
[00:08:41.240 --> 00:08:43.320]  他們不明白的說話
[00:08:43.320 --> 00:08:45.640]  不同各國的說話
[00:08:45.640 --> 00:08:47.040]  這個震撼的場面
[00:08:47.040 --> 00:08:49.120]  當時成千上萬的人湧過來
[00:08:49.120 --> 00:08:51.600]  大家都嚇得目瞪口呆
[00:08:51.600 --> 00:08:53.320]  不知道發生什麼事
[00:08:53.320 --> 00:08:55.280]  這個這麼震撼的場面
[00:08:55.280 --> 00:08:58.560]  就好像剛才那些震撼的圖畫
[00:08:58.560 --> 00:09:01.240]  究竟傳達了什麼訊息呢
[00:09:01.240 --> 00:09:03.280]  以下時間我和大家講一講
[00:09:03.280 --> 00:09:05.360]  這個震撼的場面
[00:09:05.360 --> 00:09:07.080]  所傳達的三個訊息
[00:09:07.080 --> 00:09:08.120]  第一個訊息
[00:09:08.120 --> 00:09:11.160]  就是福音要藉著不同的言語
[00:09:11.160 --> 00:09:12.600]  傳到萬國
[00:09:12.600 --> 00:09:14.600]  我們一起看看《使徒行傳》
[00:09:14.600 --> 00:09:16.400]  二章十六至二十一節
[00:09:16.400 --> 00:09:17.120]  明天早上我們一起讀
[00:09:17.120 --> 00:09:18.400]  一二三
[00:09:18.400 --> 00:09:22.680]  「這正是先知若已所說的神說」
[00:09:22.680 --> 00:09:24.320]  「在末後的日子」
[00:09:24.320 --> 00:09:28.040]  「我要將我的靈挑灌凡有血氣的」
[00:09:28.040 --> 00:09:30.840]  「你們的兒女要說如言」
[00:09:30.840 --> 00:09:33.760]  「你們的少年人要見異象」
[00:09:33.760 --> 00:09:36.160]  「老年人要作夷夢」
[00:09:36.160 --> 00:09:37.680]  「在那些日子」
[00:09:37.680 --> 00:09:42.320]  「我要將我的靈挑灌我的僕人和侍女」
[00:09:42.320 --> 00:09:44.320]  「他們就要說如言」
[00:09:44.320 --> 00:09:45.520]  繼續
[00:09:45.520 --> 00:09:48.800]  「在天上我要顯出奇事」
[00:09:48.800 --> 00:09:52.000]  「在地下我要顯出神蹟」
[00:09:52.000 --> 00:09:54.760]  「有血有火有煙霧」
[00:09:54.760 --> 00:09:57.160]  「日頭要變為黑暗」
[00:09:57.160 --> 00:09:59.120]  「月亮要變為血」
[00:09:59.120 --> 00:10:03.560]  「這都是主大而明顯的日子」
[00:10:03.560 --> 00:10:05.240]  「未到以前」
[00:10:05.240 --> 00:10:06.640]  「到那時候」
[00:10:06.640 --> 00:10:10.640]  「凡求告主明的就必得救」
[00:10:10.640 --> 00:10:12.920]  彼得說這篇道
[00:10:12.920 --> 00:10:14.120]  他是引用
[00:10:14.120 --> 00:10:15.560]  剛才讀的聖經
[00:10:15.560 --> 00:10:21.320]  他其實是引用《若已書》二章二十八至三十二節
[00:10:21.320 --> 00:10:25.160]  他引用《若已書》二章二十八至三十二節
[00:10:25.160 --> 00:10:29.040]  目的不是要證明現在發生的震撼場面
[00:10:29.040 --> 00:10:31.560]  而是應驗了在舊約聖經裏面
[00:10:31.560 --> 00:10:33.360]  《若已書》所說的話
[00:10:33.360 --> 00:10:35.800]  大家要留意剛才讀的聖經
[00:10:35.800 --> 00:10:38.200]  其實在耶路撒冷當時
[00:10:38.200 --> 00:10:39.920]  是沒有發生這些事的
[00:10:39.920 --> 00:10:43.760]  沒有血沒有火沒有煙霧沒有神蹟
[00:10:43.760 --> 00:10:45.600]  或者日頭變為黑暗
[00:10:45.600 --> 00:10:46.440]  月亮變為血
[00:10:46.440 --> 00:10:48.240]  沒有發生過
[00:10:48.240 --> 00:10:50.320]  如果大家看《若已書》
[00:10:50.320 --> 00:10:51.880]  二章二十八至三十二節
[00:10:51.880 --> 00:10:54.080]  三十二節還未完
[00:10:54.080 --> 00:10:55.640]  可以繼續讀下去
[00:10:55.640 --> 00:10:59.520]  但是彼得故意在一句話裏停下
[00:10:59.520 --> 00:11:00.640]  是哪句話呢
[00:11:00.640 --> 00:11:04.360]  「凡求告主明的就必得救」
[00:11:04.360 --> 00:11:06.560]  彼得究竟想說什麼
[00:11:06.560 --> 00:11:08.400]  彼得在說
[00:11:08.400 --> 00:11:12.040]  你現在見到聖靈囂冠降臨
[00:11:12.040 --> 00:11:14.600]  在這裏發生這麼奇怪的事
[00:11:14.600 --> 00:11:15.880]  有一個目的
[00:11:15.880 --> 00:11:20.080]  就是福音要藉著聖靈的能力傳開
[00:11:20.080 --> 00:11:22.160]  其實彼得說這句話
[00:11:22.160 --> 00:11:25.840]  是印證了耶穌在之前那一章八節所說的
[00:11:25.840 --> 00:11:26.680]  耶穌說了什麼
[00:11:26.680 --> 00:11:29.080]  「但聖靈降臨在你們身上
[00:11:29.080 --> 00:11:30.760]  你們就必得將能力
[00:11:30.760 --> 00:11:32.320]  並於在耶路撒冷
[00:11:32.320 --> 00:11:34.760]  猶太傳遞和撒瑪利亞
[00:11:34.760 --> 00:11:37.200]  直到地極作我的見證」
[00:11:37.200 --> 00:11:39.480]  剛才我們形容的震撼場面
[00:11:39.480 --> 00:11:41.440]  是《使徒行傳》第二章
[00:11:41.440 --> 00:11:43.280]  第二章是第一步
[00:11:43.280 --> 00:11:44.720]  那些福音對象是什麼人
[00:11:44.720 --> 00:11:47.280]  在耶路撒冷的猶太人
[00:11:47.280 --> 00:11:49.840]  然後聖靈不只是那一次停了
[00:11:49.840 --> 00:11:51.680]  然後繼續囂冠
[00:11:51.680 --> 00:11:53.960]  在《使徒行傳》第八章
[00:11:53.960 --> 00:11:55.520]  他繼續囂冠
[00:11:55.520 --> 00:11:57.200]  是第二步
[00:11:57.200 --> 00:11:59.000]  那時候的福音對象是什麼人呢
[00:11:59.000 --> 00:12:00.320]  你看看第八章
[00:12:00.320 --> 00:12:01.560]  撒瑪利亞人
[00:12:01.560 --> 00:12:03.400]  你對耶穌所說的話
[00:12:03.400 --> 00:12:04.760]  撒瑪利亞人
[00:12:04.760 --> 00:12:06.640]  然後《使徒行傳》第十章
[00:12:06.640 --> 00:12:08.720]  聖靈又繼續去工作
[00:12:08.720 --> 00:12:10.280]  當時的福音對象是什麼呢
[00:12:10.280 --> 00:12:11.920]  如果大家記得第十章
[00:12:11.920 --> 00:12:13.400]  那個福音對象是
[00:12:13.400 --> 00:12:14.640]  哥利留
[00:12:14.640 --> 00:12:15.920]  哥利留是什麼人呢
[00:12:15.920 --> 00:12:17.080]  意大利人
[00:12:17.080 --> 00:12:18.360]  意大利人是什麼人呢
[00:12:18.360 --> 00:12:20.000]  外邦人
[00:12:20.000 --> 00:12:22.520]  所以大家看到福音
[00:12:22.520 --> 00:12:25.000]  就好像耶穌一章八節所說的
[00:12:25.000 --> 00:12:27.120]  聖靈一直在工作
[00:12:27.120 --> 00:12:29.040]  福音就一步一步
[00:12:29.040 --> 00:12:32.160]  由近至遠一直傳開
[00:12:32.160 --> 00:12:34.960]  由耶路撒冷
[00:12:34.960 --> 00:12:36.160]  猶太的地方
[00:12:36.160 --> 00:12:37.160]  撒瑪利亞
[00:12:37.160 --> 00:12:38.520]  一直去外邦人
[00:12:38.520 --> 00:12:40.600]  一直向地極去推展
[00:12:40.600 --> 00:12:41.960]  越來越遠
[00:12:41.960 --> 00:12:44.000]  這個不單只是地域
[00:12:44.000 --> 00:12:46.080]  在言語上都是這樣
[00:12:46.080 --> 00:12:48.960]  我們繼續看《使徒行傳》二章八至十一節
[00:12:48.960 --> 00:12:49.840]  等一會我們一起讀
[00:12:49.840 --> 00:12:51.160]  1、2、3
[00:12:51.160 --> 00:12:58.680]  我們國人怎麼聽見他們說我們生來所用的香談呢
[00:12:58.680 --> 00:13:00.640]  我們帕提亞人
[00:13:00.640 --> 00:13:01.920]  米底亞人
[00:13:01.920 --> 00:13:02.960]  以蘭人
[00:13:02.960 --> 00:13:05.560]  和住在米索不達米亞
[00:13:05.560 --> 00:13:06.560]  猶太
[00:13:06.560 --> 00:13:07.920]  加帕多加
[00:13:07.920 --> 00:13:08.880]  本都
[00:13:08.880 --> 00:13:10.240]  亞細亞
[00:13:10.240 --> 00:13:11.320]  弗裡加
[00:13:11.320 --> 00:13:12.600]  龐菲利亞
[00:13:12.600 --> 00:13:13.680]  埃及的人
[00:13:13.680 --> 00:13:14.800]  繼續
[00:13:14.800 --> 00:13:19.160]  並靠近古利內的利比亞一帶地方的人
[00:13:19.160 --> 00:13:21.960]  從羅馬內的喀裡中
[00:13:21.960 --> 00:13:23.760]  或是猶太人
[00:13:23.760 --> 00:13:27.000]  或是進猶太教的人
[00:13:27.000 --> 00:13:29.480]  格里底和阿拉伯人
[00:13:29.480 --> 00:13:33.280]  都聽見他們用我們的香談
[00:13:33.280 --> 00:13:36.560]  講說神的大作為
[00:13:36.560 --> 00:13:38.880]  這裡很明顯
[00:13:38.880 --> 00:13:42.240]  當時門道被聖靈囂觀充滿的時候
[00:13:42.240 --> 00:13:45.040]  講不同國家的語言
[00:13:45.040 --> 00:13:46.320]  都是講一件事
[00:13:46.320 --> 00:13:47.920]  神的大作為
[00:13:47.920 --> 00:13:49.920]  即是福音
[00:13:49.920 --> 00:13:51.640]  和很多不同的語言
[00:13:51.640 --> 00:13:53.160]  講福音
[00:13:53.160 --> 00:13:54.400]  而當時
[00:13:54.400 --> 00:13:57.800]  這一千上萬的猶太人
[00:13:57.800 --> 00:14:00.960]  有很多不是在猶太人那個地方
[00:14:00.960 --> 00:14:02.560]  而是在那個地方長大的
[00:14:02.560 --> 00:14:03.960]  有很多猶太人
[00:14:03.960 --> 00:14:05.920]  是在外面的地方
[00:14:05.920 --> 00:14:08.040]  土生土長的猶太人
[00:14:08.040 --> 00:14:09.640]  特意在五旬節的時候
[00:14:09.640 --> 00:14:11.160]  我剛才開頭說過
[00:14:11.160 --> 00:14:15.560]  五旬節那些人要回去聖殿過五旬節
[00:14:15.560 --> 00:14:17.680]  所以這班人聽見
[00:14:17.680 --> 00:14:20.600]  為什麼在講我們在那個地方
[00:14:20.600 --> 00:14:23.880]  土生土長的謊言
[00:14:23.880 --> 00:14:26.600]  為什麼這些人在講這些呢
[00:14:26.600 --> 00:14:28.880]  對於這些猶太人來說
[00:14:28.880 --> 00:14:30.600]  其實在猶太裡面
[00:14:30.600 --> 00:14:32.560]  有一個這樣的傳說
[00:14:32.560 --> 00:14:34.960]  這個傳說不是聖經裡面所講
[00:14:34.960 --> 00:14:37.360]  但是猶太人在文化裡面
[00:14:37.360 --> 00:14:38.680]  這個傳說很強
[00:14:38.680 --> 00:14:39.640]  是什麼呢
[00:14:39.640 --> 00:14:41.840]  當年在西奈山
[00:14:41.840 --> 00:14:43.880]  神去頒佈十誡
[00:14:43.880 --> 00:14:45.520]  頒佈律法的時候
[00:14:45.520 --> 00:14:48.120]  他不是用一種語言
[00:14:48.120 --> 00:14:50.440]  根據猶太人的傳說
[00:14:50.440 --> 00:14:52.480]  神是用七十種語言
[00:14:52.480 --> 00:14:55.000]  這種七十種語言在猶太文化裡面
[00:14:55.000 --> 00:14:57.840]  七十不只是七十這個字
[00:14:57.840 --> 00:15:01.040]  七十種語言是代表全世界的語言
[00:15:01.040 --> 00:15:02.520]  語言這個東西
[00:15:02.520 --> 00:15:04.600]  當我們回歸去
[00:15:04.600 --> 00:15:06.160]  如果大家記得《創世紀》
[00:15:06.160 --> 00:15:09.600]  曾經記載過巴別塔事件
[00:15:09.600 --> 00:15:11.680]  人類自高自大
[00:15:11.680 --> 00:15:13.760]  想見一個巴別塔去通天
[00:15:13.760 --> 00:15:14.920]  去宣揚自己
[00:15:14.920 --> 00:15:15.840]  看我們多偉大
[00:15:15.840 --> 00:15:17.640]  看我們多敬那個神
[00:15:17.640 --> 00:15:20.080]  於是神就變亂了那些言語
[00:15:20.080 --> 00:15:21.480]  人言語不通
[00:15:21.480 --> 00:15:23.680]  就四散分散了
[00:15:23.680 --> 00:15:26.360]  這個在聖經裡面
[00:15:26.360 --> 00:15:29.880]  是人類驕傲自大的詛咒
[00:15:29.880 --> 00:15:33.600]  但是去到《少行傳2章》
[00:15:33.600 --> 00:15:35.040]  五旬節的時候
[00:15:35.040 --> 00:15:36.360]  聖靈囂冠
[00:15:36.360 --> 00:15:39.320]  神就將這個詛咒變為祝福
[00:15:39.320 --> 00:15:40.160]  為什麼?
[00:15:40.160 --> 00:15:42.280]  因為同一樣的福音
[00:15:42.280 --> 00:15:44.640]  可以通過不同的語言
[00:15:44.640 --> 00:15:46.200]  去傳到萬民
[00:15:46.200 --> 00:15:48.480]  讓萬民、全世界的人
[00:15:48.480 --> 00:15:51.120]  都可以得著這個救恩
[00:15:51.120 --> 00:15:52.480]  同一個救恩
[00:15:52.480 --> 00:15:55.240]  成為同一個神的子民
[00:15:55.240 --> 00:15:57.560]  所以福音藉著聖靈的工作
[00:15:57.560 --> 00:15:58.760]  一路越傳越遠
[00:15:58.760 --> 00:16:00.960]  原來神就將這個詛咒
[00:16:00.960 --> 00:16:02.360]  傳人類的詛咒
[00:16:02.360 --> 00:16:03.640]  變為祝福
[00:16:03.640 --> 00:16:05.000]  今天弟兄姊妹
[00:16:05.000 --> 00:16:05.680]  我們的教會
[00:16:05.680 --> 00:16:06.680]  我們自己
[00:16:06.680 --> 00:16:08.720]  都領受著這個祝福
[00:16:08.720 --> 00:16:10.000]  讓我們去
[00:16:10.000 --> 00:16:11.040]  刻慕聖靈的時候
[00:16:11.040 --> 00:16:12.440]  我們都紀念這件事
[00:16:12.440 --> 00:16:14.240]  神是將一切
[00:16:14.240 --> 00:16:15.480]  人類驕傲的詛咒
[00:16:15.480 --> 00:16:16.880]  藉著聖靈的囂冠
[00:16:16.880 --> 00:16:18.920]  藉著我們得救福音
[00:16:18.920 --> 00:16:22.720]  可以將這個詛咒扭轉
[00:16:22.720 --> 00:16:24.400]  成為我們的祝福
[00:16:24.400 --> 00:16:25.920]  如果同意一起說「阿們」
[00:16:25.920 --> 00:16:27.480]  Amen
[00:16:27.480 --> 00:16:28.600]  第二個
[00:16:28.600 --> 00:16:30.120]  這個震撼的場面
[00:16:30.120 --> 00:16:31.680]  傳達第二個訊息
[00:16:31.680 --> 00:16:32.880]  第二個訊息是
