
[00:00:00.000 --> 00:00:05.200]  好 今天我們看復活節的崇拜
[00:02:13.840 --> 00:02:17.440]  希律就是管治猶太地區的百姓
[00:02:17.440 --> 00:02:21.160]  不過他一定要以羅馬帝國為一個宗主國
[00:02:21.160 --> 00:02:24.680]  每年都要向羅馬上繞稅項
[00:02:24.680 --> 00:02:29.120]  猶太王擁有一個比較好的優勢
[00:02:29.120 --> 00:02:32.280]  因為他有猶太人的血統
[00:02:32.280 --> 00:02:39.760]  他都很熟悉猶太人的律法 經典 各方面的情況
[00:02:39.760 --> 00:02:45.560]  特別是和猶太宗教領袖的系統有一個密切的關係
[00:02:45.560 --> 00:02:48.280]  所以他是一定有優勢的
[00:02:48.280 --> 00:02:52.040]  相對於他 巡撫是另一種優勢
[00:02:52.040 --> 00:02:55.880]  因為他來自羅馬帝國中央 直接委派
[00:02:55.880 --> 00:03:00.600]  所以他在推行一些羅馬帝國的行政命令的時候
[00:03:00.600 --> 00:03:02.360]  就可以很直接地做到
[00:03:02.360 --> 00:03:08.000]  還一樣 其實他做到一個防止猶太王獨大的作用
[00:03:08.000 --> 00:03:11.040]  所以簡單來說 在一個地區裏面
[00:03:11.040 --> 00:03:14.880]  一個猶太王和巡撫可以說是雙頭馬車
[00:03:14.880 --> 00:03:18.720]  彼此的合作又彼此的制衡
[00:03:18.720 --> 00:03:21.960]  我們讀聖經的時候
[00:03:21.960 --> 00:03:27.960]  主要會對三位巡撫有比較多的認識
[00:03:27.960 --> 00:03:33.000]  最熟悉的那位可能就是耶穌基督時期的那位比拉多
[00:03:33.000 --> 00:03:36.840]  接著中間那位就是菲歷斯
[00:03:36.840 --> 00:03:39.960]  他曾經要處理保羅案件
[00:03:39.960 --> 00:03:42.200]  當時猶太領袖就控告保羅
[00:03:42.200 --> 00:03:45.920]  但是因為保羅擁有羅馬公民的身份
[00:03:45.920 --> 00:03:50.120]  所以他必須交給巡撫來處理這件事情
[00:03:50.120 --> 00:03:56.440]  當菲歷斯和保羅有交談和審問的時候
[00:03:56.440 --> 00:04:01.440]  他的確沒有發現保羅是違反了羅馬律法
[00:04:01.440 --> 00:04:03.560]  本來其實可以釋放他的
[00:04:03.560 --> 00:04:08.280]  不過礙於一些政治的考慮 他不想得罪那些猶太領袖
[00:04:08.280 --> 00:04:13.800]  於是他就繼續監禁著他
[00:04:13.800 --> 00:04:16.000]  足足有兩年的時間
[00:04:16.000 --> 00:04:19.400]  不過有趣的是 聖經告訴我們
[00:04:19.400 --> 00:04:21.680]  這位巡撫很貪財
[00:04:21.680 --> 00:04:26.160]  他一直期望保羅送銀紙給他
[00:04:26.160 --> 00:04:30.080]  直到他離任這件事終於告一段落
[00:04:30.080 --> 00:04:34.000]  不過他的接任人就是今日我們經文所見的
[00:04:34.000 --> 00:04:39.200]  菲歷斯一上任就要面對這個棘手的問題
[00:04:39.200 --> 00:04:41.080]  在菲歷斯上任的時候
[00:04:41.080 --> 00:04:47.480]  適逢瓦基百王就去拜訪這位新任巡撫
[00:04:47.480 --> 00:04:50.640]  菲歷斯真的不敢怠慢
[00:04:50.640 --> 00:04:52.320]  接著迎接他的時候
[00:04:52.320 --> 00:04:56.960]  也是趁著這個機會和他討論保羅這件案
[00:04:56.960 --> 00:04:59.960]  因為他也想弄清楚這件案
[00:04:59.960 --> 00:05:03.160]  好使他可以在上午這件事給凱撒的時候
[00:05:03.160 --> 00:05:06.720]  都可以清楚交代到底發生了甚麼事
[00:05:06.720 --> 00:05:08.320]  我們見到經文說到
[00:05:08.320 --> 00:05:12.600]  瓦基百王大張旗鼓地和著千夫長
[00:05:12.600 --> 00:05:16.840]  城裏面的尊貴的人進入了大廳
[00:05:16.840 --> 00:05:20.440]  來聽聽保羅的說話
[00:05:20.440 --> 00:05:23.080]  我們知道其實在庭上
[00:05:23.080 --> 00:05:26.720]  即是在上面站著的人
[00:05:26.720 --> 00:05:29.400]  包括王、巡撫等等
[00:05:29.400 --> 00:05:32.120]  他們個個都身世顯赫
[00:05:32.120 --> 00:05:34.040]  地位尊貴
[00:05:34.040 --> 00:05:36.040]  但是我們同樣發現
[00:05:36.040 --> 00:05:41.160]  站在下面的那位保羅雖然是階下囚
[00:05:41.160 --> 00:05:45.440]  但全場的注意力都是集中在他身上
[00:05:45.440 --> 00:05:50.600]  他才是那位真正尊貴地位的擁有者
[00:05:50.600 --> 00:05:52.440]  面對這幅圖畫的時候
[00:05:52.440 --> 00:05:54.560]  我不知道大家有沒有想起
[00:05:54.560 --> 00:05:59.520]  即是當初耶穌基督面對彼拉多的審問的時候
[00:05:59.520 --> 00:06:03.880]  庭上坐著的都是好像一位掌權者
[00:06:03.880 --> 00:06:09.720]  而庭下站著的那位才是最尊貴的
[00:06:09.720 --> 00:06:13.080]  神用了這個看似很惡劣的環境
[00:06:13.080 --> 00:06:17.840]  給保羅藉著這個機會將福音講傳
[00:06:17.840 --> 00:06:23.960]  保羅都深深知道這是神的一個奇妙的安排
[00:06:23.960 --> 00:06:27.360]  今日經文講到三方面的癲狂
[00:06:27.360 --> 00:06:29.880]  第一方面講到保羅的生態
[00:06:29.880 --> 00:06:32.480]  第二方面講到他生命的轉變
[00:06:32.480 --> 00:06:36.360]  第三方面我們不得不再次去理解
[00:06:36.360 --> 00:06:40.160]  去體會那份激情
[00:06:40.160 --> 00:06:42.040]  保羅在開場的時候
[00:06:42.040 --> 00:06:43.960]  他講了一句很特別的話
[00:06:43.960 --> 00:06:50.480]  他說「今日得在你們面前分述實在是萬幸」
[00:06:50.480 --> 00:06:54.040]  萬幸這個詞如果我們查起聶文元文的時候
[00:06:54.040 --> 00:06:57.440]  很特別的意思是極為有福的意思
[00:06:57.440 --> 00:07:00.520]  我們再看回《平行經文》的時候
[00:07:00.520 --> 00:07:04.480]  我們在《馬體福音》裡面講到八福的時候
[00:07:04.480 --> 00:07:07.560]  那個福都是同樣的詞
[00:07:07.560 --> 00:07:08.600]  我們會覺得奇怪
[00:07:08.600 --> 00:07:11.440]  為什麼保羅會說是有福的呢?
[00:07:11.440 --> 00:07:13.760]  是極為蒙福的呢?
[00:07:13.760 --> 00:07:18.240]  有人會覺得保羅只不過是在講一些客套的說話
[00:07:18.240 --> 00:07:23.320]  用一些君王喜歡聽的說話來恭維他
[00:07:23.320 --> 00:07:25.120]  但是如果你詳細看聖經的時候
[00:07:25.120 --> 00:07:27.280]  你會覺得保羅是這樣的人呢?
[00:07:27.280 --> 00:07:30.360]  這種說是客套說話的解釋
[00:07:30.360 --> 00:07:32.880]  是很難說服我的
[00:07:32.880 --> 00:07:33.880]  另一方面
[00:07:33.880 --> 00:07:37.680]  保羅會不會覺得雅基伯王是一個包青天
[00:07:37.680 --> 00:07:42.640]  因為他熟悉猶太人一切的律例和辯論的方式
[00:07:42.640 --> 00:07:44.880]  可以為保羅平反
[00:07:44.880 --> 00:07:47.600]  脫身 可以脫罪
[00:07:47.600 --> 00:07:50.600]  雅基伯王到底是不是一個包青天呢?
[00:07:50.600 --> 00:07:55.600]  他本身根本就不是一個敬畏神 敬虔的人
[00:07:55.600 --> 00:07:57.600]  多介紹一個背景就是
[00:07:57.600 --> 00:08:01.800]  我們看到在他身旁坐著的這位女性
[00:08:01.800 --> 00:08:04.560]  叫做伯尼基
[00:08:04.560 --> 00:08:06.320]  伯尼基是誰呢?
[00:08:06.320 --> 00:08:07.840]  原來是他的妹妹
[00:08:07.840 --> 00:08:10.880]  不過為什麼他們的關係這麼密切呢?
[00:08:10.880 --> 00:08:13.760]  過中非常複雜的關係我就不詳細說了
[00:08:13.760 --> 00:08:14.640]  不過簡單來說
[00:08:14.640 --> 00:08:17.320]  他們是一個亂倫的男女關係
[00:08:17.320 --> 00:08:19.560]  世人都非常清楚這個關係
[00:08:19.560 --> 00:08:24.680]  不過我以為王的身份都是敢怒不敢言
[00:08:24.680 --> 00:08:26.600]  保羅說他是有福的
[00:08:26.600 --> 00:08:28.560]  他可以見到雅基伯王
[00:08:28.560 --> 00:08:30.040]  讀到這裏的時候
[00:08:30.040 --> 00:08:33.800]  我真的覺得他很癲狂
[00:08:33.800 --> 00:08:38.600]  就好像秦府後來對保羅的描述一樣
[00:08:38.600 --> 00:08:40.200]  一般人在逆境的時候
[00:08:40.200 --> 00:08:44.000]  難免都有一些負面的感受
[00:08:44.000 --> 00:08:47.360]  特別是面對一個控告的時候
[00:08:47.360 --> 00:08:48.160]  在法庭的時候
[00:08:48.160 --> 00:08:52.840]  或者你表達一個自辯的時候
[00:08:52.840 --> 00:08:56.280]  都會從兩個角度去進行的
[00:08:56.280 --> 00:08:59.080]  一方面就會用盡一切
[00:08:59.080 --> 00:09:01.360]  有利自己的客觀證據
[00:09:01.360 --> 00:09:04.160]  去說服這個審判官
[00:09:04.160 --> 00:09:06.840]  讓他認為自己是清白的
[00:09:06.840 --> 00:09:09.080]  甚至我們會七情上面
[00:09:09.080 --> 00:09:11.560]  就說到自己含冤受害
[00:09:11.560 --> 00:09:13.000]  動之以情
[00:09:13.000 --> 00:09:15.840]  讓他感受到這份真實
[00:09:15.840 --> 00:09:18.040]  但另一方面我們會做什麼呢?
[00:09:18.040 --> 00:09:22.160]  另一方面我們都會用盡一切的方法
[00:09:22.160 --> 00:09:26.000]  去證明控告我們的證據
[00:09:26.000 --> 00:09:28.600]  其實不是事實
[00:09:28.600 --> 00:09:31.760]  甚至我們進一步就要控告對方
[00:09:31.760 --> 00:09:33.920]  本身這個人或者這群人
[00:09:33.920 --> 00:09:36.440]  根本是不可信的
[00:09:36.440 --> 00:09:38.920]  放在保羅的場景裏面
[00:09:38.920 --> 00:09:41.080]  可能他就要推翻這些猶太領袖
[00:09:41.080 --> 00:09:42.880]  控告他的證據
[00:09:42.880 --> 00:09:45.600]  甚至控告這些猶太領袖
[00:09:45.600 --> 00:09:47.480]  根本是不可信的
[00:09:47.480 --> 00:09:50.360]  但我們讀經文的時候有沒有發現
[00:09:50.360 --> 00:09:52.400]  保羅說的話
[00:09:52.400 --> 00:09:54.960]  有沒有從這兩個角度去開始呢?
[00:09:54.960 --> 00:09:58.560]  他一隻字都沒有提
[00:09:58.560 --> 00:10:01.520]  他根本沒有說一些人的東西
[00:10:01.520 --> 00:10:04.400]  他說的話全部集中在
[00:10:04.400 --> 00:10:08.000]  神在他身上一個奇妙的救贖的過程
[00:10:08.000 --> 00:10:09.560]  和神復活的大能
[00:10:09.560 --> 00:10:13.720]  怎樣在他身上去做一個生命轉化的工作
[00:10:13.720 --> 00:10:18.400]  保羅根本不需要在君王的審判面前
[00:10:18.400 --> 00:10:21.640]  去幫他脫罪
[00:10:21.640 --> 00:10:23.920]  因為他明明白白地說
[00:10:23.920 --> 00:10:27.440]  他之所以站在這裏受審
[00:10:27.440 --> 00:10:32.440]  是因為猶太人對尼塞亞認許的盼望
[00:10:32.440 --> 00:10:35.360]  我們留意第六到第七節裏面
[00:10:35.360 --> 00:10:39.320]  這裏有三次的指望和兩次的認許
[00:10:39.320 --> 00:10:40.600]  這個認許是甚麼?
[00:10:40.600 --> 00:10:42.840]  這個認許是神在舊約裏面
[00:10:42.840 --> 00:10:46.040]  認許為猶太百姓的選民
[00:10:46.040 --> 00:10:48.000]  預備一個救主
[00:10:48.000 --> 00:10:50.440]  就是尼塞亞
[00:10:50.440 --> 00:10:53.560]  因為要證明這份認許的盼望
[00:10:53.560 --> 00:10:56.360]  是和耶穌基督死而復活是有關係的
[00:10:56.360 --> 00:11:01.320]  保羅所以站在當中
[00:11:01.320 --> 00:11:03.640]  神是藉著十字架的救贖
[00:11:03.640 --> 00:11:05.640]  成就了這個認許
[00:11:05.640 --> 00:11:08.000]  當然還包括了耶穌基督的再來
[00:11:08.000 --> 00:11:11.760]  還有最終建立了尼塞亞的實體國度
[00:11:11.760 --> 00:11:13.640]  在保羅自辯的過程裏面
[00:11:13.640 --> 00:11:18.640]  沒有半點負面感受的表達
[00:11:18.640 --> 00:11:23.360]  他根本不將自己看為一個受害者
[00:11:23.360 --> 00:11:27.840]  反而將自己看作一個蒙福者
[00:11:27.840 --> 00:11:29.800]  你想想你感受到保羅
[00:11:29.800 --> 00:11:33.880]  這份看似顛峰的顛窮的態度
[00:11:33.880 --> 00:11:38.920]  正正是反映了神復活的大能在他身上的彰顯
[00:11:38.920 --> 00:11:42.080]  在這裏第一個我們要學習的功課
[00:11:42.080 --> 00:11:44.200]  我們有沒有去經歷上帝復活的大能
[00:11:44.200 --> 00:11:47.200]  給我們的生命帶來那份的確具
[00:11:47.200 --> 00:11:48.080]  那份的盼望
[00:11:48.080 --> 00:11:51.120]  以至於我們可以勝過
[00:11:51.120 --> 00:11:55.760]  我們覺得我們是受害者的思維和心態
[00:11:55.760 --> 00:11:59.120]  在面對很多困難挑戰的時候
[00:11:59.120 --> 00:12:02.760]  人都容易抱著一個受害者的想法
[00:12:02.760 --> 00:12:05.720]  甚至是一些的苦毒
[00:12:05.720 --> 00:12:08.520]  我上個星期很用心地聽到
[00:12:08.520 --> 00:12:10.720]  就學了呂全道的一個說法
[00:12:10.720 --> 00:12:15.120]  呂全道上個星期就用穿了洞的鞋底
[00:12:15.120 --> 00:12:17.440]  來形容有關罪的事情
[00:12:17.440 --> 00:12:18.800]  今天我也學了一下
[00:12:18.800 --> 00:12:21.720]  因為苦毒這個字常常說是很難聽的
[00:12:21.720 --> 00:12:24.840]  所以我用一個屬靈生命的熱氣
[00:12:24.840 --> 00:12:28.920]  來代替這種苦毒的感受
[00:12:28.920 --> 00:12:34.960]  這種熱氣其實不單止去影響我們身體的健康
[00:12:34.960 --> 00:12:38.520]  甚至會衝擊我們的人際關係
[00:12:38.520 --> 00:12:42.160]  有人提過有這種熱氣的時候
[00:12:42.160 --> 00:12:43.360]  有四種特徵
[00:12:43.360 --> 00:12:45.800]  我們看看是怎樣的特徵
[00:12:45.800 --> 00:12:50.920]  第一種就說經常會專注在一些負面的事情上
[00:12:50.920 --> 00:12:54.200]  眼裏面看到的只有缺乏
[00:12:54.200 --> 00:12:55.560]  我們不懂得感恩
[00:12:55.560 --> 00:12:59.920]  將很多擁有的東西都覺得是理所當然
[00:12:59.920 --> 00:13:01.720]  我們還經常去抱怨
[00:13:01.720 --> 00:13:03.800]  去控訴不同的事情
[00:13:03.800 --> 00:13:06.480]  我們還會責備傷害其他人
[00:13:06.480 --> 00:13:09.520]  覺得永遠都是其他人的錯
[00:13:09.520 --> 00:13:14.240]  自己就不在這件事上帶出不好的影響
[00:13:14.240 --> 00:13:16.000]  不知道為什麼
[00:13:16.000 --> 00:13:19.000]  有些不信主的朋友總是覺得基督徒
[00:13:19.000 --> 00:13:22.240]  比較容易抱著受害者的心態
[00:13:22.240 --> 00:13:25.240]  我個人絕對是不認同這種觀察的
[00:13:25.240 --> 00:13:27.200]  因為聖經告訴我們
[00:13:27.200 --> 00:13:29.440]  神賜給我們的不是膽怯的心
[00:13:29.440 --> 00:13:31.480]  而是什麼?
[00:13:31.480 --> 00:13:35.480]  是剛強、仁愛、謹守的心
[00:13:35.480 --> 00:13:36.640]  但事實上
[00:13:36.640 --> 00:13:39.760]  有時我們的確發現自己
[00:13:39.760 --> 00:13:43.040]  很容易變成一個容易受傷的男人或女人
[00:13:43.040 --> 00:13:44.680]  為什麼會這樣呢?
[00:13:44.680 --> 00:13:46.520]  請問各位靈智妹
[00:13:46.520 --> 00:13:50.440]  你有沒有試過在侍奉裏面感受到
[00:13:50.440 --> 00:13:55.560]  或者經歷到有些傷害的過程呢?
[00:13:55.560 --> 00:13:56.600]  例子我就不舉了
[00:13:56.600 --> 00:13:58.320]  免得大家對號入座
[00:13:58.320 --> 00:13:59.960]  以為我在說什麼事情
[00:13:59.960 --> 00:14:03.160]  不過事實上是的確存在的
[00:14:03.160 --> 00:14:07.160]  在侍奉裏面的確存在著不同的一些摩擦
[00:14:07.160 --> 00:14:09.960]  重點是我們怎樣看待
[00:14:09.960 --> 00:14:12.280]  怎樣看待這些互動
[00:14:12.280 --> 00:14:14.640]  怎樣去正面地去面對
[00:14:14.640 --> 00:14:17.800]  我們可以選擇將這種互動
[00:14:17.800 --> 00:14:20.480]  當成一個剛才說的熱氣的材料
[00:14:20.480 --> 00:14:23.480]  放在我們的內心裏面
[00:14:23.480 --> 00:14:24.400]  但重要的是
[00:14:24.400 --> 00:14:27.600]  當我們發現自己熱氣了
[00:14:27.600 --> 00:14:28.400]  會怎樣做呢?
[00:14:28.400 --> 00:14:29.960]  你真的熱氣的時候會怎樣呢?
[00:14:29.960 --> 00:14:33.760]  去涼茶店買杯涼茶來解暑
[00:14:33.760 --> 00:14:34.400]  現在好些了
[00:14:34.400 --> 00:14:37.480]  可以去七十一買杯清熱號
[00:14:37.480 --> 00:14:40.040]  可以來解決一下這個問題
[00:14:40.040 --> 00:14:42.320]  屬靈的熱氣我們怎樣做呢?
[00:14:42.320 --> 00:14:45.120]  我們需要耶穌牌的清熱號
[00:14:45.120 --> 00:14:48.120]  去幫我們排毒、解暑
[00:14:48.120 --> 00:14:53.000]  當我們感覺真的很難受
[00:14:53.000 --> 00:14:56.200]  毒素快要發作的時候
[00:14:56.200 --> 00:14:57.880]  帶情緒的一些說話
[00:14:57.880 --> 00:15:00.760]  就要爆出口的時候
[00:15:00.760 --> 00:15:02.120]  我們會怎樣呢?
[00:15:02.120 --> 00:15:03.520]  我會這樣祈禱
[00:15:03.520 --> 00:15:06.400]  主啊求祢的愛去充滿我
[00:15:06.400 --> 00:15:08.040]  求祢教導我
[00:15:08.040 --> 00:15:10.200]  怎樣勒住舌頭
[00:15:10.200 --> 00:15:13.240]  在這件事上發現有祢的美意
[00:15:13.240 --> 00:15:13.840]  因為怎樣呢?
[00:15:13.840 --> 00:15:14.760]  聖經說什麼呢?
[00:15:14.760 --> 00:15:16.480]  萬事都互相效力
[00:15:16.480 --> 00:15:18.920]  叫愛神的人得益處
[00:15:18.920 --> 00:15:20.360]  在這麼緊急的時候
[00:15:20.360 --> 00:15:22.760]  我祈禱求神去幫助我
[00:15:22.760 --> 00:15:24.440]  聖靈去幫助我
[00:15:24.440 --> 00:15:26.640]  當然這個是應急的方法
[00:15:26.640 --> 00:15:30.280]  如果要減少我們身體出現熱氣的問題
[00:15:30.280 --> 00:15:33.960]  重點是有健康的靈明
[00:15:33.960 --> 00:15:35.800]  我們平時怎樣去操練
[00:15:35.800 --> 00:15:38.440]  使我們的生命有健康的靈明呢?
[00:15:38.440 --> 00:15:40.200]  這個說了好多次
[00:15:40.200 --> 00:15:41.320]  都是一樣的
[00:15:41.320 --> 00:15:46.600]  我們怎樣和神建立一個親密的關係
[00:15:46.600 --> 00:15:48.240]  最近在一個門訓的小組裏面
[00:15:48.240 --> 00:15:52.000]  我們談到怎樣處理怒氣
[00:15:52.000 --> 00:15:54.480]  我記得一位姐妹說得非常好
[00:15:54.480 --> 00:15:55.840]  她說她提醒我們
[00:15:55.840 --> 00:16:02.080]  我們要經常去發掘神恩典的痕跡
[00:16:02.080 --> 00:16:03.400]  我們有沒有在日常生活裏面
[00:16:03.400 --> 00:16:07.320]  去不斷去感受神恩典的這些痕跡呢?
[00:16:07.320 --> 00:16:09.200]  你看到有沒有神的恩典呢?
[00:16:09.200 --> 00:16:10.760]  你看不看到?
[00:16:10.760 --> 00:16:12.760]  你去摸一摸它
[00:16:12.760 --> 00:16:14.400]  當我們過著一個習慣
[00:16:14.400 --> 00:16:17.520]  我們操練成為一個充滿感恩的生活的時候
[00:16:17.520 --> 00:16:23.000]  我們就能夠減少這種熱氣的機會
[00:16:23.000 --> 00:16:30.360]  但是耶穌牌、清熱號最重要的關鍵所在
[00:16:30.360 --> 00:16:32.880]  最終最終都是我們怎樣看待
[00:16:32.880 --> 00:16:37.280]  看待十字架的救贖和耶穌基督復活的大臨
[00:16:37.280 --> 00:16:41.880]  當我們真正去視這份救贖為無價之寶的時候
[00:16:41.880 --> 00:16:46.680]  相信復活的大能能夠勝過所有邪惡的捆綁
[00:16:46.680 --> 00:16:50.080]  對著救恩充滿感激
[00:16:50.080 --> 00:16:51.840]  盼望在永恆的裏面
[00:16:51.840 --> 00:16:53.280]  在新天新地的裏面
[00:16:53.280 --> 00:16:56.040]  和主同在的時候
[00:16:56.040 --> 00:16:59.560]  世上一切短暫的痛苦
[00:16:59.560 --> 00:17:02.760]  其實都是微不足道
[00:17:02.760 --> 00:17:04.680]  世上一切短暫的痛苦
[00:17:04.680 --> 00:17:06.440]  其實都是微不足道
[00:17:06.440 --> 00:17:10.120]  琪述說:神要親自與我們同在
[00:17:10.120 --> 00:17:13.720]  祝我們的神要擦去我們一切的眼淚
[00:17:13.720 --> 00:17:14.880]  不再有死亡
[00:17:14.880 --> 00:17:21.640]  也不再有悲哀 哭號 痛楚
[00:17:21.640 --> 00:17:22.400]  求主幫助我們
[00:17:22.400 --> 00:17:24.760]  孝佛保羅
[00:17:24.760 --> 00:17:27.880]  上上去思念主救贖的恩典
[00:17:27.880 --> 00:17:31.120]  對主再來的永恆生命
[00:17:31.120 --> 00:17:33.360]  有那份盼望
[00:17:33.360 --> 00:17:36.320]  生命就不再被苦毒捆綁
[00:17:36.320 --> 00:17:39.720]  不再經常抱著受害者的心態
[00:17:39.720 --> 00:17:42.880]  我們能夠活出一個自由得釋放
[00:17:42.880 --> 00:17:45.680]  充滿感恩的生命
[00:17:45.680 --> 00:17:48.040]  第二部分我們去看看
[00:17:48.040 --> 00:17:51.160]  保羅是怎樣在神的恩典裏面
[00:17:51.160 --> 00:17:53.360]  經歷那份轉變
[00:17:53.360 --> 00:17:55.320]  我們見到保羅信主之前
[00:17:55.320 --> 00:17:57.120]  是一個怎樣的人呢?
[00:17:57.120 --> 00:18:01.920]  是到處逼迫一途的一個宗教的抗議者
[00:18:01.920 --> 00:18:04.480]  然後經歷福音之後
[00:18:04.480 --> 00:18:06.600]  轉變成一個到處傳福音
[00:18:06.600 --> 00:18:09.320]  甘心成為囚犯
[00:18:09.320 --> 00:18:11.440]  甚至在君王面前受審
[00:18:11.440 --> 00:18:15.200]  去見證福音的使徒
[00:18:15.200 --> 00:18:18.560]  帶來一個顛覆性的轉變的原因
[00:18:18.560 --> 00:18:20.320]  可以說是唯一的原因
[00:18:20.320 --> 00:18:21.960]  最有力量的原因
[00:18:21.960 --> 00:18:24.480]  就是耶穌基督的復活
[00:18:24.480 --> 00:18:28.480]  耶穌基督的復活帶給他一個最大的改變
[00:18:28.480 --> 00:18:30.520]  我們看到這段經文的時候
[00:18:30.520 --> 00:18:34.040]  我們見到保羅在頭在尾的時候
[00:18:34.040 --> 00:18:38.000]  都分別提到了基督死而復活的事情
[00:18:38.000 --> 00:18:41.040]  而經文的中間正正亦是很強調
[00:18:41.040 --> 00:18:43.280]  很清楚仔細地寫道
[00:18:43.280 --> 00:18:47.840]  復活的耶穌基督怎樣向保羅顯現
[00:18:47.840 --> 00:18:51.200]  因此那份死而復活就成為了
[00:18:51.200 --> 00:18:55.120]  保羅一生竭力侍奉的原動力
[00:18:55.120 --> 00:18:57.240]  在大馬塞的路上
[00:18:57.240 --> 00:19:00.720]  保羅被強烈的榮光照耀
[00:19:00.720 --> 00:19:02.840]  雙目失明
[00:19:02.840 --> 00:19:06.120]  復活的耶穌用希伯來文和保羅說
[00:19:06.120 --> 00:19:08.320]  「蘇羅 蘇羅 為什麼你要逼迫我
[00:19:08.320 --> 00:19:11.760]  你用腳踢刺是爛的」
[00:19:11.760 --> 00:19:16.120]  「蘇羅」是保羅的希伯來文的名字
[00:19:16.120 --> 00:19:18.080]  而用腳踢刺
[00:19:18.080 --> 00:19:21.120]  意思是以卵擊石
[00:19:21.120 --> 00:19:23.000]  自不量力
[00:19:23.000 --> 00:19:25.080]  這裡說到保羅作為人
[00:19:25.080 --> 00:19:29.600]  是完全不可以破壞神救贖的計劃
[00:19:29.600 --> 00:19:34.200]  保羅蒙召悔改信主的那一刻
[00:19:34.200 --> 00:19:37.120]  同時也是他蒙召使徒
[00:19:37.120 --> 00:19:39.560]  成為福音使者的那一刻
[00:19:39.560 --> 00:19:44.360]  保羅經歷了耶穌基督復活的見證的時候
[00:19:44.360 --> 00:19:47.520]  他知道自己過往所持守的信念都是錯的
[00:19:47.520 --> 00:19:51.840]  於是他的生命就有180度的轉彎
[00:19:51.840 --> 00:19:55.520]  主要猜保羅去到百姓和外邦人的中間
[00:19:55.520 --> 00:19:57.880]  叫他們的眼睛得以打開
[00:19:57.880 --> 00:20:01.800]  從黑暗的裏面可以轉向光明
[00:20:01.800 --> 00:20:06.920]  更加重要的是從撒旦的權柄之下去歸向神
[00:20:06.920 --> 00:20:11.480]  而保羅是怎樣回應神的召命的呢?
[00:20:11.480 --> 00:20:16.360]  他是完全信服從天上而來的異象
[00:20:16.360 --> 00:20:19.000]  從大馬式耶路撒冷開始
[00:20:19.000 --> 00:20:23.720]  直到外邦的地方去傳講福音的信息
[00:20:23.720 --> 00:20:24.720]  我們看經文的時候
[00:20:24.720 --> 00:20:26.200]  我們覺得很諷刺
[00:20:26.200 --> 00:20:32.440]  原先他是被猶太領袖派去到處不同的地方
[00:20:32.440 --> 00:20:35.280]  去逼迫基督徒的
