
[00:00:00.000 --> 00:00:03.680]  我們每一年的復活節都會思考這個問題
[00:06:37.280 --> 00:06:39.280]  已婚的人
[00:06:39.280 --> 00:06:41.280]  不需要問你老公先死還是你先死
[00:06:41.280 --> 00:06:43.280]  在保險業裡
[00:06:43.280 --> 00:06:45.280]  告訴我
[00:06:45.280 --> 00:06:47.280]  大部分都會是老公先死
[00:06:47.280 --> 00:06:49.280]  現在
[00:06:49.280 --> 00:06:51.280]  香港男士很厲害
[00:06:51.280 --> 00:06:53.280]  追得很快
[00:06:53.280 --> 00:06:55.280]  以前相差十幾年
[00:06:55.280 --> 00:06:57.280]  現在相差幾年
[00:06:57.280 --> 00:06:59.280]  以後會不會男士
[00:06:59.280 --> 00:07:01.280]  繼續追上來
[00:07:01.280 --> 00:07:03.280]  是不是跟他太太一樣
[00:07:03.280 --> 00:07:05.280]  甚至超越他太太的死亡年齡
[00:07:05.280 --> 00:07:07.280]  我們不知道
[00:07:07.280 --> 00:07:09.280]  但到今天為止
[00:07:09.280 --> 00:07:11.280]  大部分都是男士先死
[00:07:11.280 --> 00:07:13.280]  所以做太太的
[00:07:13.280 --> 00:07:15.280]  你放心
[00:07:15.280 --> 00:07:17.280]  你忍耐到底
[00:07:17.280 --> 00:07:19.280]  必然得救
[00:07:19.280 --> 00:07:21.280]  總有一天你會得到自由
[00:07:21.280 --> 00:07:23.280]  不知道忍這個死佬忍多久
[00:07:23.280 --> 00:07:25.280]  不要緊
[00:07:25.280 --> 00:07:27.280]  都是他會死先過你
[00:07:27.280 --> 00:07:29.280]  對你對多久
[00:07:29.280 --> 00:07:31.280]  這個老婆婆
[00:07:31.280 --> 00:07:33.280]  面對喪夫之痛
[00:07:33.280 --> 00:07:35.280]  整個人不知道怎樣
[00:07:35.280 --> 00:07:37.280]  直到有一天
[00:07:37.280 --> 00:07:39.280]  安老院的主任
[00:07:39.280 --> 00:07:41.280]  將她為她的丈夫
[00:07:41.280 --> 00:07:43.280]  剩下來一件
[00:07:43.280 --> 00:07:45.280]  恤衫製作了一個
[00:07:45.280 --> 00:07:47.280]  濫枕
[00:07:47.280 --> 00:07:49.280]  然後在這件恤衫
[00:07:49.280 --> 00:07:51.280]  製作濫枕之後的衫袋
[00:07:51.280 --> 00:07:53.280]  插了一張紙
[00:07:53.280 --> 00:07:55.280]  原來是亡夫臨死前
[00:07:55.280 --> 00:07:57.280]  寫下的
[00:07:57.280 --> 00:07:59.280]  見到這件衫就好像見到我一樣
[00:07:59.280 --> 00:08:01.280]  我從來沒有離開過你
[00:08:01.280 --> 00:08:05.280]  這個老婆婆拿著
[00:08:05.280 --> 00:08:07.280]  這件濫枕
[00:08:07.280 --> 00:08:09.280]  這張紙看完之後
[00:08:09.280 --> 00:08:11.280]  抱著這件濫枕
[00:08:11.280 --> 00:08:13.280]  在那天就可以安睡
[00:08:13.280 --> 00:08:15.280]  得著安慰
[00:08:15.280 --> 00:08:17.280]  死亡
[00:08:17.280 --> 00:08:19.280]  是帶來哀傷
[00:08:19.280 --> 00:08:21.280]  死亡
[00:08:21.280 --> 00:08:23.280]  是帶來恐懼
[00:08:23.280 --> 00:08:25.280]  為什麼呢
[00:08:25.280 --> 00:08:27.280]  因為我們不知道死後的世界是怎樣
[00:08:27.280 --> 00:08:29.280]  人對
[00:08:29.280 --> 00:08:31.280]  完全不清楚的東西
[00:08:31.280 --> 00:08:33.280]  是會有
[00:08:33.280 --> 00:08:35.280]  莫名的恐懼
[00:08:35.280 --> 00:08:37.280]  我們科學都不能告訴我們
[00:08:37.280 --> 00:08:39.280]  死後的世界會是怎樣
[00:08:39.280 --> 00:08:41.280]  唯有信仰的層面
[00:08:41.280 --> 00:08:43.280]  才能夠解答
[00:08:43.280 --> 00:08:45.280]  死後的世界
[00:08:45.280 --> 00:08:47.280]  按照人的理性的推測
[00:08:47.280 --> 00:08:49.280]  人死後
[00:08:49.280 --> 00:08:51.280]  起碼有三個可能
[00:08:51.280 --> 00:08:53.280]  第一
[00:08:53.280 --> 00:08:55.280]  人死如燈滅
[00:08:55.280 --> 00:08:57.280]  大部份不信主的人都會選擇
[00:08:57.280 --> 00:08:59.280]  這個答案
[00:08:59.280 --> 00:09:01.280]  人死如燈滅
[00:09:01.280 --> 00:09:03.280]  什麼都沒有
[00:09:03.280 --> 00:09:05.280]  但很奇怪
[00:09:05.280 --> 00:09:07.280]  當你有親人離世的時候
[00:09:07.280 --> 00:09:09.280]  你就知道
[00:09:09.280 --> 00:09:11.280]  縱使你沒有信仰
[00:09:11.280 --> 00:09:13.280]  原本你相信人死如燈滅這個說法
[00:09:13.280 --> 00:09:15.280]  不需要人跟你辯論
[00:09:15.280 --> 00:09:17.280]  不需要任何證據
[00:09:17.280 --> 00:09:19.280]  你內心告訴你自己
[00:09:19.280 --> 00:09:21.280]  你無法接受這個答案
[00:09:23.280 --> 00:09:25.280]  這個是違反人性
[00:09:25.280 --> 00:09:27.280]  又違反了人的情感
[00:09:27.280 --> 00:09:29.280]  想清楚
[00:09:29.280 --> 00:09:31.280]  當我們說人死如燈滅的時候
[00:09:31.280 --> 00:09:33.280]  形容別人的親人死了
[00:09:33.280 --> 00:09:35.280]  形容有很多人死了
[00:09:35.280 --> 00:09:37.280]  我們很容易
[00:09:37.280 --> 00:09:39.280]  當我們有親人離世
[00:09:39.280 --> 00:09:41.280]  我一個無神論者
[00:09:41.280 --> 00:09:43.280]  我不相信人死後有天堂和地獄
[00:09:43.280 --> 00:09:45.280]  在那一刻
[00:09:45.280 --> 00:09:47.280]  我突然間接受不到
[00:09:47.280 --> 00:09:49.280]  人死如燈滅
[00:09:49.280 --> 00:09:51.280]  這個違反了我們內心的人性
[00:09:51.280 --> 00:09:53.280]  不需要辯論
[00:09:53.280 --> 00:09:55.280]  第二個可能
[00:09:55.280 --> 00:09:57.280]  人死後有天堂和地獄
[00:09:57.280 --> 00:09:59.280]  這是眾多信仰裡提及的
[00:09:59.280 --> 00:10:01.280]  第三個可能
[00:10:01.280 --> 00:10:03.280]  如果我沒有信仰
[00:10:03.280 --> 00:10:05.280]  我又不相信人死如燈滅
[00:10:05.280 --> 00:10:07.280]  我唯有選擇人死後會去到一個
[00:10:07.280 --> 00:10:09.280]  不知名的空間
[00:10:09.280 --> 00:10:11.280]  unknown 我們完全不知道
[00:10:11.280 --> 00:10:13.280]  但我不可以用天堂形容那個地方
[00:10:13.280 --> 00:10:15.280]  也不可以用地獄形容那個地方
[00:10:15.280 --> 00:10:17.280]  因為我沒有信仰
[00:10:17.280 --> 00:10:19.280]  這三個可能性
[00:10:19.280 --> 00:10:21.280]  我都無法去證實和知曉
[00:10:21.280 --> 00:10:23.280]  為甚麼呢
[00:10:23.280 --> 00:10:25.280]  因為到今天為止
[00:10:25.280 --> 00:10:27.280]  我們都沒有一種方法
[00:10:27.280 --> 00:10:29.280]  派一些人去死後世界
[00:10:29.280 --> 00:10:31.280]  觀察完之後回來報告給我們知道
[00:10:31.280 --> 00:10:33.280]  我們沒有辦法
[00:10:33.280 --> 00:10:35.280]  我們也沒有辦法
[00:10:35.280 --> 00:10:37.280]  用任何科學儀器
[00:10:37.280 --> 00:10:39.280]  送這些儀器去到死亡之後的世界
[00:10:39.280 --> 00:10:41.280]  觀察完之後
[00:10:41.280 --> 00:10:43.280]  回來給我們報告
[00:10:43.280 --> 00:10:45.280]  我們好像今天去觀察火星一樣
[00:10:45.280 --> 00:10:47.280]  沒有這種儀器
[00:10:47.280 --> 00:10:49.280]  所以在醫學上
[00:10:49.280 --> 00:10:51.280]  有一些叫做
[00:10:51.280 --> 00:10:53.280]  瀕死經驗的人
[00:10:53.280 --> 00:10:55.280]  瀕死經驗就是一種
[00:10:55.280 --> 00:10:57.280]  接近死亡的時候
[00:10:57.280 --> 00:10:59.280]  一些人經歷過的現象
[00:10:59.280 --> 00:11:01.280]  一般我們統計了
[00:11:01.280 --> 00:11:03.280]  瀕死經驗之後的結果
[00:11:03.280 --> 00:11:07.280]  收集了一些人的經驗
[00:11:07.280 --> 00:11:09.280]  統計了之後的結果
[00:11:09.280 --> 00:11:11.280]  大部分人是經歷過
[00:11:11.280 --> 00:11:13.280]  靈魂出竅
[00:11:13.280 --> 00:11:15.280]  有些人見過天堂地獄
[00:11:15.280 --> 00:11:17.280]  有些人見過宗教人物
[00:11:17.280 --> 00:11:19.280]  信耶穌的會見到耶穌
[00:11:19.280 --> 00:11:21.280]  信觀音的會見到觀音
[00:11:21.280 --> 00:11:25.280]  回顧一生的生活
[00:11:25.280 --> 00:11:27.280]  在很短暫的時間之內
[00:11:27.280 --> 00:11:29.280]  他會在極度的恐懼下
[00:11:29.280 --> 00:11:33.280]  中史好像我們幾年前介紹過
[00:11:33.280 --> 00:11:35.280]  看那套電影《天堂是真的》
[00:11:35.280 --> 00:11:37.280]  一個幾歲大的小孩
[00:11:37.280 --> 00:11:39.280]  在手術室裏面
[00:11:39.280 --> 00:11:41.280]  證實死亡了一段時間
[00:11:41.280 --> 00:11:43.280]  復活
[00:11:43.280 --> 00:11:45.280]  他跟他媽媽說
[00:11:45.280 --> 00:11:47.280]  他在天堂見到他姐姐
[00:11:47.280 --> 00:11:49.280]  他媽媽說是不可能的
[00:11:49.280 --> 00:11:51.280]  因為當他姐姐夭折的時候
[00:11:51.280 --> 00:11:53.280]  這個小孩還沒出生
[00:11:53.280 --> 00:11:55.280]  他根本不可能知道有一個姐姐
[00:11:55.280 --> 00:11:57.280]  縱使是這樣
[00:11:57.280 --> 00:11:59.280]  我們都無法從這些人的
[00:11:59.280 --> 00:12:01.280]  瀕死經驗裏面
[00:12:01.280 --> 00:12:03.280]  準確地驗證
[00:12:03.280 --> 00:12:05.280]  這個世界
[00:12:05.280 --> 00:12:07.280]  死後的世界是怎樣的
[00:12:07.280 --> 00:12:09.280]  因為裏面仍然有很多的矛盾
[00:12:09.280 --> 00:12:11.280]  或者在醫學上有很多的解釋
[00:12:11.280 --> 00:12:13.280]  一些殘留的影像
[00:12:13.280 --> 00:12:15.280]  一些人看過的書籍
[00:12:15.280 --> 00:12:17.280]  一些人的信仰
[00:12:17.280 --> 00:12:19.280]  令到那一刻在迷糊的當中
[00:12:19.280 --> 00:12:21.280]  很多假的現象
[00:12:21.280 --> 00:12:23.280]  出現成為了真的
[00:12:23.280 --> 00:12:25.280]  等等的
[00:12:25.280 --> 00:12:27.280]  正反合的推論
[00:12:27.280 --> 00:12:29.280]  都可以令到這些瀕死經驗
[00:12:29.280 --> 00:12:31.280]  不會成為一個
[00:12:31.280 --> 00:12:33.280]  很強而有力的證據
[00:12:33.280 --> 00:12:35.280]  證明人死後的世界是怎樣的
[00:12:35.280 --> 00:12:37.280]  在人類歷史裏面
[00:12:37.280 --> 00:12:39.280]  只有一個人真正能夠
[00:12:39.280 --> 00:12:41.280]  從死後復活回來人世間
[00:12:41.280 --> 00:12:43.280]  告訴我們
[00:12:43.280 --> 00:12:45.280]  死後的世界是怎樣的
[00:12:45.280 --> 00:12:47.280]  在人類歷史裏面只有一個
[00:12:47.280 --> 00:12:49.280]  這位是誰呢
[00:12:49.280 --> 00:12:51.280]  就是主耶穌基督
[00:12:51.280 --> 00:12:53.280]  主耶穌不單止是人
[00:12:53.280 --> 00:12:55.280]  如果祂只是人的話
[00:12:55.280 --> 00:12:57.280]  祂死後回來
[00:12:57.280 --> 00:12:59.280]  匯報給我們的紀錄
[00:12:59.280 --> 00:13:01.280]  都有可能是錯的
[00:13:01.280 --> 00:13:03.280]  但祂不單止是人
[00:13:03.280 --> 00:13:05.280]  祂更加是神
[00:13:05.280 --> 00:13:07.280]  基督教的復活
[00:13:07.280 --> 00:13:09.280]  證明了我們幾個很重要的意義
[00:13:09.280 --> 00:13:11.280]  每一年我們都必須要重提的
[00:13:11.280 --> 00:13:13.280]  第一個意義
[00:13:13.280 --> 00:13:15.280]  復活證明了耶穌
[00:13:15.280 --> 00:13:17.280]  勝過罪惡和死亡
[00:13:17.280 --> 00:13:19.280]  在羅馬書6章23節
[00:13:19.280 --> 00:13:21.280]  因為罪的功架乃是死
[00:13:21.280 --> 00:13:23.280]  唯有神的恩賜
[00:13:23.280 --> 00:13:25.280]  在我們主耶穌基督裏乃是永生
[00:13:25.280 --> 00:13:27.280]  基督教不相信人死亡
[00:13:27.280 --> 00:13:29.280]  因為是病
[00:13:29.280 --> 00:13:31.280]  為什麼呢
[00:13:31.280 --> 00:13:33.280]  因為原先上帝創造了世界不會有病
[00:13:33.280 --> 00:13:35.280]  是罪入到世界之後
[00:13:35.280 --> 00:13:37.280]  我們才會有病
[00:13:37.280 --> 00:13:39.280]  換句話說
[00:13:39.280 --> 00:13:41.280]  如果我們再追溯上去
[00:13:41.280 --> 00:13:43.280]  就不是因為我們病會死
[00:13:43.280 --> 00:13:45.280]  因為如果我們沒有罪根本就不會有病
[00:13:45.280 --> 00:13:47.280]  人會死是因為人有罪
[00:13:47.280 --> 00:13:49.280]  聖經說很清楚
[00:13:49.280 --> 00:13:51.280]  世人都犯了罪
[00:13:51.280 --> 00:13:53.280]  罪的功架就是死
[00:13:53.280 --> 00:13:55.280]  所以
[00:13:55.280 --> 00:13:57.280]  耶穌能夠勝過死亡
[00:13:57.280 --> 00:13:59.280]  就等於能夠勝過罪
[00:13:59.280 --> 00:14:01.280]  現在看一看你旁邊的人
[00:14:01.280 --> 00:14:03.280]  你看一看他
[00:14:03.280 --> 00:14:05.280]  他和你一樣都是罪人
[00:14:05.280 --> 00:14:07.280]  有些人不敢看
[00:14:07.280 --> 00:14:09.280]  因為看來看去都是罪人
[00:14:09.280 --> 00:14:13.280]  但你說他一個罪人
[00:14:13.280 --> 00:14:15.280]  我一個罪人
[00:14:15.280 --> 00:14:17.280]  人的部份我很清楚
[00:14:17.280 --> 00:14:19.280]  很具體
[00:14:19.280 --> 00:14:21.280]  摸得到見得到
[00:14:21.280 --> 00:14:23.280]  但有沒有罪
[00:14:23.280 --> 00:14:25.280]  我就真的不太清楚
[00:14:25.280 --> 00:14:27.280]  看不到
[00:14:27.280 --> 00:14:29.280]  昨天在
[00:14:29.280 --> 00:14:31.280]  審訊的
[00:14:31.280 --> 00:14:33.280]  那幾個
[00:14:33.280 --> 00:14:35.280]  綁架案的罪犯
[00:14:35.280 --> 00:14:37.280]  樣子真的沒什麼特別
[00:14:37.280 --> 00:14:39.280]  看不到
[00:14:39.280 --> 00:14:41.280]  他是大奸大惡的人
[00:14:41.280 --> 00:14:43.280]  甚至有描述說
[00:14:43.280 --> 00:14:45.280]  很投契
[00:14:45.280 --> 00:14:47.280]  再談下去可能會談戀愛
[00:14:47.280 --> 00:14:49.280]  我不知道真還是假
[00:14:49.280 --> 00:14:51.280]  但起碼
[00:14:51.280 --> 00:14:53.280]  真的沒有樣子看
[00:14:53.280 --> 00:14:55.280]  我是一個罪人
[00:14:55.280 --> 00:14:57.280]  人的部份我很清楚
[00:14:57.280 --> 00:14:59.280]  罪的部份我不清晰
[00:14:59.280 --> 00:15:01.280]  同樣地耶穌
[00:15:01.280 --> 00:15:03.280]  勝過罪我們真的看不到
[00:15:03.280 --> 00:15:05.280]  但如果
[00:15:05.280 --> 00:15:07.280]  我們會死是因為罪的緣故
[00:15:07.280 --> 00:15:09.280]  耶穌勝過死亡
[00:15:09.280 --> 00:15:11.280]  從死裏復活走
[00:15:11.280 --> 00:15:13.280]  具體看到
[00:15:13.280 --> 00:15:15.280]  他能勝過死
[00:15:15.280 --> 00:15:17.280]  即是說他能勝過罪
[00:15:17.280 --> 00:15:19.280]  這是一個
[00:15:19.280 --> 00:15:21.280]  人類莫大的喜訊
[00:15:21.280 --> 00:15:23.280]  我再說
[00:15:23.280 --> 00:15:25.280]  這個世紀最大的謊言
[00:15:25.280 --> 00:15:27.280]  信所有宗教都一樣
[00:15:27.280 --> 00:15:29.280]  很多人都相信
[00:15:29.280 --> 00:15:31.280]  所有宗教的文獻
[00:15:31.280 --> 00:15:33.280]  從來沒有一段文獻
[00:15:33.280 --> 00:15:35.280]  好像聖經這樣說
[00:15:35.280 --> 00:15:39.280]  有一個德勝死亡的海哥
[00:15:39.280 --> 00:15:41.280]  記載了在哥倫多前書
[00:15:41.280 --> 00:15:43.280]  15章55到57節
[00:15:43.280 --> 00:15:45.280]  他說死呀
[00:15:45.280 --> 00:15:47.280]  你德勝的權勢在哪裏呢
[00:15:47.280 --> 00:15:49.280]  死呀你的獨勾在哪裏呢
[00:15:49.280 --> 00:15:51.280]  死的獨勾就是罪,罪的權勢就是律法
[00:15:51.280 --> 00:15:53.280]  感謝神使我們
[00:15:53.280 --> 00:15:55.280]  我們主耶穌基督都得勝了
[00:15:57.280 --> 00:15:59.280]  和你界定一聲
[00:15:59.280 --> 00:16:01.280]  你藉著耶穌得勝死亡
[00:16:01.280 --> 00:16:05.280]  我們都會死
[00:16:05.280 --> 00:16:07.280]  得勝死亡的意思
[00:16:07.280 --> 00:16:09.280]  我們不是不會死
[00:16:09.280 --> 00:16:11.280]  我們都會死
[00:16:11.280 --> 00:16:13.280]  但我們卻會復活
[00:16:13.280 --> 00:16:19.280]  這是我們很基本
[00:16:19.280 --> 00:16:21.280]  對復活的意義
[00:16:21.280 --> 00:16:23.280]  很重要
[00:16:23.280 --> 00:16:25.280]  有一天我們都會死亡
[00:16:25.280 --> 00:16:27.280]  但基督教稱死亡
[00:16:27.280 --> 00:16:29.280]  好像睡了一覺一樣
[00:16:29.280 --> 00:16:31.280]  我們會睡醒
[00:16:31.280 --> 00:16:33.280]  睡醒的時候就是復活的時候
[00:16:33.280 --> 00:16:35.280]  你和我都會復活,在天堂會見面
[00:16:35.280 --> 00:16:37.280]  第二個復活的
[00:16:37.280 --> 00:16:39.280]  帶來的盼望
[00:16:39.280 --> 00:16:41.280]  是因為死亡不是人生的
[00:16:41.280 --> 00:16:43.280]  句號
[00:16:43.280 --> 00:16:45.280]  有一個基督教機構專幫助
[00:16:45.280 --> 00:16:47.280]  做一些安息禮拜
[00:16:47.280 --> 00:16:49.280]  他的名字叫做完美的句號
[00:16:49.280 --> 00:16:53.280]  挺好聽的,完美的句號
[00:16:53.280 --> 00:16:55.280]  但不要忘記
[00:16:55.280 --> 00:16:57.280]  基督教信仰
[00:16:57.280 --> 00:16:59.280]  死亡並不是句號
