
[00:00:00.000 --> 00:00:06.720]  今天繼續來看《啟示錄》第十七章的經文
[00:06:01.200 --> 00:06:05.680]  然後她的影響力合及於地上的君王
[00:06:05.680 --> 00:06:08.480]  這些地上的君王與她行淫
[00:06:08.480 --> 00:06:13.840]  住在地上的人就好像喝醉了她淫亂的酒
[00:06:13.840 --> 00:06:16.120]  個個都受其影響
[00:06:16.120 --> 00:06:20.320]  而這位大淫婦騎在朱紅色的獸上
[00:06:20.320 --> 00:06:26.520]  似乎她比獸更加超越 更加優勝
[00:06:26.520 --> 00:06:35.640]  坐在重水之上其實是什麼意思呢
[00:06:35.640 --> 00:06:38.120]  原來大淫婦 如果你再看下去
[00:06:38.120 --> 00:06:42.120]  大淫婦的額上寫著巴比倫
[00:06:42.120 --> 00:06:48.560]  巴比倫城原來是一個藉水而建的城市
[00:06:48.560 --> 00:06:53.040]  因著有天然的水源和人造的湖泊
[00:06:53.040 --> 00:06:58.120]  所以她得著很大的保護和發展的優勢
[00:06:58.120 --> 00:07:01.560]  她成為一個很興盛的城市
[00:07:01.560 --> 00:07:05.080]  她是掌管重水
[00:07:05.080 --> 00:07:09.280]  這位大淫婦她覺得自己在重水之上
[00:07:09.280 --> 00:07:13.960]  掌管重水 及於多國多民多方
[00:07:13.960 --> 00:07:20.400]  所以她自以為臣 管轄凌駕萬國萬民之上
[00:07:20.400 --> 00:07:27.200]  也因著她物資豐富 自以為是
[00:07:27.200 --> 00:07:31.880]  所以她也引誘人靠自己不靠臣
[00:07:31.880 --> 00:07:35.280]  凡是向錢看 凡是向錢看
[00:07:35.280 --> 00:07:38.240]  以及為了屬世的利益
[00:07:38.240 --> 00:07:43.520]  她可以放棄任何的原則和價值
[00:07:43.520 --> 00:07:45.520]  地上的人和君王
[00:07:45.520 --> 00:07:50.240]  其實就指一切臣服於當時羅馬政權
[00:07:50.240 --> 00:07:53.240]  和妥協的領袖和群眾
[00:07:53.240 --> 00:07:57.800]  即是他們同流合污 受她的引誘迷惑
[00:07:57.800 --> 00:08:02.680]  然後敵黨上帝
[00:08:02.680 --> 00:08:08.720]  大淫婦她也有一些特色和一些表徵
[00:08:08.720 --> 00:08:11.760]  這段經文我們不如輕輕讀
[00:08:11.760 --> 00:08:13.760]  是一個雀躍的經文
[00:08:13.760 --> 00:08:15.760]  我們不如先讀一讀
[00:08:15.760 --> 00:08:19.800]  她穿著紫色和珠紅色的衣服
[00:08:19.800 --> 00:08:23.800]  用金紫寶石珍珠為裝飾
[00:08:23.800 --> 00:08:28.200]  手拿金杯 杯中盛滿了可憎之物
[00:08:28.200 --> 00:08:33.200]  她淫亂的墓圍 額上寫著大巴比倫
[00:08:33.200 --> 00:08:38.120]  作世上的淫婦 和一切可憎之物的墓
[00:08:38.120 --> 00:08:41.440]  那女人喝醉了聖徒的血
[00:08:41.440 --> 00:08:45.080]  和為耶穌作見證之人的血
[00:08:45.080 --> 00:08:47.600]  如果你看她的衣著
[00:08:47.600 --> 00:08:52.320]  你會發現她真的穿得很燦爛耀目
[00:08:52.320 --> 00:08:56.760]  原來在當時紫色和珠紅色的顏色
[00:08:56.760 --> 00:08:58.560]  其實都是很珍貴的
[00:08:58.560 --> 00:09:03.000]  需要在一些貝殼生物裏面提煉而有
[00:09:03.000 --> 00:09:05.240]  她可以染到那些布
[00:09:05.240 --> 00:09:09.200]  成為用來做衣服都是紫色和珠紅色
[00:09:09.200 --> 00:09:15.520]  可想而知她的財富和她的富有
[00:09:15.520 --> 00:09:17.120]  穿金戴銀
[00:09:17.120 --> 00:09:20.800]  不單止有金紫有寶石有珍珠
[00:09:20.800 --> 00:09:23.600]  而且她手拿金杯
[00:09:23.600 --> 00:09:29.360]  杯中還裝滿了那些邪惡污穢之物
[00:09:29.360 --> 00:09:32.440]  頭上她寫著大巴比倫
[00:09:32.440 --> 00:09:37.000]  聖經形容她是世上的淫婦
[00:09:37.000 --> 00:09:40.800]  和一切可憎之物的媽媽
[00:09:40.800 --> 00:09:43.640]  即是甚麼都由她而出
[00:09:43.640 --> 00:09:47.520]  而且她喝醉聖徒的血
[00:09:47.520 --> 00:09:52.120]  和耶穌作見證的人的血
[00:09:52.120 --> 00:09:56.800]  所以你可以看到她的外表耀眼奢華
[00:09:56.800 --> 00:09:59.320]  內裡污穢可憎
[00:09:59.320 --> 00:10:03.000]  甚至她因為是淫婦
[00:10:03.000 --> 00:10:08.800]  所以她引誘人去淫行進入罪惡當中
[00:10:08.800 --> 00:10:13.000]  她驕傲橫蠻
[00:10:13.000 --> 00:10:15.600]  褻瀆淺妄
[00:10:15.600 --> 00:10:17.120]  逼迫聖徒
[00:10:17.120 --> 00:10:19.640]  而巴比倫就是她的代號
[00:10:19.640 --> 00:10:21.720]  是有使人離棄上帝
[00:10:21.720 --> 00:10:25.800]  並且轉投邪惡的化身
[00:10:25.800 --> 00:10:28.520]  她迷惑人沉迷於
[00:10:28.520 --> 00:10:31.720]  她所應許的繁華和利益
[00:10:31.720 --> 00:10:36.280]  叫人對神的公義和審判自若罔聞
[00:10:36.280 --> 00:10:40.760]  我們可以稱這個勢力為拜金主義
[00:10:40.760 --> 00:10:44.760]  而且她代表一切的強權欺壓
[00:10:44.760 --> 00:10:46.360]  經濟勾結
[00:10:46.360 --> 00:10:48.160]  壟斷剝削
[00:10:48.160 --> 00:10:50.120]  壓榨和邪惡
[00:10:50.120 --> 00:10:52.200]  和上帝抗衡
[00:10:52.200 --> 00:10:54.600]  理解之後你就會知道
[00:10:54.600 --> 00:10:58.480]  原來大淫婦的存在不單止在昔日
[00:10:58.480 --> 00:11:01.720]  在現今都依然存在
[00:11:01.720 --> 00:11:05.720]  引導人去拜金為主
[00:11:05.720 --> 00:11:10.920]  然後什麼都可以放低放輕
[00:11:10.920 --> 00:11:13.160]  接著在七到十四節
[00:11:13.160 --> 00:11:16.360]  就講到七頭十角的獸
[00:11:16.360 --> 00:11:18.560]  在預備PowerPoint的時候
[00:11:18.560 --> 00:11:23.280]  有同工嘗試在網上找到一些形象
[00:11:23.280 --> 00:11:25.720]  讓大家可以看得清楚一點
[00:11:25.720 --> 00:11:28.840]  但是其實也不是很貼切
[00:11:28.840 --> 00:11:31.880]  還有看了也不知道哪樣是真
[00:11:31.880 --> 00:11:33.800]  所以我就沒有擠它出來
[00:11:33.800 --> 00:11:36.280]  我們反而在經文裏面
[00:11:36.280 --> 00:11:39.680]  了解一下究竟約翰所見到的
[00:11:39.680 --> 00:11:43.680]  七頭十角的獸是什麼一回事
[00:11:43.680 --> 00:11:45.680]  可能更實際一點
[00:11:45.680 --> 00:11:49.480]  經文是這樣說的
[00:11:49.480 --> 00:11:51.880]  他說那七頭十角的獸
[00:11:51.880 --> 00:11:55.080]  先前有如今沒有
[00:11:55.080 --> 00:11:57.800]  將要從無底坑裏上來
[00:11:57.800 --> 00:12:00.120]  又要歸於沉淪
[00:12:00.120 --> 00:12:02.040]  凡住在地上
[00:12:02.040 --> 00:12:04.240]  明知從創世以來
[00:12:04.240 --> 00:12:06.840]  沒有寄在生命冊上的
[00:12:06.840 --> 00:12:10.000]  見先前有如今沒有
[00:12:10.000 --> 00:12:12.000]  以後再有的獸
[00:12:12.000 --> 00:12:14.000]  就必稀奇
[00:12:14.000 --> 00:12:18.000]  智慧的心在此可以思想
[00:12:18.000 --> 00:12:20.000]  是不是每個字都懂
[00:12:20.000 --> 00:12:22.000]  你明不明白他說什麼
[00:12:22.000 --> 00:12:24.000]  不是很清楚他說什麼
[00:12:24.000 --> 00:12:27.000]  不過原來這個就是獸的形容
[00:12:27.000 --> 00:12:30.000]  在啟示錄裡說的獸
[00:12:30.000 --> 00:12:33.000]  其實是軍事力量的象徵
[00:12:33.000 --> 00:12:36.000]  什麼叫做
[00:12:36.000 --> 00:12:39.000]  它是與神敵對的勢力
[00:12:39.000 --> 00:12:42.000]  它是常常和羔羊角力的
[00:12:42.000 --> 00:12:46.000]  這個獸可以形容為
[00:12:46.000 --> 00:12:50.000]  是羅馬的權勢和力量的象徵
[00:12:50.000 --> 00:12:53.000]  所謂的先前有如今沒有
[00:12:53.000 --> 00:12:56.000]  將要從無底坑上來
[00:12:56.000 --> 00:12:58.000]  又要歸於沉淪
[00:12:58.000 --> 00:13:01.000]  其實我們不太知道為什麼
[00:13:01.000 --> 00:13:06.000]  不過那些明知從創世以來
[00:13:06.000 --> 00:13:08.000]  沒有寄在生命冊上的
[00:13:08.000 --> 00:13:10.000]  無神啟迪的人
[00:13:10.000 --> 00:13:13.000]  卻會因為這個獸
[00:13:13.000 --> 00:13:16.000]  沒有了又有的頑強
[00:13:16.000 --> 00:13:18.000]  令他很驚訝
[00:13:18.000 --> 00:13:23.000]  他們甚至會戀慕和敬拜
[00:13:23.000 --> 00:13:26.000]  傳言信服和跟隨
[00:13:26.000 --> 00:13:29.000]  這個勢力
[00:13:29.000 --> 00:13:34.000]  好像等同上帝的影響力一樣
[00:13:34.000 --> 00:13:38.000]  但是他卻不是上帝
[00:13:38.000 --> 00:13:40.000]  所以會迷惑到人
[00:13:40.000 --> 00:13:42.000]  來跟隨他
[00:13:42.000 --> 00:13:46.000]  信奉他和膜拜他
[00:13:46.000 --> 00:13:48.000]  聖經提醒我們
[00:13:48.000 --> 00:13:51.000]  有智慧的就要思考
[00:13:51.000 --> 00:13:54.000]  當我們有神啟迪的時候
[00:13:54.000 --> 00:13:56.000]  我們就會知道
[00:13:56.000 --> 00:13:59.000]  這個獸其實和上帝為敵
[00:13:59.000 --> 00:14:03.000]  並且他的下場是沉淪
[00:14:03.000 --> 00:14:06.000]  我們需要很警醒
[00:14:06.000 --> 00:14:08.000]  不要受他影響
[00:14:08.000 --> 00:14:10.000]  不要因他困惑
[00:14:10.000 --> 00:14:13.000]  也不要因他失腳
[00:14:13.000 --> 00:14:16.000]  然後還有一段
[00:14:16.000 --> 00:14:18.000]  更難理解
[00:14:18.000 --> 00:14:20.000]  我們讀一下
[00:14:20.000 --> 00:14:22.000]  是甚麼一回事
[00:14:22.000 --> 00:14:23.000]  123
[00:14:23.000 --> 00:14:27.000]  那七頭就是女人所坐的七座山
[00:14:27.000 --> 00:14:29.000]  又是七位王
[00:14:29.000 --> 00:14:31.000]  五位已經傾倒了
[00:14:31.000 --> 00:14:33.000]  一位還在
[00:14:33.000 --> 00:14:35.000]  一位還沒有來到
[00:14:35.000 --> 00:14:37.000]  他來的時候
[00:14:37.000 --> 00:14:39.000]  必須暫時存留
[00:14:39.000 --> 00:14:42.000]  那先前有餘金沒有的獸
[00:14:42.000 --> 00:14:44.000]  就是第八位
[00:14:44.000 --> 00:14:47.000]  他也和那七位同列
[00:14:47.000 --> 00:14:49.000]  並且歸於沉淪
[00:14:49.000 --> 00:14:52.000]  你所看見的那十個
[00:14:52.000 --> 00:14:53.000]  就是十王
[00:14:53.000 --> 00:14:56.000]  他們還沒有得過
[00:14:56.000 --> 00:14:58.000]  但他們一時之間
[00:14:58.000 --> 00:15:01.000]  要和獸同得權柄
[00:15:01.000 --> 00:15:02.000]  與王一樣
[00:15:02.000 --> 00:15:04.000]  他們同心合意
[00:15:04.000 --> 00:15:06.000]  將自己的能力
[00:15:06.000 --> 00:15:09.000]  權柄給那獸
[00:15:09.000 --> 00:15:11.000]  又明白嗎
[00:15:11.000 --> 00:15:13.000]  又不明白是甚麼
[00:15:13.000 --> 00:15:16.000]  所以看了很多色經書
[00:15:16.000 --> 00:15:18.000]  我將它簡化
[00:15:18.000 --> 00:15:21.000]  用一些大家能明白的方法來表達
[00:15:21.000 --> 00:15:25.000]  不用逐個字逐個字來講解
[00:15:25.000 --> 00:15:28.000]  女人所坐的七座山
[00:15:28.000 --> 00:15:31.000]  其實某程度是在說羅馬城
[00:15:31.000 --> 00:15:33.000]  它的地理特徵
[00:15:33.000 --> 00:15:36.000]  羅馬城旁邊有七座山
[00:15:36.000 --> 00:15:39.000]  古代的人是知道的
[00:15:39.000 --> 00:15:44.000]  曾經在皇帝鑄造錢幣的時候
[00:15:44.000 --> 00:15:48.000]  他將女人坐在七座山的形象
[00:15:48.000 --> 00:15:50.000]  放在錢幣上
[00:15:50.000 --> 00:15:53.000]  將當時羅馬信奉的女神
[00:15:53.000 --> 00:15:58.000]  然後掌管整個羅馬的地勢
[00:15:58.000 --> 00:16:00.000]  展示出來
[00:16:00.000 --> 00:16:04.000]  然後裏面剛剛讀的段落
[00:16:04.000 --> 00:16:11.000]  不單止有女人更加有王和有獸
[00:16:11.000 --> 00:16:15.000]  七王十王
[00:16:15.000 --> 00:16:18.000]  聖經裏面所描述的
[00:16:18.000 --> 00:16:20.000]  應該不是實際的君王
[00:16:20.000 --> 00:16:23.000]  雖然色經書裏面有很多的推敲
[00:16:23.000 --> 00:16:27.000]  講述在當代應該牽涉哪幾個皇帝
[00:16:27.000 --> 00:16:29.000]  但我在這裏看
[00:16:29.000 --> 00:16:31.000]  和我們現在生活在現在
[00:16:31.000 --> 00:16:33.000]  好像沒有甚麼作用
[00:16:33.000 --> 00:16:38.000]  所以就不要這些仔細的解釋
[00:16:38.000 --> 00:16:42.000]  究竟裏面所講的王和獸
[00:16:42.000 --> 00:16:44.000]  其實是一個甚麼狀況呢
[00:16:44.000 --> 00:16:49.000]  我們估計應該不是指實際的君王
[00:16:49.000 --> 00:16:51.000]  否則我們現代人讀起來
[00:16:51.000 --> 00:16:55.000]  其實理解也不是最透徹
[00:16:55.000 --> 00:16:57.000]  是泛指歷史上高
[00:16:57.000 --> 00:17:05.000]  那些濫權、欺壓、剝削、邪惡的力量和權勢
[00:17:05.000 --> 00:17:09.000]  這些王是不斷更替
[00:17:09.000 --> 00:17:11.000]  接踵而來
[00:17:11.000 --> 00:17:13.000]  從不休止
[00:17:13.000 --> 00:17:15.000]  即是說如果你看回整個世界歷史
[00:17:15.000 --> 00:17:17.000]  人類歷史
[00:17:17.000 --> 00:17:19.000]  你會發現不同角度
[00:17:19.000 --> 00:17:21.000]  不同的種族裏面
[00:17:21.000 --> 00:17:29.000]  都會有這些濫權和剝削邪惡的勢力
[00:17:29.000 --> 00:17:31.000]  接踵而來
[00:17:31.000 --> 00:17:37.000]  這些王和獸的影響力很大
[00:17:37.000 --> 00:17:40.000]  他們是連結起來
[00:17:40.000 --> 00:17:43.000]  然後成為影響人
[00:17:43.000 --> 00:17:47.000]  影響世局的一些勢力
[00:17:47.000 --> 00:17:52.000]  然後這些王願意與獸連結
[00:17:52.000 --> 00:17:56.000]  同心合意將能力權並交給獸
[00:17:56.000 --> 00:18:02.000]  然後聖經在最後十四節又有一個描述
[00:18:02.000 --> 00:18:08.000]  描述到這些惡勢力其實他們有一個目的
[00:18:08.000 --> 00:18:10.000]  我們讀一二三
[00:18:10.000 --> 00:18:12.000]  他們與羔羊爭戰
[00:18:12.000 --> 00:18:14.000]  羔羊必勝過他們
[00:18:14.000 --> 00:18:17.000]  因為羔羊是萬主之主
[00:18:17.000 --> 00:18:18.000]  萬王之王
[00:18:18.000 --> 00:18:20.000]  同著羔羊的
[00:18:20.000 --> 00:18:22.000]  就是蒙召被選
[00:18:22.000 --> 00:18:25.000]  有忠心的也必得勝
[00:18:25.000 --> 00:18:27.000]  那些沒有神啟迪的人
[00:18:27.000 --> 00:18:29.000]  在生命冊上都沒有留名
[00:18:29.000 --> 00:18:33.000]  他們見著惡勢力的影響
[00:18:33.000 --> 00:18:36.000]  他們就敬奉追隨
[00:18:36.000 --> 00:18:37.000]  無敗
[00:18:37.000 --> 00:18:40.000]  但是原來這些勢力
[00:18:40.000 --> 00:18:44.000]  與我們的上帝與我們所跟隨的羔羊
[00:18:44.000 --> 00:18:46.000]  是爭戰到底
[00:18:46.000 --> 00:18:49.000]  而羔羊必然會勝過他們
[00:18:49.000 --> 00:18:52.000]  因為唯有羔羊是萬主之主
[00:18:52.000 --> 00:18:54.000]  萬王之王
[00:18:54.000 --> 00:18:57.000]  我想問一下在座弟兄姊妹
[00:18:57.000 --> 00:18:58.000]  信耶穌的
[00:18:58.000 --> 00:19:01.000]  你猜你是屬於哪個群體?
[00:19:01.000 --> 00:19:03.000]  羔羊的群體
[00:19:03.000 --> 00:19:06.000]  我們是屬於羔羊的群體
[00:19:06.000 --> 00:19:09.000]  我們信奉的是萬主之主
[00:19:09.000 --> 00:19:11.000]  是萬王之王
[00:19:11.000 --> 00:19:13.000]  是必然得勝的那一位
[00:19:13.000 --> 00:19:16.000]  我們由缺志信主那一刻
[00:19:16.000 --> 00:19:19.000]  我們是蒙召被選的
[00:19:19.000 --> 00:19:20.000]  不過
[00:19:20.000 --> 00:19:23.000]  你能不能夠忠心到底
[00:19:23.000 --> 00:19:28.000]  你能不能夠在神的得勝裡面有份
[00:19:28.000 --> 00:19:29.000]  如果你是真信耶穌
[00:19:29.000 --> 00:19:31.000]  是一定有份的
[00:19:31.000 --> 00:19:33.000]  不過如果你三心兩意
[00:19:33.000 --> 00:19:35.000]  就很難說了
[00:19:35.000 --> 00:19:40.000]  你知不知道自己是哪一瓣
[00:19:40.000 --> 00:19:42.000]  希望你知道
[00:19:42.000 --> 00:19:45.000]  然後你又會看到
[00:19:45.000 --> 00:19:48.000]  邪惡的勢力同壽結盟
[00:19:48.000 --> 00:19:51.000]  抗拒神誘惑人
[00:19:51.000 --> 00:19:54.000]  他們雖然有張狂的時期
[00:19:54.000 --> 00:19:57.000]  但是只是一瞬之間
[00:19:57.000 --> 00:20:01.000]  因為爭戰的勝負已經定了
[00:20:01.000 --> 00:20:03.000]  羔羊是必勝的
[00:20:03.000 --> 00:20:07.000]  這就給我們一個很大的安心
[00:20:07.000 --> 00:20:12.000]  即是說世局演變是非常千變萬化的
[00:20:12.000 --> 00:20:14.000]  常常在我們都不為意
[00:20:14.000 --> 00:20:16.000]  不察覺的時候
[00:20:16.000 --> 00:20:20.000]  就出現很多的攪擾和複雜的情況
[00:20:20.000 --> 00:20:23.000]  不過聖經這裡告訴我們
[00:20:23.000 --> 00:20:25.000]  羔羊是必勝的
[00:20:25.000 --> 00:20:28.000]  然後在十六節到十八節
[00:20:28.000 --> 00:20:32.000]  就將到淫婦和壽終必滅亡的狀況
[00:20:32.000 --> 00:20:34.000]  擠在我們的眼前
[00:20:34.000 --> 00:20:35.000]  其實都很有趣的
[00:20:35.000 --> 00:20:39.000]  明明大淫婦站在壽上面
[00:20:39.000 --> 00:20:41.000]  她好像應該比壽厲害
[00:20:41.000 --> 00:20:45.000]  但是當十王與壽連結的時候
[00:20:45.000 --> 00:20:50.000]  竟然就出現了一個很特別的局面
[00:20:50.000 --> 00:20:51.000]  我們先讀一下
[00:20:51.000 --> 00:20:52.000]  一二三
[00:20:52.000 --> 00:20:55.000]  你所看見的那十國與壽
[00:20:55.000 --> 00:20:57.000]  必恨者淫婦
[00:20:57.000 --> 00:20:59.000]  使她冷落赤身
[00:20:59.000 --> 00:21:01.000]  又要吃她的肉
[00:21:01.000 --> 00:21:03.000]  用火將她燒盡
[00:21:03.000 --> 00:21:07.000]  因為臣使諸王同心合意
[00:21:07.000 --> 00:21:09.000]  遵行她的旨意
[00:21:09.000 --> 00:21:12.000]  把自己的國給那壽
[00:21:12.000 --> 00:21:15.000]  直等到臣的話都應驗了
[00:21:15.000 --> 00:21:18.000]  你所看見的那女人
[00:21:18.000 --> 00:21:21.000]  就是管轄地上眾王的大成
[00:21:21.000 --> 00:21:24.000]  你看到這些邪惡的勢力
[00:21:24.000 --> 00:21:26.000]  雖然結盟
[00:21:26.000 --> 00:21:30.000]  大家去與羔羊爭戰
[00:21:30.000 --> 00:21:32.000]  但是原來他們之中
[00:21:32.000 --> 00:21:35.000]  這些勢力是會被瓦解的
[00:21:35.000 --> 00:21:41.000]  而且因著利益走在一起的勢力
[00:21:41.000 --> 00:21:45.000]  其實常常就會因著利益的問題
[00:21:45.000 --> 00:21:47.000]  來有插火
[00:21:47.000 --> 00:21:49.000]  有互相攻擊
[00:21:49.000 --> 00:21:56.000]  和有互相廝殺的一些情況
[00:21:58.000 --> 00:22:00.000]  看完這些圖片
[00:22:00.000 --> 00:22:03.000]  對我們今天來說
[00:22:03.000 --> 00:22:05.000]  又有什麼應用呢?
[00:22:05.000 --> 00:22:10.000]  聖經描述到人世間
[00:22:10.000 --> 00:22:15.000]  有來自撒旦魔鬼的勢力
[00:22:15.000 --> 00:22:16.000]  在人世間
[00:22:16.000 --> 00:22:20.000]  整個世界帶來影響
[00:22:20.000 --> 00:22:22.000]  並且有出現
[00:22:22.000 --> 00:22:24.000]  有靜默
[00:22:24.000 --> 00:22:26.000]  然後又有湧現
[00:22:26.000 --> 00:22:30.000]  其實是一個什麼狀況呢?
[00:22:30.000 --> 00:22:32.000]  我們現在生活的世界
[00:22:32.000 --> 00:22:36.000]  其實有沒有受這些勢力
[00:22:36.000 --> 00:22:38.000]  邪惡勢力來影響呢?
[00:22:38.000 --> 00:22:45.000]  如果你有多看新聞
[00:22:45.000 --> 00:22:48.000]  你就會發覺有很多分析家
[00:22:48.000 --> 00:22:51.000]  在分析世局的狀況
[00:22:51.000 --> 00:22:56.000]  亦有很多人將世局連上啟示錄
[00:22:56.000 --> 00:22:58.000]  然後有講解
[00:22:58.000 --> 00:23:00.000]  不過我應該不會講這些
[00:23:00.000 --> 00:23:04.000]  而且我知道在座應該有些精明人士
[00:23:04.000 --> 00:23:07.000]  可能對這些有更多的研究
[00:23:07.000 --> 00:23:12.000]  我就看回我們所身處的香港
[00:23:12.000 --> 00:23:17.000]  看看會不會也有一些這樣的提示
[00:23:17.000 --> 00:23:18.000]  讓我們看得到
[00:23:18.000 --> 00:23:21.000]  其實也有很多東西
[00:23:21.000 --> 00:23:25.000]  將我們從跟隨上帝的堅信
