
[00:00:00.000 --> 00:00:09.000]  頂姐妹早晨 很開心 終於可以回到四堂崇拜
[00:05:54.000 --> 00:05:57.000]  提摩泰身為一位牧者
[00:05:57.000 --> 00:06:01.000]  這些就是當時他在教會裡應該要做的事情
[00:06:01.000 --> 00:06:04.000]  來到第五章的第一節開始
[00:06:04.000 --> 00:06:10.000]  保羅就有一連串的指引給提摩泰
[00:06:10.000 --> 00:06:14.000]  首先就是不可嚴責老年人 要勸他如同父親
[00:06:14.000 --> 00:06:19.000]  要待年輕人如同弟兄 年老婦女如同母親
[00:06:19.000 --> 00:06:24.000]  要清清潔潔地待年輕婦女如同姐妹
[00:06:24.000 --> 00:06:26.000]  這裡提到有四類人
[00:06:26.000 --> 00:06:30.000]  第一類是老年人 即是年長的男士
[00:06:30.000 --> 00:06:35.000]  第二類是年輕人 即是年輕的男士
[00:06:35.000 --> 00:06:40.000]  第三類是年老的婦女 即是年輕的婦女
[00:06:40.000 --> 00:06:44.000]  概括來說可以說是包括了所有的信徒
[00:06:44.000 --> 00:06:46.000]  整間伊弗所教會裡的信徒
[00:06:46.000 --> 00:06:49.000]  首先提到老年人
[00:06:49.000 --> 00:06:51.000]  肯定這裡所說的老年人
[00:06:51.000 --> 00:06:57.000]  應該與前面第三章提及或後面提及的長老不太相同
[00:06:57.000 --> 00:07:01.000]  雖然在原文裡好像是同一個字
[00:07:01.000 --> 00:07:04.000]  不過在文化上有些不太相同
[00:07:04.000 --> 00:07:09.000]  我想在這裡要做一個分別
[00:07:09.000 --> 00:07:11.000]  我們在這裡肯定這裡不同
[00:07:11.000 --> 00:07:20.000]  並不是在回應一群年長一點的弟兄
[00:07:20.000 --> 00:07:27.000]  所以與長老之前所說的教會領袖不是同一回事
[00:07:27.000 --> 00:07:30.000]  所以與這件事是沒有關係的
[00:07:30.000 --> 00:07:37.000]  伊弗所教會當時是一個什麼樣的傳統呢?
[00:07:37.000 --> 00:07:43.000]  伊弗所教會應該是夾雜著猶太人和希臘人的文化
[00:07:43.000 --> 00:07:49.000]  不過其實與我們中國人的文化有一樣東西很相似
[00:07:49.000 --> 00:07:56.000]  就是仍然是以男性為社會和家庭上的領導角色
[00:07:56.000 --> 00:07:58.000]  是特別高的
[00:07:58.000 --> 00:08:03.000]  在上一章保羅已經勸提摩泰
[00:08:03.000 --> 00:08:06.000]  他帶著一種屬靈的權柄
[00:08:06.000 --> 00:08:07.000]  既然是這樣
[00:08:07.000 --> 00:08:08.000]  他是做墓者
[00:08:08.000 --> 00:08:09.000]  要有信心
[00:08:09.000 --> 00:08:12.000]  不要叫人小看他年輕
[00:08:12.000 --> 00:08:17.000]  相信可以小看他年輕的會是什麼人呢?
[00:08:17.000 --> 00:08:21.000]  可能就是教會裡面一些比他年長的人
[00:08:21.000 --> 00:08:24.000]  相信這樣的想法是比較合理的
[00:08:24.000 --> 00:08:28.000]  不過保羅在這裡也有另一方面做出一個平衡
[00:08:28.000 --> 00:08:34.000]  他說即使當中一些比他年長的人有錯
[00:08:34.000 --> 00:08:36.000]  也不奇怪
[00:08:36.000 --> 00:08:41.000]  即使當中有錯的男士、弟兄
[00:08:41.000 --> 00:08:49.000]  但是提摩泰仍然有責任去指出他們所犯的錯
[00:08:49.000 --> 00:08:51.000]  作為一位墓者
[00:08:51.000 --> 00:08:54.000]  不過不可以嚴責
[00:08:54.000 --> 00:08:56.000]  只可以勸告
[00:08:56.000 --> 00:09:03.000]  始終對年老的應該有多一份額外的尊重
[00:09:03.000 --> 00:09:05.000]  他用了一個形容
[00:09:05.000 --> 00:09:09.000]  就好像對著家裡的父親一樣
[00:09:09.000 --> 00:09:11.000]  就是這樣
[00:09:11.000 --> 00:09:13.000]  不單是說父親
[00:09:13.000 --> 00:09:17.000]  他將整幅圖畫展開的時候
[00:09:17.000 --> 00:09:25.000]  說到就算對著年輕的就好像弟兄一樣
[00:09:25.000 --> 00:09:28.000]  年老的婦女就好像對媽媽一樣
[00:09:28.000 --> 00:09:33.000]  對著年輕的婦女就好像姐妹一樣
[00:09:33.000 --> 00:09:34.000]  唯有特別的是
[00:09:34.000 --> 00:09:38.000]  如同姐妹這裡特別要加上清清潔潔
[00:09:38.000 --> 00:09:40.000]  理由其實也很明顯
[00:09:40.000 --> 00:09:43.000]  提摩泰作為一位男士
[00:09:43.000 --> 00:09:49.000]  在教會裡雖然要稱呼這些人為姐妹
[00:09:49.000 --> 00:09:50.000]  好像家裡的姐妹一樣
[00:09:50.000 --> 00:09:54.000]  不過男女的界線仍然要清清楚楚
[00:09:54.000 --> 00:09:59.000]  保羅對提摩泰加倍留意
[00:09:59.000 --> 00:10:01.000]  這樣的稱呼
[00:10:01.000 --> 00:10:04.000]  好像家人一樣的稱呼
[00:10:04.000 --> 00:10:11.000]  家人重新去定義教會裡眾志體之間的關係
[00:10:11.000 --> 00:10:14.000]  這樣的稱呼好像我們今天有時也會
[00:10:14.000 --> 00:10:16.000]  可能我們跟朋友之間
[00:10:16.000 --> 00:10:18.000]  有些特別熟悉的
[00:10:18.000 --> 00:10:21.000]  去到某個位置就要上契
[00:10:21.000 --> 00:10:23.000]  又或者稱兄道弟
[00:10:23.000 --> 00:10:25.000]  特別好朋友那些
[00:10:25.000 --> 00:10:26.000]  又或者結義金蘭
[00:10:26.000 --> 00:10:28.000]  姐妹可能就會
[00:10:28.000 --> 00:10:29.000]  是不是這些呢?
[00:10:29.000 --> 00:10:31.000]  又或者好像我們在街上
[00:10:31.000 --> 00:10:34.000]  有時會叫司機大佬
[00:10:34.000 --> 00:10:39.000]  或者我們會稱呼家裡的家傭做姐姐
[00:10:39.000 --> 00:10:41.000]  是不是這種呢?
[00:10:41.000 --> 00:10:42.000]  似乎又不是
[00:10:42.000 --> 00:10:45.000]  這似乎只是一種比較友善的稱呼
[00:10:45.000 --> 00:10:46.000]  反過來說
[00:10:46.000 --> 00:10:48.000]  如果不是這樣的稱呼
[00:10:48.000 --> 00:10:50.000]  好像不知道他們在做什麼
[00:10:50.000 --> 00:10:54.000]  似乎又不是在說同一回事
[00:10:54.000 --> 00:10:56.000]  但是保羅在這裡
[00:10:56.000 --> 00:10:58.000]  他就是用這樣的描述
[00:10:58.000 --> 00:11:02.000]  來形容教會裡弟兄姐妹之間的關係
[00:11:02.000 --> 00:11:08.000]  是一種很認真去用的字眼
[00:11:08.000 --> 00:11:12.000]  保羅既然叫提摩泰
[00:11:12.000 --> 00:11:15.000]  要作信徒的榜樣的時候
[00:11:15.000 --> 00:11:18.000]  其實這件事跟我們有很大關係
[00:11:18.000 --> 00:11:21.000]  就是說保羅叫提摩泰
[00:11:21.000 --> 00:11:24.000]  你要這樣對你的弟兄姐妹
[00:11:24.000 --> 00:11:27.000]  要這樣對教會裡的肢體
[00:11:27.000 --> 00:11:31.000]  其實我們以他做榜樣
[00:11:31.000 --> 00:11:33.000]  以牧者做榜樣的時候
[00:11:33.000 --> 00:11:35.000]  也應該要這樣去看
[00:11:35.000 --> 00:11:41.000]  這似乎是保羅間接在說的一個信息
[00:11:41.000 --> 00:11:43.000]  不單止牧者要這樣看
[00:11:43.000 --> 00:11:45.000]  信徒大家彼此之間
[00:11:45.000 --> 00:11:46.000]  群洋之間
[00:11:46.000 --> 00:11:48.000]  也應該要這樣看
[00:11:48.000 --> 00:11:52.000]  好像家人一樣去看教會這個地方
[00:11:52.000 --> 00:11:57.000]  我想這個稱呼不單止要給一份額外的親切感
[00:11:57.000 --> 00:12:01.000]  而且是一份額外的尊重
[00:12:01.000 --> 00:12:03.000]  原因是什麼呢?
[00:12:03.000 --> 00:12:04.000]  原因只有一個
[00:12:04.000 --> 00:12:08.000]  是因為我們同一個的爸爸
[00:12:08.000 --> 00:12:10.000]  我們的天父
[00:12:10.000 --> 00:12:12.000]  就是因為他的原因
[00:12:12.000 --> 00:12:14.000]  將我們連繫在一起
[00:12:14.000 --> 00:12:17.000]  上星期的中堂
[00:12:17.000 --> 00:12:19.000]  羅弟兄提到
[00:12:19.000 --> 00:12:21.000]  We connect
[00:12:21.000 --> 00:12:22.000]  他說要學一書的時候
[00:12:22.000 --> 00:12:27.000]  其實這樣的連結也是同一個原因
[00:12:27.000 --> 00:12:30.000]  這種關係不是一種純粹
[00:12:30.000 --> 00:12:32.000]  不知道叫什麼的稱呼
[00:12:32.000 --> 00:12:36.000]  我相信是一個很有意思的稱呼
[00:12:36.000 --> 00:12:41.000]  後面保羅就用了一些很實際的例子
[00:12:41.000 --> 00:12:43.000]  去形容當時教會的處境
[00:12:43.000 --> 00:12:45.000]  可以面對的一些事
[00:12:45.000 --> 00:12:47.000]  接著大綱的第二點
[00:12:47.000 --> 00:12:48.000]  我要先抱歉
[00:12:48.000 --> 00:12:50.000]  因為我寫錯了一些東西
[00:12:50.000 --> 00:12:52.000]  這裡有兩個細點
[00:12:52.000 --> 00:12:54.000]  第一個原生家庭的角色
[00:12:54.000 --> 00:12:56.000]  應該就是家庭的角色
[00:12:56.000 --> 00:13:00.000]  第二個就是教會家庭的角色
[00:13:00.000 --> 00:13:02.000]  第三個就是教會的角色
[00:13:02.000 --> 00:13:03.000]  其實很簡單
[00:13:03.000 --> 00:13:05.000]  就是家庭的角色和教會的角色
[00:13:05.000 --> 00:13:08.000]  我先更正一下
[00:13:08.000 --> 00:13:13.000]  第三至第十六節
[00:13:13.000 --> 00:13:15.000]  是一段經文
[00:13:15.000 --> 00:13:21.000]  講到很多關於教會裡對寡婦的牧養方針
[00:13:21.000 --> 00:13:24.000]  我們要了解這段經文的時候
[00:13:24.000 --> 00:13:28.000]  我們一定要明白當時的社會處境
[00:13:28.000 --> 00:13:31.000]  和我們今天香港所見到的
[00:13:31.000 --> 00:13:34.000]  是一個很不同的處境
[00:13:34.000 --> 00:13:35.000]  第三節
[00:13:35.000 --> 00:13:40.000]  保羅提到要尊敬真正守寡的婦人
[00:13:40.000 --> 00:13:42.000]  這裡說真正守寡
[00:13:42.000 --> 00:13:46.000]  意思不是說假扮守寡
[00:13:46.000 --> 00:13:47.000]  不是這樣的意思
[00:13:47.000 --> 00:13:50.000]  這裡所說的「真」其實是有另一重意義
[00:13:50.000 --> 00:13:55.000]  是說真正在經濟裡有需要的人
[00:13:55.000 --> 00:13:57.000]  所以第九節提到
[00:13:57.000 --> 00:14:01.000]  在教會裡出現了一種登記制度
[00:14:01.000 --> 00:14:03.000]  這種登記制度是為了
[00:14:03.000 --> 00:14:08.000]  供應給一些真正在經濟裡有需要的人
[00:14:08.000 --> 00:14:10.000]  我們可以想像
[00:14:10.000 --> 00:14:12.000]  既然已經發展到成為一個制度
[00:14:12.000 --> 00:14:15.000]  有需要的人應該不只是三幾個
[00:14:15.000 --> 00:14:18.000]  很可能是有很多
[00:14:18.000 --> 00:14:20.000]  這段經文
[00:14:20.000 --> 00:14:23.000]  就是保羅在這個制度上
[00:14:23.000 --> 00:14:26.000]  很想給提摩太太一些指引
[00:14:26.000 --> 00:14:29.000]  在這裡我們歸納起來的時候
[00:14:29.000 --> 00:14:32.000]  我們可以看到有三方面的角色
[00:14:32.000 --> 00:14:34.000]  在當中是有責任的
[00:14:34.000 --> 00:14:36.000]  第一就是家庭的角色
[00:14:36.000 --> 00:14:38.000]  第二就是教會的角色
[00:14:38.000 --> 00:14:43.000]  第三就是受助或受助者的角色
[00:14:43.000 --> 00:14:47.000]  首先我們看第四和第八節
[00:14:47.000 --> 00:14:51.000]  這裡提到寡婦自己的家中
[00:14:51.000 --> 00:14:54.000]  如果有兒孫可以依靠的話
[00:14:54.000 --> 00:14:58.000]  就應該先去依靠他們
[00:14:58.000 --> 00:15:03.000]  這是報答親恩是上帝所預立的
[00:15:03.000 --> 00:15:10.000]  相反如果他們不願意照顧家人的時候
[00:15:10.000 --> 00:15:13.000]  保羅說他們是背棄信仰
[00:15:13.000 --> 00:15:16.000]  連不信的人也不如
[00:15:16.000 --> 00:15:20.000]  這其實是倫常之理
[00:15:20.000 --> 00:15:25.000]  保羅把這個提升到不是個人的決定
[00:15:25.000 --> 00:15:28.000]  不是家事這麼簡單
[00:15:28.000 --> 00:15:31.000]  是屬靈的大事
[00:15:31.000 --> 00:15:35.000]  不過在實際的處境裡
[00:15:35.000 --> 00:15:42.000]  因為社會或者面對不同的處境裡
[00:15:42.000 --> 00:15:49.000]  總是會有一群沒辦法在家人中得到依靠
[00:15:49.000 --> 00:15:54.000]  總是會有不少孤苦無依的人在當中
[00:15:54.000 --> 00:15:57.000]  當時很多就是這些寡婦
[00:15:57.000 --> 00:16:02.000]  當時處境裡寡婦和貧窮幾乎是相等的
[00:16:02.000 --> 00:16:05.000]  在今天香港和很多國家裡
[00:16:05.000 --> 00:16:08.000]  都會有一些類似綜援的制度
[00:16:08.000 --> 00:16:12.000]  這些是相對比較完善的福利保障系統
[00:16:12.000 --> 00:16:14.000]  不過我們相信
[00:16:14.000 --> 00:16:17.000]  這件事其實出現了不久
[00:16:17.000 --> 00:16:22.000]  在古時羅馬帝國保羅的處境裡
[00:16:22.000 --> 00:16:26.000]  應該羅馬帝國政府不會有這樣的東西給他們
[00:16:26.000 --> 00:16:31.000]  這時候教會擔起了家人的角色
[00:16:31.000 --> 00:16:36.000]  所以就出現了這些登記的制度
[00:16:36.000 --> 00:16:40.000]  昔日對於寡婦來說生活是毫無保障的
[00:16:40.000 --> 00:16:42.000]  換句話說
[00:16:42.000 --> 00:16:46.000]  沒得吃真的要餓死
[00:16:46.000 --> 00:16:48.000]  今天在香港
[00:16:48.000 --> 00:16:50.000]  我相信不是一些寡婦
[00:16:50.000 --> 00:16:54.000]  因為寡婦和貧窮在香港是沒有等號的
[00:16:54.000 --> 00:16:56.000]  不過在香港
[00:16:56.000 --> 00:16:58.000]  甚至在教會裡
[00:16:58.000 --> 00:17:01.000]  同樣可能會有一些比較基層的朋友
[00:17:01.000 --> 00:17:03.000]  一些弟兄姊妹
[00:17:03.000 --> 00:17:06.000]  他們同樣有很多的需要
[00:17:06.000 --> 00:17:09.000]  在這裡我們同樣可以見到一些原則
[00:17:09.000 --> 00:17:11.000]  讓我們可以見到教會
[00:17:11.000 --> 00:17:16.000]  怎樣可以同樣擔起家人的角色
[00:17:16.000 --> 00:17:18.000]  在十六節裡
[00:17:18.000 --> 00:17:21.000]  讓我們看到教會要擔起這份角色
[00:17:21.000 --> 00:17:25.000]  並不是毫無條件地去幫助別人
[00:17:25.000 --> 00:17:30.000]  教會的領袖應該是有智慧地去做一些審核
[00:17:30.000 --> 00:17:35.000]  為了將資源更加有效地投放
[00:17:35.000 --> 00:17:38.000]  在一些真正有需要的人身上
[00:17:38.000 --> 00:17:41.000]  第九節提到寡婦登記年齡
[00:17:41.000 --> 00:17:43.000]  必須在六十歲以上
[00:17:43.000 --> 00:17:46.000]  只作一個丈夫的妻子
[00:17:46.000 --> 00:17:50.000]  似乎是為了確定這個人
[00:17:50.000 --> 00:17:54.000]  是不打算再結婚的
[00:17:54.000 --> 00:17:56.000]  因為其實他結婚的時候
[00:17:56.000 --> 00:18:01.000]  也意味著他經濟上有另一個新的安排
[00:18:01.000 --> 00:18:04.000]  所以這個制度也排除了
[00:18:04.000 --> 00:18:10.000]  那些很可能會再結婚的年輕寡婦
[00:18:10.000 --> 00:18:14.000]  所以年輕寡婦就不要接受登記
[00:18:14.000 --> 00:18:19.000]  這裡所說的應該是一種長期的生活保障
[00:18:19.000 --> 00:18:21.000]  不是短暫的事
[00:18:21.000 --> 00:18:23.000]  可以想像當時的社會
[00:18:23.000 --> 00:18:25.000]  沒有就是沒有
[00:18:25.000 --> 00:18:27.000]  不像今天有政府
[00:18:27.000 --> 00:18:30.000]  有這些比較長期的保障
[00:18:30.000 --> 00:18:33.000]  沒有這些保障的時候
[00:18:33.000 --> 00:18:37.000]  他們每天都在仰望的時候
[00:18:37.000 --> 00:18:39.000]  可能真的會餓死
[00:18:39.000 --> 00:18:43.000]  而且當時的寡婦
[00:18:43.000 --> 00:18:45.000]  不要說寡婦
[00:18:45.000 --> 00:18:48.000]  一般的婦女是沒有經濟能力的
[00:18:48.000 --> 00:18:53.000]  除非他們是依靠著他們家裡的一個男人
[00:18:53.000 --> 00:18:55.000]  一個丈夫
[00:18:55.000 --> 00:18:57.000]  所以在沒有經濟能力之下
[00:18:57.000 --> 00:19:01.000]  他們根本沒有機會獨立生存
[00:19:01.000 --> 00:19:03.000]  那個需要就存在了
[00:19:03.000 --> 00:19:07.000]  所以這裡所說的登記冊上的婦女
[00:19:07.000 --> 00:19:09.000]  就是一群這樣的人
[00:19:09.000 --> 00:19:10.000]  但是我們也留意到
[00:19:10.000 --> 00:19:11.000]  他們不是攤大手擺
[00:19:11.000 --> 00:19:12.000]  什麼都不做
[00:19:12.000 --> 00:19:14.000]  就是拿錢的
[00:19:14.000 --> 00:19:16.000]  這裡提到的這群人
[00:19:16.000 --> 00:19:18.000]  他們在教會裡面
[00:19:18.000 --> 00:19:21.000]  是會很熱心去做很多的事
[00:19:21.000 --> 00:19:25.000]  也會做很多事去幫助其他不同的人
[00:19:25.000 --> 00:19:30.000]  所以其實他們是有一些
[00:19:30.000 --> 00:19:33.000]  我想這未必是一個條件
[00:19:33.000 --> 00:19:36.000]  但是這個也反映了他們的生命裡面
[00:19:36.000 --> 00:19:41.000]  他們並不是什麼都沒有
[00:19:41.000 --> 00:19:43.000]  就是每天都不知道要做什麼
[00:19:43.000 --> 00:19:45.000]  而是他們仍然是去努力的
[00:19:45.000 --> 00:19:48.000]  用他們的生命去做很多的服事
[00:19:48.000 --> 00:19:53.000]  我想這個概念有一點像今天的社企
[00:19:53.000 --> 00:19:56.000]  很多時候社企都會製造一些就業機會
[00:19:56.000 --> 00:19:58.000]  養一些有需要的人
[00:19:58.000 --> 00:20:01.000]  他們有一些工作在裡面
[00:20:01.000 --> 00:20:06.000]  而他們也可以有一些薪金
[00:20:06.000 --> 00:20:08.000]  讓他們可以去生活
[00:20:08.000 --> 00:20:10.000]  感恩的就是
[00:20:10.000 --> 00:20:11.000]  今天香港就不同了
[00:20:11.000 --> 00:20:13.000]  香港基本上是不會餓死人的
[00:20:13.000 --> 00:20:16.000]  起碼近幾十年來都沒有聽過
[00:20:16.000 --> 00:20:19.000]  今天我們教會
[00:20:19.000 --> 00:20:21.000]  或者其實很多教會
[00:20:21.000 --> 00:20:23.000]  同樣有一些辭位的基金
[00:20:23.000 --> 00:20:27.000]  其實都是本著一些類似這樣的原則
[00:20:27.000 --> 00:20:30.000]  為了去幫一些真正有需要的人
[00:20:30.000 --> 00:20:31.000]  不過同樣
[00:20:31.000 --> 00:20:35.000]  又會有同工或者有領袖弟兄姊妹
[00:20:35.000 --> 00:20:37.000]  在當中很小心的去審核
[00:20:37.000 --> 00:20:39.000]  各人在當中的需用
[00:20:39.000 --> 00:20:42.000]  首先原則都是
[00:20:42.000 --> 00:20:44.000]  家人如果能夠幫助
[00:20:44.000 --> 00:20:47.000]  當然是鼓勵家人去幫助
[00:20:47.000 --> 00:20:52.000]  現在如果政府是有一些系統可以幫助的時候
[00:20:52.000 --> 00:20:57.000]  當然也是讓他在政府那裡得到一些幫助
[00:20:57.000 --> 00:20:59.000]  然後才去看到
[00:20:59.000 --> 00:21:03.000]  怎樣去好好運用教會的資源
[00:21:03.000 --> 00:21:05.000]  要做這些審核
[00:21:05.000 --> 00:21:09.000]  就是為了要讓那些真正有需要的人
[00:21:09.000 --> 00:21:11.000]  能夠得到適切的幫助
[00:21:11.000 --> 00:21:14.000]  這個是一種管理的責任
[00:21:14.000 --> 00:21:18.000]  就是保羅在這裡要給提摩太太的提醒
[00:21:18.000 --> 00:21:21.000]  不過我們也要留意
[00:21:21.000 --> 00:21:25.000]  雖然今天這段經文講這些東西
[00:21:25.000 --> 00:21:28.000]  很多都是講一些很實際的
[00:21:28.000 --> 00:21:30.000]  一個人能不能夠生存
[00:21:30.000 --> 00:21:31.000]  能不能夠有溫飽
[00:21:31.000 --> 00:21:33.000]  這些很實際層面的需要
[00:21:33.000 --> 00:21:36.000]  但是我想有一個更大的原則在後面
[00:21:36.000 --> 00:21:38.000]  就是在講這個群體
[00:21:38.000 --> 00:21:41.000]  是一個好像家一樣的群體
[00:21:41.000 --> 00:21:43.000]  作為家人
[00:21:43.000 --> 00:21:47.000]  不論是跟你一起住
[00:21:47.000 --> 00:21:49.000]  一起生活的家人
[00:21:49.000 --> 00:21:52.000]  在血緣上有關的家人
[00:21:52.000 --> 00:21:55.000]  還是在主裡面
[00:21:55.000 --> 00:22:00.000]  我們彼此稱為弟兄姊妹的家人
[00:22:00.000 --> 00:22:02.000]  其實不單單是金錢
[00:22:02.000 --> 00:22:06.000]  人總是會有不同的時候會有困苦
[00:22:06.000 --> 00:22:09.000]  在當中可能有人會失去了親人
[00:22:09.000 --> 00:22:12.000]  或者經歷關係破裂的傷痛
[00:22:12.000 --> 00:22:14.000]  等等不同的需要裡面
[00:22:14.000 --> 00:22:17.000]  往往很需要有人去關心
[00:22:17.000 --> 00:22:20.000]  去問候、去陪同
[00:22:20.000 --> 00:22:24.000]  往往這些東西比金錢更加的重要
[00:22:24.000 --> 00:22:27.000]  而在這個家庭裡面
[00:22:27.000 --> 00:22:30.000]  大家就是應該會有這些東西
[00:22:30.000 --> 00:22:35.000]  這個地方才是家
[00:22:35.000 --> 00:22:37.000]  其實我很感恩
[00:22:37.000 --> 00:22:41.000]  上帝除了在創造人類的時候
[00:22:41.000 --> 00:22:45.000]  同時也給了人們在血緣上
[00:22:45.000 --> 00:22:48.000]  建立了家庭這樣的一個系統
[00:22:48.000 --> 00:22:52.000]  雖然人類是軟弱的
[00:22:52.000 --> 00:22:53.000]  是有限制的
[00:22:53.000 --> 00:22:56.000]  往往有時候家庭就起不到
[00:22:56.000 --> 00:22:59.000]  應該要有那種互相照顧的作用
[00:22:59.000 --> 00:23:03.000]  不過藉著主耶穌所建立的教會
[00:23:03.000 --> 00:23:06.000]  我們憑著信心
[00:23:06.000 --> 00:23:09.000]  我們也有另一個家
[00:23:09.000 --> 00:23:12.000]  一個暫時不是很完美
[00:23:12.000 --> 00:23:16.000]  但是將來卻會成為完美的一個家
[00:23:16.000 --> 00:23:18.000]  就是我們的教會
[00:23:18.000 --> 00:23:20.000]  在主的愛裡面
[00:23:20.000 --> 00:23:22.000]  我們真的是兄弟
[00:23:22.000 --> 00:23:24.000]  真的是姊妹
[00:23:24.000 --> 00:23:28.000]  我們是一起有份去建立
[00:23:28.000 --> 00:23:31.000]  這個完美的天國
[00:23:31.000 --> 00:23:33.000]  當我想到
