
[00:00:00.000 --> 00:00:03.000]  今天我們要來分享這段經文
[00:03:00.000 --> 00:03:02.000]  那為什麼 因為在去年
[00:03:02.000 --> 00:03:06.000]  我們在尋求今年的年度計畫的時候
[00:03:06.000 --> 00:03:07.000]  神告訴我們
[00:03:07.000 --> 00:03:12.000]  我們要迎接大君王來到我們的城中
[00:03:12.000 --> 00:03:14.000]  所以我們就想說那怎麼迎接呢
[00:03:14.000 --> 00:03:16.000]  所以我們在今年有一些計畫
[00:03:16.000 --> 00:03:22.000]  像是又要推動21天的進食連鎖禱告
[00:03:22.000 --> 00:03:26.000]  然後我們上半年還有一個24小時的
[00:03:26.000 --> 00:03:29.000]  我還想到那一幕 太經典了
[00:03:29.000 --> 00:03:34.000]  有人在跳讚美操
[00:03:34.000 --> 00:03:37.000]  跟隔壁說24小時又要到了
[00:03:37.000 --> 00:03:40.000]  上半年有一次 下半年有一次
[00:03:40.000 --> 00:03:45.000]  所以我們用的這些就是要迎接君王來到
[00:03:45.000 --> 00:03:47.000]  還有我們CocoKioKio訓練
[00:03:47.000 --> 00:03:51.000]  我們好像在大衛的帳目
[00:03:51.000 --> 00:03:53.000]  我們要來回應神
[00:03:53.000 --> 00:03:56.000]  但是我就想說神好像不夠
[00:03:56.000 --> 00:04:01.000]  是不是有一個東西應該我們來處理
[00:04:01.000 --> 00:04:02.000]  後來我就明白
[00:04:02.000 --> 00:04:08.000]  他說基隆教會是一個神有產業的教會
[00:04:08.000 --> 00:04:10.000]  我們有一口井
[00:04:10.000 --> 00:04:13.000]  那口井可以流出活水的泉源
[00:04:13.000 --> 00:04:16.000]  但是好像泉水有流
[00:04:16.000 --> 00:04:17.000]  但是不多
[00:04:17.000 --> 00:04:19.000]  我們沒有完全塞滿
[00:04:19.000 --> 00:04:20.000]  但是不多
[00:04:20.000 --> 00:04:23.000]  好不好把其他的石頭搬走
[00:04:23.000 --> 00:04:25.000]  甚至泉源可以流更多
[00:04:25.000 --> 00:04:29.000]  因為以前只流到基隆
[00:04:29.000 --> 00:04:32.000]  所以我們在基隆四處建立什麼
[00:04:32.000 --> 00:04:33.000]  堂會
[00:04:33.000 --> 00:04:36.000]  但不小心就流到新竹
[00:04:36.000 --> 00:04:37.000]  又不小心就走去了
[00:04:37.000 --> 00:04:44.000]  泰北、緬甸、歐洲、馬來西亞、香港
[00:04:44.000 --> 00:04:45.000]  又不小心
[00:04:45.000 --> 00:04:46.000]  沒有什麼不小心
[00:04:46.000 --> 00:04:47.000]  全世界都可以去了
[00:04:47.000 --> 00:04:50.000]  又不小心派了一些宣教士
[00:04:50.000 --> 00:04:53.000]  又不小心有一個人又要去北美
[00:04:53.000 --> 00:04:54.000]  要去東洋廣告
[00:04:54.000 --> 00:04:56.000]  他要去北美
[00:04:56.000 --> 00:04:57.000]  你要講很多道嗎
[00:04:57.000 --> 00:04:59.000]  還是王志平可以頂
[00:04:59.000 --> 00:05:00.000]  林志平
[00:05:00.000 --> 00:05:01.000]  都有
[00:05:01.000 --> 00:05:03.000]  所以要去北美廣告
[00:05:03.000 --> 00:05:04.000]  所以我們發現很多的事情
[00:05:04.000 --> 00:05:07.000]  就在我們教會當中發生
[00:05:07.000 --> 00:05:12.000]  可是好像泉水還不夠深
[00:05:12.000 --> 00:05:13.000]  不夠多
[00:05:13.000 --> 00:05:14.000]  所以跟隔壁說
[00:05:14.000 --> 00:05:20.000]  我們今天要來挖掘
[00:05:20.000 --> 00:05:22.000]  結果在某一天
[00:05:22.000 --> 00:05:23.000]  4月20號、21號
[00:05:23.000 --> 00:05:26.000]  我到花蓮的馬太安去聚會
[00:05:26.000 --> 00:05:27.000]  去聚會的時候
[00:05:27.000 --> 00:05:30.000]  其實我聞過這個馬太安教會
[00:05:30.000 --> 00:05:34.000]  就是那些原住民早早就起來搞搞
[00:05:34.000 --> 00:05:35.000]  去了以後
[00:05:35.000 --> 00:05:36.000]  那天發生一些
[00:05:36.000 --> 00:05:38.000]  兩天發生很神奇的事
[00:05:38.000 --> 00:05:41.000]  20號晚上的聚會
[00:05:41.000 --> 00:05:42.000]  不知道為什麼
[00:05:42.000 --> 00:05:46.000]  他們台上就是青少年跟成人一起進拜
[00:05:46.000 --> 00:05:47.000]  帶進拜
[00:05:47.000 --> 00:05:48.000]  我就覺得
[00:05:48.000 --> 00:05:49.000]  可是一上上去
[00:05:49.000 --> 00:05:50.000]  他也帶進拜
[00:05:50.000 --> 00:05:51.000]  就不一樣了
[00:05:51.000 --> 00:05:53.000]  我說好像有事情要發生
[00:05:53.000 --> 00:05:54.000]  所以整個那天晚上
[00:05:54.000 --> 00:05:57.000]  就要有泉源要流出
[00:05:57.000 --> 00:05:59.000]  結果隔天的早上
[00:05:59.000 --> 00:06:01.000]  他們就瘋狂了
[00:06:01.000 --> 00:06:02.000]  因為他們說
[00:06:02.000 --> 00:06:03.000]  這裡有水井
[00:06:03.000 --> 00:06:05.000]  我們要大家一起來挖
[00:06:05.000 --> 00:06:07.000]  這個教會有古老的水井
[00:06:07.000 --> 00:06:08.000]  大家說在哪裡
[00:06:08.000 --> 00:06:09.000]  不是在這裡
[00:06:09.000 --> 00:06:10.000]  就是在這裡挖
[00:06:10.000 --> 00:06:11.000]  所以開始挖了
[00:06:11.000 --> 00:06:12.000]  所以本來是這樣挖
[00:06:12.000 --> 00:06:14.000]  請大家這樣動作
[00:06:14.000 --> 00:06:15.000]  先知性的行動
[00:06:15.000 --> 00:06:16.000]  後來說
[00:06:16.000 --> 00:06:17.000]  石溝太大了
[00:06:17.000 --> 00:06:19.000]  兩個人一起挖
[00:06:19.000 --> 00:06:21.000]  後來四個人一起挖
[00:06:21.000 --> 00:06:23.000]  把石溝給我走
[00:06:23.000 --> 00:06:25.000]  但是他就表達泉水
[00:06:25.000 --> 00:06:30.000]  其中之美 神說的一定是真的
[00:06:30.000 --> 00:06:33.000]  這馬太安教會有泉水
[00:06:33.000 --> 00:06:36.000]  這馬太安教會被稱為
[00:06:36.000 --> 00:06:40.000]  阿美族的耶路撒冷
[00:06:40.000 --> 00:06:42.000]  原來這一個教會
[00:06:42.000 --> 00:06:45.000]  第一個阿美新族的人
[00:06:45.000 --> 00:06:46.000]  在這個教會
[00:06:46.000 --> 00:06:47.000]  而這個人呢
[00:06:47.000 --> 00:06:49.000]  他就去了淡水
[00:06:49.000 --> 00:06:52.000]  接受了神學的訓練
[00:06:52.000 --> 00:06:54.000]  回到花蓮復興這裡
[00:06:54.000 --> 00:06:56.000]  光復這裡
[00:06:56.000 --> 00:07:00.000]  他就建立了這個馬太安教會
[00:07:00.000 --> 00:07:02.000]  給一個牧師
[00:07:02.000 --> 00:07:04.000]  當時他們廣場
[00:07:04.000 --> 00:07:08.000]  有五千人在那裡聚集 搞搞
[00:07:08.000 --> 00:07:14.000]  然後把福音傳給阿美族的每個部落
[00:07:14.000 --> 00:07:17.000]  他們有泉源
[00:07:17.000 --> 00:07:20.000]  我想說那我們教會也有泉源
[00:07:20.000 --> 00:07:22.000]  因為我早就在想這件事
[00:07:22.000 --> 00:07:27.000]  所以後來我們去了四川以後回來
[00:07:27.000 --> 00:07:29.000]  那個小夏姐突然就來跟我說
[00:07:29.000 --> 00:07:31.000]  你知道陳姐講了一遍
[00:07:31.000 --> 00:07:34.000]  她很少跟我講那個道的內容
[00:07:34.000 --> 00:07:35.000]  她就過來說
[00:07:35.000 --> 00:07:37.000]  陳姐講的我覺得很棒
[00:07:37.000 --> 00:07:39.000]  然後陳姐就在講
[00:07:39.000 --> 00:07:43.000]  基隆教會的產業
[00:07:43.000 --> 00:07:45.000]  她講到邵叔父老師
[00:07:45.000 --> 00:07:47.000]  我們怎麼樣基隆教會給他開闊
[00:07:47.000 --> 00:07:48.000]  那個產業
[00:07:48.000 --> 00:07:49.000]  她講我們有一個產業
[00:07:49.000 --> 00:07:51.000]  叫傳福音的產業
[00:07:51.000 --> 00:07:53.000]  她講到很多細節
[00:07:53.000 --> 00:07:54.000]  有些我說
[00:07:54.000 --> 00:07:55.000]  沒聽過
[00:07:55.000 --> 00:07:56.000]  其實我聽過
[00:07:56.000 --> 00:07:57.000]  我還是很感動
[00:07:57.000 --> 00:07:59.000]  我說感謝主
[00:07:59.000 --> 00:08:01.000]  我裡頭真的有深深一個感覺
[00:08:01.000 --> 00:08:06.000]  就是原來我在一個偉大的教會裡面
[00:08:06.000 --> 00:08:08.000]  弟兄姊妹
[00:08:08.000 --> 00:08:11.000]  你在一個偉大的教會裡面
[00:08:11.000 --> 00:08:12.000]  不是建築物
[00:08:12.000 --> 00:08:14.000]  也不是牧者
[00:08:14.000 --> 00:08:16.000]  是因為我們有一個偉大的上帝
[00:08:16.000 --> 00:08:19.000]  但是我們卻有一群弟兄姊妹跟牧者
[00:08:19.000 --> 00:08:21.000]  願意順從神的心意
[00:08:21.000 --> 00:08:25.000]  走進那偉大的領域裡面
[00:08:25.000 --> 00:08:26.000]  講的不是這個主體
[00:08:26.000 --> 00:08:28.000]  講的是你我
[00:08:28.000 --> 00:08:31.000]  是偉大教會的一份子
[00:08:31.000 --> 00:08:34.000]  你在偉大的教會裡面你知道嗎
[00:08:34.000 --> 00:08:36.000]  但是只有一件事要做
[00:08:36.000 --> 00:08:41.000]  就是你懂得去挖掘這古老的井水
[00:08:41.000 --> 00:08:43.000]  讓你的生命不一樣
[00:08:43.000 --> 00:08:46.000]  這個以上很特別
[00:08:46.000 --> 00:08:49.000]  它好像是在做挖井的事情
[00:08:49.000 --> 00:08:51.000]  可是挖井裡面代表很多的意義
[00:08:51.000 --> 00:08:54.000]  所以第一個我們要來跟你分享
[00:08:54.000 --> 00:09:00.000]  第一個段落在十二節到十七節
[00:09:00.000 --> 00:09:01.000]  十二節到十七節
[00:09:01.000 --> 00:09:03.000]  你會看見這裡描述一件事
[00:09:03.000 --> 00:09:06.000]  他說描述這個以上
[00:09:06.000 --> 00:09:08.000]  是有錢人產條仔
[00:09:08.000 --> 00:09:10.000]  非常的財主
[00:09:10.000 --> 00:09:11.000]  為什麼呢
[00:09:11.000 --> 00:09:12.000]  因為聖經說
[00:09:12.000 --> 00:09:16.000]  他有一塊錢 以上有一塊錢
[00:09:16.000 --> 00:09:17.000]  就讓他去耕種
[00:09:17.000 --> 00:09:19.000]  那一年有幾倍收成
[00:09:19.000 --> 00:09:22.000]  百倍
[00:09:22.000 --> 00:09:24.000]  那一年就百倍的收成
[00:09:24.000 --> 00:09:27.000]  而且他聖經的描述是什麼呢
[00:09:27.000 --> 00:09:31.000]  他就是蒼大日增月盛
[00:09:31.000 --> 00:09:36.000]  成了好人 大富戶
[00:09:36.000 --> 00:09:40.000]  因為種錢就會賺錢嗎
[00:09:40.000 --> 00:09:43.000]  我這次去長治剛好碰到一個技兄
[00:09:43.000 --> 00:09:45.000]  他是一個教育技兄
[00:09:45.000 --> 00:09:47.000]  我們剛好下午後一陣雨
[00:09:47.000 --> 00:09:48.000]  很大的雨
[00:09:48.000 --> 00:09:49.000]  所以我們只好去躲雨
[00:09:49.000 --> 00:09:53.000]  躲雨的時候我就跟他分享
[00:09:53.000 --> 00:09:54.000]  就是聊天
[00:09:54.000 --> 00:09:55.000]  我說他以前做什麼
[00:09:55.000 --> 00:09:58.000]  他說他以前是黑手
[00:09:58.000 --> 00:10:01.000]  後來退休
[00:10:01.000 --> 00:10:03.000]  然後講講他的家庭
[00:10:03.000 --> 00:10:04.000]  然後講他說你現在做什麼
[00:10:04.000 --> 00:10:06.000]  現在我剛好有一塊錢
[00:10:06.000 --> 00:10:08.000]  我就在那邊種地
[00:10:08.000 --> 00:10:12.000]  一開始我都是種檳榔
[00:10:12.000 --> 00:10:13.000]  種檳榔
[00:10:13.000 --> 00:10:15.000]  他後來覺得檳榔的價錢不好
[00:10:15.000 --> 00:10:16.000]  所以他覺得種檳榔
[00:10:16.000 --> 00:10:18.000]  這樣賺不了什麼錢
[00:10:18.000 --> 00:10:19.000]  他後來就看見
[00:10:19.000 --> 00:10:22.000]  那一年的檸檬
[00:10:22.000 --> 00:10:25.000]  一斤要一兩百塊
[00:10:25.000 --> 00:10:27.000]  他說就種檸檬
[00:10:27.000 --> 00:10:30.000]  結果他把檳榔樹全部砍掉
[00:10:30.000 --> 00:10:32.000]  然後種檸檬樹
[00:10:32.000 --> 00:10:33.000]  然後就種種
[00:10:33.000 --> 00:10:34.000]  檸檬要兩年才能收成
[00:10:34.000 --> 00:10:36.000]  所以隔兩年以後
[00:10:36.000 --> 00:10:40.000]  他就開始要收檸檬的時候
[00:10:40.000 --> 00:10:43.000]  檸檬就變一斤十幾二十塊
[00:10:43.000 --> 00:10:44.000]  為什麼
[00:10:44.000 --> 00:10:46.000]  因為大家都把檳榔樹砍掉
[00:10:46.000 --> 00:10:48.000]  全部一起種檸檬
[00:10:48.000 --> 00:10:50.000]  所以產銷過剩
[00:10:50.000 --> 00:10:51.000]  所以就變
[00:10:51.000 --> 00:10:53.000]  他說真不知道要不要採
[00:10:53.000 --> 00:10:55.000]  因為採了又人工又
[00:10:55.000 --> 00:10:59.000]  就是那個工錢就不夠付
[00:10:59.000 --> 00:11:00.000]  所以他就發現
[00:11:00.000 --> 00:11:01.000]  所以他就說
[00:11:01.000 --> 00:11:03.000]  最後他有個結論
[00:11:03.000 --> 00:11:07.000]  他說還是要靠天吃飯
[00:11:07.000 --> 00:11:09.000]  靠天吃飯就是聖經說的
[00:11:09.000 --> 00:11:11.000]  他說以薩雖然是如此
[00:11:11.000 --> 00:11:13.000]  但是以薩
[00:11:13.000 --> 00:11:15.000]  為什麼要百倍的收成
[00:11:15.000 --> 00:11:17.000]  因為耶華賜福給他
[00:11:17.000 --> 00:11:18.000]  來跟我說
[00:11:18.000 --> 00:11:22.000]  耶華賜福給他
[00:11:22.000 --> 00:11:24.000]  所以是神賜福給他
[00:11:24.000 --> 00:11:26.000]  所以以薩其實你會發現
[00:11:26.000 --> 00:11:29.000]  豐盛勾在上帝
[00:11:29.000 --> 00:11:31.000]  你勤勞嗎
[00:11:31.000 --> 00:11:32.000]  你很認真
[00:11:32.000 --> 00:11:33.000]  我知道
[00:11:33.000 --> 00:11:34.000]  我知道你很勤勞
[00:11:34.000 --> 00:11:36.000]  我知道你很認真
[00:11:36.000 --> 00:11:38.000]  但我肯定告訴你
[00:11:38.000 --> 00:11:41.000]  不會因為你勤勞你認真
[00:11:41.000 --> 00:11:44.000]  你就真的豐盛
[00:11:44.000 --> 00:11:45.000]  不會
[00:11:45.000 --> 00:11:46.000]  如果上帝沒給你機會
[00:11:46.000 --> 00:11:48.000]  你一點機會都沒有
[00:11:48.000 --> 00:11:50.000]  因為勤勞就可以豐盛嗎
[00:11:50.000 --> 00:11:53.000]  但是我不是告訴你不要勤勞
[00:11:53.000 --> 00:11:54.000]  我不要聽錯
[00:11:54.000 --> 00:11:55.000]  我只要告訴你一件事
[00:11:55.000 --> 00:11:57.000]  所有的收穫
[00:11:57.000 --> 00:12:00.000]  都從上帝那裡來
[00:12:00.000 --> 00:12:02.000]  你如果在恩典以外
[00:12:02.000 --> 00:12:04.000]  一直來勤勞忙碌
[00:12:04.000 --> 00:12:05.000]  你是虛空
[00:12:05.000 --> 00:12:07.000]  但是你如果在恩典之內
[00:12:07.000 --> 00:12:08.000]  你一直對準神
[00:12:08.000 --> 00:12:10.000]  你願意來勤勞
[00:12:10.000 --> 00:12:11.000]  我要告訴你
[00:12:11.000 --> 00:12:13.000]  得到極大的豐盛
[00:12:13.000 --> 00:12:15.000]  神養給你我
[00:12:15.000 --> 00:12:16.000]  很大豐盛
[00:12:16.000 --> 00:12:17.000]  不只在以薩
[00:12:17.000 --> 00:12:19.000]  也在你我的身上
[00:12:19.000 --> 00:12:21.000]  所以這段經文裡面看到
[00:12:21.000 --> 00:12:23.000]  很特別的
[00:12:23.000 --> 00:12:27.000]  就是以薩因為賺了很多錢
[00:12:27.000 --> 00:12:29.000]  變成那幾個大戶
[00:12:29.000 --> 00:12:32.000]  所以有一個人叫亞彬以赫
[00:12:32.000 --> 00:12:33.000]  就是那飛翼四龍王
[00:12:33.000 --> 00:12:34.000]  他就怎麼樣
[00:12:34.000 --> 00:12:36.000]  嫉妒他
[00:12:36.000 --> 00:12:37.000]  跟隔壁說
[00:12:37.000 --> 00:12:43.000]  嫉妒是很恐怖的事情
[00:12:43.000 --> 00:12:45.000]  有多恐怖呢
[00:12:45.000 --> 00:12:48.000]  有這麼恐怖
[00:12:48.000 --> 00:12:53.000]  這不是那個鐵絲玉銀龍
[00:12:53.000 --> 00:12:54.000]  多恐怖呢
[00:12:54.000 --> 00:12:56.000]  恐怖到一個地步
[00:12:56.000 --> 00:12:58.000]  變成笨了
[00:12:58.000 --> 00:12:59.000]  為什麼
[00:12:59.000 --> 00:13:01.000]  因為嫉妒到一個地步
[00:13:01.000 --> 00:13:02.000]  我用不到
[00:13:02.000 --> 00:13:04.000]  你也不能用
[00:13:04.000 --> 00:13:06.000]  那井就給它塞住了
[00:13:06.000 --> 00:13:08.000]  你知道所有在礦業地區
[00:13:08.000 --> 00:13:09.000]  水是最重要的
[00:13:09.000 --> 00:13:11.000]  結果他自己不用
[00:13:11.000 --> 00:13:12.000]  跟隔壁說
[00:13:12.000 --> 00:13:14.000]  飛翼四龍王真的在笨
[00:13:14.000 --> 00:13:16.000]  飛翼四龍王很笨
[00:13:16.000 --> 00:13:17.000]  為什麼
[00:13:17.000 --> 00:13:18.000]  他說我不用
[00:13:18.000 --> 00:13:19.000]  我沒有用到
[00:13:19.000 --> 00:13:21.000]  因為這是以薩所給的金
[00:13:21.000 --> 00:13:22.000]  所以他說我不用
[00:13:22.000 --> 00:13:25.000]  然後連你們也不可以用
[00:13:25.000 --> 00:13:27.000]  這叫嫉妒
[00:13:27.000 --> 00:13:28.000]  我不知道你會不會有
[00:13:28.000 --> 00:13:29.000]  這樣的狀況
[00:13:29.000 --> 00:13:33.000]  在教會裡面
[00:13:33.000 --> 00:13:34.000]  為什麼是他可以
[00:13:34.000 --> 00:13:40.000]  在前面帶敬拜
[00:13:40.000 --> 00:13:45.000]  為什麼是他可以當小組長
[00:13:45.000 --> 00:13:48.000]  為什麼大家都喜歡他
[00:13:48.000 --> 00:13:50.000]  為什麼他講話就有人聽
[00:13:50.000 --> 00:13:51.000]  為什麼他意見是意見
[00:13:51.000 --> 00:13:55.000]  我的意見就不是意見
[00:13:55.000 --> 00:13:58.000]  為什麼說話沒有人聽
[00:13:58.000 --> 00:13:59.000]  為什麼他講話那麼快樂
[00:13:59.000 --> 00:14:02.000]  為什麼我哥這麼醜苦
[00:14:02.000 --> 00:14:03.000]  為什麼他長得很美麗
[00:14:03.000 --> 00:14:04.000]  我長得那麼帥
[00:14:04.000 --> 00:14:07.000]  不是
[00:14:07.000 --> 00:14:08.000]  為什麼
[00:14:08.000 --> 00:14:10.000]  那個比較的心出來
[00:14:10.000 --> 00:14:13.000]  或是嫉妒的心出來
[00:14:13.000 --> 00:14:14.000]  你會發現
[00:14:14.000 --> 00:14:17.000]  他就塞住了那個井水
[00:14:17.000 --> 00:14:22.000]  所有人都不可以喝
[00:14:22.000 --> 00:14:25.000]  豐盛從上帝來
[00:14:25.000 --> 00:14:28.000]  但是所有的敗壞
[00:14:28.000 --> 00:14:31.000]  從人的心開始
[00:14:31.000 --> 00:14:32.000]  你說我成為基督徒
[00:14:32.000 --> 00:14:38.000]  我不會這樣
[00:14:38.000 --> 00:14:41.000]  我跟聖經又不是一天兩天的
[00:14:41.000 --> 00:14:42.000]  我知道
[00:14:42.000 --> 00:14:46.000]  他們裡頭有很多的角洞
[00:14:46.000 --> 00:14:50.000]  你怎麼樣回應呢
[00:14:50.000 --> 00:14:52.000]  為什麼會有一些
[00:14:52.000 --> 00:14:57.000]  沒有辦法把那個爆發力展現出來
[00:14:57.000 --> 00:15:01.000]  就是井水有東西塞住
[00:15:01.000 --> 00:15:03.000]  基因源遠越
[00:15:03.000 --> 00:15:05.000]  如果不去清淤是沒有辦法的
[00:15:05.000 --> 00:15:07.000]  井水在那裡
[00:15:07.000 --> 00:15:10.000]  如果基因源遠越下來
[00:15:10.000 --> 00:15:12.000]  很多東西是會塞住的
[00:15:12.000 --> 00:15:15.000]  除非你常常清它
[00:15:15.000 --> 00:15:17.000]  我要邀請你跟我一起來
[00:15:17.000 --> 00:15:22.000]  做挖掘的動作
[00:15:22.000 --> 00:15:25.000]  不是只有生命力道豐富
[00:15:25.000 --> 00:15:28.000]  連你的屋子都可以豐盛
[00:15:28.000 --> 00:15:31.000]  以上他的豐盛之旅
[00:15:31.000 --> 00:15:32.000]  第一個階段
[00:15:32.000 --> 00:15:38.000]  他發現他父親的井被塞住了
[00:15:38.000 --> 00:15:40.000]  所以亞比尼克就要求他們離開
[00:15:40.000 --> 00:15:42.000]  亞比尼克說什麼
[00:15:42.000 --> 00:15:43.000]  因為你們很強大
[00:15:43.000 --> 00:15:46.000]  所以請你們離開
[00:15:46.000 --> 00:15:51.000]  跟隔壁說這句話很矛盾
[00:15:51.000 --> 00:15:56.000]  隔壁休息站起來一下
[00:15:56.000 --> 00:16:00.000]  如果羅明浩假設
[00:16:00.000 --> 00:16:08.000]  離開我的視線
[00:16:08.000 --> 00:16:12.000]  羅明浩你敢嗎
[00:16:12.000 --> 00:16:13.000]  我的意思是說
[00:16:13.000 --> 00:16:15.000]  他那麼強壯威武
[00:16:15.000 --> 00:16:17.000]  你怎麼會趕他走呢
[00:16:17.000 --> 00:16:19.000]  所以亞比尼克說
[00:16:19.000 --> 00:16:21.000]  你很強壯我趕你走
[00:16:21.000 --> 00:16:22.000]  很矛盾對不對
[00:16:22.000 --> 00:16:24.000]  所以亞比尼克心中想的是
[00:16:24.000 --> 00:16:26.000]  我比你強壯
[00:16:26.000 --> 00:16:28.000]  你要不要走
[00:16:28.000 --> 00:16:30.000]  所以以薩就走了
[00:16:30.000 --> 00:16:33.000]  這是我在這裡看見的一件事情
[00:16:33.000 --> 00:16:35.000]  所以以薩就走了
[00:16:35.000 --> 00:16:37.000]  以薩就離開那裡
[00:16:37.000 --> 00:16:38.000]  在基拉爾谷
[00:16:38.000 --> 00:16:41.000]  這是他帳篷住在那裡
[00:16:41.000 --> 00:16:43.000]  所以第一個階段
[00:16:43.000 --> 00:16:45.000]  我跟各位弟兄妹妹分享兩件事
[00:16:45.000 --> 00:16:47.000]  第一個就是你有神的賜福
[00:16:47.000 --> 00:16:49.000]  你就會強大
[00:16:49.000 --> 00:16:51.000]  只有這條路
[00:16:51.000 --> 00:16:54.000]  你若不在走在神的恩典福分裡面
[00:16:54.000 --> 00:16:56.000]  不要想
[00:16:56.000 --> 00:16:58.000]  因為神已經給每一個人有福分
[00:16:58.000 --> 00:16:59.000]  但你若不走
[00:16:59.000 --> 00:17:00.000]  就是你拒絕他
[00:17:00.000 --> 00:17:01.000]  第二件事
[00:17:01.000 --> 00:17:04.000]  如果有罪人的嫉妒在其中
[00:17:04.000 --> 00:17:08.000]  有比較的心
[00:17:08.000 --> 00:17:10.000]  容許在其中
[00:17:10.000 --> 00:17:12.000]  就會塞住那活水井
[00:17:12.000 --> 00:17:14.000]  其實以薩要不要走
[00:17:14.000 --> 00:17:15.000]  當然要走
[00:17:15.000 --> 00:17:16.000]  他有氧那麼多
[00:17:16.000 --> 00:17:18.000]  都沒有井水了
[00:17:18.000 --> 00:17:19.000]  走不走
[00:17:19.000 --> 00:17:20.000]  當然走
[00:17:20.000 --> 00:17:21.000]  所以你會發現
[00:17:21.000 --> 00:17:22.000]  沒有辦法
[00:17:22.000 --> 00:17:23.000]  他也只好走
[00:17:23.000 --> 00:17:25.000]  第二段我們再分享一件事
[00:17:25.000 --> 00:17:27.000]  第二段跟隔壁說
[00:17:27.000 --> 00:17:34.000]  費利斯人變聰明一點點了
[00:17:34.000 --> 00:17:36.000]  第二段以薩就來到
[00:17:36.000 --> 00:17:37.000]  我們來看聖經怎麼說
