
[00:00:00.000 --> 00:00:05.440]  讀聖經是很需要掌握經文的重心
[00:02:18.980 --> 00:02:21.400]  告訴我們怎樣服從
[00:02:21.400 --> 00:02:24.040]  在生命記第六章
[00:02:24.040 --> 00:02:25.880]  有三節的經文
[00:02:25.880 --> 00:02:29.300]  六章二節、六章十三、六章二十四
[00:02:29.300 --> 00:02:31.680]  都說要敬畏耶和華
[00:02:31.680 --> 00:02:34.840]  重複出現的字要留心
[00:02:34.840 --> 00:02:38.740]  所以服從的途徑是要怎樣?
[00:02:38.740 --> 00:02:42.580]  是要敬畏這位耶和華
[00:02:42.580 --> 00:02:44.680]  在第七章一開始一結尾
[00:02:44.680 --> 00:02:46.180]  我們剛才都講過
[00:02:46.180 --> 00:02:48.980]  一共有八個不可
[00:02:48.980 --> 00:02:50.280]  為甚麼不可?
[00:02:50.280 --> 00:02:53.280]  因為以色列人會走入迦南地
[00:02:53.280 --> 00:02:57.920]  進入迦南地千萬不要跟當地人通婚
[00:02:57.920 --> 00:03:00.520]  不要跟他們納藥
[00:03:00.520 --> 00:03:03.660]  甚至不要拿他們的財物
[00:03:03.660 --> 00:03:06.020]  要跟他們劃分界線
[00:03:06.020 --> 00:03:08.900]  因為這班人都是拜偶像
[00:03:08.900 --> 00:03:12.200]  如果不劃分界線時很容易怎樣?
[00:03:12.200 --> 00:03:16.660]  很容易被他們帶領離開耶和華
[00:03:16.660 --> 00:03:19.660]  所以神說要分別為聖
[00:03:19.660 --> 00:03:21.940]  要跟他們劃開界線
[00:03:21.940 --> 00:03:26.600]  所以第七章其中一個主題就是要分別為聖
[00:03:26.600 --> 00:03:29.580]  這是服從的實踐
[00:03:29.580 --> 00:03:32.120]  服從後的結果會怎樣?
[00:03:32.120 --> 00:03:36.840]  七章七節至二十四節講得很清楚
[00:03:36.840 --> 00:03:38.600]  神是信實的神
[00:03:38.600 --> 00:03:41.820]  當我們服從祂的話
[00:03:41.820 --> 00:03:47.160]  祂給我們的應許就會成為事實
[00:03:47.160 --> 00:03:50.120]  祂的應許就會應驗在我們身上
[00:03:50.120 --> 00:03:53.560]  會得到祂的保守,會得到祂的保護
[00:03:53.560 --> 00:03:59.260]  這是聖經給我們的保證
[00:03:59.260 --> 00:04:04.340]  有人可能會問:什麼叫敬畏神?
[00:04:04.340 --> 00:04:09.460]  有很多人會跟你說敬畏神只不過是尊敬神
[00:04:09.460 --> 00:04:12.360]  只不過是對神肅然為敬
[00:04:12.360 --> 00:04:14.720]  在神的面前驚訝
[00:04:14.720 --> 00:04:16.960]  因為這位是大能的神
[00:04:16.960 --> 00:04:18.420]  只有這麼多
[00:04:18.420 --> 00:04:24.880]  他們會跟你說:敬畏神不是畏懼,不是戰驚
[00:04:24.880 --> 00:04:27.580]  在我還沒有回來CCAC之前
[00:04:27.580 --> 00:04:29.820]  我去過兩間教會侍奉
[00:04:29.820 --> 00:04:36.160]  2011年至2013年曾經在一間西人的教會有目會
[00:04:36.160 --> 00:04:39.120]  是三年,在Roland Heights
[00:04:39.120 --> 00:04:41.760]  這間教會的主任牧師
[00:04:41.760 --> 00:04:46.660]  時時都是教其他的牧師和教會眾
[00:04:46.660 --> 00:04:52.180]  敬畏神不是戰驚,不是畏懼
[00:04:52.180 --> 00:04:55.760]  只不過是對神肅然為敬
[00:04:55.760 --> 00:04:58.420]  只不過是尊敬神
[00:04:58.420 --> 00:05:02.660]  如果一間教會連自己的基督徒
[00:05:02.660 --> 00:05:07.020]  都不去真真正正敬畏神
[00:05:07.020 --> 00:05:10.300]  在神的面前戰驚畏懼的話
[00:05:10.300 --> 00:05:13.540]  連邪靈都不會怕神
[00:05:13.540 --> 00:05:17.660]  所以那間教會是鬧鬼
[00:05:17.660 --> 00:05:21.020]  教會的門,突然間那些門的把柄
[00:05:21.020 --> 00:05:23.520]  那些門球會自動轉動
[00:05:23.520 --> 00:05:25.340]  門是會打開
[00:05:25.340 --> 00:05:27.840]  你去看看後面是沒有人的
[00:05:27.840 --> 00:05:29.580]  時時都會發生
[00:05:29.580 --> 00:05:32.740]  那間教會牆壁上的相片和照片
[00:05:32.740 --> 00:05:35.760]  自動會轉移地位
[00:05:35.760 --> 00:05:37.740]  很多人害怕
[00:05:37.740 --> 00:05:41.780]  主任牧師叫一個弟兄上去換一個燈泡
[00:05:41.780 --> 00:05:47.100]  那一層樓梯大概像港台那麼高
[00:05:47.100 --> 00:05:50.860]  弟兄一跌下來,馬上就沒命了
[00:05:50.860 --> 00:05:55.340]  真是一個不是敬畏神的教會
[00:05:55.340 --> 00:06:00.940]  真是很多奇怪的事都會發生
[00:06:00.940 --> 00:06:05.780]  如果我們說敬畏神只不過是尊敬
[00:06:05.780 --> 00:06:07.940]  只不過是肅然為敬
[00:06:07.940 --> 00:06:10.460]  而不是戰驚在神的面前
[00:06:10.460 --> 00:06:13.980]  不是在神的面前真是畏懼的話
[00:06:13.980 --> 00:06:16.940]  這樣就有點像在家裡
[00:06:16.940 --> 00:06:20.700]  在大銀幕前面看很多風景
[00:06:20.700 --> 00:06:22.340]  好像Grand Canyon
[00:06:22.340 --> 00:06:25.380]  好像看Niagara Falls
[00:06:25.380 --> 00:06:29.740]  你會覺得是肅然起敬,大自然那麼美
[00:06:29.740 --> 00:06:32.140]  你會覺得驚訝
[00:06:32.140 --> 00:06:35.540]  但是你會不會膽戰心驚
[00:06:35.540 --> 00:06:36.860]  你不會
[00:06:36.860 --> 00:06:39.540]  因為你坐在家裡那麼舒服
[00:06:39.540 --> 00:06:41.740]  你是一個旁觀者
[00:06:41.740 --> 00:06:44.860]  但如果你真的要去經歷神的時候
[00:06:44.860 --> 00:06:49.420]  你就不只是經歷祂的驚訝
[00:06:49.420 --> 00:06:51.700]  經歷祂的肅然為敬
[00:06:51.700 --> 00:06:54.460]  不只是去尊敬這位神
[00:06:54.460 --> 00:06:58.860]  而是你要經歷祂的戰驚
[00:06:58.860 --> 00:07:03.540]  使你有畏懼的心
[00:07:03.540 --> 00:07:08.940]  每年在Grand Canyon都有12個人平均死亡
[00:07:08.940 --> 00:07:12.900]  這班人被大自然吸引著
[00:07:12.900 --> 00:07:15.300]  越走越出
[00:07:15.300 --> 00:07:17.980]  一個不經意就插一隻腳下去
[00:07:17.980 --> 00:07:19.460]  連命都沒了
[00:07:19.460 --> 00:07:20.940]  所以你去到Grand Canyon
[00:07:20.940 --> 00:07:23.380]  來經歷大自然的話
[00:07:23.380 --> 00:07:25.260]  不只是驚訝
[00:07:25.260 --> 00:07:28.180]  不只是肅然起敬
[00:07:28.180 --> 00:07:29.980]  還是膽戰心驚
[00:07:29.980 --> 00:07:34.820]  這是我們需要真真正正經歷神
[00:07:34.820 --> 00:07:36.780]  我們看看聖經怎麼說
[00:07:36.780 --> 00:07:38.380]  是不是聖經說敬畏神
[00:07:38.380 --> 00:07:41.860]  只不過是在神的面前肅然起敬
[00:07:41.860 --> 00:07:43.940]  只不過是尊敬神
[00:07:43.940 --> 00:07:46.980]  你看看以賽亞書8章13節
[00:07:46.980 --> 00:07:48.540]  以賽亞先知說
[00:07:48.540 --> 00:07:51.900]  「但要尊萬君之耶和華為聖
[00:07:51.900 --> 00:07:59.900]  以祂為你所當怕的所當畏懼的」
[00:07:59.900 --> 00:08:03.220]  這裡說「當怕的當畏懼的」
[00:08:03.220 --> 00:08:06.300]  在這裡詩篇99篇一節
[00:08:06.300 --> 00:08:08.820]  詩人說「耶和華作王
[00:08:08.820 --> 00:08:12.180]  萬民當顫抖
[00:08:12.180 --> 00:08:14.540]  他坐在耳機路柏上
[00:08:14.540 --> 00:08:19.300]  他地當搖動」
[00:08:19.300 --> 00:08:23.580]  我們看到真正的敬畏神
[00:08:23.580 --> 00:08:28.220]  真正在神的面前有戰經的心
[00:08:28.220 --> 00:08:30.820]  你說這些只不過是舊約的經文
[00:08:30.820 --> 00:08:32.780]  新約不需要了
[00:08:32.780 --> 00:08:34.780]  你看看耶穌基督自己怎麼說
[00:08:34.780 --> 00:08:37.540]  在路加福音12章5節
[00:08:37.540 --> 00:08:40.540]  「我要指示你們當怕的是誰
[00:08:40.540 --> 00:08:42.900]  當怕那殺了以後
[00:08:42.900 --> 00:08:45.660]  又有權並刁在地獄裡的
[00:08:45.660 --> 00:08:47.260]  我實在告訴你們
[00:08:47.260 --> 00:08:49.500]  正要怕他」
[00:08:49.500 --> 00:08:53.860]  連耶穌基督自己也重覆說了三次
[00:08:53.860 --> 00:08:55.580]  要怕神
[00:08:55.580 --> 00:09:01.300]  當尊敬、當敬畏神
[00:09:01.300 --> 00:09:05.180]  我們看到在經文6章2節
[00:09:05.180 --> 00:09:06.820]  剛才說要敬畏神
[00:09:06.820 --> 00:09:08.140]  剛才也讀過了
[00:09:08.140 --> 00:09:09.580]  一開始
[00:09:09.580 --> 00:09:10.860]  接著說什麼
[00:09:10.860 --> 00:09:13.220]  第3節和第4節都說
[00:09:13.220 --> 00:09:17.020]  要聽神的話語
[00:09:17.020 --> 00:09:21.140]  其實《新命紀》接著6章4至6節
[00:09:21.140 --> 00:09:23.020]  就是猶太人的信經
[00:09:23.020 --> 00:09:25.260]  就是猶太人的信條
[00:09:25.260 --> 00:09:28.500]  猶太人叫這個Shema
[00:09:28.500 --> 00:09:31.380]  意思就是要聽
[00:09:31.380 --> 00:09:34.300]  傳統的以色列人、傳統的猶太人
[00:09:34.300 --> 00:09:36.940]  當子女一懂得說話時
[00:09:36.940 --> 00:09:41.380]  他們就會教子女唸這個信經
[00:09:41.380 --> 00:09:46.860]  就是《新命紀》6章4至6節
[00:09:46.860 --> 00:09:48.420]  虔誠的猶太人
[00:09:48.420 --> 00:09:52.220]  還會在早上和傍晚的時候
[00:09:52.220 --> 00:09:55.780]  來唸這個信經
[00:09:55.780 --> 00:09:58.140]  所以他們時刻都有神
[00:09:58.140 --> 00:09:59.340]  在他們的心上
[00:09:59.340 --> 00:10:03.340]  時刻都有神的話語在他們的心上
[00:10:03.340 --> 00:10:04.940]  我時時在想
[00:10:04.940 --> 00:10:07.580]  我小時候最敬畏的是誰
[00:10:07.580 --> 00:10:08.460]  時時都跟你們說
[00:10:08.460 --> 00:10:11.060]  我最敬畏的是我爸爸
[00:10:11.060 --> 00:10:13.900]  我12點鐘小學就放學了
[00:10:13.900 --> 00:10:16.220]  回家吃完中飯
[00:10:16.220 --> 00:10:17.420]  休息一下
[00:10:17.420 --> 00:10:20.060]  1點鐘就開攤了
[00:10:20.060 --> 00:10:21.420]  你說開什麼攤
[00:10:21.420 --> 00:10:23.180]  開電視機
[00:10:23.180 --> 00:10:24.580]  開了電視機還不夠
[00:10:24.580 --> 00:10:26.140]  還開了收音機
[00:10:26.140 --> 00:10:28.140]  拿了所有玩具出來
[00:10:28.140 --> 00:10:30.300]  逐件逐件地玩
[00:10:30.300 --> 00:10:33.460]  玩到6點鐘就要收檔了
[00:10:33.460 --> 00:10:34.260]  為什麼要收檔
[00:10:34.260 --> 00:10:36.500]  我爸爸6點15分回來
[00:10:36.500 --> 00:10:38.500]  不收檔就大件事了
[00:10:38.500 --> 00:10:40.020]  所以就關電視機
[00:10:40.020 --> 00:10:41.220]  關收音機
[00:10:41.220 --> 00:10:43.060]  收了所有玩具
[00:10:43.060 --> 00:10:44.580]  拿了書包出來
[00:10:44.580 --> 00:10:47.140]  把書都打開在桌子上
[00:10:47.140 --> 00:10:48.580]  爸爸一進來是怎樣
[00:10:48.580 --> 00:10:51.580]  哇 真乖啊Sidney
[00:10:51.580 --> 00:10:52.860]  在那裡刨書
[00:10:52.860 --> 00:10:55.340]  乖得不得了
[00:10:55.340 --> 00:10:56.300]  你想想
[00:10:56.300 --> 00:10:59.260]  那時候我不需要鬧鐘
[00:10:59.260 --> 00:11:02.220]  我當時也沒有手機
[00:11:02.220 --> 00:11:03.460]  那麼多年前
[00:11:03.460 --> 00:11:06.220]  但是腦子裡時時想著
[00:11:06.220 --> 00:11:08.020]  爸爸就快回來了
[00:11:08.020 --> 00:11:09.500]  6點鐘爸爸回來了
[00:11:09.500 --> 00:11:12.380]  5點鐘就說還有一個鐘頭玩
[00:11:12.380 --> 00:11:14.660]  5點半就還有半個鐘頭
[00:11:14.660 --> 00:11:17.300]  去到6點鐘就自然收檔了
[00:11:17.300 --> 00:11:21.420]  時時刻刻都會敬畏著我爸爸
[00:11:21.420 --> 00:11:24.140]  這個就好像敬畏神一樣
[00:11:24.140 --> 00:11:27.020]  其實我爸爸很多年後
[00:11:27.020 --> 00:11:28.020]  到了我長大了
[00:11:28.020 --> 00:11:28.700]  讀大學了
[00:11:28.700 --> 00:11:29.420]  來到美國了
[00:11:29.420 --> 00:11:30.620]  他才跟我說
[00:11:30.620 --> 00:11:34.820]  他說你以為我不知道你在作狀
[00:11:34.820 --> 00:11:36.740]  他說你媽媽已經告訴我了
[00:11:36.740 --> 00:11:40.460]  原來我媽媽就是川普
[00:11:40.460 --> 00:11:44.580]  我們看到這個所謂的
[00:11:44.580 --> 00:11:45.420]  Jemaah
[00:11:45.420 --> 00:11:49.700]  就是說猶太人的信經
[00:11:49.700 --> 00:11:50.500]  信條
[00:11:50.500 --> 00:11:52.820]  在這裡六章四節是怎樣說的
[00:11:52.820 --> 00:11:54.820]  以色列你要聽
[00:11:54.820 --> 00:11:59.860]  耶護說我們的神是獨一的主
[00:11:59.860 --> 00:12:03.060]  猶太人有很多很多的鄰居
[00:12:03.060 --> 00:12:05.340]  他們的鄰居都是拜偶像
[00:12:05.340 --> 00:12:08.620]  很多不同的偶像滿天神佛
[00:12:08.620 --> 00:12:11.020]  但是猶太人很特別
[00:12:11.020 --> 00:12:13.940]  他們所敬畏的是獨一的主
[00:12:13.940 --> 00:12:16.060]  他們敬畏的就是那一位
[00:12:16.060 --> 00:12:20.180]  是阿不拉罕爾薩雅各的神
[00:12:20.180 --> 00:12:21.900]  但是很可惜
[00:12:21.900 --> 00:12:24.780]  我們知道猶太人到最後怎樣
[00:12:24.780 --> 00:12:26.300]  他們也是拜偶像
[00:12:26.300 --> 00:12:30.260]  學了他們的鄰居
[00:12:30.260 --> 00:12:32.020]  他們居然違背了
[00:12:32.020 --> 00:12:35.580]  他們自己日念夜念的信經
[00:12:35.580 --> 00:12:37.940]  一個是外邦人
[00:12:37.940 --> 00:12:39.620]  如果放棄他的假神
[00:12:39.620 --> 00:12:40.900]  放棄偶像
[00:12:40.900 --> 00:12:42.980]  來到是敬拜唯一的真神
[00:12:42.980 --> 00:12:45.100]  這個是可喜可賀
[00:12:45.100 --> 00:12:46.340]  但是很可惜
[00:12:46.340 --> 00:12:49.460]  如果猶太人放棄自己唯一的真神
[00:12:49.460 --> 00:12:52.260]  去拜偶像、去拜假神的話
[00:12:52.260 --> 00:12:55.340]  這個就真的非常可惜
[00:12:55.340 --> 00:12:58.300]  猶太人所敬拜的是獨一的真神
[00:12:58.300 --> 00:13:02.380]  這個在《生命記錄》四節告訴我們
[00:13:02.380 --> 00:13:04.420]  有人可能會說
[00:13:04.420 --> 00:13:09.220]  又說基督徒所信的是三位一體的神?
[00:13:09.220 --> 00:13:11.700]  這裡說的是獨一
[00:13:11.700 --> 00:13:14.900]  我們很多時候去和回教徒傳福音
[00:13:14.900 --> 00:13:18.180]  或者和猶太人傳福音
[00:13:18.180 --> 00:13:23.500]  最大的阻礙他們是用這件事來說我們
[00:13:23.500 --> 00:13:25.180]  你們信三位一體的神
[00:13:25.180 --> 00:13:27.220]  聖父、聖子、聖靈
[00:13:27.220 --> 00:13:28.940]  我們信獨一的神
[00:13:28.940 --> 00:13:30.620]  不一樣的
[00:13:30.620 --> 00:13:33.100]  但是你知不知道獨一這個字
[00:13:33.100 --> 00:13:34.380]  Ahad
[00:13:34.380 --> 00:13:37.860]  在《生命記錄》四節
[00:13:37.860 --> 00:13:39.220]  是代表什麼?
[00:13:39.220 --> 00:13:42.420]  是代表成為一體
[00:13:42.420 --> 00:13:46.220]  在《創世紀》二十四節
[00:13:46.220 --> 00:13:50.820]  這個字出現在亞當、夏娃兩個人結合
[00:13:50.820 --> 00:13:52.500]  成為一體
[00:13:52.500 --> 00:13:55.780]  這個字就是Ahad
[00:13:55.780 --> 00:13:59.140]  這個字也出現在《出埃及記》二十六章
[00:13:59.140 --> 00:14:01.060]  六節和十一節
[00:14:01.060 --> 00:14:03.780]  說一個回膜是用五十個金鉤
[00:14:03.780 --> 00:14:08.100]  將不同的膜子拼在一起
[00:14:08.100 --> 00:14:10.900]  成為一個回膜
[00:14:10.900 --> 00:14:13.300]  合成一個回膜這個字
[00:14:13.300 --> 00:14:16.180]  又是用Ahad這個字
[00:14:16.180 --> 00:14:18.940]  所以我們所信的
[00:14:18.940 --> 00:14:22.540]  獨一的神其實是有合一
[00:14:22.540 --> 00:14:24.500]  是有一字的意思
[00:14:24.500 --> 00:14:27.660]  絕對是和我們相信三位一體的神
[00:14:27.660 --> 00:14:29.340]  是沒有矛盾
[00:14:29.340 --> 00:14:34.900]  而且是非常之一致
[00:14:34.900 --> 00:14:37.780]  經文告訴我們
[00:14:37.780 --> 00:14:40.700]  六章五節《生命記》
[00:14:40.700 --> 00:14:45.500]  說要盡心盡性盡力愛耶和華
[00:14:45.500 --> 00:14:49.860]  讀這節的經文可能有很多人覺得很驚訝
[00:14:49.860 --> 00:14:53.820]  神可以命令一個人去愛他嗎?
[00:14:53.820 --> 00:14:56.740]  你說愛是感情來的
[00:14:56.740 --> 00:14:59.020]  要麼有要麼沒有
[00:14:59.020 --> 00:15:03.140]  為何神可以命令一個人去愛他這麼奇怪
[00:15:03.140 --> 00:15:05.100]  聖經不是這樣說的
[00:15:05.100 --> 00:15:07.140]  聖經說愛是甚麼
[00:15:07.140 --> 00:15:11.060]  愛是表達我們意志的行為
[00:15:11.060 --> 00:15:14.220]  是表達我們意志的行為
[00:15:14.220 --> 00:15:17.980]  每一個人,你說我愛一個人
[00:15:17.980 --> 00:15:20.780]  但你完全沒有行動,完全沒有行為
[00:15:20.780 --> 00:15:22.940]  你是不是真的愛這個人?
[00:15:22.940 --> 00:15:24.780]  當然不是
[00:15:24.780 --> 00:15:27.100]  甚至你如果真的愛的話
[00:15:27.100 --> 00:15:29.500]  你一定會有行動
[00:15:29.500 --> 00:15:33.180]  你願意為這個人去做很多事
[00:15:33.180 --> 00:15:35.740]  甚至當你自己覺得
[00:15:35.740 --> 00:15:39.380]  我的感覺不是那麼好,我不是那麼舒服
[00:15:39.380 --> 00:15:43.500]  你仍然願意為這個人去工作
[00:15:43.500 --> 00:15:45.220]  願意為他有行動
[00:15:45.220 --> 00:15:47.540]  為甚麼?因為你愛他
[00:15:47.540 --> 00:15:49.340]  很多時我們會怎樣?
[00:15:49.340 --> 00:15:51.940]  起床,哎呀,不是很舒服
[00:15:51.940 --> 00:15:54.300]  今天不回去敬拜了
[00:15:54.300 --> 00:15:56.740]  如果是這樣,我們就要問問自己
[00:15:56.740 --> 00:16:00.260]  我們是否真真正正愛我們這位神
[00:16:00.260 --> 00:16:01.980]  我們也說過
[00:16:01.980 --> 00:16:06.500]  做僕人和做神兒女身份的不同
[00:16:06.500 --> 00:16:09.940]  記不記得我們介紹的時候說過
[00:16:09.940 --> 00:16:13.900]  猶太人好像仍然在埃及做僕人
[00:16:13.900 --> 00:16:17.180]  在侍奉法老王一樣
[00:16:17.180 --> 00:16:20.300]  你猜他們侍奉法老王會不會愛法老王?
[00:16:20.300 --> 00:16:21.900]  當然不愛
[00:16:21.900 --> 00:16:24.020]  他們是做僕人的
[00:16:24.020 --> 00:16:26.180]  你鞭他一下他就動一動
[00:16:26.180 --> 00:16:28.300]  你踢他一腳他就走一步
[00:16:28.300 --> 00:16:31.540]  你不鞭不打不踢的話他就不動
[00:16:31.540 --> 00:16:33.380]  他就甚麼都不做
[00:16:33.380 --> 00:16:36.580]  但你說我們是神的兒女
[00:16:36.580 --> 00:16:39.380]  我們因為愛我們的阿爸父
[00:16:39.380 --> 00:16:40.940]  就很不同了
[00:16:40.940 --> 00:16:43.020]  我們是會有行動的
[00:16:43.020 --> 00:16:45.420]  我們會自動獻殷勤的
[00:16:45.420 --> 00:16:47.620]  見到有甚麼事需要去做
[00:16:47.620 --> 00:16:49.220]  我們就會去做
[00:16:49.220 --> 00:16:52.940]  不會像被人被迫一樣
[00:16:52.940 --> 00:16:54.500]  經文告訴我們
[00:16:54.500 --> 00:16:56.860]  盡心盡性盡力
[00:16:56.860 --> 00:16:58.700]  又有人問
[00:16:58.700 --> 00:17:03.060]  盡心盡性盡力代表內在
[00:17:03.060 --> 00:17:06.500]  代表內在的哪幾個功能?
[00:17:06.500 --> 00:17:09.500]  盡心盡性盡力
[00:17:09.500 --> 00:17:12.060]  其實我們不需要那麼執著
[00:17:12.060 --> 00:17:13.580]  有很多經文
[00:17:13.580 --> 00:17:16.140]  例如《新命記》四章二十九節
[00:17:16.140 --> 00:17:17.900]  十章十二節
[00:17:17.900 --> 00:17:20.820]  或者《若書雅記》二十二章五節
[00:17:20.820 --> 00:17:23.660]  都告訴我們要盡心盡性
[00:17:23.660 --> 00:17:25.100]  沒有盡力
[00:17:25.100 --> 00:17:26.660]  只有兩樣
[00:17:26.660 --> 00:17:28.500]  但亦有很多經文
[00:17:28.500 --> 00:17:31.020]  例如《馬克福音》十二章三十節
[00:17:31.020 --> 00:17:33.540]  和《路加福音》十章二十七節
[00:17:33.540 --> 00:17:37.060]  除了盡心盡性盡力之外還會怎樣?
[00:17:37.060 --> 00:17:39.260]  加多盡義
[00:17:39.260 --> 00:17:41.500]  所以有些是盡心盡性
[00:17:41.500 --> 00:17:44.020]  有些是盡心盡性盡力
[00:17:44.020 --> 00:17:47.260]  有些是盡心盡性盡力盡義
[00:17:47.260 --> 00:17:48.820]  不需要那麼執著
[00:17:48.820 --> 00:17:50.580]  其實所講的是甚麼?
[00:17:50.580 --> 00:17:53.060]  是我們內裡的一切
[00:17:53.060 --> 00:17:57.580]  就好像詩人在詩篇一百零三篇第一節
[00:17:57.580 --> 00:17:59.860]  說「凡在我裡面的
[00:17:59.860 --> 00:18:03.060]  都要稱頌他的姓名」
[00:18:03.060 --> 00:18:07.940]  「凡在我們裡面的都要去愛神」
[00:18:07.940 --> 00:18:11.580]  這就是這經文的意思
[00:18:11.580 --> 00:18:19.260]  《生命記錄》六節又很有趣
[00:18:19.260 --> 00:18:20.500]  這節的經文說
[00:18:20.500 --> 00:18:23.540]  「我今日所吩咐你的話
[00:18:23.540 --> 00:18:25.820]  都要記在心上」
[00:18:25.820 --> 00:18:29.260]  對我們中國人來說就不會有問題
[00:18:29.260 --> 00:18:32.500]  因為我們時時都說「記在心上」
[00:18:32.500 --> 00:18:35.020]  我們喜歡的人叫甚麼?
[00:18:35.020 --> 00:18:36.660]  「心上人」
[00:18:36.660 --> 00:18:38.700]  所以對我們來說
[00:18:38.700 --> 00:18:43.140]  「心上」絕對不會有疑問
[00:18:43.140 --> 00:18:45.060]  猶太人就不同了
[00:18:45.060 --> 00:18:47.020]  猶太人會問
[00:18:47.020 --> 00:18:48.940]  「為何這麼奇怪?拉比」
[00:18:48.940 --> 00:18:50.780]  有人會問拉比
[00:18:50.780 --> 00:18:52.940]  「為何這麼奇怪?這節的經文
[00:18:52.940 --> 00:18:57.100]  是記在心上而不是記在心中?」
[00:18:57.100 --> 00:18:59.100]  你猜拉比會怎樣說?
[00:18:59.100 --> 00:19:01.060]  拉比會回答他
[00:19:01.060 --> 00:19:03.220]  「不是人的能力
[00:19:03.220 --> 00:19:06.660]  能夠將神的話語放在自己的心裡
[00:19:06.660 --> 00:19:08.180]  我們能夠做得到的
[00:19:08.180 --> 00:19:13.620]  只不過是將神的話語放在我們心的上方」
[00:19:13.620 --> 00:19:15.140]  那是甚麼意思?
[00:19:15.140 --> 00:19:17.460]  當你心碎時會怎樣?
[00:19:17.460 --> 00:19:19.620]  當你心碎時一裂開
[00:19:19.620 --> 00:19:22.340]  神的話語就滲透下去
[00:19:22.340 --> 00:19:25.820]  很高深
[00:19:25.820 --> 00:19:28.540]  很高深可能還有人聽不明白
[00:19:28.540 --> 00:19:33.460]  又有另外一個拉比,將兩個拉比的故事放在一起就很清楚了
[00:19:33.460 --> 00:19:35.620]  這個拉比叫Hasidic
[00:19:35.620 --> 00:19:38.980]  Hasidic是古代猶太人的拉比
[00:19:38.980 --> 00:19:42.940]  有一天Hasidic在自己的工作室讀書
[00:19:42.940 --> 00:19:45.580]  突然間他的學生走過
[00:19:45.580 --> 00:19:48.300]  看到這個拉比走過去
[00:19:48.300 --> 00:19:50.220]  一時感動
[00:19:50.220 --> 00:19:53.940]  「我愛你啊,拉比,我好愛你」
[00:19:53.940 --> 00:19:57.780]  那個拉比一聽見就馬上扔下那本書
[00:19:57.780 --> 00:20:00.940]  很正經地看著那個學生
[00:20:00.940 --> 00:20:04.860]  「你知不知道甚麼令我傷心?」
[00:20:04.860 --> 00:20:08.220]  那個學生被他說得一頭霧水
