
[00:00:00.000 --> 00:00:04.320]  今日主席曹東嘅討聞好道地
[00:03:08.560 --> 00:03:13.720]  突然間呢即係一萬五千其實佢哋超過佢哋四分一㗎喇已經
[00:03:13.720 --> 00:03:17.200]  難怪呢就引起民怨嘅
[00:03:17.200 --> 00:03:21.000]  佢哋對政府嘅移民政策呢就好不滿
[00:03:21.000 --> 00:03:26.400]  所以呢當呢啲海地人食貓狗呢啲嘅信息
[00:03:26.400 --> 00:03:32.440]  傳出嚟之後呢就同佢哋心中嗰啲嘅怨憤就產生共鳴
[00:03:32.440 --> 00:03:40.640]  咁於是呢即係呢啲嘅消息呢就更加呢係廣泛被傳開去越炒越烈
[00:03:40.640 --> 00:03:46.640]  有候選人呢甚至呢就係即係發佈呢啲嘅貓圖
[00:03:46.640 --> 00:03:49.840]  出貓呀即係出貓圖
[00:03:49.840 --> 00:03:53.320]  咁呢嚟到佢搏取選民嘅同情
[00:03:53.320 --> 00:03:56.680]  不過呢啲都係AI生成嘅
[00:03:56.680 --> 00:03:59.440]  即係都係fake news喇
[00:03:59.440 --> 00:04:05.320]  喺呢一次選舉裏面呢的確呢就有充斥咗呢好多嘅假資訊
[00:04:05.320 --> 00:04:10.200]  唔單止社交媒體嗰度呢有呢啲嘅假圖假片
[00:04:10.200 --> 00:04:14.000]  而家有圖都未必有真相㗎
[00:04:14.000 --> 00:04:15.360]  咁呢仲有呢
[00:04:15.360 --> 00:04:21.120]  聊天機械人呢亦都真係發佈好多嘅虛假嘅選舉資訊
[00:04:21.120 --> 00:04:24.600]  甚至呢現任總統拜登呀
[00:04:24.600 --> 00:04:26.600]  都打電話畀啲選民
[00:04:26.600 --> 00:04:30.080]  叫啲選民呢就唔好去投票呀
[00:04:30.080 --> 00:04:33.440]  咁點知呢連呢個拜登其實都係AI嚟㗎
[00:04:33.440 --> 00:04:35.560]  即係呢個打電話嘅
[00:04:35.560 --> 00:04:38.800]  其實都係AI嚟㗎
[00:04:38.800 --> 00:04:44.760]  選民投票嘅意向會唔會受到呢啲虛假嘅資訊嚟到影響呢
[00:04:44.760 --> 00:04:46.800]  呢個問題其實都幾複雜嘅
[00:04:46.800 --> 00:04:50.880]  就唔係我哋呢啲凡夫俗子呢係可以分析得到㗎
[00:04:50.880 --> 00:04:52.440]  咁你只不過呢
[00:04:52.440 --> 00:04:56.120]  今日呢我想講嘅就係呢
[00:04:56.120 --> 00:04:58.680]  假資訊固然呢
[00:04:58.680 --> 00:05:02.280]  係會令人產生誤解
[00:05:02.280 --> 00:05:03.880]  不過呢
[00:05:03.880 --> 00:05:07.280]  就算係真實嘅
[00:05:07.280 --> 00:05:09.560]  資訊呢其實都一樣呢
[00:05:09.560 --> 00:05:13.120]  未必會帶嚟理想嘅效果
[00:05:13.120 --> 00:05:16.600]  我哋睇下耶穌嘅門徒呢就係咁樣
[00:05:16.600 --> 00:05:21.120]  今日呢我呢邊度就會繼續呢按照住我哋一路呢講緊嘅
[00:05:21.120 --> 00:05:28.280]  門徒點樣回應呼召呢個嘅進路嚟到去睇呢段經文
[00:05:28.280 --> 00:05:33.160]  剛才主席同埋我哋大家一齊讀嘅呢段經文呢
[00:05:33.160 --> 00:05:35.460]  就係
[00:05:35.460 --> 00:05:40.560]  兩兄弟 佢哋係西比泰嘅兒子亞國同埋約翰
[00:05:40.560 --> 00:05:42.360]  其實係兩兄弟嚟㗎
[00:05:42.360 --> 00:05:45.960]  佢哋嚟到耶穌嘅面前就作出一個要求
[00:05:45.960 --> 00:05:51.600]  呢個要求呢就係要求耶穌將來建立榮耀嘅國度嘅時候呢
[00:05:51.600 --> 00:05:55.680]  要留返兩個位畀佢哋一個喺左邊一個喺右邊
[00:05:55.680 --> 00:05:59.280]  咁即係好似我哋今日嗰啲左右互發咁樣
[00:05:59.280 --> 00:06:01.060]  即係呢啲正位
[00:06:01.060 --> 00:06:02.340]  點樣正法呀
[00:06:02.340 --> 00:06:06.960]  一人之下萬人之上囉一人就係耶穌
[00:06:06.960 --> 00:06:11.040]  喺耶穌之下萬人之上
[00:06:11.040 --> 00:06:13.360]  耶穌當時點樣去回應呢
[00:06:13.360 --> 00:06:17.720]  耶穌話 你們不知到所求的是什麼
[00:06:17.720 --> 00:06:19.760]  即係話你其實你都唔知自己講嘅咩嘢
[00:06:19.760 --> 00:06:22.320]  你真係不知所謂
[00:06:22.320 --> 00:06:27.960]  點解耶穌會咁決絕即係全盤嘅嚟到去否定佢哋呢
[00:06:27.960 --> 00:06:33.080]  而家呢我就想同大家先嚟到去睇下呢段經文嘅上文先
[00:06:33.080 --> 00:06:36.400]  咁呢就係32至到34節呢一段
[00:06:36.400 --> 00:06:37.420]  咁呀
[00:06:37.420 --> 00:06:38.700]  我哋一齊讀呀
[00:06:38.700 --> 00:06:44.840]  他們行路上耶路撒冷去 耶穌在前頭走
[00:06:44.840 --> 00:06:46.900]  門徒就稀奇
[00:06:46.900 --> 00:06:49.720]  跟從他的人也害怕
[00:06:49.720 --> 00:06:53.300]  耶穌又叫過十二個門徒來
[00:06:53.300 --> 00:06:58.420]  把自己將要遭遇的事告訴他們說
[00:06:58.420 --> 00:07:02.000]  看啊 我們上耶路撒冷去
[00:07:02.000 --> 00:07:06.860]  人子將要被交給祭司長和民事
[00:07:06.860 --> 00:07:09.680]  他們要定他死罪
[00:07:09.680 --> 00:07:11.720]  交給外邦人
[00:07:11.720 --> 00:07:14.040]  他們要利弄他
[00:07:14.040 --> 00:07:16.840]  抱唐沒在他臉上
[00:07:16.840 --> 00:07:18.380]  鞭打他
[00:07:18.380 --> 00:07:19.660]  殺害他
[00:07:19.660 --> 00:07:24.020]  過了三天他要復活
[00:07:24.020 --> 00:07:29.060]  當時呢耶穌就同緊啲門徒呢係行上去耶路撒冷
[00:07:29.060 --> 00:07:32.720]  咁喺呢途中呢一路行呢就一路嚟到同佢哋講
[00:07:32.720 --> 00:07:34.520]  耶穌講乜嘢呀
[00:07:34.520 --> 00:07:36.560]  就係預言自己
[00:07:36.560 --> 00:07:37.840]  將要死
[00:07:37.840 --> 00:07:40.660]  並且呢死後第三日復活
[00:07:40.660 --> 00:07:46.040]  根據《馬可福音》嘅記載呢大家知唔知道耶穌今次係第幾次
[00:07:46.040 --> 00:07:49.880]  嚟到去預言自己將要死呀
[00:07:49.880 --> 00:07:52.440]  我哋可以睇下
[00:07:52.440 --> 00:07:54.240]  呢一個圖呢
[00:07:54.240 --> 00:07:56.280]  即係我就列咗出嚟呢
[00:07:56.280 --> 00:08:00.620]  第一次就係喺《馬可福音》嘅八章嗰度去記載㗎
[00:08:00.620 --> 00:08:03.840]  咁當時佢哋呢就係行緊去一個呢叫做
[00:08:03.840 --> 00:08:06.600]  蓋薩利亞肥臘比嘅地方
[00:08:06.600 --> 00:08:08.660]  又係呢一路行一路講
[00:08:08.660 --> 00:08:11.720]  咁耶穌就係講咗佢將要死嘅事
[00:08:11.720 --> 00:08:14.300]  而當時門徒有咩反應呢
[00:08:14.300 --> 00:08:17.540]  門徒呢其實就冇反應就唯獨得一個人
[00:08:17.540 --> 00:08:18.900]  成日呢都係
[00:08:18.900 --> 00:08:23.240]  講先嘅或者係有咩就出頭嗰個彼得
[00:08:23.240 --> 00:08:28.120]  彼得當時呢都唔係講嘢啲咪即情拉住耶穌喎
[00:08:28.120 --> 00:08:31.700]  拉住佢點解要拉住佢呀
[00:08:31.700 --> 00:08:37.080]  相信佢呢個動作就表示呢佢唔想耶穌去送死
[00:08:37.080 --> 00:08:42.720]  咁呢個呢就係第一次耶穌嘅預言
[00:08:42.720 --> 00:08:47.060]  好啦第二次呢就記載喺《馬可福音》嘅第九節
[00:08:47.060 --> 00:08:49.620]  呢次呢又係一路行一路講㗎
[00:08:49.620 --> 00:08:51.920]  耶穌都好鍾意一路行一路講嘢
[00:08:51.920 --> 00:08:53.720]  咁呢就係佢
[00:08:53.720 --> 00:08:56.280]  要去加伯隆途中
[00:08:56.280 --> 00:08:57.560]  耶穌又講
[00:08:57.560 --> 00:09:00.380]  又預言呢自己將要死
[00:09:00.380 --> 00:09:02.940]  今次呢經文妙術
[00:09:02.940 --> 00:09:05.760]  嗰啲門徒嘅反應就係佢哋不明白
[00:09:05.760 --> 00:09:07.560]  又不敢問
[00:09:07.560 --> 00:09:10.020]  即係佢哋唔係好明白
[00:09:10.020 --> 00:09:11.640]  煞下煞下咁樣
[00:09:11.640 --> 00:09:14.720]  但係又唔敢開口嚟到問耶穌喎
[00:09:14.720 --> 00:09:18.560]  咁呀轉下頭呢仲喺度爭做大佬添
[00:09:18.560 --> 00:09:22.140]  爭論誰為大
[00:09:22.140 --> 00:09:24.700]  咁呢次呢就係第二次
[00:09:24.700 --> 00:09:25.480]  好啦
[00:09:25.480 --> 00:09:30.080]  第三次就係我哋剛才讀嘅經文喇第十節嗰度
[00:09:30.080 --> 00:09:33.000]  佢哋就係行緊去耶路撒冷嘅途中
[00:09:33.000 --> 00:09:36.220]  耶穌又預言佢要死
[00:09:36.220 --> 00:09:38.540]  咁跟住就係我哋頭先讀嗰段經文喇
[00:09:38.540 --> 00:09:40.060]  呢個雅各約翰呢
[00:09:40.060 --> 00:09:41.860]  就嚟到求耶穌呢
[00:09:41.860 --> 00:09:45.180]  係即係留兩個位畀佢哋
[00:09:45.180 --> 00:09:49.020]  咁其實嗰度唔係淨係講佢兩個人
[00:09:49.020 --> 00:09:52.360]  仲講埋呢經文第
[00:09:52.360 --> 00:09:54.400]  第41節嗰度講到呢
[00:09:54.400 --> 00:10:00.540]  嗰十個門徒聽見就怒怒雅各約翰
[00:10:00.540 --> 00:10:02.340]  怒怒即係好嬲啦
[00:10:02.340 --> 00:10:06.440]  咁點解嗰十個門徒會咁嬲呢
[00:10:06.440 --> 00:10:09.760]  你可以想像佢十個門徒梗係諗緊
[00:10:09.760 --> 00:10:12.580]  你兩個衰仔
[00:10:12.580 --> 00:10:14.620]  起我哋未住
[00:10:14.620 --> 00:10:16.920]  走後門去求耶穌
[00:10:16.920 --> 00:10:18.200]  博上位
[00:10:18.200 --> 00:10:23.060]  咁衰嘅你哋 佢哋就係應該係咁嘅想法嘅
[00:10:23.060 --> 00:10:26.520]  點解 其實我哋可以想像嗰十個係咁
[00:10:26.520 --> 00:10:30.740]  加埋呢兩個 其實十二門徒都係一啖啖
[00:10:30.740 --> 00:10:31.760]  都係呢
[00:10:31.760 --> 00:10:34.580]  心裏面就好想爭做大佬
[00:10:34.580 --> 00:10:36.880]  上位
[00:10:36.880 --> 00:10:39.700]  明明耶穌話自己將要死啦
[00:10:39.700 --> 00:10:42.260]  咁你係咪應該好喊曬先係㗎嘛
[00:10:42.260 --> 00:10:45.080]  點解呢十二個人
[00:10:45.080 --> 00:10:50.200]  跟住耶穌咁耐竟然個反應就係諗住點樣上位
[00:10:50.200 --> 00:10:53.280]  到底佢哋諗緊啲咩嘅呢
[00:10:53.280 --> 00:10:57.360]  佢哋係咪真係唔明白耶穌講咩呢
[00:10:57.360 --> 00:10:58.400]  我想問你
[00:10:58.400 --> 00:11:01.980]  你明唔明白耶穌講咩呀頭先嗰段
[00:11:01.980 --> 00:11:04.540]  明呀 其實唔係難理解㗎
[00:11:04.540 --> 00:11:07.860]  耶穌話將要被殺咋嘛 去到耶路撒冷嗰度
[00:11:07.860 --> 00:11:10.160]  畀嗰啲嘅宗教領袖
[00:11:10.160 --> 00:11:13.500]  就攻擊佢 即係會殺害佢 死後第三日復活
[00:11:13.500 --> 00:11:15.540]  一個好清楚嘅訊息
[00:11:15.540 --> 00:11:20.920]  佢哋照計唔應該係唔明白㗎
[00:11:20.920 --> 00:11:22.700]  如果佢哋真係唔明嘅
[00:11:22.700 --> 00:11:24.540]  咁耶穌第一次預言嘅時候
[00:11:24.540 --> 00:11:26.560]  彼得就唔會拉住佢啦
[00:11:26.560 --> 00:11:30.640]  拉住佢即係其實係知道耶穌要死
[00:11:30.640 --> 00:11:33.200]  但係點解佢哋會咁嘅反應呀
[00:11:33.200 --> 00:11:35.260]  我哋不妨想像一下
[00:11:35.260 --> 00:11:39.600]  門徒當時跟隨咗耶穌幾耐呀
[00:11:39.600 --> 00:11:41.140]  三年幾呀
[00:11:41.140 --> 00:11:43.700]  跟隨咗耶穌三年幾
[00:11:43.700 --> 00:11:47.020]  佢哋係睇到嗰啲宗教領袖
[00:11:47.020 --> 00:11:49.340]  即係嗰啲民事法理賽人呢
[00:11:49.340 --> 00:11:52.640]  睇到佢哋係點樣喺公開場合嗰度
[00:11:52.640 --> 00:11:54.460]  嚟到去挑戰耶穌
[00:11:54.460 --> 00:11:57.780]  亦都睇到佢哋係點樣切局
[00:11:57.780 --> 00:11:59.820]  一而再咁樣切局呢
[00:11:59.820 --> 00:12:03.160]  嚟到去陷害耶穌
[00:12:03.160 --> 00:12:04.180]  而且呢
[00:12:04.180 --> 00:12:07.000]  耶路撒冷係一個咩地方呀
[00:12:07.000 --> 00:12:11.860]  係一個宗教同埋政治嘅中心
[00:12:11.860 --> 00:12:15.200]  喺嗰度就有呢啲宗教領袖
[00:12:15.200 --> 00:12:17.500]  即係背後撐腰嘅
[00:12:17.500 --> 00:12:20.940]  即係呢啲宗教領袖背後邊個撐佢哋腰呀
[00:12:20.940 --> 00:12:23.120]  就係大祭司啦
[00:12:23.120 --> 00:12:24.400]  工會啦
[00:12:24.400 --> 00:12:26.460]  猶太嘅工會呀
[00:12:26.460 --> 00:12:27.740]  仲有喎
[00:12:27.740 --> 00:12:32.340]  佢哋可以走去求比拉多呢個巡撫
[00:12:32.340 --> 00:12:33.880]  羅馬人嘅官
[00:12:33.880 --> 00:12:35.920]  嚟到去幫助佢哋
[00:12:35.920 --> 00:12:41.300]  咁所以耶路撒冷其實係一個宗教同埋政治嘅中心
[00:12:41.300 --> 00:12:44.380]  耶穌帶住啲門徒上去其實呢
[00:12:44.380 --> 00:12:46.940]  係一件危險嘅事
[00:12:46.940 --> 00:12:50.780]  我哋可以切身處地諗下
[00:12:50.780 --> 00:12:55.100]  門徒其實曾經見過耶穌行過好多嘅神蹟
[00:12:55.100 --> 00:12:57.700]  又醫病又趕鬼又五餅二魚
[00:12:57.700 --> 00:12:59.740]  嚟到去餵飽幾多人呀
[00:12:59.740 --> 00:13:01.020]  五千人
[00:13:01.020 --> 00:13:02.540]  其實唔係一次喎
[00:13:02.540 --> 00:13:05.360]  馬太夫音嗰度呢描述有兩次
[00:13:05.360 --> 00:13:07.420]  另一次餵飽呢四千人
[00:13:07.420 --> 00:13:09.460]  其實淨係男人嘅咋喎佢哋計
[00:13:09.460 --> 00:13:12.780]  都未計啲婦女同埋小朋友
[00:13:12.780 --> 00:13:14.840]  咁其實係數以萬計
[00:13:14.840 --> 00:13:16.620]  甚至可能係數以十萬計嘅人呢
[00:13:16.620 --> 00:13:19.440]  即係嚟到去經歷過
[00:13:19.440 --> 00:13:20.720]  接受過
[00:13:20.720 --> 00:13:25.580]  耶穌嘅神蹟嘅幫助
[00:13:25.580 --> 00:13:28.140]  其實跟著一個咁好嘅大佬
[00:13:28.140 --> 00:13:29.940]  其實就冇死㗎
[00:13:29.940 --> 00:13:32.760]  難怪喺讓福音第六章嗰度
[00:13:32.760 --> 00:13:35.060]  彼得曾經對耶穌話
[00:13:35.060 --> 00:13:37.880]  在你有永生之道
[00:13:37.880 --> 00:13:40.440]  我們還跟從誰呢
[00:13:40.440 --> 00:13:42.740]  即係其實你想像佢當時就話
[00:13:42.740 --> 00:13:44.800]  你有你做我哋大佬
[00:13:44.800 --> 00:13:46.580]  我哋仲跟邊個呢
[00:13:46.580 --> 00:13:48.120]  我哋唔使跟呀
[00:13:48.120 --> 00:13:51.200]  其實就係咁嘅意思
[00:13:51.200 --> 00:13:55.040]  但係呢而家耶穌竟然係一而再
[00:13:55.040 --> 00:13:57.840]  嚟到去預言自己會被殺
[00:13:57.840 --> 00:13:59.380]  致死
[00:13:59.380 --> 00:14:00.660]  咁你諗下
[00:14:00.660 --> 00:14:02.720]  門徒當時就會諗
[00:14:02.720 --> 00:14:06.820]  咁點算呢我哋將來點樣呀
[00:14:06.820 --> 00:14:08.060]  可能佢哋會諗就係
[00:14:08.060 --> 00:14:10.660]  喂耶穌你係咪幾人休天呀
[00:14:10.660 --> 00:14:15.020]  你咁勁咁有法力咁powerful
[00:14:15.020 --> 00:14:18.080]  咁你使咩驚呀
[00:14:18.080 --> 00:14:21.160]  可能耶穌你係咪幾人休天呀
[00:14:21.160 --> 00:14:23.980]  又或者佢哋會諗
[00:14:23.980 --> 00:14:26.540]  耶穌行咗咁多嘅神蹟
[00:14:26.540 --> 00:14:31.140]  有咁廣大嘅民眾嘅支持
[00:14:31.140 --> 00:14:32.820]  只要佢振臂一呼
[00:14:32.820 --> 00:14:34.460]  咁就一呼百應啦
[00:14:34.460 --> 00:14:37.280]  即係大家都會擁戴佢做王呀
[00:14:37.280 --> 00:14:38.820]  咁使咩驚呢
[00:14:38.820 --> 00:14:41.380]  我呢個唔係空口講白話
[00:14:41.380 --> 00:14:42.920]  事實上呢
[00:14:42.920 --> 00:14:45.720]  耶穌跟住冇幾耐之後呢
[00:14:45.720 --> 00:14:48.280]  佢就會騎路進入耶路撒冷
[00:14:48.280 --> 00:14:50.340]  當時嘅情景係點呀
[00:14:50.340 --> 00:14:53.140]  嗰啲民眾就係咁樣夾到
[00:14:53.140 --> 00:14:54.680]  嚟到去歡迎佢
[00:14:54.680 --> 00:14:55.960]  歡呼
[00:14:55.960 --> 00:14:59.040]  即係真係好似擁戴佢做王咁嘅
[00:14:59.040 --> 00:15:05.440]  當時係好有氣勢嘅
[00:15:05.440 --> 00:15:08.000]  不過我哋都要明白呢
[00:15:08.000 --> 00:15:09.800]  啲門徒都唔係一舊飯嘅
[00:15:09.800 --> 00:15:12.600]  佢哋都識得審時度勢
[00:15:12.600 --> 00:15:14.660]  雖然耶穌係咁勁
[00:15:14.660 --> 00:15:18.240]  但係佢哋都明白呢當中呢係危險嘅
[00:15:18.240 --> 00:15:20.040]  佢哋會諗嘅就係
[00:15:20.040 --> 00:15:24.140]  如果我哋而家得唔到啲咩嘅承諾
[00:15:24.140 --> 00:15:25.400]  冇渣拿
[00:15:25.400 --> 00:15:27.460]  咁我就貿貿然跟耶穌
[00:15:27.460 --> 00:15:29.760]  就係走去耶路撒冷呀
[00:15:29.760 --> 00:15:31.040]  就係走去送死
[00:15:31.040 --> 00:15:34.120]  咁豈不是好蠢咩
[00:15:34.120 --> 00:15:36.160]  所以喺呢個時候
[00:15:36.160 --> 00:15:38.480]  佢哋要攞返啲渣拿
[00:15:38.480 --> 00:15:39.240]  就係呢
[00:15:39.240 --> 00:15:40.260]  除非
[00:15:40.260 --> 00:15:41.540]  即係耶穌你
[00:15:41.540 --> 00:15:44.100]  將來呢留個好位畀我
[00:15:44.100 --> 00:15:46.400]  否則呢我又唔會跟你咁去死㗎
[00:15:46.400 --> 00:15:50.760]  可能佢哋有咁樣嘅想法
[00:15:50.760 --> 00:15:53.160]  所以我哋睇到唔單止嗰十個門徒
[00:15:53.160 --> 00:15:56.380]  瓦割約翰就更加古惑添喇
[00:15:56.380 --> 00:15:58.680]  走後門要求耶穌呢
[00:15:58.680 --> 00:16:00.480]  即係畀位佢
[00:16:00.480 --> 00:16:03.040]  講到呢兩兄弟呢
[00:16:03.040 --> 00:16:04.320]  佢哋
[00:16:04.320 --> 00:16:06.360]  亦都呢唔係泛泛之輩
[00:16:06.360 --> 00:16:09.800]  佢哋呢從耶穌出道開始呢就跟隨耶穌
[00:16:09.800 --> 00:16:11.220]  跟咗三年記
[00:16:11.220 --> 00:16:12.760]  論之排輩呢
[00:16:12.760 --> 00:16:15.320]  佢都唔會呢低得過呢另外
[00:16:15.320 --> 00:16:16.860]  即係嗰十個門徒嘅
[00:16:16.860 --> 00:16:19.680]  仲有記唔記得我上次講到
[00:16:19.680 --> 00:16:21.260]  講登山補訓嘅時候
[00:16:21.260 --> 00:16:24.040]  講到耶穌帶幾多個門徒上山呀
[00:16:24.040 --> 00:16:25.060]  三個
[00:16:25.060 --> 00:16:26.600]  就係彼得約翰
[00:16:26.600 --> 00:16:28.400]  同埋瓦割
[00:16:28.400 --> 00:16:29.680]  咁所以呢
[00:16:29.680 --> 00:16:33.520]  瓦割約翰都係喺呢個三人小組裏面嘅
[00:16:33.520 --> 00:16:35.560]  喺呢個三人小組裏面呢
[00:16:35.560 --> 00:16:39.640]  佢哋兩兄弟 所謂兄弟同心
[00:16:39.640 --> 00:16:41.440]  其利斷金
[00:16:41.440 --> 00:16:44.520]  咁所以呢個彼得呢就蝕底啲佢得一個人
[00:16:44.520 --> 00:16:47.600]  其實佢都有兄弟喎佢兄弟係邊個
[00:16:47.600 --> 00:16:48.860]  安德烈
[00:16:48.860 --> 00:16:51.940]  咁可能安德烈呢就喺安德烈堂嗰度呢
[00:16:51.940 --> 00:16:54.240]  就冇冇嚟呢個三人小組呀
[00:16:54.240 --> 00:16:57.320]  咁喺呢個三人小組裏面二對一
[00:16:57.320 --> 00:16:59.100]  兩兄弟咪就諗住
[00:16:59.100 --> 00:17:02.180]  我哋點都佔大份呀係咪呀
[00:17:02.180 --> 00:17:05.760]  咁所以呢佢哋就諗到呢
[00:17:05.760 --> 00:17:06.780]  要咁樣做
[00:17:06.780 --> 00:17:08.060]  向耶穌呢
[00:17:08.060 --> 00:17:10.880]  兜個圈呀私底下向佢
[00:17:10.880 --> 00:17:11.900]  求
[00:17:11.900 --> 00:17:14.720]  求公明呀
[00:17:14.720 --> 00:17:18.040]  喺咁樣嘅背景底下佢哋有咁嘅要求
[00:17:18.040 --> 00:17:21.120]  其實呢都係無可厚非
[00:17:21.120 --> 00:17:24.200]  所以聖經話佢哋不知道呢
[00:17:24.200 --> 00:17:27.780]  其實就唔係因為耶穌講得唔清楚
[00:17:27.780 --> 00:17:30.340]  或者佢哋接收咗啲fake news
[00:17:30.340 --> 00:17:34.180]  一啲虛假資訊呀唔係呀
[00:17:34.180 --> 00:17:35.980]  而係呢
[00:17:35.980 --> 00:17:40.080]  佢哋心中另有所圖
[00:17:40.080 --> 00:17:43.140]  佢哋有自己嘅想法
[00:17:43.140 --> 00:17:47.760]  佢哋嘅想法係乜嘢呢
[00:17:47.760 --> 00:17:51.340]  就係諗下自己嘅前途囉
[00:17:51.340 --> 00:17:55.440]  諗下點樣呢嚟到去上位去向上爬
[00:17:55.440 --> 00:17:59.540]  為自己嚟到爭取最大嘅利益
[00:17:59.540 --> 00:18:03.620]  其實佢哋真係唔係想跟耶穌去死㗎
[00:18:03.620 --> 00:18:05.420]  佢哋根本就抗拒呢件事
[00:18:05.420 --> 00:18:06.760]  佢哋唔相信耶穌會死
[00:18:06.760 --> 00:18:12.080]  更加呢唔會呢想呢同耶穌一齊去死
[00:18:12.080 --> 00:18:15.400]  啲門徒嘅想法係咪好到地呀
[00:18:15.400 --> 00:18:17.460]  都係人之常情呀係咪
[00:18:17.460 --> 00:18:20.520]  所謂人不畏己就點呢
[00:18:20.520 --> 00:18:22.060]  天誅地滅
[00:18:22.060 --> 00:18:23.860]  咁所以佢哋諗自己
[00:18:23.860 --> 00:18:27.180]  呢個呢都係常有㗎
[00:18:27.180 --> 00:18:31.280]  好啦咁耶穌嘅回應又係點呢
[00:18:31.280 --> 00:18:34.080]  咁佢除咗話佢哋不知所謂之外啦
[00:18:34.080 --> 00:18:37.160]  耶穌就話我所喝嘅杯
[00:18:37.160 --> 00:18:38.960]  你門能喝嗎
[00:18:38.960 --> 00:18:42.540]  我所受嘅洗你門能受嗎
[00:18:42.540 --> 00:18:43.560]  即係話呢
[00:18:43.560 --> 00:18:47.400]  我而家喝呢個杯同埋洗
[00:18:47.400 --> 00:18:50.480]  其實都係代表耶穌嘅受苦受死㗎
[00:18:50.480 --> 00:18:52.000]  耶穌嘅意思其實就話
[00:18:52.000 --> 00:18:54.320]  我而家去死呀你跟唔跟我嚟死呀
[00:18:54.320 --> 00:18:55.860]  跟唔跟我去呀咁樣
[00:18:55.860 --> 00:18:57.900]  咁啲門徒點答呀
[00:18:57.900 --> 00:18:59.440]  我門能
[00:18:59.440 --> 00:19:03.540]  幾犀利呀幾豪氣呀
[00:19:03.540 --> 00:19:05.840]  你叫佢托塔都得啦呢個時候
[00:19:05.840 --> 00:19:07.880]  咩都制啦我得
[00:19:07.880 --> 00:19:12.240]  我哋一齊開咁樣
