
[00:00:00.000 --> 00:00:09.200]  今次我回來是想完結我這個所謂女性侍奉的系列
[00:05:09.000 --> 00:05:10.000]  我們需要知道的
[00:05:10.000 --> 00:05:11.000]  以男性為中心
[00:05:11.000 --> 00:05:17.000]  但不一定完全贊成以男為上的角度
[00:05:17.000 --> 00:05:19.000]  所以第三,我們要知道
[00:05:19.000 --> 00:05:22.000]  聖經是挑戰當時的價值觀
[00:05:22.000 --> 00:05:24.000]  往往你看清楚聖經的時候
[00:05:24.000 --> 00:05:27.000]  是挑戰當時以男為上的價值觀
[00:05:27.000 --> 00:05:29.000]  或者以男為優先的價值觀
[00:05:29.000 --> 00:05:33.000]  有時候會挑戰男人
[00:05:33.000 --> 00:05:38.000]  或者當時如何去定義一個英雄
[00:05:38.000 --> 00:05:40.000]  你所謂記得福音書那裡
[00:05:40.000 --> 00:05:41.000]  講到最後的時候
[00:05:41.000 --> 00:05:44.000]  那些跟耶穌的所謂信心的英雄門徒
[00:05:44.000 --> 00:05:46.000]  最後去了哪裡?
[00:05:46.000 --> 00:05:47.000]  他們都走散了
[00:05:47.000 --> 00:05:49.000]  躲起來了
[00:05:49.000 --> 00:05:51.000]  是非常女人的事情
[00:05:51.000 --> 00:05:54.000]  有難的時候就走了
[00:05:54.000 --> 00:05:56.000]  但誰出來?
[00:05:56.000 --> 00:05:59.000]  誰在耶穌的十字架面前去看著他被釘死?
[00:05:59.000 --> 00:06:01.000]  是女人多
[00:06:01.000 --> 00:06:04.000]  並且找到空墳墓的也是女人
[00:06:04.000 --> 00:06:05.000]  所以你這樣看的時候
[00:06:05.000 --> 00:06:06.000]  用一個這樣的角度
[00:06:06.000 --> 00:06:08.000]  你就發現有些地方
[00:06:08.000 --> 00:06:12.000]  聖經是挑戰當時以男為上
[00:06:12.000 --> 00:06:13.000]  以男為英雄
[00:06:13.000 --> 00:06:16.000]  只有男人是英雄的價值觀
[00:06:16.000 --> 00:06:18.000]  第四方面就是我們曾經講過
[00:06:18.000 --> 00:06:19.000]  在聖經歷史裡面
[00:06:19.000 --> 00:06:23.000]  女性都扮演一些很定段的
[00:06:23.000 --> 00:06:24.000]  Turning Point
[00:06:24.000 --> 00:06:28.000]  一些轉捩點的角色
[00:06:28.000 --> 00:06:29.000]  沒有了她們的話
[00:06:29.000 --> 00:06:33.000]  上帝救恩的計劃是不能夠向前的
[00:06:33.000 --> 00:06:36.000]  第五就更加重要了
[00:06:36.000 --> 00:06:37.000]  所以我們每次看聖經的時候
[00:06:37.000 --> 00:06:41.000]  我們先想當時的人有些什麼背景
[00:06:41.000 --> 00:06:42.000]  如果我們不是這樣的話
[00:06:42.000 --> 00:06:45.000]  我們很多時候就當聖經是空頭支票
[00:06:45.000 --> 00:06:47.000]  我們就亂寫東西上去
[00:06:47.000 --> 00:06:49.000]  然後亂證明一些東西
[00:06:49.000 --> 00:06:52.000]  或者亂去講一些我們想聖經講的東西
[00:06:52.000 --> 00:06:54.000]  所以首先需要謙卑的人
[00:06:54.000 --> 00:06:57.000]  去明白上帝的話語
[00:06:57.000 --> 00:07:00.000]  這些方法都是重要的
[00:07:00.000 --> 00:07:02.000]  所以今天我們看羅馬書第十六章
[00:07:02.000 --> 00:07:10.000]  我們試一試去看經文
[00:07:10.000 --> 00:07:12.000]  第一個Point我想告訴大家
[00:07:12.000 --> 00:07:14.000]  一定需要看這段聖經的時候
[00:07:14.000 --> 00:07:17.000]  雖然是羅馬書的結語
[00:07:17.000 --> 00:07:19.000]  但第一樣我們需要重新思考一下
[00:07:19.000 --> 00:07:21.000]  我們有的預設
[00:07:21.000 --> 00:07:22.000]  有什麼預設呢
[00:07:22.000 --> 00:07:23.000]  譬如第十六章第七節
[00:07:23.000 --> 00:07:25.000]  這裡提到不同的名字的時候
[00:07:25.000 --> 00:07:28.000]  第七節提到有兩個人
[00:07:28.000 --> 00:07:33.000]  他說有向與我一同坐牢的親戚
[00:07:33.000 --> 00:07:34.000]  保羅這樣說
[00:07:34.000 --> 00:07:37.000]  他的親戚
[00:07:37.000 --> 00:07:43.000]  安多尼古和尤尼亞文安
[00:07:43.000 --> 00:07:44.000]  其中一些名字
[00:07:44.000 --> 00:07:48.000]  安多尼古和尤尼亞
[00:07:48.000 --> 00:07:52.000]  他們是使徒裡面有名望的
[00:07:52.000 --> 00:07:55.000]  明顯我先在基督裡面
[00:07:55.000 --> 00:07:58.000]  似乎是他們先信主的
[00:07:58.000 --> 00:07:59.000]  保羅的親戚
[00:07:59.000 --> 00:08:01.000]  有沒有聽過保羅有親戚
[00:08:01.000 --> 00:08:04.000]  我們經常覺得保羅是獨男
[00:08:04.000 --> 00:08:06.000]  但他有親戚
[00:08:06.000 --> 00:08:08.000]  他講到坐牢的親戚
[00:08:08.000 --> 00:08:09.000]  和他一同坐牢的親戚
[00:08:09.000 --> 00:08:12.000]  其中後面的名字叫尤尼古
[00:08:12.000 --> 00:08:14.000]  Julia
[00:08:14.000 --> 00:08:16.000]  Julia以我們所知
[00:08:16.000 --> 00:08:20.000]  現在所有找到當時第一世紀的文獻的話
[00:08:20.000 --> 00:08:25.000]  Julia是一個女性的名字
[00:08:25.000 --> 00:08:28.000]  保羅怎樣形容她
[00:08:28.000 --> 00:08:32.000]  他說她是使徒裡面最有名望的其中一個
[00:08:32.000 --> 00:08:34.000]  我們聽到使徒的時候
[00:08:34.000 --> 00:08:38.000]  我們就想起保羅、彼得、約翰等等
[00:08:38.000 --> 00:08:39.000]  十二使徒
[00:08:39.000 --> 00:08:42.000]  我們一定想起男人和女人
[00:08:42.000 --> 00:08:45.000]  一定是男人
[00:08:45.000 --> 00:08:50.000]  你很少聽到女士叫做使徒
[00:08:50.000 --> 00:08:52.000]  但保羅很明顯講尤尼亞
[00:08:52.000 --> 00:08:57.000]  當然之前的安多尼古是一個男人
[00:08:57.000 --> 00:08:59.000]  或者是夫婦
[00:08:59.000 --> 00:09:05.000]  但妻子尤尼亞是使徒裡面其中一個最有名望
[00:09:05.000 --> 00:09:08.000]  所以保羅就將一個女性
[00:09:08.000 --> 00:09:11.000]  來形容成為一個使徒
[00:09:11.000 --> 00:09:14.000]  並且是一個最傑出的使徒之一
[00:09:14.000 --> 00:09:16.000]  這個女性的名字是傳我所講
[00:09:16.000 --> 00:09:18.000]  但很奇怪
[00:09:18.000 --> 00:09:21.000]  很多年裡面很多世紀的翻譯本
[00:09:21.000 --> 00:09:26.000]  就將Julia這個字改成一個男人的名字
[00:09:26.000 --> 00:09:28.000]  叫做Julius
[00:09:28.000 --> 00:09:30.000]  加個s進去
[00:09:30.000 --> 00:09:32.000]  就變成一個男人的名字
[00:09:32.000 --> 00:09:35.000]  你就知道翻譯本
[00:09:35.000 --> 00:09:39.000]  每個翻譯本都有充足的功能
[00:09:39.000 --> 00:09:41.000]  我們今天通常都是看翻譯本
[00:09:41.000 --> 00:09:44.000]  我們很少說有這樣的privilege
[00:09:44.000 --> 00:09:48.000]  我們可以看希伯來文和希臘文
[00:09:48.000 --> 00:09:50.000]  你想想有這樣的特權
[00:09:50.000 --> 00:09:52.000]  看原文
[00:09:52.000 --> 00:09:54.000]  原汁原味
[00:09:54.000 --> 00:09:56.000]  不想吧
[00:09:56.000 --> 00:09:58.000]  不想讀書
[00:09:58.000 --> 00:10:03.000]  有時我們出來募會需要有裝備
[00:10:03.000 --> 00:10:06.000]  起碼都有幾件工具
[00:10:06.000 --> 00:10:08.000]  所以我們一定要硬著吃
[00:10:08.000 --> 00:10:10.000]  我們要讀Hebrew and Greek
[00:10:10.000 --> 00:10:12.000]  你知道一個名字
[00:10:12.000 --> 00:10:14.000]  很多時加少少東西上去
[00:10:14.000 --> 00:10:16.000]  就會變性
[00:10:16.000 --> 00:10:18.000]  本身這個是一個女人的名字
[00:10:18.000 --> 00:10:21.000]  但很多時那些翻譯本
[00:10:21.000 --> 00:10:22.000]  後期的翻譯本
[00:10:22.000 --> 00:10:24.000]  就將它加了個s
[00:10:24.000 --> 00:10:27.000]  你就知道翻譯本本身就是一個詮釋
[00:10:27.000 --> 00:10:30.000]  翻譯永遠都是一個詮釋
[00:10:30.000 --> 00:10:33.000]  Translation is Interpretation
[00:10:33.000 --> 00:10:34.000]  翻譯的時候
[00:10:34.000 --> 00:10:37.000]  他們就覺得可能那個學者翻譯
[00:10:37.000 --> 00:10:38.000]  或者那個人去翻譯
[00:10:38.000 --> 00:10:40.000]  到這一節的時候
[00:10:40.000 --> 00:10:43.000]  他們就覺得怎麼可能是一個女人
[00:10:43.000 --> 00:10:44.000]  Julia
[00:10:44.000 --> 00:10:46.000]  會是一個Apostle
[00:10:46.000 --> 00:10:48.000]  所以他們就加了s
[00:10:48.000 --> 00:10:50.000]  如果你查看舊的翻譯本
[00:10:50.000 --> 00:10:54.000]  譬如英文的NAS
[00:10:54.000 --> 00:10:56.000]  New American Standard
[00:10:56.000 --> 00:10:58.000]  你就會見到是Julius
[00:10:58.000 --> 00:11:00.000]  就不是Julia
[00:11:00.000 --> 00:11:02.000]  好少少的他加個footnote
[00:11:02.000 --> 00:11:04.000]  footnote在下面就告訴你
[00:11:04.000 --> 00:11:06.000]  是Julia feminine
[00:11:06.000 --> 00:11:08.000]  是一個女人的名字
[00:11:08.000 --> 00:11:10.000]  你可以大概知道
[00:11:10.000 --> 00:11:12.000]  翻譯者本身
[00:11:12.000 --> 00:11:14.000]  他們都有自己的預設
[00:11:14.000 --> 00:11:16.000]  他不可能是一個女人
[00:11:16.000 --> 00:11:17.000]  叫做Apostle
[00:11:17.000 --> 00:11:19.000]  因為Apostle應該是男人
[00:11:19.000 --> 00:11:21.000]  但現在你找了所有的文獻
[00:11:21.000 --> 00:11:23.000]  你就很清楚知道一件事
[00:11:23.000 --> 00:11:26.000]  本身的原文
[00:11:26.000 --> 00:11:28.000]  是一個女性的名字
[00:11:28.000 --> 00:11:31.000]  現在有的新的翻譯本
[00:11:31.000 --> 00:11:32.000]  就改進了
[00:11:32.000 --> 00:11:34.000]  就將它恢復
[00:11:34.000 --> 00:11:36.000]  變成Julia
[00:11:36.000 --> 00:11:37.000]  尤尼亞
[00:11:37.000 --> 00:11:38.000]  因為確實是一個女人
[00:11:38.000 --> 00:11:40.000]  一個女人可以成為使徒
[00:11:40.000 --> 00:11:42.000]  停下來想一想的時候
[00:11:42.000 --> 00:11:44.000]  這裡我們沒有改過經文
[00:11:44.000 --> 00:11:46.000]  不是說上句話語有問題
[00:11:46.000 --> 00:11:48.000]  而是讀者有問題
[00:11:48.000 --> 00:11:50.000]  因為我們有我們的預設
[00:11:50.000 --> 00:11:52.000]  如果你不清楚
[00:11:52.000 --> 00:11:54.000]  所謂聖經前面這個世界
[00:11:54.000 --> 00:11:56.000]  我們有我們的預設的時候
[00:11:56.000 --> 00:11:58.000]  我們就將我們本身有的概念
[00:11:58.000 --> 00:12:00.000]  我們就加進去了
[00:12:00.000 --> 00:12:02.000]  所以這裡提醒我們
[00:12:02.000 --> 00:12:04.000]  我們需要去反思
[00:12:04.000 --> 00:12:06.000]  我們需要去想清楚
[00:12:06.000 --> 00:12:09.000]  正如我第一次在這個系列所講
[00:12:09.000 --> 00:12:11.000]  聖經的權威是最高的
[00:12:11.000 --> 00:12:13.000]  但是聖經的權威底下
[00:12:13.000 --> 00:12:15.000]  我們有不同的詮釋
[00:12:15.000 --> 00:12:17.000]  這些詮釋其實是可以刪改
[00:12:17.000 --> 00:12:19.000]  可以有adjustment
[00:12:19.000 --> 00:12:22.000]  因為我們對聖經的詮釋
[00:12:22.000 --> 00:12:25.000]  不等於聖經最高的權威
[00:12:25.000 --> 00:12:28.000]  你以前聽過一些牧者說的話
[00:12:28.000 --> 00:12:29.000]  他有牧者的權威
[00:12:29.000 --> 00:12:31.000]  但那個權威請你聽清楚
[00:12:31.000 --> 00:12:33.000]  牧者的權威不是絕對神聖的
[00:12:33.000 --> 00:12:35.000]  我經常都講
[00:12:35.000 --> 00:12:40.000]  牧者的職份是神聖的
[00:12:40.000 --> 00:12:43.000]  但是牧者的職份裡的那個人
[00:12:43.000 --> 00:12:45.000]  不是神聖的
[00:12:45.000 --> 00:12:47.000]  對不對
[00:12:47.000 --> 00:12:49.000]  容許我使者一些講句
[00:12:49.000 --> 00:12:51.000]  我不是神聖的
[00:12:51.000 --> 00:12:53.000]  我們的牧者不是神聖的
[00:12:53.000 --> 00:12:57.000]  但是那個office的職位是神聖的
[00:12:57.000 --> 00:12:59.000]  所以很多時候我們要想清楚
[00:12:59.000 --> 00:13:01.000]  聖經這樣講
[00:13:01.000 --> 00:13:03.000]  或者我們一直被教導
[00:13:03.000 --> 00:13:04.000]  是這樣講
[00:13:04.000 --> 00:13:06.000]  那些傳統可能是很古老
[00:13:06.000 --> 00:13:08.000]  可能是出自很真誠
[00:13:08.000 --> 00:13:11.000]  也可以是堅持了很久
[00:13:11.000 --> 00:13:15.000]  但是你不可以將它就等於
[00:13:15.000 --> 00:13:16.000]  畫個等號
[00:13:16.000 --> 00:13:19.000]  就等於聖經本身最高的權威
[00:13:19.000 --> 00:13:22.000]  去重思再反思的時候
[00:13:22.000 --> 00:13:24.000]  只不過是告訴我們
[00:13:24.000 --> 00:13:25.000]  我們有我們的預設
[00:13:25.000 --> 00:13:27.000]  我們有時候會錯
[00:13:27.000 --> 00:13:28.000]  聖經是不會錯
[00:13:28.000 --> 00:13:30.000]  但是我們對聖經的詮釋
[00:13:30.000 --> 00:13:31.000]  可以是有偏差的
[00:13:31.000 --> 00:13:33.000]  這樣反思不是叛逆
[00:13:33.000 --> 00:13:35.000]  不是rebellion
[00:13:35.000 --> 00:13:37.000]  而是去清楚的
[00:13:37.000 --> 00:13:41.000]  想得清楚一點
[00:13:41.000 --> 00:13:42.000]  OK
[00:13:42.000 --> 00:13:44.000]  基督教信仰
[00:13:44.000 --> 00:13:45.000]  請你聽著
[00:13:45.000 --> 00:13:46.000]  基督教信仰
[00:13:46.000 --> 00:13:48.000]  是很講理性的
[00:13:48.000 --> 00:13:49.000]  是不是
[00:13:49.000 --> 00:13:52.000]  是很講理性的
[00:13:52.000 --> 00:13:54.000]  大家可能沒有這樣的印象
[00:13:54.000 --> 00:13:56.000]  你可以讀一下神學
[00:13:56.000 --> 00:13:58.000]  我們不是這樣唱歌
[00:13:58.000 --> 00:14:00.000]  有些人說
[00:14:00.000 --> 00:14:03.000]  我記得第一次去讀神學的時候
[00:14:03.000 --> 00:14:04.000]  開始讀神學的時候
[00:14:04.000 --> 00:14:06.000]  有些人就跟我說
[00:14:06.000 --> 00:14:07.000]  讀什麼
[00:14:07.000 --> 00:14:09.000]  每天在靈修
[00:14:09.000 --> 00:14:12.000]  坐在雲上面打坐
[00:14:12.000 --> 00:14:14.000]  沒有這樣的事
[00:14:14.000 --> 00:14:16.000]  讀到你臉都青了
[00:14:16.000 --> 00:14:18.000]  因為我們是講理性的
[00:14:18.000 --> 00:14:19.000]  OK
[00:14:19.000 --> 00:14:21.000]  我們的faith是reasonable faith
[00:14:21.000 --> 00:14:22.000]  OK
[00:14:22.000 --> 00:14:23.000]  有歷史根據等等
[00:14:23.000 --> 00:14:26.000]  所以我們需要去學習一下
[00:14:26.000 --> 00:14:27.000]  怎樣去看聖經
[00:14:27.000 --> 00:14:28.000]  看得清楚一點
[00:14:28.000 --> 00:14:29.000]  第二件事
[00:14:29.000 --> 00:14:31.000]  除了我們重新去思考一下
[00:14:31.000 --> 00:14:33.000]  我們可能對聖經有一些預設
[00:14:33.000 --> 00:14:35.000]  可能未必一定是對的
[00:14:35.000 --> 00:14:37.000]  可能是傳統的包袱給我們的
[00:14:37.000 --> 00:14:38.000]  第二件事
[00:14:38.000 --> 00:14:39.000]  我們在這段經文裡面
[00:14:39.000 --> 00:14:40.000]  我們知道
[00:14:40.000 --> 00:14:41.000]  是要認定
[00:14:41.000 --> 00:14:42.000]  去recognize
[00:14:42.000 --> 00:14:45.000]  女性侍奉的價值
[00:14:45.000 --> 00:14:47.000]  將我們的前設
[00:14:47.000 --> 00:14:50.000]  重新再檢驗過之後
[00:14:50.000 --> 00:14:51.000]  我們就看得更加清楚
[00:14:51.000 --> 00:14:53.000]  十六章第三節
[00:14:53.000 --> 00:14:55.000]  他又講了不同的名字
[00:14:55.000 --> 00:14:58.000]  保羅這裡講了一些女性的名字
[00:14:58.000 --> 00:14:59.000]  他說
[00:14:59.000 --> 00:15:01.000]  向伯基拉
[00:15:01.000 --> 00:15:04.000]  Prisca或者Priscilla
[00:15:04.000 --> 00:15:06.000]  去問安
[00:15:06.000 --> 00:15:08.000]  伯基拉是女性的名字
[00:15:08.000 --> 00:15:11.000]  然後才有她的老公
[00:15:11.000 --> 00:15:14.000]  Aguilar
[00:15:14.000 --> 00:15:15.000]  向他們問安
[00:15:15.000 --> 00:15:17.000]  他們在基督裡面和我同宮
[00:15:17.000 --> 00:15:19.000]  也都為我的性命
[00:15:19.000 --> 00:15:22.000]  把自己的生死置之於道外
[00:15:22.000 --> 00:15:23.000]  很有義氣
[00:15:23.000 --> 00:15:25.000]  不但我感謝他們
[00:15:25.000 --> 00:15:28.000]  外邦宗教也都感謝他們
[00:15:28.000 --> 00:15:29.000]  因為他們做了很多事
[00:15:29.000 --> 00:15:31.000]  又在他們家中的教會裡面
[00:15:31.000 --> 00:15:32.000]  去問安
[00:15:32.000 --> 00:15:34.000]  然後第六節
[00:15:34.000 --> 00:15:36.000]  他說又向瑪利亞問安
[00:15:36.000 --> 00:15:38.000]  她為你們非常辛勞
[00:15:38.000 --> 00:15:40.000]  瑪利亞當然是另外一個瑪利亞
[00:15:40.000 --> 00:15:44.000]  不是耶穌的地上母親的瑪利亞
[00:15:44.000 --> 00:15:47.000]  十二節又向為主辛勞的
[00:15:47.000 --> 00:15:52.000]  土菲娜和土複薩問安
[00:15:52.000 --> 00:15:54.000]  向他們所親愛的
[00:15:54.000 --> 00:15:56.000]  為主非常辛勞的
[00:15:56.000 --> 00:15:58.000]  另外一個字
[00:15:58.000 --> 00:15:59.000]  另外一個名字
[00:15:59.000 --> 00:16:00.000]  就是比西
[00:16:00.000 --> 00:16:01.000]  Priscilla
[00:16:01.000 --> 00:16:02.000]  去問安
[00:16:02.000 --> 00:16:04.000]  這些全部highlight了一個名字
[00:16:04.000 --> 00:16:06.000]  都應該是女性的名字
[00:16:06.000 --> 00:16:07.000]  你留意這些女性的名字
[00:16:07.000 --> 00:16:08.000]  一個又一個
[00:16:08.000 --> 00:16:10.000]  保羅用什麼詞語來形容他們呢
[00:16:10.000 --> 00:16:12.000]  老虎
[00:16:12.000 --> 00:16:14.000]  童宮
[00:16:14.000 --> 00:16:15.000]  這些的字
[00:16:15.000 --> 00:16:18.000]  都是保羅形容自己使徒的工作
[00:16:18.000 --> 00:16:20.000]  形容自己的church plan
[00:16:20.000 --> 00:16:22.000]  形容自己的傳道
[00:16:22.000 --> 00:16:23.000]  在使徒行傳
[00:16:23.000 --> 00:16:24.000]  在他的書信裡面
[00:16:24.000 --> 00:16:28.000]  形容自己的東西
[00:16:28.000 --> 00:16:30.000]  換句話說
[00:16:30.000 --> 00:16:32.000]  保羅正在用他自己的尺度
[00:16:32.000 --> 00:16:35.000]  去量度這些女性
[00:16:35.000 --> 00:16:36.000]  在教會
[00:16:36.000 --> 00:16:37.000]  在神國裡面
[00:16:37.000 --> 00:16:39.000]  所做的侍奉
[00:16:39.000 --> 00:16:40.000]  這個就是重點
[00:16:40.000 --> 00:16:41.000]  保羅沒有說
[00:16:41.000 --> 00:16:45.000]  他們只不過是我的助手
[00:16:45.000 --> 00:16:46.000]  保羅說
[00:16:46.000 --> 00:16:48.000]  我和他都一樣
[00:16:48.000 --> 00:16:49.000]  是要這樣去
[00:16:49.000 --> 00:16:52.000]  同樣用這些詞語去形容
[00:16:52.000 --> 00:16:55.000]  保羅就用這些用詞去賦予
[00:16:55.000 --> 00:16:57.000]  給了這些女性
[00:16:57.000 --> 00:17:00.000]  一個充分的重量
[00:17:00.000 --> 00:17:01.000]  就是他們做的東西
[00:17:01.000 --> 00:17:02.000]  和我做的東西
[00:17:02.000 --> 00:17:04.000]  是一模一樣
[00:17:04.000 --> 00:17:05.000]  你明白我的意思嗎
[00:17:05.000 --> 00:17:07.000]  就等於我今天
[00:17:07.000 --> 00:17:10.000]  對另外一個女童宮
[00:17:10.000 --> 00:17:12.000]  或者另外一個教會
[00:17:12.000 --> 00:17:13.000]  可能有女牧師
[00:17:13.000 --> 00:17:14.000]  我和她說
[00:17:14.000 --> 00:17:15.000]  你也是做牧職
[00:17:15.000 --> 00:17:17.000]  我也是做牧職的
[00:17:17.000 --> 00:17:19.000]  你也是侍奉的
