
[00:00:00.000 --> 00:00:03.960]  幾年前有機會到北漠探訪
[00:02:51.560 --> 00:02:58.080]  讓我們面對困難的時候有一個正面的看法
[00:02:58.080 --> 00:03:04.480]  叫我們將困難看為一個學習向前的機會
[00:03:04.480 --> 00:03:08.200]  因為試煉幫助我們去學習
[00:03:08.200 --> 00:03:13.120]  去忍耐去面對這些困難
[00:03:13.120 --> 00:03:16.200]  只有當我們遇到壓力的時候
[00:03:16.200 --> 00:03:19.680]  我們能夠從自己的反應裏面
[00:03:19.680 --> 00:03:24.000]  知道自己的屬靈情況是怎樣
[00:03:24.000 --> 00:03:28.240]  如果事情順利的進行
[00:03:28.240 --> 00:03:32.400]  我們很容易善待其他人
[00:03:32.400 --> 00:03:35.400]  但當別人他得罪我們
[00:03:35.400 --> 00:03:41.160]  或者用一個不公道的態度來對待我們的時候
[00:03:41.160 --> 00:03:45.640]  我是否仍然能夠以德報怨呢?
[00:03:45.640 --> 00:03:49.760]  在《雅各書》一章六至八節
[00:03:49.760 --> 00:03:55.720]  他提到「憑著信心求一點不疑惑」
[00:03:55.720 --> 00:03:59.800]  雅各指出信心的重要性
[00:03:59.800 --> 00:04:03.680]  神回應我們的祈求不是因人而異
[00:04:03.680 --> 00:04:10.120]  不會因著我們的才幹就聽我們多一點
[00:04:10.120 --> 00:04:15.360]  而是受著我們禱告的態度來影響
[00:04:15.360 --> 00:04:19.880]  雅各說如果我們自私
[00:04:19.880 --> 00:04:25.040]  只顧著為自己的利益去祈求
[00:04:25.040 --> 00:04:26.800]  神不會聽
[00:04:26.800 --> 00:04:30.040]  如果我們為著貪婪
[00:04:30.040 --> 00:04:32.680]  為著不留疑惑的事情
[00:04:32.680 --> 00:04:34.600]  神也不會聽
[00:04:34.600 --> 00:04:37.960]  如果我們憑著信心去祈求
[00:04:37.960 --> 00:04:39.360]  神自己的心意
[00:04:39.360 --> 00:04:42.920]  按著神的心意去求一點不疑惑
[00:04:42.920 --> 00:04:45.920]  神就會答允
[00:04:45.920 --> 00:04:49.160]  耶穌在教導門徒禱告的時候
[00:04:49.160 --> 00:04:53.200]  同樣表示以信心去祈求
[00:04:53.200 --> 00:04:56.680]  祂說「我實在告訴你們
[00:04:56.680 --> 00:05:00.040]  你們若有信心不疑惑
[00:05:00.040 --> 00:05:03.440]  就是對這座山說
[00:05:03.440 --> 00:05:05.840]  你挪開此地
[00:05:05.840 --> 00:05:09.120]  投在海裡也必成就
[00:05:09.120 --> 00:05:11.760]  你們禱告無論求什麼
[00:05:11.760 --> 00:05:15.720]  只要信就必得著」
[00:05:15.720 --> 00:05:18.720]  神不會答允那些傷害我們
[00:05:18.720 --> 00:05:22.240]  或者別人的一些祈禱
[00:05:22.240 --> 00:05:27.040]  和那些違反祂本性、祂意願的事情
[00:05:27.040 --> 00:05:30.120]  我們的祈禱必須和神的角度
[00:05:30.120 --> 00:05:33.720]  祂的心意是一致的
[00:05:33.720 --> 00:05:36.320]  我們的信心越強
[00:05:36.320 --> 00:05:40.640]  我們的祈禱越是合乎神的旨意
[00:05:40.640 --> 00:05:46.160]  其實神的旨意在聖經裡已經列明
[00:05:46.160 --> 00:05:47.880]  聖經提到要我們
[00:05:47.880 --> 00:05:52.280]  「盡心盡性盡義盡力愛主祢的神」
[00:05:52.280 --> 00:05:55.400]  其次就是「愛人如己」
[00:05:55.400 --> 00:05:58.400]  神也給我們一個大使命
[00:05:58.400 --> 00:06:02.160]  叫我們將這個好消息廣傳開去
[00:06:02.160 --> 00:06:07.000]  這個正正就是包括了神自己的心意
[00:06:07.000 --> 00:06:12.360]  神也會很樂意去答允我們在這方面的禱告
[00:06:12.360 --> 00:06:14.600]  有信心去求
[00:06:14.600 --> 00:06:20.200]  不單單是相信神賜給我們的祈求
[00:06:20.200 --> 00:06:25.800]  更加是包括了對神自己全心全意的信服
[00:06:25.800 --> 00:06:28.680]  不搖擺的信靠祂
[00:06:28.680 --> 00:06:35.080]  抑或是說到我們對神的忠誠不足
[00:06:35.080 --> 00:06:40.000]  如果我們對神是忠心
[00:06:40.000 --> 00:06:42.840]  我們就不會被一些財利
[00:06:42.840 --> 00:06:49.080]  其他的事情、工作或者人的煩擾
[00:06:49.080 --> 00:06:51.680]  吸引了我們去面對
[00:06:51.680 --> 00:06:56.200]  我們必須憑著信心去祈求
[00:06:56.200 --> 00:07:02.520]  因為心懷異議的人不能夠得著主的答允
[00:07:02.520 --> 00:07:07.360]  在第六節它說用人和海作為一個比較
[00:07:07.360 --> 00:07:11.680]  是說到海水不斷的翻騰不定
[00:07:11.680 --> 00:07:17.560]  如果我們隨著風向、風力來變動
[00:07:17.560 --> 00:07:20.600]  就表示我們不夠信心
[00:07:20.600 --> 00:07:26.240]  心懷異議的人是沒有一個固定的方向
[00:07:26.240 --> 00:07:29.480]  這樣對神沒有信心
[00:07:29.480 --> 00:07:36.840]  就會容易受著別人或者一些困難、逆境去影響我們
[00:07:36.840 --> 00:07:41.560]  因此不能夠從神裏面去得著甚麼
[00:07:41.560 --> 00:07:47.040]  它說這些人就是講到這些對神不夠信心的人
[00:07:47.040 --> 00:07:48.920]  有疑惑的人
[00:07:48.920 --> 00:07:50.680]  雅各提醒他們
[00:07:50.680 --> 00:07:54.800]  所求的不會得到神的應運
[00:07:54.800 --> 00:07:59.960]  因為他們對神的態度不夠真誠、不夠專一
[00:07:59.960 --> 00:08:05.920]  不完全相信神是可以幫助、支持
[00:08:05.920 --> 00:08:11.240]  他們看神的話好像一般人的意見差不多
[00:08:11.240 --> 00:08:14.240]  所以那些專心尋求神的人
[00:08:14.240 --> 00:08:16.960]  他們是很有福氣
[00:08:16.960 --> 00:08:19.040]  司篇119篇說到
[00:08:19.040 --> 00:08:21.960]  第二節說:遵守他的法道
[00:08:21.960 --> 00:08:24.960]  一心尋求他的
[00:08:24.960 --> 00:08:28.280]  這人便為有福
[00:08:28.280 --> 00:08:32.240]  這和神一個對神一個單一
[00:08:32.240 --> 00:08:37.360]  全心全意對人那份愛是相符
[00:08:37.360 --> 00:08:43.000]  為了讓壇上的火常常的燒著、不熄
[00:08:43.000 --> 00:08:47.840]  我們可以憑著信心來向主祈求
[00:08:47.840 --> 00:08:51.720]  有執事來提醒
[00:08:51.720 --> 00:08:57.480]  他說我們大樓外牆的維修已經完成
[00:08:57.480 --> 00:09:01.200]  我們以禱告來感謝神
[00:09:01.200 --> 00:09:02.920]  我們實在很感謝神
[00:09:02.920 --> 00:09:07.400]  藉著大家我們一起同心努力
[00:09:07.400 --> 00:09:13.160]  亦有礦塘委員會的成員在當中
[00:09:13.160 --> 00:09:16.880]  來帶領大家一起的配合
[00:09:16.880 --> 00:09:23.200]  去委著礦塘的事工來交托
[00:09:23.200 --> 00:09:28.000]  去仰望我們付出我們個人的時間
[00:09:28.000 --> 00:09:31.600]  努力、關心、去支持
[00:09:31.600 --> 00:09:39.720]  只能夠有今天這個外牆的修葺妥善
[00:09:39.720 --> 00:09:43.320]  我們希望藉此去榮耀我們的神
[00:09:43.320 --> 00:09:45.680]  在礦塘的聖誕樹葉上
[00:09:45.680 --> 00:09:48.880]  亦都掛著弟兄姊妹自己
[00:09:48.880 --> 00:09:53.000]  內心記掛一些的親人、朋友
[00:09:53.000 --> 00:09:54.760]  有他們的名字
[00:09:54.760 --> 00:09:59.200]  盼望我們能夠繼續以信心來禱告
[00:09:59.200 --> 00:10:03.400]  求神去感動這些未信的親友
[00:10:03.400 --> 00:10:07.440]  可以去認識這位大能的神
[00:10:07.440 --> 00:10:11.040]  在《利美紀》六章八至十三節
[00:10:11.040 --> 00:10:14.760]  提到主禮的祭司
[00:10:14.760 --> 00:10:18.920]  他們要確保在飯祭壇上的火
[00:10:18.920 --> 00:10:21.560]  上上的燒著
[00:10:21.560 --> 00:10:23.360]  永不熄滅
[00:10:23.360 --> 00:10:28.480]  這個火原來是上帝燃點的
[00:10:28.480 --> 00:10:32.440]  正如在《利美紀》九章夜四節提到
[00:10:32.440 --> 00:10:35.960]  「有火從耶華面前出來
[00:10:35.960 --> 00:10:39.520]  在壇上燒盡飯祭和滋油
[00:10:39.520 --> 00:10:41.480]  眾民一見
[00:10:41.480 --> 00:10:44.800]  就都歡呼、俯伏在地」
[00:10:44.800 --> 00:10:50.360]  提到神讓這個火從天降下
[00:10:50.360 --> 00:10:54.920]  燒盡了阿倫去獻上的一個飯祭
[00:10:54.920 --> 00:10:59.040]  顯出神自己的大能、神的月亮
[00:10:59.040 --> 00:11:02.240]  以色列的百姓看到
[00:11:02.240 --> 00:11:06.520]  謙虛地來俯伏敬拜神
[00:11:06.520 --> 00:11:10.520]  在《春埃及記》九章三十八至四十二節
[00:11:10.520 --> 00:11:16.080]  提到早上、黃昏都獻上飯祭
[00:11:16.080 --> 00:11:19.440]  祭司代表百姓向神認罪
[00:11:19.440 --> 00:11:24.120]  將祭身燒在壇上
[00:11:24.120 --> 00:11:28.600]  作為向神一個完全的奉獻
[00:11:28.600 --> 00:11:35.000]  飯祭身需要用公綿羊、公山羊、公牛
[00:11:35.000 --> 00:11:38.680]  扮扣或者是搓甲
[00:11:38.680 --> 00:11:41.480]  而且是沒有殘疾的
[00:11:41.480 --> 00:11:50.200]  獻公物的人要按手在飯祭身的頭上
[00:11:50.200 --> 00:11:52.800]  飯祭就是得著月立
[00:11:52.800 --> 00:11:56.040]  為他們贖罪
[00:11:56.040 --> 00:12:00.360]  飯祭是代表全人的一個奉獻
[00:12:00.360 --> 00:12:04.560]  因為整個祭身都要燒盡
[00:12:04.560 --> 00:12:10.080]  因此整個祭身全部燒在壇上
[00:12:10.080 --> 00:12:14.320]  飯祭放在柴的壇上
[00:12:14.320 --> 00:12:17.960]  從晚上燒到早上
[00:12:17.960 --> 00:12:23.400]  祭司將這些灰收拾起來
[00:12:23.400 --> 00:12:28.160]  他說祭身的血要灑在壇的周圍
[00:12:28.160 --> 00:12:32.480]  就代表著這些血
[00:12:32.480 --> 00:12:35.240]  祭身的生命
[00:12:35.240 --> 00:12:39.480]  來做一個象徵奉獻給神
[00:12:39.480 --> 00:12:43.080]  飯祭是每一天的早上和晚上
[00:12:43.080 --> 00:12:46.840]  都是必然的獻上
[00:12:46.840 --> 00:12:51.240]  在《春開國記》這段經文提到
[00:12:51.240 --> 00:12:53.240]  要在瑤華面前
[00:12:53.240 --> 00:12:58.440]  作百姓世世代代上獻的飯祭
[00:12:58.440 --> 00:13:02.600]  神應許在那裏和百姓相會
[00:13:02.600 --> 00:13:05.400]  和他們講說話
[00:13:05.400 --> 00:13:09.400]  他說這是獻給神馨香的火祭
[00:13:09.400 --> 00:13:13.800]  原來神很喜歡我們每一天
[00:13:13.800 --> 00:13:17.160]  或者每一個主日來到祂的庚前
[00:13:17.160 --> 00:13:19.320]  和祂相會
[00:13:19.320 --> 00:13:22.680]  在2012年的11、12月
[00:13:22.680 --> 00:13:27.000]  有一份雙月刊叫《代禱復興》
[00:13:27.000 --> 00:13:32.920]  裏面有一位易迪克博士撰文
[00:13:32.920 --> 00:13:37.240]  寫到用利未記六章的十二十三節
[00:13:37.240 --> 00:13:40.520]  即是剛才我們讀的經文裏面
[00:13:40.520 --> 00:13:44.360]  說到彈必有常消著的火
[00:13:44.360 --> 00:13:46.520]  不可熄滅
[00:13:46.520 --> 00:13:49.960]  他指出利未記所提到的祭司
[00:13:49.960 --> 00:13:54.760]  是樹立了一個象徵性的典範
[00:13:54.760 --> 00:13:57.240]  說到在敬拜神的地方
[00:13:57.240 --> 00:13:59.560]  禱告和敬拜的火
[00:13:59.560 --> 00:14:01.960]  是永不熄滅
[00:14:01.960 --> 00:14:05.560]  聖經亦都用火來表明
[00:14:05.560 --> 00:14:11.640]  聖靈怎樣去清除信徒在靈裏面
[00:14:11.640 --> 00:14:17.560]  妨礙他們去親近神的一些物品
[00:14:17.560 --> 00:14:20.120]  祭壇的火不斷去燃燒
[00:14:20.120 --> 00:14:24.840]  代表著以色列民永遠奉獻給神
[00:14:24.840 --> 00:14:29.000]  主耶穌常常為著我們去祈求
[00:14:29.000 --> 00:14:32.280]  我們亦都可以透過不住的禱告
[00:14:32.280 --> 00:14:36.200]  和神去保持一個親密的關係
[00:14:36.200 --> 00:14:39.800]  禱告正如持續的火焰一樣
[00:14:39.800 --> 00:14:41.880]  不是自然而有
[00:14:41.880 --> 00:14:45.400]  必須要有人不斷持續
[00:14:45.400 --> 00:14:47.880]  以禱告去交托
[00:14:47.880 --> 00:14:51.400]  維持我們和主的關係
[00:14:51.400 --> 00:14:53.560]  易地克博士繼續說
[00:14:53.560 --> 00:14:56.200]  他說今日全球禱告運動
[00:14:56.200 --> 00:14:59.240]  令到他記起十八世紀
[00:14:59.240 --> 00:15:03.160]  是偉大的莫拉維亞禱告運動
[00:15:03.160 --> 00:15:07.560]  所產生教會復興的現象
[00:15:07.560 --> 00:15:10.360]  他說那些策動禱告的信徒
[00:15:10.360 --> 00:15:13.640]  開始了一個維持了一百年
[00:15:13.640 --> 00:15:16.520]  不住禱告的運動
[00:15:16.520 --> 00:15:19.880]  他說這些莫拉維亞禱告勇士
[00:15:19.880 --> 00:15:22.600]  他們就是在六十年裏面
[00:15:22.600 --> 00:15:27.000]  帶動了激勵了超過三百位的宣教士
[00:15:27.000 --> 00:15:30.440]  出去將福音傳到地極
[00:15:30.440 --> 00:15:35.880]  其中都包括了神偉大的僕人威廉克里
[00:15:35.880 --> 00:15:37.960]  是一位宣教之父
[00:15:37.960 --> 00:15:41.320]  他開始去印度宣教
[00:15:41.320 --> 00:15:44.440]  約翰衛斯理
[00:15:44.440 --> 00:15:48.760]  我們唱的詩歌很多都是他著的
[00:15:48.760 --> 00:15:53.560]  和很多其他藉著耶穌的福音
[00:15:53.560 --> 00:15:55.960]  生命得到改變的人
[00:15:55.960 --> 00:15:59.880]  謝上約翰衛斯理就是在1738年
[00:15:59.880 --> 00:16:04.360]  由莫拉維亞一位弟兄帶領他信主
[00:16:04.360 --> 00:16:06.440]  盼望前人的努力
[00:16:06.440 --> 00:16:11.000]  可以激勵我們繼續以禱告學習
[00:16:11.000 --> 00:16:17.800]  來將我們的事情交託給這位恩主
[00:16:17.800 --> 00:16:22.200]  在教會周三我們有公祖會
[00:16:22.200 --> 00:16:26.760]  今日崇拜之後有福音事公祈禱會
[00:16:26.760 --> 00:16:30.840]  在周五的早上我們有婦女祈禱會
[00:16:30.840 --> 00:16:37.160]  在第一個星期五的晚上有分區祈禱會
[00:16:37.160 --> 00:16:39.400]  每月第二個星期五的晚上
[00:16:39.400 --> 00:16:42.520]  我們有宣教祈禱會
[00:16:42.520 --> 00:16:46.840]  在各團契小組當中也有祈禱的時段
[00:16:46.840 --> 00:16:52.840]  盼望我們能夠一起努力去關心家裏的事
[00:16:52.840 --> 00:16:58.360]  培訓委員會也推動弟兄姊妹去組織「靈伴」
[00:16:58.360 --> 00:17:02.600]  我們可以兩個、三個弟兄姊妹一起
[00:17:02.600 --> 00:17:05.560]  定期來以禱告交託
[00:17:05.560 --> 00:17:11.240]  我們在靈裏的領袖德爵一起學習
[00:17:11.240 --> 00:17:16.760]  上個主日崇拜之後和一位姊妹去禱告
[00:17:16.760 --> 00:17:20.920]  在之後吃飯有姊妹提到
[00:17:20.920 --> 00:17:26.760]  「你記不記得上個主日崇拜時正道的內容?」
[00:17:26.760 --> 00:17:30.760]  有位弟兄說了幾點出來
[00:17:30.760 --> 00:17:35.000]  我們都很欣賞這位弟兄的記憶
[00:17:35.000 --> 00:17:38.120]  他一定是很專心聽道
[00:17:38.120 --> 00:17:41.560]  以致過了一段時間他仍然記得
[00:17:41.560 --> 00:17:45.240]  上個主日正道的內容
[00:17:45.240 --> 00:17:48.520]  怎樣可以幫助我們記得
[00:17:48.520 --> 00:17:56.840]  以往牧者傳道他們正道的內容呢?
[00:17:56.840 --> 00:17:59.080]  可能你都已經在做
[00:17:59.080 --> 00:18:07.960]  你可以拿一支筆寫下一些正道的內容或重點
[00:18:07.960 --> 00:18:11.880]  或者一會兒吃飯的時候
[00:18:11.880 --> 00:18:17.000]  崇拜之後大家都可以跟弟兄姊妹一起吃飯聊聊
[00:18:17.000 --> 00:18:21.960]  到底信息對你有沒有提醒幫助呢?
[00:18:21.960 --> 00:18:25.160]  如果有的時候希望大家都不要吝嗇
[00:18:25.160 --> 00:18:29.400]  和弟兄姊妹分享你的領袖德爵
[00:18:29.400 --> 00:18:32.200]  我們可以彼此激勵
[00:18:32.200 --> 00:18:36.840]  不知道大家記不記得上個主日正道的內容
[00:18:36.840 --> 00:18:39.880]  你記得有多少呢?
[00:18:39.880 --> 00:18:43.000]  如果我們不寫下來或者我們的記憶一般般
[00:18:43.000 --> 00:18:46.600]  很容易我們會忘記了
[00:18:46.600 --> 00:18:48.920]  希望大家有一些行動
[00:18:48.920 --> 00:18:52.520]  去幫助自己在神的說話裏面
[00:18:52.520 --> 00:18:56.360]  成為我們繼續的祝福
[00:18:56.360 --> 00:18:59.400]  更新我們的生命
[00:18:59.400 --> 00:19:02.600]  我們能夠彼此的關心交流
[00:19:02.600 --> 00:19:04.840]  我們有回應的
[00:19:04.840 --> 00:19:10.280]  可以幫助大家去實踐一個靈伴
[00:19:10.280 --> 00:19:13.480]  彼此在靈裏面成長
[00:19:13.480 --> 00:19:16.520]  很多謝香港浸信會差會
[00:19:16.520 --> 00:19:22.600]  小淘寶薇姑娘她隔日在過去的日子
[00:19:22.600 --> 00:19:26.680]  可能大家都收過8月中第二個主日
[00:19:26.680 --> 00:19:29.240]  我們程序表結了這份
[00:19:29.240 --> 00:19:35.800]  叫做「猜全祈禱網30天禱告事項」
[00:19:35.800 --> 00:19:40.920]  它每一版就有兩日的代禱事項
[00:19:40.920 --> 00:19:45.080]  所以她隔日就WhatsApp給我
[00:19:45.080 --> 00:19:48.760]  提醒我為他們去禱告
[00:19:48.760 --> 00:19:50.520]  其實我就拿了兩份
[00:19:50.520 --> 00:19:52.280]  一份就放在辦公室
[00:19:52.280 --> 00:19:54.120]  一份就放在宿舍
[00:19:54.120 --> 00:19:57.160]  提示自己去代禱
[00:19:57.160 --> 00:20:01.080]  但其實真的有時都不太記得
[00:20:01.080 --> 00:20:04.200]  所以我收了幾次之後
[00:20:04.200 --> 00:20:06.200]  我就回應她
[00:20:06.200 --> 00:20:08.280]  我說多謝你提醒
[00:20:08.280 --> 00:20:09.800]  其實初初收了幾次
[00:20:09.800 --> 00:20:14.040]  內心就覺得她很沉
[00:20:14.040 --> 00:20:16.200]  我已經有想給你提
[00:20:16.200 --> 00:20:17.880]  其實自己很驕傲
[00:20:17.880 --> 00:20:19.240]  原來真的不太記得
[00:20:19.240 --> 00:20:23.240]  有時心不在
[00:20:23.240 --> 00:20:26.840]  所以都是一個對自己的學習
[00:20:26.840 --> 00:20:29.080]  所以很多謝她
[00:20:29.080 --> 00:20:32.280]  盼望我們都可以彼此去提醒
[00:20:32.280 --> 00:20:34.920]  去從弟兄姊妹身上
[00:20:34.920 --> 00:20:37.720]  學習她一些好處
[00:20:37.720 --> 00:20:44.920]  在靈裏面去親近神
[00:20:44.920 --> 00:20:47.240]  第三方面
[00:20:47.240 --> 00:20:54.600]  我們發覺祭司保持在獻梵祭
[00:20:54.600 --> 00:20:57.160]  你看看《利美記》的六章
[00:20:57.160 --> 00:21:03.480]  第十至十二節
[00:21:03.480 --> 00:21:07.800]  祭司要穿上細麻布衣服
[00:21:07.800 --> 00:21:11.720]  又要把細麻布褲子穿在身上
[00:21:11.720 --> 00:21:17.160]  把壇上所燒的梵祭灰收起來
[00:21:17.160 --> 00:21:19.400]  倒在壇的旁邊
[00:21:19.400 --> 00:21:22.040]  隨後要脫去這衣服
[00:21:22.040 --> 00:21:23.880]  穿上別的衣服
[00:21:23.880 --> 00:21:29.560]  把灰拿到營外潔淨之處
[00:21:29.560 --> 00:21:33.880]  壇上的火要在其上常常燒著
[00:21:33.880 --> 00:21:35.880]  不可熄滅
[00:21:35.880 --> 00:21:41.320]  祭司要每日早晨在上面燒柴
[00:21:41.320 --> 00:21:45.080]  並要把梵祭放在壇上
[00:21:45.080 --> 00:21:51.320]  在其上燒平安濟生的之油
[00:21:51.320 --> 00:21:56.040]  這段講到祭司分別為聖
[00:21:56.040 --> 00:21:59.320]  來敬拜這位主
[00:21:59.320 --> 00:22:02.920]  祭司穿上細麻布的衣服
[00:22:02.920 --> 00:22:09.240]  是在聖殿供職服侍時要穿的衣服
[00:22:09.240 --> 00:22:12.280]  包括細麻布的褲子
[00:22:12.280 --> 00:22:17.800]  祭司每日晚上收拾壇內的灰
[00:22:17.800 --> 00:22:21.480]  把這些灰放在壇旁邊
[00:22:21.480 --> 00:22:23.960]  最接近門口的地方
[00:22:23.960 --> 00:22:27.240]  當祭司再進去見
[00:22:27.240 --> 00:22:31.080]  可以提醒他見到這些壇灰
[00:22:31.080 --> 00:22:35.800]  讓他翌日服侍的時候
[00:22:35.800 --> 00:22:39.560]  或者黃昏服侍的時候
[00:22:39.560 --> 00:22:43.400]  他都可以看到這些灰
[00:22:43.400 --> 00:22:47.480]  象徵著獻祭是不間斷
[00:22:47.480 --> 00:22:49.800]  提醒他不間斷地
[00:22:49.800 --> 00:22:54.120]  把梵祭生獻給主
[00:22:54.120 --> 00:22:55.720]  在十一節看到
[00:22:55.720 --> 00:22:59.880]  「脫去細麻衣 穿上別的衣服」
[00:22:59.880 --> 00:23:01.960]  因為離開會幕的範圍
[00:23:01.960 --> 00:23:04.840]  脫下祭司供職的衣服
[00:23:04.840 --> 00:23:08.200]  放在會幕旁的聖屋裏
[00:23:08.200 --> 00:23:13.720]  「另外穿別的衣服 將服侍主」
[00:23:13.720 --> 00:23:15.480]  即是祭司看得很重視
[00:23:15.480 --> 00:23:17.240]  「分別為聖」
[00:23:17.240 --> 00:23:19.320]  當他進入會幕服侍
[00:23:19.320 --> 00:23:21.880]  去穿上這些細麻布衣
[00:23:21.880 --> 00:23:23.320]  當他離開會幕
[00:23:23.320 --> 00:23:26.040]  就是換另外一套的衣服
[00:23:26.040 --> 00:23:27.640]  正如以色列人
[00:23:27.640 --> 00:23:31.960]  他們用兩天的時間去清潔自己
[00:23:31.960 --> 00:23:33.720]  洗自己的衣服
[00:23:33.720 --> 00:23:38.920]  到第三天去到聖殿敬拜主
[00:23:38.920 --> 00:23:40.840]  盼望我們都是以這些
[00:23:40.840 --> 00:23:43.320]  為我們學習的榜樣
[00:23:43.320 --> 00:23:47.480]  我們可以用星期五、星期六
[00:23:47.480 --> 00:23:51.560]  好好地預備自己早點休息
[00:23:51.560 --> 00:23:54.200]  以致我們在主日的清晨
[00:23:54.200 --> 00:23:56.600]  能夠來到神的殿
[00:23:56.600 --> 00:23:58.680]  去學習祂的說話
[00:23:58.680 --> 00:24:01.240]  清身去敬拜祂
[00:24:01.240 --> 00:24:06.200]  以致我們有更多的時間與主相遇
[00:24:06.200 --> 00:24:09.080]  祭司他們的行動
[00:24:09.080 --> 00:24:12.600]  表明他們單單去敬拜主
[00:24:12.600 --> 00:24:14.520]  沒有任何事情
[00:24:14.520 --> 00:24:17.960]  可以難了我們來敬拜神
[00:24:17.960 --> 00:24:20.920]  除非我們用其他的事情
[00:24:20.920 --> 00:24:24.120]  取代了我們的心意
[00:24:24.120 --> 00:24:26.360]  來敬拜主
[00:24:26.360 --> 00:24:29.880]  或者取代了我們平日
[00:24:29.880 --> 00:24:32.760]  去親近神的時間
[00:24:32.760 --> 00:24:33.960]  如果我說
[00:24:33.960 --> 00:24:36.920]  我沒有時間讀經、祈禱
[00:24:36.920 --> 00:24:42.360]  可能這是我不想親近神的藉口
[00:24:42.360 --> 00:24:46.680]  在十三節裏再重覆第三次提到
[00:24:46.680 --> 00:24:50.680]  在壇上必有常常燒著的火
[00:24:50.680 --> 00:24:52.760]  不可熄滅
[00:24:52.760 --> 00:24:55.080]  強調不住的禱告
[00:24:55.080 --> 00:24:59.080]  敬拜主的重要
[00:24:59.080 --> 00:25:02.840]  令我們可以明白神自己的旨意
[00:25:02.840 --> 00:25:04.680]  因為神的心意
[00:25:04.680 --> 00:25:07.640]  已經記載在祂的話語當中
[00:25:07.640 --> 00:25:10.280]  讓我們樂意去進行
[00:25:10.280 --> 00:25:12.520]  為了與神更加的親近
[00:25:12.520 --> 00:25:14.920]  成為祂的門徒
[00:25:14.920 --> 00:25:17.160]  你會有什麼行動
[00:25:17.160 --> 00:25:19.240]  更新你的生命
[00:25:19.240 --> 00:25:29.720]  讓主與你保持更加親密的關係呢?
[00:25:29.720 --> 00:25:33.560]  為了讓壇火常常燒著
[00:25:33.560 --> 00:25:37.640]  主教導我們需要憑著信心去祈求
[00:25:37.640 --> 00:25:42.680]  而且不間斷的以禱告去敬拜主
[00:25:42.680 --> 00:25:45.160]  與主保持親密關係
[00:25:45.160 --> 00:25:47.240]  進行祂的旨意
[00:25:47.240 --> 00:25:50.440]  將自己獻情給主
[00:25:50.440 --> 00:25:53.400]  榮耀祂自己
