
[00:00:00.000 --> 00:00:05.000]  哈勒路亞 哈勒路亞 哈勒路亞
[00:16:32.000 --> 00:16:34.000]  所以他們就產了一種
[00:16:34.000 --> 00:16:37.000]  反權威 反傳統 反制度
[00:16:37.000 --> 00:16:39.000]  這種反權威 反傳統 反制度的
[00:16:39.000 --> 00:16:41.000]  這種的思潮影響所及
[00:16:41.000 --> 00:16:44.000]  今天你可以看見
[00:16:44.000 --> 00:16:48.000]  就帶來整個今天歐美的年輕人
[00:16:48.000 --> 00:16:50.000]  是非常叛逆的
[00:16:50.000 --> 00:16:53.000]  所以美國的披頭士 有沒有
[00:16:53.000 --> 00:16:55.000]  hippie
[00:16:55.000 --> 00:16:58.000]  這些受到的影響都是一路下來的
[00:16:58.000 --> 00:17:01.000]  現在你可以看見每一個運動出來
[00:17:01.000 --> 00:17:02.000]  換湯不換藥
[00:17:02.000 --> 00:17:04.000]  這是比較中世紀的
[00:17:04.000 --> 00:17:06.000]  這個十七世紀 十八世紀的
[00:17:06.000 --> 00:17:08.000]  那你再看看比較近代的
[00:17:08.000 --> 00:17:12.000]  這個人你認識他嗎
[00:17:12.000 --> 00:17:13.000]  這個人叫做
[00:17:13.000 --> 00:17:18.000]  中文把它翻成叫做馬爾庫斯
[00:17:18.000 --> 00:17:23.000]  他是1898到1979年的
[00:17:23.000 --> 00:17:28.000]  這個人算是比較還接近近代的
[00:17:28.000 --> 00:17:29.000]  那麼這個人呢
[00:17:29.000 --> 00:17:36.000]  他是美國的哲學家
[00:17:36.000 --> 00:17:39.000]  社會學家 政治理論家
[00:17:39.000 --> 00:17:43.000]  那他所帶來的影響是什麼呢
[00:17:43.000 --> 00:17:47.000]  人稱他叫做新左翼之父
[00:17:47.000 --> 00:17:49.000]  你們現在不是有左翼右翼嗎
[00:17:49.000 --> 00:17:51.000]  左派右派嗎
[00:17:51.000 --> 00:17:53.000]  他就是左派
[00:17:53.000 --> 00:17:55.000]  所以你可以看見現在左派的
[00:17:55.000 --> 00:17:57.000]  這種思潮影響
[00:17:57.000 --> 00:17:59.000]  剛才我講的這個黑人的命貴
[00:17:59.000 --> 00:18:01.000]  這些的思潮的影響
[00:18:01.000 --> 00:18:05.000]  幾乎可以說就是受他的影響
[00:18:05.000 --> 00:18:06.000]  所以他是
[00:18:06.000 --> 00:18:10.000]  他全力的鼓吹婦女解放運動
[00:18:10.000 --> 00:18:13.000]  全力的攻擊猶太基督教的道德觀
[00:18:13.000 --> 00:18:16.000]  他也支持同系列的思想
[00:18:16.000 --> 00:18:17.000]  那你看看
