
[00:00:00.000 --> 00:00:03.360]  七月對我來說是一個很特別的日子
[00:03:04.160 --> 00:03:05.960]  約書亞帶領著以色列人
[00:03:05.960 --> 00:03:08.960]  進到迦南地打了幾場美好的仗
[00:03:08.960 --> 00:03:11.960]  甚至為他們已經分了地域
[00:03:11.960 --> 00:03:14.560]  但是後來約書亞死了
[00:03:14.560 --> 00:03:17.560]  就沒有一個再突顯的領袖出來
[00:03:17.560 --> 00:03:19.560]  來帶領他們
[00:03:19.560 --> 00:03:23.760]  是不是真的大象一去風雨飄搖呢?
[00:03:23.760 --> 00:03:26.160]  原來在埃及是有機的
[00:03:26.160 --> 00:03:30.160]  我們一起來看《事司紀》第一章的第一節
[00:03:30.160 --> 00:03:31.560]  我們一起來讀出
[00:03:31.560 --> 00:03:33.160]  《事司紀》第一章的第一節
[00:03:33.160 --> 00:03:34.960]  我們一起來讀出
[00:03:34.960 --> 00:03:36.560]  約書亞死後
[00:03:36.560 --> 00:03:39.160]  以色列人求問耶和華說
[00:03:39.160 --> 00:03:43.360]  我們中間誰當首先上去攻擊迦南人
[00:03:43.360 --> 00:03:45.160]  與他們爭戰
[00:03:45.160 --> 00:03:47.760]  這裡很清楚說約書亞死了之後
[00:03:47.760 --> 00:03:50.160]  反而沒有一個突出的領袖
[00:03:50.160 --> 00:03:52.760]  正正因為這個緣故而驅使這幫人
[00:03:52.760 --> 00:03:55.960]  大家更加好好的去倚靠神
[00:03:55.960 --> 00:03:57.560]  去仰望神
[00:03:57.560 --> 00:04:01.160]  所以有時候有危是有機的
[00:04:01.160 --> 00:04:02.160]  我們很感恩
[00:04:02.160 --> 00:04:04.760]  我們九龍灣堂剛剛建立了兩年
[00:04:04.760 --> 00:04:07.560]  在上個月有第一次的洗禮
[00:04:07.560 --> 00:04:10.360]  九龍灣我們又不是很想回來大埔這邊洗禮
[00:04:10.360 --> 00:04:12.160]  因為為什麼呢?太遠
[00:04:12.160 --> 00:04:14.360]  於是我們借了一間教會叫做
[00:04:14.360 --> 00:04:16.160]  觀塘平安福音堂
[00:04:16.160 --> 00:04:18.760]  借了他們的地方來洗禮
[00:04:18.760 --> 00:04:21.760]  其實我也在這間教會說過
[00:04:21.760 --> 00:04:23.960]  觀塘平安福音堂最早的時候
[00:04:23.960 --> 00:04:26.960]  早幾年前是在觀塘的上面
[00:04:26.960 --> 00:04:28.760]  在雲漢街
[00:04:28.760 --> 00:04:30.160]  但是很奇怪
[00:04:30.160 --> 00:04:33.760]  他們聚會了十幾年之後才被人發現
[00:04:33.760 --> 00:04:36.960]  原來那座大廈是不可以做教會的
[00:04:36.960 --> 00:04:38.560]  十幾年之後才發現
[00:04:38.560 --> 00:04:40.360]  要他們離開
[00:04:40.360 --> 00:04:41.960]  他們已經很多年了
[00:04:41.960 --> 00:04:43.160]  那怎麼辦呢?
[00:04:43.160 --> 00:04:44.760]  他們很妄言
[00:04:44.760 --> 00:04:45.960]  他們去借一些學校
[00:04:45.960 --> 00:04:47.560]  就是借了又不行
[00:04:47.560 --> 00:04:48.760]  於是很無奈之下
[00:04:48.760 --> 00:04:50.760]  後來他們要找自己的地方
[00:04:50.760 --> 00:04:52.160]  他們要買地方
[00:04:52.160 --> 00:04:54.160]  他們就在牛頭角地鐵站走出
[00:04:54.160 --> 00:04:55.560]  大概五六分鐘左右
[00:04:55.560 --> 00:04:59.560]  在紅塘玉作樓有一座新建的商廈
[00:04:59.560 --> 00:05:02.360]  他們買了的地方是很大的
[00:05:02.360 --> 00:05:03.760]  所以我們借去的時候
[00:05:03.760 --> 00:05:05.760]  我第一次踏足他們這個地方
[00:05:05.760 --> 00:05:06.760]  我問他們什麼時候買
[00:05:06.760 --> 00:05:08.960]  他們說是幾年前買的那個價錢
[00:05:08.960 --> 00:05:11.360]  我一聽完之後
[00:05:11.360 --> 00:05:12.760]  不斷吞口水
[00:05:12.760 --> 00:05:14.360]  為什麼呢?
[00:05:14.360 --> 00:05:16.160]  那個價錢和現在相比
[00:05:16.160 --> 00:05:19.560]  是漲了幾倍以上
[00:05:19.560 --> 00:05:21.360]  當日他們面對的困難
[00:05:21.360 --> 00:05:23.760]  原來成為他們的祝福
[00:05:23.760 --> 00:05:25.360]  如果不是被人這樣逼走的時候
[00:05:25.360 --> 00:05:28.360]  他們不會有今天更加好的地方
[00:05:28.360 --> 00:05:30.760]  我們自己名人堂也經歷過這件事
[00:05:30.760 --> 00:05:32.160]  粉嶺堂
[00:05:32.160 --> 00:05:33.760]  我們一直都擔心
[00:05:33.760 --> 00:05:35.760]  就是因為領會說會收回
[00:05:35.760 --> 00:05:37.160]  重建這個地方
[00:05:37.160 --> 00:05:39.160]  我們到處找地方找不到
[00:05:39.160 --> 00:05:40.360]  我們不斷去祈禱
[00:05:40.360 --> 00:05:41.760]  不斷去嘗試
[00:05:41.760 --> 00:05:43.960]  終於大家知道今年一月的時候
[00:05:43.960 --> 00:05:48.560]  我們借到雍盛苑的保良局
[00:05:48.560 --> 00:05:50.160]  馬錦鳴中學
[00:05:50.160 --> 00:05:53.760]  我們有一堂崇拜在那裡
[00:05:53.760 --> 00:05:57.360]  保良局是沒有基督教背景
[00:05:57.360 --> 00:05:59.760]  而校長也不是基督徒
[00:05:59.760 --> 00:06:01.960]  但我們可以進去
[00:06:01.960 --> 00:06:03.360]  大約今年
[00:06:03.360 --> 00:06:05.560]  我們已經有另一個突破
[00:06:05.560 --> 00:06:07.960]  不單單人數上的增加
[00:06:07.960 --> 00:06:08.960]  而我們更加感恩
[00:06:08.960 --> 00:06:11.960]  我們進到這間學校裡面做福音工作
[00:06:11.960 --> 00:06:13.360]  但很奇怪
[00:06:13.360 --> 00:06:16.760]  暫時領會這個危機又解除了
[00:06:16.760 --> 00:06:18.560]  他們沒有想過重建
[00:06:18.560 --> 00:06:19.560]  原來我們看到神
[00:06:19.560 --> 00:06:21.560]  原來在我們的困難當中
[00:06:21.560 --> 00:06:24.160]  迫使我們去面對
[00:06:24.160 --> 00:06:26.960]  現在我們擴闊到我們屬靈的領域
[00:06:26.960 --> 00:06:30.160]  我們不單單在粉嶺鐵路的一邊
[00:06:30.160 --> 00:06:31.960]  現在我們回歸另外一邊
[00:06:31.960 --> 00:06:34.360]  來擴展我們福音的工作
[00:06:34.360 --> 00:06:36.160]  所以原來有時候
[00:06:36.160 --> 00:06:39.160]  有危會有轉機
[00:06:39.160 --> 00:06:42.360]  問題是我們如何去面對這個處境
[00:06:42.360 --> 00:06:46.560]  當這些特遣的領袖離開了
[00:06:46.560 --> 00:06:50.560]  不要忘記沒有了一個明顯的領袖的世代裡面
[00:06:50.560 --> 00:06:52.760]  神的子民一定要認定
[00:06:52.760 --> 00:06:54.560]  誰才是他們的帶領者
[00:06:54.560 --> 00:06:55.960]  就是神
[00:06:55.960 --> 00:06:58.560]  我們名人堂也需要這個意識
[00:06:58.560 --> 00:07:02.760]  今天不是一兩個的牧者可以帶領著我們
[00:07:02.760 --> 00:07:07.160]  所以他們反而是同心的去求問神
[00:07:07.160 --> 00:07:08.760]  我們要怎樣打這場仗
[00:07:08.760 --> 00:07:12.160]  是誰支派他
[00:07:12.160 --> 00:07:14.960]  你有沒有留意到如果
[00:07:14.960 --> 00:07:17.160]  約書亞還在的時候
[00:07:17.160 --> 00:07:19.160]  你猜他們會不會這樣求問?
[00:07:19.160 --> 00:07:20.360]  他們是不會的
[00:07:20.360 --> 00:07:21.960]  他們聽慣領袖說
[00:07:21.960 --> 00:07:24.160]  領袖叫你做什麼你就做什麼
[00:07:24.160 --> 00:07:27.760]  但是不要忘記領袖也會有錯
[00:07:27.760 --> 00:07:31.960]  約書亞也曾經犯過一個錯誤
[00:07:31.960 --> 00:07:33.960]  當時他們進去迦南地打仗的時候
[00:07:33.960 --> 00:07:35.760]  贏了很多場仗
[00:07:35.760 --> 00:07:37.960]  有一個民族叫"機騙"
[00:07:37.960 --> 00:07:40.760]  他們很怕被約書亞來征討
[00:07:40.760 --> 00:07:42.960]  於是他們裝模作樣
[00:07:42.960 --> 00:07:44.760]  找一些人穿得衣衫褸褸
[00:07:44.760 --> 00:07:46.360]  好像風塵瀑布那樣
[00:07:46.360 --> 00:07:48.360]  還拿一些餅是發霉的
[00:07:48.360 --> 00:07:50.160]  就代表我們已經走了很久
[00:07:50.160 --> 00:07:51.560]  走來見約書亞
[00:07:51.560 --> 00:07:54.360]  我們是一個很遠離的民族
[00:07:54.360 --> 00:07:55.560]  我們很辛苦
[00:07:55.560 --> 00:07:56.760]  但是我們知道你很厲害
[00:07:56.760 --> 00:07:59.160]  我們很願意來歸降於你
[00:07:59.160 --> 00:08:01.760]  你可不可以來接納我們
[00:08:01.760 --> 00:08:03.160]  我們願意做你的奴隸
[00:08:03.160 --> 00:08:04.960]  你千萬不要滅我
[00:08:04.960 --> 00:08:07.160]  約書亞一時不察
[00:08:07.160 --> 00:08:09.760]  跟他們簽下了城下之盟
[00:08:09.760 --> 00:08:11.360]  就不滅他們
[00:08:11.360 --> 00:08:13.160]  後來就被揭發了
[00:08:13.160 --> 00:08:15.560]  原來是另外一個民族
[00:08:15.560 --> 00:08:17.960]  但是因為簽了約
[00:08:17.960 --> 00:08:20.160]  所以不可以滅他們
[00:08:20.160 --> 00:08:23.760]  但是這個緣故就讓子民來帶人去責備
[00:08:23.760 --> 00:08:26.960]  我們一起看約書亞記第九章第十八節
[00:08:26.960 --> 00:08:29.360]  剛才我所說的情況
[00:08:29.360 --> 00:08:32.560]  大家可以在第九章第一到第十八節裡面看到
[00:08:32.560 --> 00:08:33.760]  我只讀第十八節
[00:08:33.760 --> 00:08:35.360]  我們一起來讀出
[00:08:35.360 --> 00:08:37.360]  因為會眾的首領
[00:08:37.360 --> 00:08:41.960]  已經指著耶和華以色列的神向他們起誓
[00:08:41.960 --> 00:08:44.960]  所以以色列人不擊殺他們
[00:08:44.960 --> 00:08:48.560]  全會眾就向首領發怨言
[00:08:48.560 --> 00:08:51.360]  於是這些人就埋怨首領
[00:08:51.360 --> 00:08:53.360]  為什麼你搞成這樣
[00:08:53.360 --> 00:08:57.560]  但是原來當人們一路來帶人去跟隨慣首領的時候
[00:08:57.560 --> 00:08:59.360]  就不會去想了
[00:08:59.360 --> 00:09:00.960]  大家記得618事件
[00:09:00.960 --> 00:09:02.760]  都很出人意表
[00:09:02.760 --> 00:09:04.760]  28比8嘛,是不是?
[00:09:04.760 --> 00:09:06.160]  葉國謙說走啦
[00:09:06.160 --> 00:09:07.360]  葉國謙說一走的時候
[00:09:07.360 --> 00:09:09.360]  建制派的人個個都走了
[00:09:09.360 --> 00:09:11.560]  原來他們先行動後思想的
[00:09:11.560 --> 00:09:12.960]  他們甚至葉劉淑儀說
[00:09:12.960 --> 00:09:14.960]  預備出來競選的人都說沒有
[00:09:14.960 --> 00:09:17.960]  他們就說走,就跟著黨鞭走
[00:09:17.960 --> 00:09:19.560]  留意到原來有這樣的事情
[00:09:19.560 --> 00:09:21.160]  結果原來就錯誤了,是不是?
[00:09:21.160 --> 00:09:21.960]  掉落了
[00:09:21.960 --> 00:09:23.760]  接著就互相指責
[00:09:23.760 --> 00:09:26.560]  所以一些的領袖未必一定是對的
[00:09:26.560 --> 00:09:27.960]  所以請大家要記住
[00:09:27.960 --> 00:09:31.360]  我們的焦點不要放在一兩個人的身上
[00:09:31.360 --> 00:09:34.960]  是我們需要去仰望神
[00:09:34.960 --> 00:09:38.360]  有時候我看到香港的教會
[00:09:38.360 --> 00:09:39.560]  同樣去加拿大的時候
[00:09:39.560 --> 00:09:41.160]  我覺得很大的祝福
[00:09:41.160 --> 00:09:43.160]  甚至那個祝福太多了
[00:09:43.160 --> 00:09:46.560]  一間教會裡面有很多的牧者、傳道人
[00:09:46.560 --> 00:09:48.760]  包括我們名恩堂在內
[00:09:48.760 --> 00:09:51.360]  但是你知不知道在英國某些地方
[00:09:51.360 --> 00:09:53.160]  在紐西蘭某些地方
[00:09:53.160 --> 00:09:56.960]  更加我今年三月去了委內瑞拉的時候更大的感受
[00:09:56.960 --> 00:09:58.560]  就是整個委內瑞拉裡面
[00:09:58.560 --> 00:10:00.960]  全個國家只有七間華人教會
[00:10:00.960 --> 00:10:03.960]  但是一個的傳道人都沒有
[00:10:03.960 --> 00:10:07.960]  沒有任何一個中國的牧師或者傳道人去牧養他們
[00:10:07.960 --> 00:10:09.760]  那麼這些教會怎麼運作?
[00:10:09.760 --> 00:10:11.360]  就是因為沒有領袖
[00:10:11.360 --> 00:10:15.160]  於是所有的會友自己群策群力
[00:10:15.160 --> 00:10:16.960]  執事講道
[00:10:16.960 --> 00:10:21.760]  去探訪、去慰問、去跟進、去傳福音
[00:10:21.760 --> 00:10:24.960]  他們很大動力就是群體一起去做
[00:10:24.960 --> 00:10:26.560]  所以有時候我都會擔心
[00:10:26.560 --> 00:10:27.760]  是我們有牧者
[00:10:27.760 --> 00:10:30.760]  我們特別要求牧者要去關心會友
[00:10:30.760 --> 00:10:33.360]  但是會不會有時候就在這種處境之下
[00:10:33.360 --> 00:10:36.360]  有什麼事情我們就只是想牧者去做
[00:10:36.360 --> 00:10:39.160]  而我們輕忽了我們自己的責任
[00:10:39.160 --> 00:10:41.960]  所以你看到這次這群子民
[00:10:41.960 --> 00:10:44.960]  他們同心的來祈求、叩問神
[00:10:44.960 --> 00:10:49.360]  究竟我們是哪些支派要先打這場仗呢?
[00:10:49.360 --> 00:10:52.560]  所以我們看到他們尋求神的心意
[00:10:52.560 --> 00:10:56.360]  但是尋求神的心意和信服神兩者之間
[00:10:56.360 --> 00:10:58.760]  是有一定的距離的
[00:10:58.760 --> 00:11:01.960]  我絕對相信每一個基督徒都會相信
[00:11:01.960 --> 00:11:05.160]  當我們要去面對一些重要的抉擇的時候
[00:11:05.160 --> 00:11:07.360]  我們是要去求問神的心意
[00:11:07.360 --> 00:11:10.160]  我相信基督徒不會否定這件事,是不是?
[00:11:10.160 --> 00:11:12.160]  但是往往有時候
[00:11:12.160 --> 00:11:14.960]  其實在我們心裡面已經有前設了
[00:11:14.960 --> 00:11:17.160]  我們想著其實最好就是這樣做
[00:11:17.160 --> 00:11:18.960]  我們去求問神的心意
[00:11:18.960 --> 00:11:21.560]  某個程度只是拿到神的確認而已
[00:11:21.560 --> 00:11:22.760]  如果神說
[00:11:22.760 --> 00:11:25.560]  是啊,就剛剛好像我心裡面所想的
[00:11:25.560 --> 00:11:28.160]  Hallelujah,我樂意信服,是不是?
[00:11:28.160 --> 00:11:34.160]  但是如果那件事不是你心目中期望的時候
[00:11:34.160 --> 00:11:36.760]  你願不願意信服呢?
[00:11:36.760 --> 00:11:38.760]  有時候不是這麼容易
[00:11:38.760 --> 00:11:41.960]  我看一個歷史裡面的記載
[00:11:41.960 --> 00:11:44.960]  猶太國被巴比倫亡了
[00:11:44.960 --> 00:11:47.160]  擄走了很多人
[00:11:47.160 --> 00:11:51.360]  剩下的是一些真是老弱殘兵
[00:11:51.360 --> 00:11:53.160]  而耶路撒冷
[00:11:53.160 --> 00:11:57.560]  他們的地圖已經變成為頹垣敗額
[00:11:57.560 --> 00:12:01.960]  當時留下來的有一個領袖叫約哈蘭
[00:12:01.960 --> 00:12:04.560]  他就在想究竟我們應該留在這個地方
[00:12:04.560 --> 00:12:09.560]  死守這個已經不再值得去居住的耶路撒冷
[00:12:09.560 --> 00:12:13.160]  還是應該要下去埃及那個地方
[00:12:13.160 --> 00:12:15.360]  這個是繁榮的都市
[00:12:15.360 --> 00:12:18.360]  於是他走去求問先知耶利米
[00:12:18.360 --> 00:12:19.760]  跟耶利米說
[00:12:19.760 --> 00:12:21.160]  你跟我們問一問
[00:12:21.160 --> 00:12:22.560]  神是怎樣的心意
[00:12:22.560 --> 00:12:24.560]  我們會樂於信服
[00:12:24.560 --> 00:12:26.960]  耶利米出來四章的二十三節
[00:12:26.960 --> 00:12:30.560]  他說你的神會指示我們當走的路
[00:12:30.560 --> 00:12:31.760]  想當作的事
[00:12:31.760 --> 00:12:33.760]  我們一定會做的
[00:12:33.760 --> 00:12:36.160]  耶利米也很樂意為他們祈禱
[00:12:36.160 --> 00:12:38.560]  好,我為你去求問神
[00:12:38.560 --> 00:12:39.760]  請你留意
[00:12:39.760 --> 00:12:42.160]  神也不是馬上給答案
[00:12:42.160 --> 00:12:43.760]  十天之後
[00:12:43.760 --> 00:12:45.760]  神只是給答案耶利米
[00:12:45.760 --> 00:12:46.960]  跟他說
[00:12:46.960 --> 00:12:48.960]  你叫那些子民不要走
[00:12:48.960 --> 00:12:50.960]  要留在這個地方
[00:12:50.960 --> 00:12:52.560]  因為有一天始終會歸回
[00:12:52.560 --> 00:12:56.160]  下去埃及反而會害死他們
[00:12:56.160 --> 00:12:58.560]  於是耶利米
[00:12:58.560 --> 00:13:02.560]  就很坦誠地將神的答案告訴他
[00:13:02.560 --> 00:13:04.560]  誰知約哈蘭一聽到之後
[00:13:04.560 --> 00:13:06.560]  馬上很大反應
[00:13:06.560 --> 00:13:09.160]  你講謊
[00:13:09.160 --> 00:13:10.360]  很熟悉
[00:13:10.360 --> 00:13:11.760]  大家看一看
[00:13:11.760 --> 00:13:14.960]  耶利米書四十二章第二、第三兩節
[00:13:14.960 --> 00:13:16.960]  我們一起來讀出
[00:13:16.960 --> 00:13:22.960]  阿撒利亞和加利亞的兒子約哈蘭
[00:13:22.960 --> 00:13:24.960]  並一切狂傲的人
[00:13:24.960 --> 00:13:26.960]  就對耶利米說
[00:13:26.960 --> 00:13:28.560]  你說謊言
[00:13:28.560 --> 00:13:32.760]  又說我們的神並沒有差遣你來說
[00:13:32.760 --> 00:13:34.960]  你們不可進入埃及
[00:13:34.960 --> 00:13:36.760]  在那裡居住
[00:13:36.760 --> 00:13:41.760]  這是尼尼亞的兒子巴祿挑唆你害我們
[00:13:41.760 --> 00:13:45.360]  要將我們交在加拿大人的手中
[00:13:45.360 --> 00:13:47.360]  使我們有被殺的
[00:13:47.360 --> 00:13:49.960]  有被擄到巴比倫去的
[00:13:49.960 --> 00:13:50.960]  看到嗎?
[00:13:50.960 --> 00:13:53.960]  原來約哈蘭心裡已經有一個意念
[00:13:53.960 --> 00:13:55.360]  就是要去埃及
[00:13:55.360 --> 00:13:56.760]  他去求問神的時候
[00:13:56.760 --> 00:13:58.760]  其實很想神去確認
[00:13:58.760 --> 00:14:00.760]  誰知神說不是的時候
[00:14:00.760 --> 00:14:02.360]  他馬上說:你講謊
[00:14:02.360 --> 00:14:03.560]  你騙我們
[00:14:03.560 --> 00:14:05.360]  你只是想我們死
[00:14:05.360 --> 00:14:07.760]  結果這群人後來終於都去了埃及
[00:14:07.760 --> 00:14:10.360]  還要捉耶利米下去
[00:14:10.360 --> 00:14:11.360]  但如果大家知道結果
[00:14:11.360 --> 00:14:14.760]  後來他就死在埃及這個地方
[00:14:14.760 --> 00:14:16.760]  所以今天作為一個基督徒
[00:14:16.760 --> 00:14:19.960]  我們去求問神的心意是絕對應該
[00:14:19.960 --> 00:14:21.360]  但我們都需要一個心
[00:14:21.360 --> 00:14:25.560]  就是我願意去遵從神的心意
[00:14:25.560 --> 00:14:28.360]  好了,今次神很清楚告訴你
[00:14:28.360 --> 00:14:32.960]  猶大之派先去打這一場仗
[00:14:32.960 --> 00:14:35.560]  為何猶大之派稍後會再解釋
[00:14:35.560 --> 00:14:38.360]  我絕對肯定
[00:14:38.360 --> 00:14:39.960]  其他十一個之派
[00:14:39.960 --> 00:14:42.960]  是樂於信服神的心意
[00:14:42.960 --> 00:14:43.760]  猶大之派
[00:14:43.760 --> 00:14:44.560]  神叫猶大之派
[00:14:44.560 --> 00:14:46.560]  好啊,你去啊,你去啊
[00:14:46.560 --> 00:14:48.160]  但現在最大問題就是
[00:14:48.160 --> 00:14:50.960]  我們要欣賞就是猶大之派
[00:14:50.960 --> 00:14:55.560]  都樂於承擔這個使命
[00:14:55.560 --> 00:14:57.160]  但請你記住
[00:14:57.160 --> 00:14:58.560]  神指示我們的時候
[00:14:58.560 --> 00:15:01.360]  祂一定會給保證我們
[00:15:01.360 --> 00:15:04.360]  未打仗已經先贏了
[00:15:04.360 --> 00:15:05.560]  為甚麼呢?
[00:15:05.560 --> 00:15:07.960]  神已經有這個的應許
[00:15:07.960 --> 00:15:09.560]  雖然未戰先贏
[00:15:09.560 --> 00:15:12.760]  但我們仍然要去打仗
[00:15:12.760 --> 00:15:13.760]  好了
[00:15:13.760 --> 00:15:16.160]  神就很清楚的宣告
[00:15:16.160 --> 00:15:17.360]  我會與你同在
[00:15:17.360 --> 00:15:18.560]  我們一起來讀
[00:15:18.560 --> 00:15:20.760]  《史詩記》第一章的第二節
[00:15:20.760 --> 00:15:22.360]  這個是神的應許
[00:15:22.360 --> 00:15:23.760]  第四節就讓我們看到
[00:15:23.760 --> 00:15:27.560]  戰爭裡面帶來的果效是怎麼一回事
[00:15:27.560 --> 00:15:28.760]  耶和華說
[00:15:28.760 --> 00:15:30.960]  猶大當先上去
[00:15:30.960 --> 00:15:33.960]  我已將那地交在他手中
[00:15:33.960 --> 00:15:35.760]  猶大就上去
[00:15:35.760 --> 00:15:38.760]  耶和華將迦南人和比利洗人
[00:15:38.760 --> 00:15:40.760]  交在他們手中
[00:15:40.760 --> 00:15:44.560]  他們再被色擊殺了一萬人
[00:15:44.560 --> 00:15:48.160]  神很清楚指示猶大要打這場仗
[00:15:48.160 --> 00:15:51.760]  猶大之派樂於承擔
[00:15:51.760 --> 00:15:52.560]  請你記住
[00:15:52.560 --> 00:15:54.760]  不是十二支派一起去打
[00:15:54.760 --> 00:15:57.760]  只是一個支派去打
[00:15:57.760 --> 00:16:02.160]  但結果神就將這班敵人交在他手中
[00:16:02.160 --> 00:16:05.960]  在比利洗中已經可以殺了一萬敵人
[00:16:05.960 --> 00:16:08.360]  絕對不是猶大之派
[00:16:08.360 --> 00:16:11.160]  他們有很強的軍事力量
[00:16:11.160 --> 00:16:12.960]  有很精良的武器
[00:16:12.960 --> 00:16:15.360]  去打贏這場仗
[00:16:15.360 --> 00:16:17.760]  其實他們是弱勢
[00:16:17.760 --> 00:16:20.760]  其實他們沒有作戰的經驗
[00:16:20.760 --> 00:16:25.760]  但這次雞蛋竟然可以擲到高牆
[00:16:25.760 --> 00:16:27.360]  是什麼原因呢?
[00:16:27.360 --> 00:16:30.160]  就是因為神的幫助
[00:16:30.160 --> 00:16:31.960]  其實在過去的歷史裡
[00:16:31.960 --> 00:16:33.360]  他們會看到
[00:16:33.360 --> 00:16:35.960]  他們的先祖阿伯拉罕
[00:16:35.960 --> 00:16:37.960]  當他知道自己的侄兒羅德
[00:16:37.960 --> 00:16:41.760]  被一個民族擄劫的時候
[00:16:41.760 --> 00:16:44.560]  他帶著三百多個家丁
[00:16:44.560 --> 00:16:46.360]  去挑戰這個民族
[00:16:46.360 --> 00:16:49.760]  救回羅德一家出來
[00:16:49.760 --> 00:16:52.360]  我們更加可以看到摩西
[00:16:52.360 --> 00:16:57.560]  他竟然可以戰勝了埃及龐大的軍旅
[00:16:57.560 --> 00:17:01.560]  讓他們可以平安的離開
[00:17:01.560 --> 00:17:03.360]  所以你留意到
[00:17:03.360 --> 00:17:05.160]  其實是神已經應許
[00:17:05.160 --> 00:17:06.160]  神已經有祝福
[00:17:06.160 --> 00:17:09.560]  但是仍然要他們去作戰
[00:17:09.560 --> 00:17:11.160]  神有恩典
