
[00:00:00.000 --> 00:00:03.000]  開啟正道的慈愛同心來祈禱
[00:01:53.000 --> 00:01:56.000]  我們無法走出來
[00:01:56.000 --> 00:01:59.000]  以致一些情景出現
[00:01:59.000 --> 00:02:01.000]  以致一些環境浮現
[00:02:01.000 --> 00:02:03.000]  經歷這些事情
[00:02:03.000 --> 00:02:05.000]  就好像播片一樣
[00:02:05.000 --> 00:02:08.000]  重新再走出來
[00:02:08.000 --> 00:02:12.000]  今天,摩世來到這個時刻
[00:02:12.000 --> 00:02:15.000]  神來到再次呼召
[00:02:15.000 --> 00:02:17.000]  我們多謝剛才主席
[00:02:17.000 --> 00:02:19.000]  麗娟執事幫我們讀出這個經文
[00:02:19.000 --> 00:02:24.000]  就是要摩世再一次來呼召摩世
[00:02:24.000 --> 00:02:26.000]  來承擔
[00:02:26.000 --> 00:02:30.000]  來帶領伊斯蘭出埃及的使命
[00:02:30.000 --> 00:02:35.000]  但是摩世的回應一再退堂
[00:02:35.000 --> 00:02:39.000]  我們看到整個情景是很特別的
[00:02:39.000 --> 00:02:44.000]  摩世他的無能是顯出神的大能
[00:02:44.000 --> 00:02:49.000]  摩世說,百姓不聽神的說話
[00:02:49.000 --> 00:02:51.000]  但是最不聽的是誰?
[00:02:51.000 --> 00:02:53.000]  最不聽的就是摩世自己
[00:02:53.000 --> 00:02:59.000]  摩世說,百姓不相信是神差遣他的
[00:02:59.000 --> 00:03:01.000]  但是他自己也不相信
[00:03:01.000 --> 00:03:03.000]  是神差遣他的
[00:03:03.000 --> 00:03:06.000]  摩世說,他自己沒有口才
[00:03:06.000 --> 00:03:08.000]  但是他不斷地去推堂
[00:03:08.000 --> 00:03:10.000]  不斷以他的口才
[00:03:10.000 --> 00:03:13.000]  想推脫神的差遣
[00:03:13.000 --> 00:03:17.000]  摩世說,你願意差遣誰就差遣誰
[00:03:17.000 --> 00:03:21.000]  但是你願意差遣誰就差遣誰
[00:03:21.000 --> 00:03:22.000]  不過怎麼樣?
[00:03:22.000 --> 00:03:24.000]  你不要騷擾我
[00:03:24.000 --> 00:03:26.000]  你找其他人好了
[00:03:26.000 --> 00:03:30.000]  我們看到摩世為什麼在這個時刻
[00:03:30.000 --> 00:03:32.000]  他去推脫
[00:03:32.000 --> 00:03:35.000]  不想去回應
[00:03:35.000 --> 00:03:41.000]  因為他仍然在傷痛的裡面
[00:03:41.000 --> 00:03:43.000]  聖經上是神的說話
[00:03:43.000 --> 00:03:46.000]  是技術意識人、民族的歷史
[00:03:46.000 --> 00:03:49.000]  光明和黑暗是並存
[00:03:49.000 --> 00:03:52.000]  但是有關於民族英雄摩世
[00:03:52.000 --> 00:03:54.000]  在耶穌的年代
[00:03:54.000 --> 00:03:56.000]  摩世都是以色列人
[00:03:56.000 --> 00:03:59.000]  民族的英雄和領袖
[00:03:59.000 --> 00:04:02.000]  但是這個國家的領袖的生活
[00:04:02.000 --> 00:04:05.000]  沒有隱惡揚善如實這樣
[00:04:05.000 --> 00:04:08.000]  來技術在聖經裡面沒有淡化
[00:04:08.000 --> 00:04:11.000]  來掩飾
[00:04:11.000 --> 00:04:13.000]  他將他的生活不張揚
[00:04:13.000 --> 00:04:14.000]  不理所當然
[00:04:14.000 --> 00:04:16.000]  也沒有各樣的藉口
[00:04:16.000 --> 00:04:18.000]  試圖開脫推卸責任
[00:04:18.000 --> 00:04:20.000]  混淆視聽
[00:04:20.000 --> 00:04:21.000]  出入記
[00:04:21.000 --> 00:04:26.000]  以色列人離開埃及圍爐之地曲折離奇
[00:04:26.000 --> 00:04:32.000]  以色列人來到埃及圍爐之地受迫害
[00:04:32.000 --> 00:04:34.000]  他們面對迫害
[00:04:34.000 --> 00:04:37.000]  人口不升不跌反升
[00:04:37.000 --> 00:04:41.000]  法老他想來殺害以色列民
[00:04:41.000 --> 00:04:47.000]  去民族清算的計劃從暗處去到明處
[00:04:47.000 --> 00:04:50.000]  從這個暗暗要殺害出身的藍鷹
[00:04:50.000 --> 00:04:53.000]  到要以色列人自己親手
[00:04:53.000 --> 00:04:55.000]  將這個出身的藍鷹
[00:04:55.000 --> 00:04:58.000]  丟到尼洛河
[00:04:58.000 --> 00:05:01.000]  這個殺害嬰孩的毒計
[00:05:01.000 --> 00:05:03.000]  一而再來出現
[00:05:03.000 --> 00:05:07.000]  反而造就了摩西成為埃及王子
[00:05:07.000 --> 00:05:10.000]  滿以為終於可以來到脫苦海
[00:05:10.000 --> 00:05:12.000]  誰知摩西一指錯
[00:05:12.000 --> 00:05:14.000]  滿盤皆落索
[00:05:14.000 --> 00:05:18.000]  要走難來到米邊
[00:05:18.000 --> 00:05:20.000]  我以前在神學院
[00:05:20.000 --> 00:05:25.000]  跟同學玩一些猜聖經借去地名的遊戲
[00:05:25.000 --> 00:05:28.000]  我們就說其中這條就是這樣
[00:05:28.000 --> 00:05:33.000]  不要玩了
[00:05:33.000 --> 00:05:35.000]  賣臉就是不要玩了
[00:05:35.000 --> 00:05:37.000]  我們拗頭什麼不要玩了
[00:05:37.000 --> 00:05:38.000]  什麼來的呢
[00:05:38.000 --> 00:05:40.000]  突然間同學靈機一觸
[00:05:40.000 --> 00:05:44.000]  「米癲呀」
[00:05:44.000 --> 00:05:46.000]  即是不要發癲了
[00:05:46.000 --> 00:05:47.000]  在這個時刻
[00:05:47.000 --> 00:05:49.000]  在這個地方做這件事
[00:05:49.000 --> 00:05:54.000]  我們說摩西去到人生的借去
[00:05:54.000 --> 00:05:58.000]  想著「跌埋心水」
[00:05:58.000 --> 00:06:01.000]  在「米癲」這個地方告老歸田
[00:06:01.000 --> 00:06:05.000]  三分一的人生在埃及
[00:06:05.000 --> 00:06:07.000]  在這個宮廷裡面
[00:06:07.000 --> 00:06:11.000]  三分一的人生在「米癲」這個地方
[00:06:11.000 --> 00:06:13.000]  滿以為「跌埋心水」這個地方
[00:06:13.000 --> 00:06:15.000]  做無人人就收工了
[00:06:15.000 --> 00:06:18.000]  現在就在這個不恰當的時刻
[00:06:18.000 --> 00:06:21.000]  神呼召他帶領伊斯蘭出埃及
[00:06:21.000 --> 00:06:23.000]  形象化的表達就是這樣
[00:06:23.000 --> 00:06:25.000]  昨天我們真的去行山
[00:06:25.000 --> 00:06:27.000]  我們去活動
[00:06:27.000 --> 00:06:30.000]  去這個龍脊
[00:06:30.000 --> 00:06:31.000]  那OK啦
[00:06:31.000 --> 00:06:33.000]  日光日白
[00:06:33.000 --> 00:06:35.000]  形象化表達講笑
[00:06:35.000 --> 00:06:37.000]  約個人跟他說
[00:06:37.000 --> 00:06:38.000]  不如我們早上
[00:06:38.000 --> 00:06:39.000]  昨天行山
[00:06:39.000 --> 00:06:40.000]  去龍脊
[00:06:40.000 --> 00:06:41.000]  那OK啦
[00:06:41.000 --> 00:06:42.000]  時間地鐵
[00:06:42.000 --> 00:06:45.000]  即是去角色都是適合的
[00:06:45.000 --> 00:06:47.000]  都沒有娛樂
[00:06:47.000 --> 00:06:48.000]  類似這樣
[00:06:48.000 --> 00:06:49.000]  我沒有空去
[00:06:49.000 --> 00:06:53.000]  半夜三更已經洗澡
[00:06:53.000 --> 00:06:57.000]  準備下床
[00:06:57.000 --> 00:06:58.000]  等電話響
[00:06:58.000 --> 00:06:59.000]  打來
[00:06:59.000 --> 00:07:00.000]  永弱
[00:07:00.000 --> 00:07:01.000]  我們行山
[00:07:01.000 --> 00:07:03.000]  我說什麼事
[00:07:03.000 --> 00:07:04.000]  行山說
[00:07:04.000 --> 00:07:05.000]  我們去龍脊
[00:07:05.000 --> 00:07:06.000]  看日出
[00:07:06.000 --> 00:07:07.000]  我就會說
[00:07:07.000 --> 00:07:08.000]  謎癲
[00:07:08.000 --> 00:07:10.000]  我傻啦
[00:07:10.000 --> 00:07:13.000]  我已經洗澡
[00:07:13.000 --> 00:07:15.000]  晚上黑漆漆
[00:07:15.000 --> 00:07:17.000]  你叫我去
[00:07:17.000 --> 00:07:18.000]  跟你癲
[00:07:18.000 --> 00:07:20.000]  走去龍脊
[00:07:20.000 --> 00:07:21.000]  看日出
[00:07:21.000 --> 00:07:22.000]  不要傻啦
[00:07:22.000 --> 00:07:25.000]  摩西都是一樣
[00:07:25.000 --> 00:07:27.000]  來到已經一個
[00:07:27.000 --> 00:07:29.000]  即是去
[00:07:29.000 --> 00:07:31.000]  準備修山的年齡
[00:07:31.000 --> 00:07:34.000]  在這個米甸做模型人
[00:07:34.000 --> 00:07:39.000]  已經是做了三十幾四十年
[00:07:39.000 --> 00:07:42.000]  已經很適合這個角色
[00:07:42.000 --> 00:07:44.000]  已經住在這裡
[00:07:44.000 --> 00:07:45.000]  安居樂業
[00:07:45.000 --> 00:07:49.000]  兒子也生了兩個
[00:07:49.000 --> 00:07:51.000]  我們在三章上一段
[00:07:51.000 --> 00:07:53.000]  即是之前的經文有說到
[00:07:53.000 --> 00:07:54.000]  他說生了兩個
[00:07:54.000 --> 00:07:57.000]  而是說我在這個地方
[00:07:57.000 --> 00:07:59.000]  作了寄居
[00:07:59.000 --> 00:08:00.000]  現在
[00:08:00.000 --> 00:08:01.000]  時間
[00:08:01.000 --> 00:08:02.000]  人物
[00:08:02.000 --> 00:08:03.000]  地點都欠奉
[00:08:03.000 --> 00:08:04.000]  在這個時候
[00:08:04.000 --> 00:08:05.000]  偏偏
[00:08:05.000 --> 00:08:07.000]  神要呼召他
[00:08:07.000 --> 00:08:09.000]  帶領異私人出埃及
[00:08:09.000 --> 00:08:13.000]  明明在埃及這個地方
[00:08:13.000 --> 00:08:15.000]  神沒有呼召他
[00:08:15.000 --> 00:08:16.000]  來到一個
[00:08:16.000 --> 00:08:17.000]  好像不適合的時間
[00:08:17.000 --> 00:08:18.000]  以及地點
[00:08:18.000 --> 00:08:21.000]  以色列人都不接受他
[00:08:21.000 --> 00:08:22.000]  而是要逃難
[00:08:22.000 --> 00:08:24.000]  來到這個米甸的地方
[00:08:24.000 --> 00:08:26.000]  神竟然在這裡
[00:08:26.000 --> 00:08:27.000]  馬上呼召他
[00:08:27.000 --> 00:08:31.000]  是誰擺下這個爛攤子呢
[00:08:31.000 --> 00:08:33.000]  是誰呢
[00:08:33.000 --> 00:08:35.000]  就是摩西自己
[00:08:35.000 --> 00:08:36.000]  接下來
[00:08:36.000 --> 00:08:39.000]  神就好像債主那樣
[00:08:39.000 --> 00:08:40.000]  追上門
[00:08:40.000 --> 00:08:42.000]  叮噹那樣
[00:08:42.000 --> 00:08:44.000]  摩西到底怎樣呢
[00:08:44.000 --> 00:08:45.000]  即是我們曾經
[00:08:45.000 --> 00:08:47.000]  都有些失敗的經歷
[00:08:47.000 --> 00:08:49.000]  或者遇過一些傷害
[00:08:49.000 --> 00:08:51.000]  也都有些不想被人
[00:08:51.000 --> 00:08:54.000]  發掘的過去和回憶
[00:08:54.000 --> 00:08:57.000]  像是我們選舉的時間
[00:08:57.000 --> 00:09:00.000]  有些人的黑歷史是怎樣的
[00:09:00.000 --> 00:09:02.000]  找出來
[00:09:02.000 --> 00:09:03.000]  今天
[00:09:03.000 --> 00:09:06.000]  神要讓摩西重新檢視
[00:09:06.000 --> 00:09:07.000]  自己的生命
[00:09:07.000 --> 00:09:09.000]  回顧自己的過去
[00:09:09.000 --> 00:09:12.000]  怎樣來回應
[00:09:12.000 --> 00:09:14.000]  初期三章七到九節
[00:09:14.000 --> 00:09:16.000]  是神的講話
[00:09:16.000 --> 00:09:18.000]  對摩西來說是非常動聽
[00:09:18.000 --> 00:09:20.000]  因為神終於出手了
[00:09:20.000 --> 00:09:22.000]  以色列人有救了
[00:09:22.000 --> 00:09:24.000]  不用被人奴役了
[00:09:24.000 --> 00:09:26.000]  可以逃出生天了
[00:09:26.000 --> 00:09:28.000]  打從心底裏面
[00:09:28.000 --> 00:09:29.000]  都是覺得高興的
[00:09:29.000 --> 00:09:31.000]  因為他自己都曾經
[00:09:31.000 --> 00:09:33.000]  為了這個理想而奮鬥
[00:09:33.000 --> 00:09:34.000]  當他見到自己的族人
[00:09:34.000 --> 00:09:36.000]  被埃及人迫害
[00:09:36.000 --> 00:09:39.000]  他也抵不過眼
[00:09:39.000 --> 00:09:40.000]  心紅起來
[00:09:40.000 --> 00:09:43.000]  就出手殺了這個埃及人
[00:09:43.000 --> 00:09:44.000]  犧牲了大好前途
[00:09:44.000 --> 00:09:45.000]  一日之間
[00:09:45.000 --> 00:09:46.000]  變得一無所有
[00:09:46.000 --> 00:09:47.000]  要逃亡
[00:09:47.000 --> 00:09:50.000]  走到來米甸這個地方
[00:09:50.000 --> 00:09:51.000]  堂堂埃及王子
[00:09:51.000 --> 00:09:53.000]  要幫人
[00:09:53.000 --> 00:09:55.000]  幫這個誘惑罪
[00:09:55.000 --> 00:09:57.000]  幫岳父來看待
[00:09:57.000 --> 00:10:00.000]  甚麼壯志豪情
[00:10:00.000 --> 00:10:02.000]  救世者的宏願
[00:10:02.000 --> 00:10:04.000]  已經是煙消雲散
[00:10:04.000 --> 00:10:06.000]  在這個年老的時刻
[00:10:06.000 --> 00:10:09.000]  見到這個夢想終於達成
[00:10:09.000 --> 00:10:12.000]  不過應該老懷崗位
[00:10:12.000 --> 00:10:13.000]  不過第十節
[00:10:13.000 --> 00:10:14.000]  他是覺得
[00:10:14.000 --> 00:10:16.000]  某些的得人驚
[00:10:16.000 --> 00:10:17.000]  因為
[00:10:17.000 --> 00:10:19.000]  竟然是自己要參與
[00:10:19.000 --> 00:10:22.000]  在其中
[00:10:22.000 --> 00:10:24.000]  過往很多年前
[00:10:24.000 --> 00:10:27.000]  都有一個這樣的報道
[00:10:27.000 --> 00:10:30.000]  就是立法局選舉
[00:10:30.000 --> 00:10:32.000]  有些的候選人
[00:10:32.000 --> 00:10:35.000]  為了爭取選票
[00:10:35.000 --> 00:10:38.000]  故意到林屋去住
[00:10:38.000 --> 00:10:41.000]  當時有新聞報道
[00:10:41.000 --> 00:10:43.000]  某位議員
[00:10:43.000 --> 00:10:45.000]  穿著背心
[00:10:45.000 --> 00:10:47.000]  拖鞋
[00:10:47.000 --> 00:10:48.000]  故意拍出來
[00:10:48.000 --> 00:10:49.000]  從廁所出來
[00:10:49.000 --> 00:10:51.000]  記者來訪問他
[00:10:51.000 --> 00:10:54.000]  候選人就說
[00:10:54.000 --> 00:10:56.000]  這裡真的不是人住
[00:10:56.000 --> 00:10:59.000]  然後得罪了很多人
[00:10:59.000 --> 00:11:00.000]  很多人住在這裡
[00:11:00.000 --> 00:11:02.000]  他說這裡不是人住
[00:11:02.000 --> 00:11:05.000]  他說我一定要爭取要改善
[00:11:05.000 --> 00:11:06.000]  類似
[00:11:06.000 --> 00:11:09.000]  那些人就問
[00:11:09.000 --> 00:11:10.000]  不是啊
[00:11:10.000 --> 00:11:11.000]  你剛剛洗完澡
[00:11:11.000 --> 00:11:13.000]  你還可以住一晚
[00:11:13.000 --> 00:11:14.000]  他說
[00:11:14.000 --> 00:11:16.000]  他漏口說一句
[00:11:16.000 --> 00:11:18.000]  不要緊
[00:11:18.000 --> 00:11:21.000]  也是住一晚而已
[00:11:21.000 --> 00:11:23.000]  住一晚就頂得住
[00:11:23.000 --> 00:11:25.000]  也有個限期
[00:11:25.000 --> 00:11:27.000]  但是如果知道
[00:11:27.000 --> 00:11:28.000]  要繼續在這裡住
[00:11:28.000 --> 00:11:31.000]  那就真的不要玩了
[00:11:31.000 --> 00:11:33.000]  摩西第一個的回應
[00:11:33.000 --> 00:11:34.000]  他就說
[00:11:34.000 --> 00:11:36.000]  我是誰
[00:11:36.000 --> 00:11:38.000]  我怎麼能夠
[00:11:38.000 --> 00:11:44.000]  去面對這個法老呢
[00:11:44.000 --> 00:11:46.000]  好像摩西即時嚇到
[00:11:46.000 --> 00:11:47.000]  好像
[00:11:47.000 --> 00:11:48.000]  他又用了四個藉口
[00:11:48.000 --> 00:11:50.000]  跟神尼的周旋
[00:11:50.000 --> 00:11:51.000]  就好像
[00:11:51.000 --> 00:11:54.000]  我們借去中國
[00:11:54.000 --> 00:11:56.000]  武當張三豐
[00:11:56.000 --> 00:12:02.000]  留下的國技是什麼呢
[00:12:02.000 --> 00:12:04.000]  我不懂背後的
[00:12:04.000 --> 00:12:06.000]  這個太極了
[00:12:06.000 --> 00:12:09.000]  張神比的工作推開
[00:12:09.000 --> 00:12:11.000]  這個是第一個藉口
[00:12:11.000 --> 00:12:13.000]  他是我是誰
[00:12:13.000 --> 00:12:16.000]  相信大家都曾經推人
[00:12:16.000 --> 00:12:18.000]  不是足球籃球那些
[00:12:18.000 --> 00:12:19.000]  送你一程
[00:12:19.000 --> 00:12:21.000]  而是用很多的理由
[00:12:21.000 --> 00:12:23.000]  來推唐
[00:12:23.000 --> 00:12:24.000]  過往可能讀書
[00:12:24.000 --> 00:12:27.000]  被人選做班長
[00:12:27.000 --> 00:12:28.000]  科長
[00:12:28.000 --> 00:12:30.000]  我們說這些吃力不討好的東西
[00:12:30.000 --> 00:12:32.000]  就怎樣
[00:12:32.000 --> 00:12:34.000]  當然不要搞我了
[00:12:34.000 --> 00:12:35.000]  我們有很多理由
[00:12:35.000 --> 00:12:37.000]  老師我很忙的
[00:12:37.000 --> 00:12:39.000]  我自己的工作做不來
[00:12:39.000 --> 00:12:40.000]  我在《全道目者》
[00:12:40.000 --> 00:12:41.000]  我們出來邀請
[00:12:41.000 --> 00:12:43.000]  弟兄姊妹侍奉
[00:12:43.000 --> 00:12:44.000]  我做過弟兄姊妹
[00:12:44.000 --> 00:12:45.000]  我也懂得說
[00:12:45.000 --> 00:12:46.000]  我很忙
[00:12:46.000 --> 00:12:47.000]  又讀書
[00:12:47.000 --> 00:12:49.000]  又工作
[00:12:49.000 --> 00:12:50.000]  接下來
[00:12:50.000 --> 00:12:53.000]  我們又宣傳這三幅
[00:12:53.000 --> 00:12:56.000]  有些人即時回應
[00:12:56.000 --> 00:12:57.000]  真是這樣回答的
[00:12:57.000 --> 00:12:58.000]  他說
[00:12:58.000 --> 00:12:59.000]  他上這麼多課
[00:12:59.000 --> 00:13:01.000]  十三課
[00:13:01.000 --> 00:13:03.000]  他說要十字實習
[00:13:03.000 --> 00:13:05.000]  一去地要地
[00:13:05.000 --> 00:13:09.000]  又口是又不是
[00:13:09.000 --> 00:13:12.000]  他覺得這件事是匪夷所思
[00:13:12.000 --> 00:13:17.000]  這樣玩
[00:13:17.000 --> 00:13:18.000]  摩西
[00:13:18.000 --> 00:13:22.000]  他為什麼會問我是誰
[00:13:22.000 --> 00:13:24.000]  摩西是否很像
[00:13:24.000 --> 00:13:27.000]  以前金庸名著不下
[00:13:27.000 --> 00:13:29.000]  神鵰俠侶
[00:13:29.000 --> 00:13:31.000]  這個歐陽鋒
[00:13:31.000 --> 00:13:33.000]  瘋了之後
[00:13:33.000 --> 00:13:35.000]  他常常問
[00:13:35.000 --> 00:13:37.000]  誰是歐陽鋒
[00:13:37.000 --> 00:13:39.000]  他經常被黃蓉
[00:13:39.000 --> 00:13:41.000]  弄得他瘋了
[00:13:41.000 --> 00:13:42.000]  他到處問
[00:13:42.000 --> 00:13:43.000]  黃蓉說
[00:13:43.000 --> 00:13:46.000]  世上最能打的就是誰
[00:13:46.000 --> 00:13:47.000]  就是歐陽鋒
[00:13:47.000 --> 00:13:49.000]  他很怕歐陽鋒
[00:13:49.000 --> 00:13:50.000]  歐陽鋒我來找你
[00:13:50.000 --> 00:13:52.000]  他就走了
[00:13:52.000 --> 00:13:53.000]  其實誰是歐陽鋒
[00:13:53.000 --> 00:13:55.000]  他自己就是歐陽鋒
[00:13:55.000 --> 00:13:59.000]  瘋了
[00:13:59.000 --> 00:14:02.000]  摩西是否不知道自己是誰
[00:14:02.000 --> 00:14:04.000]  他說我是誰
[00:14:04.000 --> 00:14:06.000]  正正是他
[00:14:06.000 --> 00:14:07.000]  第一
[00:14:07.000 --> 00:14:11.000]  他真是一個身份的危機
[00:14:11.000 --> 00:14:14.000]  出生之後
[00:14:14.000 --> 00:14:17.000]  被家人收藏了三個月
[00:14:17.000 --> 00:14:22.000]  然後被收藏在葡萄商
[00:14:22.000 --> 00:14:25.000]  然後被收養
[00:14:25.000 --> 00:14:31.000]  在埃及法魯的女兒收養他
[00:14:31.000 --> 00:14:36.000]  然後寄養在自己的原生家庭
[00:14:36.000 --> 00:14:41.000]  長大就回到宮廷裡面
[00:14:41.000 --> 00:14:44.000]  接受教育
[00:14:44.000 --> 00:14:49.000]  然後為了救他自己的民族
[00:14:49.000 --> 00:14:51.000]  被迫害的人
[00:14:51.000 --> 00:14:54.000]  他要流亡去到米甸
[00:14:54.000 --> 00:14:56.000]  去到米甸的時候
[00:14:56.000 --> 00:14:58.000]  他的未來太太就說
[00:14:58.000 --> 00:15:02.000]  有個埃及人救了我
[00:15:02.000 --> 00:15:05.000]  這個埃及人就是摩西
[00:15:05.000 --> 00:15:09.000]  摩西入罪他岳父的家庭
[00:15:09.000 --> 00:15:10.000]  多重身份
[00:15:10.000 --> 00:15:12.000]  每樣都不是
[00:15:12.000 --> 00:15:14.000]  他是不是埃及人
[00:15:14.000 --> 00:15:16.000]  他是不是以色列人呢
[00:15:16.000 --> 00:15:18.000]  但是他問他同族的人
[00:15:18.000 --> 00:15:20.000]  不接納他
[00:15:20.000 --> 00:15:22.000]  以致他出賣
[00:15:22.000 --> 00:15:24.000]  他要逃難
[00:15:24.000 --> 00:15:27.000]  當摩西來殺害這個埃及人的時候
[00:15:27.000 --> 00:15:29.000]  他說左右無人
[00:15:29.000 --> 00:15:31.000]  他就出手了
[00:15:31.000 --> 00:15:35.000]  那誰為什麼這件事要揚出來呢
[00:15:35.000 --> 00:15:38.000]  不是他同族的人
[00:15:38.000 --> 00:15:42.000]  但是我覺得難聽一點是同族的人報料
[00:15:42.000 --> 00:15:45.000]  所以能夠通窗事發
[00:15:45.000 --> 00:15:50.000]  他又不被自己的民族接納
[00:15:50.000 --> 00:15:54.000]  他又被埃及人發佬追殺
[00:15:54.000 --> 00:15:57.000]  他來到這個地方米甸
[00:15:57.000 --> 00:15:59.000]  入罪在岳父的家
[00:15:59.000 --> 00:16:05.000]  但是他從頭到尾都不覺得自己是米甸人
[00:16:05.000 --> 00:16:10.000]  他現在要回到原點
[00:16:10.000 --> 00:16:12.000]  這個他出事的地方
[00:16:12.000 --> 00:16:14.000]  他要面對誰呢
[00:16:14.000 --> 00:16:16.000]  埃及發佬
[00:16:16.000 --> 00:16:19.000]  誰下命令追殺他呢
[00:16:19.000 --> 00:16:22.000]  就是埃及發佬
[00:16:22.000 --> 00:16:25.000]  他走回這個追殺他的人面前
[00:16:25.000 --> 00:16:28.000]  好像自動投案
[00:16:28.000 --> 00:16:32.000]  回來了
[00:16:32.000 --> 00:16:36.000]  摩西不是不知道自己是誰
[00:16:36.000 --> 00:16:38.000]  而是記憶太深刻
[00:16:38.000 --> 00:16:40.000]  族人來拒絕他
[00:16:40.000 --> 00:16:44.000]  出賣的創傷太深
[00:16:44.000 --> 00:16:46.000]  就是四十年之後
[00:16:46.000 --> 00:16:47.000]  仍然隱隱作痛
[00:16:47.000 --> 00:16:50.000]  就好像我太太去剖腹生子
[00:16:50.000 --> 00:16:52.000]  表面的傷痕好像痊癒了
[00:16:52.000 --> 00:16:53.000]  到今天隔了這麼久
[00:16:53.000 --> 00:16:55.000]  其實還有一個疤痕
[00:16:55.000 --> 00:16:59.000]  他來跟我兒子說
[00:16:59.000 --> 00:17:02.000]  其實媽媽生你是很辛苦的
[00:17:02.000 --> 00:17:05.000]  為你而割這一刀
[00:17:05.000 --> 00:17:08.000]  當有什麼事發生
[00:17:08.000 --> 00:17:09.000]  跟他爭拗的時間
[00:17:09.000 --> 00:17:11.000]  他就拿出來給你看
[00:17:11.000 --> 00:17:16.000]  我就閉嘴了
[00:17:16.000 --> 00:17:20.000]  他說這一刀
[00:17:20.000 --> 00:17:26.000]  他說如果當時我太太再生
[00:17:26.000 --> 00:17:29.000]  三年內再生寶寶
[00:17:29.000 --> 00:17:33.000]  還要在疤痕裡面再開刀
[00:17:33.000 --> 00:17:35.000]  他說醫生跟他說
[00:17:35.000 --> 00:17:36.000]  因為疤痕
[00:17:36.000 --> 00:17:39.000]  就是傷口其實表面就好了
[00:17:39.000 --> 00:17:41.000]  其實還沒有痊癒
[00:17:41.000 --> 00:17:43.000]  如果三年內再生寶寶
[00:17:43.000 --> 00:17:46.000]  要在疤痕上面再開刀
[00:17:46.000 --> 00:17:49.000]  就再剖腹
[00:17:49.000 --> 00:17:54.000]  摩西就在這個情境裡面困住了
[00:17:54.000 --> 00:17:57.000]  摩西的問題不是不清楚自己是誰
[00:17:57.000 --> 00:18:00.000]  而是執著自己是誰
[00:18:00.000 --> 00:18:04.000]  焦點主角仍然在自己身上面
[00:18:04.000 --> 00:18:06.000]  摩西放棄
[00:18:06.000 --> 00:18:10.000]  唯有摩西放棄自己的想法
[00:18:10.000 --> 00:18:12.000]  去轉移依靠神
[00:18:12.000 --> 00:18:15.000]  神才能夠用得到摩西
[00:18:15.000 --> 00:18:17.000]  這個有限的人
[00:18:17.000 --> 00:18:20.000]  去彰顯祂的無限
[00:18:20.000 --> 00:18:22.000]  同樣好多時候
[00:18:22.000 --> 00:18:25.000]  我們都看死了自己
[00:18:25.000 --> 00:18:28.000]  以自己來限制了神的工作
