
[00:00:00.000 --> 00:00:03.120]  大約半年前,我還在美國的時候
[00:03:25.200 --> 00:03:28.440]  耶穌來到道成若新之後
[00:03:28.440 --> 00:03:32.920]  他說你們信我不是信我乃是信差我來者的
[00:03:32.920 --> 00:03:35.760]  你們所信的上帝是三位一體
[00:03:35.760 --> 00:03:37.000]  是聖父、聖子、聖靈
[00:03:37.000 --> 00:03:38.360]  這個是很基本的
[00:03:38.360 --> 00:03:40.480]  我們教會有fellowship
[00:03:40.480 --> 00:03:42.640]  就是學神
[00:03:42.640 --> 00:03:43.840]  聖父、聖子、聖靈
[00:03:43.840 --> 00:03:45.800]  他們很多時候聚在一起
[00:03:45.800 --> 00:03:48.080]  有fellowship那個團契是學神的
[00:03:51.080 --> 00:03:53.960]  我問人們教會什麼時候設立的
[00:03:53.960 --> 00:03:57.200]  不知道,好像是仕途行轉
[00:03:57.200 --> 00:03:58.120]  耶穌升天的時候
[00:03:58.120 --> 00:04:00.040]  叫那些門徒留守在耶路撒冷
[00:04:00.040 --> 00:04:02.320]  然後等候五旬節聖靈降臨
[00:04:02.320 --> 00:04:03.880]  那個聚會開始而已
[00:04:03.880 --> 00:04:06.160]  但是耶穌還沒上十字架就建立教會
[00:04:06.160 --> 00:04:07.040]  你們不知道的嗎?
[00:04:07.040 --> 00:04:10.080]  他煮飯的時候
[00:04:10.080 --> 00:04:13.360]  保羅在哥倫多前書第十一章說
[00:04:13.360 --> 00:04:16.480]  是從主領受的
[00:04:16.480 --> 00:04:19.400]  就是主耶穌被賣的那一夜
[00:04:19.400 --> 00:04:21.840]  拿起餅來祝謝了就抹開
[00:04:21.840 --> 00:04:24.400]  說這是我的身體為你們捨的
[00:04:24.400 --> 00:04:26.680]  你們每逢吃的時候要如主行
[00:04:26.680 --> 00:04:27.840]  為的是紀念我
[00:04:27.840 --> 00:04:29.040]  耶穌在那裡做什麼呢?
[00:04:29.040 --> 00:04:30.720]  在那個御節的時候
[00:04:30.720 --> 00:04:31.840]  他吃那些無膠餅
[00:04:31.840 --> 00:04:33.080]  無膠餅很小塊的
[00:04:33.080 --> 00:04:34.360]  因為他不會發的
[00:04:34.360 --> 00:04:35.600]  就像杏仁餅那樣
[00:04:35.600 --> 00:04:38.400]  十二個門徒加上耶穌十三個人
[00:04:38.400 --> 00:04:40.240]  十三個杏仁餅一隻碟裝滿了
[00:04:40.240 --> 00:04:42.840]  為什麼耶穌這幾個餅能抹開呢?
[00:04:42.840 --> 00:04:46.360]  他的身體沒有抹開
[00:04:46.360 --> 00:04:47.520]  門徒迎接耶穌
[00:04:47.520 --> 00:04:50.000]  在十字架上下來的屍體是全屍
[00:04:50.000 --> 00:04:51.560]  那個餅是抹開的
[00:04:51.560 --> 00:04:53.880]  他要十二個門徒吃同一塊餅
[00:04:53.880 --> 00:04:55.840]  因為這代表了耶穌基督的身體
[00:04:55.840 --> 00:04:58.120]  門徒吃了那塊餅之後
[00:04:58.120 --> 00:05:01.440]  就代表我們是肢體
[00:05:01.440 --> 00:05:06.640]  不要這麼容易去批評別人
[00:05:06.640 --> 00:05:08.360]  這是肢體
[00:05:08.360 --> 00:05:10.640]  不要向人說人
[00:05:10.640 --> 00:05:12.000]  向人說神
[00:05:12.000 --> 00:05:12.800]  這就是傳福音
[00:05:12.800 --> 00:05:13.680]  向神說人
[00:05:13.680 --> 00:05:14.800]  這就是代禱
[00:05:14.800 --> 00:05:17.000]  不要向人說人
[00:05:17.000 --> 00:05:18.360]  你怎麼對你都不對
[00:05:18.360 --> 00:05:20.120]  對方怎麼錯他也不能完全錯
[00:05:20.120 --> 00:05:22.080]  分別是惡
[00:05:22.080 --> 00:05:23.800]  果子吃了人
[00:05:23.800 --> 00:05:24.720]  就是這樣
[00:05:24.720 --> 00:05:26.000]  是是非非
[00:05:26.000 --> 00:05:27.760]  永無安寧
[00:05:27.760 --> 00:05:30.880]  耶穌叫新約聖徒
[00:05:30.880 --> 00:05:32.880]  有一個特別的名詞叫做教會
[00:05:32.880 --> 00:05:35.120]  教會就是你和我就是教會
[00:05:35.120 --> 00:05:36.840]  講福堂是一個教會
[00:05:36.840 --> 00:05:39.240]  這是一個地址
[00:05:39.240 --> 00:05:41.040]  而這是一個禮拜堂
[00:05:41.040 --> 00:05:43.680]  你說我帶一個朋友來新加坡
[00:05:43.680 --> 00:05:45.840]  我禮拜日帶他去禮拜堂
[00:05:46.520 --> 00:05:48.200]  或者叫他認識教會
[00:05:48.200 --> 00:05:52.040]  在加州三藩市有些佛教
[00:05:52.040 --> 00:05:54.040]  他想加入教會
[00:05:54.040 --> 00:05:56.760]  有個大招牌寫著佛教教會
[00:05:56.760 --> 00:05:57.840]  無契
[00:05:57.840 --> 00:06:00.040]  教會是耶穌特別講的名詞
[00:06:00.040 --> 00:06:02.520]  不知道什麼叫教會
[00:06:02.520 --> 00:06:04.000]  教會是一個組織
[00:06:04.000 --> 00:06:05.440]  不是一個組織
[00:06:05.440 --> 00:06:07.520]  這是唐柚子牧師講的
[00:06:07.520 --> 00:06:13.080]  (國語)
[00:06:13.080 --> 00:06:15.840]  (國語)
[00:06:15.840 --> 00:06:19.200]  (國語)
[00:06:19.200 --> 00:06:21.520]  主耶穌和新約聖徒
[00:06:21.520 --> 00:06:24.040]  主耶穌和教會每一個分子納約
[00:06:24.040 --> 00:06:26.760]  舊約時代只是和某些屬靈位人納約
[00:06:26.760 --> 00:06:28.560]  但新約時代和每一個人
[00:06:28.560 --> 00:06:29.800]  和你和我納約
[00:06:29.800 --> 00:06:31.120]  我們剛才喝的那杯
[00:06:31.120 --> 00:06:32.640]  就是主耶穌和我們納約
[00:06:32.640 --> 00:06:34.200]  我們將來是基督的新父
[00:06:34.200 --> 00:06:35.440]  教會是基督的新父
[00:06:35.440 --> 00:06:36.800]  將來我住的地方
[00:06:36.800 --> 00:06:39.200]  是聖城耶路撒冷
[00:06:39.200 --> 00:06:40.800]  是從天上降下來的
[00:06:40.800 --> 00:06:43.800]  舊約聖徒都是
[00:06:44.040 --> 00:06:46.160]  城外而已 城外有萬國
[00:06:46.160 --> 00:06:48.320]  萬國為首是以色列
[00:06:48.320 --> 00:06:50.280]  將來大衛王會出來
[00:06:50.280 --> 00:06:51.480]  做以色列的王
[00:06:51.480 --> 00:06:52.400]  直到永遠
[00:06:52.400 --> 00:06:54.200]  而我們的主耶穌
[00:06:54.200 --> 00:06:56.680]  是教會的新郎哥
[00:06:56.680 --> 00:06:58.000]  是教會的頭
[00:06:58.000 --> 00:06:59.160]  我們是祂的身體
[00:06:59.160 --> 00:07:01.240]  我們是基督的新父
[00:07:01.240 --> 00:07:02.680]  當然這個結婚
[00:07:02.680 --> 00:07:03.280]  這個新婚
[00:07:03.280 --> 00:07:04.320]  新婦和男女
[00:07:04.320 --> 00:07:06.840]  和性是沒有關係的
[00:07:06.840 --> 00:07:09.000]  我們很有福
[00:07:09.000 --> 00:07:10.960]  有時候我感謝神
[00:07:10.960 --> 00:07:13.240]  我證明了你聽祈禱
[00:07:13.240 --> 00:07:14.560]  我證明了的
[00:07:14.560 --> 00:07:17.600]  我覺得我有福
[00:07:17.600 --> 00:07:20.200]  在新約是教會一份子
[00:07:20.200 --> 00:07:21.320]  我覺得有福
[00:07:21.320 --> 00:07:23.240]  我是一個科學家
[00:07:23.240 --> 00:07:25.760]  所以我喜歡打爛沙盤問道督
[00:07:25.760 --> 00:07:28.520]  在培政小學講道的時候
[00:07:28.520 --> 00:07:29.280]  有人問我為什麼
[00:07:29.280 --> 00:07:31.240]  中文輸入法叫做
[00:07:31.240 --> 00:07:32.520]  蒼結
[00:07:32.520 --> 00:07:34.280]  手寫版的小蒙帖
[00:07:34.280 --> 00:07:36.160]  我說你不知道的嗎
[00:07:36.160 --> 00:07:36.720]  他說不知道
[00:07:36.720 --> 00:07:38.720]  我小學培政小學四年級
[00:07:38.720 --> 00:07:39.400]  我就發現
[00:07:39.400 --> 00:07:41.080]  書本裡面都說
[00:07:41.080 --> 00:07:44.080]  郭文敏老師的蒼結結成記事
[00:07:44.080 --> 00:07:46.080]  那時候還沒有文字
[00:07:46.080 --> 00:07:48.400]  蒼結就是用繩子打不同的列
[00:07:48.400 --> 00:07:49.760]  是代表不同的事
[00:07:49.760 --> 00:07:50.920]  是用這樣來記
[00:07:50.920 --> 00:07:53.440]  後來蒼結發明了象形字
[00:07:53.440 --> 00:07:54.400]  象形文字
[00:07:54.400 --> 00:07:56.440]  就不用結成記事了
[00:07:56.440 --> 00:07:58.960]  為了中文輸入法
[00:07:58.960 --> 00:07:59.920]  我們叫做蒼結
[00:07:59.920 --> 00:08:00.920]  因為那個打中文
[00:08:00.920 --> 00:08:03.520]  但是為什麼手寫版叫做小蒙帖
[00:08:03.520 --> 00:08:04.840]  蒙帖是一個人
[00:08:04.840 --> 00:08:06.640]  是秦始皇時代的一個武將
[00:08:06.640 --> 00:08:08.640]  是一個將軍帶兵打仗的
[00:08:08.640 --> 00:08:09.760]  但是他發明了毛筆
[00:08:10.520 --> 00:08:12.920]  所以人家寫字可以用毛筆填墨來寫字
[00:08:12.920 --> 00:08:14.080]  就不需要用刀來刮
[00:08:14.080 --> 00:08:15.480]  以前的人用刀刮
[00:08:15.480 --> 00:08:18.320]  刮到龜殼上面那些叫做甲骨紋
[00:08:18.320 --> 00:08:19.480]  突鼓韻
[00:08:19.480 --> 00:08:23.120]  不是跟古董沒有關係的
[00:08:23.120 --> 00:08:24.280]  突鼓韻
[00:08:24.280 --> 00:08:27.200]  甲骨紋
[00:08:27.200 --> 00:08:31.040]  聖經上面說
[00:08:31.040 --> 00:08:32.880]  七個奧秘
[00:08:32.880 --> 00:08:34.040]  Mystery
[00:08:34.040 --> 00:08:35.360]  英文叫做Mysteries
[00:08:35.360 --> 00:08:36.600]  Seven Mysteries
[00:08:36.600 --> 00:08:38.240]  什麼叫Mysteries
[00:08:38.240 --> 00:08:41.160]  就是我們兩磅半磚的腦袋
[00:08:41.160 --> 00:08:43.440]  是不可以完全明白
[00:08:43.440 --> 00:08:45.960]  We cannot
[00:08:45.960 --> 00:08:48.000]  completely understand
[00:08:48.000 --> 00:08:50.360]  七樣東西是
[00:08:50.360 --> 00:08:51.360]  我們明白
[00:08:51.360 --> 00:08:52.080]  但是不明白
[00:08:52.080 --> 00:08:54.240]  很多時候我們又明白又不明白
[00:08:54.240 --> 00:08:55.600]  好像那些中學生
[00:08:55.600 --> 00:08:56.640]  他還沒積分
[00:08:56.640 --> 00:08:57.880]  他明白但是他又不明白
[00:08:57.880 --> 00:09:01.160]  七個奧秘
[00:09:01.160 --> 00:09:03.080]  我們不會完全明白的
[00:09:03.080 --> 00:09:05.480]  三
[00:09:05.480 --> 00:09:06.600]  神是三為一體
[00:09:07.280 --> 00:09:08.560]  我們不可以完全明白
[00:09:08.560 --> 00:09:09.960]  道成肉身
[00:09:09.960 --> 00:09:11.320]  不可以完全明白
[00:09:11.320 --> 00:09:12.800]  基督是一個奧秘
[00:09:12.800 --> 00:09:13.960]  今天說的這個奧秘
[00:09:13.960 --> 00:09:18.520]  福音是一個奧秘
[00:09:18.520 --> 00:09:20.880]  天國是一個奧秘
[00:09:20.880 --> 00:09:22.120]  天國不是神的國
[00:09:22.120 --> 00:09:23.040]  兩回事
[00:09:23.040 --> 00:09:24.720]  神的國叫Kingdom of God
[00:09:24.720 --> 00:09:26.240]  天國叫Kingdom of Heaven
[00:09:26.240 --> 00:09:27.400]  是兩回事
[00:09:27.400 --> 00:09:28.360]  五個奧秘
[00:09:28.360 --> 00:09:29.040]  第六個奧秘
[00:09:29.040 --> 00:09:30.480]  為什麼猶太人
[00:09:30.480 --> 00:09:32.360]  不肯接納耶穌做尼塞亞
[00:09:32.360 --> 00:09:34.160]  第七個奧秘
[00:09:34.160 --> 00:09:35.600]  教會是一個奧秘
[00:09:36.120 --> 00:09:38.040]  保羅說church is a mystery
[00:09:38.040 --> 00:09:41.160]  奧秘中的奧秘就是教會秘題
[00:09:41.160 --> 00:09:43.240]  我有一篇信息說教會秘題
[00:09:43.240 --> 00:09:44.200]  但是不可能在這裡說
[00:09:44.200 --> 00:09:45.280]  因為我要說兩個宗
[00:09:45.280 --> 00:09:47.480]  道成肉身又要說兩個宗
[00:09:47.480 --> 00:09:49.240]  這裡沒法子給我說兩個宗
[00:09:49.240 --> 00:09:51.640]  今天說基督的奧秘
[00:09:51.640 --> 00:09:56.680]  保羅在哥羅西書中說
[00:09:56.680 --> 00:09:58.960]  神的奧秘就是基督
[00:09:58.960 --> 00:10:00.640]  當然這些七個奧秘
[00:10:00.640 --> 00:10:01.840]  都是從聖經拿回來的
[00:10:01.840 --> 00:10:03.440]  不是我叫它做奧秘
[00:10:05.280 --> 00:10:07.400]  所有的一切智慧、知識
[00:10:07.400 --> 00:10:10.200]  都藏在祂裡面
[00:10:10.200 --> 00:10:13.520]  基督是一個奧秘
[00:10:13.520 --> 00:10:15.480]  不是一個名稱
[00:10:15.480 --> 00:10:17.480]  我問那些人
[00:10:17.480 --> 00:10:20.600]  耶穌何時設立教會呢
[00:10:20.600 --> 00:10:21.960]  是首主餐的時刻
[00:10:21.960 --> 00:10:22.760]  設立教會了
[00:10:22.760 --> 00:10:25.480]  救恩何時
[00:10:25.480 --> 00:10:27.200]  神何時定救恩呢
[00:10:27.200 --> 00:10:29.840]  耳忽所需地說
[00:10:29.840 --> 00:10:32.680]  神從創立世界以前
[00:10:32.680 --> 00:10:34.480]  未做這個宇宙
[00:10:34.760 --> 00:10:37.520]  未做正常事物和黑暗事物之前
[00:10:37.520 --> 00:10:38.760]  未有人之前
[00:10:38.760 --> 00:10:40.760]  神就定了一個救恩
[00:10:40.760 --> 00:10:43.160]  就是基督裡面揀選了我們
[00:10:43.160 --> 00:10:45.400]  救恩是什麼呢
[00:10:45.400 --> 00:10:47.680]  我們藉這愛子的血
[00:10:47.680 --> 00:10:48.920]  得蒙救贖
[00:10:48.920 --> 00:10:51.840]  同基督徒說這些他明白的
[00:10:51.840 --> 00:10:54.440]  但如果一個人從來沒有去過教會
[00:10:54.440 --> 00:10:57.720]  從來沒有接觸過聖經
[00:10:57.720 --> 00:10:59.160]  也沒聽過耶穌的名字
[00:10:59.160 --> 00:11:01.560]  你說耶穌的補血可以洗淨我們的罪
[00:11:01.560 --> 00:11:02.320]  他就會問
[00:11:02.320 --> 00:11:04.440]  耶穌的補血有洗潔精的嗎
[00:11:04.640 --> 00:11:06.640]  要洗多少次才能洗得乾淨
[00:11:06.640 --> 00:11:08.240]  什麼叫罪
[00:11:08.240 --> 00:11:09.040]  多少次才能洗得乾淨
[00:11:09.040 --> 00:11:10.280]  我有罪嗎
[00:11:10.280 --> 00:11:14.240]  我們用很簡單的說法來說
[00:11:14.240 --> 00:11:16.560]  神在未創造宇宙之前
[00:11:16.560 --> 00:11:17.560]  未做人之前
[00:11:17.560 --> 00:11:18.680]  就定了一個規矩
[00:11:18.680 --> 00:11:19.960]  這個規矩就是
[00:11:19.960 --> 00:11:22.720]  容許一個沒有罪的人
[00:11:22.720 --> 00:11:24.320]  代替一個有罪的人
[00:11:24.320 --> 00:11:26.240]  罪的懲罰就是死亡
[00:11:26.240 --> 00:11:29.240]  很簡單
[00:11:29.240 --> 00:11:33.080]  你跟這人傳福音
[00:11:33.080 --> 00:11:34.920]  你要跟著他想什麼
[00:11:34.920 --> 00:11:37.520]  不是我想說什麼
[00:11:37.520 --> 00:11:38.840]  是他需要什麼
[00:11:38.840 --> 00:11:42.160]  這個叫救恩
[00:11:42.160 --> 00:11:43.200]  救恩是什麼時候呢
[00:11:43.200 --> 00:11:45.120]  救恩只是為人而設
[00:11:45.120 --> 00:11:50.200]  為什麼一定要創造之先
[00:11:50.200 --> 00:11:51.000]  才能設立救恩
[00:11:51.000 --> 00:11:55.320]  上帝不會在亞當夏娃犯罪之後
[00:11:55.320 --> 00:11:56.080]  就按一個按鈕
[00:11:56.080 --> 00:11:56.920]  叫做Oops
[00:11:56.920 --> 00:11:58.120]  或者Reset
[00:11:58.120 --> 00:12:00.040]  有頭來過 不算
[00:12:00.040 --> 00:12:01.560]  影響他的公義
[00:12:02.280 --> 00:12:05.280]  如果是這樣來饒恕亞當夏娃犯罪
[00:12:05.280 --> 00:12:06.360]  魔鬼就會出聲
[00:12:06.360 --> 00:12:07.800]  What about us
[00:12:07.800 --> 00:12:10.080]  有三分之一的天使
[00:12:10.080 --> 00:12:11.800]  也叫墮落的天使跟隨魔鬼
[00:12:11.800 --> 00:12:12.640]  魔鬼就會出聲
[00:12:12.640 --> 00:12:14.680]  不公平就影響他的公義
[00:12:14.680 --> 00:12:15.960]  他早就設立了
[00:12:15.960 --> 00:12:17.640]  但是他沒有救恩
[00:12:17.640 --> 00:12:19.880]  賜給魔鬼和邪靈
[00:12:19.880 --> 00:12:22.880]  這個記載在希伯來書第二章第十六節
[00:12:22.880 --> 00:12:25.280]  他不救不天使
[00:12:25.280 --> 00:12:28.200]  只是救贖阿伯拉罕的子孫
[00:12:28.200 --> 00:12:30.280]  我們不是猶太人
[00:12:30.280 --> 00:12:31.720]  怎麼做阿伯拉罕的子孫呢
[00:12:32.920 --> 00:12:33.680]  其實我們是
[00:12:33.680 --> 00:12:35.440]  每一個人
[00:12:35.440 --> 00:12:39.160]  他重新得救接受福音認罪悔改的時候
[00:12:39.160 --> 00:12:40.400]  他的身份就改變了
[00:12:40.400 --> 00:12:44.120]  身份改變了就變成一個屬靈的利尾人
[00:12:44.120 --> 00:12:46.480]  整天說我們是祭司
[00:12:46.480 --> 00:12:48.040]  比特前書說得很清楚
[00:12:48.040 --> 00:12:49.640]  The Royal Priesthood
[00:12:49.640 --> 00:12:51.560]  You are the chosen race
[00:12:51.560 --> 00:12:53.480]  你是被揀選的族類
[00:12:53.480 --> 00:12:55.440]  是有君尊的祭司
[00:12:55.440 --> 00:12:56.480]  我們是祭司仔
[00:12:56.480 --> 00:13:00.960]  屬靈裡面說我們是阿伯拉罕的後裔
[00:13:01.360 --> 00:13:03.680]  神只是救阿伯拉罕的後裔
[00:13:03.680 --> 00:13:06.640]  而他不救不天使
[00:13:06.640 --> 00:13:08.360]  這些很基本的
[00:13:08.360 --> 00:13:10.240]  原來很多人不知道
[00:13:10.240 --> 00:13:15.760]  普洱格罪死亡的獨勾
[00:13:15.760 --> 00:13:18.280]  就是罪的權勢就是律法
[00:13:18.280 --> 00:13:19.680]  很多人不懂得解釋
[00:13:19.680 --> 00:13:21.720]  什麼叫生什麼叫死不懂得解釋
[00:13:21.720 --> 00:13:24.560]  生的人他坐在那裡
[00:13:24.560 --> 00:13:25.840]  你跟他說話他會反應
[00:13:25.840 --> 00:13:26.640]  給他東西他會吃
[00:13:26.640 --> 00:13:27.920]  他睡覺之後會醒的
[00:13:27.920 --> 00:13:28.600]  那些叫生
[00:13:28.600 --> 00:13:29.920]  死就死了
[00:13:31.120 --> 00:13:32.600]  死到臭臭的
[00:13:32.600 --> 00:13:33.960]  腐化了
[00:13:33.960 --> 00:13:35.960]  燒了他 火葬
[00:13:35.960 --> 00:13:38.880]  沒有了
[00:13:38.880 --> 00:13:41.080]  生死不是這個意思
[00:13:41.080 --> 00:13:43.120]  連生和死我們都不知道
[00:13:43.120 --> 00:13:45.160]  如果不是聖經這麼說
[00:13:45.160 --> 00:13:45.920]  我們不知道什麼叫生
[00:13:45.920 --> 00:13:46.640]  什麼叫生呢
[00:13:46.640 --> 00:13:48.040]  生就是跟神一起
[00:13:48.040 --> 00:13:50.240]  死就是跟神分開
[00:13:50.240 --> 00:13:53.680]  而死亡的獨勾
[00:13:53.680 --> 00:13:55.160]  讓我們跟神分開
[00:13:55.160 --> 00:13:56.440]  就是因為我們有罪
[00:13:56.440 --> 00:13:58.240]  罪就像一個獨勾勾著我們
[00:13:58.240 --> 00:13:59.720]  將他們拉開
[00:13:59.720 --> 00:14:00.360]  距離神
[00:14:02.000 --> 00:14:02.800]  這個叫死亡
[00:14:02.800 --> 00:14:05.400]  亞當夏娃吃了禁果
[00:14:05.400 --> 00:14:07.480]  你吃的奶是指哪一種死
[00:14:07.480 --> 00:14:08.520]  The day you take the fruit
[00:14:08.520 --> 00:14:09.800]  from the tree of knowledge
[00:14:09.800 --> 00:14:11.160]  of good and evil
[00:14:11.160 --> 00:14:12.000]  you shall die
[00:14:12.000 --> 00:14:15.040]  亞當活到930年
[00:14:15.040 --> 00:14:16.920]  是you take the fruit
[00:14:16.920 --> 00:14:18.320]  that day you die
[00:14:18.320 --> 00:14:19.840]  不是930年之後
[00:14:19.840 --> 00:14:21.320]  亞當有沒有死
[00:14:21.320 --> 00:14:22.080]  當然有了
[00:14:22.080 --> 00:14:24.720]  他發現自己赤身露體
[00:14:24.720 --> 00:14:30.440]  神經我們說話都看了
[00:14:32.120 --> 00:14:33.720]  找地方躲
[00:14:33.720 --> 00:14:35.400]  當人找地方躲
[00:14:35.400 --> 00:14:37.640]  是人主動地離開神
[00:14:37.640 --> 00:14:39.240]  這個就是死亡
[00:14:39.240 --> 00:14:41.840]  耶穌在十字架上
[00:14:41.840 --> 00:14:43.360]  經過靈裡面的死亡
[00:14:43.360 --> 00:14:44.880]  祂說了七句話
[00:14:44.880 --> 00:14:45.760]  第四句說話就是
[00:14:45.760 --> 00:14:46.640]  我的神我的神
[00:14:46.640 --> 00:14:48.120]  為什麼你離棄我
[00:14:48.120 --> 00:14:49.520]  My God My God
[00:14:49.520 --> 00:14:51.840]  Why shall thou forsake me
[00:14:51.840 --> 00:14:55.160]  神掩耳又說
[00:14:55.160 --> 00:14:56.840]  神掩面不看
[00:14:56.840 --> 00:14:59.480]  祂經歷靈裡面的死
[00:14:59.480 --> 00:15:00.920]  這是第四句說話
[00:15:01.120 --> 00:15:01.920]  第五句說話
[00:15:01.920 --> 00:15:02.680]  我學了
[00:15:02.680 --> 00:15:03.720]  第六句說話
[00:15:03.720 --> 00:15:04.520]  成了
[00:15:04.520 --> 00:15:05.400]  It is finished
[00:15:05.400 --> 00:15:08.440]  第七句說話
[00:15:08.440 --> 00:15:10.320]  父啊我將我的靈魂
[00:15:10.320 --> 00:15:11.400]  交在你手裡
[00:15:11.400 --> 00:15:12.360]  說了這話
[00:15:12.360 --> 00:15:13.640]  氣就斷了
[00:15:13.640 --> 00:15:15.080]  人的肉身死亡
[00:15:15.080 --> 00:15:17.400]  就是離開人的魂
[00:15:17.400 --> 00:15:18.680]  人有三樣東西
[00:15:18.680 --> 00:15:19.480]  靈魂體
[00:15:19.480 --> 00:15:21.280]  神學院在爭論
