
[00:00:00.000 --> 00:00:03.200]  感謝神今天能夠和大家一起敬拜
[00:02:58.280 --> 00:03:02.440]  在當時保羅寫了這封信之後
[00:03:02.440 --> 00:03:05.360]  其實很多都是他的真心話
[00:03:05.360 --> 00:03:06.960]  但是換來的是什麼呢?
[00:03:06.960 --> 00:03:11.560]  竟然是一片的噓聲和很多的質疑
[00:03:11.560 --> 00:03:14.680]  那如果你是保羅會怎樣呢?
[00:03:14.680 --> 00:03:16.960]  他是不是馬上寫哥倫多後書呢?
[00:03:16.960 --> 00:03:20.240]  好像我們今天的聖經是看哥倫多後書一樣
[00:03:20.240 --> 00:03:21.560]  我們發覺不是
[00:03:21.560 --> 00:03:23.360]  保羅做了兩件事
[00:03:23.360 --> 00:03:26.680]  第一 他就親自去探訪他們
[00:03:26.680 --> 00:03:29.320]  希望和他們做一些解釋
[00:03:29.320 --> 00:03:33.920]  誰知道 當然這個探訪就有理說不清
[00:03:33.920 --> 00:03:36.000]  張力遇上誤會
[00:03:36.000 --> 00:03:37.200]  最後怎樣呢?
[00:03:37.200 --> 00:03:38.880]  不歡而散
[00:03:38.880 --> 00:03:42.640]  另外 傷心之下離開之後
[00:03:42.640 --> 00:03:44.280]  其實他再寫了一封信
[00:03:44.280 --> 00:03:47.800]  那封信是流淚的書信
[00:03:47.800 --> 00:03:49.760]  為什麼我們會知道他寫了這封信呢?
[00:03:49.760 --> 00:03:52.280]  因為在哥倫多後書二章的時候
[00:03:52.280 --> 00:03:57.440]  他說「我從前心裡痛苦難過
[00:03:57.440 --> 00:04:01.200]  流淚寫了封信給你們
[00:04:01.200 --> 00:04:04.000]  它並不是使你們要憂愁
[00:04:04.000 --> 00:04:07.720]  而是要你們知道我是多麼愛你們」
[00:04:07.720 --> 00:04:11.280]  保羅當時真的含著一泡眼淚
[00:04:11.280 --> 00:04:14.440]  再寫一封信給哥倫多教會弟兄姊妹
[00:04:14.440 --> 00:04:17.400]  感謝主這封信奏效了
[00:04:17.400 --> 00:04:19.440]  他們可以再一次溝通
[00:04:19.440 --> 00:04:23.880]  保羅再想著有機會去探望這個教會
[00:04:23.880 --> 00:04:28.240]  所以之前再寫了一封信叫做「哥倫多後書」
[00:04:28.240 --> 00:04:30.120]  在這封信裡面的時候
[00:04:30.120 --> 00:04:34.320]  我們就看到保羅很多的心路歷程
[00:04:34.320 --> 00:04:39.240]  他怎樣很真誠地和他們說這些話
[00:04:39.240 --> 00:04:43.360]  有時候我們發覺關係破裂了
[00:04:43.360 --> 00:04:44.960]  不容易修補
[00:04:44.960 --> 00:04:47.600]  為什麼我們要知道剛才這麼多的背景呢?
[00:04:47.600 --> 00:04:52.160]  因為如果有人在基督裡他就是新造的人
[00:04:52.160 --> 00:04:53.720]  其實保羅這句話
[00:04:53.720 --> 00:04:58.040]  很希望重新開始一個新的關係
[00:04:58.040 --> 00:05:00.800]  新的關係在破裂的關係之後
[00:05:00.800 --> 00:05:02.360]  其實是不容易建立的
[00:05:02.360 --> 00:05:04.840]  很多時候我們就說回不了頭
[00:05:04.840 --> 00:05:06.240]  覆水難收
[00:05:06.240 --> 00:05:09.640]  不單止是人與人之間的關係
[00:05:09.640 --> 00:05:11.400]  各與各都是
[00:05:11.400 --> 00:05:13.840]  現在中美關係非常緊張
[00:05:13.840 --> 00:05:16.280]  有人說都回不了頭
[00:05:16.280 --> 00:05:18.080]  你封我的領事館
[00:05:18.080 --> 00:05:19.720]  我又封回你的領事館
[00:05:19.720 --> 00:05:22.240]  你趕我的記者
[00:05:22.240 --> 00:05:24.360]  我又趕回你的記者走
[00:05:24.360 --> 00:05:26.520]  大家很針鋒相對
[00:05:26.520 --> 00:05:28.920]  一路一路地升級
[00:05:28.920 --> 00:05:32.680]  其實政治有時候不是這麼表面
[00:05:32.680 --> 00:05:34.800]  尤其是政治家都很明一句
[00:05:34.800 --> 00:05:36.440]  有句名言
[00:05:36.440 --> 00:05:37.880]  沒有永遠的朋友
[00:05:37.880 --> 00:05:39.920]  也沒有永遠的敵人
[00:05:39.920 --> 00:05:41.600]  但很可惜這句話
[00:05:41.600 --> 00:05:43.200]  只不過是建基於什麼呢?
[00:05:43.200 --> 00:05:46.640]  建基於在利益的上面
[00:05:46.640 --> 00:05:47.480]  大家明白
[00:05:47.480 --> 00:05:49.600]  如果人與人之間的關係
[00:05:49.600 --> 00:05:51.040]  各與各的關係
[00:05:51.040 --> 00:05:53.840]  都是真的建基於利益上面
[00:05:53.840 --> 00:05:56.120]  其實是走不遠的
[00:05:56.120 --> 00:06:00.480]  保羅這次很希望藉著哥林多後書
[00:06:00.480 --> 00:06:02.360]  和哥林多教的弟兄姊妹
[00:06:02.360 --> 00:06:05.000]  再一次修補關係的時候
[00:06:05.000 --> 00:06:07.320]  他建立的不是利益上面
[00:06:07.320 --> 00:06:09.480]  而是因為一個原因
[00:06:09.480 --> 00:06:11.520]  就是基督的愛
[00:06:11.520 --> 00:06:16.040]  因為基督的愛讓他再一次願意踏出
[00:06:16.040 --> 00:06:18.800]  做一個和好的關係
[00:06:18.800 --> 00:06:22.040]  今天這段第五章的經文
[00:06:22.040 --> 00:06:26.320]  在裏面保羅給我們有很重要的三個真理
[00:06:26.320 --> 00:06:28.600]  當我們一個是新的創造
[00:06:28.600 --> 00:06:29.800]  成為新造的人
[00:06:29.800 --> 00:06:34.000]  我們如何與一些關係有破裂
[00:06:34.000 --> 00:06:34.720]  有裂縫
[00:06:34.720 --> 00:06:37.680]  我們如何再一次與他和好呢?
[00:06:37.680 --> 00:06:39.160]  當然這段經文也說到
[00:06:39.160 --> 00:06:41.360]  我們與上帝是如何和好
[00:06:41.360 --> 00:06:44.040]  我們一起讀讀這段經文
[00:06:44.040 --> 00:06:45.120]  他這樣說
[00:06:45.120 --> 00:06:49.080]  「我們不是又再向你們推薦自己
[00:06:49.080 --> 00:06:52.280]  如果我們瘋狂,那是為了神
[00:06:52.280 --> 00:06:56.440]  如果我們清醒,那是為了你們
[00:06:56.440 --> 00:07:00.000]  原來基督的愛摧逼著我們
[00:07:00.000 --> 00:07:03.080]  因為我們斷定一個人替眾人死
[00:07:03.080 --> 00:07:05.080]  眾人就都死了
[00:07:05.080 --> 00:07:06.280]  他替眾人死
[00:07:06.280 --> 00:07:08.480]  為的是要使活著的人
[00:07:08.480 --> 00:07:10.680]  不再為自己活著
[00:07:10.680 --> 00:07:15.160]  卻為那替他們死而復活的主而活」
[00:07:15.160 --> 00:07:18.320]  所以從今以後
[00:07:18.320 --> 00:07:21.880]  我們不再按照人的看法認識人
[00:07:21.880 --> 00:07:25.360]  雖然我們曾經按照人的看法認識基督
[00:07:25.360 --> 00:07:29.400]  但現在不再這樣了
[00:07:29.400 --> 00:07:31.160]  如果有人在基督裡
[00:07:31.160 --> 00:07:32.920]  他就是新造的人
[00:07:32.920 --> 00:07:34.280]  舊事已過
[00:07:34.280 --> 00:07:37.640]  一切都變成新的了
[00:07:37.640 --> 00:07:39.640]  這一切都是出於神
[00:07:39.640 --> 00:07:43.080]  他藉著基督使我們與他自己和好
[00:07:43.080 --> 00:07:46.760]  並且把這和好的積分賜給我們
[00:07:46.760 --> 00:07:48.960]  就是神在基督裡
[00:07:48.960 --> 00:07:52.600]  使世人和他自己和好
[00:07:52.600 --> 00:07:54.960]  不再追究他們的過犯
[00:07:54.960 --> 00:08:00.120]  並且把和好的道理託付了我們
[00:08:00.120 --> 00:08:02.480]  在剛才讀這一段聖經
[00:08:02.480 --> 00:08:03.720]  我不知道你有沒有留意到
[00:08:03.720 --> 00:08:09.000]  有三個「不在」
[00:08:09.000 --> 00:08:12.600]  不再為自己而活
[00:08:12.600 --> 00:08:17.320]  不再按照人的看法認識人
[00:08:17.320 --> 00:08:21.720]  最後不再追究他們的過犯
[00:08:21.720 --> 00:08:24.640]  這幾句說話就包圍著剛才
[00:08:24.640 --> 00:08:26.880]  我們所讀的金句
[00:08:26.880 --> 00:08:29.560]  一個新造的人
[00:08:29.560 --> 00:08:32.360]  如何與人建立關係呢?
[00:08:32.360 --> 00:08:35.720]  保羅給我們這三個很重要的真理
[00:08:35.720 --> 00:08:38.680]  不再為自己而活
[00:08:38.680 --> 00:08:42.320]  不再按照人的看法去看人
[00:08:42.320 --> 00:08:47.480]  不再追究別人的過犯
[00:08:47.480 --> 00:08:52.880]  當保羅在哥倫多被質疑的時候
[00:08:52.880 --> 00:08:56.240]  那些人說你是誰?
[00:08:56.240 --> 00:08:58.000]  你是否傻傻的?
[00:08:58.000 --> 00:08:59.600]  你是否瘋的?
[00:08:59.600 --> 00:09:06.040]  你竟然和我們有這樣的教訓
[00:09:06.040 --> 00:09:07.960]  那些人很質疑保羅
[00:09:07.960 --> 00:09:11.080]  所以保羅剛才一開始就解釋
[00:09:11.080 --> 00:09:13.320]  我不是要推薦自己
[00:09:13.320 --> 00:09:15.960]  如果你們覺得我是瘋狂
[00:09:15.960 --> 00:09:18.000]  瘋瘋癲癲的、傻傻的
[00:09:18.000 --> 00:09:19.840]  其實他說我是為了神
[00:09:19.840 --> 00:09:21.800]  但如果你覺得我是清醒的
[00:09:21.800 --> 00:09:25.240]  即是你覺得我說的是對的、有道理的
[00:09:25.240 --> 00:09:28.440]  其實我是真的為了你們
[00:09:28.440 --> 00:09:30.640]  不知道你有沒有試過被人說
[00:09:30.640 --> 00:09:34.800]  你瘋瘋癲癲的、傻傻的、瘋瘋癲癲的
[00:09:34.800 --> 00:09:36.120]  當你聽到這句說話的時候
[00:09:36.120 --> 00:09:39.520]  我不知道你有什麼感受
[00:09:39.520 --> 00:09:42.520]  保羅會不會很生氣呢?
[00:09:42.520 --> 00:09:45.520]  你說我瘋狂,你就瘋狂
[00:09:45.520 --> 00:09:47.480]  還是扮瘋狂呢?
[00:09:47.480 --> 00:09:49.120]  你說我瘋狂,你說我瘋狂
[00:09:49.120 --> 00:09:50.160]  我就扮瘋狂
[00:09:50.160 --> 00:09:51.600]  你說我瘋狂,我就瘋狂
[00:09:51.600 --> 00:09:54.080]  誰說我瘋狂?我請他吃小鵝
[00:09:54.080 --> 00:09:55.280]  會不會這樣呢?
[00:09:55.280 --> 00:09:57.760]  為什麼你會很懷疑自己
[00:09:57.760 --> 00:10:00.160]  我是不是真的瘋了、瘋了
[00:10:00.160 --> 00:10:02.960]  為什麼要做這樣的決定呢?
[00:10:02.960 --> 00:10:05.840]  最近我聽到有一個姐妹
[00:10:05.840 --> 00:10:08.960]  說要和她的丈夫一起去歐洲
[00:10:08.960 --> 00:10:10.440]  不是去旅行
[00:10:10.440 --> 00:10:11.160]  是去哪裡呢?
[00:10:11.160 --> 00:10:12.680]  是要去做宣教
[00:10:12.680 --> 00:10:14.720]  她要賣掉這裡美國的房子
[00:10:14.720 --> 00:10:17.520]  去歐洲做宣教
[00:10:17.520 --> 00:10:19.160]  我不知道你聽到這個消息的時候
[00:10:19.160 --> 00:10:20.520]  你會覺得怎樣
[00:10:20.520 --> 00:10:22.040]  當我和一個弟兄說的時候
[00:10:22.040 --> 00:10:23.880]  那個弟兄跟我說
[00:10:23.880 --> 00:10:25.560]  嘩!他是不是瘋了?
[00:10:25.560 --> 00:10:27.400]  他是不是瘋了?
[00:10:27.400 --> 00:10:29.480]  他是不是搞錯了?
[00:10:29.480 --> 00:10:31.040]  他發生什麼事了?
[00:10:31.040 --> 00:10:32.680]  現在這個疫情
[00:10:32.680 --> 00:10:33.840]  你賣房子
[00:10:33.840 --> 00:10:35.880]  你賣房子,你嫌不嫌呢?
[00:10:35.880 --> 00:10:37.040]  你想一想
[00:10:37.040 --> 00:10:38.720]  都很麻煩
[00:10:38.720 --> 00:10:40.520]  看房子,很多金
[00:10:40.520 --> 00:10:42.960]  很害怕,諸如此類
[00:10:42.960 --> 00:10:46.280]  甚至你說現在美國這樣的疫情
[00:10:46.280 --> 00:10:47.960]  你去歐洲,人家是否歡迎你呢?
[00:10:47.960 --> 00:10:49.360]  又是一回事
[00:10:49.360 --> 00:10:51.400]  在整件事的時候
[00:10:51.400 --> 00:10:54.080]  很難想像匪夷所思
[00:10:54.080 --> 00:10:57.520]  但是為什麼會做出這麼瘋狂的決定呢?
[00:10:57.520 --> 00:10:59.360]  當然對我來說
[00:10:59.360 --> 00:11:01.440]  我非常欣賞這個姐妹
[00:11:01.440 --> 00:11:04.680]  因為我相信她是因為一個原因
[00:11:04.680 --> 00:11:07.600]  是基督的愛
[00:11:07.600 --> 00:11:08.680]  保羅接著說
[00:11:08.680 --> 00:11:12.320]  原來基督的愛摧逼著我們
[00:11:12.320 --> 00:11:15.360]  叫我們活著不再為自己而活
[00:11:15.360 --> 00:11:18.920]  是為那位死而復活的主而活
[00:11:18.920 --> 00:11:22.120]  是基督在我們裡面活著
[00:11:22.120 --> 00:11:24.200]  摧逼這個字
[00:11:24.200 --> 00:11:27.880]  其實在原文是一個更加強烈的字
[00:11:27.880 --> 00:11:30.000]  這個字裡說到
[00:11:30.000 --> 00:11:34.600]  驅使你或者支配你的意思
[00:11:34.600 --> 00:11:36.880]  你是身不由己的
[00:11:36.880 --> 00:11:39.160]  如果應用剛才那個例子
[00:11:39.160 --> 00:11:41.000]  我相信那個姐妹
[00:11:41.000 --> 00:11:42.280]  她去歐洲不是旅行
[00:11:42.280 --> 00:11:43.040]  她去做宣教
[00:11:43.040 --> 00:11:43.680]  她要賣房子
[00:11:43.680 --> 00:11:45.680]  她還家裡有小孩
[00:11:45.680 --> 00:11:47.840]  是因為基督的愛
[00:11:47.840 --> 00:11:49.480]  支配著她
[00:11:49.480 --> 00:11:51.640]  她不做不行
[00:11:51.640 --> 00:11:53.840]  你聽起來好像被控制一樣
[00:11:53.840 --> 00:11:54.600]  其實不是
[00:11:54.600 --> 00:11:55.600]  是因為基督的愛
[00:11:55.600 --> 00:11:59.000]  深深地感動了我們每一個人
[00:11:59.000 --> 00:12:00.200]  以致她活著
[00:12:00.200 --> 00:12:01.400]  她不再為自己
[00:12:01.400 --> 00:12:03.760]  要為自己的一定要留在這裡
[00:12:03.760 --> 00:12:04.840]  但是她是為著
[00:12:04.840 --> 00:12:08.080]  耶穌基督在她裡面的那種活著
[00:12:08.080 --> 00:12:09.720]  是她身不由己
[00:12:09.720 --> 00:12:12.040]  她要去做這個工作
[00:12:12.040 --> 00:12:13.640]  同樣保羅當日
[00:12:13.640 --> 00:12:16.400]  面對哥倫多教會這麼棘手的時候
[00:12:16.400 --> 00:12:19.760]  她可以就這樣留下給阿基拉、伯基拉
[00:12:19.760 --> 00:12:21.320]  她可以說這群人真是很煩
[00:12:21.320 --> 00:12:23.480]  留給你們,你們搞吧
[00:12:23.480 --> 00:12:24.800]  但是她沒有
[00:12:24.800 --> 00:12:27.280]  她說因為基督的愛
[00:12:27.280 --> 00:12:28.720]  支配著她
[00:12:28.720 --> 00:12:30.440]  她活著不再為自己
[00:12:30.440 --> 00:12:32.200]  她仍然要去踏出
[00:12:32.200 --> 00:12:34.520]  和他們厚著臉皮
[00:12:34.520 --> 00:12:35.680]  流著眼淚
[00:12:35.680 --> 00:12:38.600]  和他們和好這個關係
[00:12:38.600 --> 00:12:40.480]  因為她和神和好了關係
[00:12:40.480 --> 00:12:42.440]  基督的愛在她當中
[00:12:42.440 --> 00:12:43.440]  感動她
[00:12:43.440 --> 00:12:44.840]  這一份的饒恕
[00:12:44.840 --> 00:12:46.840]  驅使她去饒恕
[00:12:46.840 --> 00:12:49.240]  哥倫多教會的人
[00:12:49.240 --> 00:12:51.680]  最近在一個門訓小組裡面
[00:12:51.680 --> 00:12:56.400]  和一個初信的弟兄分享
[00:12:56.400 --> 00:13:00.320]  他講到他公司以前請了一個兼職
[00:13:00.320 --> 00:13:03.040]  這個兼職想多做幾個小時
[00:13:03.040 --> 00:13:05.040]  他就加幾個小時
[00:13:05.040 --> 00:13:06.280]  加幾個shift給他
[00:13:06.280 --> 00:13:09.040]  甚至晚上被他關了門
[00:13:09.040 --> 00:13:11.440]  一片好心
[00:13:11.440 --> 00:13:13.000]  明明可能不夠時間
[00:13:13.000 --> 00:13:14.440]  給他一點時間
[00:13:14.440 --> 00:13:15.880]  但是沒多久
[00:13:15.880 --> 00:13:18.120]  他竟然收到一份律師信
[00:13:18.120 --> 00:13:19.360]  那封律師信
[00:13:19.360 --> 00:13:22.480]  就是這個兼職找人寄給他
[00:13:22.480 --> 00:13:23.520]  為什麼呢?
[00:13:23.520 --> 00:13:25.200]  原來這個兼職
[00:13:25.200 --> 00:13:27.000]  他是未夠十八歲
[00:13:27.000 --> 00:13:33.640]  在僱員的法律裡面
[00:13:33.640 --> 00:13:34.640]  如果你是未夠十八歲
[00:13:34.640 --> 00:13:37.400]  你是不可以做超過幾個小時
[00:13:37.400 --> 00:13:41.040]  否則就當作是侮辱他
[00:13:41.040 --> 00:13:42.720]  他收到這個律師信的時候
[00:13:42.720 --> 00:13:44.720]  他就覺得「嘩!什麼事啊?
[00:13:44.720 --> 00:13:45.720]  我對你這樣
[00:13:45.720 --> 00:13:48.880]  你反過來這樣對我?」
[00:13:48.880 --> 00:13:51.640]  他當時是很恨、很生氣
[00:13:51.640 --> 00:13:54.400]  但是當我們再去看主禱文
[00:13:54.400 --> 00:13:57.320]  我們說「我們求主寬恕我們
[00:13:57.320 --> 00:13:58.240]  饒恕我們
[00:13:58.240 --> 00:14:01.160]  就好像我們饒恕得罪我們的人一樣」
[00:14:01.160 --> 00:14:03.440]  當他讀到這一句話的時候
[00:14:03.440 --> 00:14:06.760]  他說他都心不由己
[00:14:06.760 --> 00:14:10.360]  他說當他要向神去求饒恕的時候
[00:14:10.360 --> 00:14:13.360]  他又怎麼可以不饒恕這個人呢?
[00:14:13.360 --> 00:14:14.840]  所以當他想到這裡的時候
[00:14:14.840 --> 00:14:17.280]  神的愛又再充滿他
[00:14:17.280 --> 00:14:18.960]  等於今天有某一個人
[00:14:18.960 --> 00:14:19.960]  他得罪過你
[00:14:19.960 --> 00:14:21.320]  或者他誤會過你
[00:14:21.320 --> 00:14:23.720]  他甚至說你瘋了
[00:14:23.720 --> 00:14:24.520]  等等
[00:14:24.520 --> 00:14:26.400]  重傷了你
[00:14:26.400 --> 00:14:29.240]  你可不可以因為基督的愛
[00:14:29.240 --> 00:14:30.600]  驅使你自己
[00:14:30.600 --> 00:14:34.480]  繼續和他做一個和好的工作呢?
[00:14:34.480 --> 00:14:36.000]  這個是很大的挑戰
[00:14:36.000 --> 00:14:37.840]  但是今天聖經告訴你
[00:14:37.840 --> 00:14:41.360]  今天我們要不再為自己而活
[00:14:41.360 --> 00:14:42.400]  按照我們自己
[00:14:42.400 --> 00:14:43.920]  我們是不會做這些事的
[00:14:43.920 --> 00:14:46.640]  但是當耶穌基督在我們裡面的時候
[00:14:46.640 --> 00:14:48.160]  保羅讓我們看到
[00:14:48.160 --> 00:14:51.360]  他是願意去踏出這一步
[00:14:51.360 --> 00:14:53.360]  第二個不在
[00:14:53.360 --> 00:14:54.720]  第二個不在就是
[00:14:54.720 --> 00:14:59.680]  不再按照人的看法去看別人
[00:14:59.680 --> 00:15:02.320]  保羅就是讓高林多教會的人
[00:15:02.320 --> 00:15:06.480]  按照人的看法去認識他
[00:15:06.480 --> 00:15:09.520]  所以這裡說
[00:15:09.520 --> 00:15:10.560]  所以從今以後
[00:15:10.560 --> 00:15:13.920]  我們不再按照人的看法認識別人
[00:15:13.920 --> 00:15:17.680]  也不再按照人的看法去認識基督
[00:15:17.680 --> 00:15:22.480]  現在不要再這樣了
[00:15:22.480 --> 00:15:25.880]  即使保羅在高林多教會服侍了一年半
[00:15:25.880 --> 00:15:27.280]  然後他離開
[00:15:27.280 --> 00:15:28.960]  留在那裡一年半
[00:15:28.960 --> 00:15:32.440]  但是他使徒的身份仍然被質疑
[00:15:32.440 --> 00:15:34.000]  為什麼會這樣呢?
[00:15:34.000 --> 00:15:36.960]  因為高林多教會的人就按照人的看法
[00:15:36.960 --> 00:15:37.920]  按照人的看法
[00:15:37.920 --> 00:15:39.120]  他怎樣去看呢?
[00:15:39.120 --> 00:15:43.240]  他就看到原來在高林多這個地方的城市
[00:15:43.240 --> 00:15:47.000]  剛才我說過是一個繁華的都市
[00:15:47.000 --> 00:15:49.840]  裡面有很多所謂的超級使徒
[00:15:49.840 --> 00:15:51.080]  那些叫超級使徒
[00:15:51.080 --> 00:15:54.280]  他說他和耶穌基督見過面
[00:15:54.280 --> 00:15:56.840]  甚至這一群人是有名望、有學歷
[00:15:56.840 --> 00:16:00.480]  有口才、有錢財、有體面等等
[00:16:00.480 --> 00:16:02.920]  是一些很高檔的人
[00:16:02.920 --> 00:16:05.000]  如果你請他們來做講座
[00:16:05.000 --> 00:16:07.840]  可能會說很貴等等
[00:16:07.840 --> 00:16:09.280]  他講了很多學問
[00:16:09.280 --> 00:16:14.320]  但是這些超級使徒很少講基督耶穌的事情
[00:16:14.320 --> 00:16:16.360]  很少講他們的復活等等
[00:16:16.360 --> 00:16:19.280]  所以以至當時高林多教會的信徒
[00:16:19.280 --> 00:16:23.440]  對保羅被他們伯伯所傳的福音
[00:16:23.440 --> 00:16:24.640]  就很輕看
[00:16:24.640 --> 00:16:27.440]  他們很不重視、很不珍惜
[00:16:27.440 --> 00:16:30.000]  雖然高林多教會一直發展這麼大
[00:16:30.000 --> 00:16:34.200]  但是其實他們離福音就越來越遠
[00:16:34.200 --> 00:16:36.720]  保羅在後面他自己這樣說
[00:16:36.720 --> 00:16:42.520]  他說「但我認為自己沒有一點比不上那些超級使徒
[00:16:42.520 --> 00:16:44.520]  雖然我不善於辭令
[00:16:44.520 --> 00:16:46.200]  卻是有學問
[00:16:46.200 --> 00:16:50.120]  我們在各方面已經向你們清楚表明了
[00:16:50.120 --> 00:16:52.920]  我因為伯伯傳神的福音給你們
[00:16:52.920 --> 00:16:54.320]  就自居卑微
[00:16:54.320 --> 00:16:56.000]  叫你們升高
[00:16:56.000 --> 00:16:58.880]  我這樣做是犯罪嗎?」
[00:16:58.880 --> 00:17:00.480]  當保羅說這句話的時候
[00:17:00.480 --> 00:17:02.440]  你看到他其實也有點氣
[00:17:02.440 --> 00:17:04.680]  「我這樣伯伯傳給你
[00:17:04.680 --> 00:17:06.120]  難道我犯了罪嗎?
[00:17:06.120 --> 00:17:09.960]  你要我跟那些超級使徒比嗎?」
[00:17:09.960 --> 00:17:10.960]  想說的是什麼呢?
[00:17:10.960 --> 00:17:11.920]  其實就是說
[00:17:11.920 --> 00:17:16.040]  原來當我們按照人的看法去看別人
[00:17:16.040 --> 00:17:20.520]  這件事情是關係裂縫的一個開始
[00:17:20.520 --> 00:17:22.040]  一個開端
[00:17:22.040 --> 00:17:24.960]  是一個starting point(開始點)
[00:17:24.960 --> 00:17:26.680]  所以我們不可以start這個point(開始點)
[00:17:26.680 --> 00:17:30.160]  什麼叫做不再按照人的看法呢?
[00:17:30.160 --> 00:17:33.640]  其實就是我們所說的先入為主
[00:17:33.640 --> 00:17:36.080]  刻板印象
[00:17:36.080 --> 00:17:38.080]  標籤這些觀念
[00:17:38.080 --> 00:17:39.880]  這些觀念
[00:17:39.880 --> 00:17:43.440]  其實經常會發生在我們的生命當中
[00:17:43.440 --> 00:17:45.600]  它的運作其實很容易
[00:17:45.600 --> 00:17:49.520]  很多時候我們很簡單地粗暴地將兩件事拼在一起
[00:17:49.520 --> 00:17:53.040]  先入為主我們就標籤了它
[00:17:53.040 --> 00:17:55.680]  現在社會上你經常都看到
[00:17:55.680 --> 00:17:57.000]  你隨便抽幾個字
[00:17:57.000 --> 00:17:58.680]  「黑人」是什麼?
[00:17:58.680 --> 00:17:59.640]  「華人」
