
[00:00:00.000 --> 00:00:03.000]  實在很感謝神,感謝神的帶領
[00:03:04.000 --> 00:03:07.000]  一起齊心努力去重建城牆
[00:03:07.000 --> 00:03:12.000]  在52天之內重建完成
[00:03:12.000 --> 00:03:19.000]  也帶來了一段復興的時候
[00:03:19.000 --> 00:03:21.000]  但是很可惜
[00:03:21.000 --> 00:03:27.000]  很快百姓又再偏離神的真道
[00:03:27.000 --> 00:03:33.000]  尼希米有一段時間離開耶路撒冷
[00:03:33.000 --> 00:03:36.000]  再回到波斯
[00:03:36.000 --> 00:03:38.000]  隔了一段時間
[00:03:38.000 --> 00:03:41.000]  他又再回歸耶路撒冷
[00:03:41.000 --> 00:03:44.000]  但當他第二次回到耶路撒冷的時候
[00:03:44.000 --> 00:03:48.000]  他看到百姓的生活
[00:03:48.000 --> 00:03:51.000]  信仰的問題真的很多
[00:03:51.000 --> 00:03:59.000]  他當時尼希米所見的百姓的罪惡
[00:03:59.000 --> 00:04:04.000]  和現在馬拉基先知所指責百姓的罪惡
[00:04:04.000 --> 00:04:06.000]  其實大致上相同
[00:04:06.000 --> 00:04:13.000]  況且他們的時間大致上只相差兩三年
[00:04:13.000 --> 00:04:18.000]  他們所指責的罪惡主要有三大項
[00:04:18.000 --> 00:04:24.000]  第一就是輕視憲制的規格
[00:04:24.000 --> 00:04:28.000]  第二就是輕視婚姻的持守
[00:04:28.000 --> 00:04:34.000]  第三就是輕視殺一奉獻
[00:04:34.000 --> 00:04:37.000]  其實這三項
[00:04:37.000 --> 00:04:44.000]  似乎現代人的信徒也差不多是這三項
[00:04:44.000 --> 00:04:49.000]  輕視敬拜侍奉的規矩
[00:04:49.000 --> 00:04:53.000]  輕視婚姻
[00:04:53.000 --> 00:04:56.000]  輕視奉獻
[00:04:56.000 --> 00:05:06.000]  所以當日的信息對我們今天的信徒也是需要聽的
[00:05:06.000 --> 00:05:09.000]  所以我們大家一起留心學習
[00:05:09.000 --> 00:05:17.000]  免得我們同樣犯他們所犯的罪
[00:05:17.000 --> 00:05:23.000]  他們所犯的罪就是藐視神的命
[00:05:23.000 --> 00:05:26.000]  今天我先跟大家講第一項的罪
[00:05:26.000 --> 00:05:32.000]  就是當時的猶太人輕視憲制規格的罪
[00:05:32.000 --> 00:05:38.000]  對我們來說就是輕視敬拜侍奉的罪
[00:05:38.000 --> 00:05:41.000]  剛才我們大家讀經文的時候
[00:05:41.000 --> 00:05:48.000]  相信你一定感受到經文的敘述方式是很特別的
[00:05:48.000 --> 00:05:53.000]  還有聖經的其他書卷是這樣的方式敘述的
[00:05:53.000 --> 00:05:56.000]  就好像兩個人在辯論
[00:05:56.000 --> 00:06:02.000]  也好像有一個兒子和爸爸在鬥嘴
[00:06:02.000 --> 00:06:05.000]  在駁嘴
[00:06:05.000 --> 00:06:07.000]  父親說一句
[00:06:07.000 --> 00:06:10.000]  兒子就駁一句
[00:06:10.000 --> 00:06:14.000]  而且駁得很狠
[00:06:14.000 --> 00:06:23.000]  他駁嘴是用一套他自己的歪理去辯駁的
[00:06:23.000 --> 00:06:31.000]  這種敘述方式也是馬拉基書的特色
[00:06:31.000 --> 00:06:33.000]  我們看看經文
[00:06:33.000 --> 00:06:37.000]  馬拉基書一章六節
[00:06:37.000 --> 00:06:40.000]  藐視我明的祭司
[00:06:40.000 --> 00:06:47.000]  這段聖經的指責其實是指責祭司
[00:06:47.000 --> 00:06:49.000]  這樣我們會舒服一點
[00:06:49.000 --> 00:06:52.000]  罵祭司而已
[00:06:52.000 --> 00:06:54.000]  不關我們的事
[00:06:54.000 --> 00:06:55.000]  我們評信徒
[00:06:55.000 --> 00:07:00.000]  或者牧師長老都差不多
[00:07:00.000 --> 00:07:01.000]  不是
[00:07:01.000 --> 00:07:09.000]  我們知道每一個新約的信徒皆祭司
[00:07:09.000 --> 00:07:13.000]  每一個信徒都需要留意今天的信息
[00:07:13.000 --> 00:07:16.000]  藐視是什麼意思呢
[00:07:16.000 --> 00:07:18.000]  其實經文已經解釋得很好
[00:07:18.000 --> 00:07:23.000]  就是不尊敬又不敬畏
[00:07:23.000 --> 00:07:26.000]  這就叫藐視
[00:07:26.000 --> 00:07:27.000]  舉一個例子
[00:07:27.000 --> 00:07:31.000]  就好像有一個小朋友小孩子
[00:07:31.000 --> 00:07:34.000]  他在不適當的時候做不適當的事
[00:07:34.000 --> 00:07:39.000]  父親當然會叫他不要再做了
[00:07:39.000 --> 00:07:41.000]  他不聽
[00:07:41.000 --> 00:07:45.000]  他說你再做我就打你
[00:07:45.000 --> 00:07:49.000]  他不怕
[00:07:49.000 --> 00:07:53.000]  這個小孩子就是藐視他的父親
[00:07:53.000 --> 00:07:55.000]  藐視是什麼呢
[00:07:55.000 --> 00:08:00.000]  又不聽又不怕
[00:08:00.000 --> 00:08:01.000]  我們想一下
[00:08:01.000 --> 00:08:03.000]  在日常生活裡面是怎樣呢
[00:08:03.000 --> 00:08:05.000]  做學生的
[00:08:05.000 --> 00:08:07.000]  在學校或者大學讀書
[00:08:07.000 --> 00:08:10.000]  對一個教授又不聽又不怕
[00:08:10.000 --> 00:08:12.000]  那有什麼後果呢
[00:08:12.000 --> 00:08:17.000]  老師或教授叫他交功課交項目
[00:08:17.000 --> 00:08:19.000]  要考試
[00:08:19.000 --> 00:08:21.000]  不然肥你的
[00:08:21.000 --> 00:08:23.000]  又不聽又不怕
[00:08:23.000 --> 00:08:25.000]  那又怎樣呢
[00:08:25.000 --> 00:08:29.000]  就聽肥佬
[00:08:29.000 --> 00:08:32.000]  在公司裡面對上司對老闆又不聽
[00:08:32.000 --> 00:08:34.000]  又不怕
[00:08:34.000 --> 00:08:36.000]  有什麼後果呢
[00:08:36.000 --> 00:08:39.000]  就是炒友
[00:08:39.000 --> 00:08:44.000]  在社會上對法例又不聽又不怕
[00:08:44.000 --> 00:08:46.000]  那又怎樣呢
[00:08:46.000 --> 00:08:49.000]  等坐牢
[00:08:49.000 --> 00:08:51.000]  對神的吩咐
[00:08:51.000 --> 00:08:53.000]  又不聽又不怕
[00:08:53.000 --> 00:08:56.000]  那又怎樣呢
[00:08:56.000 --> 00:09:00.000]  等審判懲罰
[00:09:00.000 --> 00:09:03.000]  所以我們千萬不要養成
[00:09:03.000 --> 00:09:08.000]  這種不聽又不怕的品性
[00:09:08.000 --> 00:09:12.000]  這樣對神對人
[00:09:12.000 --> 00:09:14.000]  對自己
[00:09:14.000 --> 00:09:20.000]  對身邊所有的人都沒有好處
[00:09:20.000 --> 00:09:22.000]  我們繼續看經文的
[00:09:22.000 --> 00:09:26.000]  百姓和神的對質
[00:09:26.000 --> 00:09:28.000]  我用口語化來說
[00:09:28.000 --> 00:09:30.000]  第六節
[00:09:30.000 --> 00:09:32.000]  神說
[00:09:32.000 --> 00:09:35.000]  你們藐視我
[00:09:35.000 --> 00:09:37.000]  百姓說
[00:09:37.000 --> 00:09:38.000]  不是吧
[00:09:38.000 --> 00:09:41.000]  我們什麼時候藐視你
[00:09:41.000 --> 00:09:42.000]  第七節
[00:09:42.000 --> 00:09:43.000]  神說
[00:09:43.000 --> 00:09:46.000]  你們弄髒我的壇
[00:09:46.000 --> 00:09:48.000]  百姓說
[00:09:48.000 --> 00:09:51.000]  神啊,你的壇整天都這麼髒
[00:09:51.000 --> 00:09:54.000]  祭神的血腥都在
[00:09:54.000 --> 00:09:56.000]  燒完祭神的灰又在
[00:09:56.000 --> 00:09:59.000]  當然髒了
[00:09:59.000 --> 00:10:03.000]  不用這麼緊張吧
[00:10:03.000 --> 00:10:05.000]  可藐視的這句話
[00:10:05.000 --> 00:10:06.000]  可以理解為
[00:10:06.000 --> 00:10:09.000]  無須看重
[00:10:09.000 --> 00:10:11.000]  廣東話是什麼
[00:10:11.000 --> 00:10:15.000]  不用這麼緊張
[00:10:15.000 --> 00:10:18.000]  可能當時的人會認為獻祭
[00:10:18.000 --> 00:10:21.000]  只不過是將祭神燒了
[00:10:21.000 --> 00:10:24.000]  燒完之後只有灰
[00:10:24.000 --> 00:10:26.000]  所以
[00:10:26.000 --> 00:10:27.000]  核硬的
[00:10:27.000 --> 00:10:28.000]  瘸腿的
[00:10:28.000 --> 00:10:30.000]  有病的
[00:10:30.000 --> 00:10:31.000]  無所謂
[00:10:31.000 --> 00:10:33.000]  燒了之後也一樣
[00:10:33.000 --> 00:10:37.000]  只剩下灰
[00:10:37.000 --> 00:10:40.000]  所以從這樣的對答中
[00:10:40.000 --> 00:10:41.000]  我們開始明白
[00:10:41.000 --> 00:10:44.000]  為什麼百姓會這樣說話
[00:10:44.000 --> 00:10:46.000]  原來他們不認為
[00:10:46.000 --> 00:10:47.000]  他們有藐視神
[00:10:47.000 --> 00:10:49.000]  不是因為他們沒有做過什麼
[00:10:49.000 --> 00:10:51.000]  而是因為他們不認同
[00:10:51.000 --> 00:10:57.000]  獻有殘疾的生畜是有問題的
[00:10:57.000 --> 00:10:59.000]  百姓這樣做
[00:10:59.000 --> 00:11:02.000]  祭司沒有阻止他們
[00:11:02.000 --> 00:11:05.000]  那就是默認可以這樣做
[00:11:05.000 --> 00:11:08.000]  所以神追究祭司
[00:11:08.000 --> 00:11:11.000]  祭司很清楚
[00:11:11.000 --> 00:11:14.000]  律法是說得很清楚的
[00:11:14.000 --> 00:11:19.000]  規定獻祭是不可以用有殘疾的
[00:11:19.000 --> 00:11:27.000]  或者是有瑕疵的生畜來做祭神
[00:11:27.000 --> 00:11:30.000]  所以神要追究他們
[00:11:30.000 --> 00:11:34.000]  特別是追究祭司
[00:11:34.000 --> 00:11:37.000]  我們可以去整理一下
[00:11:37.000 --> 00:11:46.000]  他們否認犯罪背後的邏輯
[00:11:46.000 --> 00:11:49.000]  他們說我沒有犯罪
[00:11:49.000 --> 00:11:53.000]  我認為我所做的不是犯罪
[00:11:53.000 --> 00:11:54.000]  就是這麼簡單
[00:11:54.000 --> 00:11:55.000]  不是沒有做
[00:11:55.000 --> 00:11:59.000]  我不認為我所做的是犯罪
[00:11:59.000 --> 00:12:03.000]  現代人也是用這個邏輯來否認犯罪
[00:12:03.000 --> 00:12:06.000]  譬如有人會這樣說
[00:12:06.000 --> 00:12:09.000]  我沒有做不老實的事
[00:12:09.000 --> 00:12:12.000]  我不認為我向政府瞞稅
[00:12:12.000 --> 00:12:17.000]  算是不老實的事
[00:12:17.000 --> 00:12:20.000]  我們知道很多瞞稅人也會這樣解釋
[00:12:20.000 --> 00:12:22.000]  我又沒有害人
[00:12:22.000 --> 00:12:26.000]  政府有很多錢
[00:12:26.000 --> 00:12:28.000]  扣一點點不影響人
[00:12:28.000 --> 00:12:36.000]  所以不算是不老實
[00:12:36.000 --> 00:12:40.000]  又有這樣的例子
[00:12:40.000 --> 00:12:43.000]  譬如有一個變態的男人
[00:12:43.000 --> 00:12:47.000]  他否認他沒有做過不道德的事
[00:12:47.000 --> 00:12:53.000]  因為他不認為走進女廁是犯罪的行為
[00:12:53.000 --> 00:13:01.000]  他不認為進女更衣室是不道德的行為
[00:13:01.000 --> 00:13:06.000]  現在的人真的會這樣做
[00:13:06.000 --> 00:13:08.000]  說到這個題目
[00:13:08.000 --> 00:13:10.000]  順便一提大家
[00:13:10.000 --> 00:13:13.000]  很嚴肅很嚴重的問題
[00:13:13.000 --> 00:13:18.000]  特別要提醒姐妹和做媽媽的要留意
[00:13:18.000 --> 00:13:22.000]  當你們自己或者你們的女兒
[00:13:22.000 --> 00:13:29.000]  去學校大學或者公共的泳池游泳的時候要小心
[00:13:29.000 --> 00:13:33.000]  因為政府已經立例容許
[00:13:33.000 --> 00:13:41.000]  那些變態的男人可以用女更衣室
[00:13:41.000 --> 00:13:43.000]  不能上訴
[00:13:43.000 --> 00:13:45.000]  因為他們有法例保護
[00:13:45.000 --> 00:13:46.000]  你們沒有
[00:13:46.000 --> 00:13:52.000]  所以你們自己要保護自己
[00:13:52.000 --> 00:13:54.000]  在這件事上
[00:13:54.000 --> 00:13:59.000]  我真的一直很不舒服了很久
[00:13:59.000 --> 00:14:02.000]  心裡真的有時候覺得很悲哀
[00:14:02.000 --> 00:14:08.000]  為什麼這麼邪惡的事都可以發生呢
[00:14:08.000 --> 00:14:10.000]  為什麼那些人
[00:14:10.000 --> 00:14:11.000]  特別是那些家長
[00:14:11.000 --> 00:14:14.000]  為什麼不起來一起抗議呢
[00:14:14.000 --> 00:14:18.000]  我真的很不明白
[00:14:18.000 --> 00:14:24.000]  不過我希望大家會爭取機會去表達意見
[00:14:24.000 --> 00:14:34.000]  也求神憐憫請救我們
[00:14:34.000 --> 00:14:38.000]  我們看第九節
[00:14:38.000 --> 00:14:44.000]  現在我勸你們懇求神託好施恩於我們
[00:14:44.000 --> 00:14:47.000]  第十節
[00:14:47.000 --> 00:14:50.000]  甚願你們中間有一人關上電門
[00:14:50.000 --> 00:14:54.000]  免得你們徒然在我壇上燒火
[00:14:54.000 --> 00:14:56.000]  萬君子耶和華說
[00:14:56.000 --> 00:14:57.000]  我不喜悅你們
[00:14:57.000 --> 00:15:04.000]  也不從你們手中收納貢物
[00:15:04.000 --> 00:15:08.000]  這句話的意思是
[00:15:08.000 --> 00:15:13.000]  越是亂献祭就越是犯罪
[00:15:13.000 --> 00:15:16.000]  不如不要獻了
[00:15:16.000 --> 00:15:19.000]  所以我們要聽清楚
[00:15:19.000 --> 00:15:23.000]  如果不按神的吩咐來獻祭
[00:15:23.000 --> 00:15:25.000]  或者用我今天的字眼來說
[00:15:25.000 --> 00:15:26.000]  來奉獻
[00:15:26.000 --> 00:15:28.000]  或者不合神心意的奉獻
[00:15:28.000 --> 00:15:32.000]  人和那些奉獻的貢物
[00:15:32.000 --> 00:15:38.000]  神都不會閱立
[00:15:38.000 --> 00:15:42.000]  遲些我們講到奉獻第三樣
[00:15:42.000 --> 00:15:43.000]  或者第三章的時候
[00:15:43.000 --> 00:15:47.000]  就會講到奉獻的題目
[00:15:47.000 --> 00:15:49.000]  第十一節
[00:15:49.000 --> 00:15:51.000]  萬君子耶和華說
[00:15:51.000 --> 00:15:54.000]  從日出之地到日落之處
[00:15:54.000 --> 00:15:57.000]  我的名在外邦中必尊為大
[00:15:57.000 --> 00:16:01.000]  在各處人必奉我的名燒香
[00:16:01.000 --> 00:16:03.000]  燒香即是祈禱
[00:16:03.000 --> 00:16:05.000]  可以代表祈禱
[00:16:05.000 --> 00:16:07.000]  獻潔淨的貢物
[00:16:07.000 --> 00:16:13.000]  因為我的名在外邦中必尊為大
[00:16:13.000 --> 00:16:14.000]  這一節
[00:16:14.000 --> 00:16:21.000]  可以說是這一章裡最重要的一句話
[00:16:21.000 --> 00:16:23.000]  意思是
[00:16:23.000 --> 00:16:25.000]  我 耶和華
[00:16:25.000 --> 00:16:28.000]  是普天下全地的主
[00:16:28.000 --> 00:16:31.000]  連外邦人都恭恭敬敬地
[00:16:31.000 --> 00:16:37.000]  按照我的吩咐來禱告敬拜奉獻
[00:16:37.000 --> 00:16:42.000]  但是你們是我特選寶貴的百姓
[00:16:42.000 --> 00:16:45.000]  你們對我卻是那麼馬虎
[00:16:45.000 --> 00:16:53.000]  毫無敬畏之心
[00:16:53.000 --> 00:16:59.000]  常章聖經所說的其實就是這句話
[00:16:59.000 --> 00:17:03.000]  這節聖經也帶給我們很好的提醒
[00:17:03.000 --> 00:17:07.000]  我們大家想想
[00:17:07.000 --> 00:17:12.000]  尤其是我們信主多年的弟兄姊妹
[00:17:12.000 --> 00:17:13.000]  你想想
[00:17:13.000 --> 00:17:15.000]  我們信主那麼多年
[00:17:15.000 --> 00:17:17.000]  我們在敬拜
[00:17:17.000 --> 00:17:18.000]  讀經
[00:17:18.000 --> 00:17:20.000]  祈禱的事上
[00:17:20.000 --> 00:17:22.000]  我們有沒有給誤導的朋友
[00:17:22.000 --> 00:17:24.000]  或者是初信的弟兄姊妹
[00:17:24.000 --> 00:17:27.000]  給他們更積極
[00:17:27.000 --> 00:17:30.000]  更加冷淡
[00:17:30.000 --> 00:17:36.000]  更加沒興趣
[00:17:36.000 --> 00:17:41.000]  我們給他們有沒有更熱心呢
[00:17:41.000 --> 00:17:46.000]  我們自己可以為自己來去給分
[00:17:46.000 --> 00:17:49.000]  如果你覺得分數很低的
[00:17:49.000 --> 00:17:52.000]  我勸你就好像第九節所說
[00:17:52.000 --> 00:17:59.000]  我勸你們懇求神託好施恩於我們
[00:17:59.000 --> 00:18:02.000]  如果你覺得分數很高的
[00:18:02.000 --> 00:18:04.000]  為你感謝神
[00:18:04.000 --> 00:18:11.000]  你繼續努力不要鬆懈
[00:18:11.000 --> 00:18:18.000]  第十二節
[00:18:18.000 --> 00:18:20.000]  你們卻褻瀆我的名
[00:18:20.000 --> 00:18:24.000]  說耶和華的卓子是污穢的
[00:18:24.000 --> 00:18:32.000]  其上的食物是可藐視的
[00:18:32.000 --> 00:18:34.000]  這句話重複說
[00:18:34.000 --> 00:18:36.000]  我們人說話重複說
[00:18:36.000 --> 00:18:39.000]  就是逞氣
[00:18:39.000 --> 00:18:42.000]  聖經裡面重複說一句話
[00:18:42.000 --> 00:18:44.000]  是很重要的
[00:18:44.000 --> 00:18:50.000]  是非常之嚴重的事
[00:18:50.000 --> 00:18:52.000]  當神透過先知
[00:18:52.000 --> 00:18:56.000]  去責備祭司和百姓的時候
[00:18:56.000 --> 00:18:58.000]  從經文的顯示裡面
[00:18:58.000 --> 00:19:07.000]  祭司和百姓完全沒有認罪悔改
[00:19:07.000 --> 00:19:09.000]  不單沒有認罪悔改
[00:19:09.000 --> 00:19:12.000]  反而還不斷駁嘴
[00:19:12.000 --> 00:19:15.000]  他們要證明自己沒有錯
[00:19:15.000 --> 00:19:20.000]  我相信他們更加想證明是神錯
[00:19:20.000 --> 00:19:22.000]  或者他們要證明
[00:19:22.000 --> 00:19:26.000]  只不過是神要求過分
[00:19:26.000 --> 00:19:34.000]  或者神的要求和吩咐是多餘的
[00:19:34.000 --> 00:19:36.000]  當我們看經文的時候
[00:19:36.000 --> 00:19:44.000]  我們會有一種這樣的感覺
[00:19:44.000 --> 00:19:49.000]  第十三節
[00:19:49.000 --> 00:19:56.000]  你們又說,這些事何等繁瑣,並癡之以備
[00:19:56.000 --> 00:19:59.000]  這句話很精彩
[00:19:59.000 --> 00:20:02.000]  這句話的意思是什麼呢
[00:20:02.000 --> 00:20:03.000]  意思是說
[00:20:03.000 --> 00:20:07.000]  當神不斷在指責他們的時候
[00:20:07.000 --> 00:20:10.000]  他們也不斷駁嘴的時候
[00:20:10.000 --> 00:20:13.000]  但是去到一個地步
[00:20:13.000 --> 00:20:23.000]  百姓祭司終於發火
[00:20:23.000 --> 00:20:26.000]  終於忍不住
[00:20:26.000 --> 00:20:30.000]  終於說不想再聽到神的聲音
[00:20:30.000 --> 00:20:32.000]  他們的意思是說
[00:20:32.000 --> 00:20:34.000]  夠了,夠了
[00:20:34.000 --> 00:20:37.000]  你很煩,神,你很煩
[00:20:37.000 --> 00:20:39.000]  不用再跟我們說了
[00:20:39.000 --> 00:20:46.000]  總之我們沒有做錯
[00:20:46.000 --> 00:20:48.000]  我們是問心無愧
[00:20:48.000 --> 00:20:55.000]  神,你不用再跟我們說話了
[00:20:55.000 --> 00:20:56.000]  大家覺不覺得
[00:20:56.000 --> 00:21:00.000]  這樣的語氣對答是很熟悉的
[00:21:00.000 --> 00:21:07.000]  在現代的社會家庭裡面
[00:21:07.000 --> 00:21:15.000]  當一些家長教訓他們的青少年子女的時候
[00:21:15.000 --> 00:21:18.000]  如果他們的關係又不是那麼好的時候
[00:21:18.000 --> 00:21:22.000]  他們的對答就會是這樣
[00:21:22.000 --> 00:21:24.000]  他們會這樣駁嘴
[00:21:24.000 --> 00:21:27.000]  駁一駁,最後會怎樣呢
[00:21:27.000 --> 00:21:29.000]  不要再說了
[00:21:29.000 --> 00:21:37.000]  再說我也不會聽
[00:21:37.000 --> 00:21:39.000]  不單止說不會聽
[00:21:39.000 --> 00:21:42.000]  他們會怎樣呢
[00:21:42.000 --> 00:21:47.000]  會一意孤行
[00:21:47.000 --> 00:21:57.000]  這是一個很悲哀,很可怕的情況
[00:21:57.000 --> 00:22:04.000]  在另一方面我們也需要反省一下
[00:22:04.000 --> 00:22:08.000]  我們想想
[00:22:08.000 --> 00:22:10.000]  我們知道我們信徒的責任
[00:22:10.000 --> 00:22:13.000]  基督徒的一些操守
[00:22:13.000 --> 00:22:15.000]  我們要敬拜侍奉
[00:22:15.000 --> 00:22:17.000]  要讀經祈禱
[00:22:17.000 --> 00:22:23.000]  我們有沒有覺得這些事何等繁瑣呢
[00:22:23.000 --> 00:22:27.000]  有時候會的,當生活很忙的時候
[00:22:27.000 --> 00:22:28.000]  都會覺得
[00:22:28.000 --> 00:22:35.000]  沒了這些事多好,不用那麼煩
[00:22:35.000 --> 00:22:38.000]  我們對聖經裡面各樣的教訓
[00:22:38.000 --> 00:22:39.000]  各樣的要求
[00:22:39.000 --> 00:22:41.000]  又要說做這樣,做那樣
[00:22:41.000 --> 00:22:45.000]  又說不要做這樣,不要做那樣
[00:22:45.000 --> 00:22:49.000]  我們有沒有嗤之以鼻呢
[00:22:49.000 --> 00:22:55.000]  覺得很煩呢
[00:22:55.000 --> 00:22:59.000]  如果我們有這樣的心態的時候
[00:22:59.000 --> 00:23:05.000]  我們正正是落在一個信仰的危機裡面
[00:23:05.000 --> 00:23:06.000]  如果是這樣的時候
[00:23:06.000 --> 00:23:12.000]  我們又要懇求神的憐憫私恩
[00:23:12.000 --> 00:23:15.000]  我並且盼望,弟兄姊妹
[00:23:15.000 --> 00:23:17.000]  盼望我們的敬拜侍奉
[00:23:17.000 --> 00:23:22.000]  是我們從心裡面湧出來的喜樂的一種行動
[00:23:22.000 --> 00:23:28.000]  而不是成為我們生活裡面的一個麻煩重擔
[00:23:28.000 --> 00:23:37.000]  不是,是喜樂,出於喜樂的一個回應行動
[00:23:37.000 --> 00:23:46.000]  敬拜神是我們很喜樂的事
[00:23:46.000 --> 00:23:50.000]  第十四節
[00:24:17.000 --> 00:24:20.000]  但這個人,經文所描寫的那個人
[00:24:20.000 --> 00:24:22.000]  他是很狡猾
[00:24:22.000 --> 00:24:25.000]  他是很富有
[00:24:25.000 --> 00:24:31.000]  說群眾,如果他有一群羊
[00:24:31.000 --> 00:24:33.000]  即是說他相當富有
[00:24:33.000 --> 00:24:41.000]  他裡面有一些沒有殘疾,沒有瑕疵的羔羊
[00:24:41.000 --> 00:24:51.000]  但是他許願的時候卻是牽著一隻有殘疾的羊來許願
[00:24:51.000 --> 00:24:53.000]  什麼意思呢?
[00:24:53.000 --> 00:24:58.000]  當他的心願成就的時候
[00:24:58.000 --> 00:25:00.000]  感謝神去還願
[00:25:00.000 --> 00:25:06.000]  他就牽著那隻有殘疾的羊來獻祭還願
[00:25:06.000 --> 00:25:10.000]  意思是什麼呢?
[00:25:10.000 --> 00:25:12.000]  意思是說
[00:25:12.000 --> 00:25:16.000]  神啊,我沒有騙你的
[00:25:16.000 --> 00:25:19.000]  這隻羊是我最初拿來許願的
[00:25:19.000 --> 00:25:22.000]  現在,照我所許的願
[00:25:22.000 --> 00:25:24.000]  拿這隻羊還給你
[00:25:24.000 --> 00:25:29.000]  老老實實,沒有騙你
[00:25:29.000 --> 00:25:32.000]  什麼意思呢?
[00:25:32.000 --> 00:25:35.000]  聖經律法怎樣規定我不管
[00:25:35.000 --> 00:25:37.000]  總之我問心無愧
[00:25:37.000 --> 00:25:41.000]  這隻就是我要還願的羊
[00:25:41.000 --> 00:25:43.000]  這個就是他們
[00:25:43.000 --> 00:25:47.000]  其實可以說總括他們犯罪背後的心態
[00:25:47.000 --> 00:25:49.000]  我不管聖經說什麼
[00:25:49.000 --> 00:25:51.000]  我問心無愧
[00:25:51.000 --> 00:25:53.000]  我怎樣做就怎樣做
[00:25:53.000 --> 00:25:55.000]  問心無愧
[00:25:55.000 --> 00:26:02.000]  任意而行
[00:26:02.000 --> 00:26:08.000]  怎樣去形容這樣的人的心態呢?
[00:26:08.000 --> 00:26:12.000]  廣東話很奸詐
[00:26:12.000 --> 00:26:19.000]  詭詐
[00:26:19.000 --> 00:26:23.000]  我想跟大家去思考一個問題
[00:26:23.000 --> 00:26:25.000]  就是
[00:26:25.000 --> 00:26:29.000]  為什麼他們會這麼問心無愧
[00:26:29.000 --> 00:26:33.000]  又會這麼任意而行
[00:26:33.000 --> 00:26:43.000]  又會這麼麻木到這麼可怕的地步呢?
[00:26:43.000 --> 00:26:46.000]  我在Chuck Swindoll的書裡
[00:26:46.000 --> 00:26:49.000]  找到幾段文字
[00:26:49.000 --> 00:26:54.000]  引述幾位不同學者的說話放在一起
[00:26:54.000 --> 00:26:57.000]  我將這些說話炒在一起之後
[00:26:57.000 --> 00:27:00.000]  我發覺挺有意思的
[00:27:00.000 --> 00:27:02.000]  跟大家分享一下我的翻譯
