
[00:00:00.000 --> 00:00:02.360]  今天是大年初二
[00:02:09.040 --> 00:02:11.080]  又是何等的滿足
[00:02:11.080 --> 00:02:12.080]  弟兄姊妹
[00:02:12.080 --> 00:02:14.480]  回教會敬拜不是必然的
[00:02:14.480 --> 00:02:16.440]  你又有沒有好好珍惜
[00:02:16.440 --> 00:02:18.960]  可以在線上崇拜的機會呢?
[00:02:18.960 --> 00:02:21.240]  我們有沒有好像詩人那種
[00:02:21.240 --> 00:02:24.240]  對敬拜神的渴慕呢?
[00:02:24.240 --> 00:02:27.560]  在這兩年的香港情況
[00:02:27.560 --> 00:02:31.200]  我們經歷了很多難以想像的改變
[00:02:31.200 --> 00:02:34.120]  特別是在2020年的疫情裡
[00:02:34.120 --> 00:02:37.080]  一再打擊我們的經濟
[00:02:37.080 --> 00:02:39.280]  影響我們的生活
[00:02:39.280 --> 00:02:40.760]  在艱難的日子裡
[00:02:40.760 --> 00:02:44.440]  我們難免會覺得有很多的焦慮
[00:02:44.440 --> 00:02:45.840]  面對著前路
[00:02:45.840 --> 00:02:47.960]  無論是去還是留下來
[00:02:47.960 --> 00:02:49.840]  都是充滿挑戰的
[00:02:49.840 --> 00:02:52.200]  加上沉重的經濟壓力
[00:02:52.200 --> 00:02:56.120]  可能要照顧年長或年幼家人的擔子
[00:02:56.120 --> 00:03:00.360]  我們的生活真的有點乏力和無助
[00:03:00.360 --> 00:03:03.880]  弟兄姊妹的困難會讓你更加親近神
[00:03:03.880 --> 00:03:06.840]  還是令你和神越來越遠呢?
[00:03:06.840 --> 00:03:08.320]  在詩篇84篇
[00:03:08.320 --> 00:03:10.600]  除了詩情畫意的描述
[00:03:10.600 --> 00:03:13.280]  還充滿了神的祝福
[00:03:13.280 --> 00:03:14.960]  「有福」這個字
[00:03:14.960 --> 00:03:17.760]  在這三幅圖畫裡都有出現
[00:03:17.760 --> 00:03:22.280]  神是何等樂意賜福給贖祂的兒女
[00:03:22.280 --> 00:03:25.520]  今天讓我們藉著這三個「有福」
[00:03:25.520 --> 00:03:28.520]  去反思一下我們與神的關係
[00:03:28.520 --> 00:03:32.360]  讓神的祝福驅散我們的焦慮
[00:03:32.360 --> 00:03:34.760]  我們先來看看
[00:03:34.760 --> 00:03:36.200]  在詩篇84篇
[00:03:36.200 --> 00:03:37.320]  「有福」
[00:03:37.320 --> 00:03:39.200]  「Asha」這個字
[00:03:39.200 --> 00:03:42.240]  其實是可以解作「喜樂」
[00:03:42.240 --> 00:03:44.720]  神的祝福讓我們在困難裡
[00:03:44.720 --> 00:03:46.880]  仍然可以喜樂
[00:03:46.880 --> 00:03:49.400]  神的祝福不是說條件的
[00:03:49.400 --> 00:03:51.800]  而是神對人的一個應許
[00:03:51.800 --> 00:03:52.800]  只要你信服
[00:03:52.800 --> 00:03:54.760]  遵行神的教導
[00:03:54.760 --> 00:03:57.800]  祝福就會自然臨到你
[00:03:57.800 --> 00:04:02.240]  在詩篇112篇第一節
[00:04:02.240 --> 00:04:04.240]  「敬威耶和華
[00:04:04.240 --> 00:04:06.040]  熱愛他的誡命
[00:04:06.040 --> 00:04:08.480]  這人是有福的」
[00:04:08.480 --> 00:04:11.560]  福氣是來自與神同行
[00:04:11.560 --> 00:04:14.400]  而不是有求必應
[00:04:14.400 --> 00:04:16.040]  弟兄姊妹我們先來看看
[00:04:16.040 --> 00:04:19.400]  第一至第四節
[00:04:19.400 --> 00:04:22.160]  第一個「有福」是在第四節
[00:04:22.160 --> 00:04:23.960]  「住在你殿中的
[00:04:23.960 --> 00:04:26.360]  都是有福的」
[00:04:26.360 --> 00:04:27.920]  在第一至第四節
[00:04:27.920 --> 00:04:31.160]  是描述私人極度的賀賞切勿
[00:04:31.160 --> 00:04:34.280]  去到神的殿裡敬拜
[00:04:34.280 --> 00:04:38.800]  私人稱呼神做「萬鈞」的耶和華
[00:04:38.800 --> 00:04:41.640]  是強調神會用祂的大能大力
[00:04:41.640 --> 00:04:43.760]  保護祂的子民
[00:04:43.760 --> 00:04:46.680]  「你的居所多麼可愛」
[00:04:46.680 --> 00:04:49.840]  不是說到神的殿很可愛
[00:04:49.840 --> 00:04:52.800]  可愛是被愛慕
[00:04:52.800 --> 00:04:55.080]  Beloved的意思
[00:04:55.080 --> 00:04:56.120]  神的殿
[00:04:56.120 --> 00:04:57.720]  因為神的臨在
[00:04:57.720 --> 00:05:01.400]  成為所有朝聖者愛慕的地方
[00:05:01.400 --> 00:05:02.680]  在第二節
[00:05:02.680 --> 00:05:05.520]  私人的身心靈
[00:05:05.520 --> 00:05:09.360]  整個人都被對神的愛慕
[00:05:09.360 --> 00:05:11.960]  賀賞充滿
[00:05:11.960 --> 00:05:14.600]  《女聖宗》亦甚至強調
[00:05:14.600 --> 00:05:19.280]  私人是因為渴慕而魂過去
[00:05:19.280 --> 00:05:22.040]  私人對神那種深切的愛慕
[00:05:22.040 --> 00:05:26.040]  因為除了神是萬鈞之主
[00:05:26.040 --> 00:05:28.960]  還是一個永活的神
[00:05:28.960 --> 00:05:30.560]  A living God
[00:05:30.560 --> 00:05:33.440]  我們的神不像偶像般
[00:05:33.440 --> 00:05:35.080]  不用我們求求求
[00:05:35.080 --> 00:05:36.560]  給祂好東西
[00:05:36.560 --> 00:05:38.800]  才會回應我們
[00:05:38.800 --> 00:05:41.680]  我們的神是Living God
[00:05:41.680 --> 00:05:43.960]  祂是隨時隨在
[00:05:43.960 --> 00:05:47.520]  全程投入在我們的生活裡
[00:05:47.520 --> 00:05:50.320]  守護我們的神
[00:05:50.320 --> 00:05:53.600]  在第三節進一步描述
[00:05:53.600 --> 00:05:54.880]  永活的神
[00:05:54.880 --> 00:05:57.320]  又是我的王
[00:05:57.320 --> 00:05:58.760]  我的神
[00:05:58.760 --> 00:06:01.680]  和我們有密不可分的關係
[00:06:01.680 --> 00:06:02.840]  在聖殿裡
[00:06:02.840 --> 00:06:05.400]  描述得像一般雀鳥般
[00:06:05.400 --> 00:06:08.360]  都能夠在你的祭壇那裡
[00:06:08.360 --> 00:06:10.360]  找到了住處
[00:06:10.360 --> 00:06:14.480]  找到了安置幼初的巢
[00:06:14.480 --> 00:06:17.880]  一個被看顧受保護的家
[00:06:17.880 --> 00:06:21.160]  是在神的殿裡可以找到
[00:06:21.160 --> 00:06:24.040]  祭壇其實是一個獻祭的地方
[00:06:24.040 --> 00:06:25.200]  那些雀鳥
[00:06:25.200 --> 00:06:28.440]  你已經不會自己去撲火
[00:06:28.440 --> 00:06:31.640]  私人就用祭壇來比喻
[00:06:31.640 --> 00:06:35.000]  神的殿是避難所
[00:06:35.000 --> 00:06:39.040]  神要保護一切來到祂面前的人
[00:06:39.040 --> 00:06:42.600]  這幅在詩人犒賞聖殿的圖畫裡
[00:06:42.600 --> 00:06:45.040]  完全將神的大能大力
[00:06:45.040 --> 00:06:49.120]  和無微不至的看顧、保護
[00:06:49.120 --> 00:06:51.480]  結合了表現出來
[00:06:51.480 --> 00:06:52.640]  所以在第四節
[00:06:52.640 --> 00:06:54.560]  詩人說住在你殿中的
[00:06:54.560 --> 00:06:56.040]  都是有福的
[00:06:56.040 --> 00:06:59.000]  他們還要不斷讚美你
[00:06:59.000 --> 00:07:00.400]  時刻與神同在
[00:07:00.400 --> 00:07:02.480]  是何等的蒙福
[00:07:02.480 --> 00:07:04.400]  弟兄姊妹我們又何嘗
[00:07:04.400 --> 00:07:07.000]  不是一直渴望在生命裡
[00:07:07.000 --> 00:07:09.920]  可以被愛、被保護呢?
[00:07:09.920 --> 00:07:12.720]  可否經歷到神的保護和看顧
[00:07:12.720 --> 00:07:17.600]  關鍵是在住在神的殿中
[00:07:17.600 --> 00:07:19.040]  住在神的殿裡
[00:07:19.040 --> 00:07:21.320]  不僅住在教會這個建築
[00:07:21.320 --> 00:07:23.280]  我們才會蒙福
[00:07:23.280 --> 00:07:25.240]  住在這個字
[00:07:25.240 --> 00:07:28.680]  最後的意思是停留
[00:07:28.680 --> 00:07:30.960]  停留在神的同在裡
[00:07:30.960 --> 00:07:35.160]  我們就可以得到神的看顧和保護
[00:07:35.160 --> 00:07:36.160]  弟兄姊妹
[00:07:36.160 --> 00:07:39.040]  在這個節奏很快的世界裡
[00:07:39.040 --> 00:07:40.360]  要停、要留
[00:07:40.360 --> 00:07:42.160]  好像有點奢侈
[00:07:42.160 --> 00:07:43.200]  在快餐店裡
[00:07:43.200 --> 00:07:44.480]  我們通常點了餐
[00:07:44.480 --> 00:07:45.800]  都很想快點拿到
[00:07:45.800 --> 00:07:47.200]  就快點走
[00:07:47.200 --> 00:07:50.120]  今天我們會收到很多不同的訊息
[00:07:50.120 --> 00:07:51.520]  我們都是快快看完
[00:07:51.520 --> 00:07:53.040]  就刪除了
[00:07:53.040 --> 00:07:55.000]  但我們要得到神的祝福
[00:07:55.000 --> 00:07:56.720]  就要學停
[00:07:56.720 --> 00:07:58.240]  停留在神裡
[00:07:58.240 --> 00:08:00.360]  我們才可以找到空間
[00:08:00.360 --> 00:08:02.840]  去讓神的應許和教導
[00:08:02.840 --> 00:08:07.200]  取代我們自己的執著和焦慮
[00:08:07.200 --> 00:08:10.920]  其實我們不是完全不懂得停
[00:08:10.920 --> 00:08:13.720]  不過很多時候我們停錯了
[00:08:13.720 --> 00:08:17.200]  停留在我們的困難和壓力裡
[00:08:17.200 --> 00:08:20.760]  尤其是在這個不停轉變的社會環境中
[00:08:20.760 --> 00:08:22.920]  加上很不穩定的疫情
[00:08:22.920 --> 00:08:24.600]  我們找不到出路
[00:08:24.600 --> 00:08:26.080]  控制不了
[00:08:26.080 --> 00:08:29.000]  我們不能不為明天憂慮
[00:08:29.000 --> 00:08:31.400]  我們越急於去解決問題的時候
[00:08:31.400 --> 00:08:32.680]  就會越擔心
[00:08:32.680 --> 00:08:35.000]  就越看不到出路
[00:08:35.000 --> 00:08:35.800]  弟子們
[00:08:35.800 --> 00:08:38.800]  我們的神是萬鈞的耶和華
[00:08:38.800 --> 00:08:40.600]  是永活的神
[00:08:40.600 --> 00:08:42.040]  是我的王
[00:08:42.040 --> 00:08:43.520]  我的神
[00:08:43.520 --> 00:08:47.400]  雖然現在我們被迫要停留在我們的住所裡
[00:08:47.400 --> 00:08:48.960]  不能回教會
[00:08:48.960 --> 00:08:50.920]  但物質的限制
[00:08:50.920 --> 00:08:54.160]  攔不了我們的神與我們同在的
[00:08:54.160 --> 00:08:55.280]  相反
[00:08:55.280 --> 00:08:58.560]  停錯了在懼怕和焦慮裡
[00:08:58.560 --> 00:09:01.840]  就會阻礙我們回到神那裡
[00:09:01.840 --> 00:09:03.240]  住在神裡面
[00:09:03.240 --> 00:09:04.680]  我們才會找到
[00:09:04.680 --> 00:09:10.280]  無懼世事變改的平安和穩妥
[00:09:10.280 --> 00:09:12.400]  對於一個很快的人來說
[00:09:12.400 --> 00:09:15.840]  要學慢和學停是很難的
[00:09:15.840 --> 00:09:20.400]  不過神讓我在一個很慢的國家住了兩年
[00:09:20.400 --> 00:09:23.480]  教會我慢活的重要
[00:09:23.480 --> 00:09:25.520]  當我在澳洲讀書的時候
[00:09:25.520 --> 00:09:26.880]  我不懂得開車
[00:09:26.880 --> 00:09:30.840]  公共交通工具其實就不會像香港那麼方便
[00:09:30.840 --> 00:09:32.080]  所以每一天
[00:09:32.080 --> 00:09:34.280]  我都會從家裡走回大學
[00:09:34.280 --> 00:09:36.960]  又再走去我打工的地方
[00:09:36.960 --> 00:09:39.360]  大概要半個小時多一點
[00:09:39.360 --> 00:09:42.080]  我慢慢愛上了走路
[00:09:42.080 --> 00:09:44.040]  我會一邊走一邊默想
[00:09:44.040 --> 00:09:45.640]  一邊祈禱
[00:09:45.640 --> 00:09:50.520]  這個空間讓我停留在神的話語裡跟神聊天
[00:09:50.520 --> 00:09:51.920]  很寧靜
[00:09:51.920 --> 00:09:53.360]  很享受
[00:09:53.360 --> 00:09:55.800]  加上那種微風
[00:09:55.800 --> 00:09:57.040]  陽光
[00:09:57.040 --> 00:10:01.120]  一陣陣吹過來樹木的香氣
[00:10:01.120 --> 00:10:03.160]  真的是一種福氣
[00:10:03.160 --> 00:10:05.880]  不過在香港就不容易做到
[00:10:05.880 --> 00:10:07.600]  我回到香港之後
[00:10:07.600 --> 00:10:09.560]  就被迫變快
[00:10:09.560 --> 00:10:11.520]  因為不快會被人罵
[00:10:11.520 --> 00:10:14.640]  不知道你有沒有試過站在地鐵的電梯上
[00:10:14.640 --> 00:10:16.080]  被人掌摑你呢
[00:10:16.080 --> 00:10:17.680]  我就試過了
[00:10:17.680 --> 00:10:24.720]  但是我仍然堅持要留在一個有空間給神的機會
[00:10:24.720 --> 00:10:27.680]  我放假的時候我會自己走維園
[00:10:27.680 --> 00:10:31.720]  或者由北角的海傍一路走到西灣河
[00:10:31.720 --> 00:10:35.760]  我退休的時候我最喜歡走名鎮
[00:10:35.760 --> 00:10:39.400]  一個可以讓我一邊走一邊祈禱的地方
[00:10:39.400 --> 00:10:41.880]  停留在神的電裡面
[00:10:41.880 --> 00:10:45.680]  才可以幫助我們面對變幻世情
[00:10:45.680 --> 00:10:48.720]  這個才是我們的出路
[00:10:48.720 --> 00:10:52.160]  在生活裡面有沒有空間給神呢?
[00:10:52.160 --> 00:10:55.680]  不是由四周圍的處境決定
[00:10:55.680 --> 00:10:57.800]  而是我們有沒有信心
[00:10:57.800 --> 00:10:59.320]  有沒有決心
[00:10:59.320 --> 00:11:02.160]  信不信得過神的應許
[00:11:02.160 --> 00:11:06.480]  在詩篇第一篇第一至第二節說
[00:11:06.480 --> 00:11:09.600]  有福的人不從惡人的計謀
[00:11:09.600 --> 00:11:11.600]  不暫聚人的道路
[00:11:11.600 --> 00:11:14.480]  不助好欺少的人的座位
[00:11:14.480 --> 00:11:18.040]  他喜愛的是耶和華的律法
[00:11:18.040 --> 00:11:23.240]  他晝夜默頌的也是耶和華的律法
[00:11:23.240 --> 00:11:27.360]  等著我們不要停錯在不應該停的地方
[00:11:27.360 --> 00:11:29.280]  停留在神的話語裡面
[00:11:29.280 --> 00:11:31.560]  我們就會蒙福
[00:11:31.560 --> 00:11:35.640]  接下來我們會看第五至第七節
[00:11:35.640 --> 00:11:39.240]  靠神有力量的人是有福的
[00:11:39.240 --> 00:11:42.200]  第二個有福在第五節
[00:11:42.200 --> 00:11:46.680]  在這一段是描述朝聖者在朝聖路上的經歷
[00:11:46.680 --> 00:11:50.240]  不如我們再一起讀一次這三節的經文
[00:11:50.240 --> 00:11:51.480]  我們一起讀
[00:11:51.480 --> 00:11:53.360]  「靠祢有力量
[00:11:53.360 --> 00:11:57.240]  心中嚮往通到聖殿大道的
[00:11:57.240 --> 00:11:59.440]  這人是有福的
[00:11:59.440 --> 00:12:02.320]  他們經過乾旱的山谷
[00:12:02.320 --> 00:12:05.360]  使這谷變為泉源之地
[00:12:05.360 --> 00:12:10.480]  更有秋雨使這谷到處都是水池
[00:12:10.480 --> 00:12:13.440]  他們行走力上加力
[00:12:13.440 --> 00:12:17.760]  直到各人在石安朝見神」
[00:12:17.760 --> 00:12:20.840]  在朝聖的路上真的很崎嶇
[00:12:20.840 --> 00:12:22.160]  很不容易的
[00:12:22.160 --> 00:12:26.520]  但是朝聖者在神裡面找到力量
[00:12:26.520 --> 00:12:30.160]  艱難不會減少他對神的渴慕
[00:12:30.160 --> 00:12:34.880]  也不會難了他去聖殿敬拜的心
[00:12:34.880 --> 00:12:38.240]  相反他更加依靠神
[00:12:38.240 --> 00:12:39.800]  乾旱的山谷
[00:12:39.800 --> 00:12:43.880]  在英文翻譯是「Valley of Barker」
[00:12:43.880 --> 00:12:46.800]  根據《撒姆爾記》下五章
[00:12:46.800 --> 00:12:49.600]  二十二至二十四節的記載
[00:12:49.600 --> 00:12:54.000]  Barker是生長在利弗欽谷附近的桑樹
[00:12:54.000 --> 00:12:57.400]  利弗欽谷是在非利士人的地方
[00:12:57.400 --> 00:13:01.680]  而這些非利士人經常搶掠以色列人的農作物
[00:13:01.680 --> 00:13:04.920]  威脅以色列人的安全
[00:13:04.920 --> 00:13:06.960]  Barker這個字
[00:13:06.960 --> 00:13:11.120]  他的希伯來文讀音和「流淚」很相似
[00:13:11.120 --> 00:13:15.160]  所以和合本將他翻譯為「流淚谷」
[00:13:15.160 --> 00:13:18.160]  以色列人雖然在流淚谷被欺負
[00:13:18.160 --> 00:13:22.800]  但神藉著大衛的手將非利士人打敗
[00:13:22.800 --> 00:13:25.560]  朝聖者經過乾旱的地方
[00:13:25.560 --> 00:13:30.080]  回想神對他們的保護和看顧
[00:13:30.080 --> 00:13:32.160]  成為了他們的力量
[00:13:32.160 --> 00:13:36.040]  乾旱的山谷都可以變成全原之地
[00:13:36.040 --> 00:13:39.560]  加上神賜下適時的秋雨
[00:13:39.560 --> 00:13:42.640]  讓乾旱的土壤變成水池
[00:13:42.640 --> 00:13:45.640]  可以殺種和耕種
[00:13:45.640 --> 00:13:49.760]  所以「水池」這個字又有「祝福」的意思
[00:13:49.760 --> 00:13:53.520]  萬鈞的耶和華是以色列的保護者
[00:13:53.520 --> 00:13:55.040]  (Protector)
[00:13:55.040 --> 00:13:58.920]  和供應者(Provider)
[00:13:58.920 --> 00:14:00.560]  靠著神的力量
[00:14:00.560 --> 00:14:02.320]  縱然是困難重重的
[00:14:02.320 --> 00:14:05.520]  但屬神的人卻是力上加力
[00:14:05.520 --> 00:14:08.160]  這是何等大的福氣
[00:14:08.160 --> 00:14:09.960]  弟兄姊妹面對香港的處境
[00:14:09.960 --> 00:14:12.160]  可能你會覺得很灰
[00:14:12.160 --> 00:14:13.240]  很沒力
[00:14:13.240 --> 00:14:14.760]  沒有盼望
[00:14:14.760 --> 00:14:16.160]  經文告訴我們
[00:14:16.160 --> 00:14:20.520]  生命的力量不是來自四周安定的環境
[00:14:20.520 --> 00:14:23.720]  不是來自你的銀行戶口有多少錢
[00:14:23.720 --> 00:14:27.800]  不是來自人很精密的籌算計劃
[00:14:27.800 --> 00:14:30.200]  真正的抗疫力
[00:14:30.200 --> 00:14:35.920]  是來自天天與我們同在的上帝
[00:14:35.920 --> 00:14:38.720]  靠神的力量是一種福氣
[00:14:38.720 --> 00:14:40.840]  不過很多時候我們都會覺得
[00:14:40.840 --> 00:14:42.640]  我已經有靠
[00:14:42.640 --> 00:14:44.280]  已經靠著神了
[00:14:44.280 --> 00:14:46.640]  不過還是好像很沒力似的
[00:14:46.640 --> 00:14:48.240]  為甚麼呢?
[00:14:48.240 --> 00:14:49.160]  弟兄姊妹
[00:14:49.160 --> 00:14:51.840]  這個問題一定不在神那裡
[00:14:51.840 --> 00:14:55.040]  因為神一定不會沒有能力幫我們
[00:14:55.040 --> 00:14:57.720]  最大的可能就是我們以為
[00:14:57.720 --> 00:14:59.920]  我們自己正在靠著神
[00:14:59.920 --> 00:15:02.680]  其實我們靠錯了
[00:15:02.680 --> 00:15:03.960]  在逆境裡
[00:15:03.960 --> 00:15:05.880]  我們需要有不同的計劃
[00:15:05.880 --> 00:15:07.080]  很真實的
[00:15:07.080 --> 00:15:09.680]  但這些計劃是不是神的心意呢?
[00:15:09.680 --> 00:15:13.920]  有沒有神的引導和恩正在裡面呢?
[00:15:13.920 --> 00:15:15.040]  面對著逆境
[00:15:15.040 --> 00:15:18.120]  我們都需要去問不同的意見
[00:15:18.120 --> 00:15:20.560]  但我們又是不是只是一面倒
[00:15:20.560 --> 00:15:23.720]  去找那些合聽的意見呢?
[00:15:23.720 --> 00:15:26.000]  靠神的力量的關鍵
[00:15:26.000 --> 00:15:28.800]  是信心和信服
[00:15:28.800 --> 00:15:30.960]  信心不是一種屬靈知識
[00:15:30.960 --> 00:15:33.320]  而是一種生活態度
[00:15:33.320 --> 00:15:37.080]  信心是要用行動去表達出來的
[00:15:37.080 --> 00:15:38.760]  靠神得力的信心
[00:15:38.760 --> 00:15:41.480]  就是要放下自己的執著
[00:15:41.480 --> 00:15:43.600]  認定神是信實
[00:15:43.600 --> 00:15:48.640]  然後謙卑去尋求神的力量和帶領
[00:15:48.640 --> 00:15:51.360]  信服和信心是分不開的
[00:15:51.360 --> 00:15:53.480]  缺乏信服的信心
[00:15:53.480 --> 00:15:56.120]  其實我們就很難在看不到出路的時候
[00:15:56.120 --> 00:15:57.840]  堅持下去
[00:15:57.840 --> 00:16:00.120]  缺乏信心的信服
[00:16:00.120 --> 00:16:01.360]  我想大家都知道了
[00:16:01.360 --> 00:16:03.640]  只不過是屈服而已
[00:16:03.640 --> 00:16:04.920]  在逆境裡面
[00:16:04.920 --> 00:16:07.200]  信心讓我們有盼望
[00:16:07.200 --> 00:16:10.680]  而信服就讓我們可以繼續忍耐
[00:16:10.680 --> 00:16:12.560]  2020年是我侍奉了
[00:16:12.560 --> 00:16:14.320]  接近20年裡面
[00:16:14.320 --> 00:16:17.160]  最大挑戰的一年
[00:16:17.160 --> 00:16:18.120]  在疫情裡面
[00:16:18.120 --> 00:16:20.760]  我要做一個沒有兒童在場的
[00:16:20.760 --> 00:16:23.400]  兒童崇拜主一學
[00:16:23.400 --> 00:16:25.840]  對於一個電腦盲的人來說
[00:16:25.840 --> 00:16:29.280]  錄影一個兒童崇拜真的是天方夜譚
[00:16:29.280 --> 00:16:32.720]  我只好祈禱 祈禱 又祈禱
[00:16:32.720 --> 00:16:37.040]  然後再叫很多很多很多人為我祈禱
[00:16:37.040 --> 00:16:38.160]  在疫情期間
[00:16:38.160 --> 00:16:41.760]  不太方便請頂姐妹回來教會做義工
[00:16:41.760 --> 00:16:43.720]  我就唯有自己
[00:16:43.720 --> 00:16:46.440]  帶詩 唱詩 祈禱
[00:16:46.440 --> 00:16:49.200]  背主禱文 講信息 教金句
[00:16:49.200 --> 00:16:51.000]  一腳踢這樣
[00:16:51.000 --> 00:16:54.280]  總算開始了這個兒童崇拜的錄影
[00:16:54.280 --> 00:16:57.440]  但當我知道復課無期的時候
[00:16:57.440 --> 00:17:00.520]  兒童錄影總是不可以一成不變
[00:17:00.520 --> 00:17:03.120]  所以由去年的五月開始
[00:17:03.120 --> 00:17:06.640]  兒童就變成中高小和初小幼稚級
[00:17:06.640 --> 00:17:09.680]  兩個不同程度的崇拜
[00:17:09.680 --> 00:17:11.040]  靠著主的恩典
[00:17:11.040 --> 00:17:14.640]  祂又賜給我們可以找到不同的家庭幫忙
[00:17:14.640 --> 00:17:17.000]  幫我們拍片去帶詩歌
[00:17:17.000 --> 00:17:19.240]  教金句和做手工
[00:17:19.240 --> 00:17:21.040]  真是難以置信
[00:17:21.040 --> 00:17:23.280]  由二月到九月
[00:17:23.280 --> 00:17:26.120]  兒童崇拜的錄影不斷進化
[00:17:26.120 --> 00:17:28.680]  完全是主的恩典
[00:17:28.680 --> 00:17:30.280]  到今時今日
[00:17:30.280 --> 00:17:34.400]  兒童崇拜主的學已經進入Zoom的境界
[00:17:34.400 --> 00:17:36.280]  對於一個一無所知
[00:17:36.280 --> 00:17:40.000]  毫無經驗的網絡原始人來說
[00:17:40.000 --> 00:17:42.480]  面對著不斷的轉變和更新
[00:17:42.480 --> 00:17:44.760]  除了恐懼前進
[00:17:44.760 --> 00:17:47.960]  我只有祈禱 依靠神
[00:17:47.960 --> 00:17:49.600]  因為我的無知
[00:17:49.600 --> 00:17:54.240]  我更深體會一切都是靠神的力量去完成的
[00:17:54.240 --> 00:17:57.120]  弟子們 我們的信心微小
[00:17:57.120 --> 00:17:58.800]  神是知道的
[00:17:58.800 --> 00:18:01.120]  但我們可以靠主得力
[00:18:01.120 --> 00:18:03.680]  真是一個很大的福氣
[00:18:03.680 --> 00:18:08.040]  最後讓我們來看第八至十二節
[00:18:08.040 --> 00:18:12.200]  選擇信靠神的人是有福的
[00:18:12.200 --> 00:18:14.000]  在第三幅圖畫之前
[00:18:14.000 --> 00:18:17.240]  詩人加插了一個禱告
[00:18:17.240 --> 00:18:19.400]  就是在第八至九節
[00:18:19.400 --> 00:18:21.400]  詩人求神去瑞廳
[00:18:21.400 --> 00:18:23.400]  又求神去瑞漢
[00:18:23.400 --> 00:18:25.000]  不單只聽我上帝
[00:18:25.000 --> 00:18:27.800]  你還要看到我們的情況
[00:18:27.800 --> 00:18:30.680]  詩人和神有很親密的關係
[00:18:30.680 --> 00:18:34.800]  雅各的神就是以色列獨一的真神
[00:18:34.800 --> 00:18:38.120]  詩人求神看顧我們的盾派
[00:18:38.120 --> 00:18:39.680]  你的受高者
[00:18:39.680 --> 00:18:42.760]  這個就是神所高納的君王
[00:18:42.760 --> 00:18:44.440]  詩人要祈禱
[00:18:44.440 --> 00:18:48.320]  讓以色列的王可以按著神的心意
[00:18:48.320 --> 00:18:51.400]  治理這個國家
[00:18:51.400 --> 00:18:53.240]  在第十至十二節
[00:18:53.240 --> 00:18:54.920]  就是最後一幅圖畫
[00:18:54.920 --> 00:18:57.720]  描述詩人可以在聖殿裡敬拜
[00:18:57.720 --> 00:19:00.520]  祂是何等的滿足
[00:19:00.520 --> 00:19:02.640]  在第十節說
[00:19:02.640 --> 00:19:04.800]  在你院子裡住一日
[00:19:04.800 --> 00:19:08.000]  星哥在別處住千日
[00:19:08.000 --> 00:19:11.440]  寧願站在我神殿中的門檻上
[00:19:11.440 --> 00:19:15.760]  也不願住在惡人的帳篷裡
[00:19:15.760 --> 00:19:17.640]  在這裡強烈表達出
[00:19:17.640 --> 00:19:21.240]  詩人是多麼渴慕與神同在
