
[00:00:00.000 --> 00:00:03.040]  我們今天繼續來看《仙途行傳》第九章
[00:04:13.600 --> 00:04:16.720]  我們看到同樣也有一個很特別的人
[00:04:16.720 --> 00:04:18.800]  他就是保羅
[00:04:18.800 --> 00:04:21.440]  保羅是教會歷史上一個屬靈巨人
[00:04:21.440 --> 00:04:23.680]  也是我們在座弟兄姊妹
[00:04:23.680 --> 00:04:27.520]  很多屬靈的偶像和英雄
[00:04:27.520 --> 00:04:29.920]  有人說保羅是《新約聖經》裡面
[00:04:29.920 --> 00:04:34.080]  除了耶穌基督最重要的人物之一
[00:04:34.080 --> 00:04:35.520]  《仕途行傳》的後半部
[00:04:35.520 --> 00:04:38.160]  也是以保羅為主角
[00:04:38.160 --> 00:04:41.520]  我們看到《新約聖經》有一半以上的書卷
[00:04:41.520 --> 00:04:43.680]  也是出自保羅的手筆
[00:04:43.680 --> 00:04:46.720]  我們可以看到他是多麼重要
[00:04:46.720 --> 00:04:49.440]  保羅的原名是掃羅
[00:04:49.440 --> 00:04:53.600]  也是《仕途行傳》我們今天看第九章裡面出現的名字
[00:04:53.600 --> 00:04:56.640]  掃羅是他原本希伯來的原名
[00:04:56.640 --> 00:05:00.000]  而保羅就是他的希列名
[00:05:00.000 --> 00:05:01.120]  為了統一起見
[00:05:01.120 --> 00:05:02.720]  今天我在這個講章裡面
[00:05:02.720 --> 00:05:05.760]  我一律就會用保羅這個名字
[00:05:05.760 --> 00:05:07.440]  我剛才提到
[00:05:07.440 --> 00:05:10.000]  保羅是一個很特別的人
[00:05:10.000 --> 00:05:13.040]  究竟保羅有什麼特別呢
[00:05:13.040 --> 00:05:14.720]  首先我們看看保羅的身份
[00:05:14.720 --> 00:05:16.560]  他的身份非常特別
[00:05:16.560 --> 00:05:18.880]  他是一個猶太人
[00:05:18.880 --> 00:05:22.240]  是出自汴雅門之派
[00:05:22.240 --> 00:05:23.600]  他屬於汴雅門之派
[00:05:23.600 --> 00:05:26.560]  也是保羅引以為傲的一個身份
[00:05:26.560 --> 00:05:28.800]  究竟汴雅門之派有什麼特別呢
[00:05:28.800 --> 00:05:31.040]  原來以色列第一個的君王掃羅
[00:05:31.040 --> 00:05:33.360]  就是出自汴雅門之派
[00:05:33.360 --> 00:05:36.480]  而保羅出身的地方大掃城
[00:05:36.480 --> 00:05:39.920]  也是當時羅馬政府的直屬管地
[00:05:39.920 --> 00:05:41.040]  所以他一出生
[00:05:41.040 --> 00:05:45.280]  他就會有羅馬公民這個身份
[00:05:45.280 --> 00:05:49.200]  其實當時羅馬公民是可以擁有很多的特權
[00:05:49.200 --> 00:05:52.720]  就好像今天你能夠擁有美國公民一樣
[00:05:52.720 --> 00:05:55.760]  這個是當時很多人恨都恨不到的身份
[00:05:55.760 --> 00:05:59.200]  也都不是用錢可以買得到
[00:05:59.200 --> 00:06:00.960]  保羅除了身份特別
[00:06:00.960 --> 00:06:02.640]  他還是一個讀書的人
[00:06:02.640 --> 00:06:04.080]  是一個知識分子
[00:06:04.080 --> 00:06:07.200]  他的學識非常之豐富
[00:06:07.200 --> 00:06:10.720]  保羅自幼接受嚴謹的律法訓練
[00:06:10.720 --> 00:06:12.320]  他在13歲的時候
[00:06:12.320 --> 00:06:15.200]  更加去到耶路撒冷留學
[00:06:15.200 --> 00:06:19.120]  他跟隨當時享負盛名的猶太拉比
[00:06:19.120 --> 00:06:22.080]  馬加列去學習律法
[00:06:22.080 --> 00:06:24.800]  也都因為這樣他順理成章
[00:06:24.800 --> 00:06:27.440]  成為一個法理才人
[00:06:27.440 --> 00:06:30.080]  我想在最高的學府
[00:06:30.080 --> 00:06:31.840]  他跟最好的老師
[00:06:31.840 --> 00:06:36.000]  也都是我們今天作為父母很多人的夢想
[00:06:36.000 --> 00:06:38.320]  我們看到保羅他的學識豐富
[00:06:38.320 --> 00:06:42.080]  他的前途也都無可限量
[00:06:42.080 --> 00:06:45.120]  保羅在他年輕的時候就極為出色
[00:06:45.120 --> 00:06:46.400]  他曾經說過
[00:06:46.400 --> 00:06:48.560]  他說我在猶太教裡面
[00:06:48.560 --> 00:06:52.720]  比我本國同歲的人更有長進
[00:06:52.720 --> 00:06:54.880]  保羅讀書不是褻瀆的
[00:06:54.880 --> 00:06:58.080]  他真的很認真地去追求學問
[00:06:58.080 --> 00:06:59.440]  保羅也都說過
[00:06:59.440 --> 00:07:04.160]  他說我為我祖宗的遺傳更加熱心
[00:07:04.160 --> 00:07:05.840]  保羅除了出身好
[00:07:05.840 --> 00:07:07.120]  學識高
[00:07:07.120 --> 00:07:11.840]  他更加以為神大發熱心而出名
[00:07:11.840 --> 00:07:15.520]  什麼是大發熱心呢
[00:07:15.520 --> 00:07:18.880]  以色列人一聽到大發熱心這四個字
[00:07:18.880 --> 00:07:21.600]  他就會想起舊約的人物菲尼哈
[00:07:21.600 --> 00:07:23.600]  這個是一個典故
[00:07:23.600 --> 00:07:26.720]  就等於今天我們想起開心果
[00:07:26.720 --> 00:07:28.960]  我們會想起沈殿下
[00:07:28.960 --> 00:07:31.040]  我們一聽到忠義
[00:07:31.040 --> 00:07:33.040]  我們會想起關公
[00:07:33.040 --> 00:07:36.480]  或者今天我們聽到沒有誠信
[00:07:36.480 --> 00:07:41.120]  我們會想起很多的人
[00:07:41.120 --> 00:07:45.120]  菲尼哈的大發熱心究竟是什麼一回事呢
[00:07:45.120 --> 00:07:47.040]  《文書記》記載以色列人
[00:07:47.040 --> 00:07:49.840]  來到靠近摩壓的十庭居住
[00:07:49.840 --> 00:07:53.200]  忽然來了數以萬計的米殿女子
[00:07:53.200 --> 00:07:56.160]  她們要引誘以色列人和她的族長百姓
[00:07:56.160 --> 00:07:57.440]  要和她們行刑
[00:07:57.440 --> 00:08:01.360]  以至於她們去改拜米殿的偶像巴力
[00:08:01.360 --> 00:08:03.200]  因此耶和華的怒氣
[00:08:03.200 --> 00:08:05.120]  就向這一幫以色列人發作
[00:08:05.120 --> 00:08:07.440]  他一日之內用瘟疫
[00:08:07.440 --> 00:08:10.720]  擊殺了二萬四千個以色列人
[00:08:10.720 --> 00:08:13.120]  而為了平息怒氣
[00:08:13.120 --> 00:08:16.800]  耶和華要摩西下令
[00:08:16.800 --> 00:08:17.760]  摩西下令
[00:08:17.760 --> 00:08:23.360]  要他下令去殺光所有帶頭行刑的族長
[00:08:23.360 --> 00:08:25.520]  命令落罪落了
[00:08:25.520 --> 00:08:29.280]  但沒有一個審判官敢採取行動
[00:08:29.280 --> 00:08:32.000]  因此摩西和一幫以色列會眾
[00:08:32.000 --> 00:08:36.880]  只能夠在會幕面前哭泣
[00:08:36.880 --> 00:08:40.240]  就是在一個這樣的時刻
[00:08:40.240 --> 00:08:42.800]  一個膽大包天的西緬族長
[00:08:42.800 --> 00:08:47.040]  他竟然當著摩西和所有的族長
[00:08:47.040 --> 00:08:50.160]  所有的審判官面前
[00:08:50.160 --> 00:08:52.320]  他帶著一個米殿的女人
[00:08:52.320 --> 00:08:55.120]  要去到底輕裡面行刑
[00:08:55.120 --> 00:08:58.160]  而阿倫的孫菲尼哈
[00:08:58.160 --> 00:09:00.480]  他當時還是一個年輕人
[00:09:00.480 --> 00:09:03.680]  當他眼見自己的阿爺阿倫大祭司
[00:09:03.680 --> 00:09:06.800]  見到自己的父親祭司以利亞薩
[00:09:06.800 --> 00:09:08.720]  見到自己的叔公神爺
[00:09:08.720 --> 00:09:11.280]  見到自己的叔公神人摩西
[00:09:11.280 --> 00:09:14.400]  所有的眾長老和審判官
[00:09:14.400 --> 00:09:15.760]  個個都嘴餓了
[00:09:15.760 --> 00:09:17.680]  只能站在那裡
[00:09:17.680 --> 00:09:19.760]  動都不動的時候
[00:09:19.760 --> 00:09:22.160]  菲尼哈他忍無可忍
[00:09:22.160 --> 00:09:25.920]  他二話不說就拿了一支很長的長槍
[00:09:25.920 --> 00:09:29.680]  他跟著這個膽大包天的族長
[00:09:29.680 --> 00:09:31.200]  進了去庭寺那裡
[00:09:31.200 --> 00:09:33.280]  然後就用這支長槍
[00:09:33.280 --> 00:09:36.640]  將這兩個人從土腹里刺透
[00:09:36.640 --> 00:09:38.960]  將他們刺死了
[00:09:38.960 --> 00:09:42.960]  這個就是菲尼哈為神大發熱心的典故
[00:09:42.960 --> 00:09:46.000]  菲尼哈做了其他人不敢做的事情
[00:09:46.000 --> 00:09:50.800]  他止息了耶和華的怒氣
[00:09:50.800 --> 00:09:55.120]  菲尼哈為神大發熱心
[00:09:55.120 --> 00:09:58.960]  同樣歸順耶穌基督之前的保羅
[00:09:58.960 --> 00:10:02.000]  也都為神大發熱心
[00:10:02.000 --> 00:10:04.240]  當時在保羅的心目中
[00:10:04.240 --> 00:10:06.640]  他說尼賽亞是以色列人
[00:10:06.640 --> 00:10:09.120]  是猶太人的救贖主
[00:10:09.120 --> 00:10:10.880]  是萬王之王
[00:10:10.880 --> 00:10:12.720]  是萬主之主
[00:10:12.720 --> 00:10:15.760]  絕對絕對不可能就是耶穌
[00:10:15.760 --> 00:10:18.800]  絕對不絕對不可能就是木匠的兒子
[00:10:18.800 --> 00:10:20.160]  也都絕對不可能
[00:10:20.160 --> 00:10:22.320]  就是被釘在十字架上
[00:10:22.320 --> 00:10:26.720]  被咒誅羞辱而死的拿撒勒人耶穌
[00:10:26.720 --> 00:10:29.280]  保羅認為當時那群基督徒
[00:10:29.280 --> 00:10:32.960]  他們宣告耶穌基督就是尼賽亞
[00:10:32.960 --> 00:10:34.800]  是神的兒子
[00:10:34.800 --> 00:10:37.920]  這個宣告是褻讀神的名
[00:10:37.920 --> 00:10:42.080]  是每個正統的猶太教徒都不能夠接受
[00:10:42.080 --> 00:10:47.120]  所以保羅就是帶著一股非比尋常的好氣
[00:10:47.120 --> 00:10:49.680]  他為神大發熱心
[00:10:49.680 --> 00:10:52.160]  他誓要殲滅所有的基督徒
[00:10:52.160 --> 00:10:57.360]  並且誓要將耶穌的名在這個歷史裡面去抹走
[00:10:57.360 --> 00:10:59.200]  他不單止
[00:10:59.200 --> 00:11:02.400]  只是在他身處的地方耶路撒冷去逼迫基督徒
[00:11:02.400 --> 00:11:05.440]  將他們逮捕拘禁殺害
[00:11:05.440 --> 00:11:07.680]  他甚至很積極主動
[00:11:07.680 --> 00:11:09.600]  他寫了一個提議
[00:11:09.600 --> 00:11:11.360]  寫了一個好的計劃書
[00:11:11.360 --> 00:11:15.280]  然後向大祭司自動請纓
[00:11:15.280 --> 00:11:17.760]  他要求大祭司給一個手令
[00:11:17.760 --> 00:11:21.920]  可以引導一些逃犯可以回到耶路撒冷那裡
[00:11:21.920 --> 00:11:25.360]  他要將逃離耶路撒冷老遠的基督徒
[00:11:25.360 --> 00:11:30.160]  要帶回去緝拿歸案
[00:11:30.160 --> 00:11:31.760]  如果我們知道的話
[00:11:31.760 --> 00:11:34.800]  其實他要去的地方就是大馬士革
[00:11:34.800 --> 00:11:36.560]  而大馬士革這個地方
[00:11:36.560 --> 00:11:40.320]  是距離耶路撒冷有整整一個星期的路程
[00:11:40.320 --> 00:11:42.800]  其實用一個星期的路程
[00:11:42.800 --> 00:11:45.280]  去緝拿這些基督徒歸案
[00:11:45.280 --> 00:11:47.600]  實在不是一件容易的事情
[00:11:47.600 --> 00:11:49.360]  我們也在這裡看到
[00:11:49.360 --> 00:11:50.960]  保羅的大發熱心
[00:11:50.960 --> 00:11:54.240]  真的非常顯露無遺
[00:11:54.240 --> 00:11:56.640]  這個就是保羅
[00:11:56.640 --> 00:11:58.080]  身份特別
[00:11:58.080 --> 00:12:00.080]  學識高人一等
[00:12:00.080 --> 00:12:02.400]  他又為神大發熱心
[00:12:02.400 --> 00:12:04.640]  甚至他悔改歸主的經歷
[00:12:04.640 --> 00:12:06.560]  更加與眾不同
[00:12:06.560 --> 00:12:09.520]  充滿了戲劇性
[00:12:09.520 --> 00:12:11.680]  我們看《仕途行傳》的時候
[00:12:11.680 --> 00:12:13.040]  你會見到路加
[00:12:13.040 --> 00:12:15.920]  他認為這個保羅悔改歸主的經歷
[00:12:15.920 --> 00:12:17.760]  非常之重要
[00:12:17.760 --> 00:12:19.360]  重要到一個地步
[00:12:19.360 --> 00:12:21.120]  路加在《仕途行傳》裡面
[00:12:21.120 --> 00:12:22.880]  將這個故事
[00:12:22.880 --> 00:12:26.160]  先後三次記錄在《仕途行傳》當中
[00:12:26.160 --> 00:12:28.480]  第九章就是第一次的記載
[00:12:28.480 --> 00:12:32.240]  第二三次就在第二十二和二十六章裡面
[00:12:32.240 --> 00:12:33.440]  我們說這個經歷
[00:12:33.440 --> 00:12:35.840]  充滿了戲劇性
[00:12:35.840 --> 00:12:36.640]  是怎樣呢?
[00:12:36.640 --> 00:12:39.280]  就是保羅懷著一股好氣
[00:12:39.280 --> 00:12:41.920]  他要雄心壯志為神大發熱心
[00:12:41.920 --> 00:12:45.120]  他快要去到大馬舌甲的時候
[00:12:45.120 --> 00:12:46.160]  經文說
[00:12:46.160 --> 00:12:48.560]  忽然從天上發光
[00:12:48.560 --> 00:12:50.240]  四面照著他
[00:12:50.240 --> 00:12:52.480]  保羅撲倒在地
[00:12:52.480 --> 00:12:54.160]  然後復活的主耶穌
[00:12:54.160 --> 00:12:56.400]  親自用保羅熟悉的阿南文
[00:12:56.400 --> 00:12:58.160]  與他說話
[00:12:58.160 --> 00:12:59.840]  主耶穌在這一刻
[00:12:59.840 --> 00:13:02.000]  親自向保羅顯現
[00:13:02.000 --> 00:13:04.000]  並且親自呼召保羅
[00:13:04.000 --> 00:13:06.880]  令他的生命一百八十度轉變
[00:13:06.880 --> 00:13:09.360]  成為萬中無一的仕途
[00:13:09.360 --> 00:13:14.000]  將福音傳到外邦
[00:13:14.000 --> 00:13:16.720]  我想我們每一個人
[00:13:16.720 --> 00:13:19.680]  都很喜歡聽一些很特別的事情
[00:13:19.680 --> 00:13:22.480]  特別的事情總是奪目耀眼
[00:13:22.480 --> 00:13:24.960]  總是惹人注目
[00:13:24.960 --> 00:13:26.320]  身份特別
[00:13:26.320 --> 00:13:28.000]  學識高人一等
[00:13:28.000 --> 00:13:29.680]  又為神大發熱心
[00:13:29.680 --> 00:13:33.280]  甚至真是他親自揀選的器皿
[00:13:33.280 --> 00:13:35.520]  這個就是保羅
[00:13:35.520 --> 00:13:36.640]  就是這麼特別
[00:13:36.640 --> 00:13:42.160]  這麼受人注目的一個人物
[00:13:42.160 --> 00:13:45.600]  大弟姐妹有沒有留意到
[00:13:45.600 --> 00:13:47.920]  在保羅歸主的故事裡面
[00:13:47.920 --> 00:13:50.320]  還有另一個人物
[00:13:50.320 --> 00:13:52.400]  他同樣見到異象
[00:13:52.400 --> 00:13:55.280]  他同樣聽到神的聲音
[00:13:55.280 --> 00:13:57.600]  這個人叫做阿南尼亞
[00:13:57.600 --> 00:13:59.840]  或者我們一起再看看經文
[00:13:59.840 --> 00:14:06.560]  第九章第十節
[00:14:06.560 --> 00:14:08.160]  請聽我讀出
[00:14:08.160 --> 00:14:09.760]  當夏日在大馬士革
[00:14:09.760 --> 00:14:12.640]  有一個門徒名叫阿南尼亞
[00:14:12.640 --> 00:14:14.400]  主在異象中對他說
[00:14:14.400 --> 00:14:15.280]  阿南尼亞
[00:14:15.280 --> 00:14:17.280]  他說主我在這裡
[00:14:17.280 --> 00:14:18.480]  主對他說
[00:14:18.480 --> 00:14:20.400]  起來往直街去
[00:14:20.400 --> 00:14:21.680]  在猶大的家裡
[00:14:21.680 --> 00:14:24.160]  訪問一個大素人名叫蘇羅
[00:14:24.160 --> 00:14:25.440]  他正土告
[00:14:25.440 --> 00:14:28.240]  又看見了一個人名叫阿南尼亞
[00:14:28.240 --> 00:14:30.400]  進來按手在他身上
[00:14:30.400 --> 00:14:32.560]  叫他能看見
[00:14:32.560 --> 00:14:33.760]  阿南尼亞回答說
[00:14:33.760 --> 00:14:35.600]  主啊我聽見許多人說
[00:14:35.600 --> 00:14:37.280]  這人怎樣在耶路撒冷
[00:14:37.280 --> 00:14:39.120]  多多苦害你的聖徒
[00:14:39.120 --> 00:14:40.160]  並且他在這裡
[00:14:40.160 --> 00:14:42.720]  有從祭司掌得來的權並
[00:14:42.720 --> 00:14:45.280]  捆綁一切求告禰名的人
[00:14:45.280 --> 00:14:47.120]  主對阿南尼亞說
[00:14:47.120 --> 00:14:48.640]  你只管去
[00:14:48.640 --> 00:14:50.640]  他是我所揀選的器皿
[00:14:50.640 --> 00:14:52.480]  要在外邦人和君王
[00:14:52.480 --> 00:14:55.520]  並以色列人面前宣揚我的名
[00:14:55.520 --> 00:14:57.360]  我也要指示他
[00:14:57.360 --> 00:14:58.400]  為我的名
[00:14:58.400 --> 00:15:02.560]  必須受許多的苦難
[00:15:02.560 --> 00:15:05.840]  我們從經文記載看到
[00:15:05.840 --> 00:15:08.960]  這個阿南尼亞是一個基督的門徒
[00:15:08.960 --> 00:15:10.800]  他住在大馬士革
[00:15:10.800 --> 00:15:12.960]  但是我們看到與保羅相比
[00:15:12.960 --> 00:15:16.640]  這個阿南尼亞可謂寂寂無名
[00:15:16.640 --> 00:15:18.480]  其實我們看《仕途行傳》
[00:15:18.480 --> 00:15:23.440]  當我們看路加介紹保羅這個重要人物出場的時候
[00:15:23.440 --> 00:15:25.840]  路加費了很多心思
[00:15:25.840 --> 00:15:27.440]  在第九章之前
[00:15:27.440 --> 00:15:30.080]  路加已經鋪排保羅出場
[00:15:30.080 --> 00:15:32.480]  他先後介紹了他三次
[00:15:32.480 --> 00:15:34.560]  第一次是在七章第58節
[00:15:34.560 --> 00:15:37.920]  當他敘述事提反殉道的時候
[00:15:37.920 --> 00:15:39.200]  他告訴我們
[00:15:39.200 --> 00:15:40.320]  作見證的人
[00:15:40.320 --> 00:15:43.840]  把衣裳放在一個少年人名叫掃羅的腳前
[00:15:43.840 --> 00:15:46.480]  而掃羅也喜悅他被害
[00:15:46.480 --> 00:15:47.920]  而來到第八章
[00:15:47.920 --> 00:15:49.200]  經文告訴我們
[00:15:49.200 --> 00:15:52.400]  掃羅就開始殘害教會
[00:15:52.400 --> 00:15:55.600]  保羅將仇恨基督和教會的深化為行動
[00:15:55.600 --> 00:15:58.400]  他逐家逐戶地去搜殺基督徒
[00:15:58.400 --> 00:15:59.760]  戀男帶女
[00:15:59.760 --> 00:16:01.360]  送他們入監獄
[00:16:01.360 --> 00:16:04.320]  而來到第九章
[00:16:04.320 --> 00:16:05.280]  經文說什麼呢
[00:16:05.280 --> 00:16:08.080]  掃羅仍然向主的門徒口吐威嚇
[00:16:08.080 --> 00:16:10.160]  凶殺的話
[00:16:10.160 --> 00:16:12.400]  路加用了很多的心思
[00:16:12.400 --> 00:16:15.120]  去鋪排保羅的出場
[00:16:15.120 --> 00:16:18.000]  然後路加也用了一段篇幅
[00:16:18.000 --> 00:16:23.440]  去交代掃羅追殺基督徒的新計劃
[00:16:23.440 --> 00:16:24.960]  但是
[00:16:24.960 --> 00:16:28.880]  路加又怎麼去介紹阿拿利亞呢
[00:16:28.880 --> 00:16:30.240]  聖經說
[00:16:30.240 --> 00:16:31.760]  在大馬士革
[00:16:31.760 --> 00:16:37.520]  有一個門徒名叫阿拿利亞
[00:16:37.520 --> 00:16:40.080]  一句話就講完
[00:16:40.080 --> 00:16:41.840]  一點驚喜都沒有
[00:16:41.840 --> 00:16:43.920]  就等於我們說今天在香港
[00:16:43.920 --> 00:16:46.240]  有個基督徒叫陳小明一樣
[00:16:46.240 --> 00:16:48.400]  普通到不得了
[00:16:48.400 --> 00:16:50.720]  如果我們再看整本聖經
[00:16:50.720 --> 00:16:53.360]  除了這地方有提到阿拿利亞之外
[00:16:53.360 --> 00:16:56.880]  另外有一個地方他講到這個人的資料
[00:16:56.880 --> 00:16:58.480]  就是在耶義章保羅
[00:16:58.480 --> 00:17:01.600]  他講述自己悔改歸主時曾經提及
[00:17:01.600 --> 00:17:04.000]  他說有個人叫阿拿利亞
[00:17:04.000 --> 00:17:06.560]  按律法說是個虔誠人
[00:17:06.560 --> 00:17:11.680]  得到所有住在那裡的猶太人贊賞
[00:17:11.680 --> 00:17:18.720]  整本聖經只有這兩處地方有講到阿拿利亞
[00:17:18.720 --> 00:17:20.640]  與保羅相比
[00:17:20.640 --> 00:17:23.440]  阿拿利亞實在是一個平凡人
[00:17:23.440 --> 00:17:24.560]  寂寂無名
[00:17:24.560 --> 00:17:26.000]  一點都不特別
[00:17:26.000 --> 00:17:29.520]  也都不起眼
[00:17:29.520 --> 00:17:31.840]  阿拿利亞與保羅一樣
[00:17:31.840 --> 00:17:33.520]  他都是看到異象
[00:17:33.520 --> 00:17:36.080]  他都是聽到主的聲音
