
[00:00:00.000 --> 00:00:08.000]  很高興可以再次成為神話語的出口
[00:03:17.000 --> 00:03:23.000]  你可以相信某個人許下承諾的當刻是誠懇的
[00:03:23.000 --> 00:03:28.000]  卻不要相信他能夠堅守承諾到永遠
[00:03:28.000 --> 00:03:34.000]  你試想想去年你為自己定了什麼新年目標
[00:03:34.000 --> 00:03:39.000]  到除夕回顧的時候又達成了多少
[00:03:39.000 --> 00:03:44.000]  既然一個人都難以履行對自己的承諾
[00:03:44.000 --> 00:03:48.000]  更何況是承諾兩個人的關係呢
[00:03:48.000 --> 00:03:52.000]  俗語有云口講無憑行動最實際
[00:03:52.000 --> 00:03:55.000]  要證明一個人愛不愛你
[00:03:55.000 --> 00:03:59.000]  與其數算他講過多少甜言蜜語
[00:03:59.000 --> 00:04:02.000]  不如看看他待你有多好
[00:04:02.000 --> 00:04:05.000]  整個文章有些灰暗
[00:04:05.000 --> 00:04:13.000]  好像將人搞得非常不可信
[00:04:13.000 --> 00:04:20.000]  不過又都講到一些道理可以作為參考
[00:04:20.000 --> 00:04:23.000]  看完這篇文章我就很感恩
[00:04:23.000 --> 00:04:27.000]  我們所信的上帝卻不是這樣
[00:04:27.000 --> 00:04:31.000]  他是誠信真實不會背負自己
[00:04:31.000 --> 00:04:37.000]  而且就算我們失信他依然可信
[00:04:37.000 --> 00:04:43.000]  只要我們能夠對這位真實的上帝信任
[00:04:43.000 --> 00:04:52.000]  我們總能對前面和未來懷有盼望和有清楚的方向
[00:04:52.000 --> 00:04:54.000]  而且聖經說過
[00:04:54.000 --> 00:05:01.000]  屬神的人可以流露這份從上帝而來的信實性情
[00:05:01.000 --> 00:05:07.000]  所以我覺得能夠信耶穌真是好得無比
[00:05:07.000 --> 00:05:13.000]  不過又這樣 因為中國人生活比較艱難
[00:05:13.000 --> 00:05:18.000]  往往對人的信任度比較低
[00:05:18.000 --> 00:05:24.000]  在資源比較缺乏和機會不多的情況下
[00:05:24.000 --> 00:05:31.000]  我們可能都需要步步為營和要謹慎選擇
[00:05:31.000 --> 00:05:34.000]  你都聽過有一句說話叫做
[00:05:34.000 --> 00:05:39.000]  害人之心不可有 不過防人之心不可無
[00:05:39.000 --> 00:05:42.000]  所以都要小心
[00:05:42.000 --> 00:05:48.000]  原來這樣的信念都影響我們的信仰態度
[00:05:48.000 --> 00:05:57.000]  我們往往對信仰的神明都保持著很多的觀察
[00:05:57.000 --> 00:06:02.000]  甚至都會留有餘地
[00:06:02.000 --> 00:06:08.000]  有資料說過 香港基督徒的比率有18-20%
[00:06:08.000 --> 00:06:15.000]  並且他們都在基督教的小學和中學讀過書
[00:06:15.000 --> 00:06:19.000]  接觸到耶穌基督 然後就信耶穌
[00:06:19.000 --> 00:06:23.000]  不過當他們成年之後離開學校
[00:06:23.000 --> 00:06:36.000]  他們就被很多外面的引誘或者更大的目標拉扯了他們的志願
[00:06:36.000 --> 00:06:41.000]  雖然還說自己是基督徒 很多已經不回教會了
[00:06:41.000 --> 00:06:44.000]  所以在每次報道會你都會發現
[00:06:44.000 --> 00:06:50.000]  總是有一些說以前信過耶穌然後又再次迴轉的人
[00:06:50.000 --> 00:06:58.000]  他們就好像有些人把信耶穌當作是買了保險保單一樣
[00:06:58.000 --> 00:07:02.000]  知道我信了耶穌 所以就把保單放在一旁
[00:07:02.000 --> 00:07:05.000]  然後就做自己喜歡做的事
[00:07:05.000 --> 00:07:08.000]  因為相信到出現問題的時候
[00:07:08.000 --> 00:07:11.000]  保單仍然是有效的
[00:07:11.000 --> 00:07:14.000]  但是聖經真的不是這樣告訴我們
[00:07:14.000 --> 00:07:18.000]  信了耶穌之後 是把耶穌放在一旁的
[00:07:18.000 --> 00:07:24.000]  我們信耶穌是和這位上帝建立個人的關係
[00:07:24.000 --> 00:07:29.000]  而且是需要每一天真實地跟隨他
[00:07:29.000 --> 00:07:35.000]  並且聆聽他的教誨 以至生命能夠得著改變
[00:07:35.000 --> 00:07:44.000]  從而可以流露神自己那個寶貴的盛情
[00:07:44.000 --> 00:07:49.000]  所以不知道今天你坐在這裏聽到的時候
[00:07:49.000 --> 00:07:58.000]  你會怎樣衡量自己對耶穌 對上帝的認定和跟隨
[00:07:58.000 --> 00:08:02.000]  聖經裏面有很多神的應許
[00:08:02.000 --> 00:08:07.000]  究竟你又會信多少
[00:08:07.000 --> 00:08:15.000]  今天我們會看《士徒行傳》九章三十二到四十三節的段落
[00:08:15.000 --> 00:08:20.000]  很短的段落 不過我們在進入聖經講解之前
[00:08:20.000 --> 00:08:25.000]  我們先做一個祈禱
[00:08:25.000 --> 00:08:29.000]  親愛的主耶穌 很多謝祢
[00:08:29.000 --> 00:08:35.000]  因為祢將祢寶貴的話語和神的心意留下給我們
[00:08:35.000 --> 00:08:39.000]  以致我們能夠學習並且進行
[00:08:39.000 --> 00:08:42.000]  求主祢在這段時間裏面
[00:08:42.000 --> 00:08:45.000]  將我們心裏面各樣的思慮凡有拿開
[00:08:45.000 --> 00:08:50.000]  以致我們耳朵能聽 眼睛能看 心能夠感受
[00:08:50.000 --> 00:08:56.000]  並且明白祢的教導 又能夠行於生活當中
[00:08:56.000 --> 00:08:59.000]  願祢這樣施恩帶領我們
[00:08:59.000 --> 00:09:02.000]  同心禱告 奉耶穌的名給 阿們
[00:09:02.000 --> 00:09:07.000]  我們不如先讀一下今天要看的經文
[00:09:07.000 --> 00:09:10.000]  《士徒行傳》九章三十二到四十三節
[00:09:10.000 --> 00:09:12.000]  我們一起讀
[00:09:32.000 --> 00:09:36.000]  收拾你的玉子 她就立刻起來
[00:09:36.000 --> 00:09:43.000]  凡住呂大和沙崙的人都看見了她 就歸復主
[00:09:43.000 --> 00:09:47.000]  在約帕有一個女徒 名叫大比大
[00:09:47.000 --> 00:09:50.000]  翻希臘話就是多加
[00:09:50.000 --> 00:09:54.000]  她講行善事 多施周濟
[00:09:54.000 --> 00:09:57.000]  當時她患病而死
[00:09:57.000 --> 00:10:01.000]  有人把她洗了 停在樓上
[00:10:01.000 --> 00:10:04.000]  呂大言與約帕相近
[00:10:04.000 --> 00:10:07.000]  門徒聽見彼得在那裡
[00:10:07.000 --> 00:10:10.000]  就打發兩個人去見她
[00:10:10.000 --> 00:10:15.000]  要求她說 快到我們那裡去 不要擔言
[00:10:15.000 --> 00:10:19.000]  彼得就起身和他們同去
[00:10:19.000 --> 00:10:22.000]  到了便有人領她上樓
[00:10:22.000 --> 00:10:26.000]  眾寡婦都站在彼得旁邊哭
[00:10:26.000 --> 00:10:32.000]  把多加與她們同在時所做的女衣外衣給她看
[00:10:32.000 --> 00:10:39.000]  彼得叫她們都出去 就跪下祈禱
[00:10:39.000 --> 00:10:43.000]  大比大起來 她就睜開眼睛
[00:10:43.000 --> 00:10:46.000]  見了彼得便坐起來
[00:10:46.000 --> 00:10:49.000]  彼得伸手扶她起來
[00:10:49.000 --> 00:10:52.000]  叫眾聖徒和寡婦進去
[00:10:52.000 --> 00:10:55.000]  把多加活活地交給她們
[00:10:55.000 --> 00:10:58.000]  這是傳遍了約帕
[00:10:58.000 --> 00:11:01.000]  就有許多人信了耶穌
[00:11:01.000 --> 00:11:05.000]  之後彼得在約帕一個俏皮匠
[00:11:05.000 --> 00:11:08.000]  西門的家裡住了多日
[00:11:08.000 --> 00:11:14.000]  很短的經文 裡面的講解也較為淺白
[00:11:14.000 --> 00:11:17.000]  我將這段經文定的題目
[00:11:17.000 --> 00:11:20.000]  叫做「上帝的恩惠和能力」
[00:11:20.000 --> 00:11:28.000]  因為在其中會見到神自己的私恩和祂的大能
[00:11:28.000 --> 00:11:30.000]  其實這個段落的上文
[00:11:30.000 --> 00:11:36.000]  如果你上次有回聽《仕途行傳》崇拜的時候
[00:11:36.000 --> 00:11:40.000]  你就會知道上文九章一到三十一節
[00:11:40.000 --> 00:11:44.000]  剛剛就講完碧巴教會的掃羅
[00:11:44.000 --> 00:11:48.000]  在大馬士革的路上遇見了主耶穌
[00:11:48.000 --> 00:11:53.000]  然後祂經歷了一個很奇妙的改變
[00:11:53.000 --> 00:12:00.000]  就成為了一個以後很勇猛建立教會
[00:12:00.000 --> 00:12:03.000]  為主拼盡的使徒
[00:12:03.000 --> 00:12:06.000]  在這段經文的下文
[00:12:06.000 --> 00:12:09.000]  就是第十章一到四十八節
[00:12:09.000 --> 00:12:15.000]  又是另外一個生命經歷奇妙的故事
[00:12:15.000 --> 00:12:20.000]  是一個愛邦的白夫長哥尼劉的歸主
[00:12:20.000 --> 00:12:23.000]  那個歸主的過程又是很神奇
[00:12:23.000 --> 00:12:25.000]  聖靈大大動功
[00:12:25.000 --> 00:12:32.000]  將彼得很狹隘的一些觀念拆除
[00:12:32.000 --> 00:12:40.000]  並且顯示上帝對愛邦人的接納和私恩
[00:12:40.000 --> 00:12:44.000]  中間這個段落其實很短
[00:12:44.000 --> 00:12:48.000]  也講了一些很簡單的道理
[00:12:48.000 --> 00:12:51.000]  彼得在這個段落出現的時候
[00:12:51.000 --> 00:12:54.000]  一直去到《至徒行傳》第十二章
[00:12:54.000 --> 00:13:00.000]  然後就是保羅的宣教旅程
[00:13:00.000 --> 00:13:03.000]  在九章三十二到四十三節裏
[00:13:03.000 --> 00:13:08.000]  他其實只是提到彼得在兩個地方
[00:13:08.000 --> 00:13:11.000]  行了兩個神蹟
[00:13:11.000 --> 00:13:13.000]  這兩個地方是什麼地方呢?
[00:13:13.000 --> 00:13:15.000]  一個地方叫做呂大
[00:13:15.000 --> 00:13:20.000]  在耶路撒冷以西大約四十公里的一個小鎮
[00:13:20.000 --> 00:13:23.000]  另外一個地方就是約柏
[00:13:23.000 --> 00:13:26.000]  在巴勒斯坦一個重要的港口
[00:13:26.000 --> 00:13:29.000]  有猶太人居住
[00:13:29.000 --> 00:13:32.000]  但是更多的就是愛邦人
[00:13:32.000 --> 00:13:35.000]  這兩個地方其實很近的
[00:13:35.000 --> 00:13:37.000]  大家距離只是二十公里
[00:13:37.000 --> 00:13:39.000]  究竟發生了什麼事呢?
[00:13:39.000 --> 00:13:42.000]  我們這樣下去看
[00:13:42.000 --> 00:13:45.000]  當時原來彼得周遊四方
[00:13:45.000 --> 00:13:49.000]  自從彼得離開了耶路撒冷
[00:13:49.000 --> 00:13:54.000]  當地恩爵碧巴教會的事情發生
[00:13:54.000 --> 00:13:57.000]  很多信徒都離開了耶路撒冷
[00:13:57.000 --> 00:14:02.000]  彼得也走遍各方來傳福音
[00:14:02.000 --> 00:14:09.000]  他去到呂大這個距離耶經四十公里的小城
[00:14:09.000 --> 00:14:11.000]  他住在那裏
[00:14:11.000 --> 00:14:14.000]  有不同的信徒
[00:14:14.000 --> 00:14:17.000]  然後經文三十三節就說
[00:14:17.000 --> 00:14:22.000]  他遇見了一個人叫做以利雅
[00:14:22.000 --> 00:14:24.000]  聖經對他的描述
[00:14:24.000 --> 00:14:27.000]  就只是說這個人得了癱瘓
[00:14:27.000 --> 00:14:28.000]  不能走路的
[00:14:28.000 --> 00:14:31.000]  在玉子上躺了八年
[00:14:31.000 --> 00:14:33.000]  病得很透
[00:14:33.000 --> 00:14:36.000]  然後彼得遇到他的時候
[00:14:36.000 --> 00:14:38.000]  呼叫他的名字
[00:14:38.000 --> 00:14:42.000]  然後奉主的名來醫好他
[00:14:42.000 --> 00:14:46.000]  叫他起來收拾他的玉子
[00:14:46.000 --> 00:14:49.000]  他就馬上起來
[00:14:49.000 --> 00:14:51.000]  恩爵這件事
[00:14:51.000 --> 00:14:55.000]  無論住在呂大或沙崙的人
[00:14:55.000 --> 00:14:58.000]  都歸於福主
[00:14:58.000 --> 00:15:01.000]  不知道你看這個段落的時候
[00:15:01.000 --> 00:15:04.000]  有沒有一些片段又憶起了呢?
[00:15:04.000 --> 00:15:06.000]  是和彼得有關的
[00:15:06.000 --> 00:15:08.000]  我們之前也看過了
[00:15:08.000 --> 00:15:11.000]  司徒函轉三章的時候
[00:15:11.000 --> 00:15:14.000]  彼得也曾經叫一個生離瘸腿的
[00:15:14.000 --> 00:15:16.000]  來行走
[00:15:16.000 --> 00:15:18.000]  再想遠一點
[00:15:18.000 --> 00:15:22.000]  有沒有記得耶穌也做過這樣的事?
[00:15:22.000 --> 00:15:25.000]  叫瘸腿行走
[00:15:25.000 --> 00:15:28.000]  在馬可福音二章十一節
[00:15:28.000 --> 00:15:34.000]  神跡叫人看見之後
[00:15:34.000 --> 00:15:37.000]  就歸順耶穌
[00:15:37.000 --> 00:15:39.000]  再看第二個神跡
[00:15:39.000 --> 00:15:41.000]  發生在約柏
[00:15:41.000 --> 00:15:44.000]  當地有一個女信徒
[00:15:44.000 --> 00:15:47.000]  阿蘭文的名字叫大比大
[00:15:47.000 --> 00:15:50.000]  翻希臘話就叫多加
[00:15:50.000 --> 00:15:55.000]  是一個很樂意幫助窮人的女士
[00:15:55.000 --> 00:15:57.000]  她講行善事
[00:15:57.000 --> 00:15:59.000]  多思周濟
[00:15:59.000 --> 00:16:02.000]  不過在當刻聖經描述她的時候
[00:16:02.000 --> 00:16:05.000]  她已經患病死了
[00:16:05.000 --> 00:16:09.000]  甚至已經有人幫她處理了她的身體
[00:16:09.000 --> 00:16:11.000]  洗乾淨
[00:16:11.000 --> 00:16:14.000]  停了在一個樓房的上邊
[00:16:14.000 --> 00:16:17.000]  因著呂大和約柏很近
[00:16:17.000 --> 00:16:19.000]  只是二十公里
[00:16:19.000 --> 00:16:22.000]  當門徒知道彼得原來在呂大
[00:16:22.000 --> 00:16:24.000]  有神跡醫治
[00:16:24.000 --> 00:16:28.000]  於是他們就馬上叫兩個人去見彼得
[00:16:28.000 --> 00:16:32.000]  要求彼得快點過來約柏
[00:16:32.000 --> 00:16:34.000]  不要遲延
[00:16:34.000 --> 00:16:36.000]  三十九節
[00:16:36.000 --> 00:16:38.000]  彼得就起身
[00:16:38.000 --> 00:16:40.000]  跟隨他們去了約柏
[00:16:40.000 --> 00:16:43.000]  到了的時候有人就帶他上樓
[00:16:43.000 --> 00:16:47.000]  那裡聚集了很多寡婦
[00:16:47.000 --> 00:16:49.000]  在那裡哭得很淒涼
[00:16:49.000 --> 00:16:53.000]  因為多加在再生的時候
[00:16:53.000 --> 00:16:57.000]  對這些寡婦做了很多周濟和照顧
[00:16:57.000 --> 00:17:01.000]  他們把多加為他們所做的
[00:17:01.000 --> 00:17:05.000]  一些女醫和外婆都給彼得看
[00:17:05.000 --> 00:17:10.000]  看到多加其實對他們的照顧
[00:17:10.000 --> 00:17:13.000]  是多麼的周詳和多麼的愛護
[00:17:13.000 --> 00:17:18.000]  彼得很知道多加的死亡
[00:17:18.000 --> 00:17:23.000]  令到這些聖徒和寡婦非常難過
[00:17:23.000 --> 00:17:26.000]  所以他就叫他們出去離開房間
[00:17:26.000 --> 00:17:31.000]  然後他自己就閉門跪下禱告
[00:17:31.000 --> 00:17:35.000]  聖經沒有講究竟他做了什麼禱告的內容
[00:17:35.000 --> 00:17:37.000]  不過當他祈完禱
[00:17:37.000 --> 00:17:43.000]  他就轉身對著大彼大
[00:17:43.000 --> 00:17:45.000]  他就呼叫他的名字
[00:17:45.000 --> 00:17:47.000]  大彼大起身
[00:17:47.000 --> 00:17:51.000]  這個死了的女人竟然睜大眼
[00:17:51.000 --> 00:17:55.000]  見到彼得就坐了起來
[00:17:55.000 --> 00:17:58.000]  彼得就伸手扶起她
[00:17:58.000 --> 00:18:01.000]  叫眾聖徒和寡婦都進去
[00:18:01.000 --> 00:18:06.000]  然後把得著復活的多加交給他們
[00:18:06.000 --> 00:18:10.000]  這件事不單止傳遍約伯
[00:18:10.000 --> 00:18:13.000]  而且有很多人都信了耶穌
[00:18:13.000 --> 00:18:17.000]  同樣都是神跡帶來
[00:18:17.000 --> 00:18:21.000]  人眼睛打開來去歸主
[00:18:21.000 --> 00:18:27.000]  四十三節講到彼得完成了兩個神跡醫治之後
[00:18:27.000 --> 00:18:29.000]  他仍然留在約伯
[00:18:29.000 --> 00:18:34.000]  並且住在一個超皮匠西門的家裡
[00:18:34.000 --> 00:18:36.000]  這個描述都重要的
[00:18:36.000 --> 00:18:40.000]  因為作為猶太人一個仕途
[00:18:40.000 --> 00:18:43.000]  很明白舊約有一些規條
[00:18:43.000 --> 00:18:47.000]  超皮匠就是一些會殺動物
[00:18:47.000 --> 00:18:51.000]  然後用牠的皮做皮革的一些人
[00:18:51.000 --> 00:18:57.000]  會接觸屍體就會被視為不潔
[00:18:57.000 --> 00:19:00.000]  但是彼得在那一刻
[00:19:00.000 --> 00:19:09.000]  他沒有介意將一些他以往對外邦人
[00:19:09.000 --> 00:19:14.000]  對不潔的人的一些框架打開
[00:19:14.000 --> 00:19:16.000]  然後之後第十章
[00:19:16.000 --> 00:19:20.000]  更加能夠接受從神而來的異象
[00:19:20.000 --> 00:19:27.000]  來去接納那個外邦的信徒戈尼流
[00:19:27.000 --> 00:19:29.000]  帶他順主
[00:19:29.000 --> 00:19:32.000]  很簡單的經文
[00:19:32.000 --> 00:19:37.000]  給我們看到彼得所行的事情
[00:19:37.000 --> 00:19:43.000]  我相信他應該是明顯有醫治恩慈
[00:19:43.000 --> 00:19:47.000]  不過由他出來報道服事
[00:19:47.000 --> 00:19:49.000]  到這一刻
[00:19:49.000 --> 00:19:52.000]  其實他沒有強調自己有報道恩慈
[00:19:52.000 --> 00:19:55.000]  但是往往上帝就藉著他
[00:19:55.000 --> 00:19:59.000]  叫很多人來得醫治
[00:19:59.000 --> 00:20:01.000]  不知道你還記不記得
[00:20:01.000 --> 00:20:04.000]  喜事堂主一開始初期教會的時候
[00:20:04.000 --> 00:20:10.000]  耶穌曾經這樣去應許跟隨他的人
[00:20:10.000 --> 00:20:12.000]  喜事堂主一章八節
[00:20:12.000 --> 00:20:13.000]  聖經這樣說
[00:20:13.000 --> 00:20:14.000]  我們一起讀
[00:20:14.000 --> 00:20:15.000]  一二三
[00:20:15.000 --> 00:20:18.000]  但聖靈降臨在你們身上
[00:20:18.000 --> 00:20:20.000]  你們就必得著能力
[00:20:20.000 --> 00:20:22.000]  並要在耶路撒冷
[00:20:22.000 --> 00:20:25.000]  猶太傳地和撒瑪利亞
[00:20:25.000 --> 00:20:28.000]  直到地極作我的見證
[00:20:28.000 --> 00:20:32.000]  這個應許不單止給當代的信徒
[00:20:32.000 --> 00:20:35.000]  這個應許更加給每一個
[00:20:35.000 --> 00:20:38.000]  真誠相信耶穌的人
[00:20:38.000 --> 00:20:41.000]  當我們內裡有聖靈的時候
[00:20:41.000 --> 00:20:43.000]  我們就能夠得著能力
[00:20:43.000 --> 00:20:46.000]  做天國拓展的工作
[00:20:46.000 --> 00:20:49.000]  和成為耶穌的見證
[00:20:49.000 --> 00:20:52.000]  我們在剛才讀過的經文裡
[00:20:52.000 --> 00:20:56.000]  我們看到上帝是一個樂意施恩的上帝
[00:20:56.000 --> 00:21:00.000]  祂的恩惠很明顯
[00:21:00.000 --> 00:21:05.000]  就好像祂很主動施予恩典
[00:21:05.000 --> 00:21:07.000]  甚至在接受的人
[00:21:07.000 --> 00:21:09.000]  祂沒有主動祈求
[00:21:09.000 --> 00:21:12.000]  沒有能夠展示信心的時候
[00:21:12.000 --> 00:21:14.000]  神的恩典也臨到
[00:21:14.000 --> 00:21:16.000]  我不知道信了主
[00:21:16.000 --> 00:21:18.000]  有些日子的你
[00:21:18.000 --> 00:21:20.000]  有沒有試過有些情況
[00:21:20.000 --> 00:21:23.000]  看到上帝白白施恩
[00:21:23.000 --> 00:21:25.000]  看來信心還沒有很足
[00:21:25.000 --> 00:21:29.000]  甚至沒有開口祈求
[00:21:29.000 --> 00:21:31.000]  然後神就已經施恩
[00:21:31.000 --> 00:21:33.000]  在約柏和呂大
[00:21:33.000 --> 00:21:37.000]  這個以利亞和多加的身上
[00:21:37.000 --> 00:21:42.000]  我們看到神自己樂意施恩的恩典
[00:21:42.000 --> 00:21:44.000]  這兩個的醫治神蹟
[00:21:44.000 --> 00:21:47.000]  也顯示到上帝不偏待人
[00:21:47.000 --> 00:21:51.000]  祂不單只向男的以利亞施恩
[00:21:51.000 --> 00:21:55.000]  也向女的多加施恩
[00:21:55.000 --> 00:21:57.000]  祂向有能力做善事
[00:21:57.000 --> 00:22:00.000]  周濟窮人的人施恩
[00:22:00.000 --> 00:22:04.000]  也向沒有能力瘸腿病患施恩
[00:22:04.000 --> 00:22:08.000]  所以在這個段落裡
[00:22:08.000 --> 00:22:12.000]  看到神自己奇妙的恩典
[00:22:12.000 --> 00:22:15.000]  我又看到神自己很大的能力
[00:22:15.000 --> 00:22:20.000]  如果由《仙道靈傳》一章到這裡的時候
[00:22:20.000 --> 00:22:22.000]  其實我不知道你還記不記得
[00:22:22.000 --> 00:22:25.000]  神自己藉著幾個人物
[00:22:25.000 --> 00:22:29.000]  讓我們看到聖靈能力的改變
[00:22:29.000 --> 00:22:33.000]  是多麼明顯和多麼大
[00:22:33.000 --> 00:22:37.000]  就好像我們剛才看過的彼得
[00:22:37.000 --> 00:22:40.000]  他叫坦子能行
[00:22:40.000 --> 00:22:43.000]  叫人死而復活
[00:22:43.000 --> 00:22:50.000]  很充沛地流露著聖靈和他一起
[00:22:50.000 --> 00:22:53.000]  他有額外的能力
[00:22:53.000 --> 00:22:56.000]  而且很能夠為主作見證
[00:22:56.000 --> 00:22:58.000]  其實彼得這個大仕徒
[00:22:58.000 --> 00:23:03.000]  以往都是在耶路撒冷主力做猶太人
[00:23:03.000 --> 00:23:05.000]  信主和牧羊的工作
[00:23:05.000 --> 00:23:08.000]  不過當耶穌升天
[00:23:08.000 --> 00:23:09.000]  聖靈降臨之後
[00:23:09.000 --> 00:23:13.000]  在第三章我們看到他和肥力
[00:23:13.000 --> 00:23:17.000]  都一起離開了耶路撒冷
[00:23:17.000 --> 00:23:19.000]  來做傳福音的工作
[00:23:19.000 --> 00:23:21.000]  還記不記得彼得
[00:23:21.000 --> 00:23:24.000]  曾經因為要跟隨主
[00:23:24.000 --> 00:23:29.000]  不會離棄耶穌卻跌倒的事實
[00:23:29.000 --> 00:23:33.000]  然後耶穌在提比利亞的海邊
[00:23:33.000 --> 00:23:36.000]  三次去問他
[00:23:36.000 --> 00:23:41.000]  願不願意去牧養他的羊
[00:23:41.000 --> 00:23:44.000]  原來神要用人的時候
[00:23:44.000 --> 00:23:47.000]  不是問你能不能夠
[00:23:47.000 --> 00:23:50.000]  他是問你願不願意
[00:23:50.000 --> 00:23:52.000]  當彼得願意之後
[00:23:52.000 --> 00:23:55.000]  你就見到在使徒行傳的彼得
[00:23:55.000 --> 00:23:59.000]  他成就的神蹟騎士
[00:23:59.000 --> 00:24:00.000]  他的宣講
[00:24:00.000 --> 00:24:02.000]  他的能力
[00:24:02.000 --> 00:24:04.000]  真的與別不同
[00:24:04.000 --> 00:24:06.000]  神沒有呼召那些
[00:24:06.000 --> 00:24:09.000]  符合他資格的人來服侍他
[00:24:09.000 --> 00:24:14.000]  不過神會叫願意蒙召的人
[00:24:14.000 --> 00:24:16.000]  成為合資格的人
[00:24:16.000 --> 00:24:18.000]  來服侍上帝
[00:24:18.000 --> 00:24:22.000]  又再看看士提反
[00:24:22.000 --> 00:24:26.000]  這個被聖靈充滿的使徒
[00:24:26.000 --> 00:24:30.000]  他在殉道的當刻
[00:24:30.000 --> 00:24:33.000]  能夠見到天上的神子
[00:24:33.000 --> 00:24:35.000]  和神子的榮耀
[00:24:35.000 --> 00:24:39.000]  以致就算他是被害
[00:24:39.000 --> 00:24:43.000]  他的生命仍然發揮很大的影響力
[00:24:43.000 --> 00:24:46.000]  當時碧北教會的素羅
[00:24:46.000 --> 00:24:50.000]  又在當場看到士提反
[00:24:50.000 --> 00:24:54.000]  竟然為那些掟他石頭的人
[00:24:54.000 --> 00:24:57.000]  來求饒恕
[00:24:57.000 --> 00:24:59.000]  還有一個就是肥利
[00:24:59.000 --> 00:25:01.000]  之前我們也見過他
[00:25:01.000 --> 00:25:04.000]  他是一個很樂意傳福音
[00:25:04.000 --> 00:25:06.000]  只要聖靈一叫他去哪裏
[00:25:06.000 --> 00:25:07.000]  他就去的人
[00:25:07.000 --> 00:25:09.000]  他離開耶路撒冷
[00:25:09.000 --> 00:25:11.000]  去到撒瑪利亞傳福音
[00:25:11.000 --> 00:25:13.000]  甚至去到阿薩
[00:25:13.000 --> 00:25:16.000]  將埃提亞伯的太監
[00:25:16.000 --> 00:25:19.000]  帶他去信主並受洗
[00:25:19.000 --> 00:25:21.000]  在他很有成就的過程中
[00:25:21.000 --> 00:25:24.000]  他也信著聖靈
[00:25:24.000 --> 00:25:26.000]  去到阿瑣
[00:25:26.000 --> 00:25:29.000]  該撒尼亞傳福音
