
[00:00:00.000 --> 00:00:02.920]  今天我們來到芝加哥大學近東博物館
[00:04:43.800 --> 00:04:45.800]  有裝飾物 有鏡子
[00:04:45.800 --> 00:04:50.800]  最右邊這裡你看到有些玩具 有骰子
[00:04:50.800 --> 00:04:54.800]  甚至這裡有一個 應該有四個鹿的鴨子
[00:04:54.800 --> 00:04:59.800]  當時的小朋友拉著的 桌面遊戲
[00:04:59.800 --> 00:05:02.800]  我們不知道怎樣玩的 但是
[00:05:02.800 --> 00:05:06.800]  這些都讓我們能夠看到當時的人
[00:05:06.800 --> 00:05:09.800]  平時生活的狀況是怎樣
[00:05:09.800 --> 00:05:16.800]  這裡我們看到是Oriental Institute
[00:05:16.800 --> 00:05:19.800]  發掘了很久的一些成果
[00:05:19.800 --> 00:05:21.800]  這個地方叫做Djambo
[00:05:21.800 --> 00:05:24.800]  在米索不達米亞的一個古城
[00:05:24.800 --> 00:05:29.800]  這些考古的工作讓我們能夠看到
[00:05:29.800 --> 00:05:31.800]  房屋是怎樣的
[00:05:31.800 --> 00:05:34.800]  給一個model讓大家看到
[00:05:36.800 --> 00:05:40.800]  這一處旁邊是一些裝飾物
[00:05:40.800 --> 00:05:44.800]  有用象牙製作 或者用瓦器製作
[00:05:44.800 --> 00:05:47.800]  特別考古的發現是有陶器
[00:05:47.800 --> 00:05:51.800]  這些陶器都是米索不達米亞的特色
[00:05:51.800 --> 00:05:56.800]  有不同的形狀 上色的技巧
[00:05:56.800 --> 00:05:58.800]  這一處我們更加看到
[00:05:58.800 --> 00:06:02.800]  一個按照時代擺設出來的
[00:06:02.800 --> 00:06:06.800]  由最古代的Ceramic
[00:06:06.800 --> 00:06:10.800]  然後去到比較近代的
[00:06:10.800 --> 00:06:20.800]  我們看到上面有不同的時期
[00:06:20.800 --> 00:06:22.800]  舉列了出來
[00:06:22.800 --> 00:06:25.800]  不同時期就有不同的瓦器
[00:06:25.800 --> 00:06:27.800]  這些叫做聯合Typology
[00:06:27.800 --> 00:06:31.800]  即是不同的時期就有不同的瓦器
[00:06:31.800 --> 00:06:33.800]  所以在不同的地方找到
[00:06:33.800 --> 00:06:35.800]  同樣類型的瓦器
[00:06:35.800 --> 00:06:37.800]  就看到不同的世代
[00:06:37.800 --> 00:06:40.800]  他們用的日用品是怎樣的
[00:06:40.800 --> 00:06:42.800]  我們看到有Earl III
[00:06:42.800 --> 00:06:43.800]  吾爾的時候
[00:06:43.800 --> 00:06:45.800]  越來越接近阿不拉罕的時候
[00:06:45.800 --> 00:06:46.800]  換句話說
[00:06:46.800 --> 00:06:48.800]  當時在米索不達米亞的世界
[00:06:48.800 --> 00:06:52.800]  他們用的瓦器就是這樣
[00:06:52.800 --> 00:06:54.800]  說不定阿不拉罕族長
[00:06:54.800 --> 00:06:57.800]  他們的瓦器就是和這些相似
[00:06:57.800 --> 00:07:01.800]  這個比較後期的碗
[00:07:01.800 --> 00:07:03.800]  有一個特別的地方
[00:07:03.800 --> 00:07:05.800]  就是一些竹軌碗
[00:07:05.800 --> 00:07:07.800]  即是辟邪的碗
[00:07:07.800 --> 00:07:09.800]  這個比較後期
[00:07:09.800 --> 00:07:11.800]  是三至六世紀公元後的時候
[00:07:11.800 --> 00:07:14.800]  有時候在房屋裏找到這些小碗
[00:07:14.800 --> 00:07:16.800]  有時候在房屋裏找到這些小碗
[00:07:16.800 --> 00:07:17.800]  這裏也有
[00:07:17.800 --> 00:07:19.800]  有些小碗在這裡
[00:07:19.800 --> 00:07:20.800]  有些小碗在那裏
[00:07:20.800 --> 00:07:21.800]  有些小碗在那裏
[00:07:21.800 --> 00:07:22.800]  有些小碗在那裏
[00:07:22.800 --> 00:07:23.800]  有些小碗在那裏
[00:07:23.800 --> 00:07:24.800]  有些小碗在那裏
[00:07:24.800 --> 00:07:25.800]  有些小碗在那裏
[00:07:25.800 --> 00:07:27.800]  在那裏就找到這些小碗
[00:07:27.800 --> 00:07:29.800]  寫著一些文字
[00:07:29.800 --> 00:07:31.800]  是一些鄒族的文字
[00:07:31.800 --> 00:07:33.800]  或者是一些驅邪的文字
[00:07:33.800 --> 00:07:36.800]  在中間很多時候就寫著
[00:07:36.800 --> 00:07:40.800]  那個攪擾他的邪靈的名字
[00:07:40.800 --> 00:07:42.800]  或者畫了他的圖案出來
[00:07:42.800 --> 00:07:44.800]  這些是辟邪的碗
[00:07:44.800 --> 00:07:45.800]  讓我們看到
[00:07:45.800 --> 00:07:47.800]  不單止是日庸的生活
[00:07:47.800 --> 00:07:49.800]  宗教信仰
[00:07:49.800 --> 00:07:53.800]  這裏有些製造啤酒用的物件
[00:07:53.800 --> 00:07:58.800]  他們也有他們平日享受的生活
[00:07:58.800 --> 00:08:00.800]  有濾鏡
[00:08:00.800 --> 00:08:04.800]  在這裏我們看到更加文明上的發展
[00:08:04.800 --> 00:08:05.800]  就是楔形文字
[00:08:05.800 --> 00:08:09.800]  開始用泥板來寫一些符號
[00:08:09.800 --> 00:08:10.800]  這些Signs
[00:08:10.800 --> 00:08:15.800]  發展出這個Cuneiform的Script
[00:08:15.800 --> 00:08:16.800]  這種字體
[00:08:16.800 --> 00:08:20.800]  由蘇美爾的文明開始已經有
[00:08:20.800 --> 00:08:27.800]  開始的時候可能只是一些很簡單的數字的記載
[00:08:27.800 --> 00:08:29.800]  來計算一些
[00:08:29.800 --> 00:08:31.800]  可能有多少隻牛
[00:08:31.800 --> 00:08:34.800]  多少的修成等等
[00:08:34.800 --> 00:08:40.800]  慢慢這些Signs就形成一些更加複雜的語言
[00:08:40.800 --> 00:08:46.800]  來記載一些商業的文件
[00:08:46.800 --> 00:08:52.800]  或者一些地產的文件
[00:08:52.800 --> 00:08:54.800]  報記等等
[00:08:54.800 --> 00:08:56.800]  甚至信件
[00:08:56.800 --> 00:08:58.800]  這些泥板
[00:08:58.800 --> 00:09:00.800]  當它軟的時候
[00:09:00.800 --> 00:09:06.800]  用一些草的莖部壓下去
[00:09:06.800 --> 00:09:08.800]  然後把它燒乾之後
[00:09:08.800 --> 00:09:10.800]  就成為一些很永久的記錄
[00:09:17.800 --> 00:09:19.800]  這裏我們看到
[00:09:19.800 --> 00:09:21.800]  一個好像父親那樣
[00:09:21.800 --> 00:09:25.800]  一個有智慧的人教他的兒子要怎樣做
[00:09:25.800 --> 00:09:27.800]  或者一個老師
[00:09:27.800 --> 00:09:30.800]  怎樣去教這個小孩
[00:09:30.800 --> 00:09:31.800]  School boy
[00:09:31.800 --> 00:09:32.800]  來寫東西
[00:09:32.800 --> 00:09:35.800]  或者怎樣去生活等等
[00:09:35.800 --> 00:09:38.800]  這些泥板
[00:09:38.800 --> 00:09:41.800]  或者這種著作
[00:09:41.800 --> 00:09:45.800]  有一點像聖經裏面的智慧文學
[00:09:45.800 --> 00:09:47.800]  這些智慧文學
[00:09:47.800 --> 00:09:51.800]  都是由一代傳承到下一代
[00:09:51.800 --> 00:09:56.800]  將知識傳到下一代
[00:09:56.800 --> 00:10:00.800]  讓下一代能夠繼續明白怎樣去做某一樣東西
[00:10:00.800 --> 00:10:02.800]  譬如農耕 畜牧
[00:10:02.800 --> 00:10:06.800]  怎樣維繫社會等等
[00:10:06.800 --> 00:10:09.800]  所以這些泥板
[00:10:09.800 --> 00:10:13.800]  也有一些所謂的School boy exercise
[00:10:13.800 --> 00:10:16.800]  學圖 學寫字
[00:10:16.800 --> 00:10:19.800]  好像我們以前那一代
[00:10:19.800 --> 00:10:24.800]  有一些墨書 拍子簿 筆記簿等等
[00:10:24.800 --> 00:10:27.800]  只不過他們是用泥板
[00:10:27.800 --> 00:10:29.800]  這些文字
[00:10:29.800 --> 00:10:31.800]  為甚麼是那麼重要呢
[00:10:31.800 --> 00:10:33.800]  因為我們知道這些實物
[00:10:33.800 --> 00:10:34.800]  之前我們看的
[00:10:34.800 --> 00:10:39.800]  告訴我們他們古人的生活狀況會是怎樣
[00:10:39.800 --> 00:10:42.800]  他們嘭嘭嗒嗒 啞氣等等
[00:10:42.800 --> 00:10:44.800]  但講到文字的時候
[00:10:44.800 --> 00:10:46.800]  給我們一個更深的視窗
[00:10:46.800 --> 00:10:49.800]  讓我們知道當時的人
[00:10:49.800 --> 00:10:52.800]  他們是怎樣看這個世界
[00:10:52.800 --> 00:10:55.800]  他們看甚麼為重要
[00:10:55.800 --> 00:10:57.800]  他們的價值觀等等
[00:10:57.800 --> 00:11:00.800]  如果在文字上能夠表達出來
[00:11:00.800 --> 00:11:03.800]  比一個實物更加多的資訊
[00:11:03.800 --> 00:11:06.800]  所以考古裏面找到文字
[00:11:06.800 --> 00:11:09.800]  是一些很重要的發現
[00:11:11.800 --> 00:11:13.800]  譬如在米索不達米亞
[00:11:13.800 --> 00:11:16.800]  除了有一些直接的文字記錄之外
[00:11:16.800 --> 00:11:18.800]  也開始有文字的創作
[00:11:18.800 --> 00:11:24.800]  譬如這裏看到有Gilgamesh epic的字句
[00:11:24.800 --> 00:11:27.800]  印在這些泥板上
[00:11:27.800 --> 00:11:32.800]  Gilgamesh epic 基卡米斯史詩
[00:11:32.800 --> 00:11:34.800]  是稱頌一個王
[00:11:34.800 --> 00:11:36.800]  他有很多的adventure
[00:11:36.800 --> 00:11:38.800]  有很多的冒險
[00:11:38.800 --> 00:11:43.800]  他的故事講到烏克魯王
[00:11:43.800 --> 00:11:48.800]  Uruk的皇帝有多麼多經驗
[00:11:48.800 --> 00:11:52.800]  還讚頌他 歌頌他有多厲害
[00:11:52.800 --> 00:11:56.800]  或者他征服了多少東西
[00:11:56.800 --> 00:12:02.800]  這裏有一個近東基卡米斯的史詩裏面提過
[00:12:02.800 --> 00:12:05.800]  Gilgamesh 基卡米斯王
[00:12:05.800 --> 00:12:08.800]  去到很遠很遠的地方
[00:12:08.800 --> 00:12:10.800]  在一個樹林 黎巴嫩的樹林
[00:12:10.800 --> 00:12:17.800]  去到征服了守住黎巴嫩樹林的一個怪獸
[00:12:17.800 --> 00:12:19.800]  這個神靈叫做Humbaba
[00:12:19.800 --> 00:12:21.800]  將他殺死了之後
[00:12:21.800 --> 00:12:24.800]  然後有很多這樣的經歷
[00:12:24.800 --> 00:12:26.800]  然後那個史詩就說
[00:12:26.800 --> 00:12:28.800]  人面對死亡的時候怎麼辦呢等等
[00:12:28.800 --> 00:12:32.800]  這些我們不能夠詳細講
[00:12:32.800 --> 00:12:36.800]  這些古近東的文學文獻
[00:12:36.800 --> 00:12:38.800]  就真的是一個視窗
[00:12:38.800 --> 00:12:42.800]  讓我們看到他們認知的世界會是怎樣
[00:12:42.800 --> 00:12:44.800]  然後我們就明白
[00:12:44.800 --> 00:12:47.800]  聖經特別是創世紀的開頭
[00:12:47.800 --> 00:12:53.800]  很多時候都回應近東文獻的故事
[00:12:53.800 --> 00:12:57.800]  這些近東文獻的概念
[00:12:57.800 --> 00:13:02.800]  譬如創世紀開頭很清楚有創造帳戶
[00:13:02.800 --> 00:13:05.800]  絕對不是在真空裏面寫出來的
[00:13:05.800 --> 00:13:07.800]  而是在一個近東的背景
[00:13:07.800 --> 00:13:11.800]  因為當時近東的文化迷俗不大迷惘
[00:13:11.800 --> 00:13:14.800]  亦有很多這些創造帳戶
[00:13:14.800 --> 00:13:17.800]  去解釋這個世界的由來
[00:13:17.800 --> 00:13:19.800]  誰是創造主
[00:13:19.800 --> 00:13:27.800]  創世紀是回應這種著作
[00:13:27.800 --> 00:13:31.800]  直接告訴我們創世的事情
[00:13:31.800 --> 00:13:36.800]  一個帳戶告訴我們真正創造天地的是誰
[00:13:36.800 --> 00:13:38.800]  創世紀就說是獨一的神
[00:13:38.800 --> 00:13:41.800]  是一位以色列的神
[00:13:41.800 --> 00:13:47.800]  譬如說人世間一定要面對的生與死
[00:13:47.800 --> 00:13:53.800]  這是近東的文獻經常會討論的
[00:13:53.800 --> 00:13:57.800]  為什麼人會死呢?為什麼人能夠長生不老呢?
[00:13:57.800 --> 00:14:00.800]  到底發生了什麼事呢?是不是人不幸呢?
[00:14:00.800 --> 00:14:05.800]  聖經都是在這個世界裏面的一個回應
[00:14:05.800 --> 00:14:10.800]  回應什麼呢?就是為什麼人不能夠長生不老
[00:14:10.800 --> 00:14:13.800]  原因就是沒有了神的同在
[00:14:13.800 --> 00:14:15.800]  原因就是我們叛逆了上帝
[00:14:15.800 --> 00:14:17.800]  我們沒有了神的同在
[00:14:17.800 --> 00:14:19.800]  我們沒有了宗教的同在
[00:14:19.800 --> 00:14:21.800]  我們沒有了宗教的同在
[00:14:21.800 --> 00:14:23.800]  我們沒有了宗教的同在
[00:14:23.800 --> 00:14:25.800]  我們沒有了宗教的同在
[00:14:25.800 --> 00:14:27.800]  我們沒有了宗教的同在
[00:14:27.800 --> 00:14:29.800]  我們沒有了宗教的同在
[00:14:29.800 --> 00:14:31.800]  我們沒有了宗教的同在
[00:14:31.800 --> 00:14:33.800]  我們沒有了宗教的同在
[00:14:33.800 --> 00:14:35.800]  我們沒有了宗教的同在
[00:14:35.800 --> 00:14:37.800]  我們沒有了宗教的同在
[00:14:37.800 --> 00:14:39.800]  我們沒有了宗教的同在
[00:14:39.800 --> 00:14:41.800]  我們沒有了宗教的同在
[00:14:41.800 --> 00:14:43.800]  我們沒有了宗教的同在
[00:14:43.800 --> 00:14:45.800]  我們沒有了宗教的同在
[00:14:45.800 --> 00:14:47.800]  我們沒有了宗教的同在
[00:14:47.800 --> 00:14:49.800]  我們沒有了宗教的同在
[00:14:49.800 --> 00:14:51.800]  我們沒有了宗教的同在
[00:14:51.800 --> 00:14:53.800]  我們沒有了宗教的同在
[00:14:53.800 --> 00:14:55.800]  我們沒有了宗教的同在
[00:14:55.800 --> 00:14:57.800]  我們沒有了宗教的同在
[00:14:57.800 --> 00:14:59.800]  我們沒有了宗教的同在
[00:14:59.800 --> 00:15:01.800]  我們沒有了宗教的同在
[00:15:01.800 --> 00:15:03.800]  我們沒有了宗教的同在
[00:15:03.800 --> 00:15:05.800]  我們沒有了宗教的同在
[00:15:05.800 --> 00:15:07.800]  我們沒有了宗教的同在
[00:15:07.800 --> 00:15:09.800]  我們沒有了宗教的同在
[00:15:09.800 --> 00:15:11.800]  我們沒有了宗教的同在
[00:15:11.800 --> 00:15:13.800]  我們沒有了宗教的同在
[00:15:13.800 --> 00:15:15.800]  我們沒有了宗教的同在
[00:15:15.800 --> 00:15:17.800]  我們沒有了宗教的同在
[00:15:17.800 --> 00:15:19.800]  我們沒有了宗教的同在
[00:15:19.800 --> 00:15:21.800]  我們沒有了宗教的同在
[00:15:21.800 --> 00:15:23.800]  我們沒有了宗教的同在
[00:15:23.800 --> 00:15:25.800]  我們沒有了宗教的同在
[00:15:25.800 --> 00:15:27.800]  我們沒有了宗教的同在
[00:15:27.800 --> 00:15:29.800]  我們沒有了宗教的同在
[00:15:29.800 --> 00:15:31.800]  我們沒有了宗教的同在
[00:15:31.800 --> 00:15:33.800]  我們沒有了宗教的同在
[00:15:33.800 --> 00:15:35.800]  我們沒有了宗教的同在
[00:15:35.800 --> 00:15:37.800]  我們沒有了宗教的同在
[00:15:37.800 --> 00:15:39.800]  我們沒有了宗教的同在
[00:15:39.800 --> 00:15:41.800]  我們沒有了宗教的同在
[00:15:41.800 --> 00:15:43.800]  我們沒有了宗教的同在
[00:15:43.800 --> 00:15:45.800]  我們沒有了宗教的同在
[00:15:45.800 --> 00:15:47.800]  我們沒有了宗教的同在
[00:15:47.800 --> 00:15:49.800]  我們沒有了宗教的同在
[00:15:49.800 --> 00:15:51.800]  我們沒有了宗教的同在
[00:15:51.800 --> 00:15:53.800]  我們沒有了宗教的同在
[00:15:53.800 --> 00:15:55.800]  我們沒有了宗教的同在
[00:15:55.800 --> 00:15:57.800]  我們沒有了宗教的同在
[00:15:57.800 --> 00:15:59.800]  我們沒有了宗教的同在
[00:15:59.800 --> 00:16:01.800]  我們沒有了宗教的同在
[00:16:01.800 --> 00:16:03.800]  我們沒有了宗教的同在
[00:16:03.800 --> 00:16:05.800]  我們沒有了宗教的同在
[00:16:05.800 --> 00:16:07.800]  我們沒有了宗教的同在
[00:16:07.800 --> 00:16:09.800]  我們沒有了宗教的同在
[00:16:09.800 --> 00:16:11.800]  我們沒有了宗教的同在
[00:16:11.800 --> 00:16:13.800]  我們沒有了宗教的同在
[00:16:13.800 --> 00:16:15.800]  我們沒有了宗教的同在
[00:16:15.800 --> 00:16:17.800]  我們沒有了宗教的同在
[00:16:17.800 --> 00:16:19.800]  我們沒有了宗教的同在
[00:16:19.800 --> 00:16:21.800]  我們沒有了宗教的同在
[00:16:21.800 --> 00:16:23.800]  我們沒有了宗教的同在
[00:16:23.800 --> 00:16:25.800]  我們沒有了宗教的同在
[00:16:25.800 --> 00:16:27.800]  我們沒有了宗教的同在
[00:16:27.800 --> 00:16:29.800]  我們沒有了宗教的同在
[00:16:29.800 --> 00:16:31.800]  我們沒有了宗教的同在
[00:16:31.800 --> 00:16:33.800]  我們沒有了宗教的同在
[00:16:33.800 --> 00:16:35.800]  我們沒有了宗教的同在
[00:16:35.800 --> 00:16:37.800]  我們沒有了宗教的同在
[00:16:37.800 --> 00:16:39.800]  我們沒有了宗教的同在
[00:16:39.800 --> 00:16:41.800]  我們沒有了宗教的同在
[00:16:41.800 --> 00:16:43.800]  我們沒有了宗教的同在
[00:16:43.800 --> 00:16:45.800]  我們沒有了宗教的同在
[00:16:45.800 --> 00:16:47.800]  我們沒有了宗教的同在
[00:16:47.800 --> 00:16:49.800]  我們沒有了宗教的同在
[00:16:49.800 --> 00:16:51.800]  我們沒有了宗教的同在
[00:16:51.800 --> 00:16:53.800]  我們沒有了宗教的同在
[00:16:53.800 --> 00:16:55.800]  我們沒有了宗教的同在
[00:16:55.800 --> 00:16:57.800]  我們沒有了宗教的同在
[00:16:57.800 --> 00:16:59.800]  我們沒有了宗教的同在
[00:16:59.800 --> 00:17:01.800]  我們沒有了宗教的同在
[00:17:01.800 --> 00:17:03.800]  我們沒有了宗教的同在
[00:17:03.800 --> 00:17:05.800]  我們沒有了宗教的同在
[00:17:05.800 --> 00:17:07.800]  我們沒有了宗教的同在
[00:17:07.800 --> 00:17:09.800]  我們沒有了宗教的同在
[00:17:09.800 --> 00:17:11.800]  我們沒有了宗教的同在
[00:17:11.800 --> 00:17:13.800]  我們沒有了宗教的同在
[00:17:13.800 --> 00:17:15.800]  我們沒有了宗教的同在
[00:17:15.800 --> 00:17:17.800]  我們沒有了宗教的同在
[00:17:17.800 --> 00:17:19.800]  我們沒有了宗教的同在
[00:17:19.800 --> 00:17:21.800]  我們沒有了宗教的同在
[00:17:21.800 --> 00:17:23.800]  我們沒有了宗教的同在
[00:17:23.800 --> 00:17:25.800]  我們沒有了宗教的同在
[00:17:25.800 --> 00:17:27.800]  我們沒有了宗教的同在
[00:17:27.800 --> 00:17:29.800]  我們沒有了宗教的同在
[00:17:29.800 --> 00:17:31.800]  我們沒有了宗教的同在
[00:17:31.800 --> 00:17:33.800]  我們沒有了宗教的同在
[00:17:33.800 --> 00:17:35.800]  我們沒有了宗教的同在
[00:17:35.800 --> 00:17:37.800]  我們沒有了宗教的同在
[00:17:37.800 --> 00:17:39.800]  我們沒有了宗教的同在
[00:17:39.800 --> 00:17:41.800]  我們沒有了宗教的同在
[00:17:41.800 --> 00:17:43.800]  我們沒有了宗教的同在
[00:17:43.800 --> 00:17:45.800]  我們沒有了宗教的同在
[00:17:45.800 --> 00:17:47.800]  我們沒有了宗教的同在
[00:17:47.800 --> 00:17:49.800]  我們沒有了宗教的同在
[00:17:49.800 --> 00:17:51.800]  我們沒有了宗教的同在
[00:17:51.800 --> 00:17:53.800]  我們沒有了宗教的同在
[00:17:53.800 --> 00:17:55.800]  我們沒有了宗教的同在
[00:17:55.800 --> 00:17:57.800]  我們沒有了宗教的同在
[00:17:57.800 --> 00:17:59.800]  我們沒有了宗教的同在
[00:17:59.800 --> 00:18:01.800]  我們沒有了宗教的同在
[00:18:01.800 --> 00:18:03.800]  我們沒有了宗教的同在
[00:18:03.800 --> 00:18:05.800]  我們沒有了宗教的同在
[00:18:05.800 --> 00:18:07.800]  我們沒有了宗教的同在
[00:18:07.800 --> 00:18:09.800]  我們沒有了宗教的同在
[00:18:09.800 --> 00:18:11.800]  我們沒有了宗教的同在
[00:18:11.800 --> 00:18:13.800]  我們沒有了宗教的同在
[00:18:13.800 --> 00:18:15.800]  我們沒有了宗教的同在
[00:18:15.800 --> 00:18:17.800]  我們沒有了宗教的同在
[00:18:17.800 --> 00:18:19.800]  我們沒有了宗教的同在
[00:18:19.800 --> 00:18:21.800]  我們沒有了宗教的同在
[00:18:21.800 --> 00:18:23.800]  我們沒有了宗教的同在
[00:18:23.800 --> 00:18:25.800]  我們沒有了宗教的同在
[00:18:25.800 --> 00:18:27.800]  我們沒有了宗教的同在
[00:18:27.800 --> 00:18:29.800]  我們沒有了宗教的同在
[00:18:29.800 --> 00:18:31.800]  我們沒有了宗教的同在
[00:18:31.800 --> 00:18:33.800]  我們沒有了宗教的同在
[00:18:33.800 --> 00:18:35.800]  我們沒有了宗教的同在
[00:18:35.800 --> 00:18:37.800]  我們沒有了宗教的同在
[00:18:37.800 --> 00:18:39.800]  我們沒有了宗教的同在
[00:18:39.800 --> 00:18:41.800]  我們沒有了宗教的同在
[00:18:41.800 --> 00:18:43.800]  我們沒有了宗教的同在
[00:18:43.800 --> 00:18:45.800]  我們沒有了宗教的同在
[00:18:45.800 --> 00:18:47.800]  我們沒有了宗教的同在
[00:18:47.800 --> 00:18:49.800]  我們沒有了宗教的同在
[00:18:49.800 --> 00:18:51.800]  我們沒有了宗教的同在
[00:18:51.800 --> 00:18:53.800]  我們沒有了宗教的同在
[00:18:53.800 --> 00:18:55.800]  我們沒有了宗教的同在
[00:18:55.800 --> 00:18:57.800]  我們沒有了宗教的同在
[00:18:57.800 --> 00:18:59.800]  我們沒有了宗教的同在
[00:18:59.800 --> 00:19:01.800]  我們沒有了宗教的同在
[00:19:01.800 --> 00:19:03.800]  我們沒有了宗教的同在
[00:19:03.800 --> 00:19:05.800]  我們沒有了宗教的同在
[00:19:05.800 --> 00:19:07.800]  我們沒有了宗教的同在
[00:19:07.800 --> 00:19:09.800]  我們沒有了宗教的同在
[00:19:09.800 --> 00:19:11.800]  我們沒有了宗教的同在
[00:19:11.800 --> 00:19:13.800]  我們沒有了宗教的同在
[00:19:13.800 --> 00:19:15.800]  我們沒有了宗教的同在
[00:19:15.800 --> 00:19:17.800]  我們沒有了宗教的同在
[00:19:17.800 --> 00:19:19.800]  我們沒有了宗教的同在
[00:19:19.800 --> 00:19:21.800]  我們沒有了宗教的同在
[00:19:21.800 --> 00:19:23.800]  我們沒有了宗教的同在
[00:19:23.800 --> 00:19:25.800]  我們沒有了宗教的同在
[00:19:25.800 --> 00:19:27.800]  我們沒有了宗教的同在
[00:19:27.800 --> 00:19:29.800]  我們沒有了宗教的同在
[00:19:29.800 --> 00:19:31.800]  我們沒有了宗教的同在
[00:19:31.800 --> 00:19:33.800]  我們沒有了宗教的同在
