
[00:00:00.000 --> 00:00:09.600]  馬年的時候我就用今年大概《輝春》、《電視》、《報刊》、《雜誌》
[00:04:08.000 --> 00:04:13.000]  大部分都是正面的
[00:04:13.000 --> 00:04:17.000]  除了人家說你是害群之馬
[00:04:17.000 --> 00:04:19.000]  你不要以為他恭維你
[00:04:19.000 --> 00:04:22.000]  或者說你指鹿為馬
[00:04:22.000 --> 00:04:25.000]  不是說你很聰明這樣的意思
[00:04:25.000 --> 00:04:28.000]  大部分是正面的
[00:04:28.000 --> 00:04:30.000]  馬和人類的關係很密切
[00:04:30.000 --> 00:04:33.000]  以致在我們鯉魚裡面
[00:04:33.000 --> 00:04:39.000]  很多時候用的馬是不能騎也不能跑的
[00:04:39.000 --> 00:04:42.000]  東南亞有個國家叫大馬
[00:04:42.000 --> 00:04:44.000]  其實他不大
[00:04:44.000 --> 00:04:49.000]  台灣以前有個執政者叫小馬
[00:04:49.000 --> 00:04:51.000]  其實他也很高
[00:04:51.000 --> 00:04:59.000]  還有選舉又有黑馬又有上馬又有落馬又有去馬
[00:04:59.000 --> 00:05:01.000]  還有造馬
[00:05:01.000 --> 00:05:03.000]  很多的東西
[00:05:03.000 --> 00:05:06.000]  總之數之不盡
[00:05:06.000 --> 00:05:11.000]  聖經裡面的馬也有
[00:05:11.000 --> 00:05:16.000]  聖經裡面大概有一百八十五節經文是講到馬
[00:05:16.000 --> 00:05:19.000]  舊約比較多有一百六十五節
[00:05:19.000 --> 00:05:23.000]  其中比較多集中在獵王記下
[00:05:23.000 --> 00:05:25.000]  因為裡面講到很多戰爭
[00:05:25.000 --> 00:05:28.000]  新約只有二十節
[00:05:28.000 --> 00:05:30.000]  但是很特別
[00:05:30.000 --> 00:05:35.000]  二十節裡面有大部分是集中在最老美國卷書
[00:05:35.000 --> 00:05:37.000]  啟示錄
[00:05:37.000 --> 00:05:40.000]  啟示錄裡面講到戰爭用到馬
[00:05:40.000 --> 00:05:46.000]  其中一節很短提到有二萬萬匹戰馬
[00:05:46.000 --> 00:05:48.000]  即是二億匹馬
[00:05:48.000 --> 00:05:52.000]  你想想那個戰爭是非常之龐大
[00:05:52.000 --> 00:06:01.000]  聖經也肯定馬那種快速矯健和力大
[00:06:01.000 --> 00:06:04.000]  不過聖經叫人不要依靠馬
[00:06:04.000 --> 00:06:07.000]  有人靠車有人靠馬
[00:06:07.000 --> 00:06:10.000]  但是我們要提耀的明智
[00:06:10.000 --> 00:06:14.000]  神不喜歡人的腿快馬的力大
[00:06:14.000 --> 00:06:18.000]  祂喜歡那些敬畏祂和愛慕祂的人
[00:06:18.000 --> 00:06:21.000]  所以聖經在這裡做一個對比
[00:06:21.000 --> 00:06:24.000]  世間的人靠車靠馬
[00:06:24.000 --> 00:06:27.000]  但是我們要靠耀
[00:06:27.000 --> 00:06:30.000]  明明沒有車沒有馬
[00:06:30.000 --> 00:06:33.000]  神就出人意外的保守和帶領
[00:06:33.000 --> 00:06:37.000]  讓那件工作能夠完成
[00:06:37.000 --> 00:06:41.000]  我們今天這段經文就在約伯記
[00:06:41.000 --> 00:06:43.000]  全本聖經裡面
[00:06:43.000 --> 00:06:47.000]  連貫講到馬最長的一段經文
[00:06:47.000 --> 00:06:50.000]  就在約伯記三十九章
[00:06:50.000 --> 00:06:53.000]  我們今天來思想這一段
[00:06:53.000 --> 00:06:57.000]  我們會問為什麼在一卷講苦難的書卷
[00:06:57.000 --> 00:07:00.000]  會特別提到馬呢
[00:07:00.000 --> 00:07:03.000]  我們看看約伯真的很慘
[00:07:03.000 --> 00:07:06.000]  慘過梁天來苦過金葉菊
[00:07:06.000 --> 00:07:09.000]  那些年輕人不知道誰是梁天來不是梁啟超
[00:07:09.000 --> 00:07:14.000]  不知道誰是金葉菊不是皇上王那個什麼
[00:07:14.000 --> 00:07:19.000]  你去google一下就知道清代十大奇冤案
[00:07:19.000 --> 00:07:21.000]  裡面有這些名字
[00:07:21.000 --> 00:07:24.000]  你想想我列那些
[00:07:24.000 --> 00:07:27.000]  有誰同一個時間經歷那麼多
[00:07:27.000 --> 00:07:32.000]  最慘連他身邊的配偶都不扶持他
[00:07:32.000 --> 00:07:33.000]  質疑他
[00:07:33.000 --> 00:07:35.000]  你去死吧
[00:07:35.000 --> 00:07:37.000]  你還不放棄神
[00:07:37.000 --> 00:07:40.000]  他不保護你不賜恩於你
[00:07:40.000 --> 00:07:42.000]  你還相信他做什麼
[00:07:42.000 --> 00:07:47.000]  三個來安慰他的朋友卻是去定罪
[00:07:47.000 --> 00:07:49.000]  最初約伯都很有信心
[00:07:49.000 --> 00:07:51.000]  我指我的救贖主活著
[00:07:51.000 --> 00:07:53.000]  賞賜的是耶和華
[00:07:53.000 --> 00:07:54.000]  收取的是耶和華
[00:07:54.000 --> 00:08:00.000]  直至他被他三個朋友不斷刺激底下
[00:08:00.000 --> 00:08:06.000]  他開始恣意為著自己的冤屈來辯護
[00:08:06.000 --> 00:08:09.000]  在幾輪的辯護當中
[00:08:09.000 --> 00:08:11.000]  神就介入了
[00:08:11.000 --> 00:08:14.000]  神在旋風當中介入
[00:08:14.000 --> 00:08:18.000]  即是說神以大能的方式介入
[00:08:18.000 --> 00:08:21.000]  神就沒有直接給那個答案
[00:08:21.000 --> 00:08:24.000]  神是讓他看見更高的一種奧秘
[00:08:24.000 --> 00:08:27.000]  苦難是人間的一種奧秘
[00:08:27.000 --> 00:08:30.000]  因為我們看不到靈界的一幕
[00:08:30.000 --> 00:08:35.000]  因為我們是看到這個約伯記看不到的
[00:08:35.000 --> 00:08:37.000]  開頭那幾章
[00:08:37.000 --> 00:08:42.000]  這個世間邪惡的力量來到上帝面前挑戰上帝
[00:08:42.000 --> 00:08:47.000]  叫上帝撤離他所愛的人的保護
[00:08:47.000 --> 00:08:49.000]  不施恩給他
[00:08:49.000 --> 00:08:51.000]  我們在世間的人
[00:08:51.000 --> 00:08:54.000]  為什麼無端端會發生什麼事呢?
[00:08:54.000 --> 00:08:57.000]  我都按照律法,按照聖經去做
[00:08:57.000 --> 00:09:01.000]  我們因為看不到有些背後
[00:09:01.000 --> 00:09:05.000]  我們如今對著鏡子觀看模糊不清
[00:09:05.000 --> 00:09:06.000]  直至到有一天
[00:09:06.000 --> 00:09:09.000]  我們面對面去見到上帝的時候
[00:09:09.000 --> 00:09:12.000]  原來如此
[00:09:12.000 --> 00:09:16.000]  原來有一樣東西是這樣發生
[00:09:16.000 --> 00:09:18.000]  約伯記有一次經文
[00:09:18.000 --> 00:09:27.000]  安慰那些不識時移去世的人
[00:09:27.000 --> 00:09:29.000]  譬如嬰兒要前
[00:09:29.000 --> 00:09:32.000]  壯年嬰年早逝
[00:09:32.000 --> 00:09:34.000]  留下妻兒
[00:09:34.000 --> 00:09:36.000]  聖經說
[00:09:36.000 --> 00:09:40.000]  要叫這些人早點離去
[00:09:40.000 --> 00:09:45.000]  是為免他將來面對更大的禍患
[00:09:45.000 --> 00:09:47.000]  人生裡面有很多東西
[00:09:47.000 --> 00:09:50.000]  我們受時間空間限制
[00:09:50.000 --> 00:09:55.000]  我看不到我們整個人成幅圖畫的結構是怎樣
[00:09:55.000 --> 00:09:59.000]  直至到我們在神面前來看的時候
[00:09:59.000 --> 00:10:02.000]  原來當時發生這件事
[00:10:02.000 --> 00:10:05.000]  是對我生命有一個很重要的意義
[00:10:05.000 --> 00:10:07.000]  有一本書叫做
[00:10:07.000 --> 00:10:10.000]  天堂遇上的五個人
[00:10:10.000 --> 00:10:13.000]  就是寫星期二
[00:10:13.000 --> 00:10:17.000]  相約莫理的作者另外一本書
[00:10:17.000 --> 00:10:21.000]  當然他是以一個故事形式來展述
[00:10:21.000 --> 00:10:23.000]  他就說到
[00:10:23.000 --> 00:10:28.000]  我們人死後在天堂會遇上五個我們很可能不認識的人
[00:10:28.000 --> 00:10:32.000]  原來他對我們生命很有影響力
[00:10:32.000 --> 00:10:34.000]  有個人會走來說
[00:10:34.000 --> 00:10:36.000]  你知不知道你三歲的時候
[00:10:36.000 --> 00:10:38.000]  在馬路玩球
[00:10:38.000 --> 00:10:40.000]  球走了出去
[00:10:40.000 --> 00:10:43.000]  你在行人道兩個車縫之間
[00:10:43.000 --> 00:10:45.000]  就要追個球
[00:10:45.000 --> 00:10:46.000]  我當時駕車
[00:10:46.000 --> 00:10:48.000]  見到有個小朋友出來
[00:10:48.000 --> 00:10:50.000]  我一扭軚
[00:10:50.000 --> 00:10:52.000]  我就撞在一棵大樹
[00:10:52.000 --> 00:10:53.000]  死去
[00:10:53.000 --> 00:10:56.000]  三歲的小朋友不知道發生了什麼事
[00:10:56.000 --> 00:11:00.000]  原來他的生命是因為一個人扭軚
[00:11:00.000 --> 00:11:03.000]  而他有生命的延續
[00:11:03.000 --> 00:11:06.000]  其實我們人生裡面很多的遭遇
[00:11:06.000 --> 00:11:08.000]  真是很奇特
[00:11:08.000 --> 00:11:15.000]  我記得很多年前張國榮演過一部電影獲獎
[00:11:15.000 --> 00:11:17.000]  叫做霸王別姬
[00:11:17.000 --> 00:11:20.000]  他和國內一個明星
[00:11:20.000 --> 00:11:22.000]  那個男明星
[00:11:22.000 --> 00:11:24.000]  都很英俊
[00:11:24.000 --> 00:11:26.000]  張國榮的反串
[00:11:26.000 --> 00:11:30.000]  是一個京劇的名單
[00:11:30.000 --> 00:11:34.000]  他有一天在冰天雪地裡面
[00:11:34.000 --> 00:11:38.000]  行街的時候見到有一個棄嬰
[00:11:38.000 --> 00:11:40.000]  就是有人將小朋友
[00:11:40.000 --> 00:11:42.000]  不知道基於什麼原因
[00:11:42.000 --> 00:11:45.000]  就扔在路上的井旁
[00:11:45.000 --> 00:11:48.000]  他慈心一動就收養他
[00:11:48.000 --> 00:11:51.000]  他的僕人就說了一句話
[00:11:51.000 --> 00:11:57.000]  他說每個人的生命都有它的定數
[00:11:57.000 --> 00:12:00.000]  當然或者有姻緣等等
[00:12:00.000 --> 00:12:02.000]  你不要隨意去介入
[00:12:02.000 --> 00:12:04.000]  介入呢
[00:12:04.000 --> 00:12:07.000]  你搞擾了這個人生命的歷程
[00:12:07.000 --> 00:12:09.000]  或者影響你
[00:12:09.000 --> 00:12:13.000]  電影的故事就講到在文化大革命
[00:12:13.000 --> 00:12:15.000]  鬥死張國榮的
[00:12:15.000 --> 00:12:19.000]  就是這個他在風雪中收養的女兒
[00:12:19.000 --> 00:12:24.000]  你不去信某種宗教的姻緣等等的東西
[00:12:24.000 --> 00:12:27.000]  就是你那時候那一刻的慈心
[00:12:27.000 --> 00:12:29.000]  當然無可指責
[00:12:29.000 --> 00:12:32.000]  有時候當你一個人介入你生命的時候
[00:12:32.000 --> 00:12:34.000]  是會影響你的生命
[00:12:34.000 --> 00:12:36.000]  好像一灘水扔了一塊石
[00:12:36.000 --> 00:12:40.000]  一個漣漪一樣相關的關係
[00:12:40.000 --> 00:12:42.000]  我們生命上帝
[00:12:42.000 --> 00:12:44.000]  有時候叫我們遇到這個
[00:12:44.000 --> 00:12:47.000]  發生這件事有它不同的意思
[00:12:47.000 --> 00:12:51.000]  英國有一個女的Mystic
[00:12:51.000 --> 00:12:53.000]  就是靈修學者
[00:12:53.000 --> 00:12:56.000]  她說我們的人生其實很公平
[00:12:56.000 --> 00:12:59.000]  好像在下大雨底下所有人
[00:12:59.000 --> 00:13:02.000]  不過每個人站在一個位置
[00:13:02.000 --> 00:13:05.000]  伸手出去接的雨點都不同
[00:13:05.000 --> 00:13:06.000]  你接到這裏
[00:13:06.000 --> 00:13:08.000]  她接到另一處
[00:13:08.000 --> 00:13:12.000]  你生命領受的東西就變做不同了
[00:13:12.000 --> 00:13:14.000]  苦難在我們生命裏面
[00:13:14.000 --> 00:13:18.000]  我們只能夠從一幅大的圖畫裏面
[00:13:18.000 --> 00:13:20.000]  才能夠看見
[00:13:20.000 --> 00:13:23.000]  神跡就是風雨雷電
[00:13:23.000 --> 00:13:25.000]  神跡就是潮汐漲退
[00:13:25.000 --> 00:13:27.000]  神跡就是河馬
[00:13:27.000 --> 00:13:28.000]  鱷魚
[00:13:28.000 --> 00:13:29.000]  鴕鳥
[00:13:29.000 --> 00:13:30.000]  野山羊
[00:13:30.000 --> 00:13:31.000]  甚至馬
[00:13:31.000 --> 00:13:35.000]  來質問約伯和他們三個朋友
[00:13:35.000 --> 00:13:36.000]  你知不知道為甚麼
[00:13:36.000 --> 00:13:39.000]  一本萬造 各從其類
[00:13:39.000 --> 00:13:40.000]  各有特性
[00:13:40.000 --> 00:13:43.000]  馬就是在這種背景底下
[00:13:43.000 --> 00:13:45.000]  來出現
[00:13:45.000 --> 00:13:51.000]  其實除了讓他感覺到啞口無言
[00:13:51.000 --> 00:13:53.000]  在爐灰當中懺悔
[00:13:53.000 --> 00:13:55.000]  而且講了一句
[00:13:55.000 --> 00:13:58.000]  約伯記其中一句經典的說話
[00:13:58.000 --> 00:14:01.000]  從前我風雲有你
[00:14:01.000 --> 00:14:05.000]  如今親自見到你
[00:14:05.000 --> 00:14:07.000]  約伯作為一個義人
[00:14:07.000 --> 00:14:09.000]  或者說一個很資深
[00:14:09.000 --> 00:14:10.000]  很愛主
[00:14:10.000 --> 00:14:12.000]  捐很多錢
[00:14:12.000 --> 00:14:14.000]  在教會所有服侍
[00:14:14.000 --> 00:14:17.000]  捐很多錢去機構神學院
[00:14:17.000 --> 00:14:20.000]  原來我們都是道聽途說
[00:14:20.000 --> 00:14:23.000]  直至到我們被擊碎
[00:14:23.000 --> 00:14:27.000]  我們的生命被打碎的時候
[00:14:27.000 --> 00:14:28.000]  直接一些東西
[00:14:28.000 --> 00:14:32.000]  我們才能夠以一個柔弱的心靈
[00:14:32.000 --> 00:14:34.000]  去面對這個造物主
[00:14:34.000 --> 00:14:37.000]  和去重新了解自己
[00:14:37.000 --> 00:14:39.000]  了解神
[00:14:39.000 --> 00:14:43.000]  了解這個宇宙和人生的使命
[00:14:43.000 --> 00:14:44.000]  所以在這裡
[00:14:44.000 --> 00:14:47.000]  約伯的驚訝和讚嘆
[00:14:47.000 --> 00:14:53.000]  讚嘆神那種創造奇功的偉大奧妙
[00:14:53.000 --> 00:14:55.000]  神也要他像一匹戰馬一樣
[00:14:55.000 --> 00:14:57.000]  振作起來
[00:14:57.000 --> 00:14:59.000]  奮勇起來
[00:14:59.000 --> 00:15:01.000]  面對靈界囚敵
[00:15:01.000 --> 00:15:05.000]  作屬靈的征戰
[00:15:05.000 --> 00:15:07.000]  每年講到這個時候
[00:15:07.000 --> 00:15:10.000]  通常有很多信徒會問三個問題
[00:15:10.000 --> 00:15:13.000]  為什麼這個時候講生肖
[00:15:13.000 --> 00:15:17.000]  或者說我們講生肖會不會迷信
[00:15:17.000 --> 00:15:20.000]  還有有沒有聖經根據
[00:15:20.000 --> 00:15:21.000]  每次我都
[00:15:21.000 --> 00:15:23.000]  待會你們出去
[00:15:23.000 --> 00:15:24.000]  我那本小書
[00:15:24.000 --> 00:15:27.000]  每年都要做一個解答
[00:15:27.000 --> 00:15:29.000]  第一我們要看見
[00:15:29.000 --> 00:15:31.000]  我們傳福音保羅說
[00:15:31.000 --> 00:15:34.000]  要用諸般智慧
[00:15:34.000 --> 00:15:35.000]  主耶穌說
[00:15:35.000 --> 00:15:38.000]  誰是那忠心有見識的僕人
[00:15:38.000 --> 00:15:40.000]  能夠按時分量
[00:15:40.000 --> 00:15:42.000]  按時分量這四個字
[00:15:42.000 --> 00:15:44.000]  我很喜歡一本
[00:15:44.000 --> 00:15:46.000]  英文聖經的譯譯本
[00:15:46.000 --> 00:15:47.000]  譯得非常之好
[00:15:47.000 --> 00:15:48.000]  他譯做什麼呢
[00:15:48.000 --> 00:15:53.000]  Supplying the food according to different seasons
[00:15:53.000 --> 00:15:55.000]  春天的時候
[00:15:55.000 --> 00:15:57.000]  我煲血濕粥
[00:15:57.000 --> 00:15:59.000]  夏天的時候
[00:15:59.000 --> 00:16:02.000]  西瓜果凍
[00:16:02.000 --> 00:16:03.000]  秋天的時候
[00:16:03.000 --> 00:16:05.000]  雪甲糕
[00:16:05.000 --> 00:16:07.000]  冬天的時候
[00:16:07.000 --> 00:16:10.000]  蛇羹火鍋
[00:16:10.000 --> 00:16:14.000]  夏天蛇羹火鍋流鼻血
[00:16:14.000 --> 00:16:16.000]  你不是supplying the food
[00:16:16.000 --> 00:16:18.000]  according to different seasons
[00:16:18.000 --> 00:16:20.000]  按著不同的季節
[00:16:20.000 --> 00:16:22.000]  不同的群體
[00:16:22.000 --> 00:16:25.000]  就好像保羅在雅典
[00:16:25.000 --> 00:16:28.000]  阿略巴古所講的訊息
[00:16:28.000 --> 00:16:30.000]  我們要好像保羅
[00:16:30.000 --> 00:16:32.000]  過很多前書
[00:16:32.000 --> 00:16:33.000]  不傳別的
[00:16:33.000 --> 00:16:35.000]  只傳基督的十家
[00:16:35.000 --> 00:16:38.000]  只是認識一半的保羅
[00:16:38.000 --> 00:16:40.000]  當你看《士道行傳》
[00:16:40.000 --> 00:16:42.000]  保羅講未識之實
[00:16:42.000 --> 00:16:44.000]  你就知道
[00:16:44.000 --> 00:16:46.000]  保羅是超過
[00:16:46.000 --> 00:16:47.000]  過很多前書
[00:16:47.000 --> 00:16:50.000]  他所講的眼界
[00:16:50.000 --> 00:16:54.000]  所以我們是要
[00:16:54.000 --> 00:16:57.000]  最多最普遍講一個話題
[00:16:57.000 --> 00:16:59.000]  我在那裡
[00:16:59.000 --> 00:17:00.000]  不用陰陽五行
[00:17:00.000 --> 00:17:01.000]  不用術數
[00:17:01.000 --> 00:17:03.000]  不用曆法
[00:17:03.000 --> 00:17:07.000]  是以聖經的經文信仰來講
[00:17:07.000 --> 00:17:08.000]  第二
[00:17:08.000 --> 00:17:11.000]  基督徒對文化有三種態度
[00:17:11.000 --> 00:17:15.000]  隨俗、離俗、逆俗
[00:17:15.000 --> 00:17:16.000]  隨俗就是
[00:17:16.000 --> 00:17:18.000]  這個世間做什麼
[00:17:18.000 --> 00:17:19.000]  我們跟隨吧
[00:17:19.000 --> 00:17:20.000]  無相打壓
[00:17:20.000 --> 00:17:23.000]  這個當然未必對
[00:17:23.000 --> 00:17:25.000]  一種離俗就是
[00:17:25.000 --> 00:17:27.000]  斷言分開
[00:17:27.000 --> 00:17:31.000]  你長洲搶包山
[00:17:31.000 --> 00:17:33.000]  我那裡教會
[00:17:33.000 --> 00:17:36.000]  又弄一個基督教包山
[00:17:36.000 --> 00:17:38.000]  鬥去頂爛屎
[00:17:38.000 --> 00:17:40.000]  真是布什有講
[00:17:40.000 --> 00:17:44.000]  你那些會景巡遊
[00:17:44.000 --> 00:17:46.000]  我拿著十字架巡遊
[00:17:46.000 --> 00:17:49.000]  離俗的人會不會端午節
[00:17:49.000 --> 00:17:50.000]  不看爬龍舟
[00:17:50.000 --> 00:17:51.000]  不吃粽
[00:17:51.000 --> 00:17:53.000]  中秋節不拿燈籠
[00:17:53.000 --> 00:17:54.000]  不吃月餅
[00:17:54.000 --> 00:17:56.000]  其實有很多東西
[00:17:56.000 --> 00:17:59.000]  我們人好像魚
[00:17:59.000 --> 00:18:00.000]  生活在漁缸
[00:18:00.000 --> 00:18:02.000]  文化就是漁缸
[00:18:02.000 --> 00:18:04.000]  你沒辦法脫離文化
[00:18:04.000 --> 00:18:07.000]  你現在在教會聚會就是文化
[00:18:07.000 --> 00:18:09.000]  你坐的椅子
[00:18:09.000 --> 00:18:11.000]  地毯燈光
[00:18:11.000 --> 00:18:13.000]  你穿的衣服
[00:18:13.000 --> 00:18:14.000]  就是文化
[00:18:14.000 --> 00:18:16.000]  你出去吃的東西
[00:18:16.000 --> 00:18:17.000]  又是文化
[00:18:17.000 --> 00:18:21.000]  文化裡面的元素
[00:18:21.000 --> 00:18:25.000]  你利用一些中性成為福音的載體
[00:18:25.000 --> 00:18:26.000]  新年我不派利是
[00:18:26.000 --> 00:18:28.000]  不過人家派給我
[00:18:28.000 --> 00:18:29.000]  我就收
[00:18:29.000 --> 00:18:33.000]  其實利是現在基督教化
[00:18:33.000 --> 00:18:35.000]  全部寫好
[00:18:35.000 --> 00:18:37.000]  我們樓下有一個單張
[00:18:37.000 --> 00:18:38.000]  很好的
[00:18:38.000 --> 00:18:40.000]  應該全部拿去
[00:18:40.000 --> 00:18:42.000]  就是新年快樂
[00:18:42.000 --> 00:18:45.000]  劫下的利是封給人
[00:18:45.000 --> 00:18:48.000]  人家以為軟的東西要收
[00:18:48.000 --> 00:18:51.000]  誰知打開一張福音單張
[00:18:51.000 --> 00:18:52.000]  平時你給單張
[00:18:52.000 --> 00:18:53.000]  人家不要
[00:18:53.000 --> 00:18:56.000]  新年不要拿利是封
[00:18:56.000 --> 00:18:57.000]  就大吉利是
[00:18:57.000 --> 00:18:59.000]  多多都要
[00:18:59.000 --> 00:19:00.000]  拿回去再看
[00:19:00.000 --> 00:19:02.000]  所以你想想
[00:19:02.000 --> 00:19:05.000]  我們用豬般的智慧
[00:19:05.000 --> 00:19:08.000]  我們有很多傳福音的機會
[00:19:08.000 --> 00:19:10.000]  我們移風易俗
[00:19:10.000 --> 00:19:12.000]  改變舊俗的文化
[00:19:12.000 --> 00:19:13.000]  第三
[00:19:13.000 --> 00:19:15.000]  你說有沒有聖經依據
[00:19:15.000 --> 00:19:17.000]  聖經基本上
[00:19:17.000 --> 00:19:20.000]  每一種生肖動物都有
[00:19:20.000 --> 00:19:21.000]  除了一兩種
[00:19:21.000 --> 00:19:24.000]  或者是翻譯錯誤的問題
[00:19:24.000 --> 00:19:27.000]  聖經有沒有老虎
[00:19:27.000 --> 00:19:28.000]  有人說有
[00:19:28.000 --> 00:19:29.000]  好像祖堂一樣
[00:19:29.000 --> 00:19:33.000]  第幾章第幾節
[00:19:33.000 --> 00:19:38.000]  我想你一定是看印度版的英文聖經
[00:19:38.000 --> 00:19:44.000]  其實老虎大概在伊朗東面的地方生活
[00:19:44.000 --> 00:19:46.000]  印度的
[00:19:46.000 --> 00:19:47.000]  不是
[00:19:47.000 --> 00:19:48.000]  伊朗的東面
[00:19:48.000 --> 00:19:52.000]  印度的西面伊朗波斯那邊
[00:19:52.000 --> 00:19:54.000]  只有獅子
[00:19:54.000 --> 00:19:56.000]  那裡是一條線
[00:19:56.000 --> 00:19:58.000]  所以聖經
[00:19:58.000 --> 00:19:59.000]  你最遠的地域
[00:19:59.000 --> 00:20:01.000]  去到波斯的地方
[00:20:01.000 --> 00:20:03.000]  它就沒有記載老虎
[00:20:03.000 --> 00:20:05.000]  除非是所羅門王運的那些
[00:20:05.000 --> 00:20:07.000]  亞馬騮
[00:20:07.000 --> 00:20:10.000]  孔雀那些都有提到
[00:20:10.000 --> 00:20:11.000]  象牙那些
[00:20:11.000 --> 00:20:13.000]  不是在中東的地方
[00:20:13.000 --> 00:20:16.000]  但是唯一一本英文聖經
[00:20:16.000 --> 00:20:18.000]  有提到老虎的是哪一本
[00:20:18.000 --> 00:20:23.000]  印度版宣教士譯的英文聖經
[00:20:23.000 --> 00:20:25.000]  它凡是獅子
[00:20:25.000 --> 00:20:29.000]  那些人就譯做Tiger
[00:20:29.000 --> 00:20:31.000]  第一真是很道地化
[00:20:31.000 --> 00:20:33.000]  因為印度人
[00:20:33.000 --> 00:20:35.000]  如果你說以前來說
[00:20:35.000 --> 00:20:39.000]  他們認識老虎多過獅子
[00:20:39.000 --> 00:20:41.000]  但是原文來說
[00:20:41.000 --> 00:20:44.000]  那些人沒有一個字叫做老虎
[00:20:44.000 --> 00:20:47.000]  大部分都有聖經的根據
[00:20:47.000 --> 00:20:50.000]  特別我們剛才提到
[00:20:50.000 --> 00:20:52.000]  聖經裡面有馬
[00:20:52.000 --> 00:20:57.000]  總共有185節
