
[00:00:00.000 --> 00:00:02.000]  大型節目,早晨!
[00:02:16.000 --> 00:02:18.000]  我們的反應是在乎我們的心境
[00:02:18.000 --> 00:02:20.000]  是怎樣
[00:02:20.000 --> 00:02:22.000]  我們心境想到甚麼
[00:02:22.000 --> 00:02:24.000]  那樣東西的結果
[00:02:24.000 --> 00:02:26.000]  可能很不同
[00:02:26.000 --> 00:02:28.000]  想到不好的那些
[00:02:28.000 --> 00:02:30.000]  可能會愈來愈不好
[00:02:30.000 --> 00:02:32.000]  愈來愈消沉
[00:02:32.000 --> 00:02:34.000]  愈來愈恐懼
[00:02:34.000 --> 00:02:36.000]  但想到好的那邊
[00:02:36.000 --> 00:02:38.000]  我們就會有盼望
[00:02:38.000 --> 00:02:40.000]  能夠有出路
[00:02:40.000 --> 00:02:42.000]  或者更加積極去面對
[00:02:42.000 --> 00:02:44.000]  所以心境
[00:02:44.000 --> 00:02:46.000]  真的很重要
[00:02:46.000 --> 00:02:48.000]  我們今天來看一段經文
[00:02:48.000 --> 00:02:50.000]  我們來看看
[00:02:50.000 --> 00:02:52.000]  保羅論道的
[00:02:52.000 --> 00:02:54.000]  外體
[00:02:54.000 --> 00:02:56.000]  和內心
[00:02:56.000 --> 00:02:58.000]  是一個很大的不同
[00:02:58.000 --> 00:03:00.000]  所以真的
[00:03:00.000 --> 00:03:02.000]  我們新年
[00:03:02.000 --> 00:03:04.000]  現在都過得
[00:03:04.000 --> 00:03:06.000]  七七八八
[00:03:06.000 --> 00:03:08.000]  新年氣氛
[00:03:08.000 --> 00:03:10.000]  都漸漸消減
[00:03:10.000 --> 00:03:12.000]  所以有時候就會有一種
[00:03:12.000 --> 00:03:14.000]  每逢過年過節完結之後
[00:03:14.000 --> 00:03:16.000]  就會有一種失落感
[00:03:16.000 --> 00:03:18.000]  有的
[00:03:18.000 --> 00:03:20.000]  高興如一 靜下來
[00:03:20.000 --> 00:03:22.000]  再想一想 其實過新年
[00:03:22.000 --> 00:03:24.000]  或者過多一年
[00:03:24.000 --> 00:03:26.000]  其實多一年代表甚麼
[00:03:26.000 --> 00:03:28.000]  哎呀
[00:03:28.000 --> 00:03:30.000]  你們又這樣想
[00:03:30.000 --> 00:03:32.000]  多一年又怎樣
[00:03:32.000 --> 00:03:34.000]  又老一歲大一歲
[00:03:34.000 --> 00:03:38.000]  這個事實
[00:03:38.000 --> 00:03:40.000]  又沒有辦法改變
[00:03:40.000 --> 00:03:42.000]  過一年我們又
[00:03:42.000 --> 00:03:44.000]  大一歲
[00:03:44.000 --> 00:03:46.000]  又老了一年
[00:03:46.000 --> 00:03:48.000]  如果這樣就很慘
[00:03:48.000 --> 00:03:50.000]  心境就很消沉
[00:03:50.000 --> 00:03:54.000]  但是保羅給我們一個出路
[00:03:54.000 --> 00:03:56.000]  心境是可以不同的
[00:03:56.000 --> 00:03:58.000]  我們今天來看看
[00:03:58.000 --> 00:04:00.000]  哥倫多後書
[00:04:00.000 --> 00:04:02.000]  前幾節和大家看第五章
[00:04:02.000 --> 00:04:04.000]  今天看第四章
[00:04:04.000 --> 00:04:06.000]  第四章的十六至十八節
[00:04:06.000 --> 00:04:08.000]  我們一起讀讀這幾節的經文
[00:04:08.000 --> 00:04:10.000]  所以我們不喪膽
[00:04:10.000 --> 00:04:12.000]  外體雖然毀壞
[00:04:12.000 --> 00:04:14.000]  內心卻一天
[00:04:14.000 --> 00:04:16.000]  身處一天
[00:04:16.000 --> 00:04:18.000]  我們者至暫
[00:04:18.000 --> 00:04:20.000]  自輕的苦楚
[00:04:20.000 --> 00:04:22.000]  要為我們成就
[00:04:22.000 --> 00:04:24.000]  極重無比
[00:04:24.000 --> 00:04:26.000]  永遠的榮耀
[00:04:26.000 --> 00:04:28.000]  原來我們
[00:04:28.000 --> 00:04:30.000]  不是顧念所見的
[00:04:30.000 --> 00:04:32.000]  乃是顧念所不見的
[00:04:32.000 --> 00:04:34.000]  因為所見的
[00:04:34.000 --> 00:04:36.000]  是暫時的
[00:04:36.000 --> 00:04:38.000]  所不見的
[00:04:38.000 --> 00:04:40.000]  是永遠的
[00:04:40.000 --> 00:04:42.000]  你看到保羅說
[00:04:42.000 --> 00:04:44.000]  所以我們不喪膽
[00:04:44.000 --> 00:04:46.000]  即是說
[00:04:46.000 --> 00:04:48.000]  會不會喪膽?
[00:04:48.000 --> 00:04:50.000]  會喪膽
[00:04:50.000 --> 00:04:52.000]  所以保羅才鼓勵我們
[00:04:52.000 --> 00:04:54.000]  所以我們不要喪膽
[00:04:54.000 --> 00:04:56.000]  為什麼?
[00:04:56.000 --> 00:04:58.000]  他下面說了很多很重要的原因
[00:04:58.000 --> 00:05:00.000]  也說了一個事實
[00:05:00.000 --> 00:05:02.000]  他說外體雖然毀壞
[00:05:02.000 --> 00:05:04.000]  有沒有?
[00:05:04.000 --> 00:05:06.000]  外體有沒有毀壞?
[00:05:06.000 --> 00:05:08.000]  嘩!真的有這麼多毀壞嗎?
[00:05:10.000 --> 00:05:12.000]  我的眼睛又蒙了一點
[00:05:12.000 --> 00:05:14.000]  耳朵又怎麼了?
[00:05:14.000 --> 00:05:16.000]  我們
[00:05:16.000 --> 00:05:18.000]  最近剛聽到我們教會的同工
[00:05:18.000 --> 00:05:20.000]  他說他有聽覺失誤
[00:05:20.000 --> 00:05:22.000]  我心當寒
[00:05:22.000 --> 00:05:24.000]  真是的
[00:05:24.000 --> 00:05:26.000]  有一天我們聽東西聽不到
[00:05:26.000 --> 00:05:28.000]  或者聽得不太好
[00:05:28.000 --> 00:05:30.000]  眼睛又蒙了一點
[00:05:30.000 --> 00:05:32.000]  耳朵又聾了一點
[00:05:32.000 --> 00:05:34.000]  血壓又飆了一點
[00:05:34.000 --> 00:05:36.000]  血糖又怎麼樣?
[00:05:36.000 --> 00:05:38.000]  又高了一點
[00:05:38.000 --> 00:05:40.000]  颳風下雨
[00:05:40.000 --> 00:05:42.000]  然後怎麼樣?
[00:05:42.000 --> 00:05:46.000]  風濕骨痛
[00:05:46.000 --> 00:05:48.000]  雙風咳
[00:05:48.000 --> 00:05:52.000]  外體雖然毀壞
[00:05:52.000 --> 00:05:54.000]  這真是無法避免的事實
[00:05:54.000 --> 00:05:56.000]  無論你怎麼樣
[00:05:56.000 --> 00:05:58.000]  用各樣的方法
[00:05:58.000 --> 00:06:00.000]  來延長我們的壽命
[00:06:00.000 --> 00:06:02.000]  保護健康
[00:06:02.000 --> 00:06:04.000]  始終都有限度
[00:06:04.000 --> 00:06:06.000]  我們看到
[00:06:06.000 --> 00:06:08.000]  越來越多的科學
[00:06:08.000 --> 00:06:09.000]  醫學的發明
[00:06:09.000 --> 00:06:11.000]  都是希望能夠
[00:06:11.000 --> 00:06:13.000]  去解決這些病痛
[00:06:13.000 --> 00:06:15.000]  人的
[00:06:15.000 --> 00:06:17.000]  aging 衰老
[00:06:17.000 --> 00:06:19.000]  以及
[00:06:19.000 --> 00:06:21.000]  延長我們的壽命
[00:06:21.000 --> 00:06:23.000]  但事實上我們知道
[00:06:23.000 --> 00:06:25.000]  都是有限的
[00:06:25.000 --> 00:06:27.000]  當然這些都是好的
[00:06:27.000 --> 00:06:29.000]  但是我們都知道
[00:06:29.000 --> 00:06:31.000]  這個都是很有限的
[00:06:31.000 --> 00:06:33.000]  但是寶貴的就是保羅
[00:06:33.000 --> 00:06:35.000]  他說外體雖然毀壞
[00:06:35.000 --> 00:06:37.000]  然後說什麼?
[00:06:37.000 --> 00:06:39.000]  內心卻一天
[00:06:39.000 --> 00:06:41.000]  生時一天
[00:06:41.000 --> 00:06:43.000]  年紀
[00:06:43.000 --> 00:06:45.000]  外體可以一直數下去
[00:06:45.000 --> 00:06:47.000]  越來越大
[00:06:47.000 --> 00:06:49.000]  但是內心可以更新
[00:06:49.000 --> 00:06:51.000]  可以倒數
[00:06:51.000 --> 00:06:53.000]  都是一直數下去
[00:06:53.000 --> 00:06:55.000]  越來越好
[00:06:55.000 --> 00:06:57.000]  不是越來越差
[00:06:57.000 --> 00:06:59.000]  是越來越好
[00:06:59.000 --> 00:07:01.000]  是越來越可以生時一天
[00:07:01.000 --> 00:07:03.000]  所以這個新年
[00:07:03.000 --> 00:07:05.000]  很重要
[00:07:05.000 --> 00:07:07.000]  我們看看這種情況
[00:07:07.000 --> 00:07:09.000]  這種新的心境
[00:07:09.000 --> 00:07:11.000]  讓我們看到雖然外體毀壞
[00:07:11.000 --> 00:07:13.000]  但是可以不喪膽
[00:07:13.000 --> 00:07:15.000]  因為心靈裏面有一種
[00:07:15.000 --> 00:07:17.000]  活潑
[00:07:17.000 --> 00:07:19.000]  不斷常存的
[00:07:19.000 --> 00:07:21.000]  盼望影響我們的
[00:07:21.000 --> 00:07:23.000]  心境的不同
[00:07:23.000 --> 00:07:25.000]  我們看到
[00:07:25.000 --> 00:07:27.000]  第一看到的就是
[00:07:27.000 --> 00:07:29.000]  跟大家思想一下
[00:07:29.000 --> 00:07:31.000]  現今的苦楚
[00:07:31.000 --> 00:07:33.000]  為若要成就永恆的榮耀
[00:07:33.000 --> 00:07:35.000]  現今的苦楚
[00:07:35.000 --> 00:07:37.000]  為若要成就
[00:07:37.000 --> 00:07:39.000]  永恆的榮耀
[00:07:39.000 --> 00:07:41.000]  第十七節這麼說
[00:07:41.000 --> 00:07:43.000]  我們這自占
[00:07:43.000 --> 00:07:45.000]  自輕的苦楚
[00:07:45.000 --> 00:07:47.000]  要為我們
[00:07:47.000 --> 00:07:49.000]  成就極重無比
[00:07:49.000 --> 00:07:51.000]  永遠的榮耀
[00:07:51.000 --> 00:07:53.000]  這個真好
[00:07:53.000 --> 00:07:55.000]  他把這兩件事的關係
[00:07:55.000 --> 00:07:57.000]  拉起來
[00:07:57.000 --> 00:07:59.000]  雖然人世間
[00:07:59.000 --> 00:08:01.000]  有這些苦楚
[00:08:01.000 --> 00:08:03.000]  有我們的肉身
[00:08:03.000 --> 00:08:05.000]  的衰敗
[00:08:05.000 --> 00:08:07.000]  但是他說
[00:08:07.000 --> 00:08:09.000]  為要成就
[00:08:09.000 --> 00:08:11.000]  有一個目的
[00:08:11.000 --> 00:08:13.000]  有一個好一點的方向
[00:08:13.000 --> 00:08:15.000]  可以透過這些
[00:08:15.000 --> 00:08:17.000]  來成就
[00:08:17.000 --> 00:08:19.000]  成全極重無比
[00:08:19.000 --> 00:08:21.000]  永遠的榮耀
[00:08:21.000 --> 00:08:23.000]  這樣就不同了
[00:08:23.000 --> 00:08:25.000]  所以我們看到
[00:08:25.000 --> 00:08:27.000]  這個真的帶給我們一個很不同的方向
[00:08:27.000 --> 00:08:29.000]  為要
[00:08:29.000 --> 00:08:31.000]  成就更好的事
[00:08:31.000 --> 00:08:33.000]  成就更好的事
[00:08:33.000 --> 00:08:35.000]  如何能夠將
[00:08:35.000 --> 00:08:37.000]  現今的苦楚
[00:08:37.000 --> 00:08:39.000]  成就極重無比
[00:08:39.000 --> 00:08:41.000]  永遠的榮耀
[00:08:41.000 --> 00:08:43.000]  今天我們在這幾方面
[00:08:43.000 --> 00:08:45.000]  來看看
[00:08:45.000 --> 00:08:47.000]  因為保羅用了三個對比
[00:08:47.000 --> 00:08:49.000]  來表達出
[00:08:49.000 --> 00:08:51.000]  這麼重要的一個目的
[00:08:51.000 --> 00:08:53.000]  所以我們看到
[00:08:53.000 --> 00:08:55.000]  第一個對比是什麼呢
[00:08:55.000 --> 00:08:57.000]  他就說
[00:08:57.000 --> 00:08:59.000]  這些是自輕
[00:08:59.000 --> 00:09:01.000]  然後就對比
[00:09:01.000 --> 00:09:03.000]  極重
[00:09:03.000 --> 00:09:05.000]  極重無比
[00:09:05.000 --> 00:09:07.000]  所以一個是輕一個是重
[00:09:07.000 --> 00:09:09.000]  他原文
[00:09:09.000 --> 00:09:11.000]  也是有這樣的意思
[00:09:11.000 --> 00:09:13.000]  英文翻譯就有說
[00:09:13.000 --> 00:09:15.000]  Light
[00:09:15.000 --> 00:09:17.000]  然後他就說
[00:09:17.000 --> 00:09:19.000]  那些的東西是
[00:09:19.000 --> 00:09:21.000]  Outweight
[00:09:21.000 --> 00:09:23.000]  雖然他好像很重
[00:09:23.000 --> 00:09:25.000]  但是他的東西比他重
[00:09:25.000 --> 00:09:27.000]  就是比較
[00:09:27.000 --> 00:09:29.000]  所以這個比較
[00:09:29.000 --> 00:09:31.000]  很有意思
[00:09:31.000 --> 00:09:33.000]  什麼叫輕什麼叫重
[00:09:33.000 --> 00:09:35.000]  其實這個是相對性的
[00:09:35.000 --> 00:09:37.000]  請問你算是重還是算是輕
[00:09:37.000 --> 00:09:39.000]  你覺得自己是重還是輕
[00:09:39.000 --> 00:09:47.000]  你說
[00:09:47.000 --> 00:09:49.000]  我很輕
[00:09:49.000 --> 00:09:51.000]  不過比起
[00:09:51.000 --> 00:09:53.000]  我們有些
[00:09:53.000 --> 00:09:55.000]  比起Katy
[00:09:55.000 --> 00:09:57.000]  她更輕
[00:09:57.000 --> 00:09:59.000]  你說我很重
[00:09:59.000 --> 00:10:01.000]  但是比起
[00:10:01.000 --> 00:10:03.000]  這個我不敢說
[00:10:03.000 --> 00:10:05.000]  還有人一定比你重
[00:10:05.000 --> 00:10:07.000]  所以呢
[00:10:07.000 --> 00:10:09.000]  如果在天秤那裡
[00:10:09.000 --> 00:10:11.000]  來秤一秤
[00:10:11.000 --> 00:10:13.000]  你說這裡有多重
[00:10:13.000 --> 00:10:15.000]  但是它可以讓你
[00:10:15.000 --> 00:10:17.000]  更重
[00:10:17.000 --> 00:10:19.000]  所以Outweight
[00:10:19.000 --> 00:10:21.000]  所以原來
[00:10:21.000 --> 00:10:23.000]  這是相對性
[00:10:23.000 --> 00:10:25.000]  很多東西都是相對性
[00:10:25.000 --> 00:10:27.000]  你看那樣東西很重
[00:10:27.000 --> 00:10:29.000]  很痛很苦
[00:10:29.000 --> 00:10:31.000]  但是如果你看
[00:10:31.000 --> 00:10:33.000]  有些人又會怎樣
[00:10:33.000 --> 00:10:35.000]  有些人可能又更重
[00:10:35.000 --> 00:10:37.000]  更痛
[00:10:37.000 --> 00:10:39.000]  更苦
[00:10:39.000 --> 00:10:41.000]  如果你可以
[00:10:41.000 --> 00:10:43.000]  看到某些東西
[00:10:43.000 --> 00:10:45.000]  是更大的
[00:10:45.000 --> 00:10:47.000]  現在你的東西就會變成很小
[00:10:47.000 --> 00:10:49.000]  所以呢
[00:10:49.000 --> 00:10:51.000]  這個真的有很多東西
[00:10:51.000 --> 00:10:53.000]  困擾我們的時候
[00:10:53.000 --> 00:10:55.000]  因為你看到它太重太重
[00:10:55.000 --> 00:10:57.000]  但如果你找到一樣東西
[00:10:57.000 --> 00:10:59.000]  重過它大過它
[00:10:59.000 --> 00:11:01.000]  那你的心境就完全不同
[00:11:01.000 --> 00:11:03.000]  因為你就發覺
[00:11:03.000 --> 00:11:05.000]  原來我這些東西
[00:11:05.000 --> 00:11:07.000]  很微不足道
[00:11:07.000 --> 00:11:09.000]  自暫自輕
[00:11:09.000 --> 00:11:11.000]  所以我們看見
[00:11:11.000 --> 00:11:13.000]  這個是真實的
[00:11:13.000 --> 00:11:15.000]  幫助我們
[00:11:15.000 --> 00:11:17.000]  來看很多
[00:11:17.000 --> 00:11:19.000]  現今我們有的
[00:11:19.000 --> 00:11:21.000]  一些事物
[00:11:21.000 --> 00:11:23.000]  甚至是一些
[00:11:23.000 --> 00:11:25.000]  苦楚
[00:11:25.000 --> 00:11:27.000]  原來神告訴我們
[00:11:27.000 --> 00:11:29.000]  我們的頭髮他都數過
[00:11:29.000 --> 00:11:31.000]  有些時候我們
[00:11:31.000 --> 00:11:33.000]  雖然有時有苦楚
[00:11:33.000 --> 00:11:35.000]  在人世間裡有困難
[00:11:35.000 --> 00:11:37.000]  當我們衰老的時候
[00:11:37.000 --> 00:11:39.000]  也會有各樣不同的
[00:11:39.000 --> 00:11:41.000]  所要面對的
[00:11:41.000 --> 00:11:43.000]  疾病困苦等等
[00:11:43.000 --> 00:11:45.000]  但我們又發覺
[00:11:45.000 --> 00:11:47.000]  原來神仍然掌管
[00:11:47.000 --> 00:11:49.000]  祂連我們的頭髮
[00:11:49.000 --> 00:11:51.000]  都知道我們
[00:11:51.000 --> 00:11:53.000]  所以換句話說
[00:11:53.000 --> 00:11:55.000]  祂可以用這些東西
[00:11:55.000 --> 00:11:57.000]  來去成就一些
[00:11:57.000 --> 00:11:59.000]  更好的東西
[00:11:59.000 --> 00:12:01.000]  所以
[00:12:01.000 --> 00:12:03.000]  叫這些自暫自輕
[00:12:03.000 --> 00:12:05.000]  現今的東西
[00:12:05.000 --> 00:12:07.000]  可以在神的手中
[00:12:07.000 --> 00:12:09.000]  為我們成就那些極重無比
[00:12:09.000 --> 00:12:11.000]  永遠的榮耀
[00:12:11.000 --> 00:12:13.000]  所以這樣想
[00:12:13.000 --> 00:12:15.000]  就真的不同了
[00:12:15.000 --> 00:12:17.000]  剛才我們唱的詩歌
[00:12:17.000 --> 00:12:19.000]  都是鼓勵我們私人作些詩詞
[00:12:19.000 --> 00:12:21.000]  我們人生會有些痛苦
[00:12:21.000 --> 00:12:23.000]  不好的事物
[00:12:23.000 --> 00:12:25.000]  但是他說
[00:12:25.000 --> 00:12:27.000]  主的愛是更深
[00:12:27.000 --> 00:12:29.000]  主的恩是什麼?
[00:12:29.000 --> 00:12:31.000]  主的恩是更多
[00:12:31.000 --> 00:12:33.000]  主的恩更深
[00:12:33.000 --> 00:12:35.000]  所以我們看到
[00:12:35.000 --> 00:12:37.000]  當我們如果只是看到
[00:12:37.000 --> 00:12:39.000]  那些困難苦楚
[00:12:39.000 --> 00:12:41.000]  但如果我們去想
[00:12:41.000 --> 00:12:43.000]  上帝的恩典
[00:12:43.000 --> 00:12:45.000]  祂無窮大的能力和
[00:12:45.000 --> 00:12:47.000]  祂的自愛的恩典
[00:12:47.000 --> 00:12:49.000]  我們就會覺得
[00:12:49.000 --> 00:12:51.000]  那些好像很重的東西
[00:12:51.000 --> 00:12:53.000]  就變成可以
[00:12:53.000 --> 00:12:55.000]  輕了很多
[00:12:55.000 --> 00:12:57.000]  我們感謝神
[00:12:57.000 --> 00:12:59.000]  耶穌基督這麼說
[00:12:59.000 --> 00:13:01.000]  擔重擔的人可以到我這裡來
[00:13:01.000 --> 00:13:03.000]  我就使你們得運
[00:13:03.000 --> 00:13:05.000]  因為我的擔是什麼?
[00:13:05.000 --> 00:13:07.000]  是輕散的
[00:13:07.000 --> 00:13:09.000]  意思就是說
[00:13:09.000 --> 00:13:11.000]  你和我一起去負
[00:13:11.000 --> 00:13:13.000]  你就會輕很多
[00:13:13.000 --> 00:13:15.000]  我們很感謝神
[00:13:15.000 --> 00:13:17.000]  原來是透過這些
[00:13:17.000 --> 00:13:19.000]  人世間
[00:13:19.000 --> 00:13:21.000]  祂容許的一些苦楚
[00:13:21.000 --> 00:13:23.000]  一些困難
[00:13:23.000 --> 00:13:25.000]  來成就一些更寶貴的東西
[00:13:25.000 --> 00:13:27.000]  那樣東西將來我們會得到
[00:13:27.000 --> 00:13:29.000]  祂的榮耀、祂的稱讚
[00:13:29.000 --> 00:13:31.000]  在我們屬靈的生命上
[00:13:31.000 --> 00:13:33.000]  能夠幫助我們
[00:13:33.000 --> 00:13:35.000]  更加去經歷主的恩典
[00:13:35.000 --> 00:13:37.000]  更多
[00:13:37.000 --> 00:13:39.000]  祂的慈愛更大
[00:13:39.000 --> 00:13:41.000]  所以如果我們將這些東西
[00:13:41.000 --> 00:13:43.000]  看成一個機會
[00:13:43.000 --> 00:13:45.000]  去幫助我們
[00:13:45.000 --> 00:13:47.000]  在認識神上面
[00:13:47.000 --> 00:13:49.000]  在經歷祂的恩典上面
[00:13:49.000 --> 00:13:51.000]  在能夠將來
[00:13:51.000 --> 00:13:53.000]  經過這些試煉之後
[00:13:53.000 --> 00:13:55.000]  所成就給我們那種
[00:13:55.000 --> 00:13:57.000]  屬靈的福分
[00:13:57.000 --> 00:13:59.000]  使我們的靈性更加長進
[00:13:59.000 --> 00:14:01.000]  使我們困苦的時候
[00:14:01.000 --> 00:14:03.000]  不會怨天尤人
[00:14:03.000 --> 00:14:05.000]  而是更加親近
[00:14:05.000 --> 00:14:07.000]  在這些困難當中
[00:14:07.000 --> 00:14:09.000]  推動我們更加
[00:14:09.000 --> 00:14:13.000]  走一條更純潔的道路
[00:14:13.000 --> 00:14:15.000]  有時候太安逸
[00:14:15.000 --> 00:14:17.000]  太多好東西的時候
[00:14:17.000 --> 00:14:19.000]  我們可能會走歪路
[00:14:19.000 --> 00:14:21.000]  可能會離開神越來越遠
[00:14:21.000 --> 00:14:23.000]  但神忍受容許這些苦難
[00:14:23.000 --> 00:14:25.000]  痛苦、苦楚的時候
[00:14:25.000 --> 00:14:27.000]  幫助成就那些更加寶貴的東西
[00:14:27.000 --> 00:14:29.000]  就是我們和祂的認識
[00:14:29.000 --> 00:14:31.000]  和去親近祂所得到的
[00:14:31.000 --> 00:14:33.000]  那種更深的關係
[00:14:33.000 --> 00:14:35.000]  所以如果我們這樣看
[00:14:35.000 --> 00:14:37.000]  這些好像是
[00:14:37.000 --> 00:14:39.000]  看起來很重的東西
[00:14:39.000 --> 00:14:41.000]  但一想起神要為我們成就
[00:14:41.000 --> 00:14:43.000]  這些更寶貴的東西
[00:14:43.000 --> 00:14:45.000]  經歷過苦難、試驗之後
[00:14:45.000 --> 00:14:47.000]  給我們更好的東西的時候
[00:14:47.000 --> 00:14:49.000]  這些東西就好像偏離了
[00:14:49.000 --> 00:14:53.000]  看起來就沒有那麼重了
[00:14:53.000 --> 00:14:55.000]  反而就幫助我們
[00:14:55.000 --> 00:14:57.000]  更加輕散的
[00:14:57.000 --> 00:14:59.000]  因為知道原來神透過這些
[00:14:59.000 --> 00:15:01.000]  要來詛咒我們
[00:15:01.000 --> 00:15:03.000]  要來脫磨我們
[00:15:03.000 --> 00:15:05.000]  使我們能夠更加
[00:15:05.000 --> 00:15:07.000]  發出那個光亮
[00:15:07.000 --> 00:15:09.000]  在我們生命當中
[00:15:09.000 --> 00:15:13.000]  更加發出基督的光亮
[00:15:13.000 --> 00:15:15.000]  大家知道
[00:15:15.000 --> 00:15:17.000]  有很多東西都是這樣的
[00:15:17.000 --> 00:15:19.000]  經過打磨它才會光
[00:15:19.000 --> 00:15:21.000]  有一個很簡單的例子
[00:15:21.000 --> 00:15:27.000]  我們在教會經常都見到鋼琴
[00:15:27.000 --> 00:15:29.000]  你知不知道有一個鋼琴牌子
[00:15:29.000 --> 00:15:31.000]  很有名的
[00:15:31.000 --> 00:15:33.000]  不是Yamaha
[00:15:33.000 --> 00:15:35.000]  Yamaha是沒有入流的
[00:15:35.000 --> 00:15:37.000]  Stanley
[00:15:37.000 --> 00:15:39.000]  這些讀音樂的人都知道
[00:15:39.000 --> 00:15:41.000]  我們教會也有一個Stanley的鋼琴
[00:15:41.000 --> 00:15:43.000]  在大禮堂那邊
[00:15:43.000 --> 00:15:45.000]  有人捐給我們
[00:15:45.000 --> 00:15:47.000]  奉獻
[00:15:47.000 --> 00:15:49.000]  那個其實不是最好的
[00:15:49.000 --> 00:15:51.000]  最好的那些多少錢
[00:15:51.000 --> 00:15:53.000]  最好的那些
[00:15:53.000 --> 00:15:55.000]  十幾萬
[00:15:55.000 --> 00:15:57.000]  幾十萬
[00:15:57.000 --> 00:15:59.000]  你知不知道原來
[00:15:59.000 --> 00:16:01.000]  他們做這些
[00:16:01.000 --> 00:16:03.000]  Stanley的鋼琴
[00:16:03.000 --> 00:16:05.000]  是經過很多功夫
[00:16:05.000 --> 00:16:07.000]  很多很多功夫
[00:16:07.000 --> 00:16:09.000]  這個很出名的鋼琴
[00:16:09.000 --> 00:16:11.000]  已經有150多年的歷史
[00:16:11.000 --> 00:16:13.000]  原來
[00:16:13.000 --> 00:16:15.000]  做一個這些鋼琴
[00:16:15.000 --> 00:16:17.000]  是需要200個技工
