
[00:00:00.000 --> 00:00:03.000]  各位電影節目的各位朋友,你們好
[00:06:21.000 --> 00:06:23.000]  我們沒什麼拖欠的了
[00:06:23.000 --> 00:06:26.000]  你要我的東西我給了你
[00:06:26.000 --> 00:06:29.000]  接著就我做我想做的東西
[00:06:29.000 --> 00:06:32.000]  接著她就去了學處
[00:06:32.000 --> 00:06:35.000]  所以最後她沒有做律師
[00:06:35.000 --> 00:06:37.000]  她就做廚師
[00:06:37.000 --> 00:06:39.000]  都是師而已
[00:06:39.000 --> 00:06:41.000]  職業無分貴賤
[00:06:41.000 --> 00:06:45.000]  而且都可以很厲害的
[00:06:45.000 --> 00:06:48.000]  但是她有沒有目標呢?人生
[00:06:48.000 --> 00:06:50.000]  她一開始有一個目標
[00:06:50.000 --> 00:06:53.000]  她就為了她父母去做
[00:06:53.000 --> 00:06:55.000]  後來她慢慢發現到
[00:06:55.000 --> 00:06:57.000]  這個不是我人生的目標
[00:06:57.000 --> 00:06:59.000]  可能只是暫時性的目標
[00:06:59.000 --> 00:07:01.000]  我要向前走
[00:07:01.000 --> 00:07:03.000]  以前教會有一個姐妹
[00:07:03.000 --> 00:07:06.000]  她讀書不太好
[00:07:06.000 --> 00:07:08.000]  她媽媽經常罵她
[00:07:08.000 --> 00:07:12.000]  我說你問她有什麼她想做的東西
[00:07:12.000 --> 00:07:14.000]  她喜歡化妝
[00:07:14.000 --> 00:07:18.000]  有一年我們有一些青少年的令會
[00:07:18.000 --> 00:07:21.000]  那些是初中團而已
[00:07:21.000 --> 00:07:25.000]  早上進到營之後
[00:07:25.000 --> 00:07:27.000]  她出來大概兩小時
[00:07:27.000 --> 00:07:31.000]  整班妹妹都化了妝
[00:07:31.000 --> 00:07:33.000]  但是當時這位姐妹
[00:07:33.000 --> 00:07:35.000]  只是中二而已
[00:07:35.000 --> 00:07:38.000]  她不知道什麼時候找這麼多化妝品回來
[00:07:38.000 --> 00:07:40.000]  化到那班小孩出來
[00:07:40.000 --> 00:07:42.000]  全部都紅彤彤的
[00:07:42.000 --> 00:07:43.000]  嚇死我們
[00:07:43.000 --> 00:07:44.000]  怎麼回事?
[00:07:44.000 --> 00:07:46.000]  她說是誰幫我們化的?
[00:07:46.000 --> 00:07:48.000]  大家都跟著她
[00:07:48.000 --> 00:07:49.000]  你洗一洗吧
[00:07:49.000 --> 00:07:50.000]  化得不漂亮
[00:07:50.000 --> 00:07:54.000]  不過她覺得她想做一個化妝師
[00:07:54.000 --> 00:07:56.000]  一邊跟她媽媽聊天
[00:07:56.000 --> 00:07:59.000]  你向著這個方向走
[00:07:59.000 --> 00:08:00.000]  去幫助她
[00:08:00.000 --> 00:08:03.000]  她要做一個本地化妝師
[00:08:03.000 --> 00:08:06.000]  做一個國際化妝師
[00:08:06.000 --> 00:08:08.000]  如果是國際化妝師
[00:08:08.000 --> 00:08:09.000]  你要好好的讀書
[00:08:09.000 --> 00:08:11.000]  你要好好的讀英文
[00:08:11.000 --> 00:08:13.000]  都有一個目標
[00:08:13.000 --> 00:08:15.000]  她讀書真的不行
[00:08:15.000 --> 00:08:16.000]  所以到最後
[00:08:16.000 --> 00:08:18.000]  有一次我就要跟她聊天
[00:08:18.000 --> 00:08:20.000]  她不太願意跟我聊天
[00:08:20.000 --> 00:08:24.000]  我說不如你幫我弄一下指甲
[00:08:24.000 --> 00:08:25.000]  就給她一隻手
[00:08:25.000 --> 00:08:26.000]  任她弄
[00:08:26.000 --> 00:08:28.000]  一邊弄一邊跟她聊天
[00:08:28.000 --> 00:08:33.000]  最後就幫她塗上那些亮亮的蠟
[00:08:33.000 --> 00:08:35.000]  我也覺得蠻漂亮的
[00:08:35.000 --> 00:08:36.000]  講到的時候
[00:08:36.000 --> 00:08:38.000]  有時候拿著咪高峰
[00:08:38.000 --> 00:08:39.000]  台下的弟兄姐妹說
[00:08:39.000 --> 00:08:41.000]  哇,牧師爺今天手這麼亮
[00:08:41.000 --> 00:08:43.000]  閃閃亮亮的
[00:08:43.000 --> 00:08:45.000]  那段時間就跟這位姐妹聊天
[00:08:45.000 --> 00:08:46.000]  到最後
[00:08:46.000 --> 00:08:49.000]  這位姐妹她考試
[00:08:49.000 --> 00:08:53.000]  會考的成績是不理想的
[00:08:53.000 --> 00:08:57.000]  但是她向著化妝這個方向走
[00:08:57.000 --> 00:09:01.000]  她又做到一個挺好的化妝師
[00:09:01.000 --> 00:09:05.000]  在香港算是一個挺好的化妝師
[00:09:05.000 --> 00:09:07.000]  她有目標
[00:09:07.000 --> 00:09:08.000]  親愛的各位
[00:09:08.000 --> 00:09:10.000]  你們的人生有沒有目標?
[00:09:10.000 --> 00:09:12.000]  我以前都有一個目標
[00:09:12.000 --> 00:09:14.000]  我弟兄姐妹有時候都經常說
[00:09:14.000 --> 00:09:15.000]  我有兩個志願
[00:09:15.000 --> 00:09:17.000]  第一個志願就是開小巴
[00:09:17.000 --> 00:09:19.000]  因為他開小巴去哪裡都可以
[00:09:19.000 --> 00:09:21.000]  熟人不收錢就可以
[00:09:21.000 --> 00:09:22.000]  好像挺豪氣的
[00:09:22.000 --> 00:09:25.000]  第二個目標就是開麻雀館
[00:09:25.000 --> 00:09:28.000]  因為我爸爸是開大檔的
[00:09:28.000 --> 00:09:30.000]  黑社會人
[00:09:30.000 --> 00:09:32.000]  不過信了主的
[00:09:32.000 --> 00:09:33.000]  現在不是
[00:09:33.000 --> 00:09:34.000]  我有時候就覺得
[00:09:34.000 --> 00:09:36.000]  你開大檔要走位
[00:09:36.000 --> 00:09:37.000]  我開麻雀館
[00:09:37.000 --> 00:09:39.000]  還有我自己喜歡打麻雀
[00:09:39.000 --> 00:09:41.000]  我想你能夠嗜好
[00:09:41.000 --> 00:09:42.000]  跟你工作是同一樣東西
[00:09:42.000 --> 00:09:44.000]  其實真的不多
[00:09:44.000 --> 00:09:48.000]  這個是我人生的目標
[00:09:48.000 --> 00:09:51.000]  我又很想能夠賺多一點錢
[00:09:51.000 --> 00:09:54.000]  我記得我讀大學的時候
[00:09:54.000 --> 00:09:55.000]  不是,對不起
[00:09:55.000 --> 00:09:57.000]  小學的時候
[00:09:57.000 --> 00:10:00.000]  有時候就五毛錢之維他奶
[00:10:00.000 --> 00:10:02.000]  我的時候
[00:10:02.000 --> 00:10:04.000]  可能有些電影節目說
[00:10:04.000 --> 00:10:07.000]  不是,我們開三毛錢而已
[00:10:07.000 --> 00:10:08.000]  你再久一點
[00:10:08.000 --> 00:10:11.000]  我五毛錢之維他奶的年代
[00:10:11.000 --> 00:10:13.000]  我爸爸每天給我一元
[00:10:13.000 --> 00:10:14.000]  一隻大餅鵝
[00:10:14.000 --> 00:10:17.000]  說你回到學校小息的時候
[00:10:17.000 --> 00:10:19.000]  才准拿來用的
[00:10:19.000 --> 00:10:21.000]  但是我又餵食
[00:10:21.000 --> 00:10:23.000]  每一次等校車的時候
[00:10:23.000 --> 00:10:24.000]  旁邊還有很多東西吃
[00:10:24.000 --> 00:10:26.000]  我就吃緊一點
[00:10:26.000 --> 00:10:28.000]  我爸爸知道之後就罵
[00:10:28.000 --> 00:10:30.000]  有一次也是
[00:10:30.000 --> 00:10:32.000]  又在等車的時候
[00:10:32.000 --> 00:10:34.000]  已經開始吃了
[00:10:34.000 --> 00:10:35.000]  吃了幾毛錢的東西
[00:10:35.000 --> 00:10:37.000]  接著我弟弟就下來
[00:10:37.000 --> 00:10:38.000]  下樓跟我說
[00:10:38.000 --> 00:10:42.000]  原來我們今天不記得教下令時間
[00:10:42.000 --> 00:10:43.000]  早了一個小時下來
[00:10:43.000 --> 00:10:45.000]  爸爸叫你上去
[00:10:45.000 --> 00:10:47.000]  我說不上了
[00:10:47.000 --> 00:10:48.000]  我等了多一個小時
[00:10:48.000 --> 00:10:50.000]  不要緊,不要到處走
[00:10:50.000 --> 00:10:52.000]  爸爸就立刻回上去
[00:10:52.000 --> 00:10:54.000]  死死氣氣地回上去
[00:10:54.000 --> 00:10:55.000]  一邊走一邊想
[00:10:55.000 --> 00:10:57.000]  那一元怎麼辦呢
[00:10:57.000 --> 00:10:59.000]  進屋我爸爸立刻問
[00:10:59.000 --> 00:11:01.000]  一元
[00:11:01.000 --> 00:11:03.000]  我立刻想一想
[00:11:03.000 --> 00:11:05.000]  其實我都很聰明
[00:11:05.000 --> 00:11:07.000]  就跌了
[00:11:07.000 --> 00:11:09.000]  最簡單的方法
[00:11:09.000 --> 00:11:11.000]  不過聰明之餘
[00:11:11.000 --> 00:11:13.000]  我又是一個挺單純的人
[00:11:13.000 --> 00:11:15.000]  其實我真的挺乖的
[00:11:15.000 --> 00:11:16.000]  我說跌了
[00:11:16.000 --> 00:11:17.000]  其實就沒事了
[00:11:17.000 --> 00:11:19.000]  最多就是信不信
[00:11:19.000 --> 00:11:21.000]  不過
[00:11:21.000 --> 00:11:23.000]  剩下五毛錢
[00:11:23.000 --> 00:11:25.000]  他不是給兩個五毛錢
[00:11:25.000 --> 00:11:26.000]  以前沒有一個五毛錢的
[00:11:26.000 --> 00:11:28.000]  全部是一毛錢而已
[00:11:28.000 --> 00:11:30.000]  給他一元
[00:11:30.000 --> 00:11:32.000]  跌了五個一毛錢回來
[00:11:32.000 --> 00:11:34.000]  就打餐死了
[00:11:34.000 --> 00:11:36.000]  我們家裡有很多柱子
[00:11:36.000 --> 00:11:38.000]  好像這裡的柱子
[00:11:38.000 --> 00:11:39.000]  我們家裡三個
[00:11:39.000 --> 00:11:41.000]  我們每人一條柱子
[00:11:41.000 --> 00:11:43.000]  一打的時候就自己跪下去
[00:11:43.000 --> 00:11:44.000]  自己跪回自己那條柱子
[00:11:44.000 --> 00:11:45.000]  我爸爸就拔皮帶
[00:11:45.000 --> 00:11:47.000]  不停地發
[00:11:47.000 --> 00:11:48.000]  發完之後就跪
[00:11:48.000 --> 00:11:49.000]  跪到時間
[00:11:49.000 --> 00:11:51.000]  起床上學
[00:11:51.000 --> 00:11:53.000]  以前上學都經常翹著手
[00:11:53.000 --> 00:11:55.000]  因為很多痕
[00:11:55.000 --> 00:11:57.000]  很多傷痕
[00:11:57.000 --> 00:11:59.000]  我爸爸跟我說
[00:11:59.000 --> 00:12:01.000]  你不用這樣的
[00:12:01.000 --> 00:12:03.000]  將來你讀中學的時候
[00:12:03.000 --> 00:12:05.000]  每天給你十五元
[00:12:05.000 --> 00:12:07.000]  一元都很大
[00:12:07.000 --> 00:12:09.000]  十五元我都覺得
[00:12:09.000 --> 00:12:11.000]  不知道是不是真的
[00:12:11.000 --> 00:12:12.000]  到升方溫的時候
[00:12:12.000 --> 00:12:13.000]  第一天睡不著
[00:12:13.000 --> 00:12:14.000]  開心到
[00:12:14.000 --> 00:12:15.000]  因為升方溫
[00:12:15.000 --> 00:12:16.000]  還有
[00:12:16.000 --> 00:12:18.000]  我將會跟著十五元一天
[00:12:18.000 --> 00:12:19.000]  一起床
[00:12:19.000 --> 00:12:21.000]  立刻出去廳裡找
[00:12:21.000 --> 00:12:23.000]  真的叫十五元擺在桌面
[00:12:23.000 --> 00:12:25.000]  我都不敢拿
[00:12:25.000 --> 00:12:26.000]  偷東西怎麼辦
[00:12:26.000 --> 00:12:28.000]  走過去問我爸爸
[00:12:28.000 --> 00:12:30.000]  外面有十五元
[00:12:30.000 --> 00:12:32.000]  給你吃飯的
[00:12:32.000 --> 00:12:33.000]  拿著十五元上學
[00:12:33.000 --> 00:12:35.000]  不知道吃什麼
[00:12:35.000 --> 00:12:37.000]  請人吃
[00:12:37.000 --> 00:12:39.000]  不停請人吃
[00:12:39.000 --> 00:12:40.000]  很開心
[00:12:40.000 --> 00:12:41.000]  但慢慢又不夠
[00:12:41.000 --> 00:12:43.000]  一邊找一邊找
[00:12:43.000 --> 00:12:45.000]  很想能夠多一點
[00:12:45.000 --> 00:12:47.000]  都不是罪
[00:12:47.000 --> 00:12:51.000]  人都有上進心
[00:12:51.000 --> 00:12:55.000]  你想多一點都不是錯的
[00:12:55.000 --> 00:12:57.000]  後來到了大學的時候
[00:12:57.000 --> 00:12:59.000]  我就去做補習
[00:12:59.000 --> 00:13:01.000]  幫一些朋友補習
[00:13:01.000 --> 00:13:04.000]  一個香港出名的會計師
[00:13:04.000 --> 00:13:05.000]  有人介紹我
[00:13:05.000 --> 00:13:06.000]  幫他的兒子補習
[00:13:06.000 --> 00:13:07.000]  我說好
[00:13:07.000 --> 00:13:09.000]  因為那個會計師
[00:13:09.000 --> 00:13:11.000]  而且是出名的會計師
[00:13:11.000 --> 00:13:13.000]  所以收得便宜是不行的
[00:13:13.000 --> 00:13:15.000]  因為他會覺得你沒有資格
[00:13:15.000 --> 00:13:17.000]  我也認識一些市場學
[00:13:17.000 --> 00:13:19.000]  所以當時平均是五十元一小時
[00:13:19.000 --> 00:13:21.000]  我就收他九十五元一小時
[00:13:21.000 --> 00:13:24.000]  我覺得都算是這樣的
[00:13:24.000 --> 00:13:25.000]  不過一百元
[00:13:25.000 --> 00:13:27.000]  我又不是收他九十九
[00:13:27.000 --> 00:13:28.000]  他說五十元而已
[00:13:28.000 --> 00:13:29.000]  很划算
[00:13:29.000 --> 00:13:31.000]  一個星期就三天
[00:13:31.000 --> 00:13:33.000]  每次就過半小時
[00:13:33.000 --> 00:13:36.000]  我去到山腳
[00:13:36.000 --> 00:13:38.000]  他就有車載我上去
[00:13:38.000 --> 00:13:39.000]  完了就車載我下來
[00:13:39.000 --> 00:13:40.000]  第一天
[00:13:40.000 --> 00:13:42.000]  那個媽媽跟我說
[00:13:42.000 --> 00:13:44.000]  其實是兒子懶
[00:13:44.000 --> 00:13:46.000]  經常都做不齊功課
[00:13:46.000 --> 00:13:48.000]  經常都錯的東西
[00:13:48.000 --> 00:13:50.000]  所以你的責任就是
[00:13:50.000 --> 00:13:51.000]  要他做完功課
[00:13:51.000 --> 00:13:53.000]  對不對都不要緊
[00:13:53.000 --> 00:13:54.000]  他做完功課
[00:13:54.000 --> 00:13:55.000]  簡單的
[00:13:55.000 --> 00:13:58.000]  我第一天就跟那些孩子說
[00:13:58.000 --> 00:14:01.000]  你媽媽就是要你做完功課
[00:14:01.000 --> 00:14:03.000]  如果你想我跟你玩
[00:14:03.000 --> 00:14:04.000]  你就做完功課
[00:14:04.000 --> 00:14:06.000]  她做完就玩
[00:14:06.000 --> 00:14:08.000]  第二天去到
[00:14:08.000 --> 00:14:10.000]  還沒進屋已經做完功課
[00:14:10.000 --> 00:14:12.000]  做完再看一看
[00:14:12.000 --> 00:14:13.000]  真的做完
[00:14:13.000 --> 00:14:14.000]  立刻可以玩
[00:14:14.000 --> 00:14:16.000]  每個星期三天
[00:14:16.000 --> 00:14:17.000]  跟她玩過半小時
[00:14:17.000 --> 00:14:18.000]  她是學柔道的
[00:14:18.000 --> 00:14:20.000]  就跟她玩柔道
[00:14:20.000 --> 00:14:21.000]  她小時候
[00:14:21.000 --> 00:14:22.000]  小學的時候
[00:14:22.000 --> 00:14:24.000]  那個小學生
[00:14:24.000 --> 00:14:25.000]  就跟她玩
[00:14:25.000 --> 00:14:27.000]  是一間屋子很大一間
[00:14:27.000 --> 00:14:29.000]  我住的一間是
[00:14:29.000 --> 00:14:31.000]  一間五口住三百多呎
[00:14:31.000 --> 00:14:33.000]  他一間三千呎
[00:14:33.000 --> 00:14:34.000]  就是對我來說
[00:14:34.000 --> 00:14:36.000]  很大一間的屋子
[00:14:36.000 --> 00:14:37.000]  有個電視很大的
[00:14:37.000 --> 00:14:38.000]  現在很多電視都很大
[00:14:38.000 --> 00:14:39.000]  以前不多的
[00:14:39.000 --> 00:14:41.000]  很大的電視
[00:14:41.000 --> 00:14:44.000]  將來我都要有這間屋
[00:14:44.000 --> 00:14:46.000]  都是我的人生目標
[00:14:46.000 --> 00:14:47.000]  不過後來我改了
[00:14:47.000 --> 00:14:49.000]  因為有一天
[00:14:49.000 --> 00:14:50.000]  我經常去玩
[00:14:50.000 --> 00:14:52.000]  後來我跟我女朋友
[00:14:52.000 --> 00:14:53.000]  就是現在的師母
[00:14:53.000 --> 00:14:55.000]  直接進去游泳
[00:14:55.000 --> 00:14:57.000]  游泳、打網球
[00:14:57.000 --> 00:14:59.000]  然後她也煮給我吃
[00:14:59.000 --> 00:15:00.000]  都是當補習
[00:15:00.000 --> 00:15:02.000]  這樣才好
[00:15:02.000 --> 00:15:05.000]  有一天
[00:15:05.000 --> 00:15:07.000]  這個小朋友跟我說
[00:15:07.000 --> 00:15:08.000]  他說哥哥
[00:15:08.000 --> 00:15:12.000]  可不可以叫你做Daddy
[00:15:12.000 --> 00:15:14.000]  我說可以的
[00:15:14.000 --> 00:15:16.000]  因為他是我的老闆
[00:15:16.000 --> 00:15:17.000]  我說可以的
[00:15:17.000 --> 00:15:18.000]  不過要有大老闆
[00:15:18.000 --> 00:15:19.000]  不在這裡才行
[00:15:19.000 --> 00:15:21.000]  你不要讓你爸爸聽到
[00:15:21.000 --> 00:15:22.000]  你叫我做Daddy
[00:15:22.000 --> 00:15:24.000]  你叫我什麼都可以
[00:15:24.000 --> 00:15:26.000]  為什麼他要叫我做Daddy呢
[00:15:26.000 --> 00:15:27.000]  因為他說
[00:15:27.000 --> 00:15:30.000]  很少很少看到Daddy
[00:15:30.000 --> 00:15:33.000]  那個妹妹看到我們玩得這麼開心
[00:15:33.000 --> 00:15:34.000]  她又要補習
[00:15:34.000 --> 00:15:36.000]  我說可以
[00:15:36.000 --> 00:15:38.000]  我回去算一算時間
[00:15:38.000 --> 00:15:39.000]  心裡開心到不得了
[00:15:39.000 --> 00:15:40.000]  不過想一想
[00:15:40.000 --> 00:15:41.000]  他說不行
[00:15:41.000 --> 00:15:42.000]  我還是沒有時間
[00:15:42.000 --> 00:15:45.000]  不過我可以一起教
[00:15:45.000 --> 00:15:48.000]  每人九十五分鐘
[00:15:48.000 --> 00:15:49.000]  哇
[00:15:49.000 --> 00:15:51.000]  突然間double了
[00:15:51.000 --> 00:15:52.000]  他也就是
[00:15:52.000 --> 00:15:55.000]  以後上課就一起玩
[00:15:55.000 --> 00:15:56.000]  後來呢
[00:15:56.000 --> 00:15:58.000]  他隔壁屋一梯兩貨
[00:15:58.000 --> 00:15:59.000]  隔壁屋的小醫生
[00:15:59.000 --> 00:16:01.000]  知道我們玩得很開心
[00:16:01.000 --> 00:16:02.000]  他說要補習
[00:16:02.000 --> 00:16:03.000]  可以
[00:16:03.000 --> 00:16:04.000]  但是不可以一起
[00:16:04.000 --> 00:16:05.000]  補完這裡
[00:16:05.000 --> 00:16:06.000]  他接我上山
[00:16:06.000 --> 00:16:08.000]  就補完隔壁
[00:16:08.000 --> 00:16:09.000]  小醫生
[00:16:09.000 --> 00:16:10.000]  補完之後就下山
[00:16:10.000 --> 00:16:12.000]  小醫生比較難搞
[00:16:12.000 --> 00:16:13.000]  因為他學跆拳
[00:16:13.000 --> 00:16:15.000]  之前游道就容易搞
[00:16:15.000 --> 00:16:16.000]  跆拳就難一點
[00:16:16.000 --> 00:16:17.000]  就是這樣
[00:16:17.000 --> 00:16:19.000]  我大學的生活
[00:16:19.000 --> 00:16:20.000]  就是靠這兩家人
[00:16:20.000 --> 00:16:22.000]  來供養我
[00:16:22.000 --> 00:16:23.000]  但是我發覺
[00:16:23.000 --> 00:16:25.000]  他很大間屋
[00:16:25.000 --> 00:16:26.000]  親愛的各位
[00:16:26.000 --> 00:16:27.000]  很多人我們都追求的
[00:16:27.000 --> 00:16:29.000]  一間很大間的屋
[00:16:29.000 --> 00:16:31.000]  不過這間屋裡面
[00:16:31.000 --> 00:16:33.000]  沒有溫暖
[00:16:33.000 --> 00:16:35.000]  他有一個很大的house
