
[00:00:00.000 --> 00:00:02.860]  第一節目早晨,基隆姊妹早
[00:01:48.840 --> 00:01:51.200]  然後把她兩手放在大腿那裡
[00:01:51.200 --> 00:01:54.360]  很專心地看著黑板,看著老師上課
[00:01:54.360 --> 00:01:57.600]  很專心地看著黑板,看著老師上課
[00:01:57.600 --> 00:01:58.440]  我就學她了
[00:01:58.440 --> 00:01:59.800]  把兩手放在大腿那裡
[00:01:59.800 --> 00:02:01.680]  我就把兩手放在大腿那裡
[00:02:01.680 --> 00:02:02.400]  坐得很直
[00:02:02.400 --> 00:02:03.160]  坐得很直
[00:02:03.160 --> 00:02:04.480]  全神觀注上課
[00:02:04.480 --> 00:02:06.960]  我全神關注著她上課
[00:02:06.960 --> 00:02:10.280]  那一年我得到品學兼優的獎狀
[00:02:10.280 --> 00:02:12.800]  我那一年得到品學兼優的一個獎項
[00:02:12.800 --> 00:02:14.000]  名列第四
[00:02:14.000 --> 00:02:16.080]  名列第四
[00:02:16.080 --> 00:02:17.160]  它真的在影響我
[00:02:17.160 --> 00:02:19.200]  它真的影響到我
[00:02:19.200 --> 00:02:21.800]  以色列記記載,以色列人在回歸之後
[00:02:21.800 --> 00:02:27.640]  以色列記載,以色列人回耶路撒冷重建聖殿
[00:02:27.640 --> 00:02:31.320]  但是真正帶領以色列人重建聖殿不是以色列
[00:02:31.320 --> 00:02:34.800]  但是真正帶領以色列人重建聖殿的並不是以色列
[00:02:34.800 --> 00:02:35.880]  是索羅巴伯
[00:02:35.880 --> 00:02:37.480]  是索羅巴伯
[00:02:37.480 --> 00:02:41.920]  它聖經說以色列已經去了六章
[00:02:41.920 --> 00:02:44.040]  以色列已經過了第六章了
[00:02:44.040 --> 00:02:45.680]  但是以色列從來沒有出現過
[00:02:45.680 --> 00:02:47.680]  但是以色列從來一直沒有出現
[00:02:47.680 --> 00:02:50.400]  那麼重要的人物不是重建聖殿的人
[00:02:50.400 --> 00:02:50.400]  那麼重要的人物並不是重建聖殿的人
[00:02:50.400 --> 00:02:50.400]  那麼重要的人物並不是重建聖殿
[00:02:50.400 --> 00:02:50.400]  那麼重要的人物並不是重建聖殿
[00:02:50.400 --> 00:02:50.400]  那麼重要的人物並不是重建聖殿
[00:02:50.400 --> 00:02:52.680]  那麼重要的人物並不是重建聖殿的人
[00:02:52.680 --> 00:02:55.760]  連這本書都是以色列作命名的
[00:02:55.760 --> 00:02:59.120]  而且卷書也是以色列來命名
[00:02:59.120 --> 00:03:00.960]  希伯來文的聖經呢
[00:03:00.960 --> 00:03:02.240]  希伯來文的聖經
[00:03:02.240 --> 00:03:05.160]  是將以色列記和尼希米記合併的
[00:03:05.160 --> 00:03:07.840]  它以色列記和尼希米記是合併的
[00:03:07.840 --> 00:03:10.080]  但是都是以色列作為命名
[00:03:10.080 --> 00:03:13.080]  也是用以色列記來作為命名
[00:03:13.080 --> 00:03:14.520]  為什麼以色列這麼重要呢
[00:03:14.520 --> 00:03:16.160]  為什麼以色列那麼重要呢
[00:03:16.160 --> 00:03:20.360]  我們看看以色列和尼希米記兩本書的結構
[00:03:20.360 --> 00:03:23.720]  我們看看以色列和尼希米記兩本書的結構
[00:03:23.720 --> 00:03:30.360]  那麼你大概會知道作者想表達或想講的最核心是什麼
[00:03:30.360 --> 00:03:34.040]  這邊有講到作者要講的最核心要表達的是什麼
[00:03:34.040 --> 00:03:37.160]  以色列的第二章全章是講迴歸的名單
[00:03:37.160 --> 00:03:40.160]  以色列的第二章是講迴歸的名單
[00:03:40.160 --> 00:03:43.560]  尼希米記的七章全章都是講迴歸的名單
[00:03:43.560 --> 00:03:47.360]  尼希米記的七章整篇也是在講迴歸的名單
[00:03:47.360 --> 00:03:51.080]  當然不同於第一個名單,因為這是第三次迴歸的名單
[00:03:51.080 --> 00:03:52.640]  當然這個名單也不太一樣
[00:03:52.640 --> 00:03:56.960]  因為這個已經是第三次的迴歸
[00:03:56.960 --> 00:04:01.680]  兩個名單中間夾著重建聖殿和重建城城
[00:04:01.680 --> 00:04:06.600]  兩個名單中間夾著重建聖殿和重建城城
[00:04:06.600 --> 00:04:12.800]  是由以色列記第三章一直到尼希米記第六章尾和第七章第四節
[00:04:12.800 --> 00:04:18.080]  從以色列記第三章一直到第六章
[00:04:18.080 --> 00:04:23.360]  長的篇幅裏面你會見到重建聖殿和重建城牆
[00:04:23.360 --> 00:04:25.360]  是做一個硬件的工作
[00:04:25.360 --> 00:04:29.720]  我們看到重建聖殿和城牆是一個硬件的工作
[00:04:29.720 --> 00:04:32.360]  中間夾著的就是重建民心
[00:04:32.360 --> 00:04:34.560]  中間夾著的就是重建民心
[00:04:34.560 --> 00:04:37.600]  是做一個軟件的工作
[00:04:37.600 --> 00:04:40.440]  這個軟件的工作就是以色列去做的
[00:04:40.440 --> 00:04:42.040]  這個工作都是以色列去做的
[00:04:42.040 --> 00:04:44.400]  有硬件沒有軟件
[00:04:44.400 --> 00:04:45.920]  有硬件沒有軟件
[00:04:45.920 --> 00:04:48.240]  有聖殿有城牆
[00:04:48.240 --> 00:04:49.360]  有聖殿有城牆
[00:04:49.360 --> 00:04:51.480]  但是以色列人的心沒有歸回上帝
[00:04:51.480 --> 00:04:54.520]  但是又說以色列人的心沒有歸回上帝
[00:04:54.520 --> 00:04:58.840]  那它跟被擄之前的光景有何分別呢
[00:04:58.840 --> 00:05:01.840]  又說這樣跟被擄之前的光景有什麼不一樣呢
[00:05:01.840 --> 00:05:03.840]  遲早就會重蹈覆轍
[00:05:03.840 --> 00:05:05.320]  遲早會發生第二次重蹈覆轍
[00:05:05.320 --> 00:05:06.680]  歷史重演
[00:05:06.680 --> 00:05:07.680]  歷史重演
[00:05:07.680 --> 00:05:09.600]  所以以色列人痛定思痛
[00:05:09.600 --> 00:05:11.320]  所以以色列人痛定思痛
[00:05:11.320 --> 00:05:13.400]  不單止回歸家鄉和故土
[00:05:13.400 --> 00:05:15.760]  不單止是回歸家鄉和故土
[00:05:15.760 --> 00:05:16.880]  他要回歸上帝
[00:05:16.880 --> 00:05:18.000]  他們要回歸上帝
[00:05:18.000 --> 00:05:20.480]  但是誰去帶領他復興呢
[00:05:20.480 --> 00:05:22.640]  但是誰帶領他們復興呢
[00:05:22.640 --> 00:05:23.440]  就是以色列
[00:05:23.440 --> 00:05:25.000]  就是以色列
[00:05:25.000 --> 00:05:26.400]  以色列
[00:05:26.400 --> 00:05:29.040]  神使用以色列等待這個人出現
[00:05:29.040 --> 00:05:33.080]  神使用以色列等待這個人出現
[00:05:33.080 --> 00:05:34.400]  諸諸等了五十年
[00:05:34.400 --> 00:05:36.320]  諸諸等了五十年
[00:05:36.320 --> 00:05:37.680]  你留意七章第一節
[00:05:37.680 --> 00:05:39.240]  說這是以後
[00:05:39.240 --> 00:05:41.160]  我們留意七章第一節
[00:05:41.160 --> 00:05:42.520]  這是以後
[00:05:42.520 --> 00:05:45.520]  這是以後是指建造聖殿之後
[00:05:45.520 --> 00:05:47.600]  跟著發生的事情
[00:05:47.600 --> 00:05:49.000]  這個是指的是
[00:05:49.000 --> 00:05:51.000]  建造聖殿以後跟著發生的事情
[00:05:51.000 --> 00:05:54.720]  但是這是以後跟聖殿相距就是五十年
[00:05:54.720 --> 00:05:57.600]  但是這是以後跟聖殿相距就是五十年
[00:05:57.600 --> 00:05:59.920]  聖殿建成的時候
[00:05:59.920 --> 00:06:02.360]  是主前五百一十五年
[00:06:02.360 --> 00:06:05.640]  建造聖殿建成完畢是主前五百一十年
[00:06:05.640 --> 00:06:07.240]  你接著看七章第一節
[00:06:07.240 --> 00:06:09.400]  是亞達斯西年間
[00:06:09.400 --> 00:06:13.360]  我們看七章第一節是亞達斯西年間
[00:06:13.360 --> 00:06:19.880]  亞達斯西王是在主前四百六十五年登基
[00:06:19.880 --> 00:06:23.280]  亞達斯西王是主前四百六十五年登基的
[00:06:23.280 --> 00:06:25.040]  你只要減你就知道五十年
[00:06:25.040 --> 00:06:27.760]  你只要減你就知道有差了五十年
[00:06:27.760 --> 00:06:30.120]  上帝等一個人出現
[00:06:30.120 --> 00:06:31.560]  上帝在等一個人出現
[00:06:31.560 --> 00:06:32.400]  等了五十年
[00:06:32.400 --> 00:06:33.440]  等了五十年
[00:06:33.440 --> 00:06:35.920]  上帝使用一個人是可以等的
[00:06:35.920 --> 00:06:38.880]  上帝使用一個人是可以等的
[00:06:38.880 --> 00:06:45.640]  七章第一節是開始讓以斯拉登上這個舞臺
[00:06:45.640 --> 00:06:48.320]  七章第一節是讓以斯拉登上這個舞臺
[00:06:48.320 --> 00:06:49.840]  登上舞臺之後
[00:06:49.840 --> 00:06:52.120]  作者就介紹以斯拉是甚麼人
[00:06:52.120 --> 00:06:55.800]  開始的時候作者就去介紹這個人
[00:06:55.800 --> 00:06:57.320]  當你介紹這個人的時候
[00:06:57.320 --> 00:06:59.920]  你應該是這樣介紹吧
[00:06:59.920 --> 00:07:01.800]  又說介紹人應該是這樣介紹的
[00:07:01.800 --> 00:07:02.520]  是怎樣介紹呢
[00:07:02.520 --> 00:07:03.680]  例如介紹港元
[00:07:03.680 --> 00:07:06.920]  介紹講員江牧師這樣說
[00:07:06.920 --> 00:07:09.040]  他在九龍五巡節會佐敦堂
[00:07:09.040 --> 00:07:11.640]  他是九龍五巡節會佐敦堂
[00:07:11.640 --> 00:07:13.400]  應該是 highlight就是退了牧師
[00:07:13.400 --> 00:07:16.160]  然後跟著就是標明他是退休的牧師
[00:07:16.160 --> 00:07:17.320]  即是他已經不是在那裡做了
[00:07:17.320 --> 00:07:18.280]  他已經沒有在那裡做了
[00:07:18.280 --> 00:07:18.920]  他已經離開了
[00:07:18.920 --> 00:07:20.920]  他已經離開了
[00:07:20.920 --> 00:07:24.200]  但是你介紹以斯拉不是這樣介紹
[00:07:24.200 --> 00:07:26.400]  但是介紹以斯拉並不是這樣去介紹
[00:07:26.400 --> 00:07:27.880]  他是介紹加普
[00:07:27.880 --> 00:07:29.440]  是介紹他們的加普
[00:07:29.440 --> 00:07:33.600]  你說有沒人這樣介紹人叫介紹加普的
[00:07:33.600 --> 00:07:35.680]  有沒有人介紹一個人從他的加普去介紹
[00:07:35.680 --> 00:07:38.120]  介紹張牧師
[00:07:38.120 --> 00:07:40.280]  他的曾曾曾祖父是誰
[00:07:40.280 --> 00:07:42.240]  他的曾曾曾祖父是誰
[00:07:42.240 --> 00:07:44.520]  曾曾祖父是誰
[00:07:44.520 --> 00:07:45.440]  曾祖父是誰
[00:07:45.440 --> 00:07:46.760]  曾祖父是誰
[00:07:46.760 --> 00:07:47.560]  父親是誰
[00:07:47.560 --> 00:07:48.320]  父親是誰
[00:07:48.320 --> 00:07:50.160]  就三個這個呢
[00:07:50.160 --> 00:07:52.160]  然後就三個張牧師
[00:07:52.160 --> 00:07:53.360]  你們會不會這樣介紹
[00:07:53.360 --> 00:07:54.440]  會不會這樣去介紹
[00:07:54.440 --> 00:07:56.080]  你們不會這樣介紹一個港元的嗎
[00:07:56.080 --> 00:07:57.720]  並不會這樣去介紹一個講員
[00:07:57.720 --> 00:07:59.680]  但是作者就是這樣介紹以斯拉
[00:07:59.680 --> 00:08:03.760]  講員就是作者就是這樣去介紹以斯拉
[00:08:03.760 --> 00:08:05.680]  為什麼要這樣介紹一個加普呢
[00:08:05.680 --> 00:08:07.440]  為什麼要這樣去介紹這個加普呢
[00:08:07.440 --> 00:08:11.200]  你留意加普介紹到七章第五節尾的時候
[00:08:11.200 --> 00:08:14.880]  那你說你去留意到七章第五節尾的時候
[00:08:14.880 --> 00:08:15.600]  你轉一轉
[00:08:15.600 --> 00:08:16.720]  爬不爬了
[00:08:16.720 --> 00:08:19.200]  爬不爬了
[00:08:19.200 --> 00:08:22.840]  對了你會見到他有一節的經文
[00:08:22.840 --> 00:08:24.160]  就是告訴我們
[00:08:24.160 --> 00:08:26.160]  他是以利亞薩
[00:08:26.160 --> 00:08:28.920]  是大祭司亞倫的兒子
[00:08:28.920 --> 00:08:32.160]  原來他是以利亞薩是大祭司亞倫的兒子
[00:08:32.160 --> 00:08:35.480]  就是說他由這個一邊推到另一邊推上去
[00:08:35.480 --> 00:08:37.120]  他是什麼樣的身份呢
[00:08:37.120 --> 00:08:38.800]  以利亞薩
[00:08:38.800 --> 00:08:40.120]  原來一直往上推的時候
[00:08:40.120 --> 00:08:41.560]  到底以利亞薩是什麼身份呢
[00:08:41.560 --> 00:08:45.920]  以利亞薩的身份就是一個大祭司的體系
[00:08:45.920 --> 00:08:48.240]  原來他就是大祭司上面的一個體系
[00:08:48.240 --> 00:08:50.520]  所以他想介紹以利亞薩是一個大祭司
[00:08:50.520 --> 00:08:53.400]  所以他要介紹以利亞薩是一個大祭司
[00:08:53.400 --> 00:08:56.560]  這個大祭司不單止是憲制
[00:08:56.560 --> 00:08:58.360]  這個大祭司不單止是憲制
[00:08:58.360 --> 00:09:00.320]  那時候我以為祭司就是憲制
[00:09:00.320 --> 00:09:01.000]  什麼都不懂的
[00:09:01.000 --> 00:09:03.480]  很多時候我們以為祭司他只是憲制而已
[00:09:03.480 --> 00:09:04.280]  他什麼都不懂
[00:09:04.280 --> 00:09:04.960]  不是啊
[00:09:04.960 --> 00:09:09.560]  祭司是包括教導百姓律例典章
[00:09:09.560 --> 00:09:15.960]  原來他還有包括要教訓百姓律例的典章
[00:09:15.960 --> 00:09:21.120]  你未記第十章第十一節
[00:09:21.120 --> 00:09:23.200]  你未記第十章第十一節
[00:09:23.200 --> 00:09:23.680]  他這樣說
[00:09:23.680 --> 00:09:25.800]  唯有使你們可以將耶和華
[00:09:25.800 --> 00:09:30.160]  直摩西曉雨色列人的一切律例教訓他們
[00:09:30.160 --> 00:09:32.160]  唯有使你們可以將耶和華
[00:09:32.160 --> 00:09:36.160]  直摩西曉雨色列人的一切律例教訓他們
[00:09:36.160 --> 00:09:40.560]  所以有些祭司身份的人
[00:09:40.560 --> 00:09:43.280]  他是教導律例典章的
[00:09:43.280 --> 00:09:44.800]  所以他有祭司身份的人
[00:09:44.800 --> 00:09:47.000]  他們是負責要教訓律例典章的
[00:09:47.000 --> 00:09:48.440]  這個是以色拉第一個身份
[00:09:48.440 --> 00:09:50.040]  這個是以色拉的第一個身份
[00:09:50.040 --> 00:09:51.000]  第二個身份
[00:09:51.000 --> 00:09:52.640]  第二個身份
[00:09:52.640 --> 00:09:53.880]  作者刻意介紹的
[00:09:53.880 --> 00:09:55.440]  他是一個民事
[00:09:55.440 --> 00:09:57.600]  作者刻意介紹他是一個文士
[00:09:57.600 --> 00:10:01.560]  文士就是指在君王旁邊的文書官
[00:10:01.560 --> 00:10:05.160]  文士就是代表他是在君王旁邊的一個文書官
[00:10:05.160 --> 00:10:08.720]  回歸之後就是研讀和教導聖經的人物
[00:10:08.720 --> 00:10:12.800]  回歸以後都是研讀和教導聖經的人物
[00:10:12.800 --> 00:10:15.040]  文士就相當於今天的神學教授
[00:10:15.040 --> 00:10:18.280]  文士就代表有點像是今天的神學教授
[00:10:18.280 --> 00:10:21.240]  文士給我們的印象其實一直都不好
[00:10:21.240 --> 00:10:24.360]  文士給我們的印象不是很好的
[00:10:24.360 --> 00:10:24.840]  為甚麼呢
[00:10:24.840 --> 00:10:26.440]  因為耶穌的時代裏面
[00:10:26.440 --> 00:10:29.120]  經常和耶穌對著幹
[00:10:29.120 --> 00:10:31.320]  就是民事和祭司
[00:10:31.320 --> 00:10:34.840]  跟著一直在耶穌年代跟耶穌對抗的
[00:10:34.840 --> 00:10:37.680]  就是文士和祭司
[00:10:37.680 --> 00:10:38.680]  但是其實就是
[00:10:38.680 --> 00:10:41.400]  文士其實是一個言之順利的
[00:10:41.400 --> 00:10:42.800]  有學問的人
[00:10:42.800 --> 00:10:45.040]  文士其實是一個有學問的人
[00:10:45.040 --> 00:10:47.480]  第三個
[00:10:47.480 --> 00:10:48.680]  作者想介紹的
[00:10:48.680 --> 00:10:49.960]  以色拉呢
[00:10:49.960 --> 00:10:51.320]  同樣就是民事
[00:10:51.320 --> 00:10:53.280]  第三個作者要介紹以色拉
[00:10:53.280 --> 00:10:54.400]  他不單只是一個文士
[00:10:54.400 --> 00:10:57.640]  而且有形容這個民事他的學問和知識
[00:10:57.640 --> 00:11:00.520]  然後他還請用這個文士的學問跟祭司
[00:11:00.520 --> 00:11:01.640]  第六節
[00:11:01.640 --> 00:11:02.600]  第六節
[00:11:02.600 --> 00:11:04.600]  他是一個敏捷的民事
[00:11:04.600 --> 00:11:06.280]  通達耶和華以色列神
[00:11:06.280 --> 00:11:08.760]  所賜摩西律法書
[00:11:08.760 --> 00:11:09.760]  然後
[00:11:09.760 --> 00:11:20.920]  他是一個敏捷的民事
[00:11:20.920 --> 00:11:22.440]  通達耶和華以色列神
[00:11:22.440 --> 00:11:24.280]  所賜摩西的律法書
[00:11:24.280 --> 00:11:25.560]  他是一個敏捷的民事
[00:11:25.560 --> 00:11:26.960]  通達耶和華以色列神
[00:11:26.960 --> 00:11:29.480]  所賜摩西的律法書
[00:11:29.480 --> 00:11:31.440]  形容他是一個敏捷和通達
[00:11:31.440 --> 00:11:32.960]  形容他是一個敏捷
[00:11:32.960 --> 00:11:34.440]  什麼叫敏捷呢
[00:11:34.440 --> 00:11:35.280]  什麼叫敏捷呢
[00:11:35.280 --> 00:11:37.080]  敏捷不是你出手很快
[00:11:37.080 --> 00:11:38.960]  敏捷不是代表他出手很快
[00:11:38.960 --> 00:11:40.240]  很能打
[00:11:40.240 --> 00:11:41.720]  很會打架
[00:11:41.720 --> 00:11:43.680]  好像葉問一樣一個打十個
[00:11:43.680 --> 00:11:45.640]  好像葉問一樣一個打十個
[00:11:45.640 --> 00:11:46.880]  而是思考敏捷
[00:11:46.880 --> 00:11:48.320]  而是你思考敏捷
[00:11:48.320 --> 00:11:51.040]  能夠將律法典章融匯貫通
[00:11:51.040 --> 00:11:53.960]  而是真的是你思考那個律法融匯貫通
[00:11:53.960 --> 00:11:56.040]  然後回應別人的提問
[00:11:56.040 --> 00:11:57.400]  能夠回應別人的提問
[00:11:57.400 --> 00:11:58.400]  抓住重點
[00:11:58.400 --> 00:11:59.160]  抓住重點
[00:11:59.160 --> 00:12:01.440]  很迅速地判斷
[00:12:01.440 --> 00:12:02.480]  怎樣解釋律法書
[00:12:02.480 --> 00:12:05.600]  然後很迅速地能夠去
[00:12:05.600 --> 00:12:07.480]  知道怎麼去解釋這個律法書
[00:12:07.480 --> 00:12:08.480]  從中找到答案
[00:12:08.480 --> 00:12:09.640]  從中找到答案
[00:12:09.640 --> 00:12:10.960]  回應難題
[00:12:10.960 --> 00:12:11.560]  回應難題
[00:12:11.560 --> 00:12:12.520]  這個就是敏捷
[00:12:12.520 --> 00:12:13.840]  這個就是敏捷
[00:12:13.840 --> 00:12:16.680]  通達和敏捷是意思相近
[00:12:16.680 --> 00:12:17.720]  但是不同
[00:12:17.720 --> 00:12:20.160]  通達和敏捷是有類似
[00:12:20.160 --> 00:12:21.920]  但是不一樣
[00:12:21.920 --> 00:12:25.600]  通達在旅陣中日本和新普及日本
[00:12:25.600 --> 00:12:30.040]  通達在旅陣中日本和新普及日本
[00:12:30.040 --> 00:12:32.680]  的翻譯就是精通和精於
[00:12:32.680 --> 00:12:35.280]  裡面的翻譯就是精通還有精於
[00:12:35.280 --> 00:12:36.520]  熟悉律法書
[00:12:36.520 --> 00:12:37.960]  熟悉律法書
[00:12:37.960 --> 00:12:44.000]  能夠熟悉律法書才能夠敏捷運用律法書
[00:12:44.000 --> 00:12:48.120]  能夠熟悉律法書才能夠免責去運用這個律法書
[00:12:48.120 --> 00:12:50.960]  所以這個民事其實是很有本領的
[00:12:50.960 --> 00:12:53.760]  所以這個民事其實是很有本領的
[00:12:53.760 --> 00:12:56.120]  他很熟悉神的話語
[00:12:56.120 --> 00:12:57.520]  他很熟悉神的話語
[00:12:57.520 --> 00:12:59.320]  而且運用自如
[00:12:59.320 --> 00:13:00.600]  而且運用自如
[00:13:00.600 --> 00:13:01.720]  如果能夠有這樣的人
[00:13:01.720 --> 00:13:03.240]  那麼熟悉聖經的人
[00:13:03.240 --> 00:13:05.080]  難能可貴
[00:13:05.080 --> 00:13:06.880]  又說有那麼熟悉聖經的人
[00:13:06.880 --> 00:13:08.280]  他是一個難能可貴的人
[00:13:08.280 --> 00:13:09.320]  我讀中學的時候
[00:13:09.320 --> 00:13:11.640]  有一個老師教世史
[00:13:11.640 --> 00:13:16.520]  我念中學的時候有一個老師是教那個世
[00:13:16.520 --> 00:13:19.160]  世史世界歷史
[00:13:19.160 --> 00:13:20.840]  他上課不用帶書本的
[00:13:20.840 --> 00:13:22.080]  他上課不用帶書本的
[00:13:22.080 --> 00:13:24.040]  他進課室就拿起粉筆
[00:13:24.040 --> 00:13:25.080]  開始用粉筆的
[00:13:25.080 --> 00:13:26.680]  那時候他進課室的時候
[00:13:26.680 --> 00:13:27.760]  教堂的時候他就拿到
[00:13:27.760 --> 00:13:29.320]  就在黑板裡面寫
[00:13:29.320 --> 00:13:31.440]  就在黑板上面寫
[00:13:31.440 --> 00:13:35.760]  我記得他教羅馬打仗方陣
[00:13:35.760 --> 00:13:38.400]  我記得那時候他教的是羅馬打仗
[00:13:38.400 --> 00:13:39.160]  教那個方陣
[00:13:39.160 --> 00:13:40.240]  怎麼列陣
[00:13:40.240 --> 00:13:40.920]  怎麼列陣
[00:13:40.920 --> 00:13:42.760]  他在說為什麼會有方陣
[00:13:42.760 --> 00:13:44.560]  為什麼有這樣的編排
[00:13:44.560 --> 00:13:46.200]  他講為什麼有方陣
[00:13:46.200 --> 00:13:47.080]  為什麼有這樣的編排
[00:13:47.080 --> 00:13:50.800]  講到令到你全神貫注
[00:13:50.800 --> 00:13:51.560]  不會分心的
[00:13:51.560 --> 00:13:52.760]  他讓你全神關注
[00:13:52.760 --> 00:13:53.640]  你又不會分心
[00:13:53.640 --> 00:13:54.320]  因為很精彩
[00:13:54.320 --> 00:13:55.360]  因為非常精彩
[00:13:55.360 --> 00:13:56.400]  他沒有看那本書
[00:13:56.400 --> 00:13:57.600]  他沒有看那本書
[00:13:57.600 --> 00:13:59.760]  整本書在他腦裡面
[00:13:59.760 --> 00:14:01.960]  整本書都在他腦裡面
[00:14:01.960 --> 00:14:05.120]  所以以斯拉就是這樣的人
[00:14:05.120 --> 00:14:07.720]  所以以斯拉就是這樣的一個人
[00:14:07.720 --> 00:14:09.200]  除了這個形容之外
[00:14:09.200 --> 00:14:10.360]  第四樣東西
[00:14:10.360 --> 00:14:12.280]  作者想介紹以斯拉的
[00:14:12.280 --> 00:14:13.040]  除了這個以外
[00:14:13.040 --> 00:14:14.280]  第四個事情
[00:14:14.280 --> 00:14:15.640]  作者要介紹以斯拉的
[00:14:15.640 --> 00:14:16.800]  就是第十節
[00:14:16.800 --> 00:14:18.000]  就是第十節
[00:14:18.000 --> 00:14:19.880]  以斯拉定自考究
[00:14:19.880 --> 00:14:21.520]  遵行耶和華的律法
[00:14:21.520 --> 00:14:24.680]  又將律例典章教訓以色列人
[00:14:24.680 --> 00:14:26.360]  以斯拉定自考究
[00:14:26.360 --> 00:14:27.720]  遵行耶和華的律法
[00:14:27.720 --> 00:14:31.120]  又將律例典章教訓以色列人
[00:14:31.120 --> 00:14:32.520]  再介紹以斯拉
[00:14:32.520 --> 00:14:34.800]  怎樣對待神的話語
[00:14:34.800 --> 00:14:35.520]  這邊講到
[00:14:35.520 --> 00:14:37.400]  以斯拉怎麼去對待神的話語
[00:14:37.400 --> 00:14:38.720]  就是律例典章
[00:14:38.720 --> 00:14:40.280]  就是對律例典章
[00:14:40.280 --> 00:14:41.800]  這次經文用了四個動詞
[00:14:41.800 --> 00:14:43.280]  這邊用了四個動詞
[00:14:43.280 --> 00:14:44.560]  來介紹以斯拉
[00:14:44.560 --> 00:14:46.400]  怎樣對待神的說話
[00:14:46.400 --> 00:14:47.400]  就是形容以斯拉
[00:14:47.400 --> 00:14:49.000]  怎樣去對待神的話語
[00:14:49.000 --> 00:14:51.800]  第一個字就是定自
[00:14:51.800 --> 00:14:53.480]  第一個就是定自
[00:14:53.480 --> 00:14:55.080]  定自在女神宗日本
[00:14:55.080 --> 00:14:58.080]  翻譯為定立定心意
[00:14:58.080 --> 00:15:00.160]  在女神宗日本裡面是
[00:15:00.160 --> 00:15:01.800]  翻譯成立定心志
[00:15:01.800 --> 00:15:02.960]  心普及日本
[00:15:02.960 --> 00:15:04.480]  翻譯為決心
[00:15:04.480 --> 00:15:05.680]  心普及日本
[00:15:05.680 --> 00:15:08.200]  就是翻譯成決心
[00:15:08.200 --> 00:15:08.960]  定自呢
[00:15:08.960 --> 00:15:10.400]  意思就是確立目標
[00:15:10.400 --> 00:15:11.880]  清楚使命
