
[00:00:00.000 --> 00:00:03.720]  昨天我們有一個小組長的充電特會
[00:01:46.680 --> 00:01:47.960]  Amen
[00:01:47.960 --> 00:01:50.520]  當然在我們整個教會成長的過程當中
[00:01:50.520 --> 00:01:53.200]  小組的事工是非常重要的
[00:01:53.200 --> 00:01:56.800]  因為小組是教會能夠滿足
[00:01:56.800 --> 00:02:00.920]  不同人心需要的一個橋梁
[00:02:00.920 --> 00:02:01.640]  我再次說
[00:02:01.640 --> 00:02:05.320]  小組是教會能夠滿足
[00:02:05.320 --> 00:02:09.640]  不同人心需要的一個橋梁
[00:02:09.640 --> 00:02:13.800]  今天教會若希望能夠持續地成長
[00:02:13.800 --> 00:02:18.120]  教會如果繼續希望滿足不同人群的需要
[00:02:18.120 --> 00:02:22.360]  我們就必須一次又一次來看重小組的工作
[00:02:22.360 --> 00:02:24.680]  所以今天早上要從三方面
[00:02:24.680 --> 00:02:28.800]  我來講到小組事工的一個更新
[00:02:28.800 --> 00:02:30.400]  第一方面的更新
[00:02:30.400 --> 00:02:32.280]  是在意象上要更新
[00:02:32.280 --> 00:02:36.120]  跟你們說在意象上要更新
[00:02:36.120 --> 00:02:38.600]  在今天我們所讀的很熟悉的
[00:02:38.600 --> 00:02:41.000]  五餅二魚的神機的故事當中
[00:02:41.000 --> 00:02:42.000]  我們看見
[00:02:42.000 --> 00:02:45.880]  你知道門徒們看見許多人
[00:02:45.880 --> 00:02:51.000]  是跟耶穌看見許多人反應是不大一樣
[00:02:51.000 --> 00:02:56.000]  門徒們看見許多人就很擔心
[00:02:56.000 --> 00:02:56.680]  怎麼辦
[00:02:56.680 --> 00:02:58.800]  這是野地
[00:02:58.800 --> 00:02:59.520]  這麼多人
[00:02:59.520 --> 00:03:02.080]  我們怎麼能夠餵飽他們吃呢
[00:03:02.080 --> 00:03:03.640]  就算我們有一點食物
[00:03:03.640 --> 00:03:05.480]  我們自己吃都還不夠
[00:03:05.480 --> 00:03:08.280]  怎麼管得了他們呢
[00:03:08.280 --> 00:03:09.880]  所以他們跟耶穌說
[00:03:09.880 --> 00:03:12.120]  趕快叫他們散開吧
[00:03:12.120 --> 00:03:14.880]  我們管不了他們了
[00:03:14.880 --> 00:03:19.040]  可是沒想到耶穌在這個時候轉向他們
[00:03:19.040 --> 00:03:23.160]  對他們說你們給他們吃吧
[00:03:23.160 --> 00:03:27.120]  門徒們的反應是叫他們趕快散開
[00:03:27.120 --> 00:03:32.120]  耶穌的反應是你們給他們吃吧
[00:03:32.120 --> 00:03:34.120]  在這裡我們再次看見
[00:03:34.120 --> 00:03:39.400]  整個小主外展的一個意象跟使命
[00:03:39.400 --> 00:03:42.960]  今天我們這次去做小主教會
[00:03:42.960 --> 00:03:47.040]  絕對不只是為了你來預備一個溫暖的窩
[00:03:47.040 --> 00:03:52.440]  讓你能夠享受鼠鄰大家庭的溫暖跟愛心而已
[00:03:52.440 --> 00:03:56.560]  你知道今天很多時候教會很容易落入一個陷阱的裡面
[00:03:56.560 --> 00:04:00.680]  就是把教會當成信徒的俱樂部一樣
[00:04:00.680 --> 00:04:03.640]  我們只要有好的講道
[00:04:03.640 --> 00:04:04.960]  有好的崇拜
[00:04:04.960 --> 00:04:06.320]  有好的場地
[00:04:06.320 --> 00:04:09.200]  我們能夠自我滿足就好了
[00:04:09.200 --> 00:04:13.480]  我們卻忘記了主的使命是要叫我們怎麼樣
[00:04:13.480 --> 00:04:17.080]  去使萬民做主的門徒
[00:04:17.080 --> 00:04:20.080]  我們卻忘記了主的命令告訴我們說
[00:04:20.080 --> 00:04:24.760]  施比受是更為有福的
[00:04:24.760 --> 00:04:29.840]  今天我們能夠在主的裡面得享神的恩典當然很好
[00:04:29.840 --> 00:04:33.000]  我們能夠得享神的祝福當然很好
[00:04:33.000 --> 00:04:38.840]  但是你千萬不要忘記主給我們心中的呼召跟使命
[00:04:38.840 --> 00:04:42.560]  你要記得當主呼召彼得跟其他門徒
[00:04:42.560 --> 00:04:44.600]  來跟從他的時候
[00:04:44.600 --> 00:04:46.200]  主沒有硬使他們說
[00:04:46.200 --> 00:04:48.960]  嘿,你要得魚了
[00:04:48.960 --> 00:04:50.480]  主有沒有這樣說?
[00:04:50.480 --> 00:04:52.800]  沒有,主怎麼說的?
[00:04:52.800 --> 00:04:56.320]  你要得人如得魚
[00:04:56.320 --> 00:04:57.480]  Amen
[00:04:57.480 --> 00:05:03.720]  跟你旁邊說是得人啦,不是得魚,你跟他說
[00:05:03.720 --> 00:05:06.640]  當然主的心意樂意讓我們得魚了
[00:05:06.640 --> 00:05:09.640]  事實上你看見後來主耶穌從死裡復活之後
[00:05:09.640 --> 00:05:11.640]  彼得帶著門徒出去打魚
[00:05:11.640 --> 00:05:15.400]  主還是給他153條魚,Hallelujah
[00:05:15.400 --> 00:05:17.400]  主還是充滿憐憫
[00:05:17.400 --> 00:05:19.400]  但是主呼召我們的心意
[00:05:19.400 --> 00:05:23.440]  不只是讓我們得到物質上的豐足而已
[00:05:23.440 --> 00:05:27.800]  主呼召我們的心意來是要為主得人
[00:05:27.800 --> 00:05:28.800]  Amen
[00:05:28.800 --> 00:05:34.480]  你知道今天我看見很多的基督徒很渴望能夠尋求神的心意
[00:05:34.480 --> 00:05:38.800]  但他們卻忽略了神最明顯的心意
[00:05:38.800 --> 00:05:43.480]  那就是神願意萬人得救,不願意一人沈淪
[00:05:43.480 --> 00:05:44.480]  Amen
[00:05:44.480 --> 00:05:48.720]  你知道在路加福音15章裡面主講了三個比喻
[00:05:48.720 --> 00:05:52.640]  主用三個比喻在講同一件事情
[00:05:52.640 --> 00:05:57.640]  想想看如果主用三個比喻跟我們講同一件事情
[00:05:57.640 --> 00:06:00.080]  這件事情是不是很重要啊
[00:06:00.080 --> 00:06:01.280]  當然很重要
[00:06:01.280 --> 00:06:07.040]  耶穌很少這樣這麼密集的用三個比喻只講同一件事情
[00:06:07.040 --> 00:06:11.240]  講到失去的羊被尋回來
[00:06:11.240 --> 00:06:14.880]  失去的錢被找回來
[00:06:14.880 --> 00:06:17.880]  失去的兒子就浪子回頭的故事了
[00:06:17.880 --> 00:06:20.600]  失去的兒子被找回來
[00:06:20.600 --> 00:06:27.120]  每一個比喻的結果都是歡歡喜喜
[00:06:27.120 --> 00:06:31.040]  你知道什麼事情最讓神歡喜嗎
[00:06:31.040 --> 00:06:36.480]  就當神看見一個失上的靈魂回轉來歸向神的時候
[00:06:36.480 --> 00:06:39.400]  這是最讓神開心的事情
[00:06:39.400 --> 00:06:40.480]  Amen
[00:06:40.480 --> 00:06:43.440]  每次當我讀到這個比喻的時候
[00:06:43.440 --> 00:06:46.680]  我的心都不能不再一次被觸動
[00:06:46.680 --> 00:06:49.760]  我們來看路加福音第十五章第三節到第五節
[00:06:49.760 --> 00:06:54.600]  主耶穌第一個比喻講到失去了羊的比喻
[00:06:54.600 --> 00:06:56.320]  所以說你們中間誰有一百隻羊
[00:06:56.320 --> 00:07:00.120]  失去了一隻不把這九十九隻撇在曠野去找那失去的羊
[00:07:00.120 --> 00:07:01.800]  直到找著了呢
[00:07:01.800 --> 00:07:06.920]  找著了就歡歡喜喜的扛在肩上回到家裡
[00:07:06.920 --> 00:07:09.720]  說老實話每一次我讀到這段經文
[00:07:09.720 --> 00:07:11.240]  我在想如果是我
[00:07:11.240 --> 00:07:14.680]  我絕對不會做跟耶穌做的一樣的事情
[00:07:14.680 --> 00:07:16.680]  我一定做相反的事情
[00:07:16.680 --> 00:07:17.680]  不是嗎
[00:07:17.680 --> 00:07:20.120]  九十九隻夠了啦
[00:07:20.120 --> 00:07:23.760]  都忙得來不及了還管那一隻幹什麼呢
[00:07:23.760 --> 00:07:29.720]  更何況主說要撇下九十九隻去找那一隻直到找到為止
[00:07:29.720 --> 00:07:31.120]  想想看你會這樣做嗎
[00:07:31.120 --> 00:07:33.800]  誠實回答
[00:07:33.800 --> 00:07:35.680]  絕對不會
[00:07:35.680 --> 00:07:38.680]  主啊你的邏輯有問題
[00:07:38.680 --> 00:07:42.360]  誰會撇下九十九隻去找那一隻呢
[00:07:42.360 --> 00:07:49.280]  但主的心意卻是在那第一百隻羊身上
[00:07:49.280 --> 00:07:52.880]  主說他會撇下那九十九隻
[00:07:52.880 --> 00:07:58.640]  去找那第一百隻直到找到為止
[00:07:58.640 --> 00:08:05.120]  就像主耶穌在尋找那個撒瑪利亞婦人在井旁遇見他一樣
[00:08:05.120 --> 00:08:09.360]  聖經說主必須經過撒瑪利亞
[00:08:09.360 --> 00:08:11.760]  怎麼可能必須經過
[00:08:11.760 --> 00:08:16.400]  當時的猶太人把撒瑪利亞城當作不捷徑的城
[00:08:16.400 --> 00:08:21.520]  每一個猶太人都要繞道而行不要直接的走過撒瑪利亞城
[00:08:21.520 --> 00:08:23.320]  怎麼會有人必須進去
[00:08:23.320 --> 00:08:26.720]  不可能的大家繞道而行沒有人要必須進去
[00:08:26.720 --> 00:08:31.960]  但聖經很清楚說耶穌必須經過撒瑪利亞
[00:08:31.960 --> 00:08:33.360]  為什麼
[00:08:33.360 --> 00:08:39.160]  就是要尋找那個在井旁的撒瑪利亞婦人
[00:08:39.160 --> 00:08:44.960]  主的心意永遠是在那第一百隻羊身上
[00:08:44.960 --> 00:08:47.280]  第二你明白主的心嗎
[00:08:47.280 --> 00:08:49.360]  今天有很多人喜歡追求
[00:08:49.360 --> 00:08:54.120]  可是追求來追求去卻抓不到主的心啊
[00:08:54.120 --> 00:08:56.320]  這何等可惜的事情
[00:08:56.320 --> 00:08:58.360]  現在小主裡面也是這樣
[00:08:58.360 --> 00:09:01.440]  我們很容易看中那九十九隻不是嗎
[00:09:01.440 --> 00:09:04.520]  都來不及了忙的都來不及了
[00:09:04.520 --> 00:09:09.600]  我們卻忽略了神的使命跟神的心意
[00:09:09.600 --> 00:09:10.960]  但其實弟兄姐妹
[00:09:10.960 --> 00:09:17.200]  小主才是最合乎聖經的一個傳福音的方式
[00:09:17.200 --> 00:09:23.160]  小主才是最合乎聖經一個傳福音的單位你知道嗎
[00:09:23.160 --> 00:09:26.960]  以前我們在教會裡面常常強調一領一歸主
[00:09:26.960 --> 00:09:29.960]  聽過嗎常常一領一一帶一歸向耶穌基督
[00:09:29.960 --> 00:09:30.800]  一領一
[00:09:30.800 --> 00:09:33.400]  在我辦公室里有人送我一幅畫
[00:09:33.400 --> 00:09:34.760]  畫得非常的漂亮
[00:09:34.760 --> 00:09:37.840]  畫的一個漁夫在釣魚
[00:09:37.840 --> 00:09:41.040]  下面就是告訴我得人要得魚
[00:09:41.040 --> 00:09:44.680]  就表示要釣魚能夠得到魚
[00:09:44.680 --> 00:09:48.360]  我越看那個圖畫就越不像聖經的圖畫
[00:09:48.360 --> 00:09:50.840]  那事實上在整個教會當中也是這樣
[00:09:50.840 --> 00:09:55.680]  根據教會所有的統計就發現在教會當中能夠傳福音
[00:09:55.680 --> 00:10:00.960]  一對一一領一傳福音的有這樣恩賜的只不過是十分之一了
[00:10:00.960 --> 00:10:02.960]  十個裡面只有一個有這樣的恩賜
[00:10:02.960 --> 00:10:05.480]  能夠一個帶一個帶信耶穌
[00:10:05.480 --> 00:10:09.880]  難怪在教會裡面其他人就感覺不是有罪惡感呢
[00:10:09.880 --> 00:10:12.640]  就是感覺這根本與我無關
[00:10:12.640 --> 00:10:15.160]  就那十分之一的事情而已
[00:10:15.160 --> 00:10:16.520]  可是如果你仔細讀聖經
[00:10:16.520 --> 00:10:19.520]  這完全不是聖經裡面給我們的圖畫
[00:10:19.520 --> 00:10:22.600]  當耶穌說你們要得人如得魚的時候
[00:10:22.600 --> 00:10:28.600]  那個整個背景根本不是講到釣魚的漁夫
[00:10:28.600 --> 00:10:34.120]  整個背景是講到用魚網捕魚的漁夫
[00:10:34.120 --> 00:10:37.240]  換句話說那個背景不是講到一個人
[00:10:37.240 --> 00:10:39.640]  那個背景是講到一個community
[00:10:39.640 --> 00:10:41.520]  講到一個社群
[00:10:41.520 --> 00:10:43.520]  講到一個漁村
[00:10:43.520 --> 00:10:45.600]  是一個社區
[00:10:45.600 --> 00:10:50.040]  在這樣一個社區裡面有人捕網有人撒網
[00:10:50.040 --> 00:10:52.240]  有人清理有人買賣
[00:10:52.240 --> 00:10:55.280]  最後大家一起享受收成
[00:10:55.280 --> 00:10:56.360]  Hallelujah
[00:10:56.360 --> 00:10:59.080]  這不就是小主的模式嗎
[00:10:59.080 --> 00:11:00.000]  Amen
[00:11:00.000 --> 00:11:01.560]  這就是小主的模式
[00:11:01.560 --> 00:11:03.320]  我們每個人做不一樣的事情
[00:11:03.320 --> 00:11:05.200]  按照神給我們的恩賜做不一樣的事情
[00:11:05.200 --> 00:11:08.280]  但我們一同享受那個極大的收成
[00:11:08.280 --> 00:11:11.680]  所以我們看見這個得人如魚的應許
[00:11:11.680 --> 00:11:13.760]  其實是給小主的
[00:11:13.760 --> 00:11:14.640]  Amen
[00:11:14.640 --> 00:11:18.960]  我跟你們說得人如魚是給小主的
[00:11:18.960 --> 00:11:22.520]  求主幫助我們真是明白這樣一個意向
[00:11:22.520 --> 00:11:24.320]  讓我們不要覺得這與我無關
[00:11:24.320 --> 00:11:26.040]  這與我們每一個人都有關
[00:11:26.040 --> 00:11:29.000]  當小主是一個傳福音單位的時候
[00:11:29.000 --> 00:11:32.080]  我們就看見生命江河怎麼流入社區呢
[00:11:32.080 --> 00:11:36.600]  生命的江河只有透過每一個小主
[00:11:36.600 --> 00:11:39.840]  在小主裡面都參與在裡面
[00:11:39.840 --> 00:11:41.400]  透過每一個小主
[00:11:41.400 --> 00:11:46.040]  生命河要流進社區流進萬國萬民裡面
[00:11:46.040 --> 00:11:46.880]  Amen
[00:11:46.880 --> 00:11:50.040]  你一定要看見這樣一個意向
[00:11:50.040 --> 00:11:51.400]  第二件事情
[00:11:51.400 --> 00:11:53.520]  我們要在做法上要更新
[00:11:53.520 --> 00:11:57.200]  跟你旁邊說要在做法上要更新
[00:11:57.200 --> 00:11:58.560]  你知道馬太福音呢
[00:11:58.560 --> 00:12:00.480]  也講到五餅二魚的神跡
[00:12:00.480 --> 00:12:03.360]  但馬太福音講到另外一件事情
[00:12:03.360 --> 00:12:05.760]  馬太福音十四章十九節我們看見
[00:12:05.760 --> 00:12:08.440]  這裡說於是吩咐眾人坐在草地上
[00:12:08.440 --> 00:12:10.160]  就拿了這五個餅兩條魚
[00:12:10.160 --> 00:12:13.680]  望著天祝福剝開餅遞給門徒
[00:12:13.680 --> 00:12:16.840]  門徒又遞給眾人
[00:12:16.840 --> 00:12:21.360]  這裡讓我們看見一個恩典傳遞的原則
[00:12:21.360 --> 00:12:25.360]  神的恩典是由主傳遞給門徒
[00:12:25.360 --> 00:12:26.600]  然後門徒呢
[00:12:26.600 --> 00:12:29.720]  再繼續傳遞給眾人
[00:12:29.720 --> 00:12:31.880]  而我相信在這個過程當中
[00:12:31.880 --> 00:12:36.520]  每一個人都需要繼續傳遞下去
[00:12:36.520 --> 00:12:39.760]  否則主的恩典就會停止
[00:12:39.760 --> 00:12:40.960]  要注意在這裡
[00:12:40.960 --> 00:12:44.400]  不是等你吃飽了再去傳
[00:12:44.400 --> 00:12:46.600]  而是在傳的過程當中
[00:12:46.600 --> 00:12:48.680]  邊吃邊傳
[00:12:48.680 --> 00:12:51.440]  直到大家吃飽了
[00:12:51.440 --> 00:12:55.280]  跟你旁邊說是邊吃邊傳
[00:12:55.280 --> 00:12:58.840]  在這裡我們看見很重要的真理在這裡
[00:12:58.840 --> 00:13:03.000]  那就是說在整個小組的牧養當中
[00:13:03.000 --> 00:13:04.520]  不是只靠小組長
[00:13:04.520 --> 00:13:06.600]  不只靠牧師
[00:13:06.600 --> 00:13:08.080]  是靠每一個人
[00:13:08.080 --> 00:13:11.200]  我們每一個人都需要參與在這個過程裡面
[00:13:11.200 --> 00:13:15.160]  也不是等我們吃飽了以後再傳下一個
[00:13:15.160 --> 00:13:16.280]  如果是這樣的話
[00:13:16.280 --> 00:13:18.280]  那就很難傳下去了
[00:13:18.280 --> 00:13:20.520]  因為等小組長吃飽了再傳
[00:13:20.520 --> 00:13:22.720]  你已經餓死了
[00:13:22.720 --> 00:13:23.880]  因為小組長永遠吃不飽
[00:13:23.880 --> 00:13:25.680]  你也吃不飽
[00:13:25.680 --> 00:13:29.040]  我們永遠是邊吃邊傳
[00:13:29.040 --> 00:13:31.400]  一邊領受一邊傳遞
[00:13:31.400 --> 00:13:33.800]  永遠不是等你吃飽了
[00:13:33.800 --> 00:13:35.720]  這是很多時候在教會錯誤的觀念
[00:13:35.720 --> 00:13:37.800]  等我飽了
[00:13:37.800 --> 00:13:39.600]  等我滿足了
[00:13:39.600 --> 00:13:42.120]  等我需要解決問題解決了
[00:13:42.120 --> 00:13:43.920]  讓我再做其他事情吧
[00:13:43.920 --> 00:13:45.320]  錯了
[00:13:45.320 --> 00:13:47.560]  是邊吃邊傳
[00:13:47.560 --> 00:13:51.360]  直到大家都一同飽足為止
[00:13:51.360 --> 00:13:52.960]  領受了神的恩典嗎
[00:13:52.960 --> 00:13:54.520]  就要分享出去
[00:13:54.520 --> 00:13:56.040]  領受了神的話語嗎
[00:13:56.040 --> 00:13:58.040]  今天就跟別人分享吧
[00:13:58.040 --> 00:14:00.800]  不要一天到晚東家長西家短了
[00:14:00.800 --> 00:14:01.880]  你要告訴別人說
[00:14:01.880 --> 00:14:02.680]  嘿
[00:14:02.680 --> 00:14:04.080]  今天我讀到一句神的話語
[00:14:04.080 --> 00:14:05.320]  太棒了
[00:14:05.320 --> 00:14:07.280]  讓我與你分享
[00:14:07.280 --> 00:14:08.560]  領受了神的愛嗎
[00:14:08.560 --> 00:14:10.960]  今天就把神的愛分享出去吧
[00:14:10.960 --> 00:14:13.200]  去探訪關懷那些需要的人群
[00:14:13.200 --> 00:14:14.200]  為他們禱告
[00:14:14.200 --> 00:14:16.680]  把他們帶到神的面前
[00:14:16.680 --> 00:14:18.400]  第二點今天你來到我們教會
[00:14:18.400 --> 00:14:21.360]  你一定要有一個學習跟明白
[00:14:21.360 --> 00:14:22.440]  就是你來到我們教會
[00:14:22.440 --> 00:14:25.520]  不能夠再只等牧師了
[00:14:25.520 --> 00:14:27.400]  那是舊約時代的觀念
[00:14:27.400 --> 00:14:29.600]  舊約時代就等祭司
[00:14:29.600 --> 00:14:30.800]  到新約時代沒有祭司
[00:14:30.800 --> 00:14:33.080]  你就等牧師
[00:14:33.080 --> 00:14:34.680]  錯了
[00:14:34.680 --> 00:14:37.760]  在新約時代你就是祭司
[00:14:37.760 --> 00:14:38.680]  Amen
[00:14:38.680 --> 00:14:41.440]  跟你媽說你就是祭司
[00:14:41.440 --> 00:14:43.240]  所以你不要再拼命等誰
[00:14:43.240 --> 00:14:44.840]  你就是祭司你還等誰
[00:14:44.840 --> 00:14:45.200]  不用
[00:14:45.200 --> 00:14:48.200]  人家還等你來服侍他
[00:14:48.200 --> 00:14:49.280]  不要再等了
[00:14:49.280 --> 00:14:51.920]  神的心意就是要讓我們每一個人
[00:14:51.920 --> 00:14:54.680]  去服侍我們身旁周圍的人
[00:14:54.680 --> 00:14:55.600]  Amen
[00:14:55.600 --> 00:14:57.680]  你說我怎麼樣開始服侍呢
[00:14:57.680 --> 00:14:59.680]  我告訴你小主
[00:14:59.680 --> 00:15:03.680]  是一個最好開始服侍的場所
[00:15:03.680 --> 00:15:05.360]  因為在小主裡面
[00:15:05.360 --> 00:15:07.680]  我們可以彼此的相顧
[00:15:07.680 --> 00:15:09.760]  彼此的扶持
[00:15:09.760 --> 00:15:11.640]  彼此的鼓勵
[00:15:11.640 --> 00:15:13.640]  可以彼此的提醒
[00:15:13.640 --> 00:15:17.040]  你要知道今天如果你想做任何一件事情
[00:15:17.040 --> 00:15:18.720]  若是只有你一個人做
[00:15:18.720 --> 00:15:20.440]  那就很難
[00:15:20.440 --> 00:15:22.880]  如果你能夠有個伴
[00:15:22.880 --> 00:15:24.280]  忽然間你就覺得
[00:15:24.280 --> 00:15:26.440]  不那麼困難了不是嗎
[00:15:26.440 --> 00:15:29.120]  就好像你想去gym去運動
[00:15:29.120 --> 00:15:30.560]  如果只有你一個人
[00:15:30.560 --> 00:15:33.120]  你就會發懶懶惰
[00:15:33.120 --> 00:15:34.360]  交了年費
[00:15:34.360 --> 00:15:37.320]  一年還沒去幾次不是嗎
[00:15:37.320 --> 00:15:38.720]  可是如果你有個伴
[00:15:38.720 --> 00:15:40.000]  相邀一起去
[00:15:40.000 --> 00:15:40.640]  哇
[00:15:40.640 --> 00:15:42.800]  你發現完全不一樣
[00:15:42.800 --> 00:15:43.840]  你就很有勁
[00:15:43.840 --> 00:15:46.200]  每天持續去運動
[00:15:46.200 --> 00:15:47.800]  有個伴是不一樣的
[00:15:47.800 --> 00:15:49.400]  服侍也是這樣
[00:15:49.400 --> 00:15:50.880]  如果你一個人在服侍
[00:15:50.880 --> 00:15:53.480]  那你覺得是又累又不討好
[00:15:53.480 --> 00:15:55.280]  兩三下你就burn out
[00:15:55.280 --> 00:15:57.600]  吵得說不乾了不乾了
[00:15:57.600 --> 00:15:59.600]  但如果你有個伴在一起
[00:15:59.600 --> 00:16:00.760]  你就發現
[00:16:00.760 --> 00:16:02.360]  分享的喜樂
[00:16:02.360 --> 00:16:04.200]  真的是加倍的
[00:16:04.200 --> 00:16:05.920]  分擔的重擔
[00:16:05.920 --> 00:16:08.240]  真的是減半的
[00:16:08.240 --> 00:16:11.040]  我還記得上次我們在介紹兒童侍工的時候
[00:16:11.040 --> 00:16:11.800]  放了個video
[00:16:11.800 --> 00:16:13.160]  有兩個姐妹做見證
[00:16:13.160 --> 00:16:14.840]  你還記得嗎
[00:16:14.840 --> 00:16:16.520]  其中一位姐妹是
[00:16:16.520 --> 00:16:18.520]  從小對兒童侍工就很有負擔
[00:16:18.520 --> 00:16:22.520]  一直在兒童侍工服侍了很久
[00:16:22.520 --> 00:16:24.320]  而她做小組長的時候
[00:16:24.320 --> 00:16:26.280]  就把她小組的很多其他弟兄姐妹
[00:16:26.280 --> 00:16:29.920]  一個個陸陸續續都抓進兒童部來侍奉
[00:16:29.920 --> 00:16:32.040]  一開始這些人都從幫手做起
[00:16:32.040 --> 00:16:34.480]  不會說從幫手helper做起的
[00:16:34.480 --> 00:16:35.360]  可是現在
[00:16:35.360 --> 00:16:37.600]  其實後來第二個姐妹在做見證的時候
[00:16:37.600 --> 00:16:38.240]  第二個姐妹說
[00:16:38.240 --> 00:16:40.480]  她現在已經成為資深的老師了
[00:16:40.480 --> 00:16:41.640]  Hallelujah
[00:16:41.640 --> 00:16:43.240]  當有一個伴的時候
[00:16:43.240 --> 00:16:46.720]  你看見很容易就進入在服侍當中
[00:16:46.720 --> 00:16:49.640]  我還記得有一次在凌涼特會當中也是如此
[00:16:49.640 --> 00:16:50.680]  我還記得那年凌涼特會
[00:16:50.680 --> 00:16:54.680]  我們缺乏兒童以及交通指揮的一些人
[00:16:54.680 --> 00:16:56.560]  結果有一兩個小組
[00:16:56.560 --> 00:16:58.440]  他們就立刻決定
[00:16:58.440 --> 00:17:01.560]  所有的小組進入兒童侍工幫忙
[00:17:01.560 --> 00:17:04.240]  所有弟兄去外面指揮交通
[00:17:04.240 --> 00:17:04.680]  哇
[00:17:04.680 --> 00:17:07.560]  忽然間本來這個大家不大情願去做的事情
[00:17:07.560 --> 00:17:10.240]  一下子因為大家一起去做
[00:17:10.240 --> 00:17:10.560]  哇
[00:17:10.560 --> 00:17:11.800]  乾淨十足
[00:17:11.800 --> 00:17:14.320]  我們順利完成當年的特會
[00:17:14.320 --> 00:17:15.600]  Amen
[00:17:15.600 --> 00:17:20.720]  小組是一個最好開始服侍的地方
[00:17:20.720 --> 00:17:22.560]  而在服侍當中
[00:17:22.560 --> 00:17:25.760]  我們生命就能夠一同成長
[00:17:25.760 --> 00:17:29.000]  我們的眼光能夠被神所打開
[00:17:29.000 --> 00:17:32.320]  我們才能夠更多體會神的心意
[00:17:32.320 --> 00:17:34.160]  來與神同工
[00:17:34.160 --> 00:17:36.080]  擴展神的國度
[00:17:36.080 --> 00:17:36.960]  Amen
[00:17:36.960 --> 00:17:38.600]  所以我們在做法上
[00:17:38.600 --> 00:17:39.880]  我們要來更新
[00:17:39.880 --> 00:17:41.480]  你就發現參與服侍
[00:17:41.480 --> 00:17:44.760]  大家就是喇叭喇叭一起來做的時候
[00:17:44.760 --> 00:17:45.840]  乾淨十足
[00:17:45.840 --> 00:17:47.240]  你就參與服侍
[00:17:47.240 --> 00:17:48.760]  你就進入服侍當中
[00:17:48.760 --> 00:17:50.600]  你能夠明白神的心意
[00:17:50.600 --> 00:17:53.560]  你能夠成全神的國度的意思
[00:17:53.560 --> 00:17:54.640]  第三方面的更新
[00:17:54.640 --> 00:17:56.120]  我們在心智上要更新
[00:17:56.120 --> 00:17:59.640]  跟你們說在心智上要更新
[00:17:59.640 --> 00:18:01.000]  在約翰福音的記載里
[00:18:01.000 --> 00:18:02.760]  又有一個很不同的記載
[00:18:02.760 --> 00:18:04.440]  約翰福音第六章第九節
[00:18:04.440 --> 00:18:05.240]  記載這件經文
[00:18:05.240 --> 00:18:06.600]  特別講到一件事情
[00:18:06.600 --> 00:18:08.800]  這裡有一個孩童
