
[00:00:00.000 --> 00:00:06.080]  今天講的題目是「歸神為性的祭司」
[00:06:01.440 --> 00:06:03.760]  也都不可以撕裂衣服
[00:06:03.760 --> 00:06:07.280]  不可以靠近祭司
[00:06:07.280 --> 00:06:09.560]  就是說在這個
[00:06:09.560 --> 00:06:20.760]  以及要做他的職事的時候
[00:06:20.760 --> 00:06:23.640]  不可以因為辦理親人的喪事
[00:06:23.640 --> 00:06:25.520]  來擅離職守
[00:06:25.520 --> 00:06:26.720]  離開會幕
[00:06:26.720 --> 00:06:29.520]  這些人都不可以
[00:06:29.520 --> 00:06:32.160]  你就會說好像很不公平
[00:06:32.160 --> 00:06:33.240]  是不是很公平呢
[00:06:33.240 --> 00:06:34.320]  為什麼祭司可以
[00:06:34.320 --> 00:06:36.360]  為什麼大祭司不可以呢
[00:06:36.360 --> 00:06:39.240]  因為大祭司連親人都不可以
[00:06:39.240 --> 00:06:43.560]  來幫他們處理喪事的事情
[00:06:43.560 --> 00:06:45.240]  很不公平
[00:06:45.240 --> 00:06:46.280]  為什麼祭司可以
[00:06:46.280 --> 00:06:47.840]  為什麼大祭司不可以呢
[00:06:47.840 --> 00:06:50.880]  為什麼神會對不同的人
[00:06:50.880 --> 00:06:52.880]  有不同的期望呢
[00:06:52.880 --> 00:06:55.360]  公不公平呢
[00:06:55.360 --> 00:06:58.600]  我們看《路加福音》主耶穌一段話
[00:06:58.600 --> 00:07:00.920]  主耶穌說
[00:07:00.920 --> 00:07:05.840]  主耶穌說到一個僕人和主人之間的關係
[00:07:05.840 --> 00:07:07.240]  主耶穌就說
[00:07:07.240 --> 00:07:09.200]  因為多給誰
[00:07:09.200 --> 00:07:11.560]  就向誰多取
[00:07:11.560 --> 00:07:12.640]  多托誰
[00:07:12.640 --> 00:07:16.120]  就向誰多要
[00:07:16.120 --> 00:07:17.320]  大家記不記得
[00:07:17.320 --> 00:07:19.680]  主耶穌曾經說過一個比喻
[00:07:19.680 --> 00:07:22.520]  一個主人給一些僕人五千
[00:07:22.520 --> 00:07:23.240]  有些二千
[00:07:23.240 --> 00:07:25.280]  有些一千
[00:07:25.280 --> 00:07:26.000]  你說公不公平呢
[00:07:26.000 --> 00:07:28.280]  為什麼有些多有些少呢
[00:07:28.280 --> 00:07:29.760]  不過大家留意
[00:07:29.760 --> 00:07:32.000]  這個主人從來沒有要求
[00:07:32.000 --> 00:07:33.560]  拿到一千的那個
[00:07:33.560 --> 00:07:36.360]  將來他的回報是要回報五千的
[00:07:36.360 --> 00:07:37.920]  如果是這樣的要求的時候
[00:07:37.920 --> 00:07:39.600]  這個就是不公平
[00:07:39.600 --> 00:07:43.880]  所以大家不需要過分的宅度
[00:07:43.880 --> 00:07:45.200]  或者羨慕一些
[00:07:45.200 --> 00:07:47.600]  為什麼那個人這麼多恩賜
[00:07:47.600 --> 00:07:49.920]  神為什麼給我是這麼少恩賜呢
[00:07:49.920 --> 00:07:50.640]  不需要這樣
[00:07:50.640 --> 00:07:51.440]  就是羨慕
[00:07:51.440 --> 00:07:53.760]  因為這個經文說得很清楚
[00:07:53.760 --> 00:07:55.000]  多給的
[00:07:55.000 --> 00:07:57.520]  神就會向多給的
[00:07:57.520 --> 00:08:00.160]  會多收取
[00:08:00.160 --> 00:08:02.600]  這個是神給我們的一個教導
[00:08:02.600 --> 00:08:04.800]  所以問題就不是在於我們
[00:08:04.800 --> 00:08:07.280]  在神的裡面拿到多少的恩賜
[00:08:07.280 --> 00:08:08.560]  問題就在於我們
[00:08:08.560 --> 00:08:10.240]  在神給過我們的恩賜裡面
[00:08:10.240 --> 00:08:11.760]  我們是否很善用
[00:08:11.760 --> 00:08:12.880]  神所給過我們的恩賜
[00:08:12.880 --> 00:08:14.000]  在神的國度裡面
[00:08:14.000 --> 00:08:15.400]  這個才是最重要的
[00:08:15.400 --> 00:08:18.720]  我再看下去
[00:08:18.720 --> 00:08:20.960]  這裡說到大祭司是不同的
[00:08:20.960 --> 00:08:23.240]  因為大祭司是神所揀選
[00:08:23.240 --> 00:08:25.480]  成為他的僕人
[00:08:25.480 --> 00:08:29.080]  他的子民百姓的帶領者
[00:08:29.080 --> 00:08:30.560]  所以他是受高的
[00:08:30.560 --> 00:08:32.080]  他是穿聖衣的
[00:08:32.080 --> 00:08:34.280]  他是接聖職的
[00:08:34.280 --> 00:08:36.720]  而在這個《春夏奇記》的二十八章
[00:08:36.720 --> 00:08:38.040]  更加告訴我們
[00:08:38.040 --> 00:08:39.480]  當時的大祭司
[00:08:39.480 --> 00:08:43.320]  額頭上面掛著一個金牌
[00:08:43.320 --> 00:08:45.040]  這個金牌寫著
[00:08:45.040 --> 00:08:47.840]  歸耶和華為姓
[00:08:47.840 --> 00:08:49.840]  每次見到都知道
[00:08:49.840 --> 00:08:53.080]  這個大祭司是神所揀選出來
[00:08:53.080 --> 00:08:55.440]  成為民眾的一個大祭司
[00:08:55.440 --> 00:08:57.600]  來管理百姓
[00:08:57.600 --> 00:08:59.520]  所以這個遺憤
[00:08:59.520 --> 00:09:01.360]  是可以讓他
[00:09:01.360 --> 00:09:04.320]  上次洛权道也跟我們說過
[00:09:04.320 --> 00:09:06.840]  要進入到一個致聖所那裡
[00:09:06.840 --> 00:09:09.760]  為整個國家去贖罪的
[00:09:09.760 --> 00:09:12.240]  不單止大祭司
[00:09:12.240 --> 00:09:14.560]  是當時整個憲制制度的
[00:09:14.560 --> 00:09:16.480]  一個中心人物
[00:09:16.480 --> 00:09:19.240]  其實大祭司這個本身的遺憤
[00:09:19.240 --> 00:09:21.280]  是預表著直接
[00:09:21.280 --> 00:09:22.440]  好像一個影兒
[00:09:22.440 --> 00:09:25.120]  去彰顯主耶穌基督
[00:09:25.120 --> 00:09:26.480]  所以呢
[00:09:26.480 --> 00:09:28.080]  因為主耶穌基督
[00:09:28.080 --> 00:09:30.760]  是真真正正永遠的大祭司
[00:09:30.760 --> 00:09:33.280]  是祂才能夠
[00:09:33.280 --> 00:09:37.120]  將人的罪惡完全地贖去
[00:09:37.120 --> 00:09:40.400]  所以大祭司的遺憤是很高的
[00:09:40.400 --> 00:09:41.680]  也因為這樣
[00:09:41.680 --> 00:09:42.680]  聖經的原則
[00:09:42.680 --> 00:09:45.440]  多給誰就向誰多取
[00:09:45.440 --> 00:09:48.160]  多託誰就向誰多要
[00:09:48.160 --> 00:09:52.120]  所以神對大祭司的要求與期望
[00:09:52.120 --> 00:09:54.680]  都是更加的高
[00:09:54.680 --> 00:09:56.920]  接著經文爺也告訴我們
[00:09:56.920 --> 00:10:00.080]  有另外一些的規矩
[00:10:00.080 --> 00:10:02.520]  要求這個祭司的
[00:10:02.520 --> 00:10:04.920]  他說不可使頭降曲
[00:10:04.920 --> 00:10:07.800]  也不可剃除鬍鬚的周圍
[00:10:07.800 --> 00:10:10.400]  也不可用刀劃身
[00:10:10.400 --> 00:10:11.880]  而對於大祭司更加要求
[00:10:11.880 --> 00:10:13.240]  就是不可以逢頭散髮
[00:10:13.240 --> 00:10:14.400]  也不可以撕裂衣服
[00:10:14.400 --> 00:10:17.000]  這些所有的行動
[00:10:17.000 --> 00:10:18.480]  的動作
[00:10:18.480 --> 00:10:23.840]  是當時拜偶像的人
[00:10:23.840 --> 00:10:26.640]  去到二教徒的葬禮裡面
[00:10:26.640 --> 00:10:29.160]  通常都會做的事情
[00:10:29.160 --> 00:10:31.760]  為了顯示他們對假神
[00:10:31.760 --> 00:10:33.800]  偶像的敬拜
[00:10:33.800 --> 00:10:37.520]  也是對他們死去親人的
[00:10:37.520 --> 00:10:39.200]  一種哀悼
[00:10:39.200 --> 00:10:40.440]  記不記得我們
[00:10:40.440 --> 00:10:42.800]  之前上個星期說過些什麼
[00:10:42.800 --> 00:10:44.640]  我們要在
[00:10:44.640 --> 00:10:47.720]  道德和當時宗教風俗裡面
[00:10:47.720 --> 00:10:50.080]  分別出來
[00:10:50.080 --> 00:10:51.040]  為什麼
[00:10:51.040 --> 00:10:53.200]  因為我們被神所揀選
[00:10:53.200 --> 00:10:57.720]  是成為聖潔的國民
[00:10:57.720 --> 00:10:59.360]  所以就雖然今天
[00:10:59.360 --> 00:11:00.920]  你去葬禮會不會看到
[00:11:00.920 --> 00:11:02.440]  有人剃頭
[00:11:02.440 --> 00:11:03.320]  你去葬禮的時候
[00:11:03.320 --> 00:11:06.840]  會不會看到有人來割身體
[00:11:06.840 --> 00:11:09.920]  今天也許這些的
[00:11:09.920 --> 00:11:10.760]  當日的風俗
[00:11:10.760 --> 00:11:15.640]  已經不再存在今天的儀式裡面
[00:11:15.640 --> 00:11:17.280]  不過呢
[00:11:17.280 --> 00:11:20.240]  很多非基督教的葬禮
[00:11:20.240 --> 00:11:25.520]  都會包含很多偶像敬拜的元素在裡面
[00:11:25.520 --> 00:11:29.080]  大家去過一些其他宗教的葬禮嗎
[00:11:29.080 --> 00:11:30.520]  當你進去禮堂的時候
[00:11:30.520 --> 00:11:33.120]  如果有人第一支香給你
[00:11:33.120 --> 00:11:35.040]  叫你裝香
[00:11:35.040 --> 00:11:37.080]  你會去嗎
[00:11:37.080 --> 00:11:40.920]  如果有人叫你燒些元寶
[00:11:40.920 --> 00:11:41.920]  燒架飛機
[00:11:41.920 --> 00:11:43.160]  燒個大廚
[00:11:43.160 --> 00:11:44.640]  給你一個死者
[00:11:44.640 --> 00:11:47.640]  你會燒嗎
[00:11:47.640 --> 00:11:49.120]  不容易吧
[00:11:49.120 --> 00:11:50.160]  真的曾經有姐妹
[00:11:50.160 --> 00:11:51.600]  真的很大的困難
[00:11:51.600 --> 00:11:52.680]  來到我那裡問
[00:11:52.680 --> 00:11:54.800]  我可不可以做那些事呢
[00:11:54.800 --> 00:12:00.120]  我只能夠將正經的真理告訴她們
[00:12:00.120 --> 00:12:02.680]  因為特別當我們家族裡面
[00:12:02.680 --> 00:12:04.440]  有一些長者
[00:12:04.440 --> 00:12:06.800]  很堅持
[00:12:06.800 --> 00:12:08.400]  我說你就算了
[00:12:08.400 --> 00:12:09.840]  一定要
[00:12:09.840 --> 00:12:11.080]  無論你是不是基督徒
[00:12:11.080 --> 00:12:13.240]  你都要做一些
[00:12:13.240 --> 00:12:18.080]  他們其他宗教的禮儀的時候
[00:12:18.080 --> 00:12:19.600]  很困難
[00:12:19.600 --> 00:12:21.160]  但是聖經說得很清楚
[00:12:21.160 --> 00:12:24.000]  你們要歸我為聖
[00:12:24.000 --> 00:12:28.680]  因為我耶和華是聖的
[00:12:28.680 --> 00:12:29.320]  不容易
[00:12:29.320 --> 00:12:30.880]  這是聖經的教導
[00:12:30.880 --> 00:12:33.160]  除了人生的白事
[00:12:33.160 --> 00:12:34.960]  聖經在這裡也跟
[00:12:34.960 --> 00:12:36.400]  神也跟祭司說
[00:12:36.400 --> 00:12:39.360]  當我們遇到一些人生的紅白意事
[00:12:39.360 --> 00:12:42.800]  當我們面對一些婚姻的事情的時候
[00:12:42.800 --> 00:12:45.320]  神也有很多的教導和要求
[00:12:45.320 --> 00:12:47.120]  在經文的第七節
[00:12:47.120 --> 00:12:48.720]  神跟祭司說
[00:12:48.720 --> 00:12:50.520]  不可娶妓女
[00:12:50.520 --> 00:12:53.240]  或者被污的女人為妻
[00:12:53.240 --> 00:12:55.960]  也不可娶被憂的婦人為妻
[00:12:55.960 --> 00:12:59.760]  因為祭司是歸神為聖的
[00:12:59.760 --> 00:13:01.160]  而對於大祭司
[00:13:01.160 --> 00:13:03.320]  神的要求更加多了一層
[00:13:03.320 --> 00:13:06.840]  就是說你只可以娶民中的處女
[00:13:06.840 --> 00:13:08.200]  大家聽完這個要求
[00:13:08.200 --> 00:13:09.200]  這個吩咐
[00:13:09.200 --> 00:13:12.000]  會不會覺得有點不公平
[00:13:12.000 --> 00:13:13.280]  為什麼
[00:13:13.280 --> 00:13:15.200]  被污的女人
[00:13:15.200 --> 00:13:17.200]  她也不想的
[00:13:17.200 --> 00:13:18.800]  被憂的女人
[00:13:18.800 --> 00:13:19.800]  是不是
[00:13:19.800 --> 00:13:23.160]  可能是她的老公貪新忘舊而已
[00:13:23.160 --> 00:13:25.280]  為什麼好像將這些婦女
[00:13:25.280 --> 00:13:28.360]  視為不潔淨的婦人一樣呢
[00:13:28.360 --> 00:13:32.360]  會不會是不公平呢
[00:13:32.360 --> 00:13:36.280]  我們怎麼去思考這個問題呢
[00:13:36.280 --> 00:13:37.800]  我們首先要明白的就是
[00:13:37.800 --> 00:13:40.160]  很多時候
[00:13:40.160 --> 00:13:43.280]  祭司是有祂的屬靈義意思的
[00:13:43.280 --> 00:13:46.400]  祭司的位分本身是一個很代表性
[00:13:46.400 --> 00:13:48.440]  一個象徵性的意義的
[00:13:48.440 --> 00:13:50.200]  正如我們之前所說的
[00:13:50.200 --> 00:13:51.920]  祭司的職份是什麼
[00:13:51.920 --> 00:13:54.800]  是預表著耶穌基督的
[00:13:54.800 --> 00:13:59.040]  是預表著一個神與人之間的中間人
[00:13:59.040 --> 00:14:01.920]  所以祭司在這個角度來理解
[00:14:01.920 --> 00:14:04.160]  就是表達了
[00:14:04.160 --> 00:14:09.600]  在神面前的聖潔和純潔
[00:14:09.600 --> 00:14:10.960]  所以這樣的原因
[00:14:10.960 --> 00:14:13.320]  祭司的生命本身
[00:14:13.320 --> 00:14:19.680]  就是反映了神對祂的選民的要求
[00:14:19.680 --> 00:14:21.680]  聖潔 潔淨
[00:14:21.680 --> 00:14:23.200]  所以對於祭司來講
[00:14:23.200 --> 00:14:29.360]  神是禁止他們娶妓女
[00:14:29.360 --> 00:14:33.080]  或者是受厭的婦人
[00:14:33.080 --> 00:14:34.640]  而對於大祭司
[00:14:34.640 --> 00:14:38.240]  更加是要求他們娶民中的處女
[00:14:38.240 --> 00:14:41.800]  因為如果不是 大家可以想像一下
[00:14:41.800 --> 00:14:43.120]  大家可以想像
[00:14:43.120 --> 00:14:45.200]  就是祭司這個血統
[00:14:45.200 --> 00:14:48.480]  很快就會混淆了
[00:14:48.480 --> 00:14:50.200]  混淆了
[00:14:50.200 --> 00:14:52.520]  曾經有一個朋友跟我說
[00:14:52.520 --> 00:14:57.280]  跟我說 他有一個親戚娶了一個黑人
[00:14:57.280 --> 00:15:01.680]  生了一個小孩 就是黑色的小孩
[00:15:01.680 --> 00:15:03.160]  不只是黑色的皮膚
[00:15:03.160 --> 00:15:04.680]  還彎著頭髮的
[00:15:04.680 --> 00:15:08.280]  他說一見到這個小孩就很不開心
[00:15:08.280 --> 00:15:09.440]  為什麼
[00:15:09.440 --> 00:15:11.760]  他很難接受他們的家族裏面
[00:15:11.760 --> 00:15:16.160]  有一個跟他們不同樣子的小孩在裏面
[00:15:16.160 --> 00:15:18.400]  他說很難接受
[00:15:18.400 --> 00:15:21.080]  不過 大家我們要明白
[00:15:21.080 --> 00:15:24.600]  今天我們活在一個全球化的世界裏面
[00:15:24.600 --> 00:15:26.560]  我們是一個Globalization
[00:15:26.560 --> 00:15:27.480]  意思就是說
[00:15:27.480 --> 00:15:31.200]  無論你去哪個大城市 去哪個國家
[00:15:31.200 --> 00:15:34.000]  都會有很多不同顏色的民族在當中
[00:15:34.000 --> 00:15:37.480]  特別是澳洲 多元文化
[00:15:37.480 --> 00:15:40.720]  所以 種族與種族之間的通婚
[00:15:40.720 --> 00:15:42.960]  可以說是越來越普遍
[00:15:42.960 --> 00:15:43.960]  而更加重要一點
[00:15:43.960 --> 00:15:45.200]  如果我們看回聖經的時候
[00:15:45.200 --> 00:15:46.920]  保羅曾經在《義弗所書》
[00:15:46.920 --> 00:15:48.680]  這樣來跟我們說
[00:15:48.680 --> 00:15:52.000]  他說 從前你們是遠離神的人
[00:15:52.000 --> 00:15:53.640]  如今卻在基督耶穌裏面
[00:15:53.640 --> 00:15:55.840]  靠著神 靠著耶穌基督的血
[00:15:55.840 --> 00:15:57.400]  已經得親近了
[00:15:57.400 --> 00:15:58.960]  因他使我們
[00:15:58.960 --> 00:16:01.240]  這個「我們」使所有的民族信與不信
[00:16:01.240 --> 00:16:03.600]  或者其他什麼的民族都好
[00:16:03.600 --> 00:16:06.080]  都能夠和諧共處
[00:16:06.080 --> 00:16:09.360]  因為神使兩下都合而為一
[00:16:09.360 --> 00:16:10.080]  為什麼呢
[00:16:10.080 --> 00:16:14.640]  因為他拆毀了中間隔斷的牆
[00:16:14.640 --> 00:16:16.520]  不單止耶穌基督
[00:16:16.520 --> 00:16:20.600]  是將人與神之間的牆拆毀
[00:16:20.600 --> 00:16:21.880]  耶穌基督也拆毀了
[00:16:21.880 --> 00:16:24.840]  人與人相隔的牆
[00:16:24.840 --> 00:16:30.160]  以致無論你是什麼人的不同
[00:16:30.160 --> 00:16:31.920]  可以是種族
[00:16:31.920 --> 00:16:33.160]  可以是地位
[00:16:33.160 --> 00:16:34.240]  可以是財富
[00:16:34.240 --> 00:16:36.200]  無論什麼的隔絕
[00:16:36.200 --> 00:16:38.600]  神都可以打破
[00:16:38.600 --> 00:16:40.960]  只要我們在耶穌基督裏面的時候
[00:16:40.960 --> 00:16:43.440]  我們就是耶穌生造的人
[00:16:43.440 --> 00:16:48.360]  耶穌基督就是成為人群裏面的和睦
[00:16:48.360 --> 00:16:53.760]  所以縱然我們家族裏面有一個黑的
[00:16:53.760 --> 00:16:55.440]  有一個亂頭髮的
[00:16:55.440 --> 00:16:58.040]  我們不單止需要接受祂
[00:16:58.040 --> 00:16:59.200]  我們也需要愛祂
[00:16:59.200 --> 00:17:00.160]  為什麼呢
[00:17:00.160 --> 00:17:02.120]  因為神愛我們每一個人
[00:17:02.120 --> 00:17:06.000]  所以我們都要愛神愛的人
[00:17:06.000 --> 00:17:07.960]  不過在耶穌基督未來之前
[00:17:07.960 --> 00:17:10.440]  在舊約的時候
[00:17:10.440 --> 00:17:16.840]  在以色列人還未進入加南英雄之地的時候
[00:17:16.840 --> 00:17:20.400]  在新寧記第七章提醒我們
[00:17:20.400 --> 00:17:22.360]  神就去告誡他們
[00:17:22.360 --> 00:17:26.600]  說你們千萬不可以娶那裏的加南人
[00:17:26.600 --> 00:17:27.600]  為什麼呢
[00:17:27.600 --> 00:17:29.480]  並不是因為種族歧視
[00:17:29.480 --> 00:17:31.800]  而是因為當時的加南人是什麼
[00:17:31.800 --> 00:17:34.640]  是拜偶像的
[00:17:34.640 --> 00:17:37.960]  是做一些神所拜喜悅的事情
[00:17:37.960 --> 00:17:40.480]  所以跟加南人通婚
[00:17:40.480 --> 00:17:45.880]  就會讓這些以色列人離棄神的道
[00:17:45.880 --> 00:17:49.800]  而事實上歷史也真是這樣發生
[00:17:49.800 --> 00:17:53.280]  因為那些拜偶像的當地人
[00:17:53.280 --> 00:17:56.560]  將以色列人帶離神的道
[00:17:56.560 --> 00:18:00.560]  最後整個以色列國和猶大國
[00:18:00.560 --> 00:18:02.640]  都因此而滅亡
[00:18:02.640 --> 00:18:07.320]  在舊約最後一卷的書卷《馬拉基書》
[00:18:07.320 --> 00:18:09.320]  那裡有一段記載
