
[00:00:00.000 --> 00:00:05.000]  今日要講的題目是「不要憂慮」
[00:02:49.000 --> 00:02:53.000]  公司又開始裁員了
[00:02:53.000 --> 00:02:56.000]  你叫我不要憂慮?
[00:02:56.000 --> 00:03:00.000]  最近半年公司的生意不見了一半
[00:03:00.000 --> 00:03:04.000]  你叫我不憂慮?
[00:03:04.000 --> 00:03:11.000]  半年找不到工作,你叫我不要憂慮?
[00:03:11.000 --> 00:03:17.000]  我胸口那麼痛,痛了兩個月
[00:03:17.000 --> 00:03:21.000]  你叫我不要憂慮?
[00:03:21.000 --> 00:03:27.000]  我和配偶的關係,最近就像走鋼線一樣
[00:03:27.000 --> 00:03:30.000]  分分鐘都玩完
[00:03:30.000 --> 00:03:35.000]  你叫我不要憂慮?
[00:03:35.000 --> 00:03:41.000]  我所愛的人就快要離去
[00:03:41.000 --> 00:03:46.000]  你叫我不要憂慮?
[00:03:46.000 --> 00:03:51.000]  我的子女群起壞同學壞朋友
[00:03:51.000 --> 00:03:55.000]  吸煙喝酒吃搖頭丸
[00:03:55.000 --> 00:04:01.000]  你叫我不要憂慮?不是吧?
[00:04:01.000 --> 00:04:04.000]  或者你說叫我不要憂慮就行嗎?
[00:04:04.000 --> 00:04:08.000]  不行吧?
[00:04:08.000 --> 00:04:14.000]  憂慮會從各方各面時刻攻擊我們
[00:04:14.000 --> 00:04:18.000]  如果不是從飲食方面
[00:04:18.000 --> 00:04:26.000]  就會從金錢或者貧乏方面來攻擊我們
[00:04:26.000 --> 00:04:29.000]  如果不是從朋友而來的攻擊
[00:04:29.000 --> 00:04:37.000]  就會從自己因為孤獨沒有朋友而來
[00:04:37.000 --> 00:04:40.000]  如果不是天災人禍給我們的攻擊
[00:04:40.000 --> 00:04:44.000]  就可能是我們自己身體的病痛軟弱
[00:04:44.000 --> 00:04:48.000]  還有不要忽視是撒旦的攻擊
[00:04:48.000 --> 00:04:53.000]  就說無情白事突然間有來的攻擊
[00:04:53.000 --> 00:04:58.000]  有一個牧師說他二三十年來
[00:04:58.000 --> 00:05:03.000]  每逢星期六晚就會和太太吵架
[00:05:03.000 --> 00:05:06.000]  什麼事吵架完全不記得了
[00:05:06.000 --> 00:05:08.000]  總之是星期六晚
[00:05:08.000 --> 00:05:12.000]  因為翌日會講到
[00:05:12.000 --> 00:05:19.000]  他說這些是和撒旦來的攻擊
[00:05:19.000 --> 00:05:25.000]  所有這些攻擊所造成所引起的憂慮
[00:05:25.000 --> 00:05:31.000]  其實是不斷地蠶食我們對神的信心
[00:05:31.000 --> 00:05:34.000]  會蠶食我們的靈明
[00:05:34.000 --> 00:05:38.000]  所以我們必須不要忽視
[00:05:38.000 --> 00:05:42.000]  要全力去抵抗去對抗
[00:05:42.000 --> 00:05:46.000]  怎樣才可以抗拒這些憂慮呢
[00:05:46.000 --> 00:05:51.000]  主耶穌說不要憂慮
[00:05:51.000 --> 00:05:55.000]  就是這麼簡單不要憂慮
[00:05:55.000 --> 00:06:00.000]  主耶穌究竟他明白不明白我的困難
[00:06:00.000 --> 00:06:02.000]  他知不知道人間疾苦
[00:06:02.000 --> 00:06:06.000]  我這樣的處境他能不能看到呢
[00:06:06.000 --> 00:06:10.000]  叫我不要憂慮就這樣
[00:06:10.000 --> 00:06:12.000]  我可以告訴大家
[00:06:12.000 --> 00:06:16.000]  主耶穌他全知道我們的困難
[00:06:16.000 --> 00:06:18.000]  他知道我們的需要
[00:06:18.000 --> 00:06:20.000]  知道我們的困苦
[00:06:20.000 --> 00:06:23.000]  他也都很願意去幫我們
[00:06:23.000 --> 00:06:27.000]  今天我就請大家和我一起去看看
[00:06:27.000 --> 00:06:31.000]  主耶穌怎樣說
[00:06:31.000 --> 00:06:34.000]  我們看看今天剛才所讀的經文
[00:06:34.000 --> 00:06:38.000]  馬太福音六章第25節
[00:06:38.000 --> 00:06:40.000]  所以我告訴你們
[00:06:40.000 --> 00:06:43.000]  不要為生命憂慮吃什麼喝什麼
[00:06:43.000 --> 00:06:46.000]  為身體憂慮穿什麼
[00:06:46.000 --> 00:06:48.000]  生命不勝於飲食嗎
[00:06:48.000 --> 00:06:52.000]  身體不勝於衣裳嗎
[00:06:52.000 --> 00:06:55.000]  首先在這裡再講下去之前
[00:06:55.000 --> 00:06:57.000]  我要先去澄清一下
[00:06:57.000 --> 00:07:03.000]  從這段經文引起的一些負面的思想
[00:07:03.000 --> 00:07:07.000]  我們要明白這裡所說不要憂慮的時候
[00:07:07.000 --> 00:07:10.000]  不是等於叫我們不要去關心人
[00:07:10.000 --> 00:07:13.000]  不是說見到人有病有需要有困難
[00:07:13.000 --> 00:07:15.000]  我們不理不關心
[00:07:15.000 --> 00:07:16.000]  不是
[00:07:16.000 --> 00:07:20.000]  不憂慮也不等於我們不為將來去打算
[00:07:20.000 --> 00:07:21.000]  不做計劃
[00:07:21.000 --> 00:07:22.000]  不是
[00:07:22.000 --> 00:07:25.000]  也不見到困難不想對策
[00:07:25.000 --> 00:07:27.000]  不是這個意思
[00:07:27.000 --> 00:07:29.000]  不要憂慮不是這個意思
[00:07:29.000 --> 00:07:31.000]  叫人不要憂慮
[00:07:31.000 --> 00:07:36.000]  也不是鼓勵那些不肯工作很懶
[00:07:36.000 --> 00:07:38.000]  不肯工作又不負責任的人
[00:07:38.000 --> 00:07:39.000]  叫他們不要憂慮
[00:07:39.000 --> 00:07:43.000]  就是鼓勵他們繼續懶惰和不負責任
[00:07:43.000 --> 00:07:45.000]  不是
[00:07:45.000 --> 00:07:47.000]  不要憂慮不是這個意思
[00:07:47.000 --> 00:07:51.000]  相信大家會明白懂得分辨
[00:07:51.000 --> 00:07:58.000]  不要憂慮是指對一些發生或者可能會發生的事情
[00:07:58.000 --> 00:08:00.000]  是過分擔心
[00:08:00.000 --> 00:08:06.000]  擔心到被這些憂慮影響了我們原本要去做的正經事
[00:08:06.000 --> 00:08:11.000]  所謂被憂慮控制了自己
[00:08:11.000 --> 00:08:16.000]  我們不要憂慮
[00:08:16.000 --> 00:08:22.000]  有一位聖經學者他研究憂慮這個字
[00:08:22.000 --> 00:08:24.000]  當然在原文上
[00:08:24.000 --> 00:08:28.000]  他說在原文上原來憂慮這個字是由兩個字組成的
[00:08:28.000 --> 00:08:31.000]  其中一個字就是分開的字
[00:08:31.000 --> 00:08:32.000]  to divide
[00:08:32.000 --> 00:08:36.000]  另外一個字就是意念
[00:08:36.000 --> 00:08:37.000]  mind
[00:08:37.000 --> 00:08:39.000]  或者是心思意念
[00:08:39.000 --> 00:08:41.000]  是由這兩個字組成的
[00:08:41.000 --> 00:08:43.000]  組成之後的意思
[00:08:43.000 --> 00:08:48.000]  憂慮就是將我們的心思意念分開
[00:08:48.000 --> 00:08:50.000]  或者是分割
[00:08:50.000 --> 00:08:54.000]  這樣就好像《雅各書》一章八節所說的
[00:08:54.000 --> 00:08:57.000]  變成了心懷異議的人
[00:08:57.000 --> 00:09:05.000]  心懷異議就是你不能一心一意去跟隨主
[00:09:05.000 --> 00:09:09.000]  憂慮會令我們走錯方向
[00:09:09.000 --> 00:09:12.000]  會令我們做出錯誤的決定
[00:09:12.000 --> 00:09:19.000]  我們再留意一下這句經文的第一個字
[00:09:19.000 --> 00:09:20.000]  所以
[00:09:20.000 --> 00:09:22.000]  所以這個字
[00:09:22.000 --> 00:09:25.000]  當我們見到所以這個字在聖經裏面
[00:09:25.000 --> 00:09:26.000]  即是說
[00:09:26.000 --> 00:09:28.000]  如果你上過Anissa那班解經
[00:09:28.000 --> 00:09:30.000]  可能你都會記得
[00:09:30.000 --> 00:09:32.000]  見到有所以這個字
[00:09:32.000 --> 00:09:34.000]  即是說你要想一想
[00:09:34.000 --> 00:09:37.000]  想一想剛才或者上文說過甚麼
[00:09:37.000 --> 00:09:39.000]  現在要做一個簡單的結論
[00:09:39.000 --> 00:09:43.000]  所以現在我們要這樣
[00:09:43.000 --> 00:09:45.000]  我們想一下前面說過甚麼
[00:09:45.000 --> 00:09:49.000]  如果看回我前一次的講道
[00:09:49.000 --> 00:09:53.000]  是說不要積財寶在地上
[00:09:53.000 --> 00:09:56.000]  要積財寶在天上
[00:09:56.000 --> 00:10:00.000]  我們不可以又侍奉馬門又侍奉神
[00:10:00.000 --> 00:10:03.000]  我們不可以有兩個主
[00:10:03.000 --> 00:10:06.000]  你只能夠選一個主
[00:10:06.000 --> 00:10:09.000]  上文就說這裏
[00:10:09.000 --> 00:10:12.000]  所以現在
[00:10:12.000 --> 00:10:15.000]  我們想當然耶穌
[00:10:15.000 --> 00:10:18.000]  想當然他的門徒聽到這裏之後
[00:10:18.000 --> 00:10:20.000]  他當然做了一個決定
[00:10:20.000 --> 00:10:22.000]  我們當然選主耶穌
[00:10:22.000 --> 00:10:25.000]  我們當然單單願意侍奉神
[00:10:25.000 --> 00:10:27.000]  否則你不用再看下去了
[00:10:27.000 --> 00:10:30.000]  所以
[00:10:30.000 --> 00:10:35.000]  既然已經選擇了
[00:10:35.000 --> 00:10:37.000]  侍奉神
[00:10:37.000 --> 00:10:42.000]  既然已經選擇了積贊財寶在天上
[00:10:42.000 --> 00:10:44.000]  那又怎樣?
[00:10:44.000 --> 00:10:47.000]  那你就不要再憂慮了
[00:10:47.000 --> 00:10:52.000]  我們都是這樣
[00:10:52.000 --> 00:11:00.000]  他說如果我們再為這些東西
[00:11:00.000 --> 00:11:03.000]  吃甚麼喝甚麼穿甚麼來憂慮
[00:11:03.000 --> 00:11:08.000]  我們很容易就變成三心兩意
[00:11:08.000 --> 00:11:13.000]  我們的心意開始又再分家
[00:11:13.000 --> 00:11:16.000]  不能夠專心一意跟隨主
[00:11:16.000 --> 00:11:20.000]  不能夠專心一意單單侍奉神
[00:11:20.000 --> 00:11:23.000]  憂慮會令我們走回頭路
[00:11:23.000 --> 00:11:25.000]  為了吃甚麼穿甚麼
[00:11:25.000 --> 00:11:27.000]  就會侍奉馬門
[00:11:27.000 --> 00:11:30.000]  就會積贊財寶在地上
[00:11:30.000 --> 00:11:33.000]  走回頭路
[00:11:33.000 --> 00:11:36.000]  所以不要憂慮
[00:11:36.000 --> 00:11:42.000]  那你就不會三心兩意
[00:11:42.000 --> 00:11:46.000]  憂慮會令到我們判斷錯誤
[00:11:46.000 --> 00:11:47.000]  會令到我們
[00:11:47.000 --> 00:11:49.000]  好像這句經文裡面所說
[00:11:49.000 --> 00:11:51.000]  會令到我們初以為
[00:11:51.000 --> 00:11:53.000]  生命的質素就是在乎
[00:11:53.000 --> 00:11:56.000]  有豐富的物質享受
[00:11:56.000 --> 00:11:58.000]  有美食
[00:11:58.000 --> 00:12:01.000]  有名貴的衣服
[00:12:01.000 --> 00:12:02.000]  以為這樣
[00:12:02.000 --> 00:12:06.000]  就可以令到我們的生命質素提高
[00:12:06.000 --> 00:12:09.000]  又以為我們的體面
[00:12:09.000 --> 00:12:11.000]  我們的體面尊嚴
[00:12:11.000 --> 00:12:14.000]  就是視乎有沒有打扮得漂亮
[00:12:14.000 --> 00:12:15.000]  名貴的
[00:12:15.000 --> 00:12:18.000]  全部穿的戴的都是名牌
[00:12:18.000 --> 00:12:22.000]  這樣就有體面了
[00:12:22.000 --> 00:12:24.000]  但是聖經說
[00:12:24.000 --> 00:12:27.000]  就好像馬太福音四章四節說甚麼
[00:12:27.000 --> 00:12:29.000]  我們人的生命是甚麼
[00:12:29.000 --> 00:12:32.000]  我們人活著不是單靠食物
[00:12:32.000 --> 00:12:40.000]  乃是靠神口裡所出一切話
[00:12:40.000 --> 00:12:42.000]  我們人的體面
[00:12:42.000 --> 00:12:44.000]  人的尊嚴
[00:12:44.000 --> 00:12:49.000]  不是靠名貴的衣服來給我們
[00:12:49.000 --> 00:12:52.000]  人之所以有他獨特的尊嚴
[00:12:52.000 --> 00:12:54.000]  是因為甚麼
[00:12:54.000 --> 00:12:58.000]  是因為人是按神的形象來做的
[00:12:58.000 --> 00:13:01.000]  人站在這裡因為有神的形象
[00:13:01.000 --> 00:13:03.000]  所以我們每一個人
[00:13:03.000 --> 00:13:06.000]  自己就有這個尊嚴在這裡
[00:13:06.000 --> 00:13:11.000]  因為我們有神的樣式
[00:13:11.000 --> 00:13:14.000]  我們人的體面
[00:13:14.000 --> 00:13:16.000]  被尊重與否
[00:13:16.000 --> 00:13:18.000]  是視乎我們有沒有一個
[00:13:18.000 --> 00:13:24.000]  合神心意的品格行為
[00:13:24.000 --> 00:13:29.000]  所以我們千萬不要搞錯
[00:13:29.000 --> 00:13:32.000]  耶穌他接著舉了兩個例子
[00:13:32.000 --> 00:13:33.000]  來教導我們
[00:13:33.000 --> 00:13:38.000]  不要為生活所需來去憂慮
[00:13:38.000 --> 00:13:41.000]  我們看看馬太福音
[00:13:41.000 --> 00:13:44.000]  第六章二十六節
[00:13:44.000 --> 00:13:49.000]  首先他叫我們去觀察一下天上的飛鳥
[00:13:49.000 --> 00:13:51.000]  我相信大家都明白
[00:13:51.000 --> 00:13:53.000]  天上的飛鳥不會憂慮
[00:13:53.000 --> 00:13:56.000]  明天不知道有沒有東西吃
[00:13:56.000 --> 00:14:00.000]  他們從來都不會想這些
[00:14:00.000 --> 00:14:02.000]  神會透過大自然
[00:14:02.000 --> 00:14:09.000]  提供食物給他們
[00:14:09.000 --> 00:14:12.000]  神會養活他們
[00:14:12.000 --> 00:14:14.000]  神做得他們出來
[00:14:14.000 --> 00:14:18.000]  神就會負責養活他們
[00:14:18.000 --> 00:14:20.000]  跳去看二十八節
[00:14:20.000 --> 00:14:27.000]  耶穌又叫我們去觀察野地的花草
[00:14:27.000 --> 00:14:28.000]  這些野地的花草
[00:14:28.000 --> 00:14:32.000]  他們的生命是更加單純
[00:14:32.000 --> 00:14:35.000]  他們更加不會擔心
[00:14:35.000 --> 00:14:37.000]  他們不會為自己擔心
[00:14:37.000 --> 00:14:40.000]  花夠不夠漂亮
[00:14:40.000 --> 00:14:43.000]  他們不會擔心這些
[00:14:43.000 --> 00:14:50.000]  但是神將他們設計得非常美麗
[00:14:50.000 --> 00:14:52.000]  耶穌形容這些花朵的美麗
[00:14:52.000 --> 00:14:55.000]  比所羅門時代更美麗
[00:14:55.000 --> 00:14:58.000]  所羅門真是富有尊榮
[00:14:58.000 --> 00:15:07.000]  穿著一定是最有名的設計
[00:15:07.000 --> 00:15:11.000]  也不夠這些花那麼美麗
[00:15:11.000 --> 00:15:12.000]  是神做的
[00:15:12.000 --> 00:15:14.000]  神做出這些花
[00:15:14.000 --> 00:15:22.000]  就會考慮他們的美麗程度
[00:15:22.000 --> 00:15:25.000]  我在春天或者夏天的時候
[00:15:25.000 --> 00:15:27.000]  走過一些路邊
[00:15:27.000 --> 00:15:31.000]  或者在公園走過一些路邊
[00:15:31.000 --> 00:15:33.000]  會看到很多野草
[00:15:33.000 --> 00:15:35.000]  出很多花是很美麗的
[00:15:35.000 --> 00:15:39.000]  不同顏色不同款式
[00:15:39.000 --> 00:15:40.000]  每次看到的時候
[00:15:40.000 --> 00:15:42.000]  我都會嘩然的說
[00:15:42.000 --> 00:15:47.000]  嘩!我以為那些雜亂無章
[00:15:47.000 --> 00:15:51.000]  不起眼的亂草野草
[00:15:51.000 --> 00:15:54.000]  奇怪!為什麼會出這麼美麗的花
[00:15:54.000 --> 00:15:57.000]  也很自然的想到
[00:15:57.000 --> 00:15:59.000]  哇!神真是創造奇妙
[00:15:59.000 --> 00:16:05.000]  那些以為野草生完就死
[00:16:05.000 --> 00:16:09.000]  誰知道會出一些很美麗的花
[00:16:09.000 --> 00:16:14.000]  神上得很周到
[00:16:14.000 --> 00:16:16.000]  第三十節
[00:16:16.000 --> 00:16:18.000]  你們這些小信的人
[00:16:18.000 --> 00:16:19.000]  野地裡的草
[00:16:19.000 --> 00:16:22.000]  今天還在明天就凋在爐裡
[00:16:22.000 --> 00:16:25.000]  神還給他這樣的裝飾
[00:16:25.000 --> 00:16:30.000]  何況你們呢?
[00:16:30.000 --> 00:16:31.000]  神做的事
[00:16:31.000 --> 00:16:33.000]  神會看顧他們
[00:16:33.000 --> 00:16:35.000]  神會負責
[00:16:35.000 --> 00:16:39.000]  天空的飛鳥是次一等的受造物
[00:16:39.000 --> 00:16:45.000]  那些花草是更加次一等的造物
[00:16:45.000 --> 00:16:52.000]  但是神仍然很信實地去看顧他們
[00:16:52.000 --> 00:16:54.000]  你想想
[00:16:54.000 --> 00:16:55.000]  我們是人
[00:16:55.000 --> 00:16:59.000]  我們是神最寶貴的受造物
[00:16:59.000 --> 00:17:02.000]  我們有神的形象
[00:17:02.000 --> 00:17:04.000]  你想想
[00:17:04.000 --> 00:17:08.000]  神怎麼會不看顧我們呢?
[00:17:08.000 --> 00:17:10.000]  我們何必擔心呢?
[00:17:10.000 --> 00:17:12.000]  神做了我們出來
[00:17:12.000 --> 00:17:14.000]  給了我們生命氣息
[00:17:14.000 --> 00:17:17.000]  將我們放在這個時光裡
[00:17:17.000 --> 00:17:19.000]  放在這個環境裡
[00:17:19.000 --> 00:17:21.000]  神會負責
[00:17:21.000 --> 00:17:24.000]  神會看顧你一切
[00:17:24.000 --> 00:17:28.000]  是祂在這裡允許我們
[00:17:28.000 --> 00:17:31.000]  我們不需要憂慮
[00:17:31.000 --> 00:17:34.000]  你信不信得過耶穌在這裡說的話呢?
[00:17:34.000 --> 00:17:37.000]  你信不信得過我們的天賦呢?
[00:17:37.000 --> 00:17:38.000]  你看看那些飛鳥
[00:17:38.000 --> 00:17:42.000]  你看看那些野草
[00:17:42.000 --> 00:17:48.000]  你信不信得過天賦呢?
[00:17:48.000 --> 00:17:53.000]  保羅也在羅馬書八章三十二節提醒我們
[00:17:53.000 --> 00:17:56.000]  羅馬書八章三十二節說
[00:17:56.000 --> 00:17:58.000]  神既不愛惜自己的兒子
[00:17:58.000 --> 00:18:00.000]  為我們眾人捨了
[00:18:00.000 --> 00:18:02.000]  豈不把萬物和他
[00:18:02.000 --> 00:18:08.000]  一同白白地賜給我們嗎?
[00:18:08.000 --> 00:18:16.000]  我們領不領受到保羅所教的呢?
[00:18:16.000 --> 00:18:22.000]  神必定會賜給我們所需要的東西
[00:18:22.000 --> 00:18:28.000]  我們回來看馬太福音六章第二十七節
[00:18:28.000 --> 00:18:32.000]  你們哪一個能用思慮使受數多加一克呢?
[00:18:32.000 --> 00:18:38.000]  或者可以解作使身量多加一酒呢?
[00:18:38.000 --> 00:18:41.000]  一酒是十八吋
[00:18:41.000 --> 00:18:49.000]  一酒是十六吋
[00:18:49.000 --> 00:18:53.000]  何必要憂慮呢?
[00:18:53.000 --> 00:18:56.000]  憂慮是無濟於事
[00:18:56.000 --> 00:18:57.000]  這句聖經告訴我們
[00:18:57.000 --> 00:19:01.000]  憂慮是幫不了忙
[00:19:01.000 --> 00:19:07.000]  如果我們怕我們的命不夠長而憂慮呢?
[00:19:07.000 --> 00:19:11.000]  憂慮不僅幫不了你,還會害了你
[00:19:11.000 --> 00:19:15.000]  我聽說有些統計是這樣說的
[00:19:15.000 --> 00:19:18.000]  因憂慮而死亡的人
[00:19:18.000 --> 00:19:22.000]  是遠遠超過因工作而死亡的人
[00:19:22.000 --> 00:19:24.000]  我相信你也會同意吧?
[00:19:24.000 --> 00:19:27.000]  不用去查也會相信這樣的統計
[00:19:27.000 --> 00:19:31.000]  因為大部份人都是憂慮多於工作
[00:19:31.000 --> 00:19:37.000]  是不是?
[00:19:37.000 --> 00:19:41.000]  馬克吐溫曾經這樣說
[00:19:41.000 --> 00:19:44.000]  他說我現在已經老了
[00:19:44.000 --> 00:19:49.000]  在我一生裡我曾經有過很多的困擾
[00:19:49.000 --> 00:19:55.000]  但是大部份都沒有事情發生過
[00:19:55.000 --> 00:19:57.000]  這是什麼意思呢?
[00:19:57.000 --> 00:20:03.000]  即是說大部份人都是幾人憂天的憂慮
[00:20:03.000 --> 00:20:11.000]  怕有事情發生,但其實是沒有事情發生
[00:20:11.000 --> 00:20:13.000]  我們可以回想一下
[00:20:13.000 --> 00:20:15.000]  我們以往為什麼事憂慮呢?
[00:20:15.000 --> 00:20:17.000]  在憂慮的時候
[00:20:17.000 --> 00:20:21.000]  之後有沒有事情發生過呢?
[00:20:21.000 --> 00:20:22.000]  或許有一點
[00:20:22.000 --> 00:20:25.000]  但大部份真的沒有什麼事情發生過
[00:20:25.000 --> 00:20:30.000]  只是一個憂慮
[00:20:30.000 --> 00:20:33.000]  第三十一節
[00:20:33.000 --> 00:20:39.000]  所以不要憂慮說吃什麼喝什麼穿什麼
[00:20:39.000 --> 00:20:42.000]  這裡主耶穌又再說「所以」
[00:20:42.000 --> 00:20:44.000]  即是說我們又要停下來
[00:20:44.000 --> 00:20:47.000]  去想想究竟說了什麼
[00:20:47.000 --> 00:20:49.000]  我們認真要想想
[00:20:49.000 --> 00:20:54.000]  不要為了衣食住行這些基本的東西
[00:20:54.000 --> 00:20:56.000]  來去憂慮
[00:20:56.000 --> 00:21:02.000]  神會按照我們的需要供給我們
[00:21:02.000 --> 00:21:07.000]  因為第三十二節
[00:21:07.000 --> 00:21:11.000]  因為這都是外邦人所求的
[00:21:11.000 --> 00:21:13.000]  你們需要的這一切東西
[00:21:13.000 --> 00:21:17.000]  你們的天賦是知道的
[00:21:17.000 --> 00:21:19.000]  外邦人就是未信主的人
[00:21:19.000 --> 00:21:20.000]  我們曾經都是外邦人
[00:21:20.000 --> 00:21:24.000]  我們曾經都是未信主的人
[00:21:24.000 --> 00:21:30.000]  未信主的人他們的人生目標是什麼呢?
[00:21:30.000 --> 00:21:32.000]  就是只懂得賺錢
[00:21:32.000 --> 00:21:39.000]  因為我見很多我們之中
[00:21:39.000 --> 00:21:43.000]  很多信了寺之後寫得救見證的時候
[00:21:43.000 --> 00:21:46.000]  很多都寫說他未信主之前
[00:21:46.000 --> 00:21:48.000]  他的人生目標只是懂得賺錢
[00:21:48.000 --> 00:21:56.000]  懂得盡量擁有財物
[00:21:56.000 --> 00:21:58.000]  但是信了寺之後
[00:21:58.000 --> 00:22:01.000]  他們開始懂得轉移目標
[00:22:01.000 --> 00:22:06.000]  去尋求神的國 神的義
[00:22:06.000 --> 00:22:07.000]  結果他們怎樣呢?
[00:22:07.000 --> 00:22:13.000]  找到平安喜樂
[00:22:13.000 --> 00:22:14.000]  不認識神的人
[00:22:14.000 --> 00:22:20.000]  他們會用盡一生的精力來尋求物質
[00:22:20.000 --> 00:22:21.000]  去擁有物質
[00:22:21.000 --> 00:22:27.000]  但是很多時候仍然不能夠滿足
[00:22:27.000 --> 00:22:28.000]  但是我們認識神的人
[00:22:28.000 --> 00:22:30.000]  我們會知道
[00:22:30.000 --> 00:22:34.000]  天賦祂早知道我們的需要
[00:22:34.000 --> 00:22:38.000]  祂也會允許按照我們的需要給我們
[00:22:38.000 --> 00:22:44.000]  我們不需要求 祂也會給我們
[00:22:44.000 --> 00:22:51.000]  我們要求祂給我們另外一樣更好的東西
[00:22:51.000 --> 00:22:56.000]  我們對天賦的認識是不是這樣的呢?
[00:22:56.000 --> 00:22:58.000]  我們知不知道我們的天賦
[00:22:58.000 --> 00:23:05.000]  會知道我們的需要會給我們呢?
[00:23:05.000 --> 00:23:07.000]  我希望我們大家全部都知道
[00:23:07.000 --> 00:23:09.000]  我們的天賦是這樣的
[00:23:09.000 --> 00:23:12.000]  認識我們的神
[00:23:12.000 --> 00:23:18.000]  這個很值得我們去反省
[00:23:18.000 --> 00:23:19.000]  我們作為基督徒
[00:23:19.000 --> 00:23:25.000]  千萬不要去參加那些
[00:23:25.000 --> 00:23:32.000]  擁有更多東西的比賽
[00:23:32.000 --> 00:23:34.000]  什麼比賽都可以參加
[00:23:34.000 --> 00:23:39.000]  不要去參加擁有更多物質的比賽
[00:23:39.000 --> 00:23:40.000]  棄權
[00:23:40.000 --> 00:23:45.000]  退出來你不會有損失的
[00:23:45.000 --> 00:23:47.000]  參加另外一個比賽
[00:23:47.000 --> 00:23:50.000]  另外一個行列
[00:23:50.000 --> 00:23:52.000]  是什麼行列?
[00:23:52.000 --> 00:23:56.000]  第三十三節
[00:23:56.000 --> 00:23:59.000]  你們要先求他的國和他的義
[00:23:59.000 --> 00:24:02.000]  這些東西都要加給你們了
[00:24:02.000 --> 00:24:07.000]  這個求字是尋求的字
[00:24:07.000 --> 00:24:13.000]  還有要先求
[00:24:13.000 --> 00:24:15.000]  這是一個命令
[00:24:15.000 --> 00:24:20.000]  而且還要把它放在優先次序裡
[00:24:20.000 --> 00:24:22.000]  放在最前面
[00:24:22.000 --> 00:24:24.000]  這也是耶穌的命令
[00:24:24.000 --> 00:24:28.000]  祂命令我們要尋求神的國和神的義
[00:24:28.000 --> 00:24:38.000]  作為我們人生目標最先的一個項目
[00:24:38.000 --> 00:24:42.000]  我們要將生命和我們人生的目標
[00:24:42.000 --> 00:24:52.000]  綁在尋求神和神的義的方向上
[00:24:52.000 --> 00:24:55.000]  將我們一生的幸福
[00:24:55.000 --> 00:25:02.000]  綁在尋求神的國的過程和結果上
[00:25:02.000 --> 00:25:06.000]  這是主耶穌的心意
[00:25:06.000 --> 00:25:10.000]  值得我們去深思一下
[00:25:10.000 --> 00:25:13.000]  參加這個行列
[00:25:13.000 --> 00:25:20.000]  積極去尋求神的國和神的義
[00:25:20.000 --> 00:25:27.000]  這樣尋求神的國和神的義可以做些什麼呢?
[00:25:27.000 --> 00:25:30.000]  我告訴大家
[00:25:30.000 --> 00:25:33.000]  其實整個登山補訓就是教我們
[00:25:33.000 --> 00:25:38.000]  怎樣去尋求神的國和神的義
[00:25:38.000 --> 00:25:40.000]  簡單來說
[00:25:40.000 --> 00:25:43.000]  我們可以積極去傳福音
