
[00:00:00.000 --> 00:00:05.000]  這段時間應該屬於壽府節的尾聲
[00:01:19.000 --> 00:01:21.000]  你會怎樣回應祂呢?
[00:01:21.000 --> 00:01:23.000]  上個月羅牧師說到
[00:01:23.000 --> 00:01:25.000]  主啊 我在這裏
[00:01:25.000 --> 00:01:26.000]  請差遣我
[00:01:26.000 --> 00:01:27.000]  曾經舉手的
[00:01:27.000 --> 00:01:28.000]  同意過的
[00:01:28.000 --> 00:01:29.000]  有沒有頂尖會?
[00:01:29.000 --> 00:01:31.000]  有哪些頂尖會已經在上個月
[00:01:31.000 --> 00:01:32.000]  即是月尾的時候
[00:01:32.000 --> 00:01:33.000]  已經回應了上主?
[00:01:33.000 --> 00:01:34.000]  有沒有?
[00:01:34.000 --> 00:01:35.000]  有給我一些反應
[00:01:35.000 --> 00:01:36.000]  感謝主
[00:01:36.000 --> 00:01:37.000]  都見到有些
[00:01:37.000 --> 00:01:38.000]  主要用祢
[00:01:38.000 --> 00:01:41.000]  今日是補充這個訊息
[00:01:41.000 --> 00:01:42.000]  主要用祢
[00:01:42.000 --> 00:01:43.000]  那怎樣用祢呢?
[00:01:43.000 --> 00:01:44.000]  可能都要有些學習
[00:01:44.000 --> 00:01:46.000]  讓我們今天從這個經文裏面學習
[00:01:46.000 --> 00:01:47.000]  怎樣用祢
[00:01:47.000 --> 00:01:49.000]  很多人都覺得自己懷才不遇
[00:01:49.000 --> 00:01:51.000]  哎呀 為何不用我呢?
[00:01:51.000 --> 00:01:53.000]  剛剛聽到
[00:01:53.000 --> 00:01:56.000]  昨天你們開了一個執事會
[00:01:56.000 --> 00:01:58.000]  新人選的通過
[00:01:58.000 --> 00:02:00.000]  是不是這樣?
[00:02:00.000 --> 00:02:01.000]  通過了新人選
[00:02:01.000 --> 00:02:02.000]  主要用那班新人
[00:02:02.000 --> 00:02:03.000]  新的執事
[00:02:03.000 --> 00:02:04.000]  為何不用我呢?
[00:02:04.000 --> 00:02:05.000]  有沒有人這樣說過?
[00:02:05.000 --> 00:02:07.000]  為何我不做執事呢?
[00:02:07.000 --> 00:02:09.000]  如果做執事的
[00:02:09.000 --> 00:02:11.000]  當然是有一定的領袖
[00:02:11.000 --> 00:02:12.000]  那又怎樣呢?
[00:02:12.000 --> 00:02:14.000]  我看報紙有一個人
[00:02:14.000 --> 00:02:17.000]  就是中大碩士畢業生
[00:02:17.000 --> 00:02:18.000]  讀統計學的
[00:02:18.000 --> 00:02:20.000]  畢業了三年
[00:02:20.000 --> 00:02:23.000]  按道理中大都是名校
[00:02:23.000 --> 00:02:26.000]  學士畢業都會有一定的
[00:02:26.000 --> 00:02:28.000]  就業機會都很高
[00:02:28.000 --> 00:02:30.000]  何況是碩士呢?
[00:02:30.000 --> 00:02:33.000]  但奈何這個人見工見了二百次
[00:02:33.000 --> 00:02:35.000]  三年裏面都見不成功
[00:02:35.000 --> 00:02:37.000]  見了一兩份都可能做保險
[00:02:37.000 --> 00:02:39.000]  賣廣告諸如此類
[00:02:39.000 --> 00:02:41.000]  做了沒多久又被人解僱
[00:02:41.000 --> 00:02:42.000]  他甚至去麥當勞
[00:02:42.000 --> 00:02:44.000]  想去做那些快餐店
[00:02:44.000 --> 00:02:46.000]  他都拿不到那張申請表
[00:02:46.000 --> 00:02:47.000]  那些人一見碩士
[00:02:47.000 --> 00:02:49.000]  你不要來耍我了
[00:02:49.000 --> 00:02:50.000]  有時我們真的懷才不如
[00:02:50.000 --> 00:02:53.000]  想連做一些最低下層的工作都做不到
[00:02:53.000 --> 00:02:54.000]  會不會呢?
[00:02:54.000 --> 00:02:56.000]  於是最後他八心一橫
[00:02:56.000 --> 00:02:58.000]  就去申請綜援
[00:02:58.000 --> 00:03:00.000]  他說兩張哪張比較值錢呢?
[00:03:00.000 --> 00:03:03.000]  究竟將碩士的文憑
[00:03:03.000 --> 00:03:04.000]  值錢一點
[00:03:04.000 --> 00:03:06.000]  還是那張綜援
[00:03:06.000 --> 00:03:09.000]  可以有綜合社會保障的那張紙
[00:03:09.000 --> 00:03:11.000]  是好一點呢?
[00:03:11.000 --> 00:03:13.000]  每個月拿一千八百三十元
[00:03:13.000 --> 00:03:14.000]  作生活費
[00:03:14.000 --> 00:03:18.000]  這個會不會是最後的出路呢?
[00:03:18.000 --> 00:03:21.000]  當然他需要一些調整
[00:03:21.000 --> 00:03:24.000]  我相信人是有些改變
[00:03:24.000 --> 00:03:26.000]  見不成功都要檢討一下自己
[00:03:26.000 --> 00:03:29.000]  是否真的有某些東西需要改善呢?
[00:03:29.000 --> 00:03:31.000]  為他祈禱
[00:03:31.000 --> 00:03:34.000]  另外一個人也是大學畢業生
[00:03:34.000 --> 00:03:35.000]  也是碩士生
[00:03:35.000 --> 00:03:38.000]  他做另外一些行業
[00:03:38.000 --> 00:03:39.000]  但出來找工作的時候
[00:03:39.000 --> 00:03:41.000]  他有個領袖
[00:03:41.000 --> 00:03:43.000]  我很想去賣魚
[00:03:43.000 --> 00:03:46.000]  Selfish 好不好?
[00:03:46.000 --> 00:03:48.000]  說笑也是英文
[00:03:48.000 --> 00:03:50.000]  Selfish
[00:03:50.000 --> 00:03:51.000]  賣魚
[00:03:51.000 --> 00:03:54.000]  你大學生賣魚已經是浪費了
[00:03:54.000 --> 00:03:56.000]  大學碩士生去賣魚
[00:03:56.000 --> 00:03:58.000]  會不會更加浪費呢?
[00:03:58.000 --> 00:03:59.000]  但他說
[00:03:59.000 --> 00:04:00.000]  他想做一些事
[00:04:00.000 --> 00:04:03.000]  可以幫到普通的市民
[00:04:03.000 --> 00:04:04.000]  我們上班很晚
[00:04:04.000 --> 00:04:06.000]  我們下班都六七點
[00:04:06.000 --> 00:04:08.000]  街市通通都收市了
[00:04:08.000 --> 00:04:10.000]  賣魚那些五六點就開始清場了
[00:04:10.000 --> 00:04:12.000]  茶館街市我們都經常去買
[00:04:12.000 --> 00:04:15.000]  六點多已經清了
[00:04:15.000 --> 00:04:17.000]  我們有時遲了去買魚是買不到的
[00:04:17.000 --> 00:04:19.000]  剛好那天上家裡吃魚
[00:04:19.000 --> 00:04:20.000]  或者吃海鮮
[00:04:20.000 --> 00:04:21.000]  吃火鍋的時候怎麼辦呢?
[00:04:21.000 --> 00:04:23.000]  他想了一件事
[00:04:23.000 --> 00:04:25.000]  用他的科技知識
[00:04:25.000 --> 00:04:27.000]  做一個網上賣魚
[00:04:27.000 --> 00:04:29.000]  好不好?
[00:04:29.000 --> 00:04:31.000]  有些菜單
[00:04:31.000 --> 00:04:33.000]  二人火鍋多少錢?
[00:04:33.000 --> 00:04:35.000]  二人豪華火鍋多少錢?
[00:04:35.000 --> 00:04:36.000]  有鮑魚多少錢?
[00:04:36.000 --> 00:04:37.000]  有龍蝦多少錢?
[00:04:37.000 --> 00:04:39.000]  百多元可以下樓
[00:04:39.000 --> 00:04:40.000]  不用去街市賣
[00:04:40.000 --> 00:04:43.000]  三隻蝦仔四粒蜆都可以賣
[00:04:43.000 --> 00:04:45.000]  你去街市賣三粒蜆
[00:04:45.000 --> 00:04:47.000]  他就是這樣做
[00:04:47.000 --> 00:04:49.000]  不單止幫你買好了
[00:04:49.000 --> 00:04:51.000]  他一批買回來然後包裝
[00:04:51.000 --> 00:04:53.000]  還幫你洗乾淨
[00:04:53.000 --> 00:04:55.000]  用不同的保鮮盒分開
[00:04:55.000 --> 00:04:57.000]  這些要蒸久一點
[00:04:57.000 --> 00:04:59.000]  簡單一點
[00:04:59.000 --> 00:05:01.000]  用一些環保的保鮮盒
[00:05:01.000 --> 00:05:07.000]  可以對世界有一點環保的貢獻
[00:05:07.000 --> 00:05:09.000]  方便人方便自己
[00:05:09.000 --> 00:05:13.000]  洗乾淨放在保鮮袋裡
[00:05:13.000 --> 00:05:15.000]  加一些冰
[00:05:15.000 --> 00:05:17.000]  約了六、七點回家
[00:05:17.000 --> 00:05:19.000]  等海鮮就有新鮮海鮮
[00:05:19.000 --> 00:05:21.000]  還是乾淨的不用你洗
[00:05:21.000 --> 00:05:23.000]  只是沖一沖
[00:05:23.000 --> 00:05:25.000]  怕別人的水不乾淨
[00:05:25.000 --> 00:05:27.000]  沖一沖就可以吃火鍋
[00:05:27.000 --> 00:05:29.000]  可以炒
[00:05:29.000 --> 00:05:31.000]  現在中國人多數是
[00:05:31.000 --> 00:05:33.000]  說一下殺一下就算
[00:05:33.000 --> 00:05:35.000]  下面賣得很貴的都是蒸
[00:05:35.000 --> 00:05:37.000]  原來可以光顧他
[00:05:37.000 --> 00:05:39.000]  不用光顧下面
[00:05:39.000 --> 00:05:41.000]  好不好
[00:05:41.000 --> 00:05:43.000]  浪費嗎
[00:05:43.000 --> 00:05:45.000]  大學生
[00:05:45.000 --> 00:05:47.000]  碩士生
[00:05:47.000 --> 00:05:49.000]  他覺得這是他的興趣
[00:05:49.000 --> 00:05:51.000]  有領袖可以做福社會
[00:05:51.000 --> 00:05:53.000]  他就做
[00:05:53.000 --> 00:05:55.000]  他說得很簡單
[00:05:55.000 --> 00:05:57.000]  行行出狀元
[00:05:57.000 --> 00:05:59.000]  原來他有個底線
[00:05:59.000 --> 00:06:01.000]  如果真的做失敗
[00:06:01.000 --> 00:06:03.000]  投資失敗的話
[00:06:03.000 --> 00:06:05.000]  最多才去打工
[00:06:05.000 --> 00:06:07.000]  因為他的標準
[00:06:07.000 --> 00:06:09.000]  和別人的標準不同
[00:06:09.000 --> 00:06:11.000]  讀完碩士應該去
[00:06:11.000 --> 00:06:13.000]  銀行做投資顧問
[00:06:13.000 --> 00:06:15.000]  或者做金融機構
[00:06:15.000 --> 00:06:17.000]  或者做其他大機構
[00:06:17.000 --> 00:06:19.000]  他反而開個小檔
[00:06:19.000 --> 00:06:21.000]  賣海鮮
[00:06:21.000 --> 00:06:23.000]  可不可以
[00:06:23.000 --> 00:06:25.000]  為什麼我有領袖
[00:06:25.000 --> 00:06:27.000]  因為我自己是會友
[00:06:27.000 --> 00:06:29.000]  都是做類似的工作
[00:06:29.000 --> 00:06:31.000]  後來真的轉行賣海鮮
[00:06:31.000 --> 00:06:33.000]  都做得不錯
[00:06:33.000 --> 00:06:35.000]  他很早起床
[00:06:35.000 --> 00:06:37.000]  4點要起床
[00:06:37.000 --> 00:06:39.000]  遲些都沒有
[00:06:39.000 --> 00:06:41.000]  一天做12小時
[00:06:41.000 --> 00:06:43.000]  其實很辛苦
[00:06:43.000 --> 00:06:45.000]  所以晚上聚會都去不了
[00:06:45.000 --> 00:06:47.000]  因為他一定要9點上床睡覺
[00:06:47.000 --> 00:06:49.000]  要調教自己的生活節奏
[00:06:49.000 --> 00:06:51.000]  但他覺得會好一點
[00:06:51.000 --> 00:06:53.000]  可以照顧女兒放學
[00:06:53.000 --> 00:06:55.000]  讓太太可以安心加班
[00:06:55.000 --> 00:06:57.000]  每個人對自己的生活要求
[00:06:57.000 --> 00:06:59.000]  有些不同的時候
[00:06:59.000 --> 00:07:01.000]  就要調教角度
[00:07:01.000 --> 00:07:03.000]  我們沒有理由這樣做
[00:07:03.000 --> 00:07:05.000]  原來有時需要有些改變
[00:07:05.000 --> 00:07:07.000]  今日我們講的經文
[00:07:07.000 --> 00:07:09.000]  在路加福音
[00:07:09.000 --> 00:07:11.000]  28節這樣說
[00:07:11.000 --> 00:07:13.000]  耶穌說完了者說
[00:07:13.000 --> 00:07:15.000]  就走在前面上耶路撒冷去
[00:07:15.000 --> 00:07:17.000]  我是用和修本
[00:07:17.000 --> 00:07:19.000]  耶穌講完一些東西
[00:07:19.000 --> 00:07:21.000]  然後就繼續走
[00:07:21.000 --> 00:07:23.000]  原來耶穌講完最後一個比喻
[00:07:23.000 --> 00:07:25.000]  最後一個parables
[00:07:25.000 --> 00:07:27.000]  即是用一個比喻
[00:07:27.000 --> 00:07:29.000]  去講天國的真理
[00:07:29.000 --> 00:07:31.000]  開始踏上聖舟的行動
[00:07:31.000 --> 00:07:33.000]  這個比喻重要嗎
[00:07:33.000 --> 00:07:35.000]  很重要
[00:07:35.000 --> 00:07:37.000]  這是耶穌最後一個比喻
[00:07:37.000 --> 00:07:39.000]  有一個主人
[00:07:39.000 --> 00:07:41.000]  要去外國
[00:07:41.000 --> 00:07:43.000]  他就叫了十個僕人來
[00:07:43.000 --> 00:07:45.000]  每個僕人分了一錠銀紙
[00:07:45.000 --> 00:07:47.000]  你們拿這錠銀紙
[00:07:47.000 --> 00:07:49.000]  去幫我去
[00:07:49.000 --> 00:07:51.000]  投資去發展
[00:07:51.000 --> 00:07:53.000]  一錠銀紙大概是
[00:07:53.000 --> 00:07:55.000]  當時一百天的工資
[00:07:55.000 --> 00:07:57.000]  一百天的工資
[00:07:57.000 --> 00:07:59.000]  一百錢的散紙
[00:07:59.000 --> 00:08:01.000]  這裡多不多呢
[00:08:01.000 --> 00:08:03.000]  多不多或少不少
[00:08:03.000 --> 00:08:05.000]  但路加記載十個僕人
[00:08:05.000 --> 00:08:07.000]  都有一錠銀紙
[00:08:07.000 --> 00:08:09.000]  每人都有一些天份
[00:08:09.000 --> 00:08:11.000]  有些恩賜
[00:08:11.000 --> 00:08:13.000]  問題是怎樣去用你的恩賜
[00:08:13.000 --> 00:08:15.000]  才幹呢
[00:08:15.000 --> 00:08:17.000]  後來主人德國回來了
[00:08:17.000 --> 00:08:19.000]  真是拿到這個國家回來的時候
[00:08:19.000 --> 00:08:21.000]  他就回來問一些僕人
[00:08:21.000 --> 00:08:23.000]  交帳
[00:08:23.000 --> 00:08:25.000]  最厲害的那個怎樣
[00:08:25.000 --> 00:08:27.000]  一錠銀紙我現在賺了多少
[00:08:27.000 --> 00:08:29.000]  賺了十錠
[00:08:29.000 --> 00:08:31.000]  十倍的回報
[00:08:31.000 --> 00:08:33.000]  主人說他又忠心又良善
[00:08:33.000 --> 00:08:35.000]  我可以派你管
[00:08:35.000 --> 00:08:37.000]  十座城市
[00:08:37.000 --> 00:08:39.000]  另外一個呢
[00:08:39.000 --> 00:08:41.000]  主人說你都可以
[00:08:41.000 --> 00:08:43.000]  我派你管五個城市
[00:08:43.000 --> 00:08:45.000]  重重有賞
[00:08:45.000 --> 00:08:47.000]  有一個
[00:08:47.000 --> 00:08:49.000]  十個當中有一個
[00:08:49.000 --> 00:08:51.000]  主人你給我的那塊銀紙
[00:08:51.000 --> 00:08:53.000]  我現在包了在這裡
[00:08:53.000 --> 00:08:55.000]  你現在回來我再交給你
[00:08:55.000 --> 00:08:57.000]  於是主人怎樣說
[00:08:57.000 --> 00:08:59.000]  你又惡又懶
[00:08:59.000 --> 00:09:01.000]  於是你要被我趕出去
[00:09:01.000 --> 00:09:03.000]  哀哭遲遲
[00:09:03.000 --> 00:09:05.000]  講這個故事
[00:09:05.000 --> 00:09:07.000]  這是耶穌講最後一個比喻的時候
[00:09:07.000 --> 00:09:09.000]  然後就走上山
[00:09:09.000 --> 00:09:11.000]  如果這個比喻放在門徒的心裏
[00:09:11.000 --> 00:09:13.000]  是最後一個故事的時候
[00:09:13.000 --> 00:09:15.000]  會不會今天這個經文
[00:09:15.000 --> 00:09:17.000]  上文是這樣的時候
[00:09:17.000 --> 00:09:19.000]  都用這個量綱去體諒經文
[00:09:19.000 --> 00:09:21.000]  以致我們有另外的看法
[00:09:21.000 --> 00:09:23.000]  分辨誰是忠心誰是良善
[00:09:23.000 --> 00:09:25.000]  誰是又惡又懶
[00:09:25.000 --> 00:09:27.000]  上兩個星期都不停有不同的講員
[00:09:27.000 --> 00:09:29.000]  都是在講這些事情
[00:09:29.000 --> 00:09:31.000]  我們是不是忠心是良善呢
[00:09:31.000 --> 00:09:33.000]  當他快要去到
[00:09:33.000 --> 00:09:35.000]  百發旗和
[00:09:35.000 --> 00:09:37.000]  百大梨的時候
[00:09:37.000 --> 00:09:39.000]  那個名叫橄欖山的地方
[00:09:39.000 --> 00:09:41.000]  他就打發兩個門徒
[00:09:41.000 --> 00:09:43.000]  聖經有時很有趣
[00:09:43.000 --> 00:09:45.000]  有時很具體清楚講得很明白
[00:09:45.000 --> 00:09:47.000]  有時他就故意模糊化
[00:09:47.000 --> 00:09:49.000]  照計路加是一個
[00:09:49.000 --> 00:09:51.000]  很細心的
[00:09:51.000 --> 00:09:53.000]  他查考過的
[00:09:53.000 --> 00:09:55.000]  跟時序的
[00:09:55.000 --> 00:09:57.000]  去做記載路加福音
[00:09:57.000 --> 00:09:59.000]  是特色來的
[00:09:59.000 --> 00:10:01.000]  哪個
[00:10:01.000 --> 00:10:03.000]  地方
[00:10:03.000 --> 00:10:05.000]  應該很清楚
[00:10:05.000 --> 00:10:07.000]  但很有趣
[00:10:07.000 --> 00:10:09.000]  在這段福音裏面是很多模糊的
[00:10:09.000 --> 00:10:11.000]  不知是百發旗
[00:10:11.000 --> 00:10:13.000]  不知是百大梨還是甚麼
[00:10:13.000 --> 00:10:15.000]  總之就在橄欖山對面那裏
[00:10:15.000 --> 00:10:17.000]  離開耶路撒冷三公里以外
[00:10:17.000 --> 00:10:19.000]  他打發兩個門徒
[00:10:19.000 --> 00:10:21.000]  哪個門徒又不知
[00:10:21.000 --> 00:10:23.000]  百發旗是一個
[00:10:23.000 --> 00:10:25.000]  很多無花果樹的地方
[00:10:25.000 --> 00:10:27.000]  所以那裏叫無花果樹的城市
[00:10:27.000 --> 00:10:29.000]  百大梨是種草的地方
[00:10:29.000 --> 00:10:31.000]  所以叫草的城市
[00:10:31.000 --> 00:10:33.000]  但後來百大梨
[00:10:33.000 --> 00:10:35.000]  因為很多麻瘋病人在那裏生活
[00:10:35.000 --> 00:10:37.000]  痊愈後在那裏生活
[00:10:37.000 --> 00:10:39.000]  於是就變成一個悲情城市
[00:10:39.000 --> 00:10:41.000]  那些人都有少少的缺憾
[00:10:41.000 --> 00:10:43.000]  或者不開心的事情
[00:10:43.000 --> 00:10:45.000]  但在百大梨的時候
[00:10:45.000 --> 00:10:47.000]  我們會記得有個人在那裏
[00:10:47.000 --> 00:10:49.000]  有一件事是很有名的
[00:10:49.000 --> 00:10:51.000]  就是耶穌醫治了
[00:10:51.000 --> 00:10:53.000]  叫他從死裏復活的拉撒路
[00:10:53.000 --> 00:10:55.000]  瑪利亞和瑪大的弟弟
[00:10:55.000 --> 00:10:57.000]  死了
[00:10:57.000 --> 00:10:59.000]  四天之後埋在墳墓裏
[00:10:59.000 --> 00:11:01.000]  耶穌叫人打開墳墓
[00:11:01.000 --> 00:11:03.000]  叫拉撒路出來
[00:11:03.000 --> 00:11:05.000]  於是拉撒路出來的時候
[00:11:05.000 --> 00:11:07.000]  耶穌的名聲就非常響亮
[00:11:07.000 --> 00:11:09.000]  因為死人都可以復活
[00:11:09.000 --> 00:11:11.000]  對不對
[00:11:11.000 --> 00:11:13.000]  這就是那個背景
[00:11:13.000 --> 00:11:15.000]  面對這個處境的時候
[00:11:15.000 --> 00:11:17.000]  耶穌就打發門徒
[00:11:17.000 --> 00:11:19.000]  但耶穌在
[00:11:19.000 --> 00:11:21.000]  拉撒路的事件裏
[00:11:21.000 --> 00:11:23.000]  都注定他要
[00:11:23.000 --> 00:11:25.000]  被殺害
[00:11:25.000 --> 00:11:27.000]  因為從那時候開始
[00:11:27.000 --> 00:11:29.000]  法尼塞人就要將耶穌殺害
[00:11:29.000 --> 00:11:31.000]  不只是單單對付耶穌
[00:11:31.000 --> 00:11:33.000]  而是真的要將他置諸死地
[00:11:33.000 --> 00:11:35.000]  因為每個人都去找耶穌
[00:11:35.000 --> 00:11:37.000]  就沒有人找我們這些祭司
[00:11:37.000 --> 00:11:39.000]  沒有人找法尼塞人
[00:11:39.000 --> 00:11:41.000]  我們就沒有工作了
[00:11:41.000 --> 00:11:43.000]  在這個背景之下
[00:11:43.000 --> 00:11:45.000]  耶穌就在橄欖山裏面出現
[00:11:45.000 --> 00:11:47.000]  亦都在回應當時
[00:11:47.000 --> 00:11:49.000]  撒加利亞書裏面第十四章第四節
[00:11:49.000 --> 00:11:51.000]  耶和華的日子臨到的時候
[00:11:51.000 --> 00:11:53.000]  他的腳要站在耶路撒冷前面
[00:11:53.000 --> 00:11:55.000]  朝東的橄欖山
[00:11:55.000 --> 00:11:57.000]  就是這樣
[00:11:57.000 --> 00:11:59.000]  這句耶穌所做的事情
[00:11:59.000 --> 00:12:01.000]  就是應驗撒加利亞書裏面
[00:12:01.000 --> 00:12:03.000]  最後一段的預告
[00:12:03.000 --> 00:12:05.000]  耶和華的日子來到了
[00:12:05.000 --> 00:12:07.000]  神的日子來到了
[00:12:07.000 --> 00:12:09.000]  就是耶穌在橄欖山裏面
[00:12:09.000 --> 00:12:13.000]  應驗舊約的經典
[00:12:13.000 --> 00:12:15.000]  在這個時候他打發兩個門徒
[00:12:15.000 --> 00:12:19.000]  他說你往對面的村子去
[00:12:19.000 --> 00:12:23.000]  進去的時候看見一隻驢驅山寨那裏
[00:12:23.000 --> 00:12:25.000]  是沒有人解開騎過的
[00:12:25.000 --> 00:12:27.000]  你要將他解開牽過來
[00:12:27.000 --> 00:12:29.000]  耶穌給了一個很簡單的命令
[00:12:29.000 --> 00:12:31.000]  直接的命令給門徒
[00:12:31.000 --> 00:12:33.000]  哪個門徒我們不知道
[00:12:33.000 --> 00:12:35.000]  有一點點模糊
[00:12:35.000 --> 00:12:37.000]  他故意不告訴我們哪個門徒
[00:12:37.000 --> 00:12:39.000]  我們不知道是誰
[00:12:39.000 --> 00:12:41.000]  不過大家不說
[00:12:41.000 --> 00:12:43.000]  因為耶穌吩咐了兩個人去做
[00:12:43.000 --> 00:12:45.000]  去那條村子也沒有說
[00:12:45.000 --> 00:12:47.000]  有一點點模糊
[00:12:47.000 --> 00:12:49.000]  但是做的事情清不清楚
[00:12:49.000 --> 00:12:51.000]  很清楚
[00:12:51.000 --> 00:12:53.000]  去那條村子
[00:12:53.000 --> 00:12:55.000]  進去的時候看見一隻驢子
[00:12:55.000 --> 00:12:59.000]  賴在欄杆那裏
[00:12:59.000 --> 00:13:03.000]  那隻從來沒有人騎過的驢子
[00:13:03.000 --> 00:13:05.000]  怎麼分辨
[00:13:05.000 --> 00:13:07.000]  然後你將他解開
[00:13:07.000 --> 00:13:09.000]  就拿過來了
[00:13:09.000 --> 00:13:11.000]  這個指示清楚還是不清楚
[00:13:11.000 --> 00:13:13.000]  如果你是其中一個門徒
[00:13:13.000 --> 00:13:15.000]  你收到這個命令
[00:13:15.000 --> 00:13:17.000]  你做還是不做
[00:13:17.000 --> 00:13:19.000]  有沒有危險
[00:13:19.000 --> 00:13:21.000]  有沒有風險
[00:13:21.000 --> 00:13:25.000]  你會不會問耶穌
[00:13:25.000 --> 00:13:27.000]  多給我一點資料好不好
[00:13:27.000 --> 00:13:31.000]  會不會有一點
[00:13:31.000 --> 00:13:33.000]  是不是真的有
[00:13:33.000 --> 00:13:35.000]  很多問題
[00:13:35.000 --> 00:13:37.000]  很多是模糊性我們不知道
[00:13:37.000 --> 00:13:39.000]  耶穌也知道門徒開始有一點點懷疑
[00:13:39.000 --> 00:13:41.000]  還有一點點問題
[00:13:41.000 --> 00:13:43.000]  他問的問題很簡單
[00:13:43.000 --> 00:13:45.000]  你叫我這樣做
[00:13:45.000 --> 00:13:47.000]  我分分鐘被人抓
[00:13:47.000 --> 00:13:49.000]  我看見那隻驢子在那裏
[00:13:49.000 --> 00:13:51.000]  我就拉開那隻驢子
[00:13:51.000 --> 00:13:53.000]  拿過來不問自取
[00:13:53.000 --> 00:13:55.000]  視為賊也
[00:13:55.000 --> 00:13:57.000]  突然間會
[00:13:57.000 --> 00:13:59.000]  你下面這條街有很多漂亮的車
[00:13:59.000 --> 00:14:01.000]  你看見哪個最漂亮的車
[00:14:01.000 --> 00:14:03.000]  你就打開左邊的車門
[00:14:03.000 --> 00:14:05.000]  你鑽進去
[00:14:05.000 --> 00:14:07.000]  然後開車退出來給羅木用
[00:14:07.000 --> 00:14:09.000]  你敢不敢
[00:14:09.000 --> 00:14:11.000]  我吩咐你做
[00:14:11.000 --> 00:14:13.000]  你會不會做
[00:14:13.000 --> 00:14:15.000]  當然不會我不是耶穌
[00:14:15.000 --> 00:14:17.000]  但如果耶穌叫你做一件不可能的事情
[00:14:17.000 --> 00:14:19.000]  還有危險的事情
[00:14:19.000 --> 00:14:21.000]  還有風險的事情你做還是不做
[00:14:21.000 --> 00:14:23.000]  耶穌說
[00:14:23.000 --> 00:14:25.000]  如果有人問你為什麼要解開這隻驢子
[00:14:25.000 --> 00:14:27.000]  你就這樣回答他
[00:14:27.000 --> 00:14:29.000]  主要用他
[00:14:29.000 --> 00:14:31.000]  耶穌知道門徒有少許擔心
[00:14:31.000 --> 00:14:33.000]  如果有人問你的時候
[00:14:33.000 --> 00:14:35.000]  你就這樣回答他
[00:14:35.000 --> 00:14:37.000]  主要用他
[00:14:37.000 --> 00:14:39.000]  我們對這個字可能有少許
[00:14:39.000 --> 00:14:41.000]  覺得他不行
[00:14:41.000 --> 00:14:43.000]  找隻驢子來幫他
[00:14:43.000 --> 00:14:45.000]  當然在當時的文化
[00:14:45.000 --> 00:14:47.000]  在羅馬統治的時候
[00:14:47.000 --> 00:14:49.000]  羅馬的公民
[00:14:49.000 --> 00:14:51.000]  是有責任和義務去幫長官
[00:14:51.000 --> 00:14:53.000]  去揹行李
[00:14:53.000 --> 00:14:55.000]  有人叫你走一里你走夠兩里
[00:14:55.000 --> 00:14:57.000]  是耶穌教的
[00:14:57.000 --> 00:14:59.000]  有很多這樣的要求
[00:14:59.000 --> 00:15:01.000]  甚至耶穌的十字架也有人幫他揹過
[00:15:01.000 --> 00:15:03.000]  可以勉強人去做這件事
[00:15:03.000 --> 00:15:05.000]  這是羅馬的規定
