
[00:00:00.000 --> 00:00:03.000]  今日和大家諮詢的題目是「不死的愛」
[00:03:39.000 --> 00:03:40.000]  繼續去愛呢?
[00:03:40.000 --> 00:03:42.000]  好像這裡的漫畫
[00:03:42.000 --> 00:03:45.000]  愛到心裡有箭很痛
[00:03:45.000 --> 00:03:47.000]  人生裡有些愛
[00:03:47.000 --> 00:03:49.000]  在很多痛苦之下
[00:03:49.000 --> 00:03:50.000]  繼續愛
[00:03:50.000 --> 00:03:52.000]  這個愛有很奇妙的能力
[00:03:52.000 --> 00:03:53.000]  保羅今天的經文
[00:03:53.000 --> 00:03:55.000]  在第七章第三節第一句話
[00:03:55.000 --> 00:03:59.000]  「我說者說,不是要定你們的罪」
[00:03:59.000 --> 00:04:00.000]  原來意思就是
[00:04:00.000 --> 00:04:02.000]  我不是要定罪
[00:04:02.000 --> 00:04:04.000]  保羅在哥倫多前後書
[00:04:04.000 --> 00:04:05.000]  特別是在哥倫多後書
[00:04:05.000 --> 00:04:07.000]  講了很多提醒的說話
[00:04:07.000 --> 00:04:08.000]  因為哥倫多教會
[00:04:08.000 --> 00:04:10.000]  是保羅所建立的教會
[00:04:10.000 --> 00:04:11.000]  但很多很多的問題
[00:04:11.000 --> 00:04:13.000]  所以保羅離開他們
[00:04:13.000 --> 00:04:14.000]  又擔心他們
[00:04:14.000 --> 00:04:16.000]  不知不覺就要勸他們
[00:04:16.000 --> 00:04:17.000]  責備他們
[00:04:17.000 --> 00:04:20.000]  但保羅在責備之餘之後
[00:04:20.000 --> 00:04:22.000]  又很怕他們誤會他的心腸
[00:04:22.000 --> 00:04:23.000]  保羅不是想論斷他們
[00:04:23.000 --> 00:04:25.000]  不是想他們罵到
[00:04:25.000 --> 00:04:27.000]  以後都不可以回頭
[00:04:27.000 --> 00:04:29.000]  而是一個好像中國人說的
[00:04:29.000 --> 00:04:30.000]  一個嚴愛
[00:04:30.000 --> 00:04:31.000]  提醒他們
[00:04:31.000 --> 00:04:33.000]  希望他們用愛心裡說誠實話
[00:04:33.000 --> 00:04:34.000]  去幫他們
[00:04:34.000 --> 00:04:36.000]  所以保羅在當時面對
[00:04:36.000 --> 00:04:38.000]  一個充滿問題的神的教會
[00:04:38.000 --> 00:04:41.000]  第一他們有分黨的紛爭
[00:04:41.000 --> 00:04:43.000]  在哥倫多書上說
[00:04:43.000 --> 00:04:44.000]  保羅形容他
[00:04:44.000 --> 00:04:46.000]  有些人這樣說我是屬保羅
[00:04:46.000 --> 00:04:48.000]  我是屬阿波羅的
[00:04:48.000 --> 00:04:49.000]  我是屬基發的
[00:04:49.000 --> 00:04:52.000]  有些人說我是屬基督的
[00:04:52.000 --> 00:04:54.000]  在教會裡面
[00:04:54.000 --> 00:04:56.000]  本來是一個愛的家庭
[00:04:56.000 --> 00:04:58.000]  但很多的分黨分裂
[00:04:58.000 --> 00:05:00.000]  然後這個教會裡面有淫亂
[00:05:00.000 --> 00:05:02.000]  有很多淫亂
[00:05:02.000 --> 00:05:03.000]  有些人淫亂
[00:05:03.000 --> 00:05:07.000]  甚至外邦未信人都沒有的淫亂
[00:05:07.000 --> 00:05:09.000]  道德裡面有敗壞
[00:05:09.000 --> 00:05:10.000]  第三
[00:05:10.000 --> 00:05:12.000]  然後教會裡面
[00:05:12.000 --> 00:05:15.000]  嚴重紛爭到要控告到法庭裡面
[00:05:15.000 --> 00:05:18.000]  說你們弟兄與弟兄告狀
[00:05:18.000 --> 00:05:20.000]  而且告到不信人的面前
[00:05:20.000 --> 00:05:23.000]  然後去傳異教
[00:05:23.000 --> 00:05:26.000]  既傳基督是死裡復活了
[00:05:26.000 --> 00:05:28.000]  怎麼在你們中間有人說
[00:05:28.000 --> 00:05:30.000]  沒有死人復活的事呢
[00:05:30.000 --> 00:05:32.000]  今天下午有機會去屯門
[00:05:32.000 --> 00:05:34.000]  講東方閃電的講座
[00:05:34.000 --> 00:05:36.000]  在香港都很熱鬧的
[00:05:36.000 --> 00:05:38.000]  關心的一個熱端
[00:05:38.000 --> 00:05:39.000]  大家不知道
[00:05:39.000 --> 00:05:41.000]  你們區裡面走過天橋
[00:05:41.000 --> 00:05:44.000]  有些人見過東方閃電的招牌
[00:05:44.000 --> 00:05:45.000]  全能神
[00:05:45.000 --> 00:05:46.000]  有沒有見過
[00:05:46.000 --> 00:05:47.000]  有些見過
[00:05:47.000 --> 00:05:48.000]  少量的區域出現
[00:05:48.000 --> 00:05:50.000]  所以有賣廣告
[00:05:50.000 --> 00:05:52.000]  有看過報紙的廣告
[00:05:52.000 --> 00:05:53.000]  講到東方閃電
[00:05:53.000 --> 00:05:55.000]  全能神的廣告
[00:05:55.000 --> 00:05:56.000]  最特別就是
[00:05:56.000 --> 00:05:58.000]  在油塘一間教會
[00:05:58.000 --> 00:06:02.000]  一個暗默了超過十年的牧師
[00:06:02.000 --> 00:06:04.000]  一個姐妹的牧師
[00:06:04.000 --> 00:06:07.000]  竟然信了東方閃電的教
[00:06:07.000 --> 00:06:10.000]  後來又有些懺悔的故事等等
[00:06:10.000 --> 00:06:12.000]  很突然
[00:06:12.000 --> 00:06:16.000]  很多牧師都會這樣
[00:06:16.000 --> 00:06:18.000]  這麼奇怪的事都會相信
[00:06:18.000 --> 00:06:20.000]  我認識一個姐妹
[00:06:20.000 --> 00:06:21.000]  在鄰近的教會
[00:06:21.000 --> 00:06:22.000]  都是同區
[00:06:22.000 --> 00:06:26.000]  以前都經常請牧師過來講道
[00:06:26.000 --> 00:06:28.000]  突然間這樣的
[00:06:28.000 --> 00:06:29.000]  很奇怪
[00:06:29.000 --> 00:06:31.000]  人生裡面有時
[00:06:31.000 --> 00:06:34.000]  當你去侍奉去牧養的時候
[00:06:34.000 --> 00:06:37.000]  或者我們自己生活在我們的家庭
[00:06:37.000 --> 00:06:38.000]  都會受傷
[00:06:38.000 --> 00:06:41.000]  寶羅都面對這個很不開心的故事
[00:06:41.000 --> 00:06:44.000]  但在哥倫多前後書最特別就是
[00:06:44.000 --> 00:06:48.000]  寶羅親自被人去責備和攻擊
[00:06:48.000 --> 00:06:50.000]  寶羅被稱為慾望人
[00:06:50.000 --> 00:06:52.000]  寶羅的一個名句就是
[00:06:52.000 --> 00:06:55.000]  人不可以把我看作慾望人
[00:06:55.000 --> 00:06:56.000]  有些人說他愚蠢
[00:06:56.000 --> 00:06:58.000]  或者寶羅這樣罵他
[00:06:58.000 --> 00:07:00.000]  下一點
[00:07:00.000 --> 00:07:01.000]  接著下一句
[00:07:01.000 --> 00:07:03.000]  那位蛇毒說
[00:07:03.000 --> 00:07:06.000]  他的信又沉重又厲害
[00:07:06.000 --> 00:07:09.000]  及時見面卻是氣貌不揚
[00:07:09.000 --> 00:07:11.000]  言語粗俗
[00:07:11.000 --> 00:07:13.000]  寶羅可能寫了很多書信來等等
[00:07:13.000 --> 00:07:14.000]  有些人說
[00:07:14.000 --> 00:07:16.000]  我以前不認識他
[00:07:16.000 --> 00:07:18.000]  你們以前那個教會的牧師
[00:07:18.000 --> 00:07:20.000]  創辦哥倫多教會的寶羅
[00:07:20.000 --> 00:07:22.000]  寫信好像寫得很流利
[00:07:22.000 --> 00:07:23.000]  見到面
[00:07:23.000 --> 00:07:25.000]  說話都是窒口窒舌的
[00:07:25.000 --> 00:07:27.000]  沒什麼好說的
[00:07:27.000 --> 00:07:29.000]  氣貌不揚
[00:07:29.000 --> 00:07:32.000]  言語粗俗
[00:07:32.000 --> 00:07:34.000]  假如你在街上碰到一個朋友
[00:07:34.000 --> 00:07:36.000]  罵你氣貌不揚言語粗俗
[00:07:36.000 --> 00:07:38.000]  你的心情會怎樣
[00:07:38.000 --> 00:07:40.000]  都可能有些人很生氣
[00:07:40.000 --> 00:07:42.000]  扯火都不奇怪
[00:07:42.000 --> 00:07:45.000]  寶羅這裡有很多被扯火的空間
[00:07:45.000 --> 00:07:46.000]  下一個
[00:07:46.000 --> 00:07:48.000]  寶羅被稱為是而又非
[00:07:48.000 --> 00:07:50.000]  我向你們所傳的道
[00:07:50.000 --> 00:07:53.000]  並沒有是而又非
[00:07:53.000 --> 00:07:54.000]  其中一個原因可能是
[00:07:54.000 --> 00:07:56.000]  寶羅最初去到這個教會
[00:07:56.000 --> 00:07:57.000]  不收奉獻
[00:07:57.000 --> 00:07:58.000]  為什麼去到之後
[00:07:58.000 --> 00:08:00.000]  寶羅就勸他們
[00:08:00.000 --> 00:08:04.000]  集點錢去幫貧窮的游撒冷
[00:08:04.000 --> 00:08:06.000]  有些人誤解寶羅
[00:08:06.000 --> 00:08:08.000]  有些人敵對寶羅
[00:08:08.000 --> 00:08:10.000]  傳一些歪理
[00:08:10.000 --> 00:08:12.000]  以前寶羅來傳福音不收錢
[00:08:12.000 --> 00:08:13.000]  現在就收了
[00:08:13.000 --> 00:08:17.000]  一次過借救濟貧窮人的方法
[00:08:17.000 --> 00:08:18.000]  就收你很多了
[00:08:18.000 --> 00:08:21.000]  所以寶羅的人說話是而又非
[00:08:21.000 --> 00:08:23.000]  是而又非用廣東話
[00:08:23.000 --> 00:08:24.000]  比較精彩
[00:08:24.000 --> 00:08:26.000]  三個字是什麼
[00:08:26.000 --> 00:08:28.000]  廣東話是非精
[00:08:28.000 --> 00:08:30.000]  假如你被人說你是非精
[00:08:30.000 --> 00:08:32.000]  你生氣嗎
[00:08:32.000 --> 00:08:33.000]  可能也很生氣
[00:08:33.000 --> 00:08:34.000]  很多扯火
[00:08:34.000 --> 00:08:36.000]  寶羅還有很多扯火空間
[00:08:36.000 --> 00:08:38.000]  接著再說
[00:08:38.000 --> 00:08:40.000]  請石英說下一個
[00:08:40.000 --> 00:08:41.000]  一起讀下一個
[00:08:41.000 --> 00:08:42.000]  黑色字開始
[00:08:42.000 --> 00:08:43.000]  罷了
[00:08:43.000 --> 00:08:46.000]  我自己伴沒有淚著你們
[00:08:46.000 --> 00:08:49.000]  你們卻有人說我是鬼咋
[00:08:49.000 --> 00:08:52.000]  用心計牢籠你們
[00:08:52.000 --> 00:08:54.000]  說寶羅很多計算
[00:08:54.000 --> 00:08:55.000]  用心計
[00:08:55.000 --> 00:08:58.000]  寶羅以前不賺你錢
[00:08:58.000 --> 00:08:59.000]  現在賺足了
[00:08:59.000 --> 00:09:00.000]  他現在說什麼好東西
[00:09:00.000 --> 00:09:02.000]  都是其實想什麼
[00:09:02.000 --> 00:09:03.000]  很多手段
[00:09:03.000 --> 00:09:04.000]  很多陰謀等等情況
[00:09:04.000 --> 00:09:05.000]  我又問
[00:09:05.000 --> 00:09:06.000]  假如你被人說
[00:09:06.000 --> 00:09:09.000]  你是用很多心計的說話
[00:09:09.000 --> 00:09:11.000]  你受不受傷
[00:09:11.000 --> 00:09:13.000]  都很受傷
[00:09:13.000 --> 00:09:14.000]  認識一些朋友
[00:09:14.000 --> 00:09:15.000]  認識一些弟子妹
[00:09:15.000 --> 00:09:20.000]  特別他和弟子妹有時吵架
[00:09:20.000 --> 00:09:22.000]  或者甚至拍拖的事情
[00:09:22.000 --> 00:09:24.000]  兩個人有衝突的時候
[00:09:24.000 --> 00:09:25.000]  有些人衝突的時候
[00:09:25.000 --> 00:09:28.000]  無端端罵人特別惡毒
[00:09:28.000 --> 00:09:31.000]  很多罵到他不是人
[00:09:31.000 --> 00:09:33.000]  又說你是大話精
[00:09:33.000 --> 00:09:35.000]  又說你不對人好
[00:09:35.000 --> 00:09:37.000]  很多噁心的說話
[00:09:37.000 --> 00:09:39.000]  很多說出來
[00:09:39.000 --> 00:09:41.000]  或者不要說自己
[00:09:41.000 --> 00:09:43.000]  你有聽過一些朋友
[00:09:43.000 --> 00:09:45.000]  被這些說話很深傷害嗎
[00:09:45.000 --> 00:09:47.000]  有沒有聽過
[00:09:47.000 --> 00:09:49.000]  這些不同的說話
[00:09:49.000 --> 00:09:51.000]  很深的說話傷害你
[00:09:51.000 --> 00:09:53.000]  在人生裡面這麼多傷害之後
[00:09:53.000 --> 00:09:55.000]  一個題目就是
[00:09:55.000 --> 00:09:58.000]  你敢不敢繼續去愛呢
[00:09:58.000 --> 00:10:00.000]  有些人經過傷害之後
[00:10:00.000 --> 00:10:02.000]  就躲在人生裡
[00:10:02.000 --> 00:10:05.000]  脫離不敢追求愛
[00:10:05.000 --> 00:10:06.000]  追求朋友
[00:10:06.000 --> 00:10:08.000]  甚至離開教會
[00:10:08.000 --> 00:10:11.000]  遠離不見家人等等情況
[00:10:11.000 --> 00:10:14.000]  所以保羅在這裡很重要提醒
[00:10:14.000 --> 00:10:16.000]  保羅在七章第三節說
[00:10:16.000 --> 00:10:17.000]  我說者說
[00:10:17.000 --> 00:10:20.000]  不是要定你們的罪
[00:10:20.000 --> 00:10:22.000]  保羅的動機提醒
[00:10:22.000 --> 00:10:24.000]  不是純粹想去吵架
[00:10:24.000 --> 00:10:27.000]  不是想讓他們就坐到死
[00:10:27.000 --> 00:10:29.000]  保羅是想挽回
[00:10:29.000 --> 00:10:31.000]  想提醒
[00:10:31.000 --> 00:10:33.000]  仍然有一份愛
[00:10:33.000 --> 00:10:35.000]  保羅其中在臨後一個名句
[00:10:35.000 --> 00:10:38.000]  就是哥倫多後書第五章十四節
[00:10:38.000 --> 00:10:39.000]  一起讀
[00:10:39.000 --> 00:10:42.000]  原來基督的愛激勵我們
[00:10:42.000 --> 00:10:46.000]  激勵的字就好像捉住他那樣
[00:10:46.000 --> 00:10:49.000]  捆綁他或者捏住他
[00:10:49.000 --> 00:10:52.000]  或者催逼他
[00:10:52.000 --> 00:10:53.000]  催逼他
[00:10:53.000 --> 00:10:56.000]  耶穌基督愛罪人
[00:10:56.000 --> 00:10:59.000]  甚至釘過去十字架的人都愛他
[00:10:59.000 --> 00:11:01.000]  他越明白耶穌這種
[00:11:01.000 --> 00:11:02.000]  受了傷的時候
[00:11:02.000 --> 00:11:05.000]  仍然去愛這種愛的時候
[00:11:05.000 --> 00:11:07.000]  他將來一生裡面
[00:11:07.000 --> 00:11:09.000]  要下法耶穌基督愛的時候
[00:11:09.000 --> 00:11:12.000]  他發覺他就算受傷都好
[00:11:12.000 --> 00:11:15.000]  他一個責任就是只能夠愛
[00:11:15.000 --> 00:11:17.000]  基督在地上有一個責任
[00:11:17.000 --> 00:11:19.000]  就是成為愛的使者
[00:11:19.000 --> 00:11:21.000]  我們有愛的使命
[00:11:21.000 --> 00:11:23.000]  有愛的使命不等於我們不提醒人
[00:11:23.000 --> 00:11:26.000]  不等於人錯的時候不指責人
[00:11:26.000 --> 00:11:27.000]  我們要提醒人
[00:11:27.000 --> 00:11:28.000]  要指出人的錯誤
[00:11:28.000 --> 00:11:29.000]  讓他去修改
[00:11:29.000 --> 00:11:31.000]  但我們動機是什麼呢
[00:11:31.000 --> 00:11:32.000]  剩一個名句就是
[00:11:32.000 --> 00:11:34.000]  愛心裡面說什麼
[00:11:34.000 --> 00:11:36.000]  誠實話
[00:11:36.000 --> 00:11:37.000]  我們講很多的事情
[00:11:37.000 --> 00:11:41.000]  都是用愛去提醒人去誠實話
[00:11:41.000 --> 00:11:42.000]  其實很多時候
[00:11:42.000 --> 00:11:44.000]  真是愛是很艱難
[00:11:44.000 --> 00:11:46.000]  看下一章
[00:11:46.000 --> 00:11:48.000]  還有一個名句就是
[00:11:48.000 --> 00:11:50.000]  他說其實很難愛那些
[00:11:50.000 --> 00:11:52.000]  很親近我們很熟悉的人
[00:11:52.000 --> 00:11:54.000]  有時候容易給一碗飯
[00:11:54.000 --> 00:11:59.000]  去幫那些不認識街邊的流浪漢
[00:11:59.000 --> 00:12:01.000]  乞丐
[00:12:01.000 --> 00:12:02.000]  貧窮人
[00:12:02.000 --> 00:12:03.000]  因為不認識他
[00:12:03.000 --> 00:12:05.000]  不認識他的人容易愛
[00:12:05.000 --> 00:12:08.000]  但要愛我們熟悉的朋友
[00:12:08.000 --> 00:12:10.000]  熟悉的親友
[00:12:10.000 --> 00:12:13.000]  特別他們有很多的失敗
[00:12:13.000 --> 00:12:16.000]  或者曾經傷害過自己的時候很難愛
[00:12:16.000 --> 00:12:19.000]  但德蘭州的挑戰人就是
[00:12:19.000 --> 00:12:21.000]  如果我們要學習彼此相愛
[00:12:21.000 --> 00:12:25.000]  第一步就是將愛帶回你家裡
[00:12:25.000 --> 00:12:27.000]  其實帶回自己家人裡面
[00:12:27.000 --> 00:12:29.000]  愛是一個很難的愛
[00:12:29.000 --> 00:12:32.000]  德蘭州的另一個名句說
[00:12:32.000 --> 00:12:34.000]  我發現一個吊詭的事
[00:12:34.000 --> 00:12:37.000]  就是當你能夠堅持愛到痛的時候
[00:12:37.000 --> 00:12:39.000]  就再沒有痛
[00:12:39.000 --> 00:12:40.000]  只有愛
[00:12:40.000 --> 00:12:42.000]  有時候愛的時候就不想愛
[00:12:42.000 --> 00:12:44.000]  或者覺得很難去愛
[00:12:44.000 --> 00:12:45.000]  很難去關心
[00:12:45.000 --> 00:12:47.000]  有時候很多脾氣很複雜
[00:12:47.000 --> 00:12:48.000]  我們都要提醒他
[00:12:48.000 --> 00:12:51.000]  但仍然出於一個愛心去提醒他的時候
[00:12:51.000 --> 00:12:54.000]  到某一天都覺得煩厭
[00:12:54.000 --> 00:12:56.000]  人生裡面有些日子
[00:12:56.000 --> 00:12:58.000]  世界不認識人好一點
[00:12:58.000 --> 00:12:59.000]  認識人少一點也好
[00:12:59.000 --> 00:13:00.000]  沒那麼煩
[00:13:00.000 --> 00:13:02.000]  一個人自在
[00:13:02.000 --> 00:13:03.000]  一個人很他條
[00:13:03.000 --> 00:13:06.000]  但神要我們去到萬民裡面傳福音
[00:13:06.000 --> 00:13:09.000]  在眾人面前活出神的愛
[00:13:09.000 --> 00:13:11.000]  這個是很難的過程
[00:13:11.000 --> 00:13:14.000]  但德蘭提出一個很有意思的點
[00:13:14.000 --> 00:13:17.000]  當你是很多逆境的時候
[00:13:17.000 --> 00:13:19.000]  去堅持愛的時候
[00:13:19.000 --> 00:13:21.000]  慢慢你發覺你生命的目標
[00:13:21.000 --> 00:13:24.000]  就是用神的道去愛的時候
[00:13:24.000 --> 00:13:26.000]  慢慢你就不要理什麼環境
[00:13:26.000 --> 00:13:28.000]  什麼環境你都愛的時候
[00:13:28.000 --> 00:13:31.000]  那你只剩下的就是愛
[00:13:31.000 --> 00:13:33.000]  人生有另一個超越
[00:13:33.000 --> 00:13:35.000]  另一個突破
[00:13:35.000 --> 00:13:38.000]  我很喜歡蔡少芬的一個例子
[00:13:38.000 --> 00:13:40.000]  我跟她沒有什麼親切關係
[00:13:40.000 --> 00:13:41.000]  我不認識她
[00:13:41.000 --> 00:13:42.000]  不知道見過沒有
[00:13:42.000 --> 00:13:43.000]  我都沒有見過她
[00:13:43.000 --> 00:13:45.000]  有一年看過一個見證
[00:13:45.000 --> 00:13:46.000]  很大的感覺
[00:13:46.000 --> 00:13:48.000]  說到她媽媽又爛賭
[00:13:48.000 --> 00:13:50.000]  原來她小時候爸爸也是爛賭
[00:13:50.000 --> 00:13:51.000]  等等故事
[00:13:51.000 --> 00:13:53.000]  因為家人又爛賭
[00:13:53.000 --> 00:13:55.000]  爸爸不顧家
[00:13:55.000 --> 00:13:56.000]  媽媽又爛賭
[00:13:56.000 --> 00:13:58.000]  她不停地搬家
[00:13:58.000 --> 00:14:00.000]  學校讀一年又搬
[00:14:00.000 --> 00:14:01.000]  讀一年又搬
[00:14:01.000 --> 00:14:03.000]  她覺得沒有朋友了
[00:14:03.000 --> 00:14:05.000]  她有一個感覺就是世界沒有愛
[00:14:05.000 --> 00:14:06.000]  沒有人喜歡她
[00:14:06.000 --> 00:14:09.000]  所以她嚴重的自閉症和封閉
[00:14:09.000 --> 00:14:11.000]  有後果覺得自己一無是處
[00:14:11.000 --> 00:14:12.000]  什麼都不行
[00:14:12.000 --> 00:14:15.000]  她人生走很多冤枉的路
[00:14:15.000 --> 00:14:17.000]  後來信主很大的平安
[00:14:17.000 --> 00:14:19.000]  但她自己都很謹慎
[00:14:19.000 --> 00:14:20.000]  她跟別人說
[00:14:20.000 --> 00:14:22.000]  我不是很虔誠
[00:14:22.000 --> 00:14:23.000]  我都不是很完美
[00:14:23.000 --> 00:14:25.000]  我都很發脾氣
[00:14:25.000 --> 00:14:28.000]  我其實都不想跟別人說那麼多過去
