
[00:00:00.000 --> 00:00:03.160]  今日講到的題目是關於憤怒的
[00:05:16.840 --> 00:05:18.880]  有沒有人知道?
[00:05:18.880 --> 00:05:22.760]  主要是學的老師知不知道?
[00:05:22.760 --> 00:05:25.320]  基本上是最後一年,第四十年
[00:05:25.320 --> 00:05:27.000]  這個時候已經是
[00:05:27.000 --> 00:05:29.920]  因為他們派十二探子進去
[00:05:29.920 --> 00:05:31.600]  艱難去探地的時候
[00:05:31.600 --> 00:05:34.720]  十二個探子有十個探子不順服
[00:05:34.720 --> 00:05:36.560]  覺得沒可能進到這個地的
[00:05:36.560 --> 00:05:38.320]  不想進去
[00:05:38.320 --> 00:05:40.960]  所以神對他們的懲罰就是四十天
[00:05:40.960 --> 00:05:44.600]  要用了四十年在曠野裡面遊蕩
[00:05:44.600 --> 00:05:46.600]  作為一種懲罰,一種試煉
[00:05:46.600 --> 00:05:48.600]  他們不能夠直接進入艱難
[00:05:48.600 --> 00:05:50.320]  其實是很近的距離
[00:05:50.320 --> 00:05:52.560]  但是在曠野裡面繞了四十年
[00:05:52.560 --> 00:05:55.320]  這個時候已經到了四十年,最後一年
[00:05:55.320 --> 00:05:58.280]  但是米利安因為她有她的問題
[00:05:58.280 --> 00:06:00.320]  我們相信除了她的年紀之外
[00:06:00.320 --> 00:06:02.680]  其中一個問題就是她不順服神
[00:06:02.680 --> 00:06:05.040]  她也離開了,第一個離開
[00:06:05.040 --> 00:06:07.280]  亞倫在五個月之後離開
[00:06:07.280 --> 00:06:09.520]  根據聖經綜合來說
[00:06:09.520 --> 00:06:12.040]  其實摩西也是同年離世的
[00:06:12.040 --> 00:06:13.160]  一會兒再分享
[00:06:13.160 --> 00:06:15.880]  其實她三姊弟都是在那一年
[00:06:15.880 --> 00:06:18.040]  不過有時候說一年可能說頭尾是兩年
[00:06:18.040 --> 00:06:20.920]  因為我們說一年可以是一個年頭一個年尾
[00:06:20.920 --> 00:06:22.840]  可以是兩年,大家就知道是一年
[00:06:22.840 --> 00:06:24.320]  可以是這樣計算
[00:06:24.320 --> 00:06:29.800]  所以這個時間是一個很重要的時候
[00:06:29.800 --> 00:06:31.600]  他們兜轉了四十年
[00:06:31.600 --> 00:06:32.760]  將要進入艱難
[00:06:32.760 --> 00:06:34.040]  但是發生了一件這樣的事
[00:06:34.040 --> 00:06:34.720]  這件什麼事呢?
[00:06:34.720 --> 00:06:38.120]  就是匯仲沒有水喝,就走來攻擊摩西
[00:06:38.120 --> 00:06:41.720]  和他爭論爭吵
[00:06:41.720 --> 00:06:45.760]  他說我們的弟兄曾經死在耶華面前
[00:06:45.760 --> 00:06:48.440]  我們也想和他同死
[00:06:48.440 --> 00:06:50.680]  為什麼他這樣說我們的弟兄是什麼呢?
[00:06:50.680 --> 00:06:53.040]  其實這裡說的是新一代和上一代
[00:06:53.040 --> 00:06:55.280]  因為上一代已經死得七七八八
[00:06:55.280 --> 00:06:57.160]  似乎他們是說上一代的人已經死了
[00:06:57.160 --> 00:06:59.600]  這個新一代將要進入艱難
[00:06:59.600 --> 00:07:01.120]  這一班是進入艱難的人
[00:07:01.120 --> 00:07:02.640]  他們這樣爭吵
[00:07:02.640 --> 00:07:05.040]  在這裡和摩西爭論
[00:07:05.040 --> 00:07:07.880]  但是那種發怨言很負面
[00:07:07.880 --> 00:07:09.480]  說不如死掉算了
[00:07:09.480 --> 00:07:11.280]  我不知道大家有沒有說過這個話
[00:07:11.280 --> 00:07:13.360]  有時候和太太和丈夫說
[00:07:13.360 --> 00:07:14.880]  都會有時候說這些話
[00:07:14.880 --> 00:07:16.160]  或者和某些人說
[00:07:16.160 --> 00:07:17.240]  不如死掉算了
[00:07:17.240 --> 00:07:18.760]  搞不定你
[00:07:18.760 --> 00:07:20.800]  這麼壞這麼不好
[00:07:20.800 --> 00:07:24.800]  這裡就說你們為什麼將耶華的匯仲
[00:07:24.800 --> 00:07:26.560]  領導這個曠野呢?
[00:07:26.560 --> 00:07:28.480]  這裡令我們生畜
[00:07:28.480 --> 00:07:30.360]  我們和生畜都會死在這裡
[00:07:30.360 --> 00:07:31.720]  為什麼逼我們出埃及
[00:07:31.720 --> 00:07:33.480]  領導我們這個壞地方呢?
[00:07:33.480 --> 00:07:34.720]  又種不到東西
[00:07:34.720 --> 00:07:35.640]  又沒有無花果
[00:07:35.640 --> 00:07:36.360]  沒有葡萄樹
[00:07:36.360 --> 00:07:37.080]  沒有石榴樹
[00:07:37.080 --> 00:07:38.760]  又沒有水飲
[00:07:38.760 --> 00:07:41.480]  你覺不覺得匯仲有時候很難忍受呢?
[00:07:41.480 --> 00:07:42.600]  你不覺得嗎?
[00:07:42.600 --> 00:07:44.600]  我覺得
[00:07:44.600 --> 00:07:46.920]  其實有時候匯仲很多的要求
[00:07:46.920 --> 00:07:48.560]  沒有水飲就作得這麼大
[00:07:48.560 --> 00:07:50.040]  又說不能種什麼
[00:07:50.040 --> 00:07:51.000]  又說沒有無花果
[00:07:51.000 --> 00:07:52.280]  又葡萄樹
[00:07:52.280 --> 00:07:53.040]  又石榴樹
[00:07:53.040 --> 00:07:53.800]  又說沒有iPad
[00:07:53.800 --> 00:07:55.240]  又說沒有什麼
[00:07:55.240 --> 00:07:56.320]  很多的要求
[00:07:56.320 --> 00:07:57.640]  很多的投訴
[00:07:57.640 --> 00:08:00.040]  今天現代的小朋友是這樣
[00:08:00.040 --> 00:08:00.960]  沒有這個沒有那個
[00:08:00.960 --> 00:08:02.960]  以前我們的要求很簡單而已
[00:08:02.960 --> 00:08:04.080]  可能吃一隻雞腿
[00:08:04.080 --> 00:08:06.080]  你知道我以前的生日禮物是吃雞腿
[00:08:06.080 --> 00:08:07.320]  媽媽就煮給我
[00:08:07.320 --> 00:08:09.440]  現在生日禮物小朋友的要求很高
[00:08:09.440 --> 00:08:10.960]  是很多很多的要求
[00:08:10.960 --> 00:08:12.200]  然後就投訴
[00:08:12.200 --> 00:08:14.720]  在教會可能也是有類似
[00:08:14.720 --> 00:08:17.760]  有很多的要求都渴求對教會
[00:08:17.760 --> 00:08:19.840]  但是這群匯仲
[00:08:19.840 --> 00:08:20.920]  這群群眾
[00:08:20.920 --> 00:08:23.120]  他們賴在摩西的身上
[00:08:23.120 --> 00:08:24.240]  說你領我們出來
[00:08:24.240 --> 00:08:25.800]  你搞到我們這樣子
[00:08:25.800 --> 00:08:27.520]  其實跟摩西有關係嗎?
[00:08:28.160 --> 00:08:31.560]  摩西只不過是想幫他們而已
[00:08:31.560 --> 00:08:32.640]  他也不是很想
[00:08:32.640 --> 00:08:33.800]  神呼召他的時候
[00:08:33.800 --> 00:08:34.880]  神我不行
[00:08:34.880 --> 00:08:36.280]  我口才也不行
[00:08:36.280 --> 00:08:38.360]  我講不出什麼
[00:08:38.360 --> 00:08:39.960]  神幾乎逼他去
[00:08:39.960 --> 00:08:42.640]  摩西是上帝呼召他
[00:08:42.640 --> 00:08:44.480]  要他帶領百姓
[00:08:44.480 --> 00:08:46.160]  在百姓
[00:08:46.160 --> 00:08:49.000]  在埃及的手下受苦
[00:08:49.000 --> 00:08:50.680]  日日的勞苦困難
[00:08:50.680 --> 00:08:51.920]  哀聲載道
[00:08:51.920 --> 00:08:53.840]  上帝聽到憐憫他們
[00:08:53.840 --> 00:08:56.000]  差派摩西去拯救他們出來
[00:08:56.000 --> 00:08:59.760]  用了神跡、騎士、十災、過紅海
[00:08:59.760 --> 00:09:01.360]  這樣拯救他們出來
[00:09:01.360 --> 00:09:04.320]  這些百姓每一個感恩的心
[00:09:04.320 --> 00:09:06.560]  當遇到一點缺陷的時候
[00:09:06.560 --> 00:09:08.160]  埋怨聲就很大
[00:09:08.160 --> 00:09:11.320]  有時候我不知道你是怎麼做基督徒
[00:09:11.320 --> 00:09:15.160]  有時候你知不知道神是很豐富的賜予給我們每一個人呢?
[00:09:15.160 --> 00:09:18.280]  但是往往遇到一點點的問題
[00:09:18.280 --> 00:09:21.440]  就將不滿擴到很大
[00:09:21.440 --> 00:09:22.520]  我不相信你了
[00:09:22.520 --> 00:09:24.360]  你這樣也不照顧我
[00:09:24.360 --> 00:09:26.400]  你也不供應這方面
[00:09:26.400 --> 00:09:28.120]  你也不給我這一點
[00:09:28.120 --> 00:09:30.560]  以前我聽過一個人見證
[00:09:30.560 --> 00:09:32.120]  一個姐妹
[00:09:32.120 --> 00:09:33.800]  她分享也不是分享見證
[00:09:33.800 --> 00:09:37.600]  她當時很多年前考會考
[00:09:37.600 --> 00:09:38.480]  她考得不好
[00:09:38.480 --> 00:09:39.800]  她平時成績很好
[00:09:39.800 --> 00:09:41.800]  但是那一年不知道是不是考的時候
[00:09:41.800 --> 00:09:43.680]  身體有一點點不舒服
[00:09:43.680 --> 00:09:46.160]  表現得不好,考不到
[00:09:46.160 --> 00:09:47.800]  她就埋怨分享
[00:09:47.800 --> 00:09:49.960]  我真的想離開這個信仰
[00:09:49.960 --> 00:09:51.480]  真的很不想相信這個信仰
[00:09:51.480 --> 00:09:53.320]  為什麼我平時成績這麼好
[00:09:53.320 --> 00:09:55.320]  考試的時候出現差誤呢?
[00:09:55.320 --> 00:09:57.200]  有時候
[00:09:57.200 --> 00:09:58.600]  我們的生命
[00:09:58.600 --> 00:10:01.560]  不是看感恩的事
[00:10:01.560 --> 00:10:02.960]  而是看沒有的事
[00:10:02.960 --> 00:10:07.200]  這是一個暫時轉折的地方
[00:10:07.200 --> 00:10:08.280]  抗疫當然是
[00:10:08.280 --> 00:10:09.000]  種不到那些
[00:10:09.000 --> 00:10:09.600]  種不到那些
[00:10:09.600 --> 00:10:10.720]  因為水分也不夠
[00:10:10.720 --> 00:10:12.480]  所以久不久就沒有水喝
[00:10:12.480 --> 00:10:14.280]  其實早一次沒有水喝
[00:10:14.280 --> 00:10:16.920]  聖經的記載是出埃及的第二年
[00:10:16.920 --> 00:10:18.920]  相隔了三十八年
[00:10:18.920 --> 00:10:20.840]  來到這裡第二次記載
[00:10:20.840 --> 00:10:23.600]  當然中間有沒有這些事情發生可能也有
[00:10:23.600 --> 00:10:27.720]  因為當時在帶領200萬的回眾群眾在這裡
[00:10:27.720 --> 00:10:29.520]  水源有限
[00:10:29.520 --> 00:10:30.360]  不是經常都有
[00:10:30.360 --> 00:10:31.720]  喝了可能會沒有
[00:10:31.720 --> 00:10:34.520]  但是早三十八年前一次
[00:10:34.520 --> 00:10:36.880]  就是擊打盤石就出了水
[00:10:36.880 --> 00:10:40.000]  這一次他們就有很多的投訴
[00:10:40.000 --> 00:10:40.920]  很多的要求
[00:10:40.920 --> 00:10:42.120]  很多的埋怨
[00:10:42.120 --> 00:10:43.840]  剛才紅色的字也說到了
[00:10:43.840 --> 00:10:45.120]  他們攻擊摩西
[00:10:45.120 --> 00:10:46.440]  跟摩西爭論
[00:10:46.440 --> 00:10:48.240]  說他罵他
[00:10:48.240 --> 00:10:49.680]  為什麼逼我們出來
[00:10:49.680 --> 00:10:51.520]  為什麼帶來一個壞地方
[00:10:51.520 --> 00:10:53.840]  弟兄姊妹
[00:10:53.840 --> 00:10:54.960]  我不知道你
[00:10:54.960 --> 00:10:56.320]  明不明白
[00:10:56.320 --> 00:10:58.800]  人生有一個過渡的階段
[00:10:58.800 --> 00:11:01.280]  每一個人生都有一種的試驗在這裡
[00:11:01.280 --> 00:11:02.840]  落在一種困難裡面
[00:11:02.840 --> 00:11:04.960]  不等於你永遠在困難裡面
[00:11:04.960 --> 00:11:09.320]  我昨晚才跟一個索馬利亞人聊天
[00:11:09.320 --> 00:11:10.720]  在網上聊天
[00:11:10.720 --> 00:11:11.760]  他以前去過南非
[00:11:11.760 --> 00:11:12.640]  我也去過南非
[00:11:12.640 --> 00:11:14.520]  有些緣故認識
[00:11:14.520 --> 00:11:17.240]  他這段時間沒有事情做
[00:11:17.920 --> 00:11:21.000]  他到處在skype上找一些朋友
[00:11:21.000 --> 00:11:21.960]  看看有沒有人介紹
[00:11:21.960 --> 00:11:23.320]  他就知道我在中國來
[00:11:23.320 --> 00:11:24.920]  但我不是中國有錢人
[00:11:24.920 --> 00:11:25.960]  我只是一個傳道人
[00:11:25.960 --> 00:11:27.840]  所以能夠鼓勵他
[00:11:27.840 --> 00:11:29.680]  繼續相信神
[00:11:29.680 --> 00:11:31.040]  繼續倚靠神
[00:11:31.040 --> 00:11:32.320]  去走前面的路
[00:11:32.320 --> 00:11:34.920]  有時候人生在一個階段裡面
[00:11:34.920 --> 00:11:38.400]  一個很大的轉折等候
[00:11:38.400 --> 00:11:40.400]  神給我們一個永遠的盼望
[00:11:40.400 --> 00:11:43.160]  今天可能我們落在不同的狀態裡面
[00:11:43.160 --> 00:11:45.800]  工作情況不是很理想
[00:11:45.800 --> 00:11:47.000]  有些人很辛苦
[00:11:47.000 --> 00:11:48.400]  我知道有些人很辛苦
[00:11:48.400 --> 00:11:51.880]  有時候在朋友之間
[00:11:51.880 --> 00:11:52.920]  有些壓力
[00:11:52.920 --> 00:11:55.160]  青少年的階段
[00:11:55.160 --> 00:11:57.480]  很容易出現一些摩擦
[00:11:57.480 --> 00:11:58.800]  一些誤會
[00:11:58.800 --> 00:12:00.200]  很多的狀況
[00:12:00.200 --> 00:12:02.720]  做家長也有不同的適應期
[00:12:02.720 --> 00:12:04.200]  小時候看到Wendell回來
[00:12:04.200 --> 00:12:05.320]  趕頭趕命
[00:12:05.320 --> 00:12:07.120]  還要照顧兒女
[00:12:07.120 --> 00:12:08.720]  估計做主席也很辛苦
[00:12:08.720 --> 00:12:09.520]  做事也很辛苦
[00:12:09.520 --> 00:12:10.920]  我知道他由早到晚
[00:12:10.920 --> 00:12:12.560]  那時候說十點也不吃晚飯
[00:12:12.560 --> 00:12:13.800]  一個不健康的醫生
[00:12:13.800 --> 00:12:14.400]  不太好
[00:12:14.400 --> 00:12:15.920]  有時候很辛苦
[00:12:15.920 --> 00:12:18.160]  人生有很多的張力
[00:12:18.160 --> 00:12:19.200]  很多的壓力
[00:12:19.200 --> 00:12:21.040]  但我們懷著感恩的心
[00:12:21.040 --> 00:12:22.160]  來到上帝的面前
[00:12:22.160 --> 00:12:23.720]  仍然給我們很多的恩典
[00:12:23.720 --> 00:12:25.400]  因為當時候
[00:12:25.400 --> 00:12:28.360]  每一天都有神蹟顯現給他們
[00:12:28.360 --> 00:12:30.160]  因為有瑪拿供應給他們
[00:12:30.160 --> 00:12:35.520]  因為神有雲柱去遮蓋太陽那種威力
[00:12:35.520 --> 00:12:37.320]  因為在曠野裡面很曬
[00:12:37.320 --> 00:12:38.360]  但是有雲柱
[00:12:38.360 --> 00:12:39.760]  每天都看到神蹟
[00:12:39.760 --> 00:12:41.400]  每天去接收瑪拿的時候
[00:12:41.400 --> 00:12:42.840]  都是神的供應
[00:12:42.840 --> 00:12:44.560]  他們沒有為這些感恩
[00:12:45.040 --> 00:12:47.120]  他們口渴了一會兒就喊生喊死
[00:12:47.120 --> 00:12:48.840]  好像一個小朋友
[00:12:48.840 --> 00:12:51.280]  我不知道你有沒有見過小朋友是這樣的
[00:12:51.280 --> 00:12:53.160]  沒有一點點就喊生喊死
[00:12:53.160 --> 00:12:57.040]  一有事就去罵別人
[00:12:57.040 --> 00:12:57.880]  都是你啊
[00:12:57.880 --> 00:12:58.800]  你搞到我這樣
[00:12:58.800 --> 00:13:00.560]  我不知道你的子女有沒有埋怨過你
[00:13:00.560 --> 00:13:02.040]  我的大兒子有一點點埋怨
[00:13:02.040 --> 00:13:03.240]  都是你搞到我這樣
[00:13:03.240 --> 00:13:04.480]  生得我這麼窮
[00:13:04.480 --> 00:13:05.840]  有錢就好了
[00:13:05.840 --> 00:13:08.000]  子女也會這樣
[00:13:08.000 --> 00:13:08.880]  會眾也會這樣
[00:13:08.880 --> 00:13:09.560]  都是你啊
[00:13:09.560 --> 00:13:10.680]  你搞到我這樣
[00:13:10.680 --> 00:13:11.440]  都是你啊
[00:13:11.440 --> 00:13:13.080]  搞到我無法上課
[00:13:13.360 --> 00:13:15.280]  我們可以有很多的埋怨
[00:13:15.280 --> 00:13:17.800]  很多的要求和投訴
[00:13:17.800 --> 00:13:22.120]  這些百姓來到摩西的面前
[00:13:22.120 --> 00:13:23.200]  一再的投訴
[00:13:23.200 --> 00:13:25.080]  令到摩西有很大的壓力
[00:13:25.080 --> 00:13:28.480]  因為摩西其實帶領這四十年裡面
[00:13:28.480 --> 00:13:30.120]  是很多的考驗
[00:13:30.120 --> 00:13:31.240]  很多的經歷
[00:13:31.240 --> 00:13:33.160]  我不知道你作為一個領袖
[00:13:33.160 --> 00:13:34.200]  可能你是父母
[00:13:34.200 --> 00:13:35.360]  你是老師
[00:13:35.360 --> 00:13:37.760]  你是工作裡面的一個上司
[00:13:37.760 --> 00:13:38.960]  或者是一個領袖
[00:13:38.960 --> 00:13:40.120]  一個長輩
[00:13:40.240 --> 00:13:43.360]  你下面的人可能都會有很多的要求和投訴
[00:13:43.360 --> 00:13:47.320]  都是人生裡面很多的經歷
[00:13:47.320 --> 00:13:49.160]  很多的訴求
[00:13:49.160 --> 00:13:53.600]  但是正如剛才說的生命記
[00:13:53.600 --> 00:13:54.800]  那裡提到
[00:13:54.800 --> 00:13:57.840]  因為耶和華的神在你的手裡面所辦一切事
[00:13:57.840 --> 00:13:59.520]  上已經賜福你
[00:13:59.520 --> 00:14:01.480]  你走者大曠野
[00:14:01.480 --> 00:14:03.200]  他也知道了這四十年
[00:14:03.200 --> 00:14:06.040]  耶和華的神常與你同在
[00:14:06.040 --> 00:14:08.040]  故此你一無所缺
[00:14:09.960 --> 00:14:11.720]  有時候沒有水喝是短暫
[00:14:11.720 --> 00:14:13.800]  神最終都是供應水給他們
[00:14:13.800 --> 00:14:15.320]  供應食物給他們
[00:14:15.320 --> 00:14:16.760]  神沒有令到他們
[00:14:16.760 --> 00:14:20.040]  是一種餓死的狀況
[00:14:20.040 --> 00:14:22.280]  我也有這樣的信心
[00:14:22.280 --> 00:14:24.080]  所以我也想好我退休
[00:14:24.080 --> 00:14:25.680]  沒有工作的時候做什麼
[00:14:25.680 --> 00:14:26.520]  都是做維修
[00:14:26.520 --> 00:14:28.600]  死出維修應該都不會餓死
[00:14:28.600 --> 00:14:31.200]  神會供應我們的需要
[00:14:31.200 --> 00:14:32.720]  神會幫助我們
[00:14:32.720 --> 00:14:34.240]  是豐富的
[00:14:34.240 --> 00:14:37.280]  你要想一下當時以色列人所經歷的很多的神蹟
[00:14:37.280 --> 00:14:39.040]  是每一天有神蹟
[00:14:39.680 --> 00:14:42.360]  你知不知道今天你每一天都在經歷神蹟呢?
[00:14:42.360 --> 00:14:44.360]  你知不知道的?
[00:14:44.360 --> 00:14:47.040]  你知不知道今天我們可以很安全
[00:14:47.040 --> 00:14:49.320]  去出入搭乘交通工具
[00:14:49.320 --> 00:14:51.640]  你走過的騎樓沒有花盆掉下來
[00:14:51.640 --> 00:14:55.800]  你搭的巴士都是神很奇妙的保守你
[00:14:55.800 --> 00:14:59.040]  有時候我們身在福中不知福低
[00:14:59.040 --> 00:15:02.400]  這麼多年來裡面神是很多的恩典
[00:15:02.400 --> 00:15:03.720]  我要數埋怨
[00:15:03.720 --> 00:15:04.960]  我也可以有很多的埋怨
[00:15:04.960 --> 00:15:08.560]  我每一種痛症都是痛十年二十年以上的痛症
[00:15:08.560 --> 00:15:10.640]  我很小的時候
[00:15:10.640 --> 00:15:12.440]  我讀神學開始的時候
[00:15:12.440 --> 00:15:13.480]  頭痛,扁頭痛
[00:15:13.480 --> 00:15:15.640]  痛了二十年
[00:15:15.640 --> 00:15:18.360]  我以前因為做過手術的肺
[00:15:18.360 --> 00:15:20.240]  痛了十幾二十年
[00:15:20.240 --> 00:15:21.240]  是不同時候
[00:15:21.240 --> 00:15:22.280]  現在到這個階段
[00:15:22.280 --> 00:15:23.200]  兩隻腳做完手術
[00:15:23.200 --> 00:15:24.000]  兩隻腳都痛
[00:15:24.000 --> 00:15:26.040]  做完一年的手術都痛
[00:15:26.040 --> 00:15:27.680]  這個做完手術又是痛
[00:15:27.680 --> 00:15:28.920]  我經常坐在地鐵
