
[00:00:00.000 --> 00:00:02.760]  歡迎大家來到我們的主日崇拜
[00:02:10.400 --> 00:02:12.920]  前面是背棄分若
[00:02:12.920 --> 00:02:18.160]  現在是守若等候君那個君回來
[00:02:18.160 --> 00:02:19.920]  我們的夫君
[00:02:19.920 --> 00:02:23.360]  我們的君王耶穌的回來
[00:02:23.360 --> 00:02:25.600]  最後在啟示屋裏面
[00:02:25.600 --> 00:02:28.600]  有一個高揚的大分宴
[00:02:28.600 --> 00:02:30.640]  有了這個大綱
[00:02:30.640 --> 00:02:34.000]  我們就可以開始談形容
[00:02:34.000 --> 00:02:37.120]  如果你兩個禮拜之前有在
[00:02:37.120 --> 00:02:39.320]  你曾經可能記得你聽過我講
[00:02:39.320 --> 00:02:42.320]  我希望將第七屆不可加任
[00:02:42.320 --> 00:02:45.520]  向四類不同的人說話
[00:02:45.520 --> 00:02:49.200]  在四類不同的人當中有兩類是非基督徒
[00:02:49.200 --> 00:02:52.520]  接著有另外兩類是自稱為基督徒
[00:02:52.520 --> 00:02:54.640]  自稱又未必一定是
[00:02:54.640 --> 00:02:58.240]  我們先將第七屆不可加任
[00:02:58.240 --> 00:03:00.760]  帶給兩類非基督徒
[00:03:00.760 --> 00:03:04.440]  我們想看看聖經對於這兩類非基督徒
[00:03:04.440 --> 00:03:06.320]  有什麼信息
[00:03:06.320 --> 00:03:09.280]  第一類的不信主的基督徒
[00:03:09.280 --> 00:03:12.680]  非基督徒是道德主義者
[00:03:12.680 --> 00:03:16.520]  他們同意第七屆的教導
[00:03:16.520 --> 00:03:18.440]  論理上的教導
[00:03:18.440 --> 00:03:20.120]  他們說萬惡淫為首
[00:03:20.120 --> 00:03:21.520]  我同意你林牧師
[00:03:21.520 --> 00:03:25.280]  不過我不覺得第七屆和我有關
[00:03:25.280 --> 00:03:25.720]  為什麼?
[00:03:25.720 --> 00:03:27.960]  因為我守到第七屆
[00:03:27.960 --> 00:03:29.720]  這個是道德主義者
[00:03:29.720 --> 00:03:31.120]  另一種就複雜一點
[00:03:31.120 --> 00:03:32.920]  他是自由主義者
[00:03:32.920 --> 00:03:35.520]  他說食色無對錯
[00:03:35.520 --> 00:03:39.640]  他覺得第七屆根本不需要存在
[00:03:39.640 --> 00:03:41.840]  因為人是自由的
[00:03:41.840 --> 00:03:43.440]  人應該享受自由
[00:03:43.440 --> 00:03:47.680]  只要我不迫人不害人就沒有問題
[00:03:47.680 --> 00:03:50.360]  我們的期望是將這兩類人
[00:03:50.360 --> 00:03:55.520]  都引到十字架的面前
[00:03:55.520 --> 00:03:58.640]  對於道德主義者的質疑
[00:03:58.640 --> 00:04:01.360]  對於自由主義者的放蕩
[00:04:01.360 --> 00:04:03.760]  聖經會有什麼回應?
[00:04:03.760 --> 00:04:05.840]  我的回應或者聖經的回應
[00:04:05.840 --> 00:04:06.880]  是這兩個
[00:04:06.880 --> 00:04:08.040]  我們先看
[00:04:08.040 --> 00:04:10.520]  偶像起半翼
[00:04:10.520 --> 00:04:12.920]  背若偉形象
[00:04:12.920 --> 00:04:15.320]  跟著是色慾都市中
[00:04:15.320 --> 00:04:17.000]  Sex and the City
[00:04:17.000 --> 00:04:19.560]  知恥刑十架
[00:04:19.560 --> 00:04:22.520]  我們中國人有個知恥近乎勇
[00:04:22.520 --> 00:04:24.560]  但是在聖經的角度來說
[00:04:24.560 --> 00:04:26.720]  當我們知恥的時候
[00:04:26.720 --> 00:04:29.120]  我們是走向十字架
[00:04:29.120 --> 00:04:31.680]  這個是我們應有的回應
[00:04:31.680 --> 00:04:35.520]  於是A'對應A
[00:04:35.520 --> 00:04:38.200]  然後B'對應B
[00:04:38.200 --> 00:04:42.480]  我想先和你看看B'和B的這一對
[00:04:42.480 --> 00:04:45.360]  是比較複雜的一對
[00:04:45.360 --> 00:04:49.280]  自由主義者覺得人類本為自由
[00:04:49.280 --> 00:04:50.960]  並且他們相信自由
[00:04:50.960 --> 00:04:53.320]  相信人類可以掌控自己的自由
[00:04:53.320 --> 00:05:00.160]  不會因為自由而令人類的人性和社會受到傷害
[00:05:00.160 --> 00:05:03.080]  但是聖經挑戰這些想法
[00:05:03.080 --> 00:05:04.440]  聖經告訴我們
[00:05:04.440 --> 00:05:06.600]  人其實不自由
[00:05:06.600 --> 00:05:07.720]  聖經告訴我們
[00:05:07.720 --> 00:05:10.400]  其實我們每一個人生出來
[00:05:10.400 --> 00:05:14.920]  都是被有形無形的偶像假神所掌控著
[00:05:14.920 --> 00:05:16.560]  有空中掌權者
[00:05:16.560 --> 00:05:21.680]  有看不見的勢力在管轄這個世界
[00:05:21.680 --> 00:05:24.960]  我們進入今天的主要經文
[00:05:24.960 --> 00:05:27.040]  羅馬書的第一章
[00:05:27.040 --> 00:05:29.680]  羅馬書第一章第二十一節
[00:05:29.680 --> 00:05:32.440]  因為他們雖然知道上帝
[00:05:32.440 --> 00:05:36.320]  卻不把他當作上帝榮耀他
[00:05:36.320 --> 00:05:37.720]  也不感謝他
[00:05:37.720 --> 00:05:40.320]  他們的思想變為虛妄
[00:05:40.320 --> 00:05:42.240]  無知的心就昏暗了
[00:05:42.240 --> 00:05:44.040]  他們自以為聰明
[00:05:44.040 --> 00:05:45.920]  反成了愚昧
[00:05:45.920 --> 00:05:50.640]  將不能扭壞之上帝的榮耀變為偶像
[00:05:50.640 --> 00:05:58.320]  仿照必扭壞人飛琴走獸爬蟲的形象
[00:05:58.320 --> 00:06:02.280]  這是兩千年前的羅馬
[00:06:02.280 --> 00:06:05.280]  當時每個人都是信神的
[00:06:05.280 --> 00:06:07.800]  每個人都是多神論的
[00:06:07.800 --> 00:06:14.160]  於是他們敬拜很多有形的偶像和假神
[00:06:14.160 --> 00:06:15.600]  兩千年後的今天
[00:06:15.600 --> 00:06:16.480]  在香港也好
[00:06:16.480 --> 00:06:18.400]  在西方的世界也好
[00:06:18.400 --> 00:06:21.000]  很多人都說其實我不信神
[00:06:21.000 --> 00:06:22.240]  我是無神論者
[00:06:22.240 --> 00:06:24.760]  然而你留意的時候
[00:06:24.760 --> 00:06:26.440]  每一個人都在拜東西
[00:06:26.440 --> 00:06:28.720]  每一個人仍然是
[00:06:28.720 --> 00:06:34.360]  苦服敬拜一些無形的假神和偶像
[00:06:34.360 --> 00:06:36.760]  所謂自由主導的人生
[00:06:36.760 --> 00:06:39.280]  其實背後是有一個惡勢力
[00:06:39.280 --> 00:06:44.080]  有一個撒旦魔鬼所掌控著的人生
[00:06:44.080 --> 00:06:45.440]  於是我們繼續看
[00:06:45.440 --> 00:06:47.520]  所以上帝任憑他們
[00:06:47.520 --> 00:06:51.440]  隨著心裡情慾行污穢的事
[00:06:51.440 --> 00:06:52.720]  彼此羞辱
[00:06:52.720 --> 00:06:56.120]  在敬拜偶像的背後
[00:06:56.120 --> 00:07:02.840]  開始發現我們有一個被情慾所控制著的人生
[00:07:02.840 --> 00:07:06.520]  他們將上帝的真實變為虛妄虛敬拜
[00:07:06.520 --> 00:07:07.800]  侍奉受授之物
[00:07:07.800 --> 00:07:12.960]  就是那些偶像不敬奉那造物主真神上帝
[00:07:12.960 --> 00:07:17.160]  因此上帝任憑他們放縱情慾
[00:07:17.160 --> 00:07:19.760]  慾火攻心行可恥的事
[00:07:19.760 --> 00:07:21.840]  我已經刪減了很多東西
[00:07:21.840 --> 00:07:24.000]  因為我們不需要看那些東西
[00:07:24.000 --> 00:07:26.440]  我們知道上帝在說什麼
[00:07:26.440 --> 00:07:30.000]  上帝如何審判世人
[00:07:30.000 --> 00:07:32.280]  上帝審判的其中一個方法
[00:07:32.280 --> 00:07:34.680]  竟然是任憑他們
[00:07:34.680 --> 00:07:37.120]  我們覺得上帝沒有審判我們
[00:07:37.120 --> 00:07:39.360]  讓我們繼續下去繼續開心
[00:07:39.360 --> 00:07:40.360]  不是
[00:07:40.360 --> 00:07:43.560]  而是當上帝任憑我們
[00:07:43.560 --> 00:07:45.720]  去活在最終
[00:07:45.720 --> 00:07:47.720]  沉迷在最終的時候
[00:07:47.720 --> 00:07:52.440]  其實人的罪自然就會令到我們的社會
[00:07:52.440 --> 00:07:56.640]  我們的人性漸漸失去
[00:07:56.640 --> 00:07:58.480]  人看不到這件事
[00:07:58.480 --> 00:08:02.760]  但這件事是極其的真實
[00:08:02.760 --> 00:08:07.120]  我們問荒唐淫蕩的自由空氣
[00:08:07.120 --> 00:08:09.760]  有沒有傷害到人類的社會
[00:08:09.760 --> 00:08:13.320]  有沒有傷害到人類的本質
[00:08:13.320 --> 00:08:15.680]  答案是當然有
[00:08:15.680 --> 00:08:16.920]  不單止是有
[00:08:16.920 --> 00:08:19.200]  而且是有數據支持
[00:08:19.200 --> 00:08:23.080]  連不信主的人都同意人的自由
[00:08:23.080 --> 00:08:29.240]  罪性其實是在傷害人類的本質和人類的社會
[00:08:29.240 --> 00:08:31.640]  我不知道你認不認識一個人
[00:08:31.640 --> 00:08:34.200]  這個人叫做Daniel Moutan
[00:08:34.200 --> 00:08:35.360]  有沒有聽過他
[00:08:35.360 --> 00:08:36.960]  他絕對不是小人物
[00:08:36.960 --> 00:08:41.000]  已經在時代雜誌的封面出現
[00:08:41.000 --> 00:08:42.600]  他是誰呢
[00:08:42.600 --> 00:08:44.760]  今年32歲
[00:08:44.760 --> 00:08:46.720]  是一個南非人
[00:08:46.720 --> 00:08:50.160]  他自由是一個貧窮的家庭長大
[00:08:50.160 --> 00:08:52.320]  一生的志願就是脫貧
[00:08:52.320 --> 00:08:57.400]  他在家中第一個進入一個比較有名的大學
[00:08:57.400 --> 00:08:59.360]  叫Rose University
[00:08:59.360 --> 00:09:03.880]  2018年他在Rose University畢業
[00:09:03.880 --> 00:09:05.600]  開始找工作
[00:09:05.600 --> 00:09:10.280]  被他機緣巧合之下找到一份美國公司的工作
[00:09:10.280 --> 00:09:13.880]  那份美國公司叫做Summer Source
[00:09:13.880 --> 00:09:15.160]  我不知道有沒有聽過
[00:09:15.160 --> 00:09:21.520]  其實是在Silicon Valley裡面的一個公司
[00:09:21.520 --> 00:09:22.920]  那份工作是做什麼
[00:09:22.920 --> 00:09:27.200]  那份工作叫做網絡內容調節員
[00:09:27.200 --> 00:09:29.240]  Content Moderator
[00:09:29.240 --> 00:09:33.440]  Summer Source其實是幫Facebook打工的
[00:09:33.440 --> 00:09:35.960]  Facebook其實有一個需要
[00:09:35.960 --> 00:09:38.560]  Summer Source是幫他工作
[00:09:38.560 --> 00:09:41.720]  以至Facebook不用出名
[00:09:41.720 --> 00:09:43.160]  他幫他工作
[00:09:43.160 --> 00:09:45.400]  而Summer Source是一間美國公司
[00:09:45.400 --> 00:09:47.160]  但是他去到非洲
[00:09:47.160 --> 00:09:49.160]  去請非洲的人
[00:09:49.160 --> 00:09:53.400]  於是2018年畢業的畢業生
[00:09:53.400 --> 00:09:55.640]  2019年的春天
[00:09:55.640 --> 00:09:58.760]  他覺得他已經踏上人生的巔峰
[00:09:58.760 --> 00:10:03.480]  他由一個當地有名的大學畢業
[00:10:03.480 --> 00:10:06.920]  他是他全家人裡面第一個坐飛機的人
[00:10:06.920 --> 00:10:09.280]  因為這份工作不在南非
[00:10:09.280 --> 00:10:12.960]  要飛他去奈羅比肯亞那邊
[00:10:12.960 --> 00:10:18.600]  他是全家人裡面第一個被邀請去外國上班的人
[00:10:18.600 --> 00:10:22.440]  於是當時全家以他為榮
[00:10:22.440 --> 00:10:23.640]  人家問他
[00:10:23.640 --> 00:10:25.560]  你究竟去那裡做什麼
[00:10:25.560 --> 00:10:28.080]  什麼叫Content Moderator
[00:10:28.080 --> 00:10:30.920]  什麼叫做網絡內容調節員
[00:10:30.920 --> 00:10:31.920]  他說我不知道的
[00:10:31.920 --> 00:10:35.960]  但是他說這是一個科技公司
[00:10:35.960 --> 00:10:39.960]  去到奈羅比他才知道他的工作是什麼
[00:10:39.960 --> 00:10:42.480]  其實他的工作簡單來講就是
[00:10:42.480 --> 00:10:45.000]  讓Facebook更加安全
[00:10:45.000 --> 00:10:46.040]  什麼意思
[00:10:46.040 --> 00:10:47.560]  今天你上Facebook的時候
[00:10:47.560 --> 00:10:50.320]  你會看到很多人上載了很多東西上去
[00:10:50.320 --> 00:10:53.120]  有機會點擊一下看看
[00:10:53.120 --> 00:10:56.160]  但是其實你在Facebook看到的東西
[00:10:56.160 --> 00:10:58.600]  不是所有的東西
[00:10:58.600 --> 00:11:02.600]  中間已經有很多的內容需要被刪減
[00:11:02.600 --> 00:11:04.000]  那些內容是什麼呢
[00:11:04.000 --> 00:11:07.640]  就是一些極端的色情暴力的東西
[00:11:07.640 --> 00:11:10.680]  而Daniel的工作
[00:11:10.680 --> 00:11:15.200]  就是要每天9個小時10個小時
[00:11:15.200 --> 00:11:19.280]  不斷看那些極端的色情暴力的東西
[00:11:19.280 --> 00:11:22.560]  以至他可以說三簡三簡三簡
[00:11:22.560 --> 00:11:25.520]  令Facebook你今天看到的Facebook
[00:11:25.520 --> 00:11:27.640]  是你現在看到的Facebook
[00:11:27.640 --> 00:11:31.520]  Facebook不是你想像中的東西
[00:11:31.520 --> 00:11:33.840]  當Facebook開設了一個平台之後
[00:11:33.840 --> 00:11:36.800]  有太多極端的事情
[00:11:36.800 --> 00:11:38.560]  人們上載上去
[00:11:38.560 --> 00:11:42.520]  而大家知道過不了美國的法例
[00:11:42.520 --> 00:11:44.680]  於是他只可以做這件事
[00:11:44.680 --> 00:11:48.440]  這件事令到Daniel
[00:11:48.440 --> 00:11:50.800]  他從來未看過這些東西
[00:11:50.800 --> 00:11:53.840]  看完幾天之後已經受不了
[00:11:53.840 --> 00:11:55.280]  他講了一句說話
[00:11:55.280 --> 00:11:57.880]  如果你看他這個時代雜誌
[00:11:57.880 --> 00:12:03.040]  他說It can destroy the fiber of your entire being
[00:12:03.040 --> 00:12:04.960]  我所看到的東西
[00:12:04.960 --> 00:12:07.200]  你以為不存在的東西
[00:12:07.200 --> 00:12:10.640]  但其實一直不斷發生的事情
[00:12:10.640 --> 00:12:13.720]  當你看到那些東西的時候
[00:12:13.720 --> 00:12:19.120]  可以摧毀你整個人的纖維
[00:12:19.120 --> 00:12:24.760]  我們的自由創造了極端的暴力
[00:12:24.760 --> 00:12:31.240]  我們的自由創造了一個不可想像的世界
[00:12:31.240 --> 00:12:34.680]  你可以想像有時你去internet
[00:12:34.680 --> 00:12:40.160]  你已經知道internet裏面有很多很黑暗的東西
[00:12:40.160 --> 00:12:45.840]  但其實真正的世界比你想像中更加的黑暗
[00:12:45.840 --> 00:12:51.880]  欲火攻心墮落的罪成
[00:12:51.880 --> 00:12:54.840]  作為一個基督徒我們相信
[00:12:54.840 --> 00:13:00.160]  如果不是上帝的恩典抗衡人類的醜惡
[00:13:00.160 --> 00:13:03.360]  讓這個世界相對的和平
[00:13:03.360 --> 00:13:06.880]  我們今天怎麼可能在這裡聚會
[00:13:06.880 --> 00:13:10.200]  如果上帝的恩典沒有臨在
[00:13:10.200 --> 00:13:14.040]  這個世界每處每時每刻所發生的
[00:13:14.040 --> 00:13:18.160]  就是Daniel Moutan所看見的東西
[00:13:18.160 --> 00:13:19.520]  你明不明白
[00:13:19.520 --> 00:13:23.160]  我不是說我們的Facebook
[00:13:23.160 --> 00:13:25.480]  我們都會看到Daniel所看到的東西
[00:13:25.480 --> 00:13:29.760]  而是那些東西會發生在我們的世界裏面
[00:13:29.760 --> 00:13:37.280]  你根本沒有可能上班上學上教會去敬拜
[00:13:37.280 --> 00:13:39.520]  聖經告訴我們
[00:13:39.520 --> 00:13:43.880]  當上帝的恩典不在我們當中的時候
[00:13:43.880 --> 00:13:50.800]  人的真面目是一個極其黑暗恐怖的世界
[00:13:50.800 --> 00:13:53.280]  如果我們當中有一些所謂自由主義者
[00:13:53.280 --> 00:13:58.600]  相信人是可以控制到自己的自由
[00:13:58.600 --> 00:14:01.040]  你要醒覺起來
[00:14:01.040 --> 00:14:04.240]  當然我們當中如果有道德主義者覺得
[00:14:04.240 --> 00:14:07.840]  是世風日下不過不關我的事的話
[00:14:07.840 --> 00:14:09.760]  他一樣要醒來
[00:14:09.760 --> 00:14:11.640]  因為耶穌來到這個世界
[00:14:11.640 --> 00:14:14.920]  將我們的罪暴露出來
[00:14:14.920 --> 00:14:17.080]  馬太福音第五章二十七節
[00:14:17.080 --> 00:14:19.440]  大家都很熟悉的經文
[00:14:19.440 --> 00:14:23.280]  耶穌這樣說你們聽過有話說不可耕人
[00:14:23.280 --> 00:14:24.800]  但是我告訴你們
[00:14:24.800 --> 00:14:28.360]  凡看見婦女就動人念的
[00:14:28.360 --> 00:14:32.840]  這人心裏已經和他犯了姦淫
[00:14:32.840 --> 00:14:35.560]  當你這樣去明白的時候
[00:14:35.560 --> 00:14:39.280]  如果在天國裏面要告你
[00:14:39.280 --> 00:14:40.360]  抓你坐牢
[00:14:40.360 --> 00:14:43.640]  是這樣的話誰還有希望
[00:14:43.640 --> 00:14:46.240]  有誰還可以站起來說
[00:14:46.240 --> 00:14:49.920]  我是清心人我不犯第七誡
[00:14:49.920 --> 00:14:56.720]  沒有人在上帝面前可以站立得穩
[00:14:56.720 --> 00:14:59.080]  當你讀到這裏的時候
[00:14:59.080 --> 00:15:00.440]  我想你仔細去思想
[00:15:00.440 --> 00:15:04.040]  耶穌為何要在登山寶墳裏面
[00:15:04.040 --> 00:15:07.760]  這樣展示第七誡
[00:15:07.760 --> 00:15:10.480]  耶穌這樣展示這樣講的目的
[00:15:10.480 --> 00:15:12.080]  不是要定我們的罪
[00:15:12.080 --> 00:15:14.720]  而是要我們知罪
[00:15:14.720 --> 00:15:18.760]  以致我們可以迴轉悔改來到祂的面前
[00:15:18.760 --> 00:15:22.680]  因為唯有祂的十字架可以拯救我們
[00:15:22.680 --> 00:15:26.520]  你記得我多次和你分享馬丁奴德的故事
[00:15:26.520 --> 00:15:28.600]  有人問馬丁奴德
[00:15:28.600 --> 00:15:32.320]  登山寶墳就是馬太福音第五章第七章的訊息
[00:15:32.320 --> 00:15:34.920]  究竟它的主題是甚麼
[00:15:34.920 --> 00:15:36.720]  馬丁奴德回答很有趣
[00:15:36.720 --> 00:15:38.720]  他說登山寶墳的目的
[00:15:38.720 --> 00:15:44.120]  就是要我們跨去耶穌的面前
[00:15:44.120 --> 00:15:46.440]  我們連走也走不了
[00:15:46.440 --> 00:15:50.240]  當你讀完當你真的明白登山寶墳的時候
[00:15:50.240 --> 00:15:52.920]  我們趴倒在地上
[00:15:52.920 --> 00:15:56.440]  我們爬行去到耶穌基督
[00:15:56.440 --> 00:15:58.440]  的面前
[00:15:58.440 --> 00:16:03.560]  通常我們想到第七屆不可耕人的時候
[00:16:03.560 --> 00:16:07.560]  我們都不由自主的有一種很不舒服的感覺
[00:16:07.560 --> 00:16:09.000]  有人不喜歡第七屆
[00:16:09.000 --> 00:16:12.920]  因為這個誡命令我們很覺得有一個觸覺
[00:16:12.920 --> 00:16:14.120]  有人不喜歡第七屆
[00:16:14.120 --> 00:16:19.720]  因為他覺得第七屆為我們帶來羞恥驚恐
[00:16:19.720 --> 00:16:21.440]  看見自己的罪孽
[00:16:21.440 --> 00:16:22.640]  總言而之
[00:16:22.640 --> 00:16:26.400]  大家都希望這個誡命可以在十屆中消除
[00:16:26.400 --> 00:16:28.520]  如果你讓大家有個機會
[00:16:28.520 --> 00:16:29.960]  十屆中你可以除一屆
[00:16:29.960 --> 00:16:31.880]  你除哪一屆呢
[00:16:31.880 --> 00:16:34.000]  可能大家都會選第七屆
[00:16:34.000 --> 00:16:35.920]  沒有人留戀這個誡命
[00:16:35.920 --> 00:16:41.040]  亦都沒有人會因為這個誡命而感謝上帝
[00:16:41.040 --> 00:16:44.400]  然而我想你換另一個角度來看
[00:16:44.400 --> 00:16:45.920]  如果我問大家
[00:16:45.920 --> 00:16:50.160]  十屆當中哪一屆帶到最多人信主
[00:16:50.160 --> 00:16:51.360]  如果我們有個比賽
[00:16:51.360 --> 00:16:53.920]  每一個誡命出去
[00:16:53.920 --> 00:16:58.880]  和別人宣講讓更多人回來信耶穌
[00:16:58.880 --> 00:17:00.280]  誰會是贏家
[00:17:00.280 --> 00:17:05.280]  很有可能第七屆就是最終的贏家
[00:17:05.280 --> 00:17:08.400]  第七屆為我們帶來羞恥
[00:17:08.400 --> 00:17:10.640]  為我們帶來罪疚
[00:17:10.640 --> 00:17:13.240]  讓我們無可逃避
[00:17:13.240 --> 00:17:18.840]  讓我們迴轉爬到耶穌的近前
[00:17:18.840 --> 00:17:22.960]  這個是第七屆尾線的地方
[00:17:22.960 --> 00:17:26.080]  當我們回到第七屆
[00:17:26.080 --> 00:17:29.240]  向我們未信主的世界說話的時候
[00:17:29.240 --> 00:17:30.280]  我們看到
[00:17:30.280 --> 00:17:32.360]  他告訴我們
[00:17:32.360 --> 00:17:35.680]  世界背後有一堆偶像
[00:17:35.680 --> 00:17:37.920]  偶像起半聯
[00:17:37.920 --> 00:17:39.560]  背若毀形象
[00:17:39.560 --> 00:17:42.600]  人類的形象被徹底破壞
[00:17:42.600 --> 00:17:44.880]  如果不是上帝的恩典
[00:17:44.880 --> 00:17:48.240]  我們連我們現在僅有僅餘的東西都沒有
[00:17:48.240 --> 00:17:51.160]  然而在色慾的都市中
[00:17:51.160 --> 00:17:53.640]  支持形十價
[00:17:53.640 --> 00:17:57.000]  我們若看見耶穌基督給我們的見證的時候
[00:17:57.000 --> 00:18:00.760]  若我們看見自己的恥辱收賄的時候
[00:18:00.760 --> 00:18:03.760]  我們可以形向十價
[00:18:03.760 --> 00:18:05.840]  這個是我們第一部分的形容
[00:18:05.840 --> 00:18:09.040]  是給非基督徒的形容
[00:18:09.040 --> 00:18:11.760]  現在我們想轉去第二部分的形容
[00:18:11.760 --> 00:18:14.760]  還有兩班人
[00:18:14.760 --> 00:18:15.920]  還有另外兩班人
[00:18:15.920 --> 00:18:18.440]  他們是自稱為基督徒的人
[00:18:18.440 --> 00:18:21.080]  當然自稱未必一定是
[00:18:21.080 --> 00:18:24.680]  這兩班人分別是道德的基督徒
[00:18:24.680 --> 00:18:28.560]  和自由主義的基督徒
[00:18:28.560 --> 00:18:32.720]  道德的基督徒是在收賄中掙扎的基督徒
[00:18:32.720 --> 00:18:36.480]  可能一個更正確的形容是
[00:18:36.480 --> 00:18:39.640]  他們被良心所責備
[00:18:39.640 --> 00:18:41.400]  他們知罪
[00:18:41.400 --> 00:18:42.960]  他們感覺到收賄
[00:18:42.960 --> 00:18:48.520]  他們在掙扎第七屆給我們的信息
[00:18:48.520 --> 00:18:50.320]  其實這是一件好事
[00:18:50.320 --> 00:18:52.000]  我們相信我們當中
[00:18:52.000 --> 00:18:53.280]  包括我在內
[00:18:53.280 --> 00:18:56.320]  我們都屬於這一類的人
[00:18:56.320 --> 00:18:59.360]  我們知道在律法底下
[00:18:59.360 --> 00:19:02.600]  我們不能置疑
[00:19:02.600 --> 00:19:04.240]  不能站得穩
[00:19:04.240 --> 00:19:08.080]  於是我們尋求的是恩典
[00:19:08.080 --> 00:19:10.480]  是上帝的恩典令我們知罪
[00:19:10.480 --> 00:19:12.560]  令我們感到收賄
[00:19:12.560 --> 00:19:16.000]  令我們盼望救贖
[00:19:16.000 --> 00:19:17.200]  正如之前我所說
[00:19:17.200 --> 00:19:20.920]  色慾都始終支持刑十甲
[00:19:20.920 --> 00:19:22.800]  但我們想再問多一些
[00:19:22.800 --> 00:19:28.400]  就是我們怎樣可以在誠信的路上
[00:19:28.400 --> 00:19:31.000]  真的有一些成長
[00:19:31.000 --> 00:19:35.480]  所以我們要回答這班道德的基督徒
[00:19:35.480 --> 00:19:38.640]  或者在收賄中掙扎的基督徒
[00:19:38.640 --> 00:19:41.480]  我們很想知道怎樣可以有真正的成長
[00:19:41.480 --> 00:19:44.160]  一會兒我們會回來這裡
[00:19:44.160 --> 00:19:47.360]  第二類基督徒是自由主義的基督徒
[00:19:47.360 --> 00:19:48.640]  他說恩典不定罪
[00:19:48.640 --> 00:19:51.680]  既然我們有恩典
[00:19:51.680 --> 00:19:53.480]  恩典不定我們的罪
[00:19:53.480 --> 00:19:58.440]  於是我們繼續去活我們想活的人生
[00:19:58.440 --> 00:20:01.640]  這一類其實是有些問題
[00:20:01.640 --> 00:20:04.360]  表面上他們好像是高舉恩典
[00:20:04.360 --> 00:20:07.520]  上帝的恩典勝過我們的罪孽
[00:20:07.520 --> 00:20:12.200]  但其實他們要的是一個免死的金牌
[00:20:12.200 --> 00:20:15.200]  我們如何去回應這兩類人
[00:20:15.200 --> 00:20:20.360]  和之前一樣我們想帶他去耶穌基督的十甲之前
[00:20:20.360 --> 00:20:23.040]  我們問上帝的福音
[00:20:23.040 --> 00:20:27.080]  會怎樣去回應以上A和B的人
[00:20:27.080 --> 00:20:29.520]  我給了另外一個雙重答案
[00:20:29.520 --> 00:20:31.680]  雙重答案和之前有些相似
[00:20:31.680 --> 00:20:33.280]  是怎樣呢
