
[00:00:00.000 --> 00:00:02.000]  聖經這樣說的
[00:02:36.000 --> 00:02:42.000]  今天我們所認識的耶穌基督
[00:02:42.000 --> 00:02:46.000]  已經復活了
[00:02:46.000 --> 00:02:48.000]  我怎麼知道?
[00:02:48.000 --> 00:02:50.000]  你又怎麼知道?
[00:02:50.000 --> 00:02:54.000]  當然有人告訴我們
[00:02:54.000 --> 00:02:56.000]  當然有人告訴我們
[00:02:56.000 --> 00:02:58.000]  耶穌基督從死後復活
[00:02:58.000 --> 00:03:02.000]  當然有人幫助我們
[00:03:02.000 --> 00:03:06.000]  得到這本聖經
[00:03:06.000 --> 00:03:12.000]  剛才我讀的經文是出自路加福音24章1至27節
[00:03:12.000 --> 00:03:14.000]  原來是這樣
[00:03:14.000 --> 00:03:16.000]  三百多年前
[00:03:16.000 --> 00:03:20.000]  瑪麗遜牧師來到中國
[00:03:20.000 --> 00:03:23.000]  來到澳門
[00:03:23.000 --> 00:03:25.000]  將聖經翻譯
[00:03:25.000 --> 00:03:27.000]  今天我們正在讀這本聖經
[00:03:27.000 --> 00:03:29.000]  所以我們知道
[00:03:29.000 --> 00:03:31.000]  所以我們能夠了解
[00:03:31.000 --> 00:03:34.000]  我們掌握到
[00:03:34.000 --> 00:03:38.000]  原來是這樣的
[00:03:38.000 --> 00:03:40.000]  今天我們說
[00:03:40.000 --> 00:03:42.000]  都不是一件新事
[00:03:42.000 --> 00:03:45.000]  耶穌被釘十字架死後三天復活
[00:03:45.000 --> 00:03:49.000]  他的門徒中間有信有不信
[00:03:49.000 --> 00:03:51.000]  我們說
[00:03:51.000 --> 00:03:54.000]  今天我們大部份人都相信
[00:03:54.000 --> 00:03:56.000]  我希望大家都相信
[00:03:56.000 --> 00:03:58.000]  耶穌基督從死後復活
[00:03:58.000 --> 00:03:59.000]  如果不是的時候
[00:03:59.000 --> 00:04:01.000]  好像保羅所說
[00:04:01.000 --> 00:04:04.000]  我們比其他不信的人
[00:04:04.000 --> 00:04:07.000]  更慘
[00:04:07.000 --> 00:04:09.000]  大家知道嗎?
[00:04:09.000 --> 00:04:11.000]  如果我們說
[00:04:11.000 --> 00:04:14.000]  耶穌基督沒有復活
[00:04:14.000 --> 00:04:16.000]  我們比那些
[00:04:16.000 --> 00:04:18.000]  未曾信耶穌的人
[00:04:18.000 --> 00:04:20.000]  更可憐
[00:04:20.000 --> 00:04:24.000]  因為我們每個星期都傻傻地回來
[00:04:24.000 --> 00:04:26.000]  參加崇拜
[00:04:26.000 --> 00:04:27.000]  參加成長班
[00:04:27.000 --> 00:04:29.000]  參加其他教會活動
[00:04:29.000 --> 00:04:31.000]  但不是的
[00:04:31.000 --> 00:04:33.000]  我們所相信的
[00:04:33.000 --> 00:04:35.000]  我們所敬拜的是
[00:04:35.000 --> 00:04:38.000]  從死後復活的主耶穌
[00:04:38.000 --> 00:04:41.000]  所以今天我們在這裡
[00:04:41.000 --> 00:04:44.000]  去慶祝主耶穌復活
[00:04:44.000 --> 00:04:48.000]  去紀念主耶穌復活
[00:04:48.000 --> 00:04:51.000]  在歷世歷代教會歷史裡
[00:04:51.000 --> 00:04:54.000]  都因著耶穌基督復活
[00:04:54.000 --> 00:04:58.000]  而帶著復活的能力
[00:04:58.000 --> 00:05:01.000]  活出復活的生命
[00:05:01.000 --> 00:05:06.000]  所以今天和大家分享的主題是
[00:05:06.000 --> 00:05:10.000]  基督復活我們同活
[00:05:10.000 --> 00:05:12.000]  因為基督復活
[00:05:12.000 --> 00:05:14.000]  我們才能活著
[00:05:14.000 --> 00:05:19.000]  否則我們只有死人一個
[00:05:19.000 --> 00:05:24.000]  昔日主耶穌在這個地方
[00:05:24.000 --> 00:05:26.000]  就是割割他山築樓地
[00:05:26.000 --> 00:05:28.000]  釘十字架
[00:05:28.000 --> 00:05:30.000]  今天沒有人能夠去到那個位置
[00:05:30.000 --> 00:05:32.000]  只是遠觀
[00:05:32.000 --> 00:05:35.000]  否則會踩垮山頭
[00:05:35.000 --> 00:05:37.000]  在這個地方附近
[00:05:37.000 --> 00:05:38.000]  有一個墓穴
[00:05:38.000 --> 00:05:44.000]  就是相傳耶穌基督葬在那裡
[00:05:44.000 --> 00:05:46.000]  因為石頭遮住的地方
[00:05:46.000 --> 00:05:49.000]  一定是門口不大
[00:05:49.000 --> 00:05:54.000]  有人說神的兒子在那裡復活
[00:05:54.000 --> 00:05:56.000]  相傳這個位置
[00:05:56.000 --> 00:05:59.000]  是擺放耶穌基督的身體
[00:05:59.000 --> 00:06:04.000]  但當瑪利亞去到這個墓地的時候
[00:06:04.000 --> 00:06:08.000]  是看不到耶穌的身體
[00:06:08.000 --> 00:06:09.000]  為什麼呢?
[00:06:09.000 --> 00:06:11.000]  因為他不在了
[00:06:11.000 --> 00:06:13.000]  已經復活了
[00:06:13.000 --> 00:06:16.000]  大家不妨去看看
[00:06:16.000 --> 00:06:18.000]  去經歷一下
[00:06:18.000 --> 00:06:22.000]  原來耶穌真的不在那裡
[00:06:22.000 --> 00:06:26.000]  耶穌不在墓穴裡
[00:06:26.000 --> 00:06:30.000]  耶穌在我們中間
[00:06:30.000 --> 00:06:32.000]  耶穌在天上
[00:06:32.000 --> 00:06:35.000]  在我們每個人的生命裡
[00:06:35.000 --> 00:06:36.000]  是何等的重要
[00:06:36.000 --> 00:06:37.000]  所以我們說
[00:06:37.000 --> 00:06:40.000]  在我們的生活裡
[00:06:40.000 --> 00:06:44.000]  基督耶穌復活是核心
[00:06:44.000 --> 00:06:45.000]  有人說
[00:06:45.000 --> 00:06:49.000]  基督耶穌復活是我們信仰的核心
[00:06:49.000 --> 00:06:51.000]  重中之重
[00:06:51.000 --> 00:06:52.000]  保羅說
[00:06:52.000 --> 00:06:53.000]  基督若沒有復活
[00:06:53.000 --> 00:06:56.000]  你們的信便是徒然
[00:06:56.000 --> 00:06:58.000]  你們仍在敘裡
[00:06:58.000 --> 00:07:02.000]  就是在基督裡睡了的人也滅亡了
[00:07:02.000 --> 00:07:06.000]  我們若靠基督只有今生的指望
[00:07:06.000 --> 00:07:10.000]  就算比眾人更可憐
[00:07:10.000 --> 00:07:13.000]  保羅的筆下所寫的書信
[00:07:13.000 --> 00:07:17.000]  多次提及耶穌基督復活
[00:07:17.000 --> 00:07:20.000]  給我們有教導
[00:07:20.000 --> 00:07:24.000]  在提摩太后書第二章一至十三節
[00:07:24.000 --> 00:07:32.000]  基督復活是保羅藉以鼓勵提摩太后的重要訊息
[00:07:32.000 --> 00:07:35.000]  一位老牧者
[00:07:35.000 --> 00:07:41.000]  將要面對審判被施行極刑的時候
[00:07:41.000 --> 00:07:46.000]  他對他的接棒人說什麼呢
[00:07:46.000 --> 00:07:53.000]  他就用主耶穌基督復活來鼓勵他
[00:07:53.000 --> 00:07:56.000]  基督復活
[00:07:56.000 --> 00:07:58.000]  我們同活
[00:07:58.000 --> 00:08:01.000]  如果耶穌基督沒有復活的話
[00:08:01.000 --> 00:08:06.000]  我們也是活著
[00:08:06.000 --> 00:08:08.000]  就等於死了
[00:08:08.000 --> 00:08:10.000]  所以保羅提醒提摩太后
[00:08:10.000 --> 00:08:15.000]  耶穌基督復活是重要的
[00:08:15.000 --> 00:08:18.000]  在現今世代
[00:08:18.000 --> 00:08:21.000]  做基督徒也是艱難的
[00:08:21.000 --> 00:08:23.000]  為什麼艱難呢
[00:08:23.000 --> 00:08:25.000]  保羅提醒提摩太后
[00:08:25.000 --> 00:08:33.000]  你要和我同受苦難
[00:08:33.000 --> 00:08:35.000]  這句說話
[00:08:35.000 --> 00:08:37.000]  保羅提醒提摩太后
[00:08:37.000 --> 00:08:38.000]  你要把
[00:08:38.000 --> 00:08:41.000]  你要記得
[00:08:41.000 --> 00:08:42.000]  你紀念
[00:08:42.000 --> 00:08:43.000]  記得
[00:08:43.000 --> 00:08:45.000]  耶穌
[00:08:45.000 --> 00:08:46.000]  耶穌基督
[00:08:46.000 --> 00:08:48.000]  是大衛的後裔
[00:08:48.000 --> 00:08:50.000]  他從死裡復活
[00:08:50.000 --> 00:08:53.000]  正合乎我所傳的福音
[00:08:53.000 --> 00:08:56.000]  對於一個侍奉主的人
[00:08:56.000 --> 00:09:00.000]  耶穌基督復活是多麼重要
[00:09:00.000 --> 00:09:03.000]  面對著這麼多的苦難
[00:09:03.000 --> 00:09:05.000]  如果我們說苦難
[00:09:05.000 --> 00:09:08.000]  保羅在提摩太后書
[00:09:08.000 --> 00:09:10.000]  有六段經文
[00:09:10.000 --> 00:09:16.000]  七次提及受苦難或是苦難
[00:09:16.000 --> 00:09:20.000]  這個數目是不少的
[00:09:20.000 --> 00:09:21.000]  受苦
[00:09:21.000 --> 00:09:24.000]  苦難
[00:09:24.000 --> 00:09:29.000]  其實我們知道耶穌基督在世上有很多苦難
[00:09:29.000 --> 00:09:31.000]  受很多苦
[00:09:31.000 --> 00:09:33.000]  要特別說
[00:09:33.000 --> 00:09:37.000]  耶穌是大衛的後裔
[00:09:37.000 --> 00:09:39.000]  有人說這句說話是一個公式
[00:09:39.000 --> 00:09:42.000]  因為主耶穌基督道成肉身
[00:09:42.000 --> 00:09:43.000]  住在我們中間
[00:09:43.000 --> 00:09:47.000]  耶穌基督是神所揀選高納的
[00:09:47.000 --> 00:09:48.000]  祂是尼塞亞
[00:09:48.000 --> 00:09:49.000]  是基督
[00:09:49.000 --> 00:09:55.000]  對於一個侍奉主的人
[00:09:55.000 --> 00:09:57.000]  耶穌基督復活
[00:09:57.000 --> 00:10:00.000]  給我們帶來很大的鼓勵
[00:10:00.000 --> 00:10:02.000]  因為祂給我們帶來盼望
[00:10:02.000 --> 00:10:03.000]  信心
[00:10:03.000 --> 00:10:06.000]  和力量
[00:10:06.000 --> 00:10:08.000]  我們很深信
[00:10:08.000 --> 00:10:14.000]  當時提摩太所面對的苦難是什麼呢?
[00:10:14.000 --> 00:10:25.000]  一位被監禁的傳道使徒保羅提醒提摩太
[00:10:25.000 --> 00:10:29.000]  你要和我同受苦難
[00:10:29.000 --> 00:10:32.000]  但是不用擔心
[00:10:32.000 --> 00:10:36.000]  因為耶穌基督從死到活復活
[00:10:36.000 --> 00:10:38.000]  是與你同在
[00:10:38.000 --> 00:10:39.000]  是與我同在
[00:10:39.000 --> 00:10:45.000]  是很接近
[00:10:45.000 --> 00:10:48.000]  和常常與我們親近
[00:10:48.000 --> 00:10:52.000]  我們說苦難是什麼意思呢?
[00:10:52.000 --> 00:10:56.000]  苦難是什麼意思呢?
[00:10:56.000 --> 00:10:58.000]  對你的詮釋是怎樣呢?
[00:10:58.000 --> 00:11:04.000]  苦難的含義就是壞事
[00:11:04.000 --> 00:11:05.000]  是不好的事
[00:11:06.000 --> 00:11:08.000]  是邪惡的事
[00:11:08.000 --> 00:11:10.000]  是錯誤的事
[00:11:10.000 --> 00:11:12.000]  是傷害破壞性的
[00:11:12.000 --> 00:11:18.000]  而苦難是臨到人身上的時候
[00:11:18.000 --> 00:11:20.000]  是不幸的
[00:11:20.000 --> 00:11:24.000]  我們都知道
[00:11:24.000 --> 00:11:25.000]  這些事情發生在我們身上
[00:11:25.000 --> 00:11:27.000]  我們都不想
[00:11:27.000 --> 00:11:29.000]  但是我們說
[00:11:29.000 --> 00:11:31.000]  保羅提醒提摩太
[00:11:31.000 --> 00:11:33.000]  是要忍受苦難
[00:11:33.000 --> 00:11:36.000]  就是說這些不好的事、壞事
[00:11:36.000 --> 00:11:38.000]  或者邪惡的事臨到的時候
[00:11:38.000 --> 00:11:40.000]  你要忍受
[00:11:40.000 --> 00:11:43.000]  如果我們看回第一章
[00:11:43.000 --> 00:11:44.000]  提摩太學書第一章的時候
[00:11:44.000 --> 00:11:49.000]  說到不要以福音為恥
[00:11:49.000 --> 00:11:53.000]  不要因為傳福音
[00:11:53.000 --> 00:11:56.000]  受苦而覺得是可恥
[00:11:56.000 --> 00:11:59.000]  當然是在說他自己身上的事情
[00:11:59.000 --> 00:12:02.000]  我們說我們身處的世代
[00:12:02.000 --> 00:12:04.000]  有什麼苦難呢?
[00:12:04.000 --> 00:12:06.000]  有沒有?
[00:12:06.000 --> 00:12:07.000]  有的
[00:12:07.000 --> 00:12:08.000]  比比皆是
[00:12:08.000 --> 00:12:10.000]  就是越來越壞的
[00:12:10.000 --> 00:12:12.000]  越來越壞
[00:12:12.000 --> 00:12:14.000]  為什麼這麼說呢?
[00:12:14.000 --> 00:12:19.000]  有一個女孩被殺
[00:12:19.000 --> 00:12:22.000]  這件事情在香港
[00:12:22.000 --> 00:12:23.000]  我們知道
[00:12:23.000 --> 00:12:25.000]  戒指韓文的了
[00:12:25.000 --> 00:12:26.000]  在台灣被殺
[00:12:26.000 --> 00:12:28.000]  接著
[00:12:28.000 --> 00:12:29.000]  她的男朋友
[00:12:29.000 --> 00:12:32.000]  她說你看看
[00:12:32.000 --> 00:12:35.000]  你看看給我看什麼
[00:12:35.000 --> 00:12:37.000]  給我看什麼影片
[00:12:37.000 --> 00:12:39.000]  發生什麼事
[00:12:39.000 --> 00:12:40.000]  原來
[00:12:40.000 --> 00:12:42.000]  孩子不是我的
[00:12:42.000 --> 00:12:47.000]  一個殺死別人的人
[00:12:47.000 --> 00:12:49.000]  他指控
[00:12:49.000 --> 00:12:52.000]  指控被殺的人
[00:12:52.000 --> 00:12:55.000]  他更加罪大惡極
[00:12:55.000 --> 00:12:58.000]  一個犯這麼大罪
[00:12:59.000 --> 00:13:02.000]  我們知道審訊還沒開始
[00:13:02.000 --> 00:13:05.000]  但是我們說殺死人這件事情很嚴重
[00:13:05.000 --> 00:13:08.000]  我們不是未審先判
[00:13:08.000 --> 00:13:09.000]  但是我們說
[00:13:09.000 --> 00:13:11.000]  殺死人的事情是很嚴重的
[00:13:11.000 --> 00:13:14.000]  但是他現在在指控
[00:13:14.000 --> 00:13:19.000]  對方所做的事情更加的邪惡
[00:13:19.000 --> 00:13:24.000]  以致他動手去殺死她
[00:13:24.000 --> 00:13:26.000]  這是什麼世代呢?
[00:13:26.000 --> 00:13:27.000]  在我們的社會
[00:13:27.000 --> 00:13:28.000]  在我們的國家
[00:13:28.000 --> 00:13:29.000]  在全世界
[00:13:29.000 --> 00:13:31.000]  都是這樣
[00:13:31.000 --> 00:13:34.000]  在教會會不會這樣呢?
[00:13:34.000 --> 00:13:36.000]  有沒有這樣的機會呢?
[00:13:36.000 --> 00:13:37.000]  有的
[00:13:37.000 --> 00:13:39.000]  史奴保羅
[00:13:39.000 --> 00:13:41.000]  在哥倫多教會的時候
[00:13:41.000 --> 00:13:43.000]  他被惡意攻擊
[00:13:43.000 --> 00:13:44.000]  攻擊他什麼呢?
[00:13:44.000 --> 00:13:45.000]  他是
[00:13:45.000 --> 00:13:47.000]  剪裁的騙子
[00:13:47.000 --> 00:13:49.000]  甚至攻擊他
[00:13:49.000 --> 00:13:53.000]  是一個行駛賄賂行為
[00:13:53.000 --> 00:13:55.000]  或者
[00:13:56.000 --> 00:13:58.000]  保羅被視為
[00:13:58.000 --> 00:14:03.000]  一個行駛賄賂行為的人
[00:14:03.000 --> 00:14:05.000]  因為有巡撫
[00:14:05.000 --> 00:14:07.000]  不斷地暗示
[00:14:07.000 --> 00:14:09.000]  你賄賂我,我就放你走
[00:14:09.000 --> 00:14:12.000]  你給我一些好處,我就放你走
[00:14:12.000 --> 00:14:14.000]  這些挑戰
[00:14:14.000 --> 00:14:16.000]  種種的挑戰
[00:14:16.000 --> 00:14:17.000]  臨到我們的時候
[00:14:17.000 --> 00:14:18.000]  我們會怎樣呢?
[00:14:18.000 --> 00:14:20.000]  我們怎樣來回應呢?
[00:14:20.000 --> 00:14:23.000]  或者我們會不會跌倒呢?
[00:14:23.000 --> 00:14:25.000]  我們會不會心灰意冷呢?
[00:14:26.000 --> 00:14:27.000]  因此
[00:14:27.000 --> 00:14:29.000]  我們說
[00:14:29.000 --> 00:14:31.000]  需要用神的說話來衡量
[00:14:31.000 --> 00:14:37.000]  需要來到耶穌基督的標準來衡量
[00:14:37.000 --> 00:14:39.000]  這事情
[00:14:39.000 --> 00:14:41.000]  我們應不應該做呢?
[00:14:41.000 --> 00:14:46.000]  還有保羅他身為羅馬人
[00:14:46.000 --> 00:14:49.000]  他被監禁
[00:14:49.000 --> 00:14:51.000]  可以說就是
[00:14:51.000 --> 00:14:56.000]  把他與犯人看待一樣
[00:14:56.000 --> 00:14:58.000]  與犯人同仇
[00:14:58.000 --> 00:15:00.000]  犯人的意思是什麼呢?
[00:15:00.000 --> 00:15:02.000]  犯人的意思就是
[00:15:02.000 --> 00:15:04.000]  做了這些壞事
[00:15:04.000 --> 00:15:05.000]  不好的事
[00:15:05.000 --> 00:15:06.000]  做邪惡的事
[00:15:06.000 --> 00:15:07.000]  做錯誤的事
[00:15:07.000 --> 00:15:09.000]  做傷害破壞性的事情的人
[00:15:09.000 --> 00:15:13.000]  苦難
[00:15:13.000 --> 00:15:15.000]  和犯人
[00:15:15.000 --> 00:15:17.000]  其實身受苦難
[00:15:17.000 --> 00:15:19.000]  為什麼會成為犯人呢?
[00:15:22.000 --> 00:15:24.000]  真的很奇怪
[00:15:24.000 --> 00:15:26.000]  這個世界就是這樣
[00:15:26.000 --> 00:15:29.000]  你做的
[00:15:29.000 --> 00:15:31.000]  或者保羅做的
[00:15:31.000 --> 00:15:33.000]  他們為了建立教會
[00:15:33.000 --> 00:15:34.000]  建立弟兄姊妹
[00:15:34.000 --> 00:15:37.000]  建立這個人群的生命
[00:15:37.000 --> 00:15:39.000]  但為什麼會被看為
[00:15:39.000 --> 00:15:42.000]  惡事、壞事、邪惡的事、錯誤的事
[00:15:42.000 --> 00:15:44.000]  和破壞性的事呢?
[00:15:44.000 --> 00:15:50.000]  對於他來說
[00:15:52.000 --> 00:15:55.000]  實在是名譽掃地
[00:15:55.000 --> 00:15:58.000]  但他仍然鼓勵提摩太
[00:15:58.000 --> 00:16:01.000]  鼓勵侍奉的人
[00:16:01.000 --> 00:16:05.000]  大家要忍耐
[00:16:05.000 --> 00:16:08.000]  與我同受苦難
[00:16:08.000 --> 00:16:12.000]  保羅說更加提醒提摩太
[00:16:12.000 --> 00:16:15.000]  你不要與人爭敬
[00:16:15.000 --> 00:16:18.000]  二章十四節開始說
[00:16:18.000 --> 00:16:21.000]  在教會裡我們如何與弟兄姊妹相處
[00:16:21.000 --> 00:16:25.000]  不要與弟兄姊妹爭敬
[00:16:25.000 --> 00:16:27.000]  什麼是爭敬呢?
[00:16:27.000 --> 00:16:30.000]  爭敬的意思是
[00:16:30.000 --> 00:16:31.000]  不要互相攻擊
[00:16:31.000 --> 00:16:33.000]  彼此開打
[00:16:33.000 --> 00:16:35.000]  不要fight
[00:16:35.000 --> 00:16:39.000]  大家彼此用各樣的方式
[00:16:39.000 --> 00:16:42.000]  抱著打
[00:16:42.000 --> 00:16:44.000]  意思是抱著打
[00:16:44.000 --> 00:16:46.000]  一邊打一邊打
[00:16:46.000 --> 00:16:50.000]  很難想像在教會裡有這樣的情況
[00:16:50.000 --> 00:16:52.000]  但他提醒提摩太
[00:16:52.000 --> 00:16:55.000]  教會裡有機會的
[00:16:55.000 --> 00:16:59.000]  面對這樣的情況
[00:16:59.000 --> 00:17:03.000]  你用什麼原則去面對
[00:17:03.000 --> 00:17:07.000]  你好好地教聖經
[00:17:07.000 --> 00:17:10.000]  讓弟兄姊妹好好地聽聖經
[00:17:10.000 --> 00:17:13.000]  並且要好好地走出來
[00:17:13.000 --> 00:17:15.000]  容易嗎?
[00:17:15.000 --> 00:17:18.000]  作為成了一班的導師
[00:17:18.000 --> 00:17:22.000]  作為成了一班的弟兄姊妹
[00:17:22.000 --> 00:17:24.000]  容易嗎?
[00:17:24.000 --> 00:17:26.000]  你們的回應是怎樣的?
[00:17:26.000 --> 00:17:29.000]  教的要很努力地教
[00:17:29.000 --> 00:17:34.000]  受教的要很努力地受教才可以
[00:17:34.000 --> 00:17:38.000]  教的要很清楚聖經裡說什麼
[00:17:38.000 --> 00:17:43.000]  才能夠讓受教的明白
[00:17:45.000 --> 00:17:47.000]  以致身體力行
[00:17:47.000 --> 00:17:49.000]  但是
[00:17:49.000 --> 00:17:51.000]  他身體力行的榜樣是誰?
[00:17:51.000 --> 00:17:55.000]  耶穌基督是大衛的子孫
[00:17:55.000 --> 00:17:58.000]  保祿說我所傳的福音
[00:17:58.000 --> 00:18:00.000]  是正確的
[00:18:00.000 --> 00:18:02.000]  是符合的
[00:18:02.000 --> 00:18:04.000]  背後的意思是
[00:18:04.000 --> 00:18:07.000]  耶穌基督的榜樣
[00:18:07.000 --> 00:18:10.000]  祂來到我們中間
[00:18:10.000 --> 00:18:14.000]  我受苦的榜樣
[00:18:16.000 --> 00:18:19.000]  就是成為當時提摩太的榜樣
[00:18:19.000 --> 00:18:25.000]  我們傳道同工的榜樣
[00:18:25.000 --> 00:18:27.000]  我們執事的榜樣
[00:18:27.000 --> 00:18:30.000]  就是眾導師的榜樣
[00:18:30.000 --> 00:18:38.000]  而眾導師、眾執事、眾傳道同工的榜樣
[00:18:38.000 --> 00:18:40.000]  就是弟兄姊妹的榜樣
[00:18:45.000 --> 00:18:47.000]  很震撼
[00:18:47.000 --> 00:18:50.000]  你要行得正站得正
[00:18:50.000 --> 00:18:54.000]  而我們眾弟兄姊妹的榜樣
[00:18:54.000 --> 00:18:57.000]  又成為外間微信朋友的榜樣
[00:18:57.000 --> 00:19:01.000]  是不是緊扣在一起?
[00:19:01.000 --> 00:19:03.000]  是緊扣在一起的
[00:19:03.000 --> 00:19:06.000]  所以我們說
[00:19:06.000 --> 00:19:08.000]  沒有復活的主
[00:19:08.000 --> 00:19:12.000]  我們所傳的是什麼?
[00:19:12.000 --> 00:19:13.000]  沒有復活的主
[00:19:13.000 --> 00:19:15.000]  我們倚靠的是什麼?
[00:19:15.000 --> 00:19:21.000]  耶穌基督已經從死裡復活了
[00:19:21.000 --> 00:19:24.000]  耶穌基督不在墳墓裡
[00:19:24.000 --> 00:19:27.000]  耶穌基督在我們裡面
[00:19:27.000 --> 00:19:29.000]  在我們裡面
[00:19:29.000 --> 00:19:35.000]  宋尚哲博士
[00:19:37.000 --> 00:19:43.000]  一位我們中國的屬靈的長者
[00:19:43.000 --> 00:19:47.000]  一位被神使用的一個奮獻家、報道家
[00:19:47.000 --> 00:19:50.000]  在1927年去信耶穌之後
[00:19:50.000 --> 00:19:53.000]  他興翰名利
[00:19:53.000 --> 00:19:56.000]  並且是願意被神使用
[00:19:56.000 --> 00:20:00.000]  他很熟習聖經
[00:20:00.000 --> 00:20:04.000]  更特別的是寫了一首詩詞
[00:20:04.000 --> 00:20:07.000]  這首詩詞的名稱是
[00:20:07.000 --> 00:20:09.000]  「靈裡生活」
[00:20:09.000 --> 00:20:11.000]  靈裡的生活
[00:20:11.000 --> 00:20:13.000]  是很特別的
[00:20:13.000 --> 00:20:15.000]  他講到
[00:20:15.000 --> 00:20:18.000]  信耶穌之後
[00:20:18.000 --> 00:20:20.000]  我們的生命應該是怎樣的呢?
[00:20:20.000 --> 00:20:21.000]  他說
[00:20:21.000 --> 00:20:24.000]  十字架上與主同死
[00:20:24.000 --> 00:20:26.000]  同葬且同復活
[00:20:26.000 --> 00:20:28.000]  今一同升到天上
[00:20:28.000 --> 00:20:30.000]  活著不再是我
[00:20:30.000 --> 00:20:34.000]  主住裡面佔領一切
[00:20:34.000 --> 00:20:36.000]  看主所看
[00:20:36.000 --> 00:20:38.000]  說主所說
[00:20:38.000 --> 00:20:39.000]  求主所求
[00:20:39.000 --> 00:20:40.000]  作主所作
[00:20:40.000 --> 00:20:42.000]  他是我主
[00:20:42.000 --> 00:20:46.000]  這首詩歌是可以唱的
[00:20:46.000 --> 00:20:50.000]  你嘗試去互聯網上找找
[00:20:50.000 --> 00:20:52.000]  挺好聽的
[00:20:52.000 --> 00:20:53.000]  其實不單止一節
[00:20:53.000 --> 00:20:55.000]  還有四節的詩歌
[00:20:58.000 --> 00:21:00.000]  看主所看
