
[00:00:00.000 --> 00:00:04.000]  大家還記得在詩詩記的第一章第二章裏面
[00:04:48.000 --> 00:04:53.000]  救者就是英文士師這個意思
[00:04:53.000 --> 00:04:54.000]  這位是誰
[00:04:54.000 --> 00:05:00.000]  就是迦勒的兄弟基納西的兒子
[00:05:00.000 --> 00:05:03.000]  額託涅
[00:05:03.000 --> 00:05:05.000]  爺華的靈站在他的身上
[00:05:05.000 --> 00:05:09.000]  他就做了一些的事實出去征戰
[00:05:09.000 --> 00:05:16.000]  爺華將米索逼大馬王谷三利沙田交在他們的手中
[00:05:16.000 --> 00:05:20.000]  他便勝了谷沙利沙田
[00:05:20.000 --> 00:05:23.000]  於是國中太平了四十年
[00:05:23.000 --> 00:05:29.000]  後來基納西的兒子這位的師師就去世
[00:05:29.000 --> 00:05:33.000]  這個記載不是我們現代人的記載
[00:05:33.000 --> 00:05:38.000]  因爲現代人的記載不想用這個字叫做征戰這個字
[00:05:38.000 --> 00:05:45.000]  在我們經過了五十後的人可能稍微會經過一些變動
[00:05:45.000 --> 00:05:50.000]  四十後的人曾經經過第二次大戰
[00:05:50.000 --> 00:05:56.000]  六十後的人可能經過了奧克蘭伯克利的少士的示威
[00:05:56.000 --> 00:05:59.000]  但基本上面過了六十以後
[00:05:59.000 --> 00:06:01.000]  七十代八十代九十代
[00:06:01.000 --> 00:06:08.000]  幾乎我們沒有任何一個讓我們心裏面懼怕的這個境遇
[00:06:08.000 --> 00:06:13.000]  除非你是菲律賓的華僑
[00:06:13.000 --> 00:06:16.000]  不然的話大概我們不知道我們那個時代當中
[00:06:16.000 --> 00:06:20.000]  幾乎就沒有這個字叫做征戰的時代
[00:06:20.000 --> 00:06:22.000]  那麼今天的人沒有徵戰
[00:06:22.000 --> 00:06:27.000]  你看他們通常是怎麼樣去面對今天的日子呢
[00:06:27.000 --> 00:06:33.000]  請看一下這個美國的一個上班族的一個人的
[00:06:33.000 --> 00:06:36.000]  哎呦等一下等一下太快了
[00:06:36.000 --> 00:06:39.000]  我們看一下他手中帶着些什麼
[00:06:39.000 --> 00:06:41.000]  最重要右手是帶着咖啡
[00:06:41.000 --> 00:06:44.000]  然後左手帶着他的文件
[00:06:44.000 --> 00:06:47.000]  然後呢穿的鞋子是方便的鞋
[00:06:47.000 --> 00:06:50.000]  因爲現在上班不需要你穿什麼
[00:06:50.000 --> 00:06:52.000]  只需要你有能力就好
[00:06:52.000 --> 00:06:56.000]  大概可能在他上班的時候
[00:06:56.000 --> 00:07:03.000]  爲了方便他上下這個的出入這個辦事處
[00:07:03.000 --> 00:07:08.000]  所以帶了一個黑墨黑的眼鏡
[00:07:08.000 --> 00:07:12.000]  可能這個也是現代人的一個作風
[00:07:12.000 --> 00:07:14.000]  我可以看到你不能看到我
[00:07:14.000 --> 00:07:17.000]  然後呢手中還加了一瓶水
[00:07:17.000 --> 00:07:20.000]  做一個相當健康的形象
[00:07:20.000 --> 00:07:24.000]  這個是上班族當中的這個圖畫
[00:07:24.000 --> 00:07:27.000]  方便嗎不需要帶些什麼
[00:07:27.000 --> 00:07:30.000]  最主要的還是帶一個credit card跟iphone
[00:07:30.000 --> 00:07:32.000]  差不多就夠了
[00:07:32.000 --> 00:07:38.000]  這個是現代人怎麼面對他們的生活的一個寫照
[00:07:38.000 --> 00:07:41.000]  我相信這些大概是三十歲四十歲的
[00:07:41.000 --> 00:07:43.000]  那一羣人大概是這樣子的
[00:07:43.000 --> 00:07:45.000]  五十歲的可能就不是這樣子
[00:07:45.000 --> 00:07:47.000]  在網上我們這些都帶很多東西
[00:07:47.000 --> 00:07:49.000]  然後也怕那個iphone也不行
[00:07:49.000 --> 00:07:52.000]  有credit card要帶多幾個
[00:07:52.000 --> 00:07:53.000]  怕到時候給人家偷
[00:07:53.000 --> 00:07:55.000]  那這羣人呢他們呢
[00:07:55.000 --> 00:07:58.000]  就面對着每天的時候他們準備好
[00:07:58.000 --> 00:08:01.000]  準備好當天要應付的事對嗎
[00:08:01.000 --> 00:08:03.000]  到了中國又不一樣
[00:08:03.000 --> 00:08:06.000]  這個是有一個姐妹跟我找到一個圖畫
[00:08:06.000 --> 00:08:08.000]  一個重慶的IT的女孩子
[00:08:08.000 --> 00:08:10.000]  她的商主
[00:08:10.000 --> 00:08:12.000]  哇這個很厲害
[00:08:12.000 --> 00:08:17.000]  她說我的眼我的近視四百度的近視
[00:08:17.000 --> 00:08:20.000]  所以我需要一個大的眼鏡
[00:08:20.000 --> 00:08:23.000]  然後呢頭髮也不需要什麼
[00:08:23.000 --> 00:08:25.000]  把它梳起來就好了
[00:08:25.000 --> 00:08:27.000]  要方便省事
[00:08:27.000 --> 00:08:31.000]  最重要的還進入當中要掛一個名牌
[00:08:31.000 --> 00:08:35.000]  我以前我們教會也掛名牌進出
[00:08:35.000 --> 00:08:36.000]  後來不要了
[00:08:36.000 --> 00:08:39.000]  因爲人家看到你是牧師把你抓住了
[00:08:39.000 --> 00:08:40.000]  所以沒辦法做事
[00:08:40.000 --> 00:08:41.000]  所以我們不擋
[00:08:41.000 --> 00:08:45.000]  那麼有很多人就進出需要這個身份證明
[00:08:45.000 --> 00:08:48.000]  然後呢在他的左手邊
[00:08:48.000 --> 00:08:55.000]  還有一箇舊套紙
[00:08:55.000 --> 00:08:59.000]  幫助他在做事的時候不要弄到衣服髒
[00:08:59.000 --> 00:09:03.000]  那IT女孩子還是有點錢買東西
[00:09:03.000 --> 00:09:04.000]  所以買一個比較好
[00:09:04.000 --> 00:09:05.000]  有logo的
[00:09:05.000 --> 00:09:12.000]  有一些身份表式的一個手袋
[00:09:12.000 --> 00:09:14.000]  在他的右手邊
[00:09:14.000 --> 00:09:18.000]  他有一個電腦包包
[00:09:18.000 --> 00:09:20.000]  然後呢還有個便當
[00:09:20.000 --> 00:09:23.000]  然後呢還要穿高跟鞋
[00:09:23.000 --> 00:09:25.000]  不要了進出方便
[00:09:25.000 --> 00:09:29.000]  那這個是重慶IT的女孩子的裝備
[00:09:29.000 --> 00:09:34.000]  你猜想這個男生這個女生哪一個比較好
[00:09:34.000 --> 00:09:38.000]  就是準備好應付當天的需要哪一個
[00:09:38.000 --> 00:09:41.000]  是男的還是女的
[00:09:41.000 --> 00:09:44.000]  我上星期兩個人都差不多了
[00:09:44.000 --> 00:09:48.000]  每天去進出那個工作間裏面都準備好了
[00:09:48.000 --> 00:09:50.000]  在座有哪些人穿的這樣子的
[00:09:50.000 --> 00:09:54.000]  有沒有有沒有男生穿的這樣子
[00:09:54.000 --> 00:09:56.000]  但是我再問一個問題
[00:09:56.000 --> 00:09:59.000]  我說這些人大概每天進出公司
[00:09:59.000 --> 00:10:04.000]  大概已經準備好當天是怎麼樣征戰的
[00:10:04.000 --> 00:10:09.000]  那到底在基督徒的生命裏面
[00:10:09.000 --> 00:10:10.000]  到底在基督徒的生命裏面
[00:10:10.000 --> 00:10:14.000]  有多少人是每天進出在他的家庭裏面
[00:10:14.000 --> 00:10:18.000]  工作間裏面服飾裏面
[00:10:18.000 --> 00:10:19.000]  是預備好的
[00:10:19.000 --> 00:10:22.000]  看第三個圖吧
[00:10:22.000 --> 00:10:25.000]  那這個是聖經裏面一幅所述告訴我們的
[00:10:25.000 --> 00:10:30.000]  當時候怎麼樣去描寫基督徒的一生
[00:10:30.000 --> 00:10:33.000]  他說不是單單神拯救你
[00:10:33.000 --> 00:10:37.000]  以聖靈來扶持你就夠了
[00:10:37.000 --> 00:10:39.000]  要裝備支持
[00:10:39.000 --> 00:10:41.000]  要讓他們在生活的當中能夠顯露出
[00:10:41.000 --> 00:10:45.000]  這個世界跟他們的這個關係是怎麼樣
[00:10:45.000 --> 00:10:48.000]  他們要走到這個世界當中遇到很多的困難
[00:10:48.000 --> 00:10:52.000]  所以需要有美好的裝備
[00:10:52.000 --> 00:10:55.000]  今天我要用四世紀來講一下
[00:10:55.000 --> 00:10:57.000]  也問一下大家
[00:10:57.000 --> 00:11:02.000]  到底作爲今天二十一世紀的基督徒
[00:11:02.000 --> 00:11:09.000]  到底你能否應付今天屬靈的征戰
[00:11:09.000 --> 00:11:11.000]  那我再問一下
[00:11:11.000 --> 00:11:15.000]  那我知道大家在生活的當中一定有不同的習慣
[00:11:15.000 --> 00:11:19.000]  我問的問題不是說你今天有沒有喫飯
[00:11:19.000 --> 00:11:23.000]  我問的問題是說作爲二十一世紀的基督徒
[00:11:23.000 --> 00:11:25.000]  面對着ISIS的危機
[00:11:25.000 --> 00:11:28.000]  面對着中國經濟的危機
[00:11:28.000 --> 00:11:35.000]  面對着整個世界對我們基督徒的身份的攻擊
[00:11:35.000 --> 00:11:41.000]  面對着文化橋樓對我們的很多一些的指控
[00:11:41.000 --> 00:11:43.000]  甚至於現在iPhone
[00:11:43.000 --> 00:11:46.000]  大家有沒有聽到iPhone最近他們的一個舉動
[00:11:46.000 --> 00:11:49.000]  就是要支持同性戀者
[00:11:49.000 --> 00:11:53.000]  那麼這個也不是一個新聞了舊聞了
[00:11:53.000 --> 00:11:55.000]  但是很明顯這一趟很明顯
[00:11:55.000 --> 00:11:57.000]  我們的錢就是給他們
[00:11:57.000 --> 00:11:59.000]  在這種情況裏面
[00:11:59.000 --> 00:12:07.000]  你作爲基督徒是否能夠應付面對着今天的屬靈的征戰
[00:12:07.000 --> 00:12:14.000]  我以這個來給大家作爲這個的開始
[00:12:14.000 --> 00:12:18.000]  來幫助大家能夠怎麼樣在這個世代的當中
[00:12:18.000 --> 00:12:24.000]  能夠在主的心意跟主的說話當中
[00:12:24.000 --> 00:12:30.000]  先給大家有小小的一個很簡單的一個背景
[00:12:30.000 --> 00:12:32.000]  在我們信主了以後
[00:12:32.000 --> 00:12:38.000]  我們基督徒的生命不單單是單上天堂
[00:12:38.000 --> 00:12:41.000]  若是我們的人生是單上天堂的話
[00:12:41.000 --> 00:12:47.000]  大概就沒有死圖形狀
[00:12:47.000 --> 00:12:50.000]  同時間也沒有神感動了保羅
[00:12:50.000 --> 00:12:56.000]  特別的爲到那些受苦難的基督徒作出安慰
[00:12:56.000 --> 00:13:00.000]  我相信當我明白了救恩
[00:13:00.000 --> 00:13:02.000]  我願意接受主耶穌的保佑
[00:13:02.000 --> 00:13:04.000]  我悔改過來的時候
[00:13:04.000 --> 00:13:08.000]  我的確有一個不能夠改變的盼望
[00:13:08.000 --> 00:13:11.000]  這個確具在聖靈裏面告訴我
[00:13:11.000 --> 00:13:14.000]  我的靈魂以後與天父一起
[00:13:14.000 --> 00:13:15.000]  神爲我準備天國
[00:13:15.000 --> 00:13:18.000]  我絕對沒有懷疑這個事
[00:13:18.000 --> 00:13:21.000]  但是我們基督徒的一生裏面
[00:13:21.000 --> 00:13:28.000]  是不是單是爲做這個直線上天堂的這個事情
[00:13:28.000 --> 00:13:31.000]  還是神在我們肉身的當中
[00:13:31.000 --> 00:13:35.000]  爲基督徒準備做一個的經歷
[00:13:35.000 --> 00:13:40.000]  這個經歷是征戰的經歷
[00:13:40.000 --> 00:13:43.000]  《遺物所書》第三章裏面經常用了這個字
[00:13:43.000 --> 00:13:45.000]  征戰
[00:13:45.000 --> 00:13:47.000]  他們不曉得怎麼征戰
[00:13:47.000 --> 00:13:50.000]  到最後的說他們要去征戰
[00:13:50.000 --> 00:13:53.000]  到最後的講到神所扶新的事實
[00:13:53.000 --> 00:13:56.000]  要爲他們來征戰
[00:13:56.000 --> 00:14:00.000]  所以離不開最小一個事情我們要了解
[00:14:00.000 --> 00:14:02.000]  在基督徒的人生的裏面
[00:14:02.000 --> 00:14:05.000]  不能夠單單說我走在一個平坦的道路
[00:14:05.000 --> 00:14:08.000]  這個就是恩典
[00:14:08.000 --> 00:14:10.000]  我相信這個的確是恩典
[00:14:10.000 --> 00:14:14.000]  但這個不是我們基督徒人生道路的結束
[00:14:14.000 --> 00:14:16.000]  我們基督徒人生的道路當中
[00:14:16.000 --> 00:14:19.000]  神也爲我們準備在每一個季節當中
[00:14:19.000 --> 00:14:25.000]  有許多需要征戰的時刻
[00:14:25.000 --> 00:14:28.000]  離不開基督徒在肉身的裏面
[00:14:28.000 --> 00:14:31.000]  因爲相往神所給我們的國度
[00:14:31.000 --> 00:14:33.000]  因爲神所給我們特殊的身份
[00:14:33.000 --> 00:14:35.000]  也因爲神愛我們到底
[00:14:35.000 --> 00:14:37.000]  因爲神要把我們成爲
[00:14:37.000 --> 00:14:40.000]  一個能夠施予恩典的
[00:14:40.000 --> 00:14:42.000]  一個祝福的器皿
[00:14:42.000 --> 00:14:46.000]  所以神爲我們準備了一些征戰的時候
[00:14:46.000 --> 00:14:49.000]  一生的裏面春夏秋冬
[00:14:49.000 --> 00:14:51.000]  我相信我們不離開
[00:14:51.000 --> 00:14:54.000]  每一個季節當中都有徵戰
[00:14:54.000 --> 00:14:57.000]  好 我們怎樣得勝
[00:14:57.000 --> 00:14:59.000]  第一個
[00:14:59.000 --> 00:15:02.000]  上帝爲我們預備過一個征戰的場所
[00:15:02.000 --> 00:15:06.000]  來訓練我們怎樣得勝
[00:15:06.000 --> 00:15:08.000]  我剛纔跟大家念過第三章的第一節裏面
[00:15:08.000 --> 00:15:10.000]  神留下了這幾族
[00:15:10.000 --> 00:15:12.000]  是代表神沒有權力
[00:15:12.000 --> 00:15:17.000]  把這些民族從渣男地驅出去嗎
[00:15:17.000 --> 00:15:20.000]  沒有 神絕對有這個權力
[00:15:20.000 --> 00:15:25.000]  神有這個能力可以滅絕索多瑪和摩拉兩個大的城市
[00:15:25.000 --> 00:15:31.000]  神可以透過西西伽的禱告
[00:15:31.000 --> 00:15:35.000]  能夠挽回整個以色列百姓當中的災難
[00:15:35.000 --> 00:15:39.000]  主耶穌有能力讓飢餓的人能夠經歷到無病惡愈
[00:15:39.000 --> 00:15:41.000]  這個是神的全能
[00:15:41.000 --> 00:15:45.000]  我絕對不會懷疑神有這種的能力
[00:15:45.000 --> 00:15:50.000]  把我們的生命當中有一切的荊棘障礙
[00:15:50.000 --> 00:15:53.000]  直離一切都可以移開
[00:15:53.000 --> 00:15:58.000]  但是神卻爲我們基礎預備過一個征戰的場所
[00:15:58.000 --> 00:16:01.000]  爲要訓練我們怎樣得勝
[00:16:01.000 --> 00:16:04.000]  大家還記得
[00:16:04.000 --> 00:16:08.000]  這個的征戰不是一個一般的征戰
[00:16:08.000 --> 00:16:11.000]  所以第三章第一節裏面
[00:16:11.000 --> 00:16:16.000]  用了這句話不曾知道渣男征戰這個字
[00:16:16.000 --> 00:16:20.000]  在舊約當中只出現了一次
[00:16:20.000 --> 00:16:23.000]  裏面所含義的就是說
[00:16:23.000 --> 00:16:28.000]  這個的征戰不是因爲你要徵一塊土地來征戰
[00:16:28.000 --> 00:16:32.000]  它的意思就是說這個征戰是聖潔的征戰
[00:16:32.000 --> 00:16:37.000]  所以這當中特別的把這個與渣男征戰的這個字
[00:16:37.000 --> 00:16:40.000]  用一個特別的方法來表達
[00:16:40.000 --> 00:16:43.000]  可以說以下的百姓需要曉得
[00:16:43.000 --> 00:16:49.000]  他一生的征戰是一個聖潔的征戰
[00:16:49.000 --> 00:16:54.000]  神爲以下的百姓留下了這幾組
[00:16:54.000 --> 00:17:00.000]  當中給我們看見幾個重要神的信仰
[00:17:00.000 --> 00:17:02.000]  第一個
[00:17:02.000 --> 00:17:10.000]  是這一代已經不曉得什麼叫做屬靈的征戰 聖潔的征戰
[00:17:10.000 --> 00:17:14.000]  當屬靈的影獸去世了以後
[00:17:14.000 --> 00:17:21.000]  別的人就不曉得征戰
[00:17:21.000 --> 00:17:28.000]  昨天來參加並且在當中分享信息的這位教授Dr. Bosmer
[00:17:28.000 --> 00:17:31.000]  他星期五晚上的時候有機會跟他喫飯
[00:17:31.000 --> 00:17:34.000]  談到他有一種興趣
[00:17:34.000 --> 00:17:37.000]  就是做木工
[00:17:37.000 --> 00:17:39.000]  那麼他已經做木工做了很多年
[00:17:39.000 --> 00:17:44.000]  他的岳父的那一代就是做木工的
[00:17:44.000 --> 00:17:49.000]  他就跟我說他家裏面所有的傢俱都是他自己來做
[00:17:49.000 --> 00:17:51.000]  那我以前也有興趣做木工
[00:17:51.000 --> 00:17:55.000]  所以我知道做木工的這個手工
[00:17:55.000 --> 00:18:00.000]  這個技術 這個忍耐需要很長的時間鍛煉出來
[00:18:00.000 --> 00:18:02.000]  他就談到一個事情就是
[00:18:02.000 --> 00:18:05.000]  他的岳父住在灣區
[00:18:05.000 --> 00:18:09.000]  所以有些時候他去灣區探訪他的岳父的時候
[00:18:09.000 --> 00:18:11.000]  他的岳父就跟他說
[00:18:11.000 --> 00:18:13.000]  我有一些工具可以你有沒有興趣
[00:18:13.000 --> 00:18:16.000]  有興趣你可以帶回家用
[00:18:16.000 --> 00:18:19.000]  那麼他就打開他的工具盒子
[00:18:19.000 --> 00:18:26.000]  就發覺到排列出來的有很多從來沒有看見過的工具
[00:18:26.000 --> 00:18:28.000]  然後他就問他這個工具是什麼
[00:18:28.000 --> 00:18:29.000]  他說你不曉得
[00:18:29.000 --> 00:18:33.000]  這個工具就只可以在這個木頭當中
[00:18:33.000 --> 00:18:39.000]  用這種的方法纔可以雕刻出這樣的技術的
[00:18:39.000 --> 00:18:42.000]  就只有這個工具可以做成這個
[00:18:42.000 --> 00:18:43.000]  他一看的時候
[00:18:43.000 --> 00:18:51.000]  哇 原來整個工具箱裏面有一百多種不同的工具來做木工
[00:18:51.000 --> 00:18:53.000]  那我家裏面只有三種
[00:18:53.000 --> 00:18:57.000]  鋸的 鋸的 鋸的 鋸的三種
[00:18:57.000 --> 00:18:59.000]  一百多種
[00:18:59.000 --> 00:19:02.000]  在基督徒數靈上面的當中
[00:19:02.000 --> 00:19:04.000]  你知道嗎
[00:19:04.000 --> 00:19:06.000]  很多時候神爲我們所準備的
[00:19:06.000 --> 00:19:10.000]  那個的裝備這種的鍛鍊
[00:19:10.000 --> 00:19:13.000]  是特別爲你準備
[00:19:13.000 --> 00:19:15.000]  就是那個的時候
[00:19:15.000 --> 00:19:17.000]  那個的功課
[00:19:17.000 --> 00:19:19.000]  那一份的忍耐
[00:19:19.000 --> 00:19:22.000]  那一份的堅持
[00:19:22.000 --> 00:19:27.000]  神在那個段落的當中特別爲你準備
[00:19:27.000 --> 00:19:30.000]  在座的當中可能沒有聽過
[00:19:30.000 --> 00:19:34.000]  我以前有認識過一個家庭
[00:19:34.000 --> 00:19:38.000]  他們兩個夫婦
[00:19:38.000 --> 00:19:39.000]  結婚了以後呢
[00:19:39.000 --> 00:19:42.000]  很希望有小孩子
[00:19:42.000 --> 00:19:43.000]  結果呢
[00:19:43.000 --> 00:19:46.000]  神就爲他們準備
[00:19:46.000 --> 00:19:48.000]  第一個是女的
[00:19:48.000 --> 00:19:49.000]  高興快樂
[00:19:49.000 --> 00:19:50.000]  男孩年輕
[00:19:50.000 --> 00:19:55.000]  第二個是女的
[00:19:55.000 --> 00:19:56.000]  還是高興快樂
[00:19:56.000 --> 00:19:58.000]  因爲有伴
[00:19:58.000 --> 00:19:59.000]  再生
[00:19:59.000 --> 00:20:03.000]  第三個還是女的
[00:20:03.000 --> 00:20:04.000]  就開始覺得
[00:20:04.000 --> 00:20:05.000]  神啊
[00:20:05.000 --> 00:20:08.000]  你是不是有一點偏心
[00:20:08.000 --> 00:20:10.000]  我有兩個女的
[00:20:10.000 --> 00:20:12.000]  還第三個給我
[00:20:12.000 --> 00:20:13.000]  所以忍耐
[00:20:13.000 --> 00:20:14.000]  他說神啊
[00:20:14.000 --> 00:20:16.000]  我們現在準備好
[00:20:16.000 --> 00:20:18.000]  我們不求別的
[00:20:18.000 --> 00:20:22.000]  在這個數學原理的裏面
[00:20:22.000 --> 00:20:23.000]  生三個女的
[00:20:23.000 --> 00:20:24.000]  第四個
[00:20:24.000 --> 00:20:28.000]  生男的機會可能有一半
[00:20:28.000 --> 00:20:30.000]  所以他們眼鏡前的等候着
[00:20:30.000 --> 00:20:32.000]  然後第四個懷孕以後呢
[00:20:32.000 --> 00:20:35.000]  生出來還是
[00:20:35.000 --> 00:20:36.000]  好了
[00:20:36.000 --> 00:20:37.000]  到他們在想到
[00:20:37.000 --> 00:20:39.000]  生了第四個以後
[00:20:39.000 --> 00:20:41.000]  你知道他們的征戰是什麼
[00:20:41.000 --> 00:20:44.000]  征戰是什麼
[00:20:44.000 --> 00:20:45.000]  要不要
[00:20:45.000 --> 00:20:46.000]  對不對
[00:20:46.000 --> 00:20:47.000]  要不要生一個男的
[00:20:47.000 --> 00:20:49.000]  還是算了
[00:20:49.000 --> 00:20:50.000]  你知道嗎
[00:20:50.000 --> 00:20:52.000]  這個家庭走過這個征戰的道路
[00:20:52.000 --> 00:20:54.000]  跟我們所想象的不一樣
[00:20:54.000 --> 00:20:56.000]  若是你家裏面一個男的一個女的
[00:20:56.000 --> 00:20:57.000]  一個男的一個女的
[00:20:57.000 --> 00:20:59.000]  沒有問題
[00:20:59.000 --> 00:21:01.000]  他們是四個都是女的
[00:21:01.000 --> 00:21:03.000]  有等那個男的
[00:21:03.000 --> 00:21:05.000]  那麼那個時候就開始很大征戰
[00:21:05.000 --> 00:21:06.000]  就開始問
[00:21:06.000 --> 00:21:07.000]  神啊
[00:21:07.000 --> 00:21:11.000]  你爲什麼給我四千斤
[00:21:11.000 --> 00:21:13.000]  你給個男的給我好不好
[00:21:13.000 --> 00:21:16.000]  做家務事業比較好
[00:21:16.000 --> 00:21:18.000]  我就碰到另外一個家庭
[00:21:18.000 --> 00:21:21.000]  這個家庭我跟他證婚的
[00:21:21.000 --> 00:21:22.000]  結婚以後
[00:21:22.000 --> 00:21:24.000]  那個先生就很高興快樂
[00:21:24.000 --> 00:21:25.000]  神啊
[00:21:25.000 --> 00:21:27.000]  感謝你給我這樣很美好的婚姻
[00:21:27.000 --> 00:21:29.000]  我的太太也願意生
[00:21:29.000 --> 00:21:31.000]  所以他就在當中禱告
[00:21:31.000 --> 00:21:32.000]  禱告什麼
[00:21:32.000 --> 00:21:33.000]  神啊
[00:21:33.000 --> 00:21:37.000]  我希望我們家裏面有一個男球隊
[00:21:37.000 --> 00:21:38.000]  男球隊是誰打的
[00:21:38.000 --> 00:21:40.000]  男還是女的
[00:21:40.000 --> 00:21:41.000]  男
[00:21:41.000 --> 00:21:42.000]  所以他就當中禱告
[00:21:42.000 --> 00:21:45.000]  他說我一生當中最大的喜樂就是
[00:21:45.000 --> 00:21:47.000]  家裏面有很多運動
[00:21:47.000 --> 00:21:49.000]  所以最好的就是跟我準備五個人
[00:21:49.000 --> 00:21:50.000]  我在教練
[00:21:50.000 --> 00:21:52.000]  那五個打
[00:21:52.000 --> 00:21:53.000]  那我出去的時候
[00:21:53.000 --> 00:21:55.000]  一個車子帶他們出去
[00:21:55.000 --> 00:21:57.000]  這個生一個是女的
[00:21:57.000 --> 00:21:58.000]  第二個生一個男的
[00:21:58.000 --> 00:22:02.000]  這個男的不喜歡運動
[00:22:02.000 --> 00:22:04.000]  所以他有另外一種征戰
[00:22:04.000 --> 00:22:05.000]  清愛定生水明
[00:22:05.000 --> 00:22:07.000]  我剛纔給大家看到一個圖畫
[00:22:07.000 --> 00:22:09.000]  神爲我們預備了場所
[00:22:09.000 --> 00:22:12.000]  每個人都不一樣
[00:22:12.000 --> 00:22:14.000]  但是目的還是一樣
[00:22:14.000 --> 00:22:18.000]  訓練我們怎麼樣去在當中得勝
