
[00:00:00.000 --> 00:00:04.000]  今天和大家講到的題目是
[00:01:50.000 --> 00:01:57.000]  在這裡我也為梁建文、周慧常、孫教士夫婦
[00:01:57.000 --> 00:01:59.000]  為他們向神感恩
[00:01:59.000 --> 00:02:01.000]  他們在這十天裡面
[00:02:01.000 --> 00:02:04.000]  和我們的弟兄姊妹一起出去探訪
[00:02:04.000 --> 00:02:06.000]  去傳福音
[00:02:06.000 --> 00:02:12.000]  或者去鼓勵我們一些弟兄姊妹
[00:02:12.000 --> 00:02:17.000]  我們探訪了三十多四十人
[00:02:17.000 --> 00:02:19.000]  實在很感恩
[00:02:19.000 --> 00:02:22.000]  求神也賜福、賜恩
[00:02:22.000 --> 00:02:29.000]  來給我們的孫教士和給我們的弟兄姊妹
[00:02:29.000 --> 00:02:34.000]  所以無論是我們去探人的也好
[00:02:34.000 --> 00:02:36.000]  或者我們被人探的也好
[00:02:36.000 --> 00:02:39.000]  或者我們做支援工作的也好
[00:02:39.000 --> 00:02:42.000]  我們去做禱告支持的也好
[00:02:42.000 --> 00:02:44.000]  我們都應該一起回來
[00:02:44.000 --> 00:02:48.000]  去感恩敬拜我們的主耶穌
[00:02:48.000 --> 00:02:52.000]  這樣做不單止為了感恩
[00:02:52.000 --> 00:02:56.000]  其實正正就是作為神的子民
[00:02:56.000 --> 00:02:58.000]  我們向人宣告
[00:02:58.000 --> 00:03:02.000]  我們承認耶穌基督的救恩
[00:03:02.000 --> 00:03:06.000]  我們承認我們就是神的子民
[00:03:06.000 --> 00:03:10.000]  這是一個很寶貴的身份宣稱
[00:03:10.000 --> 00:03:13.000]  我今天要和大家講的主題就是
[00:03:13.000 --> 00:03:15.000]  我們作為神的子民
[00:03:15.000 --> 00:03:20.000]  我們應該每個主人都一起回來
[00:03:20.000 --> 00:03:23.000]  去感恩敬拜我們的主耶穌
[00:03:23.000 --> 00:03:28.000]  我們要將這個心態成為生活習慣
[00:03:28.000 --> 00:03:31.000]  我們先看今天的經文
[00:03:31.000 --> 00:03:34.000]  路加福音十七章十一節
[00:03:34.000 --> 00:03:38.000]  耶穌往耶路撒冷去
[00:03:38.000 --> 00:03:41.000]  經過撒瑪利亞和加利利
[00:03:41.000 --> 00:03:46.000]  耶穌這次上耶路撒冷
[00:03:46.000 --> 00:03:50.000]  是祂行道的時候的最後一次
[00:03:50.000 --> 00:03:52.000]  祂就是要上耶路撒冷
[00:03:52.000 --> 00:03:55.000]  去上十字架受死
[00:03:55.000 --> 00:03:58.000]  是為我們世人的罪來待死
[00:03:58.000 --> 00:04:02.000]  當祂在上耶路撒冷的途中
[00:04:02.000 --> 00:04:12.000]  祂經過加利利和撒瑪利亞交界的地方
[00:04:12.000 --> 00:04:16.000]  第十二節
[00:04:16.000 --> 00:04:18.000]  耶穌進入一個村子
[00:04:18.000 --> 00:04:21.000]  有十個長大麻蜂的迎面而來
[00:04:21.000 --> 00:04:23.000]  遠遠站著
[00:04:23.000 --> 00:04:27.000]  迎面而來卻是遠遠站著
[00:04:27.000 --> 00:04:29.000]  是什麼意思呢?
[00:04:29.000 --> 00:04:35.000]  意思是他們是遠遠站在耶穌走路的前面
[00:04:35.000 --> 00:04:38.000]  一段距離裏
[00:04:38.000 --> 00:04:40.000]  站在路裏
[00:04:40.000 --> 00:04:47.000]  即是說遠遠擋著前路
[00:04:47.000 --> 00:04:54.000]  也可以說他們是有意站在路上
[00:04:54.000 --> 00:04:58.000]  他們是有目的而來
[00:04:58.000 --> 00:05:00.000]  他們有什麼目的呢?
[00:05:00.000 --> 00:05:04.000]  第十三節
[00:05:04.000 --> 00:05:11.000]  他們高聲說:耶穌,夫子,可憐我們吧!
[00:05:11.000 --> 00:05:15.000]  當時的猶太人對患大麻蜂的人
[00:05:15.000 --> 00:05:19.000]  當他們是不潔淨
[00:05:19.000 --> 00:05:21.000]  是需要隔離的
[00:05:21.000 --> 00:05:26.000]  一般社群是不接納他們的
[00:05:26.000 --> 00:05:30.000]  因為會傳染
[00:05:30.000 --> 00:05:33.000]  他們自知不潔
[00:05:33.000 --> 00:05:37.000]  自己也知道不會被社群接納
[00:05:37.000 --> 00:05:40.000]  其實是一個很淒涼的狀況
[00:05:40.000 --> 00:05:46.000]  是被遺棄的一個警方
[00:05:46.000 --> 00:05:50.000]  所以他們只能夠住在一些偏僻的地方
[00:05:50.000 --> 00:05:57.000]  撒瑪利亞和加利利的交界是比較容易落腳的地方
[00:05:57.000 --> 00:06:01.000]  於是有一群大麻蜂聚集在一起
[00:06:01.000 --> 00:06:08.000]  從往後的經文顯示
[00:06:08.000 --> 00:06:10.000]  這十個患大麻蜂的人
[00:06:10.000 --> 00:06:13.000]  其中有一個是撒瑪利亞人
[00:06:13.000 --> 00:06:16.000]  其餘的九個
[00:06:16.000 --> 00:06:19.000]  相信很可能是猶太人
[00:06:19.000 --> 00:06:22.000]  而當時的猶太人
[00:06:22.000 --> 00:06:25.000]  其實也不會接納撒瑪利亞人
[00:06:25.000 --> 00:06:28.000]  當他們是外族人、外邦人
[00:06:28.000 --> 00:06:30.000]  甚至是罪人
[00:06:30.000 --> 00:06:32.000]  不會跟他們來往
[00:06:32.000 --> 00:06:34.000]  會鄙視他們
[00:06:34.000 --> 00:06:36.000]  不接納他們
[00:06:36.000 --> 00:06:42.000]  但是這九個患大麻蜂的猶太人
[00:06:42.000 --> 00:06:47.000]  卻可以接納患大麻蜂的撒瑪利亞人
[00:06:47.000 --> 00:06:49.000]  我們很容易理解
[00:06:49.000 --> 00:06:51.000]  同病相憐
[00:06:51.000 --> 00:06:54.000]  這九個患大麻蜂的猶太人
[00:06:54.000 --> 00:06:57.000]  他們知道自己也是不潔淨
[00:06:57.000 --> 00:07:01.000]  那撒瑪利亞人不潔淨有什麼所謂呢
[00:07:01.000 --> 00:07:04.000]  撒瑪利亞人患大麻蜂
[00:07:04.000 --> 00:07:06.000]  不潔淨也無所謂
[00:07:06.000 --> 00:07:08.000]  大家都是不潔淨
[00:07:08.000 --> 00:07:10.000]  互不嫌棄
[00:07:10.000 --> 00:07:13.000]  反而變成互相接納
[00:07:13.000 --> 00:07:15.000]  一起和平共處
[00:07:15.000 --> 00:07:18.000]  同病相憐
[00:07:18.000 --> 00:07:22.000]  我們也可以想想
[00:07:22.000 --> 00:07:26.000]  我們基督徒能不能夠彼此接納呢
[00:07:26.000 --> 00:07:29.000]  我們雖然是基督徒
[00:07:29.000 --> 00:07:33.000]  但是我們來自不同的文化背景
[00:07:33.000 --> 00:07:35.000]  不同的成長過程
[00:07:35.000 --> 00:07:36.000]  有不同的際遇
[00:07:36.000 --> 00:07:40.000]  甚至我們有不同的目的來到教會
[00:07:40.000 --> 00:07:43.000]  我們可不可以和平共存呢
[00:07:43.000 --> 00:07:45.000]  互相接納呢
[00:07:45.000 --> 00:07:47.000]  又想想
[00:07:47.000 --> 00:07:52.000]  我們互相接納的基礎在哪裡呢
[00:07:52.000 --> 00:07:55.000]  是基於什麼呢
[00:07:55.000 --> 00:08:00.000]  我們基督徒能夠彼此接納
[00:08:00.000 --> 00:08:04.000]  是因為神已經接納了我們這些罪人
[00:08:04.000 --> 00:08:07.000]  神不嫌棄我們
[00:08:07.000 --> 00:08:11.000]  所以我們也不會嫌棄其他被神接納的人
[00:08:14.000 --> 00:08:16.000]  耶穌基督也教導我們
[00:08:16.000 --> 00:08:18.000]  要彼此相愛
[00:08:18.000 --> 00:08:20.000]  也是這個意思
[00:08:20.000 --> 00:08:22.000]  主不嫌棄我們
[00:08:22.000 --> 00:08:23.000]  愛我們
[00:08:23.000 --> 00:08:25.000]  吩咐了我們要彼此相愛
[00:08:25.000 --> 00:08:27.000]  我們要彼此接納
[00:08:27.000 --> 00:08:32.000]  在這一節裡
[00:08:32.000 --> 00:08:33.000]  大家留意
[00:08:33.000 --> 00:08:36.000]  夫子這個稱呼
[00:08:36.000 --> 00:08:38.000]  好像很平常
[00:08:38.000 --> 00:08:39.000]  但是不是
[00:08:39.000 --> 00:08:40.000]  在路加福音裡
[00:08:40.000 --> 00:08:43.000]  夫子這個稱呼出現過六次
[00:08:43.000 --> 00:08:48.000]  其中五次是由門徒稱呼耶穌為夫子
[00:08:48.000 --> 00:08:52.000]  也就是說只有門徒稱呼耶穌為夫子
[00:08:52.000 --> 00:08:54.000]  在路加福音裡
[00:08:54.000 --> 00:08:55.000]  但是
[00:08:55.000 --> 00:08:57.000]  還有一次就是
[00:08:57.000 --> 00:08:59.000]  這十個患大麻瘋的人
[00:08:59.000 --> 00:09:01.000]  稱呼耶穌為夫子
[00:09:01.000 --> 00:09:02.000]  那是什麼意思呢
[00:09:02.000 --> 00:09:04.000]  有沒有什麼特別的意義呢
[00:09:04.000 --> 00:09:07.000]  是不是這十個人很想做耶穌基督的門徒呢
[00:09:07.000 --> 00:09:12.000]  那這十個人是不是可以做到耶穌基督的門徒呢
[00:09:12.000 --> 00:09:16.000]  但我們知道看結果不是
[00:09:16.000 --> 00:09:17.000]  只有一個
[00:09:17.000 --> 00:09:18.000]  只有哪一個呢
[00:09:18.000 --> 00:09:23.000]  就是那個肯回來歸榮耀給耶穌的那個
[00:09:23.000 --> 00:09:31.000]  只有那個曉得返來感恩敬拜主耶穌的那個
[00:09:31.000 --> 00:09:33.000]  就成為耶穌基督的門徒
[00:09:33.000 --> 00:09:36.000]  也都成為神國的子民
[00:09:38.000 --> 00:09:39.000]  第十四節
[00:09:39.000 --> 00:09:55.000]  在路加福音也都記載了兩次的
[00:09:55.000 --> 00:09:59.000]  有關耶穌醫治大麻瘋的這些記載
[00:09:59.000 --> 00:10:03.000]  頭一次是記載在五章十三節
[00:10:05.000 --> 00:10:09.000]  有一個患大麻瘋的人來求耶穌醫治他
[00:10:09.000 --> 00:10:10.000]  耶穌如何呢
[00:10:10.000 --> 00:10:12.000]  就是伸手摸他
[00:10:12.000 --> 00:10:13.000]  醫好他
[00:10:13.000 --> 00:10:18.000]  然後才叫他去把身體給濟斯擦汗
[00:10:18.000 --> 00:10:21.000]  但是這次呢
[00:10:21.000 --> 00:10:24.000]  這次的醫治有點不同
[00:10:24.000 --> 00:10:26.000]  這次的醫治呢
[00:10:26.000 --> 00:10:27.000]  耶穌沒有說過
[00:10:27.000 --> 00:10:28.000]  好啦我醫你啦
[00:10:28.000 --> 00:10:29.000]  沒有這樣說
[00:10:29.000 --> 00:10:31.000]  只是直接就吩咐他們
[00:10:31.000 --> 00:10:33.000]  就是還沒醫好
[00:10:33.000 --> 00:10:36.000]  就叫他們去找濟斯擦汗
[00:10:36.000 --> 00:10:41.000]  為什麼會這樣呢這次
[00:10:41.000 --> 00:10:44.000]  那些患大麻瘋的人怎麼想呢
[00:10:44.000 --> 00:10:46.000]  還沒好就叫我去擦汗
[00:10:46.000 --> 00:10:48.000]  是不是會所謂的「運吉」呢
[00:10:48.000 --> 00:10:50.000]  就是去到給濟斯的時候
[00:10:50.000 --> 00:10:54.000]  自己本身大麻瘋
[00:10:54.000 --> 00:10:56.000]  都不用去找濟斯看了
[00:10:56.000 --> 00:11:02.000]  耶穌叫他們直接去找濟斯擦汗
[00:11:02.000 --> 00:11:04.000]  有什麼特別的意義呢
[00:11:04.000 --> 00:11:11.000]  聖經這裡沒有特別去解釋原因
[00:11:11.000 --> 00:11:14.000]  但是從後來的經文顯示
[00:11:14.000 --> 00:11:16.000]  我們可以相信是
[00:11:16.000 --> 00:11:19.000]  耶穌要考驗他們的信心
[00:11:19.000 --> 00:11:25.000]  考驗他們對他的認識
[00:11:25.000 --> 00:11:28.000]  第十五節
[00:11:30.000 --> 00:11:32.000]  內宗有一個見自己已經好了
[00:11:32.000 --> 00:11:35.000]  就回來大聲歸榮耀與臣
[00:11:35.000 --> 00:11:39.000]  大聲歸榮耀與臣
[00:11:39.000 --> 00:11:43.000]  這個動作
[00:11:43.000 --> 00:11:45.000]  是有一個特別的意思
[00:11:45.000 --> 00:11:48.000]  我看包惠昆
[00:11:48.000 --> 00:11:51.000]  當我去看包惠昆博士的
[00:11:51.000 --> 00:11:53.000]  他的《釋經書》的時候
[00:11:53.000 --> 00:11:56.000]  他就說當時的人
[00:11:58.000 --> 00:12:02.000]  當他們察覺到
[00:12:02.000 --> 00:12:06.000]  神在他們的子民當中
[00:12:06.000 --> 00:12:08.000]  施行了奇功的時候
[00:12:08.000 --> 00:12:11.000]  他們就會大聲歸榮耀給神
[00:12:11.000 --> 00:12:15.000]  如果根據這樣的理論
[00:12:15.000 --> 00:12:16.000]  我們就是說
[00:12:16.000 --> 00:12:19.000]  這個得了醫治的撒瑪利亞人
[00:12:19.000 --> 00:12:21.000]  他就察覺到
[00:12:21.000 --> 00:12:23.000]  神在他們中間
[00:12:25.000 --> 00:12:28.000]  神在他們中間行了神蹟
[00:12:28.000 --> 00:12:30.000]  施行了奇功
[00:12:30.000 --> 00:12:33.000]  再直接一點說
[00:12:33.000 --> 00:12:36.000]  這個撒瑪利亞人
[00:12:36.000 --> 00:12:40.000]  他就察覺到神在他們中間
[00:12:40.000 --> 00:12:49.000]  他察覺到神在他們中間
[00:12:49.000 --> 00:12:53.000]  所以他大聲歸榮耀給神
[00:12:56.000 --> 00:12:59.000]  那其他九個人又如何呢?
[00:12:59.000 --> 00:13:00.000]  他們做什麼呢?
[00:13:00.000 --> 00:13:02.000]  他們在想什麼呢?
[00:13:02.000 --> 00:13:07.000]  我們又從經文的顯示看來
[00:13:07.000 --> 00:13:10.000]  這九個人雖然得到醫治
[00:13:10.000 --> 00:13:15.000]  但是他們察覺不到神的作為
[00:13:15.000 --> 00:13:19.000]  察覺不到神已經在他們中間
[00:13:19.000 --> 00:13:22.000]  否則他們一定會回來
[00:13:22.000 --> 00:13:24.000]  大聲歸榮耀與神
[00:13:25.000 --> 00:13:26.000]  是不是?
[00:13:26.000 --> 00:13:31.000]  第十六節
[00:13:31.000 --> 00:13:38.000]  他又俯伏在耶穌腳前感謝他
[00:13:38.000 --> 00:13:40.000]  這人是撒瑪利亞人
[00:13:40.000 --> 00:13:45.000]  俯伏和感謝
[00:13:45.000 --> 00:13:49.000]  這裡是在說敬拜神
[00:13:49.000 --> 00:13:52.000]  是敬拜神的動作行為
[00:13:53.000 --> 00:13:55.000]  在舊約的傳統裡面
[00:13:55.000 --> 00:13:59.000]  感謝神就等於歸榮耀給神
[00:13:59.000 --> 00:14:05.000]  現在這裡再加上俯伏在耶穌腳前
[00:14:05.000 --> 00:14:10.000]  俯伏在耶穌面前來感謝耶穌
[00:14:10.000 --> 00:14:15.000]  這樣就表示他以耶穌為神來敬拜他
[00:14:15.000 --> 00:14:19.000]  第十七節
[00:14:20.000 --> 00:14:24.000]  耶穌說:潔淨了的不是十個人嗎?
[00:14:24.000 --> 00:14:26.000]  那九個在哪裡呢?
[00:14:26.000 --> 00:14:27.000]  第十八節
[00:14:27.000 --> 00:14:29.000]  除了這外族人
[00:14:29.000 --> 00:14:32.000]  再沒有別人回來歸榮耀與神嗎?
[00:14:32.000 --> 00:14:40.000]  耶穌在這裡所發問的一些問題
[00:14:40.000 --> 00:14:44.000]  其實是一些修辭性質的問題
[00:14:44.000 --> 00:14:46.000]  一些rhetorical questions
[00:14:47.000 --> 00:14:51.000]  也就是說,他不是期待別人回答他的問題
[00:14:51.000 --> 00:14:56.000]  而是期待別人思考和反省
[00:14:56.000 --> 00:15:02.000]  那九個人在做什麼呢?
[00:15:02.000 --> 00:15:07.000]  他們心裡在想什麼呢?
[00:15:07.000 --> 00:15:09.000]  我只能猜測
[00:15:09.000 --> 00:15:12.000]  我猜測那九個人就是猶太人
[00:15:13.000 --> 00:15:19.000]  否則他們不會按照摩西的律法去找祭司測驗
[00:15:19.000 --> 00:15:21.000]  他們是猶太人
[00:15:21.000 --> 00:15:26.000]  當他們在途中發現自己身上的大麻風已經康復的時候
[00:15:26.000 --> 00:15:29.000]  當然是很開心和興奮
[00:15:29.000 --> 00:15:31.000]  那怎麼辦呢?
[00:15:31.000 --> 00:15:34.000]  當然是繼續找祭司去測驗和檢查
[00:15:34.000 --> 00:15:36.000]  證實康復之後
[00:15:36.000 --> 00:15:39.000]  就可以進去殿裡敬拜神
[00:15:39.000 --> 00:15:42.000]  也可以回家與家人團聚
[00:15:44.000 --> 00:15:48.000]  但是這樣他們就忘記了
[00:15:48.000 --> 00:15:50.000]  所發生的事
[00:15:50.000 --> 00:15:55.000]  正正是顯示了神的作為在眾人之間
[00:15:55.000 --> 00:15:57.000]  他們就不曉得
[00:15:57.000 --> 00:16:00.000]  回來大聲歸榮耀給神
[00:16:00.000 --> 00:16:05.000]  我們又可以想像
[00:16:05.000 --> 00:16:07.000]  在途中的時候
[00:16:07.000 --> 00:16:09.000]  那一個撒瑪利亞人
[00:16:09.000 --> 00:16:11.000]  他康復了
[00:16:11.000 --> 00:16:13.000]  他心裡怎麼想呢?
[00:16:13.000 --> 00:16:15.000]  他會說
[00:16:15.000 --> 00:16:17.000]  我是撒瑪利亞人
[00:16:17.000 --> 00:16:21.000]  就算祭司證明我已經康復了
[00:16:21.000 --> 00:16:23.000]  我都不能夠進聖殿去敬拜神
[00:16:23.000 --> 00:16:25.000]  因為我是外族人
[00:16:25.000 --> 00:16:29.000]  想到這裡的時候
[00:16:29.000 --> 00:16:31.000]  他很可能就會繼續想
[00:16:31.000 --> 00:16:32.000]  那怎麼辦呢?
[00:16:32.000 --> 00:16:35.000]  我怎麼去多謝神去敬拜神呢?
[00:16:35.000 --> 00:16:39.000]  可能他就在這個時候突然間醒悟
[00:16:39.000 --> 00:16:42.000]  耶穌既然能夠說一句話
[00:16:42.000 --> 00:16:44.000]  就可以治好我
[00:16:44.000 --> 00:16:47.000]  祂豈不是有神的能力
[00:16:47.000 --> 00:16:51.000]  那耶穌豈不是神?
[00:16:51.000 --> 00:16:54.000]  想到這裡的時候他更加肯定
[00:16:54.000 --> 00:16:56.000]  於是他就
[00:16:56.000 --> 00:17:00.000]  你可以說急忙地回頭去
[00:17:00.000 --> 00:17:02.000]  向祂感恩
[00:17:02.000 --> 00:17:03.000]  向耶穌感恩
[00:17:03.000 --> 00:17:05.000]  俯伏敬拜祂
[00:17:07.000 --> 00:17:10.000]  那當然結果他是做對了
[00:17:10.000 --> 00:17:16.000]  根據學者的研究
[00:17:16.000 --> 00:17:20.000]  這個外族人這個字
[00:17:20.000 --> 00:17:22.000]  在新約聖經裡面
[00:17:22.000 --> 00:17:24.000]  只是在這裡出現過
[00:17:24.000 --> 00:17:26.000]  當然這個意思我可以說
[00:17:26.000 --> 00:17:28.000]  理解為好像外邦人那樣
[00:17:28.000 --> 00:17:30.000]  但不是外邦人那個字
[00:17:30.000 --> 00:17:31.000]  意思可以是外邦人
[00:17:31.000 --> 00:17:33.000]  但這個外族人呢
[00:17:33.000 --> 00:17:34.000]  不知道為什麼
[00:17:34.000 --> 00:17:36.000]  只是出現過一次在這裡
[00:17:36.000 --> 00:17:39.000]  聖經也沒有解釋有什麼特別的用意
[00:17:39.000 --> 00:17:41.000]  但是學者卻是說
[00:17:41.000 --> 00:17:45.000]  卻是引起很特別的一些反射
[00:17:45.000 --> 00:17:49.000]  原來在聖殿
[00:17:49.000 --> 00:17:53.000]  在聖殿內院的入口的地方
[00:17:53.000 --> 00:17:54.000]  有一塊石碑
[00:17:54.000 --> 00:17:58.000]  石碑裡面刻著一些警告的碑文
[00:17:58.000 --> 00:18:00.000]  是說
[00:18:00.000 --> 00:18:03.000]  外族人不可進入聖殿內院
[00:18:03.000 --> 00:18:06.000]  否則必要被處死
[00:18:06.000 --> 00:18:10.000]  所以外族人不可以進入聖殿敬拜
[00:18:10.000 --> 00:18:17.000]  在碑文上面所用的外族人那個字
[00:18:17.000 --> 00:18:21.000]  就是這裡經文裡面的外族人那個字
[00:18:21.000 --> 00:18:27.000]  我想是有點意思吧
[00:18:27.000 --> 00:18:31.000]  第十九節
[00:18:34.000 --> 00:18:36.000]  耶穌對乃人說
[00:18:36.000 --> 00:18:39.000]  起來,走吧,你的信救了你了
[00:18:39.000 --> 00:18:41.000]  你的信救了你了
[00:18:41.000 --> 00:18:45.000]  這句話可以是有雙重意義
[00:18:45.000 --> 00:18:46.000]  第一
[00:18:46.000 --> 00:18:48.000]  可以是說
[00:18:48.000 --> 00:18:52.000]  這個人是因信耶穌的吩咐
[00:18:52.000 --> 00:18:55.000]  因為信得過耶穌有能力醫治
[00:18:55.000 --> 00:18:57.000]  因此他得到醫治
[00:18:57.000 --> 00:18:59.000]  第二
[00:18:59.000 --> 00:19:02.000]  這個人因為信耶穌是神
[00:19:02.000 --> 00:19:04.000]  他接納耶穌是神
[00:19:04.000 --> 00:19:05.000]  敬拜耶穌
[00:19:05.000 --> 00:19:08.000]  耶穌就宣告他得救
[00:19:08.000 --> 00:19:12.000]  宣告他成為神的子民
[00:19:12.000 --> 00:19:19.000]  這個撒瑪利亞人回來
[00:19:19.000 --> 00:19:21.000]  感恩敬拜耶穌
[00:19:21.000 --> 00:19:25.000]  是可以帶給我們有多方面的反省和學習
[00:19:25.000 --> 00:19:27.000]  第一
[00:19:27.000 --> 00:19:31.000]  神賜恩典給人是很公平的
[00:19:31.000 --> 00:19:34.000]  不分種族,不分地域
[00:19:34.000 --> 00:19:36.000]  神賜恩給猶太人
[00:19:36.000 --> 00:19:38.000]  也賜恩給外族人
[00:19:38.000 --> 00:19:40.000]  我們就是外族人
[00:19:40.000 --> 00:19:43.000]  我們也得到神的恩典
[00:19:43.000 --> 00:19:44.000]  第二
[00:19:44.000 --> 00:19:48.000]  但是只有承認耶穌是神的人
[00:19:48.000 --> 00:19:51.000]  才可以得到拯救,得到救恩
[00:19:51.000 --> 00:19:53.000]  第三
[00:19:53.000 --> 00:19:55.000]  得到救恩的人
[00:19:55.000 --> 00:19:59.000]  要曉得回來感恩敬拜主耶穌
[00:20:01.000 --> 00:20:02.000]  第四
[00:20:02.000 --> 00:20:08.000]  只有耶穌基督是值得我們敬拜
[00:20:08.000 --> 00:20:16.000]  這段聖經是非常好的基督論的支持
[00:20:16.000 --> 00:20:21.000]  再說回經文
[00:20:21.000 --> 00:20:27.000]  這個外族人察覺到神在他們中間
[00:20:27.000 --> 00:20:33.000]  他也曉得回來歸榮耀給神
[00:20:33.000 --> 00:20:35.000]  回來敬拜耶穌
[00:20:35.000 --> 00:20:38.000]  因此他成為神的子民
[00:20:38.000 --> 00:20:42.000]  這樣說,其實經文裏面是反映出
[00:20:42.000 --> 00:20:44.000]  正正就是那些猶太人
[00:20:44.000 --> 00:20:45.000]  他們是什麼?
[00:20:45.000 --> 00:20:46.000]  他們原本就是神的子民
[00:20:46.000 --> 00:20:48.000]  他們是神的選民
[00:20:48.000 --> 00:20:53.000]  神的選民卻是察覺不到神的作為在他們中間
[00:20:53.000 --> 00:20:56.000]  是不是很諷刺?
[00:20:56.000 --> 00:20:58.000]  很可惜
[00:20:58.000 --> 00:21:02.000]  當他們察覺不到神在他們中間
[00:21:02.000 --> 00:21:04.000]  也不承認神在他們中間
[00:21:04.000 --> 00:21:07.000]  不承認耶穌就是神在他們中間的時候
[00:21:07.000 --> 00:21:12.000]  他們丟棄了自己神子民的身份
[00:21:12.000 --> 00:21:14.000]  是很可惜的
[00:21:14.000 --> 00:21:19.000]  第20節
[00:21:19.000 --> 00:21:22.000]  法利賽人問
[00:21:22.000 --> 00:21:25.000]  神的國何時來到?
[00:21:26.000 --> 00:21:27.000]  我不知道你怎麼想
[00:21:27.000 --> 00:21:29.000]  當我看到這節聖經的時候
[00:21:29.000 --> 00:21:31.000]  我就覺得很生氣又很笑
[00:21:31.000 --> 00:21:33.000]  這樣還要問?
[00:21:33.000 --> 00:21:37.000]  是不是?
[00:21:37.000 --> 00:21:39.000]  神的國何時來到?
[00:21:39.000 --> 00:21:44.000]  神的奇功、神的神蹟和神的榮耀
[00:21:44.000 --> 00:21:48.000]  已經明明彰顯在眾人之間
[00:21:48.000 --> 00:21:52.000]  這樣還要問神的國何時來到?
[00:21:55.000 --> 00:21:56.000]  其實
[00:21:56.000 --> 00:21:59.000]  法利賽人的這句話
[00:21:59.000 --> 00:22:03.000]  是非常不禮貌和輕視耶穌的
[00:22:03.000 --> 00:22:05.000]  你可以想像一下
[00:22:05.000 --> 00:22:08.000]  耶穌剛剛行了神蹟
[00:22:08.000 --> 00:22:11.000]  又被人俯伏敬拜
[00:22:11.000 --> 00:22:13.000]  但是法利賽人說
[00:22:13.000 --> 00:22:15.000]  神的國何時來到?
[00:22:15.000 --> 00:22:17.000]  意思就是說
[00:22:17.000 --> 00:22:19.000]  我們不要說這個
[00:22:19.000 --> 00:22:21.000]  我們說別的
[00:22:21.000 --> 00:22:23.000]  我們說其他的
[00:22:23.000 --> 00:22:25.000]  我們不想談這件事
[00:22:25.000 --> 00:22:27.000]  是不是?
[00:22:27.000 --> 00:22:28.000]  就是這個意思
[00:22:28.000 --> 00:22:29.000]  轉話題
[00:22:29.000 --> 00:22:30.000]  意思是什麼?
[00:22:30.000 --> 00:22:32.000]  不接納這是神蹟
[00:22:32.000 --> 00:22:34.000]  不接納耶穌行神蹟
[00:22:34.000 --> 00:22:37.000]  不接納耶穌就是當敬拜
[00:22:37.000 --> 00:22:40.000]  當配受敬拜的神
[00:22:40.000 --> 00:22:42.000]  很清楚
[00:22:42.000 --> 00:22:50.000]  第21節
[00:22:52.000 --> 00:22:54.000]  耶穌最後解釋說
[00:22:54.000 --> 00:22:57.000]  神的國就在你們心裡
[00:22:57.000 --> 00:23:00.000]  心裡這個字
[00:23:00.000 --> 00:23:02.000]  可以翻譯成中間
[00:23:02.000 --> 00:23:04.000]  我覺得翻譯成中間
[00:23:04.000 --> 00:23:06.000]  是更加貼切
[00:23:06.000 --> 00:23:08.000]  神的國肯定不會在
