
[00:00:00.000 --> 00:00:02.080]  各位領袖姐妹們 平安
[00:01:22.140 --> 00:01:25.140]  蒙古也從共產國家和平轉型
[00:01:25.140 --> 00:01:27.200]  為民主國家
[00:01:27.200 --> 00:01:29.340]  福音的門因此也敞開來
[00:01:29.340 --> 00:01:30.700]  你知道到目前
[00:01:30.700 --> 00:01:34.040]  全蒙古已經有2%的人民
[00:01:34.040 --> 00:01:35.280]  已經是基督徒了
[00:01:35.280 --> 00:01:37.280]  也就是差不多7萬多的基督徒
[00:01:37.280 --> 00:01:41.080]  我們感謝讚美主 哈利路亞
[00:01:41.080 --> 00:01:44.240]  現在全蒙古有五百多間教會
[00:01:44.240 --> 00:01:46.580]  在很興旺的發展
[00:01:46.580 --> 00:01:48.440]  告訴你很特別的數字
[00:01:48.440 --> 00:01:49.580]  五百間教會當中
[00:01:49.580 --> 00:01:53.340]  其中57間是生命和凌良堂
[00:01:53.340 --> 00:01:56.000]  哈利路亞 我們感謝讚美神
[00:01:56.000 --> 00:01:58.280]  能夠這樣子參與在
[00:01:58.280 --> 00:02:00.240]  這個大使命的宣教
[00:02:00.240 --> 00:02:02.380]  我們真是非常的感恩
[00:02:02.380 --> 00:02:04.040]  那這幾年
[00:02:04.040 --> 00:02:08.500]  我們在蒙古短宣的主要目的
[00:02:08.500 --> 00:02:10.440]  是執行留頭牧師
[00:02:10.440 --> 00:02:13.940]  和蒙古的佩洛的一個期許
[00:02:13.940 --> 00:02:17.200]  他說看見美國的生命核
[00:02:17.200 --> 00:02:18.940]  以及蒙古的分堂
[00:02:18.940 --> 00:02:21.740]  攜手了將近30年
[00:02:21.740 --> 00:02:25.200]  盼望這樣一個寶貴的使徒心的連結
[00:02:25.200 --> 00:02:27.180]  能夠在年輕一代當中
[00:02:27.180 --> 00:02:29.580]  繼續的傳承下去
[00:02:29.580 --> 00:02:31.740]  所以盼望兩邊的年輕同工
[00:02:31.740 --> 00:02:34.700]  彼此認識 心火相傳
[00:02:34.700 --> 00:02:37.240]  繼續攜手30年
[00:02:37.240 --> 00:02:39.800]  感謝神透過過去三年的
[00:02:39.800 --> 00:02:41.600]  這樣子的一個短宣
[00:02:41.600 --> 00:02:44.500]  我們一起來敬拜讚美
[00:02:44.500 --> 00:02:46.200]  禱告聆聽
[00:02:46.200 --> 00:02:48.740]  舉辦同工退休會
[00:02:48.740 --> 00:02:50.200]  裝備建造
[00:02:50.200 --> 00:02:53.840]  也一起去遊牧民族體驗生活
[00:02:53.840 --> 00:02:55.340]  並且傳福音
[00:02:55.340 --> 00:02:57.100]  在這邊想跟大家分享說
[00:02:57.100 --> 00:02:59.440]  我相信我們可以繼續
[00:02:59.440 --> 00:03:01.840]  一起攜手下30年
[00:03:01.840 --> 00:03:03.440]  Amen
[00:03:03.440 --> 00:03:08.140]  順便給大家一個Spoil alert
[00:03:08.140 --> 00:03:12.280]  這次生命核的30週年的慶典
[00:03:12.280 --> 00:03:13.940]  有一場的敬拜讚美
[00:03:13.940 --> 00:03:16.840]  將會是由蒙古牧師組合的敬拜團
[00:03:16.840 --> 00:03:19.000]  用蒙古風來帶領我們敬拜
[00:03:19.000 --> 00:03:21.600]  所以非常期待
[00:03:21.600 --> 00:03:24.700]  其實還有印度風跟非洲風
[00:03:24.700 --> 00:03:26.400]  也會在不同的場次來舉行
[00:03:26.400 --> 00:03:28.440]  所以鼓勵大家真的來報名
[00:03:28.440 --> 00:03:31.280]  然後來期待大家來參加30週年慶
[00:03:31.280 --> 00:03:33.840]  非常的熱鬧
[00:03:33.840 --> 00:03:37.880]  今天繼續從保羅寫給提摩太的後書
[00:03:37.880 --> 00:03:41.400]  我們來看生命的傳承
[00:03:41.400 --> 00:03:44.440]  首先我們看到聖經
[00:03:44.440 --> 00:03:46.380]  當中的傳承的觀念
[00:03:46.380 --> 00:03:49.080]  是一個三代的傳承
[00:03:49.080 --> 00:03:52.700]  我們一起說三代的傳承
[00:03:52.700 --> 00:03:55.980]  當我們一想到傳承
[00:03:55.980 --> 00:03:58.400]  當我們一想到福祉
[00:03:58.400 --> 00:04:01.480]  我們自然的就會進入一個模式
[00:04:01.480 --> 00:04:02.700]  帶領的人
[00:04:02.700 --> 00:04:05.900]  我會說我要忠心的帶領
[00:04:05.900 --> 00:04:07.100]  跟隨的人
[00:04:07.100 --> 00:04:10.700]  我會說我會忠心的跟隨到底
[00:04:10.700 --> 00:04:12.680]  這樣聽起來是非常好的
[00:04:12.680 --> 00:04:16.040]  可是在聖經中的門訓的觀念
[00:04:16.040 --> 00:04:18.080]  不只是忠心的帶領
[00:04:18.080 --> 00:04:20.380]  不只是忠心的跟隨
[00:04:20.380 --> 00:04:22.840]  而是一個三代
[00:04:22.840 --> 00:04:25.980]  甚至四代的一個傳承
[00:04:25.980 --> 00:04:28.140]  我們看到提摩太後書二章二節
[00:04:28.140 --> 00:04:30.440]  保羅對提摩太的這樣一個吩咐
[00:04:30.440 --> 00:04:32.980]  我們就可以看到這樣的一個觀念
[00:04:32.980 --> 00:04:36.000]  保羅說你在許多見證人面前
[00:04:36.000 --> 00:04:38.280]  聽見我所教訓的
[00:04:38.280 --> 00:04:42.880]  也要交託那忠心能夠教導別人的人
[00:04:42.880 --> 00:04:46.000]  我們來看一下這個四代的概念
[00:04:46.000 --> 00:04:47.680]  保羅是第一代
[00:04:47.680 --> 00:04:51.400]  他對提摩太說你聽到我的教訓
[00:04:51.400 --> 00:04:55.000]  然後要去交託給什麼樣的人
[00:04:55.000 --> 00:04:59.280]  那也能夠交託出去的人
[00:04:59.280 --> 00:05:02.480]  所以原來在聖經裡面的一個門訓的概念
[00:05:02.480 --> 00:05:06.280]  不只是我要忠心的來照顧
[00:05:06.280 --> 00:05:09.080]  來帶領這一群人
[00:05:09.080 --> 00:05:11.780]  也不只是忠心的跟隨
[00:05:11.780 --> 00:05:13.640]  而在聖經的觀念裡
[00:05:13.640 --> 00:05:15.080]  或是更可以準確的說
[00:05:15.080 --> 00:05:20.640]  在神面對跟隨他的人的心意當中
[00:05:20.640 --> 00:05:25.080]  是要成為領袖的領袖
[00:05:25.080 --> 00:05:27.880]  leader of leaders
[00:05:27.880 --> 00:05:29.000]  所以弟兄姊妹如果今天
[00:05:29.000 --> 00:05:31.340]  你是一個跟隨神的人
[00:05:31.340 --> 00:05:33.680]  如果你今天是一個在教會
[00:05:33.680 --> 00:05:35.080]  在你的職場
[00:05:35.080 --> 00:05:37.440]  在生活當中是一個leader
[00:05:37.440 --> 00:05:41.480]  你不只是要忠心的帶領followers
[00:05:41.480 --> 00:05:43.580]  神願意來恩高你
[00:05:43.580 --> 00:05:45.280]  神願意來使用你
[00:05:45.280 --> 00:05:49.480]  能夠帶領出更多的leaders
[00:05:49.480 --> 00:05:51.680]  如果你今天是一個跟隨的人
[00:05:51.680 --> 00:05:52.980]  你也很死心塌地
[00:05:52.980 --> 00:05:54.980]  忠心的跟隨非常好
[00:05:54.980 --> 00:05:57.880]  但今天我們要從神的眼光
[00:05:57.880 --> 00:06:00.080]  來看到神在你生命中的計畫
[00:06:00.080 --> 00:06:03.280]  你不只是一個忠心跟隨的人
[00:06:03.280 --> 00:06:05.680]  你要成為一個leader
[00:06:05.680 --> 00:06:08.580]  而且是leader of leaders
[00:06:08.580 --> 00:06:10.980]  這是非常重要的原則
[00:06:10.980 --> 00:06:13.380]  很多時候我們華人就是要謙卑
[00:06:13.380 --> 00:06:15.080]  華人說不是我不是我
[00:06:15.080 --> 00:06:18.080]  我就忠心的跟隨配合就好了
[00:06:18.080 --> 00:06:21.080]  可是如果今天這是神在你生命中的計畫
[00:06:21.080 --> 00:06:22.980]  我們就不應該推辭
[00:06:22.980 --> 00:06:27.580]  因為這個世界需要太多領袖了
[00:06:27.580 --> 00:06:29.880]  因為這個世界需要太大了
[00:06:29.880 --> 00:06:33.580]  而神是樂意透過每一位跟隨他的人
[00:06:33.580 --> 00:06:36.480]  能夠成為leader of leaders
[00:06:36.480 --> 00:06:39.680]  其實耶穌基督在面對他的門徒的時候
[00:06:39.680 --> 00:06:41.780]  特別是在大使命的呼召的時候
[00:06:41.780 --> 00:06:45.480]  有同樣的觀念也是這樣子的呈現出來
[00:06:45.480 --> 00:06:47.880]  馬太福音二十八章二十節
[00:06:47.880 --> 00:06:50.080]  也就是大使命的下半段
[00:06:50.080 --> 00:06:55.180]  這邊說凡我所吩咐你們的
[00:06:55.180 --> 00:06:57.980]  都要教訓他們遵守
[00:06:57.980 --> 00:07:01.480]  我就常與你們同在直到世界的末了
[00:07:01.480 --> 00:07:03.580]  你看到這邊也有幾代
[00:07:03.580 --> 00:07:04.880]  有三代
[00:07:04.880 --> 00:07:09.880]  耶穌說我吩咐你們的
[00:07:09.880 --> 00:07:14.980]  你們也要去教訓他們來遵守
[00:07:14.980 --> 00:07:15.680]  所以 弟兄姊妹
[00:07:15.680 --> 00:07:18.780]  今天我們在思想門訓的時候
[00:07:18.780 --> 00:07:23.180]  今天我們在思想如何教養兒女的時候
[00:07:23.180 --> 00:07:26.380]  今天我們在思想如何帶領我們的公司
[00:07:26.380 --> 00:07:28.380]  或是我們的社區的時候
[00:07:28.380 --> 00:07:32.180]  弟兄姊妹 我們應當照著這樣一個觀念來看
[00:07:32.180 --> 00:07:37.380]  原來傳承是一個三代的傳承
[00:07:37.380 --> 00:07:40.180]  而我在耶穌基督這個大使命的傳承
[00:07:40.180 --> 00:07:41.880]  我有一個看見
[00:07:41.880 --> 00:07:45.280]  不只是耶穌對他的門徒有一個期許是
[00:07:45.280 --> 00:07:48.080]  You will be leader of leaders
[00:07:48.080 --> 00:07:51.080]  不只是你要成為領袖的領袖
[00:07:51.080 --> 00:07:53.380]  而耶穌基督對門徒的期許是
[00:07:53.380 --> 00:07:56.180]  我所教訓你的 你也要教訓他們
[00:07:56.180 --> 00:07:57.480]  教訓些什麼呢
[00:07:57.480 --> 00:08:02.580]  讓他們也能夠聽到耶穌基督要給他們的教訓
[00:08:02.580 --> 00:08:05.280]  因此我相信神期望
[00:08:05.280 --> 00:08:09.080]  門徒所帶出來的下一代
[00:08:09.080 --> 00:08:13.080]  也能夠與耶穌基督建立個人的關係
[00:08:13.080 --> 00:08:16.980]  好讓他們也可以聽到耶穌基督所教訓的
[00:08:16.980 --> 00:08:20.880]  所以今天我相信神在我們每一個人生命當中
[00:08:20.880 --> 00:08:24.180]  都有一個美好的護照 一個計畫
[00:08:24.180 --> 00:08:28.480]  你要成為能夠與神連結的人
[00:08:28.480 --> 00:08:33.480]  你要成為一個與神連結的leader of leaders
[00:08:33.480 --> 00:08:36.480]  而神託付在你生命當中的人
[00:08:36.480 --> 00:08:41.980]  他們也能夠成為與神連結的leader of leaders
[00:08:41.980 --> 00:08:43.280]  Amen
[00:08:43.280 --> 00:08:45.580]  哇 這個格局是很不一樣的
[00:08:45.580 --> 00:08:49.280]  而這樣的格局我相信是正確的
[00:08:49.280 --> 00:08:51.380]  這次我在蒙古有一個很特別的經歷
[00:08:51.380 --> 00:08:55.680]  我覺得也是我人生的一個里程碑
[00:08:55.680 --> 00:08:58.080]  我再記得我們那時候在退休會
[00:08:58.080 --> 00:09:02.680]  我再帶領一個年輕夫妻的婚姻家庭講座
[00:09:02.680 --> 00:09:06.280]  那時候很多年輕夫妻在一個教室
[00:09:06.280 --> 00:09:09.080]  他們還有幾個小孩子也跑來跑去的
[00:09:09.080 --> 00:09:10.980]  就有一個大概不到三歲的小孩子
[00:09:10.980 --> 00:09:14.080]  看到我眼睛就突然亮起來了
[00:09:14.080 --> 00:09:15.980]  然後就對著我說
[00:09:15.980 --> 00:09:18.280]  Ovo Ovo Ovo
[00:09:18.280 --> 00:09:19.780]  我不知道他是叫Ovo什麼意思
[00:09:19.780 --> 00:09:21.080]  可是他看得我很高興
[00:09:21.080 --> 00:09:22.480]  我也蠻開心的
[00:09:22.480 --> 00:09:23.980]  我想蒙古離韓國很近
[00:09:23.980 --> 00:09:26.780]  Ovo跟Oba差不多意思吧
[00:09:26.780 --> 00:09:28.680]  我跟他Ovo Ovo 我是Ovo
[00:09:28.680 --> 00:09:31.080]  然後我還很高興跟他在那邊跳舞
[00:09:31.080 --> 00:09:33.980]  結果旁邊的這些爸媽就開始笑了
[00:09:33.980 --> 00:09:36.980]  我覺得氣氛有點詭異
[00:09:36.980 --> 00:09:40.580]  我就問說那請問Ovo是蒙古話什麼意思
[00:09:40.580 --> 00:09:43.380]  他們說Ovo就是grandpa
[00:09:43.380 --> 00:09:46.780]  哇
[00:09:46.780 --> 00:09:48.280]  這個實在是太痛苦了
[00:09:48.280 --> 00:09:49.680]  這個打擊是
[00:09:49.680 --> 00:09:51.780]  我跟你講如果其實平常也有人跟我說
[00:09:51.780 --> 00:09:55.780]  你長得很 實際年齡很操勞
[00:09:55.780 --> 00:09:56.680]  這種就算了
[00:09:56.680 --> 00:09:59.380]  大人講就算了你知道嗎
[00:09:59.380 --> 00:10:01.780]  可是一個小孩這麼真切
[00:10:01.780 --> 00:10:04.880]  這麼熱情 這麼開心的指著我
[00:10:04.880 --> 00:10:06.180]  Ovo Ovo 我現在一笑
[00:10:06.180 --> 00:10:10.180]  他就 爺爺 爺爺 哇
[00:10:10.180 --> 00:10:12.980]  真的是已經不知道該怎麼反應
[00:10:12.980 --> 00:10:15.280]  當時真的是
[00:10:15.280 --> 00:10:18.880]  我眼前變成黑白的顏色
[00:10:18.880 --> 00:10:20.780]  不過後來發現其實在蒙古
[00:10:20.780 --> 00:10:22.980]  你40多歲真的已經可以做Ovo了
[00:10:22.980 --> 00:10:24.780]  真的 好吧
[00:10:24.780 --> 00:10:27.180]  我就自己合理的理解
[00:10:27.180 --> 00:10:29.780]  因為這些年來在各地帶青年特惠
[00:10:29.780 --> 00:10:33.480]  致力在做傳承這樣的一個分享
[00:10:33.480 --> 00:10:36.980]  真的這個三代的恩高太強了
[00:10:36.980 --> 00:10:37.980]  我真的變Ovo了
[00:10:37.980 --> 00:10:40.080]  結果後來回到住的地方
[00:10:40.080 --> 00:10:41.280]  趕快把鬍子修一修
[00:10:41.280 --> 00:10:42.180]  後來真的是
[00:10:42.180 --> 00:10:43.680]  我後來一看真的是滿
[00:10:43.680 --> 00:10:47.480]  就算不是Ovo也是有點像Honeless
[00:10:47.480 --> 00:10:50.780]  不過 丁宥姐妹 我們在外表要年輕一點
[00:10:50.780 --> 00:10:52.980]  鼓勵 祝福大家外表年輕
[00:10:52.980 --> 00:10:53.980]  但是在屬靈上面
[00:10:53.980 --> 00:10:57.380]  我們都要做屬靈的Ovo 好不好
[00:10:57.380 --> 00:11:00.380]  祝福你 要成為Leader of Leaders
[00:11:00.380 --> 00:11:02.680]  你要能夠帶出下一代的領袖
[00:11:02.680 --> 00:11:05.480]  甚至你帶出來的人要成為領袖
[00:11:05.480 --> 00:11:06.580]  Amen
[00:11:06.580 --> 00:11:07.680]  所以鼓勵你
[00:11:07.680 --> 00:11:10.480]  不論你們當中是小組長
[00:11:10.480 --> 00:11:11.680]  是區目
[00:11:11.680 --> 00:11:13.980]  或是你在家中你是父母親
[00:11:13.980 --> 00:11:15.380]  甚至大家長
[00:11:15.380 --> 00:11:17.880]  你在公司你有帶領人的
[00:11:17.880 --> 00:11:18.780]  我也鼓勵你
[00:11:18.780 --> 00:11:21.280]  當你回去面對這些神
[00:11:21.280 --> 00:11:23.180]  把你放在這樣一個
[00:11:23.180 --> 00:11:25.880]  位分的Leadership的時候
[00:11:25.880 --> 00:11:29.780]  你也要來祝福神託付你的人
[00:11:29.780 --> 00:11:33.080]  你也要成為領袖的領袖
[00:11:33.080 --> 00:11:35.380]  你要舉起祝福的手
[00:11:35.380 --> 00:11:36.580]  要祝福他說
[00:11:36.580 --> 00:11:42.080]  你也要成為連結與神的領袖的領袖
[00:11:42.080 --> 00:11:42.880]  我可以告訴你
[00:11:42.880 --> 00:11:46.280]  當我們眼光從自己的眼光
[00:11:46.280 --> 00:11:49.080]  變成為父的眼光的時候
[00:11:49.080 --> 00:11:50.880]  氣氛馬上不一樣
[00:11:50.880 --> 00:11:54.280]  而我相信你的Leadership Style和策略
[00:11:54.280 --> 00:11:58.080]  會有完全嶄新的亮光在我們當中
[00:11:58.080 --> 00:11:59.880]  所以講到傳承第一點
[00:11:59.880 --> 00:12:02.180]  是一個三代的傳承
[00:12:02.180 --> 00:12:03.480]  好不好 跟自己說
[00:12:03.480 --> 00:12:09.980]  我是Leader of Leaders
[00:12:09.980 --> 00:12:11.280]  這我不知道對有些人來說
[00:12:11.280 --> 00:12:18.280]  會不會有一點比較foreign
[00:12:18.280 --> 00:12:19.880]  比較不太去這樣想
[00:12:19.880 --> 00:12:20.880]  其實我相信我們當中
[00:12:20.880 --> 00:12:21.980]  很多人在工作上面
[00:12:21.980 --> 00:12:23.880]  其實已經是這樣一個角色
[00:12:23.880 --> 00:12:26.080]  但是Why not
[00:12:26.080 --> 00:12:27.780]  在我們生命每個層面
[00:12:27.780 --> 00:12:30.180]  我們都能夠成為被神使用
[00:12:30.180 --> 00:12:34.080]  帶出一代又一代領袖的人
[00:12:34.080 --> 00:12:35.080]  接下來
[00:12:35.080 --> 00:12:39.280]  第二個就是講到生命的傳承
[00:12:39.280 --> 00:12:40.680]  呼召這兩個字
[00:12:40.680 --> 00:12:41.980]  在過去教會歷史中
[00:12:41.980 --> 00:12:44.380]  有很大一個錯誤的認知
[00:12:44.380 --> 00:12:47.280]  兩週前留頭牧師已經很清楚的
[00:12:47.280 --> 00:12:51.580]  講到有關呼召的一個正確的概念
[00:12:51.580 --> 00:12:57.580]  在早期的教會呼召有貴賤之分
[00:12:57.580 --> 00:13:05.180]  特別是分成Vita Contemplativa和Vita Activa
[00:13:05.180 --> 00:13:09.280]  Vita Contemplativa就是一個思想神國的事項
[00:13:09.280 --> 00:13:12.180]  contemplate 思想 默想
[00:13:12.180 --> 00:13:15.180]  在默念神國的事情
[00:13:15.180 --> 00:13:19.080]  他們認為專注於神國的事情
[00:13:19.080 --> 00:13:22.180]  聖經的教導 祈禱 傳道
[00:13:22.180 --> 00:13:24.280]  是比較尊貴的
[00:13:24.280 --> 00:13:27.980]  而Vita Activa事務性的呼召
[00:13:27.980 --> 00:13:29.680]  是比較次等的
[00:13:29.680 --> 00:13:32.080]  當時修道院就是因為
[00:13:32.080 --> 00:13:33.780]  這樣的一個神學觀念
[00:13:33.780 --> 00:13:36.480]  而產生出來的產物
[00:13:36.480 --> 00:13:38.280]  後來改革宗的馬丁路德
[00:13:38.280 --> 00:13:40.780]  把這樣的觀念給修改了
[00:13:40.780 --> 00:13:43.880]  他說信徒皆祭司
[00:13:43.880 --> 00:13:47.380]  每一個人都可以讀經 禱告
[00:13:47.380 --> 00:13:49.280]  每一個人都可以傳福音
[00:13:49.280 --> 00:13:52.180]  而每一個人也可以在生活當中
[00:13:52.180 --> 00:13:54.180]  為上帝而活
[00:13:54.180 --> 00:13:59.180]  關鍵就是以信心來衡量
[00:13:59.180 --> 00:14:02.180]  再也沒有所謂貴賤之分
[00:14:02.180 --> 00:14:05.180]  所以他在婚姻的產業文獻當中
[00:14:05.180 --> 00:14:10.180]  他說 只要你是用信心為神而活
[00:14:10.180 --> 00:14:13.080]  當人在為嬰兒換尿片的時候
[00:14:13.080 --> 00:14:16.480]  上帝和天使都在微笑
[00:14:16.480 --> 00:14:18.480]  哇 講得真好
[00:14:18.480 --> 00:14:24.080]  並且他說 倒水 洗碗 擦鞋和講道
[00:14:24.080 --> 00:14:26.580]  都是同一件事情
[00:14:26.580 --> 00:14:27.780]  所以感謝主
[00:14:27.780 --> 00:14:30.480]  再沒有所謂的貴賤之分
[00:14:30.480 --> 00:14:35.580]  而思想神國的事情和為神而活
[00:14:35.580 --> 00:14:38.180]  都是重要的呼召
[00:14:38.180 --> 00:14:39.380]  但是在馬丁路德
[00:14:39.380 --> 00:14:41.780]  把這樣的一個信徒皆祭司
[00:14:41.780 --> 00:14:43.280]  這樣子詮釋出來的時候
[00:14:43.280 --> 00:14:45.180]  還有一個可惜的
[00:14:45.180 --> 00:14:48.180]  沒有完全轉變過來的
[00:14:48.180 --> 00:14:50.680]  就是一直到現在我們也常在講的
[00:14:50.680 --> 00:14:54.780]  全職的呼召和平信徒的呼召
[00:14:54.780 --> 00:14:57.780]  好像全職是比較屬靈
[00:14:57.780 --> 00:15:00.580]  而平信徒帶職的呼召
[00:15:00.580 --> 00:15:02.580]  就是我是平信徒一直平平平
[00:15:02.580 --> 00:15:06.080]  直到有一天到地平線以下
[00:15:06.080 --> 00:15:08.180]  但事實上其實呼召
[00:15:08.180 --> 00:15:11.080]  真的有分全職或帶職嗎
[00:15:11.080 --> 00:15:12.480]  難道不也都是一樣
[00:15:12.480 --> 00:15:15.380]  我們都是在為神而活
[00:15:15.380 --> 00:15:17.980]  只要你是憑著信心為神而活
[00:15:17.980 --> 00:15:20.180]  靠神而活
[00:15:20.180 --> 00:15:21.780]  我們做的每一件事情
[00:15:21.780 --> 00:15:24.680]  上帝和天使都在微笑
[00:15:24.680 --> 00:15:27.180]  都在替我們喝采
[00:15:27.180 --> 00:15:28.980]  因此今天我們在講到
[00:15:28.980 --> 00:15:31.680]  生命的傳承的時候
[00:15:31.680 --> 00:15:35.880]  我相信在一個對神的愛慕的生命
[00:15:35.880 --> 00:15:38.080]  以及為神而活的生命
[00:15:38.080 --> 00:15:39.280]  我們也期待
[00:15:39.280 --> 00:15:41.280]  兩者都重要 都並重
[00:15:41.280 --> 00:15:43.080]  可以傳承下來
[00:15:43.080 --> 00:15:44.980]  馬太福音4章19節
[00:15:44.980 --> 00:15:46.980]  這邊說 耶穌對他們說
[00:15:46.980 --> 00:15:49.380]  來 跟從我
[00:15:49.380 --> 00:15:51.980]  我要叫你們得人如得魚
[00:15:51.980 --> 00:15:54.080]  所以首先 生命的傳承
[00:15:54.080 --> 00:15:56.680]  有一個愛慕神的生命
[00:15:56.680 --> 00:15:58.880]  耶穌說 來跟從我
[00:15:58.880 --> 00:16:00.880]  來愛慕我
[00:16:00.880 --> 00:16:03.280]  來花時間 親近我
[00:16:03.280 --> 00:16:05.080]  來思想我
[00:16:05.080 --> 00:16:07.380]  約翰福音15章5節也講到
[00:16:07.380 --> 00:16:09.680]  耶穌說 我是葡萄樹
[00:16:09.680 --> 00:16:10.980]  你們是枝子
[00:16:10.980 --> 00:16:12.480]  藏在我裡面的
[00:16:12.480 --> 00:16:14.980]  我也藏在你們裡面
[00:16:14.980 --> 00:16:16.480]  這邊提得很清楚
[00:16:16.480 --> 00:16:18.380]  我們需要來親近神
[00:16:18.380 --> 00:16:20.180]  要來愛慕神
[00:16:20.180 --> 00:16:23.380]  就好像說 Vita contemplitiva
[00:16:23.380 --> 00:16:24.880]  要來 contemplate
[00:16:24.880 --> 00:16:28.380]  要來花時間親近神
[00:16:28.380 --> 00:16:29.380]  所以呢
[00:16:29.380 --> 00:16:32.480]  我們其實在愛慕神的生命上面
[00:16:32.480 --> 00:16:34.280]  我們應該要來操練
[00:16:34.280 --> 00:16:35.580]  而在我們
[00:16:35.580 --> 00:16:36.680]  事實上在我們
[00:16:36.680 --> 00:16:38.480]  這個屬靈大家庭當中
[00:16:38.480 --> 00:16:40.880]  有許多屬靈的長輩們
[00:16:40.880 --> 00:16:43.580]  其實 你們愛慕神的生命
[00:16:43.580 --> 00:16:47.380]  真是我們應當學習的
[00:16:47.380 --> 00:16:49.080]  我記得在早期
[00:16:49.080 --> 00:16:51.880]  韓國大復興的時候
[00:16:51.880 --> 00:16:55.380]  我聽到一個很寶貴的現象
[00:16:55.380 --> 00:16:56.380]  當時的人
[00:16:56.380 --> 00:16:59.680]  不只是禮拜天早上會排隊去教會
[00:16:59.680 --> 00:17:01.380]  週五的時候
[00:17:01.380 --> 00:17:05.380]  會有會排隊在銀行等著提錢
[00:17:05.380 --> 00:17:06.080]  為什麼
[00:17:06.080 --> 00:17:08.280]  因為大家非常重視
[00:17:08.280 --> 00:17:12.580]  要把奉獻的金錢來預備
[00:17:12.580 --> 00:17:13.880]  他們不只是去提錢
[00:17:13.880 --> 00:17:17.180]  還特別要求請給我新鈔
[00:17:17.180 --> 00:17:18.580]  然後還要回到家
[00:17:18.580 --> 00:17:21.080]  拿韻斗給他燙平
[00:17:21.080 --> 00:17:22.980]  哇 要燙得跟新鈔一樣
[00:17:22.980 --> 00:17:25.080]  而且還沒有任何的褶皺
[00:17:25.080 --> 00:17:27.580]  所以他們在禮拜天的時候
[00:17:27.580 --> 00:17:30.380]  把最好的獻給神
[00:17:30.380 --> 00:17:31.280]  哇
[00:17:31.280 --> 00:17:33.880]  其實褶皺的鈔票跟
[00:17:33.880 --> 00:17:36.980]  全新的鈔票價值一不一樣
[00:17:36.980 --> 00:17:37.980]  一樣
[00:17:37.980 --> 00:17:39.580]  但是在神的眼中
[00:17:39.580 --> 00:17:41.280]  是很不一樣的
[00:17:41.280 --> 00:17:43.480]  倒不是說這個壁紙的本身
[00:17:43.480 --> 00:17:45.480]  可是愛慕神的心
[00:17:45.480 --> 00:17:48.580]  真是令人感到感動
[00:17:48.580 --> 00:17:52.380]  那我們教會有幾位教會的大哥
[00:17:52.380 --> 00:17:54.980]  其實我常被觸動
[00:17:54.980 --> 00:17:56.180]  非常感動
[00:17:56.180 --> 00:17:57.780]  我有時候看到我們當中
[00:17:57.780 --> 00:17:59.480]  有幾位大哥
[00:17:59.480 --> 00:18:01.880]  在週三禱告會的時候
[00:18:01.880 --> 00:18:05.180]  就拉著行李箱來參加禱告會
[00:18:05.180 --> 00:18:06.280]  然後週日早上
[00:18:06.280 --> 00:18:08.480]  也看到他拉著行李箱來聚會
