
[00:00:00.000 --> 00:00:07.040]  耶穌升天前說:「你們要等聖靈的臨在」
[00:01:31.360 --> 00:01:33.920]  「等聖靈的臨在」
[00:01:33.920 --> 00:01:37.200]  這班門徒離開這個地方
[00:01:37.200 --> 00:01:38.520]  回到耶路撒冷
[00:01:38.520 --> 00:01:40.680]  開始祈禱
[00:01:40.680 --> 00:01:43.760]  開始等候聖靈的臨在
[00:01:43.760 --> 00:01:45.160]  耶穌繼續說
[00:01:45.160 --> 00:01:47.080]  祂說要等聖靈的臨在
[00:01:47.080 --> 00:01:48.280]  原因是甚麼呢?
[00:01:48.280 --> 00:01:51.800]  原因是你們得著一個能力
[00:01:51.800 --> 00:01:53.840]  這個能力在原文聖經裡
[00:01:53.840 --> 00:01:55.280]  就是一個Dunamis
[00:01:55.280 --> 00:01:57.440]  這個能力是一種爆炸力
[00:01:57.440 --> 00:02:01.440]  一種能夠產生很大的影響
[00:02:01.440 --> 00:02:02.640]  一種爆炸力
[00:02:02.640 --> 00:02:05.440]  能夠在社會裡有所謂的影響
[00:02:05.440 --> 00:02:07.560]  能夠影響這個社會
[00:02:07.560 --> 00:02:10.080]  他說教會是應該有這種爆炸力
[00:02:10.080 --> 00:02:12.440]  他說當你能夠有這種爆炸力的時候
[00:02:12.440 --> 00:02:14.040]  他就開始傳福音
[00:02:14.040 --> 00:02:15.840]  福音就從耶路撒冷開始
[00:02:15.840 --> 00:02:17.880]  一直到地極
[00:02:17.880 --> 00:02:20.680]  他們等 等 等
[00:02:20.680 --> 00:02:22.160]  等了十天
[00:02:22.160 --> 00:02:24.280]  然後聖靈降臨
[00:02:24.280 --> 00:02:25.280]  去到第二章
[00:02:25.280 --> 00:02:27.280]  我們很清楚看到
[00:02:27.280 --> 00:02:29.160]  聖靈降臨
[00:02:29.160 --> 00:02:29.840]  弟兄姊妹
[00:02:29.840 --> 00:02:31.760]  如果真的我跟大家說
[00:02:31.760 --> 00:02:32.840]  弟兄姊妹
[00:02:32.840 --> 00:02:34.280]  我們一起回來教會
[00:02:34.280 --> 00:02:35.640]  祈禱十天
[00:02:35.640 --> 00:02:36.600]  祈禱十天
[00:02:36.600 --> 00:02:38.200]  哇 恆節祈禱十天
[00:02:38.200 --> 00:02:39.120]  聖靈降臨
[00:02:39.120 --> 00:02:40.240]  充滿我們
[00:02:40.240 --> 00:02:41.920]  教會再一次爆炸
[00:02:41.920 --> 00:02:43.960]  再一次很多人信耶穌
[00:02:43.960 --> 00:02:46.320]  你夠不夠膽跟我一起請假十天
[00:02:46.320 --> 00:02:48.720]  跟我一起祈禱呢?
[00:02:48.720 --> 00:02:51.000]  你的樣子一般般
[00:02:51.000 --> 00:02:52.040]  真的假的
[00:02:52.040 --> 00:02:53.240]  聖靈就來了
[00:02:53.240 --> 00:02:55.560]  聖靈就來了 用不著再來
[00:02:55.560 --> 00:02:56.720]  弟兄姊妹
[00:02:56.720 --> 00:02:58.280]  真的
[00:02:58.280 --> 00:03:00.000]  我們今天回頭看
[00:03:00.000 --> 00:03:01.480]  他們等了十天
[00:03:01.480 --> 00:03:03.960]  他們的教會得以被建立
[00:03:03.960 --> 00:03:05.160]  十天
[00:03:05.160 --> 00:03:06.520]  對我們來說
[00:03:06.520 --> 00:03:07.960]  其實不是很難
[00:03:07.960 --> 00:03:09.040]  十天而已
[00:03:09.040 --> 00:03:10.360]  我們放假也要放十二天
[00:03:10.360 --> 00:03:11.480]  很多時候
[00:03:11.480 --> 00:03:12.840]  十天而已
[00:03:12.840 --> 00:03:13.960]  但另一方面
[00:03:13.960 --> 00:03:16.320]  當時耶穌並沒有跟他們說
[00:03:16.320 --> 00:03:17.520]  要等多少天
[00:03:17.520 --> 00:03:20.240]  他們就是等 等 等
[00:03:20.240 --> 00:03:21.280]  以香港文化
[00:03:21.280 --> 00:03:23.800]  一個這麼不喜歡等的文化
[00:03:23.800 --> 00:03:24.760]  的時候
[00:03:24.760 --> 00:03:25.480]  十天
[00:03:25.480 --> 00:03:28.960]  簡直是那種時間
[00:03:28.960 --> 00:03:31.120]  好像一秒一秒地過
[00:03:31.120 --> 00:03:32.960]  特別當師母剛剛做完手術
[00:03:32.960 --> 00:03:33.640]  到了第二天
[00:03:33.640 --> 00:03:35.160]  她能夠跟我聊天
[00:03:35.160 --> 00:03:37.280]  那十五個小時去了哪裡呢?
[00:03:37.280 --> 00:03:38.720]  我發覺那十五個小時
[00:03:38.720 --> 00:03:41.440]  是我人生當中最難過的十五個小時
[00:03:41.440 --> 00:03:42.800]  弟兄姊妹
[00:03:42.800 --> 00:03:44.440]  等其實很難
[00:03:44.440 --> 00:03:45.400]  但是十天
[00:03:45.400 --> 00:03:46.720]  上帝讓我們看到
[00:03:46.720 --> 00:03:48.480]  聖靈的臨在
[00:03:48.480 --> 00:03:50.000]  《史獨行傳》第二章很有趣
[00:03:50.000 --> 00:03:50.880]  第二章
[00:03:50.880 --> 00:03:52.000]  有不同的教會
[00:03:52.000 --> 00:03:53.840]  不同的背景的教會
[00:03:53.840 --> 00:03:55.400]  看著《史獨行傳》第二章
[00:03:55.400 --> 00:03:56.480]  有不同的看法
[00:03:56.480 --> 00:03:57.360]  我的意思是不同的看法
[00:03:57.360 --> 00:03:58.920]  不是他們解經不同的看法
[00:03:58.920 --> 00:04:00.560]  而是他們將第二章
[00:04:00.560 --> 00:04:02.440]  會側重在哪一部份
[00:04:02.440 --> 00:04:03.360]  對於聖靈工作
[00:04:03.360 --> 00:04:04.400]  教會是開放的
[00:04:04.400 --> 00:04:06.920]  我們有時會稱之為所謂「靈因派」
[00:04:06.920 --> 00:04:08.560]  我不喜歡用這三個字的原因
[00:04:08.560 --> 00:04:09.400]  因為我覺得
[00:04:09.400 --> 00:04:11.040]  我們今天說的「靈因派」三個字
[00:04:11.040 --> 00:04:12.400]  是很負面的
[00:04:12.400 --> 00:04:13.800]  這個教會是靈因派的
[00:04:13.800 --> 00:04:15.720]  是很負面的
[00:04:15.720 --> 00:04:16.840]  其實「靈因派」這三個字
[00:04:16.840 --> 00:04:18.320]  是一個很好的字
[00:04:18.320 --> 00:04:19.760]  是一個因點
[00:04:19.760 --> 00:04:21.080]  是上帝的因點
[00:04:21.080 --> 00:04:23.040]  但我們說得很詛咒性
[00:04:23.040 --> 00:04:24.080]  「靈因派」
[00:04:24.080 --> 00:04:26.520]  即是「因點」「靈因派」
[00:04:26.520 --> 00:04:27.840]  其實我們人很矛盾
[00:04:27.840 --> 00:04:29.880]  所以今天我不想說「靈因派」三個字
[00:04:29.880 --> 00:04:31.120]  反而我就說
[00:04:31.120 --> 00:04:33.000]  有些教會對聖靈工作教會
[00:04:33.000 --> 00:04:34.720]  強調的一些教會
[00:04:34.720 --> 00:04:36.320]  他們看著《史獨行傳》
[00:04:36.320 --> 00:04:38.200]  他們很喜歡前面那幾節
[00:04:38.200 --> 00:04:39.240]  就是
[00:04:39.240 --> 00:04:40.840]  當聖靈降臨的時候
[00:04:40.840 --> 00:04:43.280]  就有火在不同人的頭上
[00:04:43.280 --> 00:04:44.600]  嘩 多厲害
[00:04:44.600 --> 00:04:46.640]  幾年前我有機會去新加坡
[00:04:46.640 --> 00:04:47.680]  參加一個聚會
[00:04:47.680 --> 00:04:49.480]  這個聚會就是一個火的聚會
[00:04:49.480 --> 00:04:51.080]  這個題目叫做「火的聚會」
[00:04:51.080 --> 00:04:52.640]  於是我覺得自己不夠火
[00:04:52.640 --> 00:04:54.480]  於是就去了一個「火的聚會」
[00:04:54.480 --> 00:04:55.880]  希望有些火回來
[00:04:55.880 --> 00:04:57.720]  這個講道的人叫做「火的使徒」
[00:04:57.720 --> 00:04:58.760]  嘩 多厲害
[00:04:58.760 --> 00:05:00.320]  「火的聚會」「火的使徒」
[00:05:00.320 --> 00:05:01.040]  去到那邊
[00:05:01.040 --> 00:05:02.000]  嘩 他就講道
[00:05:02.000 --> 00:05:03.840]  他自己真的挺有火
[00:05:03.840 --> 00:05:04.440]  跟著他講道
[00:05:04.440 --> 00:05:04.760]  他就說
[00:05:04.760 --> 00:05:05.760]  喂 各位弟兄姊妹
[00:05:05.760 --> 00:05:06.360]  你們知不知道
[00:05:06.360 --> 00:05:07.880]  你們頭上每個人都有一盆火
[00:05:07.880 --> 00:05:08.480]  嘩 我看著
[00:05:08.480 --> 00:05:10.960]  咦 為甚麼我看不到
[00:05:10.960 --> 00:05:12.480]  我不敢說他錯
[00:05:12.480 --> 00:05:14.400]  我也不會說他說謊
[00:05:14.400 --> 00:05:16.000]  不過看回《史獨行傳》第二章
[00:05:16.000 --> 00:05:16.920]  的而且確
[00:05:16.920 --> 00:05:19.200]  一個作者
[00:05:19.200 --> 00:05:20.240]  這個路加醫生
[00:05:20.240 --> 00:05:21.120]  這個作者
[00:05:21.120 --> 00:05:23.640]  他真是很清楚描述
[00:05:23.640 --> 00:05:24.520]  適應個案的時候
[00:05:24.520 --> 00:05:25.480]  好像火一樣
[00:05:25.480 --> 00:05:28.040]  在不同人頭上
[00:05:28.040 --> 00:05:30.080]  有些教會很執著在前面
[00:05:30.080 --> 00:05:31.280]  但是福音派教會
[00:05:31.280 --> 00:05:32.800]  就會執著在最後那幾節
[00:05:32.800 --> 00:05:33.400]  就是說
[00:05:33.400 --> 00:05:35.880]  嘩 原來教會是一個群體
[00:05:35.880 --> 00:05:37.160]  是一個繁複的公用
[00:05:37.160 --> 00:05:39.120]  是一個真正的共產黨
[00:05:39.120 --> 00:05:40.520]  教會應該是真正的共產黨
[00:05:40.520 --> 00:05:42.040]  賣光所有田產
[00:05:42.040 --> 00:05:42.680]  回來教會
[00:05:42.680 --> 00:05:43.400]  全給教會
[00:05:43.400 --> 00:05:44.480]  然後等教會的牧師
[00:05:44.480 --> 00:05:45.640]  分東西給你吃
[00:05:45.640 --> 00:05:46.440]  嘩 多開心
[00:05:46.440 --> 00:05:47.480]  我就開心
[00:05:47.480 --> 00:05:48.200]  你想吃甚麼
[00:05:48.200 --> 00:05:49.440]  你想吃甚麼
[00:05:49.440 --> 00:05:50.000]  叉燒飯
[00:05:50.000 --> 00:05:51.560]  今天吃叉燒飯
[00:05:51.560 --> 00:05:53.200]  聽著
[00:05:53.200 --> 00:05:53.960]  我們說
[00:05:53.960 --> 00:05:55.320]  有些教會執著在前面
[00:05:55.320 --> 00:05:56.920]  有些教會執著在後面
[00:05:56.920 --> 00:05:59.080]  但是當我看《史獨行傳》第二章的時候
[00:05:59.080 --> 00:06:00.600]  我就不得不想起
[00:06:00.600 --> 00:06:02.040]  有一個所謂
[00:06:02.040 --> 00:06:03.960]  靈因派的前輩
[00:06:03.960 --> 00:06:05.400]  這個靈因派前輩
[00:06:05.400 --> 00:06:06.360]  在香港
[00:06:06.360 --> 00:06:09.080]  一個西方的一位姊妹
[00:06:09.080 --> 00:06:11.240]  她叫Jackie Pullinger
[00:06:11.240 --> 00:06:12.280]  這個Jackie Pullinger
[00:06:12.280 --> 00:06:13.520]  她十九歲
[00:06:13.520 --> 00:06:14.600]  十九歲
[00:06:14.600 --> 00:06:15.960]  離開自己家鄉
[00:06:15.960 --> 00:06:17.520]  就走去九龍城寨
[00:06:17.520 --> 00:06:19.000]  你知不知道甚麼是九龍城寨
[00:06:19.000 --> 00:06:20.400]  你們年輕一點不知道
[00:06:20.400 --> 00:06:22.440]  現在九龍城寨變成公園
[00:06:22.440 --> 00:06:25.000]  以前九龍城寨是三北館的地方
[00:06:25.000 --> 00:06:27.400]  五十年代到十年代的九龍城寨
[00:06:27.400 --> 00:06:28.600]  是不敢進去的
[00:06:28.600 --> 00:06:29.840]  警察也不敢進去
[00:06:29.840 --> 00:06:31.200]  但是這個十九歲的姊妹
[00:06:31.200 --> 00:06:33.440]  五十年代就走去九龍城寨
[00:06:33.440 --> 00:06:34.520]  一個人走去城寨
[00:06:34.520 --> 00:06:35.360]  嘩
[00:06:35.360 --> 00:06:36.400]  就去傳福音
[00:06:36.400 --> 00:06:37.800]  所以她寫了一本書
[00:06:37.800 --> 00:06:39.080]  叫做《追龍》
[00:06:39.080 --> 00:06:40.280]  《Chasing the Dragon》
[00:06:40.280 --> 00:06:41.880]  是一本書說她自己的生命
[00:06:41.880 --> 00:06:43.760]  在九龍城寨的那種生命
[00:06:43.760 --> 00:06:46.480]  三十多年前我跟著一個
[00:06:46.480 --> 00:06:47.880]  曾經是黑社會大哥
[00:06:47.880 --> 00:06:49.640]  他說他沒做黑社會的
[00:06:49.640 --> 00:06:51.640]  他從良是一個黑社會大哥
[00:06:51.640 --> 00:06:52.600]  他說何牧師
[00:06:52.600 --> 00:06:53.640]  你去過九龍城寨沒有
[00:06:53.640 --> 00:06:54.320]  我說沒去過
[00:06:54.320 --> 00:06:56.160]  我打算去逛一逛
[00:06:56.160 --> 00:06:58.400]  但我又去走一圈九龍城寨
[00:06:58.400 --> 00:07:00.040]  嘩 我進去都害怕
[00:07:00.040 --> 00:07:01.200]  我真是害怕
[00:07:01.200 --> 00:07:02.280]  大家有沒有看過一齣戲
[00:07:02.280 --> 00:07:03.840]  大家應該沒看過 很舊的
[00:07:03.840 --> 00:07:05.560]  叫《散江奇兵》
[00:07:05.560 --> 00:07:07.000]  《散江奇兵》裏面的樣子
[00:07:07.000 --> 00:07:07.880]  就真是九龍城寨
[00:07:07.880 --> 00:07:08.600]  就是這個樣子
[00:07:08.600 --> 00:07:10.200]  電線亂掛
[00:07:10.200 --> 00:07:11.320]  娃姐亂來
[00:07:11.320 --> 00:07:12.560]  那邊滴水 那邊滴水
[00:07:12.560 --> 00:07:13.880]  真是很骯髒
[00:07:13.880 --> 00:07:17.600]  一個十九歲的女士就進去傳福音
[00:07:17.600 --> 00:07:20.360]  以致她經歷了很多的神蹟奇事
[00:07:20.360 --> 00:07:21.920]  看到很多上帝給她們
[00:07:21.920 --> 00:07:23.440]  有醫治 有釋放 有趕鬼
[00:07:23.440 --> 00:07:24.480]  什麼都有
[00:07:24.480 --> 00:07:26.040]  吸毒的人可以戒毒
[00:07:26.040 --> 00:07:27.160]  透過祈禱
[00:07:27.160 --> 00:07:29.160]  以致政府給她一塊地
[00:07:29.160 --> 00:07:30.480]  現在在沙田一塊地
[00:07:30.480 --> 00:07:32.320]  她建了一個中心
[00:07:32.320 --> 00:07:33.320]  戒毒中心
[00:07:33.320 --> 00:07:34.440]  弟兄姊妹
[00:07:34.440 --> 00:07:35.680]  這個崔基夫人還有一次
[00:07:35.680 --> 00:07:37.440]  我去她的一個聚會
[00:07:37.440 --> 00:07:38.760]  這個聚會就是她完了聚會之後
[00:07:38.760 --> 00:07:40.560]  她就開始呼召一些人出來
[00:07:40.560 --> 00:07:41.520]  來服侍她
[00:07:41.520 --> 00:07:43.000]  我們很流行服侍
[00:07:43.000 --> 00:07:43.920]  當她服侍的時候
[00:07:43.920 --> 00:07:44.840]  嘩 好多人躺下
[00:07:44.840 --> 00:07:46.360]  這個就是我們一般教會
[00:07:46.360 --> 00:07:47.760]  很怕這些聚會
[00:07:47.760 --> 00:07:48.720]  為什麼這麼多人躺下
[00:07:48.720 --> 00:07:49.720]  躺下幹什麼
[00:07:49.720 --> 00:07:51.600]  有點害怕
[00:07:51.600 --> 00:07:52.360]  於是就覺得
[00:07:52.360 --> 00:07:53.600]  嘩 這些聚會怎麼這麼混亂
[00:07:53.600 --> 00:07:54.880]  那邊又笑 那邊又哭
[00:07:54.880 --> 00:07:55.520]  那邊又躺下
[00:07:55.520 --> 00:07:56.720]  不知道發生什麼事
[00:07:56.720 --> 00:07:59.800]  我們很怕這些感覺
[00:07:59.800 --> 00:08:01.000]  我去過一些聚會
[00:08:01.000 --> 00:08:02.760]  嘩 那邊又叫 那邊又哭笑
[00:08:02.760 --> 00:08:04.320]  究竟是叫還是笑
[00:08:04.320 --> 00:08:05.280]  那邊又哭
[00:08:05.280 --> 00:08:06.760]  嘩 好害怕
[00:08:06.760 --> 00:08:08.560]  但當崔基夫人
[00:08:08.560 --> 00:08:10.600]  看著這班人躺下的時候
[00:08:10.600 --> 00:08:12.480]  我們覺得 嘩 都挺好的
[00:08:12.480 --> 00:08:14.400]  對於成年工作開放教會的人
[00:08:14.400 --> 00:08:14.920]  嘩 挺好的
[00:08:14.920 --> 00:08:16.720]  上帝的力量真是很厲害
[00:08:16.720 --> 00:08:18.280]  臨在
[00:08:18.280 --> 00:08:20.080]  但反而這個崔基夫人
[00:08:20.080 --> 00:08:21.160]  說了一句話
[00:08:21.160 --> 00:08:23.480]  我今天都不會忘記
[00:08:23.480 --> 00:08:24.800]  她說
[00:08:24.800 --> 00:08:27.200]  躺下不是最重要
[00:08:27.200 --> 00:08:28.720]  最重要就是重新起來
[00:08:28.720 --> 00:08:31.960]  你生命有沒有改變
[00:08:31.960 --> 00:08:33.720]  她說躺下不是很重要
[00:08:33.720 --> 00:08:34.680]  為什麼她這麼說
[00:08:34.680 --> 00:08:36.720]  因為她看著這班躺下的人
[00:08:36.720 --> 00:08:37.800]  每次她服侍
[00:08:37.800 --> 00:08:39.880]  都是這班人躺下
[00:08:39.880 --> 00:08:41.360]  她覺得躺下很重要
[00:08:41.360 --> 00:08:42.640]  很多人覺得 嘩 我們躺下
[00:08:42.640 --> 00:08:43.280]  才重新起來
[00:08:43.280 --> 00:08:44.800]  才能夠生命有改變
[00:08:44.800 --> 00:08:46.360]  所以經常都躺下
[00:08:46.360 --> 00:08:47.680]  她說不是最重要
[00:08:47.680 --> 00:08:49.240]  躺下不是最重要
[00:08:49.240 --> 00:08:50.800]  最重要就是重新起來
[00:08:50.800 --> 00:08:52.800]  你生命有沒有改變
[00:08:52.800 --> 00:08:55.440]  同福的代禱者不會推你
[00:08:55.440 --> 00:08:56.360]  我們不會推你躺下的
[00:08:56.360 --> 00:08:57.280]  你放心
[00:08:57.280 --> 00:08:58.880]  我們不會因為躺下越多
[00:08:58.880 --> 00:08:59.920]  我們教會越淑寧
[00:08:59.920 --> 00:09:01.920]  我不會這樣
[00:09:01.920 --> 00:09:03.920]  我們從來都不會碰著你祈禱
[00:09:03.920 --> 00:09:05.520]  我們希望我們能夠
[00:09:05.520 --> 00:09:07.040]  讓你經歷成年的工作
[00:09:07.040 --> 00:09:09.360]  我們不會用人為的手法
[00:09:09.360 --> 00:09:10.400]  將你推低
[00:09:10.400 --> 00:09:12.680]  終於上帝臨在
[00:09:12.680 --> 00:09:13.960]  弟兄姊妹
[00:09:13.960 --> 00:09:15.200]  這些聚會有時害怕
[00:09:15.200 --> 00:09:17.560]  因為有些情況我們沒見過
[00:09:17.560 --> 00:09:18.480]  但另一方面
[00:09:18.480 --> 00:09:20.080]  Jacky Poo在最後說
[00:09:20.080 --> 00:09:23.000]  因為躺下不是最重要
[00:09:23.000 --> 00:09:23.840]  十多年前
[00:09:23.840 --> 00:09:25.160]  上帝給我一個聚會當中
[00:09:25.160 --> 00:09:26.480]  我講過那個聚會
[00:09:26.480 --> 00:09:28.800]  上帝給我感受到一陣風
[00:09:28.800 --> 00:09:31.000]  我兩次上帝給我感受到
[00:09:31.000 --> 00:09:32.200]  一陣很強的風
[00:09:32.200 --> 00:09:34.520]  將我由頭到腳吹一吹
[00:09:34.520 --> 00:09:36.240]  為什麼要強調兩次
[00:09:36.240 --> 00:09:37.440]  因為第一次
[00:09:37.440 --> 00:09:38.960]  我都覺得可能是假的
[00:09:38.960 --> 00:09:40.480]  可能我自己心虛作用
[00:09:40.480 --> 00:09:41.880]  因為講完
[00:09:41.880 --> 00:09:43.800]  在咪高峰那邊吹一口氣
[00:09:43.800 --> 00:09:45.320]  怎會吹到我那裡
[00:09:45.320 --> 00:09:46.640]  五千多人
[00:09:46.640 --> 00:09:47.400]  我今天吹一吹
[00:09:47.400 --> 00:09:48.760]  看有沒有風
[00:09:48.760 --> 00:09:50.440]  怎麼搞的
[00:09:50.440 --> 00:09:52.400]  然後我一陣風
[00:09:52.400 --> 00:09:52.880]  怎麼搞的
[00:09:52.880 --> 00:09:54.360]  誰吹我
[00:09:54.360 --> 00:09:55.640]  五千多人的聚會
[00:09:55.640 --> 00:09:56.280]  牧師在那裡
[00:09:56.280 --> 00:09:57.040]  我看不到他的樣子
[00:09:57.040 --> 00:09:58.040]  樣子也看不到他
[00:09:58.040 --> 00:09:58.880]  呼一聲
[00:09:58.880 --> 00:10:00.880]  我整個人有風
[00:10:00.880 --> 00:10:03.080]  但第二次
[00:10:03.080 --> 00:10:05.240]  當這個牧師再吹之前
[00:10:05.240 --> 00:10:06.640]  我再看著牧師
[00:10:06.640 --> 00:10:07.600]  看著周圍
[00:10:07.600 --> 00:10:08.560]  肯定沒有風
[00:10:08.560 --> 00:10:09.720]  肯定沒有風
[00:10:09.720 --> 00:10:10.640]  肯定沒有人吹我
[00:10:10.640 --> 00:10:11.960]  肯定後面的人不會吹我
[00:10:11.960 --> 00:10:13.240]  他又呼一聲
[00:10:13.240 --> 00:10:14.480]  我就真的有一陣風
[00:10:14.480 --> 00:10:16.680]  由頭到腳包著我
[00:10:16.680 --> 00:10:18.120]  我不可以推諉
[00:10:18.120 --> 00:10:19.040]  不過
[00:10:19.040 --> 00:10:21.160]  我覺得重要不是那陣風
[00:10:21.160 --> 00:10:22.320]  重要就是九八年
[00:10:22.320 --> 00:10:24.440]  當這陣風吹了我生命去邊的時候
[00:10:24.440 --> 00:10:26.520]  我覺得上帝就是提醒我
[00:10:26.520 --> 00:10:28.360]  他說今天你不夠敏銳
[00:10:28.360 --> 00:10:29.120]  何牧師
[00:10:29.120 --> 00:10:30.080]  你不夠敏銳
[00:10:30.080 --> 00:10:31.600]  你不夠敏銳聖靈的工作
[00:10:31.600 --> 00:10:33.120]  你整天只講著講著聖靈
[00:10:33.120 --> 00:10:35.360]  但從來沒有經歷過聖靈的大難
[00:10:35.360 --> 00:10:39.760]  於是上帝讓我經歷到聖靈這陣風
[00:10:39.760 --> 00:10:40.800]  因為聖經說
[00:10:40.800 --> 00:10:42.360]  聖靈如風
[00:10:42.360 --> 00:10:43.680]  聖靈如水
[00:10:43.680 --> 00:10:44.960]  聖靈如油
[00:10:44.960 --> 00:10:46.520]  聖靈放一張鴿子
[00:10:46.520 --> 00:10:47.680]  聖靈如火
[00:10:47.680 --> 00:10:48.760]  所以不同的人
[00:10:48.760 --> 00:10:50.720]  可能在經歷聖靈的充滿的時候
[00:10:50.720 --> 00:10:53.280]  可能有不同的一種經歷
[00:10:53.280 --> 00:10:54.680]  一種感覺
[00:10:54.680 --> 00:10:56.520]  上帝讓我學習到
[00:10:56.520 --> 00:10:59.120]  原來聖靈的工作這麼真
[00:10:59.120 --> 00:11:01.080]  勞駕醫生寫《士徒人傳》
[00:11:01.080 --> 00:11:02.920]  也寫了《勞駕福音》
[00:11:02.920 --> 00:11:05.880]  一個醫生這麼理性的人
[00:11:05.880 --> 00:11:07.600]  但是他寫《士徒人傳》
[00:11:07.600 --> 00:11:08.680]  和寫《勞駕福音》
[00:11:08.680 --> 00:11:11.560]  我們發覺這個醫生很不簡單
[00:11:11.560 --> 00:11:13.080]  一個這麼理性的醫生
[00:11:13.080 --> 00:11:14.680]  但是他寫這兩本書的時候
[00:11:14.680 --> 00:11:16.560]  我們發覺整本聖經那一邊
[00:11:16.560 --> 00:11:17.680]  這兩本書那一邊
[00:11:17.680 --> 00:11:20.280]  是特別對聖靈的敏銳
[00:11:20.280 --> 00:11:22.360]  你發覺《勞駕福音》那一邊第一章
[00:11:22.360 --> 00:11:24.760]  他說伊麗莎白被聖靈充滿了
[00:11:24.760 --> 00:11:27.920]  他說她丈夫撒加利亞又被聖靈充滿了
[00:11:27.920 --> 00:11:29.520]  去到第十一章的時候
[00:11:29.520 --> 00:11:30.480]  勞駕醫生就說
[00:11:30.480 --> 00:11:33.440]  地上的爸爸都會將最好的東西給你
[00:11:33.440 --> 00:11:35.320]  更何況天上的爸爸
[00:11:35.320 --> 00:11:37.800]  豈不將聖靈給過你們
[00:11:37.800 --> 00:11:39.880]  你發覺一個勞駕醫生
[00:11:39.880 --> 00:11:41.280]  一個醫生我過去一個星期
[00:11:41.280 --> 00:11:42.720]  天天見到醫生
[00:11:42.720 --> 00:11:44.160]  一個這麼理性的人
[00:11:44.160 --> 00:11:46.880]  他居然寫《勞駕福音》的時候
[00:11:46.880 --> 00:11:50.480]  他說上帝天父給我們最好的禮物
[00:11:50.480 --> 00:11:51.640]  就是聖靈
[00:11:51.640 --> 00:11:52.800]  去到《士徒人傳》
[00:11:52.800 --> 00:11:55.800]  更加成為一個聖靈行傳
[00:11:55.800 --> 00:11:58.520]  所以當我看回《士徒人傳》第二章的時候
[00:11:58.520 --> 00:12:00.680]  我不想只側重那一邊
[00:12:00.680 --> 00:12:03.200]  我想將那個火
[00:12:03.200 --> 00:12:04.600]  那個火的經歷
[00:12:04.600 --> 00:12:07.480]  帶到最後那一段聖經裡面
