
[00:00:00.000 --> 00:00:09.300]  今天,我要跟各位分享的信息,是沒看見就信得有福了。
[00:03:03.600 --> 00:03:09.900]  這是耶穌要讓我們知道的,因爲祂是上帝的兒子,祂自己就是神。
[00:03:09.900 --> 00:03:17.400]  在祂沒有極惡,沒有痛苦,沒有恨,沒有黑暗,
[00:03:17.400 --> 00:03:28.900]  因爲祂是這愛,祂是喜樂,祂是滿足,祂是飽足的泉源,祂是祝福的管道。
[00:03:28.900 --> 00:03:34.600]  上次我們講的是水變酒的神蹟,不是嗎?
[00:03:34.600 --> 00:03:41.900]  然後耶穌講了一個講論,他是說信耶穌得永生的講論。
[00:03:41.900 --> 00:03:47.900]  那麼水變酒,如果我們說五餅二魚餵飽五千個人,這是量的變化。
[00:03:47.900 --> 00:03:54.300]  五個餅,兩個魚,怎麼可能餵飽五千個人呢?這是一個量的變化。
[00:03:54.300 --> 00:03:58.300]  但是當我們水變酒的時候,這是一個質的變化。
[00:03:58.300 --> 00:04:07.000]  水是H2O,兩個氫一個氧,但是酒是CH3OH,這是乙醇。
[00:04:07.000 --> 00:04:14.700]  那麼這兩個是不搭嘎的東西,但是耶穌把水變成了酒,哈雷勒亞讚美森。
[00:04:14.700 --> 00:04:23.000]  因爲耶穌要跟我們知道,你信耶穌得永生,我們必死的生命,但是我們會有變化。
[00:04:23.000 --> 00:04:30.500]  我甚至以前,我自己都不好意思,我的做人,我的處事,或者是我一生所過,
[00:04:30.500 --> 00:04:38.000]  甚至於我對我的妻子,我對我的家人,我對我的孩子,我對我的朋友,我都不好意思。
[00:04:38.000 --> 00:04:47.500]  我常常到了今天,我都還會在靈裏面在禱告求神,猜測聖靈去跟他們說對不起。
[00:04:47.500 --> 00:04:52.000]  因爲有的時候事情過去了,現在這些人也不知道到哪裏去了。
[00:04:52.000 --> 00:05:05.000]  但是耶穌跟我們講說,這個神要讓這個來變化,讓我就變化,更新變化,是活出來像一個不一樣的人一樣。
[00:05:05.000 --> 00:05:16.000]  我以前也是很苦悶,我以前也是很愛世界,我以前是什麼事都沒得做的時候,偶爾陪家人上教堂的。
[00:05:16.000 --> 00:05:22.000]  但是曾幾何時,當耶穌要你改變的時候,你就變了,是不是?
[00:05:22.000 --> 00:05:30.500]  我記得三四十年前,我還讀大學的時候,人家跟我傳福音,我說,你要我信耶穌,太陽從西邊出來。
[00:05:30.500 --> 00:05:34.500]  所以你要是說,哎呀,你要我信耶穌,太陽從西邊出來。
[00:05:34.500 --> 00:05:38.500]  我跟你講,我現在每天看的太陽都是從西邊出來的。
[00:05:38.500 --> 00:05:46.500]  我家裏面的人說,阿基雅基,你信可以,不要信你了。曾幾何時,我信得執迷不悟了。
[00:05:46.500 --> 00:05:59.500]  您知道嗎?就看到神,不但是能夠五個餅,二個魚,餵飽五千個人,水變成酒,甚至於教人的生命因此而有變化。
[00:05:59.500 --> 00:06:14.500]  感謝讚美聖,其實到了今天我們天天都可以看到水變酒,你相信嗎?水澆葡萄樹,葡萄樹長葡萄釀很久,不是水就變酒了嗎?感謝讚美聖。
[00:06:14.500 --> 00:06:31.500]  今天我要跟各位講的是耶穌祂行的第二個神蹟,祂這個神蹟是講說耶穌醫好大臣的兒子,還有耶穌祂關於生命、活、水的講論。
[00:06:31.500 --> 00:06:53.500]  我們先起煉的,祂先起耶穌,祂帶着門徒來到釋迦這個地方,來到加利利地這一塊地方,然後祂就讓門徒去買午飯,那祂自己就在雅各井旁來等候,那個時候實際上那個地方是撒瑪利亞。
[00:06:53.500 --> 00:07:12.500]  祂聖經講了一句話說,猶太人跟撒瑪利亞人不來往的,但是又有一句話說,耶穌要下去必須要經過撒瑪利亞,但是神的兒子他真的是有先見之明,不像我常常有後見之明。
[00:07:12.500 --> 00:07:34.500]  但是神的兒子他就知道,他就中午就在雅各井旁在等那一個要來領受活水江河那位婦人,哈雷路亞,門徒都去了買菜買東西去了,耶穌在那井旁,結果中午的時候有一個撒瑪利亞婦人就來打水了。
[00:07:34.500 --> 00:07:57.500]  您知道嗎,中午沒有人打水的,因爲天那麼熱嘛,中午喫了飯,喜歡睡個午覺,躲在樹蔭下面打個盹,天太熱了,但是這個婦人她因爲羞於見人,心裏有鬼,所以她中午趁人不在的時候要來打水,殊不知神的兒子在那裏等她。
[00:07:57.500 --> 00:08:18.500]  結果耶穌說,你拿水給我喝,這個婦人就很詫異,她說看你這個裝扮,看你這個講話是猶太人,怎麼像我一個撒瑪利亞婦人要水喝呢?但是她不知道這個人是改變她生命的上帝的兒子。
[00:08:18.500 --> 00:08:33.500]  耶穌說,你每天都來打水不是嗎?是。你喝了水還渴不是嗎?是。打水你知道每一次打,差不多五個加侖就拿不動,我個人認爲啦。
[00:08:33.500 --> 00:09:02.500]  你汽油機這麼大的桶子那五個加侖,提長路提不了,平常人大概三個加侖兩個加侖了不起啦。所以你想想這個婦人她一天要出來幾次,說不定半夜也跑來打水,所以她也煩了,所以她就真的也希望說能夠有水喝了就不渴,因爲耶穌跟她說,凡喝這水還要再渴。
[00:09:02.500 --> 00:09:22.500]  耶穌講這水是指的是說我們世界上的水H2O,是不是?H2O可以變成CH3OH,H2O當然可以叫你喝了永遠不再渴,因爲耶穌說,人若喝我所賜的水,這兩個水不一樣,您知道嗎?
[00:09:22.500 --> 00:09:45.500]  一個是H2O,一個水,是耶穌說的,那從他腹中要流出火水的江河來,在另外一個地方,約翰福音第七章,在節期的末日,耶穌站起來高聲說,人若渴了可以到我這裏喝,信我的就如君上所說,從他腹中要流出火水江河來。
[00:09:45.500 --> 00:10:08.500]  當然啦,那你講的火水江河是指的是領受聖靈,但是當我們如同那婦人一樣來歡然取水的時候,即使是我們再渴,但是神的水要進入我們生命裏面,進入我們的心中,我們湧出火水的江河來。
[00:10:08.500 --> 00:10:31.500]  這女人她這喝水是她生命所需,我們不喝水大概七天就死了,所以我們必須生命所需是要喝水,但是她的生命卻是乾渴的,卻是低落的,她的生命卻活出來不是金彩的,不是彩色的,是黑白的。
[00:10:31.500 --> 00:10:41.500]  因爲她的生命裏面有許許多多的問題,她來到神的面前,聽到這個好消息,凡喝這水的就永遠不再渴。
[00:10:41.500 --> 00:10:52.500]  啊,我們弟兄姐妹朋友們也都聽到了,我們只要喝了從神來的水,耶穌的話語就是那水,聖靈臨到我們就是那水,我們就永遠不再渴。
[00:10:52.500 --> 00:11:16.500]  您知道嗎,渴不只是身體的渴,我們心裏的渴纔是真正的渴,讓我們的真正的一天就是心裏面的焦慮,就是急躁,就是苦悶,就是苦毒,另外我們心裏面沒有那聖靈火水江河,好像潤滑劑一樣,在我們的骨髓,在我們的肌肉之間來做調和的工作。
[00:11:16.500 --> 00:11:27.500]  天下再大的事,天下再大的病痛,天下再大的苦難,我心裏面有耶穌,我能夠接受那火水江河。
[00:11:27.500 --> 00:11:52.500]  這婦人這一關過不去,那撒瑪利亞婦人,她就這一關過不去,她心裏面想要接受這火水,但是她想說,你們猶太人,我們撒瑪利亞人,我真配嗎?是不是?耶穌說我這是好消息,她也知道,但是您知道嗎,耶穌就跟她說,去叫你的丈夫來,這是猶太人的習慣。
[00:11:52.500 --> 00:12:21.500]  猶太人要做什麼大事情,一家之主是男人,是丈夫,要爲這個做主,所以她說你去叫你的丈夫來,雖然她不承認她有丈夫,耶穌說你有五個丈夫了,不是說要讓他難看,不是說要截他的短處,或者是戳他的痛處,或者是截他的蒼巴,耶穌只是要讓他知道乾涸你苦悶的來源。
[00:12:21.500 --> 00:12:42.500]  現在冬天我們有蓋棉被,早上起來,你要把棉被整理的時候一抖,我發現第一次做得最好,你這一抖出去,不要再抖它了,就那一次就可以開始疊了,再抖三抖,越抖越插那個被子,尤其是那個被子重的時候。
[00:12:42.500 --> 00:12:57.500]  我們的婚姻也是一樣,這婦人呢,這是她第五個丈夫,有的時候我們想說,哎呀,我換那個丈夫會更好,沒有這回事,神爲我們所預備,一定是最好的。
[00:12:57.500 --> 00:13:14.500]  我們的年輕姐妹,年輕弟兄就要常常記住,爲你自己的婚約來禱告,爲你將來的配偶來禱告,求神賜給你一個愛主的弟兄,愛主的姐妹,將來與你同走天路。
[00:13:14.500 --> 00:13:30.500]  這個婦人呢,她生命有了障礙,她心裏面甘渴,她靈裏面飢餓又渴,耶穌說你叫你的先生來,我跟他講。
[00:13:30.500 --> 00:13:47.500]  因爲我們所有心裏面病,或者是說不靈,或者是不純淨,所有的根源都是我們心裏面有一個渴,我們心裏面有一個渴,是因爲這是我們沒有能夠得到保住。
[00:13:47.500 --> 00:14:02.500]  若干年前,美國是民主黨當政的時候,他們認爲說,哎,爲什麼國家這麼亂,或者是老百姓這麼貧窮,是因爲人貧窮,沒有教育,沒有知識。
[00:14:02.500 --> 00:14:17.500]  所以就開始了很多的救濟活動,而且開始了許多的鼓勵大家讀書,但是仍然不行。後來換了共和黨當政的時候,他們說,哎呀,那是因爲你沒有用重刑罰。
[00:14:17.500 --> 00:14:40.500]  所以開始重刑罰,抓、關,還有就是殺。結果監獄人數增加了十倍,仍然沒有辦法解決罪犯,沒有解決人心裏面的問題,因爲我們沒有針對我們心裏面的苦悶,沒有針對我們的乾渴。
[00:14:40.500 --> 00:14:59.500]  撒瑪利亞夫人,她歡然取水,她得了從耶穌而來的活水的時候,聖經上面說,她罈子都丟了,就跑進城去了。她見的人就說,哎呀,我今天真的見到神了,阿雷洛亞,而且她爲耶穌做見證。
[00:14:59.500 --> 00:15:24.500]  您知道嗎,一個最好的廣告,是一個滿意的顧客。我相信這個撒瑪利亞夫人,今天她是一個滿意的顧客,她爲耶穌做見證,她進了城裏面去,到處跟人家說,哈雷洛亞,人家看她以前是不敢見人,羞於其恥,人家看她是一個好像活在陰暗中的人。
[00:15:24.500 --> 00:15:51.500]  但是今天,她忽然間向大家說,哎呀,我得救了,哎呀,我見到了神的兒子,哎呀,我又救了,我永遠不再渴了的時候。好多人都信了耶穌,不是嗎?他們說,現在我們信,不是因爲你的話,是我們親自聽見了,知道這真是救世主。許許多多人因此信了耶穌。
[00:15:51.500 --> 00:16:04.500]  所以我常常喜歡說,當我們離開這個教會的時候,歡歡喜喜,高高興興地離去吧,神與你同在,把神帶回家。
[00:16:04.500 --> 00:16:24.500]  不要在靜的教會里面,滿心的苦悶,煩惱,苦毒,還有怨恨,然後暫時很高興,或者是神幫助你,醫治你,然後回了家,又把神留在教會里面,自己又把自己的重擔揹回去了。
[00:16:24.500 --> 00:16:45.500]  我們回去,我們出去,叫歡喜快樂,叫人家看出你是神的兒子。各位老實講,我一向是很喜樂,很樂天的人,我難道沒有病痛嗎?我也有病痛,不見得比你少,我沒有煩惱嗎?
[00:16:45.500 --> 00:17:02.500]  我跟你講,可能比你的還多,你要來跟我換,你換換看,不見得比我的輕。你知道,我們人生下來,當我們還小的時候,我們是比什麼?比你的來歷。
[00:17:02.500 --> 00:17:16.500]  你爸爸是做什麼大官,你爸爸有什麼來頭,你家多有錢有勢,你比這個。當你年輕的時候,你讀了書的時候,你比什麼?你比你的學歷。
[00:17:16.500 --> 00:17:26.500]  我是哈佛大學畢業的,我是耶魯大學畢業,我是北京大學畢業,我是臺灣大學畢業,像我是一個小學校畢業的,比學歷。
[00:17:26.500 --> 00:17:41.500]  當我們到了中年的時候,我們比什麼?比我們的經歷,我做過什麼project,我做過什麼公司,爲公司省了多少錢,我做了多少大事情,我們比這個,我們永遠在比啊。
[00:17:41.500 --> 00:18:04.500]  到了我們老的時候,我們只有比什麼了?病歷了,我有腎臟病,我有高血壓,我有什麼,就是比病歷了,您知道嗎?但是我們的生命難道就這個樣子嗎?難道不能夠把這些放下來嗎?難道我們好像被這些所捆綁嗎?
[00:18:04.500 --> 00:18:24.500]  保羅說,死亡的獨孤你在哪裏啊?他不怕死,死對你來說沒有什麼了不起的,我有的是想說,神要叫我去,我就去,我就歡歡喜喜快快樂樂,如果你先去,就去我找個地方,說不定我們將來可以做鄰居。
[00:18:24.500 --> 00:18:49.500]  是的,我們的生命都有許多的苦難,有許多的乾渴,有許多的不滿足,有許多的苦悶,但是如果我們能夠讓耶穌進入我們心裏面,讓活水進入我們心裏面,在我們裏面自由的運行,天大的問題交給他吧,哈雷勒,像那歡然起水的撒瑪麗亞夫人,
[00:18:49.500 --> 00:19:06.500]  本來是苦悶,但是當她走的時候,她是歡喜快樂,把她那個提水的桶子都丟了,都不要了,因爲她相信,從此我永遠不再渴,哈雷勒亞,是的。
[00:19:06.500 --> 00:19:26.500]  但是耶穌跟着就行了這個神蹟,他行那個神蹟是有一個大臣,他的兒子病重,您知道一個大臣一定是有錢有勢有權的人,他一定找遍了名醫,醫不好嘛,是不是?
[00:19:26.500 --> 00:19:43.500]  所以他聽說耶穌來了,就去找耶穌,他見了耶穌呢,他心裏面焦急,我們每一個人都是,不是嗎?我們如果生病,病重了,我們會焦急,我們而且會爲我們的孩子着急。
[00:19:43.500 --> 00:19:58.500]  所以這個大臣來見耶穌,他說:請你來,我快快去醫治我的孩子。您知道嗎?他心裏面想這個神一定有能力,這個神一定是能夠讓我的孩子好起來的。
[00:19:58.500 --> 00:20:15.500]  但是耶穌講了幾句話很有意思,他說:你不看見,你真的不信。但是他說我信,所以耶穌跟他說:你的兒子病已經好了,已經活了。哇,他信這句話,他就回去了。
[00:20:15.500 --> 00:20:33.500]  您知道聖經上面說他要走二十里的路,二十里要走多久啊?我們如果軍隊行軍的話,大概快步行軍的話,一個小時可以走四里,二十里大概走五個小時,慢一點的話走十個小時。
[00:20:33.500 --> 00:20:49.500]  但是當他回去的時候,他的僕人碰到了,說:啊,你的孩子已經退了,活起來了。他再問時間,未時,就正好是耶穌你的兒子已經活了那個時候。
[00:20:49.500 --> 00:21:08.500]  神的話有能力的,當他一開口的時候,那個力量就出來了。我們常常說上帝創造天地與宇宙萬物,祂是說有就有,祂就是命令就立,而那個話就道成肉身,就來到我們中間,那就是耶穌基督。
[00:21:08.500 --> 00:21:31.500]  所以他就知道了,結果他就信了,他就信了耶穌,而且不管全家都信了。這是跟我們在講,我們在聖經裏面有許許多多的古聖先賢,有許許多多的偉大人物,他們是聽了就信。
[00:21:31.500 --> 00:21:48.500]  亞伯拉罕當然是一個代表了,他聽了神講要他出烏爾,下迦南,他就走了,他就去了,到哪裏都不知道,神要他獻以撒,他就上了亞茂利亞山,就獻了以撒。
[00:21:48.500 --> 00:22:04.500]  保羅在希伯來書講了一句話,最狹隘,最傳神,他說他知道那神是能叫死人復活的神,他彷彿也從死中得回他的兒子來。
[00:22:04.500 --> 00:22:22.500]  我跟你講,亞伯拉罕絕對不知道神是在實驗他,亞伯拉罕他彷彿他能從死中得回他的兒子來,他相信,神禰應允我,我的子孫要多如天上的星海邊的撒。
[00:22:22.500 --> 00:22:42.500]  神禰跟我說,我於下甲所生的以斯瑪利不是禰所應許我的,所以唯一這個以撒,現在禰要我把他撒了,好吧,禰是神,我就做了,彷彿他從死中要得回他的兒子來,這麼大的信心。
[00:22:42.500 --> 00:22:54.500]  哈雷洛亞,許許多多的都是如此,我們的生命中真正要看這是信心的功課,我們怎麼去許它。
[00:22:54.500 --> 00:23:10.500]  哈雷洛亞,是的,耶穌在這裏,祂指出我們信心有三個程度,第一個程度,眼見爲憑,看見了纔信。
[00:23:10.500 --> 00:23:27.500]  真正要看見,神禰要把我的病醫好了,神禰要給我種了樂透圈,神禰要給我把我太太變好了,神禰要把我的兒子改好了,我就信禰,這眼見才爲信。
[00:23:27.500 --> 00:23:51.500]  但這個大成是怎麼樣,聽見了就信,這個神的話是有能力,我們不能常常亂聽信人家說的話,人說的話不見得是對的,人說的話往往是從他的角度來說的,公說公有理,婆說婆有理,但是神的話是有能力的,所以神說你的兒子就活了,他就信了,他就回去了。
[00:23:51.500 --> 00:24:04.500]  而且當他的僕人跟他說已經好了,他特別要見證一下,到底是什麼時候,就是昨日末時,就是昨天神跟他講的時候,所以他就相信了。
[00:24:04.500 --> 00:24:24.500]  我們如果能夠跨過眼見爲信這個程度,我們如果聽見就信,聽見別人跟你講的福音,聽見牧師講的,聽見這個聖經的話語,神的話語,你就信,在你的生命中你已經長出了另外一步。
[00:24:24.500 --> 00:24:43.500]  但是我們還有第三個程度,就是心要動,你看我們的生命中有什麼事情我們能夠自主的,能夠掌權的,你可不可以叫你的心臟不要停止跳動,或者停它個三秒鐘,再動它個三秒鐘,不關我們的事。
[00:24:43.500 --> 00:25:00.500]  我們可不可以叫我們的白頭髮少長一根,沒我的事,今天早上我太太還跟我說你頭髮要染了,真的,我一直希望它能夠黑起來,像我們Sagama那麼黑了,越來越黑了,但是好像沒有辦法控制得住,是不是?
[00:25:00.500 --> 00:25:17.500]  我們的腰會一天一天彎下去,有誰能夠讓我們的氧氣還有氧分從我們的血液經過我們的脊髓然後讓我們的腰能夠直起來?No way,神要你彎你就彎,神要你直你就直。
[00:25:17.500 --> 00:25:45.500]  所以這一切在他的手上的,只要耶穌說行就行,所以我們要因着神所講的要有動作,所以這個大臣他全家都信了,而且他到處跟人講,那個撒瑪利亞夫人她也信了,她就到處跟人家講耶穌的美好,耶穌在他身上所做的事情,這是我們的三部曲。
[00:25:45.500 --> 00:26:14.500]  我不知道您今天在哪裏,您是一定要見到了我纔信呢?甚至一見到了我都不信呢?而且你再三的要給我做我纔信呢?還是你只要聽見了福音你就願意相信呢?而且你爲神來做,你有所反應呢?能夠信了就開始動呢?是不是?就好像你游泳一樣,我常常聽人家講說,游泳你要先軟身,不是嗎?
[00:26:14.500 --> 00:26:34.500]  但是我也看到人啊,他軟身軟了十年了,他一直沒有下水,一直沒有受洗,他講他信了,他真的軟身軟了一輩子,一直不下水,那他永遠不會游泳,他永遠不知道那游泳的樂趣,是不是?
[00:26:34.500 --> 00:26:52.500]  感謝讚美神,我們都知道哈雷洛亞,我們都已經信心跨越了,信心像是一個功課,你只要跨越,你只要學會了,你就常常是從中間獲得,從中間得到滿足。
[00:26:52.500 --> 00:27:21.500]  有一個人跟他的朋友走在紐約曼哈頓的街上,車水馬龍雜聲很多,忽然間他說,哎,我聽到鳥叫的聲音,他朋友說你別搞錯啊,這裏車水馬龍這麼多喇叭聲,他說真的,我帶你來,一路走走走,轉過一個弄堂,到了一個大廈的門口,有一棵樹,樹上真的有鳥在那邊叫,哇,他的朋友大爲幸福啊,說這怎麼可能呢?
[00:27:21.500 --> 00:27:49.500]  他說我做一個動作給你,他就從口袋裏面拿出幾個硬幣來,往天上一丟,一掉到地上叮叮噹噹,哇,好多人都馬上轉頭過來了,就看你的心在哪裏,你如果心只聽錢的聲音啊,我丟個銅板在地上,你馬上就聽見了,信雖然是一個人,一個言,所以信是人說的話,這個人不是平常人,
[00:27:49.500 --> 00:28:18.500]  這個人是神的兒子耶穌基督,我們在這裏只是傳揚他的話,也希望你能夠信,但是如果我們把信跟心加在一起的話,那不得了,所以你要信,你一定要有信心,你的心要在那裏,要能夠聽到鬧區裏面的鳥叫,而不是聽到落地的一個銅板,
[00:28:19.500 --> 00:28:45.500]  聽到錢的聲音,你的信心要建造在耶穌的身上,而不是建造在你的健康保險,你的財務計劃,或者你銀行的存款,或者你什麼你什麼,那都要過去了,哈雷洛亞,但是當我們的信心建築在神的身上,我們就算有天大的煩惱,就算有再多的乾渴,都沒有關係,
[00:28:45.500 --> 00:29:12.500]  因爲神他爲我們預備,我們像是中午出來打水的沙瑪利亞夫人,我們不好,不夠,不配,不能,不行,但是耶穌在等我們,耶穌說你渴嗎?我渴,耶穌說你信我的,就永遠不再渴,就永遠不再餓,我信,
[00:29:12.500 --> 00:29:41.500]  我們在座大部分也都是相信,有這個信心,哈雷洛亞,耶穌他要再次來,讓像那個大臣跟他說的一樣,說你的兒子已經好了,他就相信,神在我們身上,他有許多的應許,爲此我們先上感恩,哈雷洛亞,讓我們低頭禱告,阿巴布,我們感謝你,我們讚美你,
[00:29:42.500 --> 00:30:11.500]  我們是被捷選的族類,是有君正的祭祀,是聖潔的國度,屬神的子民,哈雷洛亞,所以就來一次來我們生命中,讓我們能夠像大衛王一樣說,我有一件事,就是要一生一世住在耶和華的殿中,直到永遠遠遠,我要尋求,因爲耶和華是我的亮光,是我的拯救,感謝神,讚美神,
[00:30:11.500 --> 00:30:18.500]  因爲他得到那應得,當得,佩得的人,這樣禱告,供給耶穌基督的每一個人,阿彌陀佛。
