
[00:00:00.000 --> 00:00:02.000]  各位親愛的弟兄姐妹
[00:01:31.000 --> 00:01:34.000]  就是一個說謊者
[00:01:34.000 --> 00:01:37.000]  他用什麼方法來攻擊我們呢
[00:01:37.000 --> 00:01:41.000]  就叫我們裡頭很多的混淆
[00:01:41.000 --> 00:01:45.000]  叫我們聽不到真理的聲音
[00:01:45.000 --> 00:01:47.000]  我們聽到的是一些假消息
[00:01:47.000 --> 00:01:49.000]  去對我們的控訴
[00:01:49.000 --> 00:01:53.000]  我們有很多東西被困擾著
[00:01:53.000 --> 00:01:57.000]  因此用救恩做頭盔
[00:01:57.000 --> 00:02:01.000]  頭是代表我們的心思意念
[00:02:01.000 --> 00:02:03.000]  代表我們的腦筋
[00:02:03.000 --> 00:02:05.000]  因此有很多人說
[00:02:05.000 --> 00:02:07.000]  你要保護自己的頭
[00:02:07.000 --> 00:02:10.000]  第一你不要跌倒頭
[00:02:10.000 --> 00:02:13.000]  第二如果頭受傷
[00:02:13.000 --> 00:02:16.000]  那個影響是很大的
[00:02:16.000 --> 00:02:20.000]  因此什麼可以來保護我們的頭呢
[00:02:20.000 --> 00:02:22.000]  就有個頭盔
[00:02:22.000 --> 00:02:25.000]  用什麼做頭盔呢
[00:02:25.000 --> 00:02:29.000]  聖經說是神的救恩做頭盔
[00:02:29.000 --> 00:02:35.000]  救恩就由耶穌基督的保血而來
[00:02:35.000 --> 00:02:38.000]  因為祂被掛在十字架上
[00:02:38.000 --> 00:02:40.000]  流出祂的保血
[00:02:40.000 --> 00:02:45.000]  來救贖世人赦免世人的罪
[00:02:45.000 --> 00:02:49.000]  保羅說我只知道耶穌基督
[00:02:49.000 --> 00:02:52.000]  和祂的十字架
[00:02:52.000 --> 00:02:56.000]  今天所以我在這裡向你發出一個邀請
[00:02:56.000 --> 00:02:58.000]  我不知道你有沒有已經得著
[00:02:58.000 --> 00:03:00.000]  耶穌基督的救恩
[00:03:00.000 --> 00:03:03.000]  今天你需要與這位救主
[00:03:03.000 --> 00:03:05.000]  有一個個人的關係
[00:03:05.000 --> 00:03:08.000]  他是你的救主
[00:03:08.000 --> 00:03:12.000]  如果你沒有和耶穌基督發生關係
[00:03:12.000 --> 00:03:16.000]  你不可以說自己是一個基督徒
[00:03:16.000 --> 00:03:19.000]  基督徒就是與主耶穌
[00:03:19.000 --> 00:03:22.000]  有一個活潑個人的關係
[00:03:22.000 --> 00:03:24.000]  我們信靠祂
[00:03:24.000 --> 00:03:26.000]  我們就得著神的拯救
[00:03:26.000 --> 00:03:29.000]  耶穌基督的保血的能力
[00:03:29.000 --> 00:03:30.000]  就在我們身上
[00:03:30.000 --> 00:03:33.000]  我們就好像戴上了這個頭盔
[00:03:33.000 --> 00:03:37.000]  有了一個很好的保護一樣
[00:03:37.000 --> 00:03:40.000]  今天我們的仇敵
[00:03:40.000 --> 00:03:43.000]  是用諸般的方法
[00:03:43.000 --> 00:03:46.000]  要來攻擊我們的思想
[00:03:46.000 --> 00:03:49.000]  要叫我們很多的混亂
[00:03:49.000 --> 00:03:52.000]  我發覺基督徒有幾樣東西很混亂
[00:03:52.000 --> 00:03:57.000]  第一就是他對救恩會懷疑
[00:03:57.000 --> 00:03:59.000]  我得救了沒有?
[00:03:59.000 --> 00:04:04.000]  將來我有沒有機會入天堂?
[00:04:04.000 --> 00:04:07.000]  有很多人好像很擔心
[00:04:07.000 --> 00:04:10.000]  糟糕了 我得救了沒有?
[00:04:10.000 --> 00:04:11.000]  我行不行?
[00:04:11.000 --> 00:04:13.000]  我很懶的
[00:04:13.000 --> 00:04:16.000]  我又不是每個星期回教會
[00:04:16.000 --> 00:04:18.000]  我又沒有好好祈禱讀聖經
[00:04:18.000 --> 00:04:20.000]  我行不行?
[00:04:20.000 --> 00:04:23.000]  因此懷疑就撒旦放棄
[00:04:23.000 --> 00:04:26.000]  我們心裡面一顆種子
[00:04:26.000 --> 00:04:28.000]  叫我們懷疑自己
[00:04:28.000 --> 00:04:30.000]  我得救了沒有?
[00:04:30.000 --> 00:04:33.000]  還有撒旦用什麼來攻擊我們呢?
[00:04:33.000 --> 00:04:37.000]  就叫我們裡面有很多的疑惑
[00:04:37.000 --> 00:04:44.000]  特別我們每一個人都會受我們歷代先祖
[00:04:44.000 --> 00:04:47.000]  遺留下來一些的罪
[00:04:47.000 --> 00:04:51.000]  一些的警訪影響我們
[00:04:51.000 --> 00:04:56.000]  譬如說有些家庭如果早一兩代
[00:04:56.000 --> 00:05:00.000]  曾經出現過有人自殺
[00:05:00.000 --> 00:05:03.000]  自殺這個意念
[00:05:03.000 --> 00:05:06.000]  就很容易在他們當中產生
[00:05:06.000 --> 00:05:10.000]  很多時候當一個人有沮喪
[00:05:10.000 --> 00:05:13.000]  有抑鬱的時候
[00:05:13.000 --> 00:05:16.000]  很多時候心裡面想死
[00:05:16.000 --> 00:05:19.000]  不如我死了
[00:05:19.000 --> 00:05:24.000]  為什麼會有這麼消極的思想
[00:05:24.000 --> 00:05:30.000]  是仇敵 歷代以來對我們的攻擊
[00:05:30.000 --> 00:05:32.000]  聖經裡面說過
[00:05:32.000 --> 00:05:37.000]  那些罪是自父及子
[00:05:37.000 --> 00:05:39.000]  直到三四代
[00:05:39.000 --> 00:05:43.000]  是一代一代一代地遺傳下來
[00:05:43.000 --> 00:05:45.000]  甚至我們自己都不知道
[00:05:45.000 --> 00:05:47.000]  因為如果我問一下你
[00:05:47.000 --> 00:05:50.000]  你爺爺叫什麼名字
[00:05:50.000 --> 00:05:52.000]  很多人可能未必說得出來
[00:05:52.000 --> 00:05:54.000]  如果你爺爺的爺爺
[00:05:54.000 --> 00:05:57.000]  曾曾曾曾祖父叫什麼名字
[00:05:57.000 --> 00:05:59.000]  我想沒有什麼人說得出來
[00:05:59.000 --> 00:06:02.000]  原來我們對我們的上幾代
[00:06:02.000 --> 00:06:04.000]  我們的認識真的很少
[00:06:04.000 --> 00:06:09.000]  但是撒旦就是這樣來攻擊我們
[00:06:09.000 --> 00:06:13.000]  因此我們很需要做一個守望者
[00:06:13.000 --> 00:06:17.000]  我們很需要做一個守望者
[00:06:17.000 --> 00:06:19.000]  站立得穩
[00:06:19.000 --> 00:06:23.000]  是將這一切仇敵對我們的攻擊
[00:06:23.000 --> 00:06:25.000]  全部斬斷了
[00:06:25.000 --> 00:06:27.000]  奉聖令的名
[00:06:27.000 --> 00:06:29.000]  將這一切的罪惡
[00:06:29.000 --> 00:06:30.000]  將這一切的攻擊
[00:06:30.000 --> 00:06:32.000]  將這一切的剋制
[00:06:32.000 --> 00:06:34.000]  在基督裡面
[00:06:34.000 --> 00:06:39.000]  我們宣佈我們能夠得釋放 得自由
[00:06:39.000 --> 00:06:42.000]  所以各位親愛的弟兄姐妹
[00:06:42.000 --> 00:06:47.000]  我們真的很需要穿上救恩的頭盔
[00:06:47.000 --> 00:06:49.000]  保護我們的思想
[00:06:49.000 --> 00:06:58.000]  讓我們行在神的光中 行在神的旨意當中
[00:06:58.000 --> 00:07:01.000]  耶穌基督拯救了我們
[00:07:01.000 --> 00:07:05.000]  就將我們從黑暗的權勢
[00:07:05.000 --> 00:07:08.000]  遷移進入光明的角度
[00:07:08.000 --> 00:07:11.000]  以前我們是屬黑暗的
[00:07:11.000 --> 00:07:12.000]  是暗媒之子
[00:07:12.000 --> 00:07:15.000]  有很多東西不見得光的
[00:07:15.000 --> 00:07:17.000]  但是當我們信了耶穌之後
[00:07:17.000 --> 00:07:20.000]  我們成為光明之子
[00:07:20.000 --> 00:07:22.000]  由基督在我們的心裡
[00:07:22.000 --> 00:07:27.000]  我們所行的是要討主的喜悅
[00:07:27.000 --> 00:07:30.000]  所以我很想和大家分享
[00:07:30.000 --> 00:07:34.000]  怎樣我們才能穿上救恩的頭盔
[00:07:34.000 --> 00:07:39.000]  盡你需要求神的靈出門你
[00:07:39.000 --> 00:07:44.000]  求神的智慧在你的心裡
[00:07:44.000 --> 00:07:48.000]  當你有聖靈與你同在
[00:07:48.000 --> 00:07:51.000]  當你有從神而來的智慧
[00:07:51.000 --> 00:07:54.000]  你就可以在今天這個世界上
[00:07:54.000 --> 00:07:57.000]  我們活得有力量
[00:07:57.000 --> 00:07:59.000]  我們行走有力量
[00:07:59.000 --> 00:08:02.000]  我們不會被很多東西混亂
[00:08:02.000 --> 00:08:05.000]  搞擾我們的思路清晰
[00:08:05.000 --> 00:08:08.000]  我們行在光明中
[00:08:08.000 --> 00:08:10.000]  記不記得
[00:08:10.000 --> 00:08:14.000]  《舊約》裡面有一位很出名的王
[00:08:14.000 --> 00:08:16.000]  就是所羅門王
[00:08:16.000 --> 00:08:23.000]  當大衛立了所羅門王繼他的王位
[00:08:23.000 --> 00:08:27.000]  他給了所羅門一個吩咐
[00:08:27.000 --> 00:08:31.000]  就是他要建造神的聖殿
[00:08:31.000 --> 00:08:35.000]  這是一件很巨大的工作
[00:08:35.000 --> 00:08:38.000]  雖然大衛已經預備了很多的材料
[00:08:38.000 --> 00:08:41.000]  預備了很多的金銀珠寶
[00:08:41.000 --> 00:08:45.000]  也為聖殿做了很多的準備
[00:08:45.000 --> 00:08:49.000]  但是建造聖殿這個重大的責任
[00:08:49.000 --> 00:08:52.000]  就落在所羅門王的身上
[00:08:52.000 --> 00:08:54.000]  但是很感謝神
[00:08:54.000 --> 00:08:58.000]  根據《列王紀上》第三章的記載
[00:08:58.000 --> 00:09:01.000]  所羅門王當他就任做皇帝之後
[00:09:01.000 --> 00:09:04.000]  他就向神求一件事
[00:09:04.000 --> 00:09:09.000]  他說 神啊 我不懂得如何料理這個國家
[00:09:09.000 --> 00:09:11.000]  我不懂得如何去判案
[00:09:11.000 --> 00:09:16.000]  因此求祢賜我智慧
[00:09:16.000 --> 00:09:20.000]  我最需要的就是有智慧
[00:09:20.000 --> 00:09:24.000]  去帶領這個國家
[00:09:24.000 --> 00:09:26.000]  結果神很喜悅
[00:09:26.000 --> 00:09:29.000]  所羅門王這個求
[00:09:29.000 --> 00:09:31.000]  他說 祢沒有求財寶
[00:09:31.000 --> 00:09:33.000]  祢沒有求長壽
[00:09:33.000 --> 00:09:36.000]  祢沒有求戰勝敵人
[00:09:36.000 --> 00:09:38.000]  祢只求智慧
[00:09:38.000 --> 00:09:41.000]  所以其他的東西我都賜給祢
[00:09:41.000 --> 00:09:43.000]  叫祢做王的時候
[00:09:43.000 --> 00:09:47.000]  祢真是充滿智慧
[00:09:47.000 --> 00:09:52.000]  神就與所羅門王同在帶領他
[00:09:52.000 --> 00:09:56.000]  以至於很多其他國家的軍王
[00:09:56.000 --> 00:09:58.000]  都來到以色列這裡
[00:09:58.000 --> 00:10:03.000]  去聽所羅門王的吩咐
[00:10:03.000 --> 00:10:08.000]  於是所羅門王將很多的吩咐寫成真言
[00:10:08.000 --> 00:10:16.000]  然後他又作歌去歌頌他所敬畏的神
[00:10:16.000 --> 00:10:21.000]  因此所羅門可以成為我們一個很好的榜樣
[00:10:21.000 --> 00:10:27.000]  我們今天同樣需要呼求從神而來的智慧
[00:10:27.000 --> 00:10:31.000]  以至我們知道今天這個很混亂
[00:10:31.000 --> 00:10:32.000]  很複雜
[00:10:32.000 --> 00:10:34.000]  很多變化
[00:10:34.000 --> 00:10:36.000]  末世越來越近
[00:10:36.000 --> 00:10:40.000]  主耶穌回來的日子越來越近的時候
[00:10:40.000 --> 00:10:43.000]  我們知道怎樣去行
[00:10:43.000 --> 00:10:47.000]  有幾樣東西我很想提醒各位的
[00:10:47.000 --> 00:10:54.000]  第一 智慧是需要操練的
[00:10:54.000 --> 00:11:00.000]  因為如果我們不操練
[00:11:00.000 --> 00:11:07.000]  我們就會很容易失落智慧
[00:11:07.000 --> 00:11:09.000]  聖經裡面說
[00:11:09.000 --> 00:11:16.000]  不單止所羅門王向神求智慧
[00:11:16.000 --> 00:11:23.000]  智慧就是我們要以拯救作為我們的頭盔
[00:11:23.000 --> 00:11:28.000]  在《爾塞亞書》59章17節說
[00:11:28.000 --> 00:11:31.000]  在《帖撒羅尼加前書》5章8節又說
[00:11:31.000 --> 00:11:38.000]  將得救的盼望當作頭盔戴上
[00:11:38.000 --> 00:11:45.000]  因此我們很需要時時操練這個得救的盼望
[00:11:45.000 --> 00:11:48.000]  有一位戈爾夫球手
[00:11:48.000 --> 00:11:52.000]  他的名字叫做哈菲·潘尼克
[00:11:52.000 --> 00:11:57.000]  他從二十多歲打戈爾夫球
[00:11:57.000 --> 00:12:00.000]  可以說打了六七十年
[00:12:00.000 --> 00:12:03.000]  到他八十多歲的時候
[00:12:03.000 --> 00:12:05.000]  原來他有一個習慣
[00:12:05.000 --> 00:12:08.000]  他有一本紅色的佈祭
[00:12:08.000 --> 00:12:13.000]  將他打戈爾夫球學到的一些方法
[00:12:13.000 --> 00:12:16.000]  得到的一些心得
[00:12:16.000 --> 00:12:18.000]  一些秘訣
[00:12:18.000 --> 00:12:23.000]  寫在這本紅色的小冊子裡
[00:12:23.000 --> 00:12:25.000]  後來有一間出版社
[00:12:25.000 --> 00:12:29.000]  就跟這位戈爾夫球手商量
[00:12:29.000 --> 00:12:32.000]  他說你那本紅色的小冊子
[00:12:32.000 --> 00:12:37.000]  裡面有很多很寶貴的一些看法
[00:12:37.000 --> 00:12:43.000]  一些打戈爾夫球的很特別的技巧
[00:12:43.000 --> 00:12:45.000]  他說我幫你出版
[00:12:45.000 --> 00:12:48.000]  這位戈爾夫球手本來都不想的
[00:12:48.000 --> 00:12:51.000]  他說沒什麼用的沒什麼人看的
[00:12:51.000 --> 00:12:55.000]  但是這間出版社很有眼光
[00:12:55.000 --> 00:12:59.000]  就將他這本紅色的小冊子
[00:12:59.000 --> 00:13:03.000]  成為Golf的一個Red Book
[00:13:03.000 --> 00:13:07.000]  一本紅色的手冊
[00:13:07.000 --> 00:13:10.000]  結果出完一冊
[00:13:10.000 --> 00:13:11.000]  出第二冊
[00:13:11.000 --> 00:13:13.000]  出第三冊
[00:13:13.000 --> 00:13:16.000]  他一路到89上
[00:13:16.000 --> 00:13:23.000]  他這本紅色打戈爾夫球的一本手冊
[00:13:23.000 --> 00:13:26.000]  是很受歡迎
[00:13:26.000 --> 00:13:31.000]  因為這位是一位很有經驗的球手
[00:13:31.000 --> 00:13:33.000]  他時時操練
[00:13:33.000 --> 00:13:37.000]  以致他打戈爾夫球打得很順利
[00:13:37.000 --> 00:13:39.000]  各位親愛的弟兄姊妹
[00:13:39.000 --> 00:13:43.000]  你今天有沒有操練你的思想
[00:13:43.000 --> 00:13:47.000]  讓我們讓神的智慧充滿我們
[00:13:47.000 --> 00:13:52.000]  以致我們行事為人是有智慧去行事
[00:13:52.000 --> 00:13:53.000]  第二
[00:13:53.000 --> 00:13:58.000]  我們很需要有智慧的視野
[00:13:58.000 --> 00:14:02.000]  一個人有時我們的眼光很有效
[00:14:02.000 --> 00:14:06.000]  我想大家都試過搭火車
[00:14:06.000 --> 00:14:09.000]  有時你會去到一個月台
[00:14:09.000 --> 00:14:12.000]  等你搭的那班車
[00:14:12.000 --> 00:14:17.000]  你發現月台有1號、2號、3號、4號
[00:14:17.000 --> 00:14:20.000]  5號、6號、7號、8號的月台
[00:14:20.000 --> 00:14:22.000]  有些大的火車站
[00:14:22.000 --> 00:14:25.000]  有十幾二十多個月台
[00:14:25.000 --> 00:14:28.000]  那些火車來來去去
[00:14:28.000 --> 00:14:31.000]  有時你會很奇怪怎樣控制
[00:14:31.000 --> 00:14:37.000]  但如果你去到火車站的控制室
[00:14:37.000 --> 00:14:40.000]  它有一幅很大的圖
[00:14:40.000 --> 00:14:45.000]  這輛車由哪一個站來這個火車站
[00:14:45.000 --> 00:14:48.000]  它應該進第幾月台
[00:14:48.000 --> 00:14:50.000]  全部有很清晰的指示
[00:14:50.000 --> 00:14:53.000]  它進來之後停幾分鐘
[00:14:53.000 --> 00:14:54.000]  它就要開
[00:14:54.000 --> 00:14:57.000]  因為下一班車又來了
[00:14:57.000 --> 00:15:02.000]  這個坐在控制室那些很有經驗的控制員
[00:15:02.000 --> 00:15:06.000]  他可以說一目了然
[00:15:06.000 --> 00:15:10.000]  有時我們只是站在自己一點的地方
[00:15:10.000 --> 00:15:12.000]  我們看不到全幅的圖畫
[00:15:12.000 --> 00:15:16.000]  但如果你有從神而來的視野
[00:15:16.000 --> 00:15:20.000]  你就看見一個全幅的圖畫
[00:15:20.000 --> 00:15:23.000]  有很多時候我們自己都會問神
[00:15:23.000 --> 00:15:24.000]  神啊
[00:15:24.000 --> 00:15:26.000]  為什麼我會遇到這個經歷
[00:15:26.000 --> 00:15:31.000]  為什麼我的身體最近好像又不舒服
[00:15:31.000 --> 00:15:33.000]  為什麼我的家人
[00:15:33.000 --> 00:15:37.000]  又會有我一些很親的家人離開了世界
[00:15:37.000 --> 00:15:40.000]  到底有什麼意思
[00:15:40.000 --> 00:15:42.000]  有時我們隔了很多年之後
[00:15:42.000 --> 00:15:44.000]  回望這件事
[00:15:44.000 --> 00:15:46.000]  我們就會看見
[00:15:46.000 --> 00:15:51.000]  原來神有祂最美好的安排
[00:15:51.000 --> 00:15:55.000]  神有祂最奇妙的帶領
[00:15:55.000 --> 00:15:57.000]  在我們的人生裡面
[00:15:57.000 --> 00:16:00.000]  實在是很巧妙
[00:16:00.000 --> 00:16:05.000]  神是用祂的手帶領我們走人生路
[00:16:05.000 --> 00:16:08.000]  讓我們有這個廣闊的視野
[00:16:08.000 --> 00:16:10.000]  從神而來的智慧
[00:16:10.000 --> 00:16:13.000]  看見全局
[00:16:13.000 --> 00:16:15.000]  還有第三
[00:16:15.000 --> 00:16:19.000]  智慧我們是需要忍耐的
[00:16:19.000 --> 00:16:23.000]  我們很需要有一個忍耐的心
[00:16:23.000 --> 00:16:26.000]  向神求智慧
[00:16:26.000 --> 00:16:30.000]  神就必定賜給我們
[00:16:30.000 --> 00:16:33.000]  不單止我們要有忍耐
[00:16:33.000 --> 00:16:38.000]  我們更加要有一個謙卑的心靈
[00:16:38.000 --> 00:16:41.000]  去求智慧
[00:16:41.000 --> 00:16:45.000]  在《雅各書》第一章第五節說
[00:16:45.000 --> 00:16:48.000]  我們若缺少智慧
[00:16:48.000 --> 00:16:55.000]  就應當求那厚賜眾人的主
[00:16:55.000 --> 00:16:58.000]  祂會將智慧賜給我們
[00:16:58.000 --> 00:17:01.000]  我們需要謙卑自己
[00:17:01.000 --> 00:17:03.000]  記不記得在八福裡面
[00:17:03.000 --> 00:17:05.000]  第一個福是什麼
[00:17:05.000 --> 00:17:09.000]  就是「虛心的人有福」
[00:17:09.000 --> 00:17:14.000]  我很喜歡現代中文譯本的翻譯
[00:17:14.000 --> 00:17:19.000]  「虛心」翻譯成「承認自己
[00:17:19.000 --> 00:17:23.000]  心靈貧窮的人
[00:17:23.000 --> 00:17:27.000]  心靈困乏的人有福」
[00:17:27.000 --> 00:17:28.000]  你承認自己
[00:17:28.000 --> 00:17:32.000]  原來我裡面很多東西都不夠
[00:17:32.000 --> 00:17:35.000]  你向我們的神呼求
[00:17:35.000 --> 00:17:38.000]  祂就會將智慧賜給我們
[00:17:38.000 --> 00:17:42.000]  我們又要「饑渴無義」
[00:17:42.000 --> 00:17:47.000]  如饑如渴的愛慕神的公義
[00:17:47.000 --> 00:17:49.000]  因此這個救恩的頭盔
[00:17:49.000 --> 00:17:52.000]  是叫我們頭腦很清晰
[00:17:52.000 --> 00:17:54.000]  我們懂得怎樣去分辨
[00:17:54.000 --> 00:17:57.000]  我們向我們的神呼求智慧
[00:17:57.000 --> 00:18:01.000]  祂就會加能力給我們
[00:18:01.000 --> 00:18:03.000]  不單止我們要謙卑
[00:18:03.000 --> 00:18:05.000]  我們要饑渴
[00:18:05.000 --> 00:18:09.000]  我們更加要聆聽
[00:18:09.000 --> 00:18:12.000]  聽從我們的神
[00:18:12.000 --> 00:18:14.000]  記不記得薩姆爾
[00:18:14.000 --> 00:18:16.000]  當他很小的時候
[00:18:16.000 --> 00:18:20.000]  他媽媽就將他帶到聖殿那裡
[00:18:20.000 --> 00:18:24.000]  交給當時的綺麗
[00:18:24.000 --> 00:18:30.000]  讓綺麗教若舒亞怎樣在聖殿服侍
[00:18:30.000 --> 00:18:32.000]  有一晚
[00:18:32.000 --> 00:18:34.000]  若舒亞聽見有人呼叫他
[00:18:34.000 --> 00:18:36.000]  「薩姆爾!薩姆爾!」
[00:18:36.000 --> 00:18:38.000]  他就走去找綺麗
[00:18:38.000 --> 00:18:41.000]  他說「綺麗!綺麗!你叫我嗎?」
[00:18:41.000 --> 00:18:44.000]  綺麗說「沒有啊!你回去睡覺吧!」
[00:18:44.000 --> 00:18:45.000]  第二次
[00:18:45.000 --> 00:18:48.000]  薩姆爾又聽見有人叫他
[00:18:48.000 --> 00:18:50.000]  「薩姆爾!薩姆爾!」
[00:18:50.000 --> 00:18:52.000]  他又走去綺麗那裡問
[00:18:52.000 --> 00:18:55.000]  「老師!是不是你叫我?」
[00:18:55.000 --> 00:18:58.000]  這個老師說「沒有啊!你回去睡覺吧!」
[00:18:58.000 --> 00:19:00.000]  到第三次
[00:19:00.000 --> 00:19:03.000]  又聽見有人呼叫他
[00:19:03.000 --> 00:19:04.000]  他去到綺麗那裡
[00:19:04.000 --> 00:19:11.000]  綺麗那裡才醒悟是神呼叫薩姆爾
[00:19:11.000 --> 00:19:13.000]  於是他就教薩姆爾
[00:19:13.000 --> 00:19:16.000]  下次你再聽見這個聲音的時候
[00:19:16.000 --> 00:19:18.000]  你就說
[00:19:18.000 --> 00:19:25.000]  「我在這裡請說!僕人敬聽!」
[00:19:25.000 --> 00:19:32.000]  結果神就將一些啟示賜給薩姆爾
[00:19:32.000 --> 00:19:36.000]  原來我們有一個聆聽的靈的時候
[00:19:36.000 --> 00:19:41.000]  我們就會聽見神在一個這麼溫暖的時代裡
[00:19:41.000 --> 00:19:43.000]  祂怎樣引導我們
[00:19:43.000 --> 00:19:44.000]  帶領我們
[00:19:44.000 --> 00:19:48.000]  讓我們時時從神那裡聽見祂的指引
[00:19:48.000 --> 00:19:51.000]  以致我們行在光中
[00:19:51.000 --> 00:19:54.000]  然後還有一個我們很需要的
[00:19:54.000 --> 00:19:57.000]  就是信復的靈
[00:19:57.000 --> 00:20:03.000]  去謹守遵行神的例典章
[00:20:03.000 --> 00:20:09.000]  在生命記第四章第六節是這麼說的
[00:20:09.000 --> 00:20:14.000]  所以你們要謹守遵行
[00:20:14.000 --> 00:20:19.000]  這就是你們在萬民眼前
[00:20:19.000 --> 00:20:25.000]  你們可以有智慧聰明
[00:20:25.000 --> 00:20:28.000]  他們聽見這一切的事
[00:20:28.000 --> 00:20:37.000]  就會說這大國的人真的有智慧聰明
[00:20:37.000 --> 00:20:45.000]  原來以色尼人是以遵行神的例典章為榮的
[00:20:45.000 --> 00:20:49.000]  因為他們是信復神
[00:20:49.000 --> 00:20:52.000]  聽從神的引導
[00:20:52.000 --> 00:20:57.000]  所以今天讓我們在一個這麼多變的世代裡
[00:20:57.000 --> 00:21:00.000]  我們抓住神的咎因
[00:21:00.000 --> 00:21:03.000]  作為我們的頭盔保護我們
[00:21:03.000 --> 00:21:06.000]  我們有從神而來的智慧
[00:21:06.000 --> 00:21:11.000]  我們有從神而來的知識去辨別
[00:21:11.000 --> 00:21:16.000]  於是我們就可以行在神的光中
[00:21:16.000 --> 00:21:20.000]  我們能夠一個人有光的時候
[00:21:20.000 --> 00:21:23.000]  光一照黑暗就走了
[00:21:23.000 --> 00:21:26.000]  今天這個世界好像很多黑暗
[00:21:26.000 --> 00:21:28.000]  很多隱晦的地方
[00:21:28.000 --> 00:21:31.000]  很多我們看不清楚的地方
[00:21:31.000 --> 00:21:34.000]  但是我們只要有從神而來的真理
[00:21:34.000 --> 00:21:36.000]  藏在我們心裡
[00:21:36.000 --> 00:21:39.000]  我們有從神而來的視野
[00:21:39.000 --> 00:21:42.000]  我們看得清楚
[00:21:42.000 --> 00:21:46.000]  我們就可以知道怎樣去行
[00:21:46.000 --> 00:21:51.000]  願天父祝福你引導你行前面的路
[00:21:51.000 --> 00:21:57.000]  讓你行在光中去見證神的明
[00:21:57.000 --> 00:22:00.000]  天父致福給各位
