
[00:00:00.000 --> 00:00:02.640]  我承接着范先生在外當中的分享
[00:03:23.200 --> 00:03:25.200]  我和你有什麼關係
[00:03:25.200 --> 00:03:27.200]  你為什麼來滅我們
[00:03:27.200 --> 00:03:29.200]  我知道你是誰
[00:03:29.200 --> 00:03:32.200]  乃是神的聖者
[00:03:32.200 --> 00:03:33.200]  耶穌就責備他
[00:03:33.200 --> 00:03:34.200]  叫他不要出聲
[00:03:34.200 --> 00:03:36.200]  你要從這個人身上出來
[00:03:36.200 --> 00:03:40.200]  接著這個鬼就把那個人摔在地上
[00:03:40.200 --> 00:03:41.200]  在眾人的中間
[00:03:41.200 --> 00:03:43.200]  接著他就出來
[00:03:43.200 --> 00:03:45.200]  但是沒有害到這個人
[00:03:45.200 --> 00:03:46.200]  眾人都驚訝
[00:03:46.200 --> 00:03:47.200]  彼此對問
[00:03:47.200 --> 00:03:49.200]  這是什麼道理
[00:03:49.200 --> 00:03:52.200]  為什麼耶穌可以用權柄能力
[00:03:52.200 --> 00:03:54.200]  來吩咐那隻鬼出來
[00:03:54.200 --> 00:03:57.200]  那隻鬼就真的出來了
[00:03:57.200 --> 00:03:59.200]  提到耶穌講做污鬼
[00:03:59.200 --> 00:04:02.200]  我們很多人的反應就是問
[00:04:02.200 --> 00:04:03.200]  什麼是污鬼
[00:04:03.200 --> 00:04:05.200]  世界上是不是真的有鬼
[00:04:05.200 --> 00:04:07.200]  我們見過鬼沒有
[00:04:07.200 --> 00:04:09.200]  當你聽到范先生來這裡分享的時候
[00:04:09.200 --> 00:04:10.200]  你就知道是
[00:04:10.200 --> 00:04:12.200]  世上真的有鬼
[00:04:12.200 --> 00:04:13.200]  你不知道有沒有見過
[00:04:13.200 --> 00:04:14.200]  范先生見過了
[00:04:14.200 --> 00:04:15.200]  無數這麼多
[00:04:15.200 --> 00:04:17.200]  我呢
[00:04:17.200 --> 00:04:18.200]  我就沒有見過
[00:04:18.200 --> 00:04:19.200]  但是我小時候
[00:04:19.200 --> 00:04:20.200]  經常聽我弟弟講
[00:04:20.200 --> 00:04:22.200]  只是窗口有鬼
[00:04:22.200 --> 00:04:24.200]  一會兒我講你怎樣面對
[00:04:24.200 --> 00:04:26.200]  污鬼是什麼呢
[00:04:26.200 --> 00:04:28.200]  污鬼不是人
[00:04:28.200 --> 00:04:30.200]  其實污鬼甚至不是人死後的靈魂
[00:04:30.200 --> 00:04:31.200]  我們經常說
[00:04:31.200 --> 00:04:33.200]  誰回來找我們
[00:04:33.200 --> 00:04:35.200]  婆婆就離世了
[00:04:35.200 --> 00:04:37.200]  回來頭七的時候就有腳印
[00:04:37.200 --> 00:04:39.200]  你要放東西在那裡
[00:04:39.200 --> 00:04:40.200]  都不是人的靈魂
[00:04:40.200 --> 00:04:44.200]  其實污鬼是撒旦的卜役
[00:04:44.200 --> 00:04:47.200]  撒旦是要利用我們那種恐懼
[00:04:47.200 --> 00:04:48.200]  經常都害怕
[00:04:48.200 --> 00:04:49.200]  其實如果親戚回來找你
[00:04:49.200 --> 00:04:50.200]  你害怕什麼呢
[00:04:50.200 --> 00:04:51.200]  如果你孝順他的時候
[00:04:51.200 --> 00:04:52.200]  你不用害怕
[00:04:52.200 --> 00:04:53.200]  但是我們總是害怕的
[00:04:53.200 --> 00:04:56.200]  就是利用了人這種心理
[00:04:56.200 --> 00:04:58.200]  來騷擾我們
[00:04:58.200 --> 00:04:59.200]  令我們害怕
[00:04:59.200 --> 00:05:00.200]  害怕之後
[00:05:00.200 --> 00:05:01.200]  你就會做一些事情
[00:05:01.200 --> 00:05:03.200]  去討好這個
[00:05:03.200 --> 00:05:04.200]  我們叫做污鬼
[00:05:04.200 --> 00:05:06.200]  或者是靈魂
[00:05:06.200 --> 00:05:07.200]  在聖經裡面
[00:05:07.200 --> 00:05:08.200]  經常提到這種的靈
[00:05:08.200 --> 00:05:10.200]  或者是惡魔
[00:05:10.200 --> 00:05:11.200]  其實是撒旦
[00:05:11.200 --> 00:05:12.200]  他的化身
[00:05:12.200 --> 00:05:15.200]  我們基督教就稱他為邪靈
[00:05:15.200 --> 00:05:16.200]  他不會是正的
[00:05:16.200 --> 00:05:17.200]  正如我說
[00:05:17.200 --> 00:05:18.200]  如果是人的靈魂
[00:05:18.200 --> 00:05:19.200]  我們知道他是正的
[00:05:19.200 --> 00:05:20.200]  不會害你
[00:05:20.200 --> 00:05:21.200]  但原來不是
[00:05:21.200 --> 00:05:25.200]  魔鬼用了靈界的一些方法
[00:05:25.200 --> 00:05:28.200]  來向人做一些騷擾
[00:05:28.200 --> 00:05:29.200]  剛才弟兄說了
[00:05:29.200 --> 00:05:31.200]  哪些人會遇見呢
[00:05:31.200 --> 00:05:33.200]  是不是所有基督徒都不會遇見呢
[00:05:33.200 --> 00:05:34.200]  基督徒都會有機會遇見
[00:05:34.200 --> 00:05:35.200]  但為什麼呢
[00:05:35.200 --> 00:05:37.200]  一會兒有機會再解釋
[00:05:37.200 --> 00:05:40.200]  耶穌為什麼突然會趕鬼呢
[00:05:40.200 --> 00:05:42.200]  為什麼突然有人
[00:05:42.200 --> 00:05:44.200]  需要被耶穌趕鬼呢
[00:05:44.200 --> 00:05:46.200]  首先經文告訴我們
[00:05:46.200 --> 00:05:48.200]  耶穌不是四周圍
[00:05:48.200 --> 00:05:51.200]  好像其他術士
[00:05:51.200 --> 00:05:54.200]  四周圍來找鬼趕
[00:05:54.200 --> 00:05:55.200]  不是
[00:05:55.200 --> 00:05:57.200]  耶穌在教導的期間
[00:05:57.200 --> 00:05:58.200]  耶穌說話的時候
[00:05:58.200 --> 00:06:01.200]  突然有一個人在大叫
[00:06:01.200 --> 00:06:03.200]  第二經文又告訴我們
[00:06:03.200 --> 00:06:06.200]  原來其實不是那個人自己在大叫
[00:06:06.200 --> 00:06:08.200]  是他裡面的污鬼在大叫
[00:06:08.200 --> 00:06:09.200]  就好像范先生剛才說的
[00:06:09.200 --> 00:06:13.200]  在家裡見到叔叔的時候
[00:06:13.200 --> 00:06:16.200]  他自己會身不由己地
[00:06:16.200 --> 00:06:17.200]  做了一些事情
[00:06:17.200 --> 00:06:18.200]  踩到玻璃上
[00:06:18.200 --> 00:06:20.200]  正常是不會的
[00:06:20.200 --> 00:06:22.200]  就是這樣做了一些事情
[00:06:22.200 --> 00:06:23.200]  自己控制不了
[00:06:23.200 --> 00:06:27.200]  那隻污鬼就在這個人的身上
[00:06:27.200 --> 00:06:28.200]  做了一些事情
[00:06:28.200 --> 00:06:29.200]  他大叫
[00:06:29.200 --> 00:06:30.200]  為什麼他會大叫呢
[00:06:30.200 --> 00:06:33.200]  原來是因為他遇見耶穌
[00:06:33.200 --> 00:06:35.200]  因為耶穌在會堂說道
[00:06:35.200 --> 00:06:38.200]  這隻污鬼就怕了耶穌
[00:06:38.200 --> 00:06:40.200]  所以他害怕
[00:06:40.200 --> 00:06:43.200]  他見到這個耶穌是獨一的真神
[00:06:43.200 --> 00:06:44.200]  他害怕
[00:06:44.200 --> 00:06:45.200]  他說那失禮的耶穌
[00:06:45.200 --> 00:06:47.200]  我和你有什麼關係
[00:06:47.200 --> 00:06:49.200]  你為什麼來滅我們
[00:06:49.200 --> 00:06:50.200]  我知道你是誰
[00:06:50.200 --> 00:06:52.200]  你是神的聖者
[00:06:52.200 --> 00:06:55.200]  鬼魔都知道耶穌是誰
[00:06:55.200 --> 00:06:57.200]  知道他是神的聖者
[00:06:57.200 --> 00:06:58.200]  所以他害怕
[00:06:58.200 --> 00:06:59.200]  他就大叫
[00:06:59.200 --> 00:07:02.200]  當耶穌見到這隻污鬼大叫的時候
[00:07:02.200 --> 00:07:03.200]  耶穌做什麼呢
[00:07:03.200 --> 00:07:06.200]  當我們見到周圍的親戚朋友
[00:07:06.200 --> 00:07:08.200]  如果奇奇怪怪的時候
[00:07:08.200 --> 00:07:09.200]  會做什麼呢
[00:07:09.200 --> 00:07:10.200]  剛才說破碗
[00:07:10.200 --> 00:07:13.200]  我知道其中一種做法是破碗
[00:07:13.200 --> 00:07:15.200]  以前我也見過人用大蒜
[00:07:15.200 --> 00:07:17.200]  紅筷子夾手指
[00:07:17.200 --> 00:07:18.200]  你有沒有見過
[00:07:18.200 --> 00:07:20.200]  我旁邊曾經有一個人說
[00:07:20.200 --> 00:07:22.200]  撞邪被鬼壓
[00:07:22.200 --> 00:07:24.200]  就用紅筷子夾他
[00:07:24.200 --> 00:07:25.200]  好像是中指
[00:07:25.200 --> 00:07:27.200]  夾他中指
[00:07:27.200 --> 00:07:29.200]  有些就用銅錢
[00:07:29.200 --> 00:07:31.200]  有些還要用銅紙尿
[00:07:31.200 --> 00:07:35.200]  符咒各樣的東西
[00:07:35.200 --> 00:07:36.200]  曾經告訴我們
[00:07:36.200 --> 00:07:39.200]  耶穌用什麼方法對付這隻鬼
[00:07:39.200 --> 00:07:41.200]  耶穌是責備他
[00:07:41.200 --> 00:07:43.200]  叫他不要吵
[00:07:43.200 --> 00:07:44.200]  不要做聖
[00:07:44.200 --> 00:07:47.200]  是用說話來吩咐這隻鬼出來
[00:07:47.200 --> 00:07:49.200]  他不用大蒜銅錢
[00:07:49.200 --> 00:07:51.200]  也不是用銅紙尿
[00:07:51.200 --> 00:07:53.200]  也不是用紅筷子
[00:07:53.200 --> 00:07:55.200]  也不是噴火
[00:07:55.200 --> 00:07:57.200]  耶穌只是用說話
[00:07:57.200 --> 00:07:58.200]  不要出聲
[00:07:58.200 --> 00:08:00.200]  你要從這個人身上出來
[00:08:00.200 --> 00:08:02.200]  在這個責備裡面
[00:08:02.200 --> 00:08:03.200]  有兩個命令
[00:08:03.200 --> 00:08:04.200]  第一,不要出聲
[00:08:04.200 --> 00:08:08.200]  第二,吩咐他從這個人身上出來
[00:08:08.200 --> 00:08:10.200]  那個人沒有受傷
[00:08:10.200 --> 00:08:13.200]  也不再受那隻鬼魔來控制
[00:08:13.200 --> 00:08:16.200]  這個人重獲自由
[00:08:16.200 --> 00:08:19.200]  猶太人至少已經接受不少教訓
[00:08:19.200 --> 00:08:25.200]  他們重視上帝說話的權柄
[00:08:25.200 --> 00:08:26.200]  所以他們很奇怪
[00:08:26.200 --> 00:08:28.200]  為什麼耶穌有這種權柄呢
[00:08:28.200 --> 00:08:30.200]  耶穌如果不是上帝
[00:08:30.200 --> 00:08:32.200]  他不會有這種能力
[00:08:32.200 --> 00:08:35.200]  能夠吩咐鬼魔出來
[00:08:35.200 --> 00:08:37.200]  並且真真正正使一個人得自由
[00:08:37.200 --> 00:08:39.200]  你說剛才那些學神打的
[00:08:39.200 --> 00:08:41.200]  都可以說鬼的
[00:08:41.200 --> 00:08:44.200]  但原來只是短暫的來趕離開
[00:08:44.200 --> 00:08:48.200]  因為他要日後繼續來控制你
[00:08:48.200 --> 00:08:49.200]  他們彼此對問
[00:08:49.200 --> 00:08:51.200]  這是什麼道理
[00:08:51.200 --> 00:08:53.200]  耶穌的說話滿有權柄
[00:08:53.200 --> 00:08:55.200]  連鬼魔都聽從
[00:08:55.200 --> 00:08:57.200]  受他勞駕
[00:08:57.200 --> 00:08:58.200]  不過耶穌的職事
[00:08:58.200 --> 00:09:00.200]  其實不只是說鬼
[00:09:00.200 --> 00:09:03.200]  他乃是要宣告
[00:09:03.200 --> 00:09:07.200]  被鬼魔所束縛所綑綁的人
[00:09:07.200 --> 00:09:08.200]  時候來到了
[00:09:08.200 --> 00:09:10.200]  他們要得自由
[00:09:10.200 --> 00:09:12.200]  他們往後被趕鬼之後
[00:09:12.200 --> 00:09:14.200]  他們要得到一個真正的自由
[00:09:14.200 --> 00:09:16.200]  一會兒我又再告訴大家
[00:09:16.200 --> 00:09:18.200]  什麼是真正的自由
[00:09:18.200 --> 00:09:20.200]  或者我們怎樣才可以從
[00:09:20.200 --> 00:09:23.200]  被鬼附被鬼束縛的人
[00:09:23.200 --> 00:09:25.200]  得到真正的釋放
[00:09:25.200 --> 00:09:26.200]  剛才我不是說
[00:09:26.200 --> 00:09:27.200]  我小時候
[00:09:27.200 --> 00:09:28.200]  我沒有見鬼
[00:09:28.200 --> 00:09:30.200]  我弟弟經常說見鬼
[00:09:30.200 --> 00:09:32.200]  我小時候也有上主學
[00:09:32.200 --> 00:09:33.200]  小時候上主學真的很重要
[00:09:33.200 --> 00:09:34.200]  害怕不知道怎麼辦
[00:09:34.200 --> 00:09:36.200]  我就抱著一本聖經睡覺
[00:09:36.200 --> 00:09:38.200]  放在弟弟旁邊的床頭
[00:09:38.200 --> 00:09:40.200]  就想著這本聖經
[00:09:40.200 --> 00:09:42.200]  就可以驅魔了
[00:09:42.200 --> 00:09:44.200]  趕鬼了
[00:09:44.200 --> 00:09:47.200]  那時候真的換來一點點的平安
[00:09:47.200 --> 00:09:49.200]  但長大之後就發現
[00:09:49.200 --> 00:09:51.200]  其實這一本聖經
[00:09:51.200 --> 00:09:53.200]  如果只是一本聖經
[00:09:53.200 --> 00:09:54.200]  無論紅色也好黑色也好
[00:09:54.200 --> 00:09:55.200]  不能夠驅魔的
[00:09:55.200 --> 00:09:58.200]  它不是神聖的物品
[00:09:58.200 --> 00:09:59.200]  即是融融爛爛的
[00:09:59.200 --> 00:10:02.200]  大件事是否沒有效呢
[00:10:02.200 --> 00:10:05.200]  真正有效的不是這本聖經
[00:10:05.200 --> 00:10:06.200]  真正有效的
[00:10:06.200 --> 00:10:10.200]  是這本聖經裏面記載的耶穌
[00:10:10.200 --> 00:10:13.200]  並且是耶穌祂自己所說的話
[00:10:13.200 --> 00:10:18.200]  和祂的身份
[00:10:18.200 --> 00:10:20.200]  第二段的經文
[00:10:20.200 --> 00:10:21.200]  即是這段的經文
[00:10:21.200 --> 00:10:22.200]  《哈般節》
[00:10:22.200 --> 00:10:23.200]  我又再說
[00:10:23.200 --> 00:10:25.200]  耶穌不單單是叫那些
[00:10:25.200 --> 00:10:27.200]  被鬼魔束縛的人得到自由
[00:10:27.200 --> 00:10:29.200]  耶穌也是叫那些
[00:10:29.200 --> 00:10:32.200]  是受疾病所困擾的人
[00:10:32.200 --> 00:10:33.200]  得到自由
[00:10:33.200 --> 00:10:36.200]  聖經記載是接著說的
[00:10:36.200 --> 00:10:37.200]  48字
[00:10:37.200 --> 00:10:39.200]  耶穌出了會堂
[00:10:39.200 --> 00:10:41.200]  進入了西門的家
[00:10:41.200 --> 00:10:42.200]  西門的外母
[00:10:42.200 --> 00:10:43.200]  害疾病甚重
[00:10:43.200 --> 00:10:45.200]  有人就為她求耶穌
[00:10:45.200 --> 00:10:46.200]  耶穌站在她身邊
[00:10:46.200 --> 00:10:48.200]  七澤那疾病
[00:10:48.200 --> 00:10:49.200]  熱就退了
[00:10:49.200 --> 00:10:52.200]  她就立刻起來服侍他們
[00:10:52.200 --> 00:10:54.200]  《哈般節》裏面記載
[00:10:54.200 --> 00:10:57.200]  很多耶穌醫治疾病的事跡
[00:10:57.200 --> 00:11:00.200]  每一件事都有些特別的地方
[00:11:00.200 --> 00:11:02.200]  這件事特別的是甚麼呢
[00:11:02.200 --> 00:11:04.200]  西門的外母
[00:11:04.200 --> 00:11:06.200]  害疾病甚重
[00:11:06.200 --> 00:11:09.200]  究竟她患了甚麼病呢
[00:11:09.200 --> 00:11:10.200]  我們沒有人知道
[00:11:10.200 --> 00:11:13.200]  有些人說她可能是患了傷寒
[00:11:13.200 --> 00:11:15.200]  經常發燒
[00:11:15.200 --> 00:11:16.200]  有時是低燒
[00:11:16.200 --> 00:11:17.200]  有時是高燒
[00:11:17.200 --> 00:11:18.200]  經常都是這樣
[00:11:18.200 --> 00:11:20.200]  輾轉都不好
[00:11:20.200 --> 00:11:22.200]  有人說可能是
[00:11:22.200 --> 00:11:24.200]  藥札都是很類似的
[00:11:24.200 --> 00:11:25.200]  又發燒
[00:11:25.200 --> 00:11:26.200]  又停下來
[00:11:26.200 --> 00:11:27.200]  又好像好了
[00:11:27.200 --> 00:11:28.200]  然後又不好
[00:11:28.200 --> 00:11:31.200]  甚至可能是有生命的危險
[00:11:31.200 --> 00:11:32.200]  無論如何
[00:11:32.200 --> 00:11:35.200]  她就是受這個病所困擾
[00:11:35.200 --> 00:11:36.200]  躺下了
[00:11:36.200 --> 00:11:39.200]  她的葉柄是躺著的
[00:11:39.200 --> 00:11:41.200]  這是馬太方告訴她的
[00:11:41.200 --> 00:11:43.200]  無論是甚麼病
[00:11:43.200 --> 00:11:45.200]  這個人都不能動
[00:11:45.200 --> 00:11:47.200]  甚至快要死亡
[00:11:47.200 --> 00:11:49.200]  耶穌是怎樣醫治她的呢
[00:11:49.200 --> 00:11:51.200]  馬太方告訴我們
[00:11:51.200 --> 00:11:53.200]  耶穌是伸手摸她的
[00:11:53.200 --> 00:11:55.200]  熱就退了
[00:11:55.200 --> 00:11:57.200]  但這段經文是告訴我們甚麼呢
[00:11:57.200 --> 00:11:59.200]  耶穌不是伸手摸她
[00:11:59.200 --> 00:12:01.200]  耶穌是站在她的旁邊
[00:12:01.200 --> 00:12:03.200]  是斥責那個病
[00:12:03.200 --> 00:12:05.200]  病就退了
[00:12:05.200 --> 00:12:07.200]  為甚麼要罵那個病呢
[00:12:07.200 --> 00:12:13.200]  明顯地是跟上述說鬼的事一樣
[00:12:13.200 --> 00:12:16.200]  強調耶穌說話有能力
[00:12:16.200 --> 00:12:18.200]  耶穌不用真的跟她探葉
[00:12:18.200 --> 00:12:20.200]  耶穌不用真的給她藥吃
[00:12:20.200 --> 00:12:22.200]  耶穌只要她說話一出
[00:12:22.200 --> 00:12:25.200]  病就得醫治了
[00:12:25.200 --> 00:12:27.200]  現代人或許不是很明白
[00:12:27.200 --> 00:12:30.200]  耶穌為甚麼要罵那個病
[00:12:30.200 --> 00:12:32.200]  原來古代人是相信
[00:12:32.200 --> 00:12:33.200]  人之所以患病
[00:12:33.200 --> 00:12:35.200]  不是細菌傳染
[00:12:35.200 --> 00:12:36.200]  有病毒
[00:12:36.200 --> 00:12:38.200]  原來古代人是相信
[00:12:38.200 --> 00:12:40.200]  有時人患病
[00:12:40.200 --> 00:12:43.200]  是受到那些超自然的勢力影響
[00:12:43.200 --> 00:12:46.200]  就好像我們今天經常說那些人迷信
[00:12:46.200 --> 00:12:47.200]  迷信甚麼呢
[00:12:47.200 --> 00:12:50.200]  我記得很多年前
[00:12:50.200 --> 00:12:53.200]  我們有一個會友來找我們
[00:12:53.200 --> 00:12:54.200]  找我和牧師
[00:12:54.200 --> 00:12:58.200]  說他患了很莫名的濕疹
[00:12:58.200 --> 00:12:59.200]  皮膚敏感
[00:12:59.200 --> 00:13:01.200]  家人就說他撞邪
[00:13:01.200 --> 00:13:02.200]  撞鬼
[00:13:02.200 --> 00:13:05.200]  沒理由經常都敏感
[00:13:05.200 --> 00:13:06.200]  沒理由經常都癢
[00:13:06.200 --> 00:13:09.200]  家人就幫手
[00:13:09.200 --> 00:13:10.200]  說他撞邪
[00:13:10.200 --> 00:13:12.200]  就燒衣紙給他
[00:13:12.200 --> 00:13:13.200]  燒這樣燒那樣
[00:13:13.200 --> 00:13:15.200]  燒極都不滿意
[00:13:15.200 --> 00:13:18.200]  結果要燒電單車給他
[00:13:18.200 --> 00:13:20.200]  就是這樣燒
[00:13:20.200 --> 00:13:21.200]  然後回來
[00:13:21.200 --> 00:13:24.200]  這位姊妹以前是信耶穌的
[00:13:24.200 --> 00:13:26.200]  家人都是想自己好
[00:13:26.200 --> 00:13:27.200]  沒辦法
[00:13:27.200 --> 00:13:29.200]  但後來發現不對勁
[00:13:29.200 --> 00:13:31.200]  沒理由燒極都不滿足
[00:13:31.200 --> 00:13:32.200]  就好像那個親戚
[00:13:32.200 --> 00:13:34.200]  沒理由拜極都搞不定
[00:13:34.200 --> 00:13:35.200]  就回來
[00:13:35.200 --> 00:13:38.200]  之後他就和我們一齊來祈禱
[00:13:38.200 --> 00:13:40.200]  慢慢他就好了
[00:13:40.200 --> 00:13:41.200]  雖然間歇
[00:13:41.200 --> 00:13:43.200]  其實敏感的病是很難治的
[00:13:43.200 --> 00:13:45.200]  我們抵抗力弱了
[00:13:45.200 --> 00:13:47.200]  還有經常都是這樣
[00:13:47.200 --> 00:13:49.200]  最近我們順水堂有一個會友
[00:13:49.200 --> 00:13:50.200]  他的兒子
[00:13:50.200 --> 00:13:53.200]  之前患病是輕度弱智
[00:13:53.200 --> 00:13:55.200]  但近期變成另一個人
[00:13:55.200 --> 00:13:58.200]  家人又幫他左拜右拜
[00:13:58.200 --> 00:13:59.200]  又說他撞邪
[00:13:59.200 --> 00:14:02.200]  燒家裡四角都拜
[00:14:02.200 --> 00:14:03.200]  又給他符水喝
[00:14:03.200 --> 00:14:05.200]  因為病
[00:14:05.200 --> 00:14:08.200]  說我們撞到一些骯髒的東西
[00:14:08.200 --> 00:14:09.200]  古代的人這樣信
[00:14:09.200 --> 00:14:11.200]  今天我們很多人都這樣信
[00:14:11.200 --> 00:14:13.200]  我不排除這個可能
[00:14:13.200 --> 00:14:15.200]  不過很多時候
[00:14:15.200 --> 00:14:16.200]  有不一定的
[00:14:16.200 --> 00:14:17.200]  無論如何
[00:14:17.200 --> 00:14:19.200]  如果真的有邪靈
[00:14:19.200 --> 00:14:20.200]  有污鬼
[00:14:20.200 --> 00:14:22.200]  我們真的撞到骯髒的東西
[00:14:22.200 --> 00:14:23.200]  那怎麼辦呢
[00:14:23.200 --> 00:14:25.200]  耶穌他怎麼治的
[00:14:25.200 --> 00:14:28.200]  耶穌他吩咐
[00:14:28.200 --> 00:14:30.200]  或者祂斥責那個病
[00:14:30.200 --> 00:14:34.200]  這個婦人就好了
[00:14:34.200 --> 00:14:35.200]  她好了是怎樣呢
[00:14:35.200 --> 00:14:38.200]  她是起來服侍他們
[00:14:38.200 --> 00:14:39.200]  即是她得自由了
[00:14:39.200 --> 00:14:42.200]  她之前是被疾病所困擾
[00:14:42.200 --> 00:14:44.200]  但當耶穌醫治她之後
[00:14:44.200 --> 00:14:47.200]  她又得到這個自由
[00:14:47.200 --> 00:14:50.200]  今天我們很多人都被病所困擾
[00:14:50.200 --> 00:14:52.200]  當然我們知道
[00:14:52.200 --> 00:14:55.200]  耶穌有醫治與不醫治的主權
[00:14:55.200 --> 00:14:57.200]  如果不是所有病的人
[00:14:57.200 --> 00:14:58.200]  我信耶穌就可以
[00:14:58.200 --> 00:15:00.200]  全世界的人都信耶穌
[00:15:00.200 --> 00:15:01.200]  信耶穌就可以
[00:15:01.200 --> 00:15:02.200]  沒有病沒有痛的
[00:15:02.200 --> 00:15:04.200]  有病都很快醫的
