
[00:00:00.000 --> 00:00:02.000]  我們今天的題目是「真度高低爬」
[00:06:07.000 --> 00:06:10.000]  這句金句也很影響我
[00:06:10.000 --> 00:06:12.000]  我們也有很多師弟師妹
[00:06:12.000 --> 00:06:14.000]  我們中學的師弟師妹在這裡
[00:06:14.000 --> 00:06:16.000]  經常上學
[00:06:16.000 --> 00:06:18.000]  我們學校門口
[00:06:18.000 --> 00:06:20.000]  後期還有沒有這句
[00:06:20.000 --> 00:06:22.000]  還有沒有拆掉這句
[00:06:22.000 --> 00:06:25.000]  一進學校門口正門就有一句
[00:06:25.000 --> 00:06:29.000]  敬畏耶和華是智慧的開端
[00:06:29.000 --> 00:06:32.000]  我們認識敬畏耶和華
[00:06:32.000 --> 00:06:34.000]  就是智慧的開端
[00:06:34.000 --> 00:06:38.000]  人生是很需要真真正正的去敬畏
[00:06:38.000 --> 00:06:40.000]  認識我們的神
[00:06:40.000 --> 00:06:42.000]  真正的智慧是來自神
[00:06:42.000 --> 00:06:44.000]  跟從神去敬畏神
[00:06:44.000 --> 00:06:46.000]  這句話保羅也提醒我們
[00:06:46.000 --> 00:06:50.000]  聖經裡面提摩太後書3章14節17節
[00:06:50.000 --> 00:06:52.000]  保羅是提醒提摩太
[00:06:52.000 --> 00:06:54.000]  他要怎樣去相信這個聖經
[00:06:54.000 --> 00:06:56.000]  怎樣運用這個聖經
[00:06:56.000 --> 00:06:58.000]  持守聖經這個真道
[00:06:58.000 --> 00:07:00.000]  去使人得救
[00:07:00.000 --> 00:07:02.000]  使他自己和在他身邊的人
[00:07:02.000 --> 00:07:05.000]  能夠得著這個救恩
[00:07:05.000 --> 00:07:07.000]  我們是基督的門徒
[00:07:07.000 --> 00:07:12.000]  所以我們很願意持守真理
[00:07:12.000 --> 00:07:13.000]  同意嗎
[00:07:13.000 --> 00:07:15.000]  因為我們是基督的門徒
[00:07:15.000 --> 00:07:20.000]  我們是竭力奮身的持守真理
[00:07:20.000 --> 00:07:22.000]  知道
[00:07:22.000 --> 00:07:25.000]  怎樣做呢
[00:07:25.000 --> 00:07:26.000]  這裡告訴我們
[00:07:26.000 --> 00:07:29.000]  我們是透過學習
[00:07:29.000 --> 00:07:33.000]  透過我們知道信
[00:07:33.000 --> 00:07:34.000]  不單止是信
[00:07:34.000 --> 00:07:36.000]  是確信
[00:07:36.000 --> 00:07:40.000]  而且將這個信放在心裡面
[00:07:40.000 --> 00:07:43.000]  更加多走一步
[00:07:43.000 --> 00:07:45.000]  去教導其他人
[00:07:45.000 --> 00:07:47.000]  一代傳一代
[00:07:47.000 --> 00:07:50.000]  一代一代這樣
[00:07:50.000 --> 00:07:53.000]  一起持守真理下去
[00:07:53.000 --> 00:07:55.000]  感謝主
[00:07:55.000 --> 00:07:57.000]  持守真理
[00:07:57.000 --> 00:07:59.000]  是出於對神的項目
[00:07:59.000 --> 00:08:01.000]  這個我很喜歡看
[00:08:01.000 --> 00:08:03.000]  這個有沒有看過
[00:08:03.000 --> 00:08:05.000]  這個是十幾年前
[00:08:05.000 --> 00:08:07.000]  有一套台灣的電影叫《那些年》
[00:08:07.000 --> 00:08:08.000]  看過吧
[00:08:08.000 --> 00:08:09.000]  這個年紀都看過
[00:08:09.000 --> 00:08:10.000]  真的很難得
[00:08:10.000 --> 00:08:11.000]  都有三十歲了
[00:08:11.000 --> 00:08:15.000]  如果看過都
[00:08:15.000 --> 00:08:16.000]  這個講到
[00:08:16.000 --> 00:08:18.000]  他回憶自己中學年代
[00:08:18.000 --> 00:08:22.000]  那些曖昧暗戀初戀
[00:08:22.000 --> 00:08:24.000]  那一份的心情
[00:08:24.000 --> 00:08:25.000]  看完之後
[00:08:25.000 --> 00:08:28.000]  很有共鳴的很有感覺的
[00:08:28.000 --> 00:08:30.000]  但我想想
[00:08:30.000 --> 00:08:33.000]  我們持守真理
[00:08:33.000 --> 00:08:35.000]  其實都需要一份
[00:08:35.000 --> 00:08:43.000]  對神這份愛慕渴慕的心
[00:08:43.000 --> 00:08:45.000]  弟兄
[00:08:45.000 --> 00:08:46.000]  先說弟兄
[00:08:46.000 --> 00:08:48.000]  弟兄如果你喜歡一個女孩子
[00:08:48.000 --> 00:08:50.000]  你不會跟她距離十萬尺遠
[00:08:50.000 --> 00:08:52.000]  雖然多麼害羞的弟兄
[00:08:52.000 --> 00:08:53.000]  一個男孩子
[00:08:53.000 --> 00:08:55.000]  就算他不懂得怎樣表達
[00:08:55.000 --> 00:08:58.000]  都會借耳走近一點
[00:08:58.000 --> 00:09:01.000]  用藉口黏在那個女孩子旁邊
[00:09:01.000 --> 00:09:02.000]  雖然他不懂得表達
[00:09:02.000 --> 00:09:03.000]  但你明明看到
[00:09:03.000 --> 00:09:04.000]  為什麼突然那個弟兄
[00:09:04.000 --> 00:09:07.000]  會坐得跟那個姐妹這麼近
[00:09:07.000 --> 00:09:11.000]  你就知道開始有些事了
[00:09:11.000 --> 00:09:13.000]  我們喜歡一個人
[00:09:13.000 --> 00:09:15.000]  還有你會有一個心
[00:09:15.000 --> 00:09:18.000]  是想整天跟他在一起
[00:09:18.000 --> 00:09:22.000]  黏著黏著
[00:09:22.000 --> 00:09:24.000]  你想認識他多一點
[00:09:24.000 --> 00:09:26.000]  看他多一點
[00:09:26.000 --> 00:09:29.000]  知道他多一點
[00:09:29.000 --> 00:09:30.000]  弟兄姐妹
[00:09:30.000 --> 00:09:32.000]  今天我們做基督門徒
[00:09:32.000 --> 00:09:34.000]  我們如果愛神的時候
[00:09:34.000 --> 00:09:37.000]  都包括你愛他的說話
[00:09:37.000 --> 00:09:39.000]  你會內心有一種
[00:09:39.000 --> 00:09:41.000]  不用別人推你去的
[00:09:41.000 --> 00:09:43.000]  你自己內心有一種
[00:09:43.000 --> 00:09:44.000]  很自然的
[00:09:44.000 --> 00:09:46.000]  你很想知道這個神
[00:09:46.000 --> 00:09:47.000]  聽一下神跟你說什麼
[00:09:47.000 --> 00:09:49.000]  你會走近他
[00:09:49.000 --> 00:09:53.000]  這是一個渴慕愛慕的心
[00:09:53.000 --> 00:09:54.000]  弟兄姐妹
[00:09:54.000 --> 00:09:56.000]  真的神的說話很重要
[00:09:56.000 --> 00:09:57.000]  這是我們個人生命
[00:09:57.000 --> 00:09:59.000]  和我們教會復興
[00:09:59.000 --> 00:10:00.000]  很需要我們要有
[00:10:00.000 --> 00:10:02.000]  聖經神的真理根基
[00:10:02.000 --> 00:10:04.000]  在我們當中
[00:10:04.000 --> 00:10:07.000]  你有沒有重視
[00:10:07.000 --> 00:10:09.000]  一些聖經的教導呢
[00:10:09.000 --> 00:10:11.000]  特別當我們有機會
[00:10:11.000 --> 00:10:12.000]  有一些課程的時候
[00:10:12.000 --> 00:10:21.000]  你有沒有嘗試努力去參加呢
[00:10:21.000 --> 00:10:22.000]  以前我去過一個
[00:10:22.000 --> 00:10:24.000]  大陸很偏遠的農村
[00:10:24.000 --> 00:10:26.000]  很窮很窮的
[00:10:26.000 --> 00:10:28.000]  那些人來教會
[00:10:28.000 --> 00:10:30.000]  他們連那一元兩元的車費
[00:10:30.000 --> 00:10:31.000]  都要節省
[00:10:31.000 --> 00:10:33.000]  走一小時
[00:10:33.000 --> 00:10:36.000]  去那些鄉村教會
[00:10:36.000 --> 00:10:37.000]  其中連續有五天
[00:10:37.000 --> 00:10:39.000]  做些什麼呢
[00:10:39.000 --> 00:10:40.000]  就是他們早上很早
[00:10:40.000 --> 00:10:42.000]  特地下田
[00:10:42.000 --> 00:10:44.000]  做了田的工作
[00:10:44.000 --> 00:10:46.000]  接著就來教會
[00:10:46.000 --> 00:10:50.000]  一起去上聖經的課程
[00:10:50.000 --> 00:10:51.000]  去那幾天
[00:10:51.000 --> 00:10:54.000]  我自己很感動
[00:10:54.000 --> 00:10:55.000]  因為這班弟兄姐妹
[00:10:55.000 --> 00:10:59.000]  他早上要下田趕過來
[00:10:59.000 --> 00:11:00.000]  接著上完課
[00:11:00.000 --> 00:11:01.000]  下午又要回去
[00:11:01.000 --> 00:11:05.000]  又要再做一次下田的工作
[00:11:05.000 --> 00:11:07.000]  但是他們來上課的時候
[00:11:07.000 --> 00:11:11.000]  是非常留心
[00:11:11.000 --> 00:11:13.000]  說真的
[00:11:13.000 --> 00:11:14.000]  你要我聽別人說話
[00:11:14.000 --> 00:11:15.000]  超過半小時
[00:11:15.000 --> 00:11:18.000]  我開始專注力已經沒有了
[00:11:18.000 --> 00:11:20.000]  但是他們是早上三個小時
[00:11:20.000 --> 00:11:22.000]  下午三個小時
[00:11:22.000 --> 00:11:24.000]  他們都是這樣坐著
[00:11:24.000 --> 00:11:25.000]  還有很積極
[00:11:25.000 --> 00:11:27.000]  他們是有Q&A發問的時間
[00:11:27.000 --> 00:11:30.000]  還有表達分享的時間
[00:11:30.000 --> 00:11:33.000]  我很被他們這個心去觸動
[00:11:33.000 --> 00:11:35.000]  後來我跟他們聊天的時候
[00:11:35.000 --> 00:11:36.000]  我發現有一樣東西
[00:11:36.000 --> 00:11:38.000]  很多弟兄姐妹會說的
[00:11:38.000 --> 00:11:39.000]  就是因為他們發現
[00:11:39.000 --> 00:11:42.000]  在農村有很多異端
[00:11:42.000 --> 00:11:43.000]  很多異端邪說
[00:11:43.000 --> 00:11:47.000]  進入中國的農村去騷擾他們
[00:11:47.000 --> 00:11:48.000]  所以他們覺得
[00:11:48.000 --> 00:11:51.000]  他們要裝備得更加好
[00:11:51.000 --> 00:11:52.000]  更加要清楚信仰
[00:11:52.000 --> 00:11:53.000]  以致他自己
[00:11:53.000 --> 00:11:55.000]  和他能夠幫助身邊的人
[00:11:55.000 --> 00:11:57.000]  在信仰裡面站立得穩
[00:11:57.000 --> 00:12:01.000]  不要被這些異端迷惑他們
[00:12:01.000 --> 00:12:03.000]  上一個星期
[00:12:03.000 --> 00:12:06.000]  我們星期天
[00:12:06.000 --> 00:12:09.000]  我們有一個組別叫做紅色門徒
[00:12:09.000 --> 00:12:10.000]  我們有三十四個星期
[00:12:10.000 --> 00:12:13.000]  弟兄姐妹一起看聖經
[00:12:13.000 --> 00:12:14.000]  一起研讀
[00:12:14.000 --> 00:12:16.000]  一起分享
[00:12:16.000 --> 00:12:17.000]  上一個課堂
[00:12:17.000 --> 00:12:21.000]  我們看到先知書
[00:12:21.000 --> 00:12:22.000]  作門徒
[00:12:22.000 --> 00:12:26.000]  在現在這個世代要作先知
[00:12:26.000 --> 00:12:27.000]  怎樣啊
[00:12:27.000 --> 00:12:28.000]  都挺難的
[00:12:28.000 --> 00:12:29.000]  他的挑戰就是
[00:12:29.000 --> 00:12:30.000]  我們要向這個世界
[00:12:30.000 --> 00:12:31.000]  要向身邊的人
[00:12:31.000 --> 00:12:34.000]  當他們違背真理的時候
[00:12:34.000 --> 00:12:37.000]  我們要向他們發出先知性的警告
[00:12:37.000 --> 00:12:39.000]  嘩
[00:12:39.000 --> 00:12:41.000]  接著我們其中有一個分享
[00:12:41.000 --> 00:12:42.000]  一個討論就是
[00:12:42.000 --> 00:12:43.000]  我們探討一下
[00:12:43.000 --> 00:12:46.000]  特別在我們澳洲這個環境
[00:12:46.000 --> 00:12:47.000]  我們發現
[00:12:47.000 --> 00:12:49.000]  雖然我們澳洲
[00:12:49.000 --> 00:12:52.000]  都是一個以基督教立國的國家
[00:12:52.000 --> 00:12:54.000]  但是現在的政策
[00:12:54.000 --> 00:12:55.000]  如果我們特別要對一些
[00:12:55.000 --> 00:12:57.000]  爭議性的議題
[00:12:57.000 --> 00:12:58.000]  或者一些議題
[00:12:58.000 --> 00:13:01.000]  例如我們這個議題
[00:13:01.000 --> 00:13:02.000]  我們要表達
[00:13:02.000 --> 00:13:04.000]  很清楚的立場
[00:13:04.000 --> 00:13:05.000]  不是不要表達
[00:13:05.000 --> 00:13:08.000]  而是我們要很小心
[00:13:08.000 --> 00:13:09.000]  我們的用詞
[00:13:09.000 --> 00:13:11.000]  我們的表達
[00:13:11.000 --> 00:13:13.000]  會不會會觸犯
[00:13:13.000 --> 00:13:15.000]  或者會冒犯了其他人
[00:13:15.000 --> 00:13:17.000]  會觸犯了一些法例呢
[00:13:17.000 --> 00:13:18.000]  嘩
[00:13:18.000 --> 00:13:19.000]  這個我上網看的時候
[00:13:19.000 --> 00:13:20.000]  我都真的不知道
[00:13:20.000 --> 00:13:21.000]  我一開始都以為
[00:13:21.000 --> 00:13:24.000]  LGBT+
[00:13:24.000 --> 00:13:32.000]  原來現在已經是LGBTQIAES+
[00:13:32.000 --> 00:13:33.000]  這個世界變化
[00:13:33.000 --> 00:13:35.000]  不斷變化得很多
[00:13:35.000 --> 00:13:38.000]  很快很大
[00:13:38.000 --> 00:13:40.000]  但是無論這個世界怎麼變
[00:13:40.000 --> 00:13:43.000]  聖經的真理是不會改變
[00:13:43.000 --> 00:13:46.000]  神對我們的挑戰呼召我們
[00:13:46.000 --> 00:13:47.000]  在這個世界裡面
[00:13:47.000 --> 00:13:48.000]  我們要持守真理
[00:13:48.000 --> 00:13:52.000]  這個立場是永遠不會改變的
[00:13:52.000 --> 00:13:54.000]  所以我們作為基督的門徒
[00:13:54.000 --> 00:13:58.000]  我們首要的就是要持守真理
[00:13:58.000 --> 00:13:59.000]  持守真理
[00:13:59.000 --> 00:14:01.000]  第二點
[00:14:01.000 --> 00:14:03.000]  領袖持福
[00:14:03.000 --> 00:14:04.000]  十六至十七節
[00:14:04.000 --> 00:14:06.000]  我們一起再讀
[00:14:06.000 --> 00:14:09.000]  聖經全都是神所默示的
[00:14:09.000 --> 00:14:12.000]  對於教導責備糾正
[00:14:12.000 --> 00:14:16.000]  訓練人學而都是有益的
[00:14:16.000 --> 00:14:20.000]  讓屬神的人得到充分的裝備
[00:14:20.000 --> 00:14:23.000]  可以行各樣的善事
[00:14:23.000 --> 00:14:24.000]  這裡告訴我們
[00:14:24.000 --> 00:14:28.000]  要持守真理是不容易的
[00:14:28.000 --> 00:14:31.000]  我們靠自己的努力
[00:14:31.000 --> 00:14:34.000]  就算你多麼海闊天空
[00:14:34.000 --> 00:14:37.000]  都會有一天會跌倒的
[00:14:37.000 --> 00:14:39.000]  我們有時會在高山
[00:14:39.000 --> 00:14:40.000]  有時會在低谷
[00:14:40.000 --> 00:14:41.000]  但是總有很多事情
[00:14:41.000 --> 00:14:44.000]  將你和神分隔開
[00:14:44.000 --> 00:14:47.000]  為什麼
[00:14:47.000 --> 00:14:49.000]  因為這個世代有很多的挑戰
[00:14:49.000 --> 00:14:52.000]  魔鬼撒旦不會放過任何一個機會
[00:14:52.000 --> 00:14:54.000]  叫我們離開神
[00:14:54.000 --> 00:14:56.000]  但是感謝神
[00:14:56.000 --> 00:14:58.000]  我們作為基督的門徒
[00:14:58.000 --> 00:15:01.000]  我們從來都不可以
[00:15:01.000 --> 00:15:06.000]  也都不需要靠自己去持守真理
[00:15:06.000 --> 00:15:08.000]  因為經文告訴我們
[00:15:08.000 --> 00:15:09.000]  是神的道
[00:15:09.000 --> 00:15:14.000]  神自己的說話發揮威力
[00:15:14.000 --> 00:15:18.000]  是神的說話發揮威力
[00:15:18.000 --> 00:15:20.000]  去幫助我們
[00:15:20.000 --> 00:15:22.000]  改變我們身邊的人
[00:15:22.000 --> 00:15:24.000]  改變我們這個世界
[00:15:24.000 --> 00:15:27.000]  賜福給我們每一個願意聽神的說話
[00:15:27.000 --> 00:15:28.000]  遵行神的說話
[00:15:28.000 --> 00:15:32.000]  持守真道的門徒
[00:15:32.000 --> 00:15:33.000]  這段經文告訴我們
[00:15:33.000 --> 00:15:36.000]  聖經全都是神所密使的
[00:15:36.000 --> 00:15:37.000]  可能弟兄姐妹會問
[00:15:37.000 --> 00:15:39.000]  密使即是怎樣
[00:15:39.000 --> 00:15:41.000]  有一個人
[00:15:41.000 --> 00:15:42.000]  神捉住他的手
[00:15:42.000 --> 00:15:44.000]  寫了所有聖經出來嗎
[00:15:44.000 --> 00:15:45.000]  當然不是
[00:15:45.000 --> 00:15:46.000]  我們認識聖經
[00:15:46.000 --> 00:15:50.000]  成書的過程是一個很漫長的過程
[00:15:50.000 --> 00:15:52.000]  當初有很多口傳
[00:15:52.000 --> 00:15:54.000]  一代傳一代
[00:15:54.000 --> 00:15:55.000]  包括有些人寫
[00:15:55.000 --> 00:15:57.000]  也都有不同的書卷
[00:15:57.000 --> 00:16:01.000]  這個密使都是一個很複雜的
[00:16:01.000 --> 00:16:03.000]  很值得我們去研究的題目
[00:16:03.000 --> 00:16:04.000]  如果你有興趣的時候
[00:16:04.000 --> 00:16:06.000]  或者我們以後主日學
[00:16:06.000 --> 00:16:07.000]  都可以想一想
[00:16:07.000 --> 00:16:08.000]  和大家一起去探討一下
[00:16:08.000 --> 00:16:12.000]  或者團體小組都去探討這件事
[00:16:12.000 --> 00:16:14.000]  但是我們知道
[00:16:14.000 --> 00:16:16.000]  這個密使是告訴我們
[00:16:16.000 --> 00:16:17.000]  聖經
[00:16:17.000 --> 00:16:19.000]  現在我們看到的聖經
[00:16:19.000 --> 00:16:20.000]  成卷的聖經
[00:16:20.000 --> 00:16:22.000]  成書的過程
[00:16:22.000 --> 00:16:24.000]  是聖靈感動不同的人
[00:16:24.000 --> 00:16:26.000]  將神的作為
[00:16:26.000 --> 00:16:27.000]  記錄
[00:16:27.000 --> 00:16:28.000]  編輯
[00:16:28.000 --> 00:16:30.000]  篩選而成
[00:16:30.000 --> 00:16:32.000]  整個成書的過程
[00:16:32.000 --> 00:16:36.000]  是有神的帶領和保守
[00:16:36.000 --> 00:16:37.000]  所以這裏告訴我們
[00:16:37.000 --> 00:16:40.000]  聖經是神的說話
[00:16:40.000 --> 00:16:42.000]  是真道是真理
[00:16:42.000 --> 00:16:45.000]  教訓篤責我們明白真理
[00:16:45.000 --> 00:16:47.000]  使我們靠著聖經
[00:16:47.000 --> 00:16:50.000]  能夠回到一條正確的路上
[00:16:50.000 --> 00:16:53.000]  而且靠著聖經
[00:16:53.000 --> 00:16:56.000]  讓我們能夠去學而
[00:16:56.000 --> 00:16:59.000]  我們知道神的公義
[00:16:59.000 --> 00:17:00.000]  公正
[00:17:00.000 --> 00:17:02.000]  叫我們原來
[00:17:02.000 --> 00:17:04.000]  神是要藉著這個真道
[00:17:04.000 --> 00:17:06.000]  賜福給我們
[00:17:06.000 --> 00:17:08.000]  使我們能夠靠著持守真道
[00:17:08.000 --> 00:17:10.000]  去面對這個世界的挑戰
[00:17:10.000 --> 00:17:12.000]  所以我們要做些什麼呢
[00:17:12.000 --> 00:17:14.000]  我們就是聽神的說話
[00:17:14.000 --> 00:17:16.000]  其他的事情神就會藉著他的說話
[00:17:16.000 --> 00:17:17.000]  去搞定
[00:17:17.000 --> 00:17:19.000]  包括會搞定我們這個難搞的
[00:17:19.000 --> 00:17:20.000]  自己這個人
[00:17:20.000 --> 00:17:21.000]  我們的心
[00:17:21.000 --> 00:17:22.000]  神會搞定我們的心
