
[00:00:00.000 --> 00:00:04.160]  今日呢我哋嘅題目呢叫做從數羅到保羅
[00:01:33.080 --> 00:01:36.800]  想呢一陣間你完咗呢出去有唔同侍奉崗位嘅申請表
[00:01:36.800 --> 00:01:39.080]  你填一張畀返我哋嘅同工呢
[00:01:39.080 --> 00:01:42.960]  我哋就好似佢咁一齊去經歷呢個前所未有嘅滿足呀
[00:01:42.960 --> 00:01:45.080]  於是呢佢雖然之後踢返波
[00:01:45.080 --> 00:01:46.960]  但係呢當佢退咗休之後呢
[00:01:46.960 --> 00:01:51.200]  佢就決定要接受裝備去成為一個神父
[00:01:51.200 --> 00:01:54.040]  到今日佢話佢嘅生命好滿足
[00:01:54.040 --> 00:01:57.800]  佢話因為我知道我係行喺神嘅計劃
[00:01:57.800 --> 00:02:00.200]  同埋神嘅照明裏面
[00:02:00.200 --> 00:02:02.160]  今日我哋都要問我哋一個問題
[00:02:02.160 --> 00:02:05.240]  就係今日我哋跟隨耶穌嘅生命
[00:02:05.240 --> 00:02:08.000]  又有冇改變同埋更新呢
[00:02:08.000 --> 00:02:09.920]  今日當我哋話我哋跟隨耶穌嘅時候
[00:02:09.920 --> 00:02:16.480]  究竟我哋有冇真正去活出聖經所應許嗰個豐盛嘅生命呢
[00:02:16.480 --> 00:02:19.960]  當我哋睇數羅去到保羅嘅時候
[00:02:19.960 --> 00:02:24.600]  究竟保羅生命嘅改變又畀我哋生命有啲咩嘅提醒
[00:02:24.600 --> 00:02:28.160]  我哋嘅生命又應該有個乜嘢嘢嘅改變呢
[00:02:28.160 --> 00:02:33.080]  咁所以今日呢我哋一齊呢去重細菲律賓書特別第三章呢
[00:02:33.080 --> 00:02:35.720]  我哋睇三個好重要嘅功課
[00:02:35.720 --> 00:02:40.280]  今日呢我哋睇第一個功課係我哋嘅生命要經歷價值觀
[00:02:40.280 --> 00:02:43.040]  同埋人生方向嘅重整
[00:02:43.040 --> 00:02:45.720]  我哋首先一齊呢去讀菲律賓書三章
[00:02:45.720 --> 00:02:47.240]  一至到第三至
[00:02:47.240 --> 00:02:48.040]  我哋一齊讀
[00:02:48.040 --> 00:02:49.280]  一二三
[00:02:49.280 --> 00:02:52.120]  弟兄們 我還有話說
[00:02:52.120 --> 00:02:54.480]  你們要靠主喜樂
[00:02:54.480 --> 00:02:57.440]  我把這話再寫給你們
[00:02:57.440 --> 00:02:59.520]  於我並不為難
[00:02:59.520 --> 00:03:02.000]  於你們卻是妥當
[00:03:02.000 --> 00:03:04.000]  應當防備犬類
[00:03:04.000 --> 00:03:05.680]  防備作惡的
[00:03:05.680 --> 00:03:08.200]  防備各自行割的
[00:03:08.200 --> 00:03:10.440]  因為珍受割禮的
[00:03:10.440 --> 00:03:13.800]  乃是我們者以神的靈敬拜
[00:03:13.800 --> 00:03:16.400]  在基督耶穌裡跨口
[00:03:16.400 --> 00:03:18.720]  不靠著肉體的
[00:03:18.720 --> 00:03:20.760]  保羅話者話
[00:03:20.760 --> 00:03:24.800]  即係話保羅以前同菲律賓教會講過呢一番嘅說話
[00:03:24.800 --> 00:03:26.400]  我以前同你講過呢番說話
[00:03:26.400 --> 00:03:27.960]  而家就再同你講
[00:03:27.960 --> 00:03:29.600]  於我並不為難
[00:03:29.600 --> 00:03:32.720]  但係佢話對菲律賓教會卻是妥當
[00:03:32.720 --> 00:03:35.040]  妥當係保護嘅意思
[00:03:35.040 --> 00:03:36.160]  即係話要話畀你聽
[00:03:36.160 --> 00:03:37.800]  你要保護自己
[00:03:37.800 --> 00:03:39.680]  佢哋要小心啲咩呢
[00:03:39.680 --> 00:03:41.560]  咁聖經跟住話畀我哋聽
[00:03:41.560 --> 00:03:44.320]  保羅叫佢哋要防備犬類
[00:03:44.320 --> 00:03:46.120]  防備作惡
[00:03:46.120 --> 00:03:49.560]  同埋防備妄自行割嘅
[00:03:49.560 --> 00:03:52.160]  聖經學者問究竟呢三個形容詞
[00:03:52.160 --> 00:03:53.760]  係形容緊三種人
[00:03:53.760 --> 00:03:55.360]  淨係形容緊一種人呢
[00:03:55.360 --> 00:03:58.080]  大部分嘅聖經學者認為佢哋仍然係
[00:03:58.080 --> 00:03:59.280]  形容緊一種人
[00:03:59.280 --> 00:04:01.160]  呢種人係做咩嘅呢
[00:04:01.160 --> 00:04:02.840]  就係佢哋周圍話畀人聽
[00:04:02.840 --> 00:04:04.440]  信耶穌唔夠㗎
[00:04:04.440 --> 00:04:07.400]  你要行埋肉身嘅割禮
[00:04:07.400 --> 00:04:09.440]  先至能夠得救
[00:04:09.440 --> 00:04:11.480]  喺救藥割禮
[00:04:11.480 --> 00:04:13.720]  係神同埋人立藥嘅記號
[00:04:13.720 --> 00:04:15.800]  但係喺新藥嘅時期呢
[00:04:15.800 --> 00:04:18.680]  已經藉住耶穌嘅死同埋復活實現
[00:04:18.680 --> 00:04:20.120]  今日我哋嘅生命信耶穌
[00:04:20.120 --> 00:04:22.840]  我哋已經受咗真正嘅割禮
[00:04:22.840 --> 00:04:25.880]  而唔再需要接受肉身嘅割禮
[00:04:25.880 --> 00:04:27.920]  其實呢啲所有嘢我哋都知道喇
[00:04:27.920 --> 00:04:29.760]  因為我哋之前睇唔同嘅新藥書卷
[00:04:29.760 --> 00:04:32.120]  特別加拉太書嘅時候我哋已經睇過喇
[00:04:32.120 --> 00:04:33.480]  咁所以保羅話
[00:04:33.480 --> 00:04:36.480]  你要小心呢啲人呀
[00:04:36.480 --> 00:04:38.320]  呢度呢保羅跟住講喇
[00:04:38.320 --> 00:04:41.920]  咁真正割禮意義又係乜嘢嘅呢
[00:04:41.920 --> 00:04:43.960]  原來真正受割禮
[00:04:43.960 --> 00:04:47.440]  真正有耶穌喺生命裏面嘅人
[00:04:47.440 --> 00:04:49.000]  係會有幾種好特別嘅特質
[00:04:49.000 --> 00:04:52.000]  第一係以神經靈敬拜
[00:04:52.000 --> 00:04:55.800]  第二佢係喺基督耶穌裏面跨口㗎
[00:04:55.800 --> 00:04:57.280]  係唔會靠自己㗎
[00:04:57.280 --> 00:04:58.480]  唔會靠自己嘅行為
[00:04:58.480 --> 00:05:00.200]  因為知道靠自己唔得㗎
[00:05:00.200 --> 00:05:02.040]  係靠耶穌基督
[00:05:02.040 --> 00:05:04.360]  係不靠著肉體嘅
[00:05:04.360 --> 00:05:07.440]  肉體喺新藥係代表人嘅身體
[00:05:07.440 --> 00:05:09.560]  代表人嘅標準
[00:05:09.560 --> 00:05:12.320]  人嘅本性或者人所依靠嘅嘢
[00:05:12.320 --> 00:05:15.440]  保羅話我哋唔係再依靠呢啲嘢㗎啦
[00:05:15.440 --> 00:05:17.640]  我哋係依靠耶穌
[00:05:17.640 --> 00:05:19.240]  所以喺呢一度其實我哋見到
[00:05:19.240 --> 00:05:21.680]  保羅嘅生命有個好大嘅轉向
[00:05:21.680 --> 00:05:23.640]  過去佢係信奉猶太教嘅人
[00:05:23.640 --> 00:05:25.760]  佢係相信肉身嘅割禮
[00:05:25.760 --> 00:05:27.440]  但當佢信咗耶穌之後
[00:05:27.440 --> 00:05:30.320]  佢話生命並唔係咁樣
[00:05:30.320 --> 00:05:32.160]  於是我哋繼續睇落去嘅時候
[00:05:32.160 --> 00:05:34.120]  保羅就話畀我哋聽
[00:05:34.120 --> 00:05:37.320]  佢生命經歷咗咩嘅轉變
[00:05:37.320 --> 00:05:39.560]  我哋首先一齊呢去讀第四節
[00:05:39.560 --> 00:05:40.560]  第六節好唔好
[00:05:40.560 --> 00:05:41.080]  我哋一齊讀
[00:05:41.080 --> 00:05:42.320]  一二三
[00:05:42.320 --> 00:05:45.480]  其實我也可以靠肉睇
[00:05:45.480 --> 00:05:48.680]  若是別人想他可以靠肉睇
[00:05:48.680 --> 00:05:51.160]  我更可以靠著了
[00:05:51.160 --> 00:05:53.520]  我第八天受割禮
[00:05:53.520 --> 00:05:57.280]  我是以色列族變亞文支派的人
[00:05:57.280 --> 00:06:00.480]  是希伯來人所生的希伯來人
[00:06:00.480 --> 00:06:03.600]  就律法說我是法利賽人
[00:06:03.600 --> 00:06:07.000]  就熱心說我是迫不教會的
[00:06:07.000 --> 00:06:09.000]  就律法上的義說
[00:06:09.000 --> 00:06:11.280]  我是無可指責的
[00:06:11.280 --> 00:06:14.800]  如果我要靠你剛才講的那些
[00:06:14.800 --> 00:06:16.400]  其實我都可以靠
[00:06:16.400 --> 00:06:17.840]  你唔好以為我不可以靠
[00:06:17.840 --> 00:06:20.600]  保羅話其實我是第八天受割禮
[00:06:20.600 --> 00:06:23.400]  什麼代表第八天受割禮呢
[00:06:23.400 --> 00:06:25.400]  即係話佢係真正嘅以色列人
[00:06:25.400 --> 00:06:26.600]  因為真正嘅以色列人
[00:06:26.600 --> 00:06:27.680]  係佢哋生咗嬰兒
[00:06:27.680 --> 00:06:29.040]  男嬰兒之後
[00:06:29.040 --> 00:06:31.840]  要按照規定第八天同佢受割禮
[00:06:31.840 --> 00:06:34.000]  但係點解有啲人會之後先受割禮
[00:06:34.000 --> 00:06:34.960]  因為有啲人呢
[00:06:34.960 --> 00:06:37.760]  佢係做咗成人先至信奉猶太教
[00:06:37.760 --> 00:06:38.920]  佢信咗成人之後
[00:06:38.920 --> 00:06:40.080]  先信奉猶太教呢
[00:06:40.080 --> 00:06:41.560]  咁佢就成人先做割禮
[00:06:41.560 --> 00:06:42.960]  所以保羅係度好清楚講
[00:06:42.960 --> 00:06:46.040]  我係純正嘅以色列人
[00:06:46.040 --> 00:06:48.360]  佢係以色列族
[00:06:48.360 --> 00:06:50.920]  變亞敏之派嘅人
[00:06:50.920 --> 00:06:52.680]  咁呢度呢其實我哋知道呢
[00:06:52.680 --> 00:06:56.440]  係變亞敏喺生命記33章12節嗰度咁樣講
[00:06:56.440 --> 00:06:58.160]  論變亞敏說
[00:06:58.160 --> 00:07:00.160]  耶和華所親愛的
[00:07:00.160 --> 00:07:02.800]  必同耶和華安然居住
[00:07:02.800 --> 00:07:05.360]  耶和華終日遮蔽他
[00:07:05.360 --> 00:07:06.960]  也住在他兩肩
[00:07:06.960 --> 00:07:10.480]  總要形容呢變亞敏之派係神所親愛嘅
[00:07:10.480 --> 00:07:11.640]  唔單止係咁呀
[00:07:11.640 --> 00:07:16.600]  喺呢係以色列分為南國同埋北國嘅歷史裏面呢
[00:07:16.600 --> 00:07:22.280]  係唯有變亞敏之派同猶太之派組成咗南國
[00:07:22.280 --> 00:07:26.640]  而呢聖殿亦都喺變亞敏之派嘅地裏面
[00:07:26.640 --> 00:07:31.280]  亦都呢我哋知道當北國以色列被亞述去征服嘅時候呢
[00:07:31.280 --> 00:07:33.560]  佢哋帶咗好多唔同種族嘅人呢
[00:07:33.560 --> 00:07:35.840]  去到嗰度同佢哋通婚呀
[00:07:35.840 --> 00:07:37.920]  但係南國冇呢個問題
[00:07:37.920 --> 00:07:42.280]  所以好多人眼中南國係血統純正
[00:07:42.280 --> 00:07:47.600]  所以保羅話就佢係以色列做變亞敏之派嘅人
[00:07:47.600 --> 00:07:51.600]  就係希伯來人所生嘅希伯來人
[00:07:51.600 --> 00:07:55.760]  保羅話呢我唔單止呢有好優越嘅血統喎
[00:07:55.760 --> 00:07:59.080]  我更加呢有人覺得好好嘅成就
[00:07:59.080 --> 00:08:01.160]  佢話我係法利塞人
[00:08:01.160 --> 00:08:04.360]  嗱咁當然呢我哋而家成日諗就喺聖經裏面
[00:08:04.360 --> 00:08:06.600]  對法利塞人有好多負面嘅思想㗎
[00:08:06.600 --> 00:08:10.960]  但係法利塞人當陣時喺社會上面係受尊敬嘅人
[00:08:10.960 --> 00:08:13.200]  因為佢哋好熟悉同埋遵守律法
[00:08:13.200 --> 00:08:17.800]  佢哋係以生活嘅敬虔同埋對律法嘅遵守見稱
[00:08:17.800 --> 00:08:20.360]  佢話唔單止係咁呀我仲係一個好熱心嘅人
[00:08:20.360 --> 00:08:23.040]  因為當陣時呢猶太人就好熱心做咩呀
[00:08:23.040 --> 00:08:24.280]  迫迫教會
[00:08:24.280 --> 00:08:27.040]  佢話我嗰時好熱心去做呢啲事㗎
[00:08:27.040 --> 00:08:31.080]  佢話更加喺律法上面佢係無可指責
[00:08:31.080 --> 00:08:33.080]  嗱呢度唔係話保羅唔會犯罪呀
[00:08:33.080 --> 00:08:36.360]  喺度唔係咁嘅意思保羅話我係能夠滿足咗
[00:08:36.360 --> 00:08:41.080]  律法禮儀同埋倫理上面嘅要求㗎
[00:08:41.080 --> 00:08:43.280]  嘩保羅話我以前如果要靠呢啲
[00:08:43.280 --> 00:08:44.800]  我要攞呢啲出嚟威
[00:08:44.800 --> 00:08:46.520]  我威過你啦
[00:08:46.520 --> 00:08:48.280]  但係跟住保羅講嘅嘢
[00:08:48.280 --> 00:08:51.240]  話今日我睇嘢完全唔同喇
[00:08:51.240 --> 00:08:53.240]  保羅睇嘢點樣完全唔同呢
[00:08:53.240 --> 00:08:55.360]  我哋睇第七至第十一節好唔好
[00:08:55.360 --> 00:08:57.120]  我哋一齊讀一二三
[00:08:57.120 --> 00:09:00.440]  只是我先前以為與我有益的
[00:09:00.440 --> 00:09:03.960]  我現在因基督都當作有損的
[00:09:03.960 --> 00:09:05.360]  不但如此
[00:09:05.360 --> 00:09:08.400]  我也將萬事當作有損的
[00:09:08.400 --> 00:09:13.280]  因我已認識我主基督耶穌為至寶
[00:09:13.280 --> 00:09:15.960]  我為祂已經丟棄萬事
[00:09:15.960 --> 00:09:17.400]  看作糞土
[00:09:17.400 --> 00:09:19.280]  為要得著基督
[00:09:19.280 --> 00:09:21.720]  並且得以在祂裡面
[00:09:21.720 --> 00:09:24.720]  不是有自己因律法而得的而
[00:09:24.720 --> 00:09:26.920]  乃是有信基督的而
[00:09:26.920 --> 00:09:29.520]  就是因信神而來的而
[00:09:29.520 --> 00:09:31.360]  使我認識基督
[00:09:31.360 --> 00:09:33.600]  曉得祂復活的大能
[00:09:33.600 --> 00:09:36.720]  並且曉得和祂一同受苦
[00:09:36.720 --> 00:09:38.520]  效法祂的死
[00:09:38.520 --> 00:09:41.840]  或者我也得以從死裡復活
[00:09:41.840 --> 00:09:44.080]  保羅我而家我生命完全唔同喇
[00:09:44.080 --> 00:09:45.720]  我以前覺得有益嘅嘢
[00:09:45.720 --> 00:09:46.720]  覺得正嘅嘢
[00:09:46.720 --> 00:09:48.360]  英文譯做 gain
[00:09:48.360 --> 00:09:50.040]  即係對我自己有益嘅嘢
[00:09:50.040 --> 00:09:54.280]  話而家我因為基督都當作有損
[00:09:54.280 --> 00:09:55.480]  英文譯做 loss
[00:09:55.480 --> 00:09:57.440]  即係對我嚟講係損失嚟嘅
[00:09:57.440 --> 00:09:58.200]  我話唔單止係咁
[00:09:58.200 --> 00:10:02.800]  佢話我將萬事都係當作有損
[00:10:02.800 --> 00:10:04.400]  咁點解呢 有解釋㗎喎
[00:10:04.400 --> 00:10:09.880]  因為我以認識我主耶穌基督為至寶
[00:10:09.880 --> 00:10:12.840]  喺度佢唔係話我以耶穌為至寶
[00:10:12.840 --> 00:10:14.080]  唔係咁簡單
[00:10:14.080 --> 00:10:19.440]  佢話我以認識我主耶穌基督為至寶
[00:10:19.440 --> 00:10:21.760]  認識喺舊約呢
[00:10:21.760 --> 00:10:25.880]  其實係講緊一個好親密嘅關係
[00:10:25.880 --> 00:10:28.840]  保羅話我今日覺得最正係咩
[00:10:28.840 --> 00:10:30.520]  最正唔係淨係有耶穌
[00:10:30.520 --> 00:10:33.560]  最正係我嘅生命能夠同耶穌
[00:10:33.560 --> 00:10:36.400]  有呢個親密嘅關係
[00:10:36.400 --> 00:10:40.600]  至寶係超越優越咁嘅意思
[00:10:40.600 --> 00:10:43.600]  即係話呢個世界冇嘢正得過
[00:10:43.600 --> 00:10:47.040]  同耶穌有親密嘅關係
[00:10:47.040 --> 00:10:49.360]  你係咪咁樣相信呀
[00:10:49.360 --> 00:10:52.240]  你係咪咁樣相信呀
[00:10:52.240 --> 00:10:54.880]  你覺得唔係你都唔敢講
[00:10:54.880 --> 00:10:58.000]  但係今日好重要
[00:10:58.000 --> 00:11:01.600]  保羅話我同耶穌有親密嘅關係
[00:11:01.600 --> 00:11:04.040]  重要過其他一切嘅嘢
[00:11:04.040 --> 00:11:06.720]  所以佢話佢生命嘅目標
[00:11:06.720 --> 00:11:09.200]  就係要得著基督
[00:11:09.200 --> 00:11:12.160]  所以當我哋生命目標
[00:11:12.160 --> 00:11:14.040]  係話要得著基督嘅時候呢
[00:11:14.040 --> 00:11:16.600]  我哋生命有好重要嘅特質
[00:11:16.600 --> 00:11:17.440]  第一個特質係
[00:11:17.440 --> 00:11:19.320]  曉得佢復活嘅大能
[00:11:19.320 --> 00:11:22.360]  就係耶穌復活嘅大能喺我生命裏面
[00:11:22.360 --> 00:11:25.920]  我哋經歷咗耶穌赦罪嘅恩典
[00:11:25.920 --> 00:11:27.600]  每一次其實特別喺聖餐
[00:11:27.600 --> 00:11:28.680]  我哋都再一次
[00:11:28.680 --> 00:11:30.560]  讓耶穌赦罪嘅恩典
[00:11:30.560 --> 00:11:32.280]  去更生我哋嘅生命
[00:11:32.280 --> 00:11:35.240]  我哋嘅生命脫離我哋自己嘅情慾
[00:11:35.240 --> 00:11:38.120]  我哋嘅生命唔再喺罪嘅裏面
[00:11:38.120 --> 00:11:40.960]  我哋嘅生命改變同埋更生
[00:11:40.960 --> 00:11:44.440]  並且和他一同受苦
[00:11:44.440 --> 00:11:46.280]  效法他的死
[00:11:46.280 --> 00:11:47.400]  即係話當我哋嘅生命
[00:11:47.400 --> 00:11:49.440]  係同耶穌連結嘅時候
[00:11:49.440 --> 00:11:51.800]  我哋嘅生命亦都學習
[00:11:51.800 --> 00:11:53.440]  為主擺上
[00:11:53.440 --> 00:11:56.120]  同基督同死同復活
[00:11:56.120 --> 00:11:59.800]  並且進入神嘅榮耀
[00:11:59.800 --> 00:12:01.160]  今日我哋嘅生命
[00:12:01.160 --> 00:12:03.480]  有冇經歷呢一種價值觀
[00:12:03.480 --> 00:12:06.920]  同埋人生方向嘅重整呢
[00:12:06.920 --> 00:12:08.360]  大家一定會聽過
[00:12:08.360 --> 00:12:10.840]  《奇異恩典》呢一首詩歌
[00:12:10.840 --> 00:12:12.120]  但我唔知大家知唔知道
[00:12:12.120 --> 00:12:13.880]  《奇異恩典》作者
[00:12:13.880 --> 00:12:15.080]  約翰·牛頓穆斯
[00:12:15.080 --> 00:12:16.480]  係一個乜嘢嘅人
[00:12:16.480 --> 00:12:19.520]  佢嘅媽媽係一個好虔誠嘅基督徒
[00:12:19.520 --> 00:12:22.240]  但係佢七歲嗰年就返咗天家
[00:12:22.240 --> 00:12:23.920]  所以當佢成長之後呢
[00:12:23.920 --> 00:12:25.240]  約翰·牛頓成為咗一個
[00:12:25.240 --> 00:12:28.520]  從事販賣奴隸貿易嘅人
[00:12:28.520 --> 00:12:31.280]  佢曾經喺奴隸船上面
[00:12:31.280 --> 00:12:32.800]  佢經歷風暴
[00:12:32.800 --> 00:12:34.320]  佢同神呼求
[00:12:34.320 --> 00:12:37.280]  神就幫佢化險為夷
[00:12:37.280 --> 00:12:40.000]  佢亦都喺販賣奴隸嘅過程裏面
[00:12:40.000 --> 00:12:41.600]  患過重病
[00:12:41.600 --> 00:12:43.120]  跟住佢祈禱嘅時候
[00:12:43.120 --> 00:12:44.440]  就得著醫治
[00:12:44.440 --> 00:12:46.800]  所以佢決定佢嘅生命要改變
[00:12:46.800 --> 00:12:49.640]  佢要徹底跟隨耶穌
[00:12:49.640 --> 00:12:51.840]  讓耶穌帶領佢嘅生命
[00:12:51.840 --> 00:12:53.720]  佢戒曬自己嘅壞習慣
[00:12:53.720 --> 00:12:54.840]  佢唔再去賭錢
[00:12:54.840 --> 00:12:56.320]  唔再瘀酒
[00:12:56.320 --> 00:12:58.440]  並且佢仲要攞一位牧師喎
[00:12:58.440 --> 00:13:00.720]  佢係聖公會嘅一位牧師
[00:13:00.720 --> 00:13:04.520]  而佢一生盡佢嘅精力之後做咩呢
[00:13:04.520 --> 00:13:06.440]  佢一生盡佢嘅精力
[00:13:06.440 --> 00:13:09.040]  去反對奴隸嘅制度
[00:13:09.040 --> 00:13:11.680]  一個以前去從事奴隸貿易
[00:13:11.680 --> 00:13:13.480]  攞利益嘅人
[00:13:13.480 --> 00:13:16.200]  當佢被耶穌改變嘅時候
[00:13:16.200 --> 00:13:19.160]  佢一生反對奴隸嘅制度
[00:13:19.160 --> 00:13:20.360]  佢嘅生命
[00:13:20.360 --> 00:13:23.560]  佢嘅價值觀同人生方向徹底嘅改變
[00:13:23.560 --> 00:13:25.880]  佢寫咗好多好美麗嘅詩歌
[00:13:25.880 --> 00:13:29.640]  包括我哋今日仍然唱緊嘅奇異恩典
[00:13:29.640 --> 00:13:32.520]  喺佢嘅慕智明嗰度咁樣講
[00:13:32.520 --> 00:13:35.080]  佢話約翰牛頓牧師
[00:13:35.080 --> 00:13:37.760]  從前係一個犯罪作惡
[00:13:37.760 --> 00:13:39.840]  不信上帝的人
[00:13:39.840 --> 00:13:43.880]  曾經喺非洲作為奴隸嘅僕人
[00:13:43.880 --> 00:13:46.920]  但佢話今日藉住主耶穌基督
[00:13:46.920 --> 00:13:48.920]  豐盛嘅憐憫
[00:13:48.920 --> 00:13:52.000]  得蒙保守並且赦免
[00:13:52.000 --> 00:13:55.640]  被子派去廣傳福音
[00:13:55.640 --> 00:13:58.880]  佢喺慕智明講咗佢自己嘅價值觀
[00:13:58.880 --> 00:14:00.920]  同埋生命嘅改變
[00:14:00.920 --> 00:14:03.560]  但今日我哋都要問我哋呢個問題
[00:14:03.560 --> 00:14:06.640]  今日我哋生命係咪真係以
[00:14:06.640 --> 00:14:08.680]  認識耶穌基督為止
[00:14:08.680 --> 00:14:10.600]  我哋渴唔渴望
[00:14:10.600 --> 00:14:13.320]  同耶穌建立呢個親密嘅關係
[00:14:13.320 --> 00:14:17.480]  我哋嘅生命有冇經歷神復活嘅大能
[00:14:17.480 --> 00:14:21.960]  我哋嘅生命有冇被神赦罪嘅恩典去更新
[00:14:21.960 --> 00:14:23.280]  今日我哋要問自己
[00:14:23.280 --> 00:14:24.680]  究竟我哋信咗耶穌之後
[00:14:24.680 --> 00:14:26.680]  我哋嘅價值觀有冇改變
[00:14:26.680 --> 00:14:29.440]  因為我哋嘅價值觀同未信嘅係一樣嘅
[00:14:29.440 --> 00:14:30.800]  究竟我哋嘅人生方向
[00:14:30.800 --> 00:14:33.080]  有冇因為信咗耶穌而改變
[00:14:33.080 --> 00:14:33.960]  如果冇嘅時候
[00:14:33.960 --> 00:14:35.560]  如果我哋嘅人生方向
[00:14:35.560 --> 00:14:37.720]  同未信嘅人生方向一樣嘅時候
[00:14:37.720 --> 00:14:39.600]  其實我哋要問自己一個問題
[00:14:39.600 --> 00:14:41.960]  我哋係咪真係信耶穌
[00:14:41.960 --> 00:14:44.400]  所以今日當我哋信耶穌嘅時候
[00:14:44.400 --> 00:14:49.520]  我哋會經歷價值觀同埋人生方向嘅改變
[00:14:49.520 --> 00:14:51.680]  今日當我哋去繼續睇
[00:14:51.680 --> 00:14:54.640]  當我哋嘅生命咁樣經歷改變嘅時候
[00:14:54.640 --> 00:14:56.640]  第二個學習嘅功課
[00:14:56.640 --> 00:15:02.080]  就係忘記背後包括好的努力面前
[00:15:02.080 --> 00:15:03.840]  當我哋去做呢個題目嘅時候
[00:15:03.840 --> 00:15:05.160]  陳牧師其實指正我
[00:15:05.160 --> 00:15:05.840]  其實呢
[00:15:05.840 --> 00:15:08.440]  忘記背後一直都係講忘記好嗰啲㗎啫
[00:15:08.440 --> 00:15:09.960]  唔係包括好嗰啲
[00:15:09.960 --> 00:15:11.960]  係一直都係忘記好嗰啲
[00:15:11.960 --> 00:15:15.440]  忘記背後好的嘢努力面前
[00:15:15.440 --> 00:15:16.840]  我哋一齊讀呢段聖經好唔好
[00:15:16.840 --> 00:15:18.400]  十二至十六節我哋一齊讀好唔好
[00:15:18.400 --> 00:15:19.520]  一二三
[00:15:19.520 --> 00:15:22.520]  這不是說我已經得著了
[00:15:22.520 --> 00:15:24.200]  已經完全了
[00:15:24.200 --> 00:15:26.480]  我乃是竭力追求
[00:15:26.480 --> 00:15:29.080]  或者可以得著基督耶穌
[00:15:29.080 --> 00:15:30.880]  所以得著我的
[00:15:30.880 --> 00:15:31.720]  弟兄們
[00:15:31.720 --> 00:15:34.680]  我不是以為自己已經得著了
[00:15:34.680 --> 00:15:36.400]  我只有一件事
[00:15:36.400 --> 00:15:39.920]  就是忘記背後努力面前的
[00:15:39.920 --> 00:15:41.840]  向著標竿直考
[00:15:41.840 --> 00:15:44.240]  要得神在基督耶穌裡
[00:15:44.240 --> 00:15:47.320]  從上面照我來得的獎賞
[00:15:47.320 --> 00:15:50.480]  所以我哋中間凡是完全人
[00:15:50.480 --> 00:15:52.720]  總要存這樣的心
[00:15:52.720 --> 00:15:55.920]  若在什麼事上存別樣的心
[00:15:55.920 --> 00:15:58.760]  神也必以此指示你們
[00:15:58.760 --> 00:16:01.520]  然而我哋到了什麼地步
[00:16:01.520 --> 00:16:04.080]  就當照著什麼地步行
[00:16:04.080 --> 00:16:07.480]  一開始保羅講嘅樣可能你啱啱睇落去都覺得好奇怪
[00:16:07.480 --> 00:16:09.320]  保羅話我唔係話我已經得著
[00:16:09.320 --> 00:16:10.480]  已經完全了
