
[00:00:00.000 --> 00:00:03.000]  後頂姐妹平安
[00:01:33.000 --> 00:01:38.000]  我們將敬拜延展到我們的家庭當中
[00:01:38.000 --> 00:01:43.000]  延展到在家庭當中
[00:01:43.000 --> 00:01:49.000]  讓我們一起去讀一段經文
[00:01:49.000 --> 00:01:51.000]  這段經文是我選讀了
[00:01:51.000 --> 00:01:57.000]  在《若珠雅記》二十四章十四至二十四節
[00:01:57.000 --> 00:01:59.000]  我會讀雙節
[00:01:59.000 --> 00:02:02.000]  弟兄姊妹來讀單節
[00:02:02.000 --> 00:02:04.000]  就是紅色那些字
[00:02:04.000 --> 00:02:07.000]  在網上的弟兄姊妹
[00:02:07.000 --> 00:02:11.000]  都一起來讀紅色單節的經文
[00:02:11.000 --> 00:02:12.000]  好 開始
[00:02:12.000 --> 00:02:16.000]  現在你們要敬畏耶和華
[00:02:16.000 --> 00:02:18.000]  誠心實意地侍奉他
[00:02:18.000 --> 00:02:22.000]  將你們列祖在大河那邊
[00:02:22.000 --> 00:02:26.000]  和在埃及所侍奉的神除掉
[00:02:26.000 --> 00:02:28.000]  去侍奉耶和華
[00:02:28.000 --> 00:02:51.000]  (廣東話)
[00:02:51.000 --> 00:02:52.000]  百姓回答說
[00:02:52.000 --> 00:02:56.000]  我們斷不敢離棄耶和華去侍奉別神
[00:02:56.000 --> 00:03:16.000]  (廣東話)
[00:03:16.000 --> 00:03:19.000]  耶和華又把住此地的阿摩尼人
[00:03:19.000 --> 00:03:22.000]  都從我們面前趕出去
[00:03:22.000 --> 00:03:25.000]  所以我們必侍奉耶和華
[00:03:25.000 --> 00:03:27.000]  因為祂是我們的神
[00:03:27.000 --> 00:03:40.000]  (廣東話)
[00:03:40.000 --> 00:03:45.000]  你們若離棄耶和華去侍奉愛邦神
[00:03:45.000 --> 00:03:47.000]  耶和華在降福之後
[00:03:47.000 --> 00:03:49.000]  必轉移降禍於你們
[00:03:49.000 --> 00:03:51.000]  把你們滅絕
[00:03:51.000 --> 00:03:58.000]  (廣東話)
[00:03:58.000 --> 00:04:00.000]  日治亞對百姓說
[00:04:00.000 --> 00:04:04.000]  你們選定耶和華要侍奉祂
[00:04:04.000 --> 00:04:06.000]  你們自己作見證吧
[00:04:06.000 --> 00:04:07.000]  他們說
[00:04:07.000 --> 00:04:09.000]  我們願意作見證
[00:04:09.000 --> 00:04:19.000]  (廣東話)
[00:04:19.000 --> 00:04:21.000]  我們一起讀二十四節吧
[00:04:21.000 --> 00:04:23.000]  百姓回答若施亞說
[00:04:23.000 --> 00:04:26.000]  我們必侍奉耶和華
[00:04:26.000 --> 00:04:27.000]  我們的神
[00:04:27.000 --> 00:04:29.000]  聽從祂的話
[00:04:29.000 --> 00:04:33.000]  剛剛提到我們今年教會的主題
[00:04:33.000 --> 00:04:35.000]  成為教會的
[00:04:35.000 --> 00:04:37.000]  成為敬拜的群體
[00:04:37.000 --> 00:04:39.000]  我們今季是說到
[00:04:39.000 --> 00:04:43.000]  將敬拜延展到我們的家庭當中
[00:04:43.000 --> 00:04:46.000]  延展到家庭當中
[00:04:46.000 --> 00:04:48.000]  在好幾年前
[00:04:48.000 --> 00:04:50.000]  2013年的時候
[00:04:50.000 --> 00:04:53.000]  美國馬鞍峰教會的
[00:04:53.000 --> 00:04:56.000]  抗會牧師華里克牧師
[00:04:56.000 --> 00:05:00.000]  也就是直奔彪竿的作者
[00:05:00.000 --> 00:05:03.000]  他二十七歲的小兒子Matthew
[00:05:03.000 --> 00:05:07.000]  因為受到精神問題的影響
[00:05:07.000 --> 00:05:09.000]  而自殺身亡
[00:05:09.000 --> 00:05:13.000]  華里克牧師在他的公開信上表示
[00:05:13.000 --> 00:05:17.000]  他說我無法用言語來表達
[00:05:17.000 --> 00:05:19.000]  他的傷痛
[00:05:19.000 --> 00:05:24.000]  弟兄姊妹為他一家來討共
[00:05:24.000 --> 00:05:26.000]  世界各地的信徒
[00:05:26.000 --> 00:05:30.000]  都為這件事感到很震驚
[00:05:30.000 --> 00:05:31.000]  心痛
[00:05:31.000 --> 00:05:33.000]  甚至很疑惑
[00:05:33.000 --> 00:05:35.000]  為什麼這麼出名的牧師
[00:05:35.000 --> 00:05:38.000]  他的兒子會有這樣的表現呢
[00:05:38.000 --> 00:05:41.000]  究竟牧師是怎樣
[00:05:41.000 --> 00:05:44.000]  牧養他的兒子的呢
[00:05:44.000 --> 00:05:47.000]  將Matthew的死
[00:05:47.000 --> 00:05:51.000]  和他爸爸牧師的身份糾纏在一起
[00:05:51.000 --> 00:05:53.000]  究竟Matthew有沒有
[00:05:53.000 --> 00:05:55.000]  好像他爸爸一樣
[00:05:55.000 --> 00:05:58.000]  去侍奉神呢
[00:05:58.000 --> 00:06:00.000]  這件事讓我聯想起
[00:06:00.000 --> 00:06:04.000]  約書亞說過的這句話
[00:06:04.000 --> 00:06:07.000]  他說至於我和我家
[00:06:07.000 --> 00:06:10.000]  必定侍奉耶和華
[00:06:10.000 --> 00:06:11.000]  關於約書亞
[00:06:11.000 --> 00:06:14.000]  相信大家都會記得
[00:06:14.000 --> 00:06:18.000]  當他接觸摩西
[00:06:18.000 --> 00:06:20.000]  做新一代的領袖
[00:06:20.000 --> 00:06:22.000]  帶領以色列民
[00:06:22.000 --> 00:06:24.000]  去進入迦南地
[00:06:24.000 --> 00:06:26.000]  在這個時候
[00:06:26.000 --> 00:06:30.000]  神多次向約書亞說
[00:06:30.000 --> 00:06:33.000]  他說你當剛強壯膽
[00:06:33.000 --> 00:06:36.000]  大大壯膽
[00:06:36.000 --> 00:06:39.000]  叫他不要懼怕
[00:06:39.000 --> 00:06:40.000]  也不要驚慌
[00:06:40.000 --> 00:06:43.000]  因為你無論往哪裡去
[00:06:43.000 --> 00:06:46.000]  耶和華的神必與你同在
[00:06:46.000 --> 00:06:47.000]  於是
[00:06:47.000 --> 00:06:50.000]  約書亞就是靠著神
[00:06:50.000 --> 00:06:52.000]  帶著以色列人
[00:06:52.000 --> 00:06:54.000]  過約旦河
[00:06:54.000 --> 00:06:56.000]  納錫維基
[00:06:56.000 --> 00:06:59.000]  進入神應許的迦南地
[00:06:59.000 --> 00:07:03.000]  我們又試下簡單重溫一下
[00:07:03.000 --> 00:07:07.000]  約書亞記和以色列民的經歷是怎樣
[00:07:07.000 --> 00:07:09.000]  在約書亞裏面
[00:07:09.000 --> 00:07:13.000]  由第一章至十二章講到
[00:07:13.000 --> 00:07:18.000]  原來當時迦南人聽到以色列人
[00:07:18.000 --> 00:07:22.000]  他們聞風喪膽
[00:07:22.000 --> 00:07:23.000]  因為他們知道
[00:07:23.000 --> 00:07:25.000]  耶和華神為以色列人
[00:07:25.000 --> 00:07:29.000]  所行的很多奇事神蹟
[00:07:29.000 --> 00:07:32.000]  約書亞就帶著以色列人
[00:07:32.000 --> 00:07:34.000]  攻取了耶利哥
[00:07:34.000 --> 00:07:36.000]  攻取了艾城
[00:07:36.000 --> 00:07:41.000]  然後雖然迦南諸王來到聯盟
[00:07:41.000 --> 00:07:45.000]  但是以色列民都消滅了他們
[00:07:45.000 --> 00:07:48.000]  然後去到第十三至二十二章
[00:07:48.000 --> 00:07:51.000]  記載了當時神
[00:07:51.000 --> 00:07:53.000]  約書亞按著神的心意
[00:07:53.000 --> 00:07:55.000]  來到顛溝分地
[00:07:55.000 --> 00:07:57.000]  然後又講到約書亞
[00:07:57.000 --> 00:07:59.000]  記載了23章
[00:07:59.000 --> 00:08:01.000]  記載了他的遺言
[00:08:01.000 --> 00:08:06.000]  來到我們今天看的第24章
[00:08:06.000 --> 00:08:08.000]  我用了這個題目
[00:08:08.000 --> 00:08:10.000]  剛才都有講到
[00:08:10.000 --> 00:08:12.000]  但是你和你家
[00:08:12.000 --> 00:08:16.000]  是否願意侍奉耶和華呢?
[00:08:16.000 --> 00:08:18.000]  我們一起看看
[00:08:18.000 --> 00:08:23.000]  這段經文給我們有甚麼教導
[00:08:23.000 --> 00:08:28.000]  剛才我們一起讀的一段選讀的經文
[00:08:28.000 --> 00:08:30.000]  在這段經文裏面
[00:08:30.000 --> 00:08:35.000]  其實是經常出現了一個詞
[00:08:35.000 --> 00:08:39.000]  裏面經常提到侍奉
[00:08:39.000 --> 00:08:41.000]  侍奉
[00:08:41.000 --> 00:08:42.000]  又侍奉
[00:08:42.000 --> 00:08:45.000]  總共出現了有十四次這麼多
[00:08:45.000 --> 00:08:47.000]  而這十四次當中
[00:08:47.000 --> 00:08:51.000]  有九次提到侍奉耶和華
[00:08:51.000 --> 00:08:54.000]  其他幾次是講到侍奉彼神
[00:08:54.000 --> 00:08:59.000]  或者叫以色列民你們選擇侍奉哪一個呢?
[00:08:59.000 --> 00:09:03.000]  侍奉這個詞我們看上去很熟
[00:09:03.000 --> 00:09:08.000]  但是想想又好像不是太完全明白裏面的意思
[00:09:08.000 --> 00:09:11.000]  又覺得它是很神聖的
[00:09:11.000 --> 00:09:16.000]  因為我只是在教會裏面去講侍奉
[00:09:16.000 --> 00:09:18.000]  在教會之外
[00:09:18.000 --> 00:09:19.000]  出去工作
[00:09:19.000 --> 00:09:22.000]  我們就去講工作
[00:09:22.000 --> 00:09:23.000]  工作
[00:09:23.000 --> 00:09:24.000]  幫手
[00:09:24.000 --> 00:09:26.000]  或者服務
[00:09:26.000 --> 00:09:31.000]  我們只是在教會裏面去講侍奉
[00:09:31.000 --> 00:09:37.000]  不過原來這個詞在古代世界是很普通的
[00:09:37.000 --> 00:09:43.000]  意思就是表達服人服事主人的意思
[00:09:43.000 --> 00:09:45.000]  服人服事主人
[00:09:45.000 --> 00:09:49.000]  聽從主人的吩咐
[00:09:49.000 --> 00:09:53.000]  我們的主人是耶和華神
[00:09:53.000 --> 00:09:54.000]  我們侍奉神
[00:09:54.000 --> 00:09:58.000]  就是以耶和華神為我們的主人
[00:09:58.000 --> 00:10:01.000]  我們做祂的僕人
[00:10:01.000 --> 00:10:04.000]  侍奉的意思是不是就是說
[00:10:04.000 --> 00:10:08.000]  我幫神去做事的意思呢?
[00:10:08.000 --> 00:10:15.000]  我們看看以色列民是怎樣侍奉神的
[00:10:15.000 --> 00:10:17.000]  從聖經
[00:10:17.000 --> 00:10:20.000]  以色列人的歷史
[00:10:20.000 --> 00:10:28.000]  我們看得到神是怎樣去揀選祂的僕人
[00:10:28.000 --> 00:10:30.000]  神揀選了阿伯拉罕
[00:10:30.000 --> 00:10:32.000]  叫他得福
[00:10:32.000 --> 00:10:34.000]  又叫他成為多國之父
[00:10:34.000 --> 00:10:38.000]  使到萬國都得福
[00:10:38.000 --> 00:10:40.000]  又在二十四章
[00:10:40.000 --> 00:10:42.000]  第五節我們見到
[00:10:42.000 --> 00:10:45.000]  神又揀選摩西
[00:10:45.000 --> 00:10:49.000]  差遣他拯救以色列的百姓離開埃及
[00:10:49.000 --> 00:10:52.000]  在剛才我們提到的第一章
[00:10:52.000 --> 00:10:56.000]  那裡講到神揀選約書亞
[00:10:56.000 --> 00:10:58.000]  成為新一代的領袖
[00:10:58.000 --> 00:11:00.000]  叫他接續摩西
[00:11:00.000 --> 00:11:04.000]  來帶領以色列民進入迦南
[00:11:04.000 --> 00:11:06.000]  神在不同的時候
[00:11:06.000 --> 00:11:08.000]  揀選他的僕人
[00:11:08.000 --> 00:11:11.000]  帶領他的子民來跟從他
[00:11:11.000 --> 00:11:14.000]  侍奉他
[00:11:14.000 --> 00:11:20.000]  而在以色列人出埃及進入迦南的歷程當中
[00:11:20.000 --> 00:11:23.000]  我們又記得那時候
[00:11:23.000 --> 00:11:25.000]  以色列人出埃及
[00:11:25.000 --> 00:11:28.000]  走了沒多久
[00:11:28.000 --> 00:11:31.000]  埃及的追兵
[00:11:31.000 --> 00:11:34.000]  追到他們去紅海
[00:11:34.000 --> 00:11:37.000]  前無去路後有追兵
[00:11:37.000 --> 00:11:41.000]  但是神為他們開路過紅海
[00:11:41.000 --> 00:11:44.000]  然後他們繼續走
[00:11:44.000 --> 00:11:47.000]  沒多久來到拉瑪這個地方
[00:11:47.000 --> 00:11:50.000]  水庫沒水喝
[00:11:50.000 --> 00:11:53.000]  他們就發出怨言
[00:11:53.000 --> 00:11:56.000]  神為他們解決飲水的問題
[00:11:56.000 --> 00:11:59.000]  又走了一段路
[00:11:59.000 --> 00:12:01.000]  大約一個月左右
[00:12:01.000 --> 00:12:04.000]  他們沒東西吃
[00:12:04.000 --> 00:12:06.000]  又再次發怨言
[00:12:06.000 --> 00:12:08.000]  他們埋怨
[00:12:08.000 --> 00:12:11.000]  是不是要把他們餓死在這裡
[00:12:11.000 --> 00:12:14.000]  在埃及那裡多好
[00:12:14.000 --> 00:12:16.000]  那裡更好
[00:12:16.000 --> 00:12:19.000]  為什麼要帶我們來這裡呢
[00:12:19.000 --> 00:12:25.000]  當摩西上西乃山拿法板的時候
[00:12:25.000 --> 00:12:29.000]  以色列民在山下鑄造金牛
[00:12:29.000 --> 00:12:32.000]  因此我們可以看得見
[00:12:32.000 --> 00:12:36.000]  現在以色列民能夠進入迦南
[00:12:36.000 --> 00:12:40.000]  並不是因為他們一直依靠神
[00:12:40.000 --> 00:12:44.000]  不是他們對神很有信心
[00:12:44.000 --> 00:12:47.000]  也不是因為他們本事
[00:12:47.000 --> 00:12:50.000]  好做得好捱得
[00:12:50.000 --> 00:12:54.000]  在經文第三節至第七節裡
[00:12:54.000 --> 00:12:58.000]  神這樣說他們
[00:12:58.000 --> 00:13:00.000]  這裡說
[00:13:00.000 --> 00:13:03.000]  神說我將你們的列祖
[00:13:03.000 --> 00:13:06.000]  從大河那邊帶出來來到迦南
[00:13:06.000 --> 00:13:09.000]  我差遣摩西亞倫在埃及行神職
[00:13:09.000 --> 00:13:12.000]  令你們的列祖出埃及
[00:13:12.000 --> 00:13:18.000]  又帶領他們在被追擊的時候過紅海
[00:13:18.000 --> 00:13:20.000]  到第八節
[00:13:20.000 --> 00:13:21.000]  到第十三節
[00:13:21.000 --> 00:13:23.000]  那裡神繼續說
[00:13:23.000 --> 00:13:26.000]  祂說我賜給你們的地圖
[00:13:26.000 --> 00:13:29.000]  非你們所修置的
[00:13:29.000 --> 00:13:31.000]  我賜給你們的聖衣
[00:13:31.000 --> 00:13:33.000]  非你們所建造的
[00:13:33.000 --> 00:13:36.000]  你們就住在當中
[00:13:36.000 --> 00:13:40.000]  又來吃那些非你們所栽種的葡萄園
[00:13:40.000 --> 00:13:42.000]  橄欖園的果子
[00:13:42.000 --> 00:13:44.000]  耶和華神提醒他們
[00:13:44.000 --> 00:13:47.000]  今天你們終於來到迦南這個地圖
[00:13:47.000 --> 00:13:50.000]  但這些並不是因為你們的能力
[00:13:50.000 --> 00:13:54.000]  而是我耶和華神所賜
[00:13:54.000 --> 00:13:57.000]  是我耶和華的作為
[00:13:57.000 --> 00:14:00.000]  原來不是我們為神做事
[00:14:00.000 --> 00:14:05.000]  而是神為以色列人做了很多事
[00:14:05.000 --> 00:14:07.000]  因此我們見到
[00:14:07.000 --> 00:14:12.000]  侍奉的基礎原來是神的揀選
[00:14:12.000 --> 00:14:16.000]  是神讓我們有機會參與祂的工作
[00:14:16.000 --> 00:14:20.000]  是神的作為並不是因為我們本事
[00:14:20.000 --> 00:14:22.000]  不是因為我們有信心聰明
[00:14:22.000 --> 00:14:25.000]  能夠為神做到很多事
[00:14:25.000 --> 00:14:29.000]  反而我們卻是經歷到神很多的作為
[00:14:29.000 --> 00:14:31.000]  祂所成就的
[00:14:31.000 --> 00:14:35.000]  是超乎我們所想所求
[00:14:35.000 --> 00:14:37.000]  也是神的恩典
[00:14:37.000 --> 00:14:38.000]  在侍奉的當中
[00:14:38.000 --> 00:14:41.000]  常常令我們感到驚訝
[00:14:41.000 --> 00:14:45.000]  神有很多充足的供應預備
[00:14:45.000 --> 00:14:48.000]  我們能夠經歷到祂的大能
[00:14:48.000 --> 00:14:52.000]  經歷到祂很多的恩典
[00:14:52.000 --> 00:14:54.000]  但不少時候
[00:14:54.000 --> 00:14:58.000]  我們以為是我們為神做了很多事
[00:14:58.000 --> 00:15:00.000]  但原來我們所做的事
[00:15:00.000 --> 00:15:03.000]  能夠成就到
[00:15:03.000 --> 00:15:06.000]  其實是神自己的作為
[00:15:06.000 --> 00:15:09.000]  在《新約聖經》也是這樣說
[00:15:09.000 --> 00:15:12.000]  在《耳福所書》第二章
[00:15:12.000 --> 00:15:14.000]  八至十節
[00:15:14.000 --> 00:15:18.000]  其實我們也很熟悉這句經文
[00:15:18.000 --> 00:15:20.000]  在《耳福所書》這樣說
[00:15:20.000 --> 00:15:24.000]  「你們得救是神的恩典
[00:15:24.000 --> 00:15:27.000]  不是出於你自己
[00:15:27.000 --> 00:15:29.000]  是神賜的
[00:15:29.000 --> 00:15:31.000]  不是出於你的行為
[00:15:31.000 --> 00:15:34.000]  你們不能誇口」
[00:15:34.000 --> 00:15:36.000]  第十節這樣說
[00:15:36.000 --> 00:15:39.000]  「我們原是祂的工作
[00:15:39.000 --> 00:15:44.000]  在基督耶穌裡造成的」
[00:15:44.000 --> 00:15:47.000]  原來就算我們在教會
[00:15:47.000 --> 00:15:49.000]  參與很多的侍奉
[00:15:49.000 --> 00:15:56.000]  不要以為神需要我去幫祂
[00:15:56.000 --> 00:15:58.000]  我們侍奉神
[00:15:58.000 --> 00:16:01.000]  是基於神讓我們有機會
[00:16:01.000 --> 00:16:04.000]  有份參與祂的工作
[00:16:04.000 --> 00:16:08.000]  我們願意讓神在我們身上作供
[00:16:08.000 --> 00:16:10.000]  願意聽祂的話
[00:16:10.000 --> 00:16:12.000]  願意信服祂
[00:16:12.000 --> 00:16:14.000]  跟從祂
[00:16:14.000 --> 00:16:17.000]  就基於以上的原因
[00:16:17.000 --> 00:16:22.000]  就是以色列民今天能夠從埃及進到迦南
[00:16:22.000 --> 00:16:24.000]  原來是神的作為
[00:16:24.000 --> 00:16:28.000]  所以約斯亞跟著跟以色列民說
[00:16:28.000 --> 00:16:31.000]  「現在你們要敬畏耶和華
[00:16:31.000 --> 00:16:34.000]  要誠心實意地侍奉祂
[00:16:34.000 --> 00:16:38.000]  要將你們以前列祖的偶像除掉
[00:16:38.000 --> 00:16:41.000]  去侍奉耶和華」
[00:16:41.000 --> 00:16:44.000]  約斯亞叫以色列人
[00:16:44.000 --> 00:16:48.000]  要誠心實意地去侍奉祂
[00:16:48.000 --> 00:16:52.000]  叫他們真心去選擇
[00:16:52.000 --> 00:16:56.000]  願不願意去侍奉神呢?
[00:16:56.000 --> 00:16:57.000]  是的
[00:16:57.000 --> 00:17:02.000]  真誠和真心是很重要的
[00:17:02.000 --> 00:17:04.000]  我們侍奉神
[00:17:04.000 --> 00:17:07.000]  是不能假扮的
[00:17:07.000 --> 00:17:11.000]  即使我們外表可以扮到很虔誠的樣子
[00:17:11.000 --> 00:17:13.000]  有句話是這樣說的
[00:17:13.000 --> 00:17:15.000]  我們騙到人
[00:17:15.000 --> 00:17:17.000]  也騙不到自己
[00:17:17.000 --> 00:17:19.000]  就算我們連自己也騙了
[00:17:19.000 --> 00:17:22.000]  但是神是看人內心
[00:17:22.000 --> 00:17:25.000]  在神面前我們內心如何
[00:17:25.000 --> 00:17:27.000]  是不能假扮的
[00:17:27.000 --> 00:17:30.000]  我們敬拜神也是這樣
[00:17:30.000 --> 00:17:34.000]  其實敬拜和侍奉原本是同一個字
[00:17:34.000 --> 00:17:36.000]  在《約翰福音》那裡說
[00:17:36.000 --> 00:17:42.000]  真正拜父的要用心靈誠實地拜祂
[00:17:42.000 --> 00:17:46.000]  因為父要這樣的人拜祂
[00:17:46.000 --> 00:17:48.000]  約斯亞又跟他們說
[00:17:48.000 --> 00:17:52.000]  如果你們覺得侍奉耶和華不好
[00:17:52.000 --> 00:17:54.000]  你們可以選擇
[00:17:54.000 --> 00:17:56.000]  你們要侍奉耶和華神呢?
[00:17:56.000 --> 00:17:59.000]  還是其他呢?
[00:17:59.000 --> 00:18:01.000]  不是勉強的
[00:18:01.000 --> 00:18:03.000]  不是強迫的
[00:18:03.000 --> 00:18:06.000]  是我們可以去選擇的
[00:18:06.000 --> 00:18:08.000]  就好像當日
[00:18:08.000 --> 00:18:12.000]  我們大家去決志信耶穌的時候
[00:18:12.000 --> 00:18:14.000]  也是沒有人逼你的
[00:18:14.000 --> 00:18:17.000]  沒有人威脅你的
[00:18:17.000 --> 00:18:24.000]  是你自己真心真誠的決定
[00:18:24.000 --> 00:18:28.000]  發自內心真誠的選擇
[00:18:28.000 --> 00:18:31.000]  是很重要的
[00:18:31.000 --> 00:18:35.000]  猶太人是一個很聰明的民族
[00:18:35.000 --> 00:18:38.000]  尤其是他們的教育方面
[00:18:38.000 --> 00:18:40.000]  所以近代出了很多
[00:18:40.000 --> 00:18:43.000]  拿諾貝爾獎的科學家
[00:18:43.000 --> 00:18:47.000]  他們是如何被栽培出來的呢?
[00:18:47.000 --> 00:18:51.000]  以色列的父母在他們的兒女
[00:18:51.000 --> 00:18:53.000]  幼兒階段
[00:18:53.000 --> 00:18:55.000]  在家裡的時候
[00:18:55.000 --> 00:18:58.000]  教導他們托拉
[00:18:58.000 --> 00:19:03.000]  托拉主要是講到摩西五經的律法
[00:19:03.000 --> 00:19:08.000]  還有他們先祖經歷上帝的事蹟
[00:19:08.000 --> 00:19:11.000]  最近我看了一條片
[00:19:11.000 --> 00:19:15.000]  裡面講到以色列人的教育
[00:19:15.000 --> 00:19:19.000]  他們的教育是透過思考
[00:19:19.000 --> 00:19:21.000]  發問、創新
[00:19:21.000 --> 00:19:26.000]  來鼓勵他們自由去學習
[00:19:26.000 --> 00:19:28.000]  不是去教你知識
[00:19:28.000 --> 00:19:32.000]  而是教他們如何去學習
[00:19:32.000 --> 00:19:35.000]  不是家長式的教導
[00:19:35.000 --> 00:19:37.000]  而是引導式
[00:19:37.000 --> 00:19:40.000]  引導他們如何去學習
[00:19:40.000 --> 00:19:43.000]  在香港有一間神學院
[00:19:43.000 --> 00:19:45.000]  有一個查經班
[00:19:45.000 --> 00:19:51.000]  這個查經班幫助很多弟兄姊妹去讀聖經
[00:19:51.000 --> 00:19:54.000]  裡面有一個口號
[00:19:54.000 --> 00:19:56.000]  有一個目標
[00:19:56.000 --> 00:19:59.000]  那個口號叫做
[00:19:59.000 --> 00:20:02.000]  愛聖經、愛讀經
[00:20:02.000 --> 00:20:06.000]  不是只是為了給你答案
[00:20:06.000 --> 00:20:10.000]  為了告訴你這本書是講什麼
[00:20:10.000 --> 00:20:13.000]  更加重要是讓弟兄姊妹
[00:20:13.000 --> 00:20:16.000]  自己愛慕聖經
[00:20:16.000 --> 00:20:20.000]  愛慕、很喜歡去讀聖經
[00:20:20.000 --> 00:20:24.000]  出於自己真誠的選擇
[00:20:24.000 --> 00:20:26.000]  有時候問百姓
[00:20:26.000 --> 00:20:29.000]  你們是否選擇侍奉耶和華?
[00:20:29.000 --> 00:20:32.000]  你們會怎樣選擇?
[00:20:32.000 --> 00:20:34.000]  在第十六至第十八節
[00:20:34.000 --> 00:20:36.000]  主師的百姓這樣說
[00:20:36.000 --> 00:20:41.000]  我們斷不敢離棄耶和華去侍奉其他神
[00:20:41.000 --> 00:20:45.000]  因為我們見到耶和華神為我們行了很多神蹟
[00:20:45.000 --> 00:20:47.000]  我們又經歷祂的作為
[00:20:47.000 --> 00:20:50.000]  祂拯救我們又保護我們
[00:20:50.000 --> 00:20:53.000]  所以我們必定侍奉耶和華
[00:20:53.000 --> 00:20:55.000]  真的很好
[00:20:55.000 --> 00:20:57.000]  很生性
[00:20:57.000 --> 00:21:01.000]  如果牧師聽到弟兄姊妹有這樣的回應
[00:21:01.000 --> 00:21:03.000]  開心都來不及
[00:21:03.000 --> 00:21:05.000]  但奇怪
[00:21:05.000 --> 00:21:08.000]  若子雅當時沒有馬上說
[00:21:08.000 --> 00:21:11.000]  哇,哇,哇,感謝神
[00:21:11.000 --> 00:21:13.000]  拍手掌
[00:21:13.000 --> 00:21:15.000]  反而她說
[00:21:15.000 --> 00:21:18.000]  你們不能侍奉耶和華
[00:21:18.000 --> 00:21:20.000]  在另一個日本
[00:21:20.000 --> 00:21:23.000]  現代中文的翻譯就這樣說
[00:21:23.000 --> 00:21:27.000]  可是你們不一定能夠侍奉耶和華
[00:21:27.000 --> 00:21:29.000]  侍奉上主
[00:21:29.000 --> 00:21:31.000]  為什麼呢?
[00:21:31.000 --> 00:21:33.000]  若子雅繼續說
[00:21:33.000 --> 00:21:36.000]  因為祂是聖潔的
[00:21:36.000 --> 00:21:38.000]  如果你們之後
[00:21:38.000 --> 00:21:42.000]  又再離棄耶和華去侍奉外邦神
[00:21:42.000 --> 00:21:45.000]  耶和華在降福之後
[00:21:45.000 --> 00:21:47.000]  都會降禍給你們
[00:21:47.000 --> 00:21:49.000]  將你們滅絕
[00:21:49.000 --> 00:21:51.000]  你們是不是專心
[00:21:51.000 --> 00:21:53.000]  是不是一心一意
[00:21:53.000 --> 00:21:56.000]  誠心實意地去選擇
[00:21:56.000 --> 00:21:59.000]  跟從侍奉這位神?
[00:21:59.000 --> 00:22:01.000]  說真的
[00:22:01.000 --> 00:22:03.000]  過去幾十年
[00:22:03.000 --> 00:22:05.000]  若子雅看著這群以色列人
[00:22:05.000 --> 00:22:07.000]  也看著他們的上一代
[00:22:07.000 --> 00:22:10.000]  是怎樣去跟從神呢?
[00:22:10.000 --> 00:22:11.000]  他們說
[00:22:11.000 --> 00:22:14.000]  好啊,好啊,我們跟從神啊
[00:22:14.000 --> 00:22:15.000]  跟從神
[00:22:15.000 --> 00:22:17.000]  但是轉過頭
[00:22:17.000 --> 00:22:19.000]  又會埋怨
[00:22:19.000 --> 00:22:21.000]  終於做偶像
[00:22:21.000 --> 00:22:22.000]  甚至說
[00:22:22.000 --> 00:22:25.000]  我回去埃及更好
[00:22:25.000 --> 00:22:27.000]  大家跟從神的時候
