
[00:00:00.000 --> 00:00:03.000]  今年會是一個講到的系列
[00:03:06.000 --> 00:03:09.000]  以色列人他們越來越強大
[00:03:09.000 --> 00:03:12.000]  相信有百多萬人
[00:03:12.000 --> 00:03:15.000]  因此他苦待以色列人
[00:03:15.000 --> 00:03:20.000]  壓迫他們不希望這個民族繼續成長
[00:03:20.000 --> 00:03:25.000]  而且他們將初生的男嬰殺了
[00:03:25.000 --> 00:03:32.000]  以色列人在埃及地本身其實沒有前途
[00:03:32.000 --> 00:03:40.000]  要我神使用摩西帶領以色列人出埃及
[00:03:40.000 --> 00:03:43.000]  準備進英許地
[00:03:43.000 --> 00:03:46.000]  大家都知道那個故事也不簡單
[00:03:46.000 --> 00:03:48.000]  法老王不會隨隨便便地
[00:03:48.000 --> 00:03:53.000]  去給這麼大班的生產力離開埃及地
[00:03:53.000 --> 00:04:00.000]  神要用十災去教訓法老王和埃及人
[00:04:00.000 --> 00:04:03.000]  以色列人可以過紅海
[00:04:03.000 --> 00:04:05.000]  神保護著他們
[00:04:05.000 --> 00:04:10.000]  而埃及追來的軍兵也全部死了
[00:04:10.000 --> 00:04:13.000]  在這個地圖大家看到
[00:04:13.000 --> 00:04:19.000]  在左手邊有一個紫色的路線圖
[00:04:19.000 --> 00:04:23.000]  是出埃及很可能的路線圖
[00:04:23.000 --> 00:04:26.000]  上面裏面是有不同的點
[00:04:26.000 --> 00:04:30.000]  不同的點通常是發生了這些事
[00:04:30.000 --> 00:04:32.000]  其中很多發生的事
[00:04:32.000 --> 00:04:34.000]  都是以色列人不聽話
[00:04:34.000 --> 00:04:36.000]  有很多的抗議
[00:04:36.000 --> 00:04:41.000]  以色列人雖然被耶和華神一直保護著
[00:04:41.000 --> 00:04:44.000]  用火柱雲柱去保護他們
[00:04:44.000 --> 00:04:45.000]  帶領他們
[00:04:45.000 --> 00:04:47.000]  也給他們馬拿
[00:04:47.000 --> 00:04:48.000]  給他們鵪鶉
[00:04:48.000 --> 00:04:50.000]  可以吃飽
[00:04:50.000 --> 00:04:52.000]  甚至他們沒有水的時候
[00:04:52.000 --> 00:04:54.000]  也給他們水喝
[00:04:54.000 --> 00:04:58.000]  但是以色列人就是不斷的去抗議
[00:04:58.000 --> 00:05:00.000]  神都容忍他們
[00:05:00.000 --> 00:05:06.000]  在西奈半島大家看到尖尖的底下
[00:05:06.000 --> 00:05:09.000]  就是西奈山又叫做河列山
[00:05:09.000 --> 00:05:12.000]  在這裏耶和華神給他們律法
[00:05:12.000 --> 00:05:15.000]  他們收到律法之後
[00:05:15.000 --> 00:05:18.000]  他們繼續向北走
[00:05:18.000 --> 00:05:24.000]  在接近迦南地的地方
[00:05:24.000 --> 00:05:28.000]  摩西就派12個探子去看一看
[00:05:28.000 --> 00:05:32.000]  究竟迦南地是一塊什麼樣的地方
[00:05:32.000 --> 00:05:36.000]  當12個探子裏面有10個人回來的報告
[00:05:36.000 --> 00:05:38.000]  是非常負面的
[00:05:38.000 --> 00:05:40.000]  就說那裏的人高大威猛
[00:05:40.000 --> 00:05:42.000]  很能打的
[00:05:42.000 --> 00:05:44.000]  我跟他們打一定死的
[00:05:44.000 --> 00:05:46.000]  他們城牆又高
[00:05:46.000 --> 00:05:49.000]  他們的城門又很堅固
[00:05:49.000 --> 00:05:53.000]  我們真的不能夠進入迦南地
[00:05:53.000 --> 00:05:57.000]  有兩個探子約書亞加勒就說
[00:05:57.000 --> 00:05:58.000]  可以進去
[00:05:58.000 --> 00:06:00.000]  這是神所賜的地
[00:06:00.000 --> 00:06:02.000]  流乃與物之地
[00:06:02.000 --> 00:06:05.000]  以色列人聽到這個報告之後
[00:06:05.000 --> 00:06:07.000]  就在那裏吵
[00:06:07.000 --> 00:06:09.000]  說我們寧願在埃及死
[00:06:09.000 --> 00:06:11.000]  好過來抗議
[00:06:11.000 --> 00:06:14.000]  死在這個地方
[00:06:14.000 --> 00:06:17.000]  神已經給了那麼多恩典以色列人
[00:06:17.000 --> 00:06:21.000]  見到以色列人在吵吵埋怨
[00:06:21.000 --> 00:06:23.000]  於是神說
[00:06:23.000 --> 00:06:25.000]  這班以色列人
[00:06:25.000 --> 00:06:30.000]  他們不能夠進入應許地迦南的地方
[00:06:30.000 --> 00:06:33.000]  所以第一代的人
[00:06:33.000 --> 00:06:35.000]  他們在抗議裏面
[00:06:35.000 --> 00:06:39.000]  一個一個離世
[00:06:39.000 --> 00:06:42.000]  剩下的就是第二代的人
[00:06:42.000 --> 00:06:44.000]  就是當他們在埋怨的時候
[00:06:44.000 --> 00:06:46.000]  在抗議的時候
[00:06:46.000 --> 00:06:50.000]  他們是二十歲以下的人
[00:06:50.000 --> 00:06:53.000]  這班人就可以進入迦南
[00:06:53.000 --> 00:06:56.000]  因為神是聖結的神
[00:06:56.000 --> 00:06:58.000]  一直給他們那麼多恩典
[00:06:58.000 --> 00:06:59.000]  他們都不聽話
[00:06:59.000 --> 00:07:02.000]  所以神不會賜福給第一代的人
[00:07:02.000 --> 00:07:05.000]  神就將第二代的人
[00:07:05.000 --> 00:07:10.000]  準備他們進入迦南地
[00:07:10.000 --> 00:07:12.000]  在進入迦南地
[00:07:12.000 --> 00:07:16.000]  其實對第二代的人都不是容易的
[00:07:16.000 --> 00:07:22.000]  但是摩西就要講很多的說話
[00:07:22.000 --> 00:07:24.000]  將神的心意
[00:07:24.000 --> 00:07:26.000]  神的旨意、律法
[00:07:26.000 --> 00:07:30.000]  再一次的很清楚的解釋給他們聽
[00:07:30.000 --> 00:07:33.000]  一開始摩西就說
[00:07:33.000 --> 00:07:35.000]  第一代的人
[00:07:35.000 --> 00:07:37.000]  他們怎樣的不信
[00:07:37.000 --> 00:07:38.000]  第二節他說
[00:07:38.000 --> 00:07:40.000]  從荷麗山經過西爾山
[00:07:40.000 --> 00:07:43.000]  到迦底斯巴尼亞
[00:07:43.000 --> 00:07:46.000]  有十一天的路程
[00:07:46.000 --> 00:07:49.000]  這條路其實不是遠得那麼高
[00:07:49.000 --> 00:07:52.000]  全程都是二百六十公里
[00:07:52.000 --> 00:07:56.000]  他們十一天都應該可以到
[00:07:56.000 --> 00:07:58.000]  但是第三節裏面
[00:07:58.000 --> 00:08:00.000]  你就很清楚的看到
[00:08:00.000 --> 00:08:06.000]  他們是到了四十年的十一月
[00:08:06.000 --> 00:08:10.000]  當他們在巴蘭的平原的時候
[00:08:10.000 --> 00:08:15.000]  其實已經是過了差不多四十年的時間
[00:08:15.000 --> 00:08:19.000]  以色列人因為不聽神的話
[00:08:19.000 --> 00:08:21.000]  他們抗拒神
[00:08:21.000 --> 00:08:25.000]  於是他們在曠野兜兜轉轉
[00:08:25.000 --> 00:08:28.000]  當然他們有些地方會逗留久一點
[00:08:28.000 --> 00:08:31.000]  如果有水源可以居住久一點的地方
[00:08:31.000 --> 00:08:33.000]  他們逗留久一點
[00:08:33.000 --> 00:08:36.000]  然後可能草都吃光了
[00:08:36.000 --> 00:08:39.000]  他們又要走去其他地方
[00:08:39.000 --> 00:08:42.000]  總共四十年的時間
[00:08:42.000 --> 00:08:44.000]  一代人就過去
[00:08:44.000 --> 00:08:47.000]  現在是新的一代人
[00:08:47.000 --> 00:08:50.000]  摩西就是準備新一代人
[00:08:50.000 --> 00:08:54.000]  他們入迦南
[00:08:54.000 --> 00:08:57.000]  面對一個一個的死亡
[00:08:57.000 --> 00:08:59.000]  更加的就是
[00:08:59.000 --> 00:09:01.000]  其實他們的領袖
[00:09:01.000 --> 00:09:03.000]  也都要更換
[00:09:03.000 --> 00:09:06.000]  米利暗守先就過去了
[00:09:06.000 --> 00:09:09.000]  阿倫在何以山那裏
[00:09:09.000 --> 00:09:11.000]  也都是離世
[00:09:11.000 --> 00:09:15.000]  其實摩西會是下一個
[00:09:15.000 --> 00:09:18.000]  摩西因為他也都不信服
[00:09:18.000 --> 00:09:23.000]  以色列人他們去到曠野的時候
[00:09:23.000 --> 00:09:25.000]  見到沒有水
[00:09:25.000 --> 00:09:28.000]  神就吩咐摩西
[00:09:28.000 --> 00:09:31.000]  你吩咐盤石出水
[00:09:31.000 --> 00:09:34.000]  但是摩西很生氣
[00:09:34.000 --> 00:09:36.000]  因為這班以色列人得到那麼多恩典
[00:09:36.000 --> 00:09:38.000]  還不聽話
[00:09:38.000 --> 00:09:41.000]  他就用拐杖敲石頭兩下
[00:09:41.000 --> 00:09:44.000]  水就出來了
[00:09:44.000 --> 00:09:47.000]  但是他沒有聽神的吩咐
[00:09:47.000 --> 00:09:54.000]  所以連摩西都不能進應許之地
[00:09:54.000 --> 00:09:57.000]  第二代人其實他們都知道這些東西
[00:09:57.000 --> 00:10:02.000]  他們知道要領袖的更替
[00:10:02.000 --> 00:10:06.000]  他們是很尊重摩西
[00:10:06.000 --> 00:10:09.000]  摩西在神那裏得到很多力量
[00:10:09.000 --> 00:10:12.000]  他們也都知道約書亞
[00:10:12.000 --> 00:10:19.000]  是沒有摩西的聲望能力那麼高
[00:10:19.000 --> 00:10:24.000]  但是他們就面對著前面要打仗
[00:10:24.000 --> 00:10:26.000]  可能要死亡
[00:10:26.000 --> 00:10:28.000]  可能要受傷
[00:10:28.000 --> 00:10:30.000]  而帶領他們的
[00:10:30.000 --> 00:10:34.000]  也都未必好像帶領第一代以色列人
[00:10:34.000 --> 00:10:39.000]  是那麼明白到神的心意
[00:10:39.000 --> 00:10:43.000]  這個就是第二代人他們所面對的
[00:10:43.000 --> 00:10:46.000]  當他們要進的時候
[00:10:46.000 --> 00:10:48.000]  其實他們有很多東西要改變
[00:10:48.000 --> 00:10:50.000]  生活的方式要改變
[00:10:50.000 --> 00:10:52.000]  他住的地方都不一樣
[00:10:52.000 --> 00:10:57.000]  他要和當地的人和平的相處
[00:10:57.000 --> 00:10:58.000]  也都不容易
[00:10:58.000 --> 00:11:01.000]  當地的人可能對他們不友善
[00:11:01.000 --> 00:11:04.000]  所以面對很多不肯定裏面
[00:11:04.000 --> 00:11:08.000]  他們要接受神自己的肯定
[00:11:08.000 --> 00:11:10.000]  知道神的旨意
[00:11:10.000 --> 00:11:12.000]  以致他們整裝待發
[00:11:12.000 --> 00:11:16.000]  可以過躍誕寒進應許之地
[00:11:16.000 --> 00:11:20.000]  這個背景就是整個生命記的背景
[00:11:20.000 --> 00:11:23.000]  我讓大家知道的就是
[00:11:23.000 --> 00:11:27.000]  這班人他們在摩訶平原的時候
[00:11:27.000 --> 00:11:30.000]  他們心裏面其實會忐忑
[00:11:30.000 --> 00:11:34.000]  他們不是知道我進去去享受
[00:11:34.000 --> 00:11:39.000]  其實他們要背起一個很重的重擔
[00:11:39.000 --> 00:11:42.000]  進到應許之地
[00:11:42.000 --> 00:11:44.000]  其實當我們看看我們教會
[00:11:44.000 --> 00:11:47.000]  可能都是面對著這些東西
[00:11:47.000 --> 00:11:50.000]  當我們一直老齡化的時候
[00:11:50.000 --> 00:11:53.000]  我們要新一代的上
[00:11:53.000 --> 00:11:56.000]  什麼時候新的一代可以上呢?
[00:11:56.000 --> 00:11:59.000]  你看到以色列人是很有趣的
[00:11:59.000 --> 00:12:03.000]  一代人神可以不用就不用
[00:12:03.000 --> 00:12:06.000]  神究竟會不會用我們呢?
[00:12:06.000 --> 00:12:09.000]  最重要的就是我們是不是聽命
[00:12:09.000 --> 00:12:12.000]  如果我們聽命的時候神會用我們
[00:12:12.000 --> 00:12:14.000]  而我們前面面對的就是
[00:12:14.000 --> 00:12:19.000]  我們要興起新的一批領袖出來
[00:12:19.000 --> 00:12:23.000]  我們面對的有很多的艱難
[00:12:23.000 --> 00:12:26.000]  我們等於展會生命的建造
[00:12:26.000 --> 00:12:27.000]  我們要建堂
[00:12:27.000 --> 00:12:32.000]  這些都是我們要面對的又難又大的事
[00:12:32.000 --> 00:12:34.000]  但面對又難又大的事
[00:12:34.000 --> 00:12:36.000]  在這段經文給我們看到
[00:12:36.000 --> 00:12:38.000]  最重要的是什麼呢?
[00:12:38.000 --> 00:12:40.000]  我們聽命
[00:12:40.000 --> 00:12:43.000]  聽耶和華神的旨意
[00:12:43.000 --> 00:12:45.000]  耶和華神的旨意是什麼呢?
[00:12:45.000 --> 00:12:51.000]  我們需要是我們更多的去尋求神的旨意
[00:12:51.000 --> 00:12:53.000]  所以在接下來的一年
[00:12:53.000 --> 00:12:56.000]  我希望星期三的祈禱會裡面
[00:12:56.000 --> 00:12:58.000]  我們多一些的
[00:12:58.000 --> 00:13:00.000]  是給弟兄姊妹禱告的時間
[00:13:00.000 --> 00:13:02.000]  集體禱告的時間
[00:13:02.000 --> 00:13:06.000]  形式是有少少的變更
[00:13:06.000 --> 00:13:10.000]  希望大家弟兄姊妹都能夠參與
[00:13:10.000 --> 00:13:13.000]  以致我們成為一個集體
[00:13:13.000 --> 00:13:15.000]  更加能夠摸索到
[00:13:15.000 --> 00:13:18.000]  神在我們教會裡面的心意
[00:13:18.000 --> 00:13:20.000]  在我們個人裡面的心意
[00:13:20.000 --> 00:13:28.000]  在這裡我們看到第二代人
[00:13:28.000 --> 00:13:30.000]  他們要入迦南的時候
[00:13:30.000 --> 00:13:34.000]  其實神已經準備了他們這麼多年
[00:13:34.000 --> 00:13:36.000]  在第四節裡面
[00:13:36.000 --> 00:13:38.000]  我們一起讀第四節
[00:13:38.000 --> 00:13:42.000]  神其實有兩場仗準備他們
[00:13:42.000 --> 00:13:44.000]  準備他們的心
[00:13:44.000 --> 00:13:48.000]  因為那兩場仗是對阿摩利人的
[00:13:48.000 --> 00:13:50.000]  第四節
[00:13:50.000 --> 00:13:52.000]  或者我讀出來
[00:13:52.000 --> 00:13:58.000]  那時他已經擊殺了
[00:13:58.000 --> 00:14:02.000]  駐希什本的阿摩利王西弘
[00:14:02.000 --> 00:14:08.000]  和駐以德萊阿斯他祿的巴山王鄂
[00:14:08.000 --> 00:14:12.000]  阿摩利人不好打的
[00:14:12.000 --> 00:14:14.000]  因為他們也是高大威猛的
[00:14:14.000 --> 00:14:18.000]  神告訴以色列人聽
[00:14:18.000 --> 00:14:20.000]  提醒他們
[00:14:20.000 --> 00:14:25.000]  我帶你們打兩場很特別的仗
[00:14:25.000 --> 00:14:31.000]  這個在一月底我們會再講述這一段的歷史
[00:14:31.000 --> 00:14:35.000]  在遲一點的生命記憶更詳細的討論
[00:14:35.000 --> 00:14:41.000]  不過當摩西準備以色列人整裝待發的時候
[00:14:41.000 --> 00:14:43.000]  他說明一件事
[00:14:43.000 --> 00:14:45.000]  我過去在抗疫裡面
[00:14:45.000 --> 00:14:47.000]  一直保護你們,看顧你們
[00:14:47.000 --> 00:14:50.000]  而講打仗的時候
[00:14:50.000 --> 00:14:53.000]  我也是幫你們,加力給你們
[00:14:53.000 --> 00:14:56.000]  使你們可以戰勝阿摩利人
[00:14:56.000 --> 00:15:00.000]  因此你們應該整裝待發
[00:15:00.000 --> 00:15:04.000]  準備執行神所吩咐你們要做的
[00:15:04.000 --> 00:15:07.000]  你們就去做
[00:15:07.000 --> 00:15:10.000]  在這裡第二點我們看到
[00:15:10.000 --> 00:15:13.000]  摩西想做的是什麼呢?
[00:15:13.000 --> 00:15:17.000]  就是讓他們看到神的旨意是怎樣
[00:15:17.000 --> 00:15:20.000]  神旨意要他們怎樣生活
[00:15:20.000 --> 00:15:22.000]  做一個什麼樣的人
[00:15:22.000 --> 00:15:27.000]  神怎樣引領他們走每天每一步
[00:15:27.000 --> 00:15:31.000]  在這裡我們特別想到以色列的民族
[00:15:31.000 --> 00:15:35.000]  其實都是一個很特別的民族
[00:15:35.000 --> 00:15:39.000]  他受的苦難不比任何一個民族少
[00:15:39.000 --> 00:15:45.000]  他被人屠殺的數字也是非常之多
[00:15:45.000 --> 00:15:52.000]  但這個民族為什麼能夠繼續維持他們的傳統呢?
[00:15:52.000 --> 00:15:55.000]  很重要的一件事就是聖經
[00:15:55.000 --> 00:15:58.000]  摩西的律法
[00:15:58.000 --> 00:16:01.000]  他們要靠這件事來生活
[00:16:01.000 --> 00:16:06.000]  定義他們這個民族跟其他民族有什麼差別呢?
[00:16:06.000 --> 00:16:11.000]  就是他們守神的說話
[00:16:11.000 --> 00:16:15.000]  所以摩西在這裡特別要講明給他們聽
[00:16:15.000 --> 00:16:17.000]  神的律法是怎樣
[00:16:17.000 --> 00:16:24.000]  第一節,摩西摩亞地向以色列眾人所說的話
[00:16:24.000 --> 00:16:28.000]  神藉摩西向眾人所說的話
[00:16:28.000 --> 00:16:35.000]  第三節有說到摩西照耶和華藉他所吩咐以色列人的話
[00:16:35.000 --> 00:16:38.000]  都小於他們
[00:16:38.000 --> 00:16:40.000]  神是小於他們
[00:16:40.000 --> 00:16:43.000]  由高而下的,是小於他們
[00:16:43.000 --> 00:16:45.000]  是一個宣告
[00:16:45.000 --> 00:16:48.000]  我們的信仰特別的地方就是
[00:16:48.000 --> 00:16:51.000]  我們每走一步,每做一件事
[00:16:51.000 --> 00:16:54.000]  我們的價值觀念標準
[00:16:54.000 --> 00:16:59.000]  都是從超越的神賜給我們
[00:16:59.000 --> 00:17:03.000]  讓我們能夠知道怎樣去生活
[00:17:03.000 --> 00:17:08.000]  這個跟中國的文化是有些差異的地方
[00:17:08.000 --> 00:17:14.000]  基督教是一個以神為中心的信仰
[00:17:14.000 --> 00:17:16.000]  是神本的宗教
[00:17:16.000 --> 00:17:21.000]  而我們中國文化遠流長其實是很美好
[00:17:21.000 --> 00:17:25.000]  但是中國的文化是一個人本的文化
[00:17:25.000 --> 00:17:28.000]  我們盡量操練自己
[00:17:28.000 --> 00:17:31.000]  成王成聖做君子
[00:17:31.000 --> 00:17:34.000]  這個標準是不一樣的
[00:17:34.000 --> 00:17:42.000]  一個是超越人類的道德價值的神的說話
[00:17:42.000 --> 00:17:51.000]  一個是人所想像當中最好的行為品格是怎樣
[00:17:51.000 --> 00:17:55.000]  以色列人準備入迦南的時候
[00:17:55.000 --> 00:17:58.000]  他們有神的說話
[00:17:58.000 --> 00:18:00.000]  問題現在就是這樣
[00:18:00.000 --> 00:18:02.000]  他們要聽神的說話
[00:18:02.000 --> 00:18:05.000]  但是他們肯不肯行出來呢
[00:18:05.000 --> 00:18:09.000]  我們聽道,我們不行道
[00:18:09.000 --> 00:18:12.000]  我們跟世人沒什麼分別
[00:18:12.000 --> 00:18:16.000]  所以鼓勵弟兄姊妹在成長班裡盡量去學習
[00:18:16.000 --> 00:18:20.000]  尤其是這一季開始
[00:18:20.000 --> 00:18:26.000]  我們要求弟兄姊妹能夠用神的話語
[00:18:26.000 --> 00:18:31.000]  用在我們心裡去實行神所吩咐我們的
[00:18:31.000 --> 00:18:35.000]  有什麼要改變,神說給我們聽
[00:18:35.000 --> 00:18:39.000]  我們就去進行
[00:18:39.000 --> 00:18:41.000]  如果我們在聖經的話語裡
[00:18:41.000 --> 00:18:45.000]  我們只是視為知識的時候
[00:18:45.000 --> 00:18:48.000]  這個只是我們的一部份式
[00:18:48.000 --> 00:18:51.000]  但是如果我們能夠改變我們的心
[00:18:51.000 --> 00:18:53.000]  能夠行出來
[00:18:53.000 --> 00:18:57.000]  我們真的能夠實踐神自己的說話
[00:18:57.000 --> 00:18:59.000]  在第五節裡
[00:18:59.000 --> 00:19:05.000]  也說到摩西在約旦河東的摩亞地講律法
[00:19:05.000 --> 00:19:09.000]  這個講的意思是要清清楚楚地講給他們聽
[00:19:09.000 --> 00:19:10.000]  第六節
[00:19:10.000 --> 00:19:14.000]  耶和華說我們的神在荷里山曉喻我們說
[00:19:14.000 --> 00:19:17.000]  曉喻也是一個
[00:19:17.000 --> 00:19:18.000]  剛才說過
[00:19:18.000 --> 00:19:22.000]  是一個超越我們的一個知識
[00:19:22.000 --> 00:19:26.000]  神是給我們有這麼好的
[00:19:26.000 --> 00:19:30.000]  祂自己的說話去過日子
[00:19:30.000 --> 00:19:31.000]  現在問題就是
[00:19:31.000 --> 00:19:35.000]  我們願不願意聽神自己的說話
[00:19:35.000 --> 00:19:38.000]  去過每天的日子呢
[00:19:38.000 --> 00:19:44.000]  我們第三點看到我們是要生命改變
[00:19:44.000 --> 00:19:45.000]  守約
[00:19:45.000 --> 00:19:50.000]  遵神的命令去出發
[00:19:50.000 --> 00:19:52.000]  當我們聽到的時候
[00:19:52.000 --> 00:19:54.000]  這個道理
[00:19:54.000 --> 00:19:55.000]  很多人都知道
[00:19:55.000 --> 00:19:59.000]  但是能不能夠改變呢
[00:19:59.000 --> 00:20:03.000]  這個就是我們願不願意聽命去
[00:20:03.000 --> 00:20:06.000]  心意更生而變化
[00:20:06.000 --> 00:20:09.000]  變化是很難的
[00:20:09.000 --> 00:20:14.000]  我前一陣子試一下將我電腦的鍵盤
[00:20:14.000 --> 00:20:16.000]  改一改位置
[00:20:16.000 --> 00:20:18.000]  改位置的時候
[00:20:18.000 --> 00:20:20.000]  不知不覺就去了舊的位置
[00:20:20.000 --> 00:20:22.000]  手去了舊的位置
[00:20:22.000 --> 00:20:27.000]  我們這些很普通的生活的習慣
[00:20:27.000 --> 00:20:30.000]  有時我們都覺得不容易改
[00:20:30.000 --> 00:20:34.000]  但是我們心意要不斷地去改變
[00:20:34.000 --> 00:20:36.000]  困難的
[00:20:36.000 --> 00:20:38.000]  在這裡我們看到
[00:20:38.000 --> 00:20:40.000]  摩西就跟他說
[00:20:40.000 --> 00:20:41.000]  第六節
[00:20:41.000 --> 00:20:45.000]  你們在這山上住的日子夠了
[00:20:45.000 --> 00:20:49.000]  其實摩西就將神在荷列山上面
[00:20:49.000 --> 00:20:51.000]  對他們說的話
[00:20:51.000 --> 00:20:54.000]  在摩納平原再說一次
[00:20:54.000 --> 00:20:58.000]  其實你們很安於現狀的時候
[00:20:58.000 --> 00:21:00.000]  神是有一個心意
[00:21:00.000 --> 00:21:02.000]  神有一個計劃的
[00:21:02.000 --> 00:21:07.000]  你在山上住的日子是夠了
[00:21:07.000 --> 00:21:11.000]  等於我們看回我們以前
[00:21:11.000 --> 00:21:13.000]  可能三十年前的時候
[00:21:13.000 --> 00:21:17.000]  我們的生活其實比以前安舒很多
[00:21:17.000 --> 00:21:21.000]  當然有班年青人跟我們三十年前
[00:21:21.000 --> 00:21:24.000]  他們所面對的不一樣
[00:21:24.000 --> 00:21:27.000]  但是我們三十年前的生活
[00:21:27.000 --> 00:21:30.000]  跟這個時候都是很不同
[00:21:30.000 --> 00:21:33.000]  年輕的要有年輕人的面對
[00:21:33.000 --> 00:21:36.000]  我們都有我們要面對的東西
[00:21:36.000 --> 00:21:38.000]  但是其實相對來說
[00:21:38.000 --> 00:21:40.000]  以香港的水平
[00:21:40.000 --> 00:21:45.000]  比很多其他的地方都是安舒
[00:21:45.000 --> 00:21:48.000]  我們心意更生變化的時候
[00:21:48.000 --> 00:21:52.000]  我們願不願意用神的話語去過日子
[00:21:52.000 --> 00:21:54.000]  那個簡樸的生活
[00:21:54.000 --> 00:21:58.000]  讓我們能夠清心的去面對神
[00:21:58.000 --> 00:22:02.000]  其實人的需要不是很多
[00:22:02.000 --> 00:22:04.000]  很多時候我們覺得需要很多
[00:22:04.000 --> 00:22:07.000]  就是因為我們跟人去比較
[00:22:07.000 --> 00:22:08.000]  比較的時候
[00:22:08.000 --> 00:22:10.000]  我們不及別人的時候
[00:22:10.000 --> 00:22:12.000]  我們就覺得我們不夠
[00:22:12.000 --> 00:22:16.000]  但是實際上問心我們看一看
[00:22:16.000 --> 00:22:19.000]  我們比起很多人都要好
[00:22:19.000 --> 00:22:22.000]  我看回我三十年前
[00:22:22.000 --> 00:22:26.000]  其實都有很多的進步
[00:22:26.000 --> 00:22:28.000]  我在這裡見到
[00:22:28.000 --> 00:22:30.000]  神就是吩咐他說
[00:22:30.000 --> 00:22:34.000]  你住在山上的日子夠了
[00:22:34.000 --> 00:22:35.000]  你動了
[00:22:35.000 --> 00:22:36.000]  更加在第七節裡面
[00:22:36.000 --> 00:22:39.000]  告訴他要起行
[00:22:39.000 --> 00:22:41.000]  轉到阿摩利人的山地
[00:22:41.000 --> 00:22:48.000]  然後說沿海一帶嘉南人的地
[00:22:48.000 --> 00:22:52.000]  他們要離開現在在曠野的地方
[00:22:52.000 --> 00:22:54.000]  曠野不是很多去哪裡
[00:22:54.000 --> 00:22:58.000]  大家都知道曠野不是太適宜人住
[00:22:58.000 --> 00:23:00.000]  我都去過探那裡
[00:23:00.000 --> 00:23:02.000]  其實草都不是很多條
[00:23:02.000 --> 00:23:04.000]  不容易生活
[00:23:04.000 --> 00:23:10.000]  但是這裡要求他們去阿摩利人的山地
[00:23:10.000 --> 00:23:12.000]  幸好阿摩利人的山地
[00:23:12.000 --> 00:23:18.000]  是草植物各方面都好一些
[00:23:18.000 --> 00:23:19.000]  但是難題是什麼呢
[00:23:19.000 --> 00:23:22.000]  阿摩利人很能打的
[00:23:22.000 --> 00:23:26.000]  又要去沿海嘉南人的地方
[00:23:26.000 --> 00:23:29.000]  嘉南人又是很能打的
[00:23:29.000 --> 00:23:32.000]  雖然是流瀨與密之地
[00:23:32.000 --> 00:23:34.000]  在兩者之間
[00:23:34.000 --> 00:23:35.000]  比一般人就說
[00:23:35.000 --> 00:23:38.000]  我可能不變
[00:23:38.000 --> 00:23:42.000]  神的心意就是要起行
[00:23:42.000 --> 00:23:43.000]  第七節
