
[00:00:00.000 --> 00:00:04.700]  有沒有看過耶穌跳舞?
[00:02:09.120 --> 00:02:12.680]  我們就過去問 你是不是院長?
[00:02:12.680 --> 00:02:17.140]  那個人他就看一看我們 他說奇妙了
[00:02:17.140 --> 00:02:19.760]  因為今天早上上帝叫我在這裏等
[00:02:19.760 --> 00:02:23.020]  他說會有中國人來找他的
[00:02:23.020 --> 00:02:27.400]  這個更高境界了 比院長更高
[00:02:27.400 --> 00:02:29.480]  神跟他聊天的
[00:02:29.480 --> 00:02:32.520]  問他做什麼的呢?他就不是那些修士
[00:02:32.520 --> 00:02:36.480]  其實他是一個在瑞士的教授
[00:02:36.480 --> 00:02:38.480]  他認識上帝之後
[00:02:38.480 --> 00:02:42.780]  他說他現在是全世界周遊列國去唱詩歌的
[00:02:42.780 --> 00:02:45.280]  什麼?周遊列國唱詩歌?
[00:02:45.280 --> 00:02:50.200]  揹著結他和太太到處去唱歌給人聽
[00:02:50.200 --> 00:02:52.460]  世間真的有這樣的人嗎?
[00:02:52.460 --> 00:02:54.480]  我年輕的時候也在想
[00:02:54.480 --> 00:02:58.900]  將來很浪漫 揹著結他到全世界去唱歌
[00:02:58.900 --> 00:03:02.680]  但是到你長大了就知道很難謀生
[00:03:02.680 --> 00:03:06.360]  我的女兒也喜歡音樂 她喜歡彈琴 吹笛
[00:03:06.360 --> 00:03:07.760]  她和我去歐洲的時候
[00:03:07.760 --> 00:03:11.440]  她突然間說 爸爸 我想有一天去流浪
[00:03:11.440 --> 00:03:15.220]  因為我從以前流浪到印度去尋道
[00:03:15.220 --> 00:03:19.300]  她學爸爸 我現在千萬不要 去印度很危險
[00:03:19.300 --> 00:03:21.860]  那我流浪啊 流浪歐洲
[00:03:21.860 --> 00:03:24.300]  這樣比較好 但是你要想的
[00:03:24.300 --> 00:03:26.300]  如果我們現在爸爸媽媽全部不在
[00:03:26.300 --> 00:03:28.300]  你今晚睡在哪裡
[00:03:28.300 --> 00:03:31.880]  你自己要一直吹笛 吹笛到人家夠錢
[00:03:31.880 --> 00:03:35.000]  你就找一間房子住 你行不行
[00:03:35.000 --> 00:03:37.840]  她就不行了 跟著爸爸媽媽
[00:03:37.840 --> 00:03:40.300]  所以流浪是很難的
[00:03:40.300 --> 00:03:42.680]  但是我沒想到真的有這樣的人嗎?
[00:03:42.680 --> 00:03:46.320]  所以當時這個創世電視的袁文輝
[00:03:46.320 --> 00:03:50.500]  說今晚來我們這裡唱歌 來我們的酒店
[00:03:50.500 --> 00:03:54.660]  所以那天晚上這個胡蘇佬和太太
[00:03:54.660 --> 00:03:56.700]  就去到我們的酒店
[00:03:56.700 --> 00:03:59.160]  對著碧藍的大海
[00:03:59.160 --> 00:04:03.300]  不過晚上很寧靜 有海浪拍昂的聲音
[00:04:03.300 --> 00:04:05.300]  他就唱一些詩歌給我聽
[00:04:05.300 --> 00:04:07.480]  他們就說他去過不同的國家
[00:04:07.480 --> 00:04:09.940]  每個國家都拿一些詩歌
[00:04:09.940 --> 00:04:13.100]  例如尼泊爾唱詩什麼的 我們真的不太知道
[00:04:13.100 --> 00:04:16.400]  非洲唱詩什麼的 我都聽過 我去過非洲
[00:04:16.400 --> 00:04:20.000]  他說為什麼上帝叫他在這裡等中國人呢?
[00:04:20.000 --> 00:04:23.220]  因為他還沒有中國的詩歌
[00:04:23.220 --> 00:04:25.580]  所以當時因為我女兒也是讀音樂的
[00:04:25.580 --> 00:04:28.440]  我說好 我們弄一首詩歌給你聽
[00:04:28.440 --> 00:04:36.620]  有兩首 一首就是《愛是不保留》
[00:04:36.620 --> 00:04:38.620]  是香港的詩歌
[00:04:38.620 --> 00:04:41.300]  他聽了之後不是很印象深刻
[00:04:41.300 --> 00:04:45.180]  覺得不是很像中國的 香港的那些
[00:04:45.180 --> 00:04:48.420]  我們就弄一首《野地的花》
[00:04:48.420 --> 00:04:51.740]  一唱《野地的花》 他說他要這首歌
[00:04:51.740 --> 00:04:54.840]  於是我們就抄了一些音樂給他
[00:04:54.840 --> 00:04:57.080]  我女兒是專家
[00:04:57.080 --> 00:04:59.480]  我兒子中英文很厲害
[00:04:59.480 --> 00:05:02.340]  我們就將中文國語拼音給他
[00:05:02.340 --> 00:05:08.020]  我們當時開始在這個靜夜就唱這首詩歌
[00:05:08.020 --> 00:05:10.020]  我們不如又唱一下
[00:05:10.020 --> 00:05:13.160]  這一堂就是想大家唱一首詩的
[00:05:13.160 --> 00:05:18.160]  我唱幾句的 一起唱兩句 好嗎?
[00:05:18.160 --> 00:05:27.620]  野地的花 撐著美麗的衣裳
[00:05:27.620 --> 00:05:37.500]  天空的鳥兒 從不為人失望
[00:05:37.500 --> 00:05:47.020]  慈愛的天父 天天都痛哉
[00:05:47.020 --> 00:05:56.980]  他跟愛是善人 為他們預備用生的路
[00:05:56.980 --> 00:06:01.720]  當時我們就在這個海岸拍浪的白魔島
[00:06:01.720 --> 00:06:06.580]  海邊高一點的位置 這個小旅館那裡
[00:06:06.580 --> 00:06:09.960]  我們唱出了一種中國的情懷
[00:06:09.960 --> 00:06:14.200]  這個人很開心 他有中國詩歌
[00:06:14.200 --> 00:06:16.380]  但是我心裏經常有個問題
[00:06:16.380 --> 00:06:17.940]  因為到這麼上一年多
[00:06:17.940 --> 00:06:19.460]  你都要問怎麼生存的
[00:06:19.460 --> 00:06:21.260]  因為這個人都中年了
[00:06:21.260 --> 00:06:23.480]  年輕人就很浪漫到處去
[00:06:23.480 --> 00:06:25.180]  中年都還是到處唱歌
[00:06:25.180 --> 00:06:27.060]  他搭船都要錢嗎?
[00:06:27.060 --> 00:06:28.340]  他怎麼去白魔島呢?
[00:06:28.340 --> 00:06:30.580]  他要搭船的 還要搭飛機的
[00:06:30.580 --> 00:06:33.360]  瑞士來不是走路的
[00:06:33.360 --> 00:06:36.420]  問他你怎麼生活的?
[00:06:36.420 --> 00:06:38.620]  因為他唱完我們都給點錢
[00:06:38.620 --> 00:06:40.500]  我們錢很少
[00:06:40.500 --> 00:06:44.540]  誰知道他回答又唱一首歌給我們聽
[00:06:44.540 --> 00:06:49.320]  他回答又唱這首《God Will Make A Way》
[00:06:49.320 --> 00:06:51.300]  我又唱兩句
[00:06:51.300 --> 00:06:54.500]  God will make a way
[00:06:54.500 --> 00:06:58.420]  Where there seems to be no way
[00:06:58.420 --> 00:07:02.420]  He works in ways we cannot see
[00:07:02.420 --> 00:07:06.900]  He will make a way for me
[00:07:06.900 --> 00:07:10.500]  He will be my guide
[00:07:10.500 --> 00:07:14.380]  Hold me closely to his side
[00:07:14.380 --> 00:07:18.240]  With love and strength for each new day
[00:07:18.240 --> 00:07:21.560]  He will make a way
[00:07:21.560 --> 00:07:25.620]  He will make a way
[00:07:25.620 --> 00:07:27.920]  我覺得很感動
[00:07:27.920 --> 00:07:30.700]  世上真的有人這麼有信心
[00:07:30.700 --> 00:07:34.520]  每一步走下去他都知道神會帶領
[00:07:34.520 --> 00:07:38.740]  其實我們做任何事都不知道下一步要怎樣
[00:07:38.740 --> 00:07:40.620]  但每次《God Will Make A Way》
[00:07:40.620 --> 00:07:42.580]  慢慢就會突破很多的艱難
[00:07:42.580 --> 00:07:47.880]  就可以走出神要你走的路 很奇怪
[00:07:47.880 --> 00:07:50.820]  你以為前無去路的時候路又通
[00:07:50.820 --> 00:07:52.940]  你以為沒錢的時候錢又來
[00:07:52.940 --> 00:07:56.380]  不單是機構沒錢
[00:07:56.380 --> 00:07:57.560]  有時候你自己沒錢
[00:07:57.560 --> 00:07:59.500]  神都會無端給你錢
[00:07:59.500 --> 00:08:00.780]  很奇妙
[00:08:00.780 --> 00:08:02.420]  《God Will Make A Way》
[00:08:02.420 --> 00:08:06.980]  在地中海這些小島
[00:08:06.980 --> 00:08:10.380]  我忽然間想起保羅
[00:08:10.380 --> 00:08:11.940]  其實當年也是
[00:08:11.940 --> 00:08:14.620]  一直到菲律賓的時候
[00:08:14.620 --> 00:08:16.620]  他也唱過歌
[00:08:16.620 --> 00:08:20.700]  當時他在馬其頓的一個夢中
[00:08:20.700 --> 00:08:23.300]  神叫他去歐洲
[00:08:23.300 --> 00:08:26.980]  他去歐洲去到菲律賓
[00:08:26.980 --> 00:08:30.700]  菲律賓就知道有些女人
[00:08:30.700 --> 00:08:34.440]  猶太人的女性在那裡有些聚會
[00:08:34.440 --> 00:08:36.620]  他去那裡接觸
[00:08:36.620 --> 00:08:38.740]  但當他去接觸的時期
[00:08:38.740 --> 00:08:42.180]  他又遇到一些有鬼符的女人
[00:08:42.180 --> 00:08:45.120]  當時那個鬼符女人就跟著他走
[00:08:45.120 --> 00:08:48.420]  就說這些人是至高上帝的僕人
[00:08:48.420 --> 00:08:51.420]  要對你們宣佈得救的道路
[00:08:51.420 --> 00:08:55.000]  保羅很煩 叫那隻鬼從裡面走出來
[00:08:55.000 --> 00:08:57.000]  我說這段話不是很煩
[00:08:57.000 --> 00:08:59.000]  有人說你是上帝的僕人
[00:08:59.000 --> 00:09:01.000]  要宣佈得救的道路 這樣挺好的
[00:09:01.000 --> 00:09:03.660]  但我猜這個鬼符女人不是這麼說的
[00:09:03.660 --> 00:09:06.100]  不是很正經這麼說 我猜她說的
[00:09:06.100 --> 00:09:08.540]  你現在是神的僕人
[00:09:08.540 --> 00:09:10.200]  要對他們宣佈得救的道路
[00:09:10.200 --> 00:09:11.900]  我猜她大概這麼說
[00:09:11.900 --> 00:09:15.340]  所以保羅 後面有個人經常這麼說
[00:09:15.340 --> 00:09:18.120]  凡奉主的聖命 吩咐邪靈出來
[00:09:18.120 --> 00:09:20.800]  結果那個邪靈就離開了
[00:09:20.800 --> 00:09:24.140]  但是那個女人是一個奴隸
[00:09:24.140 --> 00:09:28.300]  主人就靠這個女人有鬼符就可以算命
[00:09:28.300 --> 00:09:30.300]  各方面賺錢
[00:09:30.300 --> 00:09:33.220]  突然間那隻鬼走了 財源就斷絕了
[00:09:33.220 --> 00:09:35.220]  於是抓住保羅和西拉
[00:09:35.220 --> 00:09:38.220]  你有沒有搞錯 趕走我們的神走
[00:09:38.220 --> 00:09:42.280]  就把她拖到廣場那裡見官
[00:09:42.280 --> 00:09:45.640]  其實講鬼我都有我的經驗
[00:09:45.640 --> 00:09:49.220]  我記得講我自己的 有個牧師
[00:09:49.220 --> 00:09:52.140]  他在馬來西亞聽我講道
[00:09:52.140 --> 00:09:56.560]  當時所謂關公 即是關公上身
[00:09:56.560 --> 00:10:01.660]  關公上身的時候 其實我研究過
[00:10:01.660 --> 00:10:03.660]  關公其實不是拿刀的
[00:10:03.660 --> 00:10:08.380]  歷史上漢朝的時候都沒有關公的那種刀
[00:10:08.380 --> 00:10:10.380]  關公的盔甲都不對的
[00:10:10.380 --> 00:10:13.160]  那時候是明朝的盔甲 不是漢朝的盔甲
[00:10:13.160 --> 00:10:16.620]  他讀的那本《清秋》都是不對的
[00:10:16.620 --> 00:10:19.380]  因為漢朝的書不是扇裝釘得這麼漂亮
[00:10:19.380 --> 00:10:20.800]  是清朝的書
[00:10:20.800 --> 00:10:23.540]  所以關公很奇怪 他拿宋朝的武器
[00:10:23.540 --> 00:10:25.540]  就是宋朝才有關刀
[00:10:25.540 --> 00:10:29.280]  然後他穿明朝的盔甲 再看清朝的書
[00:10:29.280 --> 00:10:33.580]  所以我根本隨著時代演進的關公
[00:10:33.580 --> 00:10:36.720]  不可能真是關公 一定是扯鈴扮的
[00:10:36.720 --> 00:10:40.580]  因為三國演義的小說描寫的關公是這樣的
[00:10:40.580 --> 00:10:41.860]  不是歷史那個
[00:10:41.860 --> 00:10:45.380]  所以人就相信這隻東西是關公 其實是扯鈴
[00:10:45.380 --> 00:10:49.860]  當時的牧師聽我講 他有一次遇著要趕鬼
[00:10:49.860 --> 00:10:54.420]  那個人 鬼父就說他是關公上身
[00:10:54.420 --> 00:10:57.780]  手拿著一把刀 牧師去到
[00:10:57.780 --> 00:11:03.400]  拿著一些鬍子 呵呵 和說關 冤察 呵呵
[00:11:03.400 --> 00:11:07.520]  牧師去 奉主一嫂紀錄明 捆綁關公離開
[00:11:07.520 --> 00:11:09.820]  呵呵呵 他不怕你
[00:11:09.820 --> 00:11:12.120]  他想起我講的話 馬上蓋口
[00:11:12.120 --> 00:11:15.960]  奉主一嫂紀錄明 捆綁我扮關公的扯鈴走
[00:11:15.960 --> 00:11:19.080]  啊 嘭 就滾到地上了
[00:11:19.080 --> 00:11:21.580]  就是趕走扯鈴
[00:11:21.580 --> 00:11:25.420]  而這個呂奴隸就是把扯鈴趕走了
[00:11:25.420 --> 00:11:33.540]  鈴上身有時會教你怎麼賺錢 但是那些多數是扯的
[00:11:33.540 --> 00:11:37.560]  那個主人就抓了他 保羅和西拉
[00:11:37.560 --> 00:11:39.720]  到羅馬的長官面前
[00:11:39.720 --> 00:11:43.080]  說這些是猶太人來搞亂我們的城
[00:11:43.080 --> 00:11:47.960]  就把他們那些希臘文化拜的神靈趕走了
[00:11:47.960 --> 00:11:50.360]  那些人就一起攻擊他們
[00:11:50.360 --> 00:11:54.960]  官長就要脫掉他們的衣服 用棍子打 打了很多棍子
[00:11:54.960 --> 00:11:58.400]  就把他下在監獄那裡 要嚴謹的看守
[00:11:58.400 --> 00:12:02.280]  而且在監獄那裡 腳上上了木狗
[00:12:02.280 --> 00:12:05.160]  就是扣住了一隻腳
[00:12:05.160 --> 00:12:08.760]  左邊這幅圖就是現在菲律賓古城那裡
[00:12:08.760 --> 00:12:13.600]  找到保羅當時那個監獄 原來這麼小的
[00:12:13.600 --> 00:12:17.640]  我們看一些畫 聖經畫就畫到那個監獄很大
[00:12:17.640 --> 00:12:19.400]  就好像我們現在的監獄
[00:12:19.400 --> 00:12:21.400]  但是你看很矮很小的
[00:12:21.400 --> 00:12:24.880]  那時候的犯人在裡面都很辛苦
[00:12:24.880 --> 00:12:30.040]  保羅和西拉上去鐵鏈 腳就扣住 應該是很沒用的
[00:12:30.040 --> 00:12:32.160]  誰知道他們又唱歌
[00:12:32.160 --> 00:12:36.960]  在半夜 保羅和西拉禱告 唱詩 讚美神
[00:12:36.960 --> 00:12:38.840]  眾囚犯則側耳而聽
[00:12:38.840 --> 00:12:41.600]  兩個月唱完開心 這幅畫很能表達
[00:12:41.600 --> 00:12:43.240]  他們其實應該是最慘的
[00:12:43.240 --> 00:12:45.120]  衣服被人脫了 又打了一頓棍子
[00:12:45.120 --> 00:12:48.440]  接著再扣住那些鎖鏈 扣住了腳
[00:12:48.440 --> 00:12:51.480]  為什麼他唱得這麼開心呢?
[00:12:51.480 --> 00:12:56.600]  這幅畫很能表達保羅的那種安詳
[00:12:56.600 --> 00:12:59.480]  當他在苦難裡面 在監獄裡面
[00:12:59.480 --> 00:13:04.600]  他能夠表達一種喜樂 喜樂才能唱歌
[00:13:04.600 --> 00:13:08.440]  抓住你哪有時間唱歌 但是喜樂
[00:13:08.440 --> 00:13:11.960]  我記得以前有個中國文革的時候
[00:13:11.960 --> 00:13:15.040]  有個紅衛兵同盟出香港遊說
[00:13:15.040 --> 00:13:18.040]  知道我們是基督徒 他很記得一件事
[00:13:18.040 --> 00:13:21.760]  就是當他抓一些基督徒來鬥爭的時候
[00:13:21.760 --> 00:13:25.120]  抓一個婆婆來鬥 鬥完他們抄家
[00:13:25.120 --> 00:13:27.960]  搞到那個婆婆很慘 然後走
[00:13:27.960 --> 00:13:30.200]  走的時候那個婆婆追著出來
[00:13:30.200 --> 00:13:34.160]  其實年輕人有首詩歌很好 我想唱給你聽
[00:13:34.160 --> 00:13:38.280]  搞到你死死的 你還唱歌給我聽
[00:13:38.280 --> 00:13:41.120]  我聽到另外一個姐妹 叫陳婉如姐妹
[00:13:41.120 --> 00:13:44.760]  她在中國大陸的時候被鬥爭 文革
[00:13:44.760 --> 00:13:48.640]  她自己就 但是她心裡面一直在鬥的時候
[00:13:48.640 --> 00:13:52.400]  想起上帝 想起那些詩歌 心裡又在唱詩歌
[00:13:52.400 --> 00:13:56.240]  一直在鬥 她就覺得那首詩歌一邊起來一邊笑
[00:13:56.240 --> 00:13:59.240]  人家說你還笑 我鬥成這樣 你還笑
[00:13:59.240 --> 00:14:03.520]  詩歌就是說 當你開心的時候你會唱歌
[00:14:03.520 --> 00:14:10.840]  保羅當時在監獄裡面 他唱詩歌 他和細拉
[00:14:10.840 --> 00:14:15.760]  我們才知道 其實音樂本身就是上帝的創造
[00:14:15.760 --> 00:14:19.000]  上帝創造了旋律的秘密
[00:14:19.000 --> 00:14:23.040]  聖經裡面描寫 我剛才說耶穌跳舞那幅照片
[00:14:23.040 --> 00:14:27.080]  那些畫 其實原來上帝創造的時候
[00:14:27.080 --> 00:14:29.400]  那個智慧 即是真言裡面
[00:14:29.400 --> 00:14:33.920]  他講到從恆古從太初 未有世界以前我已被納
[00:14:33.920 --> 00:14:37.320]  智慧是未有世界的時候已經開始了
[00:14:37.320 --> 00:14:41.240]  然後這個智慧怎樣?那時我在他馬裡為公司
[00:14:41.240 --> 00:14:43.040]  公司就是一個工匠
[00:14:43.040 --> 00:14:46.960]  他說我作為三位一體的真神的基督
[00:14:46.960 --> 00:14:50.200]  其實智慧就是新約的道 就是基督
[00:14:50.200 --> 00:14:55.320]  基督是天父一起 是他一個工匠去創造世界的
[00:14:55.320 --> 00:14:57.600]  天天為他所喜愛
[00:14:57.600 --> 00:15:01.080]  他有一個愛 而且愛得很開心的叫喜愛
[00:15:01.080 --> 00:15:03.960]  愛有兩種 一種叫愛是恆久的忍耐
[00:15:03.960 --> 00:15:07.920]  就是很痛苦的愛 我媽媽就說她最明白這句
[00:15:07.920 --> 00:15:10.400]  她說自從嫁了你爸爸我就明白
[00:15:10.400 --> 00:15:14.680]  愛是恆久的忍耐 這種是很痛苦的愛
[00:15:14.680 --> 00:15:16.080]  我爸爸的確是挺壞的
[00:15:16.080 --> 00:15:19.440]  所以我很佩服我媽媽還可以愛他
[00:15:19.440 --> 00:15:21.600]  但一種是這樣愛 還有一種呢
[00:15:21.600 --> 00:15:25.520]  我做爸爸 我做丈夫一定不會讓我老婆
[00:15:25.520 --> 00:15:27.560]  是說愛是恆久的忍耐
[00:15:27.560 --> 00:15:31.120]  所以如果你知道我講到經常都讚老婆那些
[00:15:31.120 --> 00:15:34.920]  經常讚她就會漂亮一點 讚多一點老婆會漂亮一點
[00:15:34.920 --> 00:15:39.960]  還有開心 我看到老婆我都會很喜愛的
[00:15:39.960 --> 00:15:42.840]  這種喜愛就是愛是恆久的忍耐
[00:15:42.840 --> 00:15:47.840]  喜愛就是她睡著覺看著 其實她都很好的
[00:15:47.840 --> 00:15:50.640]  這麼好的女人 我娶了她真的開心
[00:15:50.640 --> 00:15:54.840]  我很喜愛她 其實老公記得這樣看老婆
[00:15:54.840 --> 00:15:58.880]  很喜愛她 老了未必這麼漂亮也好
[00:15:58.880 --> 00:16:02.200]  其實還是很漂亮的 因為她裡面是漂亮的
[00:16:02.200 --> 00:16:04.200]  幸好老婆老了也很漂亮
[00:16:04.200 --> 00:16:07.280]  我覺得是奇蹟 神蹟
[00:16:07.280 --> 00:16:12.760]  原來喜愛 上帝三位一體的真神
[00:16:12.760 --> 00:16:16.200]  父和子之間是很開心的愛
[00:16:16.200 --> 00:16:18.240]  而通過你很開心的愛
[00:16:18.240 --> 00:16:22.480]  所以他說日日為他上 常常在他面前踴躍
[00:16:22.480 --> 00:16:26.400]  在神面前他跳著跳著 好像小朋友一樣
[00:16:26.400 --> 00:16:30.240]  跳著跳著 我記得當我的女兒很小的時候
[00:16:30.240 --> 00:16:33.480]  我牽著她走 她是這樣走的
[00:16:33.480 --> 00:16:35.240]  這樣跳著跳著走的
[00:16:35.240 --> 00:16:38.240]  我牽著她走 我也跟著她跳著跳著
[00:16:38.240 --> 00:16:43.320]  原來天真的跳躍是很開心的
[00:16:43.320 --> 00:16:46.400]  聖經描寫就是創造天地的時候
[00:16:46.400 --> 00:16:49.360]  這個智慧就是太初之道
[00:16:49.360 --> 00:16:57.200]  就是基督在創造世界時 是像孩子一樣天真地跳躍
[00:16:57.200 --> 00:16:59.120]  踴躍很開心
[00:16:59.120 --> 00:17:02.640]  而且踴躍在他為人預備可住之地
[00:17:02.640 --> 00:17:04.760]  也喜悅住在世人之間
[00:17:04.760 --> 00:17:08.440]  他就在為人預備的大地上飛舞
[00:17:08.440 --> 00:17:10.160]  基督創造天地的時候
[00:17:10.160 --> 00:17:15.480]  然後很喜悅創造了人之後住在我們中間的
[00:17:15.480 --> 00:17:17.480]  喜愛 喜悅
[00:17:17.480 --> 00:17:22.840]  其實這種跳躍 這種旋律
[00:17:22.840 --> 00:17:25.360]  就是生命的某一種旋律
[00:17:25.360 --> 00:17:27.760]  生命的旋律在那裡表達出來
[00:17:27.760 --> 00:17:31.960]  所以舞蹈可以是旋律 音樂也是一種旋律
[00:17:31.960 --> 00:17:35.240]  音樂 旋律就是上帝創造宇宙
[00:17:35.240 --> 00:17:39.160]  除了數學的規律 還有旋律的規律
[00:17:39.160 --> 00:17:40.960]  上帝創造音樂
[00:17:40.960 --> 00:17:43.880]  其實中國的政策不是針對基督教的
[00:17:43.880 --> 00:17:48.400]  而是科學的 旋律是音樂的系統
[00:17:48.400 --> 00:17:50.400]  是屬於藝術的
[00:17:50.400 --> 00:17:53.840]  上帝創造了這些快樂的世界
[00:17:53.840 --> 00:17:57.000]  當你唱歌你就會很開心
[00:17:57.000 --> 00:18:00.520]  因此我想起貝多芬《第九交響樂》
[00:18:00.520 --> 00:18:02.440]  就是《歡樂頌》
[00:18:02.440 --> 00:18:04.400]  貝多芬其實聾了耳的時候
[00:18:04.400 --> 00:18:07.760]  他還作這首《第九交響樂》
[00:18:14.880 --> 00:18:17.920]  大家很熟悉 一起唱
[00:18:43.880 --> 00:18:48.240]  每次陰光充滿我
[00:18:48.240 --> 00:18:52.480]  這首歌很開心 成為詩歌
[00:18:52.480 --> 00:18:57.400]  其實聖經說到天上都是在唱歌的
[00:18:57.400 --> 00:18:59.000]  在啟示錄說到
[00:18:59.000 --> 00:19:01.280]  四活物和二十四個長老
[00:19:01.280 --> 00:19:03.080]  俯伏在羔羊面前
[00:19:03.080 --> 00:19:06.560]  拿著琴和承換了香的金籠
[00:19:06.560 --> 00:19:10.120]  那些香就是聖徒的祈禱
[00:19:10.120 --> 00:19:12.440]  由他們唱新歌
[00:19:12.440 --> 00:19:16.200]  說到讚美基督
[00:19:16.200 --> 00:19:18.720]  他佩拿書卷揭開七人
[00:19:18.720 --> 00:19:20.240]  因為你曾經被殺
[00:19:20.240 --> 00:19:24.800]  但是你用血救贖了人類出來等等
[00:19:24.800 --> 00:19:27.480]  接著啟示錄有描寫
[00:19:27.480 --> 00:19:28.920]  我又觀看
[00:19:28.920 --> 00:19:30.920]  我聽見寶座和活物
[00:19:30.920 --> 00:19:34.520]  及長老的周圍有許多天使的聲音
[00:19:34.520 --> 00:19:36.960]  他們的數目有千千萬萬
[00:19:36.960 --> 00:19:37.960]  大聲說
[00:19:37.960 --> 00:19:45.480]  被殺的羔羊配得權能 豐富智慧 力量 尊貴 榮耀 重讚
[00:19:45.480 --> 00:19:48.280]  天使歌頌基督被殺
[00:19:48.280 --> 00:19:51.680]  但是他的死亡痛苦救贖了人類
[00:19:51.680 --> 00:19:53.960]  他承擔人類的罪帶來
[00:19:53.960 --> 00:19:56.840]  應有的懲罰他代我們承受
[00:19:56.840 --> 00:19:58.800]  以致我們的罪被潔淨
[00:19:58.800 --> 00:19:59.800]  我們被潔淨之後
[00:19:59.800 --> 00:20:03.120]  我們心靈和上帝的難阻去除
[00:20:03.120 --> 00:20:08.120]  我們才能進入上帝永恆的親情當中
[00:20:08.120 --> 00:20:09.360]  上帝就是天父
[00:20:09.360 --> 00:20:10.880]  所以是一種親情
[00:20:10.880 --> 00:20:15.560]  所以這裡正在歌頌基督
[00:20:15.560 --> 00:20:18.520]  然後啟示錄繼續寫
[00:20:18.520 --> 00:20:22.600]  約翰當時聽到天上的聲音
[00:20:22.600 --> 00:20:26.040]  我聽見天上地下和地底下的生物
[00:20:26.040 --> 00:20:27.080]  海裡的生物
[00:20:27.080 --> 00:20:29.840]  宇宙中的萬有都在歌唱
[00:20:29.840 --> 00:20:33.280]  榮耀 尊貴 榮耀 重讚 尊貴 榮耀 權柄
[00:20:33.280 --> 00:20:36.920]  都歸於坐在寶座上那位和高揚
[00:20:36.920 --> 00:20:39.080]  世世無窮
[00:20:39.080 --> 00:20:40.960]  就是要歌頌上帝
[00:20:40.960 --> 00:20:43.360]  這就是啟示錄描寫的
[00:20:43.360 --> 00:20:46.240]  讚美的一個高峰 一個巔峰
[00:20:46.240 --> 00:20:48.240]  而天使是一個愛的圈
[00:20:48.240 --> 00:20:54.000]  就在天使掌腦和萬物和人一起歌唱
[00:20:54.000 --> 00:20:58.240]  獻上七重的讚美
[00:20:58.240 --> 00:21:00.680]  所以我們開始思考
[00:21:00.680 --> 00:21:05.120]  我們唱詩時是否和天上一起唱
[00:21:05.120 --> 00:21:07.760]  剛才唱詩很有力度
[00:21:07.760 --> 00:21:11.200]  和天上一起唱不是儀式
[00:21:11.200 --> 00:21:13.800]  如果唱詩是儀式就糟糕了
[00:21:13.800 --> 00:21:15.480]  大家一起起來
[00:21:15.480 --> 00:21:18.040]  聖在聖在聖在
[00:21:18.040 --> 00:21:20.440]  這樣就沒什麼力
[00:21:20.440 --> 00:21:22.560]  你唱的時候很有力
[00:21:22.560 --> 00:21:25.640]  就是因為我們每次地上敬拜
[00:21:25.640 --> 00:21:29.000]  其實唱詩是和天上一起唱
