
[00:00:00.000 --> 00:00:05.380]  今個禮拜的題目就叫做「被揀選的族類」
[00:01:48.500 --> 00:01:51.100]  其實上帝都很明白我們的心情的
[00:01:51.100 --> 00:01:51.960]  是什麼啊
[00:01:51.960 --> 00:01:53.840]  我們都知道我們自己是基督徒的 是不是啊
[00:01:53.840 --> 00:01:58.180]  特別我想到現在回到實體的弟兄姊妹更加明白
[00:01:58.180 --> 00:01:59.580]  網上的弟兄姊妹 你們這麼辛苦在家裡
[00:01:59.580 --> 00:02:02.540]  你也開著你的電視機去看我們的照片
[00:02:02.540 --> 00:02:03.880]  我們都很清楚自己的身份的
[00:02:03.880 --> 00:02:05.340]  所以我們都很明白的
[00:02:05.340 --> 00:02:06.880]  回到教會 我想兩三年
[00:02:06.880 --> 00:02:09.760]  不對於怎麼做一個基督徒 受鎮啊
[00:02:09.760 --> 00:02:11.180]  各方面都已經搞得很好
[00:02:11.180 --> 00:02:15.260]  我們都很明白彼得想說的是一回什麼的事
[00:02:15.260 --> 00:02:22.660]  問題是 為什麼做基督徒 好像這麼困難呢
[00:02:22.660 --> 00:02:25.620]  我是六十年代信主的 很小的時候
[00:02:25.620 --> 00:02:27.960]  你問那個時候做基督徒難不難 很難
[00:02:27.960 --> 00:02:29.580]  我受鎮我爸爸講明的
[00:02:29.580 --> 00:02:32.860]  是你可以回教會玩 但是你不可以受鎮
[00:02:32.860 --> 00:02:33.940]  原因很簡單的
[00:02:33.940 --> 00:02:37.540]  他說中國人 為什麼信那個鬼佬
[00:02:37.540 --> 00:02:39.340]  這個就是我爸爸反對的原因
[00:02:39.340 --> 00:02:40.600]  請你跟旁邊的弟兄姊妹說
[00:02:40.600 --> 00:02:43.500]  耶穌不是鬼佬來的
[00:02:43.500 --> 00:02:46.860]  是亞洲人來的 搞不定啊 爸爸不管
[00:02:46.860 --> 00:02:49.100]  為什麼你是中國人 要拜中國的神
[00:02:49.100 --> 00:02:51.540]  為什麼要信西洋神
[00:02:51.540 --> 00:02:54.020]  所以在小時候受鎮是很困難的
[00:02:54.020 --> 00:02:57.360]  我們的媽媽是反對我們做女兒的
[00:02:57.360 --> 00:02:59.340]  信耶穌的原因是什麼呢
[00:02:59.340 --> 00:03:01.340]  我坦白說 我有些最好的朋友
[00:03:01.340 --> 00:03:03.500]  是遲了我幾屆才可以受鎮的
[00:03:03.500 --> 00:03:06.500]  因為他們說 你這麼小就已經受鎮
[00:03:06.500 --> 00:03:09.540]  你將來嫁不去的 為什麼會嫁不去
[00:03:09.540 --> 00:03:12.740]  哪裡有奶奶娶個媳婦回來不裝香的
[00:03:12.740 --> 00:03:15.700]  所以我們有些好朋友是沒有辦法受鎮的
[00:03:15.700 --> 00:03:18.420]  媽媽不簽紙 12歲 要媽媽簽紙
[00:03:18.420 --> 00:03:20.420]  所以他們受不了鎮的
[00:03:20.420 --> 00:03:25.260]  今時今日 我們在香港做妓女已經算是挺舒服的
[00:03:25.260 --> 00:03:28.740]  特別我其實在 我想80年代開始
[00:03:28.740 --> 00:03:31.180]  雖然上班告訴別人妓女
[00:03:31.180 --> 00:03:34.340]  都有一點點被人當你是魚腩的感覺
[00:03:34.340 --> 00:03:37.640]  你是妓女的 哇 他們看見一個魚腩
[00:03:37.640 --> 00:03:43.100]  你是好人來的 什麼都可以 你幫幫忙吧
[00:03:43.100 --> 00:03:46.940]  但是到現在都會覺得 基督徒都是一個好人
[00:03:46.940 --> 00:03:49.500]  隨著這個 可能是浸會醫院
[00:03:49.500 --> 00:03:52.500]  很多可能是名校 很多是天主教或者基督教
[00:03:52.500 --> 00:03:54.700]  漸漸我自己都會覺得 做了基督徒告訴別人
[00:03:54.700 --> 00:03:57.420]  基督徒都有一點點光彩的
[00:03:57.420 --> 00:04:00.220]  但是時而世亦 好像一個循環
[00:04:00.220 --> 00:04:02.660]  可能到近幾年 我們開始就覺得 哇
[00:04:02.660 --> 00:04:05.940]  基督教也是有不同的人 有不同的看法
[00:04:05.940 --> 00:04:08.460]  特別當我們說要去做傳福音的時候
[00:04:08.460 --> 00:04:14.340]  開始已經見到弟兄姊妹 覺得都好像很難開口一樣
[00:04:14.340 --> 00:04:18.300]  彼得在當代的環境裏面 都不是一個舒服的環境
[00:04:18.300 --> 00:04:21.820]  他去勉勵信徒 你要記得你這個身份
[00:04:21.820 --> 00:04:25.060]  我們是被上帝揀選的族類 是君尊的祭司
[00:04:25.060 --> 00:04:28.020]  在一個聖潔的角度 是屬神的子民
[00:04:28.020 --> 00:04:30.220]  而最重要的 我們很清晰
[00:04:30.220 --> 00:04:32.580]  究竟你存活在這個地上
[00:04:32.580 --> 00:04:35.700]  這個身份 是帶給了一個很重要的使命
[00:04:35.700 --> 00:04:41.900]  你就是要去宣揚上帝各樣的美善
[00:04:41.900 --> 00:04:44.580]  講到角色定位的問題的時候
[00:04:44.580 --> 00:04:48.220]  我相信每一個基督徒都知道自己是什麼樣子
[00:04:48.220 --> 00:04:50.180]  正如我們說香港小姐 香港人很明白的
[00:04:50.180 --> 00:04:51.580]  什麼叫香港小姐呢
[00:04:51.580 --> 00:04:54.020]  很坦白 這樣的樣子就叫香港小姐
[00:04:54.020 --> 00:04:56.220]  其實她穿了第二件衣服
[00:04:56.220 --> 00:04:59.060]  換了就算是馬里服那麼漂亮也好
[00:04:59.060 --> 00:05:02.460]  你都認不出她是香港小姐 是不是
[00:05:02.460 --> 00:05:05.100]  很清晰 我等一下選這個 大家應該不熟悉的
[00:05:05.100 --> 00:05:08.780]  某程度來說 看到這個香港小姐會看到什麼呢
[00:05:08.780 --> 00:05:10.740]  最重要我們很多時候會看到的標誌
[00:05:10.740 --> 00:05:16.460]  就一定是看到她是有權杖 有後官
[00:05:16.460 --> 00:05:19.820]  有披肩的斗篷 是不是
[00:05:19.820 --> 00:05:22.180]  最重要中間那個
[00:05:22.180 --> 00:05:24.220]  因為中間那個寫什麼很重要的
[00:05:24.220 --> 00:05:29.820]  你是友誼小姐來的 你不是港姐來的
[00:05:29.820 --> 00:05:32.500]  你是亞軍來的 你不是冠軍來的
[00:05:32.500 --> 00:05:35.580]  所以那個標誌寫明什麼呢
[00:05:35.580 --> 00:05:37.060]  其實都是重要的
[00:05:37.060 --> 00:05:38.380]  彼得在這個彼得神書
[00:05:38.380 --> 00:05:42.260]  為什麼會用了這四個形容詞去形容我們呢
[00:05:42.260 --> 00:05:46.020]  其實最重要在彼得的很清楚的信念裡面
[00:05:46.020 --> 00:05:48.580]  今天你和我能夠成為基督徒
[00:05:48.580 --> 00:05:51.940]  你能夠告訴別人你是信耶穌的
[00:05:51.940 --> 00:05:54.140]  其實不是一件容易的事
[00:05:54.140 --> 00:05:56.980]  在第一章第一到二章裡怎麼形容呢
[00:05:56.980 --> 00:05:59.140]  原來我們這一幫是什麼信徒呢
[00:05:59.140 --> 00:06:00.820]  這幫信徒是什麼人呢
[00:06:00.820 --> 00:06:05.340]  今天是照父神的先見被揀選的
[00:06:05.340 --> 00:06:06.340]  你有沒有想過
[00:06:06.340 --> 00:06:08.700]  原來你今天能夠信耶穌
[00:06:08.700 --> 00:06:11.580]  你能夠回教會是被揀選的
[00:06:11.580 --> 00:06:13.340]  可能我們當中有些新的朋友
[00:06:13.340 --> 00:06:16.260]  可能回教會是被邀請的
[00:06:16.260 --> 00:06:20.260]  唉 叫我這麼多次都來一兩次吧
[00:06:20.260 --> 00:06:22.980]  原來在宿命的角度不是這麼簡單的
[00:06:22.980 --> 00:06:26.020]  其實是上帝親自揀選你
[00:06:26.020 --> 00:06:30.900]  你才有機會進入到上帝的角度裡面
[00:06:30.900 --> 00:06:35.980]  這是一件絕對不是一件很普通很隨意的事
[00:06:35.980 --> 00:06:39.140]  是上帝按他的心意揀選你
[00:06:39.140 --> 00:06:40.820]  而我們成為一個基督徒
[00:06:40.820 --> 00:06:45.820]  我們常常都說我們是罪人改變的集中營
[00:06:45.820 --> 00:06:47.660]  所以教會不是很完美
[00:06:47.660 --> 00:06:49.060]  因為整班都是罪人
[00:06:49.060 --> 00:06:50.460]  我們只是在改造中
[00:06:50.460 --> 00:06:51.740]  ING Form OK
[00:06:51.740 --> 00:06:53.980]  所以我們成聖的時候
[00:06:53.980 --> 00:06:56.300]  原來也是上帝的工作
[00:06:56.300 --> 00:06:59.300]  彼得說我們成聖是要藉著聖靈
[00:06:59.300 --> 00:07:01.740]  才可以變成潔淨
[00:07:01.740 --> 00:07:03.660]  很多時候我們回教會
[00:07:03.660 --> 00:07:04.980]  對於教會的基督徒
[00:07:04.980 --> 00:07:07.700]  或者甚至我們對自己都有很多要求
[00:07:07.700 --> 00:07:10.020]  我們覺得我們要像樣的
[00:07:10.020 --> 00:07:11.580]  所以有時候我們看到一些主持說
[00:07:11.580 --> 00:07:12.180]  你回來了這麼久
[00:07:12.180 --> 00:07:13.500]  為什麼你不受罪
[00:07:13.500 --> 00:07:15.140]  唉 還沒得罪的 還沒得罪的
[00:07:15.140 --> 00:07:16.580]  我還是有點惡習的
[00:07:16.580 --> 00:07:18.140]  還沒得罪的 還沒得罪的
[00:07:18.140 --> 00:07:21.460]  有些很願意參加我們崇拜的老公
[00:07:21.460 --> 00:07:24.060]  我們剛才問了姊妹為什麼你老公不入小組
[00:07:24.060 --> 00:07:27.300]  唉 還沒得罪的 他覺得很忙
[00:07:27.300 --> 00:07:30.700]  他未能夠100%投入
[00:07:30.700 --> 00:07:34.140]  他覺得他也不是很參加得住
[00:07:34.140 --> 00:07:35.940]  頂姊妹 為什麼你不受罪
[00:07:35.940 --> 00:07:37.980]  組長叫你做核心 為什麼你推
[00:07:37.980 --> 00:07:38.780]  唉 不行的
[00:07:38.780 --> 00:07:42.060]  做了核心後我還以為會什麼
[00:07:42.060 --> 00:07:43.580]  做組長
[00:07:43.580 --> 00:07:46.260]  跟教友說 你想多了
[00:07:46.260 --> 00:07:47.180]  做核心做核心
[00:07:47.180 --> 00:07:49.420]  做核心還不一定要做組長 OK
[00:07:49.420 --> 00:07:50.300]  因為什麼
[00:07:50.300 --> 00:07:52.340]  你要被揀選的
[00:07:52.340 --> 00:07:55.100]  你能夠去釋放其實是被揀選的
[00:07:55.100 --> 00:07:57.900]  在當中我們學習成聖的過程裡面
[00:07:57.900 --> 00:08:00.340]  對不起 也不是靠自己的
[00:08:00.340 --> 00:08:02.500]  如果靠我們自己要成為聖潔
[00:08:02.500 --> 00:08:03.620]  那就死定了
[00:08:03.620 --> 00:08:06.220]  沒有人是可以靠自己成為聖潔
[00:08:06.220 --> 00:08:09.180]  今天我們能夠在ING方向改進
[00:08:09.180 --> 00:08:10.580]  我們越變越好
[00:08:10.580 --> 00:08:12.500]  全是上帝的恩典
[00:08:12.500 --> 00:08:14.220]  而在整個過程裡面
[00:08:14.220 --> 00:08:15.700]  彼得說我們要什麼
[00:08:15.700 --> 00:08:18.900]  要去以致我們能夠順復基督
[00:08:18.900 --> 00:08:21.220]  今天我們能夠被訓練被改造
[00:08:21.220 --> 00:08:23.260]  慢慢未有改變的原因
[00:08:23.260 --> 00:08:25.700]  是要去學習順復耶穌基督
[00:08:25.700 --> 00:08:29.860]  因為我們是蒙他的血所救贖的人
[00:08:29.860 --> 00:08:31.180]  彼得是一個大前提
[00:08:31.180 --> 00:08:32.940]  告訴我們每一個知道
[00:08:32.940 --> 00:08:36.140]  當時遇到的逼迫的環境很困難
[00:08:36.140 --> 00:08:38.300]  今天可能我們做基督徒
[00:08:38.300 --> 00:08:39.860]  特別在香港這個地方
[00:08:39.860 --> 00:08:42.340]  我們覺得都開始有不同的壓力
[00:08:42.340 --> 00:08:44.300]  有很多無形的困難
[00:08:44.300 --> 00:08:46.460]  在我們心裡面要去滾動
[00:08:46.460 --> 00:08:47.540]  但是你要知道
[00:08:47.540 --> 00:08:50.060]  原來你今天和我能夠坐在一起
[00:08:50.060 --> 00:08:51.460]  我們還能夠明正言順
[00:08:51.460 --> 00:08:54.500]  說星期天我們回教會
[00:08:54.500 --> 00:08:56.260]  這件事是不簡單的事
[00:08:56.260 --> 00:08:57.900]  在疫情之後很多人說
[00:08:57.900 --> 00:08:58.860]  為什麼我要實體呢
[00:08:58.860 --> 00:09:01.340]  我在家裡看了一樣方便又省時間
[00:09:01.340 --> 00:09:02.980]  做什麼我們需要實體
[00:09:02.980 --> 00:09:04.140]  丁子梅
[00:09:04.140 --> 00:09:07.980]  能夠實體為什麼不實體
[00:09:07.980 --> 00:09:09.140]  你不要問為什麼你要實體
[00:09:09.140 --> 00:09:12.660]  我想問能夠實體為什麼不實體
[00:09:12.660 --> 00:09:13.780]  很坦白
[00:09:13.780 --> 00:09:15.140]  你微信主義前
[00:09:15.140 --> 00:09:17.220]  為什麼山長水遠走去洪水橋那裡
[00:09:17.220 --> 00:09:21.860]  不知道什麼地方在那裡拜神
[00:09:21.860 --> 00:09:23.100]  很多人經常說洪水橋
[00:09:23.100 --> 00:09:24.060]  不知道是不是比較靈驗
[00:09:24.060 --> 00:09:25.820]  經常說是洪水橋
[00:09:25.820 --> 00:09:27.460]  為什麼你要去那裡
[00:09:27.460 --> 00:09:31.460]  就是因為很多人去那裡
[00:09:31.460 --> 00:09:34.420]  那間廟為什麼會覺得比較靈驗
[00:09:34.420 --> 00:09:36.060]  香火鼎盛
[00:09:36.060 --> 00:09:37.980]  所以就去那裡
[00:09:37.980 --> 00:09:39.580]  丁子梅有沒有想過
[00:09:39.580 --> 00:09:42.940]  全地在星期六日這些地方裡面
[00:09:42.940 --> 00:09:48.020]  突然間為什麼無端端有一班人向那裡走
[00:09:48.020 --> 00:09:50.540]  那裡是有些東西的
[00:09:50.540 --> 00:09:53.540]  在長沙環區很坦白
[00:09:53.540 --> 00:09:56.860]  早上七點多做的士的那一行
[00:09:56.860 --> 00:10:00.140]  一定知道這裡有兩間很出名的教會
[00:10:00.140 --> 00:10:02.220]  每個人都搶著的士的敬拜隊
[00:10:02.220 --> 00:10:04.260]  就在那裡飛回來
[00:10:04.260 --> 00:10:05.060]  丁子梅
[00:10:05.060 --> 00:10:07.140]  為什麼星期天大家不睡晚一點
[00:10:07.140 --> 00:10:09.020]  那幫人在那裡做什麼
[00:10:09.020 --> 00:10:11.940]  你知道有很多人在我們旁邊喝茶嗎
[00:10:11.940 --> 00:10:13.580]  你們喝茶在那裡做什麼
[00:10:13.580 --> 00:10:15.220]  就是因為不知道在做什麼
[00:10:15.220 --> 00:10:17.460]  咦 這裡有一間教會
[00:10:17.460 --> 00:10:20.740]  有些丁子梅其實很久沒有回教會
[00:10:20.740 --> 00:10:22.260]  就是因為過來旁邊喝茶
[00:10:22.260 --> 00:10:23.780]  看到原來有一間教會
[00:10:23.780 --> 00:10:26.540]  咦 那可以走過來教會
[00:10:26.540 --> 00:10:28.500]  丁子梅 你有沒有想過
[00:10:28.500 --> 00:10:30.340]  以色列地這麼大
[00:10:30.340 --> 00:10:32.580]  無端端做什麼定一些節期
[00:10:32.580 --> 00:10:34.740]  要人走路走得這麼辛苦
[00:10:34.740 --> 00:10:39.500]  走上去耶路撒冷的聖殿裡面守節
[00:10:39.500 --> 00:10:41.860]  要守節不可以在家裡守嗎
[00:10:41.860 --> 00:10:43.060]  住棚節走走而已
[00:10:43.060 --> 00:10:44.420]  為什麼不在家裡走走
[00:10:44.420 --> 00:10:47.740]  為什麼要山長水遠這樣走過去
[00:10:47.740 --> 00:10:52.940]  你有沒有想過在整個地球裡面
[00:10:52.940 --> 00:10:54.660]  逢星期天的地方
[00:10:54.660 --> 00:10:57.660]  原來有一幫叫屬神的子民被呼召
[00:10:57.660 --> 00:11:00.140]  是在向一些地方出現的
[00:11:00.140 --> 00:11:02.220]  他們的出現是告訴人們
[00:11:02.220 --> 00:11:06.060]  我們是去敬拜這位獨一的真神
[00:11:06.060 --> 00:11:07.420]  我們要告訴世人知道
[00:11:07.420 --> 00:11:09.140]  我們是被分別出來的
[00:11:09.140 --> 00:11:10.740]  人人在那裡可能在做其他的事情
[00:11:10.740 --> 00:11:14.060]  但我們卻是向著一個地方預備自己
[00:11:14.060 --> 00:11:16.100]  去將最高的榮耀重責
[00:11:16.100 --> 00:11:20.220]  歸給我們所相信的這位獨一的上帝
[00:11:20.220 --> 00:11:22.900]  所以丁子梅 某程度來說
[00:11:22.900 --> 00:11:25.460]  我們會覺得我們要做一個驕途
[00:11:25.460 --> 00:11:27.740]  要告訴人們 我們很看時勢
[00:11:27.740 --> 00:11:30.660]  看那時候的環境 看氣候
[00:11:30.660 --> 00:11:33.100]  如果是好的 那我們就說只是
[00:11:33.100 --> 00:11:36.180]  說公司一般般的 我們就馬上潛水
[00:11:36.180 --> 00:11:38.660]  彼得說不可以
[00:11:38.660 --> 00:11:40.780]  他說你們是唯有你們
[00:11:40.780 --> 00:11:42.500]  唯有我們每一個信耶穌的人
[00:11:42.500 --> 00:11:44.300]  我們是被揀選的族類
[00:11:44.300 --> 00:11:46.700]  被揀選是一個權柄
[00:11:46.700 --> 00:11:50.460]  你沒想過你拿著權杖是上帝揀選你
[00:11:50.460 --> 00:11:53.380]  這是多麼重要
[00:11:53.380 --> 00:11:54.940]  如果你覺得你能夠信主
[00:11:54.940 --> 00:11:56.900]  你能夠有機會回教會
[00:11:56.900 --> 00:11:58.900]  原來你能夠有機會去侍奉神
[00:11:58.900 --> 00:12:01.300]  是上帝揀選你的
[00:12:01.300 --> 00:12:03.340]  你就應該很珍惜
[00:12:03.340 --> 00:12:05.620]  我們見過很多的人
[00:12:05.620 --> 00:12:07.340]  特別在我年輕的年代
[00:12:07.340 --> 00:12:10.660]  很多人在我們青年的粉興營
[00:12:10.660 --> 00:12:12.020]  夏令營裡面
[00:12:12.020 --> 00:12:16.420]  他們都舉手 說他們要奉獻給主
[00:12:16.420 --> 00:12:19.220]  但是幾十年過後
[00:12:19.220 --> 00:12:21.340]  是否真的每個人都可以
[00:12:21.340 --> 00:12:24.660]  去全職侍奉呢 不是的
[00:12:24.660 --> 00:12:26.220]  全港現在最缺的行業
[00:12:26.220 --> 00:12:28.100]  其中有一個叫「傳道人」
[00:12:28.100 --> 00:12:29.380]  我再提醒你
[00:12:29.380 --> 00:12:31.940]  請你好好地善待我們的傳道人
[00:12:31.940 --> 00:12:33.660]  給他們一點掌聲
[00:12:33.660 --> 00:12:36.220]  隨時會被人叫的 我坦白告訴你
[00:12:36.220 --> 00:12:37.860]  為甚麼
[00:12:37.860 --> 00:12:40.540]  我們每年都有很多神學生進神學院
[00:12:40.540 --> 00:12:41.900]  我們同屆畢業
[00:12:41.900 --> 00:12:44.900]  有不少人 每次進神學院都有很多人
[00:12:44.900 --> 00:12:49.020]  是否真的所有人都能夠侍奉到最後
[00:12:49.020 --> 00:12:50.580]  不一定的
[00:12:50.580 --> 00:12:52.580]  以色列人浩浩蕩蕩出埃及
[00:12:52.580 --> 00:12:54.100]  打算進入迦南
[00:12:54.100 --> 00:12:56.380]  當他們不進入的時候
[00:12:56.380 --> 00:12:58.700]  上帝說 你們不要進入
[00:12:58.700 --> 00:13:01.140]  他們打算什麼什麼都進入
[00:13:01.140 --> 00:13:03.300]  對不起 你看正經
[00:13:03.300 --> 00:13:07.180]  你說進就進 全部都進不去
[00:13:07.180 --> 00:13:08.020]  我們沒有想過
[00:13:08.020 --> 00:13:10.020]  原來今天我們所得的慰分
[00:13:10.020 --> 00:13:12.220]  不只是我們自己要和不要
[00:13:12.220 --> 00:13:14.780]  你有沒有想過什麼叫做上帝
[00:13:14.780 --> 00:13:16.580]  他今天呼召你的時候
[00:13:16.580 --> 00:13:18.380]  你要好好地去回應
[00:13:18.380 --> 00:13:19.900]  如果你不回應的時候
[00:13:19.900 --> 00:13:22.980]  是否下一次還有你的份
[00:13:22.980 --> 00:13:26.100]  這個權柄是我們值得珍惜的
[00:13:26.100 --> 00:13:29.660]  當然這個祭司的身份是尊貴的
[00:13:29.660 --> 00:13:31.020]  而最重要的是
[00:13:31.020 --> 00:13:35.980]  當望向你旁邊的人 我們能夠坐在一間教會裏面
[00:13:35.980 --> 00:13:37.220]  絕對不簡單
[00:13:37.220 --> 00:13:40.740]  我們在一起不是搶椅子坐的
[00:13:40.740 --> 00:13:44.980]  我們在一起是要形成一個榮耀的角度
[00:13:44.980 --> 00:13:48.300]  讓人們能夠一望就看到我們
[00:13:48.300 --> 00:13:50.660]  我們是屬於上帝
[00:13:50.660 --> 00:13:54.140]  我們一群人 他們是基督徒
[00:13:54.140 --> 00:13:55.700]  所以在公司的時候
[00:13:55.700 --> 00:13:58.260]  遇到原來有信耶穌的人
[00:13:58.260 --> 00:14:00.340]  自己人來的 頂姐妹來的
[00:14:00.340 --> 00:14:01.820]  好好地給予彼此的照顧
[00:14:01.820 --> 00:14:03.860]  一起為你的公司去禱告
[00:14:03.860 --> 00:14:07.100]  讓上帝的角度藉著你們
[00:14:07.100 --> 00:14:09.740]  能夠臨在你公司的地方
[00:14:09.740 --> 00:14:11.460]  我們是屬於上帝的子民
[00:14:11.460 --> 00:14:15.220]  不是隱形戰記
[00:14:15.220 --> 00:14:18.700]  你的名牌要掛出來給人們看
[00:14:18.700 --> 00:14:23.020]  彼得說 我們是這麼多樣東西
[00:14:23.020 --> 00:14:24.980]  很多頂姐妹讀經會選一些東西
[00:14:24.980 --> 00:14:26.700]  我是一樣 不是一樣 我是一樣 不是
[00:14:26.700 --> 00:14:30.220]  彼得說 你們是這些 全部都是我們
[00:14:30.220 --> 00:14:31.820]  我們是被上帝揀選的
[00:14:31.820 --> 00:14:33.540]  我們是君尊的祭司
[00:14:33.540 --> 00:14:35.020]  我們是一個聖潔的角度
[00:14:35.020 --> 00:14:36.780]  我們是屬於上帝
[00:14:36.780 --> 00:14:40.300]  如果你覺得你的身份對你來說是尊貴的時候
[00:14:40.300 --> 00:14:43.580]  你就不會羞恥於告訴別人
[00:14:43.580 --> 00:14:46.660]  我是基督徒 我是信主的
[00:14:46.660 --> 00:14:48.100]  如果你以千脈為榮
[00:14:48.100 --> 00:14:50.220]  你告訴他我是千脈的
[00:14:50.220 --> 00:14:51.500]  你明白我的意思嗎
[00:14:51.500 --> 00:14:53.460]  什麼叫光宗耀祖
[00:14:53.460 --> 00:14:54.220]  很簡單
[00:14:54.220 --> 00:14:56.420]  隨便有一個不知道什麼孫子
[00:14:56.420 --> 00:14:59.940]  他能夠有任何的榮耀的時候
[00:14:59.940 --> 00:15:02.100]  整個家族都得到榮耀
[00:15:02.100 --> 00:15:03.860]  頂姐妹你有沒有想過
[00:15:03.860 --> 00:15:06.620]  你生命當中能夠榮耀上帝
[00:15:06.620 --> 00:15:08.140]  為什麼你可以榮耀上帝
[00:15:08.140 --> 00:15:11.340]  因為你是屬於上帝的家族裡面
[00:15:11.340 --> 00:15:13.620]  上帝愛你 上帝揀選你
[00:15:13.620 --> 00:15:16.100]  成為他家裡面的一份子
[00:15:16.100 --> 00:15:18.580]  讓我們真的去珍惜這個身份
[00:15:18.580 --> 00:15:20.580]  我們細節去看一看的時候
[00:15:20.580 --> 00:15:24.060]  我們被揀選的感覺為什麼這麼困難呢
[00:15:24.060 --> 00:15:26.740]  是因為我們自殘盈遺
[00:15:26.740 --> 00:15:29.300]  我想我們真的驕傲的不多
[00:15:29.300 --> 00:15:31.980]  我們其實是自卑的比較多
[00:15:31.980 --> 00:15:32.980]  我們覺得自己
[00:15:32.980 --> 00:15:35.340]  基督徒好像告訴別人不太行
[00:15:35.340 --> 00:15:37.260]  好像我要很成功
[00:15:37.260 --> 00:15:38.740]  我就這樣告訴別人
[00:15:38.740 --> 00:15:40.180]  很多都是做商業的
[00:15:40.180 --> 00:15:43.540]  做商家 做老闆的一班中小企的基督徒
[00:15:43.540 --> 00:15:44.660]  我們都見的
[00:15:44.660 --> 00:15:47.460]  他們在什麼情況下會出現呢
[00:15:47.460 --> 00:15:49.180]  生意好的時候
[00:15:49.180 --> 00:15:52.540]  說見證 榮耀主 簽了什麼單的時候
[00:15:52.540 --> 00:15:56.020]  他們在培靈會 報道會 石頭牆都會出現
[00:15:56.020 --> 00:15:57.580]  因為我跟著牧師走都知道
[00:15:57.580 --> 00:15:59.860]  那些頂展會是刺刺的走
[00:15:59.860 --> 00:16:01.580]  但是為什麼突然間潛水呢
[00:16:01.580 --> 00:16:03.380]  為什麼不見了這個人呢
[00:16:03.380 --> 00:16:05.460]  不用問了 現在已經習慣了
[00:16:05.460 --> 00:16:07.380]  他們生意不好的時候
[00:16:07.380 --> 00:16:08.940]  他們就是潛水的
[00:16:08.940 --> 00:16:11.460]  為什麼這麼有趣呢
[00:16:11.460 --> 00:16:12.300]  頂展會
[00:16:12.300 --> 00:16:13.740]  你會覺得我為什麼要回教會
[00:16:13.740 --> 00:16:15.300]  我們有些組員都是的
[00:16:15.300 --> 00:16:17.900]  有感恩嗜好 開心
[00:16:17.900 --> 00:16:19.020]  那你就回教會了
[00:16:19.020 --> 00:16:21.020]  他一抑鬱不開心就跟組長說
[00:16:21.020 --> 00:16:22.180]  你不用找我
[00:16:22.180 --> 00:16:23.660]  完全不用找我
[00:16:23.660 --> 00:16:26.020]  讓我自己回復頭的
