
[00:00:00.000 --> 00:00:04.000]  格雷西書也是一個很特別的書信
[00:05:20.000 --> 00:05:25.000]  內容是有關各的信徒生命的一個表現
[00:05:25.000 --> 00:05:28.000]  就是信心跟愛心
[00:05:28.000 --> 00:05:31.000]  那也是基於在天上的盼望
[00:05:31.000 --> 00:05:35.000]  並且教會也不斷的結果增多
[00:05:35.000 --> 00:05:41.000]  然而整個呈現出來的圖畫的核心是福音
[00:05:41.000 --> 00:05:45.000]  那這段的經文是保羅跟他的同工提莫泰
[00:05:45.000 --> 00:05:49.000]  和之後提到的以巴夫的一個感恩
[00:05:49.000 --> 00:05:52.000]  這個感恩的產生是由於他們聽見
[00:05:52.000 --> 00:05:54.000]  聽見在這裡出現了三次
[00:05:54.000 --> 00:05:58.000]  保羅聽見各的信徒的信心和愛心
[00:05:58.000 --> 00:06:01.000]  因為他們聽見了一個有盼望的福音
[00:06:01.000 --> 00:06:05.000]  而福音在各的城市遍傳之後
[00:06:05.000 --> 00:06:09.000]  跟其他地方一樣,處處都是福音的國旨
[00:06:09.000 --> 00:06:13.000]  那裡面講到這個不斷的增長
[00:06:13.000 --> 00:06:17.000]  在信義本裡面或許合授本裡面說繼續的增長
[00:06:17.000 --> 00:06:21.000]  那在舊約裡面呢,它的意思是生養眾多
[00:06:21.000 --> 00:06:24.000]  這表明福音本身是一個大能
[00:06:24.000 --> 00:06:27.000]  正如保羅在羅馬書一章十六節說
[00:06:27.000 --> 00:06:31.000]  我不以福音為恥,這福音本是上帝的大能
[00:06:31.000 --> 00:06:36.000]  要救一切傷心的,先是猶太人,後是希臘人
[00:06:36.000 --> 00:06:40.000]  是的,這個福音的大能是在於
[00:06:40.000 --> 00:06:45.000]  它能夠讓人有永生的盼望,並且改變人的生命
[00:06:45.000 --> 00:06:50.000]  這裡特別的指出兩個方面,就是信心和愛心
[00:06:50.000 --> 00:06:54.000]  信心這個詞在哥羅西書出現了五次
[00:06:54.000 --> 00:06:57.000]  基本上是對耶穌基督的信心
[00:06:57.000 --> 00:07:02.000]  也可以表達信仰或偽生
[00:07:02.000 --> 00:07:06.000]  而這個在基督裡的信心是一種相信的表現
[00:07:06.000 --> 00:07:11.000]  不單止只是頭腦的相信,而且有相應的行動
[00:07:11.000 --> 00:07:15.000]  就好像有推銷員向兩個人推銷他的產品
[00:07:15.000 --> 00:07:18.000]  兩個都說相信它的功效
[00:07:18.000 --> 00:07:21.000]  不過一個就付錢買了,另外一個就沒有
[00:07:21.000 --> 00:07:25.000]  誰相信呢?當然是付錢買的那一個
[00:07:25.000 --> 00:07:29.000]  所以凡是有關耶穌基督一切的事情和教導
[00:07:29.000 --> 00:07:34.000]  我們的相信,我們都應該要相信並且要遵行
[00:07:34.000 --> 00:07:40.000]  另外一個信仰的表現就是他們對眾聖徒的愛心
[00:07:40.000 --> 00:07:44.000]  他們的愛心不只對本地的信徒而已
[00:07:44.000 --> 00:07:48.000]  而且在詩章7到17節裡面也描述有關
[00:07:48.000 --> 00:07:53.000]  他們接待其他信徒和為其他地方的弟兄勞苦
[00:07:53.000 --> 00:07:57.000]  當中也提到哥倫西教會中的代表伊巴夫
[00:07:57.000 --> 00:07:59.000]  當時與保羅在一起
[00:07:59.000 --> 00:08:04.000]  有可能是教會拆派他到羅馬去幫助保羅
[00:08:04.000 --> 00:08:08.000]  這個行動反映出哥倫西信徒的愛心
[00:08:08.000 --> 00:08:11.000]  是超越他們自己的界線的
[00:08:11.000 --> 00:08:13.000]  就好像一個小小的教會
[00:08:13.000 --> 00:08:17.000]  他把自己的主任牧師拆派去有需要的地方去宣教
[00:08:17.000 --> 00:08:21.000]  那麼伊巴夫就是他們的主任牧師了
[00:08:21.000 --> 00:08:26.000]  在哥倫西書裡面保羅也是兩次提到這個伊巴夫
[00:08:26.000 --> 00:08:32.000]  他被形容是基督耶穌裡的僕人一個中性的僕役
[00:08:32.000 --> 00:08:36.000]  雖然保羅從沒有親身到過哥倫西這個城市
[00:08:36.000 --> 00:08:42.000]  但他所了解教會的情況都是從伊巴夫口中所知道的
[00:08:42.000 --> 00:08:46.000]  所以一些學姐相信伊巴夫應該是在信主之前
[00:08:46.000 --> 00:08:49.000]  就在哥倫西這個城市
[00:08:49.000 --> 00:08:52.000]  但是由於這個城市是個小的城市
[00:08:52.000 --> 00:08:55.000]  他希望可能到一些大的城市去發展
[00:08:55.000 --> 00:08:58.000]  後來他遇上保羅還有他們的同工
[00:08:58.000 --> 00:09:03.000]  信主之後他就回到哥倫西這個地方來建立教會
[00:09:03.000 --> 00:09:09.000]  弟兄姊妹你們有沒有想過把這個福音帶回自己的家鄉呢
[00:09:09.000 --> 00:09:13.000]  那之前我在學院聽到一個宣教士的分享
[00:09:13.000 --> 00:09:18.000]  他去非洲一個叫加納的地方你們都聽過
[00:09:18.000 --> 00:09:22.000]  他去了那個地方宣教大概三十多年
[00:09:22.000 --> 00:09:25.000]  因為那邊是一個回教族的地方
[00:09:25.000 --> 00:09:29.000]  所以他開始那幾年傳福音的工作是非常的困難的
[00:09:29.000 --> 00:09:31.000]  基本上就是沒有幾個人信主
[00:09:31.000 --> 00:09:36.000]  後來他就開了一個英語班然後去教英文
[00:09:36.000 --> 00:09:39.000]  他教英文是用聖經者來教
[00:09:39.000 --> 00:09:45.000]  後來有一個當地一個很基層打鐵的工人當地人
[00:09:45.000 --> 00:09:47.000]  然後他就很有興趣
[00:09:47.000 --> 00:09:52.000]  所以之後他就跟著這位宣教士就定期的去上課
[00:09:52.000 --> 00:09:54.000]  然後去學習英文
[00:09:54.000 --> 00:09:56.000]  那學了大概兩年之後
[00:09:56.000 --> 00:10:00.000]  他就放棄了他自己的回教的信仰
[00:10:00.000 --> 00:10:03.000]  然後就決定要跟隨主
[00:10:03.000 --> 00:10:07.000]  後來他更把自己的奉獻給神
[00:10:07.000 --> 00:10:11.000]  然後到國外去接受神學裝備
[00:10:11.000 --> 00:10:16.000]  本來他是可以留在國外去繼續服侍生活的
[00:10:16.000 --> 00:10:22.000]  不過他選擇回到他自己的家鄉加納來去做傳道人
[00:10:22.000 --> 00:10:26.000]  這個就是他們故鄉的一個一把斧
[00:10:26.000 --> 00:10:30.000]  各位姊妹你相信福音的大能嗎?
[00:10:30.000 --> 00:10:34.000]  就是在第五節那邊說的福音是真理的道
[00:10:34.000 --> 00:10:39.000]  就是透過我們的生命產生出的這兩種的表現
[00:10:39.000 --> 00:10:41.000]  信心和愛心
[00:10:41.000 --> 00:10:47.000]  然後繼續的增長不斷的結果
[00:10:47.000 --> 00:10:52.000]  不曉得大家認識戴德森嗎?應該都很認識
[00:10:52.000 --> 00:10:56.000]  他是英國的基督教信教來華的傳教士
[00:10:56.000 --> 00:11:00.000]  也是中國內地會就是現在的OMF
[00:11:00.000 --> 00:11:03.000]  就是海外基督使團的創辦人
[00:11:03.000 --> 00:11:06.000]  戴德森他在中國是51年
[00:11:06.000 --> 00:11:08.000]  他創立了這個拆會
[00:11:08.000 --> 00:11:11.000]  拆開了超過800名的宣教士
[00:11:11.000 --> 00:11:14.000]  並且建立了125間的學校
[00:11:14.000 --> 00:11:19.000]  他並在中國帶領了1萬8千人會信基督教
[00:11:19.000 --> 00:11:23.000]  在十八神成立了300多個傳福音的地點
[00:11:23.000 --> 00:11:25.000]  你知道當時的宣教士
[00:11:25.000 --> 00:11:29.000]  他們宣教要付出多大的心心嗎?
[00:11:29.000 --> 00:11:33.000]  你知道他們要付出多大的代價嗎?
[00:11:33.000 --> 00:11:35.000]  我們聽過他一個句名言
[00:11:35.000 --> 00:11:37.000]  等一下我會講
[00:11:37.000 --> 00:11:41.000]  他願意把他自己的生命都為中國捨了
[00:11:41.000 --> 00:11:43.000]  你知道他在他的子女當中
[00:11:43.000 --> 00:11:48.000]  他有兩個男孩跟兩個女孩都在中國夭折了
[00:11:48.000 --> 00:11:54.000]  並且他的第一任的妻子也在當中病死了
[00:11:54.000 --> 00:11:59.000]  他並不是不愛他的妻子不愛他的子女
[00:11:59.000 --> 00:12:04.000]  他也並不忍心看到他的妻子疾病而死
[00:12:04.000 --> 00:12:11.000]  但是他的心仍然為內地無數的未得救的靈魂所焚燒
[00:12:11.000 --> 00:12:13.000]  其實不是只有戴德森
[00:12:13.000 --> 00:12:17.000]  還有許多的宣教士甚至在中國殉道
[00:12:17.000 --> 00:12:22.000]  根據一本書叫回首百年殉道學
[00:12:22.000 --> 00:12:25.000]  大家有沒有看過有沒有見過沒有
[00:12:25.000 --> 00:12:28.000]  他裡面記載就是在1900年的時候
[00:12:28.000 --> 00:12:33.000]  義和團事件就有189名的殉道者
[00:12:33.000 --> 00:12:37.000]  當中有62個人是男性的宣教士
[00:12:37.000 --> 00:12:40.000]  38個人是宣教士的妻子
[00:12:40.000 --> 00:12:44.000]  37個人是女宣教士
[00:12:44.000 --> 00:12:47.000]  有52個人是宣教士的兒女
[00:12:47.000 --> 00:12:52.000]  宣教士的兒女在當中已經超過四分之一
[00:12:52.000 --> 00:12:55.000]  這些宣教士他們所顯出來的不但是他們個人
[00:12:55.000 --> 00:13:00.000]  甚至大到連他自己的妻子兒子也擺上了
[00:13:00.000 --> 00:13:05.000]  他們的信心他們的愛心是多麼的大
[00:13:05.000 --> 00:13:09.000]  而他們為了那些人能夠聽到呼應的緣故
[00:13:09.000 --> 00:13:12.000]  他們連生命也願意去賠償
[00:13:12.000 --> 00:13:14.000]  所以我覺得戴德森有一句名言
[00:13:14.000 --> 00:13:17.000]  是很能夠很恰當的表達出
[00:13:17.000 --> 00:13:20.000]  怎麼呼應透過一個人所產生出來的信心和愛心
[00:13:20.000 --> 00:13:23.000]  帶出許許多多的福音的果子
[00:13:23.000 --> 00:13:28.000]  他說假如我有千磅英金
[00:13:28.000 --> 00:13:30.000]  中國可以全數支取
[00:13:30.000 --> 00:13:32.000]  假如我有千條性命
[00:13:32.000 --> 00:13:35.000]  不會留下一條不留給中國
[00:13:35.000 --> 00:13:38.000]  不,不是中國,乃是基督
[00:13:38.000 --> 00:13:41.000]  我們為基督所做的還會太多嗎?
[00:13:41.000 --> 00:13:43.000]  大家有聽過這句名言嗎?
[00:13:43.000 --> 00:13:45.000]  是的
[00:13:45.000 --> 00:13:48.000]  我們可能會覺得他是一個很偉大的人
[00:13:48.000 --> 00:13:50.000]  他這麼愛中國
[00:13:50.000 --> 00:13:52.000]  是,他確實很愛中國
[00:13:52.000 --> 00:13:55.000]  但是他更愛基督
[00:13:55.000 --> 00:13:57.000]  這是因為基督的緣故
[00:13:57.000 --> 00:13:58.000]  因為福音的緣故
[00:13:58.000 --> 00:13:59.000]  讓他有這個能力
[00:13:59.000 --> 00:14:01.000]  他有這個愛心跟信心
[00:14:01.000 --> 00:14:03.000]  他願意付出那麼大的代價
[00:14:03.000 --> 00:14:06.000]  來到中國去傳福音
[00:14:06.000 --> 00:14:10.000]  當我來到太古城堂講道之前
[00:14:10.000 --> 00:14:13.000]  我當然需要了解一下這個堂會
[00:14:13.000 --> 00:14:15.000]  所以最直接的方法
[00:14:15.000 --> 00:14:17.000]  你知道是什麼嗎?
[00:14:17.000 --> 00:14:19.000]  就是上你們的網頁
[00:14:19.000 --> 00:14:23.000]  我之前看到你們教會的介紹
[00:14:23.000 --> 00:14:27.000]  不知道你們來這個教會多長時間
[00:14:27.000 --> 00:14:31.000]  但是你們對教會的歷史
[00:14:31.000 --> 00:14:35.000]  你們會清楚嗎?
[00:14:35.000 --> 00:14:37.000]  或是你們大概知道嗎?
[00:14:37.000 --> 00:14:38.000]  知道嗎?
[00:14:38.000 --> 00:14:41.000]  我就不會很詳細的去講了
[00:14:41.000 --> 00:14:42.000]  因為你們都很清楚了
[00:14:42.000 --> 00:14:44.000]  不過我自己看的時候
[00:14:44.000 --> 00:14:48.000]  我還是需要再大概略略描述一下
[00:14:48.000 --> 00:14:49.000]  我看了之後
[00:14:49.000 --> 00:14:51.000]  我發現原來你們的教會
[00:14:51.000 --> 00:14:54.000]  是在1980年就已經在這裡有開始了
[00:14:54.000 --> 00:14:57.000]  當時他邀請了一個韓牧師
[00:14:57.000 --> 00:14:59.000]  是一個洋人
[00:14:59.000 --> 00:15:01.000]  他是負責這個事工
[00:15:01.000 --> 00:15:03.000]  後來1981年
[00:15:03.000 --> 00:15:05.000]  牧師就在這個區內
[00:15:05.000 --> 00:15:08.000]  開始了一個家庭的茶經聚會
[00:15:08.000 --> 00:15:10.000]  以及一個暑期聖經班
[00:15:10.000 --> 00:15:11.000]  後來第二年
[00:15:11.000 --> 00:15:14.000]  就用了太古城管理處禮堂
[00:15:14.000 --> 00:15:16.000]  然後開始一個晚上的崇拜
[00:15:16.000 --> 00:15:18.000]  以及福音信的聚會
[00:15:18.000 --> 00:15:20.000]  大概那時候出席的人數
[00:15:20.000 --> 00:15:22.000]  大概30到40位左右
[00:15:22.000 --> 00:15:24.000]  到1984年的時候
[00:15:24.000 --> 00:15:27.000]  弟兄姊妹就有意在這裡區內
[00:15:27.000 --> 00:15:29.000]  然後建立這個教會
[00:15:29.000 --> 00:15:31.000]  並且在9月就開始
[00:15:31.000 --> 00:15:33.000]  借用這裡的一個停車場
[00:15:33.000 --> 00:15:35.000]  然後開始這個武堂的崇拜
[00:15:35.000 --> 00:15:37.000]  那到1985年
[00:15:37.000 --> 00:15:40.000]  就起名叫布達會太古城堂
[00:15:40.000 --> 00:15:41.000]  我應該沒說錯吧
[00:15:41.000 --> 00:15:42.000]  對不對
[00:15:42.000 --> 00:15:43.000]  沒說錯
[00:15:43.000 --> 00:15:48.000]  那你們明年就應該是踏入30週年
[00:15:48.000 --> 00:15:49.000]  對不對
[00:15:49.000 --> 00:15:51.000]  應該到時候你們應該也會
[00:15:51.000 --> 00:15:54.000]  可能有一些感恩慶祝的一些的聚會
[00:15:54.000 --> 00:15:57.000]  但是這個普通話崇拜
[00:15:57.000 --> 00:16:01.000]  原來是在2014年3月開始
[00:16:01.000 --> 00:16:04.000]  所以也是因為我們知道
[00:16:04.000 --> 00:16:07.000]  香港跟內地的交往越來越密切
[00:16:07.000 --> 00:16:09.000]  所以看到或許區內可能越來越多
[00:16:09.000 --> 00:16:12.000]  說普通話的人在這裡居住
[00:16:12.000 --> 00:16:14.000]  所以我們也希望透過這個施工
[00:16:14.000 --> 00:16:17.000]  讓更多的國內的同胞
[00:16:17.000 --> 00:16:18.000]  能夠聽到福音
[00:16:18.000 --> 00:16:21.000]  那在三十年前
[00:16:21.000 --> 00:16:24.000]  可能這個太古城堂
[00:16:24.000 --> 00:16:27.000]  可能只有30、40人左右
[00:16:27.000 --> 00:16:29.000]  就跟我們現在的人數差不多
[00:16:29.000 --> 00:16:31.000]  那你們相信
[00:16:31.000 --> 00:16:33.000]  30年之後
[00:16:33.000 --> 00:16:35.000]  這個普通話崇拜
[00:16:35.000 --> 00:16:38.000]  會有現在像廣東話的崇拜的人數那麼多嗎
[00:16:38.000 --> 00:16:40.000]  你們相信嗎
[00:16:40.000 --> 00:16:42.000]  有人點頭
[00:16:42.000 --> 00:16:44.000]  感謝主啊
[00:16:44.000 --> 00:16:46.000]  我希望你們都相信
[00:16:46.000 --> 00:16:47.000]  這個真的是福音的大能
[00:16:47.000 --> 00:16:49.000]  我相信這個不是偶然的
[00:16:49.000 --> 00:16:53.000]  那我相信只是神怎麼去透過這個教會
[00:16:53.000 --> 00:16:55.000]  這個福音
[00:16:55.000 --> 00:16:57.000]  然後讓更多的人能夠聽到福音的時候
[00:16:57.000 --> 00:17:01.000]  這個就是福音本身的一個大能
[00:17:01.000 --> 00:17:06.000]  那上帝引導使徒保羅寫信給這麼一個小的教會
[00:17:06.000 --> 00:17:07.000]  讓他們知道
[00:17:07.000 --> 00:17:10.000]  雖然他們在政治在經濟上只是一個小的地方
[00:17:10.000 --> 00:17:14.000]  甚至在宣教歷史上也只是一個很邊緣的地方
[00:17:14.000 --> 00:17:19.000]  福音只是有一位不見精轉的小人物傳入
[00:17:19.000 --> 00:17:22.000]  但他們在上帝的眼中都是重要的
[00:17:22.000 --> 00:17:24.000]  他們接受福音
[00:17:24.000 --> 00:17:29.000]  以及福音的果孝在他們中間能夠結果增長
[00:17:29.000 --> 00:17:33.000]  這個福音跟普世上每一個城市
[00:17:33.000 --> 00:17:37.000]  所興旺起來的城市都是一樣的
[00:17:37.000 --> 00:17:41.000]  雖然我們明白福音的大能所產生的力量
[00:17:41.000 --> 00:17:45.000]  但是信徒應該如何去活出來了
[00:17:45.000 --> 00:17:47.000]  或有什麼具體的指標了
[00:17:47.000 --> 00:17:51.000]  所以我們要看下一段的經文
[00:17:51.000 --> 00:17:55.000]  在九到十四節我定義一個分題
[00:17:55.000 --> 00:18:00.000]  是叫迎向神並接受福音轉化生命的教會
[00:18:00.000 --> 00:18:01.000]  你們跟我讀一次吧
[00:18:01.000 --> 00:18:02.000]  來一二三
[00:18:02.000 --> 00:18:08.000]  迎向神並接受福音轉化生命的教會
[00:18:08.000 --> 00:18:09.000]  是的
[00:18:09.000 --> 00:18:11.000]  那我們一同的來讀九到十四節好不好
[00:18:11.000 --> 00:18:13.000]  來一二三起
[00:18:13.000 --> 00:18:21.000]  因此我們自從聽見的日子救不住的為你們禱告和祈求
[00:18:21.000 --> 00:18:25.000]  願你們漫遊一切屬於的智慧和悟性
[00:18:25.000 --> 00:18:27.000]  真正知道上帝的旨意
[00:18:27.000 --> 00:18:31.000]  好使你們行事為人對得起主
[00:18:31.000 --> 00:18:33.000]  凡事奉祂許願
[00:18:33.000 --> 00:18:36.000]  在一切善事上接果之
[00:18:36.000 --> 00:18:39.000]  對上帝的認識更有長進
[00:18:39.000 --> 00:18:42.000]  願你們從祂榮耀的全能中
[00:18:42.000 --> 00:18:46.000]  可以在一切時尚與理想的家裡
[00:18:46.000 --> 00:18:51.000]  好使你們凡事歡歡喜喜的忍耐與寬容
[00:18:51.000 --> 00:18:53.000]  我感謝父
[00:18:53.000 --> 00:18:58.000]  使你們可以與眾聖徒在光明中分享基業
[00:18:58.000 --> 00:19:02.000]  祂救了我們脫離黑暗的權勢
[00:19:02.000 --> 00:19:05.000]  請你到祂愛子的國度裡
[00:19:05.000 --> 00:19:09.000]  藉著祂的愛子我們得某救贖
[00:19:09.000 --> 00:19:12.000]  好謝謝
[00:19:12.000 --> 00:19:16.000]  那上一段的經文是一段感恩的經文
[00:19:16.000 --> 00:19:19.000]  那麼這一段的經文是一段祈求的經文
[00:19:19.000 --> 00:19:24.000]  那祈求的內容是信徒能夠滿心知道神的旨意
[00:19:24.000 --> 00:19:28.000]  目的是要使他們能夠行事為人都對得起主
[00:19:28.000 --> 00:19:30.000]  凡事都是蒙他的許願
[00:19:30.000 --> 00:19:35.000]  那保羅在這裡列出四個行在主裡的方式以及指標
[00:19:35.000 --> 00:19:40.000]  第一是在一切的善事上結果之
[00:19:40.000 --> 00:19:43.000]  第二對上帝的認識加深
[00:19:43.000 --> 00:19:47.000]  第三要堅毅忍耐
[00:19:47.000 --> 00:19:49.000]  那個是呂正中的翻譯
[00:19:49.000 --> 00:19:53.000]  第四就是感謝同德之業
[00:19:53.000 --> 00:19:57.000]  那首先保羅指出基督徒需要知道上帝的旨意
[00:19:57.000 --> 00:19:59.000]  不過這個是一個很大的課題
[00:19:59.000 --> 00:20:03.000]  常常都會有人問如何明白神的心意
[00:20:03.000 --> 00:20:05.000]  你們有問過這種問題嗎
[00:20:05.000 --> 00:20:06.000]  會問嗎
[00:20:06.000 --> 00:20:08.000]  都會問是不是
[00:20:08.000 --> 00:20:12.000]  大家你們覺得這個問題是容易嗎
[00:20:12.000 --> 00:20:16.000]  你認為上帝的旨意是清楚的嗎
[00:20:16.000 --> 00:20:19.000]  你們覺得是清楚的嗎
[00:20:19.000 --> 00:20:22.000]  有些人還是不太確定
[00:20:22.000 --> 00:20:23.000]  那沒關係
[00:20:23.000 --> 00:20:24.000]  那為什麼呢
[00:20:24.000 --> 00:20:27.000]  因為我們這麼想知道上帝的旨意
[00:20:27.000 --> 00:20:29.000]  是因為我們相信我們在人生裡面
[00:20:29.000 --> 00:20:33.000]  可能在做大大小小的事當中都要做不同的決定
[00:20:33.000 --> 00:20:34.000]  對不對
[00:20:34.000 --> 00:20:35.000]  有很多決定要做對不對
[00:20:35.000 --> 00:20:38.000]  我們都希望能夠做一個正確的決定
[00:20:38.000 --> 00:20:40.000]  那也是合乎神心意的決定
[00:20:40.000 --> 00:20:41.000]  是嗎
[00:20:41.000 --> 00:20:46.000]  那當然我們真的能夠明白神的心意嗎
[00:20:46.000 --> 00:20:48.000]  那當然可以啦
[00:20:48.000 --> 00:20:52.000]  那只要我們跟神有一個親密的關係
[00:20:52.000 --> 00:20:53.000]  這個是很重要
[00:20:53.000 --> 00:20:56.000]  那一個跟神親密關係的人呢
[00:20:56.000 --> 00:20:59.000]  他自然就會像第九節所描述的一樣
[00:20:59.000 --> 00:21:03.000]  有一切屬靈的智慧和悟性
[00:21:03.000 --> 00:21:06.000]  那求問神的心意不是問上帝
[00:21:06.000 --> 00:21:08.000]  我今天中午要吃A餐還是吃B餐
[00:21:08.000 --> 00:21:12.000]  或是晚餐我要吃日本菜還是泰國菜
[00:21:12.000 --> 00:21:15.000]  那譬如說
[00:21:15.000 --> 00:21:18.000]  怎麼會像我們跟神的關係很密切呢
[00:21:18.000 --> 00:21:20.000]  就是我們很認識上帝
[00:21:20.000 --> 00:21:24.000]  譬如說我跟韋權認識了一段時間
[00:21:24.000 --> 00:21:26.000]  然後韋權來長洲來探望我
[00:21:26.000 --> 00:21:28.000]  我現在住長洲
[00:21:28.000 --> 00:21:32.000]  然後他希望我帶他到處去觀光一下
[00:21:32.000 --> 00:21:37.000]  那你認為我會帶他去那些廟室裡面去參觀嗎
[00:21:37.000 --> 00:21:39.000]  你們覺得他會有興趣嗎
[00:21:39.000 --> 00:21:41.000]  當然不會啦對不對
[00:21:41.000 --> 00:21:42.000]  我們大家都傳道人
[00:21:42.000 --> 00:21:44.000]  怎麼會有興趣去看廟室
[00:21:44.000 --> 00:21:48.000]  那可能我就帶他去一些的金壽院看一下
[00:21:48.000 --> 00:21:51.000]  可能一些的或是金道神學院參觀一下也會
[00:21:51.000 --> 00:21:52.000]  大家會參觀一下也會
