
[00:00:00.000 --> 00:00:02.540]  好 讓我們在聽神的道 以先讓我們同心討究
[00:01:30.880 --> 00:01:36.840]  每逢農曆年我通常都會習慣打電話回家
[00:01:36.840 --> 00:01:38.840]  跟家裏人拜年
[00:01:38.840 --> 00:01:42.040]  每逢農曆年我都有打電話回家
[00:01:42.040 --> 00:01:43.360]  跟家裏人拜年
[00:01:43.360 --> 00:01:46.480]  因為我家裏人全部都在香港
[00:01:46.480 --> 00:01:48.160]  我家裏人全部都在香港
[00:01:48.160 --> 00:01:50.000]  但我自己一家人在加拿大
[00:01:50.000 --> 00:01:51.720]  所以我自己一家人在加拿大
[00:01:51.720 --> 00:01:53.800]  通常都會問我父親
[00:01:53.800 --> 00:01:56.600]  過去的一年你的生意如何?
[00:01:56.600 --> 00:01:59.560]  問一下父親過去一年生意如何?
[00:01:59.560 --> 00:02:04.840]  我家父是做傳統的華人商業的生意
[00:02:04.840 --> 00:02:08.400]  我家父是做傳統的華人生意
[00:02:08.400 --> 00:02:09.840]  他都跟我分享
[00:02:09.840 --> 00:02:14.480]  剛剛過去的一年其實真的不是容易過
[00:02:14.480 --> 00:02:17.240]  過去的一年不是容易過
[00:02:17.240 --> 00:02:20.680]  特別我們被香港政府趕到絕
[00:02:20.680 --> 00:02:27.440]  特別我們被香港政府趕到絕
[00:02:27.440 --> 00:02:29.640]  半年都不能開工
[00:02:29.640 --> 00:02:30.920]  拆我們的檔口
[00:02:30.920 --> 00:02:34.040]  就把我們家門口的那個檔口給拆了
[00:02:34.040 --> 00:02:35.760]  半年時間都不能開工
[00:02:35.760 --> 00:02:39.000]  但當早兩天跟他們拜年的時候
[00:02:39.000 --> 00:02:42.240]  他們就說雖然沒有做半年生意
[00:02:42.240 --> 00:02:44.440]  早兩天拜年的時候說
[00:02:44.440 --> 00:02:46.240]  雖然有半年沒有做生意
[00:02:46.240 --> 00:02:48.080]  但今年都有錢賺
[00:02:48.080 --> 00:02:49.720]  說今年還有錢賺
[00:02:49.720 --> 00:02:51.160]  所以我媽媽都說
[00:02:51.160 --> 00:02:53.640]  可能這樣還可以優了半年利息
[00:02:53.640 --> 00:02:54.640]  還賺了
[00:02:54.640 --> 00:02:58.280]  說這樣可能可以休息半年還可以掙錢
[00:02:58.280 --> 00:03:01.280]  因為家父是做傳統的華人生意
[00:03:01.280 --> 00:03:03.440]  以後做傳統的華人生意
[00:03:03.440 --> 00:03:05.640]  意圖的事情就很看重了
[00:03:05.640 --> 00:03:07.920]  做意圖的事情就看重了
[00:03:07.920 --> 00:03:10.880]  每一年的農曆年的前後
[00:03:10.880 --> 00:03:13.880]  我們都會跟著傳統的華人的習俗
[00:03:13.880 --> 00:03:16.560]  就是說在農曆年的前後
[00:03:16.560 --> 00:03:18.720]  都會跟著華人的習俗
[00:03:18.720 --> 00:03:22.360]  有些習俗可能現在大家都目為忘了
[00:03:22.360 --> 00:03:25.120]  就是有些習俗可能大家現在都忘了
[00:03:25.120 --> 00:03:26.560]  不知道大家有沒有聽過
[00:03:26.560 --> 00:03:32.280]  有些叫做奏君等等的祭祀
[00:03:32.280 --> 00:03:35.440]  衛東真是不適應了
[00:03:35.440 --> 00:03:37.840]  這些很多傳統的神話
[00:03:37.840 --> 00:03:39.480]  很多傳統的神話
[00:03:39.480 --> 00:03:40.680]  我們要守著的
[00:03:40.680 --> 00:03:41.600]  要跟著守著
[00:03:41.600 --> 00:03:44.320]  我們要跟著修士的守著
[00:03:44.320 --> 00:03:45.760]  要跟著修士的守著
[00:03:45.760 --> 00:03:49.160]  又要跟著這個年二十八洗垃圾的規矩
[00:03:49.160 --> 00:03:52.600]  要跟著年二十八打掃清潔衛生的規矩
[00:03:52.600 --> 00:03:56.680]  然後還要在年二十九、三十就要買桃花蓮花
[00:03:56.680 --> 00:04:00.200]  就是說二十九、三十要買桃花蓮花
[00:04:00.200 --> 00:04:02.280]  接下來初七就要開始
[00:04:02.280 --> 00:04:04.640]  要跟著初七開始的規矩
[00:04:04.640 --> 00:04:07.640]  初七要開始要跟著初開始的規矩
[00:04:07.640 --> 00:04:10.920]  每一件事都令我有很深的印象
[00:04:10.920 --> 00:04:13.560]  每一件事都令我有很深刻的印象
[00:04:13.560 --> 00:04:17.160]  其中有一件令我最深刻的事
[00:04:17.160 --> 00:04:19.200]  其中有一件令我最深刻的事
[00:04:19.200 --> 00:04:21.520]  就是我們要由年初一
[00:04:21.520 --> 00:04:23.880]  就是年三十晚的最後那一分鐘
[00:04:23.880 --> 00:04:25.640]  跟著到年初一
[00:04:25.640 --> 00:04:27.160]  要吃齋的
[00:04:27.160 --> 00:04:31.560]  就是說年三十晚最後一分鐘到初一要吃齋
[00:04:31.560 --> 00:04:33.040]  我不知道大家喜不喜歡吃齋
[00:04:33.040 --> 00:04:34.720]  我就很討厭吃齋
[00:04:34.720 --> 00:04:36.960]  我不知道大家喜不喜歡吃齋菜
[00:04:36.960 --> 00:04:39.040]  我是很恨吃齋菜的
[00:04:39.040 --> 00:04:42.600]  因為我最不喜歡吃齋菜裡面其中一種東西
[00:04:42.600 --> 00:04:45.480]  我最不喜歡在菜中其中的一味
[00:04:45.480 --> 00:04:47.800]  就是叫做齒菇
[00:04:47.800 --> 00:04:49.640]  很苦的我記得
[00:04:49.640 --> 00:04:51.080]  我覺得很苦
[00:04:51.080 --> 00:04:53.920]  所以我就很不喜歡年初一
[00:04:53.920 --> 00:04:55.800]  我就很不喜歡年初一
[00:04:55.800 --> 00:04:57.200]  因為年初一要吃齋
[00:04:57.200 --> 00:04:58.800]  因為年初一要吃齋
[00:04:58.800 --> 00:05:01.400]  不過當我想起這件事的時候
[00:05:01.400 --> 00:05:03.120]  當我想起這件事的時候
[00:05:03.120 --> 00:05:05.240]  我就想起創世紀這段聖經
[00:05:05.240 --> 00:05:07.160]  我想起創世紀這段聖經
[00:05:07.160 --> 00:05:09.960]  原來神創造這個世界最初頭
[00:05:09.960 --> 00:05:12.680]  原來神創造這個世界最初頭
[00:05:12.680 --> 00:05:14.880]  全部人都是要吃齋的
[00:05:14.880 --> 00:05:17.360]  直到我們今天所看的這段聖經
[00:05:17.360 --> 00:05:19.440]  直到我們今天所看的這段聖經
[00:05:19.440 --> 00:05:22.640]  這個這麼特別的一年的正月的日子
[00:05:22.640 --> 00:05:25.160]  特別特別的一年
[00:05:25.160 --> 00:05:29.840]  神才開始容許人去吃肉
[00:05:29.840 --> 00:05:33.040]  神才開始允許人去吃肉
[00:05:33.040 --> 00:05:35.720]  所以我就希望趁著農曆新年的時候
[00:05:35.720 --> 00:05:37.360]  和大家分享一下這段聖經
[00:05:37.360 --> 00:05:40.440]  和大家分享一下這段聖經
[00:05:40.440 --> 00:05:43.160]  一段聖經講正月日子所發生的事
[00:05:43.160 --> 00:05:45.920]  一段聖經講正月日子所發生的事
[00:05:45.920 --> 00:05:49.640]  讓我們看到怎樣去期望新的一年
[00:05:49.640 --> 00:05:51.440]  讓我們看到怎樣去期望新的一年
[00:05:51.440 --> 00:05:54.000]  正月怎樣為我們帶來新的生活
[00:05:54.000 --> 00:05:55.680]  正月怎樣為我們帶來新的生活
[00:05:55.680 --> 00:06:01.960]  不如我們一起打開創世紀第八章
[00:06:01.960 --> 00:06:05.320]  不如我們一起打開創世紀第八章
[00:06:05.320 --> 00:06:08.720]  我們先從第八章第十三節到第十八節去看一下
[00:06:08.720 --> 00:06:12.720]  我們先看第十三節到第十八節
[00:06:12.720 --> 00:06:15.320]  在這幾節的聖經裏面
[00:06:15.320 --> 00:06:17.000]  在這幾節的聖經裏面
[00:06:17.000 --> 00:06:21.040]  讓我們看到正月還沒到的時候
[00:06:21.040 --> 00:06:22.520]  讓我們看到正月還沒到的時候
[00:06:22.520 --> 00:06:25.000]  發生了一件很困難
[00:06:25.000 --> 00:06:27.160]  對於一家人叫做羅亞的一家人
[00:06:27.160 --> 00:06:29.720]  發生了很困難的一段時間
[00:06:29.720 --> 00:06:33.560]  對羅亞一家人所發生的是一段很困難的時間
[00:06:33.560 --> 00:06:35.440]  那我們一起去看一下,好嗎?
[00:06:35.440 --> 00:06:36.400]  我們一起來看一下
[00:06:36.400 --> 00:06:38.320]  我們打開之後一起看一下
[00:06:38.320 --> 00:06:41.600]  或者我讀出,大家一起來聽
[00:06:41.600 --> 00:06:44.760]  大家跟我一起讀書
[00:06:44.760 --> 00:06:45.840]  八章十三節
[00:06:45.840 --> 00:06:46.600]  八章十三節
[00:06:46.600 --> 00:06:48.760]  到羅亞六百零一歲的時候
[00:06:48.760 --> 00:06:51.320]  正月初一日
[00:06:51.320 --> 00:06:53.240]  地上的水就乾了
[00:06:53.240 --> 00:06:56.120]  羅亞切去方舟的蓋棺看
[00:06:56.120 --> 00:06:58.400]  便見地面上乾了
[00:06:58.400 --> 00:07:00.040]  到了二月二十七日
[00:07:00.040 --> 00:07:01.920]  地就乾了
[00:07:01.920 --> 00:07:05.960]  上帝對羅亞說:你和你的妻子兒子兒婦
[00:07:05.960 --> 00:07:07.680]  都可以出方舟
[00:07:07.680 --> 00:07:10.360]  在你那裏凡有血肉的活物
[00:07:10.360 --> 00:07:14.040]  就是飛鳥生畜和一切爬在地上的昆蟲
[00:07:14.040 --> 00:07:15.560]  都要帶出來
[00:07:15.560 --> 00:07:18.000]  叫他們在地上多多滋生
[00:07:18.000 --> 00:07:19.480]  大大興旺
[00:07:19.480 --> 00:07:23.520]  於是羅亞和他的妻子兒子兒婦都出來了
[00:07:23.520 --> 00:07:27.480]  一切走獸昆蟲飛鳥和地上所有的動物
[00:07:27.480 --> 00:07:32.000]  各種其類也都出鳥方舟
[00:07:32.000 --> 00:07:35.440]  在這段聖經裏面記載
[00:07:35.440 --> 00:07:39.320]  羅亞在六百零一歲的正月初一日的時候
[00:07:39.320 --> 00:07:41.400]  終於可以出方舟了
[00:07:41.400 --> 00:07:46.040]  這裏描述了羅亞六百零一歲正月初一的時候
[00:07:46.040 --> 00:07:48.160]  正是他離開方舟了
[00:07:48.160 --> 00:07:50.800]  是一件大喜的事件
[00:07:50.800 --> 00:07:52.760]  是一件大喜的事件
[00:07:52.760 --> 00:07:56.080]  不過八章十三節之前發生了什麼事呢?
[00:07:56.080 --> 00:07:58.360]  八章十三節之前發生了什麼事呢?
[00:07:58.360 --> 00:07:59.200]  大家可以回去看
[00:07:59.200 --> 00:08:01.480]  不過我簡單的介紹一下給大家知道
[00:08:01.480 --> 00:08:02.840]  所以大家可以回去看
[00:08:02.840 --> 00:08:04.680]  我簡單介紹給大家
[00:08:04.680 --> 00:08:06.840]  原來在之前的一年
[00:08:06.840 --> 00:08:08.320]  原來在之前的一年
[00:08:08.320 --> 00:08:11.680]  在羅亞六百歲的那一年
[00:08:11.680 --> 00:08:13.560]  在羅亞六百歲的那一年
[00:08:13.560 --> 00:08:18.040]  羅亞和他的家人經歷了一場極度艱辛的災難
[00:08:18.040 --> 00:08:22.000]  在羅亞一家經歷極度艱辛的災難
[00:08:22.000 --> 00:08:23.360]  他一家八口
[00:08:23.360 --> 00:08:23.920]  一家八口
[00:08:23.920 --> 00:08:25.640]  和極多的動物
[00:08:25.640 --> 00:08:26.920]  和極多的動物
[00:08:26.920 --> 00:08:30.120]  足足困在一個方舟裏面一年
[00:08:30.120 --> 00:08:32.360]  足足困在一個方舟裏面一年
[00:08:32.360 --> 00:08:33.840]  在這一年的裏面
[00:08:33.840 --> 00:08:34.840]  在這一年的裏面
[00:08:34.840 --> 00:08:35.960]  他們不知道要做什麼
[00:08:35.960 --> 00:08:37.440]  他們不知道要做什麼
[00:08:37.440 --> 00:08:39.480]  不知道前面究竟要去哪裏
[00:08:39.480 --> 00:08:41.040]  不知道前面會到什麼地方
[00:08:41.040 --> 00:08:43.520]  為什麼?為什麼會有這樣的災難出現呢?
[00:08:43.520 --> 00:08:44.720]  為什麼會有這樣的災難出現呢?
[00:08:44.720 --> 00:08:46.040]  如果大家看回前面
[00:08:46.040 --> 00:08:47.680]  去到第七章裏面
[00:08:47.680 --> 00:08:51.240]  原來當時人類在地上犯了很多罪
[00:08:51.240 --> 00:08:53.680]  原來當時人類在地上犯了很多罪
[00:08:53.680 --> 00:08:56.320]  犯到真是到處都是
[00:08:56.320 --> 00:08:58.080]  到處都是罪
[00:08:58.080 --> 00:08:59.920]  神說搞不定
[00:08:59.920 --> 00:09:01.120]  已經沒辦法
[00:09:01.120 --> 00:09:02.920]  失控了這樣的情況
[00:09:02.920 --> 00:09:04.760]  好像已經失控了
[00:09:04.760 --> 00:09:06.760]  於是神說我要審判這個世界
[00:09:06.760 --> 00:09:08.200]  於是神說我要審判這個世界
[00:09:08.200 --> 00:09:11.240]  叫羅亞和他一家人起了一個方舟
[00:09:11.240 --> 00:09:13.520]  叫羅亞和他一家人起了一個方舟
[00:09:13.520 --> 00:09:17.240]  在他六百歲之前的一百二十年之內
[00:09:17.240 --> 00:09:20.560]  在他六百歲之前的一百二十年之內
[00:09:20.560 --> 00:09:21.960]  實際起了多少年我們不知道
[00:09:21.960 --> 00:09:23.880]  不過不會超過一百二十年
[00:09:23.880 --> 00:09:25.160]  一路起這個方舟
[00:09:25.160 --> 00:09:27.640]  預備來到六百歲的時候
[00:09:27.640 --> 00:09:29.800]  會經歷這一次的災難
[00:09:29.800 --> 00:09:30.800]  一路起這個方舟
[00:09:30.800 --> 00:09:32.320]  預備來到六百歲的時候
[00:09:32.320 --> 00:09:35.240]  會經歷這一次的災難
[00:09:35.240 --> 00:09:39.880]  人有時看災難可能就是一些不好的現象
[00:09:39.880 --> 00:09:43.160]  人看災難很多時候當作一個不好的現象
[00:09:43.160 --> 00:09:45.480]  好像我剛才分享我家父
[00:09:45.480 --> 00:09:47.960]  過去的一年絕對不好過
[00:09:47.960 --> 00:09:52.000]  像我前面分享我家父過去的一年特別不好過
[00:09:52.000 --> 00:09:55.840]  半年政府要你不能工作
[00:09:55.840 --> 00:09:57.760]  半年政府要你不能工作
[00:09:57.760 --> 00:09:58.920]  好像我自己一樣
[00:09:58.920 --> 00:10:01.200]  過去的幾個月都沒有工作
[00:10:01.200 --> 00:10:02.920]  過去幾個月我也沒有工作
[00:10:02.920 --> 00:10:04.760]  身體不舒服你沒有辦法工作
[00:10:04.760 --> 00:10:06.080]  身體不舒服沒辦法工作
[00:10:06.080 --> 00:10:08.320]  人看來好像是一些不好的事情
[00:10:08.320 --> 00:10:10.360]  但人看來是一件不好的事情
[00:10:10.360 --> 00:10:13.520]  但是原來如果我們走在神的裏面的時候
[00:10:13.520 --> 00:10:15.360]  當然我們去審判的時候
[00:10:15.360 --> 00:10:18.200]  我們卻是看到原來在這個
[00:10:18.200 --> 00:10:20.280]  我們一般人認為不好的情況
[00:10:20.280 --> 00:10:22.640]  像我們一般認為不好的情況
[00:10:22.640 --> 00:10:24.160]  原來是一個機遇
[00:10:24.160 --> 00:10:26.000]  原來是一個機遇
[00:10:26.000 --> 00:10:28.240]  我不想說譬如我家父的事
[00:10:28.240 --> 00:10:31.600]  不過我分享一下我過去那一年的日子
[00:10:31.600 --> 00:10:34.480]  我分享一下我過去一年的日子
[00:10:34.480 --> 00:10:37.000]  大家都知道因為我在一個移民中心裏面
[00:10:37.000 --> 00:10:38.600]  有做一個全日工作
[00:10:38.600 --> 00:10:40.880]  我在一個移民中心做全日工作
[00:10:40.880 --> 00:10:44.800]  就是翻譯中文和英文
[00:10:44.800 --> 00:10:47.800]  主要翻譯成真英文翻譯
[00:10:47.800 --> 00:10:49.480]  在過去的一年裏面
[00:10:49.480 --> 00:10:51.440]  我特別覺得認識了很多人
[00:10:51.440 --> 00:10:54.160]  在過去的一年認識了很多人
[00:10:54.160 --> 00:10:57.320]  所以很多人就來找我去幫他們
[00:10:57.320 --> 00:10:59.200]  主要很多人找我幫他們
[00:10:59.200 --> 00:11:00.720]  我從來沒有見過人
[00:11:00.720 --> 00:11:02.280]  他都會走來我一定要指明
[00:11:02.280 --> 00:11:03.960]  一定要Alan幫我翻譯
[00:11:03.960 --> 00:11:06.800]  主要很多人都指明要Alan翻譯
[00:11:06.800 --> 00:11:08.560]  因為Alan翻譯最好了
[00:11:08.560 --> 00:11:09.680]  因為Alan翻譯很好
[00:11:09.680 --> 00:11:11.800]  我心裏想的那句他都講了
[00:11:11.800 --> 00:11:14.760]  然後我心裏所想的那句他都講出來
[00:11:14.760 --> 00:11:18.160]  於是有一天
[00:11:18.160 --> 00:11:20.640]  三個有精神問題的人走來找我
[00:11:20.640 --> 00:11:23.000]  有三個精神有問題的人找來找我
[00:11:23.000 --> 00:11:24.360]  走來找我就是做翻譯
[00:11:24.360 --> 00:11:26.840]  要累了政府申請廉租屋
[00:11:26.840 --> 00:11:30.560]  就是說欺騙政府要申請廉租屋
[00:11:30.560 --> 00:11:32.360]  我翻譯了三個鐘頭連續
[00:11:32.360 --> 00:11:33.640]  我連續翻譯了三個小時
[00:11:33.640 --> 00:11:34.720]  然後就暈倒在那裏
[00:11:34.720 --> 00:11:36.360]  就暈倒在那個地方
[00:11:36.360 --> 00:11:38.320]  有時原來翻譯
[00:11:38.320 --> 00:11:40.120]  你聽的那些不是你自己的東西
[00:11:40.120 --> 00:11:42.600]  長期變成自己的重擔
[00:11:42.600 --> 00:11:46.000]  就是說你聽老病別人說的
[00:11:46.000 --> 00:11:48.360]  不是自己的事情變成重擔
[00:11:48.360 --> 00:11:50.040]  然後病了我一直沒有上班
[00:11:50.040 --> 00:11:53.040]  一直病了到現在還沒有回去工作
[00:11:53.040 --> 00:11:55.240]  最初我都覺得很辛苦
[00:11:55.240 --> 00:11:56.440]  剛開始覺得很辛苦
[00:11:56.440 --> 00:11:57.440]  又睡不著
[00:11:57.440 --> 00:11:58.160]  又睡不著
[00:11:58.160 --> 00:11:59.360]  又吃不了東西
[00:11:59.360 --> 00:12:00.560]  又不能吃東西
[00:12:00.560 --> 00:12:03.360]  人生只有三樣指標
[00:12:03.360 --> 00:12:04.680]  人生有三樣指標
[00:12:04.680 --> 00:12:06.560]  哪三樣你知不知道
[00:12:06.560 --> 00:12:07.480]  可以吃
[00:12:07.480 --> 00:12:08.600]  可以睡
[00:12:08.600 --> 00:12:09.200]  可以睡
[00:12:09.200 --> 00:12:11.360]  可以去
[00:12:11.360 --> 00:12:13.440]  你這三樣可以就沒有問題了
[00:12:13.440 --> 00:12:14.920]  有這三樣就沒有問題
[00:12:14.920 --> 00:12:16.480]  所以有時和老人家聊天
[00:12:16.480 --> 00:12:18.080]  他說可以吃可以睡
[00:12:18.080 --> 00:12:19.640]  有什麼問題
[00:12:19.640 --> 00:12:20.800]  人生最好了
[00:12:20.800 --> 00:12:23.040]  能吃能睡那就是最好了
[00:12:23.040 --> 00:12:24.840]  最初我覺得都不明白
[00:12:24.840 --> 00:12:26.560]  最初我都不明白
[00:12:26.560 --> 00:12:28.480]  但回心再想的時候
[00:12:28.480 --> 00:12:30.120]  回心再想的時候
[00:12:30.120 --> 00:12:31.960]  神給我有這個經歷
[00:12:31.960 --> 00:12:33.440]  神給我有這個經歷
[00:12:33.440 --> 00:12:34.760]  一定有它的意思
[00:12:34.760 --> 00:12:35.680]  一定有它的意思
[00:12:35.680 --> 00:12:38.400]  我在這裏是不是現在去埋怨呢
[00:12:38.400 --> 00:12:39.760]  我是不是應該去埋怨呢
[00:12:39.760 --> 00:12:41.120]  是辛苦的
[00:12:41.120 --> 00:12:43.840]  有哪個病會說很開心呢
[00:12:43.840 --> 00:12:45.680]  有誰身邊的人會覺得很開心呢
[00:12:45.680 --> 00:12:47.080]  特別你睡不著的時候
[00:12:47.080 --> 00:12:48.840]  睡不著的時候
[00:12:48.840 --> 00:12:51.000]  想好睡又睡不著
[00:12:51.000 --> 00:12:53.880]  想睡覺而不能睡的時候
[00:12:53.880 --> 00:12:55.480]  最近我開始明白
[00:12:55.480 --> 00:12:57.000]  現在我開始明白
[00:12:57.000 --> 00:12:59.280]  原來我身邊很多都是這樣的人
[00:12:59.280 --> 00:13:00.840]  我身邊很多很多
[00:13:00.840 --> 00:13:01.720]  很多啊
[00:13:01.720 --> 00:13:03.800]  不是一個半個
[00:13:03.800 --> 00:13:05.520]  不是一個半個
[00:13:05.520 --> 00:13:07.520]  我有個好朋友
[00:13:07.520 --> 00:13:08.840]  沒見他幾個月
[00:13:08.840 --> 00:13:09.720]  我都不敢騷擾他
[00:13:09.720 --> 00:13:11.360]  因為我自己就沒什麼精神
[00:13:11.360 --> 00:13:12.840]  原來他又有個問題
[00:13:12.840 --> 00:13:14.880]  所以我有個很好的朋友
[00:13:14.880 --> 00:13:16.960]  有幾個月我沒見到他
[00:13:16.960 --> 00:13:18.360]  因為我自己身體也不好
[00:13:18.360 --> 00:13:19.520]  所以我又沒騷擾他
[00:13:19.520 --> 00:13:21.240]  原來他跟我有同樣的問題
[00:13:21.240 --> 00:13:23.600]  難道我對於我作為一個牧者呢
[00:13:23.600 --> 00:13:24.640]  當我作為一個牧者
[00:13:24.640 --> 00:13:27.360]  我開始明白
[00:13:27.360 --> 00:13:29.680]  為什麼他有一個同感的心靈
[00:13:29.680 --> 00:13:31.920]  怎麼有一個同感的心靈
[00:13:31.920 --> 00:13:32.840]  我經常都認為
[00:13:32.840 --> 00:13:34.280]  做牧者不只是在教會
[00:13:34.280 --> 00:13:35.360]  講兩堂道教
[00:13:35.360 --> 00:13:36.920]  聖經就是這麼多東西
[00:13:36.920 --> 00:13:37.640]  作為一個牧者
[00:13:37.640 --> 00:13:40.760]  不是說在教會講兩堂道
[00:13:40.760 --> 00:13:42.040]  就是說就完了
[00:13:42.040 --> 00:13:44.920]  也都不是只是陪朋友去喝茶
[00:13:44.920 --> 00:13:45.960]  聊聊天讀讀經
[00:13:45.960 --> 00:13:46.440]  是這麼多
[00:13:46.440 --> 00:13:47.040]  不是
[00:13:47.040 --> 00:13:49.520]  不是說跟朋友喝點茶
[00:13:49.520 --> 00:13:50.720]  解解驚就完了
[00:13:50.720 --> 00:13:52.640]  作為牧者的層面
[00:13:52.640 --> 00:13:53.760]  作為牧者的層面
[00:13:53.760 --> 00:13:55.840]  是要關心那個人的靈明
[00:13:55.840 --> 00:13:56.920]  要關心這個人的靈明
[00:13:56.920 --> 00:13:59.040]  如果你缺乏了這個同感心的時候
[00:13:59.040 --> 00:14:01.000]  如果你缺乏這個同感的心靈的話
[00:14:01.000 --> 00:14:03.280]  你真的不體察它的難處
[00:14:03.280 --> 00:14:05.200]  你不會體察這個難處
[00:14:05.200 --> 00:14:07.280]  我感謝主給我很早做父母
[00:14:07.280 --> 00:14:10.120]  我做人很多都沒有
[00:14:10.120 --> 00:14:14.560]  以前就說養兒一百歲長憂九十九
[00:14:14.560 --> 00:14:16.200]  就是說
[00:14:16.200 --> 00:14:17.400]  養兒一百歲
[00:14:17.400 --> 00:14:18.960]  養兒一百歲
[00:14:18.960 --> 00:14:20.280]  長憂九十九
[00:14:20.280 --> 00:14:21.200]  長憂九十九
[00:14:21.200 --> 00:14:22.760]  以前講就很容易
[00:14:22.760 --> 00:14:24.040]  以前講很容易
[00:14:24.040 --> 00:14:24.960]  現在就知道了
[00:14:24.960 --> 00:14:25.720]  現在就知道了
[00:14:25.720 --> 00:14:28.280]  所以我對父母那些特別明白
[00:14:28.280 --> 00:14:30.320]  所以我對父母的難處特別明白
[00:14:30.320 --> 00:14:32.480]  以前有些教會的弟兄姊妹就說
[00:14:32.480 --> 00:14:34.640]  你看那個媽媽來到
[00:14:34.640 --> 00:14:36.560]  就放下子女就走了
[00:14:36.560 --> 00:14:38.720]  你說你看這個媽媽有頭髮
[00:14:38.720 --> 00:14:40.560]  兒子一百歲就走了
[00:14:40.560 --> 00:14:41.480]  我開始明白
[00:14:41.480 --> 00:14:43.800]  其實做父母真的心很重
[00:14:43.800 --> 00:14:47.520]  要做父母的心負擔很重
[00:14:47.520 --> 00:14:49.000]  譬如我女兒這樣傳訊息過來
[00:14:49.000 --> 00:14:50.640]  哎呀我有一點點頭痛
[00:14:50.640 --> 00:14:52.640]  那你就擔心她了
[00:14:52.640 --> 00:14:54.880]  女兒有個傳訊息回來說
[00:14:54.880 --> 00:14:56.240]  今天有點頭痛了
[00:14:56.240 --> 00:14:57.520]  你就開始擔心了
[00:14:57.520 --> 00:14:58.920]  人生不容易過的
[00:14:58.920 --> 00:14:59.800]  人生不容易過
[00:14:59.800 --> 00:15:01.480]  但每一個困難呢
[00:15:01.480 --> 00:15:02.400]  在每一個困難
[00:15:02.400 --> 00:15:03.760]  有一個美意在後面
[00:15:03.760 --> 00:15:05.000]  有一個美意在後面
[00:15:05.000 --> 00:15:08.120]  問題就在那個困難的過程裏面
[00:15:08.120 --> 00:15:09.400]  問題就在那個困難的過程裏面
[00:15:09.400 --> 00:15:12.760]  你怎樣去發現神的心意是怎樣
[00:15:12.760 --> 00:15:14.680]  如何去發現神的心意
[00:15:14.680 --> 00:15:16.280]  羅亞方舟這件事件
[00:15:16.280 --> 00:15:17.680]  羅亞方舟這件事情
[00:15:17.680 --> 00:15:19.000]  就給我們這個提示
[00:15:19.000 --> 00:15:19.920]  就給我們這個提示
[00:15:19.920 --> 00:15:23.200]  羅亞和他的一家八口
[00:15:23.200 --> 00:15:26.000]  總共還有很多動物在方舟裏面一年
[00:15:26.000 --> 00:15:30.240]  羅亞八口還有很多動物
[00:15:30.240 --> 00:15:31.080]  嗯
[00:15:31.080 --> 00:15:33.000]  他根本不知道去哪裏
