
[00:00:00.000 --> 00:00:03.400]  我哋立法堂一齊大家行咗三十年
[00:01:12.400 --> 00:01:13.640]  建造一間屋
[00:01:13.640 --> 00:01:15.240]  第二個比喻呢
[00:01:15.240 --> 00:01:17.160]  喺哥倫多前書第九章呢
[00:01:17.160 --> 00:01:18.080]  就講到呢
[00:01:18.080 --> 00:01:21.040]  我哋人生呢應該有一個嘅比賽
[00:01:21.040 --> 00:01:23.840]  去攞呢個嘅錦標
[00:01:23.840 --> 00:01:25.160]  攞呢個獎嘅
[00:01:25.160 --> 00:01:26.960]  要有呢種嘅心智呢
[00:01:26.960 --> 00:01:29.160]  嚟活我哋嘅人生嘅路㗎
[00:01:29.160 --> 00:01:31.280]  咁讓我哋一齊嘅去睇下
[00:01:31.280 --> 00:01:34.080]  讓我哋一齊先係睇第一段嘅聖經
[00:01:34.080 --> 00:01:37.800]  哥倫多前書係第三章十四至到第十五節
[00:01:37.800 --> 00:01:39.960]  就係印咗喺各位嘅秩序表嘅書
[00:01:39.960 --> 00:01:41.960]  請大家同我一齊嘅讀
[00:01:41.960 --> 00:01:46.040]  人在那根基上所建造的工程
[00:01:46.040 --> 00:01:47.640]  若存得住
[00:01:47.640 --> 00:01:49.920]  他就要得賞賜
[00:01:49.920 --> 00:01:52.600]  人的工程若被燒了
[00:01:52.600 --> 00:01:54.800]  他就要受虧損
[00:01:54.800 --> 00:01:56.880]  自己卻要得救
[00:01:56.880 --> 00:01:58.200]  雖然得救
[00:01:58.200 --> 00:02:01.560]  乃像從火裡經過的一樣
[00:02:01.560 --> 00:02:05.120]  哥倫多前書第三章十四至到十五節
[00:02:05.120 --> 00:02:05.880]  第一樣呢
[00:02:05.880 --> 00:02:09.760]  佢講到呢人嘅工程同埋根基
[00:02:09.760 --> 00:02:10.680]  聖經呢
[00:02:10.680 --> 00:02:13.680]  保羅呢就係用一個嘅比喻呢
[00:02:13.680 --> 00:02:16.480]  佢話呢我哋大家呢都係神嘅僕人嚟嘅
[00:02:16.480 --> 00:02:18.160]  唔係淨係我係神嘅僕人
[00:02:18.160 --> 00:02:20.640]  我哋大家都係與神一齊同工嘅
[00:02:20.640 --> 00:02:21.600]  所以各位基督徒
[00:02:21.600 --> 00:02:23.640]  你係同神一齊嚟同工嘅
[00:02:23.640 --> 00:02:25.520]  咁咪同工姐一齊做嘢
[00:02:25.520 --> 00:02:26.920]  係做啲乜嘢呢
[00:02:26.920 --> 00:02:29.680]  係去耕種一個嘅田地
[00:02:29.680 --> 00:02:31.880]  呢個田地呢就係神嘅家
[00:02:31.880 --> 00:02:32.800]  或者呢
[00:02:32.800 --> 00:02:34.880]  建造一個嘅房屋
[00:02:34.880 --> 00:02:37.600]  特別係講到呢係點樣嘅建造
[00:02:37.600 --> 00:02:38.800]  咁所以呢佢就話呢
[00:02:38.800 --> 00:02:41.360]  你嘅建造呢呢個叫工程啦
[00:02:41.360 --> 00:02:44.200]  究竟你嘅建造係乜嘢嘢呢
[00:02:44.200 --> 00:02:45.960]  建造咗啲乜嘢嘢出嚟呢
[00:02:45.960 --> 00:02:47.280]  按住聖經裏面講呢
[00:02:47.280 --> 00:02:48.360]  嗱我就冇寫出嚟
[00:02:48.360 --> 00:02:51.520]  咁但係喺哥倫多前書第三章八至十五節呢
[00:02:51.520 --> 00:02:52.600]  嗰度就有咁講
[00:02:52.600 --> 00:02:54.280]  大家可以睇到聖經啦
[00:02:54.280 --> 00:02:55.960]  佢話如果你想建造得好呢
[00:02:55.960 --> 00:02:56.880]  建造房屋呢
[00:02:56.880 --> 00:02:58.040]  佢話有三樣嘢呢
[00:02:58.040 --> 00:02:59.720]  你一定要做得好嘅
[00:02:59.720 --> 00:03:00.480]  第一樣呢
[00:03:00.480 --> 00:03:02.840]  佢話你一定要有一個合宜嘅動機
[00:03:02.840 --> 00:03:04.320]  有一個合宜嘅動機
[00:03:04.320 --> 00:03:05.120]  然後第二樣呢
[00:03:05.120 --> 00:03:07.040]  一定要有一個合宜嘅方法
[00:03:07.040 --> 00:03:09.680]  第三樣呢就要用合宜嘅材料嘅
[00:03:09.680 --> 00:03:11.040]  所以係動機呢
[00:03:11.040 --> 00:03:12.760]  方法呢同埋材料
[00:03:12.760 --> 00:03:14.560]  咁係乜嘢嘅動機呢
[00:03:14.560 --> 00:03:15.520]  佢話個動機呢
[00:03:15.520 --> 00:03:18.040]  就係我哋係回應呢神嘅恩典
[00:03:18.040 --> 00:03:20.440]  所以呢我哋能夠活出呢個人生
[00:03:20.440 --> 00:03:22.240]  或者我哋有呢個嘅教會呢
[00:03:22.240 --> 00:03:25.240]  並唔係某人話我要建一個咁樣嘅兩個堂
[00:03:25.240 --> 00:03:26.560]  所以呢我就去做
[00:03:26.560 --> 00:03:29.560]  我哋係回應上帝俾我哋嘅恩典
[00:03:29.560 --> 00:03:30.720]  呢個係動機
[00:03:30.720 --> 00:03:31.520]  換句話講呢
[00:03:31.520 --> 00:03:33.000]  恩典即係佢唔畀你呢
[00:03:33.000 --> 00:03:34.080]  冇畀你咁嘅機會呢
[00:03:34.080 --> 00:03:35.200]  你都做唔到嘅
[00:03:35.200 --> 00:03:36.840]  但係佢畀咗你呢個機會
[00:03:36.840 --> 00:03:38.040]  畀咗你咁多嘅嘢呢
[00:03:38.040 --> 00:03:39.520]  你就畀心機去做啦
[00:03:39.520 --> 00:03:42.280]  所以呢係建造呢係有動機嘅
[00:03:42.280 --> 00:03:44.280]  佢話第一個動機就係神嘅恩
[00:03:44.280 --> 00:03:45.520]  上帝對你咁好
[00:03:45.520 --> 00:03:47.280]  畀你今日呢好食好住
[00:03:47.280 --> 00:03:48.800]  能夠有呢個嘅日子
[00:03:48.800 --> 00:03:50.600]  莫非你唔應該諗下
[00:03:50.600 --> 00:03:53.440]  呢個係唔係人人都有呢個嘅機會嘅咩
[00:03:53.440 --> 00:03:56.120]  第一個動機就係回應上帝嘅恩典
[00:03:56.120 --> 00:03:59.760]  第二樣呢就係建築個合宜嘅方法啦
[00:03:59.760 --> 00:04:00.840]  咁聖經裏面講呢
[00:04:00.840 --> 00:04:02.400]  佢話起樓應該點樣起呢
[00:04:02.400 --> 00:04:04.320]  佢話你先起咗個地基先
[00:04:04.320 --> 00:04:06.160]  如果地基起好咗之後呢
[00:04:06.160 --> 00:04:08.600]  然後就按住個地基起上去
[00:04:08.600 --> 00:04:10.400]  咁聖經裏面講畀我哋聽呢
[00:04:10.400 --> 00:04:15.320]  佢話教會嘅Foundation呢
[00:04:15.320 --> 00:04:18.440]  佢話嗰個根基呢其實就係耶穌基督自己
[00:04:18.440 --> 00:04:21.640]  所以佢就起喺耶穌基督嘅根基嗰度
[00:04:21.640 --> 00:04:23.200]  如果你冇留意呢
[00:04:23.200 --> 00:04:26.000]  你出去嘅時候又可以出去我哋嘅玻璃門
[00:04:26.000 --> 00:04:30.040]  即係我哋嘅S2嗰度門呢
[00:04:30.040 --> 00:04:32.240]  你睇下出面呢係有一嚿石喺度㗎喎
[00:04:32.240 --> 00:04:34.360]  就鑲咗喺牆嗰度嘅
[00:04:34.360 --> 00:04:35.960]  嗰個呢就係1991年呢
[00:04:35.960 --> 00:04:37.600]  我哋起呢個堂嘅時候呢
[00:04:37.600 --> 00:04:38.440]  嗰個叫做呢
[00:04:38.440 --> 00:04:41.480]  係叫做建基石叫Foundation Stone
[00:04:41.480 --> 00:04:43.560]  咁嗰個石呢上面呢刻住幾個字嘅
[00:04:43.560 --> 00:04:44.840]  刻住邊幾個字呢
[00:04:44.840 --> 00:04:45.400]  佢話呢
[00:04:45.400 --> 00:04:48.840]  耶穌基督呢就係教會嘅根基1991
[00:04:48.840 --> 00:04:49.800]  就係咁樣講
[00:04:49.800 --> 00:04:51.160]  咁即係話呢教會呢
[00:04:51.160 --> 00:04:52.520]  係做啲咩嘢嘅呢
[00:04:52.520 --> 00:04:53.560]  我哋做嘅嘢呢
[00:04:53.560 --> 00:04:56.440]  就係建造喺耶穌基督嘅嘢上面
[00:04:56.440 --> 00:04:59.160]  所以如果教會單單話要嚟快樂下
[00:04:59.160 --> 00:05:00.320]  要嚟救濟下
[00:05:00.320 --> 00:05:01.840]  要嚟做下呢樣搞下嗰樣呢
[00:05:01.840 --> 00:05:02.880]  咁就錯啦
[00:05:02.880 --> 00:05:04.080]  教會嘅目的呢
[00:05:04.080 --> 00:05:05.800]  建造嘅合宜嘅方法呢
[00:05:05.800 --> 00:05:08.960]  就係要將呢個立法堂建造起嚟呢
[00:05:08.960 --> 00:05:11.360]  讓人睇見耶穌基督
[00:05:11.360 --> 00:05:13.680]  嗰種嘅工作同埋生命呢
[00:05:13.680 --> 00:05:16.120]  能夠透過呢個教會出嚟嘅
[00:05:16.120 --> 00:05:18.240]  所以呢個就係嗰個方法啦
[00:05:18.240 --> 00:05:18.840]  就係呢
[00:05:18.840 --> 00:05:21.000]  係要建造喺耶穌基督之上啦
[00:05:21.000 --> 00:05:21.440]  好啦
[00:05:21.440 --> 00:05:22.680]  但係第三樣嘢呢
[00:05:22.680 --> 00:05:24.080]  我哋時時都聽見嘅喎
[00:05:24.080 --> 00:05:26.480]  但我哋又唔係知道佢其實講咩嘢嘅
[00:05:26.480 --> 00:05:28.040]  除咗有合宜嘅動機呢
[00:05:28.040 --> 00:05:29.840]  同埋合宜嘅方法呢
[00:05:29.840 --> 00:05:31.560]  就係合宜嘅材料啦
[00:05:31.560 --> 00:05:32.920]  大家都聽過
[00:05:32.920 --> 00:05:33.520]  佢話呢
[00:05:33.520 --> 00:05:34.760]  有啲人建造呢
[00:05:34.760 --> 00:05:36.320]  係用金銀呢
[00:05:36.320 --> 00:05:37.560]  同埋寶石
[00:05:37.560 --> 00:05:38.680]  有啲人建造呢
[00:05:38.680 --> 00:05:41.200]  係草木同埋和街呀
[00:05:41.200 --> 00:05:41.800]  咁咪
[00:05:41.800 --> 00:05:42.560]  咁呀
[00:05:42.560 --> 00:05:44.720]  但係建好之後呢
[00:05:44.720 --> 00:05:47.640]  佢話要有一個嘅試驗嘅
[00:05:47.640 --> 00:05:48.920]  嗱嗰個試驗呢
[00:05:48.920 --> 00:05:50.200]  唔同我哋而家咁樣喎
[00:05:50.200 --> 00:05:50.640]  我哋呢
[00:05:50.640 --> 00:05:51.640]  起好多禮拜堂呢
[00:05:51.640 --> 00:05:52.480]  驗樓呢
[00:05:52.480 --> 00:05:54.280]  咁嗰啲人呢就嚟驗啦
[00:05:54.280 --> 00:05:55.560]  驗唔到嘅時候呢
[00:05:55.560 --> 00:05:58.160]  佢就唔畀個occupation permit畀你
[00:05:58.160 --> 00:05:58.880]  唔畀你用字
[00:05:58.880 --> 00:06:00.160]  佢話整返好佢先
[00:06:00.160 --> 00:06:00.960]  咁你再嚟過
[00:06:00.960 --> 00:06:02.000]  我又再嚟驗啦
[00:06:02.000 --> 00:06:02.480]  咁樣樣
[00:06:02.480 --> 00:06:03.200]  咁所以呢
[00:06:03.200 --> 00:06:04.400]  可能驗幾次嘅
[00:06:04.400 --> 00:06:05.600]  但係聖經裏面講呢
[00:06:05.600 --> 00:06:06.840]  生命嘅驗呢
[00:06:06.840 --> 00:06:08.240]  就唔係咁樣驗幾次嘅
[00:06:08.240 --> 00:06:13.160]  生命要係用火嚟驗嘅 用火嚟做試驗 即係燒一燒
[00:06:13.160 --> 00:06:15.800]  睇下呢你嗰間嘢呢企唔企得住
[00:06:15.800 --> 00:06:18.040]  睇你嘅生命呢企唔企得住嘅
[00:06:18.040 --> 00:06:23.400]  咁金銀寶石同埋草木和街嘅分別又係邊算呢
[00:06:23.400 --> 00:06:24.640]  聖經裏面話畀我聽呢
[00:06:24.640 --> 00:06:27.840]  佢話我哋應該用金銀寶石嚟建造教會
[00:06:27.840 --> 00:06:31.720]  建造教會意思即係建造你嘅生命同埋建造我嘅生命
[00:06:31.720 --> 00:06:36.040]  金呢係代表呢上帝佢嘅性情佢嘅nature
[00:06:36.040 --> 00:06:39.080]  所以金嘅建造係咩嘢呢 用金嚟建造呢
[00:06:39.080 --> 00:06:41.040]  即係一個屬靈嘅侍奉
[00:06:41.040 --> 00:06:42.480]  一個屬靈嘅服侍
[00:06:42.480 --> 00:06:45.200]  唔係人氣 人血氣嘅做法
[00:06:45.200 --> 00:06:47.720]  係靠住聖靈呢嚟做嘅工作
[00:06:47.720 --> 00:06:52.160]  呢個呢就係用金係一個屬靈嘅一個嘅服侍
[00:06:52.160 --> 00:06:53.760]  咁銀係咩嘢呢
[00:06:53.760 --> 00:06:56.040]  銀喺聖經裏面特別喺舊有聖經裏面
[00:06:56.040 --> 00:06:57.960]  銀係代表贖價嘅
[00:06:57.960 --> 00:07:00.480]  贖價嘅意思呢即係一種嘅犧牲
[00:07:00.480 --> 00:07:03.720]  係講到神藉著耶穌基督點樣係救贖我哋
[00:07:03.720 --> 00:07:05.920]  一個犧牲一個捨己嘅
[00:07:05.920 --> 00:07:07.600]  所以銀係代表咩嘢呢
[00:07:07.600 --> 00:07:10.320]  用銀嚟建造生命同埋建造教會呢
[00:07:10.320 --> 00:07:12.880]  係代表我願意係有犧牲
[00:07:12.880 --> 00:07:15.560]  我願意呢捨己嘅去服侍嘅
[00:07:15.560 --> 00:07:17.280]  呢個係咪你嘅態度呢
[00:07:17.280 --> 00:07:20.160]  係咪有一個嘅屬靈嘅服侍 金嘅服侍
[00:07:20.160 --> 00:07:23.080]  係咪一個捨己嘅服侍 銀嘅服侍呢
[00:07:23.080 --> 00:07:24.960]  因為你係非常之計較嘅
[00:07:24.960 --> 00:07:29.640]  即係唔會 乜嘢都要有著數嘅
[00:07:29.640 --> 00:07:31.360]  乜嘢都係要自己先嘅
[00:07:31.360 --> 00:07:32.520]  係咪咁樣呢
[00:07:32.520 --> 00:07:33.920]  乜嘢叫寶石呢
[00:07:33.920 --> 00:07:36.000]  我初初以為寶石呢就係鑽石
[00:07:36.000 --> 00:07:40.520]  或者呢嗰啲靚嗰啲馬路呀嗰啲顏色嘅寶石
[00:07:40.520 --> 00:07:43.200]  原來呢個寶石嘅意思唔係嗰啲寶石
[00:07:43.200 --> 00:07:44.680]  係講緊石頭
[00:07:44.680 --> 00:07:48.160]  佢話呢係要用好嘅石頭呢嚟建造
[00:07:48.160 --> 00:07:49.840]  佢係講緊兩種嘅石頭
[00:07:49.840 --> 00:07:52.920]  一種呢係叫做大理石
[00:07:52.920 --> 00:07:54.440]  一種呢叫做花崗石
[00:07:54.440 --> 00:07:56.560]  就Marble同埋Granite
[00:07:56.560 --> 00:07:58.360]  因為Marble同埋Granite呢
[00:07:58.360 --> 00:08:02.240]  係好穩陣 好實淨嘅一啲石頭嚟嘅
[00:08:02.240 --> 00:08:05.280]  佢話所以呢如果你係用寶石嚟建造呢
[00:08:05.280 --> 00:08:07.840]  即係話呢一個穩定嘅一個侍奉
[00:08:07.840 --> 00:08:09.480]  一個恆久嘅侍奉
[00:08:09.480 --> 00:08:11.920]  唔會呢係快樂嘅時候我就去服侍
[00:08:11.920 --> 00:08:14.840]  唔鍾意嘅時候呢我就唔做啦
[00:08:14.840 --> 00:08:16.000]  就唔係咁樣
[00:08:16.000 --> 00:08:19.320]  佢話如果你係用金銀同寶石呢去建造嘅時候呢
[00:08:19.320 --> 00:08:21.240]  當火嚟試驗嘅時候呢
[00:08:21.240 --> 00:08:22.600]  係唔會燒咗佢嘅
[00:08:22.600 --> 00:08:25.280]  因為係穩陣嘅咁樣去建造
[00:08:25.280 --> 00:08:28.720]  但係如果你用草木同埋和街呢
[00:08:28.720 --> 00:08:30.200]  佢話咁呀咁呀論盡啦
[00:08:30.200 --> 00:08:32.040]  咁草係代表咩嘢呢
[00:08:32.040 --> 00:08:33.120]  草係好多嘅
[00:08:33.120 --> 00:08:35.920]  草係其實呢係冇乜用喺裏面嘅
[00:08:35.920 --> 00:08:38.680]  即係冇乜用處嘅一種嘅侍奉
[00:08:38.680 --> 00:08:40.280]  木係代表咩嘢呢
[00:08:40.280 --> 00:08:42.920]  木係代表係用人嘅方法去做
[00:08:42.920 --> 00:08:44.920]  用血氣嘅方法去做
[00:08:44.920 --> 00:08:46.800]  我叻呀所以等我嚟做
[00:08:46.800 --> 00:08:48.200]  我應該咁樣做
[00:08:48.200 --> 00:08:49.880]  人人都係咁做我係咁做
[00:08:49.880 --> 00:08:51.400]  係用木嘅方法去做
[00:08:51.400 --> 00:08:53.720]  唔係尋求神嘅嘅心係點樣
[00:08:53.720 --> 00:08:56.320]  咁但係然後個和街呢個話真係論盡啦
[00:08:56.320 --> 00:08:57.560]  和街呢其實係
[00:08:57.560 --> 00:08:59.200]  佢英文係叫Straw
[00:08:59.200 --> 00:09:01.160]  嗰啲和草
[00:09:01.160 --> 00:09:02.760]  綁起上嚟係好大嚿㗎
[00:09:02.760 --> 00:09:04.280]  你有時經過旅行呢
[00:09:04.280 --> 00:09:07.160]  都經過一嚿嚿嘅綁起好大嚿㗎嗰啲Straw
[00:09:07.160 --> 00:09:09.360]  但係嗰啲Straw要嚟起樓呢就論盡啦
[00:09:09.360 --> 00:09:11.240]  因為一燒嘅時候呢
[00:09:11.240 --> 00:09:12.240]  佢就冇啦
[00:09:12.240 --> 00:09:14.680]  咁聖經裏面話畀我哋聽
[00:09:14.680 --> 00:09:17.480]  如果我哋係咁樣嘅建造嘅時候
[00:09:17.480 --> 00:09:18.880]  係有咩要留意呢
[00:09:18.880 --> 00:09:20.240]  頭先我哋讀咗一段聖經呢
[00:09:20.240 --> 00:09:20.960]  佢話
[00:09:20.960 --> 00:09:24.120]  人在那根基上所建造嘅工程藥
[00:09:24.120 --> 00:09:24.920]  存得住呢
[00:09:24.920 --> 00:09:26.640]  他就要得賞賜
[00:09:26.640 --> 00:09:28.600]  人嘅工程藥被燒了呢
[00:09:28.600 --> 00:09:30.120]  佢要受虧損啦
[00:09:30.120 --> 00:09:31.280]  自己卻要得救
[00:09:31.280 --> 00:09:32.120]  雖然得救呢
[00:09:32.120 --> 00:09:34.840]  但係仲同火雷經過幾一樣
[00:09:34.840 --> 00:09:36.600]  佢話講到呢
[00:09:36.600 --> 00:09:37.600]  有一日呢
[00:09:37.600 --> 00:09:40.400]  我哋個個人都要去上帝交賬㗎
[00:09:40.400 --> 00:09:43.240]  冇一個人唔需要交賬嘅
[00:09:43.240 --> 00:09:44.760]  一係就係賞賜
[00:09:44.760 --> 00:09:46.040]  一係就係虧損
[00:09:46.040 --> 00:09:47.440]  賞賜呢就有獎賞
[00:09:47.440 --> 00:09:48.840]  虧損呢就係
[00:09:48.840 --> 00:09:49.800]  suffer loss
[00:09:49.800 --> 00:09:51.800]  即係呢係有損失啦
[00:09:51.800 --> 00:09:52.840]  但係佢都要講到呢
[00:09:52.840 --> 00:09:55.200]  佢話呢個唔係講緊救恩嘅問題
[00:09:55.200 --> 00:09:56.720]  佢講到呢啲嘅信徒
[00:09:56.720 --> 00:09:58.360]  佢話自己卻要得救
[00:09:58.360 --> 00:09:59.280]  雖然得救呢
[00:09:59.280 --> 00:10:01.480]  仲同火雷經過嘅一樣
[00:10:01.480 --> 00:10:03.240]  佢話呢個唔係講緊救恩嘅問題
[00:10:03.240 --> 00:10:06.000]  但係講到上帝係點樣嘅
[00:10:06.000 --> 00:10:07.560]  係去同你講說話呢
[00:10:07.560 --> 00:10:09.280]  當佢見你嘅面
[00:10:09.280 --> 00:10:11.160]  或者你見佢面嘅時候
[00:10:11.160 --> 00:10:12.480]  嗱我哋讀多段嘅聖經
[00:10:12.480 --> 00:10:15.280]  哥倫多後書第五章第十節
[00:10:15.280 --> 00:10:17.640]  哥倫多後書第五章第十節
[00:10:17.640 --> 00:10:19.520]  因為我哋眾人呢
[00:10:19.520 --> 00:10:22.600]  必要在基督台前顯露出嚟
[00:10:22.600 --> 00:10:25.440]  叫各人按著本身所行的
[00:10:25.440 --> 00:10:27.760]  或善或惡受報
[00:10:27.760 --> 00:10:30.520]  哥倫多後書第五章第十節
[00:10:30.520 --> 00:10:32.840]  呢度就話畀我哋聽一件事
[00:10:32.840 --> 00:10:35.320]  佢話我哋個個人都要經歷呢樣嘢
[00:10:35.320 --> 00:10:38.080]  我請你留意呢段聖經係講
[00:10:38.080 --> 00:10:40.280]  佢話唔係成個教會
[00:10:40.280 --> 00:10:41.840]  一齊去到上帝面前
[00:10:41.840 --> 00:10:44.920]  火雷就燒試驗呢個教會
[00:10:44.920 --> 00:10:46.400]  一係呢個教會得賞賜
[00:10:46.400 --> 00:10:48.200]  一係呢個教會得虧損
[00:10:48.200 --> 00:10:50.000]  佢唔係講緊成個教會
[00:10:50.000 --> 00:10:52.040]  佢係講緊個人
[00:10:52.040 --> 00:10:54.360]  個人嘅工程係點樣
[00:10:54.360 --> 00:10:56.600]  你點樣建造你嘅生命
[00:10:56.600 --> 00:10:58.160]  咁點解佢會講教會呢
[00:10:58.160 --> 00:10:59.280]  教會其實呢
[00:10:59.280 --> 00:11:00.960]  梗係唔係講個建築物啦
[00:11:00.960 --> 00:11:02.680]  係好多嘅信徒一齊㗎嘛
[00:11:02.680 --> 00:11:03.840]  所以係建造個教會
[00:11:03.840 --> 00:11:05.600]  其實係每一個人呢
[00:11:05.600 --> 00:11:07.600]  都要面對呢件事
[00:11:07.600 --> 00:11:09.360]  各位親愛嘅朋友
[00:11:09.360 --> 00:11:10.520]  如果你話
[00:11:10.520 --> 00:11:11.440]  或者弟兄姊妹
[00:11:11.440 --> 00:11:13.440]  你話我都好熱心嘅侍奉啦
[00:11:13.440 --> 00:11:15.960]  好似我出去賺咗好多錢啦
[00:11:15.960 --> 00:11:17.480]  有啲人話我賺咗好多錢啦
[00:11:17.480 --> 00:11:19.600]  我做咗好多嘅嘢啦咁樣
[00:11:19.600 --> 00:11:23.200]  我聽見一啲嘅人講到呢
[00:11:23.200 --> 00:11:25.040]  佢幫我打仗嘅時候啦
[00:11:25.040 --> 00:11:27.960]  嗰啲人賺咗好多嘅錢嘅以前
[00:11:27.960 --> 00:11:29.120]  但係一打仗呢
[00:11:29.120 --> 00:11:30.680]  佢嘅通貨膨脹
[00:11:30.680 --> 00:11:32.760]  佢用個鞋盒嚟裝啲錢呢
[00:11:32.760 --> 00:11:34.680]  係幾百萬嘅錢呢
[00:11:34.680 --> 00:11:36.240]  係去買一粒樓嘅
[00:11:36.240 --> 00:11:37.880]  啲樓呀
[00:11:37.880 --> 00:11:39.000]  你諗吓
[00:11:39.000 --> 00:11:40.000]  我大把錢
[00:11:40.000 --> 00:11:41.120]  我一生
[00:11:41.120 --> 00:11:43.400]  但係當一貶值嘅時候
[00:11:43.400 --> 00:11:47.320]  我係拎個鞋盒去裝幾百萬去買一粒樓
[00:11:47.320 --> 00:11:48.880]  你明個意思嘛
[00:11:48.880 --> 00:11:50.200]  個意思就係話
[00:11:50.200 --> 00:11:52.080]  我哋以為我哋都做得好好呀
[00:11:52.080 --> 00:11:53.640]  各樣嘢都
[00:11:53.640 --> 00:11:55.600]  但係一去到上帝嘅面前嘅時候
[00:11:55.600 --> 00:11:59.400]  原來我哋所做嘅嘢都係冇價值喺裏面嘅
[00:11:59.400 --> 00:12:02.240]  呢個就係可怕嘅地方
[00:12:02.240 --> 00:12:04.080]  我唔係淨係講緊教會
[00:12:04.080 --> 00:12:06.360]  我講緊你嘅生命
[00:12:06.360 --> 00:12:08.560]  究竟你嘅生命會點樣呢
[00:12:08.560 --> 00:12:10.480]  你話我唔係衰人嚟㗎
[00:12:10.480 --> 00:12:11.680]  我唔錯㗎
[00:12:11.680 --> 00:12:13.280]  但係當一比較嘅時候
[00:12:13.280 --> 00:12:15.880]  去到神嘅面前嘅時候
[00:12:15.880 --> 00:12:17.640]  用一火一試驗嘅時候
[00:12:17.640 --> 00:12:19.440]  咁係點樣嘅算呢
[00:12:19.440 --> 00:12:22.720]  所以如果我有機會再次嘅去發夢
[00:12:22.720 --> 00:12:26.640]  我有機會再次嘅重整自己嘅人生
[00:12:26.640 --> 00:12:29.680]  如果我再有機會嘅有三十年
[00:12:29.680 --> 00:12:30.800]  我又會點樣做
[00:12:30.800 --> 00:12:32.320]  你又會點樣做呢
[00:12:32.320 --> 00:12:33.680]  呢個我哋需要留意
[00:12:33.680 --> 00:12:35.920]  聖經就叫我哋提醒我哋
[00:12:35.920 --> 00:12:37.200]  好啦咁我哋不如話
[00:12:37.200 --> 00:12:39.520]  如果我哋真係能夠做得好
[00:12:39.520 --> 00:12:43.120]  我哋真係用金銀寶石嚟建造
[00:12:43.120 --> 00:12:44.720]  咁我哋有嘅賞賜
[00:12:44.720 --> 00:12:47.400]  咁究竟賞賜又係咩嚟㗎呢
[00:12:47.400 --> 00:12:48.600]  喺聖經裏面呢
[00:12:48.600 --> 00:12:51.840]  賞賜呢稱為一個永恆嘅獎賞嚟㗎
[00:12:51.840 --> 00:12:54.640]  咁新約聖經呢描寫呢啲賞賜呢
[00:12:54.640 --> 00:12:55.800]  叫做冠冕
[00:12:55.800 --> 00:12:57.200]  係叫做crowns嘅
[00:12:57.200 --> 00:12:59.840]  即係好似呢加冕嗰啲嘅crowns嘅
[00:12:59.840 --> 00:13:02.760]  咁係點樣嘅冠冕呢
[00:13:02.760 --> 00:13:04.160]  喺新約聖經裏面呢
[00:13:04.160 --> 00:13:06.480]  係描寫呢啲上帝畀我哋嘅獎賞呢
[00:13:06.480 --> 00:13:08.440]  有五種嘅冠冕嘅
[00:13:08.440 --> 00:13:11.200]  第一種嘅冠冕呢叫做不壞嘅冠冕
[00:13:11.200 --> 00:13:13.680]  不壞嘅冠冕呢叫imperishable crown
