
[00:00:00.000 --> 00:00:04.000]  弟兄姊妹 住內平安 早安
[00:03:12.000 --> 00:03:15.000]  所以如果處理不好 約翰處理不好
[00:03:15.000 --> 00:03:17.000]  他就和耶穌有爭執
[00:03:17.000 --> 00:03:21.000]  所以很容易同宮就會有分裂
[00:03:21.000 --> 00:03:27.000]  所以如果這兩個最突出的領袖
[00:03:27.000 --> 00:03:29.000]  一個是施洗約翰 一個是耶穌
[00:03:29.000 --> 00:03:32.000]  有矛盾 在這個關鍵的時刻
[00:03:32.000 --> 00:03:34.000]  不知道怎麼走下去
[00:03:34.000 --> 00:03:36.000]  是沒有人預料得到的
[00:03:36.000 --> 00:03:38.000]  因為這兩個人太重要了
[00:03:38.000 --> 00:03:42.000]  我記得以前看電視聽過一個故事
[00:03:42.000 --> 00:03:46.000]  康熙年間有個做官的 叫張瑛
[00:03:46.000 --> 00:03:51.000]  他的家人住在他出生的那裡
[00:03:51.000 --> 00:03:53.000]  他做官 在京城
[00:03:53.000 --> 00:03:55.000]  誰知道他想收屋
[00:03:55.000 --> 00:04:00.000]  收屋 但是就從隔離屋發生爭執
[00:04:00.000 --> 00:04:05.000]  他家人就寫信去京城
[00:04:05.000 --> 00:04:09.000]  就告訴張瑛 叫他出面動用人力
[00:04:09.000 --> 00:04:11.000]  但是張瑛沒有這樣做
[00:04:11.000 --> 00:04:14.000]  他就寫了一封很短的信回來
[00:04:14.000 --> 00:04:19.000]  千里送書子為長 讓他三隻又何妨
[00:04:19.000 --> 00:04:23.000]  萬里長城金猶在 不見當年秦始皇
[00:04:23.000 --> 00:04:25.000]  我們不需要爭的
[00:04:25.000 --> 00:04:29.000]  所以他家人就讓出三尺
[00:04:29.000 --> 00:04:33.000]  隔離屋的人就讓出三尺
[00:04:33.000 --> 00:04:37.000]  又讓出三尺 就變成六尺
[00:04:37.000 --> 00:04:41.000]  所以有一條港叫做六尺港
[00:04:41.000 --> 00:04:45.000]  就是這樣來的 當時康熙讚張瑛做得好
[00:04:45.000 --> 00:04:50.000]  所以因為他處理這些關係的時候
[00:04:50.000 --> 00:04:53.000]  做得特別好
[00:04:53.000 --> 00:04:58.000]  約翰就沒有將分裂擴大
[00:04:58.000 --> 00:05:02.000]  他沒有帶給人更大的隔閡
[00:05:02.000 --> 00:05:05.000]  他的態度是這樣 他不爭
[00:05:05.000 --> 00:05:08.000]  人若不是從天上得的 就不能得著什麼
[00:05:08.000 --> 00:05:10.000]  一切都是從神所賜的
[00:05:10.000 --> 00:05:13.000]  他也不搶 我又不是基督
[00:05:13.000 --> 00:05:15.000]  他很清楚自己的位置
[00:05:15.000 --> 00:05:18.000]  他也不至於 當人跟了耶穌
[00:05:18.000 --> 00:05:20.000]  他不覺得失落 為什麼呢
[00:05:20.000 --> 00:05:23.000]  因為他本來就是做僕人的
[00:05:23.000 --> 00:05:25.000]  主興旺了 我就高興了
[00:05:25.000 --> 00:05:28.000]  人信主 福音就興旺了
[00:05:28.000 --> 00:05:31.000]  這個才是最重要的
[00:05:31.000 --> 00:05:35.000]  至於他去哪間教會這班人
[00:05:35.000 --> 00:05:38.000]  以後這些人的去向 主帶領他們
[00:05:38.000 --> 00:05:42.000]  我們今天教會 傳福音是最重要的
[00:05:42.000 --> 00:05:48.000]  去哪間教會他們 去哪個堂 神帶領他們
[00:05:48.000 --> 00:05:52.000]  耶穌做僕 他也不爭 也不宣揚
[00:05:52.000 --> 00:05:55.000]  因為我們在其他福音書會看到
[00:05:55.000 --> 00:05:57.000]  耶穌基督是很安靜去做僕的
[00:05:57.000 --> 00:06:01.000]  他不爭 他也不跟約翰爭
[00:06:01.000 --> 00:06:05.000]  所以很多人以為
[00:06:05.000 --> 00:06:11.000]  耶穌比約翰施洗的人更多
[00:06:11.000 --> 00:06:14.000]  聖經告訴我們 他的門徒在這裡施洗
[00:06:14.000 --> 00:06:18.000]  約翰是用水施洗 做預備的
[00:06:18.000 --> 00:06:20.000]  引人到耶穌基督
[00:06:20.000 --> 00:06:23.000]  他施洗有一個儒表
[00:06:23.000 --> 00:06:27.000]  耶穌基督是真正的施洗者
[00:06:27.000 --> 00:06:32.000]  他就是用聖靈去讓人施洗
[00:06:32.000 --> 00:06:36.000]  讓人去重生 使人得到生命
[00:06:36.000 --> 00:06:39.000]  這件事只有耶穌基督才可以做
[00:06:39.000 --> 00:06:42.000]  約翰不可以做 其他人也不可以做
[00:06:42.000 --> 00:06:44.000]  約翰也很清楚
[00:06:44.000 --> 00:06:48.000]  他只不過是一個預備人心 引向耶穌基督的那一位
[00:06:48.000 --> 00:06:53.000]  耶穌基督才是真正的拯救者
[00:06:53.000 --> 00:06:58.000]  所以人真的不可以做赦罪的工作
[00:06:58.000 --> 00:07:01.000]  只有耶穌基督可以賜給人生命
[00:07:01.000 --> 00:07:05.000]  可以使人重生 可以赦罪
[00:07:05.000 --> 00:07:09.000]  所以約翰的工作是不可以跟耶穌基督相比的
[00:07:09.000 --> 00:07:12.000]  當約翰很興旺的時候
[00:07:12.000 --> 00:07:16.000]  很多人以為這個就是最重要的人物
[00:07:16.000 --> 00:07:17.000]  神就在這裡干預
[00:07:17.000 --> 00:07:20.000]  耶穌基督才是最重要的
[00:07:20.000 --> 00:07:24.000]  約翰不可以在這個歷史這麼重要的時期
[00:07:24.000 --> 00:07:26.000]  跟耶穌基督相比
[00:07:26.000 --> 00:07:30.000]  否則有人就以為約翰是最重要
[00:07:30.000 --> 00:07:33.000]  但是神就在這裡干預
[00:07:33.000 --> 00:07:36.000]  耶穌基督才是獨一的救主
[00:07:36.000 --> 00:07:40.000]  不容許其他人跟神相比
[00:07:40.000 --> 00:07:43.000]  所以很多人去到耶穌基督那裡
[00:07:43.000 --> 00:07:46.000]  當那麼多人去到耶穌基督那裡
[00:07:46.000 --> 00:07:47.000]  問題就來了
[00:07:47.000 --> 00:07:49.000]  法尼塞人知道這件事
[00:07:49.000 --> 00:07:51.000]  就覺得有危機感
[00:07:51.000 --> 00:07:53.000]  就開始關注耶穌基督
[00:07:53.000 --> 00:07:55.000]  而且那種衝突
[00:07:55.000 --> 00:07:57.000]  本來你結證聖殿
[00:07:57.000 --> 00:08:00.000]  本來你做公國的時候已經是很多衝突
[00:08:00.000 --> 00:08:03.000]  現在那麼多人去到你那裡
[00:08:03.000 --> 00:08:06.000]  那種衝突就更加激烈了
[00:08:06.000 --> 00:08:08.000]  槍打出頭鳥
[00:08:08.000 --> 00:08:13.000]  所以耶穌基督就是準備被對付的那種
[00:08:13.000 --> 00:08:16.000]  但是耶穌基督在這個時候
[00:08:16.000 --> 00:08:18.000]  他就離開猶大
[00:08:18.000 --> 00:08:20.000]  離開最敏感的地方
[00:08:20.000 --> 00:08:22.000]  回到加里尼
[00:08:24.000 --> 00:08:29.000]  耶穌基督這個退讓、退開、離開和避開
[00:08:29.000 --> 00:08:33.000]  是不是表現他很軟弱的那個位置呢?
[00:08:33.000 --> 00:08:35.000]  不是的
[00:08:35.000 --> 00:08:38.000]  因為有一個原因就是事後未到
[00:08:38.000 --> 00:08:43.000]  聖吉卜人不是跟著情況去行事的
[00:08:43.000 --> 00:08:46.000]  是跟著神的時間表
[00:08:46.000 --> 00:08:51.000]  不是說有益處就退後
[00:08:51.000 --> 00:08:53.000]  有危險的時候
[00:08:53.000 --> 00:08:55.000]  應該是有益處的時候
[00:08:55.000 --> 00:08:57.000]  不是向前
[00:08:57.000 --> 00:09:00.000]  有危險的時候反而要站出來
[00:09:00.000 --> 00:09:02.000]  這個是聖吉卜人應該有的態度
[00:09:02.000 --> 00:09:05.000]  因為如果按我的說法
[00:09:05.000 --> 00:09:07.000]  很容易縮沙有危險的時候
[00:09:07.000 --> 00:09:08.000]  但耶穌不是這樣
[00:09:08.000 --> 00:09:10.000]  我們處事很多時候是這樣的
[00:09:10.000 --> 00:09:12.000]  無事不生事
[00:09:12.000 --> 00:09:14.000]  大事化小事
[00:09:14.000 --> 00:09:16.000]  小事化無事
[00:09:16.000 --> 00:09:17.000]  如是呢
[00:09:17.000 --> 00:09:19.000]  如果前面的三句還不夠
[00:09:19.000 --> 00:09:22.000]  如是的時候你就不要怕事
[00:09:22.000 --> 00:09:25.000]  耶穌基督是不怕事的
[00:09:25.000 --> 00:09:28.000]  我記得在國內的時候
[00:09:28.000 --> 00:09:31.000]  當教會興旺的時候
[00:09:31.000 --> 00:09:32.000]  很多人過來聚會
[00:09:32.000 --> 00:09:35.000]  宗教部門也開始關注
[00:09:35.000 --> 00:09:37.000]  那個老僕人
[00:09:37.000 --> 00:09:39.000]  平時是什麼都背了
[00:09:39.000 --> 00:09:42.000]  一有公安局找他聊天、喝茶
[00:09:42.000 --> 00:09:43.000]  就是他去的
[00:09:43.000 --> 00:09:45.000]  自己什麼都背了
[00:09:45.000 --> 00:09:48.000]  下面的同工他們壓力沒那麼大
[00:09:48.000 --> 00:09:51.000]  但是這位僕人已經回天家了
[00:09:51.000 --> 00:09:53.000]  那個時候
[00:09:53.000 --> 00:09:56.000]  那些新起來的領袖
[00:09:56.000 --> 00:09:57.000]  就要承擔那個責任
[00:09:57.000 --> 00:09:59.000]  好像我當時
[00:09:59.000 --> 00:10:00.000]  我還很年輕
[00:10:00.000 --> 00:10:01.000]  比現在更年輕
[00:10:01.000 --> 00:10:02.000]  是不夠資格的
[00:10:02.000 --> 00:10:04.000]  通常去背票的是多少歲呢
[00:10:04.000 --> 00:10:07.000]  四十多歲以上
[00:10:07.000 --> 00:10:08.000]  他們就說
[00:10:08.000 --> 00:10:09.000]  我來
[00:10:09.000 --> 00:10:10.000]  我來
[00:10:10.000 --> 00:10:11.000]  不是說他沒有家人
[00:10:11.000 --> 00:10:13.000]  沒有責任
[00:10:13.000 --> 00:10:16.000]  而是如是不怕事
[00:10:16.000 --> 00:10:18.000]  他願意去背票
[00:10:18.000 --> 00:10:23.000]  因為這些情況是要承擔的
[00:10:23.000 --> 00:10:24.000]  老僕人離開了
[00:10:24.000 --> 00:10:26.000]  有個追思會
[00:10:26.000 --> 00:10:28.000]  批文下來了
[00:10:28.000 --> 00:10:29.000]  你們這個教會
[00:10:29.000 --> 00:10:34.000]  要禁止在那天去辦追思會
[00:10:34.000 --> 00:10:35.000]  教會就信服了
[00:10:35.000 --> 00:10:36.000]  沒有抗衡
[00:10:36.000 --> 00:10:38.000]  因為大事化小事
[00:10:38.000 --> 00:10:40.000]  小事化無事
[00:10:40.000 --> 00:10:41.000]  但是很奇妙
[00:10:41.000 --> 00:10:43.000]  神的工作是沒有人難做得到的
[00:10:43.000 --> 00:10:45.000]  那天就很多人來了
[00:10:45.000 --> 00:10:47.000]  我那個時候在唱詩
[00:10:47.000 --> 00:10:49.000]  我一唱就唱了幾個小時
[00:10:49.000 --> 00:10:50.000]  我知道大概
[00:10:50.000 --> 00:10:51.000]  所以是過萬人
[00:10:51.000 --> 00:10:53.000]  幾萬人我估計是
[00:10:53.000 --> 00:10:55.000]  過來參加追思會
[00:10:55.000 --> 00:10:57.000]  所以神有祂的工作和計劃
[00:10:57.000 --> 00:10:59.000]  和祂的時間
[00:10:59.000 --> 00:11:02.000]  所以事後未到
[00:11:02.000 --> 00:11:04.000]  所以不用衝上去
[00:11:04.000 --> 00:11:05.000]  你衝上去的時候
[00:11:05.000 --> 00:11:07.000]  這個是蠢
[00:11:07.000 --> 00:11:08.000]  事後到了
[00:11:08.000 --> 00:11:10.000]  你該去的你不去
[00:11:10.000 --> 00:11:12.000]  這個就是膽怯
[00:11:12.000 --> 00:11:15.000]  所以進退不是
[00:11:15.000 --> 00:11:18.000]  關鍵不是我們想做什麼
[00:11:18.000 --> 00:11:21.000]  而是按著神的時間表
[00:11:21.000 --> 00:11:23.000]  時間未到好好預備
[00:11:23.000 --> 00:11:25.000]  耶穌基督一直預備
[00:11:25.000 --> 00:11:27.000]  預備了三十年
[00:11:27.000 --> 00:11:32.000]  三十三年半至真正上十字架
[00:11:32.000 --> 00:11:33.000]  信服神的時間
[00:11:33.000 --> 00:11:35.000]  這個不是退避
[00:11:35.000 --> 00:11:39.000]  不是逃跑
[00:11:39.000 --> 00:11:41.000]  耶穌基督離開猶大
[00:11:41.000 --> 00:11:43.000]  要往加尼尼去
[00:11:43.000 --> 00:11:46.000]  路線是從猶大的南方
[00:11:46.000 --> 00:11:50.000]  繞約旦河那條水路去
[00:11:50.000 --> 00:11:53.000]  要去到加尼尼
[00:11:53.000 --> 00:11:55.000]  中間有一個地方
[00:11:55.000 --> 00:11:58.000]  叫做撒瑪利亞
[00:11:58.000 --> 00:12:01.000]  撒瑪利亞看見粉紅色那塊就知道了
[00:12:01.000 --> 00:12:04.000]  黃色那塊就是猶大
[00:12:04.000 --> 00:12:06.000]  要繞過隔離那塊
[00:12:06.000 --> 00:12:08.000]  隔離那塊
[00:12:08.000 --> 00:12:10.000]  才上去加尼尼
[00:12:10.000 --> 00:12:14.000]  他們不去踏足猶太地
[00:12:14.000 --> 00:12:16.000]  以色列原本有十二個支派
[00:12:16.000 --> 00:12:19.000]  其中一個支派是猶大支派
[00:12:19.000 --> 00:12:24.000]  猶大支派他們很蒙福
[00:12:24.000 --> 00:12:28.000]  因為君王是他們的支派出來的
[00:12:28.000 --> 00:12:33.000]  所以猶大支派就有那種自尊和優越感
[00:12:33.000 --> 00:12:35.000]  真正的王在我們中間出來
[00:12:35.000 --> 00:12:39.000]  所以覺得很威風
[00:12:39.000 --> 00:12:44.000]  南國猶大是被巴比倫擄去的
[00:12:44.000 --> 00:12:46.000]  之前北國
[00:12:46.000 --> 00:12:49.000]  因為我們知道以色列分為南北國
[00:12:49.000 --> 00:12:53.000]  北國是被亞述擄去的
[00:12:53.000 --> 00:12:57.000]  北國被擄去之後
[00:12:57.000 --> 00:13:00.000]  他們沒有嚴格遵守那個律法
[00:13:00.000 --> 00:13:04.000]  在婚姻上的事他們就跟那些外族通婚了
[00:13:04.000 --> 00:13:07.000]  他們沒有遵守律法的要求
[00:13:07.000 --> 00:13:11.000]  南國被擄之後他們是堅守律法的
[00:13:11.000 --> 00:13:17.000]  所以他們的血統相對是比較純正的
[00:13:17.000 --> 00:13:19.000]  猶太人認為
[00:13:19.000 --> 00:13:22.000]  這些撒瑪利亞人是不夠純正的
[00:13:22.000 --> 00:13:25.000]  因為他們已經跟外族通婚了
[00:13:25.000 --> 00:13:27.000]  所以他們的血統是不純正的
[00:13:27.000 --> 00:13:30.000]  如果你看尼希米基就知道了
[00:13:30.000 --> 00:13:32.000]  他們的血統是不夠純正的
[00:13:32.000 --> 00:13:38.000]  你看尼希米基對付那些外族通婚的
[00:13:38.000 --> 00:13:41.000]  他是要撿出來去對付的
[00:13:41.000 --> 00:13:46.000]  猶太人認為我只是純正的以色列人
[00:13:46.000 --> 00:13:48.000]  我只是阿伯拉海真正的後裔
[00:13:48.000 --> 00:13:50.000]  所以他們是很自豪的
[00:13:50.000 --> 00:13:55.000]  所以他們就不會看得起撒瑪利亞人
[00:13:55.000 --> 00:13:58.000]  因為撒瑪利亞人跟外族通婚
[00:13:58.000 --> 00:14:00.000]  你們已經被污染了
[00:14:00.000 --> 00:14:01.000]  不守律法了
[00:14:01.000 --> 00:14:06.000]  如果你再看公元前八世紀
[00:14:06.000 --> 00:14:08.000]  亞述攻陷以色列之後
[00:14:08.000 --> 00:14:12.000]  這班以色列人就被遷出去了
[00:14:12.000 --> 00:14:14.000]  那些外族人就在那裏定居了
[00:14:14.000 --> 00:14:21.000]  那些外族人、外邦人就在那裏拜假神
[00:14:21.000 --> 00:14:24.000]  所以這塊撒瑪利亞地的人
[00:14:24.000 --> 00:14:27.000]  跟宗教有種混合
[00:14:27.000 --> 00:14:32.000]  所以當猶太人看撒瑪利亞人的時候
[00:14:32.000 --> 00:14:34.000]  他們就看到你們這班人
[00:14:34.000 --> 00:14:37.000]  跟這些拜偶像有混合在一起的時候
[00:14:37.000 --> 00:14:41.000]  是對神的一個冒犯
[00:14:41.000 --> 00:14:45.000]  所以你們的信仰已經是混合的一種信仰
[00:14:45.000 --> 00:14:47.000]  不夠順了
[00:14:47.000 --> 00:14:52.000]  所以猶太人很憎恨這些撒瑪利亞人
[00:14:52.000 --> 00:14:55.000]  拉比當中有一句話是這麼說的
[00:14:55.000 --> 00:14:59.000]  吃撒瑪利亞人的餅就等於吃豬肉
[00:14:59.000 --> 00:15:03.000]  我們知道猶太人因為豬肉是很骯髒的
[00:15:03.000 --> 00:15:08.000]  所以他們的問題不單止是文化的差異
[00:15:08.000 --> 00:15:14.000]  是信仰、血統和他們身份的問題
[00:15:14.000 --> 00:15:20.000]  猶太人已經否定撒瑪利亞人了
[00:15:20.000 --> 00:15:28.000]  所以他們要求耶穌繞路回加利利
[00:15:28.000 --> 00:15:30.000]  但經文很特別
[00:15:30.000 --> 00:15:33.000]  他說他必須經過撒瑪利亞
[00:15:33.000 --> 00:15:37.000]  這個必須不是地理上的必須
[00:15:37.000 --> 00:15:39.000]  因為你可以繞過去
[00:15:39.000 --> 00:15:41.000]  是神旨意的必須
[00:15:41.000 --> 00:15:43.000]  當耶穌這樣做的時候
[00:15:43.000 --> 00:15:46.000]  他就打破了傳統的界限
[00:15:46.000 --> 00:15:48.000]  民族的界限
[00:15:48.000 --> 00:15:53.000]  就是猶太人和撒瑪利亞人是沒有來往的
[00:15:53.000 --> 00:15:56.000]  現在耶穌主動進入這塊地
[00:15:56.000 --> 00:15:59.000]  打破了他們民族的界限
[00:15:59.000 --> 00:16:02.000]  還有打破了他們宗教的界限
[00:16:02.000 --> 00:16:05.000]  因為猶太人和撒瑪利亞人
[00:16:05.000 --> 00:16:08.000]  他們的信仰已經不是那麼純了
[00:16:08.000 --> 00:16:11.000]  很可能已經是異端了
[00:16:11.000 --> 00:16:13.000]  耶穌基督向他們傳福音
[00:16:13.000 --> 00:16:16.000]  所以打破了宗教的界限
[00:16:16.000 --> 00:16:18.000]  還有打破了人心的界限
[00:16:18.000 --> 00:16:21.000]  因為猶太人看撒瑪利亞人
[00:16:21.000 --> 00:16:23.000]  就是看你不順眼
[00:16:23.000 --> 00:16:25.000]  我就要指著你去罵
[00:16:25.000 --> 00:16:28.000]  所以耶穌主動去找他們的時候
[00:16:28.000 --> 00:16:31.000]  打破了心靈的界限
[00:16:31.000 --> 00:16:32.000]  所以我們今天看
[00:16:32.000 --> 00:16:35.000]  人會拒絕耶穌基督
[00:16:35.000 --> 00:16:39.000]  但是耶穌基督願意跨越那種界限
[00:16:39.000 --> 00:16:43.000]  跨越人的隔膜去找人
[00:16:43.000 --> 00:16:44.000]  真正的福音工作
[00:16:44.000 --> 00:16:48.000]  不是我們想去的地方
[00:16:48.000 --> 00:16:50.000]  而是要順服神的帶領
[00:16:50.000 --> 00:16:52.000]  必須去的地方
[00:16:52.000 --> 00:16:55.000]  所以這個必須不是地理上的必須
[00:16:55.000 --> 00:16:57.000]  是那種使命
[00:16:57.000 --> 00:17:00.000]  神既然有命令給你
[00:17:00.000 --> 00:17:01.000]  你就要出發
[00:17:01.000 --> 00:17:07.000]  所以這件事才是最重要的
[00:17:07.000 --> 00:17:12.000]  去撒瑪利亞那裡
[00:17:12.000 --> 00:17:14.000]  是有一個婦人
[00:17:14.000 --> 00:17:17.000]  一個不是那麼得體的婦人
[00:17:17.000 --> 00:17:20.000]  但是耶穌基督看重的是靈魂
[00:17:20.000 --> 00:17:24.000]  不是別人怎麼看這個人那種眼光去看
[00:17:24.000 --> 00:17:27.000]  我記得我在機場工作的時候
[00:17:27.000 --> 00:17:29.000]  跟同事一起
[00:17:29.000 --> 00:17:30.000]  我們是國內的
[00:17:30.000 --> 00:17:37.000]  有時候就要去支援國際檢查
[00:17:37.000 --> 00:17:38.000]  我們都是做安檢的
[00:17:38.000 --> 00:17:39.000]  他們是國際的
[00:17:39.000 --> 00:17:40.000]  我們是國內的
[00:17:40.000 --> 00:17:41.000]  我們就要支援他們
[00:17:41.000 --> 00:17:42.000]  人太多了
[00:17:42.000 --> 00:17:44.000]  國際區那裡
[00:17:44.000 --> 00:17:46.000]  有一個開車的同事
[00:17:46.000 --> 00:17:50.000]  開電車在機場主機大樓開電車
[00:17:50.000 --> 00:17:55.000]  他每次都走到登機辦理處那裡
[00:17:55.000 --> 00:17:56.000]  去繞個圈
[00:17:56.000 --> 00:17:59.000]  我就不明白為什麼他經常都繞個圈
[00:17:59.000 --> 00:18:01.000]  本來都不需要這樣做的
[00:18:01.000 --> 00:18:03.000]  後來隔壁那個就說
[00:18:03.000 --> 00:18:04.000]  那個啊那個啊
[00:18:04.000 --> 00:18:05.000]  那個是誰啊
[00:18:05.000 --> 00:18:07.000]  不是他未來太太
[00:18:07.000 --> 00:18:10.000]  所以他是故意去那裡繞個圈
[00:18:10.000 --> 00:18:11.000]  假裝一下他
[00:18:11.000 --> 00:18:14.000]  因為愛情的力量
[00:18:14.000 --> 00:18:15.000]  那耶穌基督呢
[00:18:15.000 --> 00:18:17.000]  耶穌基督的那種愛是性愛
[00:18:17.000 --> 00:18:19.000]  他是為了救人那種愛
[00:18:19.000 --> 00:18:21.000]  他不是看這個人不潔淨
[00:18:21.000 --> 00:18:23.000]  他不是看別人眼光怎麼看他
[00:18:23.000 --> 00:18:26.000]  他是看看中這個人的靈魂
[00:18:26.000 --> 00:18:28.000]  所以我們很多肢體
[00:18:28.000 --> 00:18:29.000]  如果你知道的
[00:18:29.000 --> 00:18:31.000]  很多是他故意去接人
[00:18:31.000 --> 00:18:33.000]  或者是接一些舞蹈者
[00:18:33.000 --> 00:18:35.000]  本來都不用走那條路的
[00:18:35.000 --> 00:18:37.000]  故意過去接他
[00:18:37.000 --> 00:18:39.000]  就是看中他的靈魂
[00:18:39.000 --> 00:18:41.000]  不是我們順便就去
[00:18:41.000 --> 00:18:43.000]  順路就去
[00:18:43.000 --> 00:18:45.000]  而是當我們敬畏神的時候
[00:18:45.000 --> 00:18:47.000]  看到神的心意
[00:18:47.000 --> 00:18:48.000]  看中神的心意的時候
[00:18:48.000 --> 00:18:50.000]  有這個負擔的時候
[00:18:50.000 --> 00:18:51.000]  對靈魂有愛的時候
[00:18:51.000 --> 00:18:53.000]  就願意這樣去做
[00:18:53.000 --> 00:18:55.000]  所以耶穌來到撒瑪利亞
[00:18:55.000 --> 00:18:56.000]  不是為了方便
[00:18:56.000 --> 00:18:59.000]  是順服神的計劃
[00:18:59.000 --> 00:19:02.000]  那耶穌基督來到一座城
[00:19:02.000 --> 00:19:03.000]  名叫罪加
[00:19:03.000 --> 00:19:06.000]  這座城本來都沒有什麼起眼的地方
[00:19:06.000 --> 00:19:08.000]  似乎是微不足道的地方
[00:19:08.000 --> 00:19:10.000]  耶穌就來到這裏
[00:19:10.000 --> 00:19:13.000]  因為這裏有一個女性
[00:19:13.000 --> 00:19:16.000]  一個撒瑪利亞的婦人
[00:19:16.000 --> 00:19:17.000]  按當時來說
[00:19:17.000 --> 00:19:20.000]  男女如果談話
[00:19:20.000 --> 00:19:22.000]  不是像我們現在這樣隨便
[00:19:22.000 --> 00:19:26.000]  如果在一個公眾地方去談話
[00:19:26.000 --> 00:19:28.000]  是很不合宜的
[00:19:28.000 --> 00:19:31.000]  是很不得體的
[00:19:31.000 --> 00:19:34.000]  他們猶太人的宗教人士
[00:19:34.000 --> 00:19:35.000]  他們的禱告是怎樣呢
[00:19:35.000 --> 00:19:38.000]  我感謝神
[00:19:38.000 --> 00:19:41.000]  不要讓我生為撒瑪利亞人
[00:19:41.000 --> 00:19:42.000]  所以你會看到
[00:19:42.000 --> 00:19:44.000]  這些禱告是看到他們
[00:19:44.000 --> 00:19:46.000]  不喜歡撒瑪利亞人的
[00:19:46.000 --> 00:19:47.000]  甚至他們會禱告
[00:19:47.000 --> 00:19:48.000]  主人我感謝你
[00:19:48.000 --> 00:19:50.000]  做我不是女人
[00:19:50.000 --> 00:19:53.000]  所以他們也有男女的差別
[00:19:53.000 --> 00:19:55.000]  不是我們現在這樣平等
[00:19:55.000 --> 00:19:56.000]  他們是有差別的
[00:19:56.000 --> 00:19:59.000]  所以如果一個拉比
[00:19:59.000 --> 00:20:00.000]  你做老師的
