
[00:00:00.000 --> 00:00:05.880]  今天我們所查的聖經是撒布爾記上第三十章叫《歷戰》
[00:04:51.820 --> 00:04:55.800]  但是還有一樣東西是違反了他人的本性的
[00:04:55.800 --> 00:04:57.520]  所以上一次叫逆戰
[00:04:57.520 --> 00:05:02.900]  他竟然將所有的村莊 那些民族的人
[00:05:02.900 --> 00:05:07.460]  男女老幼 婦孺小孩 全部都殺了
[00:05:07.460 --> 00:05:11.760]  為什麼呢 就是怕有人離開了
[00:05:11.760 --> 00:05:13.960]  就會去報告給阿吉聽
[00:05:13.960 --> 00:05:17.040]  他真是某個程度上是殺人滅口的
[00:05:17.040 --> 00:05:20.100]  所以這一場就是逆戰
[00:05:20.100 --> 00:05:24.820]  就是和他本性是相反的
[00:05:24.820 --> 00:05:27.300]  但是接著還有一個危機是什麼呢
[00:05:27.300 --> 00:05:32.780]  後來阿吉就要帶他去打自己的民族
[00:05:32.780 --> 00:05:34.080]  那就大件事了
[00:05:34.080 --> 00:05:37.740]  大衛如果真的去打自己的民族
[00:05:37.740 --> 00:05:40.640]  他怎麼可以來作由大人的王呢?
[00:05:40.640 --> 00:05:42.780]  但是神就憐憫他
[00:05:42.780 --> 00:05:45.080]  那你竟然是做什麼呢?
[00:05:45.080 --> 00:05:47.900]  我們看看《歷代至上十二章》的第十九節
[00:05:47.900 --> 00:05:49.900]  都是上次我們所看的
[00:05:49.900 --> 00:05:54.380]  你從前與菲律師人同去 要與數羅爭戰
[00:05:54.380 --> 00:05:57.140]  有些在馬拿西來投奔大衛
[00:05:57.140 --> 00:05:59.660]  他們卻沒有幫助菲律師人
[00:05:59.660 --> 00:06:01.580]  因為菲律師人的首領
[00:06:01.580 --> 00:06:03.580]  雙耳打發他們回去
[00:06:03.580 --> 00:06:06.380]  說 恐怕大衛拿我們的首級
[00:06:06.380 --> 00:06:08.780]  歸看他的主人數羅
[00:06:08.780 --> 00:06:11.800]  我就想起了一些斟言的一句話
[00:06:11.800 --> 00:06:14.300]  就是君王的心好像龍溝的水
[00:06:14.300 --> 00:06:16.300]  在神的手中轉動 是不是?
[00:06:16.300 --> 00:06:19.420]  基本上我上次講的歷史就是history
[00:06:19.420 --> 00:06:24.220]  這幫菲律師其他那四個城邦的王
[00:06:24.220 --> 00:06:25.660]  就在懷疑大衛
[00:06:25.660 --> 00:06:27.460]  喂 用不二打打仗
[00:06:27.460 --> 00:06:29.180]  他調轉槍頭殺了我們
[00:06:29.180 --> 00:06:32.520]  然後他就可以討他自己民族的歡喜
[00:06:32.520 --> 00:06:35.340]  於是就拒絕不讓大衛出戰
[00:06:35.340 --> 00:06:38.100]  你看到這個絕對不是大衛做了什麼
[00:06:38.100 --> 00:06:39.680]  是神的工作
[00:06:39.680 --> 00:06:42.100]  阿吉本來是去維護他
[00:06:42.100 --> 00:06:44.600]  但是怎樣他講都講不了之後
[00:06:44.600 --> 00:06:46.180]  很無奈就打發大衛
[00:06:46.180 --> 00:06:48.980]  算了 算了 你回去洗腳在這個地方
[00:06:48.980 --> 00:06:51.600]  於是就解決了他的難題
[00:06:51.600 --> 00:06:53.600]  大家可以聽回上一次
[00:06:53.600 --> 00:06:56.140]  我放在YouTube裡面的《易戰》
[00:06:56.140 --> 00:06:58.140]  但是當他回到西加拉的時候
[00:06:58.140 --> 00:06:59.940]  竟然發覺到他們的家眷
[00:06:59.940 --> 00:07:03.440]  他們的財物被亞馬力人搶奪一空
[00:07:03.440 --> 00:07:05.720]  他們要去救他
[00:07:05.720 --> 00:07:10.360]  於是就要去追趕這一幫被擄走了的人
[00:07:10.360 --> 00:07:13.240]  於是就展開一場的歷戰
[00:07:13.240 --> 00:07:14.740]  什麼叫歷戰呢?
[00:07:14.740 --> 00:07:16.740]  就是筋疲力竭之下
[00:07:16.740 --> 00:07:19.000]  仍然要作戰的
[00:07:19.000 --> 00:07:21.760]  但是這次還有一個程度來看
[00:07:21.760 --> 00:07:23.760]  大衛其實是有失策的
[00:07:23.760 --> 00:07:25.760]  大衛帶著那些人去打仗
[00:07:25.760 --> 00:07:28.640]  但是他完全沒有派那些人留守
[00:07:28.640 --> 00:07:30.640]  在自己的家裡
[00:07:30.640 --> 00:07:35.340]  去保護那些女性和小孩
[00:07:35.340 --> 00:07:37.340]  甚至老年的人
[00:07:37.340 --> 00:07:39.840]  所以這次亞馬力人
[00:07:39.840 --> 00:07:41.840]  說來大衛去做什麼呢?
[00:07:41.840 --> 00:07:43.840]  去搶奪他們的東西的時候
[00:07:43.840 --> 00:07:45.600]  是不費吹灰之力
[00:07:45.600 --> 00:07:47.100]  就可以將他們都擄走了
[00:07:47.100 --> 00:07:48.600]  將財物都擄走了
[00:07:48.600 --> 00:07:53.100]  所以這次大衛某個程度是失策的
[00:07:53.100 --> 00:07:55.100]  也因為這樣的緣故
[00:07:55.100 --> 00:07:56.100]  我們一會兒會看到
[00:07:56.100 --> 00:07:58.100]  跟隨大衛的人甚至想殺大衛
[00:07:58.100 --> 00:08:00.100]  就說你害死我們
[00:08:00.100 --> 00:08:03.100]  但是從另一個角度去看
[00:08:03.100 --> 00:08:05.100]  如果大衛派了一些人
[00:08:05.100 --> 00:08:09.100]  去保護自己那些婦女和小孩
[00:08:09.100 --> 00:08:12.100]  亞馬力人來的時候就一定會打仗
[00:08:12.100 --> 00:08:14.100]  一定是不夠打 因為他們人多
[00:08:14.100 --> 00:08:15.600]  留下的人是很少的
[00:08:15.600 --> 00:08:17.600]  一定會有傷亡
[00:08:17.600 --> 00:08:19.100]  所以我們又看到
[00:08:19.100 --> 00:08:21.100]  表面是看似失敗
[00:08:21.100 --> 00:08:23.100]  但是也有神的憐憫
[00:08:23.100 --> 00:08:26.100]  所以是沒有傷亡的事發生
[00:08:26.100 --> 00:08:29.100]  如果我再去看《色經》的層面
[00:08:29.100 --> 00:08:32.100]  你留意到第31章
[00:08:32.100 --> 00:08:34.100]  就是下個星期我們會看的
[00:08:34.100 --> 00:08:36.100]  就是另一場很悲慘的戰役
[00:08:36.100 --> 00:08:39.100]  就是基利波山的戰役
[00:08:39.100 --> 00:08:42.100]  就是掃羅王和他的兒子約拿丹
[00:08:42.100 --> 00:08:46.100]  在這場戰爭裡面被殺身亡
[00:08:46.100 --> 00:08:49.100]  大衛也可以正式接觸掃羅作王
[00:08:49.100 --> 00:08:52.100]  但是這一場很影響整個
[00:08:52.100 --> 00:08:54.100]  以色列歷史的戰爭
[00:08:54.100 --> 00:08:56.100]  如果你留意到
[00:08:56.100 --> 00:08:58.100]  記載是很少的
[00:08:58.100 --> 00:09:03.100]  相對大衛要搶回自己的妻兒
[00:09:03.100 --> 00:09:05.100]  和下屬的妻兒
[00:09:05.100 --> 00:09:09.100]  這一段經文他記載得很詳細
[00:09:09.100 --> 00:09:14.100]  這個是相信《色經》的作者特意的安排
[00:09:14.100 --> 00:09:17.100]  為什麼呢 就是作出一個對比
[00:09:17.100 --> 00:09:21.100]  《塞浦爾記》上第15章掃羅
[00:09:21.100 --> 00:09:23.100]  他就是不聽神的命令
[00:09:23.100 --> 00:09:26.100]  他就仲勿興神
[00:09:26.100 --> 00:09:31.100]  著重那些搶奪的財物
[00:09:31.100 --> 00:09:33.100]  那些牛羊
[00:09:33.100 --> 00:09:35.100]  把好的東西不肯帶去殺了
[00:09:35.100 --> 00:09:38.100]  因為他這樣的貪心
[00:09:38.100 --> 00:09:40.100]  和多次違反神的命令
[00:09:40.100 --> 00:09:41.100]  就被神所棄
[00:09:41.100 --> 00:09:45.100]  所以我們可以聽回那次仲勿興神的信息
[00:09:45.100 --> 00:09:48.100]  但是大衛透過這一次的戰爭
[00:09:48.100 --> 00:09:51.100]  就表明他具王者的質素
[00:09:51.100 --> 00:09:54.100]  這一章相對之下
[00:09:54.100 --> 00:09:58.100]  掃羅在基利波山戰役
[00:09:58.100 --> 00:10:01.100]  他失敗 被神放棄
[00:10:01.100 --> 00:10:03.100]  但是這一場歷戰
[00:10:03.100 --> 00:10:06.100]  就是大衛得到神的祝福
[00:10:06.100 --> 00:10:08.100]  一個很大的對比
[00:10:08.100 --> 00:10:11.100]  但是大衛絕對不容易面對這場戰爭
[00:10:11.100 --> 00:10:16.100]  因為他要先平復內部裡面的那個紛亂
[00:10:16.100 --> 00:10:18.100]  也都先可以對外
[00:10:18.100 --> 00:10:22.100]  但是他還充分表現出他的領導才能
[00:10:22.100 --> 00:10:24.100]  甚至在這場戰爭裡面
[00:10:24.100 --> 00:10:28.100]  他訂定了一些的律例典章
[00:10:28.100 --> 00:10:30.100]  證明他有自覺的能力
[00:10:30.100 --> 00:10:33.100]  好了 我們看看這段經文
[00:10:33.100 --> 00:10:34.100]  就是城門失火
[00:10:34.100 --> 00:10:36.100]  我們先看《塞浦爾記》上
[00:10:36.100 --> 00:10:39.100]  第30章第一到第三節
[00:11:05.100 --> 00:11:08.100]  如果我們記得上一次就講到
[00:11:08.100 --> 00:11:12.100]  大衛跟隨阿吉去到一個地方叫阿忽城
[00:11:12.100 --> 00:11:15.100]  阿忽和洗格拉
[00:11:15.100 --> 00:11:20.100]  這個地方大概有80至100公里的路
[00:11:20.100 --> 00:11:23.100]  大衛和那600個跟隨者
[00:11:23.100 --> 00:11:25.100]  走了三日的路程
[00:11:25.100 --> 00:11:28.100]  才回到自己的地方
[00:11:28.100 --> 00:11:29.100]  怎麼知道
[00:11:29.100 --> 00:11:31.100]  原來當我們走了的時候
[00:11:31.100 --> 00:11:34.100]  阿瑪利人乘虛而入 攻打他們
[00:11:34.100 --> 00:11:37.100]  那這些婦孺老弱又怎麼能夠自衛呢
[00:11:37.100 --> 00:11:40.100]  結果他們一切的財物都被搶奪一空
[00:11:40.100 --> 00:11:41.100]  人都被擄走
[00:11:41.100 --> 00:11:44.100]  他們更加放火焚燒了
[00:11:44.100 --> 00:11:46.100]  洗格拉這個地方
[00:11:46.100 --> 00:11:47.100]  為什麼呢
[00:11:47.100 --> 00:11:50.100]  這個可能是報復大衛曾經攻擊
[00:11:50.100 --> 00:11:52.100]  擊殺他們的同胞
[00:11:52.100 --> 00:11:54.100]  或者相熟的人
[00:11:54.100 --> 00:11:56.100]  就是上一次的《易戰》裡面
[00:11:56.100 --> 00:11:57.100]  我們所看到的
[00:11:57.100 --> 00:12:00.100]  《塞浦爾記》上27章第8到第9節
[00:12:00.100 --> 00:12:04.100]  你留意到了 我自己也說
[00:12:04.100 --> 00:12:09.100]  千萬不要把中國的飾物放在窗口上
[00:12:09.100 --> 00:12:11.100]  有些人貼「揮春」
[00:12:11.100 --> 00:12:12.100]  我懂得叫「拔」
[00:12:12.100 --> 00:12:14.100]  「拔」下來 為什麼呢
[00:12:14.100 --> 00:12:16.100]  很多時候
[00:12:16.100 --> 00:12:18.100]  有些人知道你們是香港人
[00:12:18.100 --> 00:12:20.100]  或者中國人就以為你家裡很有錢
[00:12:20.100 --> 00:12:22.100]  會爆價的
[00:12:22.100 --> 00:12:23.100]  他們會怎樣呢
[00:12:23.100 --> 00:12:25.100]  他們都摸熟了
[00:12:25.100 --> 00:12:29.100]  現在很多人離開了英國回香港
[00:12:29.100 --> 00:12:32.100]  哭家人 放暑假
[00:12:32.100 --> 00:12:34.100]  家裡是空城計的
[00:12:34.100 --> 00:12:35.100]  香港也是
[00:12:35.100 --> 00:12:37.100]  當你新年去外遊
[00:12:37.100 --> 00:12:40.100]  人們就會爆價了 是不是
[00:12:40.100 --> 00:12:43.100]  所以這次阿瑪利人就趁他們走了
[00:12:43.100 --> 00:12:45.100]  就把人們都擄走了
[00:12:45.100 --> 00:12:47.100]  阿瑪利人把一切東西都擄走了
[00:12:47.100 --> 00:12:48.100]  但是沒有殺死他們
[00:12:48.100 --> 00:12:50.100]  就反映了某一個程度
[00:12:50.100 --> 00:12:53.100]  大衛當天殺了所有人
[00:12:53.100 --> 00:12:55.100]  包括婦女 兒子
[00:12:55.100 --> 00:12:58.100]  就是小孩子 或者老人家
[00:12:58.100 --> 00:13:00.100]  一個活口都不留
[00:13:00.100 --> 00:13:02.100]  某個程度大衛是更加殘忍
[00:13:02.100 --> 00:13:03.100]  在政治上面
[00:13:03.100 --> 00:13:05.100]  這個是他的失分
[00:13:05.100 --> 00:13:07.100]  好了 這幫人一知道
[00:13:07.100 --> 00:13:10.100]  看到自己的家人被擄走的時候
[00:13:10.100 --> 00:13:13.100]  就馬上反面無情了
[00:13:13.100 --> 00:13:15.100]  《聖母依紀》上的第30章
[00:13:15.100 --> 00:13:17.100]  第4到第6節
[00:13:17.100 --> 00:13:20.100]  大衛和跟隨他的人就放聲大哭
[00:13:20.100 --> 00:13:22.100]  直哭得沒有氣力
[00:13:22.100 --> 00:13:25.100]  大衛的兩個妻 耶穌烈人 阿希倫
[00:13:25.100 --> 00:13:28.100]  和俗國那白妻的加密人 阿比該
[00:13:28.100 --> 00:13:29.100]  也被擄去了
[00:13:29.100 --> 00:13:31.100]  大衛甚是焦急
[00:13:31.100 --> 00:13:34.100]  因眾人為自己的兒女苦惱
[00:13:34.100 --> 00:13:36.100]  說要用石頭打死他
[00:13:36.100 --> 00:13:38.100]  大衛卻依靠耶和華他的神
[00:13:38.100 --> 00:13:40.100]  心裡堅固
[00:13:40.100 --> 00:13:42.100]  當大衛和跟隨者
[00:13:42.100 --> 00:13:44.100]  發覺自己的妻兒被擄走
[00:13:44.100 --> 00:13:46.100]  財物被搶走之後
[00:13:46.100 --> 00:13:47.100]  他們內心很悲憤
[00:13:47.100 --> 00:13:48.100]  放聲大哭
[00:13:48.100 --> 00:13:51.100]  他說直哭得沒有氣力
[00:13:51.100 --> 00:13:55.100]  原來意思就是一直都沒有力氣
[00:13:55.100 --> 00:13:58.100]  已經很累 連哭都沒有力氣
[00:13:58.100 --> 00:14:00.100]  可見他們內心很傷痛
[00:14:00.100 --> 00:14:02.100]  好像陷在一個絕境裡面
[00:14:02.100 --> 00:14:04.100]  因為他們完全沒有心理準備
[00:14:04.100 --> 00:14:06.100]  為什麼會是這樣呢
[00:14:06.100 --> 00:14:07.100]  才有這個表現
[00:14:07.100 --> 00:14:09.100]  很簡單舉一個例子
[00:14:09.100 --> 00:14:10.100]  如果一個人
[00:14:10.100 --> 00:14:13.100]  他的家人是長期病患者
[00:14:13.100 --> 00:14:15.100]  已經病了很久了
[00:14:15.100 --> 00:14:18.100]  終於有一天他離開了世界
[00:14:18.100 --> 00:14:20.100]  家人一定會很難過
[00:14:20.100 --> 00:14:21.100]  但是不會很傷痛
[00:14:21.100 --> 00:14:23.100]  因為有心理準備
[00:14:23.100 --> 00:14:25.100]  但是你看到那些
[00:14:25.100 --> 00:14:26.100]  因為交通意外
[00:14:26.100 --> 00:14:28.100]  或者工業意外而死的人
[00:14:28.100 --> 00:14:30.100]  他的家人一看到這樣的情況
[00:14:30.100 --> 00:14:32.100]  是崩潰的
[00:14:32.100 --> 00:14:35.100]  會哭得聲勢力竭會有點點
[00:14:35.100 --> 00:14:36.100]  為什麼呢
[00:14:36.100 --> 00:14:38.100]  是完全沒有心理準備
[00:14:38.100 --> 00:14:40.100]  所以你留意到
[00:14:40.100 --> 00:14:43.100]  這次這幫人就是很傷痛
[00:14:43.100 --> 00:14:45.100]  大衛更加是焦急
[00:14:45.100 --> 00:14:47.100]  原因不單單是自己的妻子
[00:14:47.100 --> 00:14:51.100]  比如大氣亂和加密人
[00:14:51.100 --> 00:14:54.100]  阿比該都被擄走了
[00:14:54.100 --> 00:14:56.100]  是因為眾人
[00:14:56.100 --> 00:14:59.100]  都是為了自己的兒女而有苦惱
[00:14:59.100 --> 00:15:01.100]  這個是怎麼樣
[00:15:01.100 --> 00:15:03.100]  就是他的下屬
[00:15:03.100 --> 00:15:05.100]  那些妻兒都被擄走了
[00:15:05.100 --> 00:15:07.100]  所以他不單單為自己
[00:15:07.100 --> 00:15:10.100]  就是那個妻子擔心
[00:15:10.100 --> 00:15:11.100]  和焦急
[00:15:11.100 --> 00:15:13.100]  更加是為了下屬
[00:15:13.100 --> 00:15:15.100]  他失去他們的家人而焦急
[00:15:15.100 --> 00:15:17.100]  他們的領袖應該有個心態
[00:15:17.100 --> 00:15:19.100]  就是先天下之憂而憂
[00:15:19.100 --> 00:15:21.100]  後天下之樂而樂
[00:15:21.100 --> 00:15:23.100]  領袖是會畏報蜀
[00:15:23.100 --> 00:15:25.100]  他有高聲高慶
[00:15:25.100 --> 00:15:27.100]  但是如果他們有失敗
[00:15:27.100 --> 00:15:29.100]  會有悲傷有難過
[00:15:29.100 --> 00:15:31.100]  作為一個牧者
[00:15:31.100 --> 00:15:34.100]  我都覺得一定是要有這種感受
[00:15:34.100 --> 00:15:36.100]  比如我看到我的會友
[00:15:36.100 --> 00:15:38.100]  能夠很進步
[00:15:38.100 --> 00:15:39.100]  讀書讀得很好
[00:15:39.100 --> 00:15:40.100]  進了大學
[00:15:40.100 --> 00:15:41.100]  或者事業有成
[00:15:41.100 --> 00:15:42.100]  我很開心的
[00:15:42.100 --> 00:15:45.100]  我經常會看他們行畢業禮
[00:15:45.100 --> 00:15:47.100]  但是也會看到一些人
[00:15:47.100 --> 00:15:48.100]  軟弱失敗的時候
[00:15:48.100 --> 00:15:50.100]  會難過會擔心
[00:15:50.100 --> 00:15:52.100]  另外一個原因是什麼呢
[00:15:52.100 --> 00:15:53.100]  就是他報蜀
[00:15:53.100 --> 00:15:55.100]  因為這一次的緣故
[00:15:55.100 --> 00:15:56.100]  是很想怎麼樣
[00:15:56.100 --> 00:15:59.100]  要用石頭打死他
[00:15:59.100 --> 00:16:01.100]  原來他的報蜀
[00:16:01.100 --> 00:16:04.100]  因為大衛你沒有好好的安排
[00:16:04.100 --> 00:16:06.100]  覺得大衛失策
[00:16:06.100 --> 00:16:08.100]  於是憤怒要遷怒於大衛
[00:16:08.100 --> 00:16:10.100]  是想將大衛殺死
[00:16:10.100 --> 00:16:12.100]  所以你留意到
[00:16:12.100 --> 00:16:13.100]  香港人有一句說話
[00:16:13.100 --> 00:16:14.100]  反轉豬土是什麼
[00:16:14.100 --> 00:16:16.100]  大家會明白的了
[00:16:16.100 --> 00:16:18.100]  這個暗示就是他們經過商議
[00:16:18.100 --> 00:16:20.100]  或者不是正式的審訊
[00:16:20.100 --> 00:16:22.100]  但是一定是共同商議之下
[00:16:22.100 --> 00:16:25.100]  結果就是要判大衛死刑
[00:16:25.100 --> 00:16:28.100]  因為他們覺得大衛領導無方
[00:16:28.100 --> 00:16:31.100]  沒有安排人來保護他的家眷
[00:16:31.100 --> 00:16:36.100]  令到他們的家人被擄走
[00:16:36.100 --> 00:16:38.100]  不要忘記
[00:16:38.100 --> 00:16:40.100]  亞馬力人就是這樣
[00:16:40.100 --> 00:16:42.100]  很流行趁火打劫
[00:16:42.100 --> 00:16:44.100]  就好像政治上也是
[00:16:44.100 --> 00:16:46.100]  你要留意到拜登
[00:16:46.100 --> 00:16:48.100]  信誓旦旦說
[00:16:48.100 --> 00:16:50.100]  我會繼續參選
[00:16:50.100 --> 00:16:54.100]  雖然在那個辯論的時候
[00:16:54.100 --> 00:16:55.100]  已經看到他很不行了
[00:16:55.100 --> 00:16:56.100]  但是他仍然說
[00:16:56.100 --> 00:16:57.100]  行 我會繼續參選
[00:16:57.100 --> 00:16:58.100]  但是沒多久
[00:16:58.100 --> 00:17:00.100]  終於是怎麼樣呢
[00:17:00.100 --> 00:17:01.100]  就說要棄選了
[00:17:01.100 --> 00:17:03.100]  但是大家會不會相信
[00:17:03.100 --> 00:17:04.100]  拜登是自願的
[00:17:04.100 --> 00:17:06.100]  絕對不是自願的
[00:17:06.100 --> 00:17:07.100]  那些金主不給錢
[00:17:07.100 --> 00:17:09.100]  還有一幫有力量的人
[00:17:09.100 --> 00:17:10.100]  來逼供
[00:17:10.100 --> 00:17:12.100]  要他放棄
[00:17:12.100 --> 00:17:14.100]  所以拜登才很無奈地
[00:17:14.100 --> 00:17:16.100]  要來棄選
[00:17:16.100 --> 00:17:17.100]  所以你留意到
[00:17:17.100 --> 00:17:18.100]  這幫人都是怎麼樣
[00:17:18.100 --> 00:17:19.100]  就是要動大衛了
[00:17:19.100 --> 00:17:21.100]  事實上
[00:17:21.100 --> 00:17:24.100]  王岸做領袖就是這樣
[00:17:24.100 --> 00:17:26.100]  不是大衛面對這個問題
[00:17:26.100 --> 00:17:27.100]  記得嗎
[00:17:27.100 --> 00:17:30.100]  當天摩西都面對了
[00:17:30.100 --> 00:17:32.100]  子民想殺了他
[00:17:32.100 --> 00:17:35.100]  《查德及記》第17章第4節
[00:17:35.100 --> 00:17:37.100]  摩西就呼求耶和華說
[00:17:37.100 --> 00:17:40.100]  我向這百姓怎麼樣行呢
[00:17:40.100 --> 00:17:43.100]  他們幾乎要拿石頭打死我
[00:17:43.100 --> 00:17:45.100]  所以有時候都很無奈的
[00:17:45.100 --> 00:17:47.100]  你作為一個領袖
[00:17:47.100 --> 00:17:50.100]  有時候你帶領得好 成功
[00:17:50.100 --> 00:17:52.100]  未必會有讚賞
[00:17:52.100 --> 00:17:53.100]  可能提醒子母說
[00:17:53.100 --> 00:17:54.100]  哦 感謝神啊
[00:17:54.100 --> 00:17:56.100]  這是神的恩典和祝福
[00:17:56.100 --> 00:17:58.100]  我絕對不否定這件事
[00:17:58.100 --> 00:18:00.100]  但是當我做得差一點
[00:18:00.100 --> 00:18:01.100]  他很不行
[00:18:01.100 --> 00:18:02.100]  不行的了
[00:18:02.100 --> 00:18:04.100]  就會立刻給你否定
