
[00:00:00.000 --> 00:00:03.780]  我們一齊同心的再次在神面前禱告
[00:04:47.380 --> 00:04:48.380]  我先讀
[00:05:10.380 --> 00:05:34.380]  (聖經)
[00:05:34.380 --> 00:05:35.380]  那僕人回來
[00:05:35.380 --> 00:05:38.380]  把這些事都告訴了主人
[00:05:38.380 --> 00:05:41.380]  這家的主人就發怒對僕人說
[00:05:41.380 --> 00:05:44.380]  快出去到城裡大街小巷
[00:05:44.380 --> 00:05:49.380]  領那些貧窮的殘疾的失明的瘸腿的來
[00:05:49.380 --> 00:05:56.380]  (聖經)
[00:05:56.380 --> 00:05:58.380]  主人對僕人說
[00:05:58.380 --> 00:06:00.380]  你出去到大街小巷
[00:06:00.380 --> 00:06:01.380]  強拉人進來
[00:06:01.380 --> 00:06:03.380]  坐滿我的屋子
[00:06:03.380 --> 00:06:12.380]  (聖經)
[00:06:12.380 --> 00:06:16.380]  其實這段經文是記載在《牢家福音》十四章
[00:06:16.380 --> 00:06:18.380]  其實最近我們也講過不少
[00:06:18.380 --> 00:06:20.380]  關於《牢家福音》十四章的經文
[00:06:20.380 --> 00:06:22.380]  如果大家有印象
[00:06:22.380 --> 00:06:26.380]  其實我們見到這一系列的訊息
[00:06:26.380 --> 00:06:30.380]  都是來自一個安息日的筵席
[00:06:30.380 --> 00:06:32.380]  你說安息日為什麼會有筵席呢
[00:06:32.380 --> 00:06:37.380]  可能他們一班人去完安息日的會堂聚會之後
[00:06:37.380 --> 00:06:39.380]  都要吃飯的
[00:06:39.380 --> 00:06:41.380]  他們是可以吃飯的
[00:06:41.380 --> 00:06:43.380]  安息日不是禁食的
[00:06:43.380 --> 00:06:45.380]  他們可以前一天預備好食物
[00:06:45.380 --> 00:06:47.380]  不過是不可以煮食的
[00:06:47.380 --> 00:06:48.380]  要冷食的
[00:06:48.380 --> 00:06:53.380]  於是他們就去到一個法利塞人的家裡
[00:06:53.380 --> 00:06:59.380]  同席的人其實都是那些法利塞人
[00:06:59.380 --> 00:07:01.380]  或者是耶穌的門徒
[00:07:01.380 --> 00:07:03.380]  耶穌被請去
[00:07:03.380 --> 00:07:07.380]  其實這班法利塞人早就不懷好意
[00:07:07.380 --> 00:07:14.380]  聖經說他們早有預備去窺探耶穌
[00:07:14.380 --> 00:07:19.380]  他帶了一個患水腫的病人來見耶穌
[00:07:19.380 --> 00:07:21.380]  去看看耶穌見到這個病人的時候
[00:07:21.380 --> 00:07:26.380]  會不會在安息日的時候醫治他
[00:07:26.380 --> 00:07:28.380]  如果安息日治病
[00:07:28.380 --> 00:07:32.380]  正正是違反了猶太人的規條
[00:07:32.380 --> 00:07:35.380]  但是耶穌二話不說
[00:07:35.380 --> 00:07:37.380]  沒有問過他
[00:07:37.380 --> 00:07:40.380]  就一手將這個病人拉起來
[00:07:40.380 --> 00:07:42.380]  醫好他的病
[00:07:42.380 --> 00:07:46.380]  接著他就引用猶太人的安息日規條
[00:07:46.380 --> 00:07:49.380]  米士那
[00:07:49.380 --> 00:07:53.380]  大概是接近一千條安息日的規條
[00:07:53.380 --> 00:07:58.380]  用這些規條來反問他們
[00:07:58.380 --> 00:08:00.380]  他們就說你們中間有哪個的兒子
[00:08:00.380 --> 00:08:06.380]  有牛在安息日吊在井裡
[00:08:06.380 --> 00:08:10.380]  你不立刻拉他上來
[00:08:10.380 --> 00:08:12.380]  這個在他們的米士那裡
[00:08:12.380 --> 00:08:14.380]  是被接納的一個做法
[00:08:14.380 --> 00:08:17.380]  就是說如果有意外發生
[00:08:17.380 --> 00:08:19.380]  你安息日是可以救這些牛
[00:08:19.380 --> 00:08:21.380]  或者你的兒子上來的
[00:08:21.380 --> 00:08:24.380]  但是安息日就不可以醫病
[00:08:24.380 --> 00:08:26.380]  其實這兩條的法律
[00:08:26.380 --> 00:08:28.380]  根本就是互相的矛盾
[00:08:28.380 --> 00:08:32.380]  耶穌用一個很清楚的身體語言
[00:08:32.380 --> 00:08:35.380]  將這個水中的病人拉上來
[00:08:35.380 --> 00:08:37.380]  正正就好像在井裡面
[00:08:37.380 --> 00:08:40.380]  將人拉上來救上來的動作
[00:08:40.380 --> 00:08:43.380]  表達給他們看我今天所做的
[00:08:43.380 --> 00:08:45.380]  就是將一個人從他的病菌
[00:08:45.380 --> 00:08:48.380]  菌膀裡面拉上來
[00:08:48.380 --> 00:08:51.380]  正正顯示出這些猶太人的規條
[00:08:51.380 --> 00:08:53.380]  那種的滋味
[00:08:53.380 --> 00:08:55.380]  那種的矛盾性
[00:08:55.380 --> 00:08:56.380]  各位
[00:08:56.380 --> 00:08:59.380]  耶穌基督是安息日的主
[00:08:59.380 --> 00:09:04.380]  祂將安息日更加清楚的訊息展現出來
[00:09:04.380 --> 00:09:06.380]  人是為安息日設立
[00:09:06.380 --> 00:09:09.380]  安息日不是為人設立
[00:09:09.380 --> 00:09:14.380]  經文裡面也有提到三個關於筵席的訊息
[00:09:14.380 --> 00:09:16.380]  第一個我們記得
[00:09:16.380 --> 00:09:20.380]  是關於客人爭位的事情發生
[00:09:20.380 --> 00:09:22.380]  他們爭了首席
[00:09:22.380 --> 00:09:24.380]  即是誰最重要
[00:09:24.380 --> 00:09:27.380]  接著耶穌就將一個天國的新秩序
[00:09:27.380 --> 00:09:30.380]  他說凡至高的必降為卑
[00:09:30.380 --> 00:09:33.380]  至今卑微的必升為高
[00:09:33.380 --> 00:09:36.380]  將這個原則講了出來
[00:09:36.380 --> 00:09:37.380]  第二個訊息
[00:09:37.380 --> 00:09:42.380]  耶穌是針對他們一個客人回請的習俗
[00:09:42.380 --> 00:09:43.380]  就好像我們家裡
[00:09:43.380 --> 00:09:45.380]  我們有時請人來吃飯
[00:09:45.380 --> 00:09:46.380]  別人走的時候就說
[00:09:46.380 --> 00:09:48.380]  第二次我請你
[00:09:48.380 --> 00:09:51.380]  即是一種回請的習俗
[00:09:51.380 --> 00:09:53.380]  耶穌就告訴他
[00:09:53.380 --> 00:09:55.380]  如果你請人
[00:09:55.380 --> 00:09:57.380]  你看別人有沒有家世
[00:09:57.380 --> 00:09:59.380]  有沒有財富
[00:09:59.380 --> 00:10:02.380]  或者是不是跟你有關係的人你請他
[00:10:02.380 --> 00:10:05.380]  希望有一天他回請你
[00:10:05.380 --> 00:10:07.380]  你就已經得了你的獎賞
[00:10:07.380 --> 00:10:10.380]  在天國裡面不是這樣
[00:10:10.380 --> 00:10:13.380]  在天國二人復活的時間
[00:10:13.380 --> 00:10:17.380]  你請那些無法償還你的
[00:10:17.380 --> 00:10:19.380]  即是回報你的人
[00:10:19.380 --> 00:10:22.380]  特別你是請那些貧窮的
[00:10:22.380 --> 00:10:24.380]  殘廢的
[00:10:24.380 --> 00:10:27.380]  倔硬的 瘸腿的
[00:10:27.380 --> 00:10:29.380]  到時你在二人復活的時間
[00:10:29.380 --> 00:10:31.380]  你就可以得到你的獎賞
[00:10:31.380 --> 00:10:32.380]  相反
[00:10:32.380 --> 00:10:34.380]  你請那些可以回報你的人
[00:10:34.380 --> 00:10:36.380]  你的獎賞就沒有了
[00:10:36.380 --> 00:10:40.380]  當耶穌講完這兩個重要的訊息之後
[00:10:40.380 --> 00:10:43.380]  一會兒可能有人就講出一個
[00:10:43.380 --> 00:10:45.380]  圓腸的說話
[00:10:45.380 --> 00:10:46.380]  他就說
[00:10:46.380 --> 00:10:50.380]  在神國裡面吃飯的人有福了
[00:10:50.380 --> 00:10:53.380]  接著耶穌就把握著他這句話
[00:10:53.380 --> 00:10:56.380]  講出他第三個訊息
[00:10:56.380 --> 00:10:58.380]  其實這個第三個訊息
[00:10:58.380 --> 00:11:01.380]  正正是第一第二個訊息的
[00:11:01.380 --> 00:11:03.380]  重新的改造
[00:11:03.380 --> 00:11:06.380]  用一個故事來表達
[00:11:06.380 --> 00:11:09.380]  用一個預告的故事來表達出來
[00:11:09.380 --> 00:11:12.380]  因為這個家主的身份
[00:11:12.380 --> 00:11:14.380]  他讓我們看見
[00:11:14.380 --> 00:11:18.380]  本來他要請的一班人
[00:11:18.380 --> 00:11:21.380]  本來他們因為至高的緣故
[00:11:21.380 --> 00:11:24.380]  不屑來到這個筵席裡面
[00:11:24.380 --> 00:11:26.380]  反而因為這樣
[00:11:26.380 --> 00:11:27.380]  神就
[00:11:27.380 --> 00:11:28.380]  即是這個家主
[00:11:28.380 --> 00:11:31.380]  就可以邀請那些街裡面那些貧窮的
[00:11:31.380 --> 00:11:34.380]  倔硬的 瘸腿的 殘疾的人
[00:11:34.380 --> 00:11:35.380]  來到這個
[00:11:35.380 --> 00:11:36.380]  和他一起坐席
[00:11:36.380 --> 00:11:41.380]  這個不正正就是至高的降為卑
[00:11:41.380 --> 00:11:43.380]  自我降卑的升為高
[00:11:43.380 --> 00:11:46.380]  所以這個就是讓我們看見一個這樣
[00:11:46.380 --> 00:11:48.380]  而且那些街上貧窮的人
[00:11:48.380 --> 00:11:51.380]  不正正是那些剛才第二個訊息說
[00:11:51.380 --> 00:11:53.380]  不可以回請你的那些人
[00:11:53.380 --> 00:11:55.380]  就直接用同一個字
[00:11:55.380 --> 00:11:59.380]  貧窮的 殘疾的 瘸腿的 失明的這些人
[00:11:59.380 --> 00:12:04.380]  這些人正正是社會裡面最弱勢的社群
[00:12:04.380 --> 00:12:06.380]  他是被當時的人所鄙視
[00:12:06.380 --> 00:12:09.380]  認為他們污衊是罪人
[00:12:09.380 --> 00:12:10.380]  這個也是剛才我們說
[00:12:10.380 --> 00:12:12.380]  第二個訊息裡面所提一班
[00:12:12.380 --> 00:12:17.380]  不能夠回報恩典的人
[00:12:17.380 --> 00:12:18.380]  剛才我們說到
[00:12:18.380 --> 00:12:20.380]  在席間的時間
[00:12:20.380 --> 00:12:22.380]  那個打完槍的人說
[00:12:22.380 --> 00:12:25.380]  在神國裡面吃飯的人有福了
[00:12:25.380 --> 00:12:27.380]  耶穌就把握這個機會
[00:12:27.380 --> 00:12:32.380]  來將一個更重要的訊息說出來
[00:12:32.380 --> 00:12:33.380]  奇怪
[00:12:33.380 --> 00:12:35.380]  本來一個家主
[00:12:35.380 --> 00:12:39.380]  一個這麼有才有勢的家主去請人
[00:12:39.380 --> 00:12:42.380]  那些人應該很榮幸被請去
[00:12:42.380 --> 00:12:44.380]  但是在那個時間
[00:12:44.380 --> 00:12:47.380]  眾人異口同聲的拒絕
[00:12:47.380 --> 00:12:49.380]  他們推辭的理由是什麼呢
[00:12:49.380 --> 00:12:50.380]  第一個就說
[00:12:50.380 --> 00:12:51.380]  我買了塊地
[00:12:51.380 --> 00:12:53.380]  必須去看一看
[00:12:53.380 --> 00:12:55.380]  請你准我辭了
[00:12:55.380 --> 00:12:57.380]  買了塊地
[00:12:57.380 --> 00:12:58.380]  塊地沒有腳的
[00:12:58.380 --> 00:13:00.380]  不會走的
[00:13:00.380 --> 00:13:03.380]  明天看和今天看
[00:13:03.380 --> 00:13:05.380]  應該都沒有分別的
[00:13:05.380 --> 00:13:08.380]  為什麼他要趕著去呢
[00:13:08.380 --> 00:13:09.380]  第二個就說
[00:13:09.380 --> 00:13:11.380]  我買了五對牛
[00:13:11.380 --> 00:13:13.380]  要去試一試
[00:13:13.380 --> 00:13:14.380]  就好像現在我們買了車
[00:13:14.380 --> 00:13:16.380]  要試一下車
[00:13:16.380 --> 00:13:18.380]  其實那些牛是有腳的
[00:13:18.380 --> 00:13:20.380]  但不是會明天死的
[00:13:20.380 --> 00:13:23.380]  為什麼不可以明天或者遲一點去呢
[00:13:23.380 --> 00:13:25.380]  這個最奇怪的就是說
[00:13:25.380 --> 00:13:26.380]  我娶了太太
[00:13:26.380 --> 00:13:29.380]  所以不能夠去
[00:13:29.380 --> 00:13:31.380]  分開一陣子幾個小時
[00:13:31.380 --> 00:13:33.380]  真的這麼難嗎
[00:13:33.380 --> 00:13:34.380]  結了婚
[00:13:34.380 --> 00:13:35.380]  是不是真的這樣
[00:13:35.380 --> 00:13:37.380]  再不然就請她去
[00:13:37.380 --> 00:13:39.380]  你聽到嗎
[00:13:39.380 --> 00:13:42.380]  其實這些全部是推辭的藉口
[00:13:42.380 --> 00:13:45.380]  這些全部都是沒有理由的理由
[00:13:45.380 --> 00:13:49.380]  沒有什麼比一個牽強的理由
[00:13:49.380 --> 00:13:50.380]  的藉口
[00:13:50.380 --> 00:13:52.380]  更加傷害人的感情
[00:13:52.380 --> 00:13:55.380]  代表你連想原因
[00:13:55.380 --> 00:13:57.380]  想一個比較像樣的藉口
[00:13:57.380 --> 00:13:59.380]  的時間你都覺得沒用
[00:13:59.380 --> 00:14:03.380]  最近我看網上一篇文章
[00:14:03.380 --> 00:14:04.380]  他說
[00:14:04.380 --> 00:14:08.380]  十個最難的男人分手理由
[00:14:08.380 --> 00:14:09.380]  第一個就說
[00:14:09.380 --> 00:14:12.380]  其實我們不合得來
[00:14:12.380 --> 00:14:16.380]  可能那個男人在喜歡你的時候
[00:14:16.380 --> 00:14:17.380]  就說我們很合得來
[00:14:17.380 --> 00:14:20.380]  然後分手的時候也用這個理由
[00:14:20.380 --> 00:14:23.380]  他就反過來說我們不合得來
[00:14:23.380 --> 00:14:24.380]  第二個他說
[00:14:24.380 --> 00:14:25.380]  因為你太好了
[00:14:25.380 --> 00:14:27.380]  我配不上你
[00:14:27.380 --> 00:14:31.380]  這個聽起來也有點毛骨悚然
[00:14:31.380 --> 00:14:33.380]  這個更奇怪
[00:14:33.380 --> 00:14:36.380]  因為愛你愛到快死了
[00:14:36.380 --> 00:14:38.380]  所以不可以再愛你下去
[00:14:38.380 --> 00:14:42.380]  那個女孩聽見我馬上氣死
[00:14:42.380 --> 00:14:44.380]  最爛的一個理由
[00:14:44.380 --> 00:14:48.380]  原來我發現我自己是不喜歡女人的
[00:14:48.380 --> 00:14:49.380]  各位
[00:14:49.380 --> 00:14:51.380]  你聽到那種荒謬嗎
[00:14:51.380 --> 00:14:55.380]  這班人所提出的藉口
[00:14:55.380 --> 00:14:57.380]  正正就是這麼荒謬
[00:14:57.380 --> 00:15:00.380]  耶穌正正是凸顯這班人
[00:15:00.380 --> 00:15:02.380]  那種藉口的荒謬性
[00:15:02.380 --> 00:15:03.380]  他們口口聲聲
[00:15:03.380 --> 00:15:07.380]  說到神的國度有多好
[00:15:07.380 --> 00:15:10.380]  但是被邀請去到神的國度
[00:15:10.380 --> 00:15:13.380]  他們感受不到那種榮幸
[00:15:13.380 --> 00:15:15.380]  當實際要請他的時間
[00:15:15.380 --> 00:15:19.380]  他們連想個有理由一點的藉口都懶
[00:15:19.380 --> 00:15:22.380]  其實最重要的原因
[00:15:22.380 --> 00:15:25.380]  是因為他心裏根本不稀罕
[00:15:25.380 --> 00:15:26.380]  他看不起
[00:15:26.380 --> 00:15:29.380]  所以那個家主一聽見的時間
[00:15:29.380 --> 00:15:31.380]  根本全部都是藉口
[00:15:31.380 --> 00:15:34.380]  他就發很大的怒氣
[00:15:34.380 --> 00:15:38.380]  因為他發現他們連想藉口的理由都沒有
[00:15:38.380 --> 00:15:39.380]  各位
[00:15:39.380 --> 00:15:42.380]  今天其實我們教會每一個人
[00:15:42.380 --> 00:15:46.380]  我們都是可以被邀請到天國現席的一份子
[00:15:46.380 --> 00:15:49.380]  我們都有這個宴會的資格
[00:15:49.380 --> 00:15:52.380]  當然這個資格不是因為你
[00:15:52.380 --> 00:15:57.380]  多麼有財富或者多麼貴重的身份
[00:15:57.380 --> 00:15:59.380]  這個比喻正正告訴我們
[00:15:59.380 --> 00:16:01.380]  每一個承受救恩的人
[00:16:01.380 --> 00:16:05.380]  我們都是被邀請去到天國現席的行列
[00:16:05.380 --> 00:16:08.380]  但是我們全部本來都是不配
[00:16:08.380 --> 00:16:10.380]  將來天堂裏面
[00:16:10.380 --> 00:16:15.380]  我們都要和主一同的坐席
[00:16:15.380 --> 00:16:19.380]  我們今天重不重視我們這個已經有的身份呢?
[00:16:19.380 --> 00:16:23.380]  我們期不期待那天的來到呢?
[00:16:23.380 --> 00:16:24.380]  其實這個現席
[00:16:24.380 --> 00:16:26.380]  聖經告訴我們還有很多空位
[00:16:26.380 --> 00:16:28.380]  還有美滿的
[00:16:28.380 --> 00:16:31.380]  我們其實有責任去叫我們身邊的人
[00:16:31.380 --> 00:16:33.380]  來到這個坐席裏面
[00:16:33.380 --> 00:16:37.380]  去享受和神一起現席的這個豐盛的恩典
[00:16:37.380 --> 00:16:39.380]  我們今天有沒有這種
[00:16:39.380 --> 00:16:42.380]  覺得我們是很榮幸的心態呢?
[00:16:42.380 --> 00:16:43.380]  各位
[00:16:43.380 --> 00:16:46.380]  這個家主他派出他的僕人
[00:16:46.380 --> 00:16:50.380]  去到街上拉人來做這個現席的貴賓
[00:16:50.380 --> 00:16:52.380]  他說快點出去
[00:16:52.380 --> 00:16:54.380]  去到那個大街小巷那裏
[00:16:54.380 --> 00:16:59.380]  領那些貧窮的殘疾的失明的瘸腿的人來
[00:16:59.380 --> 00:17:00.380]  那些僕人就說
[00:17:00.380 --> 00:17:03.380]  主啊我已經照你的吩咐叫來了
[00:17:03.380 --> 00:17:05.380]  但是還有空位
[00:17:05.380 --> 00:17:07.380]  然後這個主人竟然說
[00:17:07.380 --> 00:17:10.380]  隨便你看到在街上
[00:17:10.380 --> 00:17:12.380]  你看到他好像在那裏走過
[00:17:12.380 --> 00:17:14.380]  你就硬拉他進來
[00:17:14.380 --> 00:17:16.380]  就是這樣的情景
[00:17:16.380 --> 00:17:17.380]  見到一個人
[00:17:17.380 --> 00:17:18.380]  喂
[00:17:18.380 --> 00:17:19.380]  進來吃東西
[00:17:19.380 --> 00:17:20.380]  他說吃什麼
[00:17:20.380 --> 00:17:22.380]  我回家吃飯
[00:17:22.380 --> 00:17:23.380]  家裏有沒有好吃
[00:17:23.380 --> 00:17:25.380]  這裏更好吃
[00:17:25.380 --> 00:17:27.380]  接著他回家
[00:17:27.380 --> 00:17:29.380]  他說我等著見我老婆
[00:17:29.380 --> 00:17:30.380]  老婆很健的
[00:17:30.380 --> 00:17:33.380]  進來
[00:17:33.380 --> 00:17:34.380]  不進來
[00:17:34.380 --> 00:17:36.380]  幾個大隻佬夾他進來
[00:17:36.380 --> 00:17:38.380]  在這麼暴力的情況下
[00:17:38.380 --> 00:17:40.380]  來拉人進天國
[00:17:40.380 --> 00:17:43.380]  你覺得奇怪嗎
[00:17:43.380 --> 00:17:44.380]  很誇張
[00:17:44.380 --> 00:17:46.380]  聖經用這麼誇張的手法
[00:17:46.380 --> 00:17:50.380]  形容我們的上帝那種迫切性
[00:17:50.380 --> 00:17:52.380]  我們的上帝豈不是
[00:17:52.380 --> 00:17:53.380]  聖經說
[00:17:53.380 --> 00:17:57.380]  洪水氾濫的時候坐著為王的那一位
[00:17:57.380 --> 00:18:00.380]  洪水氾濫翻天覆地
[00:18:00.380 --> 00:18:02.380]  他可以在天上安穩的
[00:18:02.380 --> 00:18:04.380]  在他的寶座上
[00:18:04.380 --> 00:18:06.380]  世界多麼紛亂的時間
[00:18:06.380 --> 00:18:10.380]  他的寶座仍安定在天上
[00:18:10.380 --> 00:18:12.380]  波濤洶湧
[00:18:12.380 --> 00:18:14.380]  耶穌在哪裏
[00:18:14.380 --> 00:18:16.380]  在船裏面的哪裏
[00:18:16.380 --> 00:18:18.380]  在船艙底
[00:18:18.380 --> 00:18:23.380]  最近我和小朋友做了一幕默劇
[00:18:23.380 --> 00:18:25.380]  我真的睡得很開心
[00:18:25.380 --> 00:18:27.380]  那些小朋友一直撐船
[00:18:27.380 --> 00:18:28.380]  載我出去
[00:18:28.380 --> 00:18:29.380]  是的
[00:18:29.380 --> 00:18:31.380]  耶穌就是那一個
[00:18:31.380 --> 00:18:34.380]  在風浪裏面仍然可以睡得著
[00:18:34.380 --> 00:18:36.380]  這麼有平安的主
[00:18:36.380 --> 00:18:38.380]  為何他會
[00:18:38.380 --> 00:18:41.380]  我們見到的上帝今天這麼焦急
[00:18:41.380 --> 00:18:44.380]  豈不是他所愛的世人
[00:18:44.380 --> 00:18:48.380]  他期望他不要錯過尾班車
[00:18:48.380 --> 00:18:52.380]  不要錯過這個進入神國的最後機會
[00:18:52.380 --> 00:18:57.380]  這個正正是好像浪子回頭的浪子
[00:18:57.380 --> 00:19:00.380]  在《路加福音》那一章的時間
[00:19:00.380 --> 00:19:02.380]  你會見到這個浪子的故事
[00:19:02.380 --> 00:19:04.380]  都是一個筵席
[00:19:04.380 --> 00:19:07.380]  父親為他預備了一個筵席
[00:19:07.380 --> 00:19:09.380]  當這個兒子不回去的時間
