
[00:00:00.000 --> 00:00:04.000]  各位電影姐妹,各位在網上的電影姐妹,早晨。
[00:07:34.000 --> 00:07:57.000]  其實,是不是特意邀請耶穌,作為一個傳道的人,當然,你可以說他沒有讀過神學,就是用這個當時的看法,因為那時候的法利塞人,各個猶太教派,那些,哇,真的有受過不同的,很出色的,不同的拉比,這樣學習的嘛。
[00:07:57.000 --> 00:08:14.000]  全部都有朵的嘛,聖殿裡面,有一個hierarchy,究竟哪些的律法師,出名一點這樣。有些人甚至說,這個西門,他也是法利塞人,應該是出名的,你請得人吃飯,對不對?
[00:08:14.000 --> 00:08:37.000]  會不會他是邀請耶穌,來吃飯,因為耶穌都是冒起的一個港道的新秀,你記住耶穌那時候幾歲?30歲,很年輕而已。你會想起耶穌很老。那些教法師,那些律法師,多數年紀可能比他大,也不一定。是不是這樣呢?你慢慢去看一下整個場景是怎樣。
[00:08:37.000 --> 00:08:58.000]  所以,甚至也有人去說,其實在賢直裡面,他們當時猶太人就會去衍生一些叫賢直的技術,一些的港道這樣的,有很多這樣的資訊給我們知道。
[00:08:58.000 --> 00:09:18.000]  那麼,我們看到,其實,這個故事很快,我怕不夠時間說,很快你去看有什麼角色,那個氣氛是怎樣呢?大家想一想,是一個很開心的氣氛是怎樣呢?你說查經,有些嚴肅,討論一些事情。
[00:09:18.000 --> 00:09:29.000]  你會看到,整段的經文,你有沒有問過一個問題,為什麼有一個女人出現?那個女人是什麼角色?
[00:09:29.000 --> 00:09:54.000]  其實,這個經文的第二節,第37節你看到,一開始有一個標籤,整個有一個女人是一個罪人。如果我們進了教會,有一個人就來了,這個就被標籤為,有些人可能在後面傳他,這個叫衰人,衰人來了。
[00:09:54.000 --> 00:10:10.000]  你會覺得很不安,整個情況。所以,你一邊讀下去,不是很妥當。最大問題就是,如果這個是一個罪人,那個女人是一個罪人,為什麼叫做罪人呢?
[00:10:10.000 --> 00:10:39.000]  我們每一個都是罪人,為什麼叫做罪人呢?他還說了兩次,因為後面那個西門,他就在想,那些同籍的人想,耶穌知道這個是罪人,所以這個標籤,其實應該是有一個公開性的,就是說這個罪人,衰人是很公開的,等於我剛剛去Melbourne玩,去了一個監獄。
[00:10:39.000 --> 00:11:08.000]  那些監獄,大家看一下,在博物館,大家看一下,Tesmania也有一個,挺好看的,看什麼?看監犯?就是看一下人生多慘,那些人,那些罪行,看到原來澳洲有不同的時代,有不同的罪犯,有一個,我忘記了他的名字,戴著頭盔的,有印象,你查一查,作惡多端。
[00:11:08.000 --> 00:11:25.000]  就是標籤了這個,戴著頭盔的,有印象,是一個罪犯。那些女人,你一讀的時候,你不會馬上想,她是什麼背景?她會不會是一個妓女?大家會不會這樣想呢?
[00:11:25.000 --> 00:11:43.000]  因為呢,如果你說罪人這個標籤,她應該不是偷偷去騙那些,是吧?就是一個女人這樣,所以呢,有些人解釋,這個可能是一個妓女來的。但是呢,你看回,不可以經文翻譯,自己看回,所以。
[00:11:43.000 --> 00:12:11.000]  她如果是一個妓女,在當時有沒有那麼多錢,可以儲到一瓶玉瓶裏面的香膏,而那些香膏呢,應該不是小事。當然了,另外一個故事呢,瑪麗亞那時候,打破玉瓶獻上給耶穌那個,為耶穌安葬而用的那個,叫做真拿達香膏,原來香膏有拿達香膏,有真拿達香膏。
[00:12:11.000 --> 00:12:35.000]  那些級數是不同的。據聞呢,為什麼會用這樣的香膏呢?那些的情景呢,就是安葬的時候,是試臭的,是吧?所以呢,但是那些香膏呢,如果真拿達香膏,或者那些香膏級數比較高,那個香味是蓋過了那些試臭的,可以用來這樣去使用。
[00:12:35.000 --> 00:13:00.000]  還有呢,那些香膏會是一些尊貴的人,或者我們最熟悉的,就是如果加上舊藥,雖然新藥都可能有一點點分別,但是都是一些尊貴的人,你那個香膏去,來給他,可能叫做告立,或者是一個叫告他,即是告立就是立那個人,做皇,告立,即是動詞,讀高。
[00:13:00.000 --> 00:13:15.000]  那些香膏你都要記住,不是牙膏那種的,要記住,是香水那種的。那些,有些去說那個考古,會說那個時代,那個玉瓶呢,又不是玉來的,你明白嗎?翻譯。
[00:13:15.000 --> 00:13:44.000]  極有可能是那些叫埃及尼那些雪花石,它是比較容易雕雕,小小的瓶子那樣,即是為什麼要那種呢?因為那些香膏呢,它一路,即是很貴的嘛,它就是要儲的,即是譬如你有很多錢,就買了多少香水,就放進瓶子裡,那個人呢,那個家裡他就一直這樣儲,儲到滿了,就燒了它,即是封了它。
[00:13:44.000 --> 00:13:55.000]  那怎樣用呢?你不可以拔掉那個絲綢,然後蓋起來,不是我們現在那些瓶蓋,而是我們要打破玉瓶嘛,是吧?這裡都有啦,打破玉瓶。
[00:13:55.000 --> 00:14:09.000]  所以那個瓶子呢,中間有個腰窄窄的呢,比較脆,一打破,即是好像那些眼藥水,有些積氣那些,即是大瓶一點,一打破,就整瓶這樣用的,所以有個這樣的背景啦。
[00:14:09.000 --> 00:14:32.000]  所以呢,這個女人,她能夠有這麼貴的香膏,那怎樣貴法呢?大家看回聖經,她說五十銀紙嘛,其實原文是五百,一銀紙,當時大概是一日的工資,即是五百日呢,即是一年多的工資,是吧?
[00:14:32.000 --> 00:14:57.000]  很多錢啦,很貴的喔,是吧?這裡我混亂了,即是在說那個債主的比喻裡面的那個比較,但是你可以看見,那個香膏本身是非常貴的,即是剛才我混亂了,洗了它,很貴的,都是這樣的價錢的級數的。
[00:14:57.000 --> 00:15:07.000]  所以呢,他們會覺得很枉費啊,你想一下當時的妓女,怎麼可能有這麼貴的呢?那即是什麼人呢?
[00:15:07.000 --> 00:15:30.000]  在這個例子裡面,耶穌說,大家看一看那個內容,我不詳細,有些我會回去說,你看見在那個比喻裡面,耶穌就用這個比喻,那個法律財人的西門不太妥當,耶穌接受那個女人去做這件事。
[00:15:30.000 --> 00:15:49.000]  耶穌就說,一個債主有兩個人欠債,一個欠五十兩銀子,一個欠五銀子。那因為他無力償還,債主就開恩免了他們的債。那兩個人,誰更加愛他呢?這裡提出,兩個人欠債。
[00:15:49.000 --> 00:16:15.000]  那兩個人欠債呢?如果你就這樣看聖經,不用猶太的背景,或者一些神學背景去看,這件事是否容易明白?一個人一年多的工資欠了一個債主,一個就是十分之一,但也不少錢的,可能一個多兩個月的工資,他又欠了,兩個都無能力償還。
[00:16:15.000 --> 00:16:42.000]  還要留意,他們有沒有找那個債主說,你幫我去免債吧,他沒有,其實是債主主動的,來免他的債。那免了兩個人的債,這兩個人誰更加愛他呢?問這個問題,你當沒有讀過聖經,你自己去想,誰更加愛他?就是債主和債仔的愛。
[00:16:42.000 --> 00:17:11.000]  誰更加愛他?那你很容易去想,讓你們去代入,你是哪一個?就是說你是欠少錢的那個,甚至你可以多加一個就是我,就是你自己,我只欠幾塊錢而已,我只欠一天工資而已,有三個債仔,那個債主免了你,欠幾塊錢的,欠五十的,欠五百的。
[00:17:11.000 --> 00:17:31.000]  那究竟我怎樣去感受這件事呢?如果那個債主說,免你的債吧,幾塊錢這樣,那你會怎樣呢?扯也跌了,現在吃個餐也十塊錢,十不止,十幾塊錢已經升了。
[00:17:31.000 --> 00:17:50.000]  那你的感受是怎樣呢?不同的,如果你是欠一年多的工資,大家有沒有說欠工資呢?我不想大家舉手,但多數都會,有很多人在供樓,我們明白,欠工資是什麼意思。
[00:17:50.000 --> 00:18:03.000]  如果說,你已經在供樓了,還有幾十萬還沒供完的,突然間就說,不用了這樣,你敢不敢激?你開心嗎?有人去這樣,那個感受會不會大一點?
[00:18:03.000 --> 00:18:17.000]  其實呢,照常理的,你看見西門就說,應該呢,不過耶穌他很細心的,他就說誰愛那個債主多一點,誰愛他多一點。
[00:18:17.000 --> 00:18:37.000]  一邊看,有一些解釋,他就甚至去說,會不會,為什麼我跳來跳去說呢?會不會這兩個債主,是代表著外邦人和猶太人呢?有沒有想過這個問題?可能大家沒有想過這個問題。
[00:18:37.000 --> 00:18:59.000]  有些會經的人,或者是當時的解經的歷代,都有這樣的想法。所以呢,那個婦人說,她會不會是一個外邦人呢?如果她是一個外邦人,OK,耶穌接受這個女人所做的事,她是一個外邦人。
[00:18:59.000 --> 00:19:15.000]  西門就很明顯是法尼塞人,猶太人,德高望重的人。那麼,原來耶穌呢,可能他說的這個比喻呢,就是暗示,你其實是誰呢?
[00:19:15.000 --> 00:19:33.000]  好了,其實如果這樣看呢,這個的比喻,耶穌在那個場景,是在暗示,欠債的那個是誰呢?是那個女人,是吧?應該是這樣。那麼欠的少債的那個是誰呢?
[00:19:33.000 --> 00:19:45.000]  這個引導性問題,大家想了,是不是西門呢?其實是一個覺得而已。什麼意思呢?西門是不是真的欠少債呢?你問這個問題。
[00:19:45.000 --> 00:20:03.000]  還有呢,是不是真的說,原來猶太人和外邦人,猶太人他會覺得,我是好過那些外邦人的,我是選民來的,所以呢,外邦人呢,就欠債多一點,就不聖潔了,猶太人呢,就聖潔一點,所以我們是好一點,所以我們欠少一點,有這樣的可能。
[00:20:03.000 --> 00:20:17.000]  我都問一個問題,如果那個女人是外邦人的話,她能不能進入那間屋,一起吃飯,你明白嗎?我就覺得不是了,又不是外邦人。
[00:20:17.000 --> 00:20:46.000]  所以,我和大家討論這個故事,你進入裡面,你想一想,其實很多地方,我們不是很清楚的,可能沒有想,這個女人是什麼人,我自己傾向的一個結論,當然不要說得這麼實,也有一個色經的方向去解釋,就是這個女人,她可能是達官貴人,或者是達官貴人的老婆,
[00:20:46.000 --> 00:21:09.000]  或者總之有身份的,她是有罪的女人,她不是妓女,妓女應該儲不了這麼多錢,可以買到那些香膏,不是說完全沒有可能,但是有可能,那個有罪的女人是一個很有錢的女人,不過呢,她已經是,我都是覺得她是一個淫蕩的婦人,多數是。
[00:21:09.000 --> 00:21:34.000]  但是到了一個位置,就全城皆知了,這個是有罪的,這個就是一個很淫亂的人,所以,如果這樣看的話,法利塞人,他請耶穌吃飯,什麼時候這個女人出現的?是不是一早已經在那裡了?
[00:21:34.000 --> 00:21:53.000]  或者耶穌來了,接著他才來了,有兩個解釋的,我又不詳細說,因為詳細說得很煩,不夠時間,兩個可能都有,但是起碼就是說,那些法利塞人容讓這個女人在這個延籍出現,其實是有些什麼的,你明白嗎?
[00:21:53.000 --> 00:22:22.000]  還有,我們不可以用我們的背景去看這個故事,很簡單的,如果有一個人,用我做例子比較好一點,免得煩,有一個人,我們在這裡吃飯,有一天在教會一起愛言,在Eastinville Hall,突然之間有一個女人拿著頭髮,哭得濕透了,然後拆我的腳,你會有什麼感受?
[00:22:22.000 --> 00:22:37.000]  什麼來的?完全接受不了,所以我們不要用這個來量度,當時會不會接受這件事呢?很簡單的,你看那個經文裡面,那些人的角色的反應,你猜他們會不會接受?
[00:22:37.000 --> 00:23:06.000]  其實你想一下那些法利塞人,專捉耶穌把柄的,但是那些法利塞人整批都沒有說這件事是不恰當的,所以這個風俗來說,從這個角度,我們要重新洗腦,或者我們覺得,哇,什麼來的?因為中國文化沒有這些東西,怎麼會拿自己的頭髮去拆呢?不可能,但是在當時,連那些,你可以這樣看,連那些律法司,
[00:23:06.000 --> 00:23:35.000]  他都不會執著律法什麼經文,或者當時的風俗,就說,耶穌你怎樣?索尤,這是什麼東西來的?不是,是一個可接受的事情,所以我們又要重新想一下,講回,慢慢去拆解的時候,你就會發覺,這件事雖然是可以接受的,這個女人,她這樣哭得濕透了,把她的頭髮拆了耶穌的腳,
[00:23:35.000 --> 00:24:04.000]  拆了耶穌的腳,其實有很多所謂motive,即是不要說拆了耶穌的腳,有沒有記得彼此洗腳,耶穌叫那些門徒,那是一個什麼樣的表現呢?愛的接納,謙卑,耶穌說我都為你們門徒洗腳,沒有大沒有小什麼的,當然不是,但是耶穌作為一個夫子,他都願意這麼謙卑,所以這個一定是一個謙卑,
[00:24:04.000 --> 00:24:32.000]  一個尊敬對方的表現,拆腳這個動作也是一樣,頭髮,如果這樣講真的不夠時間講,頭髮在古代社會的背景是很矜貴的,我們華人以前說窮得很厲害,賣頭髮給大家聽過,女性的頭髮也是很矜貴的,這個很肯定的了,就是說這個女人,她用她的頭髮,
[00:24:32.000 --> 00:25:01.000]  還要加一個這個highlight最重要的,就是打破那個玉瓶,那些這麼貴的香膏去告耶穌,洗到耶穌香味滿身,讓人知道這個是,整件事都是一個婦人,去很謙卑的一個愛的行動,做在耶穌的身上,而大家是看見,在這個時間做這些事情,那還有一樣東西,也是有很多背景要講的,
[00:25:01.000 --> 00:25:30.000]  就是那些賢侄,怎麼吃的,就是剛才我講的那個例子,在伊斯丁堡吃飯,有個人拆我的腳,你會發覺這件事很odd的,但是那時候的人怎麼吃賢侄的,如果你有稍微讀過聖經背景,我又不弄一些圖出來,你自己google一下,就是當時那些賢侄是有幾張桌子,就是大概一個U字形,就是一個矮桌子這樣,那一個U字形,為什麼是U字形呢?
[00:25:30.000 --> 00:25:54.000]  因為有人serve的,就是有一個空的位置,就是那些僕人來serve,中間有些jar,有些盤子這樣,就有些不吃那些廚餘,或者各樣東西,或者那些器皿有不同的功能,就在中間這樣,那些僕人來serve,那U字形的一個賢侄的方式,那些人怎麼坐的?
[00:25:54.000 --> 00:26:21.000]  所以耶穌最後晚餐,達文西那一幅,肯定有問題的,一字排開那麼長的桌子,大家向一邊這樣,方便拍照,肯定不是這樣,不是坐椅子,就是靠著,斜斜的,就是這個小桌子,靠著,所以你看到最後晚餐,為什麼耶穌說,在我懷裡的,其實就是在我旁邊吃飯,靠著那個,他的腳就在後面,
[00:26:21.000 --> 00:26:46.000]  所以如果那些僕人有一種比較高階的尊敬和service,他就會幫那些客人去洗腳,處理那些東西,整個setting你會這樣想,但是法尼菜人他請耶穌吃飯,有沒有做這個動作?沒有。
[00:26:46.000 --> 00:27:13.000]  親嘴,那些藍語,藍或者普遍的風俗都是會親嘴的,你看那些猶太人那些,所以又不是不合當的,但是耶穌他後來說,和西門講,和在座那些人講,他們有沒有和他親嘴?沒有,其實基本禮儀都沒有。
[00:27:13.000 --> 00:27:42.000]  用油抹我的頭第四十六節,耶穌說,這個女人用香膏抹了我的腳,你們沒有用油抹我的頭,其實耶穌在說,有不同的程度,親嘴最基本沒有做,洗腳幫我洗腳沒有做,再高階一點,用油抹我的頭是一種更加尊敬這個教士的,沒有做。
[00:27:42.000 --> 00:28:03.000]  接著會不會,有幾個可能性,會不會耶穌,會不會那些法尼菜人是故意,當然那個人如果那個女人是有一個身份的,她也是猶太人來的,其實她出現在賢席那裡是恰當的,你明白嗎?
[00:28:03.000 --> 00:28:15.000]  但是,就算是這樣,為什麼她會進入賢席,我就是問這個問題,大家在討論聖經,無端端的,會不會她是跟著耶穌來的呢?應該不會,要不就前,要不就後。
[00:28:15.000 --> 00:28:35.000]  她的存在,雖然這樣想,會不會是法尼菜人,他們那幫人,又是給耶穌寫信息,因為他說,你明知道這個有罪女人的,你怎樣去對她,你不知道的嗎?她怎樣對你?
[00:28:35.000 --> 00:29:04.000]  所以,如果是這樣想,法尼菜人那幫人就更差,更差,但如果不是這樣想,會不會,因為那個人是有個身份,她出現在賢席,可能也是有個關係,說回達官貴人,其實在耶穌的時代,那些猶太人當然很敬虔,但是他們很多都是跟政府,跟那些權力的勢力是有一定的關係的,
[00:29:04.000 --> 00:29:33.000]  那她管猶太地,她用聖殿這個系統去管,所以如果你說,在說債務問題,他們一定明白,我查了很多資料,很多東西想說,但說不完,譬如說,這些債務,其實整個社會很多人欠債,如果我們富裕的社會就少一點,當然供樓不算,但是,越差的社會,當時的農業社會,我講過很多次,當時很多是農民,
[00:29:33.000 --> 00:30:02.000]  很多是農民,所有的財富大部分集中在某些權貴手上,其實澳洲也在向這個方向,有些貧富懸殊的東西,很厲害,這樣的情況就很多債務的問題,每幾個月那些農民又要上繳那些稅,他不夠那怎麼辦,就不借了,所以這個已經是整個社會普遍的情況,甚至,衰到聖殿已經去到一個地步,
[00:30:02.000 --> 00:30:31.000]  他是會放債的,甚至有機會放高利貸,其實律法是禁止這件事,但是,他們走法律,猶太教師很厲害,有這樣的情況出現,所以說到債務的問題,他明白了,他們也是在權力的裏面,他有很多,他能夠有很多的所謂特權,
[00:30:31.000 --> 00:30:55.000]  法理賽人,所以整個事件就是,其實如果他容讓這個女人在這裏,如果他想抓住耶穌,看看耶穌有什麼揚相,或者說一些話就拿到把柄,那就很差了,但是,他們細猜不到這個女人就把握這個機會,
[00:30:55.000 --> 00:31:09.000]  就把這個香膏去告耶穌,哇,你知道那個形容,她那個哭,什麼哭,哭到可以翻譯成下雨,就是你試過哭下雨沒有,哭到,
[00:31:09.000 --> 00:31:26.000]  浩圖大哭,你想一下在這裏吃飯,在這裏談聖經,一個女人浩圖大哭,但是打開香膏去告耶穌,所以,為什麼呢?
[00:31:26.000 --> 00:31:43.000]  有一句聖經,我們看和合本,或者這個投影,或者你的周刊,要澄清的,第四十七節,
[00:31:43.000 --> 00:31:56.000]  耶穌他見案陳詞,他說,所以我告訴你,有許多的罪都赦免了,因為他的愛多,但那赦免少的,他的愛就少。
[00:31:56.000 --> 00:32:19.000]  這裏給人的感覺,這個翻譯,和合本的翻譯,我們不是說和合本的翻譯是不好的,有時候是需要提的,因為這裏有幾段的聖經,很多的翻譯,或者釋經都是指出一樣東西,你會不會讀的時候,他為什麼可以赦罪那個女人,因為他愛多,就是說,你愛多耶穌多一點,你的罪就赦多一點,是不是這樣?
[00:32:19.000 --> 00:32:45.000]  這個完全違背了我們的信仰,其實它不是這樣的意思,所以我用新漢語譯本就最清楚了,它的意思,其實那個「因為」是有一個證明的意思,可以這樣翻譯的,就是應該說,新漢語譯本這樣翻譯的,因此我告訴你,他愛得多,證明他許多的罪已經赦免了,那愛得少,證明他的赦免也少。
[00:32:45.000 --> 00:33:14.000]  所以到現在最後,我們會問有兩個角度去看這件事,和我們有關,如果那個債主,債仔的比喻,是在比喻那些人,其實債主是誰呢?神,是不是?或者耶穌,可以這樣看,那些債仔就是我們,那我們世人也犯了罪,我們其實每一個都是罪人,是不是?
[00:33:14.000 --> 00:33:41.000]  但是我們的確,對於我們被罪得赦免,我們大部分這裡都是信了主人,我們承認,我們是有罪,以及我們已經信耶穌,得救,知道耶穌已經赦免了我們的罪,但是有程度之分,那個程度,有些人,他沒有那麼有感受的。
[00:33:41.000 --> 00:34:10.000]  因為,舉個例子,我又說回妓女,說回那個題目,前兩個禮拜,有人跟我討論,去報導全呼音的事,我就跟他說,那時候我們在香港,我們去不同的舊樓,去全呼音,那些舊樓,最經典,最恐怖,就是廟街那幾條街,大家去過沒有?
[00:34:10.000 --> 00:34:26.000]  有些人一輩子都沒有去過,那幾條街,我可以告訴你,我不知道怎樣,可能情況更差了,但是,有很多叫做"企街",那些企街是做什麼的?不是站在街上,大家不要那麼純情,是站在街上,漏生意的妓女來的。
[00:34:26.000 --> 00:34:45.000]  那我們就去全呼音了,那你不要問我為什麼我們要去那裡做,不用去那裡做不行的嗎?不要問我這個問題,總之我們就有幾年的時間,我們就發動頂子妹去那些舊樓那裡全呼音,不是去妓女那裡全呼音。
[00:34:45.000 --> 00:35:05.000]  通常那些妓女就不會那麼高,一二三層那裡會執業,有些牌子,有些紅綠燈,那很有趣的,街頭街尾有些黑社會看著,我們看到的。
[00:35:05.000 --> 00:35:33.000]  那你問我們有沒有危險,我們那時候通常是三個人去的,就是上樓,但是我上兩個星期跟那些妓女分享,為什麼我們要去做那些,其中一個原因呢,是因為上面有些人,我們在那裡接觸到小學生,女孩子,天天自己上學放學,那他們不用住的嗎?窮人,有很多需要,我們有很多故事在裡面,我可以告訴你。
[00:35:33.000 --> 00:35:47.000]  但是,你會看到,會不會我們心底裡面,第二個向道,就是我們覺得有些人,不應該被赦免。
[00:35:47.000 --> 00:36:15.000]  或者呢,我看星星書裡面有個人說,有時候不是那件事是對的,是那個人,你妥不妥他,你喜不喜歡他,譬如說打籃球,姜濤啊,哇,姜濤啊,沒什麼反應,因為我們年紀不會看姜濤的了。
[00:36:15.000 --> 00:36:35.000]  如果你是姜濤的粉絲,都可以的。你喜歡他的,哇,姜濤搞那麼多很帥啊,如果你不喜歡他的,打到那麼屎的,你明白嗎?不是他做的那個行為,是他那個人,你喜不喜歡他。
[00:36:35.000 --> 00:36:59.000]  但是,我們會不會,我們第一個反思就是,其實我們會不會是,我們不夠愛耶穌,是因為我們不覺得耶穌赦免我們的恩典是那麼大,因為我們覺得我們很OK,或者我們信耶穌的時候,沒有很大的感受。
[00:36:59.000 --> 00:37:11.000]  所以有時候不是說港建政要特意要highlight有些人,哇,有什麼妓女信耶穌,有什麼吸毒的人信耶穌,或者哇,有妻離子散,然後信耶穌很大改變。
[00:37:11.000 --> 00:37:29.000]  而是說,很多時候那些人,或者如果你覺得神對你的恩典是很大,你根本是很不配的,你完全認清你是一個,完全好像嘉義文說的,一個無可救藥的罪人。
[00:37:29.000 --> 00:37:46.000]  如果我們這樣的時候,我們的愛對耶穌,我們覺得這個恩典很大,我們的愛就很不同。如果信耶穌,就是免我幾塊錢那種,你的愛是會少的。
[00:37:46.000 --> 00:38:01.000]  但是其實如果在神的角度,我們回到基本的神學,你看神的眼中,你是十惡不赦的罪人信耶穌,跟你一個好像很好的人信耶穌,在神的眼中有沒有分別?
[00:38:01.000 --> 00:38:19.000]  是否那個聖潔一點,那個不聖潔一點?大家想一想,我們很容易會在我們屬靈生命去到一個地步,我們覺得自己是take it for granted,是覺得神對我的恩典應該是這樣,我們感受不到。
[00:38:19.000 --> 00:38:43.000]  所以我們越感受到,耶穌那個恩典在我們身上,就好像那個女人,應該在經文看到,她是已經悔改了,所以她的行動正在證明她的愛是多的,因為她的罪已經寫了,那個就不是說我愛多一點,罪就寫得多一點,不是。
[00:38:43.000 --> 00:38:58.000]  是她這樣的表現,她的行動正在表現她對耶穌的那種愛是很大的。這整件事,這個女人沒有說過話,她用行動來證明。
