
[00:00:00.000 --> 00:00:08.420]  我們現在說的是Live Church
[00:01:38.000 --> 00:01:40.700]  我們要找燈米
[00:01:40.700 --> 00:01:42.100]  誰去找呢?
[00:01:42.100 --> 00:01:43.200]  都要時間的
[00:01:43.200 --> 00:01:44.320]  大家這麼忙的時候
[00:01:44.320 --> 00:01:45.620]  就算是上網抄
[00:01:45.620 --> 00:01:47.920]  你也有時間的
[00:01:47.920 --> 00:01:49.000]  我們幫人拍照
[00:01:49.000 --> 00:01:50.100]  用什麼相機
[00:01:50.100 --> 00:01:51.220]  Instagram
[00:01:51.220 --> 00:01:52.160]  是大還是小
[00:01:52.160 --> 00:01:53.120]  什麼size
[00:01:53.120 --> 00:01:54.200]  怎樣想印出來
[00:01:54.200 --> 00:01:56.620]  怎樣送給別人
[00:01:56.620 --> 00:01:58.060]  似乎我們做很簡單的事
[00:01:58.060 --> 00:01:59.360]  兩三個活動
[00:01:59.360 --> 00:02:00.960]  但是如果大家
[00:02:00.960 --> 00:02:02.000]  個個都說你做吧
[00:02:02.000 --> 00:02:03.220]  我喜歡拍照而已
[00:02:03.220 --> 00:02:05.160]  喜歡被人拍
[00:02:05.160 --> 00:02:07.060]  不是幫人拍
[00:02:07.060 --> 00:02:08.420]  我喜歡趁熱鬧
[00:02:08.420 --> 00:02:10.060]  不過你叫我幫忙
[00:02:10.060 --> 00:02:11.220]  看看我有沒有空
[00:02:11.220 --> 00:02:14.260]  看看我有沒有時間
[00:02:14.260 --> 00:02:16.600]  如果我的反應是這樣的時候
[00:02:16.600 --> 00:02:17.560]  我相信church council
[00:02:17.560 --> 00:02:19.560]  第一時間就會很frustrated
[00:02:19.560 --> 00:02:21.260]  就會覺得很沒意思
[00:02:21.260 --> 00:02:22.600]  這樣搞不搞好
[00:02:22.600 --> 00:02:23.920]  反應這麼冷淡
[00:02:23.920 --> 00:02:24.760]  不如算了
[00:02:24.760 --> 00:02:25.960]  抓到他了
[00:02:25.960 --> 00:02:27.500]  不如大家喝茶好過
[00:02:27.500 --> 00:02:30.300]  幹嘛搞這麼多事
[00:02:30.300 --> 00:02:31.000]  有沒有聽過
[00:02:31.000 --> 00:02:33.120]  這個教會有時會有這樣的人
[00:02:33.120 --> 00:02:36.460]  說些類似的說話
[00:02:36.460 --> 00:02:38.500]  所以很簡單
[00:02:38.500 --> 00:02:39.900]  小組也好
[00:02:39.900 --> 00:02:40.760]  教會也好
[00:02:40.760 --> 00:02:42.520]  任何一個團體
[00:02:42.520 --> 00:02:43.760]  合作
[00:02:43.760 --> 00:02:45.400]  團結合作
[00:02:45.400 --> 00:02:47.600]  是相當重要的事
[00:02:47.600 --> 00:02:50.660]  但是原來團結合作
[00:02:50.660 --> 00:02:52.960]  就不是理所當然的
[00:02:52.960 --> 00:02:55.560]  一堆人一起去團結合作
[00:02:55.560 --> 00:02:57.320]  不是理所當然的事
[00:02:57.320 --> 00:02:59.020]  事實上很多人
[00:02:59.020 --> 00:03:01.400]  不用我先說這個題目
[00:03:01.400 --> 00:03:03.560]  你都知道團結合作很重要
[00:03:03.560 --> 00:03:04.360]  但很多時候
[00:03:04.360 --> 00:03:06.760]  不知道為什麼做不到
[00:03:06.760 --> 00:03:07.720]  是不是
[00:03:07.720 --> 00:03:10.600]  這個就是我們面對的問題
[00:03:10.600 --> 00:03:15.500]  我們看這本所說的第四章
[00:03:15.500 --> 00:03:19.160]  保羅在所說第一章到第三章
[00:03:19.160 --> 00:03:21.700]  告訴我們什麼是教奧秘
[00:03:21.700 --> 00:03:22.760]  奧秘是什麼
[00:03:22.760 --> 00:03:25.460]  原來就是神透過耶穌基督
[00:03:25.460 --> 00:03:30.960]  創造了一個全新的屬靈團體
[00:03:30.960 --> 00:03:33.120]  叫做教會
[00:03:33.120 --> 00:03:35.920]  而這個團體裡面的人
[00:03:35.920 --> 00:03:39.960]  都是天父上帝藉著耶穌基督
[00:03:39.960 --> 00:03:43.220]  去呼召揀選出來的人
[00:03:43.220 --> 00:03:46.160]  這些人憑信心成為神的子女
[00:03:46.160 --> 00:03:49.260]  我們全部都是神所領養的
[00:03:49.260 --> 00:03:51.360]  神的子女只有耶穌
[00:03:51.360 --> 00:03:52.920]  今天我們成為神的子女
[00:03:52.920 --> 00:03:54.180]  是被神領養
[00:03:54.180 --> 00:03:55.480]  這個領養不簡單
[00:03:55.480 --> 00:03:56.880]  第一本來我們不配得
[00:03:56.880 --> 00:03:59.080]  但現在多了一個天父
[00:03:59.080 --> 00:04:00.620]  第二領養的子女
[00:04:00.620 --> 00:04:03.680]  同樣可以領受耶穌基督的祝福和恩典
[00:04:03.680 --> 00:04:05.820]  這個很不簡單
[00:04:05.820 --> 00:04:06.960]  所以為什麼我們要感謝
[00:04:06.960 --> 00:04:08.580]  要讚美光臣撒旦主親
[00:04:08.580 --> 00:04:12.160]  歡喜快樂地領受神的祝福
[00:04:12.160 --> 00:04:16.160]  其實在開頭那三章聖經裡面
[00:04:16.160 --> 00:04:19.160]  保羅就解釋給所有教會知道
[00:04:19.160 --> 00:04:22.120]  這就是神在創世以來的奧秘
[00:04:22.120 --> 00:04:24.680]  要藉助教會讓更多人
[00:04:24.680 --> 00:04:27.160]  可以透過恩信、清義
[00:04:27.160 --> 00:04:29.260]  而成為神的子女
[00:04:29.260 --> 00:04:32.280]  可以承受永生
[00:04:32.280 --> 00:04:33.480]  還沒講完
[00:04:33.480 --> 00:04:35.160]  那又怎樣?
[00:04:35.160 --> 00:04:36.680]  那又怎樣呢?
[00:04:36.680 --> 00:04:38.280]  到第四章開始的時候
[00:04:38.280 --> 00:04:39.260]  其實保羅說
[00:04:39.260 --> 00:04:41.460]  既然是這樣的原因
[00:04:41.460 --> 00:04:43.820]  所以我們要怎麼做呢?
[00:04:43.820 --> 00:04:48.160]  既然蒙召行事為人
[00:04:48.160 --> 00:04:52.760]  就要與蒙召的恩相稱
[00:04:52.760 --> 00:04:57.060]  保羅特別對以弗所學教會
[00:04:57.060 --> 00:04:59.260]  或者是小亞聖教這邊來講
[00:04:59.260 --> 00:05:00.860]  先教導他們
[00:05:00.860 --> 00:05:03.260]  你們要與蒙召的恩相稱
[00:05:03.260 --> 00:05:04.560]  那你們要怎麼做呢?
[00:05:04.560 --> 00:05:06.660]  第一件事要做的是什麼呢?
[00:05:06.660 --> 00:05:11.860]  就是要學習團結合作
[00:05:11.860 --> 00:05:12.760]  我剛才說了
[00:05:12.760 --> 00:05:14.660]  大家知道團結合作的重要
[00:05:14.660 --> 00:05:16.360]  但是為什麼保羅特別要提
[00:05:16.360 --> 00:05:17.960]  以弗所學教會要這樣呢?
[00:05:17.960 --> 00:05:20.360]  因為以弗所學教會在哪裡呢?
[00:05:20.360 --> 00:05:21.760]  在小亞細亞
[00:05:21.760 --> 00:05:23.460]  不是在以色列的地方
[00:05:23.460 --> 00:05:26.160]  不是在猶太人聚集的地方
[00:05:26.160 --> 00:05:29.160]  是一個外邦人的教會
[00:05:29.160 --> 00:05:30.160]  裡面有沒有猶太人呢?
[00:05:30.160 --> 00:05:30.860]  有
[00:05:30.860 --> 00:05:32.960]  可能先信耶穌都是那些猶太人
[00:05:32.960 --> 00:05:35.960]  但是裡面有很多所謂的外國人
[00:05:35.960 --> 00:05:38.160]  猶太人稱之為外邦人
[00:05:38.160 --> 00:05:40.460]  這就是一個很大的問題
[00:05:40.460 --> 00:05:41.460]  為什麼呢?
[00:05:41.460 --> 00:05:43.160]  在美國
[00:05:43.160 --> 00:05:44.660]  我們不知道多喜歡有外國人在這裡
[00:05:44.660 --> 00:05:47.460]  所以歡迎Maggie的先生
[00:05:47.460 --> 00:05:48.160]  坐在這裡
[00:05:48.160 --> 00:05:51.160]  真的很厲害
[00:05:51.160 --> 00:05:52.460]  我們正在討論
[00:05:52.460 --> 00:05:54.960]  如何能夠讓他們賓至如歸
[00:05:54.960 --> 00:05:57.460]  覺得他們是我們的家人
[00:05:57.460 --> 00:05:58.760]  所以我們正在考慮
[00:05:58.760 --> 00:06:00.460]  我們會有即時翻譯
[00:06:00.460 --> 00:06:01.960]  現在正在試
[00:06:01.960 --> 00:06:03.760]  正在做了嗎?
[00:06:03.760 --> 00:06:04.560]  正在測試
[00:06:04.560 --> 00:06:05.360]  還沒成功
[00:06:05.360 --> 00:06:06.360]  遲一點吧
[00:06:06.360 --> 00:06:08.160]  很快就會成功
[00:06:08.160 --> 00:06:09.460]  在美國很多教會裡面
[00:06:09.460 --> 00:06:11.260]  無論是什麼重要的教會
[00:06:11.260 --> 00:06:13.060]  裡面都會有很多外國人
[00:06:13.060 --> 00:06:15.360]  什麼國籍的人都有
[00:06:15.360 --> 00:06:17.360]  甚至我們會很故意的
[00:06:17.360 --> 00:06:20.960]  希望有更多這些人來我們教會當中
[00:06:20.960 --> 00:06:24.160]  但是在耶穌的時代
[00:06:24.160 --> 00:06:26.360]  情況就完全不同了
[00:06:26.360 --> 00:06:30.260]  猶太人對於那些所謂的非猶太人
[00:06:30.260 --> 00:06:31.360]  外邦人
[00:06:31.360 --> 00:06:32.460]  外籍人
[00:06:32.460 --> 00:06:35.960]  心裡面有一些很不一樣的感覺
[00:06:35.960 --> 00:06:41.360]  因為猶太人覺得自己才是神的選民
[00:06:41.360 --> 00:06:43.860]  其他的全部都是化外人
[00:06:43.860 --> 00:06:45.460]  這些事情要踩低他們
[00:06:45.460 --> 00:06:46.960]  但是無論如何
[00:06:46.960 --> 00:06:48.960]  猶太人覺得只有我們才是神的選民
[00:06:48.960 --> 00:06:51.160]  這群人又成為我們的兄弟姐妹
[00:06:51.160 --> 00:06:53.460]  口說不出
[00:06:53.460 --> 00:06:55.760]  心裡面不舒服
[00:06:55.760 --> 00:06:57.560]  OK
[00:06:57.560 --> 00:06:58.260]  事實上
[00:06:58.260 --> 00:06:59.960]  就算在現在的社會當中
[00:06:59.960 --> 00:07:02.960]  大家有沒有聽過一些回教國家
[00:07:02.960 --> 00:07:04.260]  如果他們的子女
[00:07:04.260 --> 00:07:05.460]  不信回教
[00:07:05.460 --> 00:07:06.460]  改信基督教
[00:07:06.460 --> 00:07:08.360]  或者其他的宗教
[00:07:08.360 --> 00:07:10.960]  有什麼後果?
[00:07:10.960 --> 00:07:13.160]  被趕出家裡也是事小
[00:07:13.160 --> 00:07:15.560]  殺了你也不用賠命
[00:07:15.560 --> 00:07:16.960]  你不信我們的宗教
[00:07:16.960 --> 00:07:17.760]  他信另一個宗教
[00:07:17.760 --> 00:07:19.160]  叛教
[00:07:19.160 --> 00:07:22.960]  至於死地正常的事情
[00:07:22.960 --> 00:07:24.460]  猶太人不至於這麼極端
[00:07:24.460 --> 00:07:27.160]  因為他們從猶太教變成基督徒
[00:07:27.160 --> 00:07:28.960]  但是他那種傳統下來
[00:07:28.960 --> 00:07:31.260]  積聚在心裡面的那種感覺
[00:07:31.260 --> 00:07:33.160]  我和這群人在一起
[00:07:33.160 --> 00:07:34.260]  一起敬拜
[00:07:34.260 --> 00:07:34.960]  你坐在那裡敬拜
[00:07:34.960 --> 00:07:36.260]  我坐在那裡敬拜
[00:07:36.260 --> 00:07:38.560]  怎麼合作?
[00:07:38.560 --> 00:07:40.560]  我們不是同一類人
[00:07:40.560 --> 00:07:42.860]  大家明白我說什麼嗎?
[00:07:42.860 --> 00:07:44.360]  所以呢
[00:07:44.360 --> 00:07:47.560]  保羅說完那些道理
[00:07:47.560 --> 00:07:49.160]  教會的奧秘是怎麼樣
[00:07:49.160 --> 00:07:50.960]  基督徒是恩信、清義、德教的
[00:07:50.960 --> 00:07:54.560]  所以你們的生命是怎麼樣?
[00:07:54.560 --> 00:07:55.960]  不同了
[00:07:55.960 --> 00:07:57.960]  不單單猶太人的生命不同了
[00:07:57.960 --> 00:08:00.260]  那些非猶太人信耶穌之後
[00:08:00.260 --> 00:08:02.060]  他們的生命也不同了
[00:08:02.060 --> 00:08:03.160]  所以第一件事
[00:08:03.160 --> 00:08:04.560]  保羅提醒他們的是什麼?
[00:08:04.560 --> 00:08:07.160]  我們一起蒙恩得道
[00:08:07.160 --> 00:08:09.560]  同一樣的生命
[00:08:09.560 --> 00:08:10.260]  你有新生命
[00:08:10.260 --> 00:08:11.960]  我有新生命
[00:08:11.960 --> 00:08:14.260]  大家所得的是同一個新生命
[00:08:14.260 --> 00:08:16.860]  第四章第一到第三節
[00:08:16.860 --> 00:08:18.660]  我為主被囚的勸你們
[00:08:18.660 --> 00:08:20.960]  既然蒙召行事為人
[00:08:20.960 --> 00:08:23.960]  就當蒙召恩相請吧
[00:08:23.960 --> 00:08:25.860]  生命裡面有什麼表現呢?
[00:08:25.860 --> 00:08:29.160]  凡事謙虛、溫柔、忍耐
[00:08:29.160 --> 00:08:31.160]  用愛心互相寬容
[00:08:31.160 --> 00:08:33.060]  用和平彼此聯絡
[00:08:33.060 --> 00:08:33.960]  血力保守
[00:08:33.960 --> 00:08:35.360]  聖靈所賜
[00:08:35.360 --> 00:08:37.960]  合而為一的神
[00:08:37.960 --> 00:08:39.460]  聖經也說過一個例子
[00:08:39.460 --> 00:08:44.660]  好樹就會結好果子
[00:08:44.660 --> 00:08:48.660]  壞樹就結不出好果子
[00:08:48.660 --> 00:08:51.160]  蘋果樹就是生蘋果
[00:08:51.160 --> 00:08:54.660]  蘋果樹不會生檸檬
[00:08:54.660 --> 00:08:58.460]  而聖經說我們同有一個信仰
[00:08:58.460 --> 00:09:00.560]  來自一個屬靈的種子
[00:09:00.560 --> 00:09:01.560]  就是耶穌基督
[00:09:01.560 --> 00:09:02.960]  我們得到同一個生命
[00:09:02.960 --> 00:09:04.260]  所以聖經說身體只有一個
[00:09:04.260 --> 00:09:05.660]  聖靈只有一個
[00:09:05.660 --> 00:09:07.460]  正如你蒙召同有一個子母
[00:09:07.460 --> 00:09:10.960]  一主一信一真一神
[00:09:10.960 --> 00:09:12.460]  就是眾人之父
[00:09:12.460 --> 00:09:13.460]  超乎眾人之上
[00:09:13.460 --> 00:09:14.760]  冠乎眾人之中
[00:09:14.760 --> 00:09:17.760]  又住在眾人之內
[00:09:17.760 --> 00:09:19.460]  所以大家都同有一個生命
[00:09:19.460 --> 00:09:20.760]  從耶穌得到同一個生命
[00:09:20.760 --> 00:09:22.560]  甚至神就住在我們當中
[00:09:22.560 --> 00:09:25.360]  所以你是基督徒的話
[00:09:25.360 --> 00:09:28.160]  就應該有基督徒的那種品性
[00:09:28.160 --> 00:09:30.260]  這是很自然而有的
[00:09:30.260 --> 00:09:31.460]  我們擁有同一個生命
[00:09:31.460 --> 00:09:33.460]  無論是什麼種族都好
[00:09:33.460 --> 00:09:35.560]  紅黃藍白黑
[00:09:35.560 --> 00:09:38.460]  黃種人也好白種人也好黑種人也好
[00:09:38.460 --> 00:09:39.960]  無論如何都無所謂
[00:09:39.960 --> 00:09:41.260]  或者你受過什麼教育
[00:09:41.260 --> 00:09:41.960]  你做過什麼工作
[00:09:41.960 --> 00:09:42.960]  你的背景是怎樣
[00:09:42.960 --> 00:09:45.160]  都無所謂
[00:09:45.160 --> 00:09:46.060]  當你信耶穌之後
[00:09:46.060 --> 00:09:49.860]  我們同樣擁有基督耶穌的生命
[00:09:49.860 --> 00:09:50.860]  換句話來說
[00:09:50.860 --> 00:09:53.260]  如果這個生命在我們當中的時候
[00:09:53.260 --> 00:09:58.260]  很自然我們就會有耶穌基督的性情生活出來
[00:09:58.260 --> 00:10:01.660]  這裡保羅特別提到的是什麼
[00:10:01.660 --> 00:10:03.060]  謙虛
[00:10:03.060 --> 00:10:04.160]  溫柔
[00:10:04.160 --> 00:10:05.160]  忍耐
[00:10:05.160 --> 00:10:06.660]  用愛心互相寬容
[00:10:06.660 --> 00:10:07.960]  用和平彼此聯絡
[00:10:07.960 --> 00:10:11.560]  還有聖靈所賜合而為一的那種心
[00:10:11.560 --> 00:10:13.260]  其實已經有了
[00:10:13.260 --> 00:10:14.960]  已經有了
[00:10:14.960 --> 00:10:19.860]  問題是我們怎樣培育他們出來
[00:10:19.860 --> 00:10:26.560]  當大家聽到這些基督徒應該有的表現
[00:10:26.560 --> 00:10:28.160]  即是性情
[00:10:28.160 --> 00:10:30.160]  生活的態度的時候
[00:10:30.160 --> 00:10:31.460]  你會發覺有難處的
[00:10:31.460 --> 00:10:33.160]  有時候如果你不信耶穌的話
[00:10:33.160 --> 00:10:33.860]  為什麼呢
[00:10:33.860 --> 00:10:37.760]  因為這些和我們今天社會上
[00:10:37.760 --> 00:10:41.960]  流行的生活態度是完全不同的
[00:10:41.960 --> 00:10:44.760]  所以為什麼基督徒好像被分別了出來
[00:10:44.760 --> 00:10:46.760]  因為絕大部分人不是這樣的
[00:10:46.760 --> 00:10:47.860]  外面的社會
[00:10:47.860 --> 00:10:49.260]  今天的社會是怎樣的
[00:10:49.260 --> 00:10:50.960]  社會文化是怎樣的
[00:10:50.960 --> 00:10:53.460]  是鼓勵人要把握機會
[00:10:53.460 --> 00:10:55.760]  要去表現自己
[00:10:55.760 --> 00:10:57.660]  然後還要推銷自己
[00:10:57.660 --> 00:10:58.360]  不只是表現
[00:10:58.360 --> 00:11:00.360]  要推銷你自己
[00:11:00.360 --> 00:11:01.460]  做事要快
[00:11:01.460 --> 00:11:01.860]  要好
[00:11:01.860 --> 00:11:02.360]  要準
[00:11:02.360 --> 00:11:04.660]  我們香港人叫快靚正
[00:11:04.660 --> 00:11:06.160]  是不是
[00:11:06.160 --> 00:11:07.760]  要這樣才行
[00:11:07.760 --> 00:11:09.060]  你不進取的話
[00:11:09.060 --> 00:11:10.360]  你不踩別人的頭上
[00:11:10.360 --> 00:11:12.760]  別人就踩你頭上
[00:11:12.760 --> 00:11:14.260]  特別是在商業的社會當中
[00:11:14.260 --> 00:11:16.960]  這個情況就更加明顯
[00:11:16.960 --> 00:11:21.160]  曾經有一個做生意的人跟我說過
[00:11:21.160 --> 00:11:23.760]  他說如果你在大公司裏面要爬上高位
[00:11:23.760 --> 00:11:26.860]  你最低限度要踩低一二百個人
[00:11:26.860 --> 00:11:29.560]  你就可以爬上去
[00:11:29.560 --> 00:11:30.960]  要踩低一二百人
[00:11:30.960 --> 00:11:32.760]  你聽聽這個形容詞
[00:11:32.760 --> 00:11:36.060]  要踩低一二百個人
[00:11:36.060 --> 00:11:40.660]  你才可以上到這樣的位置
[00:11:40.660 --> 00:11:43.460]  是不是跟剛才所聽到的完全不同
[00:11:43.460 --> 00:11:44.960]  普羅怎樣說
[00:11:44.960 --> 00:11:47.560]  普羅說你們既然夢照
[00:11:47.560 --> 00:11:48.660]  行兆為人
[00:11:48.660 --> 00:11:50.260]  就要夢照的恩相承
[00:11:50.260 --> 00:11:52.260]  如果你真的領受了
[00:11:52.260 --> 00:11:54.360]  由基督而來的那種生命的時候
[00:11:54.360 --> 00:11:56.160]  我們生活的表現
[00:11:56.160 --> 00:11:58.460]  好處應該叫好果子
[00:11:58.460 --> 00:12:01.460]  好處不應該叫壞果子
[00:12:01.460 --> 00:12:03.860]  我們要學耶穌一樣
[00:12:03.860 --> 00:12:05.960]  怎樣在世界裏面生活
[00:12:05.960 --> 00:12:10.360]  放下這些從前來自個人的私慾
[00:12:10.360 --> 00:12:13.360]  個人的心意的性情
[00:12:13.360 --> 00:12:16.260]  讓基督那種德性
[00:12:16.260 --> 00:12:20.860]  可以透過我們的生命表露出來
[00:12:20.860 --> 00:12:22.960]  事實上剛才我講了很多次
[00:12:22.960 --> 00:12:23.660]  大家都很熟悉的
[00:12:23.660 --> 00:12:26.060]  其實這段時間不是很陌生
[00:12:26.060 --> 00:12:27.760]  那些性情是什麼
[00:12:27.760 --> 00:12:29.260]  謙虛溫柔忍耐
[00:12:29.260 --> 00:12:30.260]  用愛心互相包容
[00:12:30.260 --> 00:12:31.960]  用和平彼此聯絡
[00:12:31.960 --> 00:12:34.760]  大家再留心想一想
[00:12:34.760 --> 00:12:36.260]  這些德性
[00:12:36.260 --> 00:12:41.960]  就是能夠幫助我們團結合作的要素
[00:12:41.960 --> 00:12:47.060]  是團結合作的基礎
[00:12:47.060 --> 00:12:48.260]  試想一下
[00:12:48.260 --> 00:12:51.760]  如果我們看誰看不上眼
[00:12:51.760 --> 00:12:53.260]  不知道我當中有沒有這樣的人
[00:12:53.260 --> 00:12:54.260]  個個都不行的
[00:12:54.260 --> 00:12:55.060]  這個差一點點
[00:12:55.060 --> 00:12:57.060]  那個差一點點
[00:12:57.060 --> 00:12:57.960]  所以你看不上眼
[00:12:57.960 --> 00:12:59.860]  不如我自己做吧
[00:12:59.860 --> 00:13:00.760]  這樣就對了
[00:13:00.760 --> 00:13:03.260]  你就自己做吧
[00:13:03.260 --> 00:13:04.760]  這樣就很難跟別人合作
[00:13:04.760 --> 00:13:06.760]  可能你自己就是那個
[00:13:06.760 --> 00:13:10.560]  不能夠跟別人合作的人
[00:13:10.560 --> 00:13:11.960]  同樣地我相信
[00:13:11.960 --> 00:13:13.360]  我們很想跟別人合作
[00:13:13.360 --> 00:13:15.360]  但一個人很驕傲
[00:13:15.360 --> 00:13:16.260]  一個人只有他對
[00:13:16.260 --> 00:13:18.260]  沒有別人對
[00:13:18.260 --> 00:13:19.960]  只有他說的才是
[00:13:19.960 --> 00:13:21.260]  我說的那些不行的
[00:13:21.260 --> 00:13:22.160]  怎樣合作
[00:13:22.160 --> 00:13:24.660]  你都不喜歡跟別人合作
[00:13:24.660 --> 00:13:26.260]  會不會
[00:13:26.260 --> 00:13:27.860]  所以原來基督和耶穌
[00:13:27.860 --> 00:13:29.260]  保羅提醒他們
[00:13:29.260 --> 00:13:30.260]  這些性情
[00:13:30.260 --> 00:13:33.060]  我們要讓它在我們生命當中
[00:13:33.060 --> 00:13:35.060]  不斷地成長
[00:13:35.060 --> 00:13:36.060]  顯露出來
[00:13:36.060 --> 00:13:38.560]  我們才能夠學會
[00:13:38.560 --> 00:13:41.460]  團結合作的功課
[00:13:41.460 --> 00:13:43.360]  這是團結合作的基礎
[00:13:43.360 --> 00:13:45.660]  擁有耶穌基督同樣的生命
[00:13:45.660 --> 00:13:47.760]  你就應該有同樣的性情
[00:13:47.760 --> 00:13:50.360]  這件事就可以把我們放在一起
[00:13:50.360 --> 00:13:52.060]  學習一起合作
[00:13:52.060 --> 00:13:55.160]  學習一起去服侍
[00:13:55.160 --> 00:13:56.960]  保羅其實
[00:13:56.960 --> 00:13:58.260]  不單單是以筆所述
[00:13:58.260 --> 00:13:59.660]  在他的教導當中
[00:13:59.660 --> 00:14:00.960]  經常提到一件事
[00:14:00.960 --> 00:14:02.460]  特別是以筆所述
[00:14:02.460 --> 00:14:03.860]  他提過很多次
[00:14:03.860 --> 00:14:07.960]  其實我們有什麼不是領受的
[00:14:07.960 --> 00:14:10.260]  我們所有的一切都是從神那裡而來
[00:14:10.260 --> 00:14:11.360]  其實我們沒有什麼可以誇考
[00:14:11.360 --> 00:14:12.460]  因為每一樣東西
[00:14:12.460 --> 00:14:13.860]  都是神賜給我們
[00:14:13.860 --> 00:14:18.460]  我們都是蒙恩的受惠者
[00:14:18.460 --> 00:14:19.960]  聖經說耶穌基督是
[00:14:19.960 --> 00:14:20.760]  按照他的心意
[00:14:20.760 --> 00:14:22.360]  把不同的恩賜
[00:14:22.360 --> 00:14:23.860]  賜給我們
[00:14:23.860 --> 00:14:26.360]  就是要我們能夠彼此去補足
[00:14:26.360 --> 00:14:27.760]  一起去服侍
[00:14:27.760 --> 00:14:29.560]  第二章第七節說
[00:14:29.560 --> 00:14:32.360]  我們各人蒙恩
[00:14:32.360 --> 00:14:35.960]  都是按照基督所量給各人的恩賜
[00:14:35.960 --> 00:14:37.460]  他所賜的有仕徒
[00:14:37.460 --> 00:14:38.160]  有善知
[00:14:38.160 --> 00:14:39.060]  有傳福音的
[00:14:39.060 --> 00:14:40.760]  有牧師和教師
[00:14:40.760 --> 00:14:41.760]  當然還沒說完
[00:14:41.760 --> 00:14:44.860]  這不是一個累積的清單
[00:14:44.860 --> 00:14:46.960]  但是這幾個聖經
[00:14:46.960 --> 00:14:48.560]  有一樣很重要的提醒
[00:14:48.560 --> 00:14:50.060]  告訴我們
[00:14:50.060 --> 00:14:51.960]  你們各人蒙恩
[00:14:51.960 --> 00:14:54.560]  即是說每一個人
[00:14:54.560 --> 00:14:55.960]  只要你信耶穌
[00:14:55.960 --> 00:14:58.160]  每一個人都從神那裡
[00:14:58.160 --> 00:15:00.960]  是按照耶穌的心意
[00:15:00.960 --> 00:15:02.660]  按照耶穌的考量
[00:15:02.660 --> 00:15:04.160]  按照耶穌的評估
[00:15:04.160 --> 00:15:05.060]  賜給我們每一個
[00:15:05.060 --> 00:15:06.360]  屬乎耶穌的人
[00:15:06.360 --> 00:15:09.060]  有一些屬靈的恩賜
[00:15:09.060 --> 00:15:10.260]  所以弟兄姊妹
[00:15:10.260 --> 00:15:11.160]  如果你信耶穌的話
[00:15:11.160 --> 00:15:12.860]  來到教會
[00:15:12.860 --> 00:15:13.860]  我們不能夠說
[00:15:13.860 --> 00:15:14.860]  我不行的
[00:15:14.860 --> 00:15:17.560]  我沒有什麼恩賜可以服侍的
[00:15:17.560 --> 00:15:17.860]  NO
[00:15:17.860 --> 00:15:18.960]  這不是聖經的教導
