
[00:00:00.000 --> 00:00:05.980]  新冠狀病毒的疫情在香港已經持續了有兩個多月那麼久
[00:02:28.720 --> 00:02:30.920]  在剛才讀的經文裡面
[00:02:30.920 --> 00:02:37.760]  先知阿摩斯對以色列人發出相當嚴厲的訊息
[00:02:37.760 --> 00:02:40.720]  他警告那些以色列人
[00:02:40.720 --> 00:02:44.080]  因為他們不斷犯罪 惡貫滿盈
[00:02:44.080 --> 00:02:48.360]  所以神會使他們遭遇重重災禍
[00:02:48.360 --> 00:02:54.440]  這些災禍包括饑荒 瘟疫 戰爭等等
[00:02:54.440 --> 00:03:01.720]  這些災禍在我們現在的時代也在發生
[00:03:01.720 --> 00:03:05.080]  讓我們看看他們有什麼出路
[00:03:05.080 --> 00:03:08.560]  他們的經歷對我們有什麼提醒
[00:03:08.560 --> 00:03:16.080]  首先我想和大家看看阿摩斯書的背景資料
[00:03:16.080 --> 00:03:18.800]  一章一節這樣說
[00:03:18.800 --> 00:03:26.000]  「當猶大王烏西亞以色列王約阿斯的兒子耶羅邦安在位的時候
[00:03:26.000 --> 00:03:28.320]  大地震前二年
[00:03:28.320 --> 00:03:34.640]  提哥亞木人中的阿摩斯德默士論以色列」
[00:03:34.640 --> 00:03:45.680]  這節經文指出 當時阿摩斯被神呼召做先知的時候
[00:03:45.680 --> 00:03:52.600]  正是猶大王烏西亞和以色列王耶羅邦安二世在位的時候
[00:03:52.600 --> 00:03:55.760]  而且是在一場大地震之前
[00:03:55.760 --> 00:03:59.840]  所以學者估計這本書應該是在公元前的
[00:03:59.840 --> 00:04:05.960]  七百六十年至七百五十年這段時間寫成的
[00:04:05.960 --> 00:04:10.760]  這裡也說到阿摩斯是提哥亞人
[00:04:10.760 --> 00:04:12.080]  而且是一個木人
[00:04:12.080 --> 00:04:17.280]  提哥亞其實是南國猶大國的一個城市
[00:04:17.280 --> 00:04:24.480]  一個南國的人竟然去到北國以色列宣講信息
[00:04:24.480 --> 00:04:26.680]  其實也有些特別
[00:04:26.680 --> 00:04:31.160]  這裡提到阿摩斯是一個木人
[00:04:31.160 --> 00:04:34.480]  在第七章他也對亞馬遮說
[00:04:34.480 --> 00:04:38.320]  「我原不是先知 也不是先知的門徒
[00:04:38.320 --> 00:04:42.200]  我是木人 又是修理桑樹的」
[00:04:42.200 --> 00:04:45.520]  在這裡 阿摩斯自稱為一個木人
[00:04:45.520 --> 00:04:51.840]  在原文裡 木人這個字其實是指木養一些比較大的生畜
[00:04:51.840 --> 00:04:57.640]  有學者認為他應該是擁有很多生畜
[00:04:57.640 --> 00:05:02.360]  甚至可能擁有葡萄園 擁有果園
[00:05:02.360 --> 00:05:06.760]  他就算不是富戶也可能是小康之家
[00:05:06.760 --> 00:05:11.040]  加上我們看到阿摩斯書裡的文筆流暢
[00:05:11.040 --> 00:05:15.840]  而先知對於各國的情況也瞭如指掌
[00:05:15.840 --> 00:05:19.640]  我們可以想像他應該是有識之士
[00:05:19.640 --> 00:05:24.600]  而不是一般的無知小輩
[00:05:24.600 --> 00:05:27.320]  至於他說自己不是先知
[00:05:27.320 --> 00:05:29.240]  也不是先知的門徒
[00:05:29.240 --> 00:05:31.120]  其實意思應該是說
[00:05:31.120 --> 00:05:34.080]  他不是以先知作為他的職業
[00:05:34.080 --> 00:05:37.840]  更加不是公平御用的先知
[00:05:37.840 --> 00:05:40.760]  而是神親自呼召他的
[00:05:40.760 --> 00:05:42.640]  他是一位獨立的先知
[00:05:42.640 --> 00:05:45.040]  沒有任何的黨派背景
[00:05:45.040 --> 00:05:47.360]  所以他不需要討好任何人
[00:05:47.360 --> 00:05:49.800]  他說的信息相當尖銳
[00:05:49.800 --> 00:05:55.240]  他是直言不諱地指出以色列人的罪行
[00:05:55.240 --> 00:05:57.160]  至於時代背景
[00:05:57.160 --> 00:06:00.720]  我們看到阿摩斯作為先知的時候
[00:06:00.720 --> 00:06:03.600]  無論是猶大國還是以色列國
[00:06:03.600 --> 00:06:06.760]  其實都是處於巔峰時期
[00:06:06.760 --> 00:06:09.920]  在政治上非常穩定
[00:06:09.920 --> 00:06:11.880]  沒有外敵入侵
[00:06:11.880 --> 00:06:16.520]  而且經濟還是非常蓬勃
[00:06:16.520 --> 00:06:20.600]  而當時以色列更加採取一個開放的政策
[00:06:20.600 --> 00:06:22.400]  全無封關
[00:06:22.400 --> 00:06:24.320]  所以他們在各國之間
[00:06:24.320 --> 00:06:28.840]  也有頻繁的商業往來
[00:06:28.840 --> 00:06:32.240]  不過以色列在風光的背後
[00:06:32.240 --> 00:06:35.120]  是有很多的陰暗面
[00:06:35.120 --> 00:06:36.960]  在宗教方面
[00:06:36.960 --> 00:06:39.760]  那些以色列人表面上很勁權
[00:06:39.760 --> 00:06:43.040]  但在背地裡卻是拜偶像
[00:06:43.040 --> 00:06:46.120]  在以色列人所犯的那麼多罪
[00:06:46.120 --> 00:06:51.160]  阿摩斯最關心的就是社會公義的問題
[00:06:51.160 --> 00:06:54.240]  以色列雖然很富裕
[00:06:54.240 --> 00:06:58.280]  那些有錢人也過著窮奢極侈的生活
[00:06:58.280 --> 00:07:03.680]  但背後貧富懸殊非常之嚴重
[00:07:03.680 --> 00:07:05.880]  有官商勾結
[00:07:05.880 --> 00:07:09.320]  他們會欺壓弱勢社群
[00:07:09.320 --> 00:07:13.280]  社會上也充滿了很多不公不義的事
[00:07:13.280 --> 00:07:14.560]  在這本書裏面
[00:07:14.560 --> 00:07:16.680]  我們可以看到阿摩斯
[00:07:16.680 --> 00:07:20.920]  曾經多次抨擊那些貪污腐敗
[00:07:20.920 --> 00:07:21.960]  屈往正直
[00:07:21.960 --> 00:07:25.480]  欺壓窮人的權貴
[00:07:25.480 --> 00:07:28.560]  交代了這些背景資料後
[00:07:28.560 --> 00:07:31.520]  現在我們就來講這段經文
[00:07:31.520 --> 00:07:34.400]  這段經文可以分為兩個部分
[00:07:34.400 --> 00:07:36.960]  第一部分是六至十一節
[00:07:36.960 --> 00:07:39.400]  講述那七重的災禍
[00:07:39.400 --> 00:07:41.720]  第二部分是十二十三節
[00:07:41.720 --> 00:07:45.920]  一個小節 或者一個總結
[00:07:45.920 --> 00:07:49.320]  現在我們首先看一下這七災
[00:07:49.320 --> 00:07:51.440]  第一個災就在第六節
[00:07:51.440 --> 00:07:55.240]  「我使你們在一切城中牙齒乾淨
[00:07:55.240 --> 00:07:58.040]  在你們各處糧食缺乏
[00:07:58.040 --> 00:07:59.880]  你們仍不歸向我
[00:07:59.880 --> 00:08:02.320]  這是耶和華說的」
[00:08:02.320 --> 00:08:04.240]  這裏講到牙齒乾淨
[00:08:04.240 --> 00:08:08.440]  大家知不知道我們的牙齒何時是最乾淨的呢?
[00:08:08.440 --> 00:08:10.280]  當然就是沒有東西吃的時候
[00:08:10.280 --> 00:08:16.800]  所以這一災就是沒有東西吃
[00:08:16.800 --> 00:08:19.600]  就是饑荒
[00:08:19.600 --> 00:08:24.680]  饑荒的問題其實現在還是有的
[00:08:24.680 --> 00:08:26.440]  我們又看一下第二災
[00:08:26.440 --> 00:08:28.840]  在第七和第八節
[00:08:28.840 --> 00:08:30.720]  「在修葛的前三月
[00:08:30.720 --> 00:08:32.200]  我使雨停止
[00:08:32.200 --> 00:08:33.640]  不降在你們那裏
[00:08:33.640 --> 00:08:35.000]  可降雨在這城
[00:08:35.000 --> 00:08:36.520]  不降雨在那城
[00:08:36.520 --> 00:08:37.640]  這塊地有雨
[00:08:37.640 --> 00:08:38.960]  那塊地無雨
[00:08:38.960 --> 00:08:41.720]  無雨的就枯乾了
[00:08:41.720 --> 00:08:45.440]  這樣兩三成的人湊到一成去找水
[00:08:45.440 --> 00:08:47.560]  卻渴不足」
[00:08:47.560 --> 00:08:50.000]  大家知不知道這一災是甚麼?
[00:08:50.000 --> 00:08:51.920]  就是旱災
[00:08:51.920 --> 00:08:54.120]  在這裏發生兩個情況
[00:08:54.120 --> 00:08:55.720]  第一個情況就是
[00:08:55.720 --> 00:08:59.600]  修葛之前三個月不降雨
[00:08:59.600 --> 00:09:02.200]  「修葛」其實是指收成期
[00:09:02.200 --> 00:09:05.000]  臨到收成才乾旱
[00:09:05.000 --> 00:09:06.280]  沒有雨落
[00:09:06.280 --> 00:09:10.000]  就大大影響農作物的收成
[00:09:10.000 --> 00:09:11.280]  第二個情況就是
[00:09:11.280 --> 00:09:14.320]  「神選擇聖地降雨」
[00:09:14.320 --> 00:09:15.200]  一些地方有
[00:09:15.200 --> 00:09:17.040]  一些地方沒有
[00:09:17.040 --> 00:09:21.080]  所以那些人就要走去不同的地方
[00:09:21.080 --> 00:09:23.000]  去尋找水源
[00:09:23.000 --> 00:09:25.120]  甚至為了搶水
[00:09:25.120 --> 00:09:26.680]  會發生爭執
[00:09:26.680 --> 00:09:28.080]  甚至是打鬥
[00:09:28.080 --> 00:09:30.280]  就好像上個月在澳洲
[00:09:30.280 --> 00:09:34.760]  也曾經有人為了一卷廁紙
[00:09:34.760 --> 00:09:37.360]  大打出手
[00:09:37.360 --> 00:09:38.800]  這個是第二災
[00:09:38.800 --> 00:09:40.680]  第三災就是
[00:09:40.680 --> 00:09:43.440]  「我以旱風霉爛攻擊你們
[00:09:43.440 --> 00:09:45.560]  你們園中許多菜蔬
[00:09:45.560 --> 00:09:48.240]  葡萄樹、無花果樹、橄欖樹
[00:09:48.240 --> 00:09:50.400]  都被輾蟲所吃」
[00:09:50.400 --> 00:09:52.200]  這裏講的「旱風」
[00:09:52.200 --> 00:09:55.520]  就是指那些從沙漠那裏吹來的
[00:09:55.520 --> 00:09:58.560]  乾燥和熾熱的風
[00:09:58.560 --> 00:10:02.760]  這些風不斷吹著那些農作物的時候
[00:10:02.760 --> 00:10:05.840]  那些農作物就會被燒焦
[00:10:05.840 --> 00:10:09.320]  變成霉爛
[00:10:09.320 --> 00:10:12.240]  「旱風」和「霉爛」通常是一起出現的
[00:10:12.240 --> 00:10:14.640]  這個就是第三災
[00:10:14.640 --> 00:10:16.840]  這裏也講到有「輾蟲」
[00:10:16.840 --> 00:10:18.320]  「輾蟲」就是第四災
[00:10:18.320 --> 00:10:22.960]  其實「輾蟲」就是蝗蟲的一種
[00:10:22.960 --> 00:10:27.240]  蝗蟲有超過一萬種這麼多
[00:10:27.240 --> 00:10:31.120]  「輾蟲」就是其中之一
[00:10:31.120 --> 00:10:36.840]  比之前的三災都造成更大的破壞
[00:10:36.840 --> 00:10:39.160]  因為蝗蟲所到之處
[00:10:39.160 --> 00:10:41.360]  甚麼都沒有
[00:10:41.360 --> 00:10:43.960]  蝗蟲其實不只是古代才有
[00:10:43.960 --> 00:10:47.760]  最近因為天氣的變化
[00:10:47.760 --> 00:10:51.600]  蝗蟲也在十多個國家出現
[00:10:51.600 --> 00:10:55.720]  它們由非洲一直向東飛
[00:10:55.720 --> 00:10:59.840]  甚至有可能威脅到中國
[00:10:59.840 --> 00:11:04.800]  這批蝗蟲估計有四千億隻
[00:11:04.800 --> 00:11:07.000]  有報導說
[00:11:07.000 --> 00:11:11.400]  這四千億隻蝗蟲的威力
[00:11:11.400 --> 00:11:17.840]  好像有百多艘航空母艦在它頭上飛
[00:11:17.840 --> 00:11:23.320]  而一平方公里的蝗蟲群
[00:11:23.320 --> 00:11:33.080]  每天可以擒吞三萬五千人份量的糧食
[00:11:33.080 --> 00:11:41.320]  所以蝗蟲之災足以造成嚴重糧食危機
[00:11:41.320 --> 00:11:43.400]  我們又看看第五災
[00:11:43.400 --> 00:11:46.320]  第五災就是瘟疫
[00:11:46.320 --> 00:11:51.240]  瘟疫其實是指大規模和危險的傳染病
[00:11:51.240 --> 00:11:58.400]  就好像我們現在正面對的新型冠狀病毒肺炎一樣
[00:11:58.400 --> 00:12:02.680]  第六災就是用刀殺戮你們的少年人
[00:12:02.680 --> 00:12:04.840]  使你們的馬匹被擄掠
[00:12:04.840 --> 00:12:08.040]  營中廝守的臭氣撲鼻
[00:12:08.040 --> 00:12:10.280]  這裡是指戰爭
[00:12:10.280 --> 00:12:15.160]  少年人其實是指軍隊當中的精銳部隊
[00:12:15.160 --> 00:12:17.200]  他們是首當其衝
[00:12:17.200 --> 00:12:20.480]  被敵人攻擊
[00:12:20.480 --> 00:12:22.200]  而最後一災就是
[00:12:22.200 --> 00:12:24.360]  我傾覆你們中間的城邑
[00:12:24.360 --> 00:12:28.440]  如同我從前傾覆所多瑪俄摩拉一樣
[00:12:28.440 --> 00:12:33.920]  使你們好像從火中抽出來的一根柴
[00:12:33.920 --> 00:12:37.920]  這一災可以說是最激烈最徹底的
[00:12:37.920 --> 00:12:41.400]  如果以色列人還是不悔改的話
[00:12:41.400 --> 00:12:48.360]  以色列將會好像所多瑪和俄摩拉這兩個城一樣被殲滅
[00:12:48.360 --> 00:12:51.760]  這件事其實後來也真是發生了
[00:12:51.760 --> 00:12:54.040]  在公元前722年
[00:12:54.040 --> 00:13:00.080]  也就是阿摩斯開始侍奉之後的二十多年之後
[00:13:00.080 --> 00:13:03.640]  以色列被亞述軍殲滅
[00:13:03.640 --> 00:13:06.760]  整個國家都亡了
[00:13:06.760 --> 00:13:08.200]  我不知道大家有沒有留意到
[00:13:08.200 --> 00:13:11.120]  我剛才讀這幾節經文的時候
[00:13:11.120 --> 00:13:13.720]  有兩句說話是經常出現的
[00:13:13.720 --> 00:13:15.520]  而我又沒有讀到
[00:13:15.520 --> 00:13:16.600]  就是這兩句
[00:13:16.600 --> 00:13:20.800]  「你們仍不歸向我 這是耶和華說的」
[00:13:20.800 --> 00:13:23.840]  這兩句說話在這段經文裡面
[00:13:23.840 --> 00:13:26.640]  是出現了五次這麼多
[00:13:26.640 --> 00:13:31.880]  其實就是顯示到這些災禍是可以避免的
[00:13:31.880 --> 00:13:33.920]  神不是黑心的神
[00:13:33.920 --> 00:13:38.880]  不是一定要降災禍給他們
[00:13:38.880 --> 00:13:43.640]  神其實曾經藉著不同的先知勸告他們
[00:13:43.640 --> 00:13:44.760]  警戒他們
[00:13:44.760 --> 00:13:50.000]  藉著一次又一次的災禍去警告那些以色列人
[00:13:50.000 --> 00:13:52.920]  不過他們仍然沒有悔改
[00:13:52.920 --> 00:13:56.880]  所以才會有這七重的災禍
[00:13:56.880 --> 00:13:59.360]  「七」是代表完整的意思
[00:13:59.360 --> 00:14:03.720]  也顯示神的憤怒已經去到極點
[00:14:03.720 --> 00:14:08.680]  我們可以想像
[00:14:08.680 --> 00:14:14.000]  先知阿摩斯要帶出這麼嚴厲的訊息
[00:14:14.000 --> 00:14:15.880]  其實真的不簡單
[00:14:15.880 --> 00:14:19.360]  所以他也經過精心鋪排
[00:14:19.360 --> 00:14:22.920]  來宣講這些訊息
[00:14:22.920 --> 00:14:25.320]  在第一章開始
[00:14:25.320 --> 00:14:28.760]  阿摩斯針對著列國的罪行
[00:14:28.760 --> 00:14:33.000]  作出指責和審判
[00:14:33.000 --> 00:14:35.800]  一共有七個國家
[00:14:35.800 --> 00:14:38.800]  那七個國家其實是圍著以色列的
[00:14:38.800 --> 00:14:40.280]  以色列在中間
[00:14:40.280 --> 00:14:43.800]  那七個國家就在周邊
[00:14:43.800 --> 00:14:52.120]  阿摩斯就是逐一地去數算這些國家的罪惡
[00:14:52.120 --> 00:14:55.880]  而這些國家其實都是以色列人的敵人
[00:14:55.880 --> 00:14:58.120]  對於以色列人來說
[00:14:58.120 --> 00:15:00.720]  先知去咒詛他們的敵人
[00:15:00.720 --> 00:15:04.840]  其實就等於是祝福以色列人
[00:15:04.840 --> 00:15:07.800]  所以以色列人聽到這些訊息的時候
[00:15:07.800 --> 00:15:11.520]  你可以想像他們心都涼了
[00:15:11.520 --> 00:15:15.800]  誰知道正當他們以為尋冤得雪
[00:15:15.800 --> 00:15:18.400]  要拍手齊鼓掌的時候
[00:15:18.400 --> 00:15:22.520]  誰知道先知竟然持風一轉
[00:15:22.520 --> 00:15:28.560]  將以色列都放在受咒詛的名單裡面
[00:15:28.560 --> 00:15:33.520]  並且一口氣清算他們的罪惡
[00:15:33.520 --> 00:15:38.520]  顯示出以色列和這些列國都是一擔擔
[00:15:38.520 --> 00:15:41.280]  我們可以看看第三章的第一二節
[00:15:41.280 --> 00:15:45.840]  「以色列人,你們全家是我從埃及地領上來的
[00:15:45.840 --> 00:15:48.480]  當聽耶和華攻擊你們的話
[00:15:48.480 --> 00:15:51.600]  在地上萬族中我只認識你們
[00:15:51.600 --> 00:15:55.960]  因此我必追討你們的一切罪孽」
[00:15:55.960 --> 00:15:57.680]  這裡的意思就是說
[00:15:57.680 --> 00:15:59.840]  以色列是神的子民
[00:15:59.840 --> 00:16:02.880]  領受過神的口恩
[00:16:02.880 --> 00:16:05.440]  現在竟然知法犯法
[00:16:05.440 --> 00:16:08.840]  所以罪加一等
[00:16:08.840 --> 00:16:12.600]  原本以色列人以為自己是神的選民
[00:16:12.600 --> 00:16:14.840]  坐定一顆鹿
[00:16:14.840 --> 00:16:17.680]  以為自己一定會享有特權
[00:16:17.680 --> 00:16:21.200]  神一定會看著他們 照著他們
[00:16:21.200 --> 00:16:24.440]  所以當神審判列國的時候
[00:16:24.440 --> 00:16:28.200]  以色列人擔定椅子
[00:16:28.200 --> 00:16:33.600]  剝剔花生來看列國如何死
[00:16:33.600 --> 00:16:37.920]  誰知最後竟然燒掉那一塊
[00:16:37.920 --> 00:16:41.160]  他們被嚴厲斥責不僅如此
[00:16:41.160 --> 00:16:43.560]  還要清算他們的罪惡
[00:16:43.560 --> 00:16:49.120]  這些其實都是出乎以色列人的意料之外
[00:16:49.120 --> 00:16:54.720]  其實這段日子相信我們都聽了不少訊息
[00:16:54.720 --> 00:16:59.360]  或者不少人都說這場疫症是因為人犯了罪
[00:16:59.360 --> 00:17:02.440]  所以神要施行懲罰
[00:17:02.440 --> 00:17:07.320]  疫症是上帝對我們的審判
[00:17:07.320 --> 00:17:09.720]  如果從這段經文去看
[00:17:09.720 --> 00:17:14.120]  這個問題的答案是相當肯定的
[00:17:14.120 --> 00:17:17.440]  以色列的確是因為自己犯罪
[00:17:17.440 --> 00:17:19.520]  所以招致神的懲罰
[00:17:19.520 --> 00:17:21.960]  當中亦包括瘟疫
[00:17:21.960 --> 00:17:23.360]  在《舊約聖經》裡
[00:17:23.360 --> 00:17:29.600]  其實也曾經多次將瘟疫和人的罪相提並論
[00:17:29.600 --> 00:17:33.520]  例如神降十災給法老
[00:17:33.520 --> 00:17:37.320]  法老一次不聽 兩次不聽 神就降十災
[00:17:37.320 --> 00:17:41.840]  要逼使他讓以色列人離開埃及
[00:17:41.840 --> 00:17:44.560]  當中其實亦包括瘟疫
[00:17:44.560 --> 00:17:47.200]  還有就是以色列人出埃及之後
[00:17:47.200 --> 00:17:50.080]  在曠野犯罪得罪神
[00:17:50.080 --> 00:17:53.400]  神亦降下瘟疫
[00:17:53.400 --> 00:17:55.160]  到大衛
[00:17:55.160 --> 00:17:59.600]  大衛數點人數亦得罪了神
[00:17:59.600 --> 00:18:02.960]  神亦降下瘟疫懲罰他
[00:18:02.960 --> 00:18:07.120]  不僅罰他 還連累了他的神聖百姓
[00:18:07.120 --> 00:18:10.240]  還有其實新約的福音書和啟示錄
[00:18:10.240 --> 00:18:14.880]  都提到末世的災難是包括有瘟疫的
[00:18:14.880 --> 00:18:18.400]  這些都是神對人的審判
[00:18:18.400 --> 00:18:22.280]  但是就算有這麼多的例子
[00:18:22.280 --> 00:18:26.640]  可以證明瘟疫是神給人的懲罰
[00:18:26.640 --> 00:18:30.480]  我仍然不會一口咬定
[00:18:30.480 --> 00:18:35.760]  這場疫症就是因為人得罪神
[00:18:35.760 --> 00:18:38.480]  所以要被神去懲罰
[00:18:38.480 --> 00:18:39.800]  原因有三個
[00:18:39.800 --> 00:18:43.200]  第一 我不是神
[00:18:43.200 --> 00:18:50.520]  所以我不能夠斷定任何天災人禍發生的原因
[00:18:50.520 --> 00:18:56.320]  任何天災人禍的發生都是因為某個原因
[00:18:56.320 --> 00:19:02.040]  而事實上苦難其實是一個相當複雜的問題
[00:19:02.040 --> 00:19:07.560]  是我們人類有限的智慧難以測透的
[00:19:07.560 --> 00:19:09.600]  第二個原因
[00:19:09.600 --> 00:19:13.640]  我怕我會好像以色列人一樣
[00:19:13.640 --> 00:19:16.200]  有「剝花生」的心態
[00:19:16.200 --> 00:19:20.480]  當阿摩斯宣告神對列國的審判的時候
[00:19:20.480 --> 00:19:24.840]  以色列人一邊聽 一邊心涼
[00:19:24.840 --> 00:19:29.240]  而且不期然有一種「自以為是」的心態
[00:19:29.240 --> 00:19:30.960]  一種「自以」的心態
[00:19:30.960 --> 00:19:34.680]  覺得自己比別人優越
[00:19:34.680 --> 00:19:41.480]  其實耶穌在《路加福音》提醒過人要小心這種心態
[00:19:41.480 --> 00:19:43.760]  我們看看《路加福音》的十三章
[00:19:43.760 --> 00:19:45.000]  這裡我漏了打
[00:19:45.000 --> 00:19:47.920]  《路加福音》十三章一至三節
[00:19:47.920 --> 00:19:52.680]  「正當那時有人將比拉多史加利利人的血
[00:19:52.680 --> 00:19:56.280]  參雜在他們祭物中的時候告訴耶穌
[00:19:56.280 --> 00:20:01.520]  耶穌說:你們以為這些加利利人比眾加利利人更有罪
[00:20:01.520 --> 00:20:03.120]  所以受者害嗎?
[00:20:03.120 --> 00:20:05.120]  我告訴你們:不是的
[00:20:05.120 --> 00:20:10.280]  你們若不悔改都要如此滅亡」
[00:20:10.280 --> 00:20:14.240]  當時加利利人在聖殿獻祭
[00:20:14.240 --> 00:20:15.800]  但發生了騷亂
[00:20:15.800 --> 00:20:20.000]  於是秦府比拉多用武力鎮壓
[00:20:20.000 --> 00:20:21.880]  發生流血衝突的事件
[00:20:21.880 --> 00:20:24.440]  造成人命傷亡
[00:20:24.440 --> 00:20:27.320]  有人將這件事告訴耶穌
[00:20:27.320 --> 00:20:30.440]  耶穌的回應是
[00:20:30.440 --> 00:20:34.960]  「你們以為那些死傷的人是受神的懲罰嗎?
[00:20:34.960 --> 00:20:36.680]  我現在告訴你們
[00:20:36.680 --> 00:20:39.000]  如果你們不悔改
[00:20:39.000 --> 00:20:42.960]  你們都會有這樣的下場」
[00:20:42.960 --> 00:20:46.600]  其實聖經講得很清楚
[00:20:46.600 --> 00:20:49.040]  聖經說「世人都犯了罪
[00:20:49.040 --> 00:20:55.120]  虧缺了神的榮耀,沒有二人,連一個也沒有」
[00:20:55.120 --> 00:21:06.680]  當我們說犯罪是引致神懲罰他們
[00:21:06.680 --> 00:21:10.360]  難道我們自己沒有罪嗎?
[00:21:10.360 --> 00:21:12.360]  天災人禍的發生
[00:21:12.360 --> 00:21:15.160]  其實是要提醒我們去反省一下
[00:21:15.160 --> 00:21:18.920]  我們今天生命的光景是怎樣
[00:21:18.920 --> 00:21:21.600]  有甚麼需要改進
[00:21:21.600 --> 00:21:26.040]  這一點其實跟第三個原因很有關係
[00:21:26.040 --> 00:21:28.320]  第三個原因是為何我不會一口咬定
[00:21:28.320 --> 00:21:32.440]  這場疫症是神的懲罰
[00:21:32.440 --> 00:21:34.400]  與其我們去問
[00:21:34.400 --> 00:21:37.200]  是否罪惡引致災難
[00:21:37.200 --> 00:21:39.880]  不如我們去問
[00:21:39.880 --> 00:21:47.720]  災難有沒有引致罪惡呢?
[00:21:47.720 --> 00:21:49.720]  在這場疫症裏
[00:21:49.720 --> 00:21:54.800]  我們見到有不少令人痛心的惡事
[00:21:54.800 --> 00:22:02.560]  例如有人竟然去超市打劫廁紙
[00:22:02.560 --> 00:22:08.240]  歷來只會去金舖打劫
[00:22:08.240 --> 00:22:16.640]  還有人竟然去售賣用過的口罩
[00:22:16.640 --> 00:22:21.480]  不過亦有好人好事
[00:22:21.480 --> 00:22:24.720]  有人免費派口罩
[00:22:24.720 --> 00:22:28.640]  亦有醫護人員緊守崗位
[00:22:28.640 --> 00:22:31.960]  來保護市民
[00:22:31.960 --> 00:22:35.440]  還有本堂弟兄姊妹
[00:22:35.440 --> 00:22:40.360]  同心合力去實踐五餅二魚的奉獻
[00:22:40.360 --> 00:22:46.880]  這個小朋友收到五餅二魚所送贈的物資
[00:22:46.880 --> 00:22:47.880]  多開心
[00:22:47.880 --> 00:22:51.120]  笑到見癌見眼
[00:22:51.120 --> 00:22:58.120]  還有這些是本堂弟兄姊妹出錢出力的
[00:22:58.120 --> 00:23:02.960]  我們在奉獻的行動裏
[00:23:02.960 --> 00:23:07.080]  竟然可以籌集到六千多個口罩
[00:23:07.080 --> 00:23:10.480]  這也超乎我們所想所求
[00:23:10.480 --> 00:23:14.800]  災難到底是引致罪惡
[00:23:14.800 --> 00:23:17.600]  還是引致善行
[00:23:17.600 --> 00:23:21.120]  其實也在乎我們自己的選擇
[00:23:21.120 --> 00:23:25.520]  與其不斷去問災難發生的原因
[00:23:25.520 --> 00:23:29.400]  去追究誰是罪魁禍首
[00:23:29.400 --> 00:23:31.280]  我們不如去想想
[00:23:31.280 --> 00:23:38.240]  在災難當中我們應該行善還是行惡
[00:23:38.240 --> 00:23:40.560]  面對這場疫症
[00:23:40.560 --> 00:23:42.600]  到底我們可以學習些甚麼功課
[00:23:42.600 --> 00:23:46.280]  以致我們的生命經歷過這場考驗之後
[00:23:46.280 --> 00:23:50.480]  可以更加堅壯
[00:23:50.480 --> 00:23:52.880]  不過可能你又會說
[00:23:52.880 --> 00:23:55.280]  現在面對這麼大的難關
