
[00:00:00.000 --> 00:00:04.740]  十字架本身是一個很殘酷的刑罰
[00:01:24.000 --> 00:01:25.000]  甚至是一個救贖
[00:01:25.000 --> 00:01:27.000]  我們一起再看哥羅西書
[00:01:27.000 --> 00:01:30.000]  第一章十九到二十二節
[00:01:30.000 --> 00:01:34.000]  原來我們第一個要拆解的謎團
[00:01:34.000 --> 00:01:37.000]  我們一定要用基礎去看十字架
[00:01:37.000 --> 00:01:39.000]  是十九節
[00:01:39.000 --> 00:01:40.000]  這裡說甚麼呢?
[00:01:40.000 --> 00:01:41.000]  可不可以再一次讀一遍?
[00:01:41.000 --> 00:01:43.000]  一、二、三、十九節
[00:01:43.000 --> 00:01:51.000]  這裡很有趣
[00:01:51.000 --> 00:01:54.000]  神稱祂自己在這裡做甚麼
[00:01:54.000 --> 00:01:56.000]  是「父」
[00:01:56.000 --> 00:01:59.000]  「父」即是祂不是一個高高在上
[00:01:59.000 --> 00:02:03.000]  距離我們十萬千丈遠的一個關係
[00:02:03.000 --> 00:02:08.000]  「父」是在表述一份愛祂的兒女
[00:02:08.000 --> 00:02:11.000]  一個父親這樣的形象的關係
[00:02:11.000 --> 00:02:12.000]  所以我們看聖經的時候
[00:02:12.000 --> 00:02:15.000]  都要享受這麼少一隻字
[00:02:15.000 --> 00:02:17.000]  就已經不同了
[00:02:17.000 --> 00:02:18.000]  如果你經常覺得
[00:02:18.000 --> 00:02:20.000]  祂喜歡怎樣就怎樣
[00:02:20.000 --> 00:02:21.000]  其實不是
[00:02:21.000 --> 00:02:25.000]  「父喜歡」是帶著愛的
[00:02:25.000 --> 00:02:26.000]  我們很多時候
[00:02:26.000 --> 00:02:30.000]  或者我們信仰弟兄姊妹的人
[00:02:30.000 --> 00:02:31.000]  我們都會有時候問
[00:02:31.000 --> 00:02:33.000]  神祢喜歡怎樣就怎樣
[00:02:33.000 --> 00:02:36.000]  有時候我們都會很不喜歡
[00:02:36.000 --> 00:02:37.000]  很坦白
[00:02:37.000 --> 00:02:40.000]  我們都會向新朋友作見證
[00:02:40.000 --> 00:02:43.000]  信耶穌的人不是經常很喜歡神的
[00:02:43.000 --> 00:02:46.000]  你不要以為是真的
[00:02:46.000 --> 00:02:49.000]  我們有時候都不喜歡神的安排
[00:02:49.000 --> 00:02:51.000]  我們有時候都不明白
[00:02:51.000 --> 00:02:52.000]  這位父親做了甚麼
[00:02:52.000 --> 00:02:54.000]  但我們很想在這一部分
[00:02:54.000 --> 00:02:55.000]  我們要思想
[00:02:55.000 --> 00:02:56.000]  原來「父」
[00:02:56.000 --> 00:02:58.000]  為甚麼用「父」去出現呢
[00:02:58.000 --> 00:02:59.000]  是一份
[00:02:59.000 --> 00:03:00.000]  祂喜歡
[00:03:00.000 --> 00:03:01.000]  不是祂好像現在說
[00:03:01.000 --> 00:03:02.000]  我說「feel」
[00:03:02.000 --> 00:03:05.000]  我說我喜歡隻手遮天就隻手遮天
[00:03:05.000 --> 00:03:08.000]  我們有時候對神的形象是這樣想的
[00:03:08.000 --> 00:03:09.000]  神祢說了算
[00:03:09.000 --> 00:03:10.000]  祢喜歡怎樣就怎樣
[00:03:10.000 --> 00:03:12.000]  祢喜歡壓制我們就壓制我們
[00:03:12.000 --> 00:03:13.000]  祢喜歡叫我們
[00:03:13.000 --> 00:03:14.000]  不信耶穌就滅亡
[00:03:14.000 --> 00:03:16.000]  我們很多這些思考
[00:03:16.000 --> 00:03:18.000]  是因為我們沒有這個基礎
[00:03:18.000 --> 00:03:21.000]  「父」出現是愛
[00:03:21.000 --> 00:03:23.000]  祂是愛兒女的「父」
[00:03:23.000 --> 00:03:26.000]  祂喜歡做甚麼呢
[00:03:26.000 --> 00:03:27.000]  不是壓制我們
[00:03:27.000 --> 00:03:29.000]  祂喜歡有個心意
[00:03:29.000 --> 00:03:30.000]  有份愛情
[00:03:30.000 --> 00:03:32.000]  是叫一切的豐盛
[00:03:32.000 --> 00:03:35.000]  是所有的豐盛
[00:03:35.000 --> 00:03:36.000]  今天很多人
[00:03:36.000 --> 00:03:38.000]  我們要擁有很多東西
[00:03:38.000 --> 00:03:40.000]  我們今天要擁有很多東西
[00:03:40.000 --> 00:03:42.000]  我們覺得那些叫豐盛
[00:03:42.000 --> 00:03:46.000]  但原來「父」都很想我們擁有豐盛
[00:03:46.000 --> 00:03:49.000]  但它的豐盛在誰那裏呢
[00:03:49.000 --> 00:03:52.000]  是在「他」裏面居住
[00:03:52.000 --> 00:03:54.000]  這個「他」在今天來說
[00:03:54.000 --> 00:03:56.000]  是一件很重要的「他」
[00:03:56.000 --> 00:03:58.000]  剛才主席已經揭露了答案
[00:03:58.000 --> 00:03:59.000]  不過不要緊
[00:03:59.000 --> 00:04:01.000]  我們繼續思想這個「他」
[00:04:01.000 --> 00:04:05.000]  為甚麼用這個「他」不用耶穌呢
[00:04:05.000 --> 00:04:06.000]  你有沒有想過
[00:04:06.000 --> 00:04:08.000]  為甚麼不會每個人都說
[00:04:08.000 --> 00:04:09.000]  在耶穌裏面
[00:04:09.000 --> 00:04:10.000]  在耶穌裏面
[00:04:10.000 --> 00:04:11.000]  是有奧秘的
[00:04:11.000 --> 00:04:13.000]  因為這個「他」
[00:04:13.000 --> 00:04:15.000]  其實如果看回上文
[00:04:15.000 --> 00:04:18.000]  是說一個叫愛子的人
[00:04:18.000 --> 00:04:20.000]  是一個神的愛子的人
[00:04:20.000 --> 00:04:22.000]  所以我想以下這個時間
[00:04:22.000 --> 00:04:24.000]  我們不要太快代入耶穌
[00:04:24.000 --> 00:04:28.000]  我想你先代入一個愛子
[00:04:28.000 --> 00:04:30.000]  「父」用一份愛
[00:04:30.000 --> 00:04:32.000]  有個心腸肺腑
[00:04:32.000 --> 00:04:33.000]  他有個心意
[00:04:33.000 --> 00:04:37.000]  是很想將一切的豐富豐盛
[00:04:37.000 --> 00:04:41.000]  都要擺在愛子裏面
[00:04:41.000 --> 00:04:43.000]  究竟豐盛是甚麼呢
[00:04:43.000 --> 00:04:45.000]  原來哥羅西書第二章有揭曉
[00:04:45.000 --> 00:04:47.000]  如果你有機會看下去
[00:04:47.000 --> 00:04:48.000]  我讀給你聽
[00:04:48.000 --> 00:04:49.000]  你不用揭了
[00:04:49.000 --> 00:04:50.000]  你聽聽就行了
[00:04:50.000 --> 00:04:52.000]  原來在二章九字有這樣說
[00:04:52.000 --> 00:04:56.000]  「神本性一切的豐盛
[00:04:56.000 --> 00:04:58.000]  都有形有體的
[00:04:58.000 --> 00:05:01.000]  居住在基督裏面」
[00:05:01.000 --> 00:05:03.000]  原來這份豐盛
[00:05:03.000 --> 00:05:05.000]  不是我們人想像的
[00:05:05.000 --> 00:05:06.000]  很有錢
[00:05:06.000 --> 00:05:07.000]  很有地位
[00:05:07.000 --> 00:05:08.000]  很有權勢
[00:05:08.000 --> 00:05:09.000]  很有很多物業
[00:05:09.000 --> 00:05:11.000]  這樣的那份豐盛
[00:05:11.000 --> 00:05:14.000]  而是我想說的禮堂裏面
[00:05:14.000 --> 00:05:16.000]  我經常跟弟兄姊妹說
[00:05:16.000 --> 00:05:18.000]  你可以抬頭看看這些牌
[00:05:18.000 --> 00:05:21.000]  其實這些就是神本性一切的豐盛
[00:05:21.000 --> 00:05:23.000]  我不知道你喜不喜歡這些
[00:05:23.000 --> 00:05:25.000]  我以為那些豐盛就是
[00:05:25.000 --> 00:05:27.000]  有人愛我
[00:05:27.000 --> 00:05:29.000]  但其實裏面就是神
[00:05:29.000 --> 00:05:31.000]  祂裏面所充滿的一切
[00:05:31.000 --> 00:05:33.000]  很美麗的東西
[00:05:33.000 --> 00:05:34.000]  其中有些你不太喜歡
[00:05:34.000 --> 00:05:36.000]  因為祂說祂是萬王之王
[00:05:36.000 --> 00:05:37.000]  和你無關
[00:05:37.000 --> 00:05:39.000]  因為我們不太喜歡
[00:05:39.000 --> 00:05:42.000]  有個王在那裏經常管理著我們
[00:05:42.000 --> 00:05:45.000]  不過我想說弟兄姊妹
[00:05:45.000 --> 00:05:46.000]  我想問
[00:05:46.000 --> 00:05:49.000]  如果真是一個好皇帝
[00:05:49.000 --> 00:05:51.000]  你要不要呢?
[00:05:51.000 --> 00:05:53.000]  你覺得社會如果是一個好的統治者
[00:05:53.000 --> 00:05:55.000]  如果我們這麽亂
[00:05:55.000 --> 00:05:56.000]  這麽多人
[00:05:56.000 --> 00:05:57.000]  一定有人管理
[00:05:57.000 --> 00:05:58.000]  我們就要
[00:05:58.000 --> 00:06:00.000]  在這樣的處境裏
[00:06:00.000 --> 00:06:01.000]  如果有一個好的
[00:06:01.000 --> 00:06:03.000]  你要不要呢?
[00:06:03.000 --> 00:06:04.000]  我現在不是說
[00:06:04.000 --> 00:06:06.000]  今天將會發生很多那些
[00:06:06.000 --> 00:06:08.000]  但我想說
[00:06:08.000 --> 00:06:09.000]  其實上帝
[00:06:09.000 --> 00:06:11.000]  祂仍然在這裏
[00:06:11.000 --> 00:06:13.000]  祂是要告訴你
[00:06:13.000 --> 00:06:14.000]  祂是萬王之王
[00:06:14.000 --> 00:06:16.000]  是一份愛
[00:06:16.000 --> 00:06:17.000]  因為我們其實
[00:06:17.000 --> 00:06:19.000]  我們的生命裏面有很多混亂
[00:06:19.000 --> 00:06:21.000]  很需要有所引導
[00:06:21.000 --> 00:06:22.000]  有所管理
[00:06:22.000 --> 00:06:24.000]  但人類很有趣
[00:06:24.000 --> 00:06:25.000]  沒有問題的時候
[00:06:25.000 --> 00:06:26.000]  就不想有人引導我們
[00:06:26.000 --> 00:06:27.000]  不過很亂的時候
[00:06:27.000 --> 00:06:29.000]  就想有個指示
[00:06:29.000 --> 00:06:31.000]  所以有時候你未必相信
[00:06:31.000 --> 00:06:33.000]  一定相信那些求籤的東西
[00:06:33.000 --> 00:06:34.000]  不過到很困難的時候
[00:06:34.000 --> 00:06:35.000]  你就會去
[00:06:35.000 --> 00:06:37.000]  今天我不知道還有多少新朋友
[00:06:37.000 --> 00:06:39.000]  是因為你很困難
[00:06:39.000 --> 00:06:40.000]  但我感謝主
[00:06:40.000 --> 00:06:42.000]  主不會因為你很困難
[00:06:42.000 --> 00:06:43.000]  才找他
[00:06:43.000 --> 00:06:44.000]  他就不愛你
[00:06:44.000 --> 00:06:45.000]  因為這份
[00:06:45.000 --> 00:06:48.000]  父喜歡叫一切的豐盛
[00:06:48.000 --> 00:06:49.000]  因為是神才知道
[00:06:49.000 --> 00:06:50.000]  什麽叫豐盛
[00:06:50.000 --> 00:06:51.000]  是神才知道
[00:06:51.000 --> 00:06:53.000]  什麽對你好
[00:06:53.000 --> 00:06:54.000]  所以這些東西
[00:06:54.000 --> 00:06:55.000]  可能你看完那些名字
[00:06:55.000 --> 00:06:56.000]  不明白
[00:06:56.000 --> 00:06:57.000]  有什麽這麽好
[00:06:57.000 --> 00:06:59.000]  有什麽這麽有愛情
[00:06:59.000 --> 00:07:00.000]  不過神知道
[00:07:00.000 --> 00:07:02.000]  這些是由我們出世
[00:07:02.000 --> 00:07:04.000]  到我們死之前
[00:07:04.000 --> 00:07:05.000]  對我們生命
[00:07:05.000 --> 00:07:07.000]  帶來益處的東西
[00:07:07.000 --> 00:07:08.000]  他賜下
[00:07:08.000 --> 00:07:10.000]  擺在愛子裏面
[00:07:10.000 --> 00:07:11.000]  但是
[00:07:11.000 --> 00:07:13.000]  很多時候我們不明白
[00:07:13.000 --> 00:07:15.000]  所以我們不會感受
[00:07:15.000 --> 00:07:17.000]  給這些東西我們有什麽用
[00:07:17.000 --> 00:07:19.000]  我現在沒有飯吃
[00:07:19.000 --> 00:07:20.000]  我現在有一個
[00:07:20.000 --> 00:07:22.000]  人際關係的困難
[00:07:22.000 --> 00:07:23.000]  你都未幫我解決
[00:07:23.000 --> 00:07:25.000]  你要這些這麽抽象的東西
[00:07:25.000 --> 00:07:27.000]  所謂見不到的東西
[00:07:27.000 --> 00:07:28.000]  有多重要呢
[00:07:28.000 --> 00:07:30.000]  不過我想再看一段經文
[00:07:30.000 --> 00:07:31.000]  約翰福音
[00:07:31.000 --> 00:07:32.000]  今天沒有
[00:07:32.000 --> 00:07:33.000]  不過你可以看程序表
[00:07:33.000 --> 00:07:34.000]  有寫的
[00:07:34.000 --> 00:07:35.000]  就是福音三章
[00:07:35.000 --> 00:07:37.000]  十六到十七節
[00:07:37.000 --> 00:07:38.000]  我們又一起讀
[00:07:38.000 --> 00:07:39.000]  很熟悉的一段
[00:07:39.000 --> 00:07:41.000]  一二三
[00:07:41.000 --> 00:08:02.000]  這裏再一次說
[00:08:02.000 --> 00:08:03.000]  我沒有說謊
[00:08:03.000 --> 00:08:04.000]  但是
[00:08:04.000 --> 00:08:05.000]  第十九節剛才說過
[00:08:05.000 --> 00:08:07.000]  父喜歡叫一切
[00:08:07.000 --> 00:08:08.000]  為什麽我知道
[00:08:08.000 --> 00:08:09.000]  這位父是愛呢
[00:08:09.000 --> 00:08:10.000]  因為在約翰福音
[00:08:10.000 --> 00:08:12.000]  印證了
[00:08:12.000 --> 00:08:13.000]  他說這個神
[00:08:13.000 --> 00:08:15.000]  不單是父親的愛
[00:08:15.000 --> 00:08:18.000]  他是愛每一個世人
[00:08:18.000 --> 00:08:20.000]  他說他怎樣愛呢
[00:08:20.000 --> 00:08:22.000]  這個是神的愛的表達方法
[00:08:22.000 --> 00:08:23.000]  我再說一次
[00:08:23.000 --> 00:08:25.000]  我們是有我們的程序的
[00:08:25.000 --> 00:08:26.000]  我的意思是
[00:08:26.000 --> 00:08:28.000]  我們期望怎樣是愛
[00:08:28.000 --> 00:08:30.000]  我們有愛自己一套東西
[00:08:30.000 --> 00:08:31.000]  我們認為什麽是愛
[00:08:31.000 --> 00:08:32.000]  有愛自己一套東西
[00:08:32.000 --> 00:08:33.000]  不過我很想今天
[00:08:33.000 --> 00:08:34.000]  邀請在座的各位
[00:08:34.000 --> 00:08:36.000]  包括弟兄姊妹
[00:08:36.000 --> 00:08:39.000]  我們要嘗試放下自己的圖線
[00:08:39.000 --> 00:08:40.000]  你可以聽聽
[00:08:40.000 --> 00:08:43.000]  神究竟是怎樣愛世人
[00:08:43.000 --> 00:08:45.000]  他說他就是將他唯一的兒子
[00:08:45.000 --> 00:08:46.000]  就是那個他
[00:08:46.000 --> 00:08:48.000]  就是那個愛子
[00:08:48.000 --> 00:08:53.000]  就是那個所有豐盛在他裏面居住的愛子
[00:08:53.000 --> 00:08:55.000]  都賜給我們
[00:08:55.000 --> 00:08:57.000]  你知不知道這份愛是怎樣的
[00:08:57.000 --> 00:08:59.000]  首先就是將一切豐盛
[00:08:59.000 --> 00:09:01.000]  放在一個愛子裏面
[00:09:01.000 --> 00:09:02.000]  然後怎樣
[00:09:02.000 --> 00:09:05.000]  就將這個愛子賜給誰
[00:09:05.000 --> 00:09:07.000]  賜給世人
[00:09:07.000 --> 00:09:08.000]  這個是神的方式
[00:09:08.000 --> 00:09:09.000]  你說怎樣是一定要
[00:09:09.000 --> 00:09:11.000]  稍後我會再揭曉
[00:09:11.000 --> 00:09:12.000]  我希望你在這裏聽下去
[00:09:12.000 --> 00:09:14.000]  就是為什麽你這麽煩
[00:09:14.000 --> 00:09:16.000]  因為在人類來説
[00:09:16.000 --> 00:09:18.000]  簡單就是美麗
[00:09:18.000 --> 00:09:19.000]  是不是
[00:09:19.000 --> 00:09:20.000]  那麽直接
[00:09:20.000 --> 00:09:21.000]  又叫他
[00:09:21.000 --> 00:09:22.000]  你又不知道那個是耶穌
[00:09:22.000 --> 00:09:23.000]  這麽奧妙
[00:09:23.000 --> 00:09:24.000]  就是作弄我
[00:09:24.000 --> 00:09:25.000]  因為我經常覺得
[00:09:25.000 --> 00:09:26.000]  我有時讀聖經都覺得
[00:09:26.000 --> 00:09:29.000]  為什麽主耶穌搞這些東西
[00:09:29.000 --> 00:09:31.000]  為什麽拜耶穌搞定了
[00:09:31.000 --> 00:09:32.000]  但我經常告訴你
[00:09:32.000 --> 00:09:36.000]  愛情有時是捉迷藏的
[00:09:36.000 --> 00:09:38.000]  有時愛情的美麗
[00:09:38.000 --> 00:09:39.000]  就是你都不知道
[00:09:39.000 --> 00:09:41.000]  究竟他喜不喜歡我
[00:09:41.000 --> 00:09:44.000]  你覺得最浪漫是那一刻
[00:09:44.000 --> 00:09:46.000]  可能你說婚禮都很浪漫
[00:09:46.000 --> 00:09:48.000]  但其實有時覺得很沉重
[00:09:48.000 --> 00:09:49.000]  因為接著要背很多責任
[00:09:49.000 --> 00:09:51.000]  死都要一起
[00:09:51.000 --> 00:09:52.000]  很大壓力
[00:09:52.000 --> 00:09:54.000]  但你覺得那種
[00:09:54.000 --> 00:09:55.000]  在追求的時候
[00:09:55.000 --> 00:09:58.000]  那種都不知道是怎樣的心意
[00:09:58.000 --> 00:10:00.000]  正式的過程是很吸引的
[00:10:00.000 --> 00:10:01.000]  我告訴你
[00:10:01.000 --> 00:10:03.000]  我不知道神是否就是那麽浪漫
[00:10:03.000 --> 00:10:05.000]  祂是將一些好像
[00:10:05.000 --> 00:10:06.000]  很有趣的
[00:10:06.000 --> 00:10:08.000]  一步步揭開給你看
[00:10:08.000 --> 00:10:09.000]  祂不是直接說
[00:10:09.000 --> 00:10:10.000]  我扔給你
[00:10:10.000 --> 00:10:11.000]  所有東西都扔給你
[00:10:11.000 --> 00:10:12.000]  不是的
[00:10:12.000 --> 00:10:14.000]  祂是首先放在一個愛子裏面
[00:10:14.000 --> 00:10:17.000]  接著再將愛子賜給世人
[00:10:17.000 --> 00:10:19.000]  這份是愛情
[00:10:19.000 --> 00:10:20.000]  但是做什麽
[00:10:20.000 --> 00:10:21.000]  為什麽要這樣
[00:10:21.000 --> 00:10:22.000]  開始揭曉了
[00:10:22.000 --> 00:10:23.000]  因為在約翰福音裏面說
[00:10:23.000 --> 00:10:27.000]  是要叫信祂的
[00:10:27.000 --> 00:10:29.000]  信什麽呢
[00:10:29.000 --> 00:10:31.000]  這裏信了很多東西
[00:10:31.000 --> 00:10:32.000]  第一
[00:10:32.000 --> 00:10:34.000]  信神愛
[00:10:34.000 --> 00:10:36.000]  神愛世人
[00:10:36.000 --> 00:10:39.000]  可能在在有些人曾經埋怨過
[00:10:39.000 --> 00:10:40.000]  如果有神
[00:10:40.000 --> 00:10:42.000]  我就不會那麽慘
[00:10:42.000 --> 00:10:44.000]  所以我相信你講這句話
[00:10:44.000 --> 00:10:47.000]  你是不能信神是愛
[00:10:47.000 --> 00:10:49.000]  因為你面對的是很苦困
[00:10:49.000 --> 00:10:52.000]  你面對的是何等的艱難
[00:10:52.000 --> 00:10:54.000]  世人都幸福
[00:10:54.000 --> 00:10:56.000]  只有我不幸福
[00:10:56.000 --> 00:10:57.000]  這個光景
[00:10:57.000 --> 00:10:59.000]  你見到的神不是愛
[00:10:59.000 --> 00:11:00.000]  但是我想說
[00:11:00.000 --> 00:11:02.000]  在這裏
[00:11:02.000 --> 00:11:04.000]  神宣告祂是愛
[00:11:04.000 --> 00:11:05.000]  為什麽
[00:11:05.000 --> 00:11:09.000]  因為祂是要猜祂的兒子
[00:11:09.000 --> 00:11:11.000]  一切豐盛的所在
[00:11:11.000 --> 00:11:13.000]  來叫人要信
[00:11:13.000 --> 00:11:15.000]  在患難艱難裏面
[00:11:15.000 --> 00:11:18.000]  這個神不是撇下你
[00:11:18.000 --> 00:11:19.000]  不是撇棄你
[00:11:19.000 --> 00:11:22.000]  祂仍然要將豐盛
[00:11:22.000 --> 00:11:24.000]  放在祂的愛子裏面
[00:11:24.000 --> 00:11:25.000]  加給你
[00:11:25.000 --> 00:11:26.000]  因為這裏講的是
[00:11:26.000 --> 00:11:29.000]  祂是要我們信的不自滅亡
[00:11:29.000 --> 00:11:31.000]  剛才有一種新聞
[00:11:31.000 --> 00:11:33.000]  可能你覺得很困難
[00:11:33.000 --> 00:11:34.000]  不過我想說
[00:11:34.000 --> 00:11:36.000]  剛才領事的弟兄也有講
[00:11:36.000 --> 00:11:40.000]  其實神是愛這件事已經顯明了
[00:11:40.000 --> 00:11:43.000]  為什麽有些人很享受到
[00:11:43.000 --> 00:11:46.000]  但是有些人從來覺得
[00:11:46.000 --> 00:11:48.000]  我是享受不了呢
[00:11:48.000 --> 00:11:50.000]  是因為
[00:11:50.000 --> 00:11:51.000]  是因為
[00:11:51.000 --> 00:11:52.000]  哥羅西書
[00:11:52.000 --> 00:11:53.000]  我們看一看
[00:11:53.000 --> 00:11:55.000]  哥羅西書你看看上一段
[00:11:55.000 --> 00:11:57.000]  第一章是二十一節
[00:11:57.000 --> 00:11:59.000]  原來有些東西
[00:11:59.000 --> 00:12:00.000]  這裏我讀給你聽
[00:12:00.000 --> 00:12:01.000]  二十一節
[00:12:01.000 --> 00:12:03.000]  他說你們從前
[00:12:03.000 --> 00:12:05.000]  是與神隔絕
[00:12:05.000 --> 00:12:07.000]  因著惡行
[00:12:07.000 --> 00:12:09.000]  是心裏與他為敵
[00:12:09.000 --> 00:12:11.000]  今天這個部分
[00:12:11.000 --> 00:12:13.000]  就是信不信的問題
[00:12:13.000 --> 00:12:15.000]  為什麽有人信呢
[00:12:15.000 --> 00:12:17.000]  因為信的人代表什麽呢
[00:12:17.000 --> 00:12:19.000]  他開始說
[00:12:19.000 --> 00:12:21.000]  如果神真是愛
[00:12:21.000 --> 00:12:24.000]  如果神連最寶貴的兒子都給我
[00:12:24.000 --> 00:12:27.000]  如果神連最寶貴的生命都給我
[00:12:27.000 --> 00:12:28.000]  我要
[00:12:28.000 --> 00:12:29.000]  你知不知道一信
[00:12:29.000 --> 00:12:32.000]  就是代表我不再想與神隔開
[00:12:32.000 --> 00:12:36.000]  一信就是我不想再與神為敵
[00:12:36.000 --> 00:12:39.000]  為什麽信不來呢
[00:12:39.000 --> 00:12:41.000]  各位朋友弟兄姊妹
[00:12:41.000 --> 00:12:43.000]  因為信不到的時候
[00:12:43.000 --> 00:12:46.000]  是因為有些東西在我們生命裏
[00:12:46.000 --> 00:12:49.000]  叫我們與神為敵
[00:12:49.000 --> 00:12:51.000]  我們說怎麽樣
[00:12:51.000 --> 00:12:52.000]  無緣無故我不信神
[00:12:52.000 --> 00:12:53.000]  我怎麽會與他為敵呢
[00:12:53.000 --> 00:12:56.000]  但我想說不是你想
[00:12:56.000 --> 00:12:57.000]  不是我們想
[00:12:57.000 --> 00:12:59.000]  是因為有一樣東西
[00:12:59.000 --> 00:13:00.000]  是叫我們
[00:13:00.000 --> 00:13:01.000]  十六節那裏說
[00:13:01.000 --> 00:13:02.000]  又是福音三十六節
[00:13:02.000 --> 00:13:04.000]  是叫我們會滅亡的
[00:13:04.000 --> 00:13:06.000]  是叫我們會滅亡的
[00:13:06.000 --> 00:13:08.000]  第十七節你看下去
[00:13:08.000 --> 00:13:09.000]  第十七節他說什麽
[00:13:09.000 --> 00:13:13.000]  他說因為神差他的兒子降世
[00:13:13.000 --> 00:13:16.000]  就是這個有風聖一切的兒子
[00:13:16.000 --> 00:13:20.000]  他是要解決一個罪的問題
[00:13:20.000 --> 00:13:22.000]  今天第二個層次
[00:13:22.000 --> 00:13:24.000]  很多人認為神不是愛
[00:13:24.000 --> 00:13:27.000]  就是因為講親耶穌
[00:13:27.000 --> 00:13:31.000]  就講我有罪
[00:13:31.000 --> 00:13:33.000]  講親耶穌
[00:13:33.000 --> 00:13:37.000]  就咒我滅亡
[00:13:37.000 --> 00:13:39.000]  是真的
[00:13:39.000 --> 00:13:40.000]  這裏說的
[00:13:40.000 --> 00:13:42.000]  不是我說錯的
[00:13:42.000 --> 00:13:44.000]  雖然有很多弟兄姊妹傳福音
[00:13:44.000 --> 00:13:46.000]  是避的
[00:13:46.000 --> 00:13:47.000]  你很避的
[00:13:47.000 --> 00:13:49.000]  沒理由對著別人說你滅亡
[00:13:49.000 --> 00:13:51.000]  沒理由對著別人說你落地獄
[00:13:51.000 --> 00:13:53.000]  我們一定說神愛世人
[00:13:53.000 --> 00:13:54.000]  然後不說下面那些
[00:13:54.000 --> 00:13:55.000]  可能神愛你
[00:13:55.000 --> 00:13:56.000]  神愛你
[00:13:56.000 --> 00:13:57.000]  神甚麼都不計
[00:13:57.000 --> 00:13:58.000]  甚麼都不計
[00:13:58.000 --> 00:13:59.000]  甚麼都不計
[00:13:59.000 --> 00:14:00.000]  神愛你
[00:14:00.000 --> 00:14:01.000]  接吧
[00:14:01.000 --> 00:14:02.000]  接吧
[00:14:02.000 --> 00:14:05.000]  但是各位朋友
[00:14:05.000 --> 00:14:07.000]  神愛你
[00:14:07.000 --> 00:14:10.000]  先和你講罪
[00:14:10.000 --> 00:14:12.000]  神愛我們
[00:14:12.000 --> 00:14:14.000]  先和我們講罪
[00:14:14.000 --> 00:14:17.000]  誰會撕破你的臉
[00:14:17.000 --> 00:14:19.000]  令你很討厭他
[00:14:19.000 --> 00:14:21.000]  令你很憎恨他
[00:14:21.000 --> 00:14:23.000]  誰喜歡講罪呢
[00:14:23.000 --> 00:14:24.000]  沒有人
[00:14:24.000 --> 00:14:26.000]  但是愛你的人
[00:14:26.000 --> 00:14:30.000]  就會用愛心去講
[00:14:30.000 --> 00:14:36.000]  一些見到你有困難的地方
[00:14:36.000 --> 00:14:38.000]  我已經輕了
[00:14:38.000 --> 00:14:40.000]  有困難的地方
[00:14:40.000 --> 00:14:43.000]  等於我是一個男
[00:14:43.000 --> 00:14:45.000]  我最近有一個例子和你說
[00:14:45.000 --> 00:14:48.000]  我信了耶穌二十多年
[00:14:48.000 --> 00:14:52.000]  差不多三十年
[00:14:52.000 --> 00:14:54.000]  我發現
[00:14:54.000 --> 00:14:56.000]  我由信耶穌到今天
[00:14:56.000 --> 00:14:59.000]  我都有一個毛病
