
[00:00:00.000 --> 00:00:02.000]  好,各位兄弟、姐妹,你們很開心
[00:04:31.000 --> 00:04:33.000]  就是教會的主題
[00:04:33.000 --> 00:04:35.000]  今天你在香港裡面
[00:04:35.000 --> 00:04:36.000]  你是鹽
[00:04:36.000 --> 00:04:37.000]  但是來到英國
[00:04:37.000 --> 00:04:38.000]  都是
[00:04:38.000 --> 00:04:41.000]  所以保羅他離開了貼薩諾尼加
[00:04:41.000 --> 00:04:43.000]  有幾次他都是逃難的
[00:04:43.000 --> 00:04:44.000]  在義福所教會
[00:04:44.000 --> 00:04:45.000]  他都是被人逼害
[00:04:45.000 --> 00:04:46.000]  他要離開
[00:04:46.000 --> 00:04:50.000]  但是他完全沒有放棄他傳道的使命
[00:04:50.000 --> 00:04:52.000]  所以很重要
[00:04:52.000 --> 00:04:53.000]  我們看回保羅
[00:04:53.000 --> 00:04:56.000]  他就唱出這個的愛歌
[00:04:56.000 --> 00:04:58.000]  很寶貴的一段經文
[00:04:58.000 --> 00:05:00.000]  他說我們四面受敵
[00:05:00.000 --> 00:05:02.000]  卻不被困住
[00:05:02.000 --> 00:05:03.000]  心裡作難
[00:05:03.000 --> 00:05:05.000]  卻不自失望
[00:05:05.000 --> 00:05:09.000]  遭逼迫卻不被丟棄
[00:05:09.000 --> 00:05:13.000]  打倒了卻不至死亡
[00:05:13.000 --> 00:05:15.000]  一個不容易講出的
[00:05:15.000 --> 00:05:18.000]  在《易經》裡面的愛歌
[00:05:18.000 --> 00:05:19.000]  當然我沒有打出來
[00:05:19.000 --> 00:05:20.000]  下面一句是什麼
[00:05:20.000 --> 00:05:22.000]  因為有寶貝
[00:05:22.000 --> 00:05:24.000]  放在我這個亞氣裡面
[00:05:24.000 --> 00:05:26.000]  不是靠我自己
[00:05:26.000 --> 00:05:28.000]  是靠著神的力量
[00:05:28.000 --> 00:05:30.000]  我才可以得勝
[00:05:30.000 --> 00:05:32.000]  所以當保羅說
[00:05:32.000 --> 00:05:34.000]  有誰可以來敵擋我們呢
[00:05:34.000 --> 00:05:37.000]  他好心是他自己的經歷
[00:05:37.000 --> 00:05:40.000]  他自己面對很多的挑戰
[00:05:40.000 --> 00:05:42.000]  世界呢
[00:05:42.000 --> 00:05:43.000]  敵人
[00:05:43.000 --> 00:05:44.000]  殺人的公眾
[00:05:44.000 --> 00:05:47.000]  但是如果神幫助我們的時候
[00:05:47.000 --> 00:05:50.000]  我們就不再懼怕
[00:05:50.000 --> 00:05:51.000]  請你留意
[00:05:51.000 --> 00:05:54.000]  他不是說神幫助我們的時候
[00:05:54.000 --> 00:05:55.000]  那誰來敵擋我們呢
[00:05:55.000 --> 00:05:58.000]  他又加了一個「弱」字
[00:05:58.000 --> 00:05:59.000]  意思是如果神要幫我們
[00:05:59.000 --> 00:06:01.000]  沒有人可以敵擋我們
[00:06:01.000 --> 00:06:03.000]  是什麼意思
[00:06:03.000 --> 00:06:07.000]  不要忘記有時候是我們自己犯了錯
[00:06:07.000 --> 00:06:09.000]  是我們自己做這件事的時候
[00:06:09.000 --> 00:06:12.000]  甚至聖靈會提醒我們
[00:06:12.000 --> 00:06:14.000]  警告我們
[00:06:14.000 --> 00:06:16.000]  叫我們不要做
[00:06:16.000 --> 00:06:20.000]  但是我們可以消滅聖靈的感動
[00:06:20.000 --> 00:06:24.000]  我們可以抗拒聖靈的提醒
[00:06:24.000 --> 00:06:28.000]  我們可以拒絕聖靈的督察
[00:06:28.000 --> 00:06:30.000]  我們任意而行
[00:06:30.000 --> 00:06:33.000]  但是事後我們就埋怨神
[00:06:33.000 --> 00:06:35.000]  為什麼會是這樣
[00:06:35.000 --> 00:06:38.000]  我們就不要再怨天尤人
[00:06:38.000 --> 00:06:42.000]  原來我們要自己承擔責任
[00:06:42.000 --> 00:06:44.000]  所以他自己很清楚知道
[00:06:44.000 --> 00:06:46.000]  如果神幫助我
[00:06:46.000 --> 00:06:48.000]  神容許這些事發生的時候
[00:06:48.000 --> 00:06:53.000]  是沒有一樣東西可以勝過我們
[00:06:53.000 --> 00:06:56.000]  如果我們看看歷史
[00:06:56.000 --> 00:07:00.000]  一些所謂的強國、大國崛起
[00:07:00.000 --> 00:07:02.000]  但是又如何呢
[00:07:02.000 --> 00:07:06.000]  昔日來都是去合制那幫以色列人的埃及
[00:07:06.000 --> 00:07:09.000]  但是今天的埃及是怎樣
[00:07:09.000 --> 00:07:12.000]  滅亡了猶大國的巴比倫
[00:07:12.000 --> 00:07:16.000]  大家知道四大文明古國是哪四個文明古國
[00:07:16.000 --> 00:07:18.000]  巴比倫
[00:07:18.000 --> 00:07:20.000]  印度
[00:07:20.000 --> 00:07:21.000]  埃及
[00:07:21.000 --> 00:07:22.000]  還有什麼
[00:07:22.000 --> 00:07:24.000]  中國
[00:07:24.000 --> 00:07:26.000]  但是很奇怪四大文明古國之一
[00:07:26.000 --> 00:07:28.000]  巴比倫是怎樣
[00:07:28.000 --> 00:07:30.000]  是滅亡了
[00:07:30.000 --> 00:07:32.000]  不能夠再重建
[00:07:32.000 --> 00:07:35.000]  四個雄霸天下的波斯
[00:07:35.000 --> 00:07:38.000]  也都已經不在了
[00:07:38.000 --> 00:07:41.000]  所以一個人如果要熟讀真正的歷史
[00:07:41.000 --> 00:07:43.000]  是學到真正的謙卑
[00:07:43.000 --> 00:07:46.000]  一切都是在神掌管底下
[00:07:46.000 --> 00:07:48.000]  當日神說
[00:07:48.000 --> 00:07:50.000]  巴比倫會一夜之間滅亡
[00:07:50.000 --> 00:07:54.000]  你怎麼可能想像到巴比倫真的一夜之間滅亡
[00:07:54.000 --> 00:07:56.000]  而且不能夠再重建
[00:07:56.000 --> 00:08:01.000]  所以當我們用信心去仰望神的時候
[00:08:01.000 --> 00:08:03.000]  確信神的應許
[00:08:03.000 --> 00:08:07.000]  甚至到如果我去幫助你們的時候
[00:08:07.000 --> 00:08:09.000]  是沒有東西可以抵擋到你們
[00:08:09.000 --> 00:08:11.000]  這個是很寶貴
[00:08:11.000 --> 00:08:15.000]  所以我們要好好的依靠仰望我們的神
[00:08:15.000 --> 00:08:17.000]  當然我們要檢視
[00:08:17.000 --> 00:08:20.000]  究竟我現在遇到這個困境
[00:08:20.000 --> 00:08:23.000]  是出於別人的錯
[00:08:23.000 --> 00:08:25.000]  引致我現在受這個處境
[00:08:25.000 --> 00:08:27.000]  還是我自己犯了錯
[00:08:27.000 --> 00:08:30.000]  所以這個是我們需要去反省
[00:08:30.000 --> 00:08:33.000]  第二就是我們會看到
[00:08:33.000 --> 00:08:38.000]  就是不再懼怕缺憲
[00:08:38.000 --> 00:08:42.000]  今天很多時候都會有缺憲
[00:08:42.000 --> 00:08:44.000]  雖然這是一個文明的社會
[00:08:44.000 --> 00:08:47.000]  但可能突然之間是一些很不文明的事會發生
[00:08:47.000 --> 00:08:49.000]  最簡單舉個例
[00:08:49.000 --> 00:08:51.000]  三月的時候
[00:08:51.000 --> 00:08:53.000]  陳肇始在商台講到
[00:08:53.000 --> 00:08:56.000]  我們都可能會來推行全民檢測
[00:08:56.000 --> 00:08:58.000]  就會來去海南匯豐城
[00:08:58.000 --> 00:09:04.000]  那天下午超市全部出現了這個景象
[00:09:04.000 --> 00:09:07.000]  全部掃空了所有的東西
[00:09:07.000 --> 00:09:09.000]  在剛剛有疫情的時候
[00:09:09.000 --> 00:09:11.000]  大家記得香港的時候
[00:09:11.000 --> 00:09:13.000]  你要買東西都很難
[00:09:13.000 --> 00:09:16.000]  我都面對的困難就是
[00:09:16.000 --> 00:09:18.000]  沒有廁紙
[00:09:18.000 --> 00:09:20.000]  有些拋泡泡打出來
[00:09:20.000 --> 00:09:22.000]  那些人可以買幾十圓廁紙
[00:09:22.000 --> 00:09:24.000]  買幾十包米
[00:09:24.000 --> 00:09:26.000]  這些是過分了
[00:09:26.000 --> 00:09:27.000]  我真的沒有廁紙
[00:09:27.000 --> 00:09:28.000]  存貨不多
[00:09:28.000 --> 00:09:34.000]  我記得那次我還去石門探一個人
[00:09:34.000 --> 00:09:35.000]  黃昏六點幾鐘
[00:09:35.000 --> 00:09:38.000]  見到有個姨姨拿著一包廁紙
[00:09:38.000 --> 00:09:39.000]  我多興奮
[00:09:39.000 --> 00:09:41.000]  衝過去問姨姨在哪裡買
[00:09:41.000 --> 00:09:42.000]  我不太熟悉
[00:09:42.000 --> 00:09:43.000]  去石門
[00:09:43.000 --> 00:09:46.000]  想著這個新佛的地方都應該會有吧
[00:09:46.000 --> 00:09:48.000]  她說我今早七點幾鐘上班
[00:09:48.000 --> 00:09:49.000]  在觀塘買的
[00:09:49.000 --> 00:09:50.000]  我說是嗎
[00:09:50.000 --> 00:09:51.000]  在觀塘買的
[00:09:51.000 --> 00:09:52.000]  拿回來石門
[00:09:52.000 --> 00:09:55.000]  我真的買不到
[00:09:55.000 --> 00:09:56.000]  我跟我太太說
[00:09:56.000 --> 00:09:58.000]  可能稍後如果真的沒有的時候
[00:09:58.000 --> 00:10:00.000]  我們可能會轉國籍
[00:10:00.000 --> 00:10:02.000]  我們就轉印度籍
[00:10:02.000 --> 00:10:03.000]  國有一手
[00:10:03.000 --> 00:10:06.000]  Mason都憐憫透過一個肢體
[00:10:06.000 --> 00:10:09.000]  幫我們買到一些廁紙
[00:10:09.000 --> 00:10:12.000]  雖然原來我們有時候都會有缺乏
[00:10:12.000 --> 00:10:13.000]  但是很真
[00:10:13.000 --> 00:10:15.000]  活在現在這個社會
[00:10:15.000 --> 00:10:18.000]  都不會太多這些情況
[00:10:18.000 --> 00:10:23.000]  因為政府某個程度都會補給
[00:10:23.000 --> 00:10:26.000]  但是保羅那個年代不同
[00:10:26.000 --> 00:10:27.000]  保羅那個年代
[00:10:27.000 --> 00:10:30.000]  特別有很多基督徒是受迫的
[00:10:30.000 --> 00:10:33.000]  有些基督徒是被政府迫害
[00:10:33.000 --> 00:10:35.000]  剝奪了他們的財產
[00:10:35.000 --> 00:10:38.000]  搶他們一切所有
[00:10:38.000 --> 00:10:40.000]  他們在窮困的當中
[00:10:40.000 --> 00:10:43.000]  他們是觸襟見肘
[00:10:43.000 --> 00:10:45.000]  他們往往有時候
[00:10:45.000 --> 00:10:47.000]  都不能夠
[00:10:47.000 --> 00:10:48.000]  來帶去什麼呢
[00:10:48.000 --> 00:10:51.000]  有一個普通的生活
[00:10:51.000 --> 00:10:54.000]  所以他們會有缺乏
[00:10:54.000 --> 00:10:55.000]  但是保羅說到
[00:10:55.000 --> 00:10:59.000]  如果神來帶去幫助我們的時候
[00:10:59.000 --> 00:11:02.000]  我們還有什麼會缺乏呢
[00:11:02.000 --> 00:11:04.000]  你看看這些人
[00:11:04.000 --> 00:11:09.000]  就是因為他們過分地去拿其他的東西
[00:11:09.000 --> 00:11:10.000]  看不看到
[00:11:10.000 --> 00:11:13.000]  這個中間的衣衣買多少米
[00:11:13.000 --> 00:11:15.000]  香港人不太吃飯
[00:11:15.000 --> 00:11:17.000]  但是這些東西吃到生蜂窩
[00:11:17.000 --> 00:11:18.000]  都還沒吃完
[00:11:18.000 --> 00:11:19.000]  好了
[00:11:19.000 --> 00:11:22.000]  因為疫情的緣故
[00:11:22.000 --> 00:11:26.000]  所以他們就會用漂白水
[00:11:26.000 --> 00:11:28.000]  倒進去坑渠那裡
[00:11:28.000 --> 00:11:31.000]  我想這裡已經很糟糕了
[00:11:31.000 --> 00:11:33.000]  也很可能有個人買不到漂白水
[00:11:33.000 --> 00:11:35.000]  認為可樂都會拿到一些東西
[00:11:35.000 --> 00:11:37.000]  所以就買可樂
[00:11:37.000 --> 00:11:38.000]  就是
[00:11:38.000 --> 00:11:39.000]  問題就在這裡
[00:11:39.000 --> 00:11:41.000]  所以於是又令到其他人
[00:11:41.000 --> 00:11:43.000]  來帶去缺乏
[00:11:43.000 --> 00:11:44.000]  但是聖經裡面怎麼說呢
[00:11:44.000 --> 00:11:46.000]  我們一起來讀羅馬書
[00:11:46.000 --> 00:11:48.000]  第八章第32節
[00:11:48.000 --> 00:11:50.000]  我們一起來讀出來
[00:11:50.000 --> 00:12:00.000]  (聖經中)
[00:12:00.000 --> 00:12:02.000]  保羅就用了一個對比
[00:12:02.000 --> 00:12:04.000]  雖然我們有缺乏
[00:12:04.000 --> 00:12:06.000]  但是不要忘記
[00:12:06.000 --> 00:12:09.000]  神將祂最愛的獨生兒子
[00:12:09.000 --> 00:12:11.000]  都為了我們的緣故而差遣
[00:12:11.000 --> 00:12:13.000]  來到這個世界上
[00:12:13.000 --> 00:12:15.000]  為我們死而被釘在十字架上
[00:12:15.000 --> 00:12:17.000]  都要祂復活
[00:12:17.000 --> 00:12:18.000]  帶給我們有救贖
[00:12:18.000 --> 00:12:20.000]  祂將最好的東西都給了我們
[00:12:20.000 --> 00:12:22.000]  難道
[00:12:22.000 --> 00:12:24.000]  我們有什麼缺乏
[00:12:24.000 --> 00:12:26.000]  神給我們嗎
[00:12:26.000 --> 00:12:29.000]  我自己有一個很深的經歷
[00:12:29.000 --> 00:12:32.000]  當年我送我的兒子
[00:12:32.000 --> 00:12:34.000]  和我的女兒
[00:12:34.000 --> 00:12:35.000]  他們相隔五年
[00:12:35.000 --> 00:12:37.000]  好在讀完一個就讀另一個了
[00:12:37.000 --> 00:12:38.000]  過來英國讀書
[00:12:38.000 --> 00:12:39.000]  讀大學
[00:12:39.000 --> 00:12:42.000]  後來送我的女兒過來的時候
[00:12:42.000 --> 00:12:43.000]  現在英鎊底了
[00:12:43.000 --> 00:12:45.000]  九個多
[00:12:45.000 --> 00:12:48.000]  那時候我們的會價是
[00:12:48.000 --> 00:12:49.000]  這麼熟悉
[00:12:49.000 --> 00:12:51.000]  你都是經歷這些痛苦
[00:12:51.000 --> 00:12:54.000]  十六個多
[00:12:54.000 --> 00:12:55.000]  結果後來
[00:12:55.000 --> 00:12:58.000]  我們都不是一個很富有的人
[00:12:58.000 --> 00:13:01.000]  我將我住的房子賣了
[00:13:01.000 --> 00:13:03.000]  然後我租地方住
[00:13:03.000 --> 00:13:05.000]  送我的女兒過來
[00:13:05.000 --> 00:13:07.000]  但我都感恩那個女兒
[00:13:07.000 --> 00:13:08.000]  都是很乖
[00:13:08.000 --> 00:13:10.000]  是很節省時間
[00:13:10.000 --> 00:13:12.000]  和受到我的影響
[00:13:12.000 --> 00:13:13.000]  一次講電話的時候
[00:13:13.000 --> 00:13:14.000]  沒有WhatsApp的
[00:13:14.000 --> 00:13:15.000]  要打電話的
[00:13:15.000 --> 00:13:18.000]  知道原來她的球鞋爛了
[00:13:18.000 --> 00:13:20.000]  那麼
[00:13:20.000 --> 00:13:21.000]  她就像我
[00:13:21.000 --> 00:13:24.000]  面子還是很OK的
[00:13:24.000 --> 00:13:26.000]  但是她就塞了一個紙皮進去
[00:13:26.000 --> 00:13:28.000]  我先穿著
[00:13:28.000 --> 00:13:29.000]  因為這個是我過去所做的
[00:13:29.000 --> 00:13:31.000]  鞋面沒有爛
[00:13:31.000 --> 00:13:33.000]  鞋裂了中間
[00:13:33.000 --> 00:13:34.000]  我是會塞紙皮進去的
[00:13:34.000 --> 00:13:35.000]  只要不下雨
[00:13:35.000 --> 00:13:37.000]  是沒有問題的
[00:13:37.000 --> 00:13:38.000]  那時候
[00:13:38.000 --> 00:13:39.000]  我跟她講
[00:13:39.000 --> 00:13:40.000]  女兒不要了
[00:13:40.000 --> 00:13:41.000]  爛了的球鞋
[00:13:41.000 --> 00:13:43.000]  你真的想上運動堂的時候
[00:13:43.000 --> 00:13:44.000]  是不行的
[00:13:44.000 --> 00:13:45.000]  去買吧
[00:13:45.000 --> 00:13:46.000]  她說不是啊
[00:13:46.000 --> 00:13:47.000]  香港便宜一點的
[00:13:47.000 --> 00:13:49.000]  其實不是便宜很多
[00:13:49.000 --> 00:13:51.000]  但我跟她講
[00:13:51.000 --> 00:13:52.000]  去買
[00:13:52.000 --> 00:13:54.000]  我跟著講一句話
[00:13:54.000 --> 00:13:56.000]  爸爸連房子都賣了
[00:13:56.000 --> 00:13:58.000]  供你來讀書
[00:13:58.000 --> 00:14:00.000]  都不差在那幾百元
[00:14:00.000 --> 00:14:02.000]  去買那個球鞋
[00:14:02.000 --> 00:14:04.000]  而且都不是
[00:14:04.000 --> 00:14:05.000]  差幾百元
[00:14:05.000 --> 00:14:08.000]  那個差額不是很多
[00:14:08.000 --> 00:14:09.000]  明不明白這個道理
[00:14:09.000 --> 00:14:11.000]  我房子都賣了
[00:14:11.000 --> 00:14:15.000]  都不差在那雙鞋
[00:14:15.000 --> 00:14:17.000]  當然大家不要學
[00:14:17.000 --> 00:14:19.000]  你反正送鑽石戒指給我
[00:14:19.000 --> 00:14:21.000]  就不差在那條頸鏈
[00:14:21.000 --> 00:14:23.000]  不要這樣迫害你丈夫
[00:14:23.000 --> 00:14:25.000]  其實很痛苦的
[00:14:25.000 --> 00:14:26.000]  好了
[00:14:26.000 --> 00:14:28.000]  所以回應這段經文
[00:14:28.000 --> 00:14:32.000]  今天神是將祂最寶貴的兒子
[00:14:32.000 --> 00:14:35.000]  都為我們擺上
[00:14:35.000 --> 00:14:37.000]  難道我們次要的物質
[00:14:37.000 --> 00:14:40.000]  祂不供應我們嗎
[00:14:40.000 --> 00:14:42.000]  所以主耶穌怎麼教導我們呢
[00:14:42.000 --> 00:14:43.000]  我們一起來讀
[00:14:43.000 --> 00:14:45.000]  馬太福音第六章的第十三節
[00:14:45.000 --> 00:14:47.000]  我們一起來讀出
[00:14:47.000 --> 00:14:57.000]  要先求他的國和他的義
[00:14:57.000 --> 00:14:59.000]  這個很實在
[00:14:59.000 --> 00:15:04.000]  你愛惜你所愛的天父
[00:15:04.000 --> 00:15:06.000]  你以為他擺上
[00:15:06.000 --> 00:15:09.000]  你是不會有缺乏的
[00:15:09.000 --> 00:15:12.000]  所以你要先求他的國和他的義
[00:15:12.000 --> 00:15:13.000]  主耶穌教導你祈禱
[00:15:13.000 --> 00:15:14.000]  是怎麼祈禱
[00:15:14.000 --> 00:15:16.000]  記住那個不是叫主祷文
[00:15:16.000 --> 00:15:17.000]  主祷文在約翰福音裡面
[00:15:17.000 --> 00:15:19.000]  耶穌自己臨終的時候
[00:15:19.000 --> 00:15:20.000]  臨離開世界的時候
[00:15:20.000 --> 00:15:21.000]  祈禱
[00:15:21.000 --> 00:15:22.000]  那就是主耶穌的祷文
[00:15:22.000 --> 00:15:24.000]  Lost Prayer
[00:15:24.000 --> 00:15:25.000]  是主耶穌教我們祈禱
[00:15:25.000 --> 00:15:26.000]  我們在天上的父
[00:15:26.000 --> 00:15:27.000]  然後怎樣
[00:15:27.000 --> 00:15:29.000]  願人尊你的名為聖
[00:15:29.000 --> 00:15:31.000]  願你各降臨
[00:15:31.000 --> 00:15:32.000]  願你志行在地上
[00:15:32.000 --> 00:15:34.000]  月騰在天上
[00:15:34.000 --> 00:15:35.000]  然後才是什麼
[00:15:35.000 --> 00:15:38.000]  我們日用的飲食
[00:15:38.000 --> 00:15:40.000]  今日切及我們
[00:15:40.000 --> 00:15:41.000]  所以我們有沒有來到
[00:15:41.000 --> 00:15:42.000]  以神的事為先
[00:15:42.000 --> 00:15:44.000]  以神的事為主
[00:15:44.000 --> 00:15:46.000]  如果我們是這樣的時候
[00:15:46.000 --> 00:15:48.000]  你是不需要擔心的
[00:15:48.000 --> 00:15:50.000]  有什麼缺乏
[00:15:50.000 --> 00:15:52.000]  神不供應給你
[00:15:52.000 --> 00:15:54.000]  又說回我女兒
[00:15:54.000 --> 00:15:56.000]  其實我經歷很多恩典
[00:15:56.000 --> 00:15:58.000]  我兒子和我女兒
[00:15:58.000 --> 00:15:59.000]  過來英國讀書的時候
[00:15:59.000 --> 00:16:00.000]  很奇妙
[00:16:00.000 --> 00:16:02.000]  神是每一年都給我有機會
[00:16:02.000 --> 00:16:04.000]  過來英國港島
[00:16:04.000 --> 00:16:05.000]  但是那些人請我港島
[00:16:05.000 --> 00:16:07.000]  不是因為知道我兒子在讀書
[00:16:07.000 --> 00:16:08.000]  我是從來沒有試過
[00:16:08.000 --> 00:16:11.000]  特意自己買機票過來探望他
[00:16:11.000 --> 00:16:13.000]  我記得一次我和我女兒
[00:16:13.000 --> 00:16:15.000]  見面的時候
[00:16:15.000 --> 00:16:17.000]  人家拖著我的手
[00:16:17.000 --> 00:16:18.000]  突然露開我的手
[00:16:18.000 --> 00:16:20.000]  你的手這麼粗的
[00:16:20.000 --> 00:16:22.000]  然後做什麼呢
[00:16:22.000 --> 00:16:25.000]  那時候我兒子用90P
[00:16:25.000 --> 00:16:28.000]  買了一支手霜給我
[00:16:28.000 --> 00:16:29.000]  多寶貴
[00:16:29.000 --> 00:16:31.000]  所以我是很珍惜的
[00:16:31.000 --> 00:16:33.000]  我見他的時候才擦
