
[00:00:00.000 --> 00:00:03.000]  各位頂子妹,大家晚安
[00:02:59.000 --> 00:03:03.000]  你喜歡什麼時候真的走都沒問題
[00:03:03.000 --> 00:03:06.000]  其實跑10公里我都有這個經驗
[00:03:06.000 --> 00:03:08.000]  我記得有一年還是
[00:03:08.000 --> 00:03:11.000]  要下西隧那一年
[00:03:11.000 --> 00:03:13.000]  很多年前
[00:03:13.000 --> 00:03:14.000]  要下西隧
[00:03:14.000 --> 00:03:16.000]  在西隧出來上斜那段
[00:03:16.000 --> 00:03:19.000]  我差點想放棄
[00:03:19.000 --> 00:03:21.000]  跑10公里其實
[00:03:21.000 --> 00:03:23.000]  去到又是七八公里
[00:03:23.000 --> 00:03:25.000]  你的橫格膜開始有一點點痛
[00:03:25.000 --> 00:03:26.000]  因為沒什麼氣
[00:03:26.000 --> 00:03:28.000]  就是已經頂著頂著
[00:03:28.000 --> 00:03:30.000]  如果缺乏堅持
[00:03:30.000 --> 00:03:33.000]  就會開始放慢腳步
[00:03:33.000 --> 00:03:36.000]  又跑就變成走的了
[00:03:36.000 --> 00:03:40.000]  今天這段經文
[00:03:40.000 --> 00:03:42.000]  希伯雷書的作者
[00:03:42.000 --> 00:03:43.000]  他鼓勵讀者
[00:03:43.000 --> 00:03:46.000]  人生是一場的長途賽
[00:03:46.000 --> 00:03:48.000]  中間一定有困難
[00:03:48.000 --> 00:03:49.000]  一定有逆境
[00:03:49.000 --> 00:03:51.000]  甚至有苦難
[00:03:51.000 --> 00:03:54.000]  我們要很堅忍地走下去
[00:03:54.000 --> 00:03:56.000]  這段經文都有
[00:03:56.000 --> 00:03:58.000]  不少的運動
[00:03:58.000 --> 00:04:01.000]  和比賽的用語
[00:04:01.000 --> 00:04:03.000]  我們看看作者怎樣教我們
[00:04:03.000 --> 00:04:08.000]  預備好堅忍地走這場人生的馬拉松
[00:04:08.000 --> 00:04:09.000]  我將這一段的
[00:04:09.000 --> 00:04:12.000]  這個段落分成三個小段落
[00:04:12.000 --> 00:04:15.000]  如果你看你的程序都有
[00:04:15.000 --> 00:04:16.000]  第一到三節
[00:04:16.000 --> 00:04:21.000]  我們要去奔跑這條人生的路程
[00:04:21.000 --> 00:04:22.000]  在第二段
[00:04:22.000 --> 00:04:24.000]  就是四到十一節
[00:04:24.000 --> 00:04:26.000]  在過程裡面
[00:04:26.000 --> 00:04:27.000]  一定有逆境
[00:04:27.000 --> 00:04:30.000]  上帝會管教我們
[00:04:30.000 --> 00:04:33.000]  我們要接受管教
[00:04:33.000 --> 00:04:35.000]  不要把這些逆境
[00:04:35.000 --> 00:04:37.000]  當作上帝你作弄我
[00:04:37.000 --> 00:04:40.000]  或者為什麼人生會這麼苦呢
[00:04:40.000 --> 00:04:44.000]  是上帝在幫助我們教導我們
[00:04:44.000 --> 00:04:46.000]  第三個段落就是十二十三節
[00:04:46.000 --> 00:04:50.000]  最後作者鼓勵我們要爭作前行
[00:04:50.000 --> 00:04:51.000]  這就是三個段落
[00:04:51.000 --> 00:04:53.000]  我們先看第一個段落
[00:04:53.000 --> 00:04:55.000]  一到三節
[00:04:55.000 --> 00:04:57.000]  所以既然我們有著許多見證人
[00:04:57.000 --> 00:05:00.000]  如同雲彩圍繞我們
[00:05:00.000 --> 00:05:02.000]  就該卸下各樣重擔
[00:05:02.000 --> 00:05:04.000]  和緊緊纏累的罪
[00:05:04.000 --> 00:05:06.000]  以堅忍的心
[00:05:06.000 --> 00:05:10.000]  奔立在我們前頭的路程
[00:05:10.000 --> 00:05:11.000]  仰望我們信心
[00:05:11.000 --> 00:05:14.000]  創始成終者 耶穌
[00:05:14.000 --> 00:05:18.000]  剛才我讀的第一節和第二節的上半段
[00:05:18.000 --> 00:05:19.000]  頭半段
[00:05:19.000 --> 00:05:21.000]  有一個主動詞
[00:05:21.000 --> 00:05:23.000]  就是奔字
[00:05:23.000 --> 00:05:26.000]  就是奔跑的奔字
[00:05:26.000 --> 00:05:29.000]  我們要奔人生前面的路程
[00:05:29.000 --> 00:05:34.000]  路程這個詞也可以指競賽或者賽跑
[00:05:34.000 --> 00:05:37.000]  我們要跑這條賽道
[00:05:37.000 --> 00:05:40.000]  要跑這條人生的賽跑
[00:05:40.000 --> 00:05:42.000]  怎樣跑呢
[00:05:42.000 --> 00:05:45.000]  作者用了三個的分詞
[00:05:45.000 --> 00:05:47.000]  去連著這個主動詞
[00:05:47.000 --> 00:05:50.000]  告訴我們要怎樣跑呢
[00:05:50.000 --> 00:05:53.000]  第一個分詞就是「有」這個詞
[00:05:53.000 --> 00:05:54.000]  第一節一開始
[00:05:54.000 --> 00:05:57.000]  我們有著許多見證人的「有」字
[00:05:57.000 --> 00:05:59.000]  第二個就是「卸下」
[00:05:59.000 --> 00:06:01.000]  第三個就是「仰望」
[00:06:01.000 --> 00:06:07.000]  這三個就告訴我們怎樣走這條人生路程
[00:06:07.000 --> 00:06:10.000]  我們有著許多見證人
[00:06:10.000 --> 00:06:15.000]  應該就是指第11章那些信心為人
[00:06:15.000 --> 00:06:19.000]  有羅亞 阿伯拉罕 摩世大維等等
[00:06:19.000 --> 00:06:22.000]  有一堆信心為人
[00:06:22.000 --> 00:06:25.000]  這些如同雲彩圍著我們的信心為人
[00:06:25.000 --> 00:06:28.000]  就是我們的啦啦隊
[00:06:28.000 --> 00:06:32.000]  這些就是真真正正最好的support team
[00:06:32.000 --> 00:06:35.000]  他鼓勵我們有信心
[00:06:35.000 --> 00:06:37.000]  所以走人生路
[00:06:37.000 --> 00:06:40.000]  甚至遇到困難
[00:06:40.000 --> 00:06:42.000]  這個「有」字提醒我們
[00:06:42.000 --> 00:06:45.000]  最重要是有信心
[00:06:45.000 --> 00:06:48.000]  最重要你真的信得過耶穌
[00:06:48.000 --> 00:06:54.000]  頂姐妹我也常常提醒自己和頂姐妹
[00:06:54.000 --> 00:06:58.000]  我們不要單單信耶穌
[00:06:58.000 --> 00:07:03.000]  牧師也說了不要單單信耶穌
[00:07:03.000 --> 00:07:07.000]  我們要信得過耶穌
[00:07:07.000 --> 00:07:11.000]  單單信耶穌 我們得救上天堂
[00:07:11.000 --> 00:07:14.000]  固然是好事 很多無比
[00:07:14.000 --> 00:07:17.000]  但我們要信得過耶穌
[00:07:17.000 --> 00:07:20.000]  你有沒有認識一些人遇到苦難
[00:07:20.000 --> 00:07:23.000]  信耶穌和不信耶穌的人
[00:07:23.000 --> 00:07:26.000]  是不同的
[00:07:26.000 --> 00:07:28.000]  大家都是基督徒
[00:07:28.000 --> 00:07:31.000]  有信心和沒有信心是不同的
[00:07:31.000 --> 00:07:35.000]  有信心的是信得過耶穌
[00:07:35.000 --> 00:07:38.000]  大家都是有癌症
[00:07:38.000 --> 00:07:41.000]  大家都是那期的癌症
[00:07:41.000 --> 00:07:44.000]  信得過耶穌的是平安很多
[00:07:44.000 --> 00:07:47.000]  喜樂地面對 平安地面對
[00:07:47.000 --> 00:07:49.000]  交給耶穌
[00:07:49.000 --> 00:07:54.000]  信不過耶穌的人就很憂心 很憂慮 很不安
[00:07:54.000 --> 00:07:58.000]  所以頂姐妹我們不要單單信耶穌
[00:07:58.000 --> 00:08:00.000]  我們要信得過耶穌
[00:08:00.000 --> 00:08:03.000]  所以如果你現在面對一些困難
[00:08:03.000 --> 00:08:05.000]  甚至苦難
[00:08:05.000 --> 00:08:09.000]  我們要憑信心 不要憑眼見
[00:08:09.000 --> 00:08:13.000]  眼見就是苦難 眼見有很多困境
[00:08:13.000 --> 00:08:18.000]  我們要緊緊跟隨主耶穌這位無形的領航者
[00:08:18.000 --> 00:08:21.000]  這個很重要 要信得過他
[00:08:21.000 --> 00:08:24.000]  前面怎樣走都未必知道
[00:08:24.000 --> 00:08:28.000]  但信得過他的帶領一定最好
[00:08:28.000 --> 00:08:32.000]  這個世界明白你最多的就是耶穌
[00:08:32.000 --> 00:08:34.000]  他明白你多過你明白自己
[00:08:34.000 --> 00:08:38.000]  這個世界愛你更深的就是耶穌
[00:08:38.000 --> 00:08:41.000]  所以我們要跟隨這位領航者
[00:08:41.000 --> 00:08:44.000]  第二個分詞就是「卸下」
[00:08:44.000 --> 00:08:49.000]  這字是一個過去不定式的詞態
[00:08:49.000 --> 00:08:53.000]  這個詞態的用法是表達了我們要準備
[00:08:53.000 --> 00:08:55.000]  準備才去做這件事
[00:08:55.000 --> 00:08:59.000]  我們要準備好去興省上路
[00:08:59.000 --> 00:09:01.000]  我們要放下那些重擔
[00:09:01.000 --> 00:09:04.000]  準備我們興省上路
[00:09:04.000 --> 00:09:05.000]  其實很簡單
[00:09:05.000 --> 00:09:09.000]  你想想有沒有人會負重磅去跑步
[00:09:09.000 --> 00:09:12.000]  有沒有人背著背包去跑100公尺
[00:09:12.000 --> 00:09:19.000]  你不會背著幾本適經書去跑馬拉松
[00:09:19.000 --> 00:09:20.000]  你不會的
[00:09:20.000 --> 00:09:23.000]  我們要興省上路
[00:09:23.000 --> 00:09:25.000]  我記得當年行禮行者
[00:09:25.000 --> 00:09:28.000]  我們真的上到大帽山頂
[00:09:28.000 --> 00:09:33.000]  有支援隊約了支援隊去大帽山頂去支持我們
[00:09:33.000 --> 00:09:37.000]  有一個隊員那天正日生日
[00:09:37.000 --> 00:09:42.000]  支援隊非常好
[00:09:42.000 --> 00:09:45.000]  帶了三個蛋糕去開派對
[00:09:45.000 --> 00:09:49.000]  你想走得快也挺難的
[00:09:49.000 --> 00:09:52.000]  我們現在是在行禮行者
[00:09:52.000 --> 00:09:55.000]  又飲又吃又開派對
[00:09:55.000 --> 00:09:58.000]  結果你知道禮行者有個時限
[00:09:58.000 --> 00:10:01.000]  我們在時限前幾個小時
[00:10:01.000 --> 00:10:05.000]  剛剛在車邊才到達
[00:10:05.000 --> 00:10:08.000]  去到那裡又要按摩
[00:10:08.000 --> 00:10:10.000]  去到那裡又要吃豬紅粥
[00:10:10.000 --> 00:10:13.000]  去到那裡又要開派對
[00:10:13.000 --> 00:10:15.000]  你要走得遠
[00:10:15.000 --> 00:10:17.000]  要走得興省
[00:10:17.000 --> 00:10:21.000]  你這麼多事情都想著
[00:10:21.000 --> 00:10:24.000]  你怎樣走得快走得遠呢
[00:10:24.000 --> 00:10:27.000]  所以人生就要走得興省
[00:10:27.000 --> 00:10:28.000]  而作者提醒我們
[00:10:28.000 --> 00:10:30.000]  最重要的事是什麼
[00:10:30.000 --> 00:10:32.000]  就是醉
[00:10:32.000 --> 00:10:34.000]  這是最最最重要
[00:10:34.000 --> 00:10:37.000]  最前例我們做一個美好的人生
[00:10:37.000 --> 00:10:40.000]  就是我們得罪上帝
[00:10:40.000 --> 00:10:43.000]  那些一定要用你最大的努力
[00:10:43.000 --> 00:10:46.000]  最大的精力去跟他搏鬥
[00:10:46.000 --> 00:10:49.000]  其他的慢慢搏鬥都可以
[00:10:49.000 --> 00:10:51.000]  這些明知得罪上帝的
[00:10:51.000 --> 00:10:53.000]  要最大的努力
[00:10:53.000 --> 00:10:56.000]  我不知道現在什麼是你的重擔
[00:10:56.000 --> 00:10:59.000]  這些重擔有些可能是很正面的
[00:10:59.000 --> 00:11:00.000]  可能是你工作
[00:11:00.000 --> 00:11:04.000]  說你忽然間升了兩級
[00:11:04.000 --> 00:11:06.000]  但可能是你的重擔
[00:11:06.000 --> 00:11:08.000]  可能建立了一個好的家庭
[00:11:08.000 --> 00:11:10.000]  你生了五個子女
[00:11:10.000 --> 00:11:13.000]  可能變成你的重擔
[00:11:13.000 --> 00:11:15.000]  這些姊妹
[00:11:15.000 --> 00:11:17.000]  我們要走得興省
[00:11:17.000 --> 00:11:19.000]  不是我剛才說的那些例子
[00:11:19.000 --> 00:11:20.000]  不是叫你不升職
[00:11:20.000 --> 00:11:22.000]  不是叫你不生兒女
[00:11:22.000 --> 00:11:23.000]  不是這樣的意思
[00:11:23.000 --> 00:11:25.000]  你要找出什麼阻礙你
[00:11:25.000 --> 00:11:30.000]  走一條上帝要你走的人生路
[00:11:30.000 --> 00:11:34.000]  而罪是其中重中之重
[00:11:34.000 --> 00:11:35.000]  必須要卸下
[00:11:35.000 --> 00:11:38.000]  所以作者要再補充多一點
[00:11:38.000 --> 00:11:40.000]  我們要堅忍
[00:11:40.000 --> 00:11:43.000]  如果用和合本就是全心忍耐
[00:11:43.000 --> 00:11:45.000]  如果你背關和合本
[00:11:45.000 --> 00:11:47.000]  堅忍就是忍耐
[00:11:47.000 --> 00:11:49.000]  原文是同一個字
[00:11:49.000 --> 00:11:52.000]  堅忍這個字其實
[00:11:52.000 --> 00:11:54.000]  你可以說是一個複合字
[00:11:54.000 --> 00:11:57.000]  Hupomone這個字
[00:11:57.000 --> 00:11:59.000]  Hupo就是under
[00:11:59.000 --> 00:12:02.000]  就是在之下在下面
[00:12:02.000 --> 00:12:04.000]  Menno就是remain
[00:12:04.000 --> 00:12:06.000]  就是維持在
[00:12:06.000 --> 00:12:08.000]  所以這個字如果用字面
[00:12:08.000 --> 00:12:12.000]  你直接翻譯就是remain under
[00:12:12.000 --> 00:12:15.000]  就是維持在之下
[00:12:15.000 --> 00:12:17.000]  這個字就是堅忍和忍耐
[00:12:17.000 --> 00:12:20.000]  的最基本字面意義
[00:12:20.000 --> 00:12:22.000]  原來你這樣看
[00:12:22.000 --> 00:12:24.000]  忍耐或者堅忍的意思就是
[00:12:24.000 --> 00:12:27.000]  你維持在某種狀況之下
[00:12:27.000 --> 00:12:30.000]  就是能夠活在困難
[00:12:30.000 --> 00:12:32.000]  逆境甚至苦難
[00:12:32.000 --> 00:12:35.000]  下面那種的能力
[00:12:35.000 --> 00:12:39.000]  頂子妹我們華人很喜歡
[00:12:39.000 --> 00:12:41.000]  笑災解難
[00:12:41.000 --> 00:12:43.000]  這個我們不知為何很根深蒂固
[00:12:43.000 --> 00:12:45.000]  有苦難拿開它
[00:12:45.000 --> 00:12:47.000]  不一定錯
[00:12:47.000 --> 00:12:49.000]  但是如果我們這樣
[00:12:49.000 --> 00:12:52.000]  就未必經歷到很多的
[00:12:52.000 --> 00:12:54.000]  上帝想教導我們
[00:12:54.000 --> 00:12:57.000]  幫助我們鍛鍊我們的東西
[00:12:57.000 --> 00:12:59.000]  所以甚至有些苦難
[00:12:59.000 --> 00:13:01.000]  根本你沒有辦法拿走
[00:13:01.000 --> 00:13:03.000]  我們幾年前有疫症
[00:13:03.000 --> 00:13:06.000]  你不是說想拿走就拿走
[00:13:06.000 --> 00:13:08.000]  你有沒有能夠活在
[00:13:08.000 --> 00:13:10.000]  這種苦難困難裡面
[00:13:10.000 --> 00:13:12.000]  那種的能力呢
[00:13:12.000 --> 00:13:16.000]  如果上帝讓我有絕症
[00:13:16.000 --> 00:13:19.000]  我有沒有活在這種絕症下面的能力呢
[00:13:19.000 --> 00:13:21.000]  這種就是忍耐
[00:13:21.000 --> 00:13:23.000]  不是要笑災解難
[00:13:23.000 --> 00:13:25.000]  不是一有苦難就拿走
[00:13:25.000 --> 00:13:29.000]  甚至是逃避一些困難
[00:13:29.000 --> 00:13:32.000]  所以忍耐就是活在這種
[00:13:32.000 --> 00:13:35.000]  狀況困難之下的能力
[00:13:35.000 --> 00:13:37.000]  是一種仰望上帝
[00:13:37.000 --> 00:13:40.000]  我們等待上帝出手
[00:13:40.000 --> 00:13:42.000]  將那個盼望完全放在
[00:13:42.000 --> 00:13:45.000]  上帝那裡的心態
[00:13:45.000 --> 00:13:48.000]  忍耐我覺得不是被動無奈
[00:13:48.000 --> 00:13:50.000]  我屈服在逆境也沒辦法
[00:13:50.000 --> 00:13:52.000]  上帝要我這樣
[00:13:52.000 --> 00:13:55.000]  而是主動憑信心
[00:13:55.000 --> 00:13:58.000]  仰望上帝你去介入
[00:13:58.000 --> 00:13:59.000]  你來幫我
[00:13:59.000 --> 00:14:02.000]  即使這個苦難伴我一生也不要緊
[00:14:02.000 --> 00:14:05.000]  我是活在這個苦難當中
[00:14:05.000 --> 00:14:08.000]  很多有信心的人
[00:14:08.000 --> 00:14:11.000]  很多很屬靈的人都是這樣
[00:14:11.000 --> 00:14:15.000]  耶穌忍耐的在赫西馬利園
[00:14:15.000 --> 00:14:18.000]  雖然這個杯他也想拿走
[00:14:18.000 --> 00:14:22.000]  不過他也是願意去領這個苦杯
[00:14:22.000 --> 00:14:24.000]  保羅很多人忍耐
[00:14:24.000 --> 00:14:26.000]  你看哥倫多後書
[00:14:26.000 --> 00:14:29.000]  他的苦難清單長到艱難到
[00:14:29.000 --> 00:14:31.000]  他忍耐
[00:14:31.000 --> 00:14:33.000]  我經常說有很多人
[00:14:33.000 --> 00:14:34.000]  譬如杏林子他有病
[00:14:34.000 --> 00:14:36.000]  Nick沒有手沒有腳
[00:14:36.000 --> 00:14:37.000]  很多都忍耐
[00:14:37.000 --> 00:14:40.000]  上帝沒有給回手腳
[00:14:40.000 --> 00:14:42.000]  這位弟兄
[00:14:42.000 --> 00:14:44.000]  但就用他沒有手沒有腳的人生
[00:14:44.000 --> 00:14:47.000]  成為很多人的祝福
[00:14:47.000 --> 00:14:51.000]  弟兄姊妹我們要學習忍耐
[00:14:51.000 --> 00:14:54.000]  說回當年偽行者
[00:14:54.000 --> 00:14:57.000]  如果你走過十段偽行者
[00:14:57.000 --> 00:14:59.000]  最長那段就是第十段
[00:14:59.000 --> 00:15:01.000]  即是路途的長短
[00:15:01.000 --> 00:15:03.000]  也是最後一段
[00:15:03.000 --> 00:15:06.000]  走完第十段就見到終點
[00:15:06.000 --> 00:15:08.000]  就去到終點
[00:15:08.000 --> 00:15:12.000]  去到第十段我們有一個隊員
[00:15:12.000 --> 00:15:15.000]  體力嚴重透支
[00:15:15.000 --> 00:15:18.000]  他產生幻覺
[00:15:18.000 --> 00:15:19.000]  他見到前面有屋
[00:15:19.000 --> 00:15:22.000]  他以為已經終點見到屋
[00:15:22.000 --> 00:15:24.000]  這些只是樹葉
[00:15:24.000 --> 00:15:25.000]  不是屋
[00:15:25.000 --> 00:15:29.000]  因為他的體力已經非常嚴重透支
[00:15:29.000 --> 00:15:31.000]  終點在望
[00:15:31.000 --> 00:15:34.000]  我們都要決定究竟是繼續
[00:15:34.000 --> 00:15:35.000]  還是放棄
[00:15:35.000 --> 00:15:37.000]  我們全隊都信耶穌
[00:15:37.000 --> 00:15:41.000]  全隊最後一致的決定都是
[00:15:41.000 --> 00:15:44.000]  憑信心要見人
[00:15:44.000 --> 00:15:45.000]  要忍耐
[00:15:45.000 --> 00:15:47.000]  繼續走下去
[00:15:47.000 --> 00:15:48.000]  互相扶持
[00:15:48.000 --> 00:15:51.000]  你幫他背上所有重擔
[00:15:51.000 --> 00:15:52.000]  繼續走下去
[00:15:52.000 --> 00:15:53.000]  最後都完成到
[00:15:53.000 --> 00:15:56.000]  最後都在時限裏面完成到
[00:15:56.000 --> 00:15:58.000]  所以忍耐是人生很重要
[00:15:58.000 --> 00:16:00.000]  所以作者在這裏
[00:16:00.000 --> 00:16:01.000]  這不是分詞
[00:16:01.000 --> 00:16:02.000]  不過都補充
[00:16:02.000 --> 00:16:08.000]  我們怎樣去脫去我們的罪
[00:16:08.000 --> 00:16:10.000]  最後的分詞就是仰望
[00:16:10.000 --> 00:16:12.000]  這個分詞是現在時態
[00:16:12.000 --> 00:16:15.000]  很明顯是指不斷的仰望
[00:16:15.000 --> 00:16:18.000]  不是你信耶穌才仰望耶穌
[00:16:18.000 --> 00:16:20.000]  不是我們有困難才仰望祂
[00:16:20.000 --> 00:16:22.000]  是你人生無論在順境逆境
[00:16:22.000 --> 00:16:25.000]  你不斷仰望各位是耶穌基督
[00:16:25.000 --> 00:16:26.000]  在這一句裏面
[00:16:26.000 --> 00:16:28.000]  即是第二節的頭這一句
[00:16:28.000 --> 00:16:31.000]  這一段短句
[00:16:31.000 --> 00:16:34.000]  耶穌這只是擺在最後的位置
[00:16:34.000 --> 00:16:36.000]  一般的解經都是強調
[00:16:36.000 --> 00:16:38.000]  我們整個人生
[00:16:38.000 --> 00:16:40.000]  跑這條人生的馬拉松
[00:16:40.000 --> 00:16:43.000]  我們要仰望那些不是其他的東西
[00:16:43.000 --> 00:16:45.000]  不是仰望你有多少資源
[00:16:45.000 --> 00:16:47.000]  你有多少學歷
[00:16:47.000 --> 00:16:49.000]  你信了主多久
[00:16:49.000 --> 00:16:51.000]  你在教會做到什麼高位
[00:16:51.000 --> 00:16:52.000]  不是這些
[00:16:52.000 --> 00:16:54.000]  仰望的是耶穌基督
[00:16:54.000 --> 00:16:57.000]  亦都必須是耶穌基督
[00:16:57.000 --> 00:17:00.000]  因為耶穌是我們信心的創始者
[00:17:00.000 --> 00:17:03.000]  即是我們信心的來源和引領者
[00:17:03.000 --> 00:17:05.000]  這位就是耶穌基督
[00:17:05.000 --> 00:17:08.000]  耶穌亦都是我們信心的完成者
[00:17:08.000 --> 00:17:10.000]  靠祂我們的信心
[00:17:10.000 --> 00:17:14.000]  才能夠完全地去表現出來
[00:17:14.000 --> 00:17:15.000]  聖經說
[00:17:15.000 --> 00:17:17.000]  耶穌是阿拉伐
[00:17:17.000 --> 00:17:19.000]  耶穌是俄媒家
[00:17:19.000 --> 00:17:21.000]  祂是首先亦都是幕後
[00:17:21.000 --> 00:17:22.000]  祂是始祂是終
[00:17:22.000 --> 00:17:24.000]  所以我們由頭到尾
[00:17:24.000 --> 00:17:26.000]  整段的人生路所仰望各位
[00:17:26.000 --> 00:17:27.000]  沒有其他
[00:17:27.000 --> 00:17:29.000]  千萬不要加其他東西
[00:17:29.000 --> 00:17:32.000]  是唯獨仰望耶穌基督
[00:17:32.000 --> 00:17:38.000]  耶穌是在你人生起點線的施令員
[00:17:38.000 --> 00:17:41.000]  你要開始走你的人生路
[00:17:41.000 --> 00:17:46.000]  耶穌亦都是在你人生終點線的裁判
[00:17:46.000 --> 00:17:49.000]  我們一定要仰望著耶穌
[00:17:49.000 --> 00:17:52.000]  你跑走這條人生的路
[00:17:52.000 --> 00:17:54.000]  為什麼要望著祂呢
[00:17:54.000 --> 00:17:56.000]  祂有什麼特別呢
[00:17:56.000 --> 00:18:00.000]  跟著作者說:他因那擺在前面的喜樂
[00:18:00.000 --> 00:18:01.000]  興亢羞辱
[00:18:01.000 --> 00:18:03.000]  忍受了十字架的苦難
[00:18:03.000 --> 00:18:06.000]  如今已坐在神寶座的右邊
[00:18:06.000 --> 00:18:09.000]  你們要仔細想這位忍受了罪人
[00:18:09.000 --> 00:18:11.000]  如此頂撞的耶穌
[00:18:11.000 --> 00:18:14.000]  你們就不自心灰意難了
[00:18:14.000 --> 00:18:16.000]  耶穌就是我們的人版
[00:18:16.000 --> 00:18:17.000]  你想走人生的路
[00:18:17.000 --> 00:18:19.000]  就仰望這位人版
[00:18:19.000 --> 00:18:22.000]  祂對父神有沒有信心
[00:18:22.000 --> 00:18:24.000]  有絕對的信心
[00:18:24.000 --> 00:18:26.000]  祂有沒有被罪前淚
[00:18:26.000 --> 00:18:28.000]  祂沒有犯過罪
[00:18:28.000 --> 00:18:30.000]  祂忍受了十字架的苦難
[00:18:30.000 --> 00:18:33.000]  忍受了罪人的撥逸頂撞
[00:18:33.000 --> 00:18:37.000]  因為祂見到前面的喜樂
[00:18:37.000 --> 00:18:39.000]  祂可以坐在神寶座的右邊
[00:18:39.000 --> 00:18:41.000]  同得榮耀
[00:18:41.000 --> 00:18:43.000]  領子妹你有沒有想過
[00:18:43.000 --> 00:18:46.000]  我們將來一樣可以在永恆裡面
[00:18:46.000 --> 00:18:50.000]  同主有永生的福樂
[00:18:50.000 --> 00:18:55.000]  這是不是一個很大的動力
[00:18:55.000 --> 00:18:59.000]  我們跟從耶穌走這條路
[00:18:59.000 --> 00:19:01.000]  我們最終就是在永恆裡面
[00:19:01.000 --> 00:19:05.000]  同耶穌同上帝有永恆的福樂
[00:19:05.000 --> 00:19:10.000]  對我來說是一個極大的動力
[00:19:10.000 --> 00:19:13.000]  那些可以輕寒可以放下
[00:19:13.000 --> 00:19:15.000]  那些苦難很短暫
