
[00:00:00.000 --> 00:00:02.760]  我在美國居住的時間大約一半
[00:01:22.160 --> 00:01:24.640]  經濟問題 甚至恐怖分子
[00:01:24.640 --> 00:01:26.640]  這是四個星期前講的
[00:01:28.120 --> 00:01:30.680]  昨天和前天兩件事發生
[00:01:30.680 --> 00:01:31.960]  就是在巴黎
[00:01:31.960 --> 00:01:34.200]  一個在足球場
[00:01:34.200 --> 00:01:36.760]  第二個在演唱會
[00:01:36.760 --> 00:01:40.360]  在演唱會裡有兩支AK-47在發射
[00:01:40.360 --> 00:01:43.480]  每一分鐘65發子彈
[00:01:43.480 --> 00:01:44.600]  很多人受傷
[00:01:44.600 --> 00:01:45.640]  不過今天
[00:01:45.640 --> 00:01:46.920]  我不是講這個題目
[00:01:46.920 --> 00:01:49.920]  因為今天沒時間講長的題目
[00:01:49.920 --> 00:01:51.920]  我今天講短的那個
[00:01:51.920 --> 00:01:53.440]  有人問 有學生問我
[00:01:53.440 --> 00:01:54.240]  年輕人問我
[00:01:54.240 --> 00:01:55.560]  為什麼神是愛
[00:01:55.560 --> 00:01:56.680]  God is love
[00:01:56.680 --> 00:01:58.240]  為什麼會有七年大災難
[00:01:58.240 --> 00:01:59.880]  這個災難是非同小可的
[00:01:59.880 --> 00:02:02.320]  我們人類歷史從來沒有試過這樣的災難
[00:02:02.320 --> 00:02:03.160]  以後也沒有
[00:02:03.160 --> 00:02:04.120]  這是耶穌講的
[00:02:04.120 --> 00:02:06.120]  耶穌在馬塔福音第24章講的
[00:02:06.120 --> 00:02:09.440]  我從來沒有這樣的感覺
[00:02:09.440 --> 00:02:11.200]  知道教會被提很快
[00:02:11.200 --> 00:02:12.840]  是imminent
[00:02:12.840 --> 00:02:15.640]  教會被提之後馬上有七年大災難
[00:02:15.640 --> 00:02:18.640]  那四個人在一年裡面
[00:02:18.640 --> 00:02:20.520]  世界人口死四分一
[00:02:20.520 --> 00:02:22.040]  再過兩年半
[00:02:22.040 --> 00:02:25.240]  總共世界人口是死一半
[00:02:25.240 --> 00:02:28.280]  主耶穌說你們逃難的時候要祈求
[00:02:28.280 --> 00:02:30.400]  奶孩子和懷孕的有和了
[00:02:30.400 --> 00:02:33.800]  你們應當祈求在逃難的時候不要遇見冬天
[00:02:33.800 --> 00:02:34.840]  或者遇到暗昔日
[00:02:34.840 --> 00:02:36.680]  因為你連奶都買不到
[00:02:36.680 --> 00:02:38.880]  尿片都買不到
[00:02:38.880 --> 00:02:41.760]  日本有地震 最近有6.5級
[00:02:41.760 --> 00:02:43.240]  今天恐怖物質 恐怖活動
[00:02:43.240 --> 00:02:44.240]  以後也有的
[00:02:44.240 --> 00:02:45.120]  傳道書講的
[00:02:45.120 --> 00:02:48.440]  所羅門教說 日光之下無新事
[00:02:48.440 --> 00:02:51.040]  以前發生的事 以後也會發生
[00:02:51.040 --> 00:02:52.640]  以前發生的事沒有人紀念
[00:02:52.640 --> 00:02:55.280]  以後發生的事後來的人也不紀念
[00:02:55.280 --> 00:02:57.320]  日光之下是無新事
[00:02:57.320 --> 00:02:58.840]  不過他沒有講日光之上
[00:02:58.840 --> 00:02:59.760]  日光之上
[00:02:59.760 --> 00:03:01.800]  Everything is new
[00:03:01.800 --> 00:03:03.680]  為甚麼會有七年大災難呢
[00:03:03.680 --> 00:03:05.080]  為甚麼神容許這件事發生
[00:03:05.080 --> 00:03:06.960]  七年大災難一定要有的
[00:03:06.960 --> 00:03:08.960]  我今天跟你解釋
[00:03:08.960 --> 00:03:10.360]  根據聖經
[00:03:10.360 --> 00:03:12.240]  為甚麼會有七年大災難
[00:03:12.240 --> 00:03:13.920]  我們知道在舊約時代
[00:03:13.920 --> 00:03:15.440]  神藉著猶太人
[00:03:15.440 --> 00:03:18.440]  賦起神的國度交給猶太人
[00:03:18.440 --> 00:03:20.800]  天國就在猶太人的手裡
[00:03:20.800 --> 00:03:22.600]  自從揀選了阿巴拉罕之後
[00:03:22.600 --> 00:03:24.600]  他們有福分
[00:03:24.600 --> 00:03:26.360]  也有責任向普世傳福音
[00:03:26.360 --> 00:03:28.680]  但是他們做不到
[00:03:28.680 --> 00:03:31.320]  他們知道他們所信的神是唯一的真神
[00:03:31.320 --> 00:03:33.080]  They know that
[00:03:33.080 --> 00:03:34.400]  所以他們驕傲
[00:03:34.400 --> 00:03:35.840]  覺得我們猶太人很厲害
[00:03:35.840 --> 00:03:37.520]  看不起外邦人
[00:03:37.520 --> 00:03:40.120]  外邦人和狗是差不多的
[00:03:40.120 --> 00:03:41.360]  那麼
[00:03:41.360 --> 00:03:44.480]  舊約最後一本書叫做《馬拉契》
[00:03:44.480 --> 00:03:45.760]  《馬拉契書》
[00:03:45.760 --> 00:03:49.080]  第四章 第五節 第六節講甚麼
[00:03:49.080 --> 00:03:51.680]  在那個大而可畏的日子未來到之前
[00:03:51.680 --> 00:03:55.160]  他要差遣他的僕人伊利亞來到
[00:03:55.160 --> 00:03:58.000]  之後就沒有先知了
[00:03:58.000 --> 00:04:01.040]  舊約和新約距離四百年
[00:04:01.040 --> 00:04:02.880]  實沒話說
[00:04:02.880 --> 00:04:04.120]  突然間
[00:04:04.120 --> 00:04:06.880]  在百里行的野地裡有牧羊的人
[00:04:06.880 --> 00:04:09.320]  夜間按著羹似看守羊群
[00:04:09.320 --> 00:04:11.600]  有主力使者在他們中間說
[00:04:11.600 --> 00:04:14.160]  我告訴你們一個大喜的訊息
[00:04:14.160 --> 00:04:16.280]  是關乎萬民的
[00:04:16.280 --> 00:04:18.200]  就是今天在大衛的城裡
[00:04:18.200 --> 00:04:20.720]  為你們預備了一個救主基督
[00:04:20.720 --> 00:04:23.240]  祂裹著布 臥在馬槽裡
[00:04:23.240 --> 00:04:24.880]  那就是記號了
[00:04:24.880 --> 00:04:26.680]  猶太人 以色列國
[00:04:26.680 --> 00:04:28.760]  你不得不驚訝
[00:04:28.760 --> 00:04:30.160]  沒有先知講
[00:04:30.160 --> 00:04:32.160]  四百年
[00:04:32.160 --> 00:04:34.360]  又說話語氣小
[00:04:34.360 --> 00:04:36.720]  簡直沒有默示
[00:04:36.720 --> 00:04:38.320]  現在突然間
[00:04:38.320 --> 00:04:39.680]  尼沙瓦來臨
[00:04:39.680 --> 00:04:41.800]  尼沙瓦即是主耶穌第一次降臨
[00:04:41.800 --> 00:04:44.360]  尼沙瓦即是救主的意思
[00:04:44.360 --> 00:04:48.120]  當摩西沒有機會出加南
[00:04:48.120 --> 00:04:51.200]  在抗日裡死的時候 神答應他們
[00:04:51.200 --> 00:04:53.840]  我為你們預備另外一個救主
[00:04:53.840 --> 00:04:56.360]  那個就是尼沙瓦
[00:04:56.360 --> 00:04:58.120]  猶太人就等那個尼沙瓦來
[00:04:58.120 --> 00:05:01.880]  因為他亡國之後被羅馬壓迫
[00:05:01.880 --> 00:05:03.240]  抽稅很重
[00:05:03.240 --> 00:05:04.280]  你打魚
[00:05:04.280 --> 00:05:05.480]  你每打三條魚
[00:05:05.480 --> 00:05:09.320]  有一條要交給政府 交給希臘王
[00:05:09.320 --> 00:05:11.320]  很重稅
[00:05:11.320 --> 00:05:15.480]  神藉著什麼人去準備以色列國迎接尼沙瓦呢
[00:05:15.480 --> 00:05:18.040]  這個人就叫施洗約翰
[00:05:18.040 --> 00:05:20.920]  我感覺到教會被提會很快
[00:05:20.920 --> 00:05:23.960]  我今年74歲 我未必有機會看到教會被提
[00:05:23.960 --> 00:05:26.280]  我相信在座中間
[00:05:26.280 --> 00:05:28.200]  應該有人會看到教會被提
[00:05:28.200 --> 00:05:30.240]  即是你不需要經過肉身死亡
[00:05:30.240 --> 00:05:32.200]  身體改變的那幾個翻譯
[00:05:32.200 --> 00:05:35.080]  由扭壞的變成不扭壞的
[00:05:35.080 --> 00:05:37.400]  教會被提即是活在地上的基督徒
[00:05:37.400 --> 00:05:40.520]  當個大災難未來之先
[00:05:40.520 --> 00:05:41.680]  是很痛苦的
[00:05:41.680 --> 00:05:44.400]  神就將活在地上的基督徒拿走了
[00:05:44.400 --> 00:05:45.920]  拿到哪裡 不是拿到天堂
[00:05:45.920 --> 00:05:47.640]  有肉身不去了天堂
[00:05:47.640 --> 00:05:49.080]  只有靈魂去了天堂
[00:05:49.080 --> 00:05:50.680]  有肉身在空中
[00:05:50.680 --> 00:05:52.200]  in the air
[00:05:52.200 --> 00:05:53.480]  在這個物質世界裏面
[00:05:53.480 --> 00:05:55.120]  主耶穌就在天堂裏面
[00:05:55.120 --> 00:05:58.720]  將新約聖徒 即是教會
[00:05:58.720 --> 00:06:01.720]  已經先讓我們去的那些人的靈魂
[00:06:01.720 --> 00:06:04.520]  給回肉身 肉身是不會扭壞的
[00:06:04.520 --> 00:06:08.720]  在天空中降落 我們與主空中相遇
[00:06:08.720 --> 00:06:10.840]  這個叫做教會被提
[00:06:10.840 --> 00:06:12.320]  地上就打到落花流水
[00:06:12.320 --> 00:06:14.240]  天空上有兩件事要做
[00:06:14.240 --> 00:06:16.040]  第一就是基督台前的審判
[00:06:16.040 --> 00:06:18.520]  神要審判我們
[00:06:18.520 --> 00:06:19.960]  這個不是定罪的審判
[00:06:19.960 --> 00:06:22.320]  這是獎賞的審判
[00:06:22.320 --> 00:06:25.360]  耶穌說 多給誰 向誰多取
[00:06:25.360 --> 00:06:27.440]  我很害怕這件事
[00:06:27.440 --> 00:06:29.360]  More is given
[00:06:29.360 --> 00:06:32.240]  More is asked
[00:06:32.240 --> 00:06:33.920]  神讚那個僕人
[00:06:33.920 --> 00:06:36.040]  拿五千賺五千 拿二千賺二千
[00:06:36.040 --> 00:06:39.000]  拿一千 期望他賺一千
[00:06:39.000 --> 00:06:41.000]  然後讚他們有忠心 有良善的僕人
[00:06:41.000 --> 00:06:42.280]  什麼叫忠心
[00:06:42.280 --> 00:06:43.840]  忠心不是難
[00:06:43.840 --> 00:06:45.680]  在教會裡侍奉
[00:06:45.680 --> 00:06:48.080]  在機構裡侍奉
[00:06:48.080 --> 00:06:50.240]  在為主的名義做工作
[00:06:50.240 --> 00:06:51.400]  為神的國度工作
[00:06:51.400 --> 00:06:52.640]  你的方向是對的
[00:06:52.640 --> 00:06:54.440]  你就是忠心 你就是良善
[00:06:54.440 --> 00:06:57.560]  但忠心是另一回事
[00:06:57.560 --> 00:06:59.800]  他給你五千 你要賺五千
[00:06:59.800 --> 00:07:02.560]  那我賺三千九呢
[00:07:02.560 --> 00:07:05.120]  你老闆說不錯
[00:07:05.120 --> 00:07:07.760]  在神面前那是不夠的
[00:07:07.760 --> 00:07:09.880]  賺四千九好嗎
[00:07:09.880 --> 00:07:13.440]  你沒辦法贏得忠心的稱讚
[00:07:13.440 --> 00:07:15.600]  我都不敢在神面前預備求
[00:07:15.600 --> 00:07:17.040]  你有忠心 有良善的僕人
[00:07:17.040 --> 00:07:18.520]  良善我應該沒問題
[00:07:18.520 --> 00:07:20.280]  忠心有問題
[00:07:20.280 --> 00:07:21.880]  所以我在神面前求祈禱
[00:07:21.880 --> 00:07:23.440]  我都說神啊我預備
[00:07:23.440 --> 00:07:25.880]  好像釘在耶穌十字架旁邊
[00:07:25.880 --> 00:07:26.880]  有一個強盜佩戈
[00:07:26.880 --> 00:07:28.880]  主啊當你德國降臨的時候
[00:07:28.880 --> 00:07:29.760]  求祢紀念我
[00:07:29.760 --> 00:07:31.360]  夠了 耶穌能夠紀念我
[00:07:31.360 --> 00:07:33.760]  我已經滿足
[00:07:33.760 --> 00:07:35.640]  主耶穌第二次降臨
[00:07:35.640 --> 00:07:37.080]  第二次降臨
[00:07:37.080 --> 00:07:39.320]  就在七年大災難之前
[00:07:39.320 --> 00:07:40.480]  教會給提了
[00:07:40.480 --> 00:07:41.760]  在空中做兩件事
[00:07:41.760 --> 00:07:42.880]  第一個就是審判
[00:07:42.880 --> 00:07:43.760]  獎賞審判
[00:07:43.760 --> 00:07:45.280]  審判從教會開始
[00:07:45.280 --> 00:07:47.280]  我告訴你審判是從獎執開始
[00:07:47.280 --> 00:07:48.840]  從傳道人牧師開始
[00:07:48.840 --> 00:07:50.160]  然後長老執事
[00:07:50.160 --> 00:07:52.240]  然後侍奉恩怨
[00:07:52.240 --> 00:07:54.360]  有很多人會在那裡咬牙
[00:07:54.360 --> 00:07:55.440]  跟著咬牙切齒
[00:07:55.440 --> 00:07:57.040]  哎呀我應該做福音工作
[00:07:57.040 --> 00:07:57.840]  為什麼我不做
[00:07:57.840 --> 00:07:59.880]  只顧著一些歡樂
[00:07:59.880 --> 00:08:02.600]  就是Pleasure Seeking
[00:08:02.600 --> 00:08:04.000]  我大港引來就好了
[00:08:04.000 --> 00:08:06.320]  他信得住我又有Credit
[00:08:06.320 --> 00:08:07.440]  我沒做 為什麼我不做
[00:08:07.440 --> 00:08:08.720]  為什麼我這麼蠢
[00:08:08.720 --> 00:08:11.080]  但是沒辦法回頭
[00:08:11.080 --> 00:08:15.080]  早知如此何必當初
[00:08:15.080 --> 00:08:16.520]  當耶穌第二次降臨
[00:08:16.520 --> 00:08:19.240]  就是在天上審判完畢
[00:08:19.240 --> 00:08:21.480]  然後主耶穌就宣佈一件事
[00:08:21.480 --> 00:08:24.000]  這件事就是
[00:08:24.000 --> 00:08:27.360]  基督和教會要結婚
[00:08:27.360 --> 00:08:29.120]  當然結婚不是我們地上那樣
[00:08:29.120 --> 00:08:31.040]  一會兒下午兩點半有個婚禮
[00:08:31.040 --> 00:08:31.880]  不是這樣的
[00:08:31.880 --> 00:08:33.920]  跟男女沒有關係
[00:08:33.920 --> 00:08:36.280]  而且是耶穌說的
[00:08:36.280 --> 00:08:37.440]  我們在永恆裡面
[00:08:37.440 --> 00:08:39.600]  沒有男沒有女沒有婚禮
[00:08:39.600 --> 00:08:41.000]  不嫁也不娶
[00:08:41.000 --> 00:08:43.200]  就像天上的使者一樣
[00:08:43.200 --> 00:08:44.440]  為什麼叫結婚呢
[00:08:44.440 --> 00:08:45.800]  因為人生裡面
[00:08:45.800 --> 00:08:48.360]  有些事情是令我們很興奮的
[00:08:48.360 --> 00:08:49.640]  我中文退步了
[00:08:49.640 --> 00:08:50.720]  有四樣東西
[00:08:50.720 --> 00:08:52.000]  我只記得三樣
[00:08:52.000 --> 00:08:52.880]  因為我不是讀中文
[00:08:52.880 --> 00:08:54.640]  我很怕國語
[00:08:54.640 --> 00:08:58.240]  我的中文全部都忘記了
[00:08:58.240 --> 00:09:01.000]  在遠鄉遇見一個
[00:09:01.000 --> 00:09:04.680]  在很遠的地方遇見一個
[00:09:04.680 --> 00:09:06.840]  舊日式的朋友
[00:09:06.840 --> 00:09:08.960]  Childhood friend
[00:09:08.960 --> 00:09:10.280]  那一瞬間
[00:09:10.280 --> 00:09:11.920]  在南非突然間
[00:09:11.920 --> 00:09:13.280]  看到有人賣雲吞麵
[00:09:13.280 --> 00:09:15.760]  那個賣雲吞麵的說廣東話的
[00:09:15.760 --> 00:09:16.640]  還有香港來的
[00:09:16.640 --> 00:09:17.840]  很高興的
[00:09:17.840 --> 00:09:19.360]  每天都去光顧他
[00:09:19.360 --> 00:09:21.840]  那個瞬間很高興
[00:09:21.840 --> 00:09:23.320]  洞房花燭夜
[00:09:23.320 --> 00:09:25.720]  能夠跟你所愛的人結婚
[00:09:25.720 --> 00:09:26.760]  第一晚結婚
[00:09:26.760 --> 00:09:29.120]  那種興奮都不知道
[00:09:29.120 --> 00:09:31.040]  怎麼去形容
[00:09:31.040 --> 00:09:33.080]  金榜提名時
[00:09:33.080 --> 00:09:34.840]  當一個狀元去看榜的時候
[00:09:34.840 --> 00:09:37.240]  原來我的名字是狀元
[00:09:37.240 --> 00:09:39.080]  是那個瞬間
[00:09:39.080 --> 00:09:40.440]  所以主耶穌就
[00:09:40.440 --> 00:09:41.920]  用這個比喻來讓我們知道
[00:09:41.920 --> 00:09:43.920]  原來教會跟耶穌
[00:09:43.920 --> 00:09:45.800]  跟基督 跟教會
[00:09:45.800 --> 00:09:47.760]  就是結婚
[00:09:47.760 --> 00:09:49.600]  但是只是宣佈結婚
[00:09:49.600 --> 00:09:51.120]  不會擺酒
[00:09:51.120 --> 00:09:53.320]  因為沒有嘉賓
[00:09:53.320 --> 00:09:56.080]  有沒有一對夫婦新婚
[00:09:56.080 --> 00:09:56.880]  擺幾十圍酒
[00:09:56.880 --> 00:09:57.640]  但是沒有人來
[00:09:57.640 --> 00:10:00.040]  是兩支弓硬著頭皮的
[00:10:00.040 --> 00:10:01.400]  沒有的
[00:10:01.400 --> 00:10:02.960]  什麼時候才擺
[00:10:02.960 --> 00:10:04.160]  基督的婚宴
[00:10:04.160 --> 00:10:06.760]  是千禧年才擺酒
[00:10:06.760 --> 00:10:08.240]  那哪些是嘉賓呢
[00:10:08.240 --> 00:10:10.040]  舊約聖徒
[00:10:10.040 --> 00:10:12.400]  就是得救的人 但不是教會
[00:10:12.400 --> 00:10:14.520]  教會以外 舊約聖徒
[00:10:14.520 --> 00:10:17.040]  大衛 十號二 先知
[00:10:17.040 --> 00:10:18.640]  得救的
[00:10:18.640 --> 00:10:20.760]  他們做嘉賓
[00:10:20.760 --> 00:10:22.080]  還有在大災難裡面
[00:10:22.080 --> 00:10:23.320]  教會被提之後
[00:10:23.320 --> 00:10:24.080]  信主的人
[00:10:24.080 --> 00:10:26.440]  他們沒有法治組織教會了
[00:10:26.440 --> 00:10:27.280]  因為這個是犯法
[00:10:27.280 --> 00:10:29.040]  迪基督不准有教會這個名字
[00:10:29.040 --> 00:10:29.960]  迪基督不准人說
[00:10:29.960 --> 00:10:31.800]  聖父 聖子 聖靈這三個字
[00:10:31.800 --> 00:10:35.560]  迪基督不准人奉主的命來聚會
[00:10:35.560 --> 00:10:38.480]  你的名字不可以叫做基督徒
[00:10:38.480 --> 00:10:39.600]  那他們不屬於教會了
[00:10:39.600 --> 00:10:40.920]  他們做嘉賓
[00:10:40.920 --> 00:10:41.920]  另外在教會
[00:10:41.920 --> 00:10:43.600]  在大災難裡面
[00:10:43.600 --> 00:10:45.160]  所有猶太人一半被殺
[00:10:45.160 --> 00:10:46.400]  另外一半
[00:10:46.400 --> 00:10:48.440]  全部歸主
[00:10:48.440 --> 00:10:50.440]  他們做伴郎而已
[00:10:50.440 --> 00:10:51.880]  這就是馬塔芬二十五章
[00:10:51.880 --> 00:10:54.360]  十個同類的比喻
[00:10:54.360 --> 00:10:56.480]  不是說燈 不是說油
[00:10:56.480 --> 00:10:58.440]  是說聰明 VS 愚蠢
[00:10:58.440 --> 00:11:01.200]  有預備 VS 沒預備
[00:11:01.200 --> 00:11:02.640]  亞米加索頓平原大戰
[00:11:02.640 --> 00:11:04.440]  在撒加利亞書說得很清楚
[00:11:04.440 --> 00:11:06.080]  在一個地方叫做Decision Valley
[00:11:06.080 --> 00:11:07.360]  一個斷定谷裡面
[00:11:07.360 --> 00:11:10.480]  猶太人由以色列打敗
[00:11:10.480 --> 00:11:12.680]  被殺三分之一人
[00:11:12.680 --> 00:11:13.760]  一路搶進去
[00:11:13.760 --> 00:11:16.720]  耶穌在馬塔芬二十四章說過
[00:11:16.720 --> 00:11:19.440]  在山上的土土屋裡面
[00:11:19.440 --> 00:11:21.160]  在鵝房頂上不要下來
[00:11:21.160 --> 00:11:23.440]  因為一被人抓到就被殺
[00:11:23.440 --> 00:11:25.440]  一半以色列人死了
[00:11:25.440 --> 00:11:27.240]  另外一半全部歸主
[00:11:27.240 --> 00:11:30.960]  這就應驗了保羅在羅馬書說的預言
[00:11:30.960 --> 00:11:32.840]  當外邦人得救的數目天滿了
[00:11:32.840 --> 00:11:34.440]  以後以色列全家得救
[00:11:34.440 --> 00:11:36.800]  只剩下那些
[00:11:36.800 --> 00:11:38.200]  但他們只能當伴侶
[00:11:38.200 --> 00:11:39.400]  因為他們不是教會的一部分
[00:11:39.400 --> 00:11:41.320]  現在信主的猶太人
[00:11:41.320 --> 00:11:42.480]  他們是教會的一部分
[00:11:42.480 --> 00:11:45.480]  他們是基督的新娘
[00:11:45.480 --> 00:11:46.600]  耶穌第二次降臨
[00:11:46.600 --> 00:11:47.320]  在哪裡降臨
[00:11:47.320 --> 00:11:49.400]  在鑒嵐山降臨
[00:11:49.400 --> 00:11:51.200]  祂走的時候是從鑒嵐山升上去的
[00:11:51.200 --> 00:11:52.160]  祂說我以後要再來
[00:11:52.160 --> 00:11:53.360]  在這裡升上去
[00:11:53.360 --> 00:11:54.320]  我怎樣升上去
[00:11:54.320 --> 00:11:55.080]  又怎樣再來
[00:11:55.080 --> 00:11:58.280]  這記載在《士徒行傳》第一章
[00:11:58.280 --> 00:12:00.520]  祂創下降臨也要預備以色列國家
[00:12:00.520 --> 00:12:05.160]  因為以色列猶太人是神眼中的瞳孔
[00:12:05.160 --> 00:12:06.920]  第一次降臨的時候
[00:12:06.920 --> 00:12:08.440]  祂預備以色列國家
[00:12:08.440 --> 00:12:10.840]  就找了施洗約翰
[00:12:10.840 --> 00:12:16.880]  這個施洗約翰身穿駱駝毛的衣服
[00:12:16.880 --> 00:12:20.040]  吃的是蝗蟲野蜜
[00:12:20.040 --> 00:12:22.360]  有些人說你報道的時候
[00:12:22.360 --> 00:12:24.320]  我不知道你是講道理還是罵我
[00:12:24.320 --> 00:12:27.360]  我怎麼敢罵你啊 小姐
[00:12:27.360 --> 00:12:28.000]  如果我罵你
[00:12:28.000 --> 00:12:29.960]  我就好像約翰那樣毒蛇的種類
[00:12:29.960 --> 00:12:32.040]  我有沒有叫過你們毒蛇的種類
[00:12:32.040 --> 00:12:34.720]  當然沒有啦
[00:12:34.720 --> 00:12:35.560]  施洗約翰是這樣的
[00:12:35.560 --> 00:12:40.560]  毒蛇的種類誰叫你們逃避將來的憤怒
[00:12:40.560 --> 00:12:45.160]  天國近了你當悔改信服人
[00:12:45.160 --> 00:12:46.800]  第二次降臨的時候
[00:12:46.800 --> 00:12:48.200]  教會被提之後
[00:12:48.200 --> 00:12:50.800]  神就差派兩個人在天上降下來
[00:12:50.800 --> 00:12:52.560]  這個記載在《啟示錄》
[00:12:52.560 --> 00:12:53.440]  這兩個是什麼人呢
[00:12:53.440 --> 00:12:54.160]  《啟示錄》沒有講
[00:12:54.160 --> 00:12:55.560]  但是我知道是哪兩個
[00:12:55.560 --> 00:12:58.600]  就是以洛和以利亞
[00:12:58.600 --> 00:12:59.920]  我剛才講過
[00:12:59.920 --> 00:13:03.360]  兩約之中突然間有事發生
[00:13:03.360 --> 00:13:05.280]  就是道成肉身
[00:13:05.280 --> 00:13:06.840]  神故意的
[00:13:06.840 --> 00:13:09.560]  但是你們這群人不是太宗教
[00:13:09.560 --> 00:13:11.320]  那些猶太人有兩種
[00:13:11.320 --> 00:13:16.080]  一種是很宗教性的叫orthodox Jews
[00:13:16.080 --> 00:13:20.360]  但是多數猶太人都沒怎麼留意這些東西
[00:13:20.360 --> 00:13:23.560]  是那些祭司利美人留意這些東西
[00:13:23.560 --> 00:13:27.680]  突然間耶穌道成肉身
[00:13:27.680 --> 00:13:30.520]  女人的後裔要降臨
[00:13:30.520 --> 00:13:33.880]  誰去宣佈呢 施洗約翰
[00:13:33.880 --> 00:13:37.120]  馬克思第一章第二節到第七節
[00:13:37.120 --> 00:13:40.680]  我要差遣我的使者在你面前預備道路
[00:13:40.680 --> 00:13:44.160]  在曠野有人喊著說
[00:13:44.160 --> 00:13:46.400]  預備主的道修正他的路
[00:13:46.400 --> 00:13:49.600]  召者說約翰來了
[00:13:49.600 --> 00:13:51.360]  他傳道說紅色的字
[00:13:51.360 --> 00:13:53.640]  有一位助我以後來的能力比我更大
[00:13:53.640 --> 00:13:57.560]  我就是彎腰吸得假鞋打也是不配的
[00:13:57.560 --> 00:14:01.320]  有人問約翰你是不是基督
[00:14:01.320 --> 00:14:03.560]  約翰說不是
[00:14:03.560 --> 00:14:04.840]  我們想一想
[00:14:04.840 --> 00:14:06.840]  假如你是約翰在那一刻
[00:14:06.840 --> 00:14:10.240]  在約旦河和很多人施浸
[00:14:10.240 --> 00:14:12.080]  有幾千人跟著你
[00:14:12.080 --> 00:14:14.760]  有人問你是不是基督
[00:14:14.760 --> 00:14:17.840]  你會不會好像約翰那樣說不是
[00:14:17.840 --> 00:14:19.480]  我不是基督
[00:14:19.480 --> 00:14:20.440]  不用想的
[00:14:20.440 --> 00:14:21.720]  不是就不是
[00:14:21.720 --> 00:14:22.840]  耶穌說是就說是
[00:14:22.840 --> 00:14:23.720]  不是就說不是
[00:14:23.720 --> 00:14:26.760]  若是再多說必定出於那惡者
[00:14:26.760 --> 00:14:29.960]  必定出於那惡者
[00:14:29.960 --> 00:14:31.960]  但我們人不是這樣的
[00:14:31.960 --> 00:14:34.120]  有人捧你飄飄然
[00:14:34.120 --> 00:14:37.760]  現在有幾千人跟著你
[00:14:37.760 --> 00:14:39.000]  如果你默認基督
[00:14:39.000 --> 00:14:41.360]  我想你不是基督你不敢說
[00:14:41.360 --> 00:14:42.360]  我是不敢的
[00:14:42.360 --> 00:14:44.360]  很多人都不敢的
[00:14:44.360 --> 00:14:45.960]  但說話有技巧的
[00:14:45.960 --> 00:14:47.560]  我可以把球加分給你
[00:14:47.560 --> 00:14:52.680]  你說呢
[00:14:52.680 --> 00:14:53.760]  你信就不是我
[00:14:53.760 --> 00:14:54.920]  我沒有說我是基督
[00:14:54.920 --> 00:14:57.640]  你說呢
[00:14:57.640 --> 00:15:01.360]  約翰沒有這樣說
[00:15:01.360 --> 00:15:03.400]  《瑪拉基書》第四章第五六節
