
[00:00:00.000 --> 00:00:05.860]  我相信在我們當中也有很多的弟兄姊妹
[00:08:14.600 --> 00:08:15.720]  因為如果有一天
[00:08:15.720 --> 00:08:17.880]  他真的成為了宰相的話
[00:08:17.880 --> 00:08:20.920]  所有這群人都要聽命於他
[00:08:20.920 --> 00:08:24.280]  所以這些人全部心裡都很不服
[00:08:24.280 --> 00:08:26.200]  很想將他拉下馬
[00:08:26.200 --> 00:08:27.760]  當然拉下馬之後
[00:08:27.760 --> 00:08:29.040]  誰可以做到呢?
[00:08:29.040 --> 00:08:30.640]  不一定是其中一個
[00:08:30.640 --> 00:08:32.840]  但至少一個這麼有威脅的人
[00:08:32.840 --> 00:08:36.320]  就要首先對付他
[00:08:36.320 --> 00:08:37.960]  因為有共同的敵人
[00:08:37.960 --> 00:08:39.920]  好了,結果在聖經裡面說
[00:08:39.920 --> 00:08:42.680]  這一群人想盡辦法
[00:08:42.680 --> 00:08:45.440]  在「但義理」所做的事情上
[00:08:45.440 --> 00:08:46.840]  找到一些把柄
[00:08:46.840 --> 00:08:48.400]  找到一些破綻
[00:08:48.400 --> 00:08:50.800]  但結果找來找去都找不到
[00:08:50.800 --> 00:08:53.360]  唯一他們的發現是什麼呢?
[00:08:53.360 --> 00:08:57.400]  就是「但義理」對於信仰那種堅持
[00:08:57.400 --> 00:09:01.840]  是唯一可以成為攻擊的一個藉口
[00:09:01.840 --> 00:09:03.560]  大家知道了
[00:09:03.560 --> 00:09:05.840]  從我們一開始讀「但義理」書
[00:09:05.840 --> 00:09:09.040]  「但義理」第一天踏進巴比倫帝國
[00:09:09.040 --> 00:09:13.280]  他已經很清楚自己的立場
[00:09:13.280 --> 00:09:15.680]  就算有很好的王的御膳
[00:09:15.680 --> 00:09:17.680]  擺在他面前,他都不吃
[00:09:17.680 --> 00:09:21.400]  他要由始至終堅持著聖潔的生活
[00:09:21.400 --> 00:09:24.560]  對上帝的虔誠毫無動搖
[00:09:24.560 --> 00:09:27.680]  經歷了整個巴比倫的王朝
[00:09:27.680 --> 00:09:29.680]  相信是人所共知
[00:09:29.680 --> 00:09:31.680]  這個已經不是秘密
[00:09:31.680 --> 00:09:37.080]  大家可能都成為一個茶餘飯後的談話內容
[00:09:37.080 --> 00:09:39.880]  這個「但義理」只是跟從上帝
[00:09:39.880 --> 00:09:42.520]  其他的事情似乎對他來說
[00:09:42.520 --> 00:09:44.520]  是很難去動搖到他的
[00:09:44.520 --> 00:09:48.200]  好了,所以他這種由始至終的堅持
[00:09:48.200 --> 00:09:50.880]  就成為了他這一群的敵人
[00:09:50.880 --> 00:09:54.320]  要攻擊他的一個地方
[00:09:54.320 --> 00:09:56.120]  各位靈姐妹,你想想
[00:09:56.120 --> 00:09:58.120]  今天你的家人
[00:09:58.120 --> 00:10:00.920]  你的朋友,你的同事
[00:10:00.920 --> 00:10:04.520]  知不知道你對上帝有多虔誠呢?
[00:10:04.520 --> 00:10:07.440]  如果你由始至終都堅持的話
[00:10:07.440 --> 00:10:10.280]  你的家人、同事、朋友
[00:10:10.280 --> 00:10:11.760]  個個都知道你是基督徒
[00:10:11.760 --> 00:10:13.640]  我相信他們應該
[00:10:13.640 --> 00:10:15.440]  都會對你的信仰有些尊重
[00:10:15.440 --> 00:10:19.240]  或者至少尊重你對你的信仰的虔誠
[00:10:19.240 --> 00:10:23.200]  但如果你一開始都是無伶兩可
[00:10:23.200 --> 00:10:26.320]  或者你很多很多的事情都會妥協的話
[00:10:26.320 --> 00:10:28.320]  我相信在你身邊的人
[00:10:28.320 --> 00:10:31.200]  都會認為你其實不是一個很虔誠的人
[00:10:31.200 --> 00:10:35.520]  所以可能他們會用各種方法來引誘你
[00:10:35.520 --> 00:10:36.840]  離開你的信仰
[00:10:36.840 --> 00:10:38.960]  或者用各種的方法
[00:10:38.960 --> 00:10:41.760]  令你在這個決定的上
[00:10:41.760 --> 00:10:43.160]  會做一些妥協
[00:10:43.160 --> 00:10:45.720]  不跟從信仰的立場
[00:10:45.720 --> 00:10:47.960]  又或者你在平時的表現
[00:10:47.960 --> 00:10:50.360]  都是貪心多過忠心的話
[00:10:50.360 --> 00:10:52.360]  既然你是一個貪心的人
[00:10:52.360 --> 00:10:54.360]  當然那些引誘你的事情
[00:10:54.360 --> 00:10:56.360]  就會不停地出現
[00:10:56.360 --> 00:10:59.400]  但如果你一直都堅持信仰的話
[00:10:59.400 --> 00:11:02.160]  這個誘惑雖然可能都會在你面前出現
[00:11:02.160 --> 00:11:04.240]  但能夠動搖到你的機會
[00:11:04.240 --> 00:11:06.240]  其實就不多
[00:11:06.240 --> 00:11:08.240]  當然這種堅持
[00:11:08.240 --> 00:11:09.720]  對但以利來說
[00:11:09.720 --> 00:11:12.080]  或者對於虔誠的基督徒來說
[00:11:12.080 --> 00:11:14.520]  不是代表日子會容易過一些
[00:11:14.520 --> 00:11:16.200]  就是因為這種虔誠
[00:11:16.200 --> 00:11:19.000]  所以但以利惹來他的對手
[00:11:19.000 --> 00:11:21.720]  攻擊、挑戰
[00:11:21.720 --> 00:11:24.520]  當然如果只是靠他自己的方法
[00:11:24.520 --> 00:11:27.160]  他一定可能會輸的
[00:11:27.160 --> 00:11:29.240]  但但以利怎樣來回應呢
[00:11:29.240 --> 00:11:31.240]  我們一會兒就會看到
[00:11:31.240 --> 00:11:34.160]  這一群要敵對但以利的人
[00:11:34.160 --> 00:11:37.160]  他們就向王獻了一道計
[00:11:37.160 --> 00:11:38.520]  是什麼計呢
[00:11:38.520 --> 00:11:43.200]  就是要王命令任何的人
[00:11:43.200 --> 00:11:44.680]  三十天之內
[00:11:44.680 --> 00:11:46.040]  不准向神
[00:11:46.040 --> 00:11:49.120]  又不准向其他人祈求
[00:11:49.120 --> 00:11:50.080]  你想想
[00:11:50.080 --> 00:11:53.120]  這一條都是頗毒辣的命令
[00:11:53.120 --> 00:11:54.760]  不准向神祈求
[00:11:54.760 --> 00:11:56.280]  我想應該都可以吧
[00:11:56.280 --> 00:11:58.960]  連人都不可以
[00:11:58.960 --> 00:12:01.360]  你試試做個實驗吧
[00:12:01.360 --> 00:12:05.360]  三十天之內不向人祈求
[00:12:05.360 --> 00:12:07.440]  當然那個祈求看是多還是少
[00:12:07.440 --> 00:12:10.320]  三十天不向人借錢應該都可以的
[00:12:10.320 --> 00:12:12.400]  但可能你只是三十天之內
[00:12:12.400 --> 00:12:14.040]  找人幫你做事
[00:12:14.040 --> 00:12:15.320]  這個可能都是祈求
[00:12:15.320 --> 00:12:18.840]  你隨時可能一天內都不知道犯了多少次
[00:12:18.840 --> 00:12:20.360]  就很不妥了
[00:12:20.360 --> 00:12:23.040]  所以其實是一條很毒辣的命令
[00:12:23.040 --> 00:12:27.120]  很容易會令人犯上這個錯誤
[00:12:27.120 --> 00:12:28.160]  很明顯
[00:12:28.160 --> 00:12:32.160]  這一道命令是衝著但以利而來的
[00:12:32.160 --> 00:12:33.560]  但是
[00:12:33.560 --> 00:12:35.760]  厲害的事情在第十節出現
[00:12:35.760 --> 00:12:39.200]  我們看看第十節
[00:12:39.200 --> 00:12:40.600]  第十節是怎樣說呢
[00:12:40.600 --> 00:12:43.480]  但以利已經知道禁令出了
[00:12:43.480 --> 00:12:46.200]  王亦都簽署蓋了玉璽
[00:12:46.200 --> 00:12:47.680]  即是不能改了
[00:12:47.680 --> 00:12:48.840]  君無棄言
[00:12:48.840 --> 00:12:53.920]  如果改來改去就已經有失君王的身份
[00:12:53.920 --> 00:12:56.440]  對於但以利來說
[00:12:56.440 --> 00:12:59.400]  如果他不理這道禁令
[00:12:59.400 --> 00:13:01.040]  即擺明犯法
[00:13:01.040 --> 00:13:04.680]  他既然作為一個總長的其中一員
[00:13:04.680 --> 00:13:06.200]  擺明犯法
[00:13:06.200 --> 00:13:08.880]  天子犯法都與民同罪
[00:13:08.880 --> 00:13:10.240]  何況他不是天子
[00:13:10.240 --> 00:13:11.920]  他只不過是一個大臣
[00:13:11.920 --> 00:13:14.480]  如果犯了法就死定了
[00:13:14.480 --> 00:13:17.080]  扔入獅子坑當中
[00:13:17.080 --> 00:13:19.760]  但以利卻不理會這條禁令
[00:13:19.760 --> 00:13:20.760]  為甚麼呢
[00:13:20.760 --> 00:13:24.880]  因為這條禁令擺明是違反信仰
[00:13:24.880 --> 00:13:29.200]  亦都可以說是來挑戰他的信仰
[00:13:29.200 --> 00:13:31.600]  故此他要做一個抉擇
[00:13:31.600 --> 00:13:36.040]  究竟是向權力財富屈膝
[00:13:36.040 --> 00:13:38.960]  只要他放棄他的信仰
[00:13:38.960 --> 00:13:41.680]  權力和財富隨之而來
[00:13:41.680 --> 00:13:43.200]  因為可以保住性命
[00:13:43.200 --> 00:13:48.000]  他就繼續有機會上位
[00:13:48.000 --> 00:13:53.440]  抑或他的抉擇是指向上帝屈膝呢
[00:13:53.440 --> 00:13:56.160]  當然從經文中我們就知道
[00:13:56.160 --> 00:13:58.280]  他不單指向上帝屈膝
[00:13:58.280 --> 00:14:00.720]  他還要一日三次
[00:14:00.720 --> 00:14:02.880]  相失為著禱告
[00:14:02.880 --> 00:14:04.600]  像平常一樣
[00:14:04.600 --> 00:14:08.760]  即是這條禁令是毫無動搖他的信心
[00:14:08.760 --> 00:14:11.920]  亦都完全不影響他一直以來
[00:14:11.920 --> 00:14:15.120]  對上帝的虔誠
[00:14:15.120 --> 00:14:19.840]  這種見證和堅持是非常重要
[00:14:19.840 --> 00:14:21.000]  大家想想
[00:14:21.000 --> 00:14:23.360]  但以利可否對上帝說
[00:14:23.360 --> 00:14:24.360]  上帝啊
[00:14:24.360 --> 00:14:26.560]  人在江湖身不由己
[00:14:26.560 --> 00:14:28.640]  我作為一個總長
[00:14:28.640 --> 00:14:30.600]  不可以知法犯法
[00:14:30.600 --> 00:14:32.720]  王已經下了這條禁令
[00:14:32.720 --> 00:14:34.520]  三十日內不准向神
[00:14:34.520 --> 00:14:35.800]  不准向人祈求
[00:14:35.800 --> 00:14:38.040]  不如你就給我三十日吧
[00:14:38.040 --> 00:14:41.320]  我三十日內不祈求
[00:14:41.320 --> 00:14:42.320]  不跪拜你
[00:14:42.320 --> 00:14:44.680]  三十日之後這條命令過了
[00:14:44.680 --> 00:14:46.680]  我就繼續了
[00:14:46.680 --> 00:14:47.200]  大家想想
[00:14:47.200 --> 00:14:47.800]  如果給你
[00:14:47.800 --> 00:14:50.200]  你會不會這樣做呢
[00:14:50.200 --> 00:14:52.240]  我相信很多人可能都會這樣選擇
[00:14:52.240 --> 00:14:54.480]  我又不是永遠放棄上帝
[00:14:54.480 --> 00:14:55.840]  三十日之
[00:14:55.840 --> 00:14:57.120]  過了之後
[00:14:57.120 --> 00:14:58.080]  一條好漢
[00:14:58.080 --> 00:15:00.640]  我又繼續可以做這個高官
[00:15:00.640 --> 00:15:02.400]  又可以信上帝
[00:15:02.400 --> 00:15:04.800]  兩全其美
[00:15:04.800 --> 00:15:07.840]  但以利的選擇不是這樣的
[00:15:07.840 --> 00:15:10.320]  他明知道這樣做
[00:15:10.320 --> 00:15:11.720]  死路一條
[00:15:11.720 --> 00:15:15.720]  還要將他辛辛苦苦建立得來的東西
[00:15:15.720 --> 00:15:19.360]  拱手相讓
[00:15:19.360 --> 00:15:22.360]  這樣值不值得呢
[00:15:22.360 --> 00:15:23.200]  大家想想
[00:15:23.200 --> 00:15:25.240]  你這麼辛苦建立
[00:15:25.240 --> 00:15:27.640]  去到這個位置
[00:15:27.640 --> 00:15:30.160]  只是因為這件事
[00:15:30.160 --> 00:15:31.520]  信仰
[00:15:31.520 --> 00:15:34.160]  要你全部放棄
[00:15:34.160 --> 00:15:36.040]  做不做得到
[00:15:36.040 --> 00:15:37.840]  今天有很多人嘴上說
[00:15:37.840 --> 00:15:40.440]  我一定像但爾利那樣堅持
[00:15:40.440 --> 00:15:41.640]  但實在
[00:15:41.640 --> 00:15:43.640]  一去到一個利害關頭
[00:15:43.640 --> 00:15:47.560]  信仰一定會被第一個放棄
[00:15:47.560 --> 00:15:49.320]  或者在上帝面前
[00:15:49.320 --> 00:15:51.600]  說出自己很多很多
[00:15:51.600 --> 00:15:53.240]  很有道理的原因
[00:15:53.240 --> 00:15:54.920]  要將這個放棄
[00:15:54.920 --> 00:15:57.440]  將這個信仰暫時放棄
[00:15:57.440 --> 00:16:00.040]  後來才向上帝認罪
[00:16:00.040 --> 00:16:00.840]  悔改
[00:16:00.840 --> 00:16:02.840]  然後就求上帝的寬恕
[00:16:02.840 --> 00:16:04.200]  求上帝的接納
[00:16:04.200 --> 00:16:08.560]  這個可能是很多很多人會做的事
[00:16:08.560 --> 00:16:11.640]  但爾利的選擇就不是了
[00:16:11.640 --> 00:16:14.480]  他知道他這樣來到去決定
[00:16:14.480 --> 00:16:16.160]  跪在地上
[00:16:16.160 --> 00:16:19.360]  一日三次向上帝去禱告
[00:16:19.360 --> 00:16:21.160]  他失去的就是一個
[00:16:21.160 --> 00:16:23.000]  在一人之下
[00:16:23.000 --> 00:16:24.440]  萬人之上
[00:16:24.440 --> 00:16:26.120]  丞相的位置
[00:16:26.120 --> 00:16:28.320]  他可能會失去了權力
[00:16:28.320 --> 00:16:30.080]  失去了財富
[00:16:30.080 --> 00:16:33.600]  甚至失去了性命
[00:16:33.600 --> 00:16:35.320]  要做這個決定
[00:16:35.320 --> 00:16:36.800]  大家可以想像
[00:16:36.800 --> 00:16:38.360]  真是不容易
[00:16:38.360 --> 00:16:41.560]  有誰可以爬到這樣的位置呢
[00:16:41.560 --> 00:16:43.120]  真是萬中無一
[00:16:43.120 --> 00:16:46.480]  因為只有一個人可以做到這個位置
[00:16:46.480 --> 00:16:47.960]  現在讓他做到了
[00:16:47.960 --> 00:16:49.720]  但要放棄
[00:16:49.720 --> 00:16:52.080]  多不容易
[00:16:52.080 --> 00:16:55.280]  你用了這麼多的功夫
[00:16:55.280 --> 00:16:57.640]  來去辛辛苦苦建立的東西
[00:16:57.640 --> 00:16:59.600]  就這樣放下
[00:16:59.600 --> 00:17:01.480]  真是很可惜
[00:17:01.480 --> 00:17:04.560]  我相信在但爾利的心裡面
[00:17:04.560 --> 00:17:08.360]  可能都會閃過這樣的想法
[00:17:08.360 --> 00:17:09.640]  但結果
[00:17:09.640 --> 00:17:11.040]  他的堅持就是
[00:17:11.040 --> 00:17:13.400]  只向上帝屈膝
[00:17:13.400 --> 00:17:16.320]  他繼續來到向上帝去禱告
[00:17:16.320 --> 00:17:19.640]  就算是要失去財富權力生命
[00:17:19.640 --> 00:17:22.920]  他都在所不計
[00:17:22.920 --> 00:17:26.640]  這個挑戰實在是很大
[00:17:26.640 --> 00:17:28.920]  而我們當一路看下去的時候
[00:17:28.920 --> 00:17:30.480]  就看到了
[00:17:30.480 --> 00:17:32.600]  當大樓侍王發現
[00:17:32.600 --> 00:17:33.520]  糟了
[00:17:33.520 --> 00:17:35.080]  原來這條命令
[00:17:35.080 --> 00:17:36.880]  擺明是一個陷阱
[00:17:36.880 --> 00:17:41.200]  是要將但爾利置諸死地
[00:17:41.200 --> 00:17:45.400]  他雖然心裡面很想去救但爾利
[00:17:45.400 --> 00:17:46.840]  但也沒有辦法
[00:17:46.840 --> 00:17:50.240]  不可以改變這個禁令
[00:17:50.240 --> 00:17:51.200]  大家可以看到
[00:17:51.200 --> 00:17:54.800]  這個大樓侍王是多麼重視但爾利
[00:17:54.800 --> 00:17:56.560]  也可以看到
[00:17:56.560 --> 00:18:00.080]  如果有一個上司或老闆
[00:18:00.080 --> 00:18:02.480]  想認識你到這麼大的地步
[00:18:02.480 --> 00:18:06.360]  我相信你為他做牛做馬也不計算
[00:18:06.360 --> 00:18:07.360]  但很可惜
[00:18:07.360 --> 00:18:09.360]  因為到了這樣的關頭
[00:18:09.360 --> 00:18:11.960]  你都沒有什麼機會幫他做牛做馬
[00:18:11.960 --> 00:18:13.760]  這次做鬼也不成
[00:18:13.760 --> 00:18:15.080]  他死定了
[00:18:15.080 --> 00:18:17.680]  所以當但爾利
[00:18:17.680 --> 00:18:21.880]  真的向上帝去跪拜去禱告
[00:18:21.880 --> 00:18:23.840]  又被人揭發之後
[00:18:23.840 --> 00:18:28.080]  這個大樓侍王已經沒有辦法去救他
[00:18:28.080 --> 00:18:31.360]  而他可以做的事很有趣
[00:18:31.360 --> 00:18:34.560]  大家看看這個大樓侍王做了什麼
