
[00:00:00.000 --> 00:00:03.320]  好 今天呢 要講一個題目
[00:02:43.600 --> 00:02:47.120]  從他沒有兒子有兒子各方面的
[00:02:47.120 --> 00:02:50.520]  還有他經過不同的階段
[00:02:50.520 --> 00:02:54.920]  經歷以後他走一步越來越成熟了
[00:02:54.920 --> 00:02:57.200]  那神就考驗他了
[00:02:57.200 --> 00:02:59.240]  同樣的我們的靈命呢
[00:02:59.240 --> 00:03:01.360]  也不會一步登天
[00:03:01.360 --> 00:03:03.720]  上帝要考驗我們呢
[00:03:03.720 --> 00:03:07.440]  也會經過我們走過一段路
[00:03:07.440 --> 00:03:09.160]  他不會讓我們一絕痣
[00:03:09.160 --> 00:03:10.680]  信耶穌那一天呢
[00:03:10.680 --> 00:03:14.520]  就會要求我們做很大的事情
[00:03:14.520 --> 00:03:18.040]  我們什麼時候能承擔什麼的考驗呢
[00:03:18.040 --> 00:03:19.840]  上帝很清楚
[00:03:19.840 --> 00:03:24.560]  就好像我們不會叫一個三個月大的嬰孩了
[00:03:24.560 --> 00:03:26.920]  叫他起來走路
[00:03:26.920 --> 00:03:28.040]  不可能
[00:03:28.040 --> 00:03:30.840]  也不會就馬上給他吃牛排
[00:03:30.840 --> 00:03:32.280]  哇這個好吃啊
[00:03:32.280 --> 00:03:33.320]  不會的
[00:03:33.320 --> 00:03:35.760]  所以臨到我們的事呢
[00:03:35.760 --> 00:03:38.640]  上帝會預先計算好
[00:03:38.640 --> 00:03:40.880]  是我們能力所及的
[00:03:40.880 --> 00:03:43.080]  我能做到的
[00:03:43.080 --> 00:03:46.200]  才會讓我們遇上
[00:03:46.200 --> 00:03:48.960]  上帝他不會故意要整我們
[00:03:48.960 --> 00:03:50.520]  你放心
[00:03:50.520 --> 00:03:51.640]  有時候我們覺得
[00:03:51.640 --> 00:03:56.840]  哎呀上帝已經好像在挑戰我們的極限
[00:03:56.840 --> 00:03:59.720]  要我們實現一個叫mission impossible
[00:03:59.720 --> 00:04:03.280]  啊這個任務不可能實現的
[00:04:03.280 --> 00:04:05.840]  這個通常是感覺上而已
[00:04:05.840 --> 00:04:08.680]  不是真實的情況
[00:04:08.680 --> 00:04:10.760]  信心的跳躍有時候呢
[00:04:10.760 --> 00:04:13.640]  就是經過很痛苦的過程
[00:04:13.640 --> 00:04:17.240]  才會產生下一步的信心
[00:04:17.240 --> 00:04:19.000]  就好像生孩子
[00:04:19.000 --> 00:04:21.720]  我們在座有幾位姊妹生過孩子
[00:04:21.720 --> 00:04:22.560]  Phoebe不在
[00:04:22.560 --> 00:04:25.520]  可能在生孩子當中了
[00:04:25.520 --> 00:04:27.960]  有人以為呢生孩子很痛苦
[00:04:27.960 --> 00:04:29.600]  是吧嘉禾
[00:04:29.600 --> 00:04:31.560]  十級
[00:04:31.560 --> 00:04:34.600]  我記得我姊姊生小孩的時候了
[00:04:34.600 --> 00:04:36.200]  她生第一個的時候
[00:04:36.200 --> 00:04:40.280]  就發誓我永遠不會再生了
[00:04:40.280 --> 00:04:43.880]  嘉禾生完第一個有沒有這個感覺啊
[00:04:43.880 --> 00:04:45.000]  剛剛有
[00:04:45.000 --> 00:04:46.720]  每一次都是這樣
[00:04:46.720 --> 00:04:49.480]  結果呢我姊姊還是生了三個
[00:04:49.480 --> 00:04:50.360]  因為呢
[00:04:50.360 --> 00:04:54.600]  你每一次見到一個又白又胖的孩子出生以後
[00:04:54.600 --> 00:04:59.280]  就會忘記從前那個痛苦了
[00:04:59.280 --> 00:05:01.040]  就好像希伯來是說
[00:05:01.040 --> 00:05:04.720]  反管教的士當時不覺得快樂
[00:05:04.720 --> 00:05:06.560]  反覺愁苦
[00:05:06.560 --> 00:05:10.640]  後來卻為經驗過的人結出平安的果實
[00:05:10.640 --> 00:05:12.120]  那苦難呢
[00:05:12.120 --> 00:05:16.240]  當時也是在當中的過程很難過的
[00:05:16.240 --> 00:05:19.040]  還覺得很不開心
[00:05:19.040 --> 00:05:20.600]  熬過了以後呢
[00:05:20.600 --> 00:05:24.960]  就看到那個果實就好像生出小孩來了
[00:05:24.960 --> 00:05:29.800]  信心與盼望呢就是一個很重要的良方
[00:05:29.800 --> 00:05:33.200]  你要信上帝他不會故意害你的
[00:05:33.200 --> 00:05:38.160]  當然經過那個很苦難的事情很痛苦的事情的時候呢
[00:05:38.160 --> 00:05:39.920]  我們有信心
[00:05:39.920 --> 00:05:43.000]  神會等待一些事過了以後
[00:05:43.000 --> 00:05:46.280]  我們會看到他背後有什麼
[00:05:46.280 --> 00:05:50.040]  那神要試驗亞伯拉罕什麼樣呢
[00:05:50.040 --> 00:05:52.240]  從石疆的尾段
[00:05:52.240 --> 00:05:55.240]  英華呼召亞伯拉罕開始
[00:05:55.240 --> 00:06:00.280]  上帝同樣經歷了亞伯拉罕各種的生命的歷程
[00:06:00.280 --> 00:06:01.400]  開始的時候呢
[00:06:01.400 --> 00:06:04.320]  迦蘭帝發生饑荒
[00:06:04.320 --> 00:06:06.760]  他就搬到埃及
[00:06:06.760 --> 00:06:09.640]  明明上帝是給他去迦蘭
[00:06:09.640 --> 00:06:11.440]  但是因為沒吃啊
[00:06:11.440 --> 00:06:15.640]  他就以為我去找埃及可以幫忙自己
[00:06:15.640 --> 00:06:17.440]  但是到了埃及呢
[00:06:17.440 --> 00:06:19.840]  他就不敢承認他的妻子
[00:06:19.840 --> 00:06:20.960]  薩拉是他妻子
[00:06:20.960 --> 00:06:23.160]  就說是他妹妹
[00:06:23.160 --> 00:06:23.760]  因為呢
[00:06:23.760 --> 00:06:25.920]  他的太太非常漂亮
[00:06:25.920 --> 00:06:29.520]  他就了解埃及人呢
[00:06:29.520 --> 00:06:31.840]  非常好色
[00:06:31.840 --> 00:06:32.400]  所以呢
[00:06:32.400 --> 00:06:33.800]  他為了保命呢
[00:06:33.800 --> 00:06:36.320]  他情願犧牲他的妻子
[00:06:36.320 --> 00:06:40.840]  所以你看他開始的時候的信心也不足的
[00:06:40.840 --> 00:06:42.000]  我也常常想啊
[00:06:42.000 --> 00:06:44.520]  當時薩拉當時也七八十歲了
[00:06:44.520 --> 00:06:48.360]  也不知道沒到哪裡去
[00:06:48.360 --> 00:06:52.600]  我也叫薩拉
[00:06:52.600 --> 00:06:53.560]  所以呢
[00:06:53.560 --> 00:06:58.880]  你會感受到亞伯拉罕一開始不是這麼淑齡
[00:06:58.880 --> 00:06:59.360]  好了
[00:06:59.360 --> 00:07:01.560]  第二件事情發生了
[00:07:01.560 --> 00:07:04.520]  就說他跟他的侄兒羅德
[00:07:04.520 --> 00:07:08.520]  他在那個迦蘭帝財產越來越多
[00:07:08.520 --> 00:07:09.800]  地方不夠用
[00:07:09.800 --> 00:07:12.840]  牛羊越來越多了
[00:07:12.840 --> 00:07:15.760]  其實按照猶太人的規矩呢
[00:07:15.760 --> 00:07:17.760]  亞伯拉罕是長輩
[00:07:17.760 --> 00:07:22.120]  他應該可以先選比較好的地方生活
[00:07:22.120 --> 00:07:23.040]  但是呢
[00:07:23.040 --> 00:07:25.240]  他反而讓他的侄兒羅德
[00:07:25.240 --> 00:07:26.520]  你先選
[00:07:26.520 --> 00:07:28.920]  那羅德就選了最好的平原
[00:07:28.920 --> 00:07:30.120]  有水啊
[00:07:30.120 --> 00:07:34.480]  很方便去牧養他的牛群羊群
[00:07:34.480 --> 00:07:37.440]  他情願選次一點的迦蘭帝
[00:07:37.440 --> 00:07:39.800]  你看他生命有進了一步了
[00:07:39.800 --> 00:07:42.080]  他慢慢就犧牲了
[00:07:42.080 --> 00:07:42.760]  但是呢
[00:07:42.760 --> 00:07:43.840]  沒有多久呢
[00:07:43.840 --> 00:07:46.320]  亞伯拉罕又犯錯了
[00:07:46.320 --> 00:07:51.600]  神明明應許他自己要生一個應許之子以薩
[00:07:51.600 --> 00:07:52.800]  他等不及啊
[00:07:52.800 --> 00:07:54.080]  而且也看見
[00:07:54.080 --> 00:07:54.360]  哇
[00:07:54.360 --> 00:07:55.560]  我好老了
[00:07:55.560 --> 00:07:57.360]  我妻子已經沒有月經
[00:07:57.360 --> 00:07:59.320]  不可能生孩子
[00:07:59.320 --> 00:07:59.920]  所以呢
[00:07:59.920 --> 00:08:06.000]  又用自己的方法就娶了那個婢女夏婕
[00:08:06.000 --> 00:08:06.520]  好了
[00:08:06.520 --> 00:08:08.720]  生了以色馬力
[00:08:08.720 --> 00:08:09.520]  我告訴你
[00:08:09.520 --> 00:08:13.440]  不是光光生了以色馬力這麼簡單
[00:08:13.440 --> 00:08:14.280]  你曉得嗎
[00:08:14.280 --> 00:08:17.840]  以色馬力就是亞拉伯人的後裔
[00:08:17.840 --> 00:08:19.440]  一千多年前
[00:08:19.440 --> 00:08:21.400]  一到現在一千多年以後
[00:08:21.400 --> 00:08:23.320]  兩千年以後
[00:08:23.320 --> 00:08:27.240]  阿拉伯人跟猶太人還是仇人
[00:08:27.240 --> 00:08:29.440]  今天中東的打仗
[00:08:29.440 --> 00:08:36.400]  常常跟那個巴勒斯坦地跟猶太人都是因為是以色馬力的後裔
[00:08:36.400 --> 00:08:39.360]  所以你看等不及神的應許
[00:08:39.360 --> 00:08:41.840]  就以為我可以幫神一個忙
[00:08:41.840 --> 00:08:44.800]  我來解決這個後裔的問題
[00:08:44.800 --> 00:08:46.080]  結果呢
[00:08:46.080 --> 00:08:47.920]  造成更大的問題
[00:08:47.920 --> 00:08:52.000]  這個問題延到今天幾千年還是繼續的
[00:08:52.000 --> 00:08:54.320]  但是呢
[00:08:54.320 --> 00:08:55.800]  到了後來呢
[00:08:55.800 --> 00:08:58.200]  上帝又毀滅那個索多瑪
[00:08:58.200 --> 00:09:03.200]  阿摩拉亞伯拉罕又恢復了信心
[00:09:03.200 --> 00:09:05.160]  他有一個憐憫的心
[00:09:05.160 --> 00:09:07.480]  他就跟上帝討價還價
[00:09:07.480 --> 00:09:09.320]  為他們求情
[00:09:09.320 --> 00:09:10.360]  那最後啦
[00:09:10.360 --> 00:09:13.360]  他真的看到以色出生了
[00:09:13.360 --> 00:09:16.400]  因為他的應許終於實現了
[00:09:16.400 --> 00:09:19.720]  經過這麼多的人生的經歷呢
[00:09:19.720 --> 00:09:25.640]  那會顯出亞伯拉罕在不同的階段生命裡面有奇有疊
[00:09:25.640 --> 00:09:28.400]  那上帝看到一清二楚
[00:09:28.400 --> 00:09:30.880]  亞伯拉罕一直在進步當中
[00:09:30.880 --> 00:09:32.600]  生命越來越成熟
[00:09:32.600 --> 00:09:34.240]  越來越順服
[00:09:34.240 --> 00:09:37.960]  那信心一步一步就踏上高峰
[00:09:37.960 --> 00:09:41.000]  上帝終極一試
[00:09:41.000 --> 00:09:43.400]  要他獻上以沙
[00:09:43.400 --> 00:09:45.560]  或許我們會問
[00:09:45.560 --> 00:09:53.440]  如果上帝明明知道亞伯拉罕一定會順服
[00:09:53.440 --> 00:09:55.440]  獻上以沙的話
[00:09:55.440 --> 00:09:59.440]  他為什麼還要試驗他
[00:09:59.440 --> 00:10:02.560]  那會不會有點做作呢
[00:10:02.560 --> 00:10:10.160]  好了 如果上帝是不知道亞伯拉罕到底會不會獻上以沙
[00:10:10.160 --> 00:10:12.440]  所以要試一下
[00:10:12.440 --> 00:10:17.160]  這個就會挑戰我們信仰傳統的底線
[00:10:17.160 --> 00:10:21.240]  哎 上帝不是無所不知嗎
[00:10:21.240 --> 00:10:23.600]  他為什麼還要試
[00:10:23.600 --> 00:10:26.880]  那我們就會進一個死胡同裡面
[00:10:26.880 --> 00:10:28.440]  那我們也一樣
[00:10:28.440 --> 00:10:30.560]  在現實的環境裡面呢
[00:10:30.560 --> 00:10:34.360]  每一次我遇到挑戰跟苦難
[00:10:34.360 --> 00:10:36.400]  我都會問上帝
[00:10:36.400 --> 00:10:38.520]  你愛不愛我
[00:10:38.520 --> 00:10:41.600]  為什麼我遇到這麼多的苦難
[00:10:41.600 --> 00:10:44.000]  你知道我多難受嗎
[00:10:44.000 --> 00:10:44.800]  但是呢
[00:10:44.800 --> 00:10:48.000]  通常都好像沒有什麼回應的
[00:10:48.000 --> 00:10:49.920]  就隔一段時間呢
[00:10:49.920 --> 00:10:51.920]  假如又有不好的事情發生
[00:10:51.920 --> 00:10:53.680]  又來苦難了
[00:10:53.680 --> 00:10:54.400]  那我們呢
[00:10:54.400 --> 00:10:56.920]  又會再問上帝你在哪裡
[00:10:56.920 --> 00:10:59.480]  你知不知道我在受苦
[00:10:59.480 --> 00:11:05.440]  就好像我們被關在一個不斷循環的試驗當中
[00:11:05.440 --> 00:11:07.160]  我想我的答案是這樣
[00:11:07.160 --> 00:11:10.520]  神是與我們同工的
[00:11:10.520 --> 00:11:14.840]  他給了自由意志跟選擇給亞伯拉罕
[00:11:14.840 --> 00:11:16.320]  給了我們
[00:11:16.320 --> 00:11:18.520]  他就自現自己
[00:11:18.520 --> 00:11:21.760]  不去控制亞伯拉罕的心意
[00:11:21.760 --> 00:11:24.680]  因為這是一個非常痛苦的決定
[00:11:24.680 --> 00:11:28.080]  上帝要亞伯拉罕自己下決定
[00:11:28.080 --> 00:11:31.400]  而且甘心樂意的選擇
[00:11:31.400 --> 00:11:34.360]  而不是因為怕受懲罰
[00:11:34.360 --> 00:11:38.760]  也不是故意演一場戲給上帝去看
[00:11:38.760 --> 00:11:42.880]  假如我們認為上帝在控制操控大局
[00:11:42.880 --> 00:11:47.360]  他故意要出這個難題要亞伯拉罕去痛苦呢
[00:11:47.360 --> 00:11:50.800]  那我們是上帝真的很變態
[00:11:50.800 --> 00:11:52.040]  但是呢
[00:11:52.040 --> 00:11:53.880]  假如亞伯拉罕
[00:11:53.880 --> 00:11:59.160]  盲目的順從沒有掙扎也是很變態
[00:11:59.160 --> 00:12:02.360]  殺兒子沒問題給
[00:12:02.360 --> 00:12:03.440]  不是這樣的
[00:12:03.440 --> 00:12:06.960]  我殺兒子不眨眼
[00:12:06.960 --> 00:12:11.640]  神學家齊克果曾經在一本書非常有名
[00:12:11.640 --> 00:12:16.600]  叫《恐懼與戰慄》一本書做出一個這樣的解析
[00:12:16.600 --> 00:12:18.960]  他說亞伯拉罕獻以撒這個事情
[00:12:18.960 --> 00:12:23.880]  是已經突破了倫理對宗教的獻祭
[00:12:23.880 --> 00:12:27.520]  基督徒是可以自由的回應上帝
[00:12:27.520 --> 00:12:29.480]  你到底獻不獻
[00:12:29.480 --> 00:12:32.040]  你絕對有自由
[00:12:32.040 --> 00:12:35.720]  就算這件事看來非常不道德
[00:12:35.720 --> 00:12:41.000]  就好像其實主耶穌在池之下上的犧牲
[00:12:41.000 --> 00:12:43.080]  以義代替不義的
[00:12:43.080 --> 00:12:46.240]  以無罪的代替我們有罪的
[00:12:46.240 --> 00:12:50.240]  本身就是很不合情理
[00:12:50.240 --> 00:12:55.800]  然而愛與恩典就超越了倫理道德的框架
[00:12:55.800 --> 00:12:58.560]  當上帝寬恕人的時候
[00:12:58.560 --> 00:13:04.320]  同樣的不是把因果的倫理擺在一旁嗎
[00:13:04.320 --> 00:13:06.120]  本來我們該死的
[00:13:06.120 --> 00:13:07.880]  但是是耶穌死了
[00:13:07.880 --> 00:13:09.680]  也不合情理
[00:13:09.680 --> 00:13:11.160]  該死的是我們
[00:13:11.160 --> 00:13:13.040]  但是由無罪的耶穌代替
[00:13:13.040 --> 00:13:18.320]  上帝的獨生子來代替我們負這個罪的代價
[00:13:18.320 --> 00:13:22.920]  這個考驗對兩方面都有好處
[00:13:22.920 --> 00:13:26.480]  如果我們透過順服的行為
[00:13:26.480 --> 00:13:31.720]  對信心這個條約投下一個神聖的一票
[00:13:31.720 --> 00:13:33.600]  我自己選擇了這一步
[00:13:33.600 --> 00:13:36.040]  我對上帝是一無反顧的
[00:13:36.040 --> 00:13:40.440]  確實也把自己的信心顯出來了
[00:13:40.440 --> 00:13:42.840]  對後人來講
[00:13:42.840 --> 00:13:45.440]  這也是一個見證
[00:13:45.440 --> 00:13:47.840]  西伯來蘇舍禎第一姐說
[00:13:47.840 --> 00:13:52.120]  我們既有著許多的見證人如同雲彩圍著我們
[00:13:52.120 --> 00:13:54.720]  就當放下各樣的重擔
[00:13:54.720 --> 00:13:57.480]  脫去容易纏累我們的罪
[00:13:57.480 --> 00:14:01.880]  全心忍耐擺在我們前頭的路程
[00:14:01.880 --> 00:14:04.120]  證明一個事情
[00:14:04.120 --> 00:14:09.160]  上帝的命令是有人可以做到的
[00:14:09.160 --> 00:14:15.520]  不是說難遇登天根本不可能有人做到的
[00:14:15.520 --> 00:14:19.280]  亞伯拉罕就起了一個示範的作用
[00:14:19.280 --> 00:14:23.120]  所以今天我們面對困難的局面
[00:14:23.120 --> 00:14:25.000]  是有人走過的
[00:14:25.000 --> 00:14:28.480]  不是是你唯一一個人遇到的
[00:14:28.480 --> 00:14:32.360]  有人曾經這樣順服上帝
[00:14:32.360 --> 00:14:35.640]  就好像先知以利亞
[00:14:35.640 --> 00:14:38.320]  他曾經向上帝求死
[00:14:38.320 --> 00:14:42.800]  他說上帝只有我一個人為你大發熱心
[00:14:42.800 --> 00:14:49.720]  上帝的回答是我為自己留下七十個未嘗像巴黎缺七的先知
[00:14:49.720 --> 00:14:55.480]  一語道破了以利亞俗齡的質疑症
[00:14:55.480 --> 00:14:58.960]  我們會常常想教會只有我一個愛主
[00:14:58.960 --> 00:15:01.360]  只有我一個大發熱心
[00:15:01.360 --> 00:15:03.640]  其他人都不愛主
[00:15:03.640 --> 00:15:06.120]  沒有我這麼俗齡
[00:15:06.120 --> 00:15:08.640]  但是這個事件就示範給你看
[00:15:08.640 --> 00:15:10.680]  有人走過這條路
[00:15:10.680 --> 00:15:13.000]  有人經歷過這個困難
[00:15:13.000 --> 00:15:14.520]  你不要太質疑
[00:15:14.520 --> 00:15:18.240]  只有你這個人做了
[00:15:18.240 --> 00:15:24.320]  好 我們也看看一個給我們一些俗齡的功課
[00:15:24.320 --> 00:15:27.040]  那為什麼亞伯拉罕這麼狠心
[00:15:27.040 --> 00:15:31.440]  其實猶太人有對這個事件有一個解析的
[00:15:31.440 --> 00:15:35.920]  在希伯來書11章17到19節的時候
[00:15:35.920 --> 00:15:37.600]  猶太人這樣說
[00:15:37.600 --> 00:15:42.800]  亞伯拉罕因著信被試驗的時候就把以撒獻上
[00:15:42.800 --> 00:15:46.120]  這便是那歡喜領受應許的
[00:15:46.120 --> 00:15:48.960]  將自己獨生的兒子獻上
[00:15:48.960 --> 00:15:51.880]  論道這兒子曾有話說
[00:15:51.880 --> 00:15:55.360]  從以撒生的才要成為你的後裔
[00:15:55.360 --> 00:15:59.640]  他以為神還能叫人從死裡復活
[00:15:59.640 --> 00:16:03.800]  他也彷彿從死中奪回他的兒子來
[00:16:03.800 --> 00:16:09.560]  第一個亞伯拉罕以為他殺了以撒以後
[00:16:09.560 --> 00:16:12.560]  神可以叫他從死裡復活
[00:16:12.560 --> 00:16:15.080]  那個是猶太人的解析
[00:16:15.080 --> 00:16:17.360]  因為他本身經歷過
[00:16:17.360 --> 00:16:20.320]  他太太已經這麼老了
[00:16:20.320 --> 00:16:23.200]  八九十歲的人 月經都沒有
[00:16:23.200 --> 00:16:24.840]  還能生一個兒子
[00:16:24.840 --> 00:16:27.240]  這個就是死裡復活的見證
[00:16:27.240 --> 00:16:31.120]  所以他就以為他殺了以撒以後
[00:16:31.120 --> 00:16:36.720]  假如神又還給他 可以叫他從死裡復活
[00:16:36.720 --> 00:16:39.920]  羅馬書士章十九節保羅也這樣說
[00:16:39.920 --> 00:16:43.880]  亞伯拉罕經歷了妻子撒拉的月經已經斷絕
[00:16:43.880 --> 00:16:49.040]  自己已經將近百歲 身體如同已死
[00:16:49.040 --> 00:16:52.560]  兩個人都是不可能生孩子
[00:16:52.560 --> 00:16:54.360]  但是都生了以撒
[00:16:54.360 --> 00:16:59.440]  所以他就相信神可以做這個事情
[00:16:59.440 --> 00:17:02.360]  一個能正常懷孕生子的人
[00:17:02.360 --> 00:17:07.320]  神在他身上有一個復活的大能
[00:17:07.320 --> 00:17:10.000]  所以他獻以撒的信心上
[00:17:10.000 --> 00:17:14.360]  亞伯拉罕相信我真的獻了兒子
[00:17:14.360 --> 00:17:16.920]  神還是要他復活
[00:17:16.920 --> 00:17:18.520]  在這個事情上
[00:17:18.520 --> 00:17:21.400]  猶太人的解析就是
[00:17:21.400 --> 00:17:24.080]  亞伯拉罕殺死以撒以後是沒問題的
[00:17:24.080 --> 00:17:27.200]  上帝是可以使人復活
[00:17:27.200 --> 00:17:29.840]  所以對亞伯拉罕本人來說
[00:17:29.840 --> 00:17:33.360]  好像沒有掙扎
[00:17:33.360 --> 00:17:37.440]  因為他有先前的經歷去支持他的信心
[00:17:37.440 --> 00:17:39.280]  但是你不要忘記
[00:17:39.280 --> 00:17:41.720]  對以撒而言
[00:17:41.720 --> 00:17:46.840]  相信使人復活的信心他從來沒有過
[00:17:46.840 --> 00:17:51.480]  就是有 是他的父母口傳給他的信仰經歷
[00:17:51.480 --> 00:17:54.320]  你叫以撒怎麼能幸福呢
[00:17:54.320 --> 00:17:58.120]  他自己有經驗過上帝的信仰嗎
[00:17:58.120 --> 00:17:59.640]  我沒有辦法知道
[00:17:59.640 --> 00:18:05.760]  但是以撒是對自己的父親傳人信靠
[00:18:05.760 --> 00:18:11.800]  許多時候我們都會集中在亞伯拉罕的掙扎
[00:18:11.800 --> 00:18:14.600]  原路的風光怎麼樣
[00:18:14.600 --> 00:18:17.800]  這位父親可能都沒有心情欣賞了
[00:18:17.800 --> 00:18:22.120]  但是我們有沒有考慮過上帝呢
[00:18:22.120 --> 00:18:26.960]  上帝跟他們一同踏上這段先知的路
[00:18:26.960 --> 00:18:29.200]  上帝會不會問
[00:18:29.200 --> 00:18:33.680]  到底亞伯拉罕會信以撒嗎
[00:18:33.680 --> 00:18:35.360]  我在一路走
[00:18:35.360 --> 00:18:40.000]  就好像他會不會在十八丈的前面
[00:18:40.000 --> 00:18:42.160]  跟索多瑪厄莫拉一樣
[00:18:42.160 --> 00:18:44.320]  再來跟我討價還價
[00:18:44.320 --> 00:18:46.560]  求我不要殺他呢
[00:18:46.560 --> 00:18:50.200]  那他求我我又會怎麼辦呢
[00:18:50.200 --> 00:18:54.600]  同樣的上帝也有這個掙扎
[00:18:54.600 --> 00:18:59.200]  既然我很早已經預備一隻公羊代替以撒的
[00:18:59.200 --> 00:19:01.640]  我應不應該早點讓他知道
[00:19:01.640 --> 00:19:04.080]  不要讓他這麼擔心呢
[00:19:04.080 --> 00:19:07.880]  免得他真的錯手怎麼辦呢
[00:19:07.880 --> 00:19:12.480]  最後如果他不願意獻以撒的時候
[00:19:12.480 --> 00:19:16.960]  那我是不是應該收回對他的祝福呢
[00:19:16.960 --> 00:19:22.240]  我們有沒有想過上帝對我們的感受呢
[00:19:22.240 --> 00:19:24.920]  他是也有感情的
[00:19:24.920 --> 00:19:30.320]  其實亞伯拉罕獻與不獻不到最後一刻
[00:19:30.320 --> 00:19:33.040]  上帝是不知道的
[00:19:33.040 --> 00:19:36.600]  他也只有等待這個時刻來臨
[00:19:36.600 --> 00:19:43.720]  才能明白亞伯拉罕對他順服的心意
[00:19:43.720 --> 00:19:48.120]  有靈修的學者曾經這樣解釋
[00:19:48.120 --> 00:19:50.840]  聽清楚我會講兩次
[00:19:50.840 --> 00:19:59.040]  他說亞伯拉罕相信的不是上帝的說話和應許
[00:19:59.040 --> 00:20:05.440]  而是相信這會說話和應許的上帝
[00:20:05.440 --> 00:20:06.880]  你聽懂了分別嗎
[00:20:06.880 --> 00:20:09.160]  我再講一次
[00:20:09.160 --> 00:20:15.120]  亞伯拉罕相信不是上帝的說話和應許
[00:20:15.120 --> 00:20:21.520]  而是相信這會會說話和應許的上帝
[00:20:21.520 --> 00:20:31.000]  我們是相信神聽禱告還是聽禱告的神
[00:20:31.000 --> 00:20:31.760]  有點難
[00:20:31.760 --> 00:20:34.680]  我看已知
[00:20:34.680 --> 00:20:36.320]  我們慢慢的想像
[00:20:36.320 --> 00:20:39.640]  我們不要以為只相信神的祝福
[00:20:39.640 --> 00:20:42.960]  但是我們要相信那位會祝福我們的神
