
[00:00:00.000 --> 00:00:02.760]  神的兒子是永恆的道
[00:03:34.480 --> 00:03:35.960]  人更加污穢
[00:03:35.960 --> 00:03:39.560]  而神竟然願意成爲人
[00:03:39.560 --> 00:03:41.320]  去告訴我們
[00:03:41.320 --> 00:03:42.560]  我很愛你們
[00:03:42.560 --> 00:03:44.320]  我很想幫助你們
[00:03:44.320 --> 00:03:45.520]  可能我真的要
[00:03:45.520 --> 00:03:47.120]  離開這張圖片
[00:03:47.120 --> 00:03:51.120]  所以在《約翰福音》
[00:03:51.200 --> 00:03:52.080]  就是說其實
[00:03:52.080 --> 00:03:55.280]  這個神是來到這個世界
[00:03:55.280 --> 00:03:57.000]  是很匪夷所思的
[00:03:57.000 --> 00:03:59.680]  其實沒有人想到
[00:03:59.680 --> 00:04:01.200]  沒有人願意會這麼做的
[00:04:01.200 --> 00:04:02.720]  這個聖潔的神
[00:04:02.720 --> 00:04:03.640]  來到我們這羣
[00:04:03.640 --> 00:04:05.320]  這麼污穢的罪人當中
[00:04:05.320 --> 00:04:06.600]  是告訴我們
[00:04:06.600 --> 00:04:07.320]  我很愛你
[00:04:07.320 --> 00:04:09.640]  我想救你 想幫你
[00:04:09.640 --> 00:04:12.280]  《約翰福音》
[00:04:12.280 --> 00:04:15.280]  是耶穌的門徒
[00:04:15.280 --> 00:04:16.360]  約翰所寫的
[00:04:16.360 --> 00:04:18.280]  其實爲什麼寫這本福音書呢
[00:04:18.280 --> 00:04:19.480]  如果你看下去
[00:04:19.480 --> 00:04:20.440]  在《約翰福音》的
[00:04:20.440 --> 00:04:22.440]  第20章第31節
[00:04:22.440 --> 00:04:24.000]  已經講了目的
[00:04:24.000 --> 00:04:25.080]  他說
[00:04:25.080 --> 00:04:26.600]  「但記載這些事
[00:04:26.600 --> 00:04:29.560]  是要使你們信耶穌是基督
[00:04:29.560 --> 00:04:31.480]  是神的兒子
[00:04:31.480 --> 00:04:34.280]  並且使你們信他
[00:04:34.280 --> 00:04:37.440]  好因着他的名得生命」
[00:04:37.440 --> 00:04:40.600]  很清楚約翰寫這本書的目的
[00:04:40.600 --> 00:04:42.440]  是想我們去知道
[00:04:42.440 --> 00:04:43.520]  認識 相信
[00:04:43.520 --> 00:04:45.280]  耶穌就是基督 是神的兒子
[00:04:45.280 --> 00:04:47.200]  我們因着信祂
[00:04:47.200 --> 00:04:49.440]  有完全不同的生命
[00:04:50.360 --> 00:04:52.360]  這個就是約翰的目的
[00:04:52.360 --> 00:04:54.120]  我很簡單講
[00:04:54.120 --> 00:04:55.320]  《約翰福音》的大綱
[00:04:55.320 --> 00:04:57.640]  這是一個很粗略的大綱
[00:04:57.640 --> 00:05:02.040]  1到18節就是序言
[00:05:02.040 --> 00:05:04.320]  我今天會講序言的上半部
[00:05:04.320 --> 00:05:06.800]  下個星期有另一位同工
[00:05:06.800 --> 00:05:08.080]  講序言的下半部
[00:05:08.080 --> 00:05:09.600]  講道成肉身
[00:05:09.600 --> 00:05:11.080]  耶穌來到這個世界
[00:05:11.080 --> 00:05:13.360]  一章19到一章尾
[00:05:13.360 --> 00:05:16.400]  就是講耶穌的事公開始的時候
[00:05:16.400 --> 00:05:18.040]  約翰的見證
[00:05:18.040 --> 00:05:19.840]  和他呼召的門徒
[00:05:20.840 --> 00:05:22.280]  接着那兩大部份
[00:05:22.280 --> 00:05:24.600]  就是約翰福音的重心
[00:05:24.600 --> 00:05:28.520]  就是第2章到第12章的11節
[00:05:28.520 --> 00:05:32.280]  就是講耶穌在加里尼和猶太
[00:05:32.280 --> 00:05:33.640]  祂的全道的工作
[00:05:33.640 --> 00:05:35.400]  包括那七個神蹟
[00:05:35.400 --> 00:05:37.200]  和祂的宣講教導
[00:05:37.200 --> 00:05:40.320]  去到第12章12節
[00:05:40.320 --> 00:05:41.880]  祂光榮進城之後
[00:05:41.880 --> 00:05:43.200]  去到第19章
[00:05:43.200 --> 00:05:45.360]  就是祂在壽府州的經歷
[00:05:45.360 --> 00:05:47.080]  包括最後晚餐
[00:05:47.080 --> 00:05:48.640]  祂受審
[00:05:48.640 --> 00:05:49.840]  祂釘十字架
[00:05:49.840 --> 00:05:50.720]  埋葬
[00:05:50.720 --> 00:05:52.920]  和祂當中一些很重要的教導
[00:05:52.920 --> 00:05:54.600]  第21章
[00:05:54.600 --> 00:05:55.520]  祂復活
[00:05:55.520 --> 00:05:57.000]  顯現給祂的門徒看
[00:05:57.000 --> 00:05:58.920]  第20章
[00:05:58.920 --> 00:06:00.040]  第21章
[00:06:00.040 --> 00:06:01.920]  是一個後記
[00:06:01.920 --> 00:06:05.440]  因爲有不同的抄本
[00:06:05.440 --> 00:06:07.280]  這個是後加進去
[00:06:07.280 --> 00:06:08.680]  是另一次的顯現
[00:06:08.680 --> 00:06:10.960]  這是一個很粗略的大綱
[00:06:10.960 --> 00:06:13.400]  給大家有少許的印象
[00:06:13.400 --> 00:06:15.320]  而今天所講的
[00:06:15.320 --> 00:06:17.000]  就是這個序言
[00:06:17.000 --> 00:06:19.800]  你發覺在序言裏面
[00:06:19.880 --> 00:06:21.640]  有很多的主題
[00:06:21.640 --> 00:06:24.760]  在往後的經文會再一次出現
[00:06:24.760 --> 00:06:28.800]  包括在耶穌裏面有生命
[00:06:28.800 --> 00:06:30.640]  生命是光
[00:06:30.640 --> 00:06:32.080]  但是人不愛光
[00:06:32.080 --> 00:06:33.880]  從神生的
[00:06:33.880 --> 00:06:35.720]  不是從肉身生的
[00:06:35.720 --> 00:06:38.320]  見到神的榮耀
[00:06:38.320 --> 00:06:40.080]  讀生子等等
[00:06:40.080 --> 00:06:42.120]  這些在序言裏面的主題
[00:06:42.120 --> 00:06:43.760]  你在往後的經文
[00:06:43.760 --> 00:06:45.840]  你會再發現它會出現
[00:06:45.840 --> 00:06:48.320]  一開始
[00:06:48.320 --> 00:06:49.280]  約翰說
[00:06:49.280 --> 00:06:50.560]  太初有道
[00:06:50.560 --> 00:06:52.400]  道與神同在
[00:06:52.400 --> 00:06:53.760]  道就是神
[00:06:53.760 --> 00:06:56.600]  太初是一個很絕對性的說法
[00:06:56.600 --> 00:07:00.280]  就是說它比任何事物都要早
[00:07:00.280 --> 00:07:03.840]  沒有東西比這個道更早的存在
[00:07:03.840 --> 00:07:06.520]  道在舊約裏面
[00:07:06.520 --> 00:07:08.280]  道就是神的話
[00:07:08.280 --> 00:07:10.080]  是經常出現
[00:07:10.080 --> 00:07:12.320]  道在舊約裏面
[00:07:12.320 --> 00:07:13.840]  就是神在創造
[00:07:13.840 --> 00:07:14.720]  在啓示
[00:07:14.720 --> 00:07:17.400]  在拯救中的自我展現
[00:07:18.160 --> 00:07:20.160]  道與父神同在
[00:07:20.160 --> 00:07:22.200]  道是本質上
[00:07:22.200 --> 00:07:23.400]  祂就是神
[00:07:23.400 --> 00:07:27.120]  所以這一位道
[00:07:27.120 --> 00:07:29.680]  祂本身是神
[00:07:29.680 --> 00:07:33.120]  祂本身也與神同在
[00:07:33.120 --> 00:07:35.320]  這是三維一體
[00:07:35.320 --> 00:07:39.600]  在菲勒比書第二章第六節
[00:07:39.600 --> 00:07:41.160]  那裏講到
[00:07:41.160 --> 00:07:43.280]  祂即是耶穌基督即是道
[00:07:43.280 --> 00:07:45.760]  本有神的形象
[00:07:45.760 --> 00:07:47.480]  即是說耶穌基督
[00:07:47.480 --> 00:07:49.280]  祂本質上就是神
[00:07:49.280 --> 00:07:52.400]  卻不堅持自己與神同等
[00:07:52.400 --> 00:07:55.280]  道是三維一體裏面
[00:07:55.280 --> 00:07:56.320]  那位聖子
[00:07:56.320 --> 00:07:59.880]  與神是同尊同榮
[00:07:59.880 --> 00:08:02.640]  去到第三節
[00:08:02.640 --> 00:08:06.040]  我自己較傾向的譯法就是
[00:08:06.040 --> 00:08:08.760]  萬物都是藉着他做的
[00:08:08.760 --> 00:08:10.200]  凡被做的
[00:08:10.200 --> 00:08:13.360]  沒有一樣不是藉着他做的
[00:08:13.360 --> 00:08:15.000]  意思就是
[00:08:15.000 --> 00:08:17.160]  約翰從正反兩面
[00:08:17.360 --> 00:08:18.120]  去講
[00:08:18.120 --> 00:08:20.120]  所有東西都是他做的
[00:08:20.120 --> 00:08:22.240]  沒有東西不是他做的
[00:08:22.240 --> 00:08:24.320]  其實講什麼呢?
[00:08:24.320 --> 00:08:27.080]  道就是這個世界的創造主
[00:08:27.080 --> 00:08:31.760]  在道這一位神裏面
[00:08:31.760 --> 00:08:32.680]  是有生命
[00:08:32.680 --> 00:08:34.240]  這個生命
[00:08:34.240 --> 00:08:37.160]  就是照亮全人類的光
[00:08:37.160 --> 00:08:39.840]  在約翰福音八章十二節
[00:08:39.840 --> 00:08:40.640]  耶穌說
[00:08:40.640 --> 00:08:42.520]  我就是世界的光
[00:08:42.520 --> 00:08:44.600]  在十一章二十五節
[00:08:44.600 --> 00:08:45.360]  祂又說
[00:08:45.360 --> 00:08:47.160]  我就是生命
[00:08:48.360 --> 00:08:51.120]  人類唯有接受這個光
[00:08:51.120 --> 00:08:53.560]  纔有真真正正的生命
[00:08:53.560 --> 00:08:55.080]  有豐盛的生命
[00:08:55.080 --> 00:08:56.480]  有永恆的生命
[00:08:56.480 --> 00:08:58.480]  但很可惜
[00:08:58.480 --> 00:09:01.520]  當光照在黑暗裏的人類
[00:09:01.520 --> 00:09:03.400]  我們的反應是什麼呢?
[00:09:03.400 --> 00:09:06.880]  黑暗卻沒有勝過光
[00:09:06.880 --> 00:09:09.920]  或者譯作黑暗卻不接受光
[00:09:09.920 --> 00:09:11.520]  我們不想光
[00:09:11.520 --> 00:09:14.360]  我們想維持自己
[00:09:14.360 --> 00:09:15.800]  去主宰自己
[00:09:17.960 --> 00:09:19.800]  道在這五節
[00:09:19.800 --> 00:09:21.720]  祂說了三樣東西
[00:09:21.720 --> 00:09:23.960]  祂就是神
[00:09:23.960 --> 00:09:26.080]  祂與神同在
[00:09:26.080 --> 00:09:28.480]  祂是創造主
[00:09:28.480 --> 00:09:30.560]  祂創造這個世界
[00:09:30.560 --> 00:09:34.000]  和祂來到這個世界
[00:09:34.000 --> 00:09:36.040]  是爲了光照我們
[00:09:36.040 --> 00:09:37.960]  叫我們因認識
[00:09:37.960 --> 00:09:39.280]  相信祂
[00:09:39.280 --> 00:09:40.640]  得到真正的生命
[00:09:40.640 --> 00:09:43.920]  老醫師CS Lewis
[00:09:43.920 --> 00:09:45.440]  他說過一個比喻
[00:09:46.120 --> 00:09:49.480]  他說如果你身邊有小狗
[00:09:49.480 --> 00:09:51.440]  狗就可愛一點
[00:09:51.440 --> 00:09:55.040]  但這個小狗落在很大的患難裏面
[00:09:55.040 --> 00:09:56.880]  你很愛它
[00:09:56.880 --> 00:09:58.240]  你也很愛這些狗
[00:09:58.240 --> 00:10:00.280]  很想幫它們
[00:10:00.280 --> 00:10:02.120]  他就問
[00:10:02.120 --> 00:10:04.800]  你願不願意放下你的人性
[00:10:04.800 --> 00:10:07.480]  離開你很親愛的家人
[00:10:07.480 --> 00:10:09.960]  離開你很想做的事情
[00:10:09.960 --> 00:10:11.640]  你變成一隻狗
[00:10:11.640 --> 00:10:14.720]  只能夠遙美黑連
[00:10:15.280 --> 00:10:18.120]  你不能夠做回你以前人做的事情
[00:10:18.120 --> 00:10:21.360]  老醫師就說
[00:10:21.360 --> 00:10:23.160]  耶穌降生爲人
[00:10:23.160 --> 00:10:26.920]  祂放棄了天上和神這個獨特的關係
[00:10:26.920 --> 00:10:29.440]  祂負上了沉重的代價
[00:10:29.440 --> 00:10:30.760]  爲了什麼呢?
[00:10:30.760 --> 00:10:32.880]  爲了我們
[00:10:32.880 --> 00:10:34.960]  顯明這個莫大的愛
[00:10:34.960 --> 00:10:37.240]  這個很難以想象的愛
[00:10:37.240 --> 00:10:40.000]  道成肉身
[00:10:40.000 --> 00:10:42.120]  神何故化身爲人
[00:10:42.120 --> 00:10:43.640]  其實很多年來
[00:10:44.040 --> 00:10:45.520]  很多神學家都想不明白
[00:10:45.520 --> 00:10:47.920]  我信了那麼多年我都不明白
[00:10:47.920 --> 00:10:49.960]  但我感受到
[00:10:49.960 --> 00:10:51.640]  這個就是上帝的愛
[00:10:51.640 --> 00:10:55.040]  我們怎麼回應這個光照呢?
[00:10:55.040 --> 00:10:57.560]  我想第一就是信
[00:10:57.560 --> 00:10:59.360]  去接受它
[00:10:59.360 --> 00:11:01.160]  這個很重要
[00:11:01.160 --> 00:11:03.000]  但是信了之後呢?
[00:11:03.000 --> 00:11:05.560]  信了之後不要停
[00:11:05.560 --> 00:11:07.640]  我們要走誠信的路
[00:11:07.640 --> 00:11:10.960]  我們繼續要被這個光去引導我們的人生
[00:11:10.960 --> 00:11:12.920]  這個是很重要的回應
[00:11:13.480 --> 00:11:17.040]  不要單單我們說我信耶穌
[00:11:17.040 --> 00:11:21.200]  我們要繼續走這條光所引導的路
[00:11:21.200 --> 00:11:25.760]  道成肉身來到這個世界
[00:11:25.760 --> 00:11:27.240]  是有人證
[00:11:27.240 --> 00:11:30.400]  是有人去見證這個就是神
[00:11:30.400 --> 00:11:36.040]  在《約翰福音》第八章十二到十四節
[00:11:36.040 --> 00:11:38.000]  我們往後會看到
[00:11:38.000 --> 00:11:41.160]  其實耶穌說我就是世界的光
[00:11:41.520 --> 00:11:43.680]  而法利塞人的回應是怎樣呢?
[00:11:43.680 --> 00:11:46.080]  你是爲自己作證
[00:11:46.080 --> 00:11:47.880]  你的見證不真
[00:11:47.880 --> 00:11:51.600]  法利塞人是這樣去挑戰耶穌
[00:11:51.600 --> 00:11:53.360]  去質疑耶穌
[00:11:53.360 --> 00:11:56.040]  其實耶穌是有人證的
[00:11:56.040 --> 00:11:59.480]  這個證人在《約翰福音》一開始
[00:11:59.480 --> 00:12:00.840]  就是說約翰
[00:12:00.840 --> 00:12:05.720]  這個約翰就是施洗約翰
[00:12:05.720 --> 00:12:09.680]  在其他福音書我們一看就是施洗約翰
[00:12:09.920 --> 00:12:12.280]  是與使徒約翰區別
[00:12:12.280 --> 00:12:14.600]  但在《約翰福音》裏面
[00:12:14.600 --> 00:12:16.200]  是不用施洗約翰的
[00:12:16.200 --> 00:12:16.960]  爲什麼呢?
[00:12:16.960 --> 00:12:21.760]  因爲《約翰福音》的作者使徒約翰
[00:12:21.760 --> 00:12:23.200]  他怎樣叫自己呢?
[00:12:23.200 --> 00:12:26.840]  主所愛的門徒
[00:12:26.840 --> 00:12:29.200]  所以他不用約翰這個名字
[00:12:29.200 --> 00:12:33.880]  所以施洗約翰就不用加施洗去以知識別
[00:12:33.880 --> 00:12:37.880]  施洗約翰不是道
[00:12:37.880 --> 00:12:39.800]  不是真光
[00:12:40.040 --> 00:12:42.120]  而是爲真光作見證
[00:12:42.120 --> 00:12:44.560]  真這個字是真實
[00:12:44.560 --> 00:12:46.040]  不是假的
[00:12:46.040 --> 00:12:50.000]  但真這個字在新約有時是指終極
[00:12:50.000 --> 00:12:51.480]  終極的意味
[00:12:51.480 --> 00:12:54.080]  之後不會再有了
[00:12:54.080 --> 00:12:55.520]  這個是最終的
[00:12:55.520 --> 00:12:59.240]  我們在下一次的講道
[00:12:59.240 --> 00:13:02.360]  會詳細地講施洗約翰這個見證
[00:13:02.360 --> 00:13:04.880]  在這裏
[00:13:04.880 --> 00:13:08.360]  約翰講到施洗約翰的見證
[00:13:08.880 --> 00:13:12.000]  目的是要叫人借光而信
[00:13:12.000 --> 00:13:14.480]  是借耶穌而信
[00:13:14.480 --> 00:13:16.760]  而信的對象
[00:13:16.760 --> 00:13:19.320]  也是耶穌基督自己
[00:13:19.320 --> 00:13:23.200]  信耶穌是道成肉身的真神
[00:13:23.200 --> 00:13:27.480]  其實歷史歷代很多人都聽過耶穌
[00:13:27.480 --> 00:13:29.560]  很多人都覺得耶穌很好
[00:13:29.560 --> 00:13:35.080]  很多人都會覺得耶穌的教導是非常非常有智慧
[00:13:35.680 --> 00:13:40.000]  但很多人都否定耶穌是道成肉身的真神
[00:13:40.000 --> 00:13:44.280]  其中一個很出名的就是美國的第三任總統
[00:13:44.280 --> 00:13:46.520]  傑弗遜(Thomas Jefferson)
[00:13:46.520 --> 00:13:49.600]  他很喜歡耶穌的道德倫理
[00:13:49.600 --> 00:13:52.440]  但他不信耶穌的神蹟其事
[00:13:52.440 --> 00:13:53.880]  他不信耶穌復活
[00:13:53.880 --> 00:13:56.360]  他將聖經剪裁
[00:13:56.360 --> 00:13:59.320]  刪去耶穌的神聖事蹟
[00:13:59.320 --> 00:14:02.600]  出了一部傑弗遜聖經(Jefferson Bible)
[00:14:03.520 --> 00:14:07.880]  這本聖經是以弱瑟將耶穌放在墓裏面
[00:14:07.880 --> 00:14:10.640]  然後用一塊石頭擋住墓就結束了
[00:14:10.640 --> 00:14:12.080]  他不講復活的
[00:14:12.080 --> 00:14:13.800]  他不信復活
[00:14:13.800 --> 00:14:15.800]  如果耶穌沒有復活
[00:14:15.800 --> 00:14:16.920]  祂只是一個人
[00:14:16.920 --> 00:14:18.520]  祂不是神來的
[00:14:18.520 --> 00:14:20.000]  祂能救我們嗎
[00:14:20.000 --> 00:14:22.640]  祂連死亡都贏不了
[00:14:22.640 --> 00:14:23.560]  祂怎麼救我們
[00:14:23.560 --> 00:14:25.920]  怎麼能夠讓我們有永生
[00:14:25.920 --> 00:14:29.920]  所以我們見證那位神是一個什麼樣的神
[00:14:29.920 --> 00:14:31.200]  是非常重要
[00:14:31.600 --> 00:14:33.720]  我們不要將這個神加加減減
[00:14:33.720 --> 00:14:37.960]  不要將這個神用我們的意思去詮釋
[00:14:37.960 --> 00:14:40.960]  第二我們要去見證祂
[00:14:40.960 --> 00:14:44.040]  我經常覺得我們做傳道目者
[00:14:44.040 --> 00:14:45.560]  或者做基督徒
[00:14:45.560 --> 00:14:48.600]  我們要見證的是耶穌基督
[00:14:48.600 --> 00:14:50.520]  這個很重要
[00:14:50.520 --> 00:14:52.560]  我們叫人去信
[00:14:52.560 --> 00:14:54.080]  去跟從耶穌基督
[00:14:54.080 --> 00:14:55.480]  不是叫人去信
[00:14:55.480 --> 00:14:57.080]  去跟從我們自己
[00:14:58.680 --> 00:15:02.880]  在臺灣有一個很靈恩派的牧師叫郭美光
[00:15:02.880 --> 00:15:06.040]  如果你去谷歌或者上網
[00:15:06.040 --> 00:15:07.040]  你找到他
[00:15:07.040 --> 00:15:08.200]  他在幾年前
[00:15:08.200 --> 00:15:10.480]  四年前一炮而紅
[00:15:10.480 --> 00:15:11.760]  爲什麼呢
[00:15:11.760 --> 00:15:13.440]  他去臺北一個報導聚會
[00:15:13.440 --> 00:15:16.200]  他說信耶穌得鑽石
[00:15:16.200 --> 00:15:18.840]  他的見證很神奇的
[00:15:18.840 --> 00:15:21.160]  他在洗衣機洗衣物
[00:15:21.160 --> 00:15:22.560]  找到兩顆鑽石
[00:15:22.560 --> 00:15:24.560]  但他相信什麼呢
[00:15:24.560 --> 00:15:27.120]  他的見證就是神有五倍祝福
[00:15:27.120 --> 00:15:28.560]  沒理由只有兩顆那麼少
[00:15:29.280 --> 00:15:30.160]  他繼續等待
[00:15:30.160 --> 00:15:31.200]  結果又找到一顆
[00:15:31.200 --> 00:15:32.720]  又等待找到兩顆
[00:15:32.720 --> 00:15:33.560]  結果有五顆
[00:15:33.560 --> 00:15:35.960]  有一次走火警
[00:15:35.960 --> 00:15:39.000]  他由七樓穿着高跟鞋
[00:15:39.000 --> 00:15:39.960]  下去到樓下
[00:15:39.960 --> 00:15:41.680]  完了就跑回上去
[00:15:41.680 --> 00:15:43.640]  唏吶唏喘很辛苦
[00:15:43.640 --> 00:15:45.120]  誰知道找到一顆鑽石
[00:15:45.120 --> 00:15:48.720]  哇 上帝真的用一顆鑽石來安慰我
[00:15:48.720 --> 00:15:55.440]  很多很荒誕你沒想象到的一些見證
[00:15:55.440 --> 00:15:57.960]  他說一生人現在找到五十幾顆鑽石
[00:15:58.880 --> 00:16:01.800]  很多臺灣的正統牧者都批評他
[00:16:01.800 --> 00:16:04.800]  不跟聖經的這些成功神學
[00:16:04.800 --> 00:16:09.000]  但是他的聚會很多人捧場
[00:16:09.000 --> 00:16:12.280]  不知道如果他來到窩福堂會怎樣
[00:16:12.280 --> 00:16:16.640]  我們是趕他走還是留下鑽石才走呢
[00:16:16.640 --> 00:16:22.120]  很多人在聚會里面留下掃地
[00:16:22.120 --> 00:16:24.120]  執鑽石
[00:16:25.640 --> 00:16:28.840]  信仰是跟人執鑽石還是信耶穌
[00:16:28.840 --> 00:16:33.320]  是跟那些物質還是跟耶穌呢
[00:16:33.320 --> 00:16:35.880]  其實我們福音派的牧者
[00:16:35.880 --> 00:16:37.520]  其實都要很小心
[00:16:37.520 --> 00:16:42.920]  究竟我們是想人跟耶穌基督還是跟自己
[00:16:42.920 --> 00:16:45.960]  其實我自己有時候聽到的說話都很不舒服
[00:16:45.960 --> 00:16:48.040]  陳牧師這麼說
[00:16:48.040 --> 00:16:51.040]  如果我說的是真理我就很開心
[00:16:51.040 --> 00:16:53.280]  但我不是經常說真理
[00:16:55.240 --> 00:16:56.720]  那些不是真理你不用跟
[00:16:56.720 --> 00:16:58.520]  我們是跟耶穌
[00:16:58.520 --> 00:17:00.960]  我經常覺得傳道牧者是一個路牌
[00:17:00.960 --> 00:17:02.280]  是一個指標
[00:17:02.280 --> 00:17:04.080]  我們是指向耶穌基督
[00:17:04.080 --> 00:17:07.200]  那個纔是我們要跟從的真光
[00:17:07.200 --> 00:17:09.760]  我們要見證各位真光
[00:17:09.760 --> 00:17:11.960]  叫人跟從耶穌基督
[00:17:11.960 --> 00:17:15.000]  道成肉身
[00:17:15.000 --> 00:17:17.080]  真光來到這個世界
[00:17:17.080 --> 00:17:19.400]  要照亮所有的人
[00:17:19.400 --> 00:17:21.480]  很有趣
[00:17:21.480 --> 00:17:25.440]  他說耶穌來到藉着他所創造的世界
[00:17:25.440 --> 00:17:27.840]  但這個世界不認識他不接納他
